Gene	sgRNA	DLD1-Ts5.15|beta	DLD1-Ts5.15|z	DLD1-Ts5.15|p-value	DLD1-Ts5.15|fdr	DLD1-Ts5.15|wald-p-value	DLD1-Ts5.15|wald-fdr
ZNF620	6	0.12907	1.7025	0.21104	0.57833	0.088658	0.28535
ZNF621	7	0.01148	0.15351	0.62315	0.87187	0.878	0.93321
ZNF623	6	-0.23305	-2.0013	0.46388	0.76822	0.045357	0.24254
ZNF624	6	0.079853	1.7635	0.36149	0.70242	0.077817	0.27864
ZNF625	6	0.011066	0.23107	0.65046	0.88472	0.81726	0.89601
ZNF626	5	0.19112	1.1214	0.11263	0.44098	0.26211	0.46615
ZNF627	6	0.17301	1.9506	0.11689	0.4482	0.051108	0.25489
ZNF628	6	0.41273	1.8362	0.00056883	0.01	0.066326	0.27136
ZNF629	6	-0.29293	-1.6802	0.33987	0.68599	0.092915	0.28613
ZNF630	6	0.085831	1.0707	0.34158	0.68629	0.28428	0.48614
ZNF639	6	-0.057354	-1.1763	0.95023	0.98994	0.23946	0.44407
ZNF641	6	0.0089311	0.43603	0.66297	0.89003	0.66282	0.78702
ZNF646	6	0.12253	0.98204	0.23009	0.5997	0.32608	0.52591
ZNF648	6	-0.10669	-1.5048	0.85097	0.9599	0.13238	0.32481
ZNF649	6	0.12203	1.7093	0.2318	0.60074	0.087388	0.28476
ZNF652	6	-0.22491	-2.1769	0.48379	0.78128	0.029491	0.19026
ZNF653	6	-0.28851	-2.3567	0.34642	0.68891	0.018439	0.13942
ZNF655	6	0.097953	1.2045	0.30631	0.66461	0.2284	0.43221
ZNF658	5	0.21755	1.5747	0.076223	0.36915	0.11532	0.30881
ZNF660	6	-0.023552	-0.28986	0.81286	0.94659	0.77192	0.86353
ZNF662	6	0.0086877	0.22359	0.66496	0.89109	0.82307	0.89901
ZNF664	6	-0.091757	-1.3139	0.91013	0.98099	0.18887	0.38918
ZNF665	6	0.15436	1.9061	0.15245	0.50376	0.056633	0.26166
ZNF667	6	0.15544	1.656	0.14989	0.49811	0.097731	0.29166
ZNF668	6	-0.054184	-0.66524	0.93743	0.9892	0.5059	0.68364
ZNF669	6	0.28609	1.7617	0.015643	0.14103	0.078127	0.27864
ZNF670	6	0.27454	1.7918	0.019056	0.16302	0.073164	0.2784
ZNF671	6	0.13804	1.2778	0.18942	0.55732	0.20131	0.40432
ZNF672	6	-0.25097	-1.3256	0.4198	0.74433	0.18497	0.38483
ZNF674	6	0.01271	0.20578	0.64448	0.88238	0.83696	0.90854
ZNF675	6	0.07224	1.1113	0.39192	0.72565	0.26644	0.46903
ZNF676	6	0.23679	1.9862	0.040102	0.26705	0.047014	0.24635
ZNF677	6	0.33245	1.774	0.0042662	0.049505	0.076068	0.27864
ZNF678	5	0.13453	1.699	0.24061	0.60799	0.089316	0.28535
ZNF679	4	-0.2498	-1.0355	0.47071	0.77477	0.30043	0.50407
ZNF680	5	0.35747	1.6649	0.0054039	0.059937	0.095935	0.29053
ZNF681	5	0.022852	0.38431	0.64278	0.88212	0.70075	0.81582
ZNF682	6	0.16972	1.7429	0.12059	0.4482	0.08135	0.28078
ZNF683	6	-0.09673	-0.91698	0.89078	0.97328	0.35915	0.55385
ZNF684	6	-0.16702	-1.7753	0.65301	0.88559	0.075855	0.27864
ZNF687	7	0.00511	0.087441	0.65216	0.88559	0.93032	0.96206
ZNF688	6	-0.050099	-0.64827	0.92321	0.98603	0.51681	0.68829
ZNF689	6	-0.12129	-1.0847	0.80148	0.94216	0.27807	0.48068
ZNF691	6	-0.26365	-2.3715	0.39363	0.72756	0.017715	0.13621
ZNF692	4	0.05706	1.1538	0.57452	0.83977	0.24859	0.45192
ZNF695	5	0.1786	1.539	0.13396	0.47053	0.1238	0.31755
ZNF696	6	-0.28676	-1.5542	0.34898	0.69127	0.12015	0.31488
ZNF697	6	0.07032	0.44725	0.40301	0.73344	0.6547	0.77925
ZNF699	6	0.11301	0.95254	0.25427	0.61869	0.34082	0.53979
ZNF7	6	-0.051799	-0.65194	0.93003	0.98762	0.51444	0.68732
ZNF70	6	-0.16449	-1.356	0.66468	0.89109	0.1751	0.37465
ZNF700	6	0.1873	1.7502	0.098123	0.41317	0.080079	0.27929
ZNF701	4	-0.052414	-0.55811	0.98777	0.99513	0.57677	0.71607
ZNF703	6	0.13199	1.2112	0.20392	0.57086	0.22582	0.42944
ZNF705A	6	0.14592	1.8039	0.16894	0.528	0.071245	0.27557
ZNF705D	6	0.24123	1.9143	0.038111	0.26019	0.055586	0.26059
ZNF705G	6	-0.21854	-2.0802	0.50427	0.79499	0.037508	0.21943
ZNF706	4	-0.15788	-1.4322	0.65842	0.88799	0.15209	0.35181
ZNF707	6	-0.42259	-2.832	0.15245	0.50376	0.0046261	0.053455
ZNF708	6	0.20566	1.6747	0.071957	0.35684	0.093999	0.28714
ZNF709	6	0.0082362	0.092537	0.66553	0.89109	0.92627	0.96091
ZNF71	6	0.089894	1.2519	0.32679	0.67564	0.21061	0.41208
ZNF710	6	0.1114	0.94489	0.25967	0.62193	0.34471	0.54253
ZNF711	6	0.13605	1.4565	0.19454	0.56343	0.14525	0.34229
ZNF713	6	0.1428	1.7711	0.17662	0.53627	0.076537	0.27864
ZNF714	5	0.17773	1.7626	0.13652	0.47577	0.077967	0.27864
ZNF716	5	0.030322	0.15862	0.61576	0.86883	0.87397	0.93117
ZNF717	6	0.15062	1.7026	0.15956	0.51515	0.088641	0.28535
ZNF726	6	0.25942	1.8977	0.026451	0.2044	0.057731	0.26191
ZNF732	6	0.10408	1.5439	0.28242	0.64272	0.1226	0.3172
ZNF736	5	0.055094	0.55674	0.50939	0.79857	0.5777	0.71668
ZNF737	5	0.23745	1.6048	0.054608	0.3104	0.10854	0.30311
ZNF74	6	-0.38112	-2.0568	0.19653	0.56454	0.039709	0.22592
ZNF740	7	0.009787	0.13443	0.63111	0.87658	0.89307	0.94188
ZNF746	6	0.015123	0.23055	0.63225	0.87658	0.81767	0.89606
ZNF749	6	0.21551	1.6761	0.060011	0.32462	0.093714	0.28702
ZNF75A	6	-0.096789	-1.409	0.89078	0.97328	0.15884	0.35854
ZNF75D	6	0.10408	1.5076	0.28242	0.64272	0.13166	0.32481
ZNF76	7	-0.1341	-1.4799	0.7463	0.93039	0.13891	0.33365
ZNF763	6	-0.01675	-0.18611	0.78299	0.93799	0.85236	0.91986
ZNF764	6	0.19969	1.2867	0.079636	0.37736	0.19821	0.40054
ZNF765	4	0.23968	1.6333	0.086177	0.393	0.1024	0.2951
ZNF766	6	0.10341	1.1537	0.28555	0.64483	0.24864	0.45192
ZNF768	6	-0.23349	-2.1026	0.46359	0.76822	0.035497	0.21408
ZNF77	6	-0.10457	-0.89527	0.86007	0.96491	0.37064	0.56488
ZNF770	6	-0.019663	-0.38619	0.79551	0.94035	0.69936	0.81503
ZNF771	6	0.020587	0.14326	0.60779	0.86559	0.88609	0.93776
ZNF772	8	0.034049	0.37368	0.46104	0.76822	0.70864	0.81799
ZNF773	6	0.14655	1.6437	0.1678	0.52632	0.10023	0.29439
ZNF774	6	0.013381	0.16968	0.64164	0.88194	0.86526	0.92695
ZNF775	6	0.26259	1.6063	0.025597	0.20045	0.10821	0.30286
ZNF776	6	0.12575	1.4548	0.22099	0.59087	0.14573	0.34251
ZNF777	6	-0.32685	-2.1498	0.27503	0.63601	0.031575	0.19756
ZNF778	6	-0.26184	-2.2988	0.39818	0.72879	0.021517	0.15284
ZNF780A	6	0.11582	1.2987	0.24545	0.60799	0.19405	0.3964
ZNF780B	6	0.1507	1.7457	0.15927	0.51515	0.080858	0.28016
ZNF781	6	0.033113	0.57944	0.5492	0.82423	0.5623	0.70457
ZNF782	6	0.062029	0.85296	0.43572	0.75592	0.39368	0.5876
ZNF783	6	0.024042	0.35977	0.59243	0.85334	0.71902	0.82698
ZNF784	6	-0.1892	-1.2004	0.58902	0.85051	0.23	0.43407
ZNF785	6	0.12014	1.3647	0.2372	0.60799	0.17235	0.37221
ZNF786	6	0.15396	1.5154	0.1533	0.5042	0.12968	0.32406
ZNF787	6	0.32546	1.7563	0.0042662	0.049505	0.079045	0.27876
ZNF789	1	0.16986	0.65205	0.54721	0.82423	0.51437	0.68732
ZNF79	6	-0.017783	-0.27656	0.7884	0.93998	0.78212	0.87106
ZNF790	6	0.12192	1.5497	0.23237	0.60074	0.12122	0.31507
ZNF791	6	0.042116	0.52401	0.51109	0.79867	0.60027	0.73436
ZNF792	6	0.032017	0.39711	0.55404	0.82788	0.69129	0.81034
ZNF793	6	0.11762	0.31581	0.24204	0.60799	0.75215	0.85226
ZNF799	6	0.23716	1.9254	0.040102	0.26705	0.054177	0.25811
ZNF8	6	-0.017355	-0.32087	0.78584	0.93884	0.74831	0.84998
ZNF80	6	-0.0067959	-0.11348	0.74118	0.92872	0.90965	0.95
ZNF800	5	0.18218	1.609	0.12628	0.45632	0.10761	0.30286
ZNF805	6	0.12236	1.3023	0.23094	0.60059	0.19281	0.39483
ZNF808	6	0.28086	0.93739	0.017065	0.15	0.34856	0.54533
ZNF81	6	0.19202	1.7685	0.091297	0.40428	0.07698	0.27864
ZNF813	6	-0.081736	-0.89036	0.94994	0.98994	0.37327	0.56717
ZNF814	6	0.2006	1.8192	0.079067	0.37652	0.068878	0.27136
ZNF816	4	0.1429	1.5699	0.27446	0.63601	0.11643	0.31083
ZNF821	6	-0.019646	-0.5328	0.79551	0.94035	0.59417	0.72992
ZNF823	6	0.015754	0.12861	0.62998	0.87658	0.89766	0.94412
ZNF827	6	0.091971	1.5164	0.32196	0.67341	0.12942	0.32386
ZNF83	6	0.14824	1.604	0.16524	0.52201	0.10871	0.30311
ZNF831	6	0.11842	1.2245	0.24061	0.60799	0.22076	0.42277
ZNF836	6	0.069657	1.4558	0.40643	0.73622	0.14545	0.3423
ZNF837	6	-0.041532	-0.26872	0.88737	0.97257	0.78815	0.87528
ZNF84	6	0.0089065	0.22802	0.66297	0.89003	0.81963	0.8968
ZNF841	6	0.24175	1.7532	0.037827	0.25977	0.079564	0.27891
ZNF844	6	0.026915	0.28633	0.57992	0.84256	0.77462	0.8649
ZNF845	5	0.27481	1.7815	0.030432	0.22766	0.074831	0.27864
ZNF846	6	0.057088	0.81483	0.45364	0.76423	0.41517	0.60777
ZNF85	6	0.28295	1.8474	0.016496	0.14573	0.064691	0.27136
ZNF852	6	0.096034	0.88017	0.31371	0.67338	0.37877	0.57304
ZNF860	4	-0.26041	-1.7136	0.45137	0.76372	0.086596	0.28427
ZNF865	6	0.091963	0.92288	0.32196	0.67341	0.35607	0.55151
ZNF878	6	0.044687	0.65351	0.49801	0.79088	0.51343	0.68732
ZNF879	6	0.080214	1.549	0.36064	0.70172	0.12139	0.31507
ZNF880	5	0.25338	1.8351	0.043231	0.27739	0.066494	0.27136
ZNF90	5	0.12626	1.5816	0.26337	0.62483	0.11375	0.30809
ZNF91	5	0.076863	0.60592	0.42947	0.75199	0.54457	0.69727
ZNF92	5	0.30012	1.6067	0.01934	0.16386	0.10812	0.30286
ZNF93	6	0.15767	1.5008	0.1442	0.48703	0.1334	0.3264
ZNF98	6	-0.14264	-1.2893	0.73009	0.92272	0.19728	0.40002
ZNF99	6	0.2096	1.1448	0.067406	0.34846	0.2523	0.45633
ZPR1	9	-2.6546	-6.6274	0	0	3.417e-11	5.7211e-09
ZSCAN1	6	0.24922	1.9306	0.032992	0.23868	0.053536	0.25766
ZSCAN10	6	-0.71402	-2.9075	0.029295	0.22151	0.003643	0.044212
ZSCAN12	6	0.17098	1.7856	0.11974	0.4482	0.074164	0.27864
ZSCAN16	6	0.040872	0.54074	0.51507	0.80248	0.58868	0.72549
ZSCAN2	6	0.17109	1.4446	0.11974	0.4482	0.14856	0.34707
ZSCAN20	19	0.022818	0.3034	0.28555	0.64483	0.76158	0.85797
ZSCAN21	6	-0.19174	-0.56213	0.5822	0.84482	0.57403	0.71393
ZSCAN22	6	-0.055013	-0.65935	0.94084	0.98989	0.50967	0.68693
ZSCAN23	6	0.26727	1.5928	0.021615	0.17593	0.1112	0.30474
ZSCAN25	6	0.083952	1.1807	0.34642	0.68891	0.23772	0.4418
ZSCAN26	6	0.22351	1.8941	0.050341	0.29325	0.058208	0.26205
ZSCAN29	7	0.10353	1.4008	0.25853	0.62193	0.16129	0.36141
ZSCAN30	6	0.076084	0.65061	0.37486	0.7109	0.5153	0.68732
ZSCAN31	6	0.17116	1.3627	0.11945	0.4482	0.17297	0.37311
ZSCAN32	6	-0.19283	-1.5975	0.57765	0.84065	0.11015	0.30377
ZSCAN4	6	0.027536	0.47253	0.57651	0.84058	0.63655	0.76412
ZSCAN5A	6	-0.13398	-0.74025	0.7591	0.93094	0.45915	0.64845
ZSCAN5B	6	0.092898	1.2458	0.32082	0.67341	0.21285	0.41455
ZSCAN9	7	0.17277	2.1064	0.088453	0.39923	0.035168	0.21319
ZXDA	6	-0.073031	-0.98608	0.98379	0.99512	0.3241	0.52498
ZXDB	6	-0.1388	-0.92837	0.74289	0.93039	0.35321	0.54903
ZXDC	6	0.0031813	0.061641	0.69255	0.9042	0.95085	0.97429
ZZZ3	12	-1.212	-5.1935	0	0	2.0641e-07	1.1339e-05
ACAT1	5	0.061377	0.63771	0.48663	0.78128	0.52366	0.69045
ACTR	5	-0.39147	-1.9823	0.23094	0.60059	0.047444	0.24673
ASH1L	24	-0.15468	-2.8208	0.52645	0.81157	0.0047904	0.054864
ATAD2	6	0.028253	0.67281	0.57224	0.83977	0.50107	0.68024
ATAD2B	6	0.073448	0.95864	0.38567	0.71973	0.33774	0.53651
ATAT1	7	0.045752	0.82005	0.47782	0.78061	0.41219	0.60537
ATRX	13	-0.38899	-3.2959	0.071672	0.35684	0.0009809	0.015535
BAZ1A	14	0.25117	3.0756	0.00085324	0.013216	0.0021007	0.029079
BAZ1B	12	-0.0048199	-0.090537	0.55916	0.83164	0.92786	0.96178
BAZ2A	18	0.32342	3.2718	0	0	0.0010688	0.016615
BAZ2B	18	0.37444	3.042	0	0	0.00235	0.03178
BPTF	17	-0.18188	-1.4259	0.44909	0.76243	0.15391	0.35345
BRD1	24	-0.20817	-2.9707	0.27446	0.63601	0.0029717	0.038398
BRD2	13	-2.0472	-7.7271	0	0	1.1004e-14	5.5272e-12
BRD3	13	-0.14188	-2.6318	0.68174	0.90011	0.0084929	0.082947
BRD4	13	-2.3232	-7.1747	0	0	7.2454e-13	2.1229e-10
BRD8	6	-1.0483	-3.7448	0.0042662	0.049505	0.0001805	0.0037333
BRD9	6	-0.37588	-1.916	0.2025	0.56983	0.055363	0.26037
BRDT	13	0.01432	0.26392	0.43373	0.75592	0.79184	0.87771
BRPF1	24	-0.25336	-3.5885	0.14846	0.4962	0.00033256	0.0061542
BRPF3	23	-0.042333	-1.2586	0.63936	0.88088	0.20819	0.41005
BRWD1	28	-0.19744	-4.364	0.281	0.64114	1.2769e-05	0.00040815
BRWD3	17	0.18679	3.1331	0.0036974	0.046595	0.0017297	0.024924
CARM1	6	-0.077518	-0.70142	0.96644	0.99357	0.48304	0.66602
CECR2	9	-0.13431	-1.7029	0.73948	0.92791	0.088586	0.28535
CHD1	12	0.37929	2.5253	0	0	0.011561	0.10396
CHD1L	13	0.013883	0.31218	0.43572	0.75592	0.75491	0.85443
CHD2	12	-0.061474	-1.1041	0.88111	0.9712	0.26956	0.47106
CHD3	20	0.03375	0.56939	0.22213	0.59212	0.56909	0.71055
CHD4	18	-2.5481	-7.701	0	0	1.3496e-14	5.9314e-12
CHD5	19	0.10031	1.8553	0.054039	0.30894	0.06355	0.2701
CHD6	17	0.089575	1.4407	0.090444	0.40428	0.14966	0.34895
CHD7	16	0.12446	2.3385	0.041524	0.27138	0.019362	0.14247
CHD8	11	0.79394	2.0326	0	0	0.042089	0.23459
CHD9	11	0.2962	2.587	0.00085324	0.013216	0.009681	0.09221
CREBBP	21	0.18127	2.1523	0.0031286	0.040293	0.031371	0.19756
DOT1L	12	-1.763	-6.7813	0	0	1.1911e-11	2.2042e-09
EHMT1	8	0.029804	0.59082	0.47838	0.78061	0.55464	0.69993
EHMT2	7	0.054559	0.69849	0.438	0.75732	0.48487	0.66669
ELP3	7	-2.5698	-6.0673	0	0	1.3007e-09	1.577e-07
EP300	21	-0.72097	-5.9149	0	0	3.3209e-09	3.0727e-07
EP400	5	-1.4796	-3.4849	0.0011377	0.016878	0.00049228	0.0086977
ERCC6	7	-0.096909	-1.4293	0.87856	0.97047	0.1529	0.35225
EZH1	16	-0.13956	-2.0072	0.68515	0.90202	0.04473	0.24084
EZH2	19	-1.0683	-5.8541	0	0	4.7952e-09	4.215e-07
GCN5	6	-0.38893	-2.3447	0.18885	0.55705	0.019045	0.14157
GTF3C4	6	-2.1779	-5.0587	0	0	4.2221e-07	2.1203e-05
HAT1	11	0.050752	1.2381	0.3083	0.66544	0.21569	0.41691
HBO1	5	-1.2459	-3.5296	0.0031286	0.040293	0.00041621	0.0074284
HDAC1	8	-0.24202	-2.4985	0.38567	0.71973	0.012472	0.10925
HDAC10	7	0.2226	1.9125	0.040387	0.26792	0.055812	0.26095
HDAC11	7	0.10913	1.5382	0.23805	0.60799	0.124	0.31765
HDAC2	5	0.034907	0.40306	0.59499	0.85597	0.68691	0.80748
HDAC3	6	-1.2405	-3.8697	0.00085324	0.013216	0.00010896	0.0023941
HDAC4	5	0.1676	1.6783	0.15472	0.50511	0.093281	0.28644
HDAC5	6	-0.234	-1.6575	0.46303	0.76822	0.097417	0.29166
HDAC6	12	0.096857	1.5785	0.13766	0.47732	0.11445	0.30853
HDAC7	9	-0.33117	-3.0802	0.19625	0.56454	0.0020689	0.028867
HDAC8	6	0.28834	1.7363	0.014221	0.13123	0.082515	0.28078
HDAC9	6	0.083641	0.83996	0.34727	0.68944	0.40093	0.59455
HELLS	6	0.048955	0.51527	0.48265	0.78128	0.60636	0.73975
HIF1AN	7	-0.27296	-2.3808	0.34784	0.68979	0.017276	0.13453
HLTF	18	0.14512	3.2739	0.021331	0.17442	0.0010608	0.016577
HR	6	-0.0028991	-0.045781	0.72298	0.91902	0.96348	0.98106
HSPBAP1	9	0.15689	1.7388	0.069966	0.35345	0.082074	0.28078
INO80	8	-2.2382	-5.6321	0	0	1.7807e-08	1.3044e-06
JMJD1C	6	0.37879	1.7565	0.0025597	0.033962	0.079005	0.27876
JMJD4	7	-0.11147	-1.5957	0.82565	0.95212	0.11057	0.30418
JMJD6	4	0.039551	0.3983	0.6533	0.88559	0.69041	0.80997
JMJD7	5	0.067537	1.2325	0.46473	0.76822	0.21775	0.41975
JMJD8	6	-0.055165	-1.0355	0.94084	0.98989	0.30043	0.50407
KAT2A	6	-0.26883	-1.9607	0.38311	0.71878	0.049908	0.25285
KAT2B	6	0.032801	0.98498	0.5492	0.82423	0.32463	0.52498
KDM1A	10	-1.2782	-4.8254	0	0	1.3973e-06	6.0654e-05
KDM1B	13	0.19553	2.2159	0.010523	0.10082	0.026701	0.17747
KDM2A	42	0	0	0.24659	0.60799	1	1
KDM2B	42	0	0	0.24659	0.60799	1	1
KDM3A	6	-0.051013	-0.72846	0.92634	0.98727	0.46633	0.6548
KDM3B	4	-1.0609	-2.2553	0.016496	0.14573	0.024112	0.16512
KDM4A	31	-0.030812	-0.64896	0.48663	0.78128	0.51636	0.6882
KDM4B	34	-0.20647	-3.6035	0.21871	0.59067	0.00031395	0.0059287
KDM4C	34	0.03751	0.89778	0.10296	0.42538	0.36931	0.56309
KDM4D	6	0.17102	1.8909	0.11974	0.4482	0.058634	0.26257
KDM6A	4	-0.027777	-0.32242	0.91809	0.98355	0.74714	0.84998
KDM6B	6	0.061931	1.5358	0.43601	0.75592	0.12459	0.31836
KDM7A	11	0.11936	1.5692	0.10552	0.4324	0.11661	0.31107
KDM8	11	-0.79118	-4.0716	0.0011377	0.016878	4.6698e-05	0.0011169
KMT2A	49	0	0	0.24659	0.60799	1	1
KMT2B	46	0	0	0.24659	0.60799	1	1
KMT2C	67	0	0	0.24659	0.60799	1	1
KMT2D	56	0	0	0.24659	0.60799	1	1
MINA	6	0.1938	1.4351	0.089022	0.40128	0.15126	0.35103
MLL1	6	-0.32763	-1.8229	0.27332	0.636	0.068312	0.27136
MLL5	9	-0.10361	-1.5605	0.87173	0.96779	0.11863	0.31291
MOF	6	-2.8134	-6.0828	0	0	1.1809e-09	1.5378e-07
MORF	6	0.081994	1.625	0.35381	0.6957	0.10417	0.2968
MOZ	7	-0.082655	-1.2725	0.93999	0.98989	0.20319	0.40591
NAT10	5	-1.4284	-3.0776	0.0011377	0.016878	0.0020865	0.028996
NCOA1	6	0.17434	1.8166	0.11547	0.44763	0.069275	0.27195
NCOA2	6	0.0099922	0.1331	0.65671	0.88739	0.89412	0.94208
NO66	5	-0.033884	-0.59993	0.88367	0.97126	0.54855	0.69851
NSD1	48	0	0	0.24659	0.60799	1	1
NSD2	6	-0.29603	-2.3869	0.33305	0.68118	0.016989	0.1335
NSD3	5	-0.072145	-1.1188	0.96416	0.9921	0.26322	0.46698
PADI4	8	0.020877	0.28918	0.52247	0.80854	0.77245	0.86384
PCAF	5	0.060935	1.5549	0.48749	0.78193	0.11997	0.3148
PHF2	12	-0.14876	-1.2757	0.64619	0.88238	0.20207	0.40506
PHF8	11	-0.38395	-3.1197	0.10637	0.43387	0.0018107	0.025854
PhIP	15	0.020952	0.53324	0.35353	0.69558	0.59387	0.72992
PRMT1	5	-2.4578	-4.0809	0	0	4.4853e-05	0.0010802
PRMT2	6	-0.059461	-0.78438	0.9599	0.99119	0.43281	0.62297
PRMT3	6	-0.089543	-1.8367	0.91695	0.98355	0.066254	0.27136
PRMT5	6	-2.6742	-5.9435	0	0	2.7895e-09	2.6508e-07
PRMT6	3	-0.071055	-1.0326	0.90529	0.98099	0.30178	0.50502
PRMT7	5	-0.20798	-1.7128	0.53868	0.82098	0.086752	0.28427
PRMT8	8	0.14467	1.7399	0.11035	0.43941	0.081873	0.28078
PRMT9	5	0.23166	1.7194	0.060011	0.32462	0.085535	0.28349
RAD54L	6	-0.038363	-0.32769	0.87571	0.96885	0.74315	0.84719
RAD54L2	8	-2.0443	-4.9939	0	0	5.9174e-07	2.7376e-05
SETD1A	7	-0.48261	-2.71	0.10068	0.42043	0.0067276	0.069572
SETD1B	7	-0.12064	-1.4231	0.79295	0.94035	0.15471	0.35436
SETD2	7	-0.64676	-3.3139	0.034699	0.24696	0.0009202	0.014774
SETD4	5	-0.07093	-0.94361	0.96815	0.99387	0.34537	0.54285
SETD5	7	-0.46926	-2.8789	0.10722	0.43483	0.0039909	0.047566
SETD6	7	-0.11837	-1.8236	0.80233	0.94222	0.06822	0.27136
SETD7	9	0.17767	1.6021	0.044937	0.27817	0.10914	0.30311
SETD8	5	-1.4407	-2.6481	0.0011377	0.016878	0.0080949	0.079879
SETMAR	5	0.035315	0.36487	0.59243	0.85334	0.71521	0.82432
SHPRH	21	0.1186	2.9072	0.022469	0.18119	0.0036466	0.044212
SIRT1	7	0.090528	1.2711	0.30404	0.66151	0.20371	0.40627
SIRT2	9	-0.024889	-0.34757	0.72327	0.91905	0.72816	0.83476
SIRT3	5	0.065754	1.2004	0.47127	0.77477	0.22998	0.43407
SIRT4	6	-0.15091	-1.5919	0.70307	0.90949	0.1114	0.30506
SIRT5	6	0.12185	1.203	0.23237	0.60074	0.22899	0.43308
SIRT6	10	0.012206	0.23131	0.50711	0.79598	0.81707	0.89601
SIRT7	10	0.15927	1.8676	0.050341	0.29325	0.061818	0.26942
SMARCA2	13	0.0092159	0.099186	0.45961	0.76822	0.92099	0.95692
SMARCA4	17	-0.9061	-4.1426	0.00028441	0.0051282	3.434e-05	0.00088134
SMARCAD1	5	-0.0068128	-0.16038	0.77361	0.93409	0.87258	0.93082
SMARCAL1	6	0.053031	1.0115	0.46473	0.76822	0.3118	0.51422
SMYD1	4	0.11299	1.167	0.376	0.71228	0.2432	0.4478
SMYD2	3	0.10892	1.2669	0.44966	0.76266	0.2052	0.40784
SMYD3	8	0.16458	1.6327	0.07992	0.37802	0.10252	0.29522
SMYD4	6	-0.023004	-0.23365	0.81001	0.94587	0.81526	0.89465
SMYD5	9	-0.17883	-2.7207	0.56712	0.83817	0.0065151	0.067773
SRCAP	6	-1.9566	-4.2923	0	0	1.7683e-05	0.00051811
SUV39H1	15	0.045248	0.73617	0.23635	0.6079	0.46163	0.64992
SUV39H2	15	0.30942	2.6369	0	0	0.0083674	0.082134
SUV420H1	7	0.11737	1.3842	0.21246	0.58005	0.16629	0.3636
SUV420H2	6	0.13618	1.5954	0.19425	0.56343	0.11062	0.30418
TAF1	9	-1.4678	-4.3458	0	0	1.3874e-05	0.00043946
TET1	16	0.067417	1.4893	0.16183	0.51963	0.13641	0.33008
TET2	12	-0.0068506	-0.18314	0.57053	0.83977	0.85469	0.92042
TET3	18	0.1045	1.5363	0.060011	0.32462	0.12447	0.31828
TRIM24	24	-0.027828	-0.70689	0.54209	0.82226	0.47963	0.66439
TRIM28	28	-0.21509	-3.6024	0.21274	0.58005	0.00031532	0.0059287
TRIM33	27	-0.22752	-4.2213	0.18942	0.55732	2.429e-05	0.00067328
TRIM66	15	0.048695	0.93488	0.22412	0.59382	0.34985	0.54646
UTY	5	0.095235	1.2027	0.36718	0.70624	0.2291	0.43308
ZMYND11	19	-0.28897	-3.2161	0.12173	0.45053	0.0012994	0.019442
ZMYND8	20	0.14011	2.7495	0.0088168	0.088571	0.0059691	0.064776
ABTB1	12	-0.020101	-0.2698	0.64135	0.88189	0.78732	0.87487
ABTB2	6	-0.035576	-0.2734	0.86633	0.96698	0.78455	0.8727
AKAP1	6	-0.065437	-0.54679	0.98493	0.99512	0.58452	0.72213
ALG13	11	0.16215	1.2464	0.044369	0.27739	0.21262	0.4144
ANKFY1	6	0.23797	1.6911	0.039818	0.26705	0.090812	0.28535
ARID4B	12	0.29052	2.6549	0.00056883	0.01	0.0079337	0.079022
BAHCC1	6	0.059359	0.59083	0.4434	0.75885	0.55463	0.69993
BAHD1	6	-0.44	-2.4705	0.13908	0.47941	0.013491	0.11515
BDP1	6	-2.1856	-4.0866	0	0	4.3775e-05	0.0010688
BTBD1	6	0.093133	1.1322	0.32082	0.67341	0.25754	0.46251
BTBD11	6	-0.063458	-0.37578	0.97469	0.99512	0.70708	0.81722
BTBD17	6	-0.3346	-2.7337	0.26251	0.62432	0.0062635	0.066531
BTBD18	6	0.1371	1.1064	0.19226	0.56007	0.26854	0.47033
BTBD19	6	-0.12025	-1.0945	0.80603	0.94435	0.27372	0.47597
BTBD2	6	-0.087777	-1.1581	0.92605	0.98727	0.24684	0.45038
BTBD3	6	0.23422	1.8121	0.041524	0.27138	0.069977	0.27277
BTBD6	6	-0.091893	-1.0927	0.90956	0.98099	0.27452	0.47671
BTBD7	12	0.048822	0.94579	0.28896	0.64796	0.34426	0.54218
BTBD8	12	0.095001	1.5971	0.14278	0.48502	0.11024	0.30377
BTBD9	6	0.17572	1.7035	0.11263	0.44098	0.088482	0.28535
C17orf49	6	0.093733	0.96787	0.3194	0.67341	0.33311	0.53253
CBX1	6	-0.010476	-0.054614	0.75683	0.93042	0.95645	0.97654
CBX2	6	-0.46379	-1.418	0.12088	0.44879	0.15619	0.35628
CBX3	6	-0.15528	-1.2943	0.68942	0.90279	0.19555	0.3979
CBX4	6	-0.38404	-2.4616	0.19454	0.56343	0.013832	0.11701
CBX5	6	-0.18016	-1.1479	0.61462	0.86883	0.251	0.4547
CBX6	6	0.10923	1.227	0.26678	0.62827	0.21982	0.42212
CBX7	6	-0.3627	-1.6321	0.22042	0.5907	0.10266	0.29526
CBX8	6	-0.068451	-0.63864	0.99829	0.99972	0.52306	0.69045
CCIN	6	-0.046144	-0.80535	0.907	0.98099	0.42062	0.61136
CDY2A	6	0.15753	1.4098	0.1442	0.48703	0.15861	0.35854
