sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
PIK3R4_PKc_E2_661.16,PIK3R4,960,468
SCRT2_E2_156.7,SCRT2,536,359
YEATS4_Yeats44126_E1_684.14,YEATS4,946,430
ZNF7_E5_1380.104,ZNF7,1336,809
UBE2G1_513.6,UBE2G1,2452,1236
FOXN1_E5_97.5,FOXN1,2970,2121
DCAF8_1794.171,DCAF8,1824,1139
DPP10_2403.115,DPP10,2446,1205
USP53_3222.31,USP53,2946,2532
DTX4_1860.109,DTX4,1054,377
TGIF2LX_E2_171.8,TGIF2LX,2650,1723
STK17B_PKc_E7_180.1,STK17B,3820,2540
CARM1_e5_111.7,CARM1,1814,1373
DPP9_2679.182,DPP9,1070,657
TNRC18_Bah28162960_E1_8907.952,TNRC18,1222,1130
HMG20A_E5_144.13,HMG20A,1278,781
SMARCA2_BD_e29_54.2,SMARCA2,2448,1087
RNF224_471.17,RNF224,3438,2342
IKZF3_E5_168.16,IKZF3,3568,3408
DCAF8_1794.210,DCAF8,2368,1955
IKZF2_E5_168.10,IKZF2,1656,881
ZNF507_E3_81.0,ZNF507,3140,2255
CREBBP_e27_166.7,CREBBP,1340,1021
UCHL5_990.4,UCHL5,2460,1360
MUL1_1059.150,MUL1,1468,950
STK38L_PKc_E7_155.8,STK38L,2366,1478
KCNS2_BTB19118_E1_1434.11,KCNS2,68,21
MDM4_1473.35,MDM4,1056,667
ZIM2_E11_492.34,ZIM2,3318,2403
ZNF75D_E7_405.6,ZNF75D,2304,1397
STK35_PKc_E3_695.58,STK35,1164,430
TYK2_PKc_E13_186.14,TYK2,228,78
FBXO28_1107.22,FBXO28,1670,977
VSX2_E3_123.12,VSX2,1324,871
AURKB_PKc_E5_191.1,AURKB,1362,821
ZBTB7B_E4_113.8,ZBTB7B,3092,1830
SCAF11_4392.284,SCAF11,824,400
HIC1_E2_243.29,HIC1,872,593
ADAM10_2247.57,ADAM10,1368,797
SPIN3_Spinlin5098_E1_777.22,SPIN3,2148,1654
INPP5E_1935.199,INPP5E,1004,645
ZNF467_E5_1212.71,ZNF467,1368,610
FOXL2_E1_234.9,FOXL2,1366,1337
HOXC5_E2_171.1,HOXC5,1568,1338
YY2_E1_230.11,YY2,2868,1753
KLHL17_BTB82189_E1_1929.26,KLHL17,1896,1188
BIRC7_897.96,BIRC7,1314,892
ZIC2_E1_118.10,ZIC2,2890,2129
HDAC10_e5_105.11,HDAC10,1422,1157
SP110_E14_143.10,SP110,2682,2461
TCF19_Phd_E4_147.17,TCF19,2710,2969
ZXDC_E4_64.4,ZXDC,1276,873
NKX2_3_E2_177.2,NKX2,1062,585
USP32_4815.446,USP32,2002,1004
FBXO6_5,FBXO6,972,886
EMX2_E2_129.3,EMX2,3732,2735
GSX2_E2_174.0,GSX2,1856,1312
TRIM16_1695.84,TRIM16,2576,1724
PRDM8_E10_66.8,PRDM8,3108,2426
ZNF155_E5_750.16,ZNF155,1386,699
TRIM21_1428.4,TRIM21,1706,983
PCGF2_1035.65,PCGF2,2448,1589
ZNF423_E4_1206.7,ZNF423,4224,3397
TADA2A_E6_158.5,TADA2A,3920,2892
ZBTB25_E6_69.3,ZBTB25,2654,2012
CAD_6678.622,CAD,1386,1215
FBXL20_1311.128,FBXL20,4742,2260
C1S_2067.201,C1S,754,266
UBE2D2_444.38,UBE2D2,4424,2634
DRGX_E3_33.0,DRGX,1660,1313
USP29_2769.37,USP29,1962,874
USP32_4815.272,USP32,1446,1098
ZNF683_E6_141.20,ZNF683,1106,774
KLHL25_BTB36144_E1_1770.301,KLHL25,1222,1060
ZMPSTE24_142.1,ZMPSTE24,2234,1407
SBK3_PKc_E3_203.12,SBK3,1668,1446
NHLRC1_1188.211,NHLRC1,274,81
ASB5_990.54,ASB5,3186,2449
ZNF513_E3_310.59,ZNF513,1586,1469
ZFPM1_E10_1266.33,ZFPM1,864,798
SNAPC4_SANT_E9_165.23,SNAPC4,1770,898
LAP3_1560.23,LAP3,1534,813
TET1_e10_86.1,TET1,2008,1160
ZNF703_E2_91.2,ZNF703,978,602
SETD1B_e15_95.7,SETD1B,2022,1726
PARP9_Macro117295_E1_2565.5,PARP9,750,453
HLX_E3_141.5,HLX,1588,740
PBX1_E5_136.11,PBX1,1188,573
L3MBTL3_MBT345439_E1_2343.8,L3MBTL3,1366,734
IRAK3_PKc_E6_65,IRAK3,2570,1942
SRPK3_PKc_E4_88.4,SRPK3,1638,960
TNRC18_tudor21702290_E1_8907.761,TNRC18,1216,794
SMURF2_2247.11,SMURF2,2438,1642
ZNF506_E4_579.37,ZNF506,832,423
RIOK3_PKc_E10_81.1,RIOK3,1008,851
SUPT16H_3144.282,SUPT16H,760,455
CDK7_PKc_E4_68.3,CDK7,798,138
JMJD8_E4_97.12,JMJD8,2154,1979
KDM4B_e6_106.0,KDM4B,2416,1869
ZBTB20_E5_215.13,ZBTB20,3662,3490
ASB15_1767.134,ASB15,2172,1041
EHMT2_e25_176.4,EHMT2,3166,2268
RNF135_1299.81,RNF135,906,437
PATZ1_BTB30159_E1_2064.397,PATZ1,876,713
DCLK2_PKc_E10_120.6,DCLK2,1070,742
PRSS16_1545.214,PRSS16,3298,2095
ZBTB44_E4_69.4,ZBTB44,1068,719
ZFP91_E10_47.0,ZFP91,2770,1954
MLLT1_Yeats29112_E1_1680.346,MLLT1,2936,2085
ZSCAN22_E3_654.103,ZSCAN22,1556,930
BTBD3_BTB156263_E1_1698.43,BTBD3,1840,997
PRKCG_PKc_E15_81.2,PRKCG,1470,1076
KCNV1_BTB42150_E1_1503.17,KCNV1,1666,765
PHEX_2250.74,PHEX,2642,1511
USP37_2940.62,USP37,1964,1325
SKP1_483.26,SKP1,920,479
RIPK3_PKc_E3_310.3,RIPK3,456,231
FBXL19_Phd_E4_63.0,FBXL19,700,432
AK3_PKc_E2_120.3,AK3,1734,1222
MMP28_220.36,MMP28,2108,1758
KDM2A_16,KDM2A,1134,900
ADCK3_PKc_E13_66.1,ADCK3,1148,845
JUN_E1_162.10,JUN,3858,3146
KLF9_E2_131.10,KLF9,1374,1009
CSNK2A1_PKc_E12_149.5,CSNK2A1,1246,681
TAF3_Phd_E7_61.1,TAF3,1186,726
RFX3_E7_182.13,RFX3,4892,3610
TRIM51_1359.25,TRIM51,1236,772
ZNF676_E3_1410.58,ZNF676,3300,1579
SMAD5_E4_372.21,SMAD5,1818,1590
CPVL_1431.118,CPVL,3072,2181
ZMYND8_Phd_E5_123.3,ZMYND8,1428,791
MARCH9_1041.168,MARCH9,1940,1489
FOXJ3_E4_75.0,FOXJ3,2074,1068
ETS2_E11_141.6,ETS2,2418,2014
MARCH4_1233.54,MARCH4,1392,1177
LMX1A_E6_78.2,LMX1A,152,111
TLX1_E2_167.25,TLX1,2758,2412
GRK6_PKc_E12_209.29,GRK6,2132,1517
VPS18_2922.189,VPS18,1316,985
ASB18_1401.224,ASB18,1734,1490
ZNF786_E4_1077.48,ZNF786,170,60
ENPEP_2874.298,ENPEP,2146,1728
CASP7_912.76,CASP7,2460,1607
NFE2_E4_297.5,NFE2,2748,1881
CBX4_Chromo_E2_44.2,CBX4,1320,858
CDC27_2493.119,CDC27,1166,453
IRF2BP1_1755.171,IRF2BP1,706,241
ZNF569_E6_1494.105,ZNF569,2274,1501
ADAM28_2328.57,ADAM28,2584,1882
NFIL3_E2_156.2,NFIL3,2228,1350
FBXO24_1857.48,FBXO24,2338,1900
TESK2_PKc_E4_49,TESK2,1706,816
KDM1A_e17_115.1,KDM1A,1450,536
FEZF1_E2_135.7,FEZF1,3298,2295
FES_PKc_E15_95.7,FES,2422,2315
NHLH2_E3_162.20,NHLH2,1232,738
ZSCAN2_E3_1143.29,ZSCAN2,2326,1586
SCMH1_MBT31126_E1_1983.317,SCMH1,3472,2334
ASB6_1266.113,ASB6,1114,909
AKTIP_3,AKTIP,1862,1394
ZNF146_E4_819.56,ZNF146,2250,1076
RNFT2_1335.112,RNFT2,86,26
IRX2_E2_177.12,IRX2,1692,1197
RFWD3_2325.64,RFWD3,1692,1262
CREBBP_e26_114.8,CREBBP,1424,1396
CAD_6678.988,CAD,3012,2633
MYSM1_2487.92,MYSM1,2040,1159
ZNF780A_E6_1410.90,ZNF780A,1842,1549
MAPK1_PKc_E5_115,MAPK1,1942,1926
KLHL21_BTB25133_E1_1794.16,KLHL21,802,404
HAT1_e3_76.1,HAT1,1948,1045
CISH_828.34,CISH,2460,1989
ZSCAN21_E4_570.9,ZSCAN21,2700,1543
CHD5_Phd_E9_222.14,CHD5,490,231
RFPL3_954.79,RFPL3,1510,1165
HOXD13_E2_171.8,HOXD13,6704,3803
HIPK4_PKc_E3_219.28,HIPK4,2952,1847
CELA2B_810.26,CELA2B,1692,958
RNF185_579.89,RNF185,1170,518
TMPRSS13_1704.219,TMPRSS13,1990,1051
BIRC6_14574.698,BIRC6,1288,633
BIRC2_1857.116,BIRC2,2006,1640
KCNA3_BTB106197_E1_1728.43,KCNA3,1026,590
PRKD1_PKc_E13_107.1,PRKD1,1794,964
TDRD6_tudor13561401_E1_6291.439,TDRD6,368,297
PRKG1_PKc_E11_140,PRKG1,3042,2070
RXRB_E4_180.8,RXRB,1070,496
SETDB1_e21_89.9,SETDB1,1098,781
FBXL7_1476.204,FBXL7,3342,2609
USP16_2472.149,USP16,1678,881
TMPRSS9_3180.634,TMPRSS9,1610,1070
SMAD9_E2_372.54,SMAD9,1692,891
MOS_PKc_E1_849.57,MOS,1282,919
ZNF410_E10_47.1,ZNF410,2574,2304
ETV2_E7_141.12,ETV2,1570,862
CDX1_E2_126.0,CDX1,2338,1776
DCUN1D2_780.5,DCUN1D2,1748,1178
TTBK2_PKc_E8_93.9,TTBK2,1644,1087
FOXP1_E17_102.1,FOXP1,3358,1842
MAP3K4_PKc_E26_177.8,MAP3K4,658,620
FBXO32_7,FBXO32,1142,539
UBE2NL_462.53,UBE2NL,528,223
ASB11_972.86,ASB11,1526,1052
RBCK1_1533.215,RBCK1,516,377
MBTD1_MBT468560_E1_1887.109,MBTD1,1376,795
GRHL2_E7_112.4,GRHL2,1038,844
INSR_PKc_E19_160.7,INSR,790,681
OVCH1_3405.114,OVCH1,3022,1912
TDRD7_tudor9631007_E1_3297.146,TDRD7,2538,1799
OVCH1_3405.27,OVCH1,2866,1584
ZNF664_E5_735.38,ZNF664,1596,1120
KMT2D_Phd1_E8_115.5,KMT2D,1244,1083
BCR_PKc_E1_1278.96,BCR,1836,1114
FOXJ2_E3_75.1,FOXJ2,1038,576
BRD4_BD1_e2_121.4,BRD4,3184,2175
CRMP1_2061.108,CRMP1,3314,3336
FBXO7_1569.152,FBXO7,1584,907
NLN_2115.69,NLN,4914,3398
SOX14_E1_216.9,SOX14,1702,1025
HTRA4_1431.134,HTRA4,2838,1784
TRIM50_1464.316,TRIM50,738,393
FOXD3_E1_234.2,FOXD3,1574,1227
TOPORS_2943.223,TOPORS,3440,1724
IRF4_E3_171.1,IRF4,3564,1923
ZNF625_E4_396.30,ZNF625,3762,2867
MARCH3_762.13,MARCH3,2030,2158
RFFL_1092.90,RFFL,1236,1203
PIM3_PKc_E6_86.6,PIM3,532,496
ATG4B_1182.74,ATG4B,2088,1456
NKX2_3_E2_177.9,NKX2,1816,1703
FIGLA_E1_39.2,FIGLA,544,264
LRRK2_PKc_E39_101.2,LRRK2,1760,977
PBRM1_BD2_e6_117.5,PBRM1,1472,653
DLX2_E2_129.12,DLX2,1990,1216
ASCL3_E2_162.8,ASCL3,1116,701
FOXD4L1_E1_234.9,FOXD4L1,808,361
DCAF13_1794.92,DCAF13,2336,1538
PLK1_PKc_E1_276.9,PLK1,550,401
EVX2_E2_135.17,EVX2,1468,946
ARID1B_E13_133.7,ARID1B,1588,884
ALG13_47.0,ALG13,2088,877
TULP4_4632.836,TULP4,980,712
KDM4A_e8_95.8,KDM4A,3556,2609
HUWE1_13125.225,HUWE1,4516,4243
CHD5_D_e15_201.32,CHD5,1906,1117
SOCS7_1746.193,SOCS7,2682,1889
ZNF74_E5_915.75,ZNF74,3080,1731
FBXO42_2154.14,FBXO42,1516,1014
MAPK3_PKc_E3_190.9,MAPK3,1312,905
ZNF383_E5_969.59,ZNF383,990,432
SNAPC4_E12_95.3,SNAPC4,2512,1272
SNAPC4_SANT3_E12_95.3,SNAPC4,2512,1272
CTSE_1191.12,CTSE,1274,544
UCHL3_693.41,UCHL3,920,774
FBXO2_891.105,FBXO2,498,291
KCTD4_BTB36123_E1_780.16,KCTD4,3494,1957
PRPF19_1515.11,PRPF19,1436,1142
PROC_1386.168,PROC,2528,1441
NEK1_PKc_E8_87.1,NEK1,1280,653
GMCL1_BTB101207_E1_1548.116,GMCL1,1358,663
IGF1R_PKc_E19_130.1,IGF1R,876,525
ZNF827_E3_173.5,ZNF827,2968,1861
UBE2K_603.50,UBE2K,1686,626
SENP2_1770.93,SENP2,1976,1648
CTRC_807.13,CTRC,2918,2854
PJA2_2127.115,PJA2,4124,2011
RAB40AL_837.58,RAB40AL,822,758
E2F1_E3_220.24,E2F1,1410,1187
KCNC2_BTB10151_E1_1917.274,KCNC2,1642,1499
RNF111_2988.139,RNF111,870,448
SMARCC1_SANT_E19_47.1,SMARCC1,1180,502
ARID5A_E5_98.2,ARID5A,1030,948
TDRD9_tudor949996_E1_4149.187,TDRD9,696,363
SATB1_E12_174.17,SATB1,3656,2153
PRDM2_e4_104.3,PRDM2,1690,519
BMPR2_PKc_E7_115.6,BMPR2,1500,1062
PHF3_Phd_E5_35.0,PHF3,752,351
NPAS3_E3_174.0,NPAS3,1262,1189
BIRC7_897.116,BIRC7,1842,1125
KDM5A_E4_144.3,KDM5A,1966,1012
BRPF1_BD_e7_237.9,BRPF1,3316,2094
ZNF233_E5_648.16,ZNF233,2204,1867
KDR_PKc_E20_89.4,KDR,2316,1249
CAMKK1_PKc_E3_30,CAMKK1,2632,1918
YY1_E4_69.0,YY1,3018,1258
CDIP1_E6_103.1,CDIP1,492,424
TRIM50_1464.90,TRIM50,804,629
JAK3_PKc_E14_128.4,JAK3,1598,1268
KAT8_Chromo_E3_176.0,KAT8,650,439
ZNF606_E7_1176.65,ZNF606,2464,1796
FBXO22_1212.89,FBXO22,2308,1501
ZMIZ2_2763.387,ZMIZ2,1382,922
EP300_e28_165.2,EP300,2544,991
CCDC79_E2_135.9,CCDC79,4698,3527
CCDC79_SANT_E19_144.9,CCDC79,4698,3527
FBXO24_1857.132,FBXO24,382,231
ASB14_1764.17,ASB14,1412,991
PRSS56_1812.121,PRSS56,908,393
ADAMTS8_2670.471,ADAMTS8,1674,1263
MAP3K14_PKc_E6_114.1,MAP3K14,1360,1004
RIOK3_PKc_E9_160.7,RIOK3,1396,1198
TRIM63_1062.135,TRIM63,1258,516
FBXL8_1125.45,FBXL8,988,823
ZNF576_E3_69.8,ZNF576,4476,3656
MIPEP_2142.47,MIPEP,1408,862
ALG13_73.2,ALG13,4544,2733
KMT2C_Phd5_E19_134.11,KMT2C,2700,2415
FOXJ2_E2_138.16,FOXJ2,2022,1285
MLXIP_E14_63.1,MLXIP,1484,1168
HIPK1_PKc_E5_87.3,HIPK1,690,519
SP110_Phd_E15_101.6,SP110,2174,1441
RFX2_E7_182.18,RFX2,1376,740
THAP6_E3_202.3,THAP6,3416,3026
ZNF154_E3_582.69,ZNF154,2600,1870
MMP11_1467.245,MMP11,2790,1761
GBX2_E2_177.17,GBX2,1438,925
TRIM27_1542.176,TRIM27,1468,796
HERC1_14586.1022,HERC1,374,335
DUXA_E4_146.10,DUXA,1744,905
ZNF607_E5_1227.79,ZNF607,1718,1210
SHH_1389.85,SHH,2288,2714
AKAP1_tudor764809_E1_2712.195,AKAP1,1696,1358
KLF14_E1_168.3,KLF14,1136,988
ZNF233_E5_648.58,ZNF233,1722,1489
ZNF497_E3_1158.17,ZNF497,1300,961
KLHL10_BTB29133_E1_1827.14,KLHL10,4020,3306
ZFAT_E9_150.10,ZFAT,3922,2688
PEX2_918.70,PEX2,806,325
CASP3_834.24,CASP3,1756,1296
SBK1_PKc_E2_70,SBK1,996,749
ZNF554_E5_498.44,ZNF554,1732,1186
HLX_E4_48.5,HLX,348,239
ASB2_1908.231,ASB2,1378,876
KDM4B_e9_96.6,KDM4B,850,320
MMP17_1812.336,MMP17,1712,882
BACH2_BTB27133_E1_2526.25,BACH2,1228,708
USP15_225.1,USP15,2804,1262
MAP4K5_PKc_E2_81.2,MAP4K5,1156,989
IRAK3_PKc_E7_115.3,IRAK3,1748,1166
USP17L4_1593.35,USP17L4,3090,2019
KLHL10_BTB29133_E1_1827.4,KLHL10,2610,1644
SPIN1_Spinlin54102_E1_789.23,SPIN1,1588,519
PKMYT1_PKc_E4_494.8,PKMYT1,1042,609
SUV420H2_e5_164.12,SUV420H2,1928,1046
KLHL21_BTB25133_E1_1794.15,KLHL21,740,500
CBX1_Chromo_E2_62.0,CBX1,660,562
RNF222_663.12,RNF222,1832,1513
CUL3_2325.39,CUL3,3852,1798
PCSK7_2358.358,PCSK7,2302,1696
MOK_PKc_E8_102.4,MOK,686,343
AAK1_PKc_E4_109.3,AAK1,598,462
CPQ_1419.37,CPQ,1730,1179
VRK1_PKc_E6_109,VRK1,2436,1068
CUL1_2331.28,CUL1,1330,1361
CDC23_1794.123,CDC23,574,493
YY2_E1_230.7,YY2,2158,1452
CDK5_PKc_E1_37.2,CDK5,1364,499
SP7_E3_168.6,SP7,674,543
KLHL6_BTB62167_E1_1866.34,KLHL6,994,533
RNF139_1995.95,RNF139,3646,1846
FGFR1_PKc_E14_123.7,FGFR1,1270,1600
RNF223_750.149,RNF223,2544,1681
PCSK9_2079.58,PCSK9,3020,2452
GMEB2_E6_76.3,GMEB2,3812,3054
DMRT1_E1_141.13,DMRT1,1394,864
PDPK1_PKc_E2_48.1,PDPK1,1470,488
PRDM4_E11_169.13,PRDM4,1540,1037
ZBTB21_BTB20120_E1_3201.328,ZBTB21,3810,1904
SMYD5_SET1_e10_57.1,SMYD5,2230,1089
CBX3_Chromo_E3_86.0,CBX3,2420,2333
POU4F1_E2_177.21,POU4F1,1744,945
RNF145_2082.189,RNF145,1234,639
GBX2_E2_177.15,GBX2,810,547
L3MBTL2_MBT408500_E1_2118.118,L3MBTL2,2330,2040
KLHL28_BTB25132_E1_1716.125,KLHL28,652,440
STK25_PKc_E6_158.1,STK25,974,1043
HERC4_2385.109,HERC4,1370,784
KCND2_BTB43132_E1_1893.226,KCND2,2032,1472
POU4F2_E2_177.17,POU4F2,1172,689
STK26_PKc_E8_102,STK26,1986,1213
TBL1X_3,TBL1X,1208,726
FOXF2_E1_234.25,FOXF2,1944,1218
USP33_2829.164,USP33,2608,1478
FBXL20_1311.32,FBXL20,1740,1074
ARID4B_Chromo_E17_108.0,ARID4B,2626,2005
ZSCAN2_E3_1143.146,ZSCAN2,906,512
F9_1386.89,F9,3236,1771
DCAF10_1680.120,DCAF10,1264,1099
PHF8_e7_187.13,PHF8,3032,2209
FBXL22_744.151,FBXL22,954,519
MYNN_E7_83.0,MYNN,2132,1295
RNF6_2058.119,RNF6,1016,643
PARP15_Macro304431_E1_2037.63,PARP15,1420,1199
ZSCAN4_E5_321.18,ZSCAN4,1012,759
FBXL15_903.51,FBXL15,646,387
ZNF335_E14_161.9,ZNF335,1140,356
WHSC1_E8_111.4,WHSC1,3130,3113
DCAF16_651.1,DCAF16,932,708
CHD1L_Macro716866_E1_2694.192,CHD1L,2024,1399
EHMT1_e25_79.0,EHMT1,3218,2306
SP140_Phd_E23_101.6,SP140,1104,932
KLHL8_BTB57163_E1_1863.19,KLHL8,1390,1035
CAMKV_PKc_E5_139.14,CAMKV,1344,1049
ZNF705G_E5_162.7,ZNF705G,2158,851
ZNF324B_E4_660.35,ZNF324B,3018,1638
PRSS22_954.13,PRSS22,618,324
RCOR3_SANT2_E10_58.0,RCOR3,592,276
ZNF117_E4_915.34,ZNF117,3398,1525
STK11_PKc_E5_137.3,STK11,622,210
FBXW8_16,FBXW8,600,798
KMT2C_Phd3_E10_74.1,KMT2C,2680,1948
LITAF_E3_119.0,LITAF,1568,1292
KCNRG_BTB795_E1_819.4,KCNRG,2576,1850
ZFP69_E6_666.49,ZFP69,1096,859
USP26_2742.199,USP26,3444,1516
HLTF_3030.156,HLTF,2418,2171
SOHLH1_E2_47.2,SOHLH1,2626,2533
ACTR_e18_255.26,ACTR,2090,1569
RNF167_1053.176,RNF167,1128,759
NEK6_PKc_E8_108.8,NEK6,944,772
JARID2_e12_115.1,JARID2,1998,1112
RNF138_738.0,RNF138,2204,1448
ELK1_E3_198.5,ELK1,3482,3056
ZBTB22_BTB47149_E1_1905.16,ZBTB22,1556,1178
HOXD11_E2_171.9,HOXD11,518,236
AIRE_E6_81.10,AIRE,2228,1277
AXL_PKc_E14_78.7,AXL,1212,806
ADAM15_2592.81,ADAM15,3426,2530
DCAF16_651.8,DCAF16,1408,997
PLG_65.3,PLG,2310,1278
ASCL2_E2_126.11,ASCL2,832,507
TRIM40_777.114,TRIM40,3190,2160
TRERF1_E15_54.2,TRERF1,2930,2766
TRERF1_SANT_E15_54.2,TRERF1,2930,2766
TRIM65_1554.352,TRIM65,154,120
ZFHX4_E10_2571.110,ZFHX4,1118,1128
ASB5_990.42,ASB5,1088,828
ZNF726_E4_1281.31,ZNF726,3676,2372
DDB1_3423.153,DDB1,1868,1199
HES2_E2_96.3,HES2,2348,1620
ZNF239_E2_816.71,ZNF239,2000,1982
DCAF10_1680.145,DCAF10,3374,1840
CUL4A_2280.118,CUL4A,1450,1078
NRK_PKc_E4_72.4,NRK,2788,1882
ZNF566_E5_570.15,ZNF566,5274,3646
SPPL2A_1563.101,SPPL2A,2900,1418
PGPEP1_630.68,PGPEP1,2278,2176
RSF1_Phd_E7_39.0,RSF1,2372,964
CDK1_PKc_E2_37.1,CDK1,1680,685
NKX3_2_E2_177.7,NKX3,1844,1255
NPAS3_E3_174.10,NPAS3,3380,1612
MAP2K6_PKc_E10_140.12,MAP2K6,722,279
YME1L1_2322.101,YME1L1,1312,847
PHRF1_4950.1068,PHRF1,1794,1315
PJA2_2127.110,PJA2,2070,1368
CRAMP1_SANT_E2_48.1,CRAMP1,1242,910
F2_1869.193,F2,2576,1220
RNF126_936.62,RNF126,1080,807
FOXL1_E1_234.8,FOXL1,1808,1438
CRAMP1_SANT_E2_48.3,CRAMP1,1362,1369
RNF126_936.183,RNF126,1552,1021
PAK4_PKc_E7_127.12,PAK4,844,561
USP31_138.2,USP31,2380,1894
POU4F2_E2_177.4,POU4F2,1012,663
INSRR_PKc_E18_111.8,INSRR,1346,1308
ABHD12_1215.122,ABHD12,2254,1125
ZNF93_E4_1329.86,ZNF93,1686,891
RNF150_1317.68,RNF150,4794,2773
TAOK2_PKc_E4_102.11,TAOK2,1624,855
WSB1_1266.36,WSB1,1474,1186
OBSCN_PKc_E90_27.0,OBSCN,984,867
FBXO22_1212.136,FBXO22,3632,2861
ZCWPW2_CW3078_E1_1071.5,ZCWPW2,3646,1870
ZNF776_E3_666.11,ZNF776,4258,3386
TRIM31_1278.126,TRIM31,4412,2939
TRIM26_1620.295,TRIM26,320,196
MXD4_E4_115.0,MXD4,3186,2247
DPEP3_1542.75,DPEP3,1652,998
ABTB1_BTB273376_E1_1437.15,ABTB1,2218,1881
RSPRY1_354.50,RSPRY1,1282,726
BTBD1_BTB62175_E1_1449.39,BTBD1,2106,1328
ZNF524_E2_243.38,ZNF524,3144,2956
LONP2_2559.225,LONP2,2818,2335
MARK3_PKc_E8_237.3,MARK3,888,615
ZNF517_E5_891.132,ZNF517,1424,1330
LZTR1_BTB433573_E1_2523.13,LZTR1,856,624
ASB18_1401.169,ASB18,588,285
ZFP57_E4_768.119,ZFP57,1296,776
MARCH5_837.31,MARCH5,1884,1041
TET3_e7_86.1,TET3,752,570
TET3_CXXC_E7_87.1,TET3,752,570
RFX4_E5_62.2,RFX4,1202,628
BRCA1_5592.234,BRCA1,2530,1703
CTSC_132.8,CTSC,3402,2015
ZNF275_E4_237.20,ZNF275,1126,709
USP1_2358.16,USP1,1474,911
ASB14_1764.121,ASB14,1408,1178
ZSCAN5B_E4_327.26,ZSCAN5B,744,375
ARID1A_E11_210.0,ARID1A,2242,1398
RNF41_954.116,RNF41,3512,2176
UBE2E3_624.32,UBE2E3,1766,1166
TDRD1_tudor545592_E1_3570.67,TDRD1,1384,795
ZNF282_E8_330.34,ZNF282,982,582
C17orf49_SANT_E3_98.4,C17orf49,1274,972
DCAF12_1362.118,DCAF12,1268,857
FBXL2_1272.17,FBXL2,1846,2084
DCAF13_1794.149,DCAF13,1098,347
MASP1_2187.182,MASP1,2160,1623
FBXO38_3,FBXO38,2624,1722
TMPRSS12_1047.37,TMPRSS12,1094,914
ZBTB18_BTB23119_E1_1596.201,ZBTB18,1612,1202
DPP4_2301.109,DPP4,1868,1025
FBXO43_2127.76,FBXO43,2334,1147
HLX_E3_141.12,HLX,1190,1050
CTSF_1455.134,CTSF,3338,2447
ZBTB32_BTB23109_E1_1464.314,ZBTB32,1912,1210
ASB8_867.30,ASB8,3636,2862
TBL1X_8,TBL1X,1160,978
TRIM15_1398.77,TRIM15,1070,802
IKBKB_PKc_E7_90.7,IKBKB,1182,1151
ZNF772_E5_69.0,ZNF772,2890,1703
LMTK2_PKc_E7_134.1,LMTK2,1008,807
ZNF772_E5_582.48,ZNF772,3264,1695
FOXP3_E10_36.1,FOXP3,408,166
ZNF579_E2_1257.177,ZNF579,816,573
FBXW12_1395.30,FBXW12,2078,1659
PRDM12_E5_162.11,PRDM12,1796,1628
EP300_e25_147.11,EP300,1792,659
RNF44_1299.93,RNF44,1612,1806
TMPRSS6_2436.271,TMPRSS6,3012,2008
MGRN1_1731.256,MGRN1,238,117
CHD4_H_e24_50.1,CHD4,1728,899
LCK_PKc_E8_76.1,LCK,1122,767
TPP1_1692.249,TPP1,2012,1204
UBE2U_681.38,UBE2U,3434,2255
ZNF329_E4_1050.30,ZNF329,2660,2982
ANAPC15_378.7,ANAPC15,1218,1338
FBXL15_903.35,FBXL15,634,463
GRK4_PKc_E7_45.3,GRK4,1302,1019
CUL9_7554.310,CUL9,2128,1598
PROX1_E3_102.2,PROX1,2132,1481
KAT2B_BD_e17_85.3,KAT2B,3828,2009
ZNF300_E7_1077.21,ZNF300,2626,2550
NCOR1_SANT2_E18_101.4,NCOR1,192,171
CARHSP1_E4_103.2,CARHSP1,2776,2106
BRPF1_BD_e6_118.5,BRPF1,3302,2362
SP100_BD_e28_144.3,SP100,858,539
HOXC8_E2_177.0,HOXC8,2844,1708
RNF13_1146.75,RNF13,2542,1855
TRIM24_BD_e17_75.2,TRIM24,2528,1118
PGR_E3_117.1,PGR,1262,925
NEURL1B_1668.153,NEURL1B,2216,1463
CTRL_795.36,CTRL,1574,1293
MLLT10_Phd_E7_94.2,MLLT10,2556,2306
OVOL3_E4_47.5,OVOL3,1070,744
FBXO6_6,FBXO6,1834,1399
TFAP2C_E5_119.9,TFAP2C,702,530
MEF2C_E3_180.3,MEF2C,3844,3851
RHOBTB1_BTB476581_E1_2091.112,RHOBTB1,1760,1515
ANAPC15_378.35,ANAPC15,666,538
FBXO9_2,FBXO9,1284,864
DPYSL2_165.11,DPYSL2,2268,1616
HECW2_4719.501,HECW2,294,153
TCF21_E1_180.1,TCF21,490,222
PAX1_E2_384.51,PAX1,1344,887
CTRB2_792.81,CTRB2,1832,1149
PCGF1_780.83,PCGF1,2058,1155
NEK7_PKc_E6_109.1,NEK7,4628,3757
FBXL6_1620.276,FBXL6,1964,1316
KCNC4_BTB38143_E1_1908.351,KCNC4,752,532
RFX2_E7_182.17,RFX2,438,72
RNF135_1299.63,RNF135,1370,1091
ANAPC16_2,ANAPC16,1940,1078
