sgRNA,Gene,HCT116-Ts3.initial,HCT116-Ts3.final
UBE2O_3879.466,UBE2O,1149,966
ZFP36_E2_195.14,ZFP36,3324,2230
ZFPM1_E10_1266.321,ZFPM1,969,900
PSMB7_834.31,PSMB7,1622,1954
ZNF732_E4_1239.63,ZNF732,1645,2132
CTCFL_E5_134.8,CTCFL,3219,2211
CYHR1_1089.2,CYHR1,415,531
SGK494_PKc_E9_90.3,SGK494,604,490
MTA3_E14_128.10,MTA3,2851,3323
KMT2A_Phd3_E14_118.1,KMT2A,1448,558
KMT2A_11919.296,KMT2A,1448,558
BRPF3_BD_e5_95.3,BRPF3,1700,2574
UHRF1_6,UHRF1,314,18
IRF2BPL_2391.246,IRF2BPL,675,844
DCUN1D1_735.23,DCUN1D1,966,526
RNF17_tudor9671013_E1_4872.273,RNF17,894,992
USP8_3357.163,USP8,1198,994
KLK14_804.49,KLK14,1709,908
TRIM66_Phd_E15_113.2,TRIM66,1271,996
RPS6KL1_PKc_E7_606.2,RPS6KL1,1215,921
EIF3F_1074.83,EIF3F,1824,1057
KLF15_E3_94.3,KLF15,1381,1452
LONP1_2880.178,LONP1,903,59
DPYSL5_1695.64,DPYSL5,1414,890
USP21_1698.184,USP21,1461,759
T_E3_265.9,T,782,551
RNF216_2772.110,RNF216,726,455
SMARCAD1_H_e22_183.0,SMARCAD1,2893,3701
FBXO6_1,FBXO6,928,883
MARK3_PKc_E6_71,MARK3,1245,1651
NEK11_PKc_E8_150,NEK11,350,253
CREBBP_e26_114.8,CREBBP,944,77
ZNF662_E4_486.44,ZNF662,1470,1767
WHSC1_PWWP218337_E1_4098.33,WHSC1,1161,482
CEBPG_E2_162.1,CEBPG,2028,1643
HOXB2_E2_174.5,HOXB2,374,270
HTRA1_1443.64,HTRA1,1098,1780
ZNF175_E5_1245.21,ZNF175,1444,1280
HTRA4_1431.122,HTRA4,387,465
VPS11_2825.207,VPS11,1263,893
ZNF283_E7_1077.80,ZNF283,1672,1939
TBL1Y_5,TBL1Y,1744,2689
ZNRF1_684.72,ZNRF1,1091,947
NFXL1_2736.127,NFXL1,1107,800
ZNF433_E4_1221.43,ZNF433,1774,2330
L3MBTL4_MBT164260_E1_1872.192,L3MBTL4,962,1149
L3MBTL4_MBT57149_E1_1872.207,L3MBTL4,619,863
RARA_E3_84.12,RARA,1424,1604
HECTD3_2586.287,HECTD3,1689,998
ZMIZ1_E19_75.5,ZMIZ1,1891,1705
ZMIZ1_3204.382,ZMIZ1,1891,1705
TRIP12_6123.10,TRIP12,1073,1029
USP15_159.7,USP15,1642,860
MBTD1_MBT359456_E1_1887.63,MBTD1,220,109
UBR2_1320.45,UBR2,568,672
RNF19B_1764.58,RNF19B,901,1397
RHOXF2B_E2_71.1,RHOXF2B,913,848
ZNF23_E6_1326.104,ZNF23,1562,2101
MAP3K12_PKc_E5_159,MAP3K12,498,359
TCF23_E2_150.13,TCF23,435,728
HOXB8_E2_177.4,HOXB8,1005,919
TRIM2_2316.321,TRIM2,1443,1026
ZNF770_E3_1944.79,ZNF770,2172,1737
ZMYND8_BD_e5_59.3,ZMYND8,1322,1186
TNRC18_tudor21702290_E1_8907.779,TNRC18,644,650
ZNF569_E6_1494.105,ZNF569,939,966
DNMT3B_PWWP223309_E1_2562.342,DNMT3B,587,400
SPIB_E6_261.15,SPIB,304,295
SPPL2A_1563.76,SPPL2A,1521,1418
SOX2_E1_216.19,SOX2,1552,1596
KCTD3_BTB20112_E1_2448.1,KCTD3,825,684
FBXO27_852.15,FBXO27,719,660
KDM7A_e6_187.15,KDM7A,917,1108
REPIN1_E4_1524.170,REPIN1,1468,1519
PRSS56_1812.382,PRSS56,463,678
KDM1B_e13_75.2,KDM1B,2541,2235
ELANE_804.155,ELANE,1324,1400
ZNF790_E5_1317.76,ZNF790,1670,1768
ZBTB10_BTB354461_E1_2616.266,ZBTB10,1034,642
ZNF345_E3_1242.108,ZNF345,2110,2450
IRX1_E2_165.14,IRX1,671,965
ZBTB37_E5_156.16,ZBTB37,764,553
EIF3H_1059.85,EIF3H,1018,262
KLK10_831.22,KLK10,1359,1268
NKX1_2_E2_177.19,NKX1,1372,1943
ADAM32_2364.31,ADAM32,1733,1585
KEL_2199.227,KEL,1496,1026
L3MBTL3_MBT236332_E1_2343.61,L3MBTL3,1010,615
PSMD14_933.65,PSMD14,980,132
GZMH_741.9,GZMH,974,999
ZNF266_E11_1233.77,ZNF266,730,846
ZSCAN1_E6_336.5,ZSCAN1,1258,2119
FBXO17_864.136,FBXO17,393,226
ZNF280D_E11_88.1,ZNF280D,1335,1852
NPR2_PKc_E12_72.1,NPR2,1705,1487
GATA5_E3_135.1,GATA5,1461,531
TAF3_Phd_E6_77.5,TAF3,1816,711
TDRD6_tudor15711609_E1_6291.291,TDRD6,1370,1703
ATXN3L_1068.67,ATXN3L,899,1410
MSX1_E2_177.2,MSX1,452,450
ZNF366_E2_366.44,ZNF366,466,724
ZNF407_E6_121.6,ZNF407,2530,2908
SUV39H2_Chromo_E3_102.2,SUV39H2,782,1222
TRPS1_E7_69.2,TRPS1,1246,1353
BHLHE22_E1_174.13,BHLHE22,1277,1475
CDKL3_PKc_E4_179.6,CDKL3,405,626
MYBL1_SANT2_E4_32.0,MYBL1,743,670
HOXA3_E3_177.11,HOXA3,780,638
CDC7_PKc_E7_250.6,CDC7,610,124
DDB1_3423.375,DDB1,815,21
BTBD11_BTB9151022_E1_3315.26,BTBD11,1123,1803
ZNF667_E5_1383.102,ZNF667,861,1577
TBL1XR1_7,TBL1XR1,598,450
TLX3_E2_167.8,TLX3,938,1074
PHF10_Phd_E11_77.2,PHF10,553,687
SIX1_E1_156.6,SIX1,995,1237
ZEB1_E7_1811.174,ZEB1,1760,1921
H2AFY2_Macro178364_E1_1119.83,H2AFY2,1170,1007
PHKG2_PKc_E8_154.13,PHKG2,929,526
GZF1_E4_158.9,GZF1,3373,2598
RNF145_2082.101,RNF145,1486,2568
ZNF384_E8_183.5,ZNF384,1307,554
RNF133_1131.86,RNF133,1675,1773
MMP10_1431.149,MMP10,1083,966
JADE3_Phd_E6_84.2,JADE3,1695,1875
DCAF16_651.8,DCAF16,691,537
KLHL2_BTB50157_E1_1794.6,KLHL2,828,900
ZFY_E8_588.16,ZFY,1197,1589
PLAGL1_E7_67.3,PLAGL1,1208,1446
RNF20_2928.71,RNF20,1568,1686
HEYL_E3_84.2,HEYL,1814,1607
KCNA2_BTB35126_E1_1500.2,KCNA2,1040,1170
ZNF248_E6_1053.91,ZNF248,994,983
SKP2_1275.60,SKP2,909,1229
ZNF594_E2_2052.142,ZNF594,516,955
TRHDE_3075.8,TRHDE,3632,2628
ZNF354B_E5_1239.9,ZNF354B,636,781
NAALADL1_2223.152,NAALADL1,1922,2149
ZNF467_E5_1212.211,ZNF467,1491,1325
HDAC7_e14_134.17,HDAC7,641,372
SETD1B_e17_118.3,SETD1B,2013,2250
ZFP64_E5_252.15,ZFP64,1392,1018
OTUD3_1197.55,OTUD3,1907,1951
ZFP30_E6_1074.71,ZFP30,1251,1525
KDM4C_e7_104.8,KDM4C,1518,1351
LCORL_E7_876.38,LCORL,1246,1784
KDM2A_Phd_E15_111.2,KDM2A,887,247
PAX7_E2_222.12,PAX7,1442,1618
ZNRF4_1290.79,ZNRF4,1048,1187
PSMB10_822.43,PSMB10,1147,999
MASP2_717.46,MASP2,1262,948
ELK3_E2_153.6,ELK3,1990,1481
CDK13_PKc_E4_94.2,CDK13,786,1052
ELK4_E2_159.9,ELK4,549,480
neg40,neg40,5770,8587
RXRA_E3_34.0,RXRA,1368,897
CTCFL_E4_115.2,CTCFL,1155,942
TSSK6_PKc_E1_771.109,TSSK6,897,804
SPIN1_Spinlin54102_E1_789.22,SPIN1,704,1026
AATK_PKc_E4_36,AATK,235,200
LONRF3_2280.226,LONRF3,1379,1541
MBD3_MBD1_E2_127.1,MBD3,569,657
TRIM32_1962.293,TRIM32,964,1391
NEURL1B_1668.242,NEURL1B,579,675
ZNF681_E4_1239.94,ZNF681,2209,2418
TULP4_E13_120.19,TULP4,580,976
HERC5_3075.60,HERC5,780,1040
SMARCE1_E5_30.0,SMARCE1,2937,651
USP17L11_885.87,USP17L11,6749,1457
USP17L18_885.87,USP17L18,6749,1457
USP17L19_885.87,USP17L19,6749,1457
USP17L20_885.88,USP17L20,6749,1457
USP17L21_885.88,USP17L21,6749,1457
USP17L22_885.87,USP17L22,6749,1457
ANAPC2_2469.183,ANAPC2,1065,189
UBE2G2_498.24,UBE2G2,1943,2157
AK3_PKc_E3_173.2,AK3,443,383
ZNF445_E8_1842.188,ZNF445,1782,1253
MTA3_E14_128.2,MTA3,1552,807
ZNF479_E5_990.57,ZNF479,1449,2444
JARID2_E7_88.10,JARID2,2966,2758
MAFK_E3_210.19,MAFK,1216,1158
TPP1_1692.175,TPP1,1215,1098
CREB1_E9_136.1,CREB1,1501,2063
ADAMTS1_2904.376,ADAMTS1,1391,1433
WSB2_1266.166,WSB2,1087,1090
TFDP3_E1_249.23,TFDP3,1177,1726
NFXL1_2736.203,NFXL1,1523,1441
ANAPC7_1800.16,ANAPC7,3108,3354
GGT2_1509.50,GGT2,1668,1931
RHBDF2_2571.33,RHBDF2,3192,2832
RHBDF2_174.3,RHBDF2,3192,2832
PITRM1_3117.19,PITRM1,1859,1626
SMARCA2_D_e18_135.13,SMARCA2,1153,942
ZFP36_999.181,ZFP36,921,1332
KCNC2_BTB10151_E1_1917.32,KCNC2,578,200
PPARA_E5_69.3,PPARA,1116,1038
USP19_69.0,USP19,1198,1232
PDX1_E2_177.8,PDX1,357,667
PIAS1_1956.138,PIAS1,1535,950
SP140_Phd_E23_101.1,SP140,2083,958
HTRA3_1362.156,HTRA3,716,781
CAMTA1_E7_39.2,CAMTA1,1828,1815
TNK2_PKc_E4_81.4,TNK2,490,488
USP3_1563.23,USP3,966,810
SP1_E5_200.13,SP1,951,554
MTF2_Phd2_E7_96.3,MTF2,765,1152
ZNF674_E6_1125.53,ZNF674,1817,1984
TRIM62_1428.6,TRIM62,1246,778
KDM7A_e6_187.9,KDM7A,877,880
ZFP90_E5_1260.98,ZFP90,1796,2131
FOXD4_E1_234.42,FOXD4,1059,668
STK38L_PKc_E6_124.11,STK38L,492,570
DDIT3_E4_192.6,DDIT3,1630,1529
SETDB1_e21_89.8,SETDB1,1753,189
ADAM10_2247.45,ADAM10,1323,1122
ZNF571_E5_1221.73,ZNF571,2050,2040
ASB2_1908.101,ASB2,738,459
MMP28_220.18,MMP28,870,545
SENP6_3339.142,SENP6,1517,1235
FBXL21_1305.53,FBXL21,1403,1756
KAT6B_Phd2_E5_36.1,KAT6B,877,1029
TRIM66_BD_e18_153.17,TRIM66,587,758
ZNF816_E5_1071.45,ZNF816,1662,2199
ZBTB20_E5_215.6,ZBTB20,2364,1130
USP8_3357.175,USP8,1698,684
TCF12_E19_183.1,TCF12,569,861
ZNF563_E4_579.32,ZNF563,1184,1614
GGT2_1509.107,GGT2,1565,1460
ZNF337_E4_1665.24,ZNF337,2747,2611
BHLHA9_E1_180.2,BHLHA9,1258,1480
ERBB4_PKc_E18_123.8,ERBB4,735,1260
HKR1_E6_1070.4,HKR1,1859,2381
ESR1_E2_106.0,ESR1,1862,1993
HTRA1_1443.108,HTRA1,2114,2185
YME1L1_2322.125,YME1L1,1779,970
HERC1_14586.996,HERC1,694,745
CASP3_834.12,CASP3,1161,1189
PEX10_1041.110,PEX10,900,690
PHF7_ePhd_E6_125.9,PHF7,564,820
ADAM33_2442.417,ADAM33,667,508
PTK7_PKc_E18_152.5,PTK7,576,648
UBE2D2_444.38,UBE2D2,1751,2362
ZFP36L1_1017.214,ZFP36L1,599,252
CTRB1_792.67,CTRB1,1254,1313
DPF1_Phd1_E9_94.11,DPF1,1182,1074
UBE2C_540.49,UBE2C,1251,256
ZBTB8A_E4_144.1,ZBTB8A,1618,1556
KLK8_263.4,KLK8,897,533
GATA3_E4_138.10,GATA3,1420,2064
FOXE1_E1_300.19,FOXE1,1297,1341
STAT4_E17_136.3,STAT4,1758,1933
HNF1A_E4_106.11,HNF1A,1117,1015
MMP13_1416.35,MMP13,1630,1233
ZBTB14_E4_387.25,ZBTB14,1928,1827
JAK3_PKc_E14_128.4,JAK3,762,706
ZNF250_E6_1077.36,ZNF250,3341,2318
ABHD5_1050.92,ABHD5,1487,1851
ELK3_E2_153.1,ELK3,656,440
USP35_3057.347,USP35,718,700
CHD7_Chromo_E9_84.8,CHD7,825,957
ZNF717_E5_1770.71,ZNF717,1803,1848
PRSS36_2568.467,PRSS36,712,376
STAT2_E10_89.6,STAT2,1233,1088
PHEX_2250.74,PHEX,1199,1511
NR1I2_E3_134.27,NR1I2,1053,1209
ZBTB2_E3_639.30,ZBTB2,2473,2445
SMYD5_SET1_e11_95.9,SMYD5,1626,855
TRIM40_777.108,TRIM40,362,729
FBXO17_864.63,FBXO17,269,172
USP44_2139.126,USP44,1237,1901
TRIM39_1557.229,TRIM39,1922,1848
RNF17_4872.16,RNF17,1623,1672
RCOR2_E11_92.0,RCOR2,2057,1599
RCOR2_SANT2_E11_101.0,RCOR2,2057,1599
ZNF335_E16_94.9,ZNF335,880,973
RFX4_E4_124.13,RFX4,1274,1345
SOX11_E1_216.10,SOX11,809,959
OTX1_E4_135.12,OTX1,1266,829
TSC22D2_E4_168.1,TSC22D2,1182,925
SMAD4_E3_165.1,SMAD4,1803,1372
ZNF501_E3_582.10,ZNF501,1719,1993
TET1_e10_86.5,TET1,613,644
KMT2C_Phd6_E21_85.1,KMT2C,840,1039
PGA5_1167.92,PGA5,934,853
LHX3_E4_135.5,LHX3,790,939
SPPL2A_1563.66,SPPL2A,1091,1358
GZMH_741.69,GZMH,991,993
TRIM66_Phd_E15_113.12,TRIM66,1981,1540
ATG4B_1182.157,ATG4B,1044,735
SMURF1_2187.111,SMURF1,1637,1318
DOT1L_e9_80.7,DOT1L,893,519
TRIM45_1689.186,TRIM45,679,628
KMT2C_Phd3_E10_74.1,KMT2C,1123,969
TNRC18_tudor21702290_E1_8907.75,TNRC18,544,431
TRIB1_PKc_E3_361.38,TRIB1,841,1182
IRF5_E3_171.8,IRF5,1868,1771
ZNF292_E8_243.8,ZNF292,958,811
THAP9_E2_184.3,THAP9,1382,1462
ZMPSTE24_185.5,ZMPSTE24,2286,2336
FOXC2_E1_234.9,FOXC2,352,339
HOXC13_E2_156.15,HOXC13,753,258
ADAM23_2499.51,ADAM23,1190,1624
ZSCAN21_E4_570.18,ZSCAN21,2240,2023
RNASEL_PKc_E4_195.14,RNASEL,778,897
ZNF598_2715.145,ZNF598,522,452
FOXL2_E1_234.1,FOXL2,269,277
ZNF597_E4_630.51,ZNF597,826,1101
ZNF396_E4_66.0,ZNF396,2477,1574
ZNF396_E4_66.0,ZNF396,2477,1112
ZNF396_E4_66.0,ZNF396,880,1574
ZNF396_E4_66.0,ZNF396,880,1112
CDYL_Chromo_E2_150.9,CDYL,1964,1295
SEC11C_579.43,SEC11C,1129,1575
PRSS12_2628.282,PRSS12,1156,1228
FBXO15_2,FBXO15,1122,459
MAP2K2_PKc_E2_108.5,MAP2K2,807,544
TDRD3_tudor652700_E1_2235.13,TDRD3,1530,1248
ZNF25_E6_930.61,ZNF25,2664,2720
PHF11_Phd_E3_84.0,PHF11,1251,2483
FBXO30_8,FBXO30,1077,1491
UHRF2_2409.7,UHRF2,1174,868
UBE3A_2628.118,UBE3A,887,921
AKTIP_3,AKTIP,1112,532
TRIM38_1398.147,TRIM38,707,823
RAPSN_1239.180,RAPSN,689,789
ZNF561_E6_897.54,ZNF561,2112,2864
FBXO21_1887.129,FBXO21,1787,1624
MZF1_E6_1122.17,MZF1,614,190
ZAK_PKc_E7_138.15,ZAK,787,715
MECOM_E7_157.6,MECOM,1026,1379
CBL_2721.183,CBL,1395,1108
neg69,neg69,1529,2513
MTA2_SANT_E10_57.3,MTA2,1442,715
SNAI1_E3_133.4,SNAI1,451,312
ZNF502_E5_1161.84,ZNF502,1683,1727
CEBPG_E2_162.0,CEBPG,848,1093
KDM4A_e7_104.4,KDM4A,1716,1678
MEST_981.29,MEST,944,1787
ZNF19_E6_648.46,ZNF19,3005,2151
ZNF287_E6_1158.44,ZNF287,1464,1102
HTRA4_1431.9,HTRA4,669,933
ABHD12_1215.119,ABHD12,882,1062
MTA1_SANT_E11_57.0,MTA1,2175,1924
PRDM9_e8_158.18,PRDM9,1727,2378
ANAPC1_2,ANAPC1,667,1185
ARIH1_1674.78,ARIH1,1277,267
CLK1_PKc_E7_167.7,CLK1,439,482
UHRF2_2409.142,UHRF2,597,516
RORB_E3_142.4,RORB,757,767
KDM6A_e26_188.17,KDM6A,2237,1772
ZNF566_E5_570.48,ZNF566,2588,2466
ARNTL2__158.5,ARNTL2,1888,2826
SHPRH_5052.115,SHPRH,794,1016
BTBD2_BTB110217_E1_1578.73,BTBD2,732,737
FBXL17_2106.204,FBXL17,356,225
DCAF13_1794.149,DCAF13,613,83
ZNF182_E7_1221.87,ZNF182,913,1321
KCTD21_BTB593_E1_783.23,KCTD21,979,748
ATG4D_1425.108,ATG4D,1084,605
ADAM12_2730.376,ADAM12,872,705
HOXB9_E2_177.4,HOXB9,956,403
IRAK2_PKc_E8_110.3,IRAK2,1670,1495
RHOBTB2_BTB443492_E1_2250.28,RHOBTB2,87,92
C2_2259.206,C2,1367,1280
ZNF138_E4_231.2,ZNF138,2869,3437
PRSS53_1662.261,PRSS53,1109,868
SBK1_PKc_E3_203.6,SBK1,700,600
SOHLH1_E3_109.15,SOHLH1,999,555
WHSC1L1_PWWP267383_E1_4314.384,WHSC1L1,919,964
ZNF233_E5_648.49,ZNF233,1662,1306
ACVR2A_PKc_E8_115.6,ACVR2A,838,668
ULK1_PKc_E6_174.25,ULK1,1393,1341
NACC2_BTB20120_E1_1764.6,NACC2,1466,1873
NRK_PKc_E7_91.6,NRK,512,746
TPP2_3750.314,TPP2,1406,1630
FOXO3_E1_153.11,FOXO3,775,570
LZTR1_BTB433573_E1_2523.338,LZTR1,507,477
USP33_2829.75,USP33,1558,2014
PPIL2_1563.238,PPIL2,1663,1601
SOCS7_1746.199,SOCS7,480,543
ATF4_E2_156.1,ATF4,1453,452
KDM5B_e13_120.1,KDM5B,1469,1392
CDK18_PKc_E10_121.12,CDK18,583,409
ZNF75D_E7_405.11,ZNF75D,1648,1850
CTSL1_456.8,CTSL1,1700,1556
RNF139_1995.141,RNF139,868,263
TGIF2LY_E2_171.12,TGIF2LY,1731,2460
USP7_3309.61,USP7,1243,195
USP9Y_162.7,USP9Y,1441,2294
DPYSL4_1719.321,DPYSL4,1588,2157
IRF9_E2_153.8,IRF9,1537,1214
BRD2_BD2_e7_129.6,BRD2,1072,593
DPP9_2679.254,DPP9,1135,767
NHLRC1_1188.13,NHLRC1,457,532
ZSCAN12_E4_1068.50,ZSCAN12,1125,762
USP53_3222.238,USP53,2144,2776
ZNF706_E4_48.3,ZNF706,859,455
FIGLA_E2_135.3,FIGLA,2146,2070
KDM2A_Phd_E16_60.1,KDM2A,781,944
KDM2A_3,KDM2A,781,944
L3MBTL1_MBT385481_E1_2523.334,L3MBTL1,797,678
RNF222_663.12,RNF222,712,750
ZNF430_E5_1083.43,ZNF430,3057,4388
CREB3L4_E6_92.7,CREB3L4,1479,1621
MYT1L_E14_215.21,MYT1L,1588,1166
HOXB13_E2_171.18,HOXB13,1479,1209
ADAMTS9_5808.695,ADAMTS9,1717,1827
TRPM6_PKc_E36_206.12,TRPM6,571,421
UCHL3_693.5,UCHL3,1064,948
RNF223_750.16,RNF223,1234,1025
ZNF606_E7_1176.56,ZNF606,255,240
FBXL15_903.161,FBXL15,1918,1528
MEX3A_1563.180,MEX3A,1582,1019
ASCL4_E1_165.11,ASCL4,808,708
TEAD3_E12_153.7,TEAD3,2341,1236
PPAT_1554.33,PPAT,1382,1693
KCTD13_BTB43133_E1_990.154,KCTD13,1945,1195
ELOC_4,ELOC,472,586
AEBP1_3477.267,AEBP1,1276,639
RNF182_744.84,RNF182,1362,1020
ABHD5_1050.31,ABHD5,657,654
ZNF212_E5_66.3,ZNF212,1821,1609
CSNK1A1_PKc_E2_107.7,CSNK1A1,809,166
SRY_E1_234.19,SRY,857,1289
CREBBP_e29_162.8,CREBBP,1028,832
HM13_1281.161,HM13,908,599
KLHL32_BTB32137_E1_1863.17,KLHL32,882,901
FBXO45_861.113,FBXO45,1115,1299
PHF21A_Phd_E15_129.0,PHF21A,1377,1755
MLKL_PKc_E5_98.1,MLKL,1143,1019
LHX8_E8_96.6,LHX8,2145,2668
KMT2D_ePhd1_E5_110.17,KMT2D,969,948
KMT2D_16614.3480,KMT2D,969,948
TFAP4_E2_111.5,TFAP4,711,284
PCSK5_5583.46,PCSK5,1574,1662
MERTK_PKc_E16_110.2,MERTK,717,618
ZBTB44_E4_69.2,ZBTB44,1391,1425
UCHL5_990.67,UCHL5,1652,1099
ZNF337_E4_1665.111,ZNF337,532,470
PRPF19_1515.163,PRPF19,879,311
RBBP6_5379.1,RBBP6,1133,21
ADAMTS12_4785.642,ADAMTS12,1095,892
PKMYT1_PKc_E6_92.9,PKMYT1,616,87
CUL2_2295.77,CUL2,1724,192
CAMKK1_PKc_E6_134.7,CAMKK1,158,99
ZNF416_E4_1290.11,ZNF416,851,823
NRF1_Ex_161.16,NRF1,908,593
HERC4_2385.73,HERC4,684,808
RPS6KA1_PKc_E7_107,RPS6KA1,556,476
RNFT1_1308.60,RNFT1,1786,1099
ZNF615_E7_1578.96,ZNF615,1233,2041
EPHX1_1368.92,EPHX1,2540,2058
MTA2_Bah3168_E1_2007.3,MTA2,1106,570
TRIM47_1917.8,TRIM47,188,99
TFAP2C_E5_119.9,TFAP2C,469,436
MPND_1416.125,MPND,471,407
RFX3_E7_182.8,RFX3,296,410
TDRD3_tudor652700_E1_2235.102,TDRD3,697,1212
ATG4C_1377.2,ATG4C,1367,1511
UBE2G1_513.4,UBE2G1,1574,1637
PRSS36_2568.478,PRSS36,1195,969
KDM4B_ePhd_E19_168.6,KDM4B,934,939
ZSCAN5B_E4_327.17,ZSCAN5B,2070,1990
PRSS12_2628.219,PRSS12,649,582
UBE2E1_582.34,UBE2E1,803,918
ANAPC10_3,ANAPC10,2253,781
ZNF557_E8_666.51,ZNF557,1957,2240
NFE2L2_E5_183.0,NFE2L2,1532,1042
KCNG4_BTB61160_E1_1560.19,KCNG4,1274,1491
FBXO10_2871.2,FBXO10,1216,1465
ZFP14_E5_1077.76,ZFP14,1760,1753
ZNF585A_E5_1755.136,ZNF585A,1901,2422
RNF130_1260.136,RNF130,120,135
RNF212B_903.0,RNF212B,915,1170
BIRC3_1815.63,BIRC3,1106,1476
FBXL15_903.43,FBXL15,307,197
CASP12_1026.63,CASP12,1555,1022
TPSB2_828.16,TPSB2,1537,1751
FBXL6_1620.52,FBXL6,448,710
FOXD2_E1_234.21,FOXD2,961,1277
SMYD1_e6_73.0,SMYD1,813,1292
CSNK1G1_PKc_E6_235.8,CSNK1G1,1280,1030
KMT2C_Phd2_E9_115.1,KMT2C,1251,401
ZNF713_E7_480.17,ZNF713,2660,2872
ZNF593_E2_63.1,ZNF593,1234,1154
ZNF354A_E5_1209.10,ZNF354A,993,1254
ASB17_888.30,ASB17,927,1103
CDC16_1863.66,CDC16,1418,87
RPA3_e1.3,RPA3,4141,69
RIOK3_PKc_E8_198.5,RIOK3,429,285
SATB1_E12_174.17,SATB1,1492,1636
KDM5C_e12_163.1,KDM5C,1104,1146
BAZ2B_BD_e37_139.3,BAZ2B,1817,1641
SEBOX_E2_135.0,SEBOX,2785,2024
GGTLC2_657.18,GGTLC2,2038,1038
PCAF_e11_118.1,PCAF,2794,3639
ZSCAN16_E4_324.22,ZSCAN16,1591,1720
ZNF75D_E7_405.21,ZNF75D,1586,1941
REST_E4_83.3,REST,1483,1134
ENPEP_2874.26,ENPEP,2868,3059
ZKSCAN5_E6_427.33,ZKSCAN5,639,568
UBA52_387.27,UBA52,513,10
ZNF746_E7_162.2,ZNF746,2381,1867
ZNF547_E4_495.44,ZNF547,1439,1651
PRSS37_708.58,PRSS37,1420,1423
PIAS3_E9_129.6,PIAS3,795,551
PIAS3_1887.232,PIAS3,795,551
TRIM13_1224.6,TRIM13,531,415
ANAPC13_225.16,ANAPC13,881,294
ZNF772_E5_582.48,ZNF772,1526,2004
NEK4_PKc_E2_267.27,NEK4,658,799
ADAMTS19_3624.383,ADAMTS19,2330,2354
DAPK3_PKc_E8_43,DAPK3,550,964
L3MBTL1_MBT277374_E1_2523.376,L3MBTL1,397,354
LCOR_E8_132.4,LCOR,1403,1211
CAPN13_2010.251,CAPN13,1141,1515
IVNS1ABP_BTB22126_E1_1929.158,IVNS1ABP,1014,951
ZNF774_E4_996.94,ZNF774,1362,1406
ZNRF4_1290.183,ZNRF4,948,986
TRIM64C_1353.0,TRIM64C,1749,153
CFLAR_708.55,CFLAR,918,1585
CDK9_e3.1,CDK9,4576,4165
VPS11_2825.210,VPS11,393,113
TBX3_E2_268.13,TBX3,923,963
PHF19_Phd2_E7_96.0,PHF19,773,972
RNF25_1380.227,RNF25,1861,1595
MIER3_E10_81.0,MIER3,2956,4332
MIER3_SANT_E10_87.0,MIER3,2956,4332
FBXL14_1257.36,FBXL14,836,501
DPYSL2_69.6,DPYSL2,1507,1583
FBXO16_843.71,FBXO16,764,788
SFMBT2_MBT156256_E1_2685.51,SFMBT2,636,648
MARCH6_2733.157,43530,1180,950
BAZ1A_BD_e25_118.0,BAZ1A,2470,4043
MMP27_1542.15,MMP27,946,1088
ABHD4_1029.131,ABHD4,892,989
MNT_E4_112.9,MNT,791,1041
KDM5C_Phd_E6_138.2,KDM5C,870,987
ZNF860_E2_750.18,ZNF860,2785,2859
RNF182_744.30,RNF182,1389,2171
BPTF_Phd1_E2_129.11,BPTF,1093,685
WSB2_1266.102,WSB2,563,526
CPD_4143.359,CPD,1161,1217
SMARCAL1_H_e14_103.5,SMARCAL1,284,301
ANKIB1_3270.61,ANKIB1,1617,2219
F2_1869.126,F2,1464,1234
PAK1_PKc_E11_118.9,PAK1,1897,1516
ZHX2_E3_1239.31,ZHX2,1107,1263
CHD6_Chromo_E6_63.0,CHD6,219,231
SOCS2_597.65,SOCS2,1201,1531
CREBL2_E2_141.7,CREBL2,1192,1243
ZNF329_E4_1050.30,ZNF329,1547,590
TFAP2D_E4_134.12,TFAP2D,675,872
FGFR4_PKc_E13_191.1,FGFR4,1441,730
UBE2D3_5,UBE2D3,822,188
ZNF267_E4_1101.65,ZNF267,1686,2325
BARD1_2277.15,BARD1,654,802
CTRB2_792.75,CTRB2,1447,957
TDRD7_tudor9631007_E1_3297.147,TDRD7,889,992
UBE3A_2628.69,UBE3A,1217,984
PRKCD_PKc_E15_63,PRKCD,757,646
HIPK2_PKc_E5_87.4,HIPK2,1039,1223
UBB_690.30,UBB,1123,929
ZBTB33_BTB22116_E1_2019.2,ZBTB33,1113,1235
RNF113A_1032.84,RNF113A,2073,2115
RAG1_3132.45,RAG1,1549,2217
NHLRC1_1188.31,NHLRC1,748,812
ZNF567_E6_1281.79,ZNF567,618,602
SKP1_483.2,SKP1,899,69
EPHA10_PKc_E13_204.12,EPHA10,786,1113
ZBTB1_BTB14109_E1_2142.1,ZBTB1,1732,1471
neg41,neg41,3795,5174
DCAF6_2856.250,DCAF6,1171,1447
neg54,neg54,1587,2132
JMJD8_E5_69.9,JMJD8,2244,1958
PBX1_E5_136.0,PBX1,1300,2289
UBE2S_1,UBE2S,296,218
ZNF805_E4_1131.37,ZNF805,1732,2406
ZNF396_E4_66.2,ZNF396,1371,1889
FBXW7_2124.76,FBXW7,986,499
ZNF160_E7_1665.76,ZNF160,2381,2427
KMT2A_BD_e16_174.22,KMT2A,795,539
