sgRNA,Gene,HCT116-Ts3.initial,HCT116-Ts3.final
RNF144B_912.68,RNF144B,1135,1195
POU3F1_E1_174.8,POU3F1,711,762
THAP6_E2_74.1,THAP6,657,843
UBE2A_459.32,UBE2A,707,867
RNF213_15624.36,RNF213,855,954
FMR1_Agenet59117_E1_1899.173,FMR1,1543,2351
SP9_E2_69.2,SP9,1447,1208
ETV3_E3_185.2,ETV3,893,458
HOXA6_E2_177.15,HOXA6,1171,816
KCND3_BTB42131_E1_1968.3,KCND3,1083,1005
UBE3C_3252.222,UBE3C,1053,1003
RFX1_E3_182.24,RFX1,1155,604
MDM2_1335.64,MDM2,1282,404
ZNF436_E4_918.68,ZNF436,1808,2544
TCF15_E1_168.15,TCF15,462,486
RNF4_573.42,RNF4,1727,1460
ZNF423_E4_1206.170,ZNF423,931,807
FANCL_1143.47,FANCL,865,1445
IRF1_E2_75.6,IRF1,576,542
ZFP69B_E5_666.40,ZFP69B,2193,1903
DTX1_1863.40,DTX1,459,519
ASH1L_BD_e19_133.7,ASH1L,1658,1260
MIS18BP1_SANT_E12_112.4,MIS18BP1,666,56
IBTK_BTB761871_E1_4062.264,IBTK,1035,1097
SCAF11_4392.284,SCAF11,274,541
ZNF800_E4_81.2,ZNF800,928,1776
ZBTB37_E5_156.14,ZBTB37,237,180
CAMK2A_PKc_E2_95,CAMK2A,328,684
ZNF681_E4_1239.90,ZNF681,1760,1453
FBXL21_1305.29,FBXL21,1028,1468
FBXO27_852.68,FBXO27,1095,1237
neg83,neg83,650,1053
ASB18_1401.178,ASB18,502,361
HAT1_e4_121.5,HAT1,1065,1436
PAK1_PKc_E10_113.1,PAK1,1150,1244
ZNF134_E3_1116.99,ZNF134,2004,2317
WNK1_PKc_E1_177.4,WNK1,1511,40
ATOH7_E1_144.0,ATOH7,1984,1666
FBXO17_864.99,FBXO17,727,522
TMPRSS12_1047.78,TMPRSS12,1050,1760
BIRC2_1857.116,BIRC2,1107,997
NCOR1_E14_102.4,NCOR1,1932,2026
NCOR1_SANT_E14_102.4,NCOR1,1932,2026
KDM2A_CXXC576609_E1_3489.12,KDM2A,831,165
WDTC1_2034.189,WDTC1,1585,1306
KLK1_789.59,KLK1,1145,1025
CELA2B_810.26,CELA2B,783,692
DLX2_E3_48.4,DLX2,618,667
NSD1_Phd1_E12_120.9,NSD1,975,1704
DCLK2_PKc_E8_68.1,DCLK2,817,1060
ZNF823_E4_1167.64,ZNF823,1730,2131
FBXL21_2,FBXL21,937,837
ZNF514_E5_498.0,ZNF514,1336,1006
HES7_E2_96.3,HES7,1896,1666
ZNF563_E4_579.42,ZNF563,2616,3054
MLL5_e13_110.3,MLL5,1181,1895
UBP1_E6_153.2,UBP1,2096,2083
PHF1_Phd2_E7_96.4,PHF1,940,650
BUB1_PKc_E22_158.8,BUB1,1166,943
DCAF1_19,DCAF1,672,249
ZNF711_E9_1113.54,ZNF711,907,984
TRIB3_PKc_E4_361.12,TRIB3,847,889
RNFT1_1308.66,RNFT1,1329,1994
ANKIB1_3270.316,ANKIB1,658,614
CDC20_1500.172,CDC20,935,512
MAP2K7_PKc_E10_143.8,MAP2K7,453,298
LRSAM1_2172.151,LRSAM1,330,343
SOX21_E1_216.5,SOX21,883,938
PSMB2_606.3,PSMB2,1461,145
ZNF549_E4_1143.7,ZNF549,977,1035
ADAMTS14_3681.674,ADAMTS14,1671,996
ZFHX4_E10_2571.103,ZFHX4,793,581
JADE2_Phd_E3_33.2,JADE2,747,1000
ASB15_1767.80,ASB15,693,821
BCL6B_E8_138.6,BCL6B,1436,1083
PBK_PKc_E8_191,PBK,638,827
ZNF649_E5_663.65,ZNF649,1006,926
E2F1_E3_220.4,E2F1,1516,1426
SIRT3_e4_101.10,SIRT3,812,660
RNF43_2352.78,RNF43,852,1237
DDR1_PKc_E12_60.4,DDR1,1602,2299
BIRC8_711.42,BIRC8,603,753
RNF183_579.4,RNF183,392,584
PIM3_PKc_E6_86.6,PIM3,287,150
ZBTB47_BTB4113_E1_2244.448,ZBTB47,1381,1186
ZNF43_E7_1908.137,ZNF43,2278,3004
HSF1_E2_109.12,HSF1,1570,808
PRSS23_1395.164,PRSS23,938,818
ELK3_E2_153.10,ELK3,2151,2395
SMAD6_E2_340.34,SMAD6,399,437
TGIF2_E2_138.12,TGIF2,1295,1401
SPIN4_Spinlin201245_E1_750.44,SPIN4,791,502
TPSAB1_828.45,TPSAB1,2141,1276
TPSB2_828.44,TPSB2,2141,1276
RNF150_1317.153,RNF150,125,154
ZNF446_E7_69.0,ZNF446,2113,1945
ZNF446_E7_69.0,ZNF446,2113,887
ZNF446_E7_69.0,ZNF446,1170,1945
ZNF446_E7_69.0,ZNF446,1170,887
SOCS3_678.20,SOCS3,875,947
ADAMTS15_2853.482,ADAMTS15,749,712
CRX_E3_135.6,CRX,521,203
PHF20_tudor90135_E1_3039.21,PHF20,640,831
SMARCA4_BD_e31_52.1,SMARCA4,1424,296
RFPL3_954.111,RFPL3,421,462
FBXO7_1569.62,FBXO7,1380,991
STAT2_E13_94.0,STAT2,498,464
GGT1_1710.34,GGT1,820,1036
KLK14_804.7,KLK14,1961,1601
ADAM30_2373.204,ADAM30,756,503
L3MBTL4_MBT164260_E1_1872.45,L3MBTL4,1573,1847
KLHL40_BTB23128_E1_1866.301,KLHL40,814,661
ZNF571_E5_1221.85,ZNF571,1340,1835
VRK3_PKc_E7_67.3,VRK3,1230,849
BRD1_PWWP_E12_155.10,BRD1,956,1167
ERF_E3_70.4,ERF,1145,1070
ZNF169_E5_1002.101,ZNF169,720,712
NCOR1_SANT_E15_125.2,NCOR1,326,501
IRF6_E3_156.10,IRF6,668,862
PMPCB_1470.113,PMPCB,2162,182
ZEB1_E9_131.5,ZEB1,1965,2358
SETD5_e11_110.0,SETD5,2765,2753
SENP6_3339.116,SENP6,1893,2422
ZNF541_E2_78.3,ZNF541,1131,1638
ASCL1_E1_126.15,ASCL1,1233,1144
THRA_E4_69.0,THRA,1999,1650
JAK1_PKc_E13_144.4,JAK1,677,581
SMAD2_E4_190.12,SMAD2,1686,2193
PHF23_Phd_E5_132.9,PHF23,526,949
UBR3_5667.499,UBR3,532,544
ESX1_E2_89.3,ESX1,982,1420
BATF2_E2_84.5,BATF2,2148,1979
UCHL3_693.1,UCHL3,2174,852
NR0B2_E2_220.14,NR0B2,1887,1768
TLX1_E2_167.13,TLX1,573,688
HERC1_14586.1022,HERC1,254,225
NFXL1_2736.146,NFXL1,723,520
KCTD8_BTB46143_E1_1422.35,KCTD8,631,678
PRSS8_1032.198,PRSS8,858,426
SPSB4_822.164,SPSB4,1362,1740
MTA3_E14_128.12,MTA3,541,335
TFAP2E_E6_142.18,TFAP2E,1156,891
BTBD6_BTB76183_E1_1458.22,BTBD6,248,382
MEIS3_E10_36.0,MEIS3,828,1056
TULP2_E12_172.0,TULP2,1333,1389
STK39_PKc_E7_102.2,STK39,815,627
TRIM63_1062.129,TRIM63,299,306
USP19_134.19,USP19,789,481
KLK4_765.1,KLK4,2283,2976
TDRD7_tudor517559_E1_3297.74,TDRD7,609,558
MTOR_PKc_E50_83.9,MTOR,825,527
BRD2_BD2_e7_129.0,BRD2,1432,399
METAP2_1437.102,METAP2,2348,1146
ZNF878_E4_1200.99,ZNF878,1225,911
SGK1_PKc_E10_156.8,SGK1,448,542
DCAF17_1362.69,DCAF17,1239,813
HIC1_BTB37152_E1_2202.472,HIC1,933,832
UBE4A_3201.307,UBE4A,518,803
ZNF418_E4_1161.27,ZNF418,1060,1426
DCAF1_20,DCAF1,1499,283
HDAC10_e11_107.3,HDAC10,1451,1508
PRMT1_e4_73.6,PRMT1,359,8
MAFG_E3_210.20,MAFG,308,312
FOXA2_E2_234.6,FOXA2,447,532
SBK3_PKc_E3_203.12,SBK3,826,614
NR4A1_E4_130.18,NR4A1,1107,1648
CHD8_Chromo_E6_39.1,CHD8,935,1024
RCHY1_720.1,RCHY1,1137,1314
KMT2C_Phd4_E19_48.2,KMT2C,858,422
MXD3_E4_115.12,MXD3,1363,784
ACE_3921.16,ACE,1211,622
MIB1_3021.209,MIB1,2164,2985
FOSB_E3_63.5,FOSB,567,522
SIAH2_975.113,SIAH2,840,718
ARID4B_tudor58113_E1_3939.13,ARID4B,631,342
ALX4_E2_135.6,ALX4,499,365
FBXO8_960.29,FBXO8,1299,1373
IRF4_E3_171.12,IRF4,733,916
ZFP2_E5_1059.48,ZFP2,1345,1661
USPL1_3279.55,USPL1,1050,222
EVX2_E2_135.16,EVX2,279,283
ZNF584_E4_495.25,ZNF584,1980,1712
SPIC_E5_252.30,SPIC,930,518
TBX20_E2_86.5,TBX20,913,588
ZFP92_E4_657.25,ZFP92,828,1011
JADE1_Phd_E7_54.0,JADE1,496,536
PREP_2133.115,PREP,1326,827
TRIM60_1416.96,TRIM60,1743,2405
OVCH1_3405.49,OVCH1,786,1124
MAP3K2_PKc_E12_138.9,MAP3K2,694,303
PHF20L1_tudor90135_E1_858.63,PHF20L1,436,446
PRPF19_1515.11,PRPF19,972,40
SYVN1_1854.56,SYVN1,908,859
RNF19B_1764.56,RNF19B,994,1256
KDM5A_Phd2_E23_159.11,KDM5A,933,889
PBX4_E5_136.13,PBX4,1208,1411
RNF214_2112.129,RNF214,1054,1191
ZBTB20_E5_215.11,ZBTB20,1150,690
ZNF625_E4_396.19,ZNF625,841,1240
ATF3_E4_99.0,ATF3,3292,3310
LTA4H_1836.3,LTA4H,1340,922
AMFR_1932.130,AMFR,1285,1213
ZBTB16_E6_168.19,ZBTB16,937,1158
DUXA_E2_135.0,DUXA,1355,1230
TBX15_E5_168.7,TBX15,1473,1002
ZNF124_E4_582.28,ZNF124,855,1151
CREM_E8_130.2,CREM,831,971
UBE2V2_438.10,UBE2V2,1314,622
PIM3_PKc_E2_81.9,PIM3,423,678
TRIM39_1557.95,TRIM39,212,232
TIP60_e10_94.8,TIP60,937,181
ADAMTS19_3624.374,ADAMTS19,1508,1547
TRIM58_1461.79,TRIM58,291,123
KLK9_753.77,KLK9,873,792
MBD5_PWWP13831460_E1_4485.216,MBD5,1163,2057
SUB1_E5_47.1,SUB1,637,360
ZNF254_E6_1326.39,ZNF254,2550,3246
PRSS21_945.144,PRSS21,647,711
PRDM2_e5_153.4,PRDM2,1648,1654
FOXO4_E2_90.2,FOXO4,2663,2764
ISX_E3_135.11,ISX,1411,1460
ZNF598_2715.47,ZNF598,751,478
TBL1X_9,TBL1X,796,802
ZBTB11_BTB204306_E1_3162.41,ZBTB11,554,784
TRIM32_1962.99,TRIM32,424,462
AMBRA1_3906.679,AMBRA1,520,671
ZNF771_E3_492.16,ZNF771,1854,946
ZNF586_E3_495.32,ZNF586,1019,1053
CELA3B_813.4,CELA3B,1080,763
MYCBP2_14037.199,MYCBP2,1296,799
NEK11_PKc_E4_166.8,NEK11,662,880
BRD1_Phd_E2_162.16,BRD1,502,435
PITX1_E2_135.5,PITX1,1336,1029
FBXL21_3,FBXL21,1482,1956
ZNF319_E2_1332.24,ZNF319,1467,1159
USP49_1923.223,USP49,1627,1758
ZBTB48_E5_93.2,ZBTB48,1123,1355
HABP2_1683.7,HABP2,1280,1841
DCAF13_1794.116,DCAF13,929,1493
ADAM19_2757.5,ADAM19,606,736
PCSK6_2910.128,PCSK6,842,515
SP140_BD_e27_79.3,SP140,759,723
DCAF10_1680.69,DCAF10,1443,1428
ZNF836_E5_2079.150,ZNF836,457,609
OBSCN_PKc2_E101_240.9,OBSCN,1081,1173
ZNF793_E8_600.56,ZNF793,2257,1740
ADAMTS4_2514.86,ADAMTS4,182,132
FEZF1_E2_135.7,FEZF1,1333,1744
FBXO45_861.36,FBXO45,161,104
RNF139_1995.98,RNF139,1102,1016
MGRN1_1731.272,MGRN1,583,198
USP32_4815.139,USP32,709,303
ZZZ3_E10_102.0,ZZZ3,1851,146
ZZZ3_SANT_E10_102.0,ZZZ3,1851,146
RSF1_Phd_E8_78.8,RSF1,881,717
KBTBD2_BTB21128_E1_1872.153,KBTBD2,1161,1370
ADAMTS3_3618.45,ADAMTS3,1366,1590
WDTC1_2034.139,WDTC1,561,592
HOXD11_E2_171.9,HOXD11,289,248
CAMK2G_PKc_E6_73.1,CAMK2G,874,314
HIPK3_PKc_E2_512.3,HIPK3,410,370
HIPK3_PKc_E2_512.3,HIPK3,410,726
HIPK3_PKc_E2_512.3,HIPK3,507,370
HIPK3_PKc_E2_512.3,HIPK3,507,726
E2F7_E4_115.1,E2F7,2749,2637
GON4L_SANT_E31_66.4,GON4L,528,744
CAMTA1_E5_136.0,CAMTA1,1634,1740
POU2F2_E11_108.5,POU2F2,351,196
HHEX_E3_48.0,HHEX,1692,2249
RCOR1_E11_92.5,RCOR1,2994,2859
RCOR1_SANT2_E11_101.5,RCOR1,2994,2859
FBXL4_3,FBXL4,1575,1495
TMEM129_1089.29,TMEM129,579,620
SMARCA2_H_e24_164.7,SMARCA2,1786,1920
PARP9_Macro117295_E1_2565.15,PARP9,342,444
neg67,neg67,2056,2537
TRIM69_1503.156,TRIM69,1442,1953
ZNRF2_729.81,ZNRF2,820,1511
THRA_E6_44.2,THRA,315,410
EN1_E2_180.21,EN1,1654,1789
ZNF335_E15_233.35,ZNF335,875,60
RFPL2_1137.141,RFPL2,1879,933
DBX2_E3_123.3,DBX2,1117,1033
UHRF2_2409.218,UHRF2,1516,1570
ZNF345_E3_1242.33,ZNF345,760,969
VPS41_2565.123,VPS41,1587,1554
SRCAP_H_e28_170.10,SRCAP,695,33
VPS8_4287.107,VPS8,768,661
ZBTB48_BTB16119_E1_2067.32,ZBTB48,542,595
RNF34_1122.67,RNF34,1019,992
LGMN_1302.22,LGMN,1972,1648
RNF219_2181.172,RNF219,1278,1392
FOXJ3_E4_75.1,FOXJ3,917,910
DNAJC1_E12_33.0,DNAJC1,1922,2641
DNAJC1_SANT2_E12_36.0,DNAJC1,1922,2641
PDZRN3_3201.6,PDZRN3,518,472
PRPF8_7008.373,PRPF8,988,92
HOXB9_E2_177.5,HOXB9,601,259
ZFP42_E4_330.5,ZFP42,941,1075
NAALAD2_2223.13,NAALAD2,2019,3051
PRKAA1_PKc_E3_94.7,PRKAA1,511,441
RPS6KA6_PKc2_E20_118,RPS6KA6,762,615
ZNF880_E4_1221.59,ZNF880,2144,2614
ETV5_E12_102.5,ETV5,1412,3118
ZNF703_E2_91.11,ZNF703,712,966
KLK4_765.11,KLK4,1093,1243
TULP2_E13_113.2,TULP2,951,743
KLHL7_BTB34140_E1_501.7,KLHL7,943,531
SOX9_E1_122.6,SOX9,258,140
ZNF521_E4_276.7,ZNF521,1744,1712
NPAS3_E3_174.0,NPAS3,736,706
ZFP62_E2_2208.10,ZFP62,459,478
FOLH1B_1329.19,FOLH1B,697,790
CHD8_Chromo_E9_84.8,CHD8,788,799
RNF207_1905.310,RNF207,384,235
CLK1_PKc_E4_40,CLK1,308,230
JAK2_PKc2_E24_114.2,JAK2,338,752
ANAPC10_1,ANAPC10,193,162
UCHL1_672.7,UCHL1,1712,1699
UCHL1_672.7,UCHL1,1712,441
UCHL1_672.7,UCHL1,283,1699
UCHL1_672.7,UCHL1,283,441
ZNF527_E5_831.56,ZNF527,1992,2527
SRF_E1_90.0,SRF,2124,443
ZNF429_E4_1188.90,ZNF429,2727,4929
MAP2K3_PKc_E8_128.12,MAP2K3,807,357
ADAM23_2499.64,ADAM23,1733,1607
TFEB_E8_76.2,TFEB,1869,1072
ZNF548_E4_834.46,ZNF548,1709,1960
PHF14_Phd1_E5_86.1,PHF14,987,1211
KMT2A_ePhd_E22_156.7,KMT2A,538,235
ACVRL1_PKc_E8_198.4,ACVRL1,808,689
RFX3_E7_182.14,RFX3,1430,2073
NO66_e1_980.162,NO66,1104,804
ZNF362_E6_224.28,ZNF362,947,604
HDAC1_e4_75.0,HDAC1,956,420
SEC11A_558.25,SEC11A,1911,2168
SEC11A_115.4,SEC11A,1911,2168
PEX12_1080.48,PEX12,487,463
IRX1_E2_165.0,IRX1,1018,793
CUL4B_2742.53,CUL4B,630,1282
PHF7_ePhd_E6_125.13,PHF7,1772,1489
PHF7_1146.127,PHF7,1772,1489
KCNA2_BTB35126_E1_1500.16,KCNA2,758,866
MARK4_PKc_E6_71.4,MARK4,1788,1504
UBE3A_2628.56,UBE3A,1211,1269
MBTPS2_1560.8,MBTPS2,1712,630
CBX1_Chromo_E3_67.4,CBX1,757,475
ZKSCAN1_E6_555.59,ZKSCAN1,1930,1677
TFCP2_E4_106.0,TFCP2,2177,1518
ZNF493_E4_1086.37,ZNF493,1576,1380
CEBPZ_E3_232.1,CEBPZ,882,110
FANCL_1143.53,FANCL,1516,1920
ZMPSTE24_142.1,ZMPSTE24,1081,1169
RFWD2_2124.58,RFWD2,1537,1803
DCLK1_PKc_E10_120.4,DCLK1,1026,1294
TDRD7_tudor707752_E1_3297.99,TDRD7,1296,1718
PIAS4_1533.37,PIAS4,1029,1409
TEK_PKc_E16_111,TEK,1108,1330
UBE2NL_462.29,UBE2NL,672,907
MAP3K11_PKc_E1_403.77,MAP3K11,621,362
JDP2_E3_63.6,JDP2,1359,1399
ZKSCAN3_E7_573.15,ZKSCAN3,1849,1910
HUWE1_13125.19,HUWE1,1542,1162
FBXL2_1272.68,FBXL2,980,763
ETV3_E3_185.25,ETV3,1605,1157
ADAMTS15_2853.88,ADAMTS15,1015,860
KMT2D_Phd3_E15_105.8,KMT2D,1364,368
KMT2D_16614.2879,KMT2D,1364,368
DCST1_2121.177,DCST1,267,134
CLOCK_e22_203.5,CLOCK,921,690
EZH2_SANT_E6_125.4,EZH2,975,805
SHPRH_Phd_E9_141.1,SHPRH,1694,2451
CBL_2721.92,CBL,1060,1118
PAK4_PKc_E10_153.1,PAK4,802,822
NEURL1B_1668.323,NEURL1B,722,613
ZNF775_E3_1254.202,ZNF775,742,735
ZNF836_E5_2079.103,ZNF836,804,1007
MAZ_E2_78.0,MAZ,1265,1087
PSMA1_810.61,PSMA1,2014,2142
UBE4B_3909.177,UBE4B,636,277
MAP4K4_PKc_E3_57,MAP4K4,512,582
CDRT1_3,CDRT1,550,284
ZNF90_E4_912.20,ZNF90,1501,1813
BAZ1A_BD_e25_118.4,BAZ1A,1205,1099
DYRK4_PKc_E5_137,DYRK4,766,598
MAPK15_PKc_E7_140.25,MAPK15,258,280
THAP3_E2_190.4,THAP3,750,308
UBOX5_1626.122,UBOX5,767,791
F7_1401.96,F7,1144,817
RAX2_E2_135.13,RAX2,1206,1634
HECTD3_2586.82,HECTD3,736,854
EBF1_E1_32.0,EBF1,1583,1425
PDZRN3_3201.111,PDZRN3,1521,1268
PAK3_PKc_E11_113.2,PAK3,859,934
ZNF684_E5_660.52,ZNF684,1408,1295
SPOP_BTB190297_E1_1125.41,SPOP,717,238
CDC7_PKc_E3_34,CDC7,355,356
OVCH1_3405.279,OVCH1,1454,1774
L3MBTL2_MBT183283_E1_2118.76,L3MBTL2,677,447
ZNF610_E6_735.18,ZNF610,2037,1986
RAPSN_1239.134,RAPSN,762,652
RNF139_1995.99,RNF139,1060,895
KBTBD11_BTB141225_E1_1872.79,KBTBD11,862,1081
FEV_E3_249.28,FEV,162,187
MORC3_CW408446_E1_2820.63,MORC3,502,538
BRD1_PWWP_E11_60.3,BRD1,911,850
TRIM52_894.132,TRIM52,1002,919
ZNF683_E5_129.13,ZNF683,1134,1176
MMP17_1812.57,MMP17,1016,790
LCOR_E8_132.10,LCOR,2509,2293
RNF185_579.90,RNF185,534,550
JUN_E1_162.9,JUN,401,569
ZNF449_E5_573.11,ZNF449,567,704
GRHL1_E7_112.6,GRHL1,791,859
ZNF134_E3_1116.84,ZNF134,1351,2123
SIX4_E1_165.8,SIX4,343,319
RNF125_699.9,RNF125,485,446
FBXO42_2154.17,FBXO42,975,841
HTRA4_1431.136,HTRA4,1029,1050
RC3H1_3405.423,RC3H1,1483,1433
FOXD3_E1_234.31,FOXD3,1063,734
ASCL1_E1_126.14,ASCL1,1074,738
NR1H2_E5_274.9,NR1H2,1796,1122
NR5A1_E4_71.14,NR5A1,1038,625
HES2_E2_96.3,HES2,1245,872
ZNF35_E4_834.61,ZNF35,1570,1705
TTBK2_PKc_E6_105.4,TTBK2,1030,1319
PHF3_Phd_E6_118.3,PHF3,368,685
PCSK9_2079.38,PCSK9,781,504
GTF3C4_e4_89.5,GTF3C4,856,309
ZNF607_E5_1227.109,ZNF607,1438,1819
UBE2B_459.37,UBE2B,573,414
GRHL3_E10_60.0,GRHL3,1198,868
SEC11A_558.23,SEC11A,2560,2553
SEC11A_115.2,SEC11A,2560,2553
FBXL20_1311.110,FBXL20,1206,1801
CPD_4143.362,CPD,283,176
PRKDC_PKc_E79_221.1,PRKDC,726,170
CEBPD_E1_132.6,CEBPD,598,477
UBE2T_594.52,UBE2T,403,283
L3MBTL2_MBT511604_E1_2118.244,L3MBTL2,720,810
ZNF302_E6_495.22,ZNF302,1320,1892
ZNF215_E7_402.16,ZNF215,1515,1520
CHD3_D_e16_138.12,CHD3,1502,1476
ZSCAN32_E7_555.69,ZSCAN32,222,287
CTSF_1455.108,CTSF,955,940
PROX2_E4_168.3,PROX2,1634,1493
PSMB5_792.77,PSMB5,942,166
MKRN1_1449.70,MKRN1,795,622
CBLB_2949.21,CBLB,709,997
USP16_2472.9,USP16,739,563
UBR2_5268.156,UBR2,985,790
ZNF70_E2_915.104,ZNF70,855,800
ZNF800_E4_81.1,ZNF800,1012,1391
ZNF586_E3_495.16,ZNF586,1187,1491
SMURF2_2247.133,SMURF2,595,296
ASB1_1008.164,ASB1,356,512
BRPF1_PWWP10891204_E1_3663.315,BRPF1,1225,1531
HOXB6_E4_177.6,HOXB6,780,483
GBX2_E2_177.17,GBX2,633,735
PCGF5_771.51,PCGF5,529,490
BRPF1_ePhd_E3_363.14,BRPF1,589,766
ONECUT2_E2_165.5,ONECUT2,567,530
ZNF785_E3_495.75,ZNF785,1815,1108
ING3_Phd_E10_193.4,ING3,1188,499
NEDD4_3960.142,NEDD4,867,954
USP37_2940.129,USP37,1321,187
DCAF1_17,DCAF1,1141,217
KCTD6_BTB14102_E1_714.78,KCTD6,898,748
SETD5_e11_110.1,SETD5,2620,1198
SMNDC1_tudor76124_E1_717.42,SMNDC1,1182,380
PBRM1_Bah9571049_E1_4749.371,PBRM1,513,475
PATZ1_E1_392.29,PATZ1,222,289
HERC1_14586.617,HERC1,2045,2762
MID2_2208.6,MID2,537,559
ASB15_1767.136,ASB15,1588,1358
L3MBTL4_MBT273364_E1_1872.7,L3MBTL4,1089,782
DBP_E4_159.8,DBP,1130,1155
C1RL_1464.1,C1RL,1147,1082
ZNF669_E4_498.9,ZNF669,1378,1067
RNF115_915.69,RNF115,739,640
FBXW9_15,FBXW9,953,617
ASB4_1281.152,ASB4,833,728
EBF4_E9_105.9,EBF4,224,188
FBXL22_5,FBXL22,558,426
TAF1_e15_201.1,TAF1,1458,606
RNF14_1425.66,RNF14,1342,1386
NCOR1_SANT_E12_41.0,NCOR1,1684,984
GATAD2B_E7_199.8,GATAD2B,1732,1578
RNF145_2082.146,RNF145,1721,1275
POU4F2_E2_177.9,POU4F2,1011,1005
TRIML1_1407.188,TRIML1,843,1108
MLL5_e11_105.4,MLL5,1543,1534
EZH2_SANT_E5_150.1,EZH2,1118,1875
ELK1_E3_198.21,ELK1,1011,1331
USP6_174.8,USP6,2461,2214
KMT2D_ePhd2_E49_321.31,KMT2D,292,112
PAX2_E3_198.22,PAX2,792,1172
FBXO38_2,FBXO38,964,919
USP16_2472.102,USP16,641,597
MIER2_SANT_E10_84.0,MIER2,1190,1151
SPIN2A_Spinlin129177_E1_777.33,SPIN2A,606,601
RNF144A_879.70,RNF144A,1344,1401
SUV39H2_Chromo_E3_102.0,SUV39H2,351,737
USP46_1101.55,USP46,742,1002
MARK2_PKc_E7_57,MARK2,481,663
ZNF660_E3_825.59,ZNF660,934,1323
HECTD4_12855.1461,HECTD4,670,427
PRMT8_e5_143.13,PRMT8,2320,2397
RPS6KA3_PKc2_E18_162.2,RPS6KA3,940,763
TRIM3_2235.372,TRIM3,1030,1646
STKLD1_PKc_E2_87,STKLD1,721,529
WEE2_PKc_E5_122.8,WEE2,765,811
LMLN_2079.229,LMLN,1128,722
TRPM7_PKc_E36_206.12,TRPM7,808,254
ZNF219_E4_63.0,ZNF219,4272,4289
NR2E3_E2_127.12,NR2E3,1168,1039
FBXO41_2628.313,FBXO41,461,351
PIAS1_1956.91,PIAS1,418,211
ZNF625_E4_396.20,ZNF625,955,1102
PIM2_PKc_E2_81.8,PIM2,283,221
OTX2_E2_135.1,OTX2,893,630
PEX10_1041.128,PEX10,502,321
CDKL4_PKc_E5_198.19,CDKL4,593,385
HUWE1_13125.225,HUWE1,2218,1006
USP49_1923.101,USP49,817,1359
DUXA_E4_146.9,DUXA,973,746
RNF150_1317.137,RNF150,594,486
RARG_E5_142.8,RARG,1109,926
ZBTB24_E3_168.16,ZBTB24,1302,1486
NEUROD1_E2_177.1,NEUROD1,877,529
CASP2_939.41,CASP2,1723,1187
SPEG_PKc1_E22_201.35,SPEG,707,540
TRAF5_1674.134,TRAF5,1051,1266
FBXO25_7,FBXO25,994,1394
BRWD1_BD2_e36_153.0,BRWD1,1609,2130
BRWD1_6963.204,BRWD1,1609,2130
RNF216_2772.211,RNF216,820,700
MAST1_PKc_E15_166.27,MAST1,505,760
EAF2_E3_137.5,EAF2,949,1322
TRIM27_1373.221,TRIM27,1276,882
PSEN2_1347.108,PSEN2,699,632
MAK_PKc_E5_80.2,MAK,229,526
DMTF1_SANT2_E13_175.7,DMTF1,497,563
DAPK3_PKc_E4_130.4,DAPK3,319,239
ZFPL1_933.83,ZFPL1,580,415
DCAF1_9,DCAF1,555,367
DLX5_E2_129.2,DLX5,959,1155
TCF23_E2_150.6,TCF23,788,1017
DOT1L_e8_56.1,DOT1L,1187,1011
RNF182_744.5,RNF182,923,1130
ZFP14_E5_1077.70,ZFP14,1725,1620
PHF11_Phd_E3_84.1,PHF11,405,435
CDK11A_PKc_E14_106.1,CDK11A,292,452
UBE2G2_498.30,UBE2G2,876,847
ZNF223_E5_498.24,ZNF223,972,1303
ZNF222_E4_483.30,ZNF222,1028,1153
RNF122_468.9,RNF122,954,1042
SHH_1389.85,SHH,1577,752
BSX_E2_129.11,BSX,660,856
PRKCZ_PKc_E9_171.8,PRKCZ,493,639
INSR_PKc_E20_130.4,INSR,366,370
NR3C1_E5_103.2,NR3C1,1197,1253
LMX1B_E5_78.4,LMX1B,687,429
RFX1_E4_49.2,RFX1,2091,1492
NKX3_1_E2_177.21,NKX3,775,923
DSTYK_PKc_E12_135,DSTYK,563,756
RNF144B_912.88,RNF144B,514,407
FOSL1_E4_78.2,FOSL1,3077,367
PSMA3_768.16,PSMA3,1662,1477
RNF126_936.183,RNF126,799,580
PAX6_E7_36.0,PAX6,853,845
ZNF563_E4_579.26,ZNF563,1953,2453
PSKH1_PKc_E2_672.3,PSKH1,239,160
FOXE3_E1_234.5,FOXE3,617,493
OMA1_1575.72,OMA1,1567,1743
ZSCAN32_E7_555.31,ZSCAN32,650,722
MORC3_CW408446_E1_2820.171,MORC3,419,449
ZNF506_E4_579.37,ZNF506,324,408
neg66,neg66,2351,2957
DESI1_507.1,DESI1,1740,1312
ZNF639_E7_747.28,ZNF639,3872,2963
SMURF2_2247.154,SMURF2,551,375
DCAF5_2829.440,DCAF5,715,552
MSL2_1734.74,MSL2,1279,1130
KMT2D_Phd3_E15_105.4,KMT2D,1049,672
IRF2BPL_2391.214,IRF2BPL,1431,1539
JARID2_E8_182.2,JARID2,1286,1451
HOXB7_E2_177.0,HOXB7,1200,592
FBXO40_14,FBXO40,1303,1032
TRIM32_1962.275,TRIM32,103,92
ZNF432_E5_1392.61,ZNF432,1933,2543
