sgRNA,Gene,Snu-1_clone_24_D=0,Snu-1_clone_24_D=10
AAK1_PKc_E2_40.1,AAK1,525,553
AAK1_PKc_E3_119.6,AAK1,209,129
AAK1_PKc_E4_109.3,AAK1,252,371
AAK1_PKc_E5_143.1,AAK1,322,252
AAK1_PKc_E6_122,AAK1,453,163
AAK1_PKc_E7_82.6,AAK1,343,482
AATK_PKc_E4_36,AATK,201,77
AATK_PKc_E5_119.11,AATK,438,254
AATK_PKc_E6_88.9,AATK,672,336
AATK_PKc_E7_134.11,AATK,260,363
AATK_PKc_E8_85.7,AATK,618,362
AATK_PKc_E9_122.1,AATK,564,161
ABL1_PKc_E4_120.11,ABL1,407,271
ABL1_PKc_E5_85,ABL1,1004,699
ABL1_PKc_E6_178.11,ABL1,518,382
ABL1_PKc_E7_185.15,ABL1,696,383
ABL1_PKc_E8_153.18,ABL1,1007,830
ABL1_PKc_E9_68,ABL1,801,506
ABL2_PKc_E10_68.4,ABL2,332,277
ABL2_PKc_E5_120.8,ABL2,120,120
ABL2_PKc_E6_85.1,ABL2,356,300
ABL2_PKc_E7_178.9,ABL2,366,441
ABL2_PKc_E8_185,ABL2,261,384
ABL2_PKc_E9_153.7,ABL2,748,1046
ACVR1_PKc_E10_131,ACVR1,610,708
ACVR1_PKc_E11_102.2,ACVR1,586,745
ACVR1_PKc_E6_40,ACVR1,484,661
ACVR1_PKc_E7_147.15,ACVR1,588,527
ACVR1_PKc_E8_276.19,ACVR1,125,163
ACVR1_PKc_E9_198.4,ACVR1,284,263
ACVR1B_PKc_E10_102.5,ACVR1B,272,277
ACVR1B_PKc_E4_193.4,ACVR1B,452,550
ACVR1B_PKc_E5_123.4,ACVR1B,712,784
ACVR1B_PKc_E6_168.13,ACVR1B,848,635
ACVR1B_PKc_E7_157.5,ACVR1B,596,445
ACVR1B_PKc_E9_131.14,ACVR1B,350,181
ACVR1C_PKc_E4_193.16,ACVR1C,470,510
ACVR1C_PKc_E5_168.6,ACVR1C,464,373
ACVR1C_PKc_E6_157.1,ACVR1C,405,499
ACVR1C_PKc_E7_125.7,ACVR1C,287,405
ACVR1C_PKc_E8_131.1,ACVR1C,767,975
ACVR1C_PKc_E9_102.6,ACVR1C,988,1128
ACVR2A_PKc_E10_131.1,ACVR2A,873,540
ACVR2A_PKc_E5_87.3,ACVR2A,240,416
ACVR2A_PKc_E6_144,ACVR2A,134,201
ACVR2A_PKc_E7_146.12,ACVR2A,340,418
ACVR2A_PKc_E8_115.6,ACVR2A,931,802
ACVR2A_PKc_E9_139.9,ACVR2A,623,589
ACVRL1_PKc_E6_147.3,ACVRL1,448,1128
ACVRL1_PKc_E6_147.8,ACVRL1,589,432
ACVRL1_PKc_E8_198.28,ACVRL1,200,247
ACVRL1_PKc_E8_198.4,ACVRL1,680,646
ACVRL1_PKc_E9_131,ACVRL1,252,258
ACVRL1_PKc_E9_131.6,ACVRL1,549,320
ADCK1_PKc_E5_159.11,ADCK1,422,409
ADCK1_PKc_E5_159.31,ADCK1,385,273
ADCK1_PKc_E6_159.6,ADCK1,328,367
ADCK1_PKc_E7_117.13,ADCK1,393,444
ADCK1_PKc_E8_150.18,ADCK1,537,820
ADCK1_PKc_E9_99.4,ADCK1,781,1172
ADCK2_PKc_E1_534.7,ADCK2,276,157
ADCK2_PKc_E3_129.17,ADCK2,572,776
ADCK2_PKc_E4_96.5,ADCK2,336,377
ADCK2_PKc_E6_129.2,ADCK2,136,256
ADCK2_PKc_E7_54,ADCK2,801,978
ADCK2_PKc_E8_114.6,ADCK2,380,544
ADCK3_PKc_E10_94.9,ADCK3,427,535
ADCK3_PKc_E11_142.6,ADCK3,511,352
ADCK3_PKc_E12_108.8,ADCK3,527,455
ADCK3_PKc_E13_66.1,ADCK3,368,432
ADCK3_PKc_E8_141.23,ADCK3,390,368
ADCK3_PKc_E9_82.2,ADCK3,1058,715
ADCK4_PKc_E10_94.6,ADCK4,243,129
ADCK4_PKc_E12_108.1,ADCK4,240,123
ADCK4_PKc_E13_66.2,ADCK4,667,675
ADCK4_PKc_E14_87.6,ADCK4,725,731
ADCK4_PKc_E8_141.12,ADCK4,504,418
ADCK4_PKc_E9_82.4,ADCK4,330,301
ADCK5_PKc_E10_82.1,ADCK5,464,526
ADCK5_PKc_E11_79.1,ADCK5,601,325
ADCK5_PKc_E12_52.5,ADCK5,296,196
ADCK5_PKc_E7_114.17,ADCK5,671,526
ADCK5_PKc_E8_132.7,ADCK5,801,354
ADCK5_PKc_E9_84.2,ADCK5,537,343
ADRBK1_PKc_E10_79.2,ADRBK1,659,560
ADRBK1_PKc_E11_131.9,ADRBK1,469,303
ADRBK1_PKc_E12_95.3,ADRBK1,429,213
ADRBK1_PKc_E13_108.17,ADRBK1,996,1125
ADRBK1_PKc_E8_80.4,ADRBK1,134,263
ADRBK1_PKc_E9_100.8,ADRBK1,602,662
ADRBK2_PKc_E10_79.5,ADRBK2,94,85
ADRBK2_PKc_E11_131.8,ADRBK2,569,658
ADRBK2_PKc_E12_95.1,ADRBK2,780,797
ADRBK2_PKc_E13_108.5,ADRBK2,480,524
ADRBK2_PKc_E8_92.2,ADRBK2,280,415
ADRBK2_PKc_E9_100.2,ADRBK2,701,869
AK1_PKc_E3_28,AK1,663,444
AK1_PKc_E3_28.1,AK1,371,178
AK1_PKc_E4_164.19,AK1,697,748
AK1_PKc_E4_164.27,AK1,1125,889
AK1_PKc_E5_117.13,AK1,380,252
AK1_PKc_E5_117.2,AK1,349,101
AK2_PKc_E6_159,AK2,577,516
AK2_PKc_E6_159.16,AK2,492,356
AK2_PKc_E6_159.17,AK2,236,198
AK2_PKc_E6_159.19,AK2,651,496
AK2_PKc_E6_159.21,AK2,404,77
AK2_PKc_E6_159.6,AK2,5,8
AK3_PKc_E1_127.14,AK3,630,445
AK3_PKc_E1_127.18,AK3,206,292
AK3_PKc_E2_120.3,AK3,702,1145
AK3_PKc_E3_173.2,AK3,550,651
AK3_PKc_E4_119.7,AK3,471,379
AK3_PKc_E5_40,AK3,203,129
AKT1_PKc_E10_129.13,AKT1,503,564
AKT1_PKc_E5_66.5,AKT1,248,441
AKT1_PKc_E6_132.15,AKT1,356,226
AKT1_PKc_E7_66.3,AKT1,304,316
AKT1_PKc_E8_69.2,AKT1,661,392
AKT1_PKc_E9_126.3,AKT1,408,196
AKT2_PKc_E10_129.1,AKT2,282,260
AKT2_PKc_E11_215.3,AKT2,175,205
AKT2_PKc_E6_120.14,AKT2,330,189
AKT2_PKc_E7_66.3,AKT2,188,113
AKT2_PKc_E8_69.8,AKT2,1103,479
AKT2_PKc_E9_123.8,AKT2,485,171
AKT3_PKc_E10_215.1,AKT3,186,227
AKT3_PKc_E4_36,AKT3,453,303
AKT3_PKc_E5_132.2,AKT3,687,664
AKT3_PKc_E7_69.7,AKT3,1114,1251
AKT3_PKc_E8_123.3,AKT3,794,536
AKT3_PKc_E9_129.5,AKT3,438,309
ALK_PKc_E20_35,ALK,540,672
ALK_PKc_E21_91.12,ALK,120,388
ALK_PKc_E22_65.1,ALK,360,169
ALK_PKc_E23_130,ALK,1061,1919
ALK_PKc_E24_98.8,ALK,709,652
ALK_PKc_E25_93.7,ALK,855,662
AMHR2_PKc_E10_137.5,AMHR2,731,664
AMHR2_PKc_E11_108.5,AMHR2,607,968
AMHR2_PKc_E6_231.14,AMHR2,311,53
AMHR2_PKc_E7_115.1,AMHR2,801,461
AMHR2_PKc_E8_173.31,AMHR2,921,1113
AMHR2_PKc_E9_148.14,AMHR2,264,292
ANKK1_PKc_E1_113.15,ANKK1,365,484
ANKK1_PKc_E1_113.4,ANKK1,1149,1868
ANKK1_PKc_E2_295.2,ANKK1,513,706
ANKK1_PKc_E3_152.22,ANKK1,444,490
ANKK1_PKc_E5_156.2,ANKK1,292,217
ANKK1_PKc_E6_41,ANKK1,466,703
ARAF_PKc_E10_152.4,ARAF,679,534
ARAF_PKc_E10_152.5,ARAF,376,530
ARAF_PKc_E11_177.1,ARAF,200,226
ARAF_PKc_E11_177.9,ARAF,364,175
ARAF_PKc_E12_47,ARAF,492,339
ARAF_PKc_E14_132.7,ARAF,1102,1216
ATM_PKc_E60_115.5,ATM,441,700
ATM_PKc_E60_115.6,ATM,175,608
ATM_PKc_E61_64,ATM,208,535
ATM_PKc_E61_64.1,ATM,341,812
ATM_PKc_E62_36,ATM,635,1332
ATM_PKc_E62_36.1,ATM,289,725
ATR_PKc_E41_144.3,ATR,259,10
ATR_PKc_E42_151.4,ATR,803,26
ATR_PKc_E43_157.9,ATR,750,31
ATR_PKc_E44_154.6,ATR,325,1
ATR_PKc_E45_152,ATR,352,7
ATR_PKc_E46_46.1,ATR,563,19
AURKA_PKc_E10_175.19,AURKA,602,92
AURKA_PKc_E7_188.1,AURKA,584,3
AURKA_PKc_E7_188.1,AURKA,259,8
AURKA_PKc_E8_139,AURKA,327,54
AURKA_PKc_E8_139.6,AURKA,480,272
AURKA_PKc_E9_149.6,AURKA,442,853
AURKB_PKc_E5_191.1,AURKB,607,34
AURKB_PKc_E5_191.2,AURKB,313,13
AURKB_PKc_E6_139.5,AURKB,479,29
AURKB_PKc_E7_149.8,AURKB,726,1089
AURKB_PKc_E8_175.4,AURKB,348,2
AURKB_PKc_E9_156.14,AURKB,642,38
AURKC_PKc_E3_191.2,AURKC,383,449
AURKC_PKc_E3_191.21,AURKC,165,114
AURKC_PKc_E4_139.1,AURKC,545,539
AURKC_PKc_E5_149.13,AURKC,135,130
AURKC_PKc_E6_175.14,AURKC,401,348
AURKC_PKc_E7_156.13,AURKC,374,511
AXL_PKc_E13_31,AXL,239,77
AXL_PKc_E14_78.7,AXL,409,418
AXL_PKc_E15_93.5,AXL,649,456
AXL_PKc_E16_122.7,AXL,384,201
AXL_PKc_E17_110.5,AXL,231,314
AXL_PKc_E18_160.14,AXL,594,663
BCR_PKc_E1_1278.13,BCR,149,176
BCR_PKc_E1_1278.203,BCR,181,279
BCR_PKc_E1_1278.242,BCR,429,362
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,187,249
BCR_PKc_E1_1278.96,BCR,723,523
BLK_PKc_E10_77.4,BLK,576,661
BLK_PKc_E11_151.13,BLK,257,212
BLK_PKc_E12_132.4,BLK,410,413
BLK_PKc_E13_176.19,BLK,385,466
BLK_PKc_E8_76.7,BLK,236,302
BLK_PKc_E9_180.11,BLK,616,421
BMP2K_PKc_E1_40.1,BMP2K,576,442
BMP2K_PKc_E2_119.7,BMP2K,229,278
BMP2K_PKc_E3_106.5,BMP2K,306,307
BMP2K_PKc_E4_143.5,BMP2K,622,485
BMP2K_PKc_E5_122.2,BMP2K,657,545
BMP2K_PKc_E6_82.7,BMP2K,303,193
BMPR1A_PKc_E10_298,BMPR1A,201,69
BMPR1A_PKc_E10_298.1,BMPR1A,783,450
BMPR1A_PKc_E11_176.18,BMPR1A,282,53
BMPR1A_PKc_E11_176.4,BMPR1A,660,344
BMPR1A_PKc_E13_99.2,BMPR1A,190,258
BMPR1A_PKc_E13_99.3,BMPR1A,315,256
BMPR1B_PKc_E10_131.6,BMPR1B,888,607
BMPR1B_PKc_E11_123.7,BMPR1B,668,374
BMPR1B_PKc_E7_187.11,BMPR1B,419,208
BMPR1B_PKc_E7_187.4,BMPR1B,382,316
BMPR1B_PKc_E8_298.19,BMPR1B,708,1081
BMPR1B_PKc_E9_176,BMPR1B,954,615
BMPR2_PKc_E10_137.6,BMPR2,623,315
BMPR2_PKc_E11_99.2,BMPR2,592,431
BMPR2_PKc_E6_231,BMPR2,512,566
BMPR2_PKc_E6_231.14,BMPR2,90,130
BMPR2_PKc_E7_115.4,BMPR2,756,509
BMPR2_PKc_E7_115.6,BMPR2,459,355
BRAF_PKc_E12_85.2,BRAF,475,474
BRAF_PKc_E13_177.6,BRAF,482,179
BRAF_PKc_E14_47.1,BRAF,965,987
BRAF_PKc_E15_119.2,BRAF,697,572
BRAF_PKc_E16_132.5,BRAF,415,669
BRAF_PKc_E17_135,BRAF,180,212
BRSK1_PKc_E1_43.4,BRSK1,461,457
BRSK1_PKc_E2_95.4,BRSK1,587,582
BRSK1_PKc_E3_86,BRSK1,320,394
BRSK1_PKc_E4_141.5,BRSK1,252,322
BRSK1_PKc_E5_117.2,BRSK1,356,229
BRSK1_PKc_E6_34,BRSK1,289,211
BRSK2_PKc_E1_43.7,BRSK2,227,243
BRSK2_PKc_E2_95.4,BRSK2,320,506
BRSK2_PKc_E3_86.2,BRSK2,346,539
BRSK2_PKc_E4_141.11,BRSK2,144,247
BRSK2_PKc_E5_117.9,BRSK2,327,576
BRSK2_PKc_E6_34.3,BRSK2,727,644
BTK_PKc_E14_161.16,BTK,665,781
BTK_PKc_E15_217.14,BTK,895,637
BTK_PKc_E16_65,BTK,515,627
BTK_PKc_E17_119.1,BTK,486,452
BTK_PKc_E18_158.4,BTK,850,1006
BTK_PKc_E19_48,BTK,78,168
BUB1_PKc_E20_108.7,BUB1,278,650
BUB1_PKc_E21_162.7,BUB1,279,1
BUB1_PKc_E22_158.8,BUB1,1026,447
BUB1_PKc_E23_172.2,BUB1,688,217
BUB1_PKc_E24_107,BUB1,706,11
BUB1_PKc_E25_157.4,BUB1,792,12
BUB1B_PKc_E17_37,BUB1B,771,194
BUB1B_PKc_E18_101.2,BUB1B,301,2
BUB1B_PKc_E19_150.8,BUB1B,323,4
BUB1B_PKc_E20_143.5,BUB1B,556,538
BUB1B_PKc_E21_172.12,BUB1B,768,38
BUB1B_PKc_E22_107.9,BUB1B,940,34
CAMK1_PKc_E2_38,CAMK1,429,298
CAMK1_PKc_E3_132.17,CAMK1,299,131
CAMK1_PKc_E4_75.9,CAMK1,1069,1330
CAMK1_PKc_E5_139,CAMK1,308,208
CAMK1_PKc_E6_127.1,CAMK1,1134,798
CAMK1_PKc_E7_76.4,CAMK1,692,439
CAMK1D_PKc_E1_59,CAMK1D,591,851
CAMK1D_PKc_E2_132.3,CAMK1D,124,292
CAMK1D_PKc_E3_75.1,CAMK1D,922,1378
CAMK1D_PKc_E4_139.1,CAMK1D,314,153
CAMK1D_PKc_E5_127.8,CAMK1D,871,696
CAMK1D_PKc_E6_76.2,CAMK1D,661,563
CAMK1G_PKc_E10_82,CAMK1G,1030,1304
CAMK1G_PKc_E10_82.8,CAMK1G,200,289
CAMK1G_PKc_E2_38,CAMK1G,285,449
CAMK1G_PKc_E2_38.1,CAMK1G,314,784
CAMK1G_PKc_E3_129.2,CAMK1G,599,525
CAMK1G_PKc_E3_129.8,CAMK1G,108,74
CAMK2A_PKc_E2_95,CAMK2A,305,233
CAMK2A_PKc_E3_60,CAMK2A,509,578
CAMK2A_PKc_E4_55.3,CAMK2A,1430,1684
CAMK2A_PKc_E5_66.6,CAMK2A,457,356
CAMK2A_PKc_E6_73.3,CAMK2A,1254,1032
CAMK2A_PKc_E7_103.16,CAMK2A,710,931
CAMK2B_PKc_E1_32,CAMK2B,533,664
CAMK2B_PKc_E2_95.3,CAMK2B,580,521
CAMK2B_PKc_E3_60.2,CAMK2B,507,351
CAMK2B_PKc_E4_55,CAMK2B,769,1081
CAMK2B_PKc_E5_66.1,CAMK2B,353,518
CAMK2B_PKc_E6_73.6,CAMK2B,864,943
CAMK2D_PKc_E1_32,CAMK2D,536,510
CAMK2D_PKc_E2_95.4,CAMK2D,654,763
CAMK2D_PKc_E3_60,CAMK2D,120,325
CAMK2D_PKc_E4_55.2,CAMK2D,618,738
CAMK2D_PKc_E5_66,CAMK2D,225,167
CAMK2D_PKc_E6_73.1,CAMK2D,313,356
CAMK2G_PKc_E1_32.1,CAMK2G,384,222
CAMK2G_PKc_E2_95.4,CAMK2G,421,432
CAMK2G_PKc_E3_60.2,CAMK2G,98,215
CAMK2G_PKc_E4_55.3,CAMK2G,615,592
CAMK2G_PKc_E5_66.2,CAMK2G,307,109
CAMK2G_PKc_E6_73.1,CAMK2G,598,376
CAMK4_PKc_E1_38.2,CAMK4,354,498
CAMK4_PKc_E2_79.4,CAMK4,174,247
CAMK4_PKc_E3_63,CAMK4,273,455
CAMK4_PKc_E4_83.1,CAMK4,862,731
CAMK4_PKc_E5_73.1,CAMK4,483,419
CAMK4_PKc_E6_91.4,CAMK4,462,584
CAMKK1_PKc_E3_30,CAMKK1,684,1077
CAMKK1_PKc_E4_54.2,CAMKK1,575,435
CAMKK1_PKc_E5_52,CAMKK1,351,355
CAMKK1_PKc_E6_134.7,CAMKK1,335,524
CAMKK1_PKc_E7_37,CAMKK1,610,535
CAMKK1_PKc_E9_89.4,CAMKK1,1116,1072
CAMKK2_PKc_E3_36,CAMKK2,926,927
CAMKK2_PKc_E4_54,CAMKK2,958,909
CAMKK2_PKc_E5_52.1,CAMKK2,235,141
CAMKK2_PKc_E6_134.7,CAMKK2,176,210
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,292,310
CAMKV_PKc_E3_132.12,CAMKV,437,323
CAMKV_PKc_E3_132.8,CAMKV,339,209
CAMKV_PKc_E4_75.2,CAMKV,348,133
CAMKV_PKc_E4_75.5,CAMKV,691,546
CAMKV_PKc_E5_139.14,CAMKV,634,352
CAMKV_PKc_E6_121.12,CAMKV,800,779
CASK_PKc_E3_106,CASK,683,752
CASK_PKc_E3_106.2,CASK,412,355
CASK_PKc_E5_73,CASK,889,1108
CASK_PKc_E5_73.1,CASK,174,114
CASK_PKc_E6_103.2,CASK,434,432
CASK_PKc_E8_123.4,CASK,727,542
CDC42BPA_PKc_E1_169.4,CDC42BPA,700,563
CDC42BPA_PKc_E2_92.2,CDC42BPA,181,317
CDC42BPA_PKc_E3_84,CDC42BPA,253,340
CDC42BPA_PKc_E4_96,CDC42BPA,378,625
CDC42BPA_PKc_E5_149.8,CDC42BPA,619,509
CDC42BPA_PKc_E6_94.3,CDC42BPA,754,794
CDC42BPB_PKc_E1_169.12,CDC42BPB,594,578
CDC42BPB_PKc_E2_92.2,CDC42BPB,625,279
CDC42BPB_PKc_E3_84.2,CDC42BPB,616,665
CDC42BPB_PKc_E4_96.3,CDC42BPB,289,293
CDC42BPB_PKc_E5_149.5,CDC42BPB,87,80
CDC42BPB_PKc_E6_94.2,CDC42BPB,226,149
CDC42BPG_PKc_E2_48.1,CDC42BPG,409,292
CDC42BPG_PKc_E3_84.3,CDC42BPG,691,324
CDC42BPG_PKc_E4_96.3,CDC42BPG,212,79
CDC42BPG_PKc_E5_149.5,CDC42BPG,241,151
CDC42BPG_PKc_E6_94.3,CDC42BPG,617,276
CDC42BPG_PKc_E7_201.27,CDC42BPG,140,77
CDC7_PKc_E3_34,CDC7,343,184
CDC7_PKc_E4_136.1,CDC7,603,51
CDC7_PKc_E5_94.1,CDC7,558,286
CDC7_PKc_E6_143.7,CDC7,180,1
CDC7_PKc_E7_250.6,CDC7,734,125
CDC7_PKc_E8_96.2,CDC7,171,140
CDK1_PKc_E2_37.1,CDK1,706,754
CDK1_PKc_E4_124.1,CDK1,591,2
CDK1_PKc_E6_164,CDK1,309,9
CDK10_PKc_E2_70.1,CDK10,282,87
CDK10_PKc_E3_72.5,CDK10,279,9
CDK10_PKc_E4_103.11,CDK10,893,45
CDK10_PKc_E5_82.4,CDK10,427,72
CDK10_PKc_E6_68.2,CDK10,151,1
CDK10_PKc_E7_53.1,CDK10,464,337
CDK11A_PKc_E13_122.13,CDK11A,666,457
CDK11A_PKc_E13_122.15,CDK11A,389,371
CDK11A_PKc_E14_106.1,CDK11A,313,431
CDK11A_PKc_E15_122.4,CDK11A,388,524
CDK11A_PKc_E16_108.16,CDK11A,446,1
CDK11A_PKc_E18_149.14,CDK11A,918,1349
CDK11B_PKc_E13_122.7,CDK11B,138,117
CDK11B_PKc_E14_106.1,CDK11B,481,227
CDK11B_PKc_E15_122.1,CDK11B,456,181
CDK11B_PKc_E16_108.16,CDK11B,113,77
CDK11B_PKc_E17_117.11,CDK11B,743,1133
CDK11B_PKc_E18_149.2,CDK11B,442,571
CDK12_PKc_E4_94.7,CDK12,637,37
CDK12_PKc_E5_171.8,CDK12,391,462
CDK12_PKc_E6_190.11,CDK12,222,142
CDK12_PKc_E7_57,CDK12,943,470
CDK12_PKc_E8_102.1,CDK12,485,1
CDK12_PKc_E9_78.1,CDK12,462,419
CDK13_PKc_E4_94.2,CDK13,640,822
CDK13_PKc_E5_171,CDK13,140,269
CDK13_PKc_E6_190.2,CDK13,632,607
CDK13_PKc_E7_57,CDK13,519,651
CDK13_PKc_E8_102.1,CDK13,718,764
CDK13_PKc_E9_78.2,CDK13,514,207
CDK14_PKc_E4_80.5,CDK14,587,628
CDK14_PKc_E5_80.5,CDK14,551,543
CDK14_PKc_E6_95.1,CDK14,730,547
CDK14_PKc_E7_63.2,CDK14,1097,1337
CDK14_PKc_E8_124.5,CDK14,180,194
CDK14_PKc_E9_121.7,CDK14,414,445
CDK15_PKc_E3_65.5,CDK15,477,423
CDK15_PKc_E4_80.2,CDK15,1153,1092
CDK15_PKc_E5_95.2,CDK15,274,342
CDK15_PKc_E6_63.4,CDK15,370,742
CDK15_PKc_E7_124.3,CDK15,340,628
CDK15_PKc_E8_121,CDK15,618,454
CDK16_PKc_E10_121.7,CDK16,307,310
CDK16_PKc_E5_36,CDK16,668,672
CDK16_PKc_E6_115.13,CDK16,358,388
CDK16_PKc_E7_95.4,CDK16,858,668
CDK16_PKc_E8_63.4,CDK16,510,426
CDK16_PKc_E9_124.3,CDK16,842,933
CDK17_PKc_E10_124.1,CDK17,829,710
CDK17_PKc_E11_121.4,CDK17,652,630
CDK17_PKc_E6_48.2,CDK17,639,726
CDK17_PKc_E7_115.3,CDK17,331,196
CDK17_PKc_E8_95.2,CDK17,527,372
CDK17_PKc_E9_63.2,CDK17,454,255
CDK18_PKc_E10_121.12,CDK18,563,339
CDK18_PKc_E5_45,CDK18,174,99
CDK18_PKc_E6_115.5,CDK18,68,15
CDK18_PKc_E7_95.9,CDK18,428,606
CDK18_PKc_E8_63.3,CDK18,461,187
CDK18_PKc_E9_124.19,CDK18,666,335
CDK2_PKc_E1_116.9,CDK2,114,11
CDK2_PKc_E2_78.3,CDK2,549,85
CDK2_PKc_E3_121.2,CDK2,239,78
CDK2_PKc_E4_171.1,CDK2,645,201
CDK2_PKc_E5_102.12,CDK2,396,58
CDK2_PKc_E6_204.3,CDK2,387,584
CDK20_PKc_E1_75.1,CDK20,273,264
CDK20_PKc_E2_114.2,CDK20,328,218
CDK20_PKc_E3_189.5,CDK20,288,283
CDK20_PKc_E4_122.2,CDK20,545,545
CDK20_PKc_E5_63.6,CDK20,657,723
CDK20_PKc_E6_124.5,CDK20,678,1197
CDK3_PKc_E2_116.4,CDK3,752,695
CDK3_PKc_E3_78.3,CDK3,682,365
CDK3_PKc_E4_121,CDK3,628,535
CDK3_PKc_E5_171.11,CDK3,419,627
CDK3_PKc_E6_102,CDK3,411,173
CDK3_PKc_E7_204.1,CDK3,713,776
CDK4_PKc_E2_206.14,CDK4,667,1
CDK4_PKc_E3_136.21,CDK4,331,1
CDK4_PKc_E4_168.12,CDK4,945,28
CDK4_PKc_E5_110.4,CDK4,771,6
CDK4_PKc_E6_51,CDK4,319,52
CDK4_PKc_E7_136.28,CDK4,163,1
CDK5_PKc_E1_37.2,CDK5,381,380
CDK5_PKc_E2_89.3,CDK5,387,143
CDK5_PKc_E3_68,CDK5,79,117
CDK5_PKc_E5_57.1,CDK5,678,1010
CDK5_PKc_E6_96.4,CDK5,568,521
CDK5_PKc_E7_75.5,CDK5,328,225
CDK6_PKc_E2_203.31,CDK6,508,432
CDK6_PKc_E3_136.2,CDK6,256,158
CDK6_PKc_E4_168.11,CDK6,1441,1209
CDK6_PKc_E5_110.8,CDK6,93,267
CDK6_PKc_E6_51.2,CDK6,419,412
CDK6_PKc_E7_136.3,CDK6,713,547
CDK7_PKc_E1_48,CDK7,526,110
CDK7_PKc_E2_60.3,CDK7,542,3
CDK7_PKc_E4_68.3,CDK7,584,57
CDK7_PKc_E5_69.2,CDK7,281,24
CDK7_PKc_E6_111.3,CDK7,524,1
CDK7_PKc_E7_119.11,CDK7,225,55
CDK9_PKc_E1_77.1,CDK9,701,13
CDK9_PKc_E1_77.4,CDK9,703,218
CDK9_PKc_E4_167.13,CDK9,1114,300
CDK9_PKc_E6_149.13,CDK9,571,8
CDK9_PKc_E7_192.9,CDK9,517,608
CDKL1_PKc_E1_165.12,CDKL1,475,643
CDKL1_PKc_E2_122,CDKL1,362,244
CDKL1_PKc_E3_73.1,CDKL1,495,326
CDKL1_PKc_E4_91.3,CDKL1,705,1308
CDKL1_PKc_E5_201.9,CDKL1,785,704
CDKL1_PKc_E6_83.1,CDKL1,297,543
CDKL2_PKc_E2_165.1,CDKL2,439,415
CDKL2_PKc_E3_195.7,CDKL2,491,390
CDKL2_PKc_E4_179.16,CDKL2,342,539
CDKL2_PKc_E5_113.6,CDKL2,296,356
CDKL2_PKc_E6_140,CDKL2,443,421
CDKL2_PKc_E7_66.4,CDKL2,322,406
CDKL3_PKc_E2_162.7,CDKL3,608,412
CDKL3_PKc_E3_195.2,CDKL3,582,530
CDKL3_PKc_E4_179.6,CDKL3,428,386
CDKL3_PKc_E5_113.2,CDKL3,250,176
CDKL3_PKc_E6_140.5,CDKL3,625,481
CDKL3_PKc_E7_66.1,CDKL3,410,449
CDKL4_PKc_E1_165.9,CDKL4,639,465
CDKL4_PKc_E2_122,CDKL4,455,482
CDKL4_PKc_E3_73,CDKL4,720,798
CDKL4_PKc_E4_91.2,CDKL4,308,503
CDKL4_PKc_E5_198.19,CDKL4,618,624
CDKL4_PKc_E6_83.2,CDKL4,292,287
CDKL5_PKc_E2_34,CDKL5,785,1349
CDKL5_PKc_E3_35,CDKL5,1531,1460
CDKL5_PKc_E4_46,CDKL5,521,519
CDKL5_PKc_E5_137.5,CDKL5,742,720
CDKL5_PKc_E6_121.2,CDKL5,885,1063
CDKL5_PKc_E7_60,CDKL5,898,1161
CHEK1_PKc_E2_65.4,CHEK1,434,21
CHEK1_PKc_E3_224.1,CHEK1,645,4
CHEK1_PKc_E4_65.6,CHEK1,561,4
CHEK1_PKc_E5_70.1,CHEK1,261,3
CHEK1_PKc_E6_189.6,CHEK1,518,68
CHEK1_PKc_E7_105.1,CHEK1,1022,54
CHEK2_PKc_E10_87.3,CHEK2,256,675
CHEK2_PKc_E5_47.1,CHEK2,445,731
CHEK2_PKc_E6_109.1,CHEK2,213,244
CHEK2_PKc_E7_54.1,CHEK2,222,388
CHEK2_PKc_E8_62.1,CHEK2,432,803
CHEK2_PKc_E9_100.2,CHEK2,190,350
CHUK_PKc_E1_63.6,CHUK,562,593
CHUK_PKc_E2_95.2,CHUK,697,1348
CHUK_PKc_E3_115,CHUK,314,233
CHUK_PKc_E4_70.2,CHUK,198,366
CHUK_PKc_E5_89,CHUK,285,501
CHUK_PKc_E6_90.5,CHUK,299,248
CIT_PKc_E4_132.1,CIT,272,88
CIT_PKc_E5_102.1,CIT,631,287
CIT_PKc_E6_143.9,CIT,299,103
CIT_PKc_E7_94,CIT,840,200
CIT_PKc_E8_204,CIT,708,576
CIT_PKc_E9_154.9,CIT,374,432
CLK1_PKc_E4_40,CLK1,294,287
CLK1_PKc_E5_67,CLK1,314,332
CLK1_PKc_E6_117.1,CLK1,250,353
CLK1_PKc_E7_167.7,CLK1,548,593
CLK1_PKc_E8_95,CLK1,663,841
CLK1_PKc_E9_130.1,CLK1,1342,1378
CLK2_PKc_E10_83.3,CLK2,522,110
CLK2_PKc_E4_40,CLK2,600,267
CLK2_PKc_E5_67,CLK2,295,165
CLK2_PKc_E6_117.1,CLK2,721,380
CLK2_PKc_E7_167.4,CLK2,581,310
CLK2_PKc_E9_130.3,CLK2,425,90
CLK3_PKc_E4_43.1,CLK3,842,369
