Experiment Name:,Exp_20260825_HCT116_KO.OEc

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A
01-KO3-B4,,162059,139858,139737,136904,1881,819,100.00%,86.30%,86.23%,84.48%,1.16%,0.51%,100.00%,86.30%,99.91%,97.97%,1.35%,0.59%,306667.0,327304.3,327386.0,325136.9,216812.8,883368.3,259598.7,309018.7,309109.1,308548.3,213629.9,845774.1,282799.4,298067.5,298136.3,298709.4,210409.8,870092.7,33.27%,27.75%,27.73%,27.27%,15.88%,26.85%,94082.7,82704.2,82681.1,81464.9,33413.1,233619.0,120.01%,39.03%,39.01%,36.38%,18.03%,28.34%,368029.6,127750.4,127721.6,118296.2,39082.4,250335.3,379713.9,366700.1,366736.8,363166.7,236816.2,1173077.6,291639.8,333507.4,333568.8,332648.3,230005.0,1071203.3,306189.5,321564.1,321605.1,322337.2,227952.1,1188464.5,40.87%,36.80%,36.79%,36.34%,21.82%,47.23%,125125.8,118335.9,118306.3,117128.3,49741.0,561309.4,341.32%,51.47%,51.45%,48.11%,25.93%,38.21%,1296032.3,188737.3,188685.4,174726.4,61415.8,448192.1,257005.3,274797.7,274901.3,271276.3,84266.3,1208015.6,202892.5,244137.3,244258.9,245258.1,82772.9,1187331.6,219839.7,233966.8,234099.4,234917.0,88364.7,1123372.8,47.07%,42.87%,42.86%,41.90%,10.99%,13.37%,103489.0,100302.0,100331.0,98428.9,9708.8,150243.0,73.35%,56.44%,56.42%,49.47%,16.10%,20.47%,188506.3,155107.7,155092.0,134204.2,13564.7,247312.8,201596.6,208246.3,208313.9,206094.3,131284.7,705854.0,166689.8,189390.6,189661.5,189182.2,124899.8,648413.4,174321.2,179975.8,180050.0,180449.0,121417.6,680369.4,38.99%,37.80%,37.77%,37.30%,21.65%,44.77%,67966.0,68028.9,68003.9,67306.9,26291.5,304577.2,71.62%,53.34%,51.94%,47.81%,40.27%,41.41%,144386.0,111084.8,108203.0,98529.6,52874.0,292270.3
01-KO3-C4,,159003,141462,141342,137689,2633,880,100.00%,88.97%,88.89%,86.60%,1.66%,0.55%,100.00%,88.97%,99.92%,97.42%,1.86%,0.62%,322553.5,336925.2,337025.0,335218.2,222295.3,887820.9,283105.5,317814.4,317921.2,317907.3,218879.4,847508.8,294816.5,306471.9,306568.6,307586.7,216836.7,875070.1,31.79%,27.37%,27.35%,26.76%,16.85%,27.21%,93717.5,83887.2,83852.3,82302.1,36536.2,238148.5,109.06%,39.31%,39.30%,36.62%,18.54%,29.44%,351776.3,132442.7,132440.8,122760.4,41213.8,261397.6,373064.2,355912.6,355989.8,352867.5,237847.9,1100771.3,299913.8,323217.7,323308.3,322732.2,230463.8,1004108.7,301027.9,310873.5,310927.5,312187.0,229081.0,1066593.4,39.82%,37.41%,37.39%,37.00%,20.52%,47.96%,119875.2,116289.3,116268.5,115515.4,47011.5,511516.6,307.43%,51.92%,51.91%,48.57%,27.64%,39.65%,1146910.9,184774.8,184782.7,171398.2,65750.9,436507.0,262099.8,273585.9,273701.0,270602.3,83998.2,1217926.0,215773.2,241039.5,241173.4,243323.4,82551.6,1194923.9,221387.4,232039.7,232149.3,233714.1,87883.2,1125477.4,47.73%,45.08%,45.06%,43.83%,12.03%,14.86%,105671.4,104605.1,104612.2,102435.8,10568.6,167211.7,70.70%,58.24%,58.21%,50.60%,16.09%,21.68%,185302.7,159326.8,159331.5,136911.5,13519.4,264066.9,201968.1,205150.1,205214.3,203311.2,132634.4,664258.0,172883.7,186323.4,186584.9,186374.1,125652.4,617815.4,172242.7,175859.2,175931.5,176599.9,121225.9,621112.6,38.55%,38.15%,38.12%,37.69%,22.55%,40.29%,66407.1,67088.1,67069.0,66555.1,27341.2,250217.3,69.07%,52.75%,52.12%,48.22%,42.29%,39.85%,139505.5,108226.0,106964.3,98044.6,56085.3,264734.7
01-WT_AZ-D1,,168742,148118,146453,135363,2316,7814,100.00%,87.78%,86.79%,80.22%,1.37%,4.63%,100.00%,87.78%,98.88%,92.43%,1.58%,5.34%,429512.8,443847.3,445863.4,415282.2,230509.8,991454.3,342974.2,396607.2,398494.4,380684.6,227281.7,953494.6,336078.7,354961.9,356993.4,348650.8,227190.8,971047.1,45.94%,40.25%,40.51%,36.47%,16.14%,29.15%,154405.9,142888.0,144615.6,127161.9,36674.7,283048.9,94.31%,53.66%,53.54%,46.30%,17.23%,27.31%,405062.3,238182.5,238704.2,192256.6,39714.2,270745.7,505657.8,492266.9,495299.7,452839.5,219016.4,1249627.5,379951.5,419857.6,423013.7,400776.4,213012.8,1194589.6,362885.3,385384.9,388480.7,376472.2,211737.1,1240992.6,54.58%,50.98%,50.83%,46.85%,22.62%,32.20%,198053.4,196487.1,197477.1,176373.9,47894.3,399615.2,182.95%,63.74%,63.43%,54.51%,25.12%,28.37%,925107.1,313760.5,314148.0,246861.1,55015.2,354484.5,394827.7,398991.9,402023.8,352129.3,83457.1,1292810.0,283812.1,322235.6,325730.3,306078.2,82078.0,1261999.4,289747.8,310620.6,313495.2,302627.0,87138.9,1195689.5,66.48%,61.50%,60.98%,56.25%,12.08%,19.16%,192611.1,191024.6,191173.3,170240.0,10525.4,229110.5,97.86%,73.88%,73.39%,54.16%,15.94%,24.09%,386397.1,294791.2,295038.1,190724.2,13300.0,311407.8,265568.9,264317.2,266868.6,241871.2,98331.9,713627.8,196494.1,214909.7,219466.8,207516.3,87681.6,680295.2,207089.9,214069.3,215928.4,208922.3,85919.9,693683.3,61.66%,58.54%,57.60%,53.20%,44.36%,30.55%,127685.2,125317.3,124383.6,111154.5,38111.2,211925.3,86.49%,68.62%,67.56%,56.92%,60.68%,30.51%,229702.1,181366.9,180301.7,137667.0,59664.9,217717.2
01-WT_AZ-E1,,161710,143198,140895,131265,1866,6892,100.00%,88.55%,87.13%,81.17%,1.15%,4.26%,100.00%,88.55%,98.39%,93.17%,1.32%,4.89%,417959.3,432974.2,435813.1,408869.4,228258.9,956826.6,338469.8,389138.1,391860.5,375906.9,225071.6,920463.9,332307.6,349488.6,352286.1,344716.0,224138.5,927398.7,44.21%,39.18%,39.44%,35.85%,16.53%,28.85%,146908.5,136918.1,138937.5,123584.8,37047.9,267550.4,89.68%,52.23%,52.03%,45.48%,17.26%,27.51%,374816.8,226141.4,226759.3,185972.1,39388.2,263237.6,497872.8,482061.2,486232.3,447621.8,218080.3,1229308.9,374736.8,412853.1,417182.0,396777.4,212172.3,1173533.6,358582.8,380409.0,384332.9,373272.3,210120.5,1210642.0,53.53%,50.31%,50.13%,46.59%,22.52%,33.12%,191941.9,191377.8,192657.4,173919.4,47312.4,400928.8,216.32%,63.02%,62.60%,54.16%,24.75%,29.06%,1077007.6,303812.8,304362.1,242415.0,53978.7,357253.1,387401.3,394246.4,398534.5,352729.0,84423.6,1285590.8,283462.7,321723.0,326733.6,308213.2,83284.5,1255053.9,291299.3,311442.9,315489.7,305183.2,87698.0,1192847.8,64.85%,59.95%,59.11%,54.96%,11.46%,18.73%,188909.4,186696.9,186472.3,167718.0,10049.9,223362.5,94.27%,72.25%,71.53%,53.12%,14.62%,24.60%,365202.1,284829.5,285078.9,187370.0,12338.8,316231.1,257154.2,258640.7,262146.3,238992.2,92352.9,711235.8,190339.6,208933.5,215265.4,204186.7,83004.4,678823.3,204368.5,211887.6,214507.4,207849.5,80980.7,690555.8,62.82%,59.24%,57.74%,53.83%,45.44%,30.23%,128380.9,125528.8,123865.3,111878.5,36801.1,208749.2,83.60%,70.15%,67.28%,57.00%,57.61%,30.54%,214975.4,181436.8,176371.2,136236.3,53202.9,217240.9
01-WT_AZ-F1,,139393,126161,124671,114014,2484,7285,100.00%,90.51%,89.44%,81.79%,1.78%,5.23%,100.00%,90.51%,98.82%,91.45%,1.99%,5.84%,472438.3,468167.6,470443.9,437636.5,241630.5,1014270.1,380233.7,415656.9,417817.1,398585.8,237410.8,974403.3,358975.0,372741.2,375148.2,364834.9,239120.5,986042.9,48.65%,43.84%,44.08%,39.66%,18.61%,29.20%,174623.6,163423.8,165372.0,144700.6,44508.7,287921.5,100.44%,54.33%,54.17%,47.46%,19.29%,27.79%,474523.0,254343.0,254862.9,207697.7,46607.0,281842.4,557430.2,510482.8,513653.5,470235.3,233694.2,1226505.0,410471.9,433484.1,436733.3,413453.8,226521.1,1168445.5,386224.5,401129.4,404600.1,390395.4,224412.2,1218407.0,55.89%,53.49%,53.39%,49.10%,22.91%,32.63%,215850.1,214547.6,216020.1,191690.7,51407.4,397519.4,241.03%,63.65%,63.35%,55.63%,27.05%,29.43%,1343573.4,324940.4,325408.2,261591.6,63223.7,361009.2,413527.4,407092.4,410489.9,356871.3,82964.9,1294985.3,297515.7,324890.2,328946.3,308584.2,81471.1,1263911.6,302975.7,315889.8,319165.9,307317.5,86605.5,1198383.8,68.73%,64.57%,63.93%,58.28%,12.90%,19.29%,208224.4,203963.7,204040.0,179099.6,11173.4,231153.3,96.47%,74.88%,74.30%,54.61%,16.59%,24.10%,398943.5,304819.3,304992.9,194881.1,13767.6,312134.9,271020.8,266149.8,268888.1,242369.3,93764.8,706456.5,198919.4,214965.3,219844.9,207421.5,85261.7,674955.2,208810.4,214430.7,216331.1,208700.0,84941.3,685532.9,64.57%,61.11%,60.05%,55.01%,42.40%,29.98%,134836.4,131045.2,129913.7,114799.6,36016.0,205522.3,86.02%,69.27%,68.20%,57.27%,55.68%,30.07%,233119.8,184373.7,183394.4,138803.0,52204.5,212457.0
01-KO1_AZ-D2,,36862,23676,23644,17364,25,5750,100.00%,64.23%,64.14%,47.11%,0.07%,15.60%,100.00%,64.23%,99.86%,73.44%,0.11%,24.32%,444392.1,433469.1,433730.7,361201.7,233271.3,647423.5,255348.2,402059.3,402368.0,346922.8,227540.7,620252.2,336786.8,383824.9,383978.9,344174.8,222364.9,633275.9,71.31%,35.81%,35.75%,26.97%,26.40%,30.46%,240159.4,137439.1,137265.7,92828.9,58711.5,192894.2,174.62%,41.72%,41.68%,29.96%,23.24%,29.16%,775978.6,180843.7,180794.6,108227.3,54215.9,188764.0,909167.1,682297.1,682679.9,535373.6,276398.0,1119194.9,403545.1,600703.2,601135.8,497787.5,260944.2,1045903.9,501373.8,567681.8,567910.3,494329.8,248416.1,1081628.9,75.19%,46.75%,46.74%,35.33%,36.61%,40.87%,376984.6,265374.8,265456.8,174670.7,90935.4,442084.5,293.31%,54.22%,54.19%,40.90%,36.82%,34.95%,2666692.5,369911.8,369921.9,218991.1,101764.5,391124.4,862599.6,790282.7,790992.6,571508.2,73184.3,1442511.5,393063.4,684764.0,685881.6,540122.6,69383.6,1384455.0,568561.8,661332.3,661935.8,562501.0,76544.5,1302424.3,82.13%,48.71%,48.64%,35.76%,26.42%,26.78%,466981.9,322104.8,321937.6,201164.8,20221.5,348851.5,144.15%,58.67%,58.59%,31.60%,28.62%,31.79%,1243428.5,463674.3,463466.2,180571.4,20944.4,458511.5,512077.9,455719.8,455846.9,356047.6,220544.7,752049.9,236689.5,399766.8,400784.7,330992.1,177769.5,702534.1,346640.2,389654.1,390002.5,336973.9,197103.4,699560.5,68.96%,45.22%,45.12%,35.74%,49.59%,36.77%,239038.9,176215.2,175970.1,120439.3,97749.3,257245.5,140.88%,56.34%,55.86%,39.30%,77.92%,39.17%,721425.0,256735.8,254653.8,139908.9,171849.9,294582.1
01-KO1_AZ-E2,,37089,23793,23745,18699,41,4575,100.00%,64.15%,64.02%,50.42%,0.11%,12.34%,100.00%,64.15%,99.80%,78.75%,0.17%,19.27%,417631.1,436044.2,436381.9,375670.1,227576.0,675285.6,237618.3,402783.9,403243.1,357561.8,221861.8,645930.1,328684.5,384111.3,384427.3,350966.5,211940.3,658090.4,76.16%,37.59%,37.53%,29.84%,15.87%,30.43%,250340.3,144394.7,144266.8,104732.5,33636.3,200270.6,153.79%,42.93%,42.81%,33.42%,24.55%,29.66%,642280.9,187179.1,186832.4,125567.2,55863.6,200269.6,815730.3,668161.4,668750.0,546209.8,241338.4,1154527.6,368278.9,586280.6,586992.0,502238.8,232546.6,1085642.4,477330.6,556479.2,556984.2,493965.4,232531.4,1130396.5,78.15%,47.75%,47.70%,38.27%,25.46%,38.35%,373056.1,265727.6,265676.1,189044.1,59212.8,433505.6,279.59%,54.65%,54.60%,43.74%,28.22%,33.14%,2280660.8,365136.9,365132.6,238904.0,68093.7,382660.2,727609.1,701700.6,702730.4,526014.9,75568.8,1406899.9,317703.9,599110.5,600729.3,489370.6,73493.8,1354748.3,481111.9,583178.2,584171.3,506117.0,80126.7,1282036.0,89.65%,52.54%,52.46%,41.52%,21.71%,24.23%,431326.1,306428.6,306436.4,210149.0,17391.6,310630.1,147.97%,61.70%,61.57%,36.15%,22.39%,31.05%,1076672.1,432950.3,432690.3,190176.7,16918.5,436891.8,437643.1,409462.9,409801.7,328775.7,200824.1,732899.5,191641.8,352599.1,354105.8,299333.0,166405.3,686786.7,299278.8,347673.4,348079.0,305934.5,179675.5,684519.7,79.50%,50.21%,50.15%,41.54%,53.01%,34.20%,237933.3,174557.3,174554.5,127092.6,95237.8,234094.1,144.02%,59.85%,58.69%,44.23%,64.28%,38.28%,630294.0,245082.5,240530.0,145409.6,129080.7,280579.7
01-KO1_AZ-F2,,25105,16322,16294,11709,25,4185,100.00%,65.01%,64.90%,46.64%,0.10%,16.67%,100.00%,65.01%,99.83%,71.86%,0.15%,25.68%,484433.0,429943.7,430183.0,358719.2,217717.8,626910.6,302221.8,399954.8,400252.3,344484.0,210955.1,602936.3,348177.3,383873.7,384027.7,341484.6,194623.7,616439.5,65.65%,36.86%,36.80%,27.49%,21.59%,28.54%,228580.9,141490.3,141326.2,93881.1,42028.3,175933.8,190.16%,40.45%,40.40%,30.09%,27.21%,27.80%,921193.4,173909.1,173803.9,107933.9,59245.2,174281.8,1072740.6,727313.2,727624.6,574054.6,238400.5,1150461.8,529811.8,645125.5,645588.0,534741.1,229984.7,1080400.6,569168.3,618247.6,618528.5,533563.5,233726.5,1124174.6,67.76%,46.24%,46.19%,35.28%,34.75%,38.98%,385664.5,285872.5,285707.3,188230.9,81216.8,438190.0,283.26%,51.74%,51.69%,39.88%,27.12%,33.64%,3038689.5,376308.9,376084.8,228952.1,64651.5,386983.0,941902.6,805374.7,805825.9,582663.7,70128.8,1421282.4,505055.0,700650.3,701819.4,550506.5,63789.7,1366330.3,618684.2,686871.6,687662.8,577294.8,77283.9,1285865.8,74.95%,48.16%,48.11%,35.32%,31.03%,25.18%,463731.0,330824.7,330853.6,203926.9,23978.1,323813.9,135.06%,57.05%,56.79%,31.20%,37.34%,31.44%,1272175.3,459438.5,457659.3,181801.1,26187.1,446845.5,571081.6,476223.9,475778.6,370689.3,198109.5,765491.1,300533.1,416248.1,417302.6,342532.3,170505.0,715150.2,382346.4,412141.9,412278.2,353859.8,209614.9,712368.4,66.03%,45.88%,45.80%,36.23%,46.80%,35.91%,252477.3,189071.2,188826.1,128205.6,98089.6,255808.2,133.76%,57.35%,55.81%,39.92%,51.14%,40.22%,763877.8,273137.7,265545.8,147974.4,101316.4,307917.6
01-KO2_AZ-D3,,33440,20684,20653,14860,26,5315,100.00%,61.85%,61.76%,44.44%,0.08%,15.89%,100.00%,61.85%,99.85%,71.95%,0.13%,25.73%,408263.3,424039.4,424264.0,341335.2,209020.6,651428.0,234186.6,389074.2,389346.0,327866.1,200394.2,620941.8,301947.9,369111.5,369299.9,324705.8,180660.8,624245.0,83.79%,38.02%,38.02%,27.64%,12.35%,31.48%,253000.2,140350.9,140394.7,89753.4,22310.5,196484.5,201.43%,45.32%,45.28%,29.59%,33.89%,31.42%,822373.4,192167.8,192110.1,101016.4,70828.7,204647.5,763172.6,606574.2,606753.0,458726.3,233171.8,1013495.6,341616.2,526384.6,526593.1,426395.7,217253.9,935081.3,407693.5,497136.6,497504.7,424983.9,198023.7,961830.6,80.53%,48.18%,48.17%,36.62%,29.66%,43.06%,328301.9,239498.8,239666.0,155615.8,58738.0,414150.4,330.96%,58.17%,58.15%,40.28%,42.38%,38.76%,2525791.5,352864.7,352834.3,184752.6,98827.3,392832.1,815728.9,810955.4,811311.8,571048.9,63656.6,1474392.6,382889.0,696143.6,697044.3,539004.3,60437.7,1409264.1,532337.4,670845.4,671098.4,563245.8,65107.9,1323996.6,89.99%,50.08%,50.02%,35.96%,33.66%,27.04%,479030.8,335944.4,335678.3,202529.6,21913.7,357951.9,157.51%,60.86%,60.72%,31.83%,30.69%,33.57%,1284830.1,493583.6,492614.1,181781.2,19537.6,494952.7,480957.4,451404.5,450477.3,341334.6,345900.6,750353.3,230121.9,390040.3,390705.1,316069.3,296334.2,693332.4,320430.4,379456.4,379539.0,322291.0,322652.7,689514.0,71.77%,47.95%,47.84%,37.63%,42.78%,37.97%,229979.6,181935.9,181566.5,121280.1,138018.5,261837.1,153.88%,61.97%,59.90%,40.66%,58.42%,42.79%,740115.4,279713.9,269815.0,138774.9,202070.3,321050.3
01-KO2_AZ-E3,,35670,24551,24497,18789,31,5202,100.00%,68.83%,68.68%,52.67%,0.09%,14.58%,100.00%,68.83%,99.78%,76.70%,0.13%,21.24%,422414.6,426217.5,426572.8,351484.5,204583.0,690549.3,270986.4,389443.4,389857.6,335655.2,202396.5,656574.4,318900.3,367708.6,368107.1,330818.6,201284.3,658115.4,66.58%,38.60%,38.51%,29.40%,20.09%,32.30%,212337.3,141924.0,141756.6,97258.0,40439.7,212594.3,171.77%,46.83%,46.78%,32.02%,15.13%,32.05%,725601.3,199583.8,199543.5,112533.6,30952.6,221317.8,749682.7,578478.3,578832.1,452855.7,228613.6,1023467.9,379469.9,498620.7,499053.8,415988.0,219666.7,943074.9,411286.9,470701.5,470996.8,411520.3,216478.7,984441.1,67.92%,49.08%,49.05%,39.26%,33.60%,42.68%,279345.9,231022.3,231038.3,161565.3,72740.7,420188.6,332.71%,59.87%,59.82%,43.99%,29.31%,38.65%,2494306.5,346312.5,346268.8,199209.0,66996.5,395606.4,771937.8,737021.4,737609.7,537082.4,70335.4,1446027.1,421440.9,627461.3,628827.8,501993.7,65400.2,1384170.3,513193.8,606038.8,606470.7,520390.0,75307.0,1296609.4,76.20%,52.56%,52.47%,40.22%,30.03%,26.13%,391045.8,318554.0,318201.5,209283.8,22613.7,338750.2,149.48%,62.99%,62.75%,35.00%,32.72%,32.96%,1153914.5,464219.2,462869.2,188000.4,23015.2,476660.0,443069.9,408282.6,406699.0,316170.5,289174.5,725812.3,238360.2,348827.4,349625.5,290023.4,226271.4,669620.7,298517.2,336349.0,336579.7,292201.3,238067.4,669204.1,65.06%,49.60%,49.49%,40.32%,71.89%,39.07%,194206.2,166816.1,166589.5,117822.1,171147.8,261471.0,147.39%,67.20%,62.43%,44.23%,69.17%,43.04%,653022.4,274370.4,253910.7,139854.7,200012.3,312377.7
01-KO2_AZ-F3,,30549,21517,21471,16086,23,4945,100.00%,70.43%,70.28%,52.66%,0.08%,16.19%,100.00%,70.43%,99.79%,74.92%,0.11%,23.03%,465572.7,419746.0,420113.3,345770.5,226372.3,656282.7,301236.5,385563.8,385996.3,330911.9,220285.5,626616.4,330275.1,365449.5,365651.9,326441.2,217713.3,629001.3,60.09%,38.25%,38.20%,28.81%,21.46%,31.13%,198451.9,139784.1,139679.9,94048.1,46712.3,195808.5,206.07%,44.91%,44.85%,31.14%,24.72%,30.74%,959402.9,188503.7,188416.7,107669.6,55967.0,201737.9,903140.8,628820.8,629300.3,494736.1,249306.3,1057944.3,465705.9,548827.9,549365.9,457525.6,233839.7,978690.8,477159.4,518734.5,518945.9,454948.0,222357.0,1011303.4,62.61%,47.63%,47.62%,37.12%,22.24%,42.15%,298742.8,247076.9,247111.8,168855.2,49460.0,426296.8,326.09%,56.69%,56.65%,42.42%,40.10%,37.49%,2945042.0,356468.1,356506.7,209872.0,99974.8,396584.3,866058.1,763814.3,764822.2,558355.3,72530.6,1423741.4,491685.5,659664.1,661270.5,525609.6,69143.0,1367423.3,569042.6,639426.5,639833.0,547135.4,81901.7,1284410.5,70.93%,49.27%,49.20%,36.82%,17.88%,25.60%,403623.5,315068.3,314788.6,201462.6,14648.1,328866.3,147.28%,59.40%,59.26%,32.68%,27.39%,31.85%,1275536.8,453671.1,453260.8,182474.8,19865.9,453466.3,511810.1,434755.4,434284.1,339713.9,288776.4,735542.4,281408.6,375874.0,377480.3,312943.7,249456.5,680979.7,335731.4,366437.5,366846.3,317176.9,221799.8,681343.2,62.70%,47.60%,47.52%,38.42%,46.37%,37.31%,210509.9,174430.5,174325.8,121854.3,102841.3,254207.0,149.74%,66.77%,58.87%,42.28%,58.93%,41.51%,766408.3,290285.0,255673.8,143626.2,170175.6,305336.0
01-KO3_AZ-D4,,95515,73423,73313,68295,164,4338,100.00%,76.87%,76.76%,71.50%,0.17%,4.54%,100.00%,76.87%,99.85%,93.16%,0.22%,5.92%,350251.9,382134.5,382355.1,354884.1,216887.3,787006.2,254481.4,353686.6,353940.3,336203.3,212226.7,754579.6,302691.3,334653.7,334821.4,326449.7,205394.8,766641.0,46.94%,32.68%,32.66%,29.93%,22.02%,28.50%,142095.1,109373.5,109355.8,97712.4,45227.5,218469.0,144.62%,44.64%,44.60%,35.55%,21.60%,28.67%,506548.4,170566.4,170535.2,126159.3,46851.2,225664.3,499783.3,467395.6,467562.1,422888.7,220795.9,1126800.4,311865.0,410102.4,410302.0,385213.5,211871.6,1042204.5,349777.0,387818.9,388022.7,375440.7,199873.2,1112077.8,52.85%,42.08%,42.10%,39.24%,25.69%,41.58%,184841.4,163208.6,163344.3,147307.6,51339.5,462448.9,328.47%,59.70%,59.66%,47.67%,30.63%,36.45%,1641614.3,279040.6,278968.4,201605.2,67638.6,410665.3,432865.0,463234.6,463502.0,406617.2,73923.3,1315330.6,274447.6,400630.2,401118.8,371772.3,68949.1,1278926.6,335239.2,380320.8,380579.1,366296.3,80552.2,1209734.5,59.54%,46.66%,46.59%,43.01%,23.77%,20.55%,199601.1,177468.8,177319.4,157555.3,19151.3,248561.8,113.13%,62.72%,62.55%,43.20%,29.83%,26.73%,489721.6,290543.8,289907.3,175653.3,22048.4,351573.8,308170.3,316028.3,315926.9,285423.1,200103.1,767782.2,202890.8,277530.6,278214.7,261033.8,170922.3,711487.1,244695.0,267528.7,267696.5,257989.6,159051.8,727160.9,51.21%,44.50%,44.43%,41.59%,44.53%,36.72%,125304.9,119053.2,118948.7,107301.7,70831.1,267041.4,109.34%,61.00%,59.55%,45.63%,65.34%,40.65%,336945.5,192788.6,188143.4,130239.3,130742.6,312073.2
