Experiment Name:,Exp_20260825_HCT116_KO.OEc

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A
01-KO3_AZ-E4,,93929,75615,75489,70395,245,4319,100.00%,80.50%,80.37%,74.94%,0.26%,4.60%,100.00%,80.50%,99.83%,93.25%,0.32%,5.72%,378625.4,401603.7,401893.6,373782.2,232671.7,833546.6,283267.7,370495.7,370817.9,352847.2,226030.0,797209.9,323073.3,349074.7,349331.4,340720.2,220519.2,804793.6,44.34%,33.09%,33.04%,30.31%,23.43%,28.76%,143260.1,115495.8,115436.3,103258.6,51674.1,231486.6,140.19%,45.55%,45.51%,36.78%,25.47%,29.48%,530776.3,182917.1,182904.2,137459.5,59263.9,245742.0,501556.5,450526.5,450724.7,410009.4,252123.4,1076246.3,319949.1,393510.5,393727.2,370777.2,239357.1,990513.6,342347.8,370636.2,370794.5,358755.1,233068.3,1047934.2,51.37%,43.81%,43.80%,40.84%,29.24%,44.15%,175855.3,162362.2,162396.6,146517.3,68160.6,462643.7,335.67%,60.74%,60.72%,50.03%,35.96%,38.13%,1683597.1,273659.0,273698.1,205136.0,90666.3,410405.4,427954.2,447756.7,448151.7,392615.7,73837.3,1312253.5,282357.4,382302.8,382846.6,355255.0,69683.9,1275552.9,327274.6,364960.3,365362.7,350885.2,79376.0,1206477.5,60.34%,50.27%,50.21%,46.49%,24.35%,20.38%,197488.7,183466.3,183454.1,163143.7,19330.7,245932.4,112.44%,65.01%,64.91%,45.50%,28.19%,26.67%,481190.9,291101.9,290906.0,178625.9,20812.5,350038.5,292553.0,295862.6,296120.0,268222.3,189747.3,724340.5,196967.6,258095.8,258901.8,243272.6,163173.6,671945.3,230946.7,249263.4,249474.3,240027.6,161561.9,689663.6,52.33%,47.34%,47.27%,44.26%,42.61%,37.68%,120843.6,118000.9,117930.6,106230.2,68837.4,259868.7,109.39%,61.15%,60.51%,47.78%,62.96%,39.67%,320010.5,180909.0,179183.0,128146.1,119457.2,287377.3
01-KO3_AZ-F4,,95361,67206,66881,62959,202,3259,100.00%,70.48%,70.13%,66.02%,0.21%,3.42%,100.00%,70.48%,99.52%,94.14%,0.30%,4.87%,323246.9,379108.6,379736.7,356666.4,223519.0,795024.4,210854.0,351105.9,351737.4,336976.3,218609.9,762056.8,286916.4,331553.8,332182.5,325139.4,213120.1,774270.7,57.35%,32.56%,32.58%,30.23%,20.91%,27.49%,164549.2,107958.5,108226.4,98302.3,44573.0,212877.9,147.05%,44.37%,44.32%,36.60%,22.11%,28.67%,475334.6,168207.9,168298.7,130529.4,49421.4,227958.2,470424.6,469320.9,470313.4,432276.4,248548.3,1150089.0,263264.2,409833.1,410893.4,389725.6,236265.9,1061971.5,332746.9,389144.1,389886.1,378904.3,235536.1,1147038.3,63.62%,44.22%,44.10%,41.69%,31.10%,41.33%,211696.4,172065.4,171955.5,157960.1,73260.7,474112.1,317.84%,59.99%,59.89%,50.11%,34.04%,36.31%,1495197.0,281561.3,281675.7,216614.6,84611.0,417616.4,386434.8,440253.5,441522.2,394849.0,70851.9,1293681.4,208684.4,381114.7,382709.3,359429.9,66131.1,1260524.1,302597.2,365135.4,366108.3,353782.1,75446.5,1191288.3,70.28%,47.77%,47.56%,44.46%,29.32%,19.31%,212664.8,174442.0,174115.4,157291.1,22121.6,229981.8,123.07%,61.76%,61.54%,44.30%,30.67%,25.66%,475599.0,271878.8,271718.8,174915.4,21732.8,331919.2,272857.8,294184.5,294767.4,269454.9,206905.9,748864.6,151379.9,252734.9,254953.0,241069.4,169960.5,692654.8,216504.6,248741.8,249487.8,240929.0,170091.3,726664.6,60.49%,47.77%,47.52%,45.04%,50.96%,36.86%,130966.1,118836.0,118557.4,108514.2,86677.3,267830.2,120.07%,64.41%,61.36%,49.68%,70.06%,39.59%,327613.8,189497.9,180864.4,133857.0,144955.3,296495.9
01-KO1.OEc1-A5,,61279,43204,43135,40056,688,2045,100.00%,70.50%,70.39%,65.37%,1.12%,3.34%,100.00%,70.50%,99.84%,92.86%,1.59%,4.74%,474524.0,476189.1,476548.2,447376.3,223927.1,1051834.1,312408.4,416600.3,416964.9,399953.8,220714.3,1019550.3,318877.1,388009.0,388387.8,374999.4,218687.8,1038518.8,80.66%,52.84%,52.84%,49.15%,17.23%,24.04%,257203.2,205017.1,205231.9,184318.6,37689.8,249682.9,137.60%,55.52%,55.49%,50.35%,17.48%,24.16%,652937.1,264390.0,264428.8,225256.4,39148.7,254151.1,747286.5,646786.1,647161.1,607446.5,259468.8,1438720.6,457902.7,543899.7,544271.9,521811.8,250310.5,1394056.9,438955.1,516250.1,516690.7,498155.7,254199.5,1478722.6,69.92%,60.21%,60.18%,56.14%,25.05%,25.65%,306908.0,310822.8,310931.5,279672.6,63670.9,379297.4,248.62%,61.48%,61.46%,57.82%,27.79%,23.15%,1857870.3,397644.7,397721.6,351251.8,72105.6,332996.2,409095.6,412473.0,412946.8,374324.6,82486.9,1188764.6,258754.0,339646.8,340289.9,324531.2,80852.4,1173000.3,278395.5,331983.8,332416.8,321550.1,86642.5,1124495.4,76.56%,63.33%,63.28%,58.65%,12.70%,13.28%,213138.6,210253.7,210346.6,188581.2,11001.0,149307.5,104.40%,65.80%,65.71%,53.68%,17.29%,17.70%,427100.7,271388.3,271331.9,200928.7,14265.8,210437.5,391781.3,380460.7,380889.3,354334.5,123480.0,917830.8,257816.2,322302.2,323442.5,310285.2,114877.6,891608.4,271701.8,315784.9,316236.4,306363.0,113166.1,906032.9,65.88%,58.29%,58.20%,54.11%,25.10%,23.15%,178987.2,184083.4,184056.8,165770.2,28404.6,209760.9,102.95%,60.59%,60.30%,53.50%,51.48%,24.23%,403347.3,230514.5,229684.9,189560.0,63570.4,222419.0
01-KO1.OEc1-B5,,62557,42936,42888,40068,926,1566,100.00%,68.64%,68.56%,64.05%,1.48%,2.50%,100.00%,68.64%,99.89%,93.42%,2.16%,3.65%,487746.7,483546.5,483826.9,460169.8,221389.1,1132987.6,306900.3,421726.1,422018.0,409828.9,217787.0,1104282.4,318380.0,394088.3,394443.9,387142.8,214121.2,1117051.6,86.13%,54.20%,54.19%,51.04%,16.86%,22.00%,274213.5,213580.2,213758.3,197602.3,36104.3,245738.8,150.56%,55.96%,55.93%,50.76%,19.19%,22.23%,734371.6,270582.1,270597.6,233582.2,42474.3,251816.5,771935.5,642936.4,643247.1,612264.2,253585.5,1508455.6,442393.7,536499.8,536820.2,521636.4,243453.1,1471794.1,424100.4,508945.3,509435.4,498495.9,247057.3,1555932.3,74.34%,61.61%,61.63%,58.22%,25.66%,22.04%,315258.2,313561.7,313942.3,290199.6,63404.2,342850.2,285.24%,62.64%,62.62%,58.99%,30.71%,20.60%,2201877.8,402757.5,402815.6,361162.5,77883.5,310693.9,387664.1,388197.3,388521.3,360116.1,83204.5,1177408.6,236353.6,318445.5,318905.3,310074.9,81773.5,1162839.0,250906.7,308374.7,308743.9,302874.9,87002.5,1118654.5,79.66%,64.34%,64.31%,59.95%,12.93%,12.55%,199868.0,198418.6,198558.4,181582.2,11253.5,140385.9,110.65%,66.48%,66.41%,55.36%,16.33%,17.25%,428957.3,258064.6,258021.4,199351.2,13585.9,203156.8,397619.7,381575.8,381831.8,361644.0,135237.3,948038.8,253490.8,322593.2,323420.7,314868.3,126006.4,922983.8,267269.6,312069.7,312366.3,306847.8,123104.4,955876.3,67.00%,59.80%,59.76%,56.05%,22.01%,22.11%,179067.1,186632.1,186678.9,171978.8,27097.7,211304.9,108.72%,61.29%,60.88%,55.02%,54.05%,22.38%,432310.3,233858.8,232462.4,198991.9,73092.7,212153.1
01-KO1.OEc1-C5,,61172,42816,42770,40098,793,1581,100.00%,69.99%,69.92%,65.55%,1.30%,2.58%,100.00%,69.99%,99.89%,93.75%,1.85%,3.70%,493377.7,468561.2,468815.6,444964.5,217121.7,1103891.4,317199.7,409150.4,409419.4,396744.8,213734.6,1073277.4,315243.9,380474.1,380734.0,372378.9,211011.1,1096371.0,80.96%,53.50%,53.50%,50.40%,16.28%,22.40%,255235.9,203558.1,203706.0,187693.6,34349.0,245625.8,163.54%,56.00%,55.97%,50.73%,18.95%,22.78%,806864.2,262393.5,262407.8,225740.9,41142.5,251453.1,804348.3,643899.6,644181.2,613340.1,251787.7,1483338.5,469808.9,537944.6,538223.0,522401.4,242094.5,1442277.1,432551.8,507546.4,507826.5,495344.5,244119.6,1534082.8,71.91%,61.61%,61.60%,58.29%,25.67%,23.65%,311068.8,312681.8,312837.8,288745.6,62659.0,362810.4,296.22%,62.63%,62.61%,59.37%,30.09%,21.79%,2382618.0,403276.7,403340.2,364125.8,75762.3,323265.7,396935.7,386567.6,386864.4,357422.3,82033.5,1179443.1,253540.2,317597.4,318008.6,307953.9,80289.8,1164574.3,255480.5,307899.6,308375.9,301575.4,85695.3,1112863.4,77.03%,63.48%,63.41%,59.76%,13.54%,12.47%,196795.4,195469.5,195552.8,180213.0,11601.5,138822.9,109.18%,66.65%,66.60%,55.47%,17.59%,17.18%,433393.6,257663.8,257635.7,198255.8,14433.2,202686.7,412629.5,386793.0,386736.8,365343.9,139344.2,962349.0,274230.9,326481.8,327250.3,317523.6,129852.3,935342.9,273120.1,315193.4,315457.2,308478.1,126967.9,953012.9,66.29%,59.87%,59.86%,56.34%,23.01%,21.92%,181045.9,188721.8,188822.6,173793.8,29219.5,208905.4,109.38%,64.96%,61.42%,55.56%,55.82%,23.93%,451327.2,251278.5,237536.1,202973.5,77786.9,230305.6
01-KO1.OEc1_AZ-D5,,51699,40698,40642,38857,657,896,100.00%,78.72%,78.61%,75.16%,1.27%,1.73%,100.00%,78.72%,99.86%,95.61%,1.62%,2.20%,476511.9,437189.8,437455.4,426578.6,226003.8,946777.9,362322.8,391789.8,392060.5,386317.1,222031.9,918336.9,338104.8,364587.3,364952.6,361743.9,217867.8,934028.6,58.78%,47.70%,47.72%,46.10%,16.39%,23.05%,198725.8,173895.0,174142.7,166746.8,35705.0,215333.2,126.77%,50.10%,50.08%,47.28%,20.15%,23.76%,604086.7,219046.2,219068.3,201701.3,45537.1,224928.4,856724.4,683886.8,684215.8,666925.1,289093.6,1523423.6,591215.2,588632.9,588949.1,580847.1,277046.1,1487022.3,529180.1,555366.4,555823.6,550742.4,276894.3,1574728.0,59.96%,55.28%,55.31%,53.22%,24.58%,20.33%,317270.1,306980.5,307406.6,293125.8,68060.0,320117.8,230.19%,57.29%,57.28%,55.09%,31.07%,20.13%,1972110.0,391829.1,391912.4,367405.3,89810.6,306739.5,401251.0,370147.5,370511.6,353617.2,80496.8,1164547.0,293685.2,312901.0,313398.8,309287.3,78380.6,1150516.0,286867.0,305537.0,305827.9,303031.5,85244.0,1106805.8,66.35%,57.78%,57.71%,55.20%,15.84%,12.95%,190346.0,176526.1,176479.9,167287.2,13506.2,143342.5,93.60%,61.50%,61.42%,52.87%,19.82%,17.20%,375564.8,227626.7,227567.5,186956.2,15955.7,200265.5,401446.9,365878.7,366338.1,355220.8,144378.9,896610.7,298668.9,318367.3,319387.0,314961.8,134529.1,872425.4,291209.6,308753.4,309061.3,306100.2,132956.0,877585.4,58.66%,53.34%,53.31%,51.25%,25.82%,21.74%,170837.0,164694.2,164746.1,156884.6,34332.0,190772.7,90.13%,55.91%,55.78%,51.66%,52.26%,24.39%,361831.2,204579.4,204345.0,183506.3,75456.3,218694.3
01-KO1.OEc1_AZ-E5,,42211,29015,28969,27367,521,888,100.00%,68.74%,68.63%,64.83%,1.23%,2.10%,100.00%,68.74%,99.84%,94.47%,1.80%,3.07%,526115.3,484405.8,484780.8,465383.7,227580.0,1115769.0,332486.0,423781.1,424179.9,413983.6,222474.2,1088230.1,332615.7,397063.2,397631.6,390824.2,217211.1,1103028.3,83.02%,54.30%,54.34%,51.56%,18.92%,21.68%,276123.6,215605.6,216064.6,201505.2,41101.7,239171.5,167.30%,54.97%,54.92%,50.87%,23.42%,21.93%,880190.7,266257.3,266262.5,236744.3,53291.0,244734.0,907951.4,680835.1,681215.7,654447.2,261757.6,1582751.0,506982.6,569743.5,570093.2,556944.8,250044.1,1556342.9,469442.0,544618.7,545077.1,534810.8,252829.3,1643150.9,73.75%,62.54%,62.52%,59.60%,27.06%,17.16%,346227.9,340603.6,340797.5,318740.7,68420.8,281915.6,292.20%,61.31%,61.29%,58.50%,33.45%,17.06%,2653053.3,417393.4,417509.5,382865.8,87561.2,270068.9,402309.2,379928.0,380349.7,356793.4,82206.6,1156770.9,248864.8,313700.1,314252.3,306849.8,80506.2,1144521.3,255173.3,303534.9,303965.4,299131.3,85847.3,1102516.5,79.22%,63.76%,63.69%,60.22%,14.10%,12.10%,202153.5,193537.0,193583.4,180127.8,12108.0,133407.0,112.53%,65.16%,65.07%,55.80%,17.62%,15.82%,452718.7,247550.3,247509.4,199084.0,14484.5,183054.1,424417.3,385949.1,386386.3,369702.9,147762.9,943993.1,271943.9,327443.8,328616.5,320975.3,139394.0,922336.5,278617.4,316202.5,316493.7,311671.0,137700.7,935739.2,67.99%,60.48%,60.43%,57.11%,22.67%,19.61%,189443.1,191234.6,191257.5,178007.2,31210.1,183493.1,113.29%,60.29%,59.96%,55.61%,40.15%,22.12%,480828.2,232671.1,231658.4,205586.6,59320.4,208845.8
01-KO1.OEc1_AZ-F5,,46533,31478,31423,29917,526,791,100.00%,67.65%,67.53%,64.29%,1.13%,1.70%,100.00%,67.65%,99.83%,95.21%,1.67%,2.52%,442098.5,450592.2,450962.2,436648.4,222632.3,1024872.9,287800.4,398818.6,399194.4,391688.1,218651.7,997708.9,301459.6,370745.9,371180.6,367226.3,215489.6,1022243.3,81.07%,49.96%,49.99%,47.95%,15.70%,21.88%,244383.0,185212.9,185554.7,176083.0,33837.8,223695.3,152.72%,52.95%,52.91%,49.51%,20.22%,22.47%,675171.5,238570.2,238602.1,216180.8,45011.4,230324.8,780444.0,655794.3,656214.1,634190.3,271651.0,1549678.4,451345.1,554878.8,555252.8,544620.9,260430.5,1518739.6,438183.3,522269.2,522787.4,517102.2,261915.8,1604472.8,70.02%,58.36%,58.40%,55.84%,27.89%,17.48%,306810.4,304817.7,305320.8,288743.9,73048.2,280504.4,304.42%,60.51%,60.49%,57.79%,30.82%,18.48%,2375861.8,396809.3,396952.2,366492.3,83721.5,286428.2,358015.4,367336.5,367787.1,348398.4,81252.6,1151250.9,223315.3,307008.1,307636.3,302177.2,79147.4,1139272.6,241432.3,296095.1,296510.5,292487.6,85453.2,1097693.4,76.55%,59.97%,59.85%,56.85%,14.91%,11.35%,184820.2,177555.7,177456.8,166270.3,12738.1,124624.2,107.80%,63.71%,63.62%,54.75%,19.30%,15.93%,385954.9,234042.5,233989.0,190745.0,15684.3,183382.3,379940.8,376426.9,376689.3,362293.9,143253.2,959376.2,242707.7,322197.8,323348.5,317336.8,135754.4,929903.1,264265.5,310924.9,311165.0,308119.4,134554.3,928022.6,64.27%,56.88%,56.82%,54.26%,25.09%,21.03%,169847.7,176853.3,176802.6,167195.0,33764.7,195157.8,103.83%,59.93%,59.30%,54.41%,39.45%,25.99%,394504.1,225605.5,223375.2,197136.3,56508.9,249303.9
01-KO2.OEc1-A6,,90501,72122,71904,69679,1341,732,100.00%,79.69%,79.45%,76.99%,1.48%,0.81%,100.00%,79.69%,99.70%,96.91%,1.86%,1.02%,331487.0,370020.8,370459.3,364735.0,226003.0,1058565.9,253818.6,338329.7,338767.2,336859.9,221923.2,1022097.8,283805.1,312892.2,313232.1,313855.0,219793.4,1045352.8,44.36%,33.37%,33.35%,32.59%,17.33%,27.57%,125898.5,104414.8,104456.2,102290.9,38097.4,288252.4,127.04%,49.30%,49.27%,45.28%,20.40%,25.70%,421131.0,182431.4,182515.0,165160.7,46111.9,272064.3,412863.3,400452.2,400705.8,392264.3,225218.5,1353587.6,280786.0,350600.8,350867.7,348372.6,217199.0,1296734.4,298760.5,325174.6,325270.6,325979.5,212689.7,1379314.3,48.30%,42.14%,42.11%,41.33%,23.45%,28.35%,144287.7,137028.9,136958.8,134725.6,49884.6,391061.8,368.37%,61.42%,61.41%,56.49%,29.78%,26.22%,1520879.5,245958.9,246066.9,221600.4,67075.3,354956.5,251858.1,281177.8,281637.4,274666.9,82551.7,1169954.5,180111.8,243290.2,243822.1,244317.3,80360.8,1156341.1,204301.8,228904.5,229247.8,230141.7,87752.7,1110366.8,54.61%,46.30%,46.22%,44.77%,12.64%,12.29%,111560.2,105986.2,105950.0,103028.5,11088.7,136433.4,85.03%,62.88%,62.79%,53.74%,19.22%,16.42%,214166.7,176799.5,176844.3,147608.5,15864.6,192155.1,237661.8,261897.9,262541.7,256919.2,142543.9,905540.7,166365.6,229532.9,230903.0,229512.7,133688.5,869138.2,196392.0,216031.7,216491.8,216967.3,129118.4,903377.4,49.11%,44.46%,44.35%,43.38%,23.38%,26.16%,96439.3,96043.9,96013.0,94119.6,30188.6,236303.3,80.81%,59.95%,59.52%,53.82%,44.22%,26.73%,192056.1,156996.2,156259.4,138270.9,63037.8,242056.1
01-KO2.OEc1-B6,,109372,87085,86842,83226,2625,812,100.00%,79.62%,79.40%,76.09%,2.40%,0.74%,100.00%,79.62%,99.72%,95.84%,3.02%,0.94%,353212.6,394709.1,395181.1,391310.3,231963.4,1174626.5,262531.0,358381.1,358866.9,359192.8,227921.6,1132457.4,299959.9,329727.4,330079.8,332605.7,227613.9,1173065.3,45.89%,33.91%,33.86%,32.92%,18.06%,24.88%,137650.1,111824.7,111779.1,109506.5,41104.5,291864.3,129.61%,51.42%,51.37%,47.23%,19.74%,25.55%,457800.8,202948.3,203017.7,184829.2,45783.8,300060.5,408281.0,399541.9,399867.9,394171.8,216888.5,1384819.9,270527.3,346404.5,346743.1,346744.2,210604.4,1325941.1,291787.4,319527.7,319698.6,322630.0,206144.2,1419343.0,49.92%,43.34%,43.27%,42.29%,21.42%,27.68%,145662.1,138487.6,138334.3,136436.2,44163.7,392851.2,345.24%,63.91%,63.88%,59.08%,26.44%,26.36%,1409550.5,255340.0,255447.0,232873.5,57340.9,364979.8,242357.5,270567.4,270944.2,266582.7,83444.6,1176982.1,163669.9,231439.0,231842.7,235162.9,81893.3,1162222.0,192176.8,217042.9,217336.4,219799.9,87255.8,1118237.0,56.88%,47.78%,47.73%,45.78%,12.42%,13.60%,109312.3,103700.0,103726.0,100628.6,10835.7,152087.1,91.78%,65.60%,65.54%,56.11%,16.59%,17.20%,222440.7,177503.1,177582.5,149575.7,13842.0,202481.3,225440.0,247820.3,248422.3,244949.1,131206.4,870783.3,150944.1,215601.2,216779.0,217135.8,125140.8,829705.0,183197.3,202255.2,202648.3,204662.9,121302.9,873097.9,50.20%,45.13%,45.04%,43.93%,20.71%,28.05%,91967.2,91279.8,91271.7,89911.5,25117.5,244931.9,87.41%,62.18%,61.94%,56.39%,38.53%,30.23%,197057.3,154086.4,153878.8,138114.9,50548.8,263230.5
01-KO2.OEc1-C6,,108594,85081,84839,81119,2487,1024,100.00%,78.35%,78.12%,74.70%,2.29%,0.94%,100.00%,78.35%,99.72%,95.62%,2.93%,1.21%,365616.9,409555.1,410087.1,403220.3,236353.8,1236122.8,265650.8,368543.8,369093.8,367865.2,232191.8,1196416.3,302521.3,336078.6,336505.8,338498.7,230417.7,1235479.0,49.75%,35.92%,35.87%,34.91%,18.91%,24.39%,150515.5,120706.8,120690.5,118170.8,43577.9,301383.6,129.75%,53.56%,53.51%,48.46%,19.55%,23.97%,474406.1,219372.6,219442.7,195395.3,46201.6,296288.0,422845.6,403829.6,404219.9,395263.5,220150.4,1389105.5,273297.4,345599.7,345992.0,344185.6,212740.3,1328675.1,288119.8,316723.0,316943.9,319169.0,209461.2,1450050.8,52.56%,45.64%,45.61%,44.70%,22.56%,27.34%,151426.5,144567.9,144546.5,142682.9,47251.9,396433.2,368.29%,66.55%,66.52%,61.07%,29.13%,26.48%,1557281.3,268758.6,268903.2,241376.0,64122.5,367767.9,249217.9,278262.8,278669.6,271326.8,83407.8,1197338.1,165537.8,235577.1,236027.1,238078.5,81738.7,1179773.9,191782.8,218541.2,218918.4,221222.0,87477.4,1123369.3,58.62%,49.22%,49.17%,47.07%,12.31%,12.93%,112422.4,107569.3,107633.8,104138.1,10766.9,145242.6,96.23%,68.15%,68.07%,57.00%,17.10%,18.98%,239832.5,189628.0,189690.8,154668.0,14262.8,227280.9,237194.0,258240.6,258797.8,252997.5,140087.8,897109.1,157437.4,222756.1,223986.6,223027.3,133827.5,857563.9,187389.8,206498.0,206888.4,208523.5,132093.7,896291.6,49.96%,45.85%,45.75%,44.65%,20.49%,28.47%,93624.9,94678.0,94652.0,93103.0,27061.7,255197.2,91.49%,64.51%,63.93%,57.60%,34.94%,28.41%,217011.7,166598.7,165443.9,145739.1,48950.6,254829.1
01-KO2.OEc1_AZ-D6,,44825,31529,31291,29787,414,967,100.00%,70.34%,69.81%,66.45%,0.92%,2.16%,100.00%,70.34%,99.25%,95.19%,1.32%,3.09%,372972.4,410779.7,412182.9,395833.0,245179.5,928956.1,256705.9,372971.6,374442.4,365071.9,237326.7,897081.7,295845.6,348508.3,349792.0,345684.6,227866.5,907840.0,63.60%,38.99%,38.86%,36.86%,25.36%,26.21%,188154.5,135872.0,135924.0,127424.4,57796.3,237960.5,173.01%,49.21%,49.06%,44.16%,26.96%,26.14%,645269.3,202146.5,202234.1,174781.3,66098.6,242785.5,582640.4,521232.0,522348.1,495731.6,271951.1,1354726.9,332387.0,446375.0,447283.3,433695.9,256820.1,1293829.0,361649.3,415019.0,415612.6,408822.8,249481.3,1369509.0,62.13%,48.80%,48.90%,46.70%,31.41%,29.81%,224682.0,202543.2,203231.5,190905.2,78367.0,408232.3,357.38%,62.65%,62.65%,57.39%,37.09%,27.46%,2082215.1,326560.3,327252.9,284503.3,100870.3,372005.3,333012.2,366865.8,368635.2,342198.8,75837.5,1233633.1,203366.9,310086.9,312262.0,303529.6,72833.7,1210093.0,247679.5,296619.1,298094.6,293906.6,80310.5,1151726.9,70.43%,51.70%,51.41%,48.69%,22.08%,15.90%,174449.7,153364.0,153249.7,143099.3,17730.6,183073.0,113.29%,65.60%,65.28%,51.38%,24.21%,21.61%,377260.6,240647.8,240635.0,175821.8,18359.5,266615.1,291932.8,314557.0,316439.5,299614.1,196362.8,830343.5,174504.9,270604.2,274954.5,266469.5,167782.1,788981.5,227719.5,262809.9,264167.9,258993.6,159358.1,816238.6,59.61%,47.83%,47.58%,45.70%,45.01%,28.89%,135754.9,125713.5,125679.1,118354.5,71729.8,235810.5,107.31%,60.86%,59.69%,52.75%,68.66%,31.44%,313262.0,191439.2,188882.7,158043.8,134814.7,261077.2
