"","sgRNA","Gene","mergeD0","Vaco.Cont1.final"
"66211",77269241,"NGB",6472.45547073791,1486
"66212",77270859,"NGB",6730.82103477523,875
"66214",77276162,"GDPD4",3121.87107718405,1060
"66215",7727731,"ITIH2",753.773536895674,1171
"66216",77278836,"CCDC146",2189.69465648855,2886
"66217",77279097,"CCDC146",6222.24851569126,631
"66218",77280222,"VPS13A",1181.37998303647,1087
"66219",77280593,"CCDC146",3197.18659881255,2149
"66220",77285500,"POMT2",567.218829516539,1385
"66222",77291348,"POMT2",5250.78456318914,5418
"66223",77293822,"AK5",2455.4385072095,961
"66224",7730092,"ITIH2",3774.22222222222,813
"66225",7730145,"CLEC4G",2758.58015267176,1632
"66226",77308063,"VPS13A",6056.93469041561,700
"66227",7730858,"CLEC4G",1381.73112807464,1223
"66228",7731700,"CLEC4G",5580.98982188295,3510
"66231",77326865,"GSTZ1",4824.8032230704,1712
"66232",77327952,"GSTZ1",1204.10008481764,1585
"66233",77327991,"GSTZ1",4526.18829516539,900
"66234",77329043,"PDE8B",9378.22985581001,2424
"66236",77330296,"GSAP",6396.39525021204,2886
"66237",77335877,"ADAMTS18",3248.1433418151,2588
"66238",77340390,"AK5",830.971162001696,2014
"66239",77340491,"AK5",2535.18066157761,641
"66240",77340705,"PAK1",5826.77608142494,1956
"66241",77343341,"TMED8",2448.31212892282,3305
"66242",77343390,"TMED8",8789.79728583546,1404
"66243",77343803,"TMED8",7578.5572519084,1909
"66244",77346396,"TMED8",7077.91857506361,2290
"66246",77355399,"GSAP",4871.38083121289,1280
"66247",77358931,"PAK1",2724.72010178117,1567
"66249",77360851,"GSAP",7520.04834605598,4960
"66250",77363843,"ADAMTS18",3414.67769296014,1083
"66251",7737443,"CLEC4C",697.211195928753,397
"66252",7737550,"CLEC4C",2210.86598812553,1218
"66254",77377831,"SAMD15",2318.93129770992,3418
"66256",77378334,"SAMD15",1796.34775233249,1773
"66261",77404007,"KCNMA1",7218.6106870229,3844
"66262",77406845,"NOXRED1",3702.20271416455,1768
"66263",774072,"PDDC1",5048.46055979644,768
"66264",77407580,"NOXRED1",2216.01526717557,2263
"66265",7740880,"DNAH2",4560.9304495335,1078
"66266",77409028,"PDE8B",14045.796437659,6308
"66267",77412159,"PDE8B",2217.16624257846,1278
"66268",77413953,"NOXRED1",3496.46904156064,901
"66269",7741436,"CLEC4C",10636.481764207,5388
"66270",77417673,"AK5",5790.9796437659,2100
"66271",77422787,"NOXRED1",3198.08821034775,2419
"66272",77428936,"GNA14",4801.20949957591,371
"66276",77435891,"VIPAS39",5416.41560644614,895
"66279",77447769,"FGF16",1444.23664122137,732
"66281",77448525,"VIPAS39",8620.91433418151,3117
"66282",77449720,"VIPAS39",3936.87022900763,5468
"66283",77449801,"WDR41",2582.38761662426,506
"66285",77451285,"VIPAS39",8875.13994910941,1872
"66289",77458254,"AHSA1",5584.18914334181,1023
"66290",77462226,"AHSA1",8651.79558948261,1424
"66291",77462682,"AHSA1",2297.1026293469,1677
"66294",77463112,"WDR41",4596.26887192536,2
"66296",77463338,"HTR1B",893.822731128075,937
"66297",7746416,"CLEC4C",2412.18235793045,958
"66298",77464251,"HMG20A",8533.79898218829,1478
"66299",77464305,"HMG20A",8973.22391857506,1772
"66301",77465595,"AHSA1",18.7319762510602,321
"66302",77467106,"HMG20A",4331.2502120441,394
"66303",77467294,"HMG20A",6125.88719253605,2469
"66304",7747329,"CD209",3571.78371501272,931
"66305",77477414,"ROBO2",2764.93129770992,2896
"66308",77482631,"ISM2",6240.79898218829,4709
"66309",77484406,"ISM2",7649.15351993215,651
"66310",77484760,"ISM2",6904.66327396098,2685
"66311",77487532,"SEPT9",701.782018659881,828
"66312",77488740,"SEPT9",2488.67430025445,1216
"66313",775115,"PDDC1",2667.20271416455,363
"66314",77518723,"LRRTM4",7902.27480916031,2
"66315",77518854,"LRRTM4",8057.20101781171,983
"66316",77519075,"LRRTM4",2235.01357082273,705
"66318",77546346,"ROBO2",1538.17133163698,1274
"66319",77550915,"ROBO2",1447.20271416455,457
"66320",77559821,"SCEL",5300.84393553859,1226
"66322",77570471,"SPTLC2",2766.72773536896,1821
"66323",775779,"GLOD4",4891.55979643766,1169
"66324",77581468,"PTPN12",4840.52247667515,1539
"66328",77590135,"AQP11",1164.74978795589,4243
"66329",77590292,"AQP11",910.49957591179,882
"66330",77590440,"AQP11",8193.5818490246,1951
"66331",77590486,"AQP11",5641.61407972858,734
"66332",77591413,"SCEL",3853.9465648855,640
"66333",77597243,"SPTLC2",2244.67345207803,703
"66334",77597361,"SPTLC2",2178.49448685327,1793
"66335",77607278,"PTPN12",3976.64206955047,2456
"66336",77607709,"CXCL13",2683.94571670908,2
"66337",77607729,"CXCL13",3882.93553859203,3579
"66338",77607774,"CXCL13",6164.0042408821,3512
"66339",77607803,"CXCL13",4237.76420695505,1126
"66340",77608110,"SCEL",5430.63189143342,2191
"66341",77614859,"LINGO1",2171.67769296014,1477
"66342",77615050,"LINGO1",1492.05004240882,1719
"66344",77615368,"LINGO1",1207.93299406276,156
"66345",77624995,"CLNS1A",1563.07548770144,1333
"66346",77625730,"CLNS1A",474.540288379983,650
"66347",77627011,"PTPN12",6169.8524173028,2736
"66349",77630689,"OTP",490.033078880407,1443
"66356",77637063,"OTP",4699.59881255301,393
"66357",77647709,"GNA14",4349.28244274809,4498
"66361",77675701,"ALKBH1",2578.95843935539,1047
"66366",7769319,"KIN",8177.0941475827,1194
"66369",77694805,"ALKBH1",2461.81594571671,762
"66371",7769998,"NANOGNB",3758.93723494487,717
"66373",7770154,"NANOGNB",5530.95843935539,3992
"66374",77701785,"RSF1",1734.57845631891,1178
"66376",7770221,"NANOGNB",10045.6692111959,4435
"66377",77707935,"ALKBH1",1203.45377438507,518
"66382",77710875,"SLIRP",1767.52247667515,421
"66383",77722084,"USP33",4057.99236641221,1436
"66384",77725464,"NUDT7",1696.61916878711,656
"66386",77729879,"USP33",4901.6598812553,3581
"66387",77731426,"CNOT6L",10052.7167090755,3179
"66388",77731516,"CNOT6L",1795.73112807464,290
"66389",77732501,"SNW1",3154.90839694657,1821
"66393",77735832,"NUDT7",3106.38083121289,1345
"66394",77735883,"NUDT7",5966.754028838,589
"66395",77735978,"NUDT7",4059.78541136556,9
"66396",77736117,"USP33",2865.88888888889,1600
"66397",77740824,"RSF1",1664.52078032231,956
"66398",77746678,"SLAIN1",1896.51993214589,1963
"66400",77749817,"RSBN1L",4900.14418999152,162
"66401",77751341,"SNW1",2259.4834605598,1091
"66402",77753232,"SLAIN1",2279.00508905852,708
"66405",77756867,"CNOT6L",5908.31128074639,1768
"66406",77760852,"SLAIN1",2121.97455470738,758
"66407",77761063,"C14orf178",2584.31297709924,762
"66409",77761145,"MEI4",4515.71501272265,1321
"66410",77761482,"MEI4",1592.31891433418,119
"66412",77765512,"RSBN1L",1476.98049194232,2654
"66413",77768672,"RSBN1L",11022.064461408,5533
"66414",77769517,"C14orf178",3762.95759117897,1466
"66415",7777188,"VAMP3",4272.74893977947,204
"66417",77774691,"CNOT6L",4894.62680237489,4075
"66419",77788907,"VAT1L",9214.82697201018,3252
"66420",7778949,"KIN",163.373197625106,1226
"66421",77794129,"TMEM60",5332.71416454623,2139
"66423",77794200,"TMEM60",1275.21034775233,2890
"66425",77794582,"GNAQ",4251.71331636981,339
"66426",7779578,"PRR23D2",6353.491942324,3639
"66427",7779654,"PRR23D2",2932.12383375742,4447
"66428",77797608,"GNAQ",7784.15012722646,5101
"66429",7780055,"PRR23D2",2381.87022900763,1248
"66430",77801504,"FAM73A",877.100084817642,625
"66431",7780383,"PRR23D2",664.513994910941,733
"66432",77813788,"FAM73A",1095.64970313825,1377
"66433",77815197,"FAM73A",7318.67938931298,4224
"66434",77819919,"DLG5",1689.73452078032,693
"66437",77825259,"VAT1L",5614.17048346056,1834
"66438",77825419,"VAT1L",3371.59711620017,2
"66439",77828887,"DLG5",2177.7294317218,695
"66441",7783104,"KIN",5523.53859202714,842
"66442",77842527,"AAMDC",1916.22391857506,623
"66444",77856852,"MAGT1",2539.75318066158,639
"66445",77857417,"MAGT1",683.495335029686,1540
"66446",77860081,"FAM73A",1531.18066157761,1949
"66447",7786156,"DNAH2",915.49957591179,600
"66449",7786808,"PER3",2630.17896522477,1384
"66451",77872184,"AAMDC",2398.25275657337,887
"66452",77875512,"MAGT1",1308.20016963528,784
"66456",77887127,"ADCK1",1817.01187446989,3440
"66458",77895402,"MAGT1",1021.09754028838,1279
"66459",7789690,"NANOG",1738.01272264631,2567
"66460",77902661,"COX7B",1906.96437659033,783
"66463",77902745,"COX7B",1941.12807463953,572
"66464",77910359,"PHTF2",3545.7786259542,3329
"66465",77918150,"EDNRB",3231.84987277354,1445
"66466",77918246,"EDNRB",2520.46649703138,2205
"66467",77918359,"EDNRB",2257.58269720102,900
"66471",77922162,"GNAQ",4036.17557251908,2407
"66472",77922296,"GNAQ",9366.67090754877,4523
"66476",77926535,"NEXN",5885.47837150127,1793
"66477",7792689,"DNAH2",4915.89397794741,852
"66478",77929119,"PHTF2",7308.10093299406,1664
"66479",77929490,"NEXN",2980.27650551315,751
"66480",7793064,"NANOG",3793.82103477523,695
"66481",77933409,"NEXN",5296.7582697201,963
"66484",7794539,"NANOG",3598.98642917727,2568
"66487",7796121,"ATP5C1",582.672603901612,517
"66488",7796366,"OR5P2",3986.54452926209,430
"66489",77964146,"FUBP1",6115.87871077184,3848
"66491",77964964,"FUBP1",4446.13994910941,1938
"66492",7796540,"OR5P2",376.826972010178,471
"66494",7796758,"OR5P2",2961.26378286684,1575
"66495",77969173,"PGAM4",1958.40458015267,1149
"66497",77969464,"PGAM4",2276.60050890585,1143
"66499",77969992,"FUBP1",10449.1195928753,1823
"66501",7797720,"DNAH2",3752.39864291773,605
"66502",77989640,"ATP7A",7573.48430873622,3931
"66503",7799013,"ATP5C1",1965.21034775233,1076
"66507",7799643,"TMEM261",1677.37319762511,1626
"66510",7800509,"AFAP1",147.185750636132,119
"66511",78005313,"DNAJB4",3777.46988973707,1867
"66512",78007424,"NAV3",6208.5368956743,296
"66514",78011627,"ATP7A",7049.40797285835,2450
"66515",78013095,"DNAJB4",9929.87022900763,5192
"66516",78013187,"DNAJB4",4722.86089906701,1134
"66517",78013284,"DNAJB4",7540.0203562341,3539
"66518",78017035,"KCTD14",1155.26463104326,281
"66519",78017162,"KCTD14",4259.81000848176,1768
"66520",7801721,"UMAD1",3308.92875318066,559
"66521",78017211,"KCTD14",2929.4342663274,3341
"66522",7801739,"UMAD1",4343.20186598813,703
"66523",78017949,"TBC1D2B",3200.19508057676,557
"66524",78020244,"ATP7A",6259.45631891433,999
"66525",78021024,"ATP7A",4557.33163698049,572
"66526",78022655,"CLEC3A",2039.58269720102,1277
"66527",78023160,"KCTD14",1443.28922815946,438
"66528",78030454,"CLEC3A",3003.1967769296,2203
"66529",78030490,"CLEC3A",5558.54537743851,1371
"66530",78030620,"CLEC3A",1611.06361323155,1129
"66533",78044955,"TBC1D2B",5017.01102629347,1894
"66534",78046261,"GIPC2",2289.29262086514,779
"66535",78046330,"GIPC2",5917.39609838846,2107
"66536",78049804,"TNRC6C",6998.92366412214,1902
"66537",78050938,"TNRC6C",6408.86005089059,3984
"66538",78051143,"NAV3",4020.30025445293,3187
"66539",78051308,"TNRC6C",2930.2909245123,751
"66540",78054112,"TBC1D2B",1486.60729431722,742
"66543",78064045,"THRSP",3541.30110262935,2101
"66544",78064081,"THRSP",5262.36386768448,3701
"66545",78077403,"TBC1D2B",2660.99406276505,2
"66548",78079601,"NDUFC2",3.74639525021204,1765
"66549",78079708,"NDUFC2-KCTD14",493.701441899915,477
"66551",78080725,"GIPC2",3455.09669211196,2084
"66552",78092735,"SH2D7",4976.61662425785,1416
"66553",78094998,"GIPC2",6823.42239185751,1913
"66555",78098416,"SH2D7",1015.08481764207,1335
"66556",78100971,"SH2D7",2574.21119592875,728
"66557",7810557,"PER3",8367.36556403732,771
"66558",78108442,"WWOX",2917.41899915182,1565
"66561",78111228,"CIB2",10559.8761662426,4179
"66563",78113797,"PGK1",178.373197625106,753
"66565",78115056,"WWOX",3592.1272264631,2722
"66566",78118079,"PGK1",1049.92451229856,404
"66567",78118164,"PGK1",829.985581000848,1596
"66568",7811888,"DEFB107A",5645.32400339271,3277
"66569",7811911,"DEFB107A",5193.69211195929,690
"66570",7811915,"DEFB107A",6127.98473282443,1979
"66571",78119196,"ALG8",305.033078880407,524
"66574",78122037,"NAV3",8086.13994910941,3360
"66575",78122617,"TMC6",3731.24766751484,543
"66576",78122945,"PGK1",833.016963528414,396
"66578",78124032,"TMC6",3306.79474130619,5354
"66579",78124894,"TMC6",4374.22307039864,669
"66580",78127426,"ALG8",880.458015267176,1685
"66581",78128080,"AP3B1",3604.45038167939,1820
"66582",78133440,"TAF9B",6440.5165394402,939
"66583",78133443,"TMC8",1206.62171331637,544
"66584",78133933,"TMC8",1988.22815945717,655
"66585",78134922,"TMC8",2948.30534351145,1783
"66586",78136983,"TAF9B",3035.47413061917,2137
"66591",78155257,"IDH3A",8826.24681933842,1737
"66592",78160209,"MAGI2",793.107718405428,523
"66593",7816030,"AFAP1",1376.65479219678,668
"66594",78161142,"C17orf99",9484.66666666667,2800
"66595",78161237,"C17orf99",4556.07972858355,684
"66598",78162343,"IDH3A",4048.5165394402,1224
"66599",78162851,"AP3B1",1371.89397794741,1373
"66600",78164217,"C17orf99",7719.29855810008,2531
"66601",78164217,"WWOX",7875.54368108567,1013
"66602",78170851,"SYNGR2",4175.21458863444,2259
"66605",78171576,"SYNGR2",368.373197625106,1243
"66607",78174369,"KCTD21",3874.02290076336,2572
"66608",78174438,"KCTD21",3668.07633587786,1479
"66609",78174478,"KCTD21",4717.79728583545,1384
"66611",78175538,"TK1",1944.36810856658,918
"66612",78179683,"ACSBG1",3737.74893977947,4921
"66613",78180891,"ACSBG1",1635.44020356234,2341
"66615",78182675,"TK1",1838.8481764207,936
"66616",78191002,"AFMID",4994.11026293469,4607
"66618",78194631,"ACSBG1",739.528413910093,2379
"66619",78196467,"USP35",3594.63019508058,2825
"66620",78197985,"USP35",2217.84648006785,1891
"66622",78200704,"USP35",2683.65479219678,1957
"66623",78202592,"AFMID",1797.55046649703,1482
"66625",78204865,"AFMID",302.491094147583,1322
"66626",7820531,"PER3",5695.84563189143,3934
"66633",782206,"GLOD4",2767.00169635284,1181
"66637",78226577,"GAB2",1549.57421543681,1674
"66638",78226699,"GAB2",1004.70992366412,727
"66640",7823383,"DEFB105A",3112.2951653944,1206
"66641",78233918,"TMEM235",2253.04071246819,1418
"66643",78234611,"TMEM235",2027.21289228159,270
"66645",78240089,"CEP78",1686.09245122986,164
"66646",78241761,"CEP78",1094.79813401187,641
"66647",7824433,"TAF3",1104.30958439355,541
"66651",78252015,"CEP78",2566.52841391009,2045
"66654",7825421,"OR5P3",6418.71501272265,2116
"66656",78255951,"MAGI2",6355.74385072095,2050
"66657",7825692,"OR5P3",840.441899915182,2459
"66658",7825747,"OR5P3",1852.99915182358,651
"66659",782605,"RNMTL1",379.224766751484,1087
"66660",78264868,"DNAJA4",1174.56743002545,1726
"66662",78266871,"FRAS1",1126.37574215437,1091
"66666",78273323,"CYSLTR1",13391.7718405428,1386
"66667",78273451,"CYSLTR1",5032.32739609839,721
"66668",78273508,"CYSLTR1",3004.58354537744,1896
"66670",78274241,"DNAJA4",4208.79050042409,224
"66671",78274404,"DNAJA4",2222.5165394402,506
"66672",7828711,"SLC2A14",3179.82951653944,677
"66675",78289982,"WDR61",2384.8320610687,768
"66679",78304852,"PSAT1",4855.41136556404,584
"66680",78306380,"PSAT1",4886.26123833757,1755
"66683",7831629,"SLC2A14",1011.31636980492,767
"66686",78337804,"FRAS1",4311.5165394402,762
"66687",78341057,"CRABP1",1677.33333333333,1300
"66689",78341142,"CRABP1",8390.08481764207,1500
"66691",78343946,"MAGI2",3376.72179813401,1586
"66692",7835387,"C5orf49",2549.85920271416,434
"66693",7835480,"C5orf49",3239.99830364716,895
"66696",78358835,"SOCS3",4024.33333333333,3847
"66697",78358900,"SOCS3",1593.85072094996,1326
"66698",7838656,"AFAP1",2014.40118744699,554
"66702",78398338,"PGS1",748.718405428329,1359
"66703",78415584,"SCAMP1",2476.71501272265,2
"66704",78416613,"SCAMP1",3068.58524173028,1359
"66705",78418819,"SCAMP1",1130.37319762511,464
"66707",7843247,"VCX",2439.90245971162,3554
"66710",7843712,"VCX",2803.89228159457,804
"66711",7845149,"BMP6",2500.29346904156,754
"66713",7845265,"BMP6",1720.66751484309,1465
"66716",78475407,"DNAH17",2321.44698897371,497
"66720",7848070,"SPAG11A",696.782018659881,133
"66721",7848087,"SPAG11A",2025.98982188295,647
"66724",7848730,"SPAG11A",2074.385072095,1005
"66725",7848743,"KDM6B",1703.2010178117,756
"66728",78492928,"PTGFR",2328.50551314673,108
"66731",78493287,"PTGFR",2865.98897370653,1045
"66732",78506783,"DNAH17",972.920271416455,1080
"66733",7850836,"UTS2",1015.60474978796,691
"66735",7850881,"C5orf49",109.37743850721,1859
"66737",78509865,"LHFPL2",4864.63443596268,1920
"66738",78509936,"LHFPL2",8820.73621713316,866
"66739",78510003,"LHFPL2",5507.64970313825,3532
"66740",78510103,"LHFPL2",8070.80831212892,3055
"66741",78513159,"HYKK",4885.85072094996,1905
"66742",78513294,"HYKK",7132.12977099237,3492
"66743",78514887,"DNAH17",3960.23579304495,3135
"66744",78514997,"HYKK",8049.80237489398,3020
"66746",78521435,"MAGI2",5856.49957591179,6054
"66747",78528915,"NARS2",1959.01187446989,276
"66748",78533217,"HYKK",7222.98218829517,1131
"66749",7853349,"UTS2",1847.1764206955,1269
"66753",7855235,"TMEM88",4445.9957591179,1451
"66754",7855495,"TMEM88",1388.88804071247,1158
"66758",78571341,"NARS2",3323.98897370653,710
"66759",7857147,"NAA38",1298.8481764207,1472
"66766",7858424,"CYB5D1",3888.46140797286,4363
"66767",7858660,"CYB5D1",10721.2832909245,6544
"66768",7858696,"CYB5D1",8428.99745547074,2611
"66769",78589853,"CHRNA5",9778.40033927057,2681
"66770",78590061,"CHRNA5",6518.69889737065,6126
"66771",78590158,"CHRNA5",8904.26802374894,1306
"66776",78598461,"PKIA",2487.57421543681,554
"66777",78598477,"PKIA",4266.97370653096,2669
"66778",78598531,"PKIA",2365.92111959288,2127
"66779",78601891,"POU4F1",3799.13146734521,1927
"66780",78601953,"CHRNA3",2292.17048346056,554
"66781",78602091,"POU4F1",4934.31043256998,2381
"66786",7861565,"BMP6",2564.27311280746,1510
"66787",78616582,"RNF219",3964.754028838,1635
"66789",78618881,"CHRNA3",3826.19338422392,633
"66792",78628359,"IFI44L",1973.26123833757,711
"66796",78629908,"CHRNB4",768.373197625106,541
"66797",78631145,"CHRNB4",2741.87786259542,1896
"66799",78635173,"RNF219",8070.21628498728,1432
"66801",78638971,"RNF219",5371.52926208651,201
"66803",78650276,"IFI44",2179.24088210348,1689
"66805",78655176,"IFI44",6380.32145886344,1369
"66806",78655409,"IFI44",1060.04156064461,1655
"66807",78655507,"IFI44",3011.1433418151,192
"66808",78657167,"ROBO1",4677.52162849873,2969
"66809",78657595,"ZCCHC5",5053.86344359627,2155
