Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
GRPEL1	4	-1.2487	-2.7331	0.0020883	0.062315	0.0062746	0.21795
SCUBE1	4	0.01825	0.13296	0.73787	0.947	0.89422	0.94279
CDK5RAP3	4	-0.075409	-0.61579	0.91582	0.98313	0.53803	0.74238
MTERF2	4	0.28996	1.4055	0.053898	0.39063	0.15986	0.50807
PLEKHO2	4	-0.15668	-1.5624	0.65871	0.92512	0.11819	0.50807
EFHD1	4	0.071764	0.53216	0.53679	0.88001	0.59462	0.7539
C2orf44	4	-0.33425	-1.5402	0.29654	0.74909	0.12351	0.50807
TRABD	4	-0.046558	-0.45796	0.9818	0.99687	0.64698	0.78809
MED28	4	-0.040608	-0.25683	0.95913	0.99203	0.79731	0.88575
FLAD1	4	-0.28516	-1.1658	0.37057	0.79535	0.24369	0.53364
SPHKAP	4	-0.058072	-0.88516	0.97673	0.99579	0.37607	0.63015
PDGFD	4	0.28062	1.4686	0.061356	0.41647	0.14193	0.50807
KLHL15	4	0.18138	1.1524	0.20779	0.66619	0.24914	0.53638
TET1	4	-0.069815	-1.1046	0.93437	0.98729	0.26933	0.55163
LRRC27	4	-0.1201	-1.6088	0.76875	0.95285	0.10765	0.50807
EPC1	4	-0.19719	-1.0835	0.55529	0.88705	0.27859	0.55808
CPEB4	4	0.0017919	0.014075	0.80042	0.95969	0.98877	0.99411
ZKSCAN3	4	0.14065	0.9653	0.3125	0.75887	0.3344	0.59866
GKAP1	4	0.17228	1.2189	0.22907	0.69003	0.22289	0.52042
CXXC4	4	0.025649	0.19696	0.71161	0.94158	0.84386	0.91521
SP6	4	0.0092525	0.042164	0.77158	0.95328	0.96637	0.98214
CEP70	4	0.30599	1.1479	0.043357	0.35133	0.25101	0.53763
CCDC68	4	0.1213	1.1504	0.36983	0.79502	0.24996	0.53676
PUS1	4	-0.46315	-1.8492	0.15364	0.6062	0.064426	0.50807
ABTB1	4	0.10228	0.87753	0.43213	0.83036	0.3802	0.63326
WNT10A	4	0.11007	0.62757	0.40627	0.8172	0.53028	0.74045
ULBP2	4	-0.3569	-2.036	0.26561	0.72412	0.041752	0.46157
ULBP1	4	0.10738	1.452	0.41513	0.82235	0.14651	0.50807
DNAJC5	4	-0.23937	-2.0014	0.46042	0.84421	0.045346	0.47355
ADAM33	4	-0.44859	-2.2474	0.16503	0.61906	0.024618	0.37828
KCNIP4	4	0.24062	1.0912	0.10461	0.52574	0.2752	0.55587
WDR82	4	-0.77829	-1.7923	0.026452	0.26855	0.07308	0.50807
PABPC1L	4	0.004491	0.069798	0.78943	0.95781	0.94435	0.97074
PNPLA3	4	-0.071176	-0.6266	0.92964	0.9864	0.53092	0.74053
BPIFB2	4	-0.031408	-0.16079	0.92398	0.98557	0.87226	0.93077
TRAF3IP3	4	0.17104	1.3012	0.23175	0.69206	0.19318	0.50956
SEL1L2	4	0.34074	1.557	0.024214	0.25578	0.11948	0.50807
DCAF11	4	-0.24722	-1.3318	0.44312	0.83635	0.18292	0.50807
ZSCAN16	4	0.10936	1.1545	0.40802	0.81815	0.2483	0.53584
REEP4	4	-0.29829	-2.0834	0.35069	0.78358	0.037215	0.44027
COASY	4	-0.59278	-2.0604	0.073588	0.45597	0.039356	0.44973
WDR61	4	-0.41534	-1.7985	0.1972	0.65403	0.0721	0.50807
TNKS2	4	0.13994	0.93456	0.31469	0.75975	0.35001	0.60882
RNF39	4	-0.31303	-0.74176	0.32886	0.76873	0.45823	0.69376
PDCD1LG2	4	0.076008	0.75893	0.52178	0.87314	0.44789	0.6855
CD276	4	-0.065115	-0.62281	0.95142	0.99038	0.53341	0.74097
UBXN6	4	-0.40687	-1.5244	0.2061	0.66437	0.12741	0.50807
SLC19A3	4	-0.030076	-0.22091	0.91856	0.98418	0.82516	0.9034
TSGA10	4	0.29633	1.459	0.049622	0.37462	0.14457	0.50807
AKNA	4	-0.12369	-1.2766	0.75751	0.95029	0.20176	0.51169
ESX1	4	0.02822	0.49521	0.70023	0.93808	0.62045	0.76924
PBX4	4	-0.039005	-0.24126	0.95336	0.9907	0.80936	0.89443
SLC35G2	4	0.17572	1.4408	0.22126	0.68116	0.14964	0.50807
ACAD10	4	-0.072055	-0.46388	0.92656	0.98572	0.64273	0.78495
SRCIN1	4	0.27484	1.4401	0.067174	0.43617	0.14985	0.50807
KIAA1683	4	-0.062898	-0.81347	0.96002	0.99244	0.41595	0.65959
TTYH3	4	0.11373	0.88297	0.39499	0.81189	0.37725	0.6307
THSD7B	4	0.15942	1.585	0.26114	0.72028	0.11297	0.50807
SLC44A4	4	0.030513	0.41376	0.69163	0.935	0.67905	0.81011
VWA7	4	-0.25655	-1.6535	0.42412	0.82626	0.098234	0.50807
C6orf25	4	0.090871	1.4191	0.46977	0.8485	0.15588	0.50807
LY6G6C	4	0.019717	0.42128	0.7328	0.94584	0.67355	0.80594
LY6G5C	4	0.066995	0.71645	0.5533	0.88637	0.47371	0.70566
PRR3	4	0.050336	0.67865	0.61635	0.91142	0.49736	0.72266
THUMPD2	4	-0.29185	-1.8533	0.36043	0.78993	0.063838	0.50807
TSEN2	4	-0.84849	-2.7828	0.017403	0.20784	0.0053884	0.19848
AARSD1	4	-0.038085	-0.24888	0.94948	0.98958	0.80345	0.89053
TMEM121	4	-0.021524	-0.26791	0.88763	0.97986	0.78877	0.8806
PRR7	4	-0.20102	-1.1182	0.54644	0.8844	0.26348	0.54783
KHDC1	4	0.2547	1.3906	0.086864	0.48663	0.16435	0.50807
ITIH5	4	0.043115	0.60006	0.64434	0.92162	0.54847	0.74393
NDFIP1	4	-0.0019292	-0.012407	0.81548	0.96381	0.9901	0.99505
SPX	4	0.12221	1.1313	0.36799	0.79413	0.25793	0.54336
THAP7	4	-0.31777	-1.4192	0.32115	0.764	0.15584	0.50807
STARD5	4	0.069455	0.56122	0.54475	0.88369	0.57465	0.74775
CPTP	4	-0.13221	-1.6665	0.73121	0.94544	0.095619	0.50807
LIMD2	4	-0.53502	-2.0403	0.10103	0.51729	0.04132	0.45979
TMEM177	4	0.04634	0.76954	0.63246	0.91762	0.44157	0.68027
B9D2	4	-0.10991	-0.65469	0.80106	0.95969	0.51267	0.73183
CYB5B	4	-0.86037	-2.0379	0.016508	0.20304	0.041563	0.46081
ZNF34	4	-0.0095582	-0.11947	0.84482	0.97213	0.9049	0.94833
COL18A1	4	0.0099694	0.095161	0.76825	0.95285	0.92419	0.95941
INTS5	4	-0.59755	-2.0181	0.071599	0.44821	0.043578	0.46875
CMIP	4	-0.064452	-0.36849	0.95391	0.99071	0.71251	0.83104
ASXL3	4	0.29797	1.3224	0.049025	0.37434	0.18605	0.50837
CEP44	4	0.17789	0.78019	0.21698	0.67574	0.43528	0.67544
ZNF436	4	-0.31288	-1.4503	0.32896	0.76873	0.14698	0.50807
EEPD1	4	-0.14058	-1.4545	0.7053	0.93897	0.14581	0.50807
DDHD1	4	0.066327	0.43217	0.55544	0.88715	0.66562	0.80042
BHLHB9	4	0.27315	1.3138	0.068516	0.43997	0.18893	0.50837
DUSP16	4	0.22993	1.6234	0.11953	0.55622	0.10449	0.50807
ZFP91	4	0.038362	0.30227	0.66189	0.92528	0.76245	0.86388
APOL6	4	-0.18039	-1.8042	0.59795	0.90469	0.071193	0.50807
APOL5	4	-0.095021	-0.58674	0.84914	0.97318	0.55738	0.74548
APOL4	4	0.42766	1.3447	0.0049722	0.099704	0.17872	0.50807
APOL3	4	0.068857	0.82345	0.54738	0.88467	0.41025	0.65558
TAS1R2	4	0.10454	1.3104	0.42412	0.82626	0.19006	0.50837
TAS1R1	4	-0.098149	-0.83254	0.83905	0.97022	0.40511	0.65191
SH3BP5L	4	-0.25494	-1.639	0.42731	0.8275	0.10121	0.50807
GRIP2	4	-0.25272	-1.7287	0.43228	0.83036	0.083859	0.50807
KDM7A	4	0.25806	1.461	0.083532	0.47951	0.14402	0.50807
SETD7	4	0.081722	0.65138	0.50244	0.86508	0.5148	0.73283
KIAA1715	4	0.18112	1.4661	0.20858	0.66751	0.14261	0.50807
PRRT1	4	0.020254	0.18249	0.73135	0.94544	0.8552	0.9215
EGFL8	4	0.060046	0.42048	0.57821	0.89672	0.67413	0.80626
ILKAP	4	-0.068434	-0.99367	0.93924	0.98833	0.32038	0.59007
NPL	4	-0.024547	-0.16188	0.89931	0.98175	0.8714	0.93061
TMPRSS5	4	0.10931	1.1339	0.40811	0.81815	0.25682	0.54271
GJA9	4	0.062304	0.67626	0.56916	0.89251	0.49888	0.72349
TUBB1	4	0.015696	0.22274	0.74786	0.94847	0.82374	0.90269
WNT5B	4	0.050447	0.86687	0.61575	0.91112	0.38601	0.63785
ZBP1	4	0.096258	1.1502	0.45207	0.84009	0.25007	0.53681
SLC2A10	4	0.086369	0.64587	0.48593	0.85774	0.51836	0.73496
KCNH6	4	-0.24211	-1.9316	0.45391	0.84078	0.053405	0.49542
SLC25A32	4	0.090418	0.56715	0.47156	0.84911	0.57061	0.74656
COLEC12	4	-0.048733	-1.2444	0.98986	0.998	0.21334	0.51597
CLPTM1L	4	0.18013	1.4074	0.21082	0.66887	0.1593	0.50807
OR5AC2	4	0.20839	1.4625	0.15349	0.6062	0.1436	0.50807
OR11H1	4	0.057622	0.57955	0.58761	0.90117	0.56222	0.74548
OR4F17	4	-1.7346	-3.4912	4.9722e-05	0.0049261	0.00048091	0.066247
OR4K15	4	-0.067438	-0.33856	0.94322	0.98843	0.73494	0.84497
OR8J3	4	0.14551	1.3279	0.29927	0.75069	0.1842	0.50807
OR51G2	4	0.28291	1.3019	0.059368	0.4089	0.19293	0.50956
OR51E2	4	0.1811	0.85952	0.20873	0.66751	0.39005	0.64043
OR4P4	4	0.38918	1.4535	0.010442	0.15317	0.14609	0.50807
OR4C15	4	0.40931	1.4346	0.0068119	0.12102	0.1514	0.50807
OR4A5	4	0.22326	1.4047	0.12997	0.57309	0.16011	0.50807
OR4A16	4	0.26242	1.5513	0.078958	0.46968	0.12083	0.50807
OR4A15	4	0.13112	0.94396	0.33995	0.77615	0.34519	0.60538
OR10W1	4	-0.13323	-1.6061	0.72772	0.94493	0.10825	0.50807
OR2AE1	4	0.068812	0.52579	0.54748	0.88467	0.59904	0.75582
OR4F16	4	-0.79677	-1.9451	0.024115	0.25499	0.051762	0.49128
OR6N2	4	0.22441	1.4564	0.12828	0.57051	0.14528	0.50807
OR6K2	4	0.075714	0.67733	0.52297	0.87426	0.4982	0.72323
OR2L5	4	-0.107	-0.50721	0.80972	0.96202	0.61201	0.76319
OR2G3	4	0.10268	0.55204	0.43054	0.82972	0.58092	0.74944
OR2G2	4	0.00098903	0.0084215	0.80345	0.96042	0.99328	0.99665
OR2C3	4	0.12987	1.2762	0.34402	0.77864	0.20188	0.51169
POLR2M	4	-0.070339	-0.534	0.93248	0.987	0.59334	0.75313
PTDSS2	4	-0.32231	-1.4315	0.31509	0.75992	0.15228	0.50807
GPR63	4	0.21725	1.5385	0.13992	0.59039	0.12393	0.50807
RSPH6A	4	-0.11706	-0.64708	0.77854	0.95516	0.51758	0.73452
SYNC	4	-0.059376	-0.42683	0.9725	0.99502	0.66951	0.80344
CFHR5	4	0.021857	0.30325	0.72529	0.94439	0.7617	0.86346
DCSTAMP	4	0.21975	1.6648	0.13534	0.58287	0.095956	0.50807
HM13	4	-0.13915	-1.271	0.70943	0.94042	0.20373	0.51217
MOB2	4	0.079867	0.51826	0.50825	0.86746	0.60427	0.7582
ITFG1	4	-0.085213	-0.63665	0.8841	0.97821	0.52436	0.73858
SGPP1	4	-0.15402	-1.731	0.66577	0.9262	0.083449	0.50807
SLC38A1	4	0.07799	0.59762	0.51432	0.87056	0.55009	0.74399
TMX1	4	0.1453	1.1526	0.29972	0.751	0.24907	0.53638
LRRC3	4	-0.2183	-1.5471	0.50562	0.86675	0.12185	0.50807
GDPD5	4	-0.1227	-1.2993	0.76024	0.95029	0.19384	0.50956
FBXO38	4	0.016087	0.14388	0.74597	0.94817	0.88559	0.93772
TDRD3	4	0.0020591	0.022957	0.79908	0.95929	0.98168	0.99047
STMN4	4	-0.24893	-1.7023	0.43979	0.83522	0.088707	0.50807
VOPP1	4	-0.143	-0.84762	0.69759	0.93722	0.39665	0.64501
FAM49A	4	0.084948	0.94751	0.49085	0.85913	0.34338	0.60478
WBSCR16	4	-1.3323	-3.2684	0.0012928	0.046512	0.0010817	0.095366
YIPF5	4	0.41868	1.4404	0.0056185	0.10502	0.14977	0.50807
VWA9	4	-0.73212	-2.2828	0.03396	0.30464	0.022445	0.36593
MAGED4B	4	-0.079534	-0.48188	0.90294	0.98175	0.62989	0.77525
FAM117A	4	-0.52191	-2.1775	0.10964	0.53482	0.029441	0.4034
TRIM11	4	-0.0025237	-0.026359	0.81752	0.96434	0.97897	0.98846
LMAN2L	4	0.14304	1.5624	0.30653	0.75449	0.1182	0.50807
C1orf21	4	-0.029382	-0.26637	0.91562	0.98313	0.78996	0.88122
NDEL1	4	0.48423	1.4084	0.0016905	0.05802	0.15902	0.50807
CSRNP2	4	0.039706	0.4409	0.65682	0.92485	0.65929	0.79637
TXNDC5	4	-0.016234	-0.1337	0.86903	0.9764	0.89364	0.94263
ACTL8	4	-0.036096	-0.48647	0.94217	0.98843	0.62664	0.77329
CLPB	4	-0.15114	-0.80248	0.67338	0.92856	0.42228	0.66464
PDRG1	4	-0.82208	-2.2117	0.020386	0.22765	0.02699	0.39512
ANKRD13C	4	0.019191	0.14886	0.73444	0.94644	0.88166	0.93536
APOLD1	4	0.015903	0.11516	0.74677	0.94817	0.90832	0.95062
CCDC130	4	-0.42999	-1.3221	0.18293	0.6397	0.18613	0.50837
GFOD2	4	0.12203	1.3663	0.36829	0.79413	0.17185	0.50807
COL21A1	4	0.056951	0.72705	0.59044	0.90194	0.4672	0.70109
PLA2G12A	4	0.12542	1.2456	0.35904	0.78993	0.21292	0.51594
CDADC1	4	0.23702	1.2962	0.10899	0.53463	0.19492	0.50956
TRIM8	4	0.18445	1.5952	0.20112	0.65799	0.11067	0.50807
URM1	4	-0.75495	-1.4397	0.030131	0.28666	0.14995	0.50807
LBH	4	-0.29086	-1.3789	0.36148	0.7903	0.16792	0.50807
PVRL4	4	0.11646	1.0434	0.38609	0.806	0.29676	0.57171
FIP1L1	4	-0.93747	-2.378	0.01069	0.15523	0.017409	0.32514
SNX27	4	0.074652	0.73562	0.5268	0.8762	0.46196	0.69657
FAM83D	4	-0.15801	-1.5738	0.65518	0.92443	0.11552	0.50807
ANP32E	4	0.10162	0.89618	0.43442	0.83178	0.37016	0.62502
NIPA2	4	-0.058931	-0.66102	0.97355	0.99542	0.5086	0.73048
TMEM163	4	0.059574	1.088	0.5801	0.89748	0.27662	0.55692
ACSBG2	4	-0.035924	-0.2917	0.94168	0.98843	0.77052	0.86879
CAB39L	4	0.01128	0.19338	0.76402	0.95247	0.84666	0.91683
ITM2C	4	-0.070089	-0.3949	0.93332	0.98701	0.69292	0.81923
TSPAN14	4	-0.23331	-1.3703	0.47136	0.84911	0.17058	0.50807
CDT1	4	-1.0721	-2.9862	0.0049722	0.099704	0.0028245	0.14641
KAZALD1	4	0.14001	1.3736	0.31459	0.75975	0.16956	0.50807
UNC93B1	4	-0.19672	-1.1937	0.55658	0.88738	0.2326	0.52698
DEFB126	4	-0.11302	-0.61529	0.79107	0.95781	0.53836	0.74251
DIAPH3	4	-0.14962	-0.87347	0.67805	0.9312	0.38241	0.63509
SHCBP1L	4	0.10964	0.86952	0.40752	0.8181	0.38456	0.63681
TRMT1L	4	0.17329	0.72311	0.22643	0.68599	0.46961	0.70313
TSC22D4	4	-0.15143	-1.5736	0.67229	0.92831	0.11558	0.50807
TSSK3	4	-0.16544	-1.5396	0.63584	0.91898	0.12365	0.50807
MAP1LC3B	4	0.13194	0.92304	0.33756	0.77541	0.35599	0.61408
CCNL2	4	-0.3822	-1.7549	0.23304	0.69386	0.079278	0.50807
VMP1	4	-0.75235	-1.9233	0.030479	0.28833	0.054447	0.49865
C6orf62	4	0.12794	0.94391	0.35039	0.78326	0.34521	0.60538
ISCA1	4	-0.8168	-1.6807	0.021281	0.23516	0.092831	0.50807
LOC81691	4	-0.048811	-0.22453	0.99016	0.998	0.82235	0.902
AMN	4	-0.034782	-0.24873	0.9371	0.98779	0.80357	0.89053
OR5V1	4	0.11545	1.3014	0.38957	0.80857	0.19311	0.50956
OR2B2	4	0.14216	1.3553	0.30798	0.75472	0.17533	0.50807
DOCK8	4	-0.082936	-0.82016	0.89136	0.98064	0.41212	0.6572
PPP1R14C	4	-0.1245	-0.64723	0.75532	0.95028	0.51749	0.73448
TRIM7	4	0.11928	1.5259	0.37609	0.79873	0.12703	0.50807
NUAK2	4	0.023087	0.38065	0.72126	0.94368	0.70346	0.82574
TIGD6	4	-0.2116	-0.99003	0.52044	0.87255	0.32216	0.59048
RNF170	4	-0.02873	-0.76566	0.91348	0.98283	0.44388	0.68262
ADAMTS12	4	0.085218	0.73161	0.48941	0.85824	0.46441	0.69868
TLR10	4	0.2648	1.2965	0.076571	0.46288	0.19479	0.50956
ADAMTS10	4	-0.12663	-1.5072	0.74781	0.94847	0.13176	0.50807
SLCO5A1	4	0.14192	1.1592	0.30872	0.75563	0.24636	0.53473
OR12D3	4	0.25381	1.139	0.087957	0.48953	0.25469	0.54098
NETO2	4	0.0047008	0.060305	0.78888	0.95781	0.95191	0.97471
NETO1	4	0.23692	1.4707	0.10914	0.53482	0.14138	0.50807
SPACA1	4	0.043345	0.36134	0.6435	0.92147	0.71784	0.83457
VANGL1	4	0.48274	1.2601	0.00179	0.060317	0.20764	0.51391
TRIM56	4	-0.11082	-0.68927	0.79858	0.95929	0.49065	0.71867
SBF2	4	0.081547	1.4685	0.50318	0.86552	0.14198	0.50807
RNF146	4	0.033155	0.47269	0.68183	0.93216	0.63644	0.78039
SPRY4	4	0.0075362	0.048054	0.77839	0.95516	0.96167	0.97951
ST6GALNAC5	4	0.25506	1.3641	0.086665	0.48648	0.17253	0.50807
KRTAP1-3	4	0.13044	0.90056	0.34213	0.77731	0.36782	0.62301
KRTAP1-1	4	0.16821	1.5521	0.23856	0.69962	0.12065	0.50807
TMEM14B	4	0.18473	0.97509	0.20068	0.6576	0.32952	0.59544
SFXN3	4	0.037118	0.2611	0.66652	0.92627	0.79402	0.88375
ZNF611	4	0.38459	1.323	0.011187	0.15946	0.18584	0.50837
MED25	4	-1.0056	-2.3017	0.0076074	0.12933	0.021354	0.35802
SHARPIN	4	0.13736	1.1071	0.32225	0.76403	0.26824	0.55118
KRTAP9-9	4	0.16849	1.0794	0.23802	0.69914	0.28039	0.55961
KRTAP4-6	4	-0.43942	-1.0315	0.17353	0.63071	0.3023	0.5762
KRTAP2-1	4	-0.1405	-0.91726	0.70555	0.939	0.35901	0.61595
ARPC5L	4	-0.11279	-0.63543	0.79177	0.95807	0.52515	0.73903
ISG20L2	4	-0.96779	-1.9564	0.0092979	0.14519	0.050418	0.4875
RAB1B	4	0.082543	0.47713	0.49965	0.86404	0.63327	0.778
LAS1L	4	-0.71522	-1.5951	0.036993	0.32041	0.11068	0.50807
HYI	4	0.21522	1.233	0.14255	0.59322	0.21757	0.51821
FAHD1	4	-0.20826	-1.5891	0.52814	0.87672	0.11204	0.50807
QTRT1	4	-0.083824	-0.75765	0.88887	0.98028	0.44866	0.68617
SLIRP	4	-0.1914	-0.81023	0.56966	0.89251	0.41781	0.66089
SLC25A28	4	-2.1082	-3.9729	0	0	7.0989e-05	0.030377
ABHD17A	4	-1.0877	-2.4839	0.0045247	0.094693	0.012997	0.29239
CABLES2	4	-0.00090987	-0.014387	0.81156	0.96273	0.98852	0.99396
SEH1L	4	-1.2576	-2.5361	0.0020883	0.062315	0.01121	0.27162
KIF18A	4	-0.3999	-1.3127	0.21321	0.67094	0.1893	0.50837
ZNF93	4	0.2184	0.96291	0.13803	0.58748	0.33559	0.59951
HDHD3	4	0.19778	1.3335	0.17338	0.63067	0.18236	0.50807
PCDH11Y	4	0.29931	1.5101	0.048329	0.37251	0.13101	0.50807
PITPNM3	4	0.0074625	0.12576	0.77849	0.95516	0.89992	0.94541
ELOVL3	4	-0.046572	-0.56227	0.98185	0.99687	0.57393	0.74745
FCRL5	4	-0.019047	-0.31896	0.87858	0.97741	0.74976	0.85565
FCRL4	4	0.24866	1.2896	0.094372	0.50559	0.19719	0.51024
TCF7L1	4	0.19994	1.0311	0.1697	0.62716	0.30248	0.5762
ADPGK	4	0.22711	1.1706	0.1245	0.56435	0.24174	0.53293
SH3BGRL3	4	-0.17784	-1.299	0.60446	0.90816	0.19395	0.50956
SF3B5	4	-1.9409	-3.6223	0	0	0.00029203	0.055401
INO80B	4	-0.22524	-1.4265	0.48991	0.85872	0.15372	0.50807
GSG1	4	0.11519	1.3797	0.39041	0.80882	0.16767	0.50807
CCDC70	4	0.2326	1.5538	0.11486	0.54675	0.12024	0.50807
SLC25A31	4	0.05367	0.35701	0.60347	0.90812	0.72108	0.83655
PUS7L	4	-0.22376	-1.6801	0.49269	0.85959	0.092936	0.50807
PMFBP1	4	0.16496	1.4093	0.24736	0.70788	0.15875	0.50807
LRRC48	4	0.11474	0.66028	0.39186	0.80999	0.50908	0.73054
ABHD11	4	-0.41033	-1.8281	0.20217	0.65841	0.067528	0.50807
RAB33B	4	-0.048235	-0.65096	0.98822	0.998	0.51507	0.73297
EMC6	4	-0.41399	-2.2927	0.19859	0.65604	0.021864	0.36251
CDCA3	4	-1.5313	-2.6335	0.00049722	0.028571	0.00845	0.24243
MXD3	4	-0.22462	-1.5525	0.49095	0.85913	0.12054	0.50807
APH1B	4	0.086295	1.0494	0.48608	0.85777	0.29399	0.56913
GLT8D2	4	0.37193	1.3432	0.013723	0.18063	0.1792	0.50807
KATNAL2	4	0.19714	1.5964	0.17417	0.63117	0.1104	0.50807
DOHH	4	-1.6088	-3.2958	0.00019889	0.013889	0.00098143	0.091062
ARHGAP24	4	-0.067435	-0.49357	0.94322	0.98843	0.62161	0.77021
DDX59	4	-0.85228	-2.1984	0.017054	0.20576	0.027919	0.39835
PUS3	4	0.014645	0.073547	0.75139	0.9491	0.94137	0.96908
EPPK1	4	0.12425	0.67422	0.36197	0.79036	0.50017	0.72412
SCRT1	4	-0.10907	-0.65374	0.8033	0.96035	0.51328	0.73218
PLVAP	4	-0.33008	-1.1727	0.30261	0.75256	0.24091	0.53232
TTC25	4	0.035526	0.30538	0.67283	0.92831	0.76007	0.8626
CHST9	4	0.1129	1.1664	0.39752	0.81313	0.24345	0.53364
NUF2	4	-0.50264	-1.2928	0.12217	0.5616	0.19608	0.50996
FAM110A	4	-0.28951	-1.6712	0.36356	0.79136	0.094683	0.50807
AIF1L	4	-0.040852	-0.25202	0.96022	0.99245	0.80103	0.8887
DNAL1	4	-0.013801	-0.20936	0.86028	0.97535	0.83417	0.90892
RTBDN	4	-0.069202	-0.97477	0.93656	0.98779	0.32967	0.59562
RILP	4	-0.02784	-0.35195	0.91055	0.98236	0.72488	0.83873
COG3	4	-0.85682	-2.225	0.016607	0.20304	0.026081	0.38886
UCK1	4	-0.41828	-2.1024	0.19411	0.65121	0.035518	0.42863
GPR101	4	-0.10356	-1.2454	0.8207	0.96509	0.213	0.51594
TAAR8	4	-0.056119	-0.36455	0.98404	0.99763	0.71544	0.83283
MFRP	4	-0.11597	-0.8594	0.78232	0.95619	0.39012	0.64043
TMUB1	4	-0.080096	-1.7025	0.90051	0.98175	0.088662	0.50807
THAP2	4	0.022144	0.11981	0.72429	0.94376	0.90463	0.9482
AKR1E2	4	0.0071234	0.26659	0.77993	0.95566	0.78979	0.88122
RASSF5	4	-0.11375	-0.56208	0.78913	0.95781	0.57406	0.74752
NUDT12	4	0.28633	1.4018	0.056583	0.39832	0.16099	0.50807
SOX7	4	0.1241	0.95125	0.36252	0.79061	0.34148	0.60421
BCL2L12	4	-0.24374	-1.3629	0.45018	0.83907	0.17291	0.50807
RTP3	4	0.029542	0.37088	0.6956	0.93647	0.71073	0.83004
TMEM47	4	0.013144	0.12501	0.75671	0.95029	0.90052	0.94546
CCM2	4	-0.069817	-0.39686	0.93437	0.98729	0.69147	0.81819
GUCD1	4	-0.064008	-0.4353	0.95555	0.99164	0.66334	0.79897
AMMECR1L	4	0.047037	0.41858	0.63017	0.91693	0.67552	0.80733
C18orf21	4	-0.45394	-1.012	0.16015	0.61327	0.31152	0.58311
C19orf12	4	-0.2259	-1.3892	0.48841	0.85807	0.16476	0.50807
ZMIZ2	4	0.1314	0.98318	0.33895	0.77581	0.32552	0.59274
C11orf68	4	0.05304	0.44059	0.60586	0.90816	0.65951	0.79645
TEX101	4	0.21085	1.4726	0.14956	0.60244	0.14086	0.50807
FAM103A1	4	-0.37605	-2.0726	0.24025	0.70125	0.038205	0.44604
FAM107B	4	0.42182	1.4533	0.0054196	0.10322	0.14614	0.50807
SELO	4	-0.24152	-1.5694	0.4555	0.84208	0.11655	0.50807
CCDC3	4	-0.14273	-1.2751	0.69874	0.93724	0.20226	0.51169
FAM167A	4	0.093326	0.75955	0.46166	0.84463	0.44752	0.68534
SLC35G5	4	-0.15908	-1.2822	0.65269	0.92443	0.19977	0.51106
DYNLRB2	4	0.28686	1.5896	0.056136	0.3974	0.11192	0.50807
DYNLRB1	4	-1.0703	-2.5473	0.0050219	0.099704	0.010856	0.26724
TEKT1	4	0.10667	1.1954	0.41731	0.8231	0.23192	0.52645
TLN2	4	-0.071642	-0.45224	0.9278	0.9861	0.65109	0.79136
MS4A8	4	-0.13038	-0.6994	0.73717	0.947	0.4843	0.71404
PARP9	4	0.020011	0.32371	0.73195	0.94554	0.74615	0.85314
SESN2	4	-0.031863	-0.23856	0.92596	0.98566	0.81144	0.89576
CRISPLD1	4	0.17284	1.4756	0.22753	0.68698	0.14004	0.50807
CD99L2	4	0.04472	0.75769	0.63838	0.91966	0.44864	0.68617
HSDL1	4	-0.27872	-2.0019	0.38191	0.80295	0.045293	0.47355
RPS6KL1	4	0.078544	0.73072	0.51248	0.8692	0.46495	0.69904
RHNO1	4	-0.24998	-1.3968	0.4376	0.83359	0.16246	0.50807
TRAPPC9	4	0.027871	0.24248	0.70197	0.93845	0.80841	0.89373
SLC4A9	4	-0.55464	-2.1544	0.09104	0.49607	0.031207	0.41082
CALN1	4	0.20502	1.2959	0.1604	0.61327	0.19501	0.50956
SH3BGRL2	4	0.24871	1.6295	0.094272	0.50547	0.10321	0.50807
JAM3	4	0.13583	1.5013	0.32637	0.76727	0.13327	0.50807
FERMT3	4	-0.079688	-0.41572	0.90215	0.98175	0.67762	0.80906
TRPT1	4	0.16412	0.98899	0.2496	0.71028	0.32267	0.5906
NRIP2	4	-0.116	-0.74511	0.78202	0.95619	0.45621	0.69193
ESPN	4	-0.3208	-1.2038	0.31697	0.76174	0.22865	0.52419
CRISPLD2	4	0.10489	0.96925	0.42278	0.82561	0.33242	0.59746
YPEL3	4	-0.74762	-2.1922	0.030977	0.29004	0.028367	0.39856
FAM57B	4	-0.24376	-1.1007	0.45013	0.83907	0.27105	0.55279
INHBE	4	-0.38448	-2.0838	0.23036	0.6916	0.037181	0.44013
RIOK1	4	-0.68741	-1.5306	0.044153	0.35378	0.12587	0.50807
SLC25A18	4	-0.17573	-1.6888	0.61113	0.90998	0.091255	0.50807
ATG10	4	-0.20782	-1.657	0.52889	0.87672	0.097517	0.50807
ITCH	4	0.035004	0.17396	0.67482	0.92953	0.8619	0.92549
H2AFB3	4	-0.81837	-2.2081	0.020933	0.23234	0.027236	0.39544
TFAP2D	4	0.11961	1.3024	0.37505	0.79818	0.19279	0.50956
MARVELD1	4	0.099851	1.0909	0.44083	0.83547	0.27532	0.55599
GRWD1	4	-0.43958	-1.922	0.17338	0.63067	0.054609	0.4992
