Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
KIAA1644	4	-0.76615	-1.7455	0.1248	0.69375	0.080899	0.62124
TRMT61A	4	-0.93776	-2.2597	0.06424	0.54263	0.023841	0.37656
HLA-B	4	-0.1067	-0.32322	0.90966	0.99095	0.74653	0.87702
SNX30	4	0.32581	1.4077	0.28466	0.83406	0.15923	0.69021
CLVS2	4	-0.24338	-0.8885	0.65414	0.95288	0.37427	0.71914
MTHFD2L	4	0.48852	1.393	0.11779	0.68271	0.16361	0.69021
ADAMTSL5	4	-0.027914	-0.57024	0.92741	0.99276	0.56851	0.79974
CFAP97	4	0.38643	1.2234	0.21166	0.78775	0.22119	0.69021
PRDX6	4	0.4848	1.0813	0.12057	0.68731	0.27958	0.69021
TM4SF20	4	-0.054887	-0.23169	0.9821	0.99763	0.81678	0.91307
SPRR4	4	0.32809	0.82125	0.28157	0.83055	0.4115	0.7364
ZNF709	4	0.40827	1.3691	0.18999	0.7727	0.17097	0.69021
C22orf24	4	0.11094	0.49704	0.64365	0.95155	0.61916	0.81682
FUT5	4	0.12143	0.81627	0.6243	0.94784	0.41435	0.73715
OPA1	4	-0.2887	-0.75103	0.57871	0.93498	0.45264	0.75294
ZDHHC4	4	0.023573	0.090925	0.81717	0.97967	0.92755	0.96673
PHIP	4	-1.0583	-1.8227	0.03933	0.44513	0.068356	0.58057
E2F5	4	0.29529	0.75628	0.32722	0.85664	0.44948	0.75176
PIP5K1B	4	-0.035617	-0.1746	0.94292	0.99429	0.86139	0.93564
PPP1CA	4	0.34609	0.94632	0.25875	0.81657	0.34399	0.70425
ETS1	4	-0.19192	-0.54516	0.74657	0.97028	0.58564	0.80617
COBLL1	4	0.2662	0.79418	0.3666	0.86995	0.42709	0.7426
G3BP1	4	0.099294	0.38495	0.66687	0.95514	0.70028	0.8518
CCDC107	4	-0.96117	-2.047	0.058373	0.52016	0.040654	0.4757
TRIM42	4	-0.0086893	-0.020708	0.88534	0.98745	0.98348	0.99276
OR2A2	4	-0.64083	-1.4418	0.19317	0.77514	0.14936	0.69021
LIAS	4	-0.44235	-1.7334	0.36859	0.86995	0.083026	0.62787
CDC42	4	-1.4563	-2.5387	0.0070107	0.2	0.011128	0.26361
LOC149373	4	0.87484	1.1137	0.0043755	0.15742	0.26541	0.69021
NPIPA5	4	-1.3542	-3.1165	0.011287	0.24918	0.0018302	0.11387
EIF2B2	4	-1.621	-2.7051	0.0034805	0.14056	0.0068289	0.21293
CLUH	4	-0.97902	-2.2434	0.053948	0.50867	0.024874	0.38511
HAUS2	4	-0.34568	-0.53045	0.49155	0.91946	0.5958	0.80795
SPATA31E1	4	-0.56551	-1.2349	0.24702	0.80636	0.21686	0.69021
PGLYRP3	4	-0.34394	-1.2662	0.49378	0.91946	0.20544	0.69021
PNPLA4	4	0.16039	0.47293	0.55072	0.93441	0.63626	0.82288
TRIM29	4	0.069266	0.27405	0.72589	0.9676	0.78404	0.89626
CSHL1	4	-0.65985	-1.6131	0.18059	0.76331	0.10673	0.69021
SLC25A41	4	0.26013	0.47324	0.37515	0.87356	0.63605	0.8228
LILRA5	4	0.014493	0.029823	0.83681	0.98295	0.97621	0.98889
CALHM3	4	-0.21373	-0.57616	0.70734	0.96457	0.56451	0.79851
KRT74	4	0.49929	0.87987	0.11058	0.66998	0.37893	0.72026
POLDIP2	4	0.10595	0.54187	0.65304	0.95288	0.58791	0.80674
DYTN	4	-0.56111	-1.2026	0.25144	0.81276	0.22914	0.69021
OR10A7	4	-0.074374	-0.27478	0.97763	0.99763	0.78349	0.89626
DYNLRB2	4	-0.20679	-0.52527	0.71992	0.96639	0.5994	0.80977
MINOS1-NBL1	4	-0.44933	-1.0677	0.35909	0.86918	0.28566	0.691
TRIM14	4	0.77549	1.1783	0.012977	0.27387	0.23866	0.69021
ARF5	4	-0.5706	-1.5818	0.24339	0.80292	0.11369	0.69021
ZNF32	4	-0.16902	-0.37255	0.78868	0.97433	0.70948	0.85716
CGREF1	4	-0.1819	-0.53098	0.76561	0.97236	0.59544	0.80795
SEBOX	4	0.44925	1.2683	0.14916	0.7284	0.20468	0.69021
H2AFB3	4	-0.12032	-0.47795	0.8839	0.98734	0.63269	0.82184
ZAR1	4	-0.29011	-1.7207	0.57687	0.93498	0.085303	0.63582
MTHFD2	4	0.27861	1.0477	0.35039	0.86475	0.29475	0.69235
ADAMTS4	4	-0.16212	-1.2359	0.80201	0.97654	0.2165	0.69021
SLC12A6	4	0.068414	0.2005	0.72743	0.96772	0.84109	0.92467
HDLBP	4	0.4746	1.2975	0.12803	0.69705	0.19447	0.69021
FAM149B1	4	0.20282	1.4162	0.47395	0.91472	0.15672	0.69021
NCLN	4	0.75477	1.0612	0.015314	0.28947	0.28861	0.69205
TAF10	4	-3.1904	-5.9308	0	0	3.0143e-09	8.8058e-06
EHHADH	4	-0.19352	-1.1114	0.74423	0.96956	0.26642	0.69021
ACPT	4	-0.12939	-0.61734	0.86605	0.98507	0.53701	0.78949
MRPS10	4	-0.99666	-2.2737	0.050965	0.49709	0.022984	0.37129
INTS7	4	-1.5625	-2.393	0.0042263	0.15455	0.016711	0.31798
DEDD2	4	-0.044536	-0.20745	0.96142	0.99696	0.83566	0.92213
DNAH6	4	0.5119	1.0969	0.10118	0.64624	0.27268	0.69021
LYZL6	4	0.42795	0.87561	0.17015	0.75424	0.38124	0.72146
CCDC102B	4	-0.18955	-1.0206	0.75109	0.97101	0.30745	0.69329
SLC35G3	4	-0.31546	-1.4637	0.53664	0.93011	0.14329	0.69021
SLC26A1	4	0.33182	1.4315	0.2764	0.82613	0.15229	0.69021
DCBLD2	4	-0.2967	-1.6382	0.56673	0.93441	0.10139	0.68589
ANPEP	4	0.43224	1.1232	0.16612	0.75161	0.26135	0.69021
ABCB7	4	-3.0372	-4.8659	0	0	1.1392e-06	0.00091645
TANC2	4	0.08141	0.21783	0.70172	0.96457	0.82756	0.91778
ZMYND15	4	0.1036	0.37201	0.65732	0.95288	0.70988	0.85744
DOCK8	4	0.25003	1.2732	0.3923	0.88082	0.20294	0.69021
CLEC1A	4	0.031642	0.14769	0.80126	0.97608	0.88259	0.94579
SLC16A1	4	0.17009	0.91456	0.53277	0.92972	0.36042	0.71242
CKMT1A	4	-0.39331	-0.88225	0.42666	0.89773	0.37764	0.72012
MOCS2	4	-0.26325	-1.086	0.62107	0.94776	0.27747	0.69021
NF1	4	0.12557	0.44457	0.61714	0.94709	0.65663	0.83068
UQCRHL	4	-0.99519	-2.5208	0.051163	0.49806	0.01171	0.27132
DMKN	4	-0.090536	-0.23096	0.94282	0.99428	0.81734	0.91347
NCKIPSD	4	-0.26205	-0.84247	0.62256	0.94784	0.39952	0.73008
FLAD1	4	-0.0067152	-0.070211	0.88087	0.98709	0.94403	0.9735
HDAC11	4	0.18787	1.0233	0.49955	0.92022	0.30615	0.69322
MAP3K15	4	0.36028	0.97161	0.241	0.80292	0.33124	0.70076
CTSG	4	-0.32042	-1.0435	0.52859	0.92839	0.29671	0.69282
CCDC6	4	0.35646	0.87651	0.24553	0.80568	0.38075	0.72134
HOOK2	4	0.19123	0.70151	0.49383	0.91946	0.48299	0.76785
DMRTA1	4	0.99225	1.0539	0.00099443	0.06993	0.29193	0.69235
ATG5	4	0.18351	0.44041	0.50776	0.92465	0.65964	0.83171
CYP3A4	4	0.53944	0.9877	0.083831	0.59474	0.3233	0.69816
DNAJC25-GNG10	4	0.16515	0.83615	0.54162	0.93149	0.40307	0.7322
RWDD3	4	-0.031249	-0.12003	0.93303	0.99323	0.90446	0.95625
SUCLA2	4	-0.89828	-2.2384	0.075577	0.57315	0.025192	0.38647
PKLR	4	0.2916	0.99747	0.33234	0.85776	0.31853	0.69806
MMP24	4	0.089573	0.80535	0.68576	0.96085	0.42062	0.73964
WSB1	4	-0.3137	-1.602	0.53888	0.93094	0.10915	0.69021
ZEB1	4	-0.22846	-0.5529	0.68009	0.95905	0.58033	0.80435
MAP1LC3B2	4	-0.092531	-0.26005	0.93869	0.99402	0.79482	0.90159
ATL1	4	-0.54599	-1.4321	0.26487	0.81951	0.15213	0.69021
SUPT20HL1	4	-0.32943	-0.82544	0.51551	0.92524	0.40912	0.73443
PFKFB4	4	0.10039	0.18856	0.66393	0.9546	0.85044	0.9298
CLIP2	4	0.31759	1.0874	0.29699	0.84003	0.27686	0.69021
WDSUB1	4	0.038321	0.35074	0.78714	0.9743	0.72579	0.86617
RPL7A	4	-1.4342	-2.4838	0.0078063	0.20933	0.013001	0.28553
SLC7A8	4	-0.08805	-0.17691	0.94799	0.99536	0.85958	0.93453
PPFIBP1	4	-0.38929	-1.5085	0.43223	0.90034	0.13144	0.69021
POPDC2	4	0.29112	0.83339	0.33299	0.85776	0.40462	0.73271
HEPN1	4	0.2421	0.88111	0.40498	0.8852	0.37826	0.72026
NDUFA4	4	-0.25618	-0.50829	0.63236	0.94871	0.61125	0.8146
KLRK1	4	0.063835	0.18668	0.73682	0.96907	0.85191	0.93037
MCPH1	4	-0.48006	-1.3207	0.32622	0.8564	0.18662	0.69021
SOST	4	0.27999	0.88408	0.3488	0.86467	0.37665	0.71985
SETDB2	4	-0.17082	-0.84019	0.78495	0.97415	0.4008	0.73059
PPIB	4	-0.60306	-1.4319	0.22007	0.79519	0.15218	0.69021
R3HCC1	4	-0.14218	-0.43705	0.84164	0.98362	0.66207	0.83295
CD46	4	0.81604	1.0944	0.0083035	0.21483	0.27378	0.69021
VCX3B	4	0.1071	0.35322	0.651	0.95284	0.72393	0.86561
PSG2	4	-1.0688	-1.9665	0.037241	0.43529	0.04924	0.51048
PCDHGA11	4	-0.32497	-1.731	0.52242	0.92729	0.083451	0.62916
GPR173	4	-0.10771	-0.49274	0.90787	0.99067	0.6222	0.81772
FAM167B	4	0.22084	0.48346	0.44197	0.90418	0.62877	0.82033
KIAA0907	4	0.13967	0.95749	0.5891	0.93994	0.33832	0.70148
ITGA4	4	0.46844	1.1927	0.1331	0.70727	0.233	0.69021
SYMPK	4	-0.92985	-2.4564	0.066179	0.54837	0.014035	0.29557
MTRNR2L9	4	0.52098	0.76465	0.095018	0.62759	0.44448	0.75047
NRG3	4	0.34552	0.68171	0.2598	0.81817	0.49542	0.77313
KRT15	4	-0.40162	-1.1578	0.41736	0.89355	0.24694	0.69021
POLL	4	-0.46653	-1.0477	0.33995	0.86139	0.29476	0.69235
CRABP2	4	-0.2025	-0.87496	0.72768	0.96786	0.3816	0.72159
RBBP4	4	-0.49043	-1.5704	0.31603	0.84905	0.11632	0.69021
MCMBP	4	-1.4217	-2.3838	0.0083532	0.21483	0.017134	0.32146
RRAGD	4	0.57335	0.99686	0.066925	0.55209	0.31883	0.69808
ZDBF2	4	0.14042	0.67656	0.58821	0.93988	0.49869	0.7743
RAD54L2	4	-0.15641	-0.53857	0.81424	0.97943	0.59019	0.8074
OR51B2	4	0.33789	1.2625	0.2687	0.8214	0.20676	0.69021
KIAA1211	4	-0.24467	-1.3033	0.6519	0.95284	0.19247	0.69021
TET3	4	0.069732	0.40944	0.72459	0.96702	0.68222	0.843
PCYT1B	4	0.38936	0.83549	0.20893	0.78601	0.40344	0.7323
GAGE12C	4	-0.92118	-2.0741	0.068964	0.55853	0.038066	0.45898
TAF4B	4	-0.16711	-0.61739	0.79187	0.97475	0.53698	0.78949
LIPA	4	0.56302	1.0442	0.071599	0.56338	0.29641	0.69282
CACNG3	4	0.095717	0.38178	0.67328	0.9573	0.70262	0.85297
RAMP1	4	0.29548	1.085	0.32692	0.85664	0.27794	0.69021
HSD17B1	4	-0.15588	-0.38134	0.81538	0.97957	0.70295	0.85325
HS3ST3B1	4	-0.24104	-0.95548	0.65777	0.95293	0.33933	0.70219
DNAJA4	4	0.065386	0.15534	0.73389	0.96907	0.87656	0.94279
DTD1	4	-0.24755	-0.45879	0.64708	0.95196	0.64639	0.82597
FOXE1	4	-0.73053	-1.5923	0.14255	0.72053	0.11132	0.69021
ADSS	4	-0.55913	-1.1394	0.25288	0.8142	0.25455	0.69021
KDM8	4	-0.16094	-0.60359	0.8043	0.97705	0.54612	0.79249
CCSER1	4	-0.045443	-0.23474	0.96345	0.99697	0.81441	0.91154
CRTAM	4	-0.044929	-0.15283	0.96251	0.99696	0.87853	0.94406
ZNF273	4	0.23103	0.54956	0.42437	0.89647	0.58262	0.80528
CYP1A1	4	0.023082	0.10899	0.81827	0.97975	0.91321	0.96029
SLC23A3	4	0.10597	0.39692	0.65299	0.95288	0.69143	0.84747
BARHL2	4	0.11087	0.25051	0.64389	0.95155	0.80219	0.90506
OR7E24	4	-0.80044	-1.1933	0.11063	0.66998	0.23274	0.69021
AACS	4	-0.85619	-1.8518	0.088654	0.60776	0.06405	0.56748
PIGV	4	-0.35046	-2.0615	0.48459	0.91589	0.039251	0.46617
NT5C2	4	-0.18871	-0.46645	0.75283	0.97101	0.6409	0.82462
PRRX2	4	0.12219	0.31413	0.62346	0.94784	0.75342	0.88087
HIST3H2BB	4	-0.61724	-1.1695	0.20933	0.78622	0.24222	0.69021
CENPV	4	-0.025129	-0.090666	0.92119	0.99276	0.92776	0.96684
SP100	4	0.08457	0.30948	0.69551	0.96338	0.75696	0.88285
PIK3R5	4	0.19082	0.6564	0.49453	0.91946	0.51156	0.77907
FAM71C	4	0.36634	1.0791	0.23364	0.80024	0.28054	0.69042
MRPS22	4	-0.91961	-2.1205	0.069411	0.55853	0.033967	0.43402
MEA1	4	-0.31585	-0.85157	0.53585	0.9301	0.39445	0.72729
CAMKV	4	-0.13254	-0.50918	0.86068	0.98502	0.61063	0.8146
HPR	4	-0.64196	-1.9758	0.19242	0.7749	0.048174	0.50822
OR4D2	4	-0.1646	-0.96906	0.79684	0.97549	0.33251	0.70076
IGF2R	4	0.42485	1.0375	0.17328	0.75733	0.29949	0.69296
CDKN2B	4	-0.2599	-0.99432	0.62614	0.94784	0.32007	0.69816
ALDH7A1	4	-0.49902	-1.772	0.30748	0.84579	0.076387	0.60666
CYP3A43	4	-0.22801	-0.73641	0.68089	0.95909	0.46148	0.75684
MEX3A	4	-0.56038	-1.8771	0.25184	0.813	0.060503	0.5531
PDE2A	4	0.53427	1.3827	0.086814	0.60124	0.16676	0.69021
HCAR2	4	-0.29532	-1.0712	0.56852	0.93441	0.28406	0.691
ALPL	4	0.48645	1.3252	0.11923	0.68553	0.18509	0.69021
SAPCD2	4	0.53327	1.2714	0.087609	0.60467	0.20358	0.69021
MMS19	4	-1.7562	-3.2444	0.0020883	0.112	0.0011769	0.094191
MMRN1	4	-0.30651	-1.5347	0.55077	0.93441	0.12485	0.69021
GAGE2B	4	-1.0093	-2.4182	0.048081	0.48617	0.015598	0.30999
SUCNR1	4	-0.17275	-0.50076	0.78177	0.97345	0.61654	0.81638
VSTM2B	4	0.38254	0.76332	0.21539	0.79057	0.44527	0.75062
NAV1	4	-0.052247	-0.16737	0.97723	0.99763	0.86708	0.93817
GSKIP	4	0.308	1.0645	0.31011	0.84652	0.2871	0.69139
SH3D21	4	-0.14489	-0.56911	0.83681	0.98295	0.56928	0.80031
PPTC7	4	-0.22674	-1.0935	0.68377	0.96013	0.27418	0.69021
GBA2	4	-0.43535	-1.2879	0.37719	0.8736	0.19777	0.69021
DEFB107A	4	0.027866	0.16071	0.80927	0.97842	0.87232	0.94126
ZNF804A	4	-0.2285	-0.73799	0.68004	0.95905	0.46052	0.75667
PELI2	4	0.32263	1.1304	0.28963	0.83794	0.25832	0.69021
COPS8	4	-0.69001	-1.6318	0.16448	0.75096	0.10273	0.68845
GLO1	4	0.0027585	0.020912	0.86162	0.98502	0.98332	0.99276
WWTR1	4	-0.30988	-1.7272	0.54505	0.932	0.08413	0.63085
ADAM12	4	-0.15439	-0.41169	0.81881	0.97975	0.68057	0.8423
RETNLB	4	0.74668	1.1393	0.016408	0.3	0.25456	0.69021
CUL7	4	-0.78991	-2.4589	0.11511	0.67954	0.013935	0.29532
E2F3	4	-0.89915	-1.8244	0.075477	0.57305	0.068096	0.58002
NUP205	4	-0.92566	-1.8071	0.067572	0.5551	0.070751	0.58897
PAX1	4	-0.38223	-1.2787	0.44178	0.90396	0.20101	0.69021
TCEAL5	4	0.13064	0.42513	0.6076	0.94524	0.67074	0.83669
CAPNS2	4	0.18655	0.46677	0.50224	0.9223	0.64066	0.82459
FAM124A	4	-0.32047	-1.2074	0.52859	0.92839	0.22726	0.69021
FGF4	4	0.0068929	0.071143	0.85282	0.9845	0.94328	0.97333
CCDC132	4	0.35022	1.0361	0.25403	0.8142	0.30014	0.69296
LRRC37B	4	-0.91658	-1.8274	0.070257	0.56052	0.06764	0.57922
KRT19	4	-0.5412	-1.9798	0.26914	0.8214	0.047724	0.50621
PEX11B	4	-0.49484	-1.1198	0.312	0.8466	0.26278	0.69021
OR14I1	4	-0.26774	-0.71235	0.61317	0.94682	0.47625	0.76461
IKBKG	4	-0.47447	-1.0225	0.33149	0.85776	0.30654	0.69322
ALAD	4	-0.87796	-1.7809	0.081693	0.58952	0.074928	0.60281
LRIG1	4	0.44201	1.1286	0.15543	0.73856	0.25908	0.69021
PSMD3	4	-0.57793	-1.252	0.23777	0.80292	0.21059	0.69021
TRPM7	4	-1.6453	-2.6563	0.0032319	0.13742	0.0079	0.22658
SELE	4	0.35887	0.93608	0.24259	0.80292	0.34923	0.70619
OIP5	4	-0.24248	-0.46479	0.65558	0.95288	0.64208	0.82488
MYO3B	4	0.5523	1.3554	0.076521	0.57749	0.17531	0.69021
TRIM56	4	0.34762	1.1595	0.25701	0.81511	0.24624	0.69021
RHOG	4	0.31137	1.016	0.30579	0.84579	0.30965	0.69405
STRN4	4	-0.23969	-1.1856	0.65985	0.95351	0.23578	0.69021
MNT	4	-0.21586	-0.66595	0.70371	0.96457	0.50544	0.7764
FAM209B	4	0.079171	0.38296	0.70629	0.96457	0.70175	0.85263
UNC45B	4	0.45472	1.1785	0.14474	0.72373	0.23858	0.69021
CPN1	4	0.37355	0.94091	0.22509	0.79691	0.34675	0.70444
ZNF586	4	-0.18367	-0.83266	0.76198	0.97209	0.40504	0.73271
GP1BA	4	0.38594	0.59426	0.21216	0.78843	0.55234	0.79453
TWF1	4	-0.1676	-0.50276	0.79122	0.97475	0.61513	0.81628
SIX2	4	0.29684	1.0999	0.32523	0.85636	0.27136	0.69021
FAM171A2	4	-0.29544	-0.87425	0.56842	0.93441	0.38198	0.7218
MORC1	4	0.51325	0.85109	0.10039	0.64484	0.39472	0.7274
CRACR2A	4	0.44115	1.0208	0.15627	0.73918	0.30735	0.69322
ROCK1	4	-0.97551	-2.5552	0.05534	0.51276	0.010611	0.25743
GLIPR1	4	-0.34056	-0.85283	0.49945	0.92022	0.39376	0.72688
CAMK1D	4	0.76544	1.2322	0.014121	0.28259	0.21787	0.69021
JOSD1	4	0.55501	1.33	0.07508	0.57235	0.18353	0.69021
FLNA	4	0.54513	1.259	0.080201	0.58693	0.20803	0.69021
GBGT1	4	0.22805	1.1634	0.42945	0.89866	0.24468	0.69021
C7orf60	4	0.099649	0.49501	0.66612	0.95514	0.62059	0.81723
CPXM1	4	0.71138	1.1772	0.02322	0.35562	0.2391	0.69021
ZFP28	4	-0.12851	-0.74908	0.86744	0.98521	0.45381	0.75374
FAM127A	4	0.04087	0.14333	0.78137	0.97345	0.88603	0.94741
USP17L28	4	-1.6192	-2.7657	0.0034805	0.14056	0.0056802	0.1964
ANP32E	4	0.23081	1.2064	0.42457	0.89647	0.22766	0.69021
C12orf77	4	-0.13128	-0.27937	0.86312	0.98502	0.77996	0.89448
TPCN1	4	0.23761	1.6436	0.41269	0.88894	0.10025	0.68282
ERAS	4	0.28096	0.49738	0.34795	0.86467	0.61892	0.81682
SCARF1	4	-0.0059251	-0.044734	0.87938	0.987	0.96432	0.98448
KCTD19	4	0.24039	0.59637	0.40782	0.88661	0.55093	0.79422
S100A12	4	0.4793	1.081	0.12411	0.69276	0.27972	0.69021
PHLDA2	4	-0.44323	-1.3325	0.36749	0.86995	0.18269	0.69021
EEF1E1	4	-0.84554	-2.01	0.09288	0.62093	0.044432	0.49317
CSH1	4	-0.71152	-2.1148	0.15289	0.73512	0.034451	0.43698
SPDYE6	4	-1.1575	-2.1897	0.025656	0.37016	0.028546	0.40359
SLC4A7	4	-0.64488	-1.111	0.18969	0.77258	0.26656	0.69021
TAAR8	4	-0.1056	-0.34145	0.91164	0.99123	0.73276	0.86997
ITLN2	4	0.28711	1.011	0.3388	0.86068	0.31202	0.69512
TSEN15	4	-0.39539	-1.4488	0.42398	0.89647	0.14739	0.69021
GBP6	4	0.54773	0.99346	0.078958	0.58398	0.32049	0.69816
OR52N2	4	-0.43518	-1.5556	0.37724	0.8736	0.11979	0.69021
GNB2L1	4	-1.2782	-2.262	0.015215	0.28868	0.023695	0.37605
HIF1AN	4	-0.12163	-0.91618	0.88171	0.98709	0.35957	0.71218
ERCC6L	4	-0.37925	-1.04	0.4456	0.9042	0.29832	0.69296
KRBOX4	4	-0.38681	-1.0974	0.43506	0.90123	0.27246	0.69021
OR4M2	4	-0.77658	-2.3618	0.12057	0.68731	0.018189	0.33135
EMX1	4	0.27391	0.75589	0.3569	0.86791	0.44971	0.75179
KLF2	4	-0.015439	-0.032801	0.90086	0.98892	0.97383	0.98827
HIST1H1A	4	-0.44883	-0.95173	0.35974	0.86988	0.34123	0.70353
FAM136A	4	-0.22483	-1.0979	0.6873	0.9612	0.27224	0.69021
UGT2A2	4	0.28305	0.62761	0.34482	0.86461	0.53026	0.78752
OR51V1	4	0.64025	0.97001	0.041219	0.45202	0.33204	0.70076
WDR27	4	-0.24313	-0.69702	0.65448	0.95288	0.48579	0.76934
SNRPD2	4	-1.1415	-2.7622	0.027894	0.3869	0.005741	0.19737
SERPINA12	4	0.39244	1.0299	0.2058	0.78351	0.30308	0.69322
AMZ1	4	0.12546	0.26916	0.61739	0.94709	0.78781	0.89785
PPL	4	-0.42165	-1.4992	0.39305	0.88103	0.13383	0.69021
PRPS1	4	0.50046	1.309	0.10993	0.66828	0.19052	0.69021
WDR17	4	-0.18708	-0.87811	0.75557	0.97102	0.37989	0.72091
COL12A1	4	0.36394	0.88438	0.23737	0.80292	0.37649	0.71985
CD22	4	0.52989	1.2439	0.089897	0.61164	0.21355	0.69021
NIPSNAP3B	4	-0.50949	-1.2721	0.29694	0.84003	0.20334	0.69021
SAG	4	-0.28911	-0.93102	0.57816	0.93498	0.35184	0.70806
EID3	4	0.044731	0.091223	0.77347	0.97256	0.92732	0.96668
CCDC77	4	-0.66752	-1.8464	0.17512	0.75821	0.064832	0.56989
NPC1L1	4	0.25643	1.1596	0.38141	0.87419	0.24619	0.69021
VPS29	4	-0.0015428	-0.0049751	0.87038	0.98614	0.99603	0.99809
KPNA3	4	0.04623	0.31878	0.77009	0.97256	0.74989	0.87879
NR6A1	4	-0.2652	-0.65688	0.61759	0.94709	0.51126	0.77907
ALDH1L2	4	0.044627	0.12877	0.77357	0.97256	0.89754	0.95293
TRIM64	4	-0.35192	-0.76726	0.48304	0.91589	0.44293	0.74955
TRIM8	4	-1.5902	-2.6609	0.0038783	0.14971	0.0077932	0.2252
CRELD1	4	0.14034	0.41074	0.5884	0.93988	0.68126	0.84271
ZYG11B	4	0.062051	0.23463	0.74045	0.96907	0.81449	0.91154
NDUFC2	4	-0.31428	-0.67253	0.53824	0.93093	0.50125	0.77477
C5orf34	4	0.17466	1.4316	0.52441	0.92779	0.15225	0.69021
KANK1	4	-0.031159	-0.24306	0.93298	0.99323	0.80796	0.90755
KRT16	4	0.031148	0.14055	0.80261	0.97654	0.88823	0.94826
E2F8	4	-0.23002	-0.78545	0.67756	0.95837	0.43219	0.74519
MRPL49	4	-0.54218	-1.8282	0.26815	0.8214	0.067518	0.57907
APOA1BP	4	0.16953	0.94966	0.53386	0.9301	0.34228	0.70361
TCHP	4	0.17663	1.1882	0.52058	0.92688	0.23477	0.69021
CRIP2	4	-0.23509	-0.80046	0.66816	0.95514	0.42344	0.74093
KCNJ3	4	0.22162	0.56218	0.44048	0.90381	0.57399	0.80264
ZBTB41	4	-0.3316	-0.94461	0.51288	0.92465	0.34486	0.70444
CDHR4	4	0.12142	0.58983	0.6243	0.94784	0.5553	0.79574
EID1	4	0.19824	0.61323	0.482	0.91589	0.53972	0.78978
ZNF433	4	0.3751	0.82967	0.2238	0.79664	0.40672	0.73289
TMEM45A	4	0.47382	1.1408	0.12848	0.69762	0.25395	0.69021
HYAL4	4	-0.068219	-0.78972	0.99045	0.99885	0.42969	0.74418
TMEM91	4	-0.23703	-1.5301	0.66483	0.95511	0.12598	0.69021
FAM102B	4	-0.0097655	-0.056345	0.88833	0.98745	0.95507	0.979
PPP1R12C	4	-0.15212	-0.59997	0.82294	0.9802	0.54853	0.7938
GIMAP7	4	0.49974	1.1087	0.11018	0.66828	0.26758	0.69021
NUPL2	4	0.22888	0.96897	0.42825	0.89803	0.33256	0.70076
TRIP6	4	-0.36182	-0.73657	0.46798	0.91301	0.46139	0.75684
SEC22B	4	-0.80758	-1.2779	0.1076	0.66218	0.20128	0.69021
ACTRT2	4	0.17104	0.89874	0.53103	0.9291	0.36879	0.7171
SAMD9	4	-0.065651	-0.23585	0.99592	0.9997	0.81355	0.91083
BTNL10	4	0.49222	0.82646	0.11516	0.67954	0.40854	0.73443
YEATS2	4	-0.83053	-2.143	0.098697	0.63991	0.03211	0.42341
ASPHD2	4	-0.026413	-0.12671	0.92452	0.99276	0.89917	0.95394
CACNA2D3	4	0.46483	1.3194	0.13698	0.71373	0.18705	0.69021
BAHD1	4	-0.099871	-0.2708	0.92358	0.99276	0.78654	0.89716
CCL27	4	-0.088072	-0.18379	0.94789	0.99536	0.85418	0.93137
KIAA0368	4	0.0718	0.40274	0.72017	0.96639	0.68714	0.84545
VPS36	4	-0.48689	-1.2914	0.31986	0.85273	0.19658	0.69021
SAT1	4	0.074129	0.2103	0.71524	0.96602	0.83344	0.92104
WDR37	4	-0.40604	-1.3311	0.41189	0.88836	0.18315	0.69021
DEPTOR	4	-0.16805	-0.77183	0.79037	0.97475	0.44021	0.74823
C9orf16	4	0.12262	0.3257	0.62271	0.94784	0.74466	0.87613
RC3H1	4	-1.4388	-2.6785	0.0077068	0.20856	0.0073962	0.2222
RPSA	4	-1.9528	-3.2284	0.0006961	0.06087	0.0012449	0.095333
KLHDC8B	4	0.27152	0.94408	0.36018	0.86995	0.34513	0.70444
PPP1R26	4	-0.7859	-2.0854	0.11645	0.6802	0.037037	0.45227
PARD6B	4	-0.069591	-0.48357	0.98762	0.99809	0.62869	0.82033
GLIS3	4	0.80034	1.0095	0.0098449	0.23634	0.31272	0.69553
PRKRIR	4	-0.30526	-1.4641	0.5527	0.93441	0.14318	0.69021
ARVCF	4	0.012594	0.12191	0.84109	0.98362	0.90297	0.95581
YAP1	4	-0.60213	-1.7682	0.22086	0.79556	0.077035	0.60901
MOV10L1	4	-0.74173	-2.0619	0.13663	0.71373	0.039216	0.46617
ZNF335	4	-0.21598	-0.81628	0.70346	0.96457	0.41434	0.73715
NAA11	4	-0.39008	-0.97015	0.43114	0.89999	0.33197	0.70076
PLD1	4	0.31332	0.8146	0.3031	0.8442	0.4153	0.73731
NWD1	4	-0.8585	-1.804	0.087659	0.6048	0.071232	0.59084
ZNF74	4	0.77494	1.1644	0.013077	0.2751	0.24425	0.69021
NUP54	4	-0.07344	-0.22549	0.97971	0.99763	0.8216	0.91508
PDZD9	4	-0.059847	-0.13255	0.99279	0.99925	0.89455	0.95146
ENO1	4	-1.9021	-3.1357	0.00084527	0.064885	0.0017142	0.10941
RNASE12	4	0.052098	0.44243	0.7589	0.97134	0.65818	0.83143
PNPLA1	4	-0.060479	-0.53874	0.99398	0.99965	0.59007	0.80736
