Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
COL19A1	4	-0.18803	-1.1881	0.75413	0.97101	0.23479	0.69021
NFRKB	4	-0.92498	-1.8758	0.06782	0.55569	0.060688	0.55336
P2RY2	4	0.78275	1.0849	0.012132	0.26068	0.27795	0.69021
B3GNT5	4	-0.72434	-2.2221	0.14603	0.72611	0.026276	0.39291
AGMAT	4	-0.15129	-0.53215	0.82443	0.9802	0.59462	0.8078
SLK	4	0.011306	0.046991	0.84373	0.98367	0.96252	0.98332
B3GNT3	4	-0.15959	-0.70457	0.80748	0.97828	0.48108	0.76686
PARP3	4	-0.41589	-1.3494	0.40086	0.88417	0.17721	0.69021
ANKRD50	4	-0.10738	-0.78439	0.90846	0.99068	0.43281	0.7456
CCER2	4	-0.24035	-0.56015	0.65881	0.95297	0.57538	0.80264
OR2L3	4	-0.12927	-0.31291	0.8665	0.98521	0.75435	0.8814
CALCOCO2	4	0.012263	0.033626	0.84169	0.98362	0.97318	0.98791
SOX17	4	0.25904	0.80904	0.37699	0.8736	0.41849	0.73823
IL21R	4	-0.49754	-1.266	0.30867	0.84579	0.20551	0.69021
TASP1	4	-0.21342	-0.6332	0.70794	0.96457	0.5266	0.78585
AQP4	4	-0.038996	-0.17788	0.95013	0.99573	0.85882	0.93397
POLR2D	4	-1.5603	-2.4245	0.0042761	0.15523	0.015328	0.30583
INPP4A	4	0.22221	1.4113	0.43934	0.90265	0.15815	0.69021
HMGN4	4	-0.1754	-0.63573	0.7767	0.97336	0.52495	0.78556
BTN1A1	4	-0.16901	-0.76813	0.78868	0.97433	0.44241	0.74948
MAST1	4	-0.25411	-1.5116	0.63579	0.94901	0.13065	0.69021
SFXN4	4	-0.058209	-0.27647	0.98886	0.99839	0.78218	0.89581
ASF1A	4	0.51218	1.1197	0.10108	0.64612	0.26284	0.69021
HSPB7	4	-0.20614	-1.0994	0.72126	0.96639	0.2716	0.69021
LRRN4	4	0.07598	0.26578	0.71221	0.96558	0.79041	0.8995
ANKRD33B	4	0.54846	1.1645	0.07851	0.58223	0.24421	0.69021
C2orf73	4	-0.37504	-0.89854	0.45038	0.90426	0.3689	0.7171
CNTNAP1	4	-0.45936	-1.2759	0.3481	0.86467	0.20199	0.69021
RPL9	4	-1.0931	-2.0253	0.03386	0.42141	0.042834	0.48649
OR52A1	4	0.73649	1.2102	0.018099	0.31493	0.22619	0.69021
CLDN14	4	0.4324	0.81321	0.16607	0.75161	0.4161	0.73731
TNFSF12	4	0.31919	0.71701	0.2938	0.83794	0.47337	0.76292
FAM229B	4	-0.2364	-0.65237	0.66617	0.95514	0.51416	0.78003
PM20D1	4	0.071308	0.17163	0.72111	0.96639	0.86373	0.93646
TLN1	4	-1.1666	-2.1988	0.02501	0.36876	0.027894	0.40003
CDH10	4	-0.39109	-1.4542	0.42989	0.89876	0.1459	0.69021
ZSCAN1	4	0.097224	0.97343	0.67035	0.9557	0.33034	0.70048
MX1	4	-0.17665	-1.6397	0.77441	0.97296	0.10107	0.68491
KIAA1598	4	-0.44334	-1.374	0.36724	0.86995	0.16944	0.69021
CCDC144A	4	-0.71791	-1.4726	0.14936	0.72877	0.14085	0.69021
TSPAN9	4	0.43643	1.1098	0.16174	0.74593	0.2671	0.69021
NDUFB6	4	-1.2745	-2.3036	0.015513	0.29159	0.021243	0.35572
MSMB	4	0.32791	1.0897	0.28167	0.83055	0.27585	0.69021
INO80D	4	0.14155	0.80568	0.58562	0.93751	0.42043	0.73952
RPL29	4	-1.8321	-3.1871	0.0012928	0.083871	0.001437	0.099257
CHMP2A	4	-0.86973	-1.4872	0.083632	0.59474	0.13696	0.69021
PRAM1	4	0.071756	0.30919	0.72027	0.96639	0.75718	0.88285
ATF3	4	0.12816	0.51611	0.61242	0.94682	0.60577	0.81279
RND2	4	-0.060969	-0.51338	0.99518	0.9997	0.60768	0.813
VAX1	4	0.36864	1.0726	0.23121	0.79942	0.28346	0.6906
TPST1	4	0.21288	0.83814	0.45639	0.90782	0.40195	0.73151
KLK11	4	0.012601	0.099701	0.84109	0.98362	0.92058	0.96371
ZNF559	4	0.88894	1.1373	0.0034805	0.14056	0.25541	0.69021
MYF5	4	0.38776	1.4002	0.21032	0.78659	0.16147	0.69021
ITGAM	4	0.7805	0.96761	0.012331	0.26383	0.33324	0.70076
OR51B4	4	0.2388	1.1427	0.41065	0.88806	0.25315	0.69021
CAPSL	4	0.67461	1.3018	0.031374	0.40974	0.193	0.69021
TPBGL	4	-0.10488	-0.50013	0.91348	0.99123	0.61698	0.81642
HDAC2	4	-0.42234	-1.8464	0.3922	0.88082	0.064832	0.56989
PIGU	4	0.026976	0.22013	0.81116	0.97894	0.82577	0.9173
CCDC62	4	0.20634	1.0044	0.46684	0.91182	0.31519	0.69699
SHPRH	4	-0.44186	-0.97959	0.36903	0.86995	0.32729	0.6998
SOX4	4	0.51456	0.87008	0.099891	0.6437	0.38426	0.72254
C18orf32	4	-0.056334	-0.18016	0.98483	0.99793	0.85703	0.93264
CRELD2	4	-0.023709	-0.15779	0.91761	0.9921	0.87462	0.94208
BFAR	4	0.056141	0.23532	0.75144	0.97101	0.81396	0.91118
TBCA	4	-0.96602	-1.9138	0.057279	0.51452	0.055642	0.53314
LIMD2	4	-0.36511	-1.3246	0.46355	0.91016	0.1853	0.69021
CACNA1S	4	0.13741	0.78485	0.59392	0.94114	0.43254	0.74552
PHLDB1	4	0.40647	1.1366	0.19178	0.77481	0.25571	0.69021
APH1A	4	-0.26704	-0.81406	0.61411	0.94709	0.41561	0.73731
ZNF138	4	-0.13759	-0.32325	0.85059	0.98441	0.7465	0.87702
FAM126B	4	0.26192	1.1841	0.37266	0.87179	0.23639	0.69021
ZNF260	4	0.59778	1.2658	0.056235	0.51409	0.2056	0.69021
GEMIN6	4	-0.703	-1.3206	0.15816	0.74063	0.18664	0.69021
GALNT3	4	-0.43634	-1.0191	0.37609	0.8736	0.30817	0.69347
TATDN3	4	-0.024542	-0.082836	0.91945	0.9927	0.93398	0.96995
FAM174A	4	0.23137	0.56144	0.42378	0.89647	0.5745	0.80264
IQCB1	4	0.21943	0.97526	0.44466	0.9042	0.32943	0.70048
HDGFRP2	4	-0.095461	-0.38017	0.93253	0.99323	0.70382	0.85365
KRTAP5-7	4	-0.59344	-1.5755	0.22668	0.7979	0.11513	0.69021
GLDC	4	0.9806	1.0841	0.0010939	0.072131	0.27833	0.69021
CAPN14	4	-0.8398	-1.3731	0.095167	0.62787	0.16973	0.69021
PDIA5	4	0.47555	1.2294	0.12699	0.69623	0.21892	0.69021
CYP4A11	4	-0.039601	-0.17587	0.95177	0.99599	0.86039	0.93515
PCDHGA3	4	-0.30654	-0.75748	0.55072	0.93441	0.44876	0.75162
DPH1	4	-0.42601	-1.2595	0.38743	0.87768	0.20784	0.69021
PSMA1	4	-1.16	-2.2991	0.025358	0.36876	0.021498	0.35704
PRSS8	4	-0.053668	-0.41786	0.98001	0.99763	0.67605	0.83962
KRTAP10-12	4	-0.54733	-1.2446	0.26367	0.81951	0.21328	0.69021
NACA	4	-1.6517	-2.6017	0.0031822	0.13675	0.0092771	0.24422
FABP4	4	0.044773	0.29277	0.77337	0.97256	0.7697	0.88976
SFTPA2	4	0.16599	0.52324	0.54008	0.93145	0.60081	0.81034
ZBTB22	4	0.29468	1.1283	0.32816	0.85705	0.25921	0.69021
ACAA2	4	-0.011997	-0.029222	0.89335	0.9877	0.97669	0.98923
TTLL1	4	-0.12326	-0.59239	0.87788	0.98664	0.55359	0.79481
ZPBP	4	0.28007	0.75428	0.3487	0.86467	0.45068	0.75221
AGAP4	4	-1.9618	-3.9996	0.0006961	0.06087	6.3448e-05	0.015012
EVI2B	4	0.38419	1.03	0.2142	0.79057	0.30301	0.69322
H6PD	4	-0.23264	-0.66919	0.67313	0.95715	0.50337	0.7755
MAP3K5	4	-0.072459	-0.27789	0.9817	0.99763	0.7811	0.89528
CNOT8	4	0.18277	0.60744	0.5089	0.92465	0.54356	0.79143
NT5C	4	-0.029211	-0.071252	0.92994	0.99299	0.9432	0.97333
XAB2	4	-1.1218	-2.5657	0.030082	0.40013	0.010298	0.25476
DNAJA1	4	-0.75124	-2.3913	0.13281	0.7068	0.01679	0.31827
CT45A3	4	-0.97467	-2.1642	0.055638	0.51276	0.030449	0.41579
TTC39A	4	-0.7162	-1.5815	0.15026	0.73048	0.11377	0.69021
SPIN1	4	0.15826	0.97593	0.55484	0.93441	0.3291	0.70048
OR9I1	4	0.27483	1.0216	0.35566	0.86766	0.30695	0.69322
SI	4	-0.2017	-0.73686	0.72927	0.96846	0.46121	0.75684
KLHL29	4	0.084214	0.3518	0.69615	0.96346	0.72499	0.86592
GJB4	4	0.076301	0.28192	0.71181	0.96558	0.778	0.89377
SLC39A3	4	0.034991	0.16958	0.79445	0.97522	0.86534	0.93761
CBFB	4	-0.57303	-1.9804	0.24195	0.80292	0.047657	0.50621
LSS	4	-1.2799	-2.2276	0.015115	0.28815	0.025909	0.3908
TMEM240	4	-0.1092	-0.56017	0.90483	0.99022	0.57536	0.80264
PABPC4L	4	0.39238	0.97987	0.20595	0.78351	0.32715	0.6998
PPP2R5B	4	-0.52408	-1.5809	0.28436	0.83406	0.11389	0.69021
RASD2	4	-0.5889	-1.4306	0.22956	0.79834	0.15254	0.69021
WIPF2	4	0.065297	0.25699	0.73404	0.96907	0.79719	0.90307
C5orf63	4	0.26809	1.3837	0.36446	0.86995	0.16645	0.69021
ARL16	4	-0.29698	-1.095	0.56618	0.93441	0.27351	0.69021
ZNF552	4	-0.4282	-0.9655	0.38484	0.8763	0.3343	0.70095
NEFL	4	0.42159	0.99092	0.17656	0.75988	0.32173	0.69816
BCAR3	4	0.00070747	0.003383	0.86595	0.98507	0.9973	0.99834
PAIP2B	4	0.15276	0.51628	0.56504	0.93441	0.60566	0.81274
C15orf65	4	-0.56183	-1.3825	0.2506	0.81199	0.16683	0.69021
SCFD1	4	-0.79248	-2.2612	0.11421	0.67888	0.023746	0.37629
OR5T3	4	-0.11296	-0.72096	0.89857	0.98889	0.47094	0.76169
PPIL2	4	-1.3706	-2.4571	0.010342	0.23991	0.014007	0.29557
POTEM	4	1.219	0.88942	4.9722e-05	0.011494	0.37378	0.719
LTA4H	4	-0.61232	-2.152	0.21375	0.79057	0.0314	0.42189
TAS1R2	4	0.045572	0.30394	0.77158	0.97256	0.76117	0.88505
FBXL12	4	-0.75086	-2.1447	0.13296	0.70719	0.031977	0.42341
C21orf140	4	-0.27242	-0.82752	0.60471	0.94411	0.40794	0.73403
SCIN	4	0.35771	0.88158	0.24383	0.8038	0.378	0.72026
SYT16	4	0.099365	0.39447	0.66672	0.95514	0.69323	0.84802
CPEB4	4	0.12743	0.51212	0.61351	0.94682	0.60856	0.81336
CLGN	4	-0.019602	-0.083352	0.90891	0.99073	0.93357	0.96968
ZFAND5	4	-0.57809	-1.7192	0.23767	0.80292	0.085587	0.6371
UBXN7	4	0.15259	0.90085	0.56533	0.93441	0.36767	0.71666
NXF2	4	-1.1425	-1.8755	0.027645	0.38424	0.060723	0.55336
ZNF581	4	-1.4955	-2.8106	0.0059666	0.18361	0.004945	0.18659
ATP2B4	4	0.20548	0.63517	0.46858	0.91327	0.52532	0.78561
ZNF827	4	0.015762	0.16001	0.83438	0.9821	0.87288	0.94152
ZNF589	4	-0.55058	-1.1453	0.26074	0.81871	0.25206	0.69021
PRKCSH	4	0.30242	0.62665	0.31702	0.85047	0.53089	0.78771
OR2A1	4	0.067439	0.35912	0.72927	0.96846	0.7195	0.86334
USP37	4	-0.79133	-2.0182	0.11456	0.67894	0.043574	0.48911
CPLX4	4	0.043991	0.088801	0.77511	0.97316	0.92924	0.96762
INPP1	4	-0.54639	-1.3663	0.26437	0.81951	0.17186	0.69021
UBE2G1	4	-0.20166	-0.83523	0.72942	0.96846	0.40359	0.73231
ZNF846	4	0.023065	0.076354	0.81827	0.97975	0.93914	0.9724
ADH4	4	-1.0968	-2.7134	0.033463	0.41879	0.0066594	0.20995
IRF9	4	0.20071	0.5694	0.47753	0.91472	0.56908	0.80027
TRIM37	4	-0.44148	-1.4812	0.36948	0.86995	0.13854	0.69021
CYP3A7-CYP3A51P	4	0.38274	1.0468	0.21529	0.79057	0.29517	0.69235
LONP2	4	-0.32744	-0.74317	0.5186	0.92612	0.45738	0.75549
ANKRD10	4	0.57674	1.1128	0.065483	0.54715	0.26579	0.69021
MAD2L1BP	4	-0.89941	-1.736	0.075328	0.57235	0.082573	0.62715
POR	4	-0.37453	-1.6707	0.45117	0.90523	0.094785	0.66677
PRCD	4	-0.62557	-1.8983	0.20391	0.78351	0.057657	0.54136
ZBTB38	4	0.062903	0.12782	0.73861	0.96907	0.89829	0.95342
CATIP	4	-0.45225	-1.4331	0.35586	0.86791	0.15183	0.69021
XDH	4	0.51476	1.2314	0.099791	0.64368	0.21817	0.69021
RHBDL1	4	-0.063742	-0.18506	0.9993	0.9999	0.85318	0.93077
NR2E1	4	0.454	0.97509	0.14529	0.72423	0.32952	0.70048
TNFSF14	4	0.13912	0.46381	0.59034	0.94058	0.64278	0.82488
SERPIND1	4	0.1115	0.42352	0.64265	0.95107	0.67192	0.83768
MORN5	4	0.36153	1.207	0.23981	0.80292	0.22744	0.69021
VEPH1	4	-0.28237	-1.1944	0.59005	0.94041	0.23231	0.69021
THYN1	4	-0.37549	-1.3542	0.44988	0.9042	0.17568	0.69021
14-Sep	4	0.1814	1.2989	0.51178	0.92465	0.19399	0.69021
STK10	4	-0.51322	-1.1307	0.29351	0.83794	0.25817	0.69021
ATRX	4	-1.4027	-2.2458	0.0091488	0.2266	0.024716	0.38415
GDPGP1	4	0.52055	1.156	0.095366	0.62865	0.24767	0.69021
FDFT1	4	-0.59924	-1.9164	0.22231	0.79664	0.055316	0.53314
ARG1	4	0.35628	0.67951	0.24607	0.80616	0.49682	0.77381
LRR1	4	-1.954	-3.4113	0.0006961	0.06087	0.00064645	0.071831
TSPAN7	4	-0.04995	-0.25336	0.9724	0.99763	0.79999	0.90423
JPH2	4	0.17204	0.57714	0.52939	0.92875	0.56385	0.79851
CYP26C1	4	-0.03193	-0.076609	0.93462	0.99334	0.93893	0.97229
ELAVL4	4	0.28052	1.375	0.34825	0.86467	0.16914	0.69021
NCR1	4	0.47971	1.3956	0.12366	0.69122	0.16284	0.69021
MYOG	4	-0.24802	-1.3935	0.64588	0.95165	0.16346	0.69021
EFEMP1	4	0.044579	0.41018	0.77367	0.97256	0.68167	0.8428
PAX5	4	-0.70924	-1.8374	0.15414	0.73704	0.06615	0.57393
NOC2L	4	-1.3077	-2.2372	0.013723	0.28065	0.025274	0.38684
CD151	4	-0.81891	-2.0636	0.10347	0.65472	0.039055	0.46592
UBXN11	4	-0.80464	-2.2246	0.10874	0.66454	0.026111	0.39131
CYP3A5	4	0.16104	0.5165	0.54942	0.93422	0.60551	0.81273
NLK	4	0.11259	0.96218	0.64086	0.95024	0.33596	0.70125
BCL9	4	-0.041769	-0.10499	0.9562	0.99644	0.91638	0.96198
ADAM19	4	-0.4984	-1.364	0.30807	0.84579	0.17258	0.69021
RWDD4	4	-0.84374	-1.4863	0.093576	0.62289	0.13719	0.69021
PAX7	4	0.24696	0.93052	0.39668	0.88213	0.3521	0.70808
ERGIC2	4	-0.293	-0.97409	0.57254	0.93469	0.33001	0.70048
TSPAN19	4	0.18244	0.51103	0.5094	0.92465	0.60933	0.81379
EEF1B2	4	-0.37677	-1.6681	0.44859	0.9042	0.095298	0.66875
EXOC1	4	-0.62625	-1.1323	0.20351	0.78351	0.25751	0.69021
TPPP3	4	-0.030236	-0.14071	0.93153	0.99323	0.8881	0.94826
BLVRB	4	-0.28665	-0.97564	0.58204	0.93649	0.32924	0.70048
GRIN2B	4	-0.037338	-0.37814	0.94705	0.9953	0.70533	0.8546
SUMF2	4	-0.14743	-0.61618	0.83154	0.98192	0.53777	0.78949
TCEAL6	4	0.10209	0.43327	0.65971	0.95351	0.66482	0.83428
C5orf51	4	-0.1772	-0.48642	0.77332	0.97256	0.62667	0.81958
OR10A4	4	0.49728	1.0948	0.11162	0.67195	0.27362	0.69021
LRRFIP2	4	0.094396	0.26549	0.67572	0.95812	0.79063	0.89954
PPP2R4	4	-0.7486	-2.3976	0.1337	0.708	0.016504	0.31552
C15orf26	4	0.20414	0.40868	0.47171	0.91472	0.68278	0.84333
AMD1	4	0.56225	1.3793	0.071947	0.56425	0.1678	0.69021
GPR88	4	-0.095934	-0.30364	0.93178	0.99323	0.7614	0.88514
PTTG1	4	-0.41215	-1.1169	0.40444	0.8852	0.26405	0.69021
FGF17	4	0.084893	0.18894	0.69491	0.96338	0.85014	0.9298
BCL2L11	4	-0.62441	-1.443	0.2047	0.78351	0.14901	0.69021
APEX1	4	-0.19766	-0.64722	0.73692	0.96907	0.51749	0.78155
LAIR1	4	0.018332	0.070477	0.82911	0.98169	0.94381	0.97346
KDM5C	4	-0.040537	-0.1376	0.95371	0.99644	0.89056	0.94958
MREG	4	0.32414	0.69673	0.28779	0.83772	0.48597	0.76935
NDUFA4L2	4	0.3097	1.2229	0.30807	0.84579	0.22137	0.69021
GSC	4	0.17115	1.2338	0.53093	0.92909	0.21729	0.69021
DNAJB9	4	-0.17858	-0.50773	0.77068	0.97256	0.61164	0.81466
CELA3B	4	0.25637	0.61452	0.38171	0.87446	0.53887	0.78964
ARHGAP1	4	0.36346	1.0534	0.23802	0.80292	0.29214	0.69235
NANOG	4	-0.30252	-1.2974	0.55733	0.93441	0.19449	0.69021
TFDP2	4	0.20654	1.5635	0.46654	0.91182	0.11793	0.69021
ZNF16	4	-0.30981	-1.1898	0.5452	0.932	0.23412	0.69021
IL17RE	4	0.44446	1.1623	0.15339	0.73571	0.24512	0.69021
SLC13A2	4	0.10726	0.38815	0.65076	0.95283	0.6979	0.85045
PNLIPRP1	4	-0.017533	-0.044826	0.90483	0.99022	0.96425	0.98448
CDIPT	4	-0.83532	-1.6195	0.096659	0.63132	0.10533	0.69021
S100A2	4	0.28107	1.0558	0.3478	0.86467	0.29107	0.69235
CCZ1	4	-0.41545	-1.7027	0.4013	0.88417	0.088626	0.64488
TAS2R60	4	0.18461	0.31765	0.50582	0.92392	0.75075	0.87901
HTATSF1	4	-0.7068	-1.2953	0.15548	0.73856	0.19522	0.69021
RRP8	4	0.12214	0.34289	0.62346	0.94784	0.73168	0.86934
SS18L2	4	-2.003	-3.7349	0.00049722	0.047619	0.00018778	0.033422
ZNF154	4	-0.5836	-1.6126	0.23339	0.8001	0.10683	0.69021
ZFAND2B	4	0.21322	0.6298	0.45585	0.90782	0.52882	0.78637
CXCL2	4	0.60044	1.2937	0.05544	0.51276	0.19575	0.69021
SPHK1	4	0.45289	1.1265	0.14633	0.72611	0.25995	0.69021
MED13	4	-0.6272	-1.4089	0.20267	0.78324	0.15887	0.69021
NEDD4L	4	-0.19167	-0.63343	0.74712	0.97059	0.52645	0.78585
INTS3	4	-1.5819	-2.8072	0.0040274	0.15028	0.0049972	0.18716
ZNF688	4	-0.22061	-1.1258	0.69491	0.96338	0.26025	0.69021
THOP1	4	0.089668	0.32642	0.68551	0.96077	0.74411	0.87599
SHD	4	-0.060197	-0.29054	0.99344	0.9994	0.7714	0.89071
MAPKAP1	4	-0.21408	-1.351	0.70689	0.96457	0.1767	0.69021
TRIM74	4	-0.35446	-1.3887	0.47922	0.91589	0.16491	0.69021
SEC23A	4	-0.42159	-0.6624	0.3931	0.88103	0.50772	0.77717
HAAO	4	-0.32805	-1.0969	0.51775	0.92601	0.27268	0.69021
KCTD16	4	-0.2585	-1.7996	0.62823	0.9481	0.07192	0.59269
HEBP1	4	-0.39119	-1.1583	0.42984	0.89876	0.24674	0.69021
SCAF8	4	0.45107	1.0934	0.14792	0.72774	0.27423	0.69021
CR1L	4	-0.13043	-0.33903	0.86431	0.98507	0.73459	0.87092
CBY1	4	-0.12788	-0.66418	0.86903	0.98584	0.50657	0.77663
SOWAHA	4	-0.13026	-0.70192	0.86451	0.98507	0.48273	0.76776
COPG2	4	0.16542	0.82249	0.54107	0.93149	0.4108	0.73568
TSC22D1	4	0.092951	0.33686	0.67805	0.95866	0.73622	0.8716
ARHGAP31	4	-0.06551	-0.50208	0.99637	0.9997	0.61561	0.81638
CCNJ	4	-0.31408	-0.85012	0.53843	0.93093	0.39526	0.72761
FAM173B	4	-0.46541	-1.0092	0.34109	0.86151	0.31288	0.69555
THSD7A	4	-0.43597	-1.6215	0.37624	0.8736	0.10491	0.69021
EML2	4	0.028066	0.22508	0.80892	0.97835	0.82191	0.91535
FOLH1B	4	0.26873	1.3401	0.36346	0.86995	0.1802	0.69021
PRKG1	4	0.25661	1.1907	0.38087	0.87373	0.23378	0.69021
ADAM17	4	-0.10582	-0.23844	0.91115	0.99123	0.81154	0.90969
WBP1L	4	-0.17112	-1.2462	0.78436	0.97401	0.21269	0.69021
BIK	4	-0.026696	-0.1919	0.92507	0.99276	0.84782	0.92837
LHFPL4	4	-0.042079	-0.12643	0.95684	0.99644	0.89939	0.95394
C4orf17	4	0.5442	0.91331	0.080798	0.58707	0.36108	0.71283
C2CD5	4	-0.34984	-1.2385	0.48523	0.91589	0.21554	0.69021
STK3	4	-0.27075	-0.85503	0.60775	0.94525	0.39253	0.72618
RNASE8	4	-0.051657	-0.11171	0.97593	0.99763	0.91106	0.95938
LCE2D	4	-0.78245	-2.1754	0.11824	0.68392	0.029602	0.41162
COL3A1	4	0.5445	1.2831	0.080648	0.58707	0.19945	0.69021
YKT6	4	-0.56478	-1.2284	0.24771	0.80772	0.21931	0.69021
GCNT2	4	-0.43908	-0.96289	0.37276	0.87179	0.3356	0.70125
ZNF707	4	-0.56126	-2.0216	0.25114	0.81251	0.043214	0.48828
WISP2	4	-0.53204	-1.7434	0.2767	0.82642	0.081267	0.62289
ASPSCR1	4	-0.25362	-0.88285	0.63654	0.94901	0.37732	0.71994
OR2L2	4	0.30832	0.78786	0.30962	0.84652	0.43078	0.74431
ECHDC1	4	0.16217	0.92312	0.54748	0.93321	0.35594	0.70977
P2RX4	4	0.28296	0.76803	0.34507	0.86467	0.44247	0.74948
NKX2-3	4	0.077744	0.19794	0.70868	0.9648	0.84309	0.92575
ZNF354A	4	-0.12843	-0.26004	0.86759	0.98521	0.79483	0.90159
AWAT2	4	0.37357	1.1309	0.22509	0.79691	0.2581	0.69021
DLG5	4	-0.62035	-2.0628	0.20694	0.78406	0.039128	0.46592
SSX2B	4	-0.33723	-0.96345	0.50462	0.92352	0.33532	0.70125
TCIRG1	4	-0.40854	-1.1567	0.40851	0.88683	0.24739	0.69021
PDGFA	4	0.24077	1.1648	0.40712	0.88596	0.24411	0.69021
ACYP2	4	0.035341	0.18702	0.79371	0.97509	0.85164	0.93022
PLSCR3	4	0.2986	1.2244	0.32279	0.85455	0.2208	0.69021
RPS6KA1	4	-0.2285	-0.85939	0.68004	0.95905	0.39013	0.72543
CTAGE15	4	-0.34169	-0.79954	0.49727	0.91977	0.42398	0.74148
CCNL2	4	0.23032	0.96668	0.42527	0.89647	0.3337	0.70076
TBCCD1	4	0.37137	1.3144	0.22797	0.79834	0.18871	0.69021
HEATR3	4	-0.11992	-0.32207	0.88455	0.98735	0.7474	0.87776
SPAG4	4	-0.60535	-1.3987	0.21823	0.79324	0.16189	0.69021
SNRPG	4	-1.739	-2.5443	0.0021877	0.11282	0.01095	0.26218
SELL	4	0.10628	0.78583	0.65245	0.95288	0.43197	0.74496
TMEM229A	4	-0.25643	-0.89489	0.63206	0.94871	0.37084	0.71842
EGFLAM	4	0.1703	0.35535	0.53232	0.92971	0.72233	0.86463
PHACTR3	4	0.23101	1.0818	0.42437	0.89647	0.27935	0.69021
ACTR3B	4	0.57174	1.0804	0.067621	0.5551	0.27997	0.69021
ADIPOQ	4	0.0047988	0.027548	0.8577	0.98502	0.97802	0.98995
FAM19A3	4	0.51641	0.99156	0.098349	0.63868	0.32141	0.69816
GOLGA2	4	0.26592	0.71151	0.36699	0.86995	0.47677	0.76477
SERPINH1	4	0.2617	1.4111	0.37291	0.87179	0.1582	0.69021
ZNF202	4	0.36948	1.3684	0.23036	0.79879	0.17118	0.69021
COL27A1	4	-0.011415	-0.031368	0.89166	0.9877	0.97498	0.98869
PDZK1IP1	4	-0.32604	-1.2987	0.52049	0.92688	0.19405	0.69021
ADAMTS10	4	-0.03068	-0.14326	0.93218	0.99323	0.88609	0.94741
LCE2A	4	0.078363	0.22414	0.70779	0.96457	0.82265	0.9159
SMN2	4	-0.13417	-0.34653	0.8579	0.98502	0.72895	0.86764
RBM4B	4	-0.43153	-1.7158	0.38087	0.87373	0.086195	0.63781
MOSPD1	4	0.30558	1.3519	0.31265	0.8466	0.17642	0.69021
APOA1	4	0.11684	0.34285	0.63281	0.94871	0.73171	0.86934
OR8I2	4	0.33859	1.1191	0.26775	0.8214	0.2631	0.69021
KCNH6	4	-0.12691	-0.62407	0.87072	0.9862	0.53258	0.78854
SRCAP	4	0.26589	0.95626	0.36704	0.86995	0.33894	0.70172
CCDC64	4	0.094192	0.68623	0.67611	0.95822	0.49257	0.77173
STEAP4	4	-0.80147	-2.2783	0.11018	0.66828	0.022708	0.36771
CHRNE	4	-0.25835	-0.9215	0.62853	0.9481	0.35679	0.70977
UBA1	4	-2.0725	-3.6189	0.00039777	0.044693	0.00029591	0.04376
PRSS35	4	-0.89875	-1.7804	0.075577	0.57315	0.075014	0.60315
CDKAL1	4	-0.39884	-1.1287	0.4203	0.89479	0.25901	0.69021
FECH	4	-0.39488	-0.9586	0.42482	0.89647	0.33776	0.70148
NSMAF	4	-0.39425	-1.3667	0.42567	0.89654	0.1717	0.69021
TMC8	4	-0.10573	-0.2719	0.91125	0.99123	0.7857	0.89696
PROM2	4	0.48303	0.87019	0.12137	0.68731	0.3842	0.72254
ZCCHC13	4	0.24708	0.61991	0.39643	0.88213	0.53531	0.78903
BFSP2	4	0.1644	0.62628	0.54311	0.93153	0.53113	0.78771
FGFBP3	4	-0.41058	-1.0942	0.40632	0.88532	0.27389	0.69021
PSMC5	4	-0.60287	-1.2043	0.22037	0.79555	0.22847	0.69021
ARMC12	4	-0.25126	-0.8275	0.64031	0.94999	0.40795	0.73403
CCDC59	4	-1.223	-2.0972	0.019938	0.32842	0.035973	0.44523
YWHAQ	4	-0.10024	-0.30372	0.92308	0.99276	0.76134	0.88514
NIPBL	4	-2.2652	-4.1878	0.00014916	0.020979	2.8168e-05	0.0084555
ZNF99	4	-0.37867	-1.1025	0.4463	0.9042	0.27023	0.69021
HELQ	4	-1.0479	-2.2976	0.04107	0.45161	0.021582	0.35802
HCRTR1	4	-0.28871	-0.70575	0.57871	0.93498	0.48034	0.76645
CELF3	4	0.73841	1.0089	0.0178	0.31321	0.31302	0.69555
ARPC4	4	-1.2522	-2.6629	0.017601	0.31025	0.007748	0.22475
TMEM64	4	-0.53454	-1.3118	0.27486	0.82473	0.18957	0.69021
TFB1M	4	0.21717	0.50184	0.44824	0.9042	0.61578	0.81638
LZTS3	4	0.17183	0.73261	0.52978	0.92886	0.46379	0.75768
A2M	4	0.44337	1.1671	0.15404	0.73674	0.24316	0.69021
PWWP2B	4	0.37325	1.072	0.22549	0.79691	0.28372	0.6909
OR4F15	4	-0.14151	-0.46946	0.84283	0.98367	0.63874	0.82379
ZNF843	4	-0.020393	-0.10767	0.9107	0.99118	0.91426	0.96099
GRAMD1B	4	-0.075771	-0.25625	0.97464	0.99763	0.79776	0.90341
PDE4C	4	0.026659	0.10015	0.81175	0.97903	0.92022	0.96356
FOXJ2	4	-0.21722	-0.38552	0.70147	0.96457	0.69986	0.85161
AHRR	4	0.49051	1.2716	0.1163	0.6802	0.20352	0.69021
