Gene	sgRNA	Cont1|beta	Cont1|z	Cont1|p-value	Cont1|fdr	Cont1|wald-p-value	Cont1|wald-fdr
RHEBL1	4	0.035226	0.41177	0.58708	0.9299	0.68051	0.80785
CUX1	4	0.035295	0.3726	0.58676	0.9299	0.70944	0.82787
KCNB2	4	0.10545	1.589	0.3028	0.75898	0.11207	0.43501
PYGO1	4	0.22926	1.4694	0.04159	0.27757	0.14174	0.43501
STX12	4	-0.04547	-0.7328	0.93115	0.99392	0.46368	0.65523
GLI1	4	-0.12845	-1.6069	0.78812	0.9808	0.10807	0.43501
LARGE	4	0.091808	0.93851	0.3547	0.81052	0.34798	0.56364
SLC45A2	4	0.14451	1.3401	0.18368	0.61997	0.18021	0.4388
LGI1	4	0.11335	1.3058	0.27727	0.73741	0.19161	0.44533
CLUH	4	-0.31915	-2.0918	0.3559	0.8122	0.036458	0.30302
HTRA4	4	-0.032715	-0.42525	0.88015	0.98839	0.67065	0.80109
RNF113B	4	0.080454	0.75511	0.4001	0.84649	0.45019	0.64446
ORC1	4	-1.2241	-3.0425	0.00099398	0.016784	0.0023465	0.046723
ZNF430	4	0.15009	1.4506	0.16809	0.5967	0.14689	0.43501
KCNMB2	4	0.03289	0.46186	0.59775	0.93458	0.64418	0.78291
LHPP	4	-0.0628	-0.97473	0.99602	0.99921	0.32969	0.54815
BIRC7	4	0.059217	0.58365	0.4871	0.89291	0.55945	0.72402
OR52N5	4	0.32247	1.4499	0.0037667	0.045714	0.14708	0.43501
ZNF280A	4	0.062666	0.52603	0.47256	0.88645	0.59887	0.75194
MUL1	4	0.021112	0.12591	0.64818	0.94891	0.8998	0.94559
DACH1	4	0.056172	0.82133	0.50013	0.89963	0.41146	0.61417
LRRC4C	4	0.22531	1.4895	0.0452	0.28896	0.13636	0.43501
SLIRP	4	-0.45879	-1.6998	0.16437	0.59023	0.089162	0.43501
HSD17B14	4	0.035135	0.43082	0.58744	0.92994	0.6666	0.79847
UBIAD1	4	0.036541	0.76881	0.58153	0.92867	0.442	0.63871
LGALS4	4	0.075584	0.81803	0.4204	0.85909	0.41334	0.61525
BAIAP2L1	4	-0.11448	-1.043	0.82914	0.98429	0.29693	0.52215
PAX4	4	-0.046265	-0.34971	0.93445	0.99425	0.72655	0.8384
TPRA1	4	0.086551	1.2912	0.37614	0.83025	0.19664	0.44844
PRPH2	4	-0.003627	-0.038213	0.75836	0.97644	0.96952	0.98442
ZNF177	4	-0.0082151	-0.13716	0.77855	0.97985	0.8909	0.94081
DAAM2	4	0.078048	1.6501	0.41057	0.85425	0.098913	0.43501
FIGNL1	4	-0.1046	-1.1147	0.85964	0.98764	0.26498	0.49737
AGAP3	4	0.082597	0.83418	0.39215	0.84102	0.40418	0.60722
ADGRF2	4	0.18527	1.4314	0.094952	0.44937	0.15232	0.43501
ZCCHC10	4	-0.034867	-0.40016	0.88883	0.9894	0.68904	0.81418
BHLHE23	4	-0.019772	-0.27047	0.82637	0.98429	0.7868	0.87774
GOLGA6D	4	-0.8201	-2.2927	0.018886	0.16095	0.021864	0.21719
INAFM1	4	-0.043724	-0.31935	0.92404	0.99331	0.74946	0.85324
PRPH	4	0.17328	1.3211	0.11603	0.49664	0.18646	0.44199
ADAMTSL2	4	0.11031	0.9952	0.28663	0.74532	0.31964	0.54065
KRT38	4	0.053693	0.43377	0.51065	0.9048	0.66445	0.79729
METTL23	4	-0.13684	-1.4852	0.7639	0.97785	0.1375	0.43501
PFDN1	4	-0.27566	-1.6973	0.43814	0.86753	0.089638	0.43501
PRAMEF14	4	0.041684	0.27594	0.55935	0.9199	0.7826	0.87532
RASL12	4	-0.14405	-1.6972	0.74486	0.97528	0.089668	0.43501
Non-Targeting_Control	999	0	0	0.62809	0.94139	1	1
EVL	4	-0.034117	-0.26409	0.8859	0.98885	0.79171	0.88047
GBF1	4	-0.89469	-2.6076	0.011195	0.10792	0.0091177	0.11816
RP9	4	0.062337	0.88669	0.47371	0.88722	0.37524	0.58462
SH3BP5L	4	0.065148	0.61932	0.46215	0.88224	0.53571	0.70704
CHAMP1	4	-0.22526	-1.8378	0.54366	0.91471	0.066088	0.42151
STK38L	4	0.068044	0.48997	0.44986	0.87358	0.62415	0.76898
AVPR2	4	0.045798	0.57988	0.5424	0.91452	0.56199	0.7256
HYDIN	4	0.013035	0.14981	0.68527	0.96126	0.88091	0.93427
TSPAN10	4	-0.13264	-0.96954	0.77505	0.97886	0.33228	0.5506
ZNF365	4	0.14162	1.3824	0.19168	0.63305	0.16684	0.43557
METTL12	4	-0.094796	-0.53334	0.88962	0.98941	0.5938	0.74887
C2orf54	4	-0.056891	-0.87478	0.97499	0.9976	0.38169	0.58968
ARHGEF25	4	0.035304	0.72212	0.58676	0.9299	0.47022	0.65974
C9orf117	4	0.16014	1.6641	0.14528	0.55596	0.096101	0.43501
LCA5	4	0.13577	1.0913	0.20654	0.65138	0.27515	0.50567
SPX	4	0.24055	1.4459	0.033848	0.2447	0.14822	0.43501
POMC	4	0.049429	0.98328	0.52707	0.90945	0.32547	0.54524
LY9	4	0.14857	1.4875	0.17248	0.6044	0.13688	0.43501
GSE1	4	0.084064	1.3354	0.38587	0.83562	0.18176	0.43899
DEPDC1	4	0.11426	1.4964	0.27444	0.73434	0.13456	0.43501
LDAH	4	0.2726	1.5708	0.015328	0.13743	0.11624	0.43501
ZNF263	4	-0.15289	-1.8328	0.72032	0.97104	0.066834	0.42342
RTKN2	4	0.13611	0.95317	0.20575	0.65074	0.3405	0.5575
SIAH3	4	0.25028	1.4192	0.026262	0.20349	0.15584	0.43512
PDE12	4	-1.077	-2.9888	0.0031389	0.04035	0.0028009	0.052215
AGAP1	4	-0.053375	-0.47328	0.96223	0.9973	0.63601	0.77748
FAM104B	4	0.15466	1.1668	0.15721	0.57578	0.24331	0.48126
TMEM11	4	-0.40668	-2.1365	0.22192	0.67333	0.032638	0.28153
IRS1	4	-0.061487	-0.80097	0.99032	0.99815	0.42315	0.62259
ACSBG2	4	0.0020981	0.061341	0.73429	0.97324	0.95109	0.9748
MIEN1	4	-0.057948	-0.49365	0.97829	0.99781	0.62156	0.76716
MAPK10	4	0.045941	0.85329	0.54172	0.91437	0.3935	0.5987
HSD17B1	4	0.20108	1.0493	0.071776	0.38356	0.29403	0.51994
ZNF551	4	0.23072	1.4503	0.039969	0.27035	0.14698	0.43501
SPEG	4	-0.082612	-0.65522	0.93068	0.99392	0.51233	0.69034
TAS2R13	4	0.0068803	0.099537	0.71415	0.96968	0.92071	0.95836
MUC16	4	0.010905	0.17843	0.69553	0.96432	0.85839	0.92166
ENDOV	4	-0.090962	-0.69523	0.9029	0.99179	0.48691	0.67279
KMT2B	4	-0.026773	-0.36976	0.85603	0.98764	0.71156	0.82886
ACSL5	4	0.15856	1.378	0.14884	0.5627	0.16822	0.4363
OR5D16	4	0.03595	0.47882	0.58451	0.92938	0.63206	0.77495
DCHS2	4	0.088786	1.2853	0.36751	0.82327	0.1987	0.44997
ZNF302	4	0.14111	1.6047	0.19268	0.63353	0.10857	0.43501
ZNF366	4	0.062017	0.66718	0.47491	0.88739	0.50465	0.68517
CDK14	4	0.24672	1.5197	0.028826	0.21787	0.12858	0.43501
CCNI2	4	-0.020019	-0.19023	0.82778	0.98429	0.84913	0.91706
ARHGAP6	4	0.20945	1.5838	0.061679	0.35131	0.11324	0.43501
CHFR	4	0.068268	0.46646	0.44881	0.87283	0.64089	0.78069
GFRA1	4	0.050053	0.53305	0.52446	0.90935	0.594	0.74894
LOC100130880	4	0.11069	0.73938	0.28533	0.74397	0.45968	0.65247
METTL21B	4	-0.2144	-1.2575	0.56824	0.92317	0.20858	0.45536
MAPKAP1	4	-0.41466	-2.1978	0.21182	0.65848	0.027961	0.25548
C12orf66	4	0.15403	0.99365	0.15851	0.57758	0.32039	0.5414
CD68	4	-0.030532	-0.22152	0.87146	0.98839	0.82469	0.90219
SPOCK2	4	-0.081773	-0.85661	0.9333	0.99393	0.39166	0.59725
FAM193A	4	0.12923	1.107	0.22658	0.67905	0.26831	0.50017
WFDC10A	4	0.099925	1.1042	0.32372	0.78045	0.26952	0.50134
CST9L	4	0.095811	0.72224	0.33979	0.79801	0.47015	0.65974
PIGX	4	0.009115	0.12496	0.70374	0.96707	0.90055	0.94588
OR14C36	4	-0.058681	-0.44216	0.9808	0.99794	0.65838	0.79315
CNN3	4	0.084979	1.0066	0.38258	0.8344	0.3141	0.53602
AGPAT4	4	-0.015347	-0.19298	0.8079	0.98321	0.84698	0.91577
ZNF221	4	0.11889	1.1484	0.25927	0.71843	0.2508	0.48599
KCTD18	4	0.11272	1.1238	0.27947	0.73948	0.2611	0.49417
SPINT3	4	0.074078	0.95179	0.42642	0.86141	0.3412	0.55778
ERICH6	4	0.026673	0.66855	0.6238	0.9398	0.50378	0.68465
ZNF467	4	0.049615	0.90809	0.52655	0.90945	0.36383	0.5762
SWT1	4	-0.22141	-2.0805	0.55234	0.918	0.037477	0.30838
SNX18	4	-0.034044	-0.49468	0.88527	0.98849	0.62083	0.76661
BCL2L15	4	-0.0088786	-0.30107	0.78174	0.98024	0.76336	0.86269
LZIC	4	-0.013992	-0.20324	0.8022	0.98244	0.83895	0.91081
UBR3	4	-0.0058132	-0.099357	0.76851	0.97834	0.92085	0.9584
MON1B	4	0.075026	0.80376	0.4225	0.8601	0.42154	0.62111
SSR1	4	-0.10141	-1.4182	0.86932	0.98824	0.15612	0.43521
MBD3L2	4	-0.5103	-1.9299	0.12299	0.51198	0.053622	0.37795
AGT	4	-0.13269	-0.73352	0.77499	0.97886	0.46324	0.65489
GRIK2	4	-0.026872	-0.61876	0.85634	0.98764	0.53607	0.70731
MAML3	4	0.047426	0.6166	0.53508	0.91159	0.5375	0.70839
CLDN11	4	0.3028	1.4279	0.0064871	0.070898	0.15332	0.43501
ZNF708	4	-0.030041	-0.23579	0.86958	0.98824	0.8136	0.89497
MFSD6	4	0.12948	1.2988	0.2259	0.67849	0.19402	0.4469
NTNG1	4	0.12615	1.315	0.23641	0.69381	0.18851	0.44347
CLRN3	4	-0.019612	-0.25796	0.82553	0.98428	0.79644	0.88388
POU5F1	4	-0.0086252	-0.05762	0.78054	0.98024	0.95405	0.97622
NOSTRIN	4	0.13243	1.5543	0.21653	0.6641	0.1201	0.43501
ZNF560	4	0.025025	0.37637	0.63081	0.94225	0.70664	0.82635
PDE5A	4	0.11547	0.51125	0.27015	0.7301	0.60918	0.75879
PSCA	4	0.11875	1.1388	0.25959	0.71843	0.25479	0.48947
PCDHGC4	4	0.1495	0.95791	0.16992	0.59974	0.33811	0.55566
C7orf69	4	0.12282	0.77628	0.2463	0.70606	0.43758	0.6352
PGPEP1L	4	-0.027266	-0.2477	0.85781	0.98764	0.80437	0.88874
SBF2	4	0.016145	0.16782	0.67094	0.95538	0.86673	0.92581
BTRC	4	-0.073257	-1.0428	0.96605	0.9973	0.29704	0.52229
MORN4	4	-0.040037	-0.52148	0.90981	0.99293	0.60203	0.75432
RBP2	4	-0.0012563	-0.013227	0.74863	0.97566	0.98945	0.99514
CALCB	4	-0.14394	-0.63853	0.74491	0.97528	0.52313	0.69821
SAFB	4	-0.53696	-2.2463	0.10562	0.4735	0.024687	0.23628
MINOS1-NBL1	4	-0.020941	-0.33221	0.83207	0.98442	0.73973	0.84686
SLCO2B1	4	0.095688	1.3551	0.34026	0.79845	0.17538	0.43722
UNC79	4	0.07886	0.95295	0.40722	0.85258	0.34062	0.5575
NAALAD2	4	0.12174	1.1384	0.24991	0.70956	0.25497	0.48948
C11orf80	4	-0.13831	-1.2111	0.75951	0.97649	0.22586	0.46917
HAPLN3	4	0.022085	0.30266	0.64368	0.94726	0.76215	0.86194
VPS26A	4	-0.30125	-1.8412	0.38943	0.83886	0.06559	0.42018
PDE6C	4	0.1354	1.6197	0.2079	0.65233	0.1053	0.43501
UBL3	4	-0.040677	-0.30338	0.91237	0.99319	0.7616	0.86152
YPEL4	4	-0.17182	-1.3859	0.6701	0.95512	0.16578	0.43526
IFT122	4	-0.078558	-0.9208	0.94591	0.99477	0.35715	0.57139
NPS	4	0.16598	1.5199	0.13142	0.52906	0.12854	0.43501
OR6C4	4	0.1127	1.4218	0.27952	0.73952	0.1551	0.43501
DLG4	4	-0.043614	-0.62477	0.92352	0.99331	0.53212	0.70523
MSH2	4	-0.091151	-1.2389	0.90233	0.99179	0.2154	0.46133
OR6S1	4	-0.10492	-1.6573	0.8588	0.98764	0.097461	0.43501
TMSB15A	4	0.11925	1.6097	0.25812	0.71843	0.10747	0.43501
ANG	4	-0.19024	-1.8574	0.6227	0.9398	0.06325	0.41112
SLITRK4	4	0.078257	0.98523	0.40963	0.85378	0.32451	0.54448
SLC25A35	4	0.033561	0.27057	0.59461	0.93302	0.78673	0.87774
PVRL4	4	0.17202	1.4066	0.11855	0.50199	0.15956	0.43526
RNASE10	4	0.11027	1.4199	0.2869	0.74532	0.15563	0.43501
CRLF2	4	0.13299	1.1695	0.21496	0.66242	0.24219	0.48075
FBXL16	4	-0.051915	-0.81752	0.95496	0.9964	0.41363	0.61549
SMIM23	4	0.11979	1.1766	0.2564	0.71725	0.23937	0.47861
GRID1	4	0.18807	1.3507	0.090348	0.43698	0.1768	0.43722
MRPS10	4	-0.79974	-2.0094	0.021711	0.17804	0.04449	0.34123
FBXO32	4	0.11064	1.559	0.28548	0.74397	0.11901	0.43501
CDH2	4	0.15828	1.6042	0.14946	0.56384	0.10866	0.43501
ATRIP	4	-0.92586	-2.3843	0.0089459	0.091392	0.01711	0.18256
SPDYE5	4	-0.83772	-2.213	0.017107	0.14973	0.0269	0.24958
TUBB3	4	-0.32834	-1.8713	0.33879	0.79695	0.061302	0.40393
ITLN2	4	-0.031181	-0.39155	0.87376	0.98839	0.69539	0.81854
MPEG1	4	0.19063	1.5795	0.086843	0.42795	0.11421	0.43501
ARSH	4	0.080388	1.0317	0.40063	0.84731	0.30219	0.5269
TRIM21	4	0.13374	1.5956	0.21271	0.65942	0.11058	0.43501
PRKCB	4	0.053105	0.67876	0.51316	0.9048	0.49729	0.68015
EIF4G3	4	0.012891	0.25571	0.68569	0.96128	0.79817	0.88488
BCL6	4	-0.034538	-1.1461	0.88784	0.9894	0.25176	0.48681
CERK	4	0.054086	0.62368	0.50913	0.90429	0.53284	0.70544
CD207	4	0.021108	0.33781	0.64818	0.94891	0.7355	0.84394
THBS2	4	0.06408	0.9713	0.46702	0.88483	0.3314	0.54989
PITX2	4	-0.15961	-1.3698	0.70238	0.96641	0.17076	0.43644
CAPS	4	-0.25307	-1.7332	0.48454	0.89129	0.083054	0.43501
ITGBL1	4	0.26499	1.5775	0.0192	0.16261	0.11468	0.43501
ZNF804B	4	0.14834	1.4483	0.17306	0.60497	0.14753	0.43501
HTR2C	4	0.092068	0.72157	0.35396	0.8103	0.47056	0.66007
ZFAND4	4	0.10299	1.2486	0.31263	0.76961	0.21181	0.45832
SMPD3	4	-0.14613	-1.0019	0.73911	0.97515	0.31637	0.53769
C7	4	-0.074787	-0.90806	0.95987	0.9973	0.36385	0.5762
JUP	4	0.21318	1.3137	0.057442	0.33712	0.18896	0.44377
GDPGP1	4	0.091751	0.649	0.35501	0.81066	0.51634	0.6935
RHBDD1	4	-0.016988	-0.25722	0.81517	0.98347	0.79701	0.88425
BTLA	4	0.3239	1.5427	0.0037144	0.045108	0.12291	0.43501
CSRP3	4	0.14952	1.7198	0.16981	0.59974	0.085467	0.43501
LRRC20	4	-0.058353	-1.5729	0.97954	0.99794	0.11574	0.43501
HOXB9	4	-0.0044969	-0.048775	0.76239	0.97753	0.9611	0.9804
GRN	4	-0.10595	-0.97868	0.85587	0.98764	0.32774	0.54656
OR10H4	4	0.035901	0.84747	0.58462	0.92947	0.39673	0.6013
HRH1	4	0.2587	1.4584	0.02192	0.1796	0.14472	0.43501
GALK2	4	-0.12332	-0.75797	0.80303	0.98246	0.44847	0.64319
P4HA2	4	0.061812	0.65427	0.4756	0.88739	0.51294	0.69067
LHX8	4	0.10895	1.6634	0.29045	0.74835	0.096225	0.43501
PPP1R9B	4	0.0093782	0.10648	0.70233	0.96641	0.9152	0.95502
CSAD	4	0.099905	1.0361	0.32378	0.78045	0.30015	0.52479
VTI1B	4	-0.11539	-1.5024	0.82658	0.98429	0.13299	0.43501
FAT4	4	0.13234	0.89723	0.21669	0.6641	0.3696	0.58023
CT45A10	4	0.12417	1.044	0.24217	0.70121	0.29647	0.52175
PRAC2	4	0.13828	0.60911	0.20037	0.64467	0.54245	0.71175
TMEM145	4	-0.072667	-0.9327	0.96804	0.99732	0.35098	0.56625
VPS35	4	-0.78198	-2.3963	0.024693	0.19512	0.016561	0.17885
MSMB	4	0.10929	0.80445	0.28941	0.74767	0.42114	0.62089
SKA1	4	-0.018763	-0.20517	0.82229	0.98376	0.83744	0.90968
KATNAL2	4	0.17816	1.0086	0.10766	0.47884	0.31316	0.53543
OR7A5	4	0.031903	0.42378	0.60188	0.93544	0.67172	0.80184
TOX	4	0.14358	1.0463	0.18656	0.62487	0.29541	0.52092
C5orf67	4	-0.00077414	-0.011667	0.74669	0.97553	0.99069	0.99559
NPAT	4	-0.49909	-2.3156	0.13032	0.5263	0.020579	0.20829
MMP13	4	-0.073122	-0.90746	0.96631	0.9973	0.36417	0.57629
SLC12A8	4	0.11156	1.4103	0.28287	0.74274	0.15844	0.43526
BEND4	4	-0.16433	-0.61523	0.69024	0.963	0.5384	0.70883
FKBP4	4	0.11416	1.2445	0.27471	0.73434	0.21331	0.45971
EPHA1	4	0.13466	1.2417	0.21041	0.65644	0.21436	0.46019
KLF15	4	0.2599	1.6193	0.021135	0.17482	0.10537	0.43501
TMIE	4	0.16079	0.94359	0.14324	0.55057	0.34538	0.56134
MAGEC2	4	0.27583	1.5418	0.013759	0.12638	0.12312	0.43501
TNPO2	4	-0.17812	-1.2031	0.65483	0.95078	0.22893	0.47123
HMSD	4	0.16893	1.3614	0.12456	0.5157	0.17339	0.43714
TMEM259	4	0.026033	1.0612	0.62647	0.94077	0.2886	0.51601
VAMP7	4	0.3141	1.5472	0.0047083	0.055181	0.12181	0.43501
KRT13	4	0.18786	1.5569	0.090662	0.43733	0.1195	0.43501
ATP12A	4	0.0030865	0.084031	0.73026	0.97297	0.93303	0.96478
LFNG	4	0.15621	1.4089	0.15402	0.57198	0.15885	0.43526
RNF214	4	0.056141	0.73359	0.50018	0.89963	0.4632	0.65489
SNAP91	4	0.159	1.5751	0.14774	0.5611	0.11522	0.43501
MUC22	4	0.12085	1.5342	0.25252	0.71205	0.12498	0.43501
APBA3	4	-0.081925	-1.291	0.93293	0.99392	0.19669	0.44844
JADE3	4	0.286	1.5619	0.010463	0.1023	0.11831	0.43501
EGLN1	4	-0.11878	-1.496	0.81617	0.98347	0.13466	0.43501
CRP	4	-0.1776	-0.69262	0.65666	0.95144	0.48854	0.67433
HAGHL	4	-0.070226	-0.51876	0.9773	0.9976	0.60393	0.75525
ZFAND2A	4	0.049211	1.7069	0.52775	0.90957	0.087839	0.43501
ACTN4	4	-0.28094	-1.9052	0.42809	0.86264	0.056755	0.39101
CDC42EP2	4	0.0063129	0.088622	0.71671	0.97025	0.92938	0.96262
P2RY12	4	0.075261	0.66099	0.4215	0.85969	0.50862	0.68803
NOV	4	-0.030823	-0.34795	0.87199	0.98839	0.72788	0.83916
SETD1B	4	0.017833	0.46952	0.6633	0.95333	0.6387	0.77907
NKD2	4	0.011423	0.209	0.6926	0.96389	0.83445	0.90829
OR14I1	4	0.099993	0.99425	0.32362	0.78045	0.3201	0.54119
TRPM2	4	-0.0092797	-0.20866	0.78373	0.98024	0.83471	0.90852
RBM10	4	-0.14686	-1.2364	0.7367	0.97433	0.21632	0.46241
TMTC3	4	0.37707	1.5358	0.00083704	0.015109	0.12459	0.43501
COL5A1	4	0.093742	1.0959	0.34795	0.80557	0.27312	0.50437
PYGB	4	-0.18754	-0.98862	0.62893	0.94148	0.32285	0.54301
TMEM100	4	0.01219	0.28041	0.68878	0.9625	0.77916	0.87318
PROB1	4	-0.2281	-1.9781	0.5379	0.9129	0.047918	0.35529
NUGGC	4	0.094056	1.242	0.34659	0.8042	0.21425	0.46016
SLC24A5	4	0.18134	1.6841	0.10149	0.46404	0.09216	0.43501
RNF170	4	0.07082	0.81852	0.43882	0.86778	0.41306	0.61507
ADRBK2	4	-0.050519	-0.86212	0.94946	0.99583	0.38862	0.59489
OR56A3	4	-0.042733	-0.39973	0.92017	0.99331	0.68936	0.81433
GLUD2	4	0.1714	1.0054	0.11975	0.50519	0.3147	0.53636
MDM1	4	0.12272	0.98706	0.24677	0.70636	0.32361	0.54358
RARRES3	4	0.17459	1.3838	0.11373	0.4913	0.16641	0.43526
MUC15	4	0.043774	0.453	0.55129	0.91747	0.65055	0.78744
AP3B2	4	0.10625	1.2668	0.29956	0.75551	0.20523	0.45331
DEFB108B	4	-0.1998	-1.6513	0.60031	0.9347	0.098682	0.43501
MS4A12	4	0.16352	1.3865	0.13696	0.53913	0.1656	0.43526
MFAP2	4	0.14545	1.6659	0.18017	0.61434	0.095732	0.43501
OXGR1	4	0.05587	0.78896	0.5016	0.90005	0.43014	0.62833
ASIC1	4	-0.096562	-0.83438	0.88397	0.98849	0.40407	0.60717
GAP43	4	0.15891	1.6486	0.14795	0.56133	0.099224	0.43501
TMEM101	4	0.080571	1.034	0.39958	0.84585	0.30114	0.52578
OR2Z1	4	-0.022408	-0.49385	0.83782	0.98442	0.62141	0.76705
GCSAM	4	0.096355	1.1017	0.33801	0.79618	0.2706	0.50188
RALGPS1	4	0.0086944	0.12069	0.70578	0.968	0.90393	0.94813
PANX1	4	0.029009	0.70268	0.61449	0.9393	0.48226	0.66974
IER2	4	-0.060674	-0.55189	0.98739	0.99794	0.58103	0.73965
DOCK5	4	-0.07043	-0.95508	0.97662	0.9976	0.33954	0.55653
CPAMD8	4	-0.10527	-1.3531	0.85781	0.98764	0.17601	0.43722
CCDC65	4	0.26491	1.5256	0.0192	0.16261	0.1271	0.43501
MMD2	4	-0.012525	-0.17835	0.79639	0.98188	0.85845	0.92166
CLDN34	4	0.15102	1.3652	0.16615	0.59342	0.17218	0.43682
CDH23	4	-0.017689	-0.11758	0.81805	0.98347	0.9064	0.94947
HLA-DMB	4	0.10515	0.83473	0.304	0.7604	0.40387	0.60702
REG3G	4	0.057586	0.90016	0.49401	0.89711	0.36803	0.57906
S100A9	4	0.22605	1.6222	0.044415	0.28653	0.10476	0.43501
ADAM23	4	-0.13663	-0.98519	0.76437	0.97785	0.32453	0.54448
ZNF180	4	0.16881	1.1797	0.12514	0.51741	0.23812	0.47772
TRMT12	4	-0.058606	-1.3215	0.98049	0.99794	0.18633	0.44199
SENP5	4	0.0028358	0.029975	0.73115	0.97319	0.97609	0.98839
SPRY4	4	-0.028293	-0.30819	0.86257	0.98764	0.75794	0.85875
JUNB	4	0.42476	1.4729	0.00031389	0.006689	0.14077	0.43501
TMC5	4	0.2625	1.3916	0.020089	0.16849	0.16404	0.43526
PDCD2	4	-1.3199	-3.0565	0.00031389	0.006689	0.0022393	0.045526
METTL15	4	-0.018924	-0.17054	0.82281	0.98376	0.86459	0.92477
GCC2	4	0.098295	0.90396	0.33047	0.78847	0.36602	0.57766
TSG101	4	-0.91715	-2.4941	0.0092074	0.092632	0.012629	0.14657
PALD1	4	0.0050275	0.061571	0.72263	0.97186	0.9509	0.97478
CBFA2T2	4	0.056963	0.68017	0.49647	0.89791	0.4964	0.67957
SOS2	4	0.069452	1.0888	0.44421	0.87055	0.27625	0.50636
UBXN11	4	-0.11884	-0.74446	0.81601	0.98347	0.4566	0.65005
CLMN	4	0.0014501	0.031465	0.73696	0.97447	0.9749	0.98771
CFAP44	4	0.13757	1.0844	0.2022	0.64632	0.27818	0.50727
BTG3	4	0.16983	1.4115	0.12263	0.51157	0.1581	0.43526
C10orf35	4	-0.0011858	-0.019324	0.74852	0.97566	0.98458	0.99274
TM6SF1	4	0.12277	0.38826	0.24666	0.70636	0.69782	0.82025
TMEM147	4	-0.079531	-0.62285	0.9424	0.99443	0.53339	0.70559
ASMTL	4	-0.13636	-0.59623	0.76511	0.97813	0.55102	0.71739
ADRA2B	4	0.14993	1.211	0.16851	0.59759	0.22591	0.46917
PGPEP1	4	-0.049321	-1.2096	0.94528	0.99466	0.22645	0.4696
TMEM65	4	0.10392	0.6276	0.30871	0.76526	0.53027	0.7035
FZD5	4	0.079375	1.6325	0.40518	0.85072	0.10257	0.43501
MYO5A	4	0.16863	1.5207	0.12545	0.51788	0.12833	0.43501
ZEB2	4	0.1266	1.1141	0.2351	0.69222	0.26525	0.49762
MTRNR2L7	4	0.16031	0.86785	0.14502	0.55549	0.38547	0.59288
PLB1	4	0.093307	1.0301	0.34936	0.80691	0.30297	0.52737
OR6C2	4	-0.041995	-0.43679	0.91713	0.99331	0.66227	0.79576
OVOL1	4	-0.10908	-1.0439	0.84698	0.98756	0.29655	0.52175
SLITRK6	4	0.17418	1.4734	0.11473	0.49403	0.14065	0.43501
SP8	4	0.052656	1.1827	0.5141	0.9048	0.23694	0.47675
PTH	4	0.17417	1.6516	0.11473	0.49403	0.098616	0.43501
ZFAND3	4	-0.084185	-1.1378	0.92425	0.99331	0.25522	0.48979
LRIG3	4	0.14449	1.5662	0.18373	0.61997	0.11731	0.43501
ST8SIA5	4	0.045893	0.53149	0.54188	0.91437	0.59508	0.74977
NPPB	4	-0.044895	-0.44529	0.92833	0.99367	0.65611	0.79184
DECR1	4	0.21949	1.5828	0.051321	0.31322	0.11346	0.43501
CRYZ	4	-0.0028919	-0.039906	0.75548	0.97641	0.96817	0.98373
ZSCAN30	4	0.12119	0.85692	0.25143	0.71032	0.39149	0.59718
NFATC2IP	4	-0.42781	-2.2591	0.19545	0.63754	0.023875	0.23107
TTC16	4	0.20135	1.4849	0.071515	0.3827	0.13757	0.43501
ZKSCAN8	4	0.052583	0.52125	0.51426	0.9048	0.60219	0.75445
IGF2BP2	4	0.0032705	0.041769	0.72974	0.97297	0.96668	0.98326
HSPA1B	4	-0.065472	-1.2506	0.99503	0.99921	0.21107	0.4578
SLC38A10	4	-0.21166	-1.2928	0.57489	0.92547	0.19609	0.44824
ZNF358	4	0.066646	0.92432	0.45619	0.87868	0.35532	0.57022
PODN	4	-0.088351	-1.3936	0.91033	0.99293	0.16343	0.43526
SMAP2	4	0.012489	0.18236	0.68773	0.96209	0.8553	0.92045
ZNF705D	4	0.17885	1.2437	0.1063	0.47567	0.21359	0.45974
HIST2H4B	4	-0.5727	-2.0372	0.086529	0.42728	0.041627	0.32853
C10orf54	4	0.048756	0.57088	0.53005	0.9105	0.56808	0.72996
CC2D2A	4	0.15827	1.4394	0.14946	0.56384	0.15004	0.43501
KIF21B	4	0.089969	1.4591	0.36343	0.81953	0.14453	0.43501
SULT1C4	4	0.18796	1.3848	0.090505	0.43698	0.16611	0.43526
IL18BP	4	0.17475	1.4781	0.11347	0.4905	0.13939	0.43501
ASS1	4	-0.14321	-0.5875	0.74706	0.97561	0.55687	0.7222
TMEM249	4	-0.15958	-1.4026	0.70248	0.96641	0.16072	0.43526
ABO	4	-0.0043216	-0.027164	0.76144	0.97691	0.97833	0.98941
GPX3	4	0.13776	0.99294	0.20146	0.6456	0.32074	0.54169
GYS2	4	0.047075	1.2024	0.53686	0.91227	0.22922	0.47135
SDF4	4	0.26583	1.4734	0.018676	0.15938	0.14063	0.43501
BTBD6	4	-0.00094748	-0.036426	0.74737	0.97566	0.97094	0.98517
STOML3	4	-0.012019	-0.24448	0.79472	0.98179	0.80686	0.89022
NIPAL3	4	-0.091991	-0.92519	0.8995	0.99089	0.35487	0.56979
PRRG4	4	0.21456	1.5548	0.056029	0.33158	0.12	0.43501
RNF32	4	0.032312	0.37301	0.60016	0.9347	0.70914	0.82787
