sgRNA,Gene,DLD1-Ts10.21.initial,DLD1-Ts10.21.final
PBRM1_Bah11301248_E1_4749.329,PBRM1,761,821
PBRM1_Bah11301248_E1_4749.332,PBRM1,1004,727
PBRM1_Bah11301248_E1_4749.348,PBRM1,821,368
PBRM1_Bah9571049_E1_4749.114,PBRM1,1027,819
PBRM1_Bah9571049_E1_4749.115,PBRM1,1673,1225
PBRM1_Bah9571049_E1_4749.117,PBRM1,835,860
PBRM1_Bah9571049_E1_4749.122,PBRM1,2312,2504
PBRM1_Bah9571049_E1_4749.369,PBRM1,1149,516
PBRM1_Bah9571049_E1_4749.371,PBRM1,1088,484
PHF1_Phd1_E4_73.2,PHF1,843,210
PHF1_Phd1_E4_73.6,PHF1,1931,1228
PHF1_Phd1_E4_73.7,PHF1,2546,2776
PHF1_Phd1_E5_80.1,PHF1,2467,2215
PHF1_Phd1_E5_80.14,PHF1,2352,1084
PHF1_Phd1_E5_80.8,PHF1,940,42
PHF1_Phd2_E6_26.0,PHF1,1550,1599
PHF1_Phd2_E6_26.1,PHF1,957,703
PHF1_Phd2_E7_96.10,PHF1,1428,718
PHF1_Phd2_E7_96.4,PHF1,2634,1681
PHF1_Phd2_E8_34.0,PHF1,1635,1051
PHF1_Phd2_E8_34.1,PHF1,1493,1417
PHF1_tudor2980_E1_1704.1,PHF1,1068,916
PHF1_tudor2980_E1_1704.14,PHF1,1561,1724
PHF1_tudor2980_E1_1704.21,PHF1,1454,1408
PHF1_tudor2980_E1_1704.23,PHF1,1617,859
PHF1_tudor2980_E1_1704.352,PHF1,1645,1443
PHF1_tudor2980_E1_1704.354,PHF1,3261,3424
PHF10_Phd_E10_88.0,PHF10,2526,2981
PHF10_Phd_E10_88.1,PHF10,1918,1826
PHF10_Phd_E10_88.2,PHF10,1939,1643
PHF10_Phd_E11_77.1,PHF10,2984,2849
PHF10_Phd_E11_77.2,PHF10,1125,993
PHF10_Phd_E11_77.4,PHF10,3225,3700
PHF11_Phd_E3_84.0,PHF11,2257,2040
PHF11_Phd_E3_84.1,PHF11,923,789
PHF11_Phd_E4_108.5,PHF11,1089,1278
PHF11_Phd_E4_108.6,PHF11,1490,1769
PHF11_Phd_E5_134.10,PHF11,2859,2020
PHF11_Phd_E5_134.7,PHF11,726,483
PHF12_Phd_E2_77.0,PHF12,964,755
PHF12_Phd_E2_77.6,PHF12,379,81
PHF12_Phd_E3_58.3,PHF12,1800,773
PHF12_Phd_E3_58.5,PHF12,1794,980
PHF12_Phd_E5_121.8,PHF12,2167,1056
PHF12_Phd_E6_133.4,PHF12,2961,1771
PHF13_Phd_E4_141.1,PHF13,1744,890
PHF13_Phd_E4_141.11,PHF13,2585,2002
PHF13_Phd_E4_141.15,PHF13,1492,1528
PHF13_Phd_E4_141.6,PHF13,1140,1442
PHF13_Phd_E4_141.8,PHF13,2701,3161
PHF13_Phd_E4_141.9,PHF13,1684,1077
PHF14_ePhd_E5_53.0,PHF14,2180,3005
PHF14_ePhd_E5_53.2,PHF14,1133,1341
PHF14_ePhd_E6_112.1,PHF14,1198,946
PHF14_ePhd_E6_112.2,PHF14,1747,1662
PHF14_ePhd_E7_138.13,PHF14,1244,1650
PHF14_ePhd_E8_39.0,PHF14,2529,3398
PHF14_Phd1_E4_85.0,PHF14,766,1215
PHF14_Phd1_E4_85.1,PHF14,668,167
PHF14_Phd1_E5_86.0,PHF14,2660,1975
PHF14_Phd1_E5_86.1,PHF14,2037,2173
PHF14_Phd2_E13_132.0,PHF14,2328,2969
PHF14_Phd2_E13_132.1,PHF14,1205,1119
PHF14_Phd2_E13_132.2,PHF14,3,27
PHF14_Phd2_E13_132.3,PHF14,1268,1591
PHF14_Phd2_E13_132.6,PHF14,0,0
PHF14_Phd2_E13_132.8,PHF14,1021,1073
PHF19_Phd1_E4_73.1,PHF19,1790,1032
PHF19_Phd1_E4_73.6,PHF19,1633,1173
PHF19_Phd1_E4_73.7,PHF19,734,441
PHF19_Phd1_E5_86.12,PHF19,1651,1314
PHF19_Phd1_E5_86.3,PHF19,1442,908
PHF19_Phd1_E5_86.9,PHF19,2508,1662
PHF19_Phd2_E6_26.0,PHF19,2419,3932
PHF19_Phd2_E7_96.0,PHF19,1508,1293
PHF19_Phd2_E7_96.1,PHF19,1606,1096
PHF19_Phd2_E7_96.11,PHF19,715,420
PHF19_Phd2_E7_96.3,PHF19,2566,2962
PHF19_Phd2_E8_34.0,PHF19,841,808
PHF19_tudor4387_E1_624.15,PHF19,768,612
PHF19_tudor4387_E1_624.19,PHF19,1674,1474
PHF19_tudor4387_E1_624.95,PHF19,1410,1311
PHF19_tudor4387_E1_624.96,PHF19,3547,3065
PHF19_tudor4387_E1_624.98,PHF19,1859,921
PHF19_tudor4387_E1_624.99,PHF19,3401,2653
PHF2_Phd_E1_80.0,PHF2,1394,1614
PHF2_Phd_E1_80.5,PHF2,972,721
PHF2_Phd_E1_80.6,PHF2,1135,1076
PHF2_Phd_E2_61.0,PHF2,1593,116
PHF2_Phd_E2_61.2,PHF2,764,587
PHF2_Phd_E2_61.3,PHF2,1179,609
PHF20_Phd_E13_45.0,PHF20,2899,2650
PHF20_Phd_E13_45.1,PHF20,2383,2512
PHF20_Phd_E14_87.4,PHF20,2029,1340
PHF20_Phd_E14_87.5,PHF20,955,497
PHF20_Phd_E14_87.7,PHF20,881,481
PHF20_Phd_E14_87.8,PHF20,1689,896
PHF20_tudor90135_E1_3039.19,PHF20,3210,2258
PHF20_tudor90135_E1_3039.2,PHF20,2600,2763
PHF20_tudor90135_E1_3039.21,PHF20,1480,930
PHF20_tudor90135_E1_3039.23,PHF20,2491,2058
PHF20_tudor90135_E1_3039.403,PHF20,1002,833
PHF20_tudor90135_E1_3039.405,PHF20,1768,1586
PHF20L1_Phd_E16_45.0,PHF20L1,1501,1421
PHF20L1_Phd_E16_45.1,PHF20L1,1137,787
PHF20L1_Phd_E17_93.2,PHF20L1,1525,1101
PHF20L1_Phd_E17_93.5,PHF20L1,1919,1080
PHF20L1_Phd_E17_93.6,PHF20L1,1732,1668
PHF20L1_Phd_E17_93.7,PHF20L1,1890,1902
PHF20L1_tudor90135_E1_858.18,PHF20L1,613,514
PHF20L1_tudor90135_E1_858.19,PHF20L1,1542,1358
PHF20L1_tudor90135_E1_858.21,PHF20L1,2061,2270
PHF20L1_tudor90135_E1_858.63,PHF20L1,974,669
PHF20L1_tudor90135_E1_858.64,PHF20L1,2015,2457
PHF20L1_tudor90135_E1_858.65,PHF20L1,1813,1379
PHF21A_Phd_E15_129.0,PHF21A,2912,2565
PHF21A_Phd_E15_129.1,PHF21A,2762,2240
PHF21A_Phd_E15_129.13,PHF21A,2817,2997
PHF21A_Phd_E15_129.14,PHF21A,1373,1170
PHF21A_Phd_E15_129.6,PHF21A,1416,2000
PHF21A_Phd_E15_129.7,PHF21A,1203,1452
PHF21B_Phd_E10_129.11,PHF21B,1951,1883
PHF21B_Phd_E10_129.16,PHF21B,1025,1311
PHF21B_Phd_E10_129.2,PHF21B,1259,715
PHF21B_Phd_E10_129.21,PHF21B,1850,1829
PHF21B_Phd_E10_129.26,PHF21B,2021,1266
PHF21B_Phd_E10_129.29,PHF21B,2013,976
PHF23_Phd_E5_132.0,PHF23,1718,786
PHF23_Phd_E5_132.10,PHF23,687,124
PHF23_Phd_E5_132.13,PHF23,0,0
PHF23_Phd_E5_132.15,PHF23,3862,2048
PHF23_Phd_E5_132.6,PHF23,1089,1094
PHF23_Phd_E5_132.9,PHF23,925,323
PHF3_Phd_E5_35.0,PHF3,1157,712
PHF3_Phd_E6_118.0,PHF3,1092,437
PHF3_Phd_E6_118.1,PHF3,1182,943
PHF3_Phd_E6_118.2,PHF3,1004,224
PHF3_Phd_E6_118.3,PHF3,976,666
PHF3_Phd_E6_118.6,PHF3,1261,633
PHF6_ePhd_E2_102.4,PHF6,1811,1797
PHF6_ePhd_E3_102.1,PHF6,1538,2672
PHF6_ePhd_E4_134.6,PHF6,1426,1332
PHF6_ePhd_E7_108.2,PHF6,1026,1151
PHF6_ePhd_E8_105.2,PHF6,1349,1484
PHF6_ePhd_E9_134.7,PHF6,1505,1319
PHF7_ePhd_E4_90.0,PHF7,1591,1369
PHF7_ePhd_E4_90.8,PHF7,0,0
PHF7_ePhd_E5_102.13,PHF7,827,716
PHF7_ePhd_E5_102.2,PHF7,1232,813
PHF7_ePhd_E6_125.13,PHF7,4319,3537
PHF7_ePhd_E6_125.9,PHF7,1729,1803
PHF7_Phd_E10_103.1,PHF7,0,0
PHF7_Phd_E10_103.2,PHF7,0,0
PHF7_Phd_E10_103.7,PHF7,1579,1401
PHF7_Phd_E9_59.0,PHF7,1363,1077
PHF7_Phd_E9_59.1,PHF7,1530,1025
PHF7_Phd_E9_59.4,PHF7,3386,3927
PHF8_Phd_E2_83.4,PHF8,1842,985
PHF8_Phd_E2_83.5,PHF8,1211,699
PHF8_Phd_E2_83.7,PHF8,1610,1423
PHF8_Phd_E3_73.0,PHF8,949,557
PHF8_Phd_E3_73.1,PHF8,1332,970
PHF8_Phd_E3_73.2,PHF8,1364,656
PHRF1_Phd_E6_68.0,PHRF1,2505,2187
PHRF1_Phd_E6_68.2,PHRF1,519,321
PHRF1_Phd_E6_68.4,PHRF1,2486,2365
PHRF1_Phd_E7_70.0,PHRF1,1832,1083
PHRF1_Phd_E7_70.6,PHRF1,2220,1724
PHRF1_Phd_E7_70.7,PHRF1,1821,1513
PSIP1_PWWP387_E1_1593,PSIP1,2214,1641
PSIP1_PWWP387_E1_1593.119,PSIP1,2302,2953
PSIP1_PWWP387_E1_1593.12,PSIP1,1208,637
PSIP1_PWWP387_E1_1593.121,PSIP1,1118,1007
PSIP1_PWWP387_E1_1593.2,PSIP1,1597,670
PSIP1_PWWP387_E1_1593.8,PSIP1,1893,1157
PWWP2A_PWWP653739_E1_2268.142,PWWP2A,2153,2729
PWWP2A_PWWP653739_E1_2268.144,PWWP2A,2213,2783
PWWP2A_PWWP653739_E1_2268.15,PWWP2A,2166,2092
PWWP2A_PWWP653739_E1_2268.16,PWWP2A,1664,2058
PWWP2A_PWWP653739_E1_2268.174,PWWP2A,1026,717
PWWP2A_PWWP653739_E1_2268.176,PWWP2A,1609,1700
PWWP2B_PWWP488574_E1_1773.171,PWWP2B,1295,1230
PWWP2B_PWWP488574_E1_1773.181,PWWP2B,2290,1710
PWWP2B_PWWP488574_E1_1773.183,PWWP2B,627,765
PWWP2B_PWWP488574_E1_1773.188,PWWP2B,1632,1982
PWWP2B_PWWP488574_E1_1773.201,PWWP2B,995,1194
PWWP2B_PWWP488574_E1_1773.204,PWWP2B,856,643
PYGO1_Phd_E3_171.0,PYGO1,2,0
PYGO1_Phd_E3_171.1,PYGO1,839,525
PYGO1_Phd_E3_171.10,PYGO1,2657,2828
PYGO1_Phd_E3_171.2,PYGO1,2792,2087
PYGO1_Phd_E3_171.5,PYGO1,2436,2058
PYGO1_Phd_E3_171.8,PYGO1,701,1053
PYGO2_Phd_E3_162.1,PYGO2,1241,1701
PYGO2_Phd_E3_162.14,PYGO2,1452,1675
PYGO2_Phd_E3_162.19,PYGO2,1594,1392
PYGO2_Phd_E3_162.20,PYGO2,3587,3399
PYGO2_Phd_E3_162.4,PYGO2,1376,1064
PYGO2_Phd_E3_162.6,PYGO2,1437,2050
RAI1_ePhd_E3_507.52,RAI1,348,36
RAI1_ePhd_E3_507.67,RAI1,1510,843
RAI1_ePhd_E3_507.76,RAI1,1241,1279
RAI1_ePhd_E4_94.4,RAI1,2300,100
RAI1_ePhd_E4_94.6,RAI1,2656,2446
RAI1_ePhd_E4_94.8,RAI1,676,418
RCBTB1_BTB371467_E1_1596.109,RCBTB1,1277,1251
RCBTB1_BTB371467_E1_1596.111,RCBTB1,3471,3026
RCBTB1_BTB371467_E1_1596.86,RCBTB1,1618,2014
RCBTB1_BTB371467_E1_1596.88,RCBTB1,14,0
RCBTB1_BTB371467_E1_1596.89,RCBTB1,2230,2182
RCBTB1_BTB371467_E1_1596.94,RCBTB1,3288,3169
RCBTB2_BTB395487_E1_1656.102,RCBTB2,3443,1988
RCBTB2_BTB395487_E1_1656.105,RCBTB2,4725,4443
RCBTB2_BTB395487_E1_1656.106,RCBTB2,1348,1389
RCBTB2_BTB395487_E1_1656.123,RCBTB2,3408,3203
RCBTB2_BTB395487_E1_1656.125,RCBTB2,1665,1363
RCBTB2_BTB395487_E1_1656.95,RCBTB2,939,816
RCOR1_SANT_E5_84.0,RCOR1,1507,1757
RCOR1_SANT_E5_84.1,RCOR1,2556,1051
RCOR1_SANT_E6_119.4,RCOR1,1608,397
RCOR1_SANT_E6_119.7,RCOR1,872,302
RCOR1_SANT_E7_79.1,RCOR1,3056,2848
RCOR1_SANT_E8_195.8,RCOR1,1562,1304
RCOR1_SANT2_E10_58.0,RCOR1,1022,799
RCOR1_SANT2_E11_101.1,RCOR1,2313,851
RCOR1_SANT2_E11_101.2,RCOR1,4505,1760
RCOR1_SANT2_E11_101.5,RCOR1,6469,3748
RCOR1_SANT2_E9_78.0,RCOR1,2221,1431
RCOR1_SANT2_E9_78.2,RCOR1,604,538
RCOR2_SANT_E5_84.2,RCOR2,2017,1366
RCOR2_SANT_E5_84.5,RCOR2,6174,5161
RCOR2_SANT_E6_125.16,RCOR2,2423,1878
RCOR2_SANT_E6_125.20,RCOR2,2379,1986
RCOR2_SANT_E7_70.0,RCOR2,1949,1145
RCOR2_SANT_E8_216.31,RCOR2,1962,1331
RCOR2_SANT2_E10_58.0,RCOR2,2821,2546
RCOR2_SANT2_E10_58.4,RCOR2,2915,1629
RCOR2_SANT2_E11_101.0,RCOR2,4957,4867
RCOR2_SANT2_E11_101.11,RCOR2,3983,3341
RCOR2_SANT2_E9_78.4,RCOR2,2525,1930
RCOR2_SANT2_E9_78.6,RCOR2,2138,1944
RCOR3_SANT_E5_84.1,RCOR3,7091,5978
RCOR3_SANT_E5_84.3,RCOR3,6152,7202
RCOR3_SANT_E6_125.3,RCOR3,435,277
RCOR3_SANT_E6_125.6,RCOR3,1489,1810
RCOR3_SANT_E7_79.5,RCOR3,1633,1701
RCOR3_SANT_E8_219.2,RCOR3,2752,2255
RCOR3_SANT2_E10_58.0,RCOR3,706,721
RCOR3_SANT2_E10_58.1,RCOR3,2120,2912
RCOR3_SANT2_E11_101.1,RCOR3,4602,4014
RCOR3_SANT2_E11_101.3,RCOR3,1500,1353
RCOR3_SANT2_E9_78.0,RCOR3,538,652
RCOR3_SANT2_E9_78.1,RCOR3,1398,1092
RERE_Bah102307_E1_4701.17,RERE,1178,723
RERE_Bah102307_E1_4701.31,RERE,1247,1226
RERE_Bah102307_E1_4701.37,RERE,1414,767
RERE_Bah102307_E1_4701.952,RERE,1316,1109
RERE_Bah102307_E1_4701.964,RERE,2557,2408
RERE_Bah102307_E1_4701.968,RERE,1167,1023
RERE_SANT_E13_81.0,RERE,1704,2334
RERE_SANT_E13_81.1,RERE,1636,2034
RERE_SANT_E13_81.2,RERE,822,456
RERE_SANT_E13_81.4,RERE,2483,2618
RERE_SANT_E14_39.0,RERE,1756,1497
RERE_SANT_E14_39.1,RERE,1749,2210
RHOBTB1_BTB396455_E1_2091.1,RHOBTB1,2191,2551
RHOBTB1_BTB396455_E1_2091.101,RHOBTB1,2043,2018
RHOBTB1_BTB396455_E1_2091.195,RHOBTB1,1441,1352
RHOBTB1_BTB396455_E1_2091.198,RHOBTB1,1932,1926
RHOBTB1_BTB396455_E1_2091.93,RHOBTB1,847,691
RHOBTB1_BTB396455_E1_2091.94,RHOBTB1,3416,2879
RHOBTB1_BTB476581_E1_2091.112,RHOBTB1,1659,1049
RHOBTB1_BTB476581_E1_2091.113,RHOBTB1,1481,1235
RHOBTB1_BTB476581_E1_2091.125,RHOBTB1,2120,1371
RHOBTB1_BTB476581_E1_2091.176,RHOBTB1,750,786
RHOBTB1_BTB476581_E1_2091.18,RHOBTB1,5025,4877
RHOBTB1_BTB476581_E1_2091.183,RHOBTB1,2176,2201
RHOBTB2_BTB289326_E1_2250.319,RHOBTB2,2684,1903
RHOBTB2_BTB289326_E1_2250.321,RHOBTB2,800,824
RHOBTB2_BTB289326_E1_2250.327,RHOBTB2,1010,918
RHOBTB2_BTB289326_E1_2250.328,RHOBTB2,2161,1878
RHOBTB2_BTB289326_E1_2250.63,RHOBTB2,796,747
RHOBTB2_BTB289326_E1_2250.69,RHOBTB2,177,59
RHOBTB2_BTB443492_E1_2250.12,RHOBTB2,0,0
RHOBTB2_BTB443492_E1_2250.121,RHOBTB2,1825,1775
RHOBTB2_BTB443492_E1_2250.122,RHOBTB2,1367,1665
RHOBTB2_BTB443492_E1_2250.124,RHOBTB2,1474,1622
RHOBTB2_BTB443492_E1_2250.277,RHOBTB2,1425,1686
RHOBTB2_BTB443492_E1_2250.28,RHOBTB2,614,615
RHOBTB2_BTB523615_E1_2250.137,RHOBTB2,2042,2279
RHOBTB2_BTB523615_E1_2250.149,RHOBTB2,1171,1075
RHOBTB2_BTB523615_E1_2250.15,RHOBTB2,2234,1726
RHOBTB2_BTB523615_E1_2250.239,RHOBTB2,1347,853
RHOBTB2_BTB523615_E1_2250.249,RHOBTB2,1632,1394
RHOBTB2_BTB523615_E1_2250.258,RHOBTB2,784,393
RHOBTB3_BTB413518_E1_1836.104,RHOBTB3,933,718
RHOBTB3_BTB413518_E1_1836.105,RHOBTB3,1481,585
RHOBTB3_BTB413518_E1_1836.119,RHOBTB3,812,481
RHOBTB3_BTB413518_E1_1836.125,RHOBTB3,945,552
RHOBTB3_BTB413518_E1_1836.126,RHOBTB3,1660,1359
RHOBTB3_BTB413518_E1_1836.73,RHOBTB3,2849,1589
RNF17_tudor12321277_E1_4872.142,RNF17,836,682
RNF17_tudor12321277_E1_4872.143,RNF17,0,0
RNF17_tudor12321277_E1_4872.144,RNF17,788,984
RNF17_tudor12321277_E1_4872.146,RNF17,2765,1907
RNF17_tudor12321277_E1_4872.148,RNF17,1876,1155
RNF17_tudor12321277_E1_4872.252,RNF17,2049,1363
RNF17_tudor14841531_E1_4872.179,RNF17,1407,1014
RNF17_tudor14841531_E1_4872.18,RNF17,2359,2078
RNF17_tudor14841531_E1_4872.217,RNF17,2413,1926
RNF17_tudor14841531_E1_4872.218,RNF17,1695,1024
RNF17_tudor14841531_E1_4872.219,RNF17,1460,1314
RNF17_tudor14841531_E1_4872.22,RNF17,787,464
RNF17_tudor419526_E1_4872.315,RNF17,2562,2773
RNF17_tudor419526_E1_4872.317,RNF17,1473,1188
RNF17_tudor419526_E1_4872.318,RNF17,926,1458
RNF17_tudor419526_E1_4872.32,RNF17,1095,860
RNF17_tudor419526_E1_4872.326,RNF17,2069,1209
RNF17_tudor419526_E1_4872.44,RNF17,1145,993
RNF17_tudor731776_E1_4872.292,RNF17,1465,1450
RNF17_tudor731776_E1_4872.294,RNF17,1576,797
RNF17_tudor731776_E1_4872.79,RNF17,1212,1270
RNF17_tudor731776_E1_4872.83,RNF17,1845,1744
RNF17_tudor731776_E1_4872.84,RNF17,1610,1332
RNF17_tudor731776_E1_4872.85,RNF17,3043,1916
RNF17_tudor9671013_E1_4872.104,RNF17,2132,1903
RNF17_tudor9671013_E1_4872.105,RNF17,1454,933
RNF17_tudor9671013_E1_4872.106,RNF17,4403,3654
RNF17_tudor9671013_E1_4872.107,RNF17,2076,1412
RNF17_tudor9671013_E1_4872.273,RNF17,1897,2832
RNF17_tudor9671013_E1_4872.274,RNF17,2029,2670
RSF1_Phd_E7_39.0,RSF1,2451,2389
RSF1_Phd_E8_78.8,RSF1,2072,1172
RSF1_Phd_E8_99.0,RSF1,3929,2992
RSF1_Phd_E8_99.5,RSF1,6023,5149
SCMH1_MBT137235_E1_1983.27,SCMH1,1734,2264
SCMH1_MBT137235_E1_1983.282,SCMH1,1569,1515
SCMH1_MBT137235_E1_1983.286,SCMH1,1195,1311
SCMH1_MBT137235_E1_1983.41,SCMH1,1741,1309
SCMH1_MBT137235_E1_1983.46,SCMH1,1656,1122
SCMH1_MBT137235_E1_1983.49,SCMH1,1309,451
SCMH1_MBT31126_E1_1983.12,SCMH1,1653,2089
SCMH1_MBT31126_E1_1983.17,SCMH1,1774,1523
SCMH1_MBT31126_E1_1983.305,SCMH1,868,1022
SCMH1_MBT31126_E1_1983.308,SCMH1,714,921
SCMH1_MBT31126_E1_1983.317,SCMH1,2682,2339
SCMH1_MBT31126_E1_1983.321,SCMH1,835,473
SCML2_MBT142240_E1_2103.21,SCML2,1287,1332
SCML2_MBT142240_E1_2103.214,SCML2,1207,961
SCML2_MBT142240_E1_2103.216,SCML2,3046,2707
SCML2_MBT142240_E1_2103.44,SCML2,1780,1818
SCML2_MBT142240_E1_2103.48,SCML2,1015,750
SCML2_MBT142240_E1_2103.49,SCML2,518,838
SCML2_MBT36131_E1_2103.12,SCML2,734,717
SCML2_MBT36131_E1_2103.14,SCML2,399,498
SCML2_MBT36131_E1_2103.232,SCML2,1129,1290
SCML2_MBT36131_E1_2103.235,SCML2,1905,2030
SCML2_MBT36131_E1_2103.236,SCML2,2285,2061
SCML2_MBT36131_E1_2103.238,SCML2,994,890
SETDB1_MBD_E13_186.1,SETDB1,1581,1122
SETDB1_MBD_E13_186.15,SETDB1,3203,1955
SETDB1_MBD_E13_186.17,SETDB1,2577,1853
SETDB1_MBD_E13_186.4,SETDB1,2106,1696
SETDB1_MBD_E13_186.7,SETDB1,1962,1038
SETDB1_MBD_E13_186.8,SETDB1,5382,4330
SETDB1_tudor257317_E1_3876.53,SETDB1,824,767
SETDB1_tudor257317_E1_3876.531,SETDB1,3362,2142
SETDB1_tudor257317_E1_3876.5311,SETDB1,2233,2424
SETDB1_tudor257317_E1_3876.56,SETDB1,2836,2085
SETDB1_tudor257317_E1_3876.59,SETDB1,1743,676
SETDB1_tudor257317_E1_3876.63,SETDB1,570,259
SETDB1_tudor348400_E1_3876.509,SETDB1,1881,1604
SETDB1_tudor348400_E1_3876.515,SETDB1,2013,1659
SETDB1_tudor348400_E1_3876.75,SETDB1,1941,1362
SETDB1_tudor348400_E1_3876.79,SETDB1,1668,1520
SETDB1_tudor348400_E1_3876.82,SETDB1,2384,1374
SETDB1_tudor348400_E1_3876.84,SETDB1,1688,1003
SFMBT1_MBT131232_E1_2601.316,SFMBT1,2753,948
SFMBT1_MBT131232_E1_2601.35,SFMBT1,2218,1752
SFMBT1_MBT131232_E1_2601.37,SFMBT1,3324,2130
SFMBT1_MBT131232_E1_2601.47,SFMBT1,929,475
SFMBT1_MBT131232_E1_2601.5,SFMBT1,0,0
SFMBT1_MBT131232_E1_2601.53,SFMBT1,1464,740
SFMBT1_MBT23120_E1_2601.25,SFMBT1,970,290
SFMBT1_MBT23120_E1_2601.29,SFMBT1,1585,822
SFMBT1_MBT23120_E1_2601.324,SFMBT1,2755,1047
SFMBT1_MBT23120_E1_2601.327,SFMBT1,1740,1860
SFMBT1_MBT23120_E1_2601.33,SFMBT1,1702,423
SFMBT1_MBT23120_E1_2601.9,SFMBT1,1842,983
SFMBT1_MBT252348_E1_2601.285,SFMBT1,2804,1904
SFMBT1_MBT252348_E1_2601.289,SFMBT1,1794,1345
SFMBT1_MBT252348_E1_2601.29,SFMBT1,2404,811
SFMBT1_MBT252348_E1_2601.292,SFMBT1,640,267
SFMBT1_MBT252348_E1_2601.62,SFMBT1,1374,683
SFMBT1_MBT252348_E1_2601.63,SFMBT1,1327,847
SFMBT1_MBT360453_E1_2601.25,SFMBT1,1238,919
SFMBT1_MBT360453_E1_2601.257,SFMBT1,1848,1239
SFMBT1_MBT360453_E1_2601.263,SFMBT1,2558,1476
SFMBT1_MBT360453_E1_2601.77,SFMBT1,1520,830
SFMBT1_MBT360453_E1_2601.81,SFMBT1,1037,417
SFMBT1_MBT360453_E1_2601.92,SFMBT1,1057,910
SFMBT2_MBT156256_E1_2685.37,SFMBT2,1963,2090
SFMBT2_MBT156256_E1_2685.39,SFMBT2,1515,1552
SFMBT2_MBT156256_E1_2685.45,SFMBT2,1526,2043
SFMBT2_MBT156256_E1_2685.47,SFMBT2,1925,1804
SFMBT2_MBT156256_E1_2685.51,SFMBT2,1432,810
SFMBT2_MBT156256_E1_2685.56,SFMBT2,1173,1012
SFMBT2_MBT276372_E1_2685.339,SFMBT2,837,796
SFMBT2_MBT276372_E1_2685.341,SFMBT2,986,987
SFMBT2_MBT276372_E1_2685.349,SFMBT2,771,683
SFMBT2_MBT276372_E1_2685.64,SFMBT2,2870,3088
SFMBT2_MBT276372_E1_2685.66,SFMBT2,954,1180
SFMBT2_MBT276372_E1_2685.68,SFMBT2,746,653
SFMBT2_MBT384477_E1_2685.313,SFMBT2,945,850
SFMBT2_MBT384477_E1_2685.322,SFMBT2,1522,1174
SFMBT2_MBT384477_E1_2685.81,SFMBT2,443,270
SFMBT2_MBT384477_E1_2685.83,SFMBT2,1056,1759
SFMBT2_MBT384477_E1_2685.9,SFMBT2,998,1274
SFMBT2_MBT384477_E1_2685.91,SFMBT2,757,518
SFMBT2_MBT48144_E1_2685.18,SFMBT2,2768,2124
SFMBT2_MBT48144_E1_2685.25,SFMBT2,824,1176
SFMBT2_MBT48144_E1_2685.28,SFMBT2,1077,1548
SFMBT2_MBT48144_E1_2685.3,SFMBT2,1472,1757
SFMBT2_MBT48144_E1_2685.31,SFMBT2,3824,4858
SFMBT2_MBT48144_E1_2685.384,SFMBT2,3645,4213
SHKBP1_BTB21107_E1_2124.14,SHKBP1,1561,738
SHKBP1_BTB21107_E1_2124.26,SHKBP1,2088,1464
SHKBP1_BTB21107_E1_2124.408,SHKBP1,1424,1074
SHKBP1_BTB21107_E1_2124.41,SHKBP1,920,914
SHKBP1_BTB21107_E1_2124.417,SHKBP1,0,0
SHKBP1_BTB21107_E1_2124.424,SHKBP1,986,426
SHPRH_Phd_E9_141.0,SHPRH,2482,2457
SHPRH_Phd_E9_141.1,SHPRH,2866,2359
SHPRH_Phd_E9_141.2,SHPRH,1857,1515
SHPRH_Phd_E9_141.3,SHPRH,4519,4798
SLX4_BTB699788_E1_5505.187,SLX4,1526,342
SLX4_BTB699788_E1_5505.195,SLX4,2088,1190
SLX4_BTB699788_E1_5505.2,SLX4,315,111
SLX4_BTB699788_E1_5505.839,SLX4,1386,479
SLX4_BTB699788_E1_5505.842,SLX4,652,175
SLX4_BTB699788_E1_5505.854,SLX4,1124,518
SMARCA1_SANT_E21_133.0,SMARCA1,1559,1571
SMARCA1_SANT_E21_133.1,SMARCA1,965,973
SMARCA1_SANT_E21_133.10,SMARCA1,1197,1284
SMARCA1_SANT_E21_133.2,SMARCA1,733,953
SMARCA1_SANT_E21_133.4,SMARCA1,2018,1776
SMARCA1_SANT_E21_133.7,SMARCA1,2175,2155
SMARCA5_SANT_E20_126.0,SMARCA5,1188,942
SMARCA5_SANT_E20_126.1,SMARCA5,654,381
SMARCA5_SANT_E20_126.2,SMARCA5,1129,808
SMARCA5_SANT_E20_126.3,SMARCA5,2072,1170
SMARCA5_SANT_E20_126.4,SMARCA5,1270,1000
SMARCA5_SANT_E20_126.5,SMARCA5,1173,1440
SMARCC1_Chromo_E7_70.0,SMARCC1,1505,935
SMARCC1_Chromo_E7_70.1,SMARCC1,1012,582
SMARCC1_Chromo_E7_70.2,SMARCC1,1408,810
SMARCC1_Chromo_E7_70.3,SMARCC1,2066,1231
SMARCC1_SANT_E19_47.0,SMARCC1,1618,730
SMARCC1_SANT_E19_47.1,SMARCC1,1372,300
SMARCC1_SANT_E20_109.0,SMARCC1,0,0
SMARCC1_SANT_E20_109.2,SMARCC1,1305,692
SMARCC1_SANT_E20_109.3,SMARCC1,1287,365
SMARCC1_SANT_E20_109.7,SMARCC1,0,0
SMARCC2_Chromo_E7_70.0,SMARCC2,3007,2278
