sgRNA,Gene,DLD1-Ts10.21.initial,DLD1-Ts10.21.final
AAK1_PKc_E2_40.1,AAK1,1631,1306
AAK1_PKc_E3_119.6,AAK1,698,343
AAK1_PKc_E4_109.3,AAK1,809,462
AAK1_PKc_E5_143.1,AAK1,867,698
AAK1_PKc_E6_122,AAK1,1254,755
AAK1_PKc_E7_82.6,AAK1,1029,537
AATK_PKc_E4_36,AATK,643,322
AATK_PKc_E5_119.11,AATK,1282,1293
AATK_PKc_E6_88.9,AATK,1741,1557
AATK_PKc_E7_134.11,AATK,888,733
AATK_PKc_E8_85.7,AATK,2075,900
AATK_PKc_E9_122.1,AATK,1992,1270
ABL1_PKc_E4_120.11,ABL1,1218,859
ABL1_PKc_E5_85,ABL1,3018,2617
ABL1_PKc_E6_178.11,ABL1,1579,800
ABL1_PKc_E7_185.15,ABL1,1874,1729
ABL1_PKc_E8_153.18,ABL1,2527,2329
ABL1_PKc_E9_68,ABL1,1954,1724
ABL2_PKc_E10_68.4,ABL2,1049,903
ABL2_PKc_E5_120.8,ABL2,533,290
ABL2_PKc_E6_85.1,ABL2,1026,541
ABL2_PKc_E7_178.9,ABL2,1415,1249
ABL2_PKc_E8_185,ABL2,700,490
ABL2_PKc_E9_153.7,ABL2,2152,2446
ACVR1_PKc_E10_131,ACVR1,1656,1573
ACVR1_PKc_E11_102.2,ACVR1,1890,889
ACVR1_PKc_E6_40,ACVR1,1314,980
ACVR1_PKc_E7_147.15,ACVR1,1308,1010
ACVR1_PKc_E8_276.19,ACVR1,410,58
ACVR1_PKc_E9_198.4,ACVR1,821,787
ACVR1B_PKc_E10_102.5,ACVR1B,733,1042
ACVR1B_PKc_E4_193.4,ACVR1B,1083,1167
ACVR1B_PKc_E5_123.4,ACVR1B,1664,1513
ACVR1B_PKc_E6_168.13,ACVR1B,2663,1726
ACVR1B_PKc_E7_157.5,ACVR1B,1751,1596
ACVR1B_PKc_E9_131.14,ACVR1B,1052,813
ACVR1C_PKc_E4_193.16,ACVR1C,1409,845
ACVR1C_PKc_E5_168.6,ACVR1C,1099,870
ACVR1C_PKc_E6_157.1,ACVR1C,906,1398
ACVR1C_PKc_E7_125.7,ACVR1C,711,554
ACVR1C_PKc_E8_131.1,ACVR1C,1847,1378
ACVR1C_PKc_E9_102.6,ACVR1C,2863,2454
ACVR2A_PKc_E10_131.1,ACVR2A,2654,1872
ACVR2A_PKc_E5_87.3,ACVR2A,849,764
ACVR2A_PKc_E6_144,ACVR2A,391,275
ACVR2A_PKc_E7_146.12,ACVR2A,886,756
ACVR2A_PKc_E8_115.6,ACVR2A,2435,2659
ACVR2A_PKc_E9_139.9,ACVR2A,1533,1239
ACVRL1_PKc_E6_147.3,ACVRL1,1131,993
ACVRL1_PKc_E6_147.8,ACVRL1,1860,1403
ACVRL1_PKc_E8_198.28,ACVRL1,462,354
ACVRL1_PKc_E8_198.4,ACVRL1,2040,1565
ACVRL1_PKc_E9_131,ACVRL1,631,1009
ACVRL1_PKc_E9_131.6,ACVRL1,1458,1801
ADCK1_PKc_E5_159.11,ADCK1,1035,1898
ADCK1_PKc_E5_159.31,ADCK1,1106,668
ADCK1_PKc_E6_159.6,ADCK1,659,982
ADCK1_PKc_E7_117.13,ADCK1,1189,991
ADCK1_PKc_E8_150.18,ADCK1,1503,1236
ADCK1_PKc_E9_99.4,ADCK1,2175,1601
ADCK2_PKc_E1_534.7,ADCK2,826,468
ADCK2_PKc_E3_129.17,ADCK2,1724,1060
ADCK2_PKc_E4_96.5,ADCK2,951,515
ADCK2_PKc_E6_129.2,ADCK2,530,457
ADCK2_PKc_E7_54,ADCK2,2110,1007
ADCK2_PKc_E8_114.6,ADCK2,1162,1475
ADCK3_PKc_E10_94.9,ADCK3,1727,1114
ADCK3_PKc_E11_142.6,ADCK3,1287,1396
ADCK3_PKc_E12_108.8,ADCK3,1264,1311
ADCK3_PKc_E13_66.1,ADCK3,1405,901
ADCK3_PKc_E8_141.23,ADCK3,1315,1025
ADCK3_PKc_E9_82.2,ADCK3,2724,2386
ADCK4_PKc_E10_94.6,ADCK4,653,530
ADCK4_PKc_E12_108.1,ADCK4,612,350
ADCK4_PKc_E13_66.2,ADCK4,1901,618
ADCK4_PKc_E14_87.6,ADCK4,1834,1701
ADCK4_PKc_E8_141.12,ADCK4,1133,854
ADCK4_PKc_E9_82.4,ADCK4,1038,1227
ADCK5_PKc_E10_82.1,ADCK5,1511,1439
ADCK5_PKc_E11_79.1,ADCK5,1636,1069
ADCK5_PKc_E12_52.5,ADCK5,861,505
ADCK5_PKc_E7_114.17,ADCK5,1760,1176
ADCK5_PKc_E8_132.7,ADCK5,1760,2337
ADCK5_PKc_E9_84.2,ADCK5,1521,1192
ADRBK1_PKc_E10_79.2,ADRBK1,1916,1334
ADRBK1_PKc_E11_131.9,ADRBK1,1295,1263
ADRBK1_PKc_E12_95.3,ADRBK1,981,1147
ADRBK1_PKc_E13_108.17,ADRBK1,2654,2429
ADRBK1_PKc_E8_80.4,ADRBK1,527,219
ADRBK1_PKc_E9_100.8,ADRBK1,1896,2121
ADRBK2_PKc_E10_79.5,ADRBK2,279,253
ADRBK2_PKc_E11_131.8,ADRBK2,1530,1706
ADRBK2_PKc_E12_95.1,ADRBK2,2406,1512
ADRBK2_PKc_E13_108.5,ADRBK2,1455,1052
ADRBK2_PKc_E8_92.2,ADRBK2,941,851
ADRBK2_PKc_E9_100.2,ADRBK2,2363,2357
AK1_PKc_E3_28,AK1,1609,1106
AK1_PKc_E3_28.1,AK1,899,551
AK1_PKc_E4_164.19,AK1,2048,1351
AK1_PKc_E4_164.27,AK1,3289,3039
AK1_PKc_E5_117.13,AK1,1436,977
AK1_PKc_E5_117.2,AK1,1067,1129
AK2_PKc_E6_159,AK2,1669,719
AK2_PKc_E6_159.16,AK2,1576,363
AK2_PKc_E6_159.17,AK2,800,982
AK2_PKc_E6_159.19,AK2,1443,1307
AK2_PKc_E6_159.21,AK2,1336,579
AK2_PKc_E6_159.6,AK2,9,5
AK3_PKc_E1_127.14,AK3,1933,1146
AK3_PKc_E1_127.18,AK3,1013,727
AK3_PKc_E2_120.3,AK3,1969,1345
AK3_PKc_E3_173.2,AK3,1351,1192
AK3_PKc_E4_119.7,AK3,1329,750
AK3_PKc_E5_40,AK3,442,101
AKT1_PKc_E10_129.13,AKT1,1423,863
AKT1_PKc_E5_66.5,AKT1,865,639
AKT1_PKc_E6_132.15,AKT1,1026,374
AKT1_PKc_E7_66.3,AKT1,925,766
AKT1_PKc_E8_69.2,AKT1,1951,1043
AKT1_PKc_E9_126.3,AKT1,1061,425
AKT2_PKc_E10_129.1,AKT2,857,651
AKT2_PKc_E11_215.3,AKT2,418,494
AKT2_PKc_E6_120.14,AKT2,1206,737
AKT2_PKc_E7_66.3,AKT2,747,334
AKT2_PKc_E8_69.8,AKT2,2821,1618
AKT2_PKc_E9_123.8,AKT2,1584,1004
AKT3_PKc_E10_215.1,AKT3,410,633
AKT3_PKc_E4_36,AKT3,1329,1125
AKT3_PKc_E5_132.2,AKT3,1703,1669
AKT3_PKc_E7_69.7,AKT3,2587,2187
AKT3_PKc_E8_123.3,AKT3,2268,2280
AKT3_PKc_E9_129.5,AKT3,1549,1297
ALK_PKc_E20_35,ALK,2146,1258
ALK_PKc_E21_91.12,ALK,388,254
ALK_PKc_E22_65.1,ALK,829,734
ALK_PKc_E23_130,ALK,3100,3431
ALK_PKc_E24_98.8,ALK,1931,1857
ALK_PKc_E25_93.7,ALK,2464,1901
AMHR2_PKc_E10_137.5,AMHR2,2184,1685
AMHR2_PKc_E11_108.5,AMHR2,1675,1470
AMHR2_PKc_E6_231.14,AMHR2,756,887
AMHR2_PKc_E7_115.1,AMHR2,2280,1139
AMHR2_PKc_E8_173.31,AMHR2,2999,2399
AMHR2_PKc_E9_148.14,AMHR2,676,516
ANKK1_PKc_E1_113.15,ANKK1,976,636
ANKK1_PKc_E1_113.4,ANKK1,3418,2619
ANKK1_PKc_E2_295.2,ANKK1,1645,1340
ANKK1_PKc_E3_152.22,ANKK1,1287,1346
ANKK1_PKc_E5_156.2,ANKK1,880,821
ANKK1_PKc_E6_41,ANKK1,1486,1840
ARAF_PKc_E10_152.4,ARAF,1935,1545
ARAF_PKc_E10_152.5,ARAF,1054,1549
ARAF_PKc_E11_177.1,ARAF,666,396
ARAF_PKc_E11_177.9,ARAF,908,617
ARAF_PKc_E12_47,ARAF,1158,1848
ARAF_PKc_E14_132.7,ARAF,2745,2504
ATM_PKc_E60_115.5,ATM,1569,588
ATM_PKc_E60_115.6,ATM,689,544
ATM_PKc_E61_64,ATM,543,281
ATM_PKc_E61_64.1,ATM,955,293
ATM_PKc_E62_36,ATM,1671,877
ATM_PKc_E62_36.1,ATM,1070,369
ATR_PKc_E41_144.3,ATR,905,2
ATR_PKc_E42_151.4,ATR,2445,39
ATR_PKc_E43_157.9,ATR,2192,301
ATR_PKc_E44_154.6,ATR,1039,0
ATR_PKc_E45_152,ATR,981,29
ATR_PKc_E46_46.1,ATR,1558,113
AURKA_PKc_E10_175.19,AURKA,1737,700
AURKA_PKc_E7_188.1,AURKA,1655,159
AURKA_PKc_E7_188.1,AURKA,669,90
AURKA_PKc_E8_139,AURKA,1047,341
AURKA_PKc_E8_139.6,AURKA,1228,213
AURKA_PKc_E9_149.6,AURKA,1281,1555
AURKB_PKc_E5_191.1,AURKB,1807,173
AURKB_PKc_E5_191.2,AURKB,770,29
AURKB_PKc_E6_139.5,AURKB,1183,58
AURKB_PKc_E7_149.8,AURKB,1949,1532
AURKB_PKc_E8_175.4,AURKB,890,1
AURKB_PKc_E9_156.14,AURKB,1667,123
AURKC_PKc_E3_191.2,AURKC,1115,1293
AURKC_PKc_E3_191.21,AURKC,498,387
AURKC_PKc_E4_139.1,AURKC,1402,1147
AURKC_PKc_E5_149.13,AURKC,256,29
AURKC_PKc_E6_175.14,AURKC,1163,1390
AURKC_PKc_E7_156.13,AURKC,1280,693
AXL_PKc_E13_31,AXL,425,124
AXL_PKc_E14_78.7,AXL,1003,782
AXL_PKc_E15_93.5,AXL,1802,2058
AXL_PKc_E16_122.7,AXL,1084,875
AXL_PKc_E17_110.5,AXL,619,490
AXL_PKc_E18_160.14,AXL,2100,606
BCR_PKc_E1_1278.13,BCR,459,109
BCR_PKc_E1_1278.203,BCR,529,204
BCR_PKc_E1_1278.242,BCR,1361,599
BCR_PKc_E1_1278.57,BCR,0,0
BCR_PKc_E1_1278.9,BCR,433,466
BCR_PKc_E1_1278.96,BCR,1816,1553
BLK_PKc_E10_77.4,BLK,1846,1269
BLK_PKc_E11_151.13,BLK,623,458
BLK_PKc_E12_132.4,BLK,1248,1786
BLK_PKc_E13_176.19,BLK,1286,899
BLK_PKc_E8_76.7,BLK,751,423
BLK_PKc_E9_180.11,BLK,1754,1517
BMP2K_PKc_E1_40.1,BMP2K,1740,1676
BMP2K_PKc_E2_119.7,BMP2K,787,1047
BMP2K_PKc_E3_106.5,BMP2K,979,581
BMP2K_PKc_E4_143.5,BMP2K,1805,1295
BMP2K_PKc_E5_122.2,BMP2K,1806,1823
BMP2K_PKc_E6_82.7,BMP2K,878,574
BMPR1A_PKc_E10_298,BMPR1A,463,239
BMPR1A_PKc_E10_298.1,BMPR1A,2000,1306
BMPR1A_PKc_E11_176.18,BMPR1A,801,985
BMPR1A_PKc_E11_176.4,BMPR1A,1769,1269
BMPR1A_PKc_E13_99.2,BMPR1A,532,682
BMPR1A_PKc_E13_99.3,BMPR1A,966,484
BMPR1B_PKc_E10_131.6,BMPR1B,2880,1669
BMPR1B_PKc_E11_123.7,BMPR1B,1876,1334
BMPR1B_PKc_E7_187.11,BMPR1B,1388,1859
BMPR1B_PKc_E7_187.4,BMPR1B,1115,597
BMPR1B_PKc_E8_298.19,BMPR1B,2131,2267
BMPR1B_PKc_E9_176,BMPR1B,2848,3172
BMPR2_PKc_E10_137.6,BMPR2,1837,865
BMPR2_PKc_E11_99.2,BMPR2,1454,1850
BMPR2_PKc_E6_231,BMPR2,1463,1516
BMPR2_PKc_E6_231.14,BMPR2,208,4
BMPR2_PKc_E7_115.4,BMPR2,2032,1054
BMPR2_PKc_E7_115.6,BMPR2,1551,1544
BRAF_PKc_E12_85.2,BRAF,1227,1270
BRAF_PKc_E13_177.6,BRAF,1411,739
BRAF_PKc_E14_47.1,BRAF,2142,1542
BRAF_PKc_E15_119.2,BRAF,1892,1021
BRAF_PKc_E16_132.5,BRAF,1266,1225
BRAF_PKc_E17_135,BRAF,337,327
BRSK1_PKc_E1_43.4,BRSK1,1256,584
BRSK1_PKc_E2_95.4,BRSK1,1469,1062
BRSK1_PKc_E3_86,BRSK1,1052,1651
BRSK1_PKc_E4_141.5,BRSK1,742,883
BRSK1_PKc_E5_117.2,BRSK1,1002,586
BRSK1_PKc_E6_34,BRSK1,805,705
BRSK2_PKc_E1_43.7,BRSK2,653,226
BRSK2_PKc_E2_95.4,BRSK2,1236,1053
BRSK2_PKc_E3_86.2,BRSK2,770,618
BRSK2_PKc_E4_141.11,BRSK2,531,205
BRSK2_PKc_E5_117.9,BRSK2,1054,838
BRSK2_PKc_E6_34.3,BRSK2,1955,749
BTK_PKc_E14_161.16,BTK,1926,1258
BTK_PKc_E15_217.14,BTK,2550,1424
BTK_PKc_E16_65,BTK,1363,1525
BTK_PKc_E17_119.1,BTK,1591,901
BTK_PKc_E18_158.4,BTK,2331,2320
BTK_PKc_E19_48,BTK,215,90
BUB1_PKc_E20_108.7,BUB1,800,152
BUB1_PKc_E21_162.7,BUB1,800,4
BUB1_PKc_E22_158.8,BUB1,2886,916
BUB1_PKc_E23_172.2,BUB1,1941,142
BUB1_PKc_E24_107,BUB1,1546,75
BUB1_PKc_E25_157.4,BUB1,1792,3
BUB1B_PKc_E17_37,BUB1B,2027,786
BUB1B_PKc_E18_101.2,BUB1B,603,0
BUB1B_PKc_E19_150.8,BUB1B,838,64
BUB1B_PKc_E20_143.5,BUB1B,1396,455
BUB1B_PKc_E21_172.12,BUB1B,2131,8
BUB1B_PKc_E22_107.9,BUB1B,1996,0
CAMK1_PKc_E2_38,CAMK1,1473,1128
CAMK1_PKc_E3_132.17,CAMK1,876,421
CAMK1_PKc_E4_75.9,CAMK1,2782,2547
CAMK1_PKc_E5_139,CAMK1,1080,1153
CAMK1_PKc_E6_127.1,CAMK1,3404,2671
CAMK1_PKc_E7_76.4,CAMK1,1796,1417
CAMK1D_PKc_E1_59,CAMK1D,2120,1967
CAMK1D_PKc_E2_132.3,CAMK1D,340,450
CAMK1D_PKc_E3_75.1,CAMK1D,2264,1453
CAMK1D_PKc_E4_139.1,CAMK1D,871,904
CAMK1D_PKc_E5_127.8,CAMK1D,2329,3183
CAMK1D_PKc_E6_76.2,CAMK1D,1500,1565
CAMK1G_PKc_E10_82,CAMK1G,2712,2370
CAMK1G_PKc_E10_82.8,CAMK1G,689,448
CAMK1G_PKc_E2_38,CAMK1G,1145,578
CAMK1G_PKc_E2_38.1,CAMK1G,897,1491
CAMK1G_PKc_E3_129.2,CAMK1G,1487,1300
CAMK1G_PKc_E3_129.8,CAMK1G,504,330
CAMK2A_PKc_E2_95,CAMK2A,739,243
CAMK2A_PKc_E3_60,CAMK2A,1847,1389
CAMK2A_PKc_E4_55.3,CAMK2A,3865,3474
CAMK2A_PKc_E5_66.6,CAMK2A,1082,1035
CAMK2A_PKc_E6_73.3,CAMK2A,3004,1860
CAMK2A_PKc_E7_103.16,CAMK2A,1896,1757
CAMK2B_PKc_E1_32,CAMK2B,1991,1396
CAMK2B_PKc_E2_95.3,CAMK2B,1283,1190
CAMK2B_PKc_E3_60.2,CAMK2B,1819,1489
CAMK2B_PKc_E4_55,CAMK2B,2176,2195
CAMK2B_PKc_E5_66.1,CAMK2B,989,1450
CAMK2B_PKc_E6_73.6,CAMK2B,2355,2488
CAMK2D_PKc_E1_32,CAMK2D,1381,830
CAMK2D_PKc_E2_95.4,CAMK2D,1843,1974
CAMK2D_PKc_E3_60,CAMK2D,481,629
CAMK2D_PKc_E4_55.2,CAMK2D,2026,2560
CAMK2D_PKc_E5_66,CAMK2D,531,359
CAMK2D_PKc_E6_73.1,CAMK2D,1133,1218
CAMK2G_PKc_E1_32.1,CAMK2G,973,1006
CAMK2G_PKc_E2_95.4,CAMK2G,1247,1316
CAMK2G_PKc_E3_60.2,CAMK2G,263,345
CAMK2G_PKc_E4_55.3,CAMK2G,1936,1233
CAMK2G_PKc_E5_66.2,CAMK2G,954,636
CAMK2G_PKc_E6_73.1,CAMK2G,1829,1565
CAMK4_PKc_E1_38.2,CAMK4,1251,1462
CAMK4_PKc_E2_79.4,CAMK4,465,620
CAMK4_PKc_E3_63,CAMK4,1235,2052
CAMK4_PKc_E4_83.1,CAMK4,1814,1750
CAMK4_PKc_E5_73.1,CAMK4,1388,1936
CAMK4_PKc_E6_91.4,CAMK4,1375,1346
CAMKK1_PKc_E3_30,CAMKK1,1673,1855
CAMKK1_PKc_E4_54.2,CAMKK1,1466,1250
CAMKK1_PKc_E5_52,CAMKK1,855,739
CAMKK1_PKc_E6_134.7,CAMKK1,789,901
CAMKK1_PKc_E7_37,CAMKK1,1750,1551
CAMKK1_PKc_E9_89.4,CAMKK1,3003,2901
CAMKK2_PKc_E3_36,CAMKK2,2822,1856
CAMKK2_PKc_E4_54,CAMKK2,2333,2212
CAMKK2_PKc_E5_52.1,CAMKK2,711,434
CAMKK2_PKc_E6_134.7,CAMKK2,343,199
CAMKK2_PKc_E7_37.3,CAMKK2,0,0
CAMKK2_PKc_E9_89.6,CAMKK2,953,848
CAMKV_PKc_E3_132.12,CAMKV,1240,1030
CAMKV_PKc_E3_132.8,CAMKV,841,636
CAMKV_PKc_E4_75.2,CAMKV,927,463
CAMKV_PKc_E4_75.5,CAMKV,1925,1199
CAMKV_PKc_E5_139.14,CAMKV,1808,1133
CAMKV_PKc_E6_121.12,CAMKV,2092,1305
CASK_PKc_E3_106,CASK,1679,2635
CASK_PKc_E3_106.2,CASK,1268,1666
CASK_PKc_E5_73,CASK,2362,2398
CASK_PKc_E5_73.1,CASK,517,397
CASK_PKc_E6_103.2,CASK,1184,838
CASK_PKc_E8_123.4,CASK,2176,1897
CDC42BPA_PKc_E1_169.4,CDC42BPA,1997,2175
CDC42BPA_PKc_E2_92.2,CDC42BPA,709,362
CDC42BPA_PKc_E3_84,CDC42BPA,579,826
CDC42BPA_PKc_E4_96,CDC42BPA,1216,937
CDC42BPA_PKc_E5_149.8,CDC42BPA,1640,1259
CDC42BPA_PKc_E6_94.3,CDC42BPA,1966,2214
CDC42BPB_PKc_E1_169.12,CDC42BPB,1540,1161
CDC42BPB_PKc_E2_92.2,CDC42BPB,1849,984
CDC42BPB_PKc_E3_84.2,CDC42BPB,1884,1620
CDC42BPB_PKc_E4_96.3,CDC42BPB,833,1368
CDC42BPB_PKc_E5_149.5,CDC42BPB,353,417
CDC42BPB_PKc_E6_94.2,CDC42BPB,1039,1094
CDC42BPG_PKc_E2_48.1,CDC42BPG,777,584
CDC42BPG_PKc_E3_84.3,CDC42BPG,1943,1164
CDC42BPG_PKc_E4_96.3,CDC42BPG,564,452
CDC42BPG_PKc_E5_149.5,CDC42BPG,826,493
CDC42BPG_PKc_E6_94.3,CDC42BPG,1612,1098
CDC42BPG_PKc_E7_201.27,CDC42BPG,352,181
CDC7_PKc_E3_34,CDC7,892,214
CDC7_PKc_E4_136.1,CDC7,1630,150
CDC7_PKc_E5_94.1,CDC7,1573,181
CDC7_PKc_E6_143.7,CDC7,599,0
CDC7_PKc_E7_250.6,CDC7,1678,460
CDC7_PKc_E8_96.2,CDC7,678,605
CDK1_PKc_E2_37.1,CDK1,1988,1901
CDK1_PKc_E4_124.1,CDK1,2104,161
CDK1_PKc_E6_164,CDK1,862,64
CDK10_PKc_E2_70.1,CDK10,977,451
CDK10_PKc_E3_72.5,CDK10,827,524
CDK10_PKc_E4_103.11,CDK10,2342,1022
CDK10_PKc_E5_82.4,CDK10,786,812
CDK10_PKc_E6_68.2,CDK10,435,344
CDK10_PKc_E7_53.1,CDK10,1589,914
CDK11A_PKc_E13_122.13,CDK11A,1538,1558
CDK11A_PKc_E13_122.15,CDK11A,1128,339
CDK11A_PKc_E14_106.1,CDK11A,863,838
CDK11A_PKc_E15_122.4,CDK11A,1059,561
CDK11A_PKc_E16_108.16,CDK11A,1073,10
CDK11A_PKc_E18_149.14,CDK11A,2726,4103
CDK11B_PKc_E13_122.7,CDK11B,589,210
CDK11B_PKc_E14_106.1,CDK11B,1838,845
CDK11B_PKc_E15_122.1,CDK11B,1563,282
CDK11B_PKc_E16_108.16,CDK11B,436,0
CDK11B_PKc_E17_117.11,CDK11B,2023,1589
CDK11B_PKc_E18_149.2,CDK11B,1117,1199
CDK12_PKc_E4_94.7,CDK12,1382,4
CDK12_PKc_E5_171.8,CDK12,963,364
CDK12_PKc_E6_190.11,CDK12,776,290
CDK12_PKc_E7_57,CDK12,2471,718
CDK12_PKc_E8_102.1,CDK12,1428,41
CDK12_PKc_E9_78.1,CDK12,1470,576
CDK13_PKc_E4_94.2,CDK13,1583,442
CDK13_PKc_E5_171,CDK13,468,472
CDK13_PKc_E6_190.2,CDK13,1878,814
CDK13_PKc_E7_57,CDK13,1474,345
CDK13_PKc_E8_102.1,CDK13,2108,844
CDK13_PKc_E9_78.2,CDK13,1257,496
CDK14_PKc_E4_80.5,CDK14,1874,1527
CDK14_PKc_E5_80.5,CDK14,1630,1747
CDK14_PKc_E6_95.1,CDK14,2523,1072
CDK14_PKc_E7_63.2,CDK14,3088,2908
CDK14_PKc_E8_124.5,CDK14,419,265
CDK14_PKc_E9_121.7,CDK14,1202,1150
CDK15_PKc_E3_65.5,CDK15,1343,1115
CDK15_PKc_E4_80.2,CDK15,3168,3293
CDK15_PKc_E5_95.2,CDK15,875,1398
CDK15_PKc_E6_63.4,CDK15,1192,1048
CDK15_PKc_E7_124.3,CDK15,990,1535
CDK15_PKc_E8_121,CDK15,1402,1231
CDK16_PKc_E10_121.7,CDK16,744,1068
CDK16_PKc_E5_36,CDK16,1680,1558
CDK16_PKc_E6_115.13,CDK16,1129,872
CDK16_PKc_E7_95.4,CDK16,2605,3232
CDK16_PKc_E8_63.4,CDK16,1324,1262
CDK16_PKc_E9_124.3,CDK16,1940,1674
CDK17_PKc_E10_124.1,CDK17,2145,2186
CDK17_PKc_E11_121.4,CDK17,2264,2237
CDK17_PKc_E6_48.2,CDK17,1917,1239
CDK17_PKc_E7_115.3,CDK17,971,941
CDK17_PKc_E8_95.2,CDK17,1158,998
CDK17_PKc_E9_63.2,CDK17,1334,1571
CDK18_PKc_E10_121.12,CDK18,1537,1197
CDK18_PKc_E5_45,CDK18,574,519
CDK18_PKc_E6_115.5,CDK18,124,79
CDK18_PKc_E7_95.9,CDK18,1221,977
CDK18_PKc_E8_63.3,CDK18,1102,425
CDK18_PKc_E9_124.19,CDK18,2058,1576
CDK2_PKc_E1_116.9,CDK2,287,127
CDK2_PKc_E2_78.3,CDK2,1588,411
CDK2_PKc_E3_121.2,CDK2,814,363
CDK2_PKc_E4_171.1,CDK2,1862,248
CDK2_PKc_E5_102.12,CDK2,1277,388
CDK2_PKc_E6_204.3,CDK2,1113,967
CDK20_PKc_E1_75.1,CDK20,700,861
CDK20_PKc_E2_114.2,CDK20,1038,732
CDK20_PKc_E3_189.5,CDK20,859,550
CDK20_PKc_E4_122.2,CDK20,1274,1658
CDK20_PKc_E5_63.6,CDK20,1662,1218
CDK20_PKc_E6_124.5,CDK20,2007,2062
CDK3_PKc_E2_116.4,CDK3,2135,1062
CDK3_PKc_E3_78.3,CDK3,1732,1121
CDK3_PKc_E4_121,CDK3,1745,2138
CDK3_PKc_E5_171.11,CDK3,1316,1506
CDK3_PKc_E6_102,CDK3,1425,1482
CDK3_PKc_E7_204.1,CDK3,1754,1465
CDK4_PKc_E2_206.14,CDK4,2295,940
CDK4_PKc_E3_136.21,CDK4,996,518
CDK4_PKc_E4_168.12,CDK4,2735,1473
CDK4_PKc_E5_110.4,CDK4,1929,1115
CDK4_PKc_E6_51,CDK4,969,576
CDK4_PKc_E7_136.28,CDK4,501,397
CDK5_PKc_E1_37.2,CDK5,1152,817
CDK5_PKc_E2_89.3,CDK5,1339,1153
CDK5_PKc_E3_68,CDK5,361,304
CDK5_PKc_E5_57.1,CDK5,2106,2120
CDK5_PKc_E6_96.4,CDK5,1801,2294
CDK5_PKc_E7_75.5,CDK5,825,1022
CDK6_PKc_E2_203.31,CDK6,1535,812
CDK6_PKc_E3_136.2,CDK6,872,392
CDK6_PKc_E4_168.11,CDK6,3863,3148
CDK6_PKc_E5_110.8,CDK6,461,354
CDK6_PKc_E6_51.2,CDK6,1278,1299
CDK6_PKc_E7_136.3,CDK6,2038,1204
CDK7_PKc_E1_48,CDK7,1547,238
CDK7_PKc_E2_60.3,CDK7,1754,0
CDK7_PKc_E4_68.3,CDK7,1308,73
CDK7_PKc_E5_69.2,CDK7,753,18
CDK7_PKc_E6_111.3,CDK7,1364,2
CDK7_PKc_E7_119.11,CDK7,719,294
CDK9_PKc_E1_77.1,CDK9,1734,104
CDK9_PKc_E1_77.4,CDK9,2044,211
CDK9_PKc_E4_167.13,CDK9,3132,397
CDK9_PKc_E6_149.13,CDK9,1568,86
CDK9_PKc_E7_192.9,CDK9,1383,1181
CDKL1_PKc_E1_165.12,CDKL1,1458,1541
CDKL1_PKc_E2_122,CDKL1,1285,632
CDKL1_PKc_E3_73.1,CDKL1,1074,940
CDKL1_PKc_E4_91.3,CDKL1,1888,2201
CDKL1_PKc_E5_201.9,CDKL1,2124,1005
CDKL1_PKc_E6_83.1,CDKL1,1017,477
CDKL2_PKc_E2_165.1,CDKL2,1524,753
CDKL2_PKc_E3_195.7,CDKL2,1515,1213
CDKL2_PKc_E4_179.16,CDKL2,909,674
CDKL2_PKc_E5_113.6,CDKL2,935,470
CDKL2_PKc_E6_140,CDKL2,955,1111
CDKL2_PKc_E7_66.4,CDKL2,797,947
CDKL3_PKc_E2_162.7,CDKL3,1624,1265
CDKL3_PKc_E3_195.2,CDKL3,1675,884
CDKL3_PKc_E4_179.6,CDKL3,815,828
CDKL3_PKc_E5_113.2,CDKL3,797,793
CDKL3_PKc_E6_140.5,CDKL3,1612,1190
CDKL3_PKc_E7_66.1,CDKL3,1244,901
CDKL4_PKc_E1_165.9,CDKL4,1972,1241
CDKL4_PKc_E2_122,CDKL4,1424,869
CDKL4_PKc_E3_73,CDKL4,1746,1383
CDKL4_PKc_E4_91.2,CDKL4,728,938
CDKL4_PKc_E5_198.19,CDKL4,1507,1734
CDKL4_PKc_E6_83.2,CDKL4,711,509
CDKL5_PKc_E2_34,CDKL5,2608,3903
CDKL5_PKc_E3_35,CDKL5,3668,3810
CDKL5_PKc_E4_46,CDKL5,1529,1230
CDKL5_PKc_E5_137.5,CDKL5,2062,1736
CDKL5_PKc_E6_121.2,CDKL5,2228,2992
CDKL5_PKc_E7_60,CDKL5,2361,2144
CHEK1_PKc_E2_65.4,CHEK1,1328,1
CHEK1_PKc_E3_224.1,CHEK1,1923,109
CHEK1_PKc_E4_65.6,CHEK1,1525,72
CHEK1_PKc_E5_70.1,CHEK1,638,0
CHEK1_PKc_E6_189.6,CHEK1,1358,184
CHEK1_PKc_E7_105.1,CHEK1,2762,4
CHEK2_PKc_E10_87.3,CHEK2,1034,522
CHEK2_PKc_E5_47.1,CHEK2,1209,1031
CHEK2_PKc_E6_109.1,CHEK2,750,212
CHEK2_PKc_E7_54.1,CHEK2,597,503
CHEK2_PKc_E8_62.1,CHEK2,1173,992
CHEK2_PKc_E9_100.2,CHEK2,625,829
CHUK_PKc_E1_63.6,CHUK,1866,1240
CHUK_PKc_E2_95.2,CHUK,2249,2300
