Gene	sgRNA	Cont3|beta	Cont3|z	Cont3|p-value	Cont3|fdr	Cont3|wald-p-value	Cont3|wald-fdr
LHX4	6	0.27979	1.8714	0.071104	0.41597	0.061287	0.3372
LHX5	6	0.06861	0.43624	0.47156	0.80997	0.66266	0.80566
LHX6	6	-0.11959	-0.83964	0.90387	0.9797	0.40111	0.64811
LHX8	7	0.24661	1.8402	0.076223	0.43396	0.065732	0.34138
LHX9	6	0.14732	1.2054	0.26479	0.67172	0.22805	0.50082
LIN28A	5	-0.18002	-1.4879	0.72412	0.92894	0.13678	0.40827
LIN28B	2	0.22095	0.72204	0.41126	0.77244	0.47027	0.70318
LITAF	6	0.044602	0.55558	0.54863	0.85543	0.5785	0.75406
LMX1A	6	0.21801	1.0349	0.13766	0.55125	0.30071	0.57038
LMX1B	6	-0.076066	-0.51828	0.9599	0.99192	0.60427	0.76797
LYL1	6	-0.10143	-0.75626	0.95904	0.99192	0.44949	0.68774
MAF	6	-0.043873	-0.52607	0.8467	0.96562	0.59884	0.76592
MAFA	6	-0.64127	-1.6339	0.083049	0.44717	0.10228	0.37638
MAFB	6	0.053276	0.55398	0.51991	0.8376	0.57959	0.75406
MAFF	6	0.02863	0.20758	0.60495	0.88075	0.83556	0.91009
MAFG	6	-0.44013	-1.3003	0.2244	0.64619	0.19351	0.4706
MAFK	6	0.11524	1.0742	0.34016	0.72651	0.28272	0.55163
MAX	6	-2.1534	-4.09	0	0	4.3143e-05	0.0012233
MAZ	6	0.043747	0.40732	0.55205	0.85809	0.68377	0.81913
MBD1	37	-0.0050085	-0.067208	0.29551	0.69267	0.94642	0.97756
MBD2	12	-0.34506	-2.4855	0.22895	0.64715	0.012937	0.13498
MBD3	20	-0.2984	-2.7131	0.18828	0.61029	0.0066651	0.085841
MBD4	12	0.31645	2.5395	0.0028441	0.045249	0.0111	0.12235
MECOM	7	0.097043	1.7513	0.3686	0.74427	0.079887	0.35465
MECP2	12	0.18418	1.7185	0.058874	0.36508	0.085708	0.3609
MEF2A	5	0.06286	0.74355	0.55063	0.85664	0.45715	0.69395
MEF2B	6	-0.27398	-1.4301	0.49061	0.82065	0.1527	0.42522
MEF2C	6	0.10518	1.02	0.36576	0.74324	0.30773	0.57443
MEF2D	6	0.069517	0.49117	0.46957	0.80822	0.62331	0.77825
MEIS1	5	0.34546	1.7482	0.044084	0.32323	0.080426	0.3557
MEIS2	6	0.1427	1.0093	0.27332	0.68064	0.31283	0.57782
MEIS3	7	-0.60846	-1.8602	0.078498	0.43396	0.062864	0.33799
MEOX1	6	0.14669	0.76425	0.26621	0.67387	0.44472	0.684
MEOX2	6	0.18559	1.2501	0.18544	0.60651	0.21127	0.48596
MESP1	6	-0.11007	-0.80119	0.93032	0.98022	0.42302	0.66623
MESP2	6	-0.12098	-0.51324	0.89875	0.9797	0.60778	0.76968
MGA	8	-0.051145	-0.43928	0.83333	0.96308	0.66046	0.80491
MIER3	6	0.18391	2.1079	0.18686	0.60833	0.035044	0.26521
MITF	6	-0.010881	-0.10122	0.7281	0.93057	0.91938	0.96149
MIXL1	6	0.12173	1.164	0.32309	0.71808	0.24444	0.51494
MLX	6	-0.55642	-2.5348	0.126	0.53301	0.011253	0.12325
MLXIP	7	0.0073298	0.060059	0.65074	0.9051	0.95211	0.9817
MLXIPL	6	-0.19884	-1.4941	0.66553	0.90768	0.13516	0.40773
MNT	7	-0.33692	-1.9435	0.3541	0.73582	0.051958	0.31767
MNX1	6	-0.22519	-0.67359	0.59926	0.87912	0.50057	0.71837
MSC	6	0.047676	0.45841	0.53783	0.84805	0.64666	0.79554
MSGN1	6	0.29705	1.6473	0.053754	0.34935	0.099492	0.37272
MSX1	6	0.31456	1.4781	0.044937	0.32323	0.13938	0.41112
MSX2	6	0.0050555	0.025437	0.67861	0.91418	0.97971	0.99327
MTA1	18	0.15224	2.0204	0.044369	0.32323	0.043337	0.29829
MTA2	17	-0.85237	-4.9902	0	0	6.0304e-07	2.9863e-05
MTA3	18	-0.23099	-2.3947	0.40927	0.77166	0.016634	0.15932
MTF1	7	-0.30315	-2.1101	0.4161	0.77654	0.034852	0.26483
MXD1	6	0.21865	0.99375	0.13652	0.54983	0.32035	0.58208
MXD3	6	0.068261	0.81877	0.47383	0.81138	0.41292	0.65752
MXD4	6	0.13988	1.2236	0.28043	0.68269	0.22111	0.49297
MXI1	6	0.031569	0.22351	0.59386	0.87768	0.82314	0.9047
MYB	24	-0.5545	-4.1238	0.0054039	0.076	3.7262e-05	0.0010828
MYBL1	22	0.29164	3.3671	0.00028441	0.0067114	0.00075967	0.014676
MYBL2	25	-1.6199	-8.537	0	0	1.3774e-17	9.6861e-15
MYC	6	-4.2489	-5.9965	0	0	2.0161e-09	2.2152e-07
MYCL	6	-0.22292	-0.73576	0.60466	0.88075	0.46188	0.69651
MYCN	6	-0.0030919	-0.040152	0.70449	0.92348	0.96797	0.98852
MYF5	8	-0.020515	-0.19349	0.7153	0.92636	0.84657	0.91812
MYF6	6	0.32878	1.6591	0.038111	0.30455	0.097093	0.37272
MYNN	12	0.20026	1.8216	0.044653	0.32323	0.068519	0.34907
MYOD1	6	-0.092796	-0.55349	0.98834	0.99599	0.57993	0.75406
MYOG	6	-0.34748	-2.6629	0.34613	0.72874	0.0077466	0.095569
MYRF	6	-0.16139	-1.2331	0.77218	0.94369	0.21752	0.49101
MYSM1	18	0.083627	1.154	0.15785	0.57541	0.24851	0.51826
MYT1	8	0.0088466	0.081263	0.60893	0.88471	0.93523	0.97315
MYT1L	8	0.05326	0.87445	0.44937	0.79919	0.38188	0.63257
MZF1	6	-0.73594	-2.7047	0.050626	0.33969	0.0068358	0.087718
NANOG	6	-0.49334	-2.3633	0.17548	0.5893	0.018114	0.16804
NCOR1	20	0.28645	2.8866	0.0011377	0.021053	0.0038941	0.054767
NCOR2	18	0.42523	2.223	0	0	0.026219	0.21949
NEUROD1	6	0.16025	0.88497	0.23493	0.65316	0.37617	0.62892
NEUROD2	7	-0.32514	-1.8333	0.376	0.74816	0.066752	0.34363
NEUROD4	6	0.046911	1.4459	0.53896	0.84901	0.14819	0.4219
NEUROD6	6	-0.096977	-0.43623	0.97611	0.99192	0.66267	0.80566
NEUROG1	6	0.21289	1.7223	0.14448	0.56	0.085017	0.35987
NEUROG2	6	0.18047	1.0728	0.19454	0.61858	0.28336	0.55258
NEUROG3	6	-0.060905	-0.2824	0.90472	0.9797	0.77764	0.88031
NFAT5	6	-0.41894	-1.5282	0.24972	0.6644	0.12645	0.40125
NFATC1	6	0.26939	1.746	0.079636	0.43682	0.080806	0.35643
NFATC2	6	0.20604	1.7176	0.15387	0.56681	0.085875	0.36117
NFATC3	6	0.042034	0.44014	0.55774	0.85989	0.65983	0.80471
NFATC4	7	0.14133	1.4411	0.24829	0.66337	0.14957	0.4227
NFE2	6	-0.0017418	-0.013785	0.70051	0.92348	0.989	0.99839
NFE2L1	6	-0.33197	-1.5098	0.374	0.74631	0.1311	0.40554
NFE2L2	5	-0.0017453	-0.0080721	0.76195	0.94	0.99356	0.99958
NFE2L3	5	-0.24216	-1.6175	0.58106	0.87047	0.10577	0.3796
NFIA	7	0.16381	1.294	0.19824	0.62335	0.19567	0.47276
NFIB	7	0.45676	1.7904	0.0019909	0.033981	0.073384	0.35446
NFIC	8	-0.0036952	-0.040118	0.65444	0.90594	0.968	0.98852
NFIL3	6	-0.11456	-0.86468	0.91724	0.9797	0.38721	0.63478
NFIX	8	0.07172	0.66466	0.38737	0.7592	0.50627	0.72032
NFKB1	7	0.11319	0.93289	0.32594	0.71985	0.35088	0.60897
NFKB2	7	-0.22318	-1.6309	0.59471	0.8782	0.10291	0.37638
NFX1	13	-0.1837	-1.9622	0.63823	0.89688	0.049734	0.31231
NFXL1	15	0.25879	2.5492	0.0051195	0.072289	0.010796	0.11937
NFYA	6	-2.7377	-4.6748	0	0	2.9428e-06	0.00012031
NFYB	6	-0.84351	-1.9736	0.029295	0.25686	0.048424	0.30788
NFYC	6	-2.9607	-5.1526	0	0	2.5693e-07	1.4809e-05
NHLH1	6	-0.31501	-1.434	0.4087	0.77166	0.15158	0.42366
NHLH2	6	-0.23604	-1.2068	0.57338	0.86598	0.22749	0.50082
NKX1	12	0.12584	1.9974	0.14306	0.55889	0.045781	0.30161
NKX2	42	0	0	0.2756	0.68064	1	1
NKX3	12	0.016546	0.10278	0.49232	0.82194	0.91814	0.96105
NKX6	13	-0.0833	-0.47401	0.92975	0.98022	0.63549	0.78842
NOBOX	6	0.037247	0.34682	0.57452	0.86675	0.72872	0.84753
NOTO	6	0.061826	0.61595	0.49232	0.82194	0.53793	0.73656
NPAS1	6	-0.084144	-0.37665	0.98407	0.99599	0.70644	0.83546
NPAS2	6	-0.014645	-0.13075	0.74005	0.93338	0.89597	0.94979
NPAS3	6	0.045897	0.23977	0.5438	0.85281	0.81051	0.89768
NPAS4	6	0.13297	0.83193	0.29636	0.69374	0.40545	0.65173
NR0B1	6	0.52047	1.5237	0.0019909	0.033981	0.12758	0.40169
NR0B2	6	-0.50429	-2.5196	0.16724	0.58202	0.01175	0.12634
NR1D1	6	0.16818	1.1229	0.21758	0.63856	0.26149	0.53155
NR1D2	1	-0.17966	-0.77646	0.71246	0.92512	0.43748	0.67971
NR1H2	5	-0.25167	-0.90679	0.55973	0.86052	0.36452	0.61885
NR1H3	7	-0.18543	-1.7318	0.69653	0.92244	0.083302	0.35788
Nr1h4	6	0.19469	0.78156	0.17235	0.58908	0.43447	0.67563
NR1I2	6	-0.28582	-0.85282	0.46729	0.80822	0.39376	0.64155
NR1I3	6	0.13458	1.0638	0.29209	0.69065	0.28743	0.55712
NR2C1	6	-0.065207	-0.65407	0.91752	0.9797	0.51307	0.72332
NR2C2	6	-0.20044	-0.92911	0.6624	0.90676	0.35283	0.60989
NR2E1	6	-0.016095	-0.14054	0.74602	0.93454	0.88824	0.94752
NR2E3	6	-0.044638	-0.3036	0.84954	0.96604	0.76143	0.86893
NR2F1	6	-0.23746	-1.3646	0.56968	0.86336	0.17239	0.4453
NR2F2	6	-1.0757	-3.17	0.0091013	0.11552	0.0015246	0.02667
NR2F6	3	-0.52439	-1.8494	0.29039	0.69028	0.064397	0.33799
NR3C1	6	0.065396	0.59253	0.48123	0.81473	0.5535	0.74109
NR3C2	6	0.10209	0.87823	0.374	0.74631	0.37982	0.63112
NR4A1	6	0.12959	1.3216	0.30603	0.70098	0.18629	0.46253
NR4A2	6	0.059012	0.83611	0.50171	0.827	0.40309	0.64983
NR4A3	6	0.20637	1.0759	0.15301	0.56572	0.28197	0.55135
NR5A1	7	-0.20557	-1.5862	0.64448	0.90387	0.1127	0.38376
NR5A2	6	0.28108	1.7444	0.069681	0.4097	0.081095	0.35643
NR6A1	6	-0.10995	-0.53744	0.93032	0.98022	0.59097	0.76058
NRF1	8	-2.8266	-5.5154	0	0	3.4792e-08	2.3525e-06
NRL	6	-0.36613	-1.9187	0.31143	0.70691	0.055019	0.32788
OLIG1	6	-0.010612	-0.077521	0.72753	0.93052	0.93821	0.97395
OLIG2	6	0.12133	0.69743	0.32423	0.71977	0.48553	0.71071
OLIG3	6	0.15172	0.45163	0.25313	0.66468	0.65153	0.79861
ONECUT1	6	0.081109	0.79575	0.438	0.79341	0.42618	0.66805
ONECUT2	6	0.3524	1.6943	0.027873	0.25193	0.090207	0.36482
ONECUT3	6	-0.18277	-1.3095	0.71331	0.92512	0.19036	0.46738
OSR1	4	0.26154	1.193	0.15984	0.57582	0.23288	0.50613
OSR2	6	0.17461	1.0465	0.20421	0.62598	0.29533	0.56433
OTP	6	0.31964	1.7346	0.043515	0.32323	0.082812	0.35788
OTX1	6	-0.045495	-0.34716	0.85353	0.96744	0.72847	0.84753
OTX2	6	-0.0002931	-0.0043386	0.69681	0.92244	0.99654	1
OVOL1	5	-0.11612	-0.5165	0.89534	0.97917	0.6055	0.76913
OVOL2	3	-0.17044	-0.67502	0.7463	0.93454	0.49966	0.71795
OVOL3	6	-0.18581	-1.8117	0.70421	0.92348	0.070039	0.3522
PATZ1	13	-0.10884	-1.1065	0.95592	0.99086	0.26852	0.53773
PAX1	6	-0.01671	-0.11508	0.74716	0.93454	0.90838	0.95584
PAX2	6	0.12095	1.4265	0.32509	0.71977	0.15373	0.4256
PAX3	7	0.31256	1.414	0.027304	0.25065	0.15736	0.4284
PAX4	8	0.13696	1.821	0.22099	0.64174	0.068604	0.34907
PAX5	6	-0.20106	-0.96835	0.66041	0.90676	0.33287	0.5938
PAX6	7	0.18196	1.6004	0.16667	0.58202	0.10952	0.38315
PAX7	9	-0.0078043	-0.043444	0.64875	0.9051	0.96535	0.98754
PAX8	6	-0.16668	-0.74068	0.7554	0.93818	0.45889	0.69575
PAX9	6	0.25244	1.5106	0.096132	0.47339	0.13088	0.40554
PBRM1	49	0	0	0.2756	0.68064	1	1
PBX1	7	0.11137	1.008	0.32992	0.7203	0.31345	0.57791
PBX2	6	-0.28388	-1.6481	0.46985	0.80822	0.099324	0.37272
PBX3	6	0.16151	1.677	0.23208	0.6502	0.093544	0.36626
PBX4	7	-0.37551	-1.4362	0.2901	0.69028	0.15096	0.42319
PDX1	6	0.0021378	0.012351	0.68857	0.91913	0.99015	0.99924
PGR	6	0.22651	1.2497	0.12713	0.53533	0.2114	0.48596
PHOX2A	6	-0.096931	-1.5529	0.97611	0.99192	0.12045	0.39202
PHOX2B	6	0.018673	0.12244	0.63367	0.89379	0.90255	0.95267
PIAS1	17	-0.19071	-2.0173	0.56371	0.86286	0.043662	0.29837
PIAS2	13	0.24286	2.2774	0.018771	0.19186	0.022762	0.1981
PIAS3	19	-0.10086	-0.94754	0.98009	0.99394	0.34336	0.60243
PIAS4	16	-0.20313	-1.5359	0.5256	0.84115	0.12457	0.39924
PITX1	6	-0.16574	-0.79936	0.7591	0.93849	0.42408	0.66685
PITX2	6	-0.064626	-0.46015	0.9161	0.9797	0.64541	0.79554
PITX3	6	0.059027	0.4172	0.50171	0.827	0.67653	0.81354
PKNOX1	5	-0.018668	-0.24552	0.81371	0.95783	0.80605	0.8946
PKNOX2	6	0.288	1.5342	0.061718	0.37608	0.12497	0.39924
PLAG1	6	0.35039	1.785	0.027873	0.25193	0.074261	0.35446
PLAGL1	6	-0.12273	-1.4394	0.89135	0.97846	0.15005	0.4227
PLAGL2	6	-0.099328	-0.64619	0.96672	0.99192	0.51816	0.72641
PMS1	7	0.050847	0.54975	0.50882	0.83055	0.58249	0.75532
POU1F1	1	-0.70702	-0.99134	0.28385	0.68425	0.32152	0.58356
POU2F1	5	-1.4643	-3.8005	0.0036974	0.055794	0.00014442	0.003478
POU2F2	6	-0.23341	-1.1052	0.57935	0.86977	0.26909	0.53818
POU2F3	6	0.18701	0.71677	0.18345	0.60487	0.47351	0.70516
POU3F1	6	-0.10222	-0.35967	0.95592	0.99086	0.7191	0.84194
POU3F2	6	0.12321	0.72075	0.32082	0.71637	0.47106	0.70318
POU3F3	6	0.28118	1.9033	0.069681	0.4097	0.057008	0.33589
POU3F4	6	0.1816	1.051	0.19312	0.61671	0.29327	0.56165
POU4F1	6	0.10387	0.66496	0.36803	0.74411	0.50608	0.72032
POU4F2	6	0.22718	1.1064	0.12628	0.53301	0.26856	0.53773
POU4F3	6	0.083509	0.5927	0.42975	0.78575	0.55338	0.74109
POU5F1	4	-1.0355	-2.1443	0.036689	0.29655	0.03201	0.25179
POU5F1B	6	-0.12885	-0.87919	0.87344	0.9743	0.3793	0.63112
POU6F1	6	-0.085551	-0.96138	0.9872	0.99599	0.33636	0.59707
POU6F2	6	0.42728	1.7579	0.0099545	0.12281	0.078772	0.35446
PPARA	6	0.18568	1.5749	0.18544	0.60651	0.11527	0.38505
PPARD	6	0.17674	1.7835	0.2008	0.62335	0.074506	0.35446
PPARG	5	-0.05289	-0.32075	0.92122	0.98003	0.7484	0.86176
PRDM1	6	0.16855	1.7798	0.21672	0.63796	0.075114	0.35446
PRDM12	5	-0.071135	-0.23915	0.97611	0.99192	0.81099	0.89781
PRDM13	7	0.20124	0.71257	0.13737	0.55125	0.47611	0.70675
PRDM14	5	0.16562	1.1631	0.27873	0.68269	0.24479	0.51494
PRDM15	6	-0.12679	-0.63015	0.88055	0.97543	0.52859	0.73179
PRDM16	7	-0.012278	-0.080391	0.7116	0.92495	0.93593	0.97321
PRDM2	13	0.25322	2.4561	0.012799	0.14803	0.014046	0.14151
PRDM4	6	0.0088449	0.067988	0.66724	0.9086	0.94579	0.97749
PRDM5	6	0.025078	0.20016	0.61576	0.88766	0.84135	0.91441
PRDM6	6	0.0005739	0.0085798	0.69283	0.92063	0.99315	0.99958
PRDM8	12	-0.018664	-0.13486	0.64818	0.9051	0.89272	0.94841
PRDM9	10	-0.20043	-0.96633	0.59869	0.87912	0.33388	0.59469
PRKRIR	6	-2.1812	-4.1983	0	0	2.689e-05	0.00082934
PROP1	6	0.33724	1.7876	0.032992	0.27685	0.073844	0.35446
PROX1	6	-0.09931	-0.51187	0.96672	0.99192	0.60874	0.76968
PROX2	7	-0.089479	-0.68496	0.98805	0.99599	0.49337	0.71449
PRRX1	6	0.33667	1.594	0.033276	0.27725	0.11093	0.38365
PRRX2	6	0.27236	1.5572	0.077361	0.43396	0.11942	0.39202
PTF1A	6	-0.069105	-0.3649	0.93345	0.98146	0.71519	0.83932
RARA	6	-0.16792	-1.0594	0.75228	0.93661	0.2894	0.55886
RARB	6	-0.12786	-0.93262	0.8777	0.97543	0.35102	0.60897
RARG	6	0.025824	0.37188	0.61348	0.88656	0.70999	0.83741
RAX	6	0.22083	1.2015	0.13282	0.54302	0.22957	0.50229
RAX2	6	0.13063	0.82662	0.30262	0.69889	0.40845	0.6544
RBAK	6	0.071313	0.58108	0.46587	0.80769	0.56119	0.74655
RCOR1	18	-0.37308	-2.6346	0.10381	0.48667	0.0084242	0.099729
RCOR2	18	-0.058823	-0.93066	0.76166	0.93998	0.35203	0.60917
RCOR3	18	0.2576	2.9028	0.0022753	0.037736	0.0036984	0.052859
REL	7	-0.098065	-1.0665	0.98151	0.99452	0.28619	0.55532
RELA	7	0.0653	0.41492	0.46445	0.80769	0.6782	0.81439
RELB	7	0.21938	1.1418	0.11149	0.50514	0.25356	0.52139
REPIN1	6	0.24123	1.3255	0.11007	0.5	0.185	0.46145
RERE	18	0.0039716	0.046734	0.44539	0.79584	0.96273	0.986
REST	6	0.32416	1.8738	0.040387	0.31486	0.060959	0.3372
RFX1	7	0.07272	0.64782	0.43914	0.79342	0.5171	0.72591
RFX2	6	-0.11457	-0.57664	0.91724	0.9797	0.56418	0.74786
RFX3	10	0.22843	1.7828	0.042662	0.32258	0.074616	0.35446
RFX4	6	0.072505	0.59343	0.46445	0.80769	0.55289	0.74109
RFX5	7	-0.012611	-0.047475	0.71217	0.92512	0.96213	0.986
RFX6	5	0.26556	1.5221	0.11519	0.51201	0.12799	0.4018
RFX7	6	0.26292	1.4974	0.087884	0.46097	0.13428	0.40773
RHOXF1	7	0.17358	1.3346	0.17861	0.5947	0.182	0.45774
RHOXF2B	7	-0.02539	-0.27695	0.75597	0.93849	0.78182	0.8806
RNF138	13	0.14424	1.5746	0.097838	0.4758	0.11534	0.38505
RORA	6	-0.22908	-1.3525	0.59016	0.87553	0.17621	0.45123
RORB	7	0.14533	0.50258	0.23749	0.65316	0.61526	0.77397
RORC	6	-0.18901	-1.9585	0.69255	0.9206	0.050175	0.31279
RREB1	8	-0.72737	-2.5655	0.027304	0.25065	0.010303	0.11574
RUNX1	7	0.249	1.3478	0.073663	0.42414	0.17773	0.45283
RUNX2	7	-0.50778	-2.313	0.14477	0.56	0.020722	0.18825
RUNX3	7	-0.1361	-0.55916	0.84699	0.96563	0.57605	0.75334
RXRA	7	-0.22144	-1.4184	0.59869	0.87912	0.15608	0.42789
RXRB	6	-0.10249	-0.687	0.95535	0.99086	0.49208	0.7141
RXRG	7	-0.12087	-0.67644	0.89733	0.9797	0.49876	0.71724
SALL1	6	-0.088828	-0.6177	0.99943	0.99943	0.53677	0.73646
SALL2	6	-0.11485	-0.7012	0.91695	0.9797	0.48318	0.71023
SALL3	6	-0.08468	-0.5769	0.98606	0.99599	0.56401	0.74786
SALL4	6	0.21737	1.9879	0.13823	0.55141	0.046827	0.30377
SATB1	6	0.16781	1.2944	0.21843	0.64	0.19553	0.47276
SATB2	6	-0.77092	-2.1908	0.042662	0.32258	0.028465	0.23114
SCRT1	6	-0.033107	-0.26288	0.80717	0.95589	0.79265	0.88756
SCRT2	6	-0.48316	-1.5277	0.18544	0.60651	0.12659	0.40125
SCX	6	-0.57555	-1.6671	0.11177	0.50514	0.095486	0.36934
SEBOX	7	-0.26534	-2.0344	0.49772	0.82392	0.041916	0.29126
SETDB1	33	-0.37505	-4.6342	0.030717	0.26406	3.5824e-06	0.00013691
SETDB2	10	0.20096	2.1802	0.065984	0.39425	0.02924	0.23472
SHOX	8	0.1316	1.4777	0.23379	0.6529	0.13949	0.41112
SHOX2	6	-0.065205	-0.71906	0.91752	0.9797	0.4721	0.70395
SIM1	6	0.088974	0.26783	0.41041	0.77166	0.78883	0.8852
SIX1	6	0.15098	0.77337	0.25597	0.66568	0.4393	0.68073
SIX2	6	-0.5659	-1.8403	0.11832	0.51741	0.065732	0.34138
SIX3	6	-0.11485	-1.2872	0.91695	0.9797	0.19801	0.47555
SIX4	6	-0.038209	-0.20726	0.82565	0.96047	0.83581	0.91009
SIX5	6	-1.0608	-2.2506	0.0096701	0.12014	0.02441	0.20781
SIX6	6	0.11573	1.0521	0.33845	0.72605	0.29277	0.56127
SMAD1	6	0.12871	0.84128	0.30774	0.70351	0.40019	0.64811
SMAD2	7	0.19391	1.135	0.14505	0.56	0.25637	0.52528
SMAD3	6	0.118	1.689	0.33276	0.72178	0.091218	0.36522
SMAD4	5	-0.41183	-2.4337	0.29664	0.69395	0.014945	0.14923
SMAD5	6	0.19198	1.1482	0.17491	0.58908	0.25087	0.51926
SMAD6	6	-0.071204	-1.0234	0.94397	0.98516	0.30611	0.57321
SMAD7	6	-0.38036	-2.0148	0.2938	0.69231	0.043925	0.29872
SMAD9	6	0.41282	1.5672	0.010808	0.13014	0.11707	0.38835
SMARCE1	6	-1.2894	-3.9197	0.0031286	0.048246	8.8655e-05	0.0022425
SNAI1	6	-0.21043	-1.0422	0.6351	0.89427	0.29732	0.56661
SNAI2	6	-0.049564	-0.46259	0.86889	0.97169	0.64366	0.79463
SNAI3	5	-0.16221	-1.0293	0.76934	0.9422	0.30332	0.57252
SNAPC4	31	-2.9019	-11.495	0	0	1.4049e-30	2.4699e-27
SOHLH1	6	-0.10612	-0.71582	0.9434	0.98516	0.4741	0.70549
SOHLH2	7	0.23128	1.5534	0.096985	0.47493	0.12034	0.39202
SOX1	6	0.054831	0.35363	0.51451	0.83448	0.72362	0.8447
SOX10	6	-0.42956	-2.0275	0.23606	0.65316	0.042615	0.29495
SOX11	6	-0.0031059	-0.040314	0.70478	0.92348	0.96784	0.98852
SOX12	6	0.068083	0.57378	0.4744	0.81138	0.56612	0.74942
SOX13	6	0.26569	1.6932	0.084755	0.45015	0.090423	0.36482
SOX14	6	0.32289	1.1419	0.040671	0.31567	0.25351	0.52139
SOX15	5	-0.30625	-1.4844	0.45279	0.80171	0.1377	0.40926
SOX17	6	-0.03879	-0.86045	0.82708	0.96047	0.38954	0.63703
SOX18	6	-0.66821	-2.2665	0.07281	0.42314	0.023421	0.20233
SOX2	6	0.23266	1.4976	0.12002	0.52158	0.13423	0.40773
SOX21	6	0.12219	1.1286	0.32224	0.718	0.25908	0.529
SOX3	6	0.28181	1.5231	0.069397	0.4097	0.12773	0.40169
SOX30	6	0.092247	0.74681	0.40046	0.7673	0.45518	0.69221
SOX4	6	0.72955	1.564	0	0	0.11782	0.38835
SOX5	5	0.20654	1.3985	0.20108	0.62335	0.16196	0.4327
SOX6	6	0.040227	0.59261	0.56485	0.86336	0.55344	0.74109
SOX7	6	0.1128	0.55432	0.34443	0.72765	0.57936	0.75406
SOX8	5	0.085123	0.68307	0.49033	0.82065	0.49456	0.71517
SOX9	6	-0.3174	-1.0686	0.40472	0.77166	0.28527	0.5544
SP1	6	-0.41134	-1.6962	0.25654	0.66568	0.089841	0.36482
SP100	12	0.025979	0.17156	0.45222	0.80171	0.86378	0.93035
SP110	12	-0.072192	-0.71696	0.90529	0.9797	0.4734	0.70516
SP140	13	-0.30274	-2.1637	0.27673	0.68064	0.030491	0.242
SP140L	10	0.10597	0.75136	0.21957	0.64149	0.45243	0.69092
SP2	11	-0.16882	-1.8085	0.70848	0.9243	0.070536	0.35278
SP3	5	-0.040701	-0.25733	0.88339	0.97743	0.79692	0.89029
SP4	5	0.22349	1.45	0.17491	0.58908	0.14706	0.4214
SP5	5	-0.059843	-0.52997	0.94397	0.98516	0.59614	0.76497
SP6	6	0.030762	0.14285	0.59841	0.87912	0.88641	0.94623
SP7	6	-0.21221	-0.87694	0.63083	0.89291	0.38052	0.63168
SP8	5	0.1821	1.2596	0.24772	0.66337	0.2078	0.4829
SP9	5	0.028943	0.23476	0.65956	0.90676	0.81439	0.90016
SPDEF	6	0.010827	0.23815	0.66098	0.90676	0.81176	0.89838
SPI1	6	0.057286	0.42961	0.50768	0.83023	0.66748	0.8094
SPIB	6	0.20124	0.95459	0.16155	0.57724	0.33978	0.60075
SPIC	6	-0.16754	-1.035	0.75284	0.93699	0.30068	0.57038
SPZ1	3	0.10605	1.2835	0.57281	0.86586	0.19932	0.4761
SREBF1	6	-0.95518	-3.3755	0.015927	0.17284	0.00073669	0.014311
SREBF2	6	-0.61035	-2.0203	0.093857	0.46676	0.043352	0.29829
SRF	6	-0.60594	-2.9994	0.09727	0.475	0.0027054	0.04065
SRY	6	0.35996	1.8388	0.024175	0.23352	0.065942	0.34197
SSRP1	6	-0.71948	-3.1706	0.057167	0.36022	0.0015211	0.02667
ST18	8	-0.38025	-1.3756	0.25256	0.66467	0.16895	0.44029
STAT1	7	0.14737	1.0191	0.23066	0.64828	0.30815	0.57478
STAT2	6	0.2525	1.4822	0.096132	0.47339	0.1383	0.41006
STAT3	7	0.13425	1.1027	0.26962	0.67689	0.27015	0.53893
STAT4	7	0.051339	0.48692	0.50768	0.83023	0.62632	0.78062
STAT5A	7	-0.14702	-1.3756	0.80916	0.95639	0.16895	0.44029
STAT5B	7	-0.4611	-2.6195	0.18686	0.60833	0.0088047	0.10285
STAT6	7	-0.41006	-1.8678	0.24374	0.6628	0.061791	0.3372
SUB1	8	-0.3659	-1.9851	0.26991	0.67689	0.047133	0.30463
T	7	0.18029	1.5099	0.16809	0.58284	0.13108	0.40554
TADA2A	11	-0.33512	-2.6005	0.24772	0.66337	0.0093081	0.10766
TADA2B	9	-1.4209	-4.3075	0.00028441	0.0067114	1.6514e-05	0.00054264
TAL1	6	-0.35405	-2.0047	0.33618	0.72511	0.044997	0.30092
TAL2	6	0.19182	1.3901	0.1752	0.5893	0.16451	0.43655
TBR1	3	0.12477	1.1847	0.52531	0.84107	0.23614	0.50929
TBX1	4	-0.0035275	-0.032077	0.82167	0.96047	0.97441	0.99172
TBX10	7	-0.096487	-0.68663	0.98749	0.99599	0.49231	0.7141
TBX15	6	0.19143	1.3828	0.17548	0.5893	0.16671	0.43865
TBX18	8	0.20286	1.6734	0.10381	0.48667	0.094249	0.36813
TBX19	7	-0.12157	-2.0546	0.89562	0.97917	0.039918	0.28514
TBX2	7	0.11195	1.193	0.32821	0.7203	0.23285	0.50613
TBX20	7	0.20695	1.7886	0.12912	0.53855	0.073682	0.35446
TBX21	7	-0.3001	-1.5152	0.42235	0.78158	0.12973	0.40554
TBX22	6	0.22901	1.7614	0.12344	0.52542	0.078167	0.35446
TBX3	7	-0.19721	-1.0237	0.66667	0.90818	0.30596	0.57321
