Gene	sgRNA	Ts13|beta	Ts13|z	Ts13|p-value	Ts13|fdr	Ts13|wald-p-value	Ts13|wald-fdr
RHEBL1	4	-0.087636	-1.1461	0.9492	0.99668	0.25175	0.49152
CUX1	4	0.0063239	0.042565	0.72937	0.97498	0.96605	0.98318
KCNB2	4	0.17941	1.3916	0.17154	0.62588	0.16404	0.4508
PYGO1	4	0.17315	1.6042	0.18551	0.64496	0.10867	0.4508
STX12	4	-0.10445	-0.6743	0.89971	0.99298	0.50012	0.68385
GLI1	4	-0.092176	-1.8076	0.93539	0.99529	0.070664	0.44041
LARGE	4	0.037113	0.74804	0.61481	0.95028	0.45444	0.65122
SLC45A2	4	0.057893	0.80091	0.53748	0.92251	0.42319	0.62663
LGI1	4	0.095657	0.79177	0.40256	0.8498	0.4285	0.63064
CLUH	4	-0.46761	-2.2872	0.25598	0.73325	0.022183	0.2179
HTRA4	4	0.056041	1.1416	0.54538	0.92583	0.25363	0.49189
RNF113B	4	0.20966	1.2456	0.11284	0.50957	0.21291	0.46757
ORC1	4	-1.5826	-3.1842	0.0027204	0.047794	0.0014514	0.0317
ZNF430	4	0.091804	0.62291	0.41685	0.85779	0.53335	0.70812
KCNMB2	4	0.17832	1.2342	0.1741	0.62959	0.21714	0.47028
LHPP	4	-0.072132	-0.65296	0.99786	0.99958	0.51378	0.69366
BIRC7	4	-0.053042	-1.5821	0.94036	0.99529	0.11363	0.4508
OR52N5	4	0.39363	1.4475	0.0047083	0.070699	0.14774	0.4508
ZNF280A	4	0.17517	1.3671	0.18101	0.63905	0.17161	0.4508
MUL1	4	-0.075429	-1.8435	0.98687	0.99852	0.065258	0.42156
DACH1	4	-0.26393	-1.9129	0.53717	0.9223	0.055758	0.38757
LRRC4C	4	0.13325	0.96956	0.28506	0.76056	0.33227	0.55088
SLIRP	4	-0.567	-1.7521	0.17144	0.62588	0.079753	0.4508
HSD17B14	4	-0.039317	-0.49699	0.89453	0.99298	0.61919	0.77248
UBIAD1	4	0.078362	0.6542	0.46398	0.88743	0.51299	0.69308
LGALS4	4	0.15729	1.4884	0.2214	0.69038	0.13666	0.4508
BAIAP2L1	4	0.033198	0.17278	0.63013	0.95569	0.86283	0.92745
PAX4	4	0.057911	0.475	0.53748	0.92251	0.63479	0.78354
TPRA1	4	-0.036875	-0.55023	0.88553	0.99298	0.58216	0.74555
PRPH2	4	0.13908	1.549	0.26806	0.74648	0.12137	0.4508
ZNF177	4	0.0027997	0.046339	0.74078	0.97656	0.96304	0.982
DAAM2	4	-0.071734	-1.2662	0.99901	0.99958	0.20542	0.4637
FIGNL1	4	-0.31003	-1.8003	0.4611	0.8862	0.071806	0.44305
AGAP3	4	-0.002616	-0.10063	0.76118	0.97868	0.91985	0.95814
ADGRF2	4	0.17575	1.127	0.17986	0.63832	0.25976	0.49663
ZCCHC10	4	0.05668	0.67366	0.5424	0.92423	0.50053	0.68404
BHLHE23	4	0.17352	1.0995	0.18467	0.64387	0.27154	0.50495
GOLGA6D	4	-0.83947	-2.1555	0.053466	0.34399	0.031123	0.27597
INAFM1	4	-0.067596	-0.5007	0.9875	0.99852	0.61658	0.77032
PRPH	4	0.28702	1.4483	0.033482	0.26045	0.14754	0.4508
ADAMTSL2	4	0.19627	1.2905	0.13654	0.56117	0.19689	0.45998
KRT38	4	0.29906	1.403	0.026838	0.2281	0.16063	0.4508
METTL23	4	-0.0088182	-0.10641	0.78373	0.98133	0.91526	0.95581
PFDN1	4	-0.30878	-1.2294	0.46304	0.88726	0.21891	0.47124
PRAMEF14	4	0.067846	0.5438	0.50044	0.90322	0.58658	0.74909
RASL12	4	-0.10193	-0.90724	0.90641	0.99336	0.36428	0.57884
Non-Targeting_Control	999	0	0	0.64206	0.9576	1	1
EVL	4	0.0090461	0.49004	0.71954	0.97346	0.62411	0.77552
GBF1	4	-1.6357	-3.1587	0.0023019	0.0444	0.0015849	0.033402
RP9	4	0.072823	0.72881	0.48402	0.89703	0.46612	0.66014
SH3BP5L	4	-0.18767	-1.3769	0.68752	0.96666	0.16854	0.4508
CHAMP1	4	-0.7436	-2.3715	0.081611	0.43309	0.017714	0.18682
STK38L	4	0.10272	1.032	0.37897	0.83255	0.30209	0.52608
AVPR2	4	-0.0076567	-0.36264	0.77965	0.98124	0.71688	0.83826
HYDIN	4	0.014318	0.17828	0.69992	0.97094	0.8585	0.92489
TSPAN10	4	-0.11239	-1.7097	0.87753	0.99298	0.087319	0.4508
ZNF365	4	-0.017114	-0.090296	0.8146	0.98699	0.92805	0.96244
METTL12	4	-0.28495	-1.2572	0.50207	0.90395	0.2087	0.46613
C2orf54	4	0.13768	1.5678	0.27214	0.7491	0.11693	0.4508
ARHGEF25	4	-0.033194	-1.1515	0.87193	0.9927	0.24951	0.4899
C9orf117	4	0.082091	0.73759	0.4497	0.87795	0.46076	0.65594
LCA5	4	0.22695	1.3045	0.088412	0.45199	0.19206	0.45718
SPX	4	0.13999	1.6175	0.26518	0.7426	0.10576	0.4508
POMC	4	0.056806	0.82205	0.54193	0.92423	0.41105	0.61681
LY9	4	0.01954	0.12401	0.67894	0.96522	0.90131	0.94892
GSE1	4	-0.011531	-0.27054	0.7933	0.98264	0.78675	0.88172
DEPDC1	4	0.11346	1.4718	0.34402	0.8089	0.14106	0.4508
LDAH	4	0.28185	1.3182	0.03662	0.27544	0.18744	0.4559
ZNF263	4	-0.21971	-1.4601	0.62014	0.95182	0.14427	0.4508
RTKN2	4	-0.02921	-0.19637	0.85838	0.99126	0.84432	0.91622
SIAH3	4	-0.0063054	-0.052665	0.77463	0.98027	0.958	0.97872
PDE12	4	-2.2599	-3.5684	0.00015694	0.0075758	0.00035916	0.012348
AGAP1	4	0.078112	1.0955	0.46482	0.88797	0.27328	0.50565
FAM104B	4	0.23229	1.6621	0.080774	0.4308	0.096499	0.4508
TMEM11	4	-0.35412	-2.1054	0.3932	0.84267	0.035257	0.29637
IRS1	4	-0.051485	-0.25456	0.93539	0.99529	0.79906	0.88901
ACSBG2	4	0.0018486	0.040126	0.74496	0.97709	0.96799	0.98379
MIEN1	4	0.074995	1.0198	0.47575	0.89218	0.30781	0.53
MAPK10	4	0.11087	1.2728	0.35286	0.81665	0.20308	0.46318
HSD17B1	4	-0.0036488	-0.038598	0.76511	0.97951	0.96921	0.98451
ZNF551	4	0.25067	1.4369	0.062464	0.37833	0.15074	0.4508
SPEG	4	0.021541	0.33219	0.67225	0.96414	0.73974	0.852
TAS2R13	4	0.043539	0.42882	0.591	0.94362	0.66805	0.80628
MUC16	4	-0.089809	-1.1576	0.94245	0.9958	0.24701	0.48878
ENDOV	4	0.0039577	0.18834	0.73806	0.97656	0.85061	0.91999
KMT2B	4	-0.052157	-0.70716	0.93738	0.99529	0.47947	0.66984
ACSL5	4	0.011497	0.065153	0.71044	0.97245	0.94805	0.97362
OR5D16	4	0.016492	0.22031	0.69087	0.96681	0.82563	0.90513
DCHS2	4	0.2323	1.4057	0.080774	0.4308	0.1598	0.4508
ZNF302	4	0.17243	1.3628	0.18666	0.64544	0.17295	0.45117
ZNF366	4	0.15288	0.8969	0.23191	0.70387	0.36977	0.58325
CDK14	4	0.20818	1.5626	0.11556	0.51468	0.11814	0.4508
CCNI2	4	0.0021808	0.07535	0.74329	0.97656	0.93994	0.96911
ARHGAP6	4	0.12169	1.0173	0.31813	0.78908	0.30899	0.53115
CHFR	4	0.11389	0.98325	0.3423	0.80758	0.32548	0.54585
GFRA1	4	0.19942	1.341	0.13053	0.54739	0.17991	0.4538
LOC100130880	4	0.31371	1.513	0.020141	0.1868	0.13029	0.4508
METTL21B	4	-0.15844	-1.03	0.75569	0.97826	0.30299	0.5268
MAPKAP1	4	-0.64466	-2.0708	0.12383	0.53287	0.038379	0.3127
C12orf66	4	0.3162	1.5528	0.018833	0.17857	0.12048	0.4508
CD68	4	0.081206	0.78928	0.45352	0.881	0.42995	0.63141
SPOCK2	4	0.0048748	0.04145	0.73523	0.97656	0.96694	0.98362
FAM193A	4	0.01569	0.16699	0.69401	0.96847	0.86738	0.92995
WFDC10A	4	0.0099463	0.10342	0.71598	0.97245	0.91763	0.95719
CST9L	4	-0.071625	-0.42174	0.99916	0.99958	0.67321	0.8097
PIGX	4	0.015512	0.16407	0.69464	0.96863	0.86968	0.93123
OR14C36	4	-0.060255	-0.65961	0.96416	0.99699	0.50951	0.69087
CNN3	4	0.24237	1.2969	0.070207	0.40084	0.19468	0.45875
AGPAT4	4	0.01111	0.17272	0.71195	0.97245	0.86287	0.92745
ZNF221	4	0.14528	1.4356	0.25127	0.72705	0.15111	0.4508
KCTD18	4	0.18782	1.2658	0.15417	0.5983	0.20559	0.46376
SPINT3	4	-0.01342	-0.20177	0.80031	0.98525	0.84009	0.91328
ERICH6	4	0.096547	1.432	0.39859	0.84571	0.15215	0.4508
ZNF467	4	-0.1632	-2.0166	0.7446	0.97709	0.043741	0.33892
SWT1	4	-0.23787	-1.6423	0.58446	0.94128	0.10053	0.4508
SNX18	4	-0.01604	-0.098914	0.81067	0.98688	0.92121	0.95893
BCL2L15	4	0.20824	1.4588	0.11551	0.51457	0.14461	0.4508
LZIC	4	-0.11921	-0.97148	0.85891	0.99126	0.33131	0.55026
UBR3	4	-0.0023366	-0.017265	0.76019	0.97868	0.98623	0.99314
MON1B	4	0.0069493	0.041692	0.72707	0.97498	0.96674	0.98357
SSR1	4	-0.11515	-1.0902	0.87047	0.99261	0.2756	0.5071
MBD3L2	4	-0.63086	-1.5801	0.13115	0.54894	0.11409	0.4508
AGT	4	0.010326	0.086724	0.71467	0.97245	0.93089	0.96418
GRIK2	4	0.0099002	0.45967	0.71619	0.97245	0.64575	0.79156
MAML3	4	0.10547	0.77117	0.36929	0.82679	0.44061	0.64081
CLDN11	4	0.15447	1.4287	0.2283	0.69888	0.15309	0.4508
ZNF708	4	0.20326	1.4469	0.12409	0.53344	0.14792	0.4508
MFSD6	4	0.17379	1.3654	0.18399	0.64304	0.17211	0.4508
NTNG1	4	0.07863	0.46577	0.46283	0.88718	0.64138	0.78832
CLRN3	4	0.20277	1.5845	0.12456	0.5335	0.11307	0.4508
POU5F1	4	-0.051013	-0.30919	0.93398	0.99529	0.75718	0.86304
NOSTRIN	4	0.1089	1.1341	0.35825	0.82024	0.25675	0.49424
ZNF560	4	0.15306	1.2526	0.23128	0.70264	0.21036	0.4665
PDE5A	4	0.048287	0.37175	0.5741	0.9386	0.71008	0.83302
PSCA	4	-0.092744	-0.88906	0.93372	0.99529	0.37397	0.58713
PCDHGC4	4	-0.12604	-1.1056	0.83918	0.9885	0.2689	0.50302
C7orf69	4	0.00084155	0.006345	0.74868	0.97737	0.99494	0.99778
PGPEP1L	4	-0.019365	-0.28464	0.82307	0.98801	0.77592	0.87472
SBF2	4	0.17633	1.3948	0.17829	0.63523	0.16308	0.4508
BTRC	4	-0.042251	-0.36164	0.90494	0.99317	0.71762	0.83862
MORN4	4	-0.031195	-0.34453	0.86492	0.99226	0.73045	0.84575
RBP2	4	-0.043427	-0.45798	0.90955	0.99383	0.64697	0.79244
CALCB	4	-0.1533	-0.81928	0.76798	0.98004	0.41263	0.61754
SAFB	4	-0.86114	-2.5087	0.049856	0.33033	0.012117	0.14564
MINOS1-NBL1	4	-0.10606	-1.3699	0.89459	0.99298	0.17071	0.4508
SLCO2B1	4	0.21907	0.98369	0.098509	0.4777	0.32527	0.54568
UNC79	4	-0.0092822	-0.096219	0.78546	0.98214	0.92335	0.95999
NAALAD2	4	0.064844	1.1041	0.5118	0.90954	0.26953	0.50346
C11orf80	4	-0.14811	-1.3838	0.78007	0.98125	0.16643	0.4508
HAPLN3	4	-0.013816	-0.085991	0.80251	0.98599	0.93147	0.96458
VPS26A	4	-0.35734	-1.7561	0.38771	0.83935	0.079067	0.4508
PDE6C	4	0.30481	1.3566	0.024013	0.21123	0.17492	0.4514
UBL3	4	-0.09075	-1.1729	0.93931	0.99529	0.24083	0.48495
YPEL4	4	-0.2541	-1.6433	0.55402	0.92993	0.10032	0.4508
IFT122	4	-0.071668	-0.43951	0.99906	0.99958	0.66029	0.80071
NPS	4	0.042305	0.27211	0.59581	0.94549	0.78554	0.88104
OR6C4	4	0.30812	1.3726	0.022129	0.19925	0.16989	0.4508
DLG4	4	-0.099464	-1.1205	0.91347	0.99426	0.26249	0.49945
MSH2	4	-0.055348	-0.30771	0.94831	0.99668	0.7583	0.86372
OR6S1	4	-0.13775	-1.8389	0.80957	0.98649	0.065932	0.42375
TMSB15A	4	0.17893	1.6456	0.17285	0.62811	0.099853	0.4508
ANG	4	-0.032109	-0.80676	0.86838	0.99261	0.4198	0.62369
SLITRK4	4	0.18089	1.2364	0.16835	0.621	0.21632	0.46967
SLC25A35	4	-0.0063367	-0.028505	0.77468	0.98027	0.97726	0.98874
PVRL4	4	0.070248	1.295	0.49187	0.89945	0.19531	0.45908
RNASE10	4	0.066365	1.1453	0.50667	0.90624	0.25207	0.49152
CRLF2	4	0.17805	0.81282	0.1751	0.63124	0.41632	0.62056
FBXL16	4	-0.14031	-1.6387	0.80256	0.98599	0.10128	0.4508
SMIM23	4	0.14804	1.5681	0.24421	0.71945	0.11686	0.4508
GRID1	4	0.13148	1.6763	0.28972	0.76487	0.093676	0.4508
MRPS10	4	-1.3606	-2.7379	0.007481	0.097945	0.0061842	0.089215
FBXO32	4	0.11497	1.5028	0.33869	0.80674	0.13288	0.4508
CDH2	4	-0.022079	-0.26985	0.83338	0.9885	0.78727	0.88205
ATRIP	4	-1.1163	-2.3459	0.019043	0.18047	0.018979	0.19484
SPDYE5	4	-1.152	-2.0683	0.016898	0.16823	0.03861	0.31366
TUBB3	4	-0.2764	-1.8029	0.51729	0.91251	0.071407	0.44215
ITLN2	4	0.30297	1.5185	0.024954	0.21741	0.1289	0.4508
MPEG1	4	0.11935	1.2592	0.32509	0.79432	0.20797	0.46556
ARSH	4	0.24229	1.573	0.070364	0.40143	0.11573	0.4508
TRIM21	4	0.037609	1.2129	0.61329	0.94992	0.22518	0.47535
PRKCB	4	0.12581	0.78948	0.30583	0.7776	0.42983	0.63131
EIF4G3	4	0.10921	1.5675	0.35721	0.81988	0.11699	0.4508
BCL6	4	-0.26772	-1.9425	0.53147	0.91981	0.052074	0.37477
CERK	4	0.13584	0.88474	0.27769	0.75316	0.3763	0.58885
CD207	4	-0.12713	-1.3816	0.83615	0.9885	0.16709	0.4508
THBS2	4	0.20366	1.501	0.12325	0.53075	0.13335	0.4508
PITX2	4	0.0026691	0.064486	0.74135	0.97656	0.94858	0.97391
CAPS	4	-0.41944	-1.896	0.30876	0.7811	0.057955	0.39764
ITGBL1	4	-0.030004	-0.72477	0.86116	0.99133	0.4686	0.66192
ZNF804B	4	0.18269	1.4256	0.1649	0.61611	0.154	0.4508
HTR2C	4	0.097299	0.92099	0.39655	0.844	0.35705	0.57162
ZFAND4	4	0.01565	0.14463	0.69411	0.96847	0.88501	0.93944
SMPD3	4	-0.20401	-1.4298	0.65252	0.95989	0.15278	0.4508
C7	4	0.21957	1.4444	0.097934	0.47743	0.14864	0.4508
JUP	4	0.20474	1.1847	0.12132	0.52717	0.23615	0.48165
GDPGP1	4	-0.03371	-0.3519	0.87361	0.9927	0.72492	0.84258
RHBDD1	4	0.1745	1.2821	0.18221	0.63985	0.19982	0.46145
BTLA	4	0.22397	1.0769	0.092545	0.46333	0.28154	0.51167
CSRP3	4	0.12947	1.4211	0.295	0.767	0.15528	0.4508
LRRC20	4	0.22652	1.4471	0.088778	0.45314	0.14788	0.4508
HOXB9	4	-0.44767	-2.1938	0.27622	0.75217	0.028247	0.2586
GRN	4	0.020206	0.58465	0.6769	0.96522	0.55878	0.72764
OR10H4	4	-0.018891	-0.44818	0.82061	0.98735	0.65402	0.79679
HRH1	4	0.10629	0.95767	0.36715	0.82555	0.33823	0.55634
GALK2	4	-0.022875	-0.11375	0.8361	0.9885	0.90943	0.95337
P4HA2	4	0.14999	1.3612	0.2396	0.71484	0.17346	0.45117
LHX8	4	0.31991	1.3076	0.017787	0.1732	0.19102	0.4565
PPP1R9B	4	-0.073278	-0.64904	0.99398	0.99932	0.51631	0.69571
CSAD	4	0.19445	1.4241	0.14041	0.56997	0.15443	0.4508
VTI1B	4	-0.14192	-1.494	0.79775	0.98381	0.13518	0.4508
FAT4	4	0.22394	1.3975	0.092545	0.46333	0.16226	0.4508
CT45A10	4	0.17778	1.3859	0.17536	0.63133	0.16577	0.4508
PRAC2	4	-0.010288	-0.024491	0.78891	0.98245	0.98046	0.99043
TMEM145	4	-0.0050339	-0.069016	0.77002	0.98004	0.94498	0.97172
VPS35	4	-0.91314	-2.5458	0.041067	0.29401	0.010902	0.13514
MSMB	4	-0.15355	-1.2138	0.76736	0.98004	0.22483	0.47504
SKA1	4	-0.051372	-0.26736	0.93492	0.99529	0.78919	0.88317
KATNAL2	4	0.08411	0.47938	0.44279	0.87429	0.63167	0.78115
OR7A5	4	0.028555	0.48328	0.64708	0.95921	0.6289	0.77909
TOX	4	0.068881	0.91633	0.49642	0.90083	0.35949	0.57411
C5orf67	4	0.016883	0.34508	0.68951	0.96681	0.73003	0.84546
NPAT	4	-0.76763	-2.2903	0.072561	0.4081	0.022006	0.21656
MMP13	4	-0.079949	-0.65117	0.97358	0.99727	0.51494	0.69459
SLC12A8	4	0.22468	1.5389	0.091237	0.45992	0.12383	0.4508
BEND4	4	0.089222	0.88111	0.4248	0.86026	0.37826	0.59004
FKBP4	4	-0.065527	-0.47505	0.98043	0.99782	0.63475	0.78354
EPHA1	4	0.16325	1.3118	0.20717	0.67089	0.18957	0.4559
KLF15	4	0.2652	1.5867	0.048601	0.3246	0.11259	0.4508
TMIE	4	0.19046	1.2307	0.14816	0.58561	0.21845	0.47113
MAGEC2	4	0.15323	1.265	0.23118	0.70243	0.20587	0.46394
TNPO2	4	-0.096949	-0.64744	0.92053	0.99525	0.51735	0.69651
HMSD	4	0.094296	0.62056	0.40759	0.85179	0.53489	0.70929
TMEM259	4	-0.0085083	-0.12091	0.78295	0.98125	0.90377	0.95052
VAMP7	4	0.16728	1.4597	0.1977	0.65986	0.14436	0.4508
KRT13	4	0.27569	1.4688	0.040544	0.29201	0.14189	0.4508
ATP12A	4	0.03548	0.74124	0.62161	0.9527	0.45855	0.65426
LFNG	4	-0.018028	-0.21675	0.81721	0.98699	0.82841	0.90698
RNF214	4	-0.068607	-1.3349	0.99126	0.99853	0.18192	0.45386
SNAP91	4	0.045296	0.70637	0.58472	0.94139	0.47996	0.66996
MUC22	4	0.029522	0.45836	0.64321	0.9576	0.64669	0.7923
APBA3	4	-0.34402	-1.7306	0.40753	0.85179	0.083529	0.4508
JADE3	4	0.11443	1.5847	0.34088	0.80674	0.11302	0.4508
EGLN1	4	0.019084	0.19232	0.68088	0.96572	0.84749	0.91831
CRP	4	-0.29342	-1.1059	0.48815	0.89859	0.26878	0.50302
HAGHL	4	-0.25022	-1.2058	0.56082	0.93307	0.2279	0.4773
ZFAND2A	4	0.0060337	0.088404	0.73032	0.97513	0.92956	0.96347
ACTN4	4	-0.062957	-0.72776	0.97274	0.99727	0.46676	0.66046
CDC42EP2	4	-0.092616	-1.4227	0.93419	0.99529	0.15483	0.4508
P2RY12	4	0.13458	0.91052	0.28177	0.75835	0.36255	0.57728
NOV	4	-0.1303	-1.0609	0.82862	0.9885	0.28873	0.51666
SETD1B	4	-0.010777	-0.13435	0.79027	0.98245	0.89312	0.94404
NKD2	4	-0.030495	-0.29048	0.86262	0.99188	0.77145	0.87206
OR14I1	4	0.27808	1.6019	0.039027	0.28604	0.10919	0.4508
TRPM2	4	0.073614	1.6604	0.48119	0.89518	0.096826	0.4508
RBM10	4	-0.80807	-2.6745	0.061052	0.37344	0.0074845	0.10307
TMTC3	4	0.37563	1.2548	0.0062255	0.086357	0.20955	0.46637
COL5A1	4	0.18339	1.4372	0.16354	0.61466	0.15066	0.4508
PYGB	4	0.18588	0.97273	0.15773	0.604	0.33069	0.54983
TMEM100	4	0.13509	1.0673	0.27994	0.75633	0.28584	0.51482
PROB1	4	0.017966	0.22706	0.68548	0.96654	0.82038	0.90148
NUGGC	4	0.016402	0.23776	0.69113	0.96681	0.81206	0.89617
SLC24A5	4	0.14202	1.4639	0.26027	0.73758	0.14321	0.4508
RNF170	4	0.13989	1.2463	0.2656	0.74345	0.21264	0.46757
ADRBK2	4	-0.13273	-1.4041	0.8226	0.98787	0.1603	0.4508
OR56A3	4	0.08043	1.1508	0.45613	0.88223	0.2498	0.49009
GLUD2	4	0.18695	1.3232	0.15527	0.59935	0.18578	0.45545
MDM1	4	0.22909	1.0101	0.085796	0.44568	0.31245	0.53408
RARRES3	4	0.17354	1.0594	0.18457	0.6438	0.28939	0.51719
MUC15	4	0.42551	1.4426	0.001988	0.041215	0.14913	0.4508
AP3B2	4	0.37144	1.517	0.0069056	0.092697	0.12926	0.4508
DEFB108B	4	-0.0036161	-0.042773	0.76505	0.97951	0.96588	0.98311
MS4A12	4	0.25855	1.5956	0.055192	0.35202	0.11057	0.4508
MFAP2	4	0.19504	1.4777	0.139	0.5664	0.13949	0.4508
OXGR1	4	-0.079122	-1.0692	0.97594	0.99738	0.28497	0.51403
ASIC1	4	-0.15735	-1.1979	0.75794	0.97868	0.23096	0.47923
GAP43	4	0.23736	1.6486	0.075647	0.41578	0.09922	0.4508
TMEM101	4	0.047195	0.53437	0.57824	0.93997	0.59309	0.75356
OR2Z1	4	0.029454	0.28704	0.64358	0.9576	0.77408	0.87352
GCSAM	4	0.034566	1.0122	0.62527	0.95418	0.31145	0.53312
RALGPS1	4	0.010211	0.12642	0.71499	0.97245	0.8994	0.94774
PANX1	4	-0.024885	-0.32465	0.84384	0.98915	0.74544	0.85568
IER2	4	-0.14886	-0.84746	0.77876	0.98124	0.39674	0.60543
DOCK5	4	-0.0047083	-0.10659	0.76872	0.98004	0.91511	0.95571
CPAMD8	4	0.094526	0.83458	0.40649	0.85123	0.40396	0.61076
CCDC65	4	0.20897	1.3405	0.11436	0.51287	0.18008	0.4538
MMD2	4	-0.060994	-1.3967	0.96657	0.99699	0.16251	0.4508
CLDN34	4	-0.006685	-0.12181	0.77583	0.98063	0.90305	0.95017
CDH23	4	0.15024	1.1386	0.23887	0.7131	0.25485	0.49256
HLA-DMB	4	0.16951	1.1726	0.19309	0.65327	0.24094	0.48495
REG3G	4	0.15052	1.2401	0.23829	0.71216	0.21493	0.46874
S100A9	4	0.15752	1.1607	0.22072	0.68972	0.24576	0.48807
ADAM23	4	0.026875	0.38665	0.6532	0.95989	0.69901	0.82535
ZNF180	4	0.012092	0.17426	0.70871	0.97245	0.86166	0.92683
TRMT12	4	-0.22406	-1.5912	0.61198	0.94936	0.11155	0.4508
SENP5	4	-0.1038	-1.0456	0.90154	0.99298	0.29574	0.52112
SPRY4	4	-0.075498	-0.448	0.98656	0.99846	0.65415	0.7969
JUNB	4	0.3797	1.2937	0.0059116	0.083272	0.19577	0.45921
TMC5	4	0.044984	0.45197	0.58582	0.94172	0.65129	0.79549
PDCD2	4	-2.1564	-4.0198	0.00020926	0.007874	5.8247e-05	0.0035929
METTL15	4	0.24718	1.6466	0.066021	0.38939	0.099636	0.4508
GCC2	4	0.25341	1.597	0.060371	0.37154	0.11027	0.4508
TSG101	4	-1.2959	-2.8935	0.0094167	0.11271	0.0038096	0.062401
PALD1	4	-0.13458	-1.0326	0.81784	0.98712	0.30181	0.52596
CBFA2T2	4	-0.1471	-1.9406	0.78263	0.98125	0.052307	0.37546
SOS2	4	0.11451	1.0834	0.34057	0.80674	0.27864	0.50934
UBXN11	4	-0.21224	-1.8465	0.63615	0.9576	0.064813	0.42039
CLMN	4	-0.066177	-0.94505	0.98279	0.99846	0.34463	0.56138
CFAP44	4	0.095159	1.0134	0.40403	0.8498	0.31085	0.53271
BTG3	4	0.11025	1.0049	0.35402	0.81707	0.31493	0.53584
C10orf35	4	0.095578	0.88912	0.40288	0.8498	0.37394	0.58713
TM6SF1	4	0.27987	0.8931	0.037824	0.28045	0.3718	0.58499
TMEM147	4	-0.21105	-1.6113	0.63788	0.9576	0.10712	0.4508
ASMTL	4	0.19653	1.6633	0.13628	0.56117	0.096252	0.4508
ADRA2B	4	0.0010761	0.0089113	0.74805	0.97737	0.99289	0.9968
PGPEP1	4	-0.12301	-1.1659	0.84787	0.98993	0.24367	0.48667
TMEM65	4	-0.0097682	-0.082374	0.78692	0.98245	0.93435	0.96588
FZD5	4	0.13078	0.81281	0.29166	0.7653	0.41633	0.62056
MYO5A	4	0.069569	0.50249	0.49427	0.8997	0.61532	0.76935
ZEB2	4	0.18358	1.1083	0.16307	0.61334	0.26774	0.50239
MTRNR2L7	4	0.058899	0.44954	0.53377	0.92143	0.65305	0.79611
PLB1	4	0.044871	0.86224	0.58608	0.94175	0.38856	0.59916
OR6C2	4	-0.084198	-0.97234	0.96055	0.99699	0.33088	0.54989
OVOL1	4	-0.10319	-1.0191	0.90332	0.99298	0.30816	0.5302
SLITRK6	4	0.11669	1.2208	0.33372	0.8035	0.22218	0.47324
SP8	4	0.073611	1.05	0.48119	0.89518	0.29372	0.51947
PTH	4	0.25234	1.6028	0.06147	0.37504	0.10897	0.4508
ZFAND3	4	0.042362	1.324	0.5954	0.94549	0.1855	0.45507
LRIG3	4	6.3203e-05	0.0013271	0.75145	0.97737	0.99894	0.99962
ST8SIA5	4	-0.058232	-0.65394	0.95679	0.99668	0.51315	0.69321
NPPB	4	-0.013401	-0.091726	0.80026	0.98525	0.92692	0.96152
DECR1	4	0.15639	1.2701	0.2237	0.69382	0.20407	0.46325
CRYZ	4	0.091132	0.86055	0.41889	0.85814	0.38949	0.5997
ZSCAN30	4	0.087902	0.80243	0.42924	0.86359	0.4223	0.62591
NFATC2IP	4	-0.093702	-1.0759	0.93094	0.99529	0.28199	0.5118
TTC16	4	0.004271	0.041125	0.73707	0.97656	0.9672	0.98362
ZKSCAN8	4	-0.0067665	-0.066513	0.77625	0.9807	0.94697	0.97303
IGF2BP2	4	-0.20332	-1.5144	0.6543	0.95989	0.12991	0.4508
HSPA1B	4	0.060952	1.3608	0.52603	0.91667	0.17357	0.45119
SLC38A10	4	-0.0053704	-0.12617	0.77091	0.98004	0.89959	0.94784
ZNF358	4	-0.085511	-1.0948	0.9559	0.99668	0.27361	0.50569
PODN	4	0.1029	1.0035	0.3786	0.83255	0.31564	0.53638
SMAP2	4	-0.059688	-0.36335	0.96218	0.99699	0.71634	0.83779
ZNF705D	4	0.19301	1.6194	0.14319	0.5756	0.10537	0.4508
HIST2H4B	4	-0.75646	-2.3538	0.07706	0.41966	0.01858	0.1924
C10orf54	4	0.1632	0.91167	0.20722	0.67089	0.36194	0.57664
CC2D2A	4	0.13918	1.3015	0.26785	0.74648	0.19308	0.45746
KIF21B	4	0.27842	1.532	0.038661	0.28423	0.12553	0.4508
SULT1C4	4	0.026736	0.29743	0.65383	0.95989	0.76613	0.86892
IL18BP	4	0.029086	0.1924	0.64494	0.9576	0.84743	0.91828
ASS1	4	-0.23917	-0.75712	0.58227	0.94029	0.44898	0.64713
TMEM249	4	-0.33998	-1.8705	0.41339	0.85566	0.061413	0.41032
ABO	4	0.041243	0.45064	0.59953	0.94617	0.65225	0.79606
GPX3	4	0.37006	1.4158	0.0070102	0.093575	0.15683	0.4508
GYS2	4	-0.15122	-0.67854	0.77332	0.98011	0.49743	0.68253
SDF4	4	0.037262	0.5142	0.61433	0.95028	0.60711	0.76439
BTBD6	4	0.10724	1.2852	0.36338	0.82334	0.19873	0.46119
STOML3	4	0.056061	1.3315	0.54533	0.92583	0.18301	0.45449
NIPAL3	4	0.006191	0.034753	0.72979	0.97498	0.97228	0.98574
PRRG4	4	0.2143	1.4718	0.10562	0.49473	0.14107	0.4508
