Gene	sgRNA	Cont1|beta	Cont1|z	Cont1|p-value	Cont1|fdr	Cont1|wald-p-value	Cont1|wald-fdr
RHEBL1	4	0.038518	0.44757	0.59012	0.92683	0.65446	0.78037
CUX1	4	0.038587	0.40528	0.58967	0.92671	0.68527	0.80213
KCNB2	4	0.10874	1.5963	0.30532	0.75852	0.11043	0.45658
PYGO1	4	0.23255	1.4717	0.044847	0.30701	0.1411	0.45658
STX12	4	-0.042178	-0.68585	0.92826	0.99278	0.49281	0.70223
GLI1	4	-0.12516	-1.5897	0.7879	0.97651	0.11189	0.45658
LARGE	4	0.0951	0.96136	0.35529	0.80319	0.33637	0.57975
SLC45A2	4	0.1478	1.3504	0.18471	0.6203	0.17687	0.45963
LGI1	4	0.11665	1.3207	0.27793	0.73251	0.1866	0.46265
CLUH	4	-0.31586	-2.0867	0.35514	0.80319	0.036918	0.32284
HTRA4	4	-0.029423	-0.38387	0.87849	0.98722	0.70107	0.81337
RNF113B	4	0.083746	0.77947	0.39875	0.83472	0.4357	0.66256
ORC1	4	-1.2208	-3.0379	0.00079551	0.01406	0.0023827	0.049919
ZNF430	4	0.15338	1.4579	0.17029	0.60119	0.14486	0.45658
KCNMB2	4	0.036182	0.50419	0.60026	0.93047	0.61413	0.75286
LHPP	4	-0.059508	-0.93456	0.99334	0.99835	0.35001	0.59132
BIRC7	4	0.062509	0.61185	0.48461	0.88054	0.54064	0.71308
OR52N5	4	0.32576	1.45	0.0044747	0.056533	0.14706	0.45658
ZNF280A	4	0.065958	0.55044	0.47014	0.87369	0.58202	0.72996
MUL1	4	0.024404	0.14531	0.6542	0.94894	0.88447	0.9345
DACH1	4	0.059465	0.85801	0.49888	0.88885	0.39089	0.62595
LRRC4C	4	0.2286	1.4916	0.048327	0.31734	0.13581	0.45658
SLIRP	4	-0.4555	-1.6922	0.16616	0.59474	0.090602	0.45658
HSD17B14	4	0.038427	0.46818	0.59071	0.92726	0.63966	0.77062
UBIAD1	4	0.039834	0.82362	0.5844	0.92444	0.41016	0.64223
LGALS4	4	0.078876	0.84524	0.41928	0.84868	0.39798	0.63229
BAIAP2L1	4	-0.11119	-1.02	0.8318	0.98175	0.30773	0.55632
PAX4	4	-0.042973	-0.32524	0.93139	0.99278	0.745	0.84365
TPRA1	4	0.089843	1.3123	0.37598	0.82165	0.18943	0.46422
PRPH2	4	-0.00033478	-0.0035244	0.75936	0.97231	0.99719	0.99838
ZNF177	4	-0.0049229	-0.082256	0.77795	0.97514	0.93444	0.96283
DAAM2	4	0.081341	1.6582	0.40899	0.8424	0.097275	0.45658
FIGNL1	4	-0.10131	-1.0889	0.86059	0.9845	0.27618	0.53024
AGAP3	4	0.08589	0.85892	0.39079	0.82929	0.39039	0.62559
ADGRF2	4	0.18856	1.4365	0.096604	0.46174	0.15085	0.45658
ZCCHC10	4	-0.031575	-0.36355	0.88719	0.98722	0.7162	0.82367
BHLHE23	4	-0.01648	-0.22589	0.82663	0.98115	0.82129	0.89633
GOLGA6D	4	-0.81681	-2.2874	0.020087	0.17821	0.022172	0.2317
INAFM1	4	-0.040432	-0.29574	0.92219	0.99278	0.76743	0.85934
PRPH	4	0.17657	1.3291	0.11823	0.50888	0.1838	0.46213
ADAMTSL2	4	0.11361	1.0141	0.28817	0.74238	0.31055	0.55848
KRT38	4	0.056985	0.45842	0.50912	0.89385	0.64665	0.77585
METTL23	4	-0.13355	-1.4669	0.76388	0.97283	0.1424	0.45658
PFDN1	4	-0.27237	-1.6875	0.43902	0.85793	0.091513	0.45658
PRAMEF14	4	0.044977	0.2969	0.56222	0.916	0.76654	0.85891
RASL12	4	-0.14075	-1.6831	0.74425	0.9698	0.092353	0.45658
Non-Targeting_Control-N202	1	0.25795	0.62302	0.26664	0.72248	0.53327	0.71164
EVL	4	-0.030825	-0.23879	0.8848	0.98722	0.81127	0.88919
GBF1	4	-0.89139	-2.6029	0.011237	0.11548	0.0092444	0.12606
RP9	4	0.065629	0.9208	0.47173	0.8752	0.35716	0.59807
SH3BP5L	4	0.068441	0.64613	0.46119	0.87107	0.5182	0.70937
CHAMP1	4	-0.22197	-1.8289	0.54423	0.90936	0.067418	0.45163
STK38L	4	0.071337	0.51123	0.44931	0.86325	0.60919	0.7495
AVPR2	4	0.04909	0.61641	0.54497	0.90951	0.53763	0.71275
HYDIN	4	0.016328	0.18711	0.6898	0.95881	0.85158	0.91485
TSPAN10	4	-0.12935	-0.94996	0.77482	0.97382	0.34213	0.58484
ZNF365	4	0.14491	1.3921	0.19236	0.63111	0.1639	0.45704
METTL12	4	-0.091504	-0.51564	0.89251	0.98806	0.60611	0.74725
C2orf54	4	-0.053599	-0.8327	0.97067	0.99619	0.40501	0.63777
ARHGEF25	4	0.038596	0.77712	0.58962	0.92671	0.43709	0.66424
C9orf117	4	0.16343	1.6639	0.14518	0.55693	0.096124	0.45658
LCA5	4	0.13906	1.1056	0.20778	0.65021	0.26891	0.52515
SPX	4	0.24384	1.4484	0.035599	0.26578	0.1475	0.45658
POMC	4	0.052722	1.0275	0.52648	0.89938	0.30418	0.55304
LY9	4	0.15186	1.4941	0.17481	0.60865	0.13515	0.45658
GSE1	4	0.087356	1.3559	0.38443	0.82431	0.17514	0.4587
DEPDC1	4	0.11755	1.5062	0.27465	0.72886	0.13202	0.45658
LDAH	4	0.27589	1.5696	0.016954	0.15794	0.11652	0.45658
ZNF263	4	-0.1496	-1.8226	0.71879	0.96541	0.068368	0.45502
RTKN2	4	0.1394	0.96783	0.20668	0.64923	0.33313	0.57706
SIAH3	4	0.25357	1.4218	0.028837	0.23016	0.15509	0.45658
PDE12	4	-1.0737	-2.9844	0.0030826	0.041949	0.002841	0.055747
AGAP1	4	-0.050083	-0.44527	0.95754	0.99531	0.65613	0.7817
FAM104B	4	0.15795	1.1786	0.1593	0.58202	0.23857	0.5012
TMEM11	4	-0.40339	-2.1313	0.21946	0.66476	0.033067	0.30007
IRS1	4	-0.058195	-0.76434	0.98762	0.99719	0.44466	0.66983
Non-Targeting_Control-N234	1	0.20813	0.63935	0.38035	0.82313	0.52259	0.70944
Non-Targeting_Control-N214	1	0.016437	0.70399	0.95769	0.99531	0.48144	0.6967
ACSBG2	4	0.0053904	0.15697	0.73544	0.96879	0.87527	0.92884
MIEN1	4	-0.054655	-0.46677	0.97454	0.99619	0.64067	0.77137
MAPK10	4	0.049233	0.89905	0.54413	0.90936	0.36862	0.60715
HSD17B1	4	0.20437	1.0582	0.074081	0.40189	0.28994	0.54097
ZNF551	4	0.23401	1.4529	0.043256	0.30062	0.14625	0.45658
SPEG	4	-0.07932	-0.63122	0.93447	0.99278	0.5279	0.71018
TAS2R13	4	0.010172	0.14686	0.71591	0.96463	0.88324	0.9338
MUC16	4	0.014198	0.23124	0.69875	0.96116	0.81713	0.89333
ENDOV	4	-0.08767	-0.67236	0.90558	0.99055	0.50135	0.70535
KMT2B	4	-0.023481	-0.32531	0.85442	0.9845	0.74495	0.84365
ACSL5	4	0.16185	1.3862	0.14911	0.5637	0.1657	0.45711
OR5D16	4	0.039242	0.51897	0.58664	0.92548	0.60378	0.74542
DCHS2	4	0.092078	1.306	0.36747	0.81506	0.19154	0.46476
ZNF302	4	0.1444	1.6079	0.19336	0.63169	0.10785	0.45658
ZNF366	4	0.065309	0.69669	0.47338	0.87654	0.486	0.6987
CDK14	4	0.25001	1.5203	0.031422	0.24534	0.12843	0.45658
CCNI2	4	-0.016726	-0.15909	0.82713	0.98115	0.8736	0.92804
ARHGAP6	4	0.21275	1.5842	0.063094	0.36645	0.11316	0.45658
CHFR	4	0.07156	0.48681	0.44857	0.86318	0.6264	0.76168
GFRA1	4	0.053345	0.56426	0.52399	0.89938	0.57258	0.72438
LOC100130880	4	0.11398	0.75641	0.28663	0.74081	0.4494	0.67333
METTL21B	4	-0.2111	-1.2438	0.57018	0.91985	0.21358	0.48179
MAPKAP1	4	-0.41137	-2.1932	0.21001	0.6512	0.028294	0.27204
C12orf66	4	0.15733	1.0063	0.16094	0.58461	0.31429	0.5615
CD68	4	-0.02724	-0.19774	0.86979	0.98602	0.84325	0.90924
SPOCK2	4	-0.078481	-0.82756	0.93701	0.99278	0.40792	0.64006
FAM193A	4	0.13252	1.1223	0.22513	0.66992	0.26176	0.51892
WFDC10A	4	0.10322	1.1246	0.32551	0.77703	0.26075	0.51792
CST9L	4	0.099104	0.74195	0.34008	0.79057	0.45811	0.68008
PIGX	4	0.012407	0.16961	0.70661	0.96315	0.86532	0.92305
OR14C36	4	-0.055389	-0.41817	0.97673	0.9962	0.67583	0.79531
CNN3	4	0.088271	1.0317	0.38125	0.82325	0.3022	0.55092
AGPAT4	4	-0.012055	-0.15172	0.80963	0.98068	0.87941	0.93153
ZNF221	4	0.12219	1.165	0.25879	0.71305	0.24401	0.50373
KCTD18	4	0.11601	1.1419	0.27972	0.73339	0.25351	0.51101
SPINT3	4	0.07737	0.98052	0.42515	0.85059	0.32683	0.57201
ERICH6	4	0.029965	0.73762	0.62979	0.94032	0.46074	0.68209
ZNF467	4	0.052907	0.95122	0.52583	0.89938	0.34149	0.5844
SWT1	4	-0.21812	-2.0768	0.55303	0.91197	0.037822	0.32789
SNX18	4	-0.030752	-0.44897	0.88455	0.98722	0.65345	0.77964
BCL2L15	4	-0.0055864	-0.19074	0.78089	0.97543	0.84873	0.91277
LZIC	4	-0.0107	-0.15558	0.80321	0.97874	0.87636	0.92975
UBR3	4	-0.002521	-0.043103	0.76801	0.97325	0.96562	0.98158
MON1B	4	0.078319	0.83068	0.42192	0.85013	0.40615	0.63871
SSR1	4	-0.09812	-1.3934	0.87113	0.98677	0.1635	0.4568
MBD3L2	4	-0.50701	-1.9233	0.12544	0.52377	0.054446	0.40393
AGT	4	-0.12939	-0.71706	0.77467	0.97382	0.47334	0.69078
GRIK2	4	-0.02358	-0.5491	0.85472	0.9845	0.58293	0.73068
MAML3	4	0.050718	0.65342	0.53587	0.90412	0.51349	0.70845
CLDN11	4	0.3061	1.4287	0.007607	0.0861	0.15308	0.45658
ZNF708	4	-0.026749	-0.21009	0.8674	0.98532	0.8336	0.90447
MFSD6	4	0.13278	1.3116	0.22443	0.66919	0.18967	0.46453
NTNG1	4	0.12944	1.3283	0.23532	0.68529	0.18409	0.46213
CLRN3	4	-0.01632	-0.21509	0.82613	0.98115	0.8297	0.90204
POU5F1	4	-0.005333	-0.035607	0.77974	0.97538	0.9716	0.98452
NOSTRIN	4	0.13572	1.5601	0.21722	0.66162	0.11873	0.45658
ZNF560	4	0.028317	0.42306	0.63621	0.94255	0.67225	0.79304
PDE5A	4	0.11876	0.52316	0.27102	0.72603	0.60086	0.74354
PSCA	4	0.12204	1.1554	0.25938	0.71348	0.24792	0.50716
PCDHGC4	4	0.15279	0.97118	0.17208	0.60408	0.33146	0.57617
C7orf69	4	0.12611	0.79203	0.24581	0.69908	0.42834	0.65745
PGPEP1L	4	-0.023973	-0.21798	0.85641	0.9845	0.82744	0.90037
SBF2	4	0.019437	0.20147	0.67563	0.95368	0.84033	0.9075
BTRC	4	-0.069965	-1.0076	0.96868	0.99606	0.31363	0.56078
MORN4	4	-0.036745	-0.48086	0.90737	0.99104	0.63062	0.76453
RBP2	4	0.002036	0.021425	0.74877	0.97024	0.98291	0.99099
CALCB	4	-0.14065	-0.62473	0.74474	0.9698	0.53215	0.71155
SAFB	4	-0.53367	-2.2412	0.10874	0.48883	0.025012	0.25191
MINOS1-NBL1	4	-0.017649	-0.28099	0.83105	0.98175	0.77871	0.86714
SLCO2B1	4	0.09898	1.3728	0.34048	0.79057	0.1698	0.45757
UNC79	4	0.082152	0.9799	0.40561	0.84033	0.32714	0.57229
NAALAD2	4	0.12503	1.1545	0.24914	0.70241	0.24828	0.50733
C11orf80	4	-0.13502	-1.1912	0.75971	0.97234	0.23357	0.49649
HAPLN3	4	0.025377	0.34594	0.64923	0.94699	0.72939	0.83308
VPS26A	4	-0.29796	-1.8329	0.38846	0.82758	0.066812	0.45033
PDE6C	4	0.13869	1.6231	0.20877	0.65021	0.10457	0.45658
UBL3	4	-0.037385	-0.2791	0.90991	0.99182	0.78017	0.86818
YPEL4	4	-0.16853	-1.3699	0.67046	0.95301	0.17071	0.45811
IFT122	4	-0.075266	-0.88932	0.94854	0.99473	0.37383	0.61074
NPS	4	0.16927	1.5244	0.13205	0.53333	0.12741	0.45658
OR6C4	4	0.11599	1.4337	0.27977	0.73339	0.15166	0.45658
Non-Targeting_Control-N888	1	0.14697	0.65978	0.5573	0.91412	0.5094	0.70755
DLG4	4	-0.040322	-0.58155	0.92164	0.99278	0.56087	0.72003
MSH2	4	-0.087859	-1.2098	0.90504	0.99055	0.22636	0.49104
OR6S1	4	-0.10163	-1.6393	0.85989	0.9845	0.10115	0.45658
TMSB15A	4	0.12254	1.6145	0.25745	0.71154	0.10642	0.45658
ANG	4	-0.18694	-1.8486	0.62412	0.93955	0.064521	0.4405
SLITRK4	4	0.081549	1.0124	0.40804	0.842	0.31135	0.55911
SLC25A35	4	0.036853	0.29624	0.59772	0.92956	0.76705	0.85919
PVRL4	4	0.17531	1.4132	0.12067	0.51398	0.1576	0.45658
RNASE10	4	0.11356	1.4326	0.28827	0.74238	0.15196	0.45658
CRLF2	4	0.13628	1.1837	0.21558	0.65977	0.23651	0.49942
FBXL16	4	-0.048623	-0.77334	0.95242	0.99517	0.43932	0.66587
Non-Targeting_Control-N889	1	-0.011075	-0.71283	0.95824	0.99531	0.47595	0.69252
SMIM23	4	0.12308	1.1926	0.25541	0.70924	0.23302	0.4963
GRID1	4	0.19136	1.3572	0.09203	0.44982	0.1747	0.4587
MRPS10	4	-0.79645	-2.0038	0.022423	0.19183	0.04509	0.36407
FBXO32	4	0.11394	1.5669	0.28673	0.74097	0.11713	0.45658
CDH2	4	0.16157	1.6063	0.15005	0.56536	0.1082	0.45658
ATRIP	4	-0.92257	-2.3792	0.0091483	0.09866	0.017351	0.19474
SPDYE5	4	-0.83443	-2.2076	0.01765	0.16217	0.027275	0.26625
TUBB3	4	-0.32505	-1.8635	0.33814	0.78916	0.062388	0.43239
ITLN2	4	-0.027889	-0.35134	0.87302	0.98706	0.72533	0.83079
MPEG1	4	0.19392	1.5807	0.088202	0.44064	0.11396	0.45658
ARSH	4	0.08368	1.0582	0.3991	0.83486	0.28998	0.54098
TRIM21	4	0.13703	1.5996	0.21359	0.65693	0.1097	0.45658
PRKCB	4	0.056397	0.71381	0.51186	0.89518	0.47534	0.69224
EIF4G3	4	0.016183	0.31894	0.6905	0.95938	0.74977	0.84675
BCL6	4	-0.031245	-1.0709	0.88629	0.98722	0.2842	0.5359
CERK	4	0.057378	0.65611	0.50753	0.89324	0.51175	0.70826
CD207	4	0.0244	0.38795	0.6542	0.94894	0.69805	0.8109
THBS2	4	0.067372	1.005	0.46507	0.87266	0.31491	0.5618
PITX2	4	-0.15632	-1.3526	0.70069	0.96141	0.1762	0.45937
Non-Targeting_Control-N901	1	0.19058	0.64518	0.42758	0.85267	0.51881	0.70937
CAPS	4	-0.24978	-1.7235	0.48486	0.88054	0.084791	0.45658
ITGBL1	4	0.26828	1.5763	0.020186	0.17878	0.11496	0.45658
ZNF804B	4	0.15164	1.4559	0.17536	0.60884	0.14542	0.45658
HTR2C	4	0.09536	0.74209	0.3545	0.80295	0.45804	0.68008
ZFAND4	4	0.10628	1.2666	0.31447	0.76713	0.20529	0.47666
SMPD3	4	-0.14283	-0.98378	0.73783	0.96951	0.32522	0.57059
C7	4	-0.071495	-0.87571	0.96346	0.99579	0.38119	0.61716
JUP	4	0.21647	1.3195	0.059414	0.3565	0.187	0.46268
GDPGP1	4	0.095043	0.66825	0.35549	0.80328	0.50397	0.70618
RHBDD1	4	-0.013696	-0.20793	0.81624	0.98115	0.83529	0.90513
BTLA	4	0.32719	1.5409	0.0043256	0.054786	0.12335	0.45658
CSRP3	4	0.15281	1.7179	0.17203	0.60408	0.085811	0.45658
LRRC20	4	-0.055061	-1.5393	0.97589	0.9962	0.12373	0.45658
HOXB9	4	-0.0012047	-0.013057	0.76299	0.97283	0.98958	0.99467
GRN	4	-0.10266	-0.95452	0.85731	0.9845	0.33982	0.58267
OR10H4	4	0.039193	0.90577	0.58688	0.92561	0.36506	0.60418
HRH1	4	0.26199	1.46	0.022871	0.19483	0.14429	0.45658
GALK2	4	-0.12003	-0.74004	0.80187	0.97842	0.45927	0.68096
P4HA2	4	0.065104	0.68341	0.47417	0.87662	0.49435	0.70276
LHX8	4	0.11224	1.6671	0.2929	0.74781	0.095492	0.45658
PPP1R9B	4	0.01267	0.14348	0.70541	0.96289	0.88591	0.93505
CSAD	4	0.1032	1.0569	0.32556	0.77703	0.29055	0.54179
VTI1B	4	-0.1121	-1.4816	0.82857	0.98117	0.13844	0.45658
FAT4	4	0.13564	0.91212	0.21732	0.66162	0.36171	0.60114
CT45A10	4	0.12746	1.0604	0.24144	0.6943	0.28897	0.54011
PRAC2	4	0.14157	0.6195	0.20042	0.64116	0.53558	0.71231
TMEM145	4	-0.069375	-0.89897	0.97101	0.99619	0.36867	0.60715
VPS35	4	-0.77869	-2.3913	0.025406	0.20968	0.016791	0.19069
MSMB	4	0.11258	0.82263	0.29145	0.74612	0.41072	0.64267
Non-Targeting_Control-N947	1	0.10472	0.67416	0.69119	0.95942	0.50021	0.70503
SKA1	4	-0.01547	-0.16932	0.8233	0.98115	0.86555	0.92313
KATNAL2	4	0.18145	1.0192	0.10913	0.4893	0.3081	0.55663
OR7A5	4	0.035195	0.46448	0.60518	0.93266	0.6423	0.77237
Non-Targeting_Control-N592	1	0.36479	0.589	0.10506	0.48005	0.55586	0.71788
TOX	4	0.14687	1.06	0.1867	0.622	0.28914	0.54024
C5orf67	4	0.0025181	0.037905	0.74668	0.97014	0.96976	0.98367
NPAT	4	-0.4958	-2.3113	0.13285	0.53483	0.020814	0.22209
MMP13	4	-0.06983	-0.87409	0.96937	0.99612	0.38207	0.61803
SLC12A8	4	0.11486	1.4234	0.2832	0.73754	0.15462	0.45658
BEND4	4	-0.16103	-0.60353	0.68866	0.95868	0.54616	0.71493
FKBP4	4	0.11745	1.2605	0.2752	0.7298	0.20748	0.47806
EPHA1	4	0.13795	1.2549	0.21101	0.65292	0.20951	0.47948
KLF15	4	0.2632	1.6172	0.022224	0.19119	0.10583	0.45658
TMIE	4	0.16408	0.95557	0.14374	0.55398	0.33929	0.58232
MAGEC2	4	0.27912	1.5412	0.016109	0.15305	0.12328	0.45658
TNPO2	4	-0.17483	-1.1871	0.6544	0.94896	0.2352	0.49822
HMSD	4	0.17222	1.3692	0.12668	0.52612	0.17095	0.4583
TMEM259	4	0.029326	1.1446	0.63297	0.94186	0.25238	0.51041
VAMP7	4	0.31739	1.5456	0.0057177	0.068047	0.1222	0.45658
KRT13	4	0.19115	1.5589	0.092527	0.4512	0.11902	0.45658
ATP12A	4	0.0063788	0.17291	0.73172	0.96791	0.86273	0.92112
LFNG	4	0.1595	1.4168	0.15567	0.57661	0.15653	0.45658
RNF214	4	0.059434	0.76821	0.49888	0.88885	0.44236	0.66822
SNAP91	4	0.16229	1.5783	0.14806	0.56231	0.11451	0.45658
MUC22	4	0.12414	1.5418	0.25242	0.70632	0.12313	0.45658
APBA3	4	-0.078633	-1.2593	0.93666	0.99278	0.20793	0.47868
JADE3	4	0.28929	1.5605	0.012529	0.12625	0.11863	0.45658
EGLN1	4	-0.11549	-1.4757	0.81778	0.98115	0.14003	0.45658
CRP	4	-0.1743	-0.6806	0.65594	0.94896	0.49612	0.70335
HAGHL	4	-0.066934	-0.49562	0.97932	0.99656	0.62016	0.75683
ZFAND2A	4	0.052503	1.7183	0.52722	0.89938	0.085747	0.45658
ACTN4	4	-0.27765	-1.8976	0.42952	0.8534	0.057744	0.41826
CDC42EP2	4	0.0096051	0.13445	0.71849	0.96541	0.89305	0.93928
P2RY12	4	0.078553	0.68493	0.42097	0.84959	0.49339	0.7024
NOV	4	-0.027531	-0.31149	0.87128	0.98682	0.75543	0.85063
SETD1B	4	0.021125	0.54854	0.66892	0.95297	0.58332	0.73103
NKD2	4	0.014715	0.2679	0.69661	0.96091	0.78878	0.87426
OR14I1	4	0.10329	1.0153	0.32536	0.77703	0.30998	0.55825
TRPM2	4	-0.0059874	-0.13496	0.78253	0.97543	0.89265	0.93908
RBM10	4	-0.14357	-1.2175	0.73574	0.96879	0.22343	0.48835
TMTC3	4	0.38036	1.5333	0.00079551	0.01406	0.12519	0.45658
COL5A1	4	0.097034	1.1181	0.34759	0.79706	0.26354	0.52096
PYGB	4	-0.18425	-0.97526	0.63138	0.94102	0.32943	0.57436
TMEM100	4	0.015482	0.3534	0.69328	0.95981	0.72379	0.82954
PROB1	4	-0.22481	-1.9719	0.53796	0.90589	0.048625	0.37943
NUGGC	4	0.097348	1.262	0.34659	0.79616	0.20694	0.47806
SLC24A5	4	0.18463	1.6823	0.10347	0.47718	0.092505	0.45658
RNF170	4	0.074113	0.84738	0.43793	0.85741	0.39678	0.63129
ADRBK2	4	-0.047227	-0.81546	0.94755	0.99452	0.41481	0.6462
OR56A3	4	-0.039441	-0.36984	0.91841	0.99278	0.7115	0.82085
Non-Targeting_Control-N670	1	0.17323	0.65098	0.4782	0.87803	0.51506	0.70899
GLUD2	4	0.17469	1.0171	0.12221	0.51835	0.30911	0.55745
MDM1	4	0.12601	1.0026	0.24606	0.69908	0.31604	0.56232
RARRES3	4	0.17788	1.3907	0.1157	0.50281	0.16431	0.45711
MUC15	4	0.047067	0.48423	0.55322	0.91197	0.62822	0.76293
AP3B2	4	0.10955	1.2838	0.30269	0.75599	0.19922	0.47165
DEFB108B	4	-0.19651	-1.6391	0.60095	0.93047	0.10118	0.45658
MS4A12	4	0.16681	1.3944	0.13787	0.54415	0.1632	0.45679
MFAP2	4	0.14874	1.6667	0.18232	0.61755	0.095571	0.45658
OXGR1	4	0.059163	0.8256	0.49978	0.88889	0.40903	0.64114
ASIC1	4	-0.09327	-0.80996	0.88649	0.98722	0.41796	0.64846
GAP43	4	0.1622	1.6491	0.14836	0.56281	0.099127	0.45658
TMEM101	4	0.083863	1.0597	0.3983	0.83422	0.28929	0.54035
OR2Z1	4	-0.019115	-0.42466	0.83692	0.98254	0.67109	0.79211
GCSAM	4	0.099648	1.123	0.33854	0.78943	0.26143	0.5185
RALGPS1	4	0.011987	0.16597	0.70835	0.96316	0.86818	0.92508
Non-Targeting_Control-N309	1	0.16117	0.65501	0.51245	0.89518	0.51246	0.70826
PANX1	4	0.032301	0.76838	0.6195	0.93808	0.44226	0.66822
IER2	4	-0.057381	-0.52369	0.98439	0.99673	0.6005	0.74329
DOCK5	4	-0.067138	-0.91975	0.97857	0.99636	0.3577	0.59834
CPAMD8	4	-0.10198	-1.3284	0.85925	0.9845	0.18404	0.46213
CCDC65	4	0.2682	1.5257	0.020285	0.1791	0.12708	0.45658
MMD2	4	-0.0092332	-0.13159	0.79695	0.97804	0.89531	0.94046
CLDN34	4	0.15431	1.3744	0.16825	0.5983	0.16933	0.45726
CDH23	4	-0.014397	-0.095677	0.81902	0.98115	0.92378	0.95719
HLA-DMB	4	0.10844	0.85403	0.30637	0.75933	0.39309	0.62822
REG3G	4	0.060878	0.93745	0.49247	0.88627	0.34853	0.59096
S100A9	4	0.22934	1.6209	0.047681	0.31536	0.10505	0.45658
ADAM23	4	-0.13334	-0.96616	0.76438	0.97283	0.33397	0.57768
ZNF180	4	0.1721	1.19	0.12698	0.52682	0.23405	0.49693
TRMT12	4	-0.055314	-1.2784	0.97643	0.9962	0.2011	0.47288
SENP5	4	0.0061281	0.064699	0.73301	0.96811	0.94841	0.972
SPRY4	4	-0.025001	-0.27295	0.86034	0.9845	0.78489	0.87151
JUNB	4	0.42806	1.4708	0.00019888	0.005988	0.14134	0.45658
TMC5	4	0.2658	1.3943	0.020981	0.18348	0.16324	0.45679
PDCD2	4	-1.3166	-3.0518	0.00039775	0.0085929	0.0022749	0.048644
METTL15	4	-0.015632	-0.14095	0.82385	0.98115	0.88791	0.93627
Non-Targeting_Control-N697	1	0.36598	0.58862	0.10391	0.47826	0.55612	0.71795
GCC2	4	0.10159	0.92506	0.33128	0.78262	0.35494	0.59584
TSG101	4	-0.91386	-2.4891	0.0096952	0.10263	0.012808	0.15641
PALD1	4	0.0083197	0.10166	0.72336	0.96678	0.91903	0.95464
CBFA2T2	4	0.060255	0.71291	0.49555	0.88757	0.4759	0.69252
SOS2	4	0.072744	1.1193	0.44369	0.86062	0.263	0.52028
UBXN11	4	-0.11555	-0.72598	0.81743	0.98115	0.46785	0.68761
CLMN	4	0.0047424	0.10265	0.73813	0.96951	0.91824	0.9544
CFAP44	4	0.14086	1.0986	0.20261	0.64396	0.27195	0.5274
BTG3	4	0.17313	1.4179	0.12504	0.52367	0.15622	0.45658
C10orf35	4	0.0021064	0.034288	0.74827	0.97016	0.97265	0.98532
TM6SF1	4	0.12606	0.39831	0.24596	0.69908	0.6904	0.8056
TMEM147	4	-0.076239	-0.59884	0.94511	0.99373	0.54928	0.71533
ASMTL	4	-0.13306	-0.58287	0.76503	0.97283	0.55998	0.71972
ADRA2B	4	0.15323	1.2227	0.17083	0.60224	0.22143	0.48665
PGPEP1	4	-0.046028	-1.1573	0.94257	0.99335	0.24716	0.50653
TMEM65	4	0.10721	0.64401	0.3106	0.7629	0.51957	0.70944
FZD5	4	0.082667	1.6417	0.40347	0.83893	0.10066	0.45658
Non-Targeting_Control-N753	1	-0.026898	-0.71999	0.91165	0.99238	0.47153	0.69009
MYO5A	4	0.17192	1.5247	0.12723	0.52719	0.12734	0.45658
ZEB2	4	0.12989	1.1294	0.23403	0.68406	0.25872	0.51608
MTRNR2L7	4	0.16361	0.88005	0.14463	0.55568	0.37883	0.61456
PLB1	4	0.096599	1.0524	0.34948	0.79882	0.2926	0.54319
OR6C2	4	-0.038703	-0.40365	0.91553	0.99261	0.68647	0.80301
OVOL1	4	-0.10578	-1.0199	0.84721	0.98417	0.30779	0.55632
SLITRK6	4	0.17748	1.4784	0.11674	0.50582	0.13931	0.45658
SP8	4	0.055949	1.2226	0.51335	0.89518	0.22149	0.48665
PTH	4	0.17746	1.6513	0.11674	0.50582	0.098679	0.45658
ZFAND3	4	-0.080893	-1.1065	0.92975	0.99278	0.26853	0.52515
LRIG3	4	0.14779	1.5706	0.18476	0.62037	0.11627	0.45658
ST8SIA5	4	0.049185	0.56551	0.54457	0.90951	0.57173	0.72407
NPPB	4	-0.041603	-0.41387	0.92647	0.99278	0.67897	0.7973
DECR1	4	0.22278	1.5828	0.0531	0.33271	0.11346	0.45658
CRYZ	4	0.00040035	0.00552	0.75648	0.9721	0.9956	0.99764
ZSCAN30	4	0.12448	0.87342	0.25128	0.70492	0.38243	0.61832
NFATC2IP	4	-0.42452	-2.255	0.19445	0.63254	0.02413	0.24599
TTC16	4	0.20464	1.4876	0.073684	0.40076	0.13685	0.45658
ZKSCAN8	4	0.055876	0.55041	0.51375	0.89533	0.58204	0.72996
IGF2BP2	4	0.0065627	0.083664	0.73097	0.96791	0.93332	0.96227
HSPA1B	4	-0.062179	-1.2107	0.99577	0.99895	0.22599	0.49074
SLC38A10	4	-0.20837	-1.2789	0.5755	0.92109	0.20092	0.47288
ZNF358	4	0.069938	0.95641	0.45508	0.86758	0.33887	0.58189
PODN	4	-0.085059	-1.3663	0.91488	0.99261	0.17186	0.4583
SMAP2	4	0.015781	0.22958	0.69229	0.95968	0.81842	0.89432
ZNF705D	4	0.18214	1.2528	0.10749	0.4853	0.21028	0.48021
HIST2H4B	4	-0.56941	-2.0311	0.089992	0.44439	0.042242	0.3509
C10orf54	4	0.052049	0.60496	0.52896	0.90019	0.54521	0.71452
CC2D2A	4	0.16157	1.4463	0.15005	0.56536	0.14809	0.45658
