Gene	sgRNA	Cont2|beta	Cont2|z	Cont2|p-value	Cont2|fdr	Cont2|wald-p-value	Cont2|wald-fdr
LHX1	6	-0.38569	-1.3405	0.20449	0.68804	0.1801	0.52997
LHX2	6	-0.46995	-1.6811	0.12429	0.56628	0.092744	0.47326
LHX3	6	-0.10586	-1.0565	0.80319	0.9774	0.29074	0.61264
LHX4	6	-0.14635	-1.2264	0.69113	0.94811	0.22005	0.5635
LHX5	6	0.23863	1.0959	0.20535	0.68821	0.27311	0.59915
LHX6	6	-0.17778	-1.3659	0.60438	0.92151	0.17197	0.52522
LHX8	7	0.38281	1.5878	0.045222	0.35973	0.11234	0.48225
LHX9	6	-0.12344	-0.69483	0.75398	0.96964	0.48716	0.76026
LIN28A	5	-0.54056	-1.5881	0.099829	0.52077	0.11227	0.48225
LIN28B	2	0.57486	0.88606	0.090444	0.49844	0.37558	0.67337
LITAF	6	-0.062078	-0.41405	0.94226	0.98955	0.67884	0.85
LMX1A	6	0.038551	0.15939	0.72156	0.95783	0.87336	0.95146
LMX1B	6	-0.0097365	-0.066386	0.88823	0.98437	0.94707	0.98055
LYL1	6	-0.1884	-0.8822	0.57651	0.9158	0.37767	0.67337
MAF	6	0.019859	0.11929	0.78726	0.9774	0.90505	0.96239
MAFA	6	0.16296	0.62341	0.36377	0.82211	0.53302	0.78225
MAFB	6	0.20312	0.8297	0.27361	0.76047	0.40671	0.69676
MAFF	6	0.17873	0.99232	0.32907	0.80347	0.32104	0.63209
MAFG	6	-0.4788	-1.4887	0.11633	0.5502	0.13656	0.50066
MAFK	6	0.34101	1.4566	0.080774	0.47973	0.14523	0.50858
MAX	6	-0.56834	-2.1181	0.06314	0.43787	0.034164	0.3346
MAZ	6	-0.12716	-0.56529	0.74204	0.96309	0.57188	0.79319
MBD1	37	0.12257	1.6827	0.064278	0.44055	0.092425	0.47326
MBD2	12	-0.12818	-1.2897	0.64676	0.93924	0.19714	0.54248
MBD3	20	-0.26971	-2.39	0.1186	0.55204	0.016847	0.2202
MBD4	12	0.24788	2.1255	0.0657	0.44234	0.033544	0.33037
MECOM	7	-0.092782	-0.66165	0.82992	0.97907	0.50819	0.77058
MECP2	12	0.12845	1.6284	0.26308	0.75203	0.10344	0.47842
MEF2A	5	-0.065391	-0.49384	0.92947	0.98493	0.62142	0.81574
MEF2B	6	-0.40939	-1.5276	0.17833	0.64907	0.12662	0.48816
MEF2C	6	-0.32993	-1.5075	0.28669	0.77353	0.13168	0.49622
MEF2D	6	-0.15121	-0.7572	0.67691	0.94471	0.44893	0.7304
MEIS1	5	0.11696	1.6941	0.53527	0.90057	0.090244	0.47326
MEIS2	6	0.13372	0.58478	0.4434	0.86593	0.5587	0.78849
MEIS3	7	-0.50417	-2.1377	0.076792	0.47049	0.03254	0.32596
MEOX1	6	-0.2961	-1.7441	0.34187	0.81381	0.08114	0.47234
MEOX2	6	-0.15548	-1.5077	0.66496	0.94471	0.13164	0.49622
MESP1	6	-0.20488	-1.0952	0.5347	0.90057	0.27343	0.59915
MESP2	6	0.73704	1.267	0.00085324	0.024194	0.20515	0.55614
MGA	8	0.15715	1.5454	0.31342	0.79509	0.12224	0.4873
MIER3	6	0.037902	0.43885	0.72327	0.95783	0.66077	0.84055
MITF	6	0.011624	0.13033	0.81712	0.9774	0.89631	0.96021
MIXL1	6	0.076028	1.4031	0.60154	0.92151	0.16058	0.51583
MLX	6	-0.27181	-1.4045	0.38794	0.83639	0.16016	0.51583
MLXIP	7	0.054957	0.41292	0.6277	0.9324	0.67966	0.85012
MLXIPL	6	0.056081	0.33061	0.66468	0.94471	0.74094	0.87982
MNT	7	1.6375	0.98401	0.00028441	0.010309	0.32511	0.63399
MNX1	6	-0.5245	-1.6219	0.083049	0.48748	0.10483	0.47868
MSC	6	-0.43361	-1.4635	0.1533	0.61991	0.14332	0.50744
MSGN1	6	0.021851	0.29609	0.78129	0.97621	0.76716	0.89553
MSX1	6	0.59476	1.1065	0.004835	0.085	0.2685	0.59512
MSX2	6	-0.077431	-0.39353	0.89391	0.98437	0.69393	0.85783
MTA1	18	-0.012873	-0.20879	0.78043	0.97621	0.83461	0.93218
MTA2	17	0.15308	1.3021	0.13851	0.59318	0.19289	0.53954
MTA3	18	-0.14158	-1.7085	0.51962	0.89838	0.087547	0.47326
MTF1	7	0.11258	0.76861	0.45222	0.86928	0.44213	0.7237
MXD1	6	0.19162	1.4772	0.29408	0.77703	0.13961	0.50532
MXD3	6	-0.0047942	-0.028418	0.86832	0.98362	0.97733	0.99545
MXD4	6	0.45364	1.3995	0.027019	0.26836	0.16168	0.51583
MXI1	6	0.12776	0.96655	0.45848	0.87189	0.33377	0.63849
MYB	24	0.080802	1.0321	0.26195	0.75203	0.30205	0.61816
MYBL1	22	0.31463	3.3304	0.0039818	0.074866	0.00086709	0.031109
MYBL2	25	-1.271	-7.0796	0	0	1.4461e-12	2.1855e-09
MYC	6	-2.9251	-5.2574	0	0	1.4609e-07	4.1037e-05
MYCL	6	0.093311	0.47036	0.55375	0.90654	0.6381	0.82696
MYCN	6	-0.13977	-0.66084	0.70791	0.95442	0.50871	0.77063
MYF5	8	0.11392	0.42301	0.43203	0.85965	0.67229	0.84601
MYF6	6	0.11163	1.02	0.50313	0.88906	0.30771	0.62376
MYNN	12	-0.12893	-1.1733	0.64562	0.93924	0.24067	0.58113
MYOD1	6	0.22378	1.0384	0.22753	0.71301	0.2991	0.61683
MYOG	6	-0.21991	-1.2525	0.49403	0.8867	0.21041	0.55923
MYRF	6	-0.23535	-1.8438	0.45876	0.87189	0.065212	0.45662
MYSM1	18	0.1943	2.6809	0.064562	0.44078	0.0073418	0.13658
MYT1	8	0.30726	1.604	0.07537	0.4682	0.10871	0.48202
MYT1L	8	-0.015522	-0.10132	0.88766	0.98437	0.9193	0.97123
MZF1	6	-0.34019	-1.5835	0.27133	0.75914	0.11331	0.4835
NANOG	6	-0.051378	-0.45406	0.97469	0.99622	0.64978	0.83564
NCOR1	20	-0.35622	-2.965	0.035267	0.31877	0.0030271	0.074609
NCOR2	18	0.16664	1.2819	0.10438	0.52579	0.19987	0.54687
NEUROD1	6	0.00079384	0.00402	0.8521	0.98069	0.99679	1
NEUROD2	7	-0.25238	-1.1314	0.37429	0.8256	0.2579	0.58618
NEUROD4	6	0.13573	1.8666	0.43743	0.86186	0.061964	0.44711
NEUROD6	6	0.55622	1.4144	0.0079636	0.11915	0.15726	0.51408
NEUROG1	6	0.17999	0.96002	0.32423	0.8	0.33705	0.63956
NEUROG2	6	-0.1181	-0.74298	0.76849	0.97496	0.45749	0.73847
NEUROG3	6	0.30955	1.2931	0.10637	0.529	0.19597	0.54185
NFAT5	6	-0.10367	-0.49153	0.81058	0.9774	0.62305	0.81652
NFATC1	6	0.31047	1.4415	0.10552	0.52774	0.14945	0.50974
NFATC2	6	-0.046508	-0.48922	0.99232	0.99943	0.62469	0.81711
NFATC3	6	0.307	1.8197	0.10865	0.53278	0.068797	0.46131
NFATC4	7	0.0099524	0.048737	0.79039	0.9774	0.96113	0.98811
NFE2	6	0.15721	0.59732	0.37827	0.82939	0.55029	0.78795
NFE2L1	6	-0.27135	-1.5617	0.38936	0.83639	0.11835	0.48646
NFE2L2	5	0.1261	0.44398	0.51451	0.89554	0.65706	0.84021
NFE2L3	5	-0.15057	-0.93509	0.68515	0.94471	0.34974	0.65098
NFIA	7	0.14043	1.3098	0.38396	0.83385	0.19026	0.53896
NFIB	7	0.058353	0.44852	0.61746	0.92784	0.65377	0.83832
NFIC	8	0.35582	1.6143	0.044369	0.35909	0.10647	0.48031
NFIL3	6	0.215	1.0064	0.24516	0.73237	0.31422	0.62665
NFIX	8	-0.11018	-0.82707	0.76621	0.97496	0.4082	0.69718
NFKB1	7	0.23251	1.8837	0.18601	0.65927	0.059602	0.43859
NFKB2	7	-0.32859	-1.6631	0.23578	0.72328	0.096301	0.47566
NFX1	13	-0.014595	-0.093888	0.83817	0.97907	0.9252	0.97483
NFXL1	15	-0.044835	-0.72494	0.96758	0.99328	0.46849	0.74719
NFYA	6	-1.4621	-3.6875	0	0	0.0002265	0.011473
NFYB	6	-0.58549	-2.0848	0.053185	0.39286	0.037091	0.35218
NFYC	6	-1.0769	-3.0942	0.0022753	0.048193	0.0019732	0.05628
NHLH1	6	-0.23561	-1.1271	0.45848	0.87189	0.2597	0.5873
NHLH2	6	0.0084545	0.050968	0.82338	0.9774	0.95935	0.98718
NKX1	12	0.054345	0.65389	0.51991	0.89838	0.51318	0.77415
NKX2	42	0	0	0.60267	0.92151	1	1
NKX3	12	0.098972	0.64095	0.35523	0.82187	0.52155	0.77801
NKX6	13	0.14891	1.0791	0.20819	0.69187	0.28055	0.60313
NOBOX	6	-0.010753	-0.054431	0.89192	0.98437	0.95659	0.98604
NOTO	6	0.15516	0.84777	0.38339	0.83364	0.39657	0.68844
NPAS1	6	-0.41551	-1.6343	0.1715	0.64286	0.10219	0.47842
NPAS2	6	0.16226	1.0485	0.36689	0.82211	0.29439	0.61404
NPAS3	6	0.29067	0.83238	0.12827	0.57161	0.4052	0.69622
NPAS4	6	-0.07281	-0.44774	0.90557	0.98455	0.65434	0.83844
NR0B1	6	0.42641	1.2166	0.034983	0.31783	0.22377	0.56513
NR0B2	6	0.077146	0.40117	0.59954	0.92151	0.68829	0.85547
NR1D1	6	-0.075941	-0.37536	0.89818	0.98455	0.70739	0.86236
NR1D2	1	0.25338	0.62448	0.59926	0.92151	0.53232	0.78225
NR1H2	5	0.12211	1.0046	0.52474	0.89908	0.3151	0.62734
NR1H3	7	0.33798	1.1338	0.069397	0.45353	0.25687	0.58618
Nr1h4	6	0.30748	1.2242	0.10836	0.53278	0.22088	0.56374
NR1I2	6	0.056051	0.21474	0.66496	0.94471	0.82997	0.93163
NR1I3	6	-0.12972	-0.92224	0.73407	0.96058	0.3564	0.65825
NR2C1	6	-0.12076	-0.7581	0.76223	0.97348	0.44839	0.72988
NR2C2	6	-0.2087	-1.0084	0.52503	0.89908	0.31328	0.62619
NR2E1	6	0.28684	1.376	0.13339	0.5822	0.16882	0.52206
NR2E3	6	0.10981	0.78519	0.50683	0.89145	0.43234	0.714
NR2F1	6	0.18039	1.6526	0.32281	0.79817	0.098416	0.47566
NR2F2	6	-0.15241	-1.1562	0.67406	0.94471	0.2476	0.58433
NR2F6	3	0.1403	0.75273	0.5839	0.92043	0.45161	0.73309
NR3C1	6	0.35274	1.2514	0.073948	0.46714	0.21079	0.55923
NR3C2	6	-0.070126	-0.60701	0.91468	0.98455	0.54384	0.78679
NR4A1	6	0.12697	0.95303	0.46132	0.87253	0.34057	0.64201
NR4A2	6	0.20541	1.1449	0.26792	0.75541	0.25226	0.58513
NR4A3	6	0.43043	1.172	0.03413	0.31332	0.24119	0.58124
NR5A1	7	-0.041888	-0.20272	0.98237	0.99798	0.83936	0.93451
NR5A2	6	0.023795	0.21349	0.77446	0.97496	0.83094	0.93163
NR6A1	6	-0.37906	-1.9463	0.21075	0.69638	0.051621	0.41716
NRF1	8	-1.161	-3.3134	0	0	0.00092178	0.031774
NRL	6	-0.081373	-0.5519	0.88254	0.98437	0.58101	0.7954
OLIG1	6	0.58489	1.2773	0.0054039	0.091346	0.20148	0.55044
OLIG2	6	0.26496	1.0177	0.16382	0.63366	0.30883	0.62514
OLIG3	6	0.3826	1.6375	0.051763	0.38723	0.10154	0.47842
ONECUT1	6	-0.053495	-0.8965	0.96786	0.99329	0.36999	0.66986
ONECUT2	6	0.29218	1.1666	0.126	0.5685	0.24336	0.58221
ONECUT3	6	0.19607	1.0804	0.28385	0.77245	0.27995	0.60313
OSR1	4	-0.069887	-0.25725	0.92435	0.98455	0.79699	0.91129
OSR2	6	0.05247	0.37237	0.67577	0.94471	0.70962	0.86393
OTP	6	-0.10956	-0.50385	0.79238	0.9774	0.61437	0.81118
OTX1	6	0.17274	0.80767	0.34187	0.81381	0.41928	0.70269
OTX2	6	0.16816	1.443	0.35381	0.82187	0.14902	0.50974
OVOL1	5	0.062874	0.40386	0.68601	0.94477	0.68632	0.85511
OVOL2	3	-0.1343	-0.44928	0.7591	0.97302	0.65323	0.83823
OVOL3	6	-0.21864	-0.98905	0.49829	0.8867	0.32264	0.63212
PATZ1	13	-0.067887	-0.53108	0.91155	0.98455	0.59537	0.79796
PAX1	6	-0.27885	-0.89942	0.37315	0.8256	0.36843	0.66842
PAX2	6	0.12703	1.2732	0.46132	0.87253	0.20294	0.55271
PAX3	7	-0.07681	-0.64421	0.88623	0.98437	0.51944	0.7758
PAX4	8	0.027513	0.19402	0.71587	0.95631	0.84616	0.93736
PAX5	6	0.60521	1.2069	0.0042662	0.07732	0.22749	0.56909
PAX6	7	0.12965	1.1308	0.40785	0.84552	0.25814	0.58618
PAX7	9	-0.0025185	-0.019415	0.80916	0.9774	0.98451	0.9967
PAX8	6	-0.092711	-0.39085	0.84414	0.97954	0.69591	0.85783
PAX9	6	-0.47951	-2.2188	0.11604	0.5502	0.026499	0.28845
PBRM1	49	0	0	0.60267	0.92151	1	1
PBX1	7	-0.089305	-0.66742	0.83987	0.97912	0.5045	0.77058
PBX2	6	-0.015916	-0.13883	0.90557	0.98455	0.88959	0.95783
PBX3	6	0.012923	0.20199	0.81257	0.9774	0.83992	0.93463
PBX4	7	-0.11703	-0.64797	0.74972	0.96841	0.517	0.77542
PDX1	6	-0.21873	-1.4333	0.49829	0.8867	0.15177	0.51225
PGR	6	-0.0053597	-0.068558	0.87088	0.98362	0.94534	0.98019
PHOX2A	6	-0.17459	-0.89885	0.61234	0.92364	0.36873	0.66862
PHOX2B	6	0.19298	0.74814	0.29124	0.77693	0.45438	0.73621
PIAS1	17	-0.35911	-3.5154	0.05091	0.38412	0.0004391	0.01906
PIAS2	13	0.33946	2.0849	0.011377	0.15444	0.037075	0.35218
PIAS3	19	-0.29538	-3.5809	0.091866	0.50155	0.0003424	0.015635
PIAS4	16	-0.50552	-3.251	0.0079636	0.11915	0.00115	0.03709
PITX1	6	0.097478	0.74475	0.54096	0.90057	0.45642	0.73783
PITX2	6	-0.014616	-0.14775	0.90017	0.98455	0.88254	0.95536
PITX3	6	-0.22653	-0.69431	0.47838	0.87925	0.48749	0.76043
PKNOX1	5	0.34767	1.2925	0.1004	0.52142	0.19619	0.54185
PKNOX2	6	0.19749	1.646	0.28271	0.77209	0.099755	0.47632
PLAG1	6	-0.027546	-0.17556	0.9434	0.98957	0.86064	0.94587
PLAGL1	6	0.036646	0.2745	0.73038	0.96058	0.7837	0.906
PLAGL2	6	-0.15219	-1.2236	0.67435	0.94471	0.2211	0.56374
PMS1	7	-0.0071683	-0.07868	0.85609	0.98174	0.93729	0.97731
POU1F1	1	0.2804	0.61573	0.56058	0.90704	0.53808	0.78307
POU2F1	5	-0.91977	-2.9977	0.0076792	0.1179	0.0027204	0.071397
POU2F2	6	0.031708	0.21232	0.74716	0.96688	0.83186	0.93163
POU2F3	6	-0.045831	-0.34046	0.99431	0.99943	0.73351	0.87573
POU3F1	6	0.05525	0.38593	0.66695	0.94471	0.69955	0.8597
POU3F2	6	-0.065815	-0.76968	0.92833	0.98493	0.44149	0.72368
POU3F3	6	0.091083	0.66714	0.56001	0.90654	0.50468	0.77058
POU3F4	6	0.20117	0.83037	0.2773	0.76893	0.40633	0.69657
POU4F1	6	0.10223	0.80514	0.52986	0.89971	0.42074	0.70269
POU4F2	6	0.1772	0.55457	0.33276	0.80579	0.57919	0.79485
POU4F3	6	0.15017	0.89235	0.3959	0.83885	0.37221	0.67204
POU5F1	4	-0.29922	-1.6855	0.4306	0.85836	0.091883	0.47326
POU5F1B	6	-0.18342	-1.1611	0.58959	0.92151	0.24561	0.58433
POU6F1	6	-0.0065717	-0.063696	0.876	0.98437	0.94921	0.98143
POU6F2	6	0.045236	0.27122	0.69994	0.95166	0.78622	0.90634
PPARA	6	0.1844	1.1742	0.31086	0.79088	0.24031	0.58112
PPARD	6	-0.055316	-0.48482	0.96246	0.99122	0.62781	0.82028
PPARG	5	0.051473	0.52246	0.72156	0.95783	0.60135	0.80092
PRDM1	6	-0.11515	-0.57083	0.77617	0.97499	0.56811	0.79211
PRDM12	5	-0.22113	-1.2202	0.5128	0.89395	0.22239	0.56439
PRDM13	7	0.08305	0.3832	0.53925	0.90057	0.70157	0.8603
PRDM14	5	0.15061	0.74684	0.43714	0.86186	0.45516	0.73673
PRDM15	6	0.38224	1.3584	0.051763	0.38723	0.17433	0.52547
PRDM16	7	-0.2856	-1.7044	0.3066	0.78821	0.088313	0.47326
PRDM2	13	0.12735	1.3484	0.26024	0.75102	0.17753	0.52959
PRDM4	6	0.11443	0.633	0.49602	0.8867	0.52673	0.78028
PRDM5	6	0.042316	0.14166	0.70876	0.95442	0.88735	0.95731
PRDM6	6	0.16621	0.87752	0.35751	0.82211	0.38021	0.67668
PRDM8	12	0.076258	0.60959	0.43089	0.85836	0.54213	0.78619
PRDM9	10	-0.031438	-0.28091	0.93089	0.98525	0.77878	0.9031
PRKRIR	6	-0.88853	-2.6534	0.0042662	0.07732	0.0079696	0.14594
PROP1	6	-0.13961	-1.0396	0.70848	0.95442	0.29851	0.61683
PROX1	6	-0.11954	-0.83587	0.76536	0.97496	0.40323	0.69489
PROX2	7	0.049271	0.38098	0.6459	0.93924	0.70321	0.8603
PRRX1	6	-0.10272	-0.78773	0.81342	0.9774	0.43086	0.71255
PRRX2	6	0.16698	0.86818	0.35552	0.82187	0.3853	0.68
PTF1A	6	-0.21354	-1.0089	0.51308	0.89395	0.31303	0.62609
RARA	6	-0.10318	-0.83506	0.812	0.9774	0.40368	0.69508
RARB	6	0.45832	0.84769	0.025882	0.26225	0.39661	0.68844
RARG	6	-0.2159	-1.4764	0.50626	0.89134	0.13983	0.50532
RAX	6	-0.15908	-0.50009	0.65501	0.94192	0.61701	0.81386
RAX2	6	0.17015	1.0824	0.34869	0.82062	0.2791	0.6027
RBAK	6	-0.1803	-1.2202	0.59784	0.92151	0.2224	0.56439
RCOR1	18	-0.13998	-1.6806	0.52673	0.89908	0.092837	0.47326
RCOR2	18	0.15693	1.5409	0.12344	0.56364	0.12334	0.48813
RCOR3	18	-0.042538	-0.3908	0.94539	0.98958	0.69595	0.85783
REL	7	0.2404	1.4239	0.17406	0.64479	0.15448	0.51329
RELA	7	-0.50644	-1.6497	0.074516	0.46714	0.098999	0.4762
RELB	7	0.11471	0.58984	0.44511	0.86608	0.5553	0.78813
REPIN1	6	0.0037528	0.016253	0.83987	0.97912	0.98703	0.9981
RERE	18	0.080823	0.84975	0.32366	0.79972	0.39547	0.68818
REST	6	-0.035359	-0.23973	0.9653	0.99182	0.81054	0.92166
RFX1	7	0.2516	1.2401	0.1533	0.61991	0.21494	0.55923
RFX2	6	-0.26983	-1.7254	0.39164	0.83708	0.084462	0.47326
RFX3	10	0.31526	1.9642	0.048919	0.37555	0.049507	0.40756
RFX4	6	-0.19459	-0.75359	0.5583	0.90654	0.4511	0.73259
RFX5	7	-0.49549	-1.708	0.079067	0.47521	0.087628	0.47326
RFX6	5	0.1392	0.95985	0.47071	0.87731	0.33713	0.63956
RFX7	6	-0.27914	-1.3618	0.37287	0.8256	0.17327	0.5254
RHOXF1	7	0.083552	0.45161	0.53811	0.90057	0.65155	0.837
RHOXF2B	7	0.27206	1.3069	0.12799	0.57161	0.19124	0.53896
RNF138	13	-0.035913	-0.32841	0.93686	0.988	0.7426	0.88024
RORA	6	0.118	0.59638	0.48663	0.88105	0.55092	0.78795
RORB	7	0.18183	0.9443	0.28385	0.77245	0.34502	0.64697
RORC	6	0.018132	0.13497	0.79352	0.9774	0.89263	0.95832
RREB1	8	-0.02156	-0.21016	0.90785	0.98455	0.83354	0.93163
RUNX1	7	0.25031	1.2929	0.15501	0.61991	0.19606	0.54185
RUNX2	7	-0.20845	-1.4252	0.48549	0.88035	0.15411	0.51329
RUNX3	7	0.27835	1.7283	0.12059	0.55352	0.083936	0.47326
RXRA	7	-0.07963	-0.46877	0.87742	0.98437	0.63923	0.82792
RXRB	6	-0.033221	-0.28182	0.95876	0.99122	0.77808	0.90271
RXRG	7	0.035968	0.28724	0.6897	0.94768	0.77393	0.89934
SALL1	6	0.019573	0.1623	0.7884	0.9774	0.87107	0.95146
SALL2	6	0.014754	0.16253	0.80631	0.9774	0.87089	0.95146
SALL3	6	-0.065915	-0.30885	0.92804	0.98493	0.75744	0.89053
SALL4	6	-0.61209	-2.1998	0.044937	0.35909	0.027821	0.29637
SATB1	6	-0.20313	-1.2329	0.54039	0.90057	0.21763	0.5619
SATB2	6	0.23662	0.93395	0.20876	0.69311	0.35033	0.65172
SCRT1	6	-0.31503	-1.1897	0.30944	0.78955	0.23416	0.57629
SCRT2	6	0.4771	1.572	0.022469	0.23867	0.11595	0.48646
SCX	6	-0.14238	-0.55473	0.70193	0.95216	0.57908	0.79485
SEBOX	7	-0.061513	-0.38276	0.95137	0.99122	0.7019	0.8603
SETDB1	33	-0.48933	-4.1693	0	0	3.0552e-05	0.0029032
SETDB2	10	-0.095595	-1.2718	0.80489	0.9774	0.20343	0.55319
SHOX	8	0.0061209	0.042061	0.79949	0.9774	0.96645	0.99034
SHOX2	6	0.13288	0.62936	0.44454	0.86593	0.52911	0.78068
SIM1	6	0.24701	0.97019	0.19084	0.66833	0.33195	0.63848
SIX1	6	-0.2527	-1.8868	0.43003	0.85812	0.059181	0.43859
SIX2	6	-0.31027	-1.6439	0.31826	0.79718	0.1002	0.47738
SIX3	6	0.38128	1.5988	0.052332	0.39066	0.10986	0.48225
SIX4	6	0.16958	1.2577	0.34983	0.82109	0.20851	0.55923
SIX5	6	-0.82529	-2.3819	0.0062571	0.10138	0.017223	0.22428
SIX6	6	0.091329	0.59026	0.55916	0.90654	0.55502	0.78813
SMAD1	6	-0.060238	-0.42344	0.94767	0.99019	0.67198	0.84592
SMAD2	7	0.5297	1.6158	0.0062571	0.10138	0.10613	0.48029
SMAD3	6	-0.58534	-2.4856	0.053185	0.39286	0.012934	0.20096
SMAD4	5	0.0017061	0.024842	0.87856	0.98437	0.98018	0.99553
SMAD5	6	-0.042844	-0.50762	0.99488	0.99943	0.61172	0.80967
SMAD6	6	0.28424	1.2391	0.1368	0.58852	0.21532	0.55923
SMAD7	6	0.075272	0.59402	0.60381	0.92151	0.5525	0.78795
SMAD9	6	-0.52249	-1.8838	0.085324	0.4902	0.059593	0.43859
SMARCE1	6	-0.56347	-2.6884	0.064278	0.44055	0.0071801	0.13635
SNAI1	6	0.27476	1.266	0.15017	0.61467	0.2055	0.5562
SNAI2	6	-1.004	-3.1192	0.0028441	0.057143	0.0018132	0.053126
SNAI3	5	-0.2811	-1.1031	0.38794	0.83639	0.26998	0.59669
SNAPC4	31	-1.2549	-7.0871	0	0	1.3694e-12	2.1855e-09
SOHLH1	6	0.10526	1.1417	0.52275	0.89839	0.2536	0.58513
SOHLH2	7	0.24042	1.3909	0.17406	0.64479	0.16427	0.51693
SOX1	6	0.28517	1.6242	0.1351	0.58642	0.10433	0.47842
SOX10	6	-0.0023698	-0.012699	0.86263	0.98253	0.98987	0.99892
SOX11	6	-0.0052778	-0.037865	0.87059	0.98362	0.9698	0.99173
SOX12	6	-0.29855	-1.458	0.33874	0.81076	0.14484	0.50858
SOX13	6	-0.0080908	-0.056565	0.88083	0.98437	0.95489	0.98486
SOX14	6	0.24091	0.97031	0.20165	0.68569	0.33189	0.63848
SOX15	5	-0.77137	-2.4617	0.022184	0.23853	0.013829	0.20344
SOX17	6	-0.33076	-1.4305	0.28584	0.77248	0.15257	0.51288
SOX18	6	-0.24617	-0.90254	0.44113	0.86455	0.36677	0.66763
SOX2	6	0.22304	1.6294	0.22838	0.71378	0.10323	0.47842
SOX21	6	-0.021256	-0.13515	0.92207	0.98455	0.89249	0.95832
SOX3	6	0.2636	1.103	0.16553	0.63468	0.27001	0.59669
SOX30	6	0.20668	1.3028	0.26621	0.75522	0.19265	0.5393
SOX4	6	-0.14416	-0.82231	0.69852	0.95166	0.4109	0.69929
SOX5	5	0.12398	1.1784	0.52048	0.89838	0.23863	0.58051
SOX6	6	-0.15809	-0.95343	0.65728	0.94327	0.34037	0.64201
SOX7	6	0.15824	1.1583	0.37543	0.82655	0.24673	0.58433
SOX8	5	0.23943	1.0802	0.24716	0.73401	0.28007	0.60313
SOX9	6	0.16775	0.66793	0.3541	0.82187	0.50418	0.77058
SP1	6	-0.84174	-3.0501	0.0056883	0.095238	0.0022874	0.061865
SP100	12	0.19446	1.132	0.12969	0.57465	0.25761	0.58618
SP110	12	0.017706	0.20761	0.68373	0.94471	0.83554	0.93291
SP140	13	-0.15733	-1.5515	0.53641	0.90057	0.12078	0.48646
SP140L	10	0.069877	0.49633	0.50967	0.89287	0.61966	0.81509
SP2	11	-0.10501	-0.72463	0.75711	0.9719	0.46868	0.74719
SP3	5	-0.38833	-2.1813	0.23663	0.72328	0.029165	0.30071
SP4	5	0.096865	0.55102	0.5913	0.92151	0.58162	0.7954
SP5	5	0.019269	0.26307	0.81883	0.9774	0.7925	0.9103
SP6	6	-0.037251	-0.33465	0.97184	0.99563	0.73789	0.87798
SP7	6	0.051055	0.28898	0.68003	0.94471	0.7726	0.89859
SP8	5	0.099852	0.36417	0.58333	0.92014	0.71573	0.86655
SP9	5	0.13767	0.72426	0.47782	0.87925	0.46891	0.74719
SPDEF	6	0.2041	1.4489	0.27048	0.75777	0.14737	0.50858
SPI1	6	0.55588	1.557	0.0079636	0.11915	0.11947	0.48646
SPIB	6	-0.10766	-0.5918	0.79693	0.9774	0.55399	0.78813
SPIC	6	-0.20665	-0.88496	0.53072	0.89971	0.37618	0.67337
SPZ1	3	0.062598	0.26112	0.76621	0.97496	0.794	0.9108
SREBF1	6	-0.021579	-0.12172	0.92264	0.98455	0.90312	0.96165
SREBF2	6	0.32792	1.5299	0.087884	0.49519	0.12605	0.48816
SRF	6	-2.2354	-4.3968	0	0	1.0987e-05	0.0012876
SRY	6	0.21358	1.203	0.24829	0.73423	0.22897	0.57136
SSRP1	6	-0.56123	-2.728	0.0657	0.44234	0.006371	0.12656
ST18	8	0.22174	1.3995	0.17747	0.6473	0.16167	0.51583
STAT1	7	0.19739	1.2011	0.25341	0.74126	0.22971	0.572
STAT2	6	0.26998	1.1998	0.15557	0.61991	0.23022	0.57206
STAT3	7	0.084346	0.75618	0.53612	0.90057	0.44954	0.7304
STAT4	7	0.24532	1.7221	0.16325	0.63286	0.085059	0.47326
STAT5A	7	-0.12311	-1.286	0.73237	0.96058	0.19846	0.54429
STAT5B	7	-0.41352	-2.2791	0.1368	0.58852	0.022661	0.26124
STAT6	7	-0.35384	-2.3265	0.19852	0.68297	0.019993	0.24927
SUB1	8	-0.42502	-2.1353	0.10324	0.52443	0.032734	0.32606
T	7	-0.033047	-0.23917	0.9508	0.99122	0.81097	0.92166
TADA2A	11	-0.56882	-3.9054	0.011092	0.15294	9.4087e-05	0.0061261
TADA2B	9	-0.31668	-2.2243	0.2025	0.68624	0.026125	0.28527
TAL1	6	-0.013869	-0.14404	0.89846	0.98455	0.88547	0.95676
TAL2	6	0.18414	1.71	0.312	0.79263	0.087269	0.47326
TBR1	3	0.055314	0.49079	0.78185	0.97621	0.62358	0.81657
TBX1	4	-0.8075	-2.6467	0.038111	0.3358	0.0081286	0.14808
TBX10	7	-0.0086178	-0.082903	0.86064	0.98247	0.93393	0.9771
TBX15	6	-0.034274	-0.33919	0.96075	0.99122	0.73446	0.87591
TBX18	8	0.048094	0.31288	0.64733	0.93924	0.75437	0.88857
TBX19	7	0.13631	1.2737	0.39164	0.83708	0.20276	0.55271
TBX2	7	0.023333	0.19297	0.74033	0.96232	0.84698	0.93736
TBX20	7	-0.10258	-0.77534	0.79977	0.9774	0.43814	0.71952
