Gene	sgRNA	Cont2|beta	Cont2|z	Cont2|p-value	Cont2|fdr	Cont2|wald-p-value	Cont2|wald-fdr
AAK1	6	-0.16437	-0.91885	0.6405	0.93924	0.35817	0.66038
AATK	6	-0.13449	-0.63221	0.72042	0.95783	0.52725	0.78028
ABL1	6	-0.17546	-1.1584	0.61121	0.92364	0.24668	0.58433
ABL2	6	0.22445	0.96808	0.22696	0.7125	0.333	0.63849
ACVR1	6	-0.18194	-0.94191	0.59386	0.92151	0.34624	0.64823
ACVR1B	6	0.31341	1.2519	0.1021	0.52256	0.21062	0.55923
ACVR1C	6	0.035572	0.23527	0.73379	0.96058	0.814	0.92329
ACVR2A	6	-0.043966	-0.21214	0.99943	0.99972	0.832	0.93163
ACVRL1	6	-0.028753	-0.15853	0.94482	0.98957	0.87404	0.95158
ADCK1	6	0.075681	0.44192	0.60267	0.92151	0.65855	0.84046
ADCK2	6	0.0048167	0.026064	0.83561	0.97907	0.97921	0.99553
ADCK3	6	0.082063	0.43815	0.58561	0.92043	0.66128	0.84055
ADCK4	6	0.2097	1.3965	0.26024	0.75102	0.16257	0.51583
ADCK5	6	-0.14985	-1.1949	0.68231	0.94471	0.23213	0.57316
ADRBK1	6	0.025947	0.1447	0.76792	0.97496	0.88494	0.95676
ADRBK2	6	0.099482	0.70417	0.53555	0.90057	0.48133	0.75755
AK1	6	-0.56273	-2.3447	0.064846	0.44101	0.019043	0.24172
AK2	6	0.069329	0.42809	0.62173	0.92827	0.66859	0.84423
AK3	6	-0.076489	-0.36133	0.89733	0.98455	0.71785	0.86812
AKT1	6	-0.23757	-1.1695	0.45449	0.86942	0.2422	0.58152
AKT2	6	-0.14304	-0.68433	0.70137	0.95216	0.49376	0.76462
AKT3	6	0.1164	0.90104	0.49289	0.8867	0.36757	0.66802
ALK	6	-0.092822	-1.2064	0.84386	0.97954	0.22768	0.56909
AMHR2	6	-0.012282	-0.091632	0.89505	0.98437	0.92699	0.97534
ANKK1	6	-0.12837	-0.97073	0.73891	0.96232	0.33168	0.63848
ARAF	6	0.21871	1.3804	0.23805	0.72328	0.16745	0.52056
ATM	6	-0.11274	-0.59597	0.78441	0.9774	0.55119	0.78795
ATR	6	-1.4973	-3.5684	0	0	0.00035922	0.016193
AURKA	6	-0.87105	-2.2713	0.004835	0.085	0.023126	0.26268
AURKB	6	-1.0355	-2.707	0.0025597	0.052941	0.0067899	0.1319
AURKC	6	-0.29649	-1.5568	0.34101	0.81343	0.11952	0.48646
AXL	6	0.022703	0.090043	0.77873	0.97621	0.92825	0.976
BCR	6	0.25749	1.0371	0.17406	0.64479	0.2997	0.61683
BLK	6	-0.0061399	-0.034344	0.87344	0.98366	0.9726	0.99351
BMP2K	6	0.034786	0.41434	0.73692	0.96177	0.67863	0.85
BMPR1A	6	-0.56247	-2.0276	0.064846	0.44101	0.042605	0.37888
BMPR1B	6	0.1881	1.2477	0.30205	0.78667	0.21213	0.55923
BMPR2	6	-0.23417	-1.142	0.46075	0.87253	0.25344	0.58513
BRAF	6	-0.26743	-1.0079	0.39676	0.83885	0.31351	0.62619
BRSK1	6	0.0040165	0.023346	0.83788	0.97907	0.98137	0.99553
BRSK2	6	-0.34236	-1.0591	0.26763	0.75522	0.28955	0.61108
BTK	6	0.17644	1.1629	0.33504	0.80809	0.24486	0.58369
BUB1	6	-0.70771	-2.5096	0.019909	0.22293	0.012086	0.19559
BUB1B	6	-0.73118	-2.1447	0.01479	0.1831	0.031974	0.32305
CAMK1	6	0.13548	1.0054	0.43771	0.86186	0.31472	0.6273
CAMK1D	6	0.06703	0.38165	0.62941	0.93376	0.70272	0.8603
CAMK1G	6	-0.30024	-1.0105	0.33532	0.80809	0.31224	0.62608
CAMK2A	6	-0.062936	-0.56269	0.93914	0.98892	0.57364	0.79319
CAMK2B	6	0.30794	1.2438	0.10751	0.53165	0.21356	0.55923
CAMK2D	6	0.23911	1.1501	0.20392	0.68744	0.25012	0.58433
CAMK2G	6	-0.25617	-1.0416	0.42179	0.85109	0.29759	0.61683
CAMK4	6	0.16437	0.64501	0.36092	0.82211	0.51892	0.77542
CAMKK1	6	-0.028572	-0.41757	0.94482	0.98957	0.67626	0.84889
CAMKK2	6	5.2424e-05	0.00038492	0.8541	0.98137	0.99969	1
CAMKV	6	0.24308	1.064	0.19852	0.68297	0.28732	0.6093
CASK	6	0.28614	1.4542	0.13396	0.5822	0.14589	0.50858
CDC42BPA	6	0.31931	1.4235	0.098692	0.52024	0.15458	0.51329
CDC42BPB	6	0.055424	0.27618	0.6661	0.94471	0.78241	0.90582
CDC42BPG	6	-0.20425	-0.83633	0.53641	0.90057	0.40297	0.69489
CDC7	6	-1.6984	-3.8396	0	0	0.00012323	0.0067697
CDK1	8	-0.97028	-3.4949	0.00085324	0.024194	0.00047422	0.01985
CDK10	6	-0.067182	-0.65074	0.92292	0.98455	0.51522	0.77514
CDK11A	6	-0.15344	-0.45774	0.67093	0.94471	0.64714	0.83365
CDK11B	6	-0.78832	-1.6457	0.0088168	0.12863	0.099831	0.47632
CDK12	6	-0.51486	-1.3315	0.090444	0.49844	0.18301	0.53311
CDK13	6	-0.26115	-0.88226	0.41098	0.84552	0.37764	0.67337
CDK14	6	-0.13669	-0.76646	0.71559	0.95631	0.4434	0.72496
CDK15	6	0.064773	0.53154	0.63453	0.93515	0.59504	0.79796
CDK16	6	0.073969	0.32179	0.60751	0.92308	0.74762	0.88416
CDK17	6	0.14808	0.81731	0.40131	0.8439	0.41375	0.70041
CDK18	6	-0.43073	-1.5522	0.15728	0.62065	0.12061	0.48646
CDK2	6	-1.613	-3.5064	0	0	0.00045425	0.019418
CDK20	6	-0.31018	-1.3711	0.31826	0.79718	0.17035	0.52243
CDK3	6	0.26435	1.2074	0.16496	0.63468	0.22728	0.56909
CDK4	6	-0.077159	-0.3648	0.89448	0.98437	0.71526	0.86655
CDK5	6	-0.096335	-0.62109	0.83305	0.97907	0.53454	0.78225
CDK6	6	0.048387	0.42784	0.69027	0.94768	0.66877	0.84423
CDK7	6	-1.2689	-3.2484	0.00056883	0.018182	0.0011604	0.03709
CDK9	11	-1.1201	-4.4916	0	0	7.0689e-06	0.00092053
CDKL1	6	0.19553	0.96657	0.2847	0.77248	0.33376	0.63849
CDKL2	6	-0.06717	-0.6998	0.92292	0.98455	0.48405	0.75844
CDKL3	6	-0.050174	-0.49443	0.9781	0.99652	0.621	0.81574
CDKL4	6	0.13804	1.2106	0.42975	0.85812	0.22606	0.56896
CDKL5	6	-0.033393	-0.24442	0.95904	0.99122	0.80691	0.91934
CHEK1	6	-1.4219	-2.8959	0.00056883	0.018182	0.0037809	0.084673
CHEK2	6	0.37279	1.6777	0.059727	0.42084	0.093414	0.47326
CHUK	6	0.035223	0.57771	0.73578	0.96135	0.56346	0.78934
CIT	6	0.10865	0.56729	0.50939	0.89282	0.57052	0.79319
CLK1	6	0.38808	1.2696	0.048919	0.37555	0.20424	0.55408
CLK2	6	-0.36594	-1.702	0.22981	0.71378	0.088751	0.47326
CLK3	6	0.036339	0.27501	0.7318	0.96058	0.78331	0.906
CLK4	6	0.33938	1.3703	0.081627	0.48398	0.17059	0.52243
CSF1R	6	-0.26161	-1.2269	0.40984	0.84552	0.21987	0.56345
CSK	6	-0.080131	-0.34317	0.88623	0.98437	0.73147	0.87479
CSNK1A1	6	-0.87835	-2.3616	0.0045506	0.081218	0.018196	0.23265
CSNK1D	6	-0.46198	-1.7398	0.13026	0.57465	0.0819	0.47234
CSNK1E	6	-0.36284	-1.1482	0.23493	0.72328	0.25089	0.5848
CSNK1G1	6	-0.0013288	-0.0058174	0.85865	0.98211	0.99536	1
CSNK1G2	6	0.17115	0.66156	0.34585	0.81941	0.50825	0.77058
CSNK1G3	6	0.15219	1.0428	0.39022	0.83668	0.29703	0.61683
CSNK2A1	5	-0.26376	-2.0545	0.41866	0.85032	0.039924	0.36411
CSNK2A2	6	-0.010447	-0.077351	0.88965	0.98437	0.93834	0.97773
DAPK1	6	0.15382	1.0305	0.38737	0.83639	0.30277	0.61871
DAPK2	6	0.06583	0.48046	0.63111	0.93515	0.6309	0.82127
DAPK3	6	0.18486	1.5784	0.31001	0.78986	0.11447	0.48646
DCLK1	6	-0.062664	-0.72903	0.94084	0.98923	0.46598	0.74608
DCLK2	6	0.4097	1.5495	0.040387	0.33886	0.12126	0.48646
DCLK3	6	0.12386	0.81312	0.47127	0.87731	0.41615	0.70089
DDR1	6	-0.038135	-0.17313	0.97497	0.99622	0.86255	0.94654
DDR2	6	0.15022	0.9889	0.39562	0.83885	0.32271	0.63212
DMPK	6	0.1786	0.48388	0.32964	0.80374	0.62847	0.82054
DSTYK	6	0.0026477	0.014043	0.84414	0.97954	0.9888	0.99876
DYRK1A	6	0.033721	0.13927	0.74033	0.96232	0.88923	0.95783
DYRK1B	6	0.044126	0.35321	0.7025	0.95256	0.72393	0.87088
DYRK2	6	-0.10653	-0.92278	0.80034	0.9774	0.35612	0.65825
DYRK3	6	0.031269	0.23909	0.74943	0.96841	0.81104	0.92166
DYRK4	6	-0.13792	-0.5402	0.71274	0.95539	0.58906	0.79686
EEF2K	6	-0.10463	-0.49292	0.80774	0.9774	0.62207	0.81606
EGFR	6	0.29167	1.4301	0.12628	0.5685	0.1527	0.51288
EIF2AK1	6	0.067585	0.36593	0.6277	0.9324	0.71441	0.86655
EIF2AK2	6	-0.38522	-1.7581	0.20506	0.68821	0.078736	0.47234
EIF2AK3	6	-0.55977	-1.6529	0.066553	0.44234	0.098351	0.47566
EIF2AK4	12	-0.067195	-0.56738	0.91354	0.98455	0.57046	0.79319
EPHA1	6	-0.078986	-0.68493	0.88965	0.98437	0.49339	0.76462
EPHA10	6	0.067779	0.2718	0.62656	0.9319	0.78578	0.9063
EPHA2	6	0.054169	0.21284	0.67036	0.94471	0.83145	0.93163
EPHA3	6	0.12834	0.5834	0.45705	0.87189	0.55962	0.78849
EPHA4	6	0.33108	1.3588	0.086462	0.49271	0.17422	0.52547
EPHA5	6	-0.30447	-1.3644	0.3285	0.80334	0.17244	0.5254
EPHA6	6	0.27249	1.4283	0.15301	0.61991	0.15321	0.51293
EPHA7	6	0.18106	0.73005	0.32139	0.79718	0.46536	0.74577
EPHA8	6	0.078132	0.48132	0.59812	0.92151	0.63029	0.82127
EPHB1	6	-0.15816	-1.0361	0.65728	0.94327	0.30017	0.61683
EPHB2	6	0.12668	1.1766	0.4616	0.87253	0.23935	0.58101
EPHB3	6	0.56508	1.5146	0.0065415	0.10455	0.12987	0.49363
EPHB4	6	0.18098	1.0845	0.32196	0.79718	0.27813	0.60217
EPHB6	6	-0.10188	-0.36114	0.81627	0.9774	0.718	0.86812
ERBB2	6	-0.24927	-1.2476	0.43658	0.86186	0.21217	0.55923
ERBB3	6	-0.16324	-0.56067	0.64334	0.93924	0.57502	0.79319
ERBB4	6	-0.3314	-1.6752	0.2847	0.77248	0.093902	0.47381
ERN1	6	-0.012407	-0.083147	0.89534	0.98437	0.93373	0.9771
FASTK	6	-0.067307	-0.31572	0.92235	0.98455	0.75222	0.88722
FER	6	0.087163	0.53093	0.57224	0.91538	0.59546	0.79796
FES	6	0.053203	0.24818	0.67264	0.94471	0.804	0.91751
FGFR1	6	-0.11524	-0.52457	0.7756	0.97497	0.59988	0.79966
FGFR2	6	0.024989	0.11197	0.77162	0.97496	0.91085	0.96666
FGFR3	6	-0.14918	-0.43764	0.68345	0.94471	0.66164	0.84055
FGFR4	6	-0.25028	-1.3192	0.43515	0.86149	0.1871	0.53885
FGR	6	0.38268	1.4399	0.051763	0.38723	0.1499	0.50974
FLT1	6	-0.149	-0.95545	0.6843	0.94471	0.33935	0.64201
FLT3	6	0.19342	0.95962	0.29067	0.77601	0.33724	0.63956
FLT4	6	-0.35732	-1.08	0.24403	0.73083	0.28014	0.60313
FRK	6	-0.25867	-1.3731	0.41724	0.85032	0.16972	0.52243
FYN	6	0.05248	0.39676	0.67577	0.94471	0.69155	0.85783
GAK	6	-0.66687	-2.8229	0.030432	0.29315	0.0047584	0.10273
GCK	6	0.40941	1.754	0.040387	0.33886	0.079438	0.47234
GRK4	6	-0.65202	-2.5835	0.034983	0.31783	0.0097797	0.16986
GRK5	6	0.018177	0.080603	0.79323	0.9774	0.93576	0.9771
GRK6	6	0.28414	1.1578	0.13709	0.58852	0.24693	0.58433
GSG2	6	-0.51586	-1.649	0.089875	0.49844	0.099141	0.4762
GSK3A	6	0.17054	1.4212	0.34727	0.81971	0.15526	0.51329
GSK3B	6	0.52606	1.4358	0.011377	0.15444	0.15107	0.51122
GUCY2D	6	0.2783	1.0371	0.14647	0.61091	0.2997	0.61683
GUCY2F	6	-0.7202	-2.1692	0.017918	0.20861	0.03007	0.30734
HCK	6	-0.27063	-1.5383	0.3905	0.83668	0.12397	0.48813
HIPK1	6	-0.85798	-2.1846	0.0051195	0.087805	0.028917	0.29992
HIPK2	6	0.25902	0.95481	0.1715	0.64286	0.33967	0.64201
HIPK3	6	0.023998	0.10694	0.77332	0.97496	0.91484	0.96914
HIPK4	6	0.19058	0.58679	0.29721	0.77811	0.55734	0.78813
HUNK	6	0.16505	0.98412	0.35978	0.82211	0.32506	0.63399
ICK	6	0.26959	1.7496	0.15643	0.62065	0.080191	0.47234
IGF1R	6	-1.0752	-3.0519	0.0022753	0.048193	0.002274	0.061865
IKBKB	6	0.0052929	0.0802	0.8339	0.97907	0.93608	0.9771
IKBKE	6	0.42448	1.671	0.035267	0.31877	0.094724	0.47443
ILK	6	-0.47682	-2.1897	0.11803	0.55204	0.028544	0.29927
INSR	6	0.0052815	0.050942	0.8339	0.97907	0.95937	0.98718
INSRR	6	-0.15624	-0.78609	0.66411	0.94471	0.43181	0.71347
IRAK1	6	-0.025864	-0.22397	0.93658	0.988	0.82278	0.9275
IRAK2	6	0.11178	0.68917	0.50256	0.88883	0.49072	0.7631
IRAK3	6	0.023599	0.12269	0.77531	0.97496	0.90235	0.96165
IRAK4	6	-0.067562	-0.66302	0.9215	0.98455	0.50732	0.77058
ITK	6	-0.2638	-0.87241	0.40472	0.84501	0.38298	0.6794
JAK1	12	-0.21025	-1.1566	0.3649	0.82211	0.24742	0.58433
JAK2	12	0.16656	1.3784	0.18146	0.65169	0.16807	0.52142
JAK3	12	-0.02121	-0.14249	0.87315	0.98366	0.88669	0.95731
KALRN	5	-0.34974	-1.8767	0.27474	0.76303	0.060564	0.44179
KDR	6	0.34539	1.6081	0.077645	0.4715	0.10782	0.48177
KIAA1804	6	-0.029823	-0.12216	0.94852	0.99079	0.90277	0.96165
KIT	6	-0.1019	-0.72072	0.81627	0.9774	0.47108	0.74891
KSR1	6	0.3321	1.6325	0.085324	0.4902	0.10258	0.47842
KSR2	6	0.26009	1.2401	0.17093	0.64286	0.21495	0.55923
LATS1	6	0.069151	0.25524	0.6223	0.9283	0.79854	0.91241
LATS2	6	-0.80499	-2.0837	0.0076792	0.1179	0.037186	0.35218
LCK	6	-0.034143	-0.22635	0.96018	0.99122	0.82093	0.92661
LIMK1	6	0.15995	0.80476	0.37116	0.82543	0.42096	0.70269
LIMK2	6	0.52418	1.5895	0.011661	0.1553	0.11195	0.48225
LMTK2	6	0.012702	0.068934	0.81314	0.9774	0.94504	0.98017
LMTK3	6	0.050495	0.26628	0.68146	0.94471	0.79002	0.90901
LRRK1	6	0.17898	0.82946	0.32878	0.80334	0.40684	0.69676
LRRK2	6	-0.27631	-0.89512	0.37827	0.82939	0.37072	0.6705
LTK	6	-0.026456	-0.12575	0.93771	0.98831	0.89993	0.96072
LYN	6	0.043517	0.2643	0.70421	0.95304	0.79155	0.9101
MAK	6	0.17086	1.1518	0.3467	0.81971	0.24942	0.58433
MAP2K1	6	-0.25991	-0.97506	0.41411	0.84898	0.32953	0.63745
MAP2K2	6	-0.24025	-1.6987	0.45023	0.86928	0.08938	0.47326
MAP2K3	6	0.2684	0.93301	0.15927	0.62472	0.35081	0.65194
MAP2K4	6	-0.069994	-0.59372	0.91524	0.98455	0.5527	0.78795
MAP2K5	6	-0.22828	-1.4088	0.4744	0.87756	0.1589	0.51558
MAP2K6	6	0.11503	0.6839	0.49488	0.8867	0.49404	0.76462
MAP2K7	6	0.26657	1.0291	0.16155	0.62832	0.30343	0.61918
MAP3K1	17	0.24404	2.7784	0.028157	0.27577	0.0054633	0.11501
MAP3K10	6	-0.026755	-0.14993	0.9397	0.98893	0.88082	0.95497
MAP3K11	6	0.070163	0.67186	0.61803	0.92784	0.50167	0.77058
MAP3K12	6	-0.36639	-1.4806	0.22924	0.71378	0.13871	0.50532
MAP3K13	6	0.14004	0.61954	0.42491	0.85274	0.53556	0.78225
MAP3K14	6	-0.34518	-1.8405	0.26451	0.75385	0.065696	0.45758
MAP3K2	6	0.12042	0.78639	0.47981	0.87969	0.43164	0.71347
MAP3K3	6	-0.91947	-2.3176	0.0036974	0.071429	0.020473	0.2501
MAP3K4	6	0.057573	0.37351	0.65927	0.9442	0.70877	0.86327
MAP3K5	6	0.23514	1.0021	0.21189	0.69638	0.31629	0.62865
MAP3K6	6	0.11382	0.46708	0.49858	0.8867	0.64044	0.82909
MAP3K7	6	-0.29449	-1.5887	0.34443	0.81769	0.11213	0.48225
MAP3K8	6	0.14446	0.47734	0.41098	0.84552	0.63312	0.82366
MAP3K9	6	-0.58138	-2.4407	0.055745	0.40496	0.014659	0.20932
MAP4K1	6	-0.33576	-1.9611	0.27844	0.76905	0.049868	0.40756
MAP4K3	6	0.14414	0.66126	0.41098	0.84552	0.50845	0.77058
MAP4K4	6	-0.10142	-0.64563	0.81712	0.9774	0.51852	0.77542
MAP4K5	6	0.038914	0.23861	0.72099	0.95783	0.81141	0.92178
MAPK1	6	-0.27301	-1.6351	0.38481	0.83467	0.10204	0.47842
MAPK10	6	-0.034528	-0.42069	0.9616	0.99122	0.67398	0.84784
MAPK11	6	-0.16463	-1.1446	0.63908	0.9382	0.25236	0.58513
MAPK12	6	-0.70831	-1.8941	0.019909	0.22293	0.058208	0.43704
MAPK13	6	0.12328	0.9552	0.47383	0.87756	0.33947	0.64201
MAPK14	6	-0.27669	-1.3528	0.37685	0.82916	0.17612	0.5279
MAPK15	6	-0.077372	-0.42454	0.89391	0.98437	0.67117	0.84522
MAPK3	6	-0.047453	-0.14429	0.98862	0.99942	0.88527	0.95676
MAPK6	6	-0.096581	-0.60986	0.83163	0.97907	0.54195	0.78619
MAPK7	6	-0.039496	-0.33289	0.98009	0.99711	0.73922	0.87897
MAPK8	6	0.083517	0.38189	0.5802	0.91727	0.70255	0.8603
MAPK9	6	-0.22516	-1.4099	0.48094	0.87981	0.15856	0.51558
MAPKAPK2	6	-0.25803	-1.0789	0.41752	0.85032	0.28064	0.60313
MAPKAPK3	6	-0.12959	-0.85481	0.73436	0.96058	0.39265	0.68617
MAPKAPK5	6	-0.11019	-0.46229	0.7901	0.9774	0.64388	0.83159
MARK1	6	0.12322	1.046	0.47412	0.87756	0.29557	0.61529
MARK2	6	0.44982	1.3734	0.028441	0.27778	0.16963	0.52243
MARK3	6	-0.42829	-1.7514	0.15956	0.62472	0.079869	0.47234
MARK4	6	-0.1997	-1.4612	0.5475	0.90469	0.14395	0.50744
MAST1	6	-0.20998	-1.1729	0.5219	0.89839	0.24085	0.58113
MAST2	6	-0.48236	-2.4103	0.11348	0.54434	0.015937	0.21589
MAST3	6	-0.013542	-0.075693	0.89761	0.98455	0.93966	0.97834
MAST4	6	0.28602	1.2548	0.13396	0.5822	0.20954	0.55923
MASTL	12	-0.60725	-2.4083	0.0051195	0.087805	0.016026	0.21589
MATK	6	-0.090908	-0.56284	0.8504	0.98033	0.57355	0.79319
MELK	6	-0.10656	-0.89459	0.80006	0.9774	0.37101	0.67068
MERTK	6	0.3204	1.4882	0.097838	0.5188	0.1367	0.50066
MET	6	-0.02941	-0.13517	0.94625	0.98959	0.89248	0.95832
MINK1	6	-0.3426	-2.3104	0.26735	0.75522	0.020868	0.25042
MKNK1	6	-0.15442	-0.42639	0.66667	0.94471	0.66983	0.84466
MKNK2	6	0.10793	0.66454	0.51223	0.89395	0.50635	0.77058
MLKL	6	-0.27153	-0.95977	0.38908	0.83639	0.33717	0.63956
MOK	6	0.66657	1.3555	0.0017065	0.040268	0.17526	0.5263
MOS	6	-0.081406	-0.49265	0.88254	0.98437	0.62226	0.81606
MST1R	6	0.0435	0.15177	0.70421	0.95304	0.87937	0.95439
MTOR	6	-0.81215	-2.3988	0.0073948	0.11504	0.016447	0.21853
MUSK	6	-0.58693	-2.1737	0.053185	0.39286	0.029731	0.30566
MYLK2	6	-0.31154	-2.2547	0.31542	0.79585	0.024153	0.27132
MYLK3	6	0.23818	1.0926	0.20563	0.68821	0.27458	0.59915
MYLK4	6	0.17481	0.84921	0.3376	0.81024	0.39576	0.68818
MYO3A	6	-0.10206	-0.3644	0.81598	0.9774	0.71556	0.86655
MYO3B	6	0.041716	0.43986	0.71132	0.95534	0.66004	0.84055
NEK1	6	-0.31635	-1.6409	0.30717	0.78821	0.10083	0.47842
NEK10	6	-0.31255	-1.4867	0.31456	0.79568	0.13709	0.50148
NEK11	6	-0.14412	-0.97104	0.69881	0.95166	0.33153	0.63848
NEK2	6	-0.46353	-1.565	0.12912	0.57396	0.11758	0.48646
NEK3	6	-0.24217	-1.3088	0.44625	0.86685	0.19061	0.53896
NEK4	6	-0.48271	-2.1994	0.1132	0.54434	0.027852	0.29637
NEK5	6	0.41877	1.5278	0.037543	0.33418	0.12657	0.48816
NEK6	6	-0.56498	-2.2739	0.063709	0.43922	0.022974	0.26268
NEK7	6	-0.10223	-0.96053	0.81598	0.9774	0.33679	0.63956
NEK8	6	0.038394	0.31375	0.72241	0.95783	0.75371	0.88808
NEK9	6	0.20589	1.0812	0.26706	0.75522	0.2796	0.60311
NIM1K	6	0.19719	1.3482	0.28271	0.77209	0.17758	0.52959
NLK	6	0.1538	0.73241	0.38737	0.83639	0.46392	0.74515
NPR1	6	0.17539	0.64723	0.33703	0.80998	0.51748	0.77542
NPR2	6	0.40007	1.6281	0.044653	0.35909	0.1035	0.47842
NRBP1	6	-0.19278	-0.89346	0.56485	0.91101	0.37161	0.67142
NRBP2	6	-0.32919	-1.9013	0.28896	0.77557	0.05726	0.43672
NRK	6	-0.033087	-0.23371	0.95848	0.99122	0.81521	0.92329
NTRK1	6	-0.42203	-1.911	0.16553	0.63468	0.056009	0.43365
NTRK2	6	0.1645	0.80558	0.36092	0.82211	0.42049	0.70269
NTRK3	6	0.40875	1.2538	0.040671	0.33886	0.20991	0.55923
NUAK1	6	0.35142	1.2923	0.074801	0.46714	0.19625	0.54185
NUAK2	6	-0.1261	-0.51963	0.74431	0.96497	0.60332	0.8023
OBSCN	12	-0.24722	-1.5404	0.26962	0.75678	0.12347	0.48813
OXSR1	6	0.3232	1.2564	0.09471	0.5131	0.20896	0.55923
PAK1	6	0.11283	0.60644	0.5	0.88777	0.54422	0.78679
PAK2	6	-0.065567	-0.16943	0.92918	0.98493	0.86545	0.94885
PAK3	6	0.16329	1.248	0.36263	0.82211	0.21202	0.55923
PAK4	6	-0.1166	-0.60201	0.77247	0.97496	0.54717	0.78795
PAK6	6	0.16249	0.91573	0.36576	0.82211	0.35981	0.66166
PAK7	6	0.09836	0.41995	0.53925	0.90057	0.67452	0.84822
PASK	6	0.3363	1.3789	0.083049	0.48748	0.16793	0.52142
PBK	6	0.18742	1.0585	0.30375	0.78819	0.28983	0.61131
PDGFRA	6	-0.15881	-1.57	0.65557	0.94197	0.11641	0.48646
PDGFRB	6	-0.23776	-1.6843	0.45392	0.86928	0.092124	0.47326
PDIK1L	6	0.28036	1.3701	0.14334	0.60432	0.17066	0.52243
PDK1	5	0.17983	1.2174	0.36775	0.82211	0.22343	0.56479
PDK2	6	-0.26939	-0.88385	0.39221	0.83728	0.37678	0.67337
PDK3	6	0.52643	1.3435	0.011377	0.15444	0.17912	0.52959
PDK4	6	0.10147	0.76932	0.53129	0.89981	0.4417	0.72368
PDPK1	5	-2.1189	-3.9356	0	0	8.2988e-05	0.0056112
PHKG1	6	0.21553	1.1026	0.24374	0.73083	0.27018	0.59669
PHKG2	6	-0.42063	-2.32	0.16667	0.63557	0.020343	0.2501
PIK3R4	6	-1.1227	-2.9533	0.0017065	0.040268	0.0031437	0.075785
PIM1	6	-0.21755	-0.66294	0.50114	0.88777	0.50737	0.77058
PIM2	6	0.051022	0.42865	0.68032	0.94471	0.66818	0.84423
PIM3	6	-0.11078	-0.62202	0.78925	0.9774	0.53393	0.78225
PINK1	6	-0.092769	-0.42579	0.84386	0.97954	0.67026	0.84466
PKMYT1	6	2.8595	1.222	0.00028441	0.010309	0.22171	0.56439
PKN1	6	0.1445	0.73061	0.41098	0.84552	0.46502	0.74555
PKN2	6	-0.0294	-0.27338	0.94625	0.98959	0.78456	0.90609
PKN3	6	-0.38938	-1.7163	0.20108	0.68538	0.086114	0.47326
PLK1	6	-1.0056	-2.2578	0.0028441	0.057143	0.023961	0.27002
PLK2	6	0.0076837	0.035078	0.82452	0.97745	0.97202	0.9932
PLK3	6	0.0093236	0.066364	0.82196	0.9774	0.94709	0.98055
PLK4	6	-1.1614	-1.9921	0.0011377	0.028777	0.046364	0.39328
PNCK	6	-0.53974	-2.4692	0.075654	0.46914	0.013543	0.20096
POMK	4	-0.11145	-0.65095	0.80973	0.9774	0.51508	0.77514
PRKAA1	6	0.095688	0.37547	0.54636	0.904	0.70731	0.86236
PRKAA2	6	0.40043	1.3968	0.044084	0.35909	0.16246	0.51583
PRKACA	6	-0.25363	-1.7727	0.42833	0.85714	0.076276	0.47234
PRKACB	6	0.20459	1.2463	0.26991	0.75678	0.21264	0.55923
PRKACG	6	-0.05986	-0.37917	0.94909	0.99109	0.70457	0.8605
PRKCA	6	0.27931	1.3067	0.1442	0.60646	0.19131	0.53896
PRKCB	6	0.13528	1.3396	0.43771	0.86186	0.18037	0.52997
PRKCD	6	-0.12489	-0.6991	0.75057	0.96844	0.48449	0.75858
PRKCE	6	-0.39007	-1.6495	0.20023	0.68482	0.099048	0.4762
PRKCG	6	-0.18692	-1.1113	0.57992	0.91723	0.26642	0.59376
PRKCH	6	0.294	1.3095	0.12514	0.56628	0.19038	0.53896
PRKCI	6	-0.43113	-1.6614	0.15671	0.62065	0.096638	0.47566
PRKCQ	6	0.21697	0.58559	0.24033	0.72719	0.55815	0.78849
PRKCZ	6	0.052874	0.24451	0.67435	0.94471	0.80684	0.91934
PRKD1	6	0.064866	0.72569	0.63453	0.93515	0.46803	0.74719
PRKD2	6	-0.4074	-2.0351	0.18146	0.65169	0.041839	0.37665
PRKD3	6	0.033449	0.12914	0.7409	0.96232	0.89724	0.96045
PRKDC	6	-0.72153	-2.9508	0.017918	0.20861	0.0031694	0.075785
PRKG1	6	0.18251	1.3152	0.31485	0.79583	0.18843	0.53896
PRKG2	6	0.17447	0.69498	0.33845	0.81076	0.48707	0.76026
PRKX	6	-0.045068	-0.30294	0.99659	0.99943	0.76194	0.89329
PRKY	5	0.16262	0.56016	0.40757	0.84552	0.57537	0.79319
PRPF4B	6	-1.4614	-3.0268	0	0	0.0024717	0.06634
PSKH1	6	0.15311	0.6479	0.38879	0.83639	0.51705	0.77542
PSKH2	6	0.13653	0.63347	0.43345	0.8602	0.52643	0.78028
PTK2	6	-0.84954	-2.4863	0.0054039	0.091346	0.012907	0.20096
PTK2B	6	0.32878	1.7387	0.0876	0.49438	0.082082	0.47234
PTK6	6	-0.22759	-1.7425	0.47639	0.87841	0.081416	0.47234
PTK7	6	-0.2625	-1.6173	0.40785	0.84552	0.10581	0.48029
RAF1	6	-0.14049	-0.98484	0.70705	0.95432	0.3247	0.6339
RET	6	0.17835	0.60943	0.33077	0.80484	0.54224	0.78619
