sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final,test2,test3,DLD1-Ts4.final_recalculate
ZNF546_E7_1833.93,ZNF546,2074,3231,1157,1157,1157
BTBD7_BTB137235_E1_3399.38,BTBD7,1212,2513,1301,1301,1301
RPS6KA5_PKc2_E15_160.1,RPS6KA5,943,1781,838,838,838
NAALADL1_2223.14,NAALADL1,1906,3641,1735,1735,1735
RNF183_579.38,RNF183,394,823,429,429,429
GZF1_E1_410.49,GZF1,1373,2134,761,761,761
LMTK3_PKc_E10_122.12,LMTK3,480,761,281,281,281
DLX6_E2_129.7,DLX6,1668,2544,876,876,876
ASB6_1266.160,ASB6,733,1347,614,614,614
HOXD12_E2_171.7,HOXD12,1198,2445,1247,1247,1247
PRMT5_e11_123.13,PRMT5,904,843,-61,61,61
SALL2_E2_852.129,SALL2,725,1416,691,691,691
OVOL3_E4_47.3,OVOL3,851,1353,502,502,502
MTOR_PKc_E47_136.3,MTOR,621,904,283,283,283
KDM4A_e7_104.4,KDM4A,1841,3216,1375,1375,1375
CBLC_1425.12,CBLC,1445,1770,325,325,325
FBXO4_9,FBXO4,992,1739,747,747,747
ZNF324B_E4_660.22,ZNF324B,768,1099,331,331,331
CHD4_H_e23_125.1,CHD4,283,318,35,35,35
HDAC3_e11_90.1,HDAC3,956,1601,645,645,645
ZBTB7A_BTB24131_E1_1755.12,ZBTB7A,451,856,405,405,405
ZNF684_E5_660.48,ZNF684,1209,2422,1213,1213,1213
ZNF669_E4_498.33,ZNF669,2053,4409,2356,2356,2356
PSMB1_726.23,PSMB1,1523,1964,441,441,441
FBXL2_1272.117,FBXL2,1106,1513,407,407,407
SMARCA2_BD_e28_218.15,SMARCA2,970,1971,1001,1001,1001
ZBTB2_E3_639.11,ZBTB2,1075,2461,1386,1386,1386
TRAIP_1410.130,TRAIP,864,916,52,52,52
TRIM2_2316.288,TRIM2,2215,7467,5252,5252,5252
CTSL2_1005.62,CTSL2,676,1257,581,581,581
WNK4_PKc_E2_173.7,WNK4,318,563,245,245,245
BRWD1_BD1_e32_126.2,BRWD1,1508,2361,853,853,853
BRWD1_6963.419,BRWD1,1508,2361,853,853,853
ADNP_E6_138.2,ADNP,882,2186,1304,1304,1304
RNF150_1317.136,RNF150,885,1574,689,689,689
GON4L_SANT_E31_66.1,GON4L,402,703,301,301,301
ZBTB34_E2_156.23,ZBTB34,2675,4335,1660,1660,1660
SMARCC2_SANT_E19_63.2,SMARCC2,630,953,323,323,323
KCTD18_BTB1498_E1_1281.8,KCTD18,890,1851,961,961,961
POU4F1_E2_177.11,POU4F1,892,1272,380,380,380
KDM5A_Phd3_E27_45.1,KDM5A,1028,2181,1153,1153,1153
UBOX5_1626.185,UBOX5,1442,2665,1223,1223,1223
ZNF415_E4_831.49,ZNF415,2366,4957,2591,2591,2591
CPE_1431.35,CPE,1618,3826,2208,2208,2208
FBXO40_6,FBXO40,1108,2372,1264,1264,1264
ZNF782_E6_1062.88,ZNF782,525,584,59,59,59
NCOA1_e18_175.12,NCOA1,949,1567,618,618,618
BATF3_E2_90.5,BATF3,611,840,229,229,229
ZNF155_E5_750.27,ZNF155,2667,4704,2037,2037,2037
RFX3_E8_49.1,RFX3,793,1723,930,930,930
KDM5B_Phd3_E27_108.2,KDM5B,1032,2384,1352,1352,1352
DMRT3_E1_141.6,DMRT3,873,2503,1630,1630,1630
MMP3_1434.139,MMP3,639,1116,477,477,477
PRDM2_e3_47.0,PRDM2,752,1606,854,854,854
KMT2B_Phd1_E12_105.6,KMT2B,514,1103,589,589,589
MKRN3_1524.35,MKRN3,1299,2691,1392,1392,1392
PAK7_PKc_E7_134.9,PAK7,891,1737,846,846,846
TRIM13_1224.3,TRIM13,998,2029,1031,1031,1031
PROP1_E2_135.6,PROP1,2159,3955,1796,1796,1796
RPS6KA1_PKc2_E17_159,RPS6KA1,675,1711,1036,1036,1036
RFPL4A_4,RFPL4A,650,826,176,176,176
DCAF4_1488.163,DCAF4,919,2034,1115,1115,1115
FXR2_Agenet69127_E1_2022.25,FXR2,621,787,166,166,166
CEBPB_E1_147.8,CEBPB,749,1455,706,706,706
ZNF28_E4_1494.59,ZNF28,694,1515,821,821,821
PMS1_E9_143.0,PMS1,1225,2214,989,989,989
SPIN1_Spinlin214258_E1_789.43,SPIN1,584,1643,1059,1059,1059
KDM5A_e12_163.16,KDM5A,452,924,472,472,472
RFX1_E4_49.2,RFX1,2315,5077,2762,2762,2762
MYCBP2_14037.1109,MYCBP2,1704,4065,2361,2361,2361
DUXA_E4_146.11,DUXA,722,715,-7,7,7
USP3_1563.63,USP3,1214,2401,1187,1187,1187
PSMA6_741.41,PSMA6,2355,3708,1353,1353,1353
FOXO6_E2_90.0,FOXO6,989,1987,998,998,998
ZNF426_E8_750.67,ZNF426,2824,5556,2732,2732,2732
MAPKAPK3_PKc_E9_76.1,MAPKAPK3,324,568,244,244,244
CBLB_2949.356,CBLB,1416,3182,1766,1766,1766
ADAM30_2373.51,ADAM30,1401,2504,1103,1103,1103
NCOR1_E16_218.25,NCOR1,1261,1871,610,610,610
MBD1_CXXC168215_E1_1968.332,MBD1,760,1550,790,790,790
CREB3L2_E8_69.3,CREB3L2,213,756,543,543,543
PDIK1L_PKc_E3_708.64,PDIK1L,349,517,168,168,168
ZNF12_E5_1131.56,ZNF12,1466,2685,1219,1219,1219
USP17L13_885.34,USP17L13,2704,4531,1827,1827,1827
USP17L17_885.34,USP17L17,2704,4531,1827,1827,1827
ZNF836_E5_2079.116,ZNF836,1298,2715,1417,1417,1417
STK11_PKc_E3_90.3,STK11,700,1062,362,362,362
ASB4_1281.77,ASB4,952,1830,878,878,878
TGIF2LY_E2_171.0,TGIF2LY,3323,4598,1275,1275,1275
KCNV1_BTB42150_E1_1503.175,KCNV1,334,446,112,112,112
ZNF776_E3_666.14,ZNF776,1815,4162,2347,2347,2347
ZNF44_E5_1236.21,ZNF44,1109,1983,874,874,874
ZNF630_E5_909.71,ZNF630,1243,2127,884,884,884
RNF17_tudor14841531_E1_4872.218,RNF17,579,806,227,227,227
RNF5_5,RNF5,1210,2468,1258,1258,1258
HIF1A_E2_187.3,HIF1A,1225,2684,1459,1459,1459
USP31_89.1,USP31,1424,2082,658,658,658
KDR_PKc_E18_105.7,KDR,502,1301,799,799,799
DAPK2_PKc_E2_44.1,DAPK2,648,1187,539,539,539
TRIM55_1647.185,TRIM55,1691,3793,2102,2102,2102
DCUN1D2_780.37,DCUN1D2,545,757,212,212,212
EBF4_E3_157.4,EBF4,1100,2521,1421,1421,1421
ZNF461_E6_666.9,ZNF461,1598,2180,582,582,582
ZMIZ2_2763.159,ZMIZ2,870,1392,522,522,522
PRDM9_E11_915.121,PRDM9,173,367,194,194,194
ZKSCAN5_E7_1055.88,ZKSCAN5,651,1234,583,583,583
CDH1_2649.357,CDH1,580,758,178,178,178
NAALADL1_2223.12,NAALADL1,1625,2674,1049,1049,1049
PHF19_Phd1_E5_86.12,PHF19,910,2058,1148,1148,1148
RC3H1_3405.5,RC3H1,1676,3103,1427,1427,1427
KLHL34_BTB19126_E1_1935.412,KLHL34,1712,4839,3127,3127,3127
TCF19_Phd_E4_147.6,TCF19,1208,2721,1513,1513,1513
BAZ2B_MBD_E11_26.0,BAZ2B,394,895,501,501,501
APEH_2199.156,APEH,1422,2860,1438,1438,1438
TSSK4_PKc_E1_156.3,TSSK4,334,450,116,116,116
JARID2_E17_108.5,JARID2,1053,1887,834,834,834
TPSB2_828.16,TPSB2,1840,3450,1610,1610,1610
CAD_6678.69,CAD,962,1666,704,704,704
DMRTC2_E2_113.4,DMRTC2,1063,1958,895,895,895
ZNF596_E6_906.42,ZNF596,1303,2546,1243,1243,1243
ATR_PKc_E42_151.4,ATR,1264,1899,635,635,635
CDYL_Chromo_E2_150.11,CDYL,1284,4196,2912,2912,2912
TPSAB1_828.45,TPSAB1,2494,3297,803,803,803
TPSB2_828.44,TPSB2,2494,3297,803,803,803
MAP2K4_PKc_E6_52,MAP2K4,541,762,221,221,221
TRIM51_1359.7,TRIM51,1478,2847,1369,1369,1369
HMGXB3_E3_163.7,HMGXB3,1531,3155,1624,1624,1624
E2F5_E1_87.6,E2F5,1494,3610,2116,2116,2116
TFCP2_E4_106.1,TFCP2,2296,6672,4376,4376,4376
LRSAM1_2172.283,LRSAM1,966,2298,1332,1332,1332
ASB1_1008.75,ASB1,547,1319,772,772,772
ASCL4_E1_165.11,ASCL4,704,1512,808,808,808
BATF_E2_93.7,BATF,1221,2014,793,793,793
KDM5A_E4_144.4,KDM5A,962,2073,1111,1111,1111
LIMK2_PKc_E13_56,LIMK2,816,1508,692,692,692
ASB18_1401.119,ASB18,1057,1675,618,618,618
HDGFL1_PWWP985_E1_756.158,HDGFL1,700,2291,1591,1591,1591
ZNF432_E5_1392.84,ZNF432,1611,2932,1321,1321,1321
RNF31_3219.405,RNF31,295,385,90,90,90
LYN_PKc_E12_132.9,LYN,283,484,201,201,201
UBE2A_459.47,UBE2A,202,377,175,175,175
NO66_e1_980.162,NO66,1105,1629,524,524,524
CAMK1_PKc_E5_139,CAMK1,554,983,429,429,429
CAD_6678.535,CAD,773,636,-137,137,137
RNF207_1905.310,RNF207,240,283,43,43,43
SOX1_E1_216.14,SOX1,1843,4766,2923,2923,2923
ZMIZ1_3204.378,ZMIZ1,559,1129,570,570,570
TRIM37_2895.249,TRIM37,999,1761,762,762,762
F2_1869.206,F2,1199,2736,1537,1537,1537
SOX13_E13_107.6,SOX13,1218,3339,2121,2121,2121
THAP8_E2_187.11,THAP8,704,1491,787,787,787
HOXD9_E2_156.6,HOXD9,296,531,235,235,235
PATZ1_BTB30159_E1_2064.39,PATZ1,967,1519,552,552,552
FEZF2_E3_117.3,FEZF2,460,602,142,142,142
OTUD7A_2781.97,OTUD7A,1319,2923,1604,1604,1604
MALT1_2475.89,MALT1,1048,2371,1323,1323,1323
ETV3_E3_185.11,ETV3,1147,1642,495,495,495
ZNF532_E10_148.11,ZNF532,1143,2154,1011,1011,1011
FBXO27_852.39,FBXO27,721,1427,706,706,706
BAZ1B_BD_e18_67.0,BAZ1B,1547,2036,489,489,489
NEURL1_1725.131,NEURL1,1514,3546,2032,2032,2032
DPP8_2697.145,DPP8,1077,2810,1733,1733,1733
NPEPL1_1572.14,NPEPL1,1138,2139,1001,1001,1001
MYCL_E2_165.1,MYCL,2016,4080,2064,2064,2064
OARD1_Macro14140_E1_459.23,OARD1,695,1350,655,655,655
ZBTB41_E7_107.0,ZBTB41,2570,4528,1958,1958,1958
MAP3K14_PKc_E6_114.9,MAP3K14,1210,2830,1620,1620,1620
ZFP69B_E5_666.52,ZFP69B,1454,3093,1639,1639,1639
ESR2_E3_106.2,ESR2,2446,5297,2851,2851,2851
ZFY_E8_588.20,ZFY,2119,4530,2411,2411,2411
FGFR3_PKc_E12_111.1,FGFR3,465,1151,686,686,686
CYLD_2871.182,CYLD,1366,2810,1444,1444,1444
KMT2B_e37_218.25,KMT2B,1391,2947,1556,1556,1556
TRIM7_1536.11,TRIM7,598,874,276,276,276
HERC1_14586.634,HERC1,496,625,129,129,129
SP1_E5_200.13,SP1,908,2925,2017,2017,2017
CHFR_1995.84,CHFR,1022,1682,660,660,660
CECR2_BD_e13_127.7,CECR2,2148,2448,300,300,300
SMARCA2_H_e25_59.1,SMARCA2,2445,3025,580,580,580
WSB1_1266.93,WSB1,589,1037,448,448,448
ERF_E2_182.12,ERF,1104,2387,1283,1283,1283
MBD3_MBD1_E1_98.12,MBD3,1263,1882,619,619,619
ZSCAN25_E8_564.96,ZSCAN25,766,1519,753,753,753
ZNF700_E4_1239.29,ZNF700,477,1030,553,553,553
MYC_E3_171.1,MYC,1624,2204,580,580,580
CPD_4143.38,CPD,669,822,153,153,153
TRIM22_1497.112,TRIM22,1158,1655,497,497,497
PRKAA1_PKc_E4_45.1,PRKAA1,567,879,312,312,312
JMJD1C_e22_86.0,JMJD1C,1751,4324,2573,2573,2573
FBXO9_1344.24,FBXO9,1087,2133,1046,1046,1046
E2F1_E3_220.4,E2F1,1672,2591,919,919,919
CEBPG_E2_162.6,CEBPG,1435,2412,977,977,977
ZNF160_E7_1665.90,ZNF160,1552,4018,2466,2466,2466
ZNF600_E3_1785.81,ZNF600,1418,2556,1138,1138,1138
TAL2_E1_168.7,TAL2,2349,3492,1143,1143,1143
ETS1_E10_141.7,ETS1,1609,3573,1964,1964,1964
SMARCA2_BD_e29_54.3,SMARCA2,1316,2114,798,798,798
ZNF254_E6_1326.43,ZNF254,968,2307,1339,1339,1339
SPSB4_822.164,SPSB4,1488,3722,2234,2234,2234
ZNF146_E4_819.55,ZNF146,1199,1962,763,763,763
HECW2_4719.304,HECW2,404,538,134,134,134
KLF16_E2_137.3,KLF16,825,556,-269,269,269
NR2F1_E1_208.3,NR2F1,1227,2409,1182,1182,1182
KDM6B_e19_188.0,KDM6B,779,1589,810,810,810
NKX2_2_E2_171.18,NKX2,253,383,130,130,130
NR4A1_E4_130.18,NR4A1,972,2626,1654,1654,1654
FOXN3_E2_204.12,FOXN3,2623,5262,2639,2639,2639
FGFR2_PKc_E12_111.5,FGFR2,827,2103,1276,1276,1276
TOPORS_2943.4,TOPORS,1247,1809,562,562,562
SPOPL_BTB190297_E1_1179.33,SPOPL,1051,2171,1120,1120,1120
ENPEP_2874.287,ENPEP,410,510,100,100,100
TRIM44_1035.121,TRIM44,1061,2438,1377,1377,1377
MARCH1_870.77,1-Mar,878,2883,2005,2005,2005
PLK3_PKc_E1_33,PLK3,731,1640,909,909,909
SATB2_E11_177.27,SATB2,844,1214,370,370,370
ZNF675_E4_1164.53,ZNF675,1544,2999,1455,1455,1455
ZNF175_E5_1245.22,ZNF175,1483,3052,1569,1569,1569
FBXO34_2,FBXO34,1285,2907,1622,1622,1622
FAM105A_129.7,FAM105A,1387,2214,827,827,827
TXK_PKc_E14_158.4,TXK,604,882,278,278,278
ERG_E12_252.24,ERG,554,1430,876,876,876
GCK_PKc_E7_184.12,GCK,1456,2799,1343,1343,1343
BARHL2_E2_155.4,BARHL2,1001,2325,1324,1324,1324
DCAF12L1_1392.97,DCAF12L1,988,2158,1170,1170,1170
ZNF502_E5_1161.47,ZNF502,1247,2637,1390,1390,1390
HECTD1_7833.173,HECTD1,554,773,219,219,219
MSL3_Chromo_E2_83.0,MSL3,815,1452,637,637,637
ANAPC1_1,ANAPC1,495,993,498,498,498
ARID5A_E3_79.2,ARID5A,1305,1840,535,535,535
HES6_E3_57.0,HES6,293,422,129,129,129
SIAH1_942.30,SIAH1,1153,2372,1219,1219,1219
ZNF442_E6_1080.24,ZNF442,852,1636,784,784,784
FBXL8_1125.38,FBXL8,1252,2541,1289,1289,1289
RET_PKc_E12_118.2,RET,208,279,71,71,71
HACE1_2730.83,HACE1,1311,1671,360,360,360
SOCS7_1746.61,SOCS7,726,1126,400,400,400
FOXN2_E3_204.17,FOXN2,3104,6618,3514,3514,3514
ZBTB33_E3_657.45,ZBTB33,1016,1736,720,720,720
RNF2_1011.61,RNF2,2074,3487,1413,1413,1413
ZNF33A_E5_1407.32,ZNF33A,1086,2573,1487,1487,1487
TRIM14_1329.16,TRIM14,1399,2805,1406,1406,1406
DPP4_2301.1,DPP4,1195,2424,1229,1229,1229
FBXL15_903.82,FBXL15,765,1694,929,929,929
TET2_e8_90.3,TET2,470,906,436,436,436
RCBTB1_BTB371467_E1_1596.94,RCBTB1,1438,3048,1610,1610,1610
TRIM13_1224.97,TRIM13,991,2380,1389,1389,1389
ZNF784_E2_447.62,ZNF784,658,981,323,323,323
JADE2_Phd_E6_84.1,JADE2,592,1468,876,876,876
CLOCK_e23_256.17,CLOCK,836,1737,901,901,901
SETDB1_tudor348400_E1_3876.515,SETDB1,1193,2154,961,961,961
ZNF425_E4_1131.153,ZNF425,1672,3057,1385,1385,1385
KCNS2_BTB19118_E1_1434.226,KCNS2,162,244,82,82,82
IRF2BPL_2391.527,IRF2BPL,566,579,13,13,13
USP5_2577.368,USP5,575,656,81,81,81
SMNDC1_tudor76124_E1_717.42,SMNDC1,1274,1976,702,702,702
ZBTB3_E2_75.0,ZBTB3,2378,5484,3106,3106,3106
HSFY2_E1_279.12,HSFY2,2814,5528,2714,2714,2714
SYK_PKc_E9_62,SYK,360,687,327,327,327
ADAM2_2208.37,ADAM2,851,2048,1197,1197,1197
DYRK2_PKc_E3_1140.32,DYRK2,680,1250,570,570,570
MMP25_1689.86,MMP25,746,1546,800,800,800
ZNF716_E4_825.14,ZNF716,1320,1993,673,673,673
CSNK1E_PKc_E3_111.11,CSNK1E,713,1523,810,810,810
FOXH1_E1_78.0,FOXH1,1371,2823,1452,1452,1452
CHEK1_PKc_E4_65.6,CHEK1,705,602,-103,103,103
RNF225_990.242,RNF225,1273,3146,1873,1873,1873
RNF138_738.44,RNF138,2107,5722,3615,3615,3615
ZFX_E10_1119.23,ZFX,692,1135,443,443,443
SENP1_1935.91,SENP1,1111,1580,469,469,469
RNF17_4872.12,RNF17,815,2435,1620,1620,1620
FBXL5_2076.7,FBXL5,583,1238,655,655,655
MYLK3_PKc_E9_71,MYLK3,536,862,326,326,326
KLK14_804.31,KLK14,595,805,210,210,210
DNAJC2_E16_155.0,DNAJC2,1431,2828,1397,1397,1397
CDC23_1794.26,CDC23,1994,2569,575,575,575
RNF225_990.241,RNF225,666,1162,496,496,496
TLX3_E2_167.15,TLX3,865,1368,503,503,503
ASB9_885.112,ASB9,1004,2210,1206,1206,1206
MEP1A_2241.304,MEP1A,929,2186,1257,1257,1257
ZNRF4_1290.161,ZNRF4,811,1771,960,960,960
KDM2B_4011.168,KDM2B,1144,2339,1195,1195,1195
ABHD17B_882.42,ABHD17B,1268,2661,1393,1393,1393
NRF1_Ex_161.16,NRF1,1077,2186,1109,1109,1109
ZNF672_E4_1206.130,ZNF672,464,512,48,48,48
ZBTB42_E1_159.14,ZBTB42,2275,5375,3100,3100,3100
MYCL_E2_165.3,MYCL,895,1411,516,516,516
MAP3K9_PKc_E3_181.9,MAP3K9,172,278,106,106,106
MID1_2004.203,MID1,934,2350,1416,1416,1416
ZFP36_999.181,ZFP36,943,1701,758,758,758
MNT_E4_112.3,MNT,1277,3052,1775,1775,1775
OTX2_E2_135.7,OTX2,1023,1309,286,286,286
MSC_E1_180.8,MSC,492,852,360,360,360
KDM2A_5,KDM2A,863,1132,269,269,269
CELA3A_813.4,CELA3A,603,1117,514,514,514
TRAIP_1410.192,TRAIP,970,1765,795,795,795
NR0B1_E1_386.58,NR0B1,761,1119,358,358,358
ACVR1C_PKc_E7_125.7,ACVR1C,429,719,290,290,290
MAP3K8_PKc_E5_262.23,MAP3K8,154,255,101,101,101
SCYL3_PKc_E2_141.1,SCYL3,978,2497,1519,1519,1519
RHOXF1_E1_89.0,RHOXF1,1566,3157,1591,1591,1591
IKZF5_E4_55.3,IKZF5,750,1250,500,500,500
GZMB_744.45,GZMB,1706,2932,1226,1226,1226
TOX4_E5_144.4,TOX4,566,695,129,129,129
PRSS22_954.192,PRSS22,1797,3915,2118,2118,2118
CDC23_1794.11,CDC23,409,396,-13,13,13
DESI2_585.44,DESI2,749,1359,610,610,610
TRIM56_2268.566,TRIM56,738,2550,1812,1812,1812
SFMBT1_MBT131232_E1_2601.316,SFMBT1,1334,2390,1056,1056,1056
RNF5_2,RNF5,2630,7323,4693,4693,4693
KLHL32_BTB32137_E1_1863.5,KLHL32,1117,1984,867,867,867
CDK11B_PKc_E17_117.11,CDK11B,928,1762,834,834,834
STK32C_PKc_E3_152.1,STK32C,99,368,269,269,269
DPF3_Phd_E8_91.6,DPF3,588,1142,554,554,554
HMGXB3_E3_163.16,HMGXB3,1460,2580,1120,1120,1120
GRHL1_E5_77.5,GRHL1,1404,2877,1473,1473,1473
TRIM49_5,TRIM49,1162,1588,426,426,426
TRIM33_Phd_E15_104.0,TRIM33,1611,3419,1808,1808,1808
ZNF597_E4_630.32,ZNF597,1692,3743,2051,2051,2051
PRSS53_1662.358,PRSS53,1176,2271,1095,1095,1095
PKNOX2_E10_72.2,PKNOX2,600,874,274,274,274
STAT6_E12_93.0,STAT6,323,635,312,312,312
CASP4_966.8,CASP4,969,1480,511,511,511
ZNF560_E10_1560.95,ZNF560,439,725,286,286,286
CBL_2721.93,CBL,510,726,216,216,216
MAP2K2_PKc_E8_65,MAP2K2,341,705,364,364,364
TFE3_E9_76.4,TFE3,1610,3067,1457,1457,1457
FBXO18_3285.160,FBXO18,1957,3834,1877,1877,1877
IRAK3_PKc_E8_119.1,IRAK3,1328,2687,1359,1359,1359
PSMA3_768.37,PSMA3,1006,1615,609,609,609
XIAP_1,XIAP,1407,2959,1552,1552,1552
ZSCAN16_E4_324.16,ZSCAN16,921,1457,536,536,536
PSMB8_831.98,PSMB8,663,750,87,87,87
TRIM73_3,TRIM73,772,1168,396,396,396
KLHL41_BTB23130_E1_1821.5,KLHL41,695,1459,764,764,764
RNF146_1077.15,RNF146,525,1085,560,560,560
GGTLC2_657.18,GGTLC2,2063,3435,1372,1372,1372
CRMP1_2061.299,CRMP1,1919,3210,1291,1291,1291
ZNF732_E4_1239.1,ZNF732,1057,1867,810,810,810
KDM2A_10,KDM2A,1337,2183,846,846,846
USP27X_1317.15,USP27X,950,1728,778,778,778
RNF217_1629.164,RNF217,309,579,270,270,270
ZNF668_E2_410.66,ZNF668,1032,2157,1125,1125,1125
FOS_E3_75.2,FOS,778,1351,573,573,573
MAFB_E1_210.15,MAFB,565,853,288,288,288
FOXA2_E2_234.8,FOXA2,764,1127,363,363,363
CHD1_H_e18_150.8,CHD1,1166,1825,659,659,659
USP47_3864.35,USP47,950,1902,952,952,952
CBLC_1425.172,CBLC,807,1719,912,912,912
PML_2649.364,PML,1296,2100,804,804,804
STK24_PKc_E2_210.9,STK24,491,1355,864,864,864
BTBD7_BTB137235_E1_3399.346,BTBD7,1256,1844,588,588,588
RNF11_465.35,RNF11,980,1647,667,667,667
BRCA1_5592.483,BRCA1,1213,700,-513,513,513
TBX18_E3_102.5,TBX18,1482,3131,1649,1649,1649
RCOR2_E11_54.1,RCOR2,1162,2188,1026,1026,1026
DCAF1_20,DCAF1,1431,1622,191,191,191
RNF139_1995.98,RNF139,1263,2531,1268,1268,1268
SIRT3_e4_101.10,SIRT3,996,1470,474,474,474
OBSCN_PKc2_E101_240.9,OBSCN,1008,2348,1340,1340,1340
KDM5B_e13_120.2,KDM5B,1393,2122,729,729,729
HOXB2_E2_174.15,HOXB2,429,795,366,366,366
RNF126_936.6,RNF126,510,1043,533,533,533
NFAT5_E7_191.2,NFAT5,1479,2097,618,618,618
SPSB1_822.17,SPSB1,752,1204,452,452,452
LBX1_E2_171.12,LBX1,610,967,357,357,357
FBXL18_2157.75,FBXL18,1100,1872,772,772,772
ZNF34_E6_1071.48,ZNF34,543,887,344,344,344
CYHR1_1089.15,CYHR1,1089,2014,925,925,925
CXXC5_CXXC255296_E1_969.71,CXXC5,479,733,254,254,254
CDC16_1863.143,CDC16,971,1302,331,331,331
RNF144A_879.36,RNF144A,1987,2971,984,984,984
ADAMDEC1_1413.39,ADAMDEC1,1547,2672,1125,1125,1125
EHMT1_e26_176.1,EHMT1,1823,3595,1772,1772,1772
RELA_E3_132.17,RELA,1003,1498,495,495,495
ZNF670_E4_498.37,ZNF670,1411,2891,1480,1480,1480
CAPN7_2442.2,CAPN7,1229,1832,603,603,603
MMP1_1410.13,MMP1,1056,1741,685,685,685
RNF175_987.54,RNF175,1279,2426,1147,1147,1147
SPSB2_792.30,SPSB2,660,1210,550,550,550
ZNF599_E4_993.95,ZNF599,1545,2794,1249,1249,1249
KAT7_E4_37.0,KAT7,1090,1954,864,864,864
ZKSCAN7_E6_1077.94,ZKSCAN7,671,1181,510,510,510
ZHX2_E3_1239.125,ZHX2,704,1820,1116,1116,1116
E2F3_E3_194.11,E2F3,1536,2417,881,881,881
ZNF253_E4_828.61,ZNF253,764,1512,748,748,748
CSNK2A1_PKc_E11_101.1,CSNK2A1,768,1277,509,509,509
PHKG2_PKc_E3_176,PHKG2,1387,3301,1914,1914,1914
SKP2_1275.125,SKP2,805,897,92,92,92
HERC3_2799.203,HERC3,903,1456,553,553,553
FBXL13_2208.13,FBXL13,1439,2611,1172,1172,1172
GMEB1_E5_104.7,GMEB1,727,1114,387,387,387
TYRO3_PKc_E16_110.11,TYRO3,188,306,118,118,118
MAP2K6_PKc_E9_78.5,MAP2K6,685,1489,804,804,804
FBXW9_12,FBXW9,1037,2101,1064,1064,1064
PAPPA_4884.668,PAPPA,1826,6070,4244,4244,4244
RBCK1_1533.93,RBCK1,858,1775,917,917,917
DCAF5_2829.375,DCAF5,900,1646,746,746,746
TRIM51_1359.139,TRIM51,836,1578,742,742,742
PTF1A_E1_168.3,PTF1A,995,2185,1190,1190,1190
HDAC4_e21_120.2,HDAC4,1311,4093,2782,2782,2782
CTRL_795.101,CTRL,1248,2179,931,931,931
SCMH1_MBT137235_E1_1983.27,SCMH1,949,1466,517,517,517
ZBTB7B_BTB58178_E1_1722.13,ZBTB7B,575,677,102,102,102
PSMA4_786.4,PSMA4,867,1201,334,334,334
MASTL_PKc2_E11_102.1,MASTL,606,775,169,169,169
USF1_E9_95.1,USF1,634,981,347,347,347
CASP9_801.71,CASP9,1825,4442,2617,2617,2617
KAT8_Chromo_E3_176.6,KAT8,527,719,192,192,192
ZNF808_E5_1998.47,ZNF808,604,1234,630,630,630
RNF2_1011.10,RNF2,1780,2738,958,958,958
NPEPL1_1572.101,NPEPL1,1379,2287,908,908,908
TERF2_SANT_E10_144.6,TERF2,700,778,78,78,78
ROCK2_PKc_E3_101.4,ROCK2,701,1183,482,482,482
SP110_Phd_E15_101.4,SP110,490,981,491,491,491
MTA3_Bah3170_E1_1548.141,MTA3,678,1418,740,740,740
ZNF302_E6_495.33,ZNF302,1597,3498,1901,1901,1901
MBD3_E5_178.6,MBD3,1083,1615,532,532,532
ZCWPW2_CW3078_E1_1071.7,ZCWPW2,613,1011,398,398,398
USP36_111.5,USP36,1294,1798,504,504,504
RNF41_954.4,RNF41,927,1619,692,692,692
ASB14_1764.89,ASB14,616,998,382,382,382
UBE2V2_438.10,UBE2V2,1372,2090,718,718,718
MACROD1_Macro153319_E1_978.144,MACROD1,527,746,219,219,219
ACE_3921.182,ACE,997,2324,1327,1327,1327
ZNF551_E3_1038.81,ZNF551,942,2431,1489,1489,1489
TRIB3_PKc_E4_361.35,TRIB3,671,1424,753,753,753
ZNF396_E4_66.2,ZNF396,1727,2788,1061,1061,1061
TRIM31_1278.6,TRIM31,1962,3231,1269,1269,1269
ZNF33B_E4_1407.33,ZNF33B,935,1907,972,972,972
TRAF3_1707.177,TRAF3,1650,4732,3082,3082,3082
CTSC_67.0,CTSC,1223,3018,1795,1795,1795
ZNF45_E10_1548.88,ZNF45,914,1390,476,476,476
ZNF564_E4_1317.102,ZNF564,806,1161,355,355,355
HOXB7_E2_177.0,HOXB7,1362,2126,764,764,764
FBXO24_1857.354,FBXO24,869,2340,1471,1471,1471
ARID3A_E5_184.2,ARID3A,1840,4048,2208,2208,2208
CPD_4143.36,CPD,1520,2611,1091,1091,1091
MYLIP_1338.88,MYLIP,1017,3403,2386,2386,2386
KLK1_789.57,KLK1,1630,3976,2346,2346,2346
ARIH2_1482.29,ARIH2,806,1695,889,889,889
ZNF679_E5_492.34,ZNF679,1313,2345,1032,1032,1032
HOXD8_E2_177.0,HOXD8,755,1489,734,734,734
ZNF655_E4_582.16,ZNF655,945,1466,521,521,521
SPPL2A_1563.14,SPPL2A,831,1503,672,672,672
KDM6A_e26_188.12,KDM6A,1332,1634,302,302,302
TFCP2_E4_106.0,TFCP2,1929,3688,1759,1759,1759
RNF212_894.94,RNF212,579,1296,717,717,717
