"","sgRNA","Gene","mergeD0","Vaco.Ts13.final"
"1",100006769,"AFF3",1344.74639525021,669
"2",100007125,"SLC35A3",1242.78795589483,265
"3",100007455,"AFF3",4607.36726039016,488
"4",100008533,"RGS22",2933.34351145038,802
"5",100011509,"SLC35A3",3425.41221374046,940
"6",100016352,"ERP44",3260.29262086514,904
"7",100016416,"ERP44",3849.64800678541,391
"8",10001800,"COL5A3",3059.75318066158,1293
"9",100022122,"ERP44",3062.82612383376,101
"10",100023877,"ZKSCAN1",7934.84987277354,1314
"11",100024190,"ZKSCAN1",4373.75233248516,815
"12",100024303,"ZKSCAN1",2326.40118744699,670
"13",100033374,"ZKSCAN1",2956.0780322307,1650
"14",100049997,"HIAT1",7939.59711620017,1668
"15",100052435,"ERP44",5788.32485156913,970
"16",100052849,"RGS22",2196.03731976251,103
"17",1000530,"C7orf50",2105.28583545377,866
"18",100057089,"ZSCAN21",3378.6395250212,950
"19",100057185,"ZSCAN21",3559.15436810857,1003
"20",100057728,"ZSCAN21",3706.32909245123,247
"21",100057886,"ZSCAN21",3868.39525021204,454
"22",100058932,"UHRF1BP1L",1955.40712468193,416
"23",100059483,"UHRF1BP1L",2646.42408821035,930
"24",100061836,"HIAT1",6907.67514843087,1569
"25",100063478,"RGS22",5770.09499575912,912
"26",100065270,"CPN1",3317.10008481764,590
"27",100066216,"RGS22",5574.9058524173,479
"28",100068044,"HIAT1",1832.56997455471,738
"29",100068544,"HIAT1",5459.60390161154,2154
"30",100069763,"CPN1",753.967769296014,203
"31",100071903,"ZNF3",3394.86598812553,677
"32",100071987,"ZNF3",4965.71840542833,575
"33",100072067,"ZNF3",3131.16539440204,685
"34",100072159,"ZNF3",2793.16624257846,216
"35",10007489,"LOC401052",2107.70653095844,1456
"36",10007540,"LOC401052",4460.12128922816,655
"37",10007586,"LOC401052",993.322307039864,348
"38",100076021,"CPN1",1245.27735368957,291
"39",10007633,"RBP7",1915.91857506361,148
"40",10007668,"RBP7",942.016963528414,289
"41",10007721,"RBP7",343.185750636132,240
"42",10007744,"RBP7",1936.46564885496,30
"43",100081490,"CPN1",1674.12468193384,30
"44",100083021,"UHRF1BP1L",1111.18999151824,404
"45",10008407,"LOC401052",1157.91433418151,685
"46",100084762,"EVL",3659.41899915182,193
"47",100086339,"UHRF1BP1L",5242.59796437659,598
"48",100089732,"COPS6",1544.17302798982,409
"51",1000954,"GTPBP4",7.74639525021204,1
"52",100097483,"EVL",3133.84902459712,705
"53",100097608,"EVL",3546.30534351145,470
"55",100098258,"MCM7",237.189991518236,91
"56",1000988,"IDUA",242.68278201866,1
"57",100099297,"MCM7",965.98812553011,1
"58",100102710,"AP4M1",886.5614927905,456
"60",100104930,"AP4M1",4207.86513994911,406
"61",100105262,"AP4M1",629.373197625106,250
"62",100107529,"SASS6",1331.37319762511,3
"63",100107824,"SASS6",666.594571670907,150
"64",10010825,"CLEC12B",2145.05597964377,240
"65",100109005,"ADAMTS17",9052.8481764207,1959
"66",100121383,"SASS6",1512.77438507209,163
"67",100122286,"CNPY4",2846.22561492791,305
"68",100122518,"CNPY4",3690.83799830365,356
"69",100122573,"CNPY4",38.9711620016964,713
"70",100124516,"CNPY4",2774.59202714165,1229
"71",100127452,"MBLAC1",2663.20780322307,23
"72",100127572,"MBLAC1",1179.58015267176,455
"73",100127739,"MBLAC1",1691.70144189992,261
"74",100127815,"MBLAC1",4199.01272264631,26
"75",100128685,"EVL",2634.21798134012,816
"76",100132054,"ADAMTS17",3125.84478371501,982
"77",100133314,"TRMT13",1879.65055131467,378
"78",10013516,"RDH8",3540.71501272265,381
"79",100140447,"TRMT13",2501.31128074639,634
"80",100140977,"FBXO43",1920.7090754877,686
"81",100141338,"FBXO43",1394.11365564037,406
"82",100141789,"FBXO43",4819.49109414758,596
"83",100142138,"FBXO43",2983.80661577608,1010
"84",100144132,"TRMT13",2579.44783715013,493
"85",10014617,"CLEC12B",3144.87871077184,1013
"86",10014684,"CLEC12B",5572.21374045802,1731
"87",100148011,"TRMT13",1290.58269720102,594
"88",100149225,"DEGS2",3032.29431721798,165
"89",100149280,"DEGS2",3266.66157760814,322
"90",100149355,"DEGS2",2864.30788804071,424
"91",100149513,"DEGS2",5521.92027141645,1373
"92",100149540,"LAMTOR4",1386.40118744699,191
"93",100151386,"POLR2K",3994.97455470738,248
"95",100151876,"POLR2K",1026.7786259542,137
"96",10015278,"CLEC12B",8032.71840542833,435
"97",100153404,"LAMTOR4",1693.93129770992,316
"98",100153470,"LAMTOR4",243.435114503817,1
"99",100153489,"LAMTOR4",1949.57591178965,142
"100",100155079,"PCCA",3282.85156912638,1164
"101",100156286,"LRRC39",5212.41306191688,576
"102",100156520,"C7orf43",7892.47158608991,1671
"103",100157406,"C7orf43",7589.24257845632,1032
"104",100157678,"C7orf43",1836.72010178117,462
"105",100158398,"C7orf43",1039.25190839695,721
"106",100159266,"LRRC39",1888.28837998304,427
"107",100159405,"LRRC39",1052.61662425785,1
"108",100160559,"GAL3ST4",9022.24681933842,2740
"109",100160568,"LRRC39",3045.51314673452,156
"110",100160775,"GAL3ST4",1414.5122985581,332
"111",100162342,"CMSS1",2009.79728583545,710
"112",100166347,"CMSS1",2185.25784563189,226
"113",100166569,"GAL3ST4",7246.64546225615,989
"114",100166780,"GAL3ST4",745.843935538592,82
"115",100167775,"CMSS1",2329.01187446989,315
"116",1001706,"IDUA",3463.89143341815,689
"117",100171854,"CMSS1",4287.88210347752,628
"118",10017193,"RDH8",1251.83969465649,100
"119",100173894,"GPC2",5018.92366412214,962
"120",100174222,"ERLIN1",1722.51908396947,378
"121",100175730,"GPC2",5771.27226463104,529
"122",100175829,"GPC2",1628.06700593724,76
"123",100176060,"ERLIN1",942.798134011874,610
"124",100177906,"SPAG1",2313.78625954198,554
"125",100179213,"ERLIN1",2118.85835453774,538
"126",1001818,"IDUA",2447.17302798982,1044
"127",100183814,"ERLIN1",1265.00848176421,3
"128",100187143,"SPAG1",1954.64037319763,185
"129",100187956,"DDIT4L",6320.86853265479,1306
"130",100188033,"DDIT4L",6746.33248515691,1417
"131",100188126,"DDIT4L",4178.73876166243,736
"132",100188832,"STAG3",1797.85920271416,345
"133",100189592,"STAG3",1034.44444444444,602
"134",100189898,"DDIT4L",3157.06191687871,148
"135",100191199,"CNTN5",7483.98388464801,955
"136",10019811,"GAS7",7542.2256149279,1401
"137",100198564,"STAG3",2048.51314673452,735
"138",100200238,"STAG3",2040.68532654792,268
"139",100205155,"CHUK",6803.35029686175,963
"140",10020754,"RDH8",2644.27480916031,305
"141",1002091,"RSPO4",10847.2654792197,1716
"142",100209615,"CHUK",1499.32230703986,474
"143",100210107,"ACTR6",3123.84308736217,590
"144",100210300,"ACTR6",1947.09499575912,732
"145",100212321,"ACTR6",1705.51908396947,448
"146",10021282,"RDH8",2606.13401187447,775
"147",100213134,"SPAG1",2410.26717557252,107
"148",100213378,"SPAG1",618.93893129771,102
"149",100214857,"DBT",1498.06191687871,476
"150",100216020,"DBT",1354.74469889737,195
"151",100218670,"DBT",1155.34944868533,187
"152",100219093,"CHUK",7479.07463952502,1704
"153",100220123,"PVRIG",7354.29770992366,1271
"154",100220181,"PVRIG",5699.89567430025,437
"155",100220277,"PVRIG",3331.6556403732,262
"156",100220669,"PVRIG",349.697201017812,154
"157",100222969,"CHUK",8462.28074639525,1998
"158",100223983,"GATS",3474.35623409669,279
"159",100224051,"GATS",842.70737913486,4
"160",100224705,"CNTN5",647.284987277354,1
"161",100230776,"DBT",7697.23324851569,1082
"162",1002325,"IDUA",2664.60899067006,723
"163",100233646,"GATS",5212.87022900763,413
"164",100239360,"YY1",1778.92875318066,71
"165",100239528,"YY1",1648.02544529262,185
"166",100240100,"INVS",2521.35962680237,692
"167",100242634,"INVS",4688.24512298558,851
"168",100243711,"CWF19L1",3770.50551314673,159
"169",100246840,"CWF19L1",2028.7048346056,340
"170",100250289,"CWF19L1",3789.89228159457,482
"171",100252437,"INVS",3567.53095843936,1466
"172",100253485,"CWF19L1",554.525869380831,638
"173",100261717,"RNF19A",4098.48176420696,652
"174",100262331,"YY1",1675.81849024597,639
"175",100262817,"PCCA",7157.55555555556,1233
"176",100263588,"DEPDC4",5456.9058524173,1017
"177",100263696,"DEPDC4",4633.46480067854,568
"178",100263860,"DEPDC4",5360.96522476675,428
"179",100266598,"RTCA",3975.46649703138,578
"180",100267020,"DEPDC4",5781.80831212892,1955
"181",100268260,"RTCA",7131.40542832909,2233
"182",100269988,"RNF19A",3760.80491942324,1093
"183",100270676,"RTCA",6528.53011026293,1433
"184",100271876,"GATS",1587.04664970314,754
"185",100272920,"INVS",10086.8719253605,630
"186",100274839,"RTCA",6446.05513146734,791
"187",100275075,"RNF19A",1236.54707379135,187
"188",100280965,"BLOC1S2",4393.63358778626,537
"189",100281003,"BLOC1S2",3715.54028837998,588
"190",100281048,"BLOC1S2",828.239185750636,310
"191",100281387,"ADAMTS17",4536.84648006785,1002
"192",100283762,"TBC1D23",599.714164546226,36
"193",100286610,"BLOC1S2",120.420695504665,295
"194",100287617,"RNF19A",1322.08057675997,53
"195",100290697,"TBC1D23",3800.10093299406,917
"196",100291586,"SCYL2",4408.62340966921,673
"197",100292670,"SLC25A29",3716.96861747243,433
"198",100292764,"SLC25A29",712.089058524173,204
"199",100293334,"SLC25A29",1321.78201865988,562
"200",100296253,"PKD2L1",970.061916878711,293
"201",100297593,"PKD2L1",2682.74215436811,48
"202",10029865,"SBF2",1644.30449533503,317
"203",100298662,"PKD2L1",2494.87022900763,303
"204",100298847,"SLC25A29",7280.10008481764,939
"205",100299233,"LONRF2",10103.6717557252,1575
"206",100299327,"TBC1D23",4390.53180661578,150
"207",100299674,"PKD2L1",922.188295165394,598
"208",100299765,"LONRF2",3569.13316369805,576
"209",100302212,"TBC1D23",5650.81849024597,884
"210",100302932,"PCCA",4116.25106022053,993
"211",100309116,"LONRF2",3917.58354537744,1590
"212",100309169,"SPDYE3",1333.91009329941,433
"213",100309858,"PCCA",5017.99830364716,1751
"214",100311088,"SCYL2",8455.67514843087,1863
"215",100311801,"SPDYE3",4922.74809160305,1142
"216",100313534,"SCYL2",5624.11620016964,1197
"217",100314557,"SPDYE3",1401.92451229856,309
"218",100321748,"LONRF2",2592.368956743,392
"219",100326210,"SLC25A47",957.489397794741,1
"220",100326741,"SCYL2",10249.7362171332,1158
"221",100327224,"SLC25A47",2682.4385072095,337
"222",100327324,"SLC25A47",2126.98134011874,178
"223",100329000,"SLC25A47",4804.48091603053,479
"224",100339165,"NIT2",646.406276505513,292
"225",100339931,"NIT2",2621.89567430025,502
"226",100341124,"ADAMTS17",2428.7786259542,457
"227",100345670,"NIT2",3264.60305343511,919
"228",100346152,"TEX10",624.955046649703,200
"229",100346251,"NIT2",1317.02290076336,27
"230",100346861,"TEX10",60.0474978795589,588
"231",100347069,"TEX10",473.379983036472,1
"232",100347376,"TEX10",14.7319762510602,102
"233",100348157,"SCD",152.373197625106,241
"234",100348322,"SCD",234.443596268024,1
"235",100353769,"WARS",130.373197625106,1
"236",100354507,"SCD",2137.04156064461,224
"237",100358802,"PILRB",4035.95674300254,565
"238",100358859,"PILRB",151.373197625106,315
"239",100358968,"PILRB",1077.46649703138,354
"240",100359028,"PILRB",2030.79643765903,1250
"241",1003599,"GRIN3B",2382.34520780322,499
"242",100361858,"WARS",894.79219677693,115
"243",100369107,"WARS",2778.3604749788,234
"244",100374170,"PILRA",8174.49533502969,1328
"245",100374404,"PILRA",5681.53519932146,1640
"246",100375083,"TOMM70A",958.118744698897,204
"247",100380718,"SLC17A8",4273.95335029686,511
"248",100380821,"SLC17A8",2377.39100932994,281
"249",100381143,"WDR25",1085.2705682782,1
"251",100381511,"WDR25",475.373197625106,57
"252",100381671,"WDR25",336.884648006785,1
"253",100381734,"TOMM70A",622.553011026293,104
"254",100386236,"TOMM70A",133.717557251908,191
"255",100389932,"PILRA",4957.72519083969,1099
"256",100390025,"PILRA",4100.8812553011,1772
"257",10039310,"FANCD2",1427.42578456319,773
"258",100393479,"SLC17A8",3665.54452926209,356
"259",100393620,"CHST10",1109.27480916031,468
"260",100393642,"SIM1",3715.39609838846,438
"261",100393692,"CHST10",3482.64291772689,423
"262",100395582,"CHST10",4614.38252756573,253
"263",100398003,"CHST10",1343.86683630195,84
"265",100402466,"SLC17A8",2081.0042408821,341
"266",100405048,"ZCWPW1",7290.46055979644,1500
"267",100406677,"PCDH19",4144.33163698049,290
"268",100406875,"PCDH19",4238.59626802375,1217
"269",100407679,"PCDH19",1015.21034775233,443
"270",100407871,"PCDH19",2549.16284987277,439
"271",100408544,"ZCWPW1",3599.05428329092,1022
"272",100417118,"ZCWPW1",5041.47328244275,1166
"273",100419785,"ZCWPW1",4259.15945716709,893
"274",100423321,"EMCN",4231.80067854114,861
"275",100424289,"CDC14A",9293.76505513147,761
"276",100429846,"LNP1",210.373197625106,101
"277",100429883,"LNP1",5570.3401187447,531
"278",100430418,"MEPCE",644.955046649703,97
"279",100435748,"PPP1R35",1516.5122985581,115
"280",100435877,"PPP1R35",1277.44868532655,321
"281",100435928,"PPP1R35",2875.75063613232,75
"282",100442132,"MSANTD3",5416.7786259542,859
"283",100442239,"MSANTD3",1203.92111959288,230
"284",100442351,"MSANTD3",5449.38422391858,1509
"285",100447364,"SIM1",1511.1026293469,491
"286",100447538,"EMCN",2812.50975402884,707
"287",100448555,"SIM1",1989.12977099237,665
"288",100449639,"SIM1",4766.54452926209,514
"289",100450652,"MSANTD3",1988.98982188295,314
"290",100451807,"LNP1",2946.2213740458,837
"291",100451909,"LNP1",2384.54622561493,889
"292",1004586,"GRIN3B",3284.53435114504,596
"293",100462824,"CDC14A",6670.52841391009,902
"294",100463494,"C7orf61",2461.57251908397,1013
"295",100463543,"C7orf61",4338.33078880407,1
"296",10046358,"KLF11",214.373197625106,107
"297",100463654,"C7orf61",1328.32400339271,310
"298",100463992,"C7orf61",2319.10347752332,1197
"299",100465517,"EMCN",5479.64037319763,972
"300",10046587,"FANCD2",705.373197625106,575
"301",100468060,"CDC14A",765.373197625106,270
"302",100470561,"NMS",7755.79813401187,1693
"303",100472824,"NMS",6227.58778625954,1882
"304",100472976,"CERS3",2599.51908396947,598
"305",100473511,"NMS",2258.76420695505,511
"306",100473615,"TMEFF1",1550.36980491942,71
"307",100473709,"TMEFF1",926.535199321459,160
"308",100474432,"TSC22D4",1397.87446988974,606
"309",100477410,"NMS",3979.60814249364,1387
"310",100477483,"TSC22D4",5959.37150127226,705
"311",100477702,"TSC22D4",11949.0186598813,1500
"312",100477782,"TSC22D4",5853.25275657337,511
"313",10047873,"KLF11",5805.54452926209,882
"314",100479457,"CERS3",2268.46904156064,945
"315",100479918,"EMCN",2523.31297709924,593
"316",10047997,"KLF11",5332.04410517388,347
"317",100481058,"WNT8B",7643.67260390161,1410
"318",100481960,"WNT8B",4533.60390161154,1274
"319",100482312,"WNT8B",4932.98303647159,681
"320",100482402,"WNT8B",3883.93129770992,718
"321",10048322,"KLF11",6899.49109414758,1436
"322",100484588,"CERS3",364.128074639525,469
"323",100486890,"NYAP1",126.373197625106,263
"324",100488942,"NYAP1",301.373197625106,113
"325",100489109,"NYAP1",1136.58439355386,225
"326",100489344,"NYAP1",1830.30025445293,129
"327",10049429,"ANKEF1",2119.59881255301,832
"328",100494862,"CDC14A",298.329940627651,145
"329",10049576,"ANKEF1",1232.2909245123,657
"330",100496341,"SEC31B",4756.27565733673,745
"331",10049724,"ANKEF1",517.418999151824,241
"332",100498073,"SEC31B",999.279050042409,147
"333",1004981,"GRIN3B",2249.59541984733,776
"334",100499249,"SEC31B",3426.90670059372,517
"335",10049926,"ANKEF1",5688.12044105174,1107
"336",100501790,"CERS3",848.746395250212,785
"337",100507525,"SEC31B",1746.29770992366,255
"338",100509038,"MSANTD3-TMEFF1",8545.50466497031,1514
"339",100509115,"MSANTD3-TMEFF1",2796.42663273961,785
"340",100509128,"TMEFF1",1664.39694656489,108
"341",100510879,"NR1H4",1311.91433418151,180
"342",100511105,"NR1H4",1243.11959287532,85
"343",100516731,"MSANTD3-TMEFF1",5665.05428329093,1279
"344",10052387,"FANCD2",2041.0737913486,662
"345",100526521,"NDUFB8",641.697201017812,251
"347",100527981,"ANKRD46",2001.44614079729,473
"348",1005285,"GRIN3B",1865.8032230704,26
"349",100529571,"ANKRD46",3468.97794741306,639
"350",100529750,"ANKRD46",546.159457167091,268
"351",100529786,"ANKRD46",984.819338422392,994
"352",100532379,"GGACT",2238.77014418999,292
"353",100532442,"GGACT",1885.05258693808,503
"354",100532471,"GGACT",2985.78201865988,1152
"355",100532506,"NR1H4",1771.31043256997,195
"356",100532560,"GGACT",841.396946564886,48
"357",100535608,"FAM174A",2791.79558948261,444
"358",100535684,"FAM174A",3414.84732824427,585
"359",100535823,"FAM174A",3265.52417302799,93
"360",100535894,"FAM174A",4275.5368956743,394
"361",100536053,"HIF1AN",1207.44020356234,171
"362",100537012,"NR1H4",1255.06615776081,514
"363",100538724,"BEGAIN",5751.41899915182,1757
"364",100538958,"BEGAIN",4226.28753180662,1253
"365",100539059,"GPR88",1782.80407124682,223
"366",100539179,"GPR88",5469.26972010178,1452
"367",100539426,"AGFG2",5155.72519083969,1652
"368",100539534,"GPR88",4002.73960983885,876
"369",100539623,"GPR88",3115.27226463104,1475
"370",100540555,"BEGAIN",3990.53011026293,452
"371",100540664,"HIF1AN",3957.78625954198,592
"372",100540724,"HIF1AN",5380.96522476675,958
"373",100543925,"BEGAIN",5226.63358778626,983
"374",100545037,"HIF1AN",4443.77777777778,968
"375",100547790,"MSANTD3-TMEFF1",5252.54622561493,1005
"376",100547826,"TMEFF1",2395.98049194232,754
"377",100548842,"AGFG2",13772.5911789652,3396
"378",100554100,"AGFG2",6971.31467345208,1305
"379",100554191,"AGFG2",1788.89567430025,412
"380",100555387,"TMEM45A",7399.34944868533,1185
"381",100556798,"TMEM45A",2959.66581849025,167
"382",100556930,"TMEM45A",3811.86089906701,504
"383",100558520,"TMEM45A",1757.81594571671,1062
"384",100566561,"PDCL3",385.495335029686,1
"385",100566619,"PDCL3",1674.13655640373,560
"386",100569594,"PDCL3",1730.17981340119,1
"387",100569717,"PDCL3",291.28074639525,45
"388",100570036,"LINS",4694.36980491942,541
"389",100572696,"SAP25",576.959287531807,61
"390",100572746,"SAP25",1745.1518235793,182
"391",100572958,"SAP25",928.812553011026,99
"392",100573128,"SAP25",502.224766751484,639
"393",100573926,"LINS",884.798134011874,1
"394",100574076,"LINS",2138.59117896522,461
"395",100574266,"ZASP",925.534351145038,62
"396",100574292,"ZASP",120.468193384224,1
"397",100574388,"ZASP",1055.5572519084,843
"398",100574501,"ZASP",7664.19083969466,1225
"399",100577544,"LRCH4",2051.26039016115,254
"400",100577837,"LRCH4",1067.98218829517,264
"401",100578196,"LRCH4",4888.28413910093,383
"402",100578469,"LRCH4",985.198473282443,523
"403",100578539,"MURC",6699.65139949109,1526
"404",100580598,"LINS",3598.87107718405,241
"405",100585302,"TNMD",642.705682782019,1
"406",100585862,"MURC",6515.1026293469,1734
"407",100585928,"MURC",4287.99491094148,769
"408",100586036,"MURC",4334.90076335878,1117
"409",100590352,"FBXO24",1261.66242578456,388
"410",100591798,"FBXO24",6076.84223918575,745
"411",100592950,"FBXO24",1209.54707379135,1061
"412",100594010,"TNMD",2600.18914334181,565
"413",100595138,"FBXO24",4068.60474978796,1162
"414",100597523,"TNMD",2168.06700593724,501
"415",100597631,"TNMD",3876.44868532655,821
"416",100600354,"SNX31",5548.04156064461,1258
"417",100600472,"GAS2L3",6565.3647158609,1216
"418",100604156,"PCOLCE",5185.16454622561,748
"419",100605174,"PCOLCE",3958.22985581001,1448
"420",100605732,"PCOLCE",3278.67684478371,924
"421",100606512,"PCOLCE",1225.29770992366,128
"422",10061145,"CLEC9A",3707.29007633588,498
"423",100612034,"SNX31",1238.72603901612,156
"424",10061229,"CLEC9A",2111.76759966073,329
"425",100612338,"ASB7",4356.71755725191,869
"426",100612922,"MOSPD3",3131.32739609839,197
"427",100612971,"MOSPD3",1833.99321458863,173
"429",100613488,"MOSPD3",4573.38337574215,767
"430",100617625,"SNX31",2102.59287531807,160
"431",100622357,"GAS2L3",8505.37404580153,1393
"432",100623645,"GAS2L3",3809.63358778626,810
"433",100623885,"GAS2L3",1808.13740458015,736
"434",100627803,"TFR2",1290.52926208651,1
"435",100629311,"TFR2",1294.20525869381,270
"436",100629513,"ASB7",3010.86938083121,800
"437",100629706,"ASB7",2500.16878710772,870
"438",100629846,"ASB7",1632.35877862595,149
"439",10063075,"CLEC9A",4940.75657336726,385
"440",10063178,"CLEC9A",674.920271416455,1
"441",100633100,"TFR2",3972.7786259542,259
"442",100633312,"TFR2",3132.73536895674,925
"443",100633510,"TSPAN6",5771.13570822731,516
"444",100634814,"TMTC4",1362.87531806616,662
"445",100635148,"TMTC4",502.28074639525,162
"446",100635201,"TSPAN6",4340.74554707379,309
"447",100635623,"TSPAN6",766.497879558948,235
"448",100635745,"TSPAN6",1956.41984732824,377
"449",100635780,"ADGRG7",2938.3155216285,516
"450",100635945,"SNX31",872.606446140797,139
"451",100643316,"ADGRG7",6058.23324851569,1070
"452",100646603,"ADGRG7",4207.32145886344,1204
"453",100647233,"ACTL6B",11548.3341815098,514
"454",100648574,"ACTL6B",1288.65903307888,504
"455",100648814,"ACTL6B",6237.76929601357,1237
"456",100649747,"ADGRG7",4863.2909245123,1679
"457",100650121,"ACTL6B",3257.01611535199,320
"458",100650593,"ASCC3",2851.08651399491,380
"460",100662184,"SRPX2",2515.77692960136,370
"461",100662966,"TMTC4",1144.22561492791,1809
"462",100663163,"TMTC4",1645.64037319763,995
"463",100664790,"SRPX2",2183.56403731976,920
"464",100665334,"SRPX2",3019.70822731128,888
"465",100666867,"SRPX2",1929.64970313825,195
"466",10067480,"WWC3",3376.63019508058,1027
"467",100676699,"GNB2",4210.88295165394,988
"468",100676796,"GNB2",3128.33502968617,650
"469",100677752,"GNB2",7742.80237489398,1352
"470",100678184,"GNB2",1292.87531806616,27
"471",100683853,"GIGYF1",1263.68363019508,261
"472",100685140,"GIGYF1",1886.52841391009,1084
"473",100686005,"GIGYF1",3484.00848176421,898
"474",100687019,"GIGYF1",2638.13655640373,950
"475",100688409,"SYTL4",4859.26717557252,852
"476",100691127,"SYTL4",2791.16878710772,267
"477",100701264,"SYTL4",4248.39270568278,481
"478",100701545,"SYTL4",3003.82188295165,883
"479",100706894,"POP7",739.061916878711,355
"480",100709568,"PABPC1",2455.47837150127,6
"481",100709721,"PABPC1",3059.98303647159,259
"482",100712771,"PABPC1",91.373197625106,20
"483",100720631,"VCAM1",4921.28244274809,299
"484",100721432,"PABPC1",386.989821882952,113
"485",100721638,"EPO",1687.5572519084,409
"486",100722723,"EPO",4350.73621713316,1053
"487",100722758,"EPO",1507.71586089907,7
"488",100722795,"EPO",5671.34181509754,1192
"489",100723115,"VCAM1",764.63358778626,677
"490",100728438,"DLK1",2392.70059372349,975
"491",100728764,"TFG",1633.02120441052,46
"492",100729145,"VCAM1",3076.26463104326,1018
"493",100731301,"VCAM1",3370.32824427481,644
"494",100732519,"TFG",1980.70398642918,200
"495",10073358,"FANCD2",2258.01526717557,691
"496",100734250,"DLK1",3421.43765903308,259
"497",100734368,"DLK1",929.385920271416,242
"498",100734430,"DLK1",4178.65648854962,417
"499",100736680,"TFG",2216.10941475827,239
"500",100738612,"ZAN",8751.71077184054,1920
"501",100744861,"TFG",2286.92111959288,255
"502",100749806,"PAX2",1043.491942324,297
"503",100750813,"PAX2",1875.24088210348,234
"504",100752772,"ZAN",4952.03562340967,816
"505",100758584,"ZAN",3480.76081424936,348
"506",100764094,"ZAN",42.1959287531807,117
"507",100766635,"ASCC3",167.119592875318,1
"508",100781292,"PAX2",2699.35284139101,621
"509",100796433,"ABI3BP",2027.53350296862,120
"510",10079918,"CYS1",6246.76759966073,756
"511",10079976,"CYS1",6879.79050042409,1147
"512",10080032,"CYS1",3440.61407972858,276
"513",10080188,"CYS1",3209.21289228159,463
"514",100806569,"PAX2",490.443596268024,553
"515",10081242,"CLEC1A",1193.94062765055,444
"516",100820188,"EPHB4",6032.17896522477,795
"517",100822333,"CSTF2",3858.78541136556,360
"518",100822649,"EPHB4",8125.04580152672,1206
"519",100823880,"EPHB4",1033.83121289228,111
"520",100823983,"CSTF2",3031.45971162002,296
"521",100826684,"CSTF2",1717.7294317218,804
"522",100828093,"CSTF2",3.74639525021204,632
"523",10083057,"WDR1",4852.79558948261,1075
"524",10084490,"WDR1",861.691263782867,106
"525",100848868,"ABI3BP",3696.52417302799,312
"526",100850212,"NOX1",2390.17048346056,512
"527",100850324,"NOX1",3171.11704834606,164
"528",100851270,"NOX1",2976.35453774385,889
"529",100851880,"ABI3BP",3523.91009329941,542
"530",100855723,"SLC12A9",1657.29601357082,1028
"531",100856219,"ST8SIA4",370.218829516539,781
"532",100857122,"SLC12A9",1118.62765055131,462
"533",100859085,"SLC12A9",2146.20695504665,709
"534",100860183,"SLC12A9",2789.92366412214,339
"535",100862284,"NOX1",2076.44020356234,572
"536",100864870,"ABI3BP",2807.16115351993,275
"537",100867569,"TRIP6",451.612383375742,1
"538",100867984,"TRIP6",950.274809160305,176
"539",100868495,"TRIP6",947.986429177269,148
"540",10087024,"C19orf66",1301.11450381679,253
"541",100870647,"TRIP6",978.058524173028,150
"542",100877481,"EXTL2",4909.00254452926,472
"543",100877557,"EXTL2",2888.28583545377,556
"544",100877739,"EXTL2",1167.10602205259,704
"545",100877826,"EXTL2",3893.5326547922,680
"546",10087853,"WDR1",4113.56658184903,149
"547",100881686,"SRRT",1503.12807463953,295
"548",100882265,"RTL1",4375.68278201866,486
"549",100882772,"RTL1",3353.49872773537,377
"550",100883096,"RTL1",1399.95165394402,576
"551",100883584,"RTL1",1457.98812553011,417
"553",100884521,"SRRT",653.107718405428,1
"554",100884949,"SRRT",1094.27480916031,234
"555",100885299,"ALDH1A3",2674.78625954198,1304
"556",100886382,"ST8SIA4",2920.24427480916,691
"557",100886438,"ST8SIA4",1357.01102629347,208
"558",10088703,"WDR1",1799.78032230704,101
"559",100887656,"ALDH1A3",2503.69380831213,421
"560",100889013,"UFSP1",2649.96692111959,790
"561",100889038,"UFSP1",2487.03223070399,447
"562",100889109,"UFSP1",1450.97625106022,144
"563",100889159,"UFSP1",2386.97285835454,109
"564",10089132,"CLEC1A",1637.81764206955,1191
"565",10089206,"CLEC1A",2391.30195080577,357
"566",100893338,"ACHE",2550.76081424936,444
"567",100893686,"ACHE",557.145038167939,244
"568",100893785,"ACHE",806.105173876166,392
"569",100894057,"ALDH1A3",4123.22900763359,254
"570",100895767,"ST8SIA4",3975.42069550466,141
"571",100896571,"SLC30A7",6532.94995759118,1115
"572",100898163,"ALDH1A3",1066.57421543681,696
"573",10089942,"C19orf66",498.802374893978,114
"574",100906961,"SLC30A7",7298.28244274809,1094
"575",10091306,"C19orf66",1220.29431721798,461
"576",100913549,"ARHGAP42",2681.91348600509,420
"577",100913709,"SLC30A7",3607.14673452078,617
"578",10091530,"C19orf66",2080.42832909245,137
"579",100916613,"FAM178A",3237.42917726887,41
"580",100917081,"FAM178A",752.404580152672,197
"581",100921734,"SLC30A7",6637.93977947413,913
"582",100922847,"XKRX",2950.491942324,445
"583",100922961,"XKRX",1687.53350296862,237
"584",100923031,"XKRX",4581.88549618321,1010
"585",100924201,"FAM178A",1143.18575063613,492
"586",100924921,"YWHAZ",6252.17981340119,1705
"587",100926015,"FAM178A",332.703138252757,1
"588",100928011,"XKRX",5501.40203562341,681
"589",100936203,"ARHGAP42",2094.37659033079,355
"590",100937785,"NPAS2",4458.42239185751,888
"591",10093814,"ANGPTL6",4599.42832909245,680
"592",100948728,"YWHAZ",1843.03816793893,792
