"","sgRNA","Gene","mergeD0","Vaco.Ts13.final"
"25495",19872701,"GPRC5B",4807.56912637829,1091
"25496",198732312,"PTPRC",397.43935538592,84
"25497",19876384,"OR4K2",8654.32061068702,1488
"25498",19876629,"OR4K2",6752.37998303647,1106
"25499",19876701,"OR4K2",2307.16369804919,1214
"25500",19876873,"OR4K2",4964.07209499576,1083
"25501",198797,"SLC6A12",3675.21374045802,537
"25502",1988546,"CFAP74",893.245971162002,618
"25503",19890418,"OTUD3",4550.35793044953,1701
"25504",198910,"SLC6A12",5272.20186598813,1066
"25505",19891505,"ZNF253",4708.74385072095,611
"25506",19891622,"ZNF253",2021.71162001696,464
"25507",19892056,"ZNF253",9276.95928753181,2028
"25508",19892138,"ZNF253",3119.3358778626,498
"25509",19894473,"OTUD3",6287.8032230704,1306
"25510",19895547,"TXNRD2",3442.13231552163,509
"25511",19896794,"EFHB",4954.21374045802,920
"25512",19897615,"OTUD3",2198.7786259542,143
"25513",1989774,"NELFA",2182.99067005937,565
"25514",19897895,"TTC32",2449.35877862595,116
"25515",19897997,"TTC32",568.074639525021,1
"25516",1990029,"BTBD2",8438.46564885496,1041
"25517",1990133,"BTBD2",6133.62510602205,1435
"25518",1990163,"SYNGR3",444.888888888889,90
"25519",19901725,"TTC32",1644.43256997455,1
"25520",19901785,"TTC32",1768.24088210348,425
"25521",19904913,"OTUD3",3504.51314673452,438
"25522",1990747,"BTBD2",9275.47667514843,1035
"25523",199104,"LUC7L",2732.04071246819,713
"25524",19911377,"TXNRD2",1641.78032230704,388
"25525",19915238,"TXNRD2",2037.23240033927,403
"25526",19916654,"ZNF93",1949.54707379135,1
"25527",199181,"LUC7L",7095.98049194232,794
"25528",19918865,"TXNRD2",1184.38252756573,109
"25529",1992009,"SYNGR3",1730.56658184902,229
"25530",1992066,"SYNGR3",326.373197625106,24
"25531",19920812,"OR4K5",7415.05004240882,1315
"25532",19920888,"OR4K5",6189.05767599661,1733
"25533",19921001,"OR4K5",6913.75657336726,1177
"25534",19921156,"OR4K5",6664.71840542833,1524
"25535",19922617,"PLA2G2E",3858.57167090755,921
"25536",19922656,"PLA2G2E",4340.7582697201,1026
"25537",19922687,"PLA2G2E",8539.61832061069,1876
"25538",19923522,"PLA2G2E",3965.96861747243,926
"25539",1992683,"SYNGR3",2387.38252756573,571
"25540",1993124,"BTBD2",300.119592875318,112
"25541",199323922,"SATB2",2962.96522476675,765
"25542",199328829,"SATB2",3128.79558948261,658
"25543",19933356,"NAV2",6020.45971162002,1017
"25544",19933363,"ZNF93",626.312128922816,1
"25545",19933424,"EFHB",1735.71246819338,135
"25546",19933653,"EFHB",8868.22561492791,861
"25547",19933773,"NAV2",5791.72603901612,1533
"25548",19933892,"EFHB",7316.1764206955,776
"25549",19933896,"ZNF93",5740.53011026293,905
"25550",19934103,"ZNF93",1242.67430025445,382
"25551",199348805,"SATB2",723.858354537744,1
"25552",19935968,"OR4K1",2991.60305343511,770
"25553",19936078,"OR4K1",520.482612383376,160
"25554",19936212,"OR4K1",1188.71755725191,890
"25555",19936272,"OR4K1",2248.79134860051,253
"25556",19937756,"WDR35",1889.91857506361,429
"25557",199381781,"SATB2",1636.4673452078,574
"25558",19939750,"AKAP10",7696.8074639525,1106
"25559",19940951,"AKAP10",4705.67684478371,1198
"25560",19945928,"WDR35",2532.21034775233,327
"25561",19946505,"NAV2",7314.12383375742,683
"25562",19948279,"LPL",3619.54961832061,221
"25563",19949076,"NAV2",5690.01272264631,945
"25564",19950990,"RAB5A",1598.39440203562,695
"25565",19951057,"RAB5A",3426.37065309584,556
"25566",19953331,"LPL",1087.98473282443,224
"25567",19954165,"LPL",2327.29346904156,415
"25568",19955871,"LPL",500.352841391009,438
"25569",19958083,"AKAP10",3075.72773536896,468
"25570",19958232,"AKAP10",3166.99915182358,893
"25571",19960763,"RIN2",1685.10432569975,283
"25572",19962687,"COMT",204.018659881255,479
"25573",19963632,"COMT",503.648006785411,158
"25574",19963724,"COMT",3021.54368108567,245
"25575",19964178,"COMT",835.606446140797,1
"25576",19965111,"CXorf23",5554.97625106022,1338
"25577",19965576,"CXorf23",1800.75911789652,249
"25578",19966226,"CXorf23",1680.41560644614,303
"25579",19966403,"CXorf23",4326.79728583545,886
"25580",19974968,"RIN2",588.373197625106,280
"25581",19975242,"RIN2",165.373197625106,170
"25582",19975417,"RIN2",4833.99406276506,1033
"25583",19975610,"OR4K15",5122.29770992366,773
"25584",19975616,"WDR35",3088.55131467345,715
"25585",19975748,"RAB5A",3046.09160305344,580
"25586",19976007,"OR4K15",1191.37319762511,223
"25587",19976066,"OR4K15",3701.15012722646,907
"25588",19976129,"RAB5A",5839.26887192536,1005
"25589",19976136,"OR4K15",2918.122985581,19
"25590",19978037,"PLA2G2A",2940.08057675997,527
"25591",19978080,"PLA2G2A",507.373197625106,1
"25592",19978380,"PLA2G2A",6731.52162849873,1866
"25593",19978450,"PLA2G2A",1755.99915182358,438
"25594",19979029,"ARVCF",3294.20525869381,744
"25596",19980710,"WDR35",3379.76166242578,533
"25597",19981707,"ARVCF",1271.89991518236,806
"25598",19986045,"PP2D1",3814.83121289228,377
"25599",19990586,"ARVCF",2880.13231552163,1194
"25600",199911543,"C2orf69",3821.96268023749,558
"25601",199911762,"C2orf69",1297.70144189992,585
"25602",199925150,"C2orf69",2397.47837150127,214
"25603",199925418,"C2orf69",2728.23918575064,853
"25604",19993759,"ZMYM2",4490.79050042409,1040
"25605",199938980,"TYW5",829.843935538592,239
"25606",199940111,"TYW5",5589.45547073791,1636
"25607",199948395,"TYW5",4873.88549618321,1109
"25608",199948461,"TYW5",8131.8320610687,1656
"25609",199955866,"C2orf47",2119.84393553859,78
"25610",199955942,"C2orf47",1284.99236641221,399
"25611",199956155,"C2orf47",4530.46140797286,494
"25612",199956238,"C2orf47",1113.44444444444,574
"25613",20001105,"PP2D1",2771.88040712468,502
"25614",20001477,"PP2D1",1635.34944868533,783
"25615",20001905,"PLXDC2",2847.76675148431,187
"25616",20001922,"PP2D1",1769.49024597116,557
"25617",200039760,"NR5A2",2611.9957591179,735
"25618",2000464,"ZNF598",6976.11111111111,1471
"25619",200048194,"NR5A2",1838.20186598813,379
"25620",200048442,"NR5A2",2066.36810856658,486
"25621",200048555,"NR5A2",1872.16624257846,118
"25622",20005235,"ZMYM2",1024.50381679389,258
"25623",20005820,"MATN3",5814.22391857506,959
"25624",20005969,"MATN3",1359.35793044953,14
"25625",20006176,"MATN3",939.924512298558,107
"25626",20006255,"MATN3",5569.11280746395,682
"25627",20006528,"ZNF682",5964.91772688719,2014
"25628",20006703,"ZNF682",7976.44105173876,1170
"25629",20006948,"ZNF682",2642.24851569126,648
"25630",20014642,"OR4K14",2797.03986429177,288
"25631",20014716,"OR4K14",4615.02374893978,872
"25632",20014764,"OR4K14",5255.96522476675,684
"25633",20014908,"OR4K14",5252.29177268872,1538
"25634",2001526,"KBTBD11",2775.80491942324,1382
"25635",20016273,"MAP7D2",4801.8812553011,551
"25636",2001922,"KBTBD11",1413.48515691264,48
"25637",20019590,"ZMYM2",3063.245971162,217
"25638",2002184,"KBTBD11",3698.34690415606,1257
"25639",2002277,"ZNF598",4306.44189991518,711
"25640",2002284,"KBTBD11",2238.60305343511,380
"25641",20023005,"ZNF682",5345.60220525869,1336
"25642",2002523,"ZNF598",1472.94486853265,1117
"25643",20025677,"NAA20",973.14673452078,1
"25644",20025710,"NAA20",861.88973706531,185
"25645",20025847,"MAP7D2",2616.45207803223,348
"25646",2002662,"ZNF598",2834.60390161154,752
"25647",20026859,"NAA20",477.070398642918,122
"25648",20026901,"NAA20",586.905852417303,134
"25649",20032262,"GPR139",5836.88379983036,1718
"25650",20032395,"GPR139",1428.01696352841,452
"25651",20032610,"GPR139",3393.76929601357,1261
"25652",20034210,"OR4K13",1650.76420695505,322
"25653",20034311,"OR4K13",2079.21543681086,191
"25654",20034367,"OR4K13",1263.47158608991,249
"25655",20034499,"OR4K13",2363.77438507209,439
"25656",20035048,"LAPTM4A",5232.99745547074,221
"25657",20037398,"LAPTM4A",2113.71670907549,530
"25658",20040776,"KAT2B",1375.05258693808,287
"25659",200409128,"ZNF281",775.746395250212,298
"25660",20040926,"LAPTM4A",2732.90839694656,132
"25661",200409263,"ZNF281",4119.30110262935,484
"25662",200409484,"ZNF281",1949.66072943172,642
"25663",200419461,"SPATS2L",2535.7828668363,270
"25664",20042477,"CRNKL1",88.8846480067854,1
"25665",20043401,"TANGO2",5193.16030534351,1094
"25666",200439208,"SPATS2L",1152.33502968617,285
"25667",200440769,"SPATS2L",3584.58524173028,968
"25668",20044505,"MAP7D2",680.373197625106,142
"25669",20046930,"PLXDC2",992.567430025445,445
"25670",200470006,"SPATS2L",3736.98388464801,1527
"25671",20048450,"CRNKL1",753.283290924512,188
"25672",200493177,"KCTD18",3011.7828668363,907
"25673",200493273,"KCTD18",9243.98558100085,1370
"25674",200504938,"KCTD18",3438.86853265479,418
"25675",200506942,"KCTD18",518.513994910941,308
"25676",20051441,"LAPTM4A",2406.58693808312,466
"25677",20053504,"TANGO2",1589.00254452926,264
"25678",20053547,"TANGO2",5441.69041560645,1698
"25679",20055981,"TANGO2",5623.09160305344,763
"25680",200569888,"SGOL2",3023.65139949109,526
"25681",200571620,"SGOL2",5585.83884648007,1158
"25682",200572035,"SGOL2",6178.59541984733,530
"25683",200572233,"SGOL2",2534.19168787108,884
"25684",200592141,"KIF14",4321.28159457167,331
"25685",200598375,"KIF14",3012.61916878711,498
"25686",200599744,"AOX1",2479.16624257846,534
"25687",20060314,"OR4L1",6738.27565733673,1157
"25688",20060468,"OR4L1",4972.31212892282,160
"25689",200604838,"AOX1",401.956743002544,461
"25690",20060560,"OR4L1",7589.55046649703,1516
"25691",20060625,"OR4L1",4389.95928753181,206
"25692",200612734,"AOX1",1663.25190839695,724
"25693",200615584,"KIF14",4411.04834605598,628
"25694",200618051,"KIF14",5223.64291772689,968
"25695",200620725,"AOX1",436.46395250212,67
"25696",20063515,"MAP7D2",1954.15267175573,487
"25697",200666106,"DDX59",1804.34520780322,582
"25698",200666508,"DDX59",623.058524173028,216
"25699",20068225,"PLXDC2",3775.83715012723,1239
"25700",20073498,"GPR139",6349.5657336726,396
"25701",200807407,"CAMSAP2",6573.7336726039,1231
"25702",200815349,"BZW1",222.73197625106,39
"25703",200815471,"BZW1",379.373197625106,23
"25704",200816356,"BZW1",1315.43256997455,544
"25705",200818378,"BZW1",1823.05258693808,540
"25706",200842069,"CAMSAP2",1461.30110262935,399
"25707",200848939,"CAMSAP2",6113.93977947413,2255
"25708",200849606,"CAMSAP2",1375.57082273113,355
"25709",200857982,"CLK1",3357.33078880407,1344
"25710",200861243,"CLK1",2747.64800678541,146
"25711",20086131,"PLA2G5",1875.03223070399,497
"25712",200861346,"CLK1",3553.17472434266,721
"25713",20086158,"PLA2G5",1354.70653095844,430
"25714",200861751,"CLK1",1814.47413061917,800
"25715",20086680,"DGCR8",2170.42069550466,214
"25716",200873149,"GPR25",4586.508057676,1006
"25717",200873216,"GPR25",3655.11365564037,649
"25718",200873462,"GPR25",5651.73960983885,1503
"25719",200873561,"GPR25",2618.84478371501,339
"25720",200877006,"PPIL3",2247.92536047498,463
"25721",200881464,"PPIL3",5679.32400339271,243
"25722",200882404,"PPIL3",327.373197625106,211
"25723",200885703,"PPIL3",3660.12468193384,673
"25724",200892096,"NIF3L1",4251.91348600509,856
"25725",200892362,"NIF3L1",2159.38083121289,331
"25726",200893297,"NIF3L1",3799.98897370653,594
"25727",200895283,"NIF3L1",5294.88549618321,1398
"25728",20089817,"PLA2G5",3556.63358778626,763
"25729",20089874,"PLA2G5",1532.64970313825,583
"25730",20089994,"DGCR8",1541.72264631043,298
"25731",200900180,"C1orf106",4718.88295165394,911
"25732",200900997,"C1orf106",3427.31297709924,809
"25733",20090129,"DGCR8",2961.11280746395,248
"25734",20090254,"DGCR8",534.214588634436,1
"25735",20090859,"CFAP61",4704.22815945717,970
"25736",200908899,"C1orf106",5958.10771840543,506
"25737",200909292,"C1orf106",9825.37828668363,2708
"25738",200925901,"ORC2",918.296013570823,163
"25739",200931427,"ORC2",1705.91687871077,1711
"25740",200941253,"ORC2",3874.39525021204,653
"25741",200949619,"ORC2",2398.68193384224,883
"25742",200992906,"FAM126B",5754.41306191688,589
"25743",200998546,"KIF21B",6608.60729431722,1382
"25744",201002335,"KIF21B",4490.41051738762,743
"25745",201004428,"KIF21B",7484.08481764207,1633
"25746",201005613,"KIF21B",4872.08227311281,1040
"25747",201017034,"FAM126B",7036.89228159457,2102
"25748",201017125,"FAM126B",892.79219677693,436
"25749",201022891,"FAM126B",3790.45038167939,435
"25750",201058472,"CACNA1S",2621.88634435963,1011
"25751",201062032,"CACNA1S",2652.01102629347,780
"25752",201078906,"NDUFB3",8036.10008481764,2425
"25753",201078955,"NDUFB3",1962.05258693808,464
"25754",201079018,"NDUFB3",4281.262086514,2
"25755",201085477,"NDUFB3",1848.31297709924,307
"25756",201087914,"CACNA1S",3860.98303647159,690
"25757",201093955,"CACNA1S",77.373197625106,135
"25758",201114981,"ASCL5",1483.40118744699,736
"25759",201115075,"ASCL5",3003.89567430025,563
"25760",201115153,"ASCL5",2377.53435114504,858
"25761",201115208,"ASCL5",2836.74639525021,57
"25762",20111655,"KAT2B",7694.14418999152,1659
"25763",201129946,"CFLAR",1138.69720101781,144
"25764",201130020,"CFLAR",3013.35793044953,717
"25765",201130135,"CFLAR",3057.98642917727,164
"25766",201133124,"CFLAR",1653.95589482612,241
"25767",201143875,"TMEM9",3365.10687022901,599
"25768",201143924,"TMEM9",3703.18575063613,1056
"25769",20114600,"TRMT2A",1767.33078880407,267
"25770",201146745,"TMEM9",9237.96098388465,727
"25771",20114966,"TRMT2A",1332.1967769296,296
"25772",201151803,"TMEM9",2933.39440203562,1236
"25773",20115330,"TRMT2A",1680.94402035623,354
"25774",20115522,"PLA2G2D",1721.16454622561,743
"25775",20115675,"TRMT2A",7207.53095843936,581
"25776",20116337,"PLA2G2D",4214.24936386768,714
"25777",20116386,"PLA2G2D",3290.03562340967,708
"25778",20116462,"PLA2G2D",838.728583545377,221
"25779",20117485,"OR4K17",1387.86344359627,402
"25780",20117691,"OR4K17",3906.58778625954,828
"25781",20117812,"ZNF90",1052.35962680237,351
"25782",20117892,"OR4K17",3906.22307039864,645
"25783",20117935,"ZNF90",1086.64376590331,337
"25784",20118045,"OR4K17",3431.13146734521,1106
"25785",20118450,"ZNF90",4468.14673452078,491
"25786",20118522,"MBOAT1",441.734520780322,468
"25787",201185869,"CASP10",1065.25021204411,328
"25788",201186103,"CASP10",1915.58693808312,358
"25789",20118625,"ZNF90",1031.01272264631,67
"25790",201195893,"CASP10",1258.13231552163,234
"25791",201207175,"IGFN1",453.373197625106,192
"25792",201207761,"IGFN1",5125.82103477523,741
"25793",201208107,"CASP10",5230.54877014419,1140
"25794",201208480,"IGFN1",953.130619168787,721
"25795",201211645,"IGFN1",1177.74639525021,329
"25797",20122383,"RANBP1",1220.91433418151,427
"25798",20122420,"RANBP1",1686.34944868533,223
"25799",20122724,"KAT2B",7059.70653095844,1211
"25800",20125375,"RANBP1",503.373197625106,33
"25801",201258356,"CASP8",2617.6802374894,773
"25802",20125981,"KAT2B",2929.80576759966,207
"25803",201266580,"CASP8",3237.64206955047,595
"25804",20126662,"MBOAT1",3340.74809160305,660
"25805",201266734,"CASP8",6792.96946564886,952
"25806",201283900,"PKP1",7216.2417302799,1866
"25807",201284866,"CASP8",6680.53095843936,880
"25808",20131193,"MBOAT1",2112.99491094148,413
"25809",201313184,"PKP1",1340.47158608991,125
"25810",201313498,"PKP1",4692.70992366412,679
"25811",201320305,"PKP1",10096.9007633588,1368
"25812",20133995,"EIF1AX",3582.15436810857,553
"25813",201342406,"ALS2CR12",981.447837150127,292
"25814",201346582,"ALS2CR12",614.373197625106,298
"25815",201346659,"ALS2CR12",5031.51145038168,713
"25816",201351326,"ALS2CR12",3313.99151823579,676
"25817",20135760,"EIF1AX",3402.51314673452,957
"25818",20135836,"EIF1AX",2347.49618320611,382
"25819",201363391,"TNNT2",1131.23409669211,100
"25820",201366863,"TNNT2",1010.78201865988,293
"25821",201369821,"TNNT2",1449.50212044105,499
"25822",20138602,"EIF1AX",2301.90076335878,621
"25823",201386428,"TRAK2",10082.9312977099,2397
"25824",201386826,"LAD1",3978.69804919423,201
"25825",201386932,"LAD1",2334.51569126378,191
"25826",201387087,"LAD1",6231.76081424936,1005
"25827",201389224,"LAD1",5546.22646310433,1547
"25828",201389456,"TRAK2",8370.03392705683,2152
"25829",201394803,"TRAK2",6065.00763358779,1088
"25830",20139511,"PLA2G2F",1064.9304495335,148
"25831",20139577,"ZDHHC8",1194.71840542833,320
"25832",201398250,"TRAK2",2700.78795589483,860
"25833",20139889,"ZDHHC8",2270.44868532655,663
"25834",20140166,"PLA2G2F",3599.74130619169,551
"25835",20140637,"ZDHHC8",4483.97794741306,755
"25836",201411474,"TNNI1",279.759117896522,96
"25837",201413064,"TNNI1",2160.39100932994,162
"25838",201414520,"TNNI1",7080.84478371501,1421
"25839",201415230,"TNNI1",2402.73960983885,399
"25840",20142490,"GJA3",9303.31636980492,1993
"25841",20142790,"GJA3",5326.14927905004,1851
"25842",20142896,"GJA3",453.373197625106,359
"25843",20143014,"ZDHHC8",2370.64715860899,222
"25844",20143188,"GJA3",8670.14249363868,1817
"25845",20143530,"PLA2G2F",879.373197625106,351
"25846",20143941,"OR4N5",1087.70992366412,292
"25847",20144083,"OR4N5",4127.42239185751,1757
"25848",20144169,"OR4N5",423.377438507209,451
"25849",20144316,"OR4N5",3726.77608142494,1048
"25850",201468554,"PHLDA3",3165.4096692112,304
"25851",201468575,"PHLDA3",1530.09584393554,1072
"25852",201468686,"PHLDA3",1787.86683630195,62
"25853",201468759,"PHLDA3",901.93893129771,558
"25854",201470023,"STRADB",508.373197625106,296
"25855",201473004,"STRADB",3445.93384223919,556
"25856",201475703,"STRADB",6075.16878710772,1026
"25857",201478093,"STRADB",5079.22561492791,1153
"25858",20147868,"PLXDC2",1644.17557251908,357
"25859",20148766,"LOC388849",1224.40712468193,315
"25860",201488904,"CSRP1",4179.79219677693,725
"25861",201490183,"CSRP1",2066.00678541137,525
"25862",201490254,"CSRP1",2868.62001696353,631
"25863",201490312,"CSRP1",9989.48600508906,2552
"25864",20149460,"LOC388849",2176.90415606446,465
"25865",20149631,"LOC388849",248.802374893978,442
"25866",20152676,"MBOAT1",1937.74215436811,536
"25867",20157138,"DBX1",288.746395250212,98
"25868",201571984,"ALS2CR11",2380.82103477523,445
"25869",201582209,"ALS2CR11",2417.10856658185,293
"25870",20158704,"MACC1",6020.76505513147,1240
"25871",20159213,"DBX1",2247.95335029686,1160
"25872",20159277,"MACC1",5218.59881255301,567
"25873",20159440,"CFAP61",50.9423240033927,300
"25874",20159584,"MACC1",9282.4427480916,2051
"25875",20159733,"MACC1",1939.90839694656,990
"25876",20160096,"DBX1",2170.89397794741,976
"25877",20160237,"DBX1",4279.24851569126,330
"25878",201604649,"ALS2CR11",2346.0941475827,342
"25879",201618995,"ALS2CR11",3589.97879558948,247
"25880",201629294,"TMEM237",5284.56912637829,668
"25881",201632080,"TMEM237",449.076335877863,88
"25882",201633325,"TMEM237",1272.40542832909,261
"25883",201638994,"TMEM237",2517.48006785411,1105
"25884",201649204,"NAV1",2700.94232400339,158
"25885",20165087,"SLC18A1",1755.43002544529,1143
"25886",201656258,"MPP4",4815.75657336726,1351
"25887",201680912,"MPP4",6647.18320610687,820
"25888",201685118,"MPP4",1018.66666666667,534
"25889",201692932,"MPP4",680.936386768448,664
"25890",201726717,"ALS2",108.10941475827,1
"25891",20172814,"PLA2G2C",3871.95843935539,786
"25892",20172837,"PLA2G2C",3283.94995759118,331
"25893",20174421,"SLC18A1",1344.10347752332,57
"25894",201749721,"ALS2",2754.02290076336,329
"25895",20175026,"PLA2G2C",1004.47497879559,130
"25896",20175051,"PLA2G2C",1809.83630195081,73
"25897",20175266,"RPS6KA3",6823.40882103478,2127
"25898",201754634,"ALS2",210.061916878711,382
"25899",201761653,"ALS2",1117.13061916879,34
"25900",201781107,"NAV1",6152.03731976251,727
"25901",201783593,"NAV1",878.105173876166,741
"25902",201788631,"NAV1",5431.90245971162,864
"25903",20179196,"SLC18A1",1587.9058524173,249
"25904",20179315,"SLC18A1",1250.1679389313,440
"25905",201799,"SLC6A12",896.24342663274,289
"25906",201807593,"CDK15",3940.56234096692,1061
"25907",201807889,"CDK15",1957.41984732824,613
"25908",201823684,"CDK15",3991.52417302799,629
"25909",201835718,"CDK15",2854.37489397795,315
"25910",201847317,"IPO9",1359.11450381679,336
"25911",201848460,"IPO9",1555.37065309584,71
"25912",201853013,"IPO9",2412.18066157761,618
"25913",20186046,"ZNF486",10356.5224766751,1207
"25914",201866867,"IPO9",382.119592875318,43
"25915",20187877,"RPS6KA3",3257.64376590331,665
"25916",20188037,"CFAP61",2347.54028837998,139
"25917",201889470,"SHISA4",2747.53774385072,484
"25918",201889504,"SHISA4",1882.58778625954,867
"25919",201889585,"SHISA4",8066.16284987277,557
"25920",201890554,"SHISA4",1168.42748091603,352
"25921",20189151,"GJB2",4406.00932994063,1051
"25922",20189230,"GJB2",1355.61747243427,867
"25923",20189314,"GJB2",1691.71162001696,55
"25924",20189472,"GJB2",1776.49363867684,757
"25925",201900412,"LMOD1",4972.83036471586,1293
"25926",201900549,"LMOD1",4911.63698049194,230
"25927",201900666,"LMOD1",8570.73791348601,1475
"25928",20190687,"UBXN10",2197.86005089059,419
"25929",20190828,"UBXN10",2983.9754028838,492
"25930",20191101,"UBXN10",4832.07633587786,307
"25931",201946165,"LMOD1",4151.29431721798,989
"25932",20195104,"RPS6KA3",5450.77608142494,943
"25933",201957528,"TIMM17A",1532.37574215437,247
"25934",201957568,"TIMM17A",627.315521628499,113
"25935",201963707,"TIMM17A",496.724342663274,591
"25936",20197093,"ZNF486",7980.02629346904,682
"25937",20197175,"ZNF486",2055.95843935539,302
"25938",20197401,"OR11G2",3895.53095843936,1057
"25939",20197512,"OR11G2",1257.62934690416,265
"25940",20197539,"ATP6V1B2",688.972010178117,177
"25941",20197547,"ZNF486",2004.9754028838,398
"25942",20197829,"OR11G2",4208.79983036472,696
"25943",20197955,"OR11G2",2199.1475826972,1294
"25944",201989478,"RNPEP",2505.08651399491,477
"25945",201996198,"RNPEP",2559.18914334181,658
"25946",201997376,"RNPEP",3657.72858354538,935
"25947",201997527,"RNPEP",5435.3647158609,570
"25948",20199883,"CFAP61",1816.5368956743,280
"25949",2019996,"NPW",372.793893129771,45
"25950",2020032,"NPW",2284.47582697201,334
"25951",202011198,"ELF3",1740.68193384224,684
"25952",202011289,"ELF3",3704.00763358779,532
"25953",202012029,"ELF3",2573.65055131467,837
"25954",202013182,"ELF3",1405.70568278202,11
"25955",2020182,"NPW",1079.65394402036,186
"25956",202035005,"FZD7",1456.01950805768,239
"25957",202035141,"FZD7",1197.37319762511,63
"25958",202035450,"FZD7",689.627650551315,623
"25959",202035624,"FZD7",780.447837150127,284
"25960",20203876,"SDC1",2749.31891433418,430
"25961",20203955,"SDC1",4488.57845631891,596
"25962",20204037,"SDC1",4884.99067005937,733
"25963",20204229,"SDC1",5485.89228159457,815
"25964",20204375,"SPECC1",2400.90330788804,1442
"25965",20205155,"SPECC1",4237.7582697201,393
"25966",20205532,"SPECC1",3546.04325699746,1146
"25967",202075101,"KIAA2012",2118.16624257846,264
"25968",202090874,"KIAA2012",679.897370653096,1
"25969",20209361,"RPS6KA3",9965.83290924512,1922
"25970",202099714,"KIAA2012",1387.84393553859,489
"25971",202123518,"GPR37L1",1646.13740458015,1239
"25972",202127799,"GPR37L1",3891.39694656489,494
"25973",202128038,"GPR37L1",2316.71755725191,249
"25974",202137966,"ARL8A",1514.49109414758,256
"25975",202138412,"ARL8A",1071.82527565734,86
"25976",202144464,"ARL8A",285.373197625106,207
"25977",202144521,"ARL8A",1319.37319762511,407
"25978",202154200,"PTPN7",4190.51823579304,1040
"25979",202155594,"PTPN7",726.260390161154,87
"25980",202158241,"PTPN7",3235.62849872774,974
"25981",202159390,"PTPN7",4341.71586089907,862
"25982",202165352,"KIAA2012",1628.27905004241,828
"25983",202210789,"SUMO1",2422.38337574215,677
"25984",202214362,"SUMO1",2701.7294317218,507
"25985",202220037,"SUMO1",3218.67260390161,732
"25986",202220082,"SUMO1",4459.69804919423,880
"25987",20222985,"GJB6",3130.38761662426,758
"25988",20223129,"GJB6",3933.50551314673,603
"25989",20223171,"GJB6",985.371501272265,395
"25990",20223372,"GJB6",3658.5411365564,363
"25991",20223808,"OR11H6",2202.91942324003,659
"25992",20224143,"OR11H6",4683.00169635284,736
"25993",20224238,"OR11H6",1652.35029686175,382
"25994",20224316,"OR11H6",3207.03731976251,104
"25995",20227580,"SPECC1",6709.16284987277,1373
"25996",202284395,"NOP58",304.746395250212,6
"25997",202291127,"NOP58",577.743002544529,267
"25998",202300895,"LGR6",1752.27311280746,129
"25999",202305704,"LGR6",2230.93723494487,802
"26000",202310223,"LGR6",1945.68193384224,440
"26001",202318092,"LGR6",6146.79983036472,1239
"26002",202333259,"UBE2T",4878.63019508058,1092
"26003",202333534,"UBE2T",1892.4385072095,424
"26004",202335647,"UBE2T",5329.47582697201,726
"26005",202335694,"UBE2T",7421.73112807464,1327
"26006",202349114,"PPP1R12B",775.59796437659,188
"26007",20242447,"RTN4R",3359.74639525021,780
"26008",20242664,"RTN4R",1973.67345207803,618
"26009",20242844,"RTN4R",1336.86683630195,354
"26010",20243024,"RTN4R",1296.39270568278,1
"26011",20243051,"OR11H4",1749.80576759966,1166
"26012",20243189,"OR11H4",1905.17981340119,302
"26013",20243286,"OR11H4",6316.95589482612,676
"26014",20243360,"OR11H4",2603.5411365564,449
"26015",202437955,"PPP1R12B",1392.07294317218,496
"26016",202442466,"PPP1R12B",1035.00678541137,682
"26017",202449099,"PPP1R12B",911.373197625106,485
"26018",202464953,"BMPR2",691.022900763359,1
"26019",2024954,"GABRD",4923.06785411366,658
"26020",202518868,"BMPR2",6447.4181509754,1234
"26021",202530892,"BMPR2",1998.07294317218,391
"26022",20253181,"LZTS1",8264.23155216285,1808
"26023",20253290,"LZTS1",546.105173876166,473
"26024",2025388,"GABRD",1687.52502120441,642
"26025",20254913,"LZTS1",1430.01357082273,1
"26026",20255069,"LZTS1",7436.1272264631,1043
"26027",202555401,"BMPR2",4052.61662425785,731
"26028",202602426,"SYT2",2802.32654792197,1077
"26029",202604465,"SYT2",5437.11450381679,1362
"26030",202604611,"SYT2",2836.50042408821,787
"26031",202605675,"SYT2",1756.42408821035,664
"26032",20263295,"PUM2",3674.03307888041,582
"26033",202635716,"FAM117B",784.37828668363,95
"26034",202695917,"FAM117B",1340.44189991518,160
"26035",2027101,"SLC9A3R2",298.373197625106,56
"26036",2027176,"SLC9A3R2",8959.83545377439,2140
"26037",202724927,"FAM117B",3138.96268023749,481
"26038",202740806,"KDM5B",1395.87531806616,389
"26039",202742719,"KDM5B",7553.56234096692,1065
"26040",202749072,"KDM5B",4288.53859202714,1328
"26041",202757256,"FAM117B",2032.11620016964,112
"26042",202773182,"KDM5B",3359.26972010178,1111
"26043",202815929,"ICA1L",5726.2417302799,377
"26044",2028167,"GABRD",886.022900763359,465
"26045",202819783,"ICA1L",1840.19083969466,210
"26046",202821394,"ICA1L",3981.77014418999,713
"26047",202828853,"ICA1L",8625.54198473282,1196
"26048",202881191,"RABIF",1894.71162001696,644
"26049",202888990,"RABIF",859.787955894826,145
"26050",202889044,"RABIF",1333.00169635284,1
"26051",202889075,"RABIF",2186.44868532655,403
"26052",202895629,"KLHL12",2789.86683630195,608
"26053",202897300,"WDR12",227.373197625106,1
