Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
KIAA1644	4	0.49348	1.3952	0.0069106	0.096327	0.16296	0.53615
TRMT61A	4	-1.2254	-2.1014	0.0076564	0.10356	0.035608	0.34802
HLA-B	4	0.072846	0.93639	0.55538	0.90103	0.34907	0.62432
SNX30	4	0.23308	1.5304	0.16665	0.62783	0.12592	0.53615
CLVS2	4	0.2394	1.0896	0.15591	0.60964	0.2759	0.57187
MTHFD2L	4	-0.083086	-0.67173	0.9561	0.99146	0.50175	0.73308
ADAMTSL5	4	-0.12989	-0.75278	0.82738	0.9697	0.45158	0.70285
CFAP97	4	0.262	1.414	0.12305	0.54817	0.15736	0.53615
PRDX6	4	0.12946	1.0135	0.39276	0.83177	0.31081	0.59778
TM4SF20	4	0.14699	0.83686	0.34598	0.80016	0.40267	0.66563
SPRR4	4	0.056855	0.47356	0.60744	0.91711	0.63581	0.78465
ZNF709	4	0.099456	0.92145	0.47315	0.86977	0.35682	0.63095
C22orf24	4	0.28273	1.2465	0.10018	0.50112	0.21258	0.54229
FUT5	4	0.15011	0.65057	0.33832	0.79527	0.51532	0.73953
OPA1	4	-1.6309	-2.9889	0.0012429	0.029727	0.0028001	0.079103
ZDHHC4	4	-0.10557	-1.648	0.89341	0.98079	0.099353	0.53615
PHIP	4	-0.72856	-2.2009	0.074674	0.42902	0.027744	0.30361
E2F5	4	0.1995	1.1516	0.22696	0.69727	0.24949	0.55677
PIP5K1B	4	0.11289	0.79385	0.43696	0.85386	0.42728	0.68508
PPP1CA	4	-0.3026	-1.7139	0.46241	0.86628	0.086552	0.53615
ETS1	4	0.22583	0.97561	0.17953	0.64597	0.32926	0.61061
COBLL1	4	0.090898	0.81303	0.5004	0.88096	0.4162	0.67637
G3BP1	4	-0.59818	-2.2778	0.13692	0.57712	0.02274	0.27
CCDC107	4	-0.23496	-1.6426	0.58681	0.91138	0.10046	0.53615
TRIM42	4	0.11368	1.0525	0.43497	0.85256	0.29258	0.58517
OR2A2	4	0.32662	1.2134	0.059511	0.37947	0.22499	0.54432
LIAS	4	-1.9137	-3.8749	0.00019887	0.0069565	0.00010667	0.010141
CDC42	4	-1.7492	-3.8222	0.00049717	0.014706	0.00013225	0.01177
LOC149373	4	0.31945	1.448	0.065029	0.40061	0.14761	0.53615
NPIPA5	4	-0.50521	-1.2846	0.20443	0.67408	0.19892	0.5391
EIF2B2	4	-1.6254	-2.4902	0.0012429	0.029727	0.012767	0.19571
CLUH	4	-1.6837	-3.623	0.00099433	0.026631	0.00029119	0.018695
HAUS2	4	-0.4294	-1.1416	0.28179	0.755	0.25364	0.55844
SPATA31E1	4	0.0016233	0.010028	0.78398	0.96385	0.992	0.99636
PGLYRP3	4	0.11914	1.3555	0.41996	0.84453	0.17524	0.53615
PNPLA4	4	0.14989	1.1326	0.33882	0.79527	0.25739	0.56157
TRIM29	4	-0.060541	-0.58425	0.97589	0.99503	0.55905	0.75063
CSHL1	4	-0.34905	-1.0423	0.38978	0.82954	0.29727	0.58897
SLC25A41	4	-0.0048648	-0.014154	0.80471	0.96633	0.98871	0.99487
LILRA5	4	-0.0288	-0.28499	0.88093	0.9796	0.77565	0.87614
CALHM3	4	0.24679	1.4446	0.14477	0.59151	0.14857	0.53615
KRT74	4	-0.13163	-0.65433	0.82291	0.96801	0.5129	0.73868
POLDIP2	4	-0.48908	-2.2394	0.21885	0.69082	0.025133	0.28706
DYTN	4	-0.012396	-0.093034	0.82848	0.96975	0.92588	0.96268
OR10A7	4	0.10788	0.93805	0.45003	0.86029	0.34822	0.62317
DYNLRB2	4	0.017732	0.12749	0.73272	0.94984	0.89855	0.94837
MINOS1-NBL1	4	-0.16795	-0.63133	0.73247	0.94984	0.52783	0.74365
TRIM14	4	0.1129	1.3769	0.43686	0.85377	0.16854	0.53615
ARF5	4	-0.38739	-1.786	0.33415	0.79337	0.074094	0.50556
ZNF32	4	0.14657	0.58988	0.34752	0.80123	0.55527	0.74969
CGREF1	4	0.07053	0.87467	0.56339	0.90347	0.38176	0.64914
SEBOX	4	0.051644	0.256	0.62404	0.92187	0.79795	0.88885
H2AFB3	4	-0.69664	-2.0152	0.08775	0.46792	0.043887	0.38956
ZAR1	4	0.074489	0.60414	0.55021	0.89937	0.54575	0.74768
MTHFD2	4	0.10631	0.67721	0.45391	0.86181	0.49827	0.73133
ADAMTS4	4	0.005767	0.060232	0.77135	0.9605	0.95197	0.97549
SLC12A6	4	-0.24802	-0.98681	0.56055	0.90323	0.32373	0.60641
HDLBP	4	-0.91909	-1.0215	0.031868	0.26731	0.307	0.59466
FAM149B1	4	0.23522	0.90961	0.16297	0.62237	0.36303	0.63516
NCLN	4	-0.43842	-1.9378	0.2721	0.74778	0.052645	0.42658
TAF10	4	-1.0136	-2.2142	0.020782	0.2036	0.026817	0.29867
EHHADH	4	0.27779	1.5528	0.10565	0.51315	0.12048	0.53615
ACPT	4	-0.28601	-1.8179	0.49011	0.87714	0.069079	0.4889
MRPS10	4	-1.7763	-2.769	0.00039773	0.012442	0.0056223	0.12058
INTS7	4	-1.3218	-2.9484	0.0045242	0.071205	0.0031938	0.086379
DEDD2	4	0.01037	0.14372	0.75624	0.95673	0.88572	0.94095
DNAH6	4	0.047774	0.59152	0.63722	0.92508	0.55417	0.74969
LYZL6	4	-0.27618	-1.0258	0.50781	0.88411	0.30498	0.59315
CCDC102B	4	0.34076	1.42	0.050512	0.3483	0.15561	0.53615
SLC35G3	4	-0.15135	-1.2214	0.77434	0.96133	0.22193	0.54419
SLC26A1	4	0.16724	1.2839	0.29636	0.76423	0.19918	0.5393
DCBLD2	4	0.13565	1.1653	0.37626	0.82261	0.24391	0.55469
ANPEP	4	0.44063	1.4446	0.013921	0.15385	0.14858	0.53615
ABCB7	4	-1.5873	-2.2189	0.0015909	0.036364	0.026494	0.29655
TANC2	4	0.21975	1.3221	0.18912	0.65688	0.18614	0.53742
ZMYND15	4	-0.038159	-0.58543	0.90902	0.98312	0.55826	0.75058
DOCK8	4	-0.057701	-0.44926	0.96684	0.99281	0.65324	0.79628
CLEC1A	4	0.11068	0.67692	0.44288	0.85728	0.49846	0.7315
SLC16A1	4	0.063592	0.38986	0.58477	0.91051	0.69664	0.82619
CKMT1A	4	-0.24315	-0.28789	0.5697	0.90542	0.77343	0.87506
MOCS2	4	0.24936	1.1021	0.14159	0.58453	0.2704	0.56826
NF1	4	0.4297	1.1408	0.016158	0.17096	0.25394	0.55849
UQCRHL	4	-0.6438	-2.075	0.11141	0.52458	0.037986	0.35989
DMKN	4	-0.37234	-2.1061	0.35572	0.80629	0.035197	0.34603
NCKIPSD	4	0.12553	1.0239	0.40305	0.83672	0.30588	0.59375
FLAD1	4	-0.29857	-1.2406	0.46863	0.86874	0.21476	0.54306
HDAC11	4	0.0086292	0.056196	0.76186	0.95774	0.95519	0.97719
MAP3K15	4	0.11476	0.65615	0.43194	0.85146	0.51173	0.73816
CTSG	4	-0.27363	-1.5861	0.51258	0.88502	0.11271	0.53615
CCDC6	4	-0.015993	-0.081385	0.83996	0.97098	0.93514	0.96726
HOOK2	4	-0.1651	-0.82579	0.73993	0.95136	0.40892	0.67102
DMRTA1	4	0.13516	0.73616	0.3773	0.82266	0.46163	0.71054
ATG5	4	-0.10778	-0.42943	0.88759	0.97986	0.66761	0.80639
CYP3A4	4	-0.42865	-1.1047	0.28259	0.755	0.26929	0.56715
DNAJC25-GNG10	4	0.1903	0.85979	0.24575	0.72022	0.3899	0.65599
RWDD3	4	0.017074	0.35794	0.73466	0.95031	0.72039	0.8415
SUCLA2	4	-0.915	-2.4099	0.032167	0.2688	0.015955	0.22146
PKLR	4	-0.19334	-0.82312	0.67281	0.93574	0.41044	0.67186
MMP24	4	0.22959	1.2709	0.17267	0.63573	0.20376	0.53974
WSB1	4	0.2284	0.95925	0.17495	0.63862	0.33743	0.61555
ZEB1	4	0.54272	1.3471	0.0034802	0.060293	0.17794	0.53615
MAP1LC3B2	4	-0.23519	-0.95931	0.58596	0.9111	0.3374	0.61555
ATL1	4	-0.12818	-0.87862	0.83241	0.9705	0.3796	0.64716
SUPT20HL1	4	-0.10314	-0.29112	0.89972	0.98199	0.77096	0.87374
PFKFB4	4	0.042404	0.1745	0.65497	0.93096	0.86147	0.92666
CLIP2	4	0.13654	1.1554	0.37437	0.82178	0.24791	0.55618
WDSUB1	4	0.2299	1.2196	0.17217	0.63513	0.22262	0.54419
RPL7A	4	-1.3551	-2.2156	0.004027	0.066612	0.026719	0.29841
SLC7A8	4	-0.30156	-1.6096	0.46415	0.86745	0.10749	0.53615
PPFIBP1	4	-0.10192	-0.16848	0.90315	0.98301	0.86621	0.92984
POPDC2	4	0.17398	1.4905	0.28164	0.755	0.13608	0.53615
HEPN1	4	0.15617	1.3676	0.32395	0.78762	0.17145	0.53615
NDUFA4	4	-0.71586	-1.7524	0.080292	0.44687	0.079701	0.52509
KLRK1	4	0.078896	0.38264	0.53734	0.89423	0.70199	0.82936
MCPH1	4	-0.27888	-1.0543	0.50318	0.88241	0.29173	0.58409
SOST	4	-0.05679	-0.70724	0.96401	0.99227	0.47942	0.72232
SETDB2	4	0.27531	1.1174	0.10828	0.51769	0.26383	0.56488
PPIB	4	-0.22948	-1.3089	0.59665	0.9132	0.19057	0.53746
R3HCC1	4	-0.26857	-1.1897	0.52178	0.88805	0.23418	0.55008
CD46	4	-0.021922	-0.10104	0.8589	0.97467	0.91952	0.95945
VCX3B	4	-0.13202	-0.93439	0.82201	0.96781	0.3501	0.62538
PSG2	4	-0.043919	-0.31125	0.92607	0.98625	0.75561	0.86433
PCDHGA11	4	0.12973	1.0397	0.39221	0.83177	0.29849	0.58982
GPR173	4	0.23108	1.3662	0.17023	0.63197	0.17186	0.53615
FAM167B	4	0.014108	0.06091	0.74376	0.95186	0.95143	0.97544
KIAA0907	4	-0.69624	-2.2058	0.087899	0.46817	0.027399	0.30198
ITGA4	4	0.16224	1.0836	0.30809	0.77348	0.27852	0.57388
SYMPK	4	-1.1566	-2.9101	0.010739	0.12981	0.0036129	0.093166
MTRNR2L9	4	-0.099013	-0.83424	0.91026	0.98319	0.40415	0.66653
NRG3	4	0.069488	0.3094	0.56597	0.90407	0.75702	0.86507
KRT15	4	-0.062837	-0.23245	0.98275	0.99622	0.81619	0.9
POLL	4	0.092618	0.60911	0.49488	0.87825	0.54245	0.74709
CRABP2	4	0.086218	0.92707	0.51566	0.88586	0.35389	0.62828
RBBP4	4	-1.878	-4.1032	0.00019887	0.0069565	4.0755e-05	0.0054128
MCMBP	4	-1.8932	-3.1655	0.00019887	0.0069565	0.001548	0.053962
RRAGD	4	0.23793	1.5464	0.1582	0.61298	0.12201	0.53615
ZDBF2	4	-0.19756	-0.83987	0.66357	0.93389	0.40098	0.66436
RAD54L2	4	-0.29489	-1.6157	0.47499	0.87094	0.10616	0.53615
OR51B2	4	0.15533	1.0219	0.32549	0.78859	0.30682	0.59449
KIAA1211	4	0.094733	0.42996	0.48837	0.87714	0.66723	0.8061
TET3	4	0.064314	1.0008	0.58298	0.91051	0.31694	0.60208
PCYT1B	4	0.4127	1.4946	0.020632	0.20254	0.13502	0.53615
GAGE12C	4	-0.94607	-2.2786	0.028736	0.25262	0.022689	0.26972
TAF4B	4	0.13213	0.68667	0.38515	0.82651	0.49229	0.7294
LIPA	4	-0.08001	-0.40584	0.96609	0.99281	0.68486	0.81862
CACNG3	4	0.36029	1.3369	0.040022	0.30713	0.18127	0.53615
RAMP1	4	-0.17272	-0.6367	0.72134	0.94888	0.52432	0.74317
HSD17B1	4	-0.00050308	-0.002437	0.7903	0.96385	0.99806	0.99903
HS3ST3B1	4	-0.010015	-0.06528	0.82077	0.96781	0.94795	0.97299
DNAJA4	4	0.017413	0.25493	0.73342	0.9499	0.79878	0.88952
DTD1	4	0.39705	0.50246	0.025107	0.22934	0.61534	0.77197
FOXE1	4	0.12135	1.3694	0.41354	0.84043	0.17089	0.53615
ADSS	4	-0.42287	-1.3183	0.2898	0.76206	0.18741	0.53742
KDM8	4	-1.2552	-2.5256	0.0065129	0.092842	0.011549	0.18277
CCSER1	4	-0.090229	-0.95729	0.93547	0.98839	0.33842	0.61596
CRTAM	4	0.037716	0.29247	0.66968	0.93478	0.76993	0.87288
ZNF273	4	-0.20135	-0.99123	0.65517	0.93104	0.32157	0.60528
CYP1A1	4	-0.044688	-0.24768	0.92831	0.98679	0.80438	0.89297
SLC23A3	4	0.047083	0.38532	0.63916	0.92524	0.7	0.82802
BARHL2	4	0.17935	1.1445	0.26922	0.74566	0.25241	0.55807
OR7E24	4	-0.80234	-1.3944	0.054141	0.36228	0.16319	0.53615
AACS	4	0.092848	0.42868	0.49398	0.87825	0.66816	0.80673
PIGV	4	-0.41536	-1.4747	0.29745	0.76519	0.1403	0.53615
NT5C2	4	0.16918	0.82194	0.29268	0.76239	0.41111	0.67222
PRRX2	4	-0.55622	-1.6996	0.16491	0.62509	0.089206	0.53615
HIST3H2BB	4	-0.32429	-1.6021	0.42866	0.84968	0.10914	0.53615
CENPV	4	0.11726	0.75869	0.42503	0.84795	0.44804	0.70068
SP100	4	0.43257	1.4541	0.015661	0.16711	0.1459	0.53615
PIK3R5	4	-0.082775	-0.7468	0.95724	0.99146	0.45519	0.70569
FAM71C	4	0.20655	1.3822	0.21353	0.68435	0.16691	0.53615
MRPS22	4	-2.3705	-3.7761	0	0	0.00015928	0.013186
MEA1	4	0.084571	0.87407	0.52083	0.88805	0.38208	0.64946
CAMKV	4	0.16271	1.0148	0.3068	0.77321	0.31021	0.59719
HPR	4	0.19405	1.3628	0.23779	0.70979	0.17293	0.53615
OR4D2	4	-0.17958	-0.85161	0.70632	0.94443	0.39443	0.65893
IGF2R	4	-0.0014429	-0.02377	0.79283	0.96403	0.98104	0.99109
CDKN2B	4	0.016384	0.1318	0.7371	0.95106	0.89515	0.94624
ALDH7A1	4	0.18678	0.7649	0.25301	0.72773	0.44433	0.69811
CYP3A43	4	-0.10357	-0.60938	0.89893	0.98199	0.54228	0.74709
MEX3A	4	0.064876	0.51412	0.58084	0.90975	0.60717	0.76705
PDE2A	4	0.10288	0.92239	0.46341	0.86667	0.35633	0.63038
HCAR2	4	-0.0077355	-0.59995	0.81302	0.96781	0.54854	0.74849
ALPL	4	0.067042	0.89346	0.57353	0.90651	0.37161	0.64093
SAPCD2	4	-0.005669	-0.059256	0.8069	0.96677	0.95275	0.97589
MMS19	4	-1.4003	-2.6453	0.0032813	0.057292	0.0081618	0.14857
MMRN1	4	-0.0081724	-0.10489	0.81456	0.96781	0.91647	0.95762
GAGE2B	4	-0.63809	-2.1934	0.11425	0.52937	0.028278	0.30819
SUCNR1	4	-0.056394	-0.43887	0.96316	0.99227	0.66075	0.80174
VSTM2B	4	-0.10215	-0.46973	0.90261	0.98273	0.63855	0.78651
NAV1	4	0.10432	1.342	0.46023	0.8661	0.1796	0.53615
GSKIP	4	0.10184	0.72008	0.46664	0.8687	0.47147	0.717
SH3D21	4	0.32917	1.1197	0.058119	0.37536	0.26285	0.56383
PPTC7	4	-0.046064	-0.24722	0.93258	0.98747	0.80474	0.89321
GBA2	4	0.22211	0.75544	0.18485	0.64973	0.44999	0.70177
DEFB107A	4	-0.054422	-0.37338	0.95739	0.99146	0.70886	0.83361
ZNF804A	4	0.13689	0.89116	0.37287	0.81994	0.37284	0.64178
PELI2	4	-0.086912	-0.38015	0.94452	0.98979	0.70384	0.83026
COPS8	4	-0.65426	-1.5076	0.106	0.51398	0.13167	0.53615
GLO1	4	0.29618	1.0925	0.086407	0.4631	0.2746	0.57094
WWTR1	4	0.20121	0.90352	0.22333	0.69371	0.36625	0.63748
ADAM12	4	-0.43572	-0.9309	0.27454	0.75037	0.35191	0.62658
RETNLB	4	0.34966	1.2671	0.045491	0.33044	0.20513	0.53983
CUL7	4	0.10061	0.97684	0.46967	0.86874	0.32865	0.61004
E2F3	4	-0.67185	-2.1852	0.097991	0.49423	0.028877	0.31227
NUP205	4	-0.94091	-2.0471	0.029184	0.25477	0.040651	0.3749
PAX1	4	0.15116	1.0195	0.33594	0.79447	0.30798	0.59537
TCEAL5	4	-0.056646	-0.26889	0.96376	0.99227	0.78801	0.88281
CAPNS2	4	-0.047846	-0.31632	0.9387	0.98912	0.75176	0.86179
FAM124A	4	0.4244	0.89494	0.017252	0.17859	0.37082	0.64067
FGF4	4	0.18663	1.3621	0.25336	0.72821	0.17316	0.53615
CCDC132	4	-0.31775	-1.3906	0.438	0.85414	0.16435	0.53615
LRRC37B	4	0.18064	1.3251	0.26628	0.74173	0.18515	0.53742
KRT19	4	0.046963	0.41468	0.6395	0.92533	0.67838	0.81406
PEX11B	4	0.038197	0.11924	0.66854	0.93476	0.90509	0.95164
OR14I1	4	-0.31131	-1.1998	0.44884	0.85979	0.23023	0.54713
IKBKG	4	-0.14336	-1.1654	0.79447	0.96429	0.24385	0.55469
ALAD	4	-0.11365	-0.97721	0.87263	0.97774	0.32847	0.60982
LRIG1	4	-0.20813	-0.93906	0.64124	0.92631	0.3477	0.62279
PSMD3	4	-0.79153	-2.2328	0.056727	0.3713	0.02556	0.29062
TRPM7	4	-1.3074	-2.0441	0.0048722	0.075559	0.040944	0.37605
SELE	4	0.32815	1.1278	0.058467	0.3764	0.25941	0.5631
OIP5	4	-0.55561	-1.3565	0.16516	0.62514	0.17495	0.53615
MYO3B	4	0.1922	1.3383	0.24202	0.71609	0.18081	0.53615
TRIM56	4	-0.17837	-1.154	0.70901	0.94444	0.24848	0.55627
RHOG	4	-0.082341	-0.45298	0.95839	0.99146	0.65056	0.7944
STRN4	4	-0.96281	-2.7767	0.025952	0.23461	0.0054908	0.11862
MNT	4	-0.20939	-0.86193	0.63886	0.92524	0.38872	0.65489
FAM209B	4	0.1363	0.54649	0.37506	0.82206	0.58473	0.75747
UNC45B	4	0.1244	0.67294	0.40534	0.83722	0.50099	0.73278
CPN1	4	0.011498	0.087569	0.75301	0.95626	0.93022	0.9649
ZNF586	4	-0.39921	-1.3186	0.31873	0.78393	0.18729	0.53742
GP1BA	4	-0.017671	-0.071523	0.84608	0.97163	0.94298	0.97068
TWF1	4	-0.055694	-0.35598	0.96077	0.99194	0.72185	0.84239
SIX2	4	0.12436	1.19	0.40549	0.83722	0.23406	0.54999
FAM171A2	4	-0.12692	-0.93849	0.83524	0.9709	0.34799	0.62306
MORC1	4	0.15159	0.60393	0.33454	0.7937	0.54589	0.74768
CRACR2A	4	0.18674	0.78087	0.25316	0.72795	0.43488	0.69062
ROCK1	4	-0.28572	-1.8619	0.49065	0.87735	0.062616	0.4627
GLIPR1	4	-0.099545	-1.824	0.90897	0.98312	0.068159	0.48512
CAMK1D	4	0.97688	1.0009	4.9717e-05	0.002924	0.3169	0.60208
JOSD1	4	0.098879	0.87663	0.47529	0.87099	0.38069	0.64841
FLNA	4	0.26302	0.88828	0.12181	0.54576	0.37439	0.64281
GBGT1	4	0.13113	1.3355	0.38794	0.8281	0.18173	0.53615
C7orf60	4	0.12775	0.8674	0.39724	0.83464	0.38572	0.65224
CPXM1	4	0.10503	0.51284	0.45784	0.86502	0.60806	0.76748
ZFP28	4	0.0088658	0.042888	0.76106	0.95765	0.96579	0.98244
FAM127A	4	0.12336	1.2321	0.40807	0.83847	0.21791	0.54399
USP17L28	4	-0.83935	-1.9914	0.045938	0.33178	0.04644	0.39987
ANP32E	4	-0.33643	-1.6243	0.40867	0.8386	0.10431	0.53615
C12orf77	4	0.18809	0.41001	0.25037	0.72649	0.6818	0.81621
TPCN1	4	-0.089947	-0.8937	0.93671	0.98877	0.37148	0.64093
ERAS	4	-0.0075278	-0.072711	0.81257	0.96781	0.94204	0.97016
SCARF1	4	-0.026749	-0.55388	0.87382	0.97775	0.57966	0.75524
KCTD19	4	0.098447	1.1821	0.47658	0.87185	0.23715	0.55178
S100A12	4	-0.014614	-0.17261	0.83569	0.9709	0.86296	0.92795
PHLDA2	4	-0.16364	-1.9223	0.74292	0.95186	0.05457	0.43108
EEF1E1	4	-0.21764	-1.1403	0.62111	0.92146	0.25418	0.55871
CSH1	4	-0.20228	-1.6479	0.65323	0.93042	0.099373	0.53615
SPDYE6	4	-2.4229	-4.5162	0	0	6.2956e-06	0.0015829
SLC4A7	4	-0.80531	-1.3007	0.053595	0.36029	0.19336	0.53892
TAAR8	4	0.22473	1.1452	0.18097	0.64642	0.25212	0.55782
ITLN2	4	0.11412	1.2846	0.43373	0.85216	0.19891	0.5391
TSEN15	4	-0.56023	-1.9707	0.16198	0.61998	0.048761	0.41244
GBP6	4	-0.26427	-1.0482	0.52988	0.89183	0.29455	0.58687
OR52N2	4	-0.21858	-1.0931	0.61922	0.92096	0.27433	0.57076
GNB2L1	4	-1.7826	-2.7493	0.00034802	0.011076	0.005973	0.12538
HIF1AN	4	0.16969	1.0639	0.29139	0.76239	0.28737	0.58042
ERCC6L	4	-0.13858	-0.57913	0.80521	0.96641	0.5625	0.75169
KRBOX4	4	-0.10724	-0.51619	0.88918	0.9804	0.60572	0.76661
OR4M2	4	-0.23378	-1.6364	0.58835	0.91146	0.10176	0.53615
EMX1	4	0.047111	0.66415	0.63916	0.92524	0.50659	0.73513
KLF2	4	0.12269	0.37187	0.40996	0.83989	0.70999	0.8344
HIST1H1A	4	-0.3654	-1.8411	0.36616	0.81543	0.065609	0.47487
FAM136A	4	-0.49614	-1.939	0.21234	0.68302	0.052496	0.42658
UGT2A2	4	0.40516	1.2544	0.02277	0.21686	0.2097	0.54184
OR51V1	4	0.031676	0.086318	0.68763	0.93873	0.93121	0.9653
WDR27	4	0.14976	1.0636	0.33912	0.79527	0.28751	0.58042
SNRPD2	4	-2.1367	-3.7639	4.9717e-05	0.002924	0.00016729	0.013652
SERPINA12	4	0.045599	0.84502	0.64482	0.92765	0.3981	0.66189
AMZ1	4	0.049098	0.22444	0.63269	0.92419	0.82241	0.90364
PPL	4	-0.18599	-1.2156	0.68967	0.93906	0.22414	0.54432
PRPS1	4	0.022616	0.12148	0.71657	0.94774	0.90331	0.95077
WDR17	4	-0.010535	-0.066841	0.82211	0.96781	0.94671	0.97268
COL12A1	4	0.37831	1.391	0.031272	0.26395	0.16423	0.53615
CD22	4	-0.11376	-0.72354	0.87243	0.97774	0.46935	0.71562
NIPSNAP3B	4	-0.13765	-0.92069	0.80785	0.96686	0.35721	0.63103
SAG	4	0.027578	0.13589	0.7011	0.94328	0.89191	0.9441
EID3	4	0.17044	1.2796	0.28935	0.76118	0.2007	0.5393
CCDC77	4	-0.62283	-1.7641	0.12151	0.54505	0.077716	0.51709
NPC1L1	4	-0.024688	-0.13773	0.8676	0.97732	0.89045	0.94344
VPS29	4	-1.0823	-1.9961	0.014666	0.1598	0.045918	0.3969
KPNA3	4	0.41318	1.3351	0.020434	0.20147	0.18184	0.53615
NR6A1	4	-0.31814	-1.3001	0.43761	0.85407	0.19357	0.53892
ALDH1L2	4	-0.14123	-0.59897	0.79949	0.96588	0.5492	0.74868
TRIM64	4	-0.25339	-1.2429	0.54982	0.89911	0.21391	0.54306
TRIM8	4	0.019186	0.070037	0.728	0.94967	0.94416	0.97155
CRELD1	4	0.20826	0.92451	0.21045	0.68098	0.35522	0.62951
ZYG11B	4	0.21103	1.2223	0.20473	0.67408	0.2216	0.54419
NDUFC2	4	-0.61243	-1.5355	0.12737	0.55587	0.12466	0.53615
C5orf34	4	0.27218	1.2281	0.11186	0.52515	0.21941	0.54419
KANK1	4	0.36878	1.3045	0.036045	0.29035	0.19207	0.53784
KRT16	4	-0.13123	-1.011	0.82385	0.96834	0.31203	0.59858
E2F8	4	0.3334	1.2447	0.055732	0.36742	0.21324	0.54266
MRPL49	4	-0.89614	-2.3319	0.035547	0.28819	0.019707	0.25092
APOA1BP	4	-0.26353	-1.1888	0.53107	0.89232	0.23452	0.55019
TCHP	4	0.1279	1.0536	0.39694	0.83462	0.29207	0.58453
CRIP2	4	0.079345	0.68051	0.53614	0.89393	0.49618	0.73049
KCNJ3	4	0.16103	0.95872	0.31048	0.77481	0.3377	0.61559
ZBTB41	4	-0.24956	-0.95326	0.55752	0.90211	0.34046	0.61744
CDHR4	4	-0.03804	-0.24397	0.90872	0.98312	0.80726	0.89472
EID1	4	0.10296	1.4837	0.46316	0.86636	0.13789	0.53615
ZNF433	4	-0.07015	-0.55366	0.99403	0.9982	0.57981	0.75534
TMEM45A	4	0.16633	1.5313	0.299	0.7668	0.12569	0.53615
HYAL4	4	0.027385	0.25905	0.70195	0.94328	0.7956	0.88731
TMEM91	4	-0.079897	-0.49232	0.96659	0.99281	0.62249	0.77625
FAM102B	4	-0.0021969	-0.016969	0.79522	0.96443	0.98646	0.99387
PPP1R12C	4	-0.6886	-2.232	0.090285	0.47267	0.025616	0.29093
GIMAP7	4	0.45179	1.2696	0.011932	0.13817	0.20423	0.53981
NUPL2	4	-0.02835	-0.22909	0.87929	0.97956	0.8188	0.90164
TRIP6	4	0.14365	1.0619	0.35443	0.8049	0.28828	0.58094
SEC22B	4	-1.3709	-2.3544	0.0037785	0.063919	0.018554	0.24297
ACTRT2	4	0.028578	0.29784	0.69802	0.94241	0.76582	0.87042
SAMD9	4	-0.12208	-0.90764	0.84687	0.97163	0.36407	0.63534
BTNL10	4	0.262	1.3847	0.12305	0.54817	0.16615	0.53615
YEATS2	4	-0.56553	-1.2335	0.15725	0.61168	0.21739	0.54399
ASPHD2	4	0.0604	0.45567	0.59461	0.91277	0.64863	0.7931
CACNA2D3	4	0.075373	0.40274	0.54733	0.89771	0.68714	0.81995
BAHD1	4	0.26995	1.0421	0.114	0.52928	0.29737	0.58907
CCL27	4	0.070362	0.27266	0.56379	0.90347	0.78511	0.88178
KIAA0368	4	0.04575	0.60595	0.64413	0.92744	0.54455	0.74735
VPS36	4	-0.61879	-1.9689	0.12389	0.5489	0.048962	0.4132
SAT1	4	0.018777	0.22857	0.72964	0.9497	0.8192	0.90189
WDR37	4	0.33392	1.4255	0.055384	0.36573	0.154	0.53615
DEPTOR	4	-0.0058633	-0.05581	0.80735	0.96685	0.95549	0.97741
C9orf16	4	-0.38038	-2.1036	0.34339	0.79794	0.035417	0.34733
RC3H1	4	0.51076	1.3354	0.0053197	0.080694	0.18174	0.53615
RPSA	4	-2.2363	-3.4087	4.9717e-05	0.002924	0.00065285	0.030795
KLHDC8B	4	-0.11792	-1.7942	0.85965	0.97469	0.072787	0.5015
PPP1R26	4	0.091918	0.59299	0.49707	0.87902	0.55319	0.74969
PARD6B	4	-0.9646	-1.8638	0.025853	0.23423	0.062347	0.46149
GLIS3	4	0.099951	0.4655	0.47176	0.86946	0.64158	0.78836
PRKRIR	4	-0.85279	-1.8397	0.043701	0.3234	0.065817	0.47569
ARVCF	4	-0.16603	-1.6933	0.73765	0.95122	0.090391	0.53615
YAP1	4	-0.9341	-1.5488	0.030277	0.26059	0.12144	0.53615
MOV10L1	4	0.2416	0.79532	0.15278	0.60559	0.42643	0.68442
ZNF335	4	-0.9559	-2.0046	0.026996	0.24133	0.045005	0.39392
NAA11	4	0.088881	0.76991	0.50731	0.88408	0.44135	0.69531
PLD1	4	0.071266	0.28527	0.56085	0.90337	0.77543	0.87608
NWD1	4	0.079758	0.43627	0.5352	0.89322	0.66264	0.80301
ZNF74	4	0.10067	0.56744	0.46957	0.86874	0.57042	0.75376
NUP54	4	-0.1609	-0.51782	0.74923	0.95434	0.60458	0.76641
PDZD9	4	-0.21875	-0.8103	0.61882	0.92072	0.41777	0.67728
ENO1	4	-1.9895	-3.5289	0.00014915	0.0061224	0.00041723	0.023507
RNASE12	4	-0.27179	-1.1892	0.51571	0.88586	0.23437	0.55019
PNPLA1	4	-0.021896	-0.12633	0.85871	0.97466	0.89947	0.94885
