Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
CCDC88A	4	-0.26336	-1.0758	0.53142	0.89246	0.28203	0.57635
SLC25A15	4	-0.24979	-1.7127	0.55737	0.90211	0.086761	0.53615
OR1Q1	4	0.089751	0.67795	0.50438	0.88302	0.4978	0.73107
TIMP4	4	0.17383	0.97128	0.28189	0.755	0.33141	0.61186
GPR63	4	-0.10585	-0.3828	0.89291	0.98079	0.70187	0.82928
KCNH7	4	-0.049593	-0.43206	0.94407	0.98979	0.6657	0.80526
HNRNPA1	4	-0.54137	-1.1018	0.17535	0.6389	0.27056	0.56826
SVEP1	4	0.15372	1.355	0.32947	0.79041	0.17543	0.53615
CCDC96	4	0.073528	0.61036	0.55325	0.90026	0.54162	0.74709
MYL2	4	0.10419	1.1558	0.46062	0.8661	0.24778	0.55618
KCNA3	4	0.08797	0.9659	0.51044	0.88474	0.3341	0.6137
PRSS12	4	-0.059995	-1.1743	0.97435	0.99487	0.24027	0.55373
LUZP4	4	-0.18053	-0.75149	0.70359	0.94391	0.45236	0.70331
FOXP1	4	0.10924	0.48212	0.44636	0.85941	0.62972	0.78039
LRRC4B	4	0.088996	0.76081	0.50676	0.88343	0.44677	0.69954
ZNF750	4	0.22701	1.0817	0.17734	0.64282	0.2794	0.57427
CWC22	4	-1.7249	-3.1505	0.00064632	0.018414	0.0016297	0.05594
TESC	4	0.63304	0.83155	0.001044	0.026854	0.40566	0.66794
WNT1	4	-0.22948	-1.4719	0.59665	0.9132	0.14106	0.53615
PXDNL	4	0.013657	0.10843	0.74535	0.95236	0.91365	0.95625
CRY1	4	-0.11583	-0.51759	0.86616	0.97696	0.60474	0.76642
ZBBX	4	0.012014	0.098436	0.75107	0.95511	0.92159	0.96057
COCH	4	-0.082536	-0.91024	0.95784	0.99146	0.3627	0.63509
YPEL2	4	0.060043	1.0246	0.59565	0.9132	0.30553	0.59357
MRPS6	4	-1.1357	-2.6324	0.011385	0.13415	0.0084793	0.15222
KEL	4	-0.021859	-0.11443	0.85866	0.97466	0.9089	0.95346
GTF2B	4	-1.2977	-2.8576	0.00527	0.080303	0.0042689	0.10246
FAM45A	4	0.20582	1.2145	0.21492	0.68607	0.22456	0.54432
NAPG	4	-0.69966	-2.2196	0.086606	0.46391	0.026447	0.29635
CTDP1	4	-0.963	-1.91	0.025952	0.23461	0.056131	0.4376
MT3	4	0.35914	0.55799	0.040768	0.31087	0.57685	0.75445
GOT1L1	4	0.061777	0.57456	0.59063	0.91181	0.56559	0.75264
MLC1	4	-0.46745	-1.7841	0.24157	0.71572	0.074411	0.50667
CCDC168	4	0.2332	1.4478	0.1663	0.62711	0.14768	0.53615
LHX2	4	-0.087379	-0.28597	0.94372	0.98978	0.7749	0.87588
HPX	4	-0.11632	-1.0659	0.86477	0.97692	0.28645	0.58042
OBSCN	4	-0.011116	-0.074238	0.8241	0.96834	0.94082	0.96992
HDAC7	4	-0.15332	-0.73551	0.76852	0.95966	0.46203	0.71067
XAGE3	4	-0.39745	-1.2642	0.32102	0.78545	0.20615	0.54049
EMB	4	0.11374	1.2187	0.43472	0.85242	0.22297	0.54419
ST6GAL2	4	0.22958	1.6338	0.17272	0.6358	0.1023	0.53615
PARVB	4	0.15898	1.2121	0.31635	0.7816	0.22546	0.54466
ZFC3H1	4	-0.61055	-1.3911	0.12847	0.5581	0.16418	0.53615
C2orf69	4	0.066488	0.68008	0.57517	0.90744	0.49645	0.73064
SNCG	4	0.15296	0.71776	0.33126	0.79134	0.47291	0.71785
C20orf62	4	0.17191	0.98226	0.28582	0.75804	0.32597	0.60811
EEF1A2	4	-0.0054365	-0.053416	0.80645	0.96677	0.9574	0.97856
SYF2	4	0.085864	0.19409	0.51641	0.88589	0.84611	0.91754
PSRC1	4	-0.038605	-0.26519	0.91021	0.98319	0.79086	0.88409
DNAJC19	4	0.25701	1.3384	0.13105	0.56627	0.18078	0.53615
P2RX6	4	-0.16428	-1.4568	0.74147	0.95158	0.14516	0.53615
CT45A9	4	-0.37529	-0.96447	0.35095	0.80296	0.33481	0.61393
IQCF3	4	0.049941	0.56682	0.62976	0.924	0.57083	0.75376
TNKS1BP1	4	-0.0047516	-0.03342	0.80427	0.96626	0.97334	0.98698
FAM110A	4	0.32929	1.4733	0.058069	0.37536	0.14067	0.53615
CCDC61	4	-0.42623	-1.3467	0.28577	0.75804	0.17808	0.53615
ARIH2OS	4	0.064681	0.29911	0.58139	0.90983	0.76486	0.86966
SRRT	4	-1.3539	-3.2624	0.0040768	0.066721	0.0011048	0.043862
ZNF263	4	0.15087	1.1654	0.33653	0.79486	0.24385	0.55469
TXNDC9	4	0.25566	1.2384	0.13294	0.56954	0.21556	0.54326
OR6Y1	4	-0.19375	-1.5917	0.67172	0.93528	0.11145	0.53615
FCN1	4	-0.22411	-1.8913	0.60734	0.91711	0.058589	0.44633
IDE	4	0.21938	1.0229	0.18987	0.65799	0.30633	0.59389
SLC17A2	4	-0.34941	-1.1061	0.38938	0.82896	0.2687	0.56706
GUCY2F	4	0.15264	1.1599	0.33206	0.79182	0.24607	0.55504
LINGO1	4	-0.019971	-0.11207	0.85274	0.97328	0.91077	0.95431
FADD	4	-0.14354	-0.88703	0.79368	0.96419	0.37506	0.6433
SH3BP2	4	0.1162	0.5141	0.42781	0.84968	0.60718	0.76705
OR51Q1	4	0.42342	1.4182	0.0175	0.18014	0.15614	0.53615
PTCHD4	4	0.47815	1.0929	0.0081038	0.10802	0.27445	0.57076
LRRN3	4	0.24804	0.95002	0.14308	0.5888	0.3421	0.61852
PRSS23	4	0.1136	0.64323	0.43527	0.85258	0.52007	0.74153
RASA1	4	-0.19308	-1.3697	0.67331	0.93574	0.17079	0.53615
PPP6R3	4	-0.62815	-2.3318	0.11877	0.53973	0.01971	0.25092
OR4K17	4	0.059582	0.91775	0.59739	0.91335	0.35875	0.63231
FLYWCH2	4	0.13986	1.4836	0.36522	0.81441	0.13791	0.53615
HTR3B	4	-0.096643	-0.88519	0.91747	0.98474	0.37605	0.64396
GFRA2	4	-0.20204	-1.0838	0.65372	0.93042	0.27845	0.57378
SH3RF1	4	0.27228	1.4958	0.11171	0.52515	0.1347	0.53615
SELPLG	4	0.074667	0.72773	0.54972	0.89911	0.46678	0.71382
HEMGN	4	0.086586	0.8961	0.51462	0.88558	0.3702	0.64014
ARFGAP3	4	0.11732	0.83528	0.42493	0.84795	0.40356	0.66596
ATE1	4	0.27147	1.5498	0.11226	0.52548	0.1212	0.53615
COMMD3-BMI1	4	-0.27119	-0.9435	0.51666	0.88593	0.34542	0.62084
KAT8	4	-1.3226	-2.1385	0.0045242	0.071205	0.032479	0.33077
PLAGL2	4	0.32276	1.0164	0.062345	0.3898	0.30944	0.59686
PPP1R3E	4	-0.057474	-0.56468	0.96619	0.99281	0.57229	0.75376
IL31	4	0.13791	0.97391	0.37029	0.81731	0.3301	0.61102
MPHOSPH9	4	-0.20542	-1.1936	0.64647	0.92806	0.23262	0.54852
PRG2	4	0.27209	1.1274	0.11191	0.52515	0.25959	0.56328
CEACAM1	4	-0.024494	-0.1279	0.86686	0.97703	0.89823	0.9481
TMEM121	4	0.15134	0.50989	0.33544	0.79435	0.61013	0.76907
HIATL1	4	0.25213	1.5343	0.13752	0.57769	0.12497	0.53615
SAMM50	4	-3.4202	-5.8068	0	0	6.3672e-09	1.4514e-05
MRPS31	4	-0.58969	-1.4897	0.1412	0.584	0.13629	0.53615
ITPR1	4	-0.28125	-1.8066	0.49876	0.88033	0.070817	0.49545
RENBP	4	0.018423	0.087633	0.73054	0.94978	0.93017	0.9649
LCE4A	4	-0.10217	-0.37126	0.90256	0.98273	0.71045	0.83474
NBPF20	4	-1.1733	-1.6724	0.0098439	0.12215	0.094444	0.53615
SIPA1	4	0.017115	0.1408	0.73451	0.95031	0.88803	0.94188
DOCK3	4	0.09754	1.3549	0.47917	0.87277	0.17543	0.53615
PSMF1	4	0.45647	1.3072	0.011037	0.13152	0.19115	0.53751
PCDHGA7	4	0.24467	1.2872	0.1487	0.59916	0.19803	0.53892
SUN5	4	0.37592	0.91817	0.032216	0.26888	0.35853	0.63208
GLI2	4	-0.35876	-1.7379	0.37501	0.82206	0.082224	0.5323
SIGLEC10	4	-0.14398	-1.6108	0.79218	0.96403	0.10722	0.53615
DHX36	4	-1.4899	-2.7203	0.0021378	0.041788	0.0065221	0.12978
RINT1	4	-0.39358	-1.5042	0.32614	0.78896	0.13253	0.53615
DAPK1	4	0.11472	0.74558	0.43204	0.85146	0.45592	0.70637
CHEK1	4	-1.9768	-3.2493	0.00014915	0.0061224	0.0011569	0.045448
SLC25A3	4	-1.6281	-2.6087	0.0012429	0.029727	0.009088	0.15718
AFTPH	4	-0.17515	-1.3327	0.71642	0.94774	0.18263	0.5362
RASSF8	4	-0.0045959	-0.024567	0.80362	0.96617	0.9804	0.99084
FAM90A1	4	0.2469	0.73227	0.14463	0.59122	0.464	0.71201
CDCA4	4	-0.31318	-1.3679	0.44566	0.85911	0.17133	0.53615
HARS	4	-2.9346	-3.7103	0	0	0.00020702	0.015163
LHX8	4	0.15411	1.0973	0.32838	0.79024	0.27251	0.57006
TRABD2A	4	-0.16469	-1.7148	0.74073	0.95136	0.086385	0.53615
KCNA7	4	0.17535	1.0488	0.27886	0.755	0.29427	0.58667
BANF2	4	0.058844	0.28853	0.60038	0.9145	0.77294	0.87475
SLC25A51	4	-0.79256	-1.8559	0.056478	0.37027	0.063469	0.46582
MUSTN1	4	0.0048038	0.021841	0.77399	0.96133	0.98257	0.99185
DHPS	4	-2.6382	-3.61	0	0	0.00030617	0.019038
NOP9	4	-0.93069	-1.852	0.030725	0.26253	0.064026	0.4683
NRP2	4	-0.12476	-1.101	0.84046	0.971	0.27092	0.56857
GPR171	4	0.30303	1.3543	0.080541	0.44809	0.17564	0.53615
PHB	4	-1.9446	-3.2306	0.00014915	0.0061224	0.0012355	0.047428
UTS2	4	0.2397	0.93452	0.15541	0.60864	0.35004	0.62538
NACC2	4	0.144	0.6786	0.35339	0.80428	0.49739	0.73092
MKL1	4	0.17748	1.2669	0.27309	0.74888	0.20519	0.53983
SCLY	4	-0.047111	-0.32974	0.93587	0.98871	0.7416	0.85496
ZSWIM2	4	0.16466	0.97248	0.30213	0.76944	0.33081	0.6115
CFAP46	4	0.16413	1.2083	0.30377	0.77097	0.22694	0.54483
DMBT1	4	0.055579	0.22409	0.61102	0.91854	0.82269	0.90369
SMARCA1	4	0.23055	1.344	0.17093	0.63315	0.17895	0.53615
RBPJL	4	0.088266	0.57235	0.50965	0.88463	0.56709	0.75313
TMEM132E	4	0.23947	1.2603	0.15571	0.60934	0.20755	0.54068
FNDC8	4	0.057849	0.29167	0.60436	0.91711	0.77054	0.87333
GBA	4	0.13286	1.1098	0.38312	0.82616	0.2671	0.56617
HPGDS	4	0.2601	1.2278	0.12633	0.5543	0.21954	0.54419
USP24	4	0.12463	0.59637	0.40514	0.83722	0.55093	0.74889
CHRM3	4	-0.040245	-0.18918	0.91459	0.98412	0.84995	0.91994
PSEN1	4	-0.070979	-0.32039	0.992	0.9979	0.74867	0.85937
BARX2	4	-0.10008	-1.0327	0.90748	0.98312	0.30176	0.59192
IQCF6	4	0.16034	0.74076	0.31237	0.77712	0.45884	0.70877
C20orf196	4	-0.14052	-1.0387	0.80148	0.96588	0.29896	0.59017
C17orf105	4	-0.20453	-0.57748	0.64845	0.92915	0.56361	0.75182
DLEU7	4	0.031457	0.1153	0.68843	0.93873	0.90821	0.953
PTPN2	4	-0.22129	-1.0693	0.6136	0.91968	0.28495	0.57906
NFIL3	4	0.0023219	0.013354	0.78199	0.96385	0.98935	0.99517
SPACA4	4	0.033289	0.11528	0.68326	0.93803	0.90823	0.953
PHOX2B	4	0.027845	0.24942	0.70076	0.94327	0.80303	0.89233
MAGEA6	4	-0.37499	-1.6143	0.3514	0.80336	0.10647	0.53615
TTYH1	4	-0.28362	-1.8274	0.49398	0.87825	0.067635	0.48378
ANKRD24	4	-0.014019	-0.15762	0.83345	0.9709	0.87476	0.93467
SRGN	4	-0.0070934	-0.051031	0.81142	0.96781	0.9593	0.97941
MICAL1	4	0.21682	0.97816	0.19419	0.66361	0.32799	0.60962
HIST1H3C	4	0.0037889	0.036321	0.77742	0.96219	0.97103	0.98578
RUFY2	4	0.075547	0.75841	0.54683	0.89758	0.44821	0.70079
TMEM235	4	0.014485	0.14665	0.74272	0.95186	0.88341	0.93965
CDKN3	4	0.087748	0.57011	0.51109	0.88478	0.5686	0.75344
OR10G7	4	0.17677	1.1517	0.27498	0.75092	0.24945	0.55677
CCDC87	4	-0.025469	-0.28996	0.86989	0.97736	0.77185	0.87405
SNCA	4	-0.002254	-0.016008	0.79547	0.96467	0.98723	0.99409
PTRHD1	4	0.25173	0.93417	0.13816	0.57917	0.35022	0.62539
SLC39A14	4	-0.66678	-1.4745	0.10028	0.50149	0.14035	0.53615
USP30	4	0.0026819	0.012119	0.7806	0.96331	0.99033	0.99541
PLEC	4	-0.84299	-2.3355	0.045292	0.32995	0.019516	0.24939
MBOAT7	4	-0.029321	-0.34898	0.88292	0.9796	0.7271	0.84566
LY6G5C	4	0.34682	1.4138	0.047131	0.33629	0.15742	0.53615
DENND1B	4	0.40331	1.262	0.023069	0.21876	0.20693	0.54058
ETNK2	4	0.038633	0.26856	0.66695	0.93432	0.78827	0.88288
CFLAR	4	-0.12548	-0.52069	0.83852	0.9709	0.60258	0.7659
KRT26	4	0.213	1.2072	0.20095	0.67086	0.22735	0.54525
VPS26A	4	-0.53135	-1.9934	0.1836	0.64879	0.046218	0.39848
MYH7	4	-0.29454	-1.4656	0.47544	0.87111	0.14277	0.53615
ARF6	4	-1.2043	-3.0707	0.0085015	0.11147	0.0021358	0.06667
NFATC2	4	0.094148	0.63571	0.49016	0.87714	0.52497	0.74333
MCM6	4	-1.326	-2.3968	0.0044745	0.071146	0.016538	0.22552
UGGT1	4	-0.10079	-0.71511	0.90569	0.98312	0.47454	0.7189
LEO1	4	-0.75288	-1.661	0.067813	0.41072	0.096714	0.53615
SLC52A1	4	-0.36403	-1.4359	0.3683	0.81691	0.15104	0.53615
HKDC1	4	-0.080203	-0.90133	0.96555	0.99281	0.36741	0.63836
FOLH1	4	-0.43093	-1.794	0.2801	0.755	0.072808	0.5015
CHD2	4	0.62735	1.2826	0.0011435	0.028643	0.19964	0.5393
RAB17	4	0.12382	0.66729	0.40693	0.83837	0.50459	0.73454
PRRX1	4	0.31539	1.1438	0.068509	0.41319	0.25269	0.55807
NRG2	4	-0.17291	-1.1057	0.72089	0.94888	0.26884	0.56713
SAMD8	4	-0.35212	-2.1502	0.38466	0.82651	0.03154	0.32618
LEUTX	4	0.022989	0.15014	0.71557	0.94741	0.88065	0.93826
TIMP1	4	-0.0074648	-0.05015	0.81237	0.96781	0.96	0.9797
GPKOW	4	-1.1978	-3.1046	0.0087501	0.1134	0.0019054	0.062122
SLC22A23	4	-0.11851	-0.84465	0.85811	0.97466	0.39831	0.66199
GREB1	4	-0.020471	-0.56145	0.85433	0.97404	0.57449	0.75421
APOA5	4	-0.29237	-1.2252	0.47957	0.873	0.2205	0.54419
BEST2	4	-0.053065	-0.60462	0.95431	0.99097	0.54543	0.74768
YWHAE	4	-0.8534	-2.475	0.043552	0.32325	0.013323	0.19953
BCAS4	4	-0.17994	-0.76868	0.70518	0.94443	0.44208	0.69614
TSPAN8	4	0.17436	0.93135	0.28095	0.755	0.35167	0.62653
PGM3	4	-2.7989	-1.522	0	0	0.12801	0.53615
ACER3	4	0.024579	0.11229	0.70941	0.94447	0.9106	0.95424
TEX30	4	0.21262	1.6577	0.2018	0.67102	0.097377	0.53615
ZNF181	4	0.19118	1.3225	0.24411	0.71867	0.18601	0.53742
CHP2	4	0.14442	0.96401	0.35259	0.80362	0.33504	0.61395
DOLPP1	4	-1.5988	-3.5313	0.0014418	0.033682	0.00041353	0.023507
HERC6	4	0.26716	1.3573	0.11668	0.53572	0.17469	0.53615
POLD3	4	-1.7811	-3.1697	0.00034802	0.011076	0.0015262	0.053479
KIAA0355	4	-0.099179	-0.45478	0.90971	0.98319	0.64927	0.7935
SLC25A38	4	0.27286	1.4129	0.11102	0.52417	0.15767	0.53615
SCN1B	4	0.16431	1.3398	0.30342	0.77097	0.18032	0.53615
CLEC4G	4	0.11998	0.52126	0.41727	0.84284	0.60219	0.76572
C10orf67	4	0.17768	1.0273	0.2728	0.74857	0.30429	0.59315
A4GALT	4	0.10554	1.1729	0.4564	0.86367	0.24083	0.55374
NUDT4	4	-0.98929	-2.1899	0.023516	0.22155	0.028529	0.30985
FAM109B	4	-0.020707	-0.12485	0.85523	0.97425	0.90064	0.94959
ZNF773	4	-0.29575	-1.0335	0.4731	0.86977	0.30136	0.59154
TOM1	4	0.23161	1.044	0.16929	0.63021	0.29648	0.58829
OR6C1	4	0.11643	0.81065	0.42726	0.84968	0.41757	0.67711
CORO1C	4	-0.5012	-2.1428	0.20811	0.67921	0.032131	0.32934
KIF12	4	-0.064825	-1.3814	0.98891	0.99704	0.16715	0.53615
DEFB118	4	0.37718	1.2728	0.031669	0.26597	0.2031	0.53959
ILVBL	4	0.20837	1.1669	0.21015	0.68046	0.24323	0.55469
RPL22	4	-0.89564	-2.0072	0.035647	0.28876	0.044729	0.39287
CD68	4	-0.24143	-1.7756	0.57343	0.90651	0.075798	0.5111
PEX12	4	-0.04869	-0.35094	0.94133	0.98934	0.72563	0.84464
HMGB4	4	0.099547	0.45176	0.473	0.86977	0.65144	0.79495
CELF2	4	-0.030365	-0.18342	0.8864	0.97972	0.85447	0.92312
DEFB105A	4	-0.24864	-1.0066	0.55951	0.90265	0.31412	0.60047
ZCCHC2	4	0.13831	0.85607	0.36925	0.81731	0.39196	0.65761
ALG2	4	-2.6606	-0.9438	0	0	0.34527	0.6208
LSMEM2	4	-0.10438	-0.91003	0.89689	0.98199	0.36281	0.63516
SBSN	4	-0.36476	-1.8165	0.36696	0.81603	0.069297	0.48892
CENPB	4	0.36157	0.86239	0.039574	0.30583	0.38847	0.65477
LTBP2	4	-0.20666	-1.4815	0.64393	0.92744	0.13848	0.53615
CCR6	4	0.23707	1.6455	0.15934	0.61441	0.099868	0.53615
POLH	4	-0.29613	-2.1661	0.47246	0.86977	0.030304	0.32047
OR1L1	4	-0.27724	-1.0013	0.50602	0.88343	0.31668	0.60204
MR1	4	-0.044163	-0.392	0.92637	0.98625	0.69506	0.82527
WNT2	4	0.1686	1.089	0.29383	0.76239	0.27614	0.57206
CDR2L	4	-0.01276	-0.11185	0.82962	0.96993	0.91094	0.95438
MED25	4	-1.4076	-2.6471	0.0032316	0.056769	0.0081186	0.14816
CELF6	4	0.0089256	0.069881	0.76071	0.95765	0.94429	0.97163
LEP	4	-0.29522	-2.0859	0.4743	0.87046	0.036986	0.35402
VAMP4	4	-0.23666	-0.78601	0.58283	0.91051	0.43186	0.68825
RIPK3	4	-0.26686	-1.2676	0.52501	0.88927	0.20493	0.53981
CT47A10	4	-0.023748	-0.19871	0.86472	0.97692	0.84249	0.91526
OR8D1	4	0.27277	1.5394	0.11107	0.52417	0.12371	0.53615
CSNK1A1	4	-1.1144	-2.3263	0.012479	0.14278	0.020005	0.25257
C5orf30	4	0.23648	1.3685	0.16044	0.61725	0.17117	0.53615
ATP6V1D	4	-1.3075	-2.4389	0.0048722	0.075559	0.014731	0.21287
PSMD12	4	-0.48026	-1.0524	0.2276	0.69819	0.29263	0.58517
ACP6	4	0.021152	0.11816	0.72179	0.94888	0.90594	0.95206
FOXN2	4	0.38316	0.31269	0.029681	0.25711	0.75452	0.8637
GOLGA8O	4	-1.1652	-2.3923	0.010391	0.12759	0.016745	0.22772
SYCP2	4	0.29394	1.439	0.088496	0.46817	0.15014	0.53615
FLCN	4	-0.4276	-1.9804	0.28413	0.75615	0.04766	0.40699
WASH1	4	-5.0546	-7.5475	0	0	4.4365e-14	4.4617e-10
GIN1	4	0.031565	0.15139	0.68793	0.93873	0.87967	0.93781
SHFM1	4	-1.5299	-2.6938	0.0017898	0.037895	0.0070643	0.1361
GMNC	4	0.064937	0.36397	0.58059	0.90943	0.71588	0.83858
EPHA4	4	0.342	1.3992	0.049816	0.34528	0.16174	0.53615
STAT2	4	-0.086932	-0.53784	0.94452	0.98979	0.59069	0.7601
ELL2	4	0.12598	1.5205	0.40211	0.83672	0.12838	0.53615
PIP5K1A	4	-0.87523	-1.9777	0.039177	0.30448	0.047966	0.40865
SNX25	4	0.61257	1.2111	0.0012926	0.030588	0.22588	0.54477
FLT3LG	4	-0.72792	-2.0403	0.074824	0.42963	0.04132	0.37864
RIC1	4	-0.58525	-2.2497	0.14433	0.59088	0.02447	0.28211
ARHGEF33	4	-0.12286	-1.6586	0.84429	0.97163	0.097188	0.53615
C17orf104	4	-0.093998	-0.44568	0.92557	0.98625	0.65583	0.79833
PACS2	4	0.14996	0.80792	0.33867	0.79527	0.41914	0.67809
PODXL	4	0.0061759	0.037846	0.76951	0.95995	0.96981	0.98484
FOXP2	4	0.20436	0.79901	0.21751	0.68887	0.42428	0.68243
GRIK1	4	0.27528	1.2012	0.10828	0.51769	0.22968	0.54665
DYNC1LI1	4	-0.29729	-2.1248	0.47067	0.86874	0.033607	0.33648
SYT17	4	0.20522	1.2988	0.21597	0.6871	0.19401	0.53892
ACOT7	4	-0.52631	-2.3013	0.18793	0.65455	0.021373	0.26098
PSMC1	4	-0.45349	-0.98633	0.25694	0.73319	0.32397	0.60648
GCN1L1	4	-1.2517	-3.1612	0.0067117	0.09507	0.001571	0.054386
RAP1GAP	4	-0.031392	-0.23192	0.88878	0.98021	0.8166	0.90022
PCDH10	4	0.12047	0.8507	0.41573	0.84195	0.39493	0.65903
COX20	4	-1.4056	-2.854	0.0032316	0.056769	0.004317	0.10341
CDC25A	4	-0.32762	-1.385	0.42304	0.8471	0.16604	0.53615
RRM2B	4	-0.17146	-0.61894	0.72402	0.94888	0.53596	0.74584
SLC12A3	4	0.15273	0.70515	0.33196	0.79182	0.48072	0.72293
ADGRG4	4	-0.00046292	-0.0021669	0.79025	0.96385	0.99827	0.99912
SYT5	4	-0.14111	-1.233	0.79994	0.96588	0.21758	0.54399
NDN	4	-0.10012	-0.99964	0.90738	0.98312	0.31749	0.60208
KCND1	4	-0.0077599	-0.28236	0.81307	0.96781	0.77767	0.87728
TMEM229B	4	0.039897	0.42576	0.66282	0.93349	0.67028	0.80832
IQGAP1	4	-0.070558	-0.54268	0.99314	0.9979	0.58735	0.75881
PAGE2B	4	-0.15618	-0.69237	0.76111	0.95765	0.4887	0.72717
C10orf128	4	-0.036053	-0.43804	0.90241	0.98273	0.66136	0.80212
SLC6A3	4	0.0080609	0.073003	0.76365	0.95774	0.9418	0.97013
OR10K2	4	0.12641	0.95064	0.40077	0.83577	0.34179	0.61835
FAM63B	4	-0.00077727	-0.0062541	0.79079	0.96385	0.99501	0.99774
ELFN1	4	-0.10769	-0.9388	0.88809	0.98009	0.34784	0.6229
SMIM11	4	0.39951	1.2382	0.024162	0.22438	0.21566	0.5433
BNIP3L	4	0.15198	0.86783	0.33355	0.79314	0.38549	0.65196
SRI	4	0.15271	0.67942	0.33196	0.79182	0.49687	0.73086
C11orf57	4	-0.98029	-2.0494	0.024311	0.22514	0.040426	0.37368
NUSAP1	4	-0.0975	-0.73537	0.91444	0.98412	0.46211	0.71067
SLC19A2	4	0.38762	1.2483	0.028239	0.25011	0.21193	0.54206
SMAD1	4	-0.11427	-1.0568	0.87074	0.97736	0.29061	0.58287
KLHL28	4	0.22105	1.3455	0.18619	0.65182	0.17845	0.53615
KRTAP5-8	4	-0.43037	-1.0889	0.28075	0.755	0.2762	0.57206
PRKD2	4	-0.19802	-1.8386	0.66272	0.93349	0.065973	0.47645
IL12RB2	4	-0.081136	-0.38685	0.96187	0.992	0.69887	0.82729
ABHD1	4	0.15047	1.1641	0.33768	0.79527	0.24437	0.55469
DPH6	4	-0.97804	-2.3989	0.02456	0.2265	0.016444	0.22485
NEDD4	4	0.11432	1.3741	0.43298	0.85165	0.1694	0.53615
ECM2	4	0.049068	0.46469	0.63289	0.92419	0.64215	0.78878
SURF1	4	-0.97834	-2.7479	0.02456	0.2265	0.0059985	0.12568
EHD3	4	0.03838	0.33224	0.66754	0.93472	0.73971	0.85386
NPFFR1	4	0.16078	1.2501	0.31093	0.77535	0.21125	0.54194
KPNA1	4	0.038219	0.29689	0.66839	0.93476	0.76655	0.87071
MRPL33	4	-1.7509	-2.4863	0.00049717	0.014706	0.012909	0.19626
CA5B	4	0.046595	0.37285	0.6407	0.92579	0.70926	0.83388
ZNF195	4	0.28806	1.4724	0.095008	0.48614	0.1409	0.53615
PPHLN1	4	-0.048361	-0.68606	0.94044	0.98918	0.49268	0.72962
CCDC183	4	-0.34646	-0.95234	0.39356	0.83207	0.34092	0.61766
RASL11A	4	-0.087183	-0.46193	0.94417	0.98979	0.64413	0.79029
SLTM	4	-0.07777	-0.35889	0.97295	0.99451	0.71968	0.84116
ISCA1	4	-1.8851	-2.8407	0.00019887	0.0069565	0.0045016	0.10533
ZBTB49	4	-0.026379	-0.28186	0.87248	0.97774	0.77805	0.87753
CEP162	4	0.09514	0.70952	0.48732	0.8769	0.478	0.72107
C19orf43	4	-0.63932	-2.0006	0.11375	0.52928	0.045439	0.39514
PVALB	4	0.18013	1.2257	0.26748	0.74371	0.22031	0.54419
C12orf54	4	0.30841	0.90904	0.074724	0.42918	0.36333	0.63516
HIST1H4I	4	-0.20232	-1.2578	0.65303	0.93042	0.20845	0.54147
PRSS46	4	0.047207	1.2484	0.63906	0.92524	0.21189	0.54206
CC2D1B	4	0.054494	1.3135	0.61504	0.92028	0.189	0.53746
SLC16A11	4	-0.015319	-0.078537	0.83792	0.9709	0.9374	0.96876
GPATCH8	4	-0.33428	-1.5256	0.4123	0.84043	0.12711	0.53615
CDC42EP2	4	-0.11988	-1.5778	0.85358	0.9738	0.11462	0.53615
SEC11C	4	0.17312	0.89359	0.28319	0.755	0.37154	0.64093
KIAA1217	4	0.24926	1.0966	0.14164	0.58453	0.27283	0.57008
TMUB1	4	0.16105	1.2559	0.31048	0.77481	0.20917	0.54169
SMAGP	4	-0.078949	-0.83786	0.96928	0.99327	0.40211	0.66508
ZNF609	4	0.48722	1.4208	0.0073083	0.1011	0.15537	0.53615
PURB	4	-0.14615	-1.5956	0.78746	0.96385	0.11057	0.53615
NINL	4	0.56386	1.3717	0.0025853	0.048015	0.17017	0.53615
UBE2V1	4	-0.32231	-0.85553	0.43169	0.85146	0.39226	0.65767
OR5J2	4	0.28634	1.0374	0.096749	0.49154	0.29957	0.5906
HMGCS2	4	0.16382	1.2812	0.30437	0.77097	0.20012	0.5393
CYGB	4	-0.14239	-0.69753	0.79706	0.9652	0.48547	0.72609
MDFI	4	0.22882	1.1969	0.17396	0.63734	0.23134	0.54775
FAM19A2	4	0.17144	0.82191	0.28706	0.75896	0.41113	0.67222
KIF27	4	0.33734	1.2531	0.052401	0.35532	0.21016	0.54194
STX8	4	0.13779	1.4496	0.37039	0.81733	0.14718	0.53615
TSSK4	4	0.10091	1.1451	0.46918	0.86874	0.25218	0.55782
FKBP1A	4	-0.80146	-2.4007	0.054291	0.36231	0.016365	0.22407
RNF224	4	0.070387	1.1524	0.56374	0.90347	0.24918	0.55676
VAMP8	4	0.12625	1.1732	0.40121	0.83613	0.24073	0.55374
KCNH5	4	-0.065096	-0.66948	0.98976	0.99724	0.50319	0.73363
STXBP3	4	-0.22215	-0.95067	0.61156	0.91883	0.34177	0.61835
KRTAP13-4	4	0.082269	0.55926	0.52759	0.89117	0.57599	0.75432
TUBG1	4	-1.632	-2.9678	0.0012429	0.029727	0.0029993	0.082426
