Gene	sgRNA	Ts8|beta	Ts8|z	Ts8|p-value	Ts8|fdr	Ts8|wald-p-value	Ts8|wald-fdr
NR1D1	6	-0.053797	-0.6599	0.95237	0.99345	0.50932	0.71963
NKX6	13	0.017699	0.34096	0.49344	0.80866	0.73313	0.85326
ZNF219	5	0.071059	1.8557	0.47404	0.79819	0.0635	0.31407
SUV39H1	15	0.15993	2.0311	0.017684	0.16104	0.042243	0.29327
ENDOU	5	-0.1487	-1.5326	0.58813	0.86318	0.12537	0.36454
RPS6KA1	12	-0.11581	-0.90338	0.64432	0.88277	0.36632	0.60639
SHPRH	17	0.1236	1.8874	0.036509	0.25397	0.059111	0.30794
F7	6	0.15639	1.2761	0.13948	0.51245	0.20191	0.45124
ASCL2	6	-0.36768	-2.0856	0.13349	0.5	0.037015	0.2783
neg18	1	0.34134	0.59639	0.22362	0.62272	0.55091	0.73322
HKR1	6	0.14732	1.5098	0.16315	0.55053	0.13109	0.36981
FBXL12	16	-0.029569	-0.48949	0.77439	0.92725	0.6245	0.7814
ANKIB1	9	-0.10703	-1.2232	0.7259	0.91136	0.22124	0.46962
ASB6	17	-0.15927	-1.5682	0.36452	0.73314	0.11683	0.3578
KLHL20	6	0.030957	0.38909	0.61951	0.87761	0.69721	0.82974
ZNF25	6	0.063684	0.80866	0.46435	0.7926	0.41871	0.65099
TMPRSS4	6	0.11082	1.1929	0.26982	0.66526	0.2329	0.48428
MLL5	9	-0.099294	-1.321	0.76526	0.9239	0.18651	0.4342
NFKB1	7	0.10803	1.1165	0.24159	0.63973	0.26422	0.51579
ZNF586	6	0.1194	1.8664	0.24016	0.63885	0.061987	0.31407
PLAG1	6	0.26923	1.9878	0.016258	0.15405	0.046834	0.29749
ZMYND8	20	-0.15562	-2.7022	0.33856	0.71857	0.0068879	0.10074
FBXO40	14	0.038471	0.49941	0.35853	0.72659	0.61749	0.77707
FOXQ1	6	-0.06845	-0.84121	0.88677	0.97156	0.40023	0.63588
ZNF197	4	0.11177	1.4166	0.38876	0.74359	0.15661	0.40103
TPSD1	6	-0.23114	-1.1875	0.34655	0.71857	0.23503	0.48586
ZNF580	6	-0.12403	-1.1977	0.65431	0.88846	0.23105	0.48246
ZNF10	6	0.013838	0.12622	0.70764	0.90746	0.89956	0.94725
ZNF358	6	-0.22085	-2.0983	0.36823	0.73519	0.035879	0.27346
RCHY1	10	0.057674	0.9123	0.34313	0.71857	0.36161	0.60279
ZNF519	6	0.13115	1.1141	0.2105	0.61024	0.26522	0.51688
TRIM63	12	0.054463	0.27387	0.32402	0.70647	0.78419	0.88559
FBXO34	12	-0.038754	-0.7572	0.8745	0.96476	0.44893	0.67552
PITX3	6	-0.038991	-0.33567	0.97205	0.9965	0.73712	0.85603
JADE2	6	0.010489	0.14912	0.72305	0.91136	0.88146	0.93819
KLHL9	6	0.26285	1.4654	0.018825	0.1688	0.1428	0.38423
TRIM13	9	-0.036083	-0.47877	0.88848	0.97162	0.6321	0.78448
ZNF566	6	0.24642	1.8253	0.028808	0.21909	0.067954	0.31431
ZNF567	6	0.10327	1.4515	0.29663	0.68829	0.14664	0.38803
ASH1L	24	0.024733	0.59748	0.28209	0.67926	0.55019	0.73322
LEUTX	7	0.11802	1.5931	0.20993	0.60978	0.11113	0.35292
ZNF628	6	-0.017519	-0.25779	0.86195	0.96039	0.79657	0.89187
NKX2	42	0	0	0.34541	0.71857	1	1
OVCH2	5	0.031922	0.34973	0.6506	0.88548	0.72654	0.84881
TAOK1	6	0.91936	1.4237	0	0	0.15453	0.39894
MMP27	6	-0.012893	-0.29103	0.84512	0.96022	0.77103	0.87797
POU6F2	6	0.15551	1.8309	0.1409	0.51245	0.067108	0.31407
ZNF660	6	0.26195	1.793	0.019395	0.17128	0.072971	0.31663
RING1	12	0.0079793	0.095544	0.56874	0.8525	0.92388	0.96098
CAPN7	6	0.099261	1.2779	0.31118	0.69582	0.20129	0.45122
ZIM3	6	0.25016	1.8534	0.026526	0.2053	0.063819	0.31407
ZNF552	6	0.16466	1.81	0.12464	0.49048	0.070288	0.31598
FOXR1	6	-0.0089353	-0.074617	0.82573	0.95262	0.94052	0.96785
ZNF585B	6	0.13054	1.3306	0.21192	0.61125	0.1833	0.43161
ACY1	6	-0.15356	-1.562	0.5522	0.84144	0.11829	0.3578
MYO3B	6	0.080944	0.7644	0.38534	0.74167	0.44463	0.67135
ALK	6	-0.052594	-0.52549	0.95836	0.99379	0.59924	0.76487
KLKB1	6	-0.057063	-0.69873	0.93754	0.99097	0.48472	0.70138
UBR7	6	0.044409	0.48504	0.55134	0.84144	0.62765	0.78189
NFXL1	9	0.073805	1.8278	0.31375	0.69628	0.067583	0.31407
ZSCAN16	6	0.10129	1.7157	0.30205	0.69055	0.086223	0.33038
DMRTA1	6	-0.083679	-1.1459	0.82772	0.95335	0.25183	0.50078
RHOXF2B	7	0.090998	1.0011	0.30234	0.69055	0.31676	0.56089
RHOXF1	7	0.2885	1.9651	0.0068454	0.083916	0.049404	0.30282
CBL	15	0.067025	0.51568	0.20108	0.59494	0.60608	0.76878
ZNF790	6	0.26986	1.9125	0.015973	0.15217	0.055818	0.30512
neg95	1	0.50043	0.5479	0.068739	0.36527	0.58376	0.75356
ZNF823	6	0.17264	1.7403	0.10924	0.46579	0.081802	0.3253
ZNF480	6	0.31707	1.8534	0.0045636	0.0625	0.063823	0.31407
RHBDD2	6	0.055395	0.92209	0.502	0.81069	0.35648	0.59686
AHRR	6	0.16053	1.7962	0.13177	0.49731	0.072459	0.31598
FOXR2	6	0.10264	1.2803	0.29806	0.69022	0.20044	0.44976
FBXL5	20	0.09678	1.9872	0.061323	0.344	0.046905	0.29749
FOXB1	6	-0.01319	-0.19057	0.84626	0.96022	0.84886	0.92086
MMP2	6	0.098763	1.7116	0.31289	0.69582	0.086976	0.3319
EBF1	8	0.13544	1.741	0.14033	0.51245	0.08168	0.3253
TWIST2	6	0.080421	1.0038	0.38677	0.74167	0.31547	0.56002
ZNF555	6	0.040277	0.70575	0.57387	0.8552	0.48034	0.69796
CXXC4	6	0.016147	0.27936	0.69509	0.90263	0.77997	0.88371
C1RL	6	-0.042423	-0.63041	0.98716	0.99714	0.52843	0.72898
ZNF557	6	-0.013464	-0.15491	0.84683	0.96022	0.87689	0.93669
ADAM15	6	0.12672	1.3149	0.22162	0.62072	0.18853	0.43629
TRIM23	10	-0.055434	-0.86805	0.99857	0.99857	0.38537	0.62324
TRERF1	8	0.011316	0.18623	0.64546	0.88364	0.85226	0.92138
KLHL13	6	0.19257	1.5369	0.077581	0.38636	0.12432	0.36454
RNF213	11	0.075808	1.5645	0.24273	0.64178	0.11769	0.3578
ZNF286A	6	-0.14444	-0.95231	0.581	0.86022	0.34094	0.58372
KLHL29	6	-0.17067	-1.2545	0.50057	0.81005	0.20968	0.4592
MAP3K2	6	-0.23509	-0.93569	0.3397	0.71857	0.34943	0.589
ZFP42	6	0.16431	1.5512	0.12493	0.49048	0.12086	0.36093
SOX1	6	0.096934	1.4288	0.3186	0.70075	0.15305	0.39748
TLK1	6	0.16375	1.296	0.12607	0.49057	0.19498	0.44489
HERC1	28	0.0034763	0.071553	0.39333	0.74475	0.94296	0.9695
RFX2	6	-0.28119	-1.8739	0.25442	0.65062	0.060944	0.31349
UBE2S	7	-0.1359	-0.9085	0.60068	0.87025	0.36361	0.60476
CGRRF1	6	0.12008	1.7228	0.23902	0.63823	0.084921	0.32935
ZFP36	13	-0.035792	-0.45437	0.85396	0.96039	0.64956	0.79829
CDK9	11	-1.2244	-4.4659	0	0	7.9725e-06	0.00065003
PCSK5	6	0.01982	0.20712	0.67484	0.89388	0.83592	0.91385
EIF3F	4	-0.47164	-1.4344	0.11038	0.46579	0.15144	0.39546
SETD5	7	-0.095523	-0.9781	0.78351	0.93225	0.32802	0.57445
TDRD6	47	0	0	0.34541	0.71857	1	1
ZNF454	6	0.23752	1.6687	0.033942	0.24187	0.09518	0.33845
ZNF497	6	-0.13978	-1.8202	0.59897	0.87025	0.068726	0.31475
ADAMTS1	6	0.11138	1.6762	0.26754	0.6629	0.093694	0.33711
RNF17	41	0	0	0.34541	0.71857	1	1
ZNF92	5	0.15103	1.5737	0.20365	0.6	0.11557	0.35667
CREB5	6	0.084168	0.74264	0.37108	0.73795	0.4577	0.68198
SND1	6	-0.0015888	-0.023266	0.78437	0.93225	0.98144	0.99248
MEX3A	12	-0.20334	-2.0913	0.27638	0.67151	0.036499	0.27746
MXD1	6	0.11986	1.3593	0.23902	0.63823	0.17405	0.4185
BAZ1A	14	0.11867	1.7848	0.066458	0.35791	0.074301	0.31805
JDP2	6	0.095162	1.0668	0.3243	0.7065	0.28608	0.53465
INPP5E	6	-0.075598	-1.3233	0.86024	0.96039	0.18572	0.43295
DPEP3	6	0.19716	0.66734	0.072732	0.37226	0.50455	0.71734
neg32	1	0.34479	0.59528	0.2182	0.61843	0.55165	0.73322
ZNF304	6	0.3742	1.8153	0.0017114	0.030928	0.06948	0.31595
NR1I3	6	0.0051709	0.049664	0.74643	0.91857	0.96039	0.98044
AURKB	6	-1.2443	-3.0885	0	0	0.0020115	0.041003
PRSS45	6	0.15551	0.61106	0.1409	0.51245	0.54116	0.73087
TTC3	9	0.064921	0.90749	0.3571	0.72496	0.36415	0.60479
ADAM11	6	-0.026335	-0.33909	0.90759	0.98089	0.73455	0.85406
RAD18	5	0.1382	1.0975	0.23845	0.63823	0.27244	0.52396
neg46	1	0.22745	0.63303	0.42869	0.76527	0.52671	0.72895
UBE4B	14	-0.40603	-3.1786	0.015402	0.14795	0.0014797	0.032025
UBE2Q2	9	-0.0062313	-0.066346	0.71506	0.91068	0.9471	0.97149
PARL	6	-0.010578	-0.058249	0.83343	0.95679	0.95355	0.97547
MELK	6	0.08763	0.77215	0.35425	0.72332	0.44003	0.66756
CDYL2	6	0.026232	0.30517	0.64005	0.88097	0.76023	0.87098
UHRF1	14	-1.1179	-3.8212	0	0	0.00013278	0.0051774
KCTD1	6	0.012555	0.15376	0.71363	0.91015	0.8778	0.93686
VPS11	13	-0.20283	-1.7374	0.2607	0.65614	0.082322	0.32535
ZNF430	5	0.29963	1.7438	0.014832	0.14525	0.08119	0.3253
ZBTB18	12	0.077287	1.4377	0.22561	0.62629	0.15051	0.39379
TRIM49	7	-0.83706	-2.8375	0.0014261	0.026316	0.0045465	0.078137
ZNF814	6	0.29844	1.9598	0.0082715	0.096346	0.050016	0.30409
CHD8	11	0.09666	0.92706	0.17085	0.56139	0.3539	0.59405
SRY	6	0.2691	1.904	0.016258	0.15405	0.056916	0.30512
SOCS3	14	0.18582	1.4001	0.0065602	0.082437	0.16149	0.40673
MNT	7	0.16302	1.9122	0.10839	0.46579	0.055853	0.30512
CDK5	6	0.073232	0.54924	0.41529	0.75715	0.58284	0.75331
neg60	1	0.57715	0.52543	0.042784	0.28195	0.59928	0.76487
IBTK	12	0.0017622	0.029496	0.60981	0.87617	0.97647	0.99088
CHD1L	13	-0.052182	-1.0374	0.96492	0.995	0.29956	0.54657
IRAK4	6	0.038887	0.39824	0.58015	0.85968	0.69045	0.8255
ZBTB43	12	-0.098414	-1.4827	0.74044	0.91611	0.13814	0.3768
UBR1	9	0.013065	0.2397	0.60724	0.8751	0.81056	0.90127
BHLHE41	3	0.092371	0.8037	0.51569	0.81892	0.42157	0.65341
RAB40A	9	0.16223	2.0148	0.066172	0.35692	0.043924	0.29565
NEUROG1	6	0.22141	1.7975	0.046207	0.29348	0.072261	0.31598
PHF6	6	-0.09437	-0.97052	0.77239	0.92713	0.33179	0.5779
ZSCAN22	6	0.019621	0.30927	0.67513	0.89388	0.75712	0.86974
RPS6KA5	12	-0.013334	-0.21291	0.70707	0.90743	0.8314	0.91203
TLX1	6	-0.001845	-0.011253	0.78551	0.9323	0.99102	0.99843
ZNF117	6	0.2559	1.7039	0.023388	0.19477	0.088404	0.3319
ZNF587	6	0.23231	1.8567	0.037935	0.25676	0.063354	0.31407
GLIS2	6	-0.34829	-2.3779	0.15402	0.53785	0.017411	0.18497
USP29	12	0.11751	2.2903	0.10382	0.45614	0.022002	0.20629
GGT1	6	-0.33433	-2.2637	0.16999	0.56139	0.02359	0.21316
MAP3K1	7	0.15373	1.6005	0.12065	0.48343	0.10949	0.35056
ZFP14	6	0.1232	1.3742	0.23018	0.63113	0.16938	0.41267
USP43	12	-0.10666	-2.3108	0.6931	0.90263	0.020845	0.203
KLHL2	6	0.2532	1.6419	0.024244	0.19676	0.10062	0.34382
ZSCAN31	6	0.18611	1.534	0.090131	0.43052	0.12502	0.36454
CPM	6	0.07274	1.0764	0.41786	0.75841	0.28175	0.53108
CHD3	20	-0.050419	-0.82329	0.92014	0.98715	0.41034	0.64397
XIAP	12	0.091668	1.2836	0.17484	0.56307	0.19929	0.44847
SPPL2B	12	-0.069651	-1.2217	0.92042	0.98715	0.22182	0.46993
USP7	6	-1.1799	-3.6654	0	0	0.00024695	0.0079432
ADAMTS7	6	0.035036	0.38225	0.60097	0.8703	0.70228	0.83238
ZNF181	6	0.020425	0.28456	0.67142	0.8937	0.77598	0.88187
NSD3	5	-0.031057	-0.39774	0.94096	0.99099	0.69082	0.8255
ZBTB46	12	0.09145	1.8668	0.17541	0.56307	0.061931	0.31407
USP38	6	0.017125	0.24568	0.69082	0.90138	0.80593	0.89842
EAF2	7	0.072351	0.92705	0.37821	0.73918	0.3539	0.59405
DYRK1A	6	-0.19444	-0.67385	0.4324	0.76655	0.50041	0.71303
ZBTB14	12	0.25422	2.2765	0.0028523	0.043668	0.022814	0.20829
ZNF263	6	0.0086781	0.13824	0.72961	0.91136	0.89005	0.94315
CHD5	19	0.072464	0.85068	0.13149	0.49677	0.39494	0.6294
ZBTB40	13	-0.24949	-2.8218	0.14489	0.52103	0.0047754	0.080494
RSPRY1	9	0.069706	0.73521	0.33485	0.71837	0.46221	0.68475
ZNF136	6	0.064802	0.80016	0.4595	0.79009	0.42362	0.65463
GUCY2D	6	-0.043871	-0.31431	0.99572	0.99714	0.75328	0.86678
LCORL	6	0.20636	1.7832	0.060753	0.344	0.07456	0.3184
TRIM66	15	-0.039971	-0.69133	0.87336	0.96471	0.48936	0.703
ZNF233	6	0.099775	1.0528	0.30918	0.69576	0.29242	0.5393
FAM105A	6	0.20988	2.0196	0.055904	0.32343	0.043424	0.29565
NAALADL1	11	0.037432	0.49374	0.42128	0.76035	0.62149	0.77925
TOX4	5	-0.24143	-2.0021	0.35111	0.72073	0.045271	0.29723
ADRBK2	6	0.11788	0.93572	0.24558	0.64478	0.34942	0.589
SOCS2	11	0.074366	0.85955	0.24929	0.64645	0.39004	0.62613
USP54	6	0.019629	0.31558	0.67513	0.89388	0.75232	0.86664
HOXB8	6	-0.086691	-0.7439	0.81118	0.94516	0.45694	0.68142
RNF141	5	0.080909	0.73508	0.43269	0.76655	0.46229	0.68475
KLHL8	6	0.010556	0.12405	0.72305	0.91136	0.90127	0.94749
MLLT10	6	-0.16161	-1.0053	0.52767	0.82871	0.31477	0.55906
MYB	13	0.21387	2.541	0.0045636	0.0625	0.011053	0.1384
KLHL4	6	0.18827	1.6423	0.086138	0.41655	0.10053	0.34382
CAMK1G	6	-0.085558	-0.40525	0.81888	0.94972	0.68529	0.82162
TBR1	3	0.21259	1.4187	0.18369	0.57398	0.15597	0.40032
RFPL2	8	-0.16574	-1.046	0.4729	0.7975	0.29556	0.54197
TRIM77	6	0.32069	1.6657	0.0042784	0.059524	0.09578	0.33854
SIRT7	10	-0.13008	-1.0955	0.58956	0.86377	0.2733	0.5245
ETV1	6	0.28276	2.0182	0.011979	0.12537	0.043571	0.29565
ZNF737	5	0.21406	1.7995	0.087564	0.42112	0.071935	0.31598
KLF17	6	0.041321	0.43656	0.56788	0.85231	0.66243	0.80558
MLXIP	7	0.16381	1.5587	0.10696	0.46305	0.11906	0.35893
PROX1	6	0.035436	0.46323	0.59983	0.87025	0.6432	0.79424
ZNF140	6	0.10749	0.86963	0.28465	0.68238	0.38451	0.62312
SOCS4	13	0.062951	0.73598	0.25642	0.65239	0.46174	0.68458
ZNF630	6	0.15442	1.9308	0.14347	0.51856	0.053511	0.30414
ASB14	14	0.068395	1.1885	0.22076	0.62072	0.23462	0.48586
PRSS33	6	-0.21322	-1.6487	0.38192	0.74064	0.099208	0.34189
DMRTA2	6	-0.1762	-0.95501	0.4826	0.80266	0.33957	0.58275
KDM5D	25	0.15917	2.726	0.0048488	0.065637	0.0064102	0.096456
MST1	6	-0.52313	-2.5587	0.03765	0.25676	0.010505	0.13296
ZNF613	6	0.14913	1.9065	0.15744	0.54277	0.056584	0.30512
HOXC11	6	0.015132	0.27544	0.70137	0.90438	0.78298	0.88524
SMAD3	6	-0.14098	-0.83547	0.59469	0.8673	0.40345	0.63889
MYOG	6	-0.13627	-0.69242	0.61095	0.87617	0.48867	0.703
UBP1	7	0.047587	1.0236	0.49002	0.80847	0.30602	0.55361
CUX2	6	0.027235	0.3183	0.63605	0.87899	0.75025	0.86583
ZNF671	5	-0.013932	-0.17416	0.86252	0.96039	0.86174	0.92679
FBXO25	9	0.068422	0.73961	0.34113	0.71857	0.45953	0.68355
ZNF778	6	-0.17278	-1.7915	0.49287	0.80866	0.073213	0.31699
RARA	5	-0.17911	-1.3907	0.50114	0.81005	0.16432	0.40831
ZNF560	6	0.33752	1.6855	0.0037079	0.053061	0.091897	0.33711
43526	9	-0.088196	-1.2561	0.82059	0.95013	0.20909	0.4587
SP2	11	-0.11278	-1.9689	0.66343	0.89294	0.04896	0.30114
ELF5	5	-0.079549	-0.13634	0.84655	0.96022	0.89155	0.94315
TMPRSS3	6	-0.031652	-0.43188	0.93725	0.99097	0.66583	0.80908
BCL11A	6	0.0089083	0.10147	0.72904	0.91136	0.91918	0.9594
HTRA3	12	0.11452	2.1422	0.11152	0.46714	0.032175	0.25992
TFR2	6	0.16396	1.5258	0.12607	0.49057	0.12707	0.36454
ZNF582	6	0.20867	1.8969	0.057901	0.33116	0.057845	0.30675
USP46	6	0.088763	0.7842	0.35026	0.71981	0.43292	0.66223
ZBTB3	11	-0.047673	-0.47123	0.95779	0.99379	0.63748	0.79003
PKNOX2	6	-0.015462	-0.15578	0.85511	0.96039	0.87621	0.93669
ZFP69B	6	0.13204	1.3771	0.20565	0.60385	0.16848	0.41221
ZNF37A	5	0.10793	0.91075	0.33885	0.71857	0.36243	0.60336
FOLH1	6	0.2744	0.89367	0.013976	0.13803	0.3715	0.61146
SENP1	6	-0.32837	-2.3832	0.1814	0.57143	0.017162	0.18415
ZBTB26	12	0.16721	0.98073	0.030234	0.22458	0.32672	0.57361
RFWD2	9	0.15753	1.6151	0.070451	0.36921	0.10628	0.34848
BTBD8	12	0.21941	2.2966	0.0068454	0.083916	0.021641	0.20562
CFI	6	0.16644	1.6073	0.12008	0.48225	0.108	0.34848
ZBTB34	12	-0.067698	-1.1776	0.93126	0.99097	0.23894	0.48933
TYK2	12	0.12906	0.85151	0.079578	0.39326	0.39449	0.6294
USP9Y	5	0.51476	1.5616	0	0	0.11838	0.3578
LONRF1	9	0.11419	1.3731	0.16486	0.55524	0.16972	0.41322
PRDM14	5	-0.052806	-0.49713	0.96092	0.99441	0.6191	0.77765
KDM2A	28	-0.45155	-4.6524	0	0	3.2811e-06	0.00032593
RCE1	6	-0.71772	-3.0712	0.0048488	0.065637	0.0021322	0.042691
PMS1	7	0.058098	1.055	0.44039	0.77277	0.29144	0.5393
KBTBD12	5	0.096163	0.33237	0.37935	0.73918	0.73961	0.85835
TEK	6	0.12462	1.1536	0.22618	0.62688	0.24868	0.49762
FBXO10	18	0.082842	1.5805	0.10154	0.45408	0.11399	0.35504
ZNF214	6	0.13761	1.0328	0.18682	0.57709	0.30171	0.54864
ZNF836	6	0.16625	1.9377	0.12008	0.48225	0.05266	0.30414
LONRF3	17	0.12311	2.2041	0.036794	0.25494	0.027515	0.23878
EBF2	7	0.14235	1.4262	0.14889	0.52727	0.15382	0.39872
EHF	7	0.087561	1.5147	0.31289	0.69582	0.12985	0.36802
TFDP2	2	-0.016619	-0.17583	0.99458	0.99714	0.86043	0.92621
XPNPEP2	6	0.068831	0.75077	0.43754	0.77085	0.45279	0.6787
MBD1	25	-0.15369	-1.7944	0.31318	0.69582	0.072746	0.31644
ZBTB7B	12	-0.10394	-1.6578	0.7065	0.90743	0.097354	0.33905
MKRN3	8	0.0081984	0.098935	0.66486	0.89341	0.92119	0.96036
NEDD4	12	-0.029084	-0.40033	0.80405	0.94407	0.68892	0.82471
FOXP2	6	0.19761	1.6711	0.071877	0.37113	0.094705	0.33749
neg79	1	0.24724	0.62665	0.3862	0.74167	0.53089	0.72898
ZNF614	6	0.21921	1.5211	0.047062	0.29623	0.12823	0.3661
NEUROD6	6	0.22896	1.831	0.03822	0.25769	0.067105	0.31407
ZBTB42	12	-0.25975	-1.5662	0.14005	0.51245	0.11731	0.3578
BRD3	13	0.039127	0.82377	0.37536	0.73826	0.41007	0.64397
ZNF277	6	0.061533	0.4977	0.4729	0.7975	0.61869	0.77752
FBXO47	3	0.11075	1.233	0.44809	0.78004	0.21757	0.46866
MTOR	6	-0.64509	-2.8193	0.012265	0.1261	0.0048125	0.080731
FOXS1	6	0.0070476	0.038842	0.73759	0.91475	0.96902	0.98503
KLF8	5	0.076659	1.0181	0.44923	0.78125	0.30865	0.55512
RXRB	6	-0.094354	-1.3557	0.77268	0.92713	0.17519	0.42041
PSMB8	6	0.076825	0.78338	0.40131	0.74867	0.4334	0.66267
KIAA2018	6	-0.056118	-0.48583	0.94096	0.99099	0.62709	0.78189
ECE1	6	0.035573	0.51635	0.59897	0.87025	0.60561	0.76847
KLHL12	6	-0.039296	-0.39792	0.97319	0.9965	0.69069	0.8255
CPN1	6	-0.32641	-1.9486	0.1854	0.57573	0.051341	0.30409
BRPF3	22	0.031034	1.0904	0.27695	0.67151	0.27553	0.52498
TET3	10	-0.043555	-0.35891	0.92527	0.98963	0.71966	0.84414
RNF39	10	0.072718	0.44439	0.27439	0.67132	0.65676	0.80216
TRIM49D1	6	-0.45923	-1.1889	0.064176	0.35047	0.23446	0.48583
RNF148	11	0.065288	0.86733	0.28751	0.68368	0.38576	0.62324
ZFP37	6	0.11829	1.6905	0.24387	0.64383	0.090941	0.33582
OTUD5	5	0.13365	1.7188	0.25242	0.6493	0.085659	0.33
FOSB	6	-0.20871	-1.4567	0.39333	0.74475	0.14521	0.38736
ADAMTS19	6	0.24245	1.7249	0.03109	0.22947	0.084541	0.32935
TET1	16	0.14903	2.3829	0.021107	0.18182	0.017175	0.18415
neg6	1	0.29973	0.60956	0.28009	0.67677	0.54215	0.73164
LONRF2	14	0.065759	0.64633	0.23046	0.63113	0.51807	0.72741
HDAC1	8	-0.24973	-2.2694	0.24558	0.64478	0.023244	0.21058
NRK	6	0.17191	1.3968	0.11095	0.46643	0.16247	0.40806
MLLT3	6	0.043334	0.53183	0.55619	0.84489	0.59484	0.76278
EBF3	8	0.37549	1.8424	0.00085568	0.017045	0.065423	0.31407
ZNF556	6	0.089482	0.9626	0.34683	0.71857	0.33575	0.58131
KDM3B	3	-0.3445	-1.7186	0.26269	0.65739	0.085685	0.33
CRX	6	-0.0464	-0.47961	0.99201	0.99714	0.6315	0.78448
SCML2	12	0.1291	1.3236	0.079578	0.39326	0.18565	0.43295
SMARCA2	13	0.15185	1.8912	0.033086	0.23819	0.058594	0.3079
MTA3	16	-0.075454	-1.29	0.86965	0.96304	0.19707	0.4472
PRDM9	10	-0.038043	-0.18401	0.89104	0.97233	0.854	0.92212
USP12	6	0.015728	0.14759	0.69738	0.90321	0.88266	0.93824
ZNF776	6	0.17222	1.9694	0.11067	0.46579	0.04891	0.30114
ZNF705A	6	0.21082	1.8603	0.055904	0.32343	0.062841	0.31407
RNF38	10	0.066675	1.5091	0.30291	0.69096	0.13128	0.36999
ZNF764	6	0.0097604	0.085183	0.72533	0.91136	0.93212	0.96525
RNF168	10	-0.7605	-3.821	0.00057045	0.011696	0.0001329	0.0051774
