Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
SIRPA	4	-0.0016804	-0.0086646	0.84422	0.9863	0.99309	0.99675
ATP5H	4	-0.94352	-2.693	0.017601	0.21785	0.0070816	0.17476
EAF1	4	-0.27379	-1.3624	0.43263	0.90205	0.17307	0.60247
COG4	4	-1.0918	-2.5864	0.0087013	0.13889	0.0096973	0.20751
RHOJ	4	0.040949	0.59294	0.70197	0.96701	0.55322	0.76329
FUT10	4	0.20806	1.3263	0.23553	0.7955	0.18475	0.60247
TCF7L1	4	-0.08361	-0.43314	0.8934	0.98933	0.66492	0.81582
IRS1	4	0.13393	0.7871	0.41045	0.89226	0.43122	0.7128
SCGB3A1	4	-0.15135	-0.81106	0.69884	0.96688	0.41733	0.70348
ARHGAP29	4	-0.19123	-1.3045	0.60243	0.95417	0.19205	0.60247
CXorf40A	4	0.098223	0.8191	0.51641	0.93036	0.41273	0.70097
KLRC3	4	-0.23827	-0.9307	0.49915	0.92491	0.35201	0.66328
NFKBIL1	4	-0.10329	-0.6128	0.83547	0.98551	0.54001	0.76013
MSTO1	4	-0.94113	-2.495	0.0179	0.21965	0.012597	0.24526
BHLHE23	4	0.25045	1.0274	0.1604	0.69948	0.30425	0.63364
PALMD	4	-0.031375	-0.18093	0.94352	0.99643	0.85642	0.92748
DEFB129	4	0.15571	0.78171	0.35148	0.86821	0.43438	0.71454
TSFM	4	-1.3216	-2.4268	0.0026352	0.062061	0.015234	0.27405
CD300LG	4	-0.019379	-0.16071	0.90314	0.98988	0.87232	0.93638
GPR87	4	0.06514	0.7028	0.62316	0.9574	0.48218	0.74347
PPP1R42	4	0.34222	1.202	0.06071	0.45407	0.22936	0.60395
ABCA2	4	0.16337	1.2608	0.33264	0.85782	0.20739	0.60247
CLASRP	4	-0.51778	-1.8187	0.14588	0.67464	0.068953	0.57807
TRAIP	4	-0.97866	-2.4485	0.015215	0.20118	0.014345	0.26408
C1orf162	4	-0.015789	-0.17011	0.89255	0.98933	0.86492	0.93256
PSG5	4	-0.050324	-0.2309	0.99612	0.99955	0.81739	0.90411
PDZD11	4	0.18174	0.59061	0.29147	0.8389	0.55478	0.76384
45171	4	0.3339	1.3045	0.066179	0.47604	0.19206	0.60247
GABPB1	4	-0.78632	-1.6708	0.037689	0.34533	0.094762	0.60247
RANBP2	4	-0.41845	-0.86878	0.23041	0.7924	0.38497	0.68314
JAG2	4	0.1229	1.371	0.44103	0.90525	0.17036	0.60247
IRAK1BP1	4	0.059434	0.44404	0.64026	0.9574	0.65701	0.81137
ZNF287	4	0.20737	1.1139	0.23712	0.79829	0.26531	0.6156
CCM2	4	-0.0012539	-0.0052399	0.84313	0.9863	0.99582	0.998
LILRB1	4	0.043387	0.33901	0.69342	0.96499	0.7346	0.8561
C6orf25	4	-0.020491	-0.19153	0.90742	0.99131	0.84811	0.92245
DAAM1	4	0.1221	1.0931	0.44292	0.90525	0.27435	0.6198
MYEOV2	4	0.27912	1.4844	0.11978	0.62848	0.1377	0.60247
PKDCC	4	0.06201	0.76767	0.63291	0.9574	0.44268	0.72042
CD70	4	0.22151	1.0203	0.20943	0.77119	0.30756	0.6358
FASTKD2	4	-0.16097	-1.6829	0.67417	0.96157	0.092386	0.60247
TAF1	4	-1.0496	-2.0398	0.010541	0.15825	0.041368	0.45688
DCC	4	0.40081	1.0189	0.030231	0.30354	0.30826	0.63646
HSPA13	4	0.015156	0.10588	0.78625	0.97881	0.91567	0.95857
SLC13A4	4	0.39139	1.3872	0.03401	0.32665	0.16537	0.60247
FAM111A	4	0.18736	1.1407	0.27874	0.82863	0.25399	0.61034
LMNTD2	4	-0.16785	-0.98922	0.65677	0.95962	0.32255	0.64463
ZNF768	4	0.19005	1.5296	0.27247	0.82603	0.12612	0.60247
MRPL9	4	-0.25119	-0.92263	0.47275	0.91842	0.3562	0.6653
SH3BGRL2	4	0.2866	1.2255	0.11187	0.61375	0.2204	0.6026
SORD	4	0.16686	1.1861	0.32438	0.85234	0.23559	0.60512
ZNF701	4	0.09746	0.59892	0.51865	0.93076	0.54923	0.76262
MYO9A	4	-0.045272	-0.76577	0.98807	0.99884	0.44381	0.72094
SMIM13	4	0.1923	1.281	0.2681	0.82433	0.20018	0.60247
RTFDC1	4	-1.1284	-2.2081	0.0069113	0.1174	0.027237	0.36888
FAM177A1	4	0.21605	0.99694	0.21992	0.77971	0.31879	0.64296
TRMT2A	4	0.039898	0.39797	0.7052	0.96747	0.69065	0.83171
RHPN1	4	-0.33542	-1.8604	0.33487	0.85873	0.06283	0.55265
LRP3	4	0.2414	1.1656	0.17417	0.72049	0.24379	0.60706
CAPN8	4	0.074651	0.49607	0.59039	0.9503	0.61984	0.78683
OR52B4	4	0.24582	1.2832	0.16706	0.70767	0.19943	0.60247
NKRF	4	-0.47174	-2.209	0.18238	0.7361	0.027173	0.36851
CDK5	4	0.1493	0.81223	0.36799	0.87403	0.41666	0.70294
NELFB	4	-1.0809	-2.8355	0.0090493	0.14241	0.0045752	0.13754
NRBP1	4	-0.70053	-1.6169	0.05887	0.44764	0.1059	0.60247
CHRNA4	4	0.42422	1.3015	0.022325	0.25182	0.19307	0.60247
PEBP1	4	-0.33268	-1.8606	0.33845	0.8598	0.062796	0.55265
LOC100144595	4	-1.2652	-1.7857	0.0032319	0.07027	0.074145	0.59942
TBC1D10A	4	0.25308	1.5982	0.15637	0.69234	0.11	0.60247
ZNF235	4	0.029527	0.12313	0.73946	0.97365	0.902	0.95149
CCDC63	4	-0.31595	-1.6047	0.36476	0.87403	0.10856	0.60247
GLRA2	4	0.28623	1.1222	0.11227	0.61375	0.26176	0.61394
EMC6	4	-0.7601	-2.4616	0.043109	0.37468	0.013831	0.259
UBFD1	4	-0.40536	-1.5202	0.24538	0.80585	0.12845	0.60247
NDUFA7	4	-0.0034929	-0.030462	0.85054	0.9863	0.9757	0.98975
MAN2B1	4	-0.22981	-1.0782	0.51646	0.93036	0.28097	0.62261
WDR45B	4	-0.16326	-1.1995	0.66816	0.95962	0.23032	0.60459
PTPRZ1	4	-0.099921	-0.74528	0.84556	0.9863	0.4561	0.72809
UCHL3	4	-0.33942	-2.0508	0.32851	0.85373	0.040287	0.45064
ACTL7B	4	0.32266	1.3476	0.075825	0.5112	0.17779	0.60247
CT47A4	4	-0.067186	-1.0834	0.94481	0.99659	0.27862	0.6214
LRRC43	4	0.20646	1.405	0.23901	0.80023	0.16002	0.60247
MRPL3	4	-0.80749	-1.8021	0.03396	0.32633	0.071523	0.58812
ATXN7L3B	4	-0.044888	-0.35285	0.98662	0.99879	0.7242	0.8514
MAB21L1	4	0.24158	1.1113	0.17393	0.72049	0.26645	0.61612
FOXL1	4	0.0094013	0.075716	0.80524	0.98041	0.93964	0.97149
EDN2	4	0.096323	0.62052	0.52267	0.93236	0.53492	0.75846
PHYKPL	4	-0.16808	-1.5541	0.65613	0.95962	0.12015	0.60247
KRT76	4	0.1209	1.1358	0.4471	0.90793	0.25602	0.61034
PHC1	4	-0.5014	-1.892	0.15747	0.69406	0.058497	0.53626
ST3GAL5	4	0.1494	0.89878	0.36759	0.87403	0.36877	0.67205
ZBTB7A	4	0.051832	0.2857	0.66418	0.95962	0.77511	0.88014
SIGLEC11	4	0.19512	1.0637	0.26168	0.82029	0.28746	0.62573
USP31	4	-0.15584	-1.2199	0.6869	0.96408	0.2225	0.6026
RPE65	4	0.059499	0.51146	0.63992	0.9574	0.60903	0.78032
EVL	4	0.1086	0.43078	0.48424	0.92086	0.66663	0.81717
SCRIB	4	0.05861	0.64699	0.643	0.95814	0.51764	0.75567
BUB1	4	-0.69685	-1.5608	0.060263	0.45325	0.11858	0.60247
TEF	4	-0.095044	-0.77769	0.85829	0.98654	0.43675	0.71692
GNG5	4	0.027108	0.30305	0.74736	0.97377	0.76185	0.87227
CDY2A	4	0.24855	1.3533	0.16284	0.70294	0.17596	0.60247
SUPT3H	4	-0.14723	-1.7626	0.70868	0.96779	0.077964	0.60247
CPSF2	4	-1.3747	-3.3316	0.0016408	0.042802	0.00086339	0.054871
OTUD7B	4	0.15802	1.1847	0.34552	0.86484	0.23613	0.6052
CWC25	4	-0.81534	-2.2824	0.032767	0.31975	0.022464	0.33358
STATH	4	0.53451	1.3609	0.0044252	0.085249	0.17354	0.60247
NPTX2	4	-0.096902	-0.86401	0.85282	0.98643	0.38759	0.68512
KCMF1	4	-0.87448	-2.3647	0.025209	0.27156	0.018043	0.3009
NDUFS7	4	0.086389	0.4994	0.55266	0.94004	0.6175	0.78545
CSNK1D	4	0.052762	0.39493	0.6609	0.95962	0.69289	0.83331
ADH1C	4	-0.21157	-1.4283	0.55723	0.94014	0.15319	0.60247
PTPN5	4	0.27656	1.4816	0.12286	0.6331	0.13844	0.60247
RFX5	4	-0.29459	-1.8103	0.39777	0.88637	0.070248	0.58428
CLDN9	4	-0.41097	-1.8445	0.23896	0.80023	0.065116	0.56168
CISD3	4	-0.043373	-0.18276	0.9822	0.99879	0.85499	0.92678
NDUFS5	4	-0.56414	-2.2083	0.1167	0.62424	0.027226	0.36888
DNAJC11	4	-1.7989	-3.6871	0.00014916	0.0080214	0.00022681	0.02748
ACADVL	4	-0.36377	-1.6116	0.29778	0.84362	0.10706	0.60247
ARHGEF12	4	0.11814	0.4681	0.45475	0.91113	0.63971	0.79976
SPANXN4	4	0.18789	1.0217	0.2774	0.82799	0.30694	0.63562
ZBTB40	4	0.13415	1.2017	0.40985	0.89226	0.22949	0.60412
NQO2	4	-0.065791	-1.2968	0.94928	0.99699	0.19469	0.60247
HTR2A	4	-0.061427	-0.55687	0.96221	0.99784	0.57762	0.76668
MPHOSPH6	4	-0.6427	-1.6399	0.079356	0.52448	0.10102	0.60247
SRF	4	-2.516	-4.3245	0	0	1.5291e-05	0.006791
ZNF391	4	-0.045688	-0.19007	0.98926	0.9989	0.84926	0.92307
PRKG2	4	0.27911	0.92593	0.11978	0.62848	0.35448	0.66466
ALG10B	4	-0.70053	-1.8061	0.05887	0.44764	0.070897	0.58581
CHN2	4	0.1441	1.3143	0.38131	0.87997	0.18874	0.60247
TMEM50A	4	0.17449	0.7556	0.30743	0.84575	0.44989	0.72449
HLA-DMA	4	0.027516	0.53117	0.74612	0.97377	0.5953	0.77369
BPIFB4	4	0.047205	0.51883	0.67979	0.96392	0.60388	0.77741
PKD1L1	4	0.35411	1.1377	0.054047	0.42778	0.25525	0.61034
OR6P1	4	0.039962	0.35144	0.7051	0.96747	0.72526	0.85176
TP53TG3D	4	-0.094944	-0.62821	0.85849	0.98654	0.52987	0.75764
RNF207	4	-0.16192	-0.80393	0.67144	0.96025	0.42144	0.70644
PMM2	4	-0.62701	-1.7115	0.085919	0.54442	0.086989	0.60247
SUCLG1	4	-0.092458	-0.64072	0.86605	0.98708	0.5217	0.75643
HINT2	4	0.023966	0.20177	0.75781	0.97467	0.8401	0.91722
NFS1	4	-1.6455	-2.8608	0.00034805	0.014	0.004226	0.13133
CD163	4	0.15758	1.5523	0.34681	0.86592	0.1206	0.60247
C14orf132	4	0.12128	1.4011	0.44541	0.90686	0.16117	0.60247
CYLC2	4	0.19514	1.0765	0.26168	0.82029	0.2817	0.62293
FHOD3	4	0.0011734	0.0062902	0.83353	0.98502	0.99498	0.99764
BCL6B	4	-0.15867	-1.868	0.68059	0.96395	0.061762	0.55003
PCDHGC4	4	-0.12368	-0.77332	0.77765	0.97812	0.43933	0.7186
BDKRB1	4	0.11549	1.1604	0.46261	0.91375	0.24589	0.60706
GCNT4	4	-0.25516	-1.6821	0.46609	0.91496	0.092553	0.60247
COLCA2	4	0.10312	1.6341	0.50075	0.92523	0.10224	0.60247
WNT10A	4	-0.024666	-0.18315	0.92184	0.9933	0.85468	0.9266
HCRT	4	0.00095993	0.0090267	0.83418	0.98514	0.9928	0.99675
OR6S1	4	0.05003	1.0587	0.67045	0.96001	0.28974	0.62619
ZNF772	4	0.17534	0.5398	0.30579	0.84549	0.58933	0.77106
INSL6	4	0.035413	0.14944	0.71947	0.97045	0.88121	0.94036
C21orf91	4	0.29349	1.3555	0.10387	0.59393	0.17526	0.60247
SAMD4B	4	-0.57789	-2.1916	0.10909	0.60809	0.028408	0.37815
ZNF587B	4	-0.1953	-0.89845	0.59333	0.95139	0.36895	0.67218
NUDT6	4	0.21162	0.84871	0.22882	0.79099	0.39604	0.68884
MPP2	4	0.054289	0.50249	0.65613	0.95962	0.61532	0.78454
ZC3H18	4	-0.62219	-1.8655	0.08746	0.54815	0.062106	0.55055
OR2B6	4	0.11183	0.67295	0.47424	0.91842	0.50098	0.75046
LTC4S	4	-0.088626	-0.21751	0.87768	0.98753	0.82781	0.90953
SIGLEC12	4	0.050431	0.51704	0.66885	0.95962	0.60513	0.77786
NAP1L5	4	0.16542	1.1881	0.32781	0.85302	0.23478	0.60512
KRT83	4	0.14509	0.83079	0.37853	0.87939	0.40609	0.69592
SLC8A2	4	0.12494	1.0051	0.43521	0.90403	0.31487	0.64011
PPARGC1A	4	0.01576	0.17574	0.78356	0.97881	0.8605	0.9301
CREG1	4	-0.11258	-0.90107	0.80852	0.98088	0.36755	0.67119
CTAG2	4	0.11619	1.3168	0.46042	0.91331	0.1879	0.60247
OR2L5	4	0.098251	0.49128	0.51636	0.93036	0.62323	0.78899
USP48	4	-0.28424	-1.6103	0.41493	0.89341	0.10733	0.60247
GEMIN7	4	-1.0968	-2.6444	0.0084527	0.1371	0.0081833	0.18853
OR56A4	4	0.19296	1.3766	0.26656	0.82404	0.16865	0.60247
PPRC1	4	-0.79261	-1.6182	0.036396	0.33936	0.10562	0.60247
HIST2H2AA4	4	-0.50083	-1.5189	0.15802	0.69456	0.12879	0.60247
EGF	4	0.025854	0.13687	0.75144	0.97377	0.89113	0.94563
PKIB	4	0.3187	1.1732	0.079356	0.52448	0.24073	0.60644
ASXL2	4	0.38878	1.2963	0.034905	0.33113	0.19486	0.60247
RAB13	4	-0.0041207	-0.037728	0.85292	0.98643	0.9699	0.98688
AFG3L2	4	-1.1376	-2.2563	0.0064638	0.11197	0.024053	0.34479
FAM81B	4	0.29727	1.1291	0.099543	0.58384	0.25886	0.61199
C7orf49	4	0.081592	0.3927	0.56837	0.94402	0.69454	0.8339
C1orf87	4	-0.0014824	-0.0073222	0.84373	0.9863	0.99416	0.99746
CCL21	4	0.044816	0.99193	0.68835	0.9643	0.32123	0.64452
ZNF594	4	-0.20827	-0.51037	0.56439	0.94192	0.60979	0.781
CIDEC	4	-0.17589	-0.93926	0.63693	0.9574	0.3476	0.65945
MAGEA1	4	-0.27536	-1.3528	0.42989	0.90063	0.17613	0.60247
APLN	4	-0.096086	-0.4447	0.85521	0.98654	0.65654	0.81113
CEP170	4	-0.066793	-0.29545	0.9462	0.99665	0.76765	0.87595
LGALS16	4	0.03573	0.3492	0.71828	0.97025	0.72694	0.85259
EXD2	4	0.13868	1.6997	0.39623	0.88615	0.089191	0.60247
TNNC1	4	-0.097587	-1.3218	0.85108	0.9863	0.18624	0.60247
GOLGA8J	4	-0.43767	-1.3378	0.21107	0.77196	0.18095	0.60247
HFE2	4	0.19034	0.86368	0.27208	0.82603	0.38776	0.68512
KIAA0141	4	0.088039	0.89172	0.54753	0.93823	0.37255	0.6741
ZNF28	4	0.13323	0.56281	0.41239	0.89248	0.57356	0.76535
IL4R	4	0.070968	0.37596	0.60307	0.9543	0.70695	0.84124
ITGAL	4	-0.16772	-1.0478	0.65717	0.95962	0.29475	0.62903
ARMC9	4	0.009765	0.09553	0.8041	0.98041	0.92389	0.96281
FAM192A	4	0.097278	1.2194	0.51919	0.93076	0.22271	0.6026
GTF2A2	4	-1.72	-3.5965	0.00024861	0.011468	0.00032251	0.032595
RPL34	4	-2.7286	-4.0426	0	0	5.2855e-05	0.012534
NELFA	4	-1.7471	-3.1102	0.00019889	0.0099502	0.0018699	0.081902
TMEM54	4	0.075085	0.26888	0.5887	0.94887	0.78802	0.8875
NARS	4	-1.6515	-3.0107	0.00034805	0.014	0.0026065	0.099286
OR2M2	4	0.67299	0.93141	0.00014916	0.0080214	0.35164	0.66328
TNFRSF9	4	0.045487	0.34892	0.68541	0.96395	0.72715	0.85269
SLURP1	4	-0.11817	-1.1487	0.79311	0.97881	0.25067	0.60869
TMEM252	4	0.12385	0.96873	0.4383	0.90426	0.33268	0.65023
TRIM49	4	-0.68699	-1.6489	0.063544	0.46526	0.099165	0.60247
AHSA2	4	0.055413	0.4152	0.65324	0.95962	0.67799	0.82428
BSDC1	4	-0.060876	-0.8489	0.96415	0.99784	0.39593	0.68884
EMC10	4	0.43913	1.4461	0.0178	0.21896	0.14815	0.60247
ZNF506	4	-0.27398	-1.0688	0.43243	0.90205	0.28514	0.62452
CXCR2	4	-0.0057295	-0.10165	0.85864	0.98654	0.91903	0.96
LMOD1	4	0.11127	1.3346	0.47668	0.91842	0.182	0.60247
WARS	4	-0.69163	-1.3611	0.061953	0.45725	0.17348	0.60247
ALDH18A1	4	-0.3552	-1.677	0.30887	0.84621	0.093544	0.60247
RBMY1F	4	0.0023396	0.02994	0.82955	0.98431	0.97611	0.99
CYP2W1	4	0.031191	0.31647	0.73304	0.97262	0.75164	0.86606
IFNAR1	4	0.12262	0.89981	0.44173	0.90525	0.36822	0.67171
PKM	4	-1.3201	-3.1229	0.0026352	0.062061	0.0017911	0.080049
FAM157B	4	-0.50045	-2.1326	0.15841	0.6954	0.032954	0.40886
CCDC53	4	-0.22477	-0.59666	0.5272	0.93336	0.55073	0.76301
MICALL1	4	-0.25083	-1.2167	0.47355	0.91842	0.22371	0.60307
TLX2	4	-0.17475	-1.2864	0.63962	0.9574	0.19832	0.60247
NECAB3	4	0.17117	0.98796	0.31424	0.84787	0.32317	0.64525
NRN1	4	0.11663	1.0207	0.45903	0.91243	0.3074	0.6358
CAMK2D	4	0.39839	1.3738	0.031175	0.3104	0.1695	0.60247
NCOA1	4	-0.15632	-0.76612	0.68546	0.96395	0.44361	0.72089
OSTM1	4	-0.0086665	-0.042817	0.86834	0.98708	0.96585	0.9842
SRSF5	4	0.22184	1.5757	0.20868	0.77066	0.11509	0.60247
MAP3K2	4	-0.10388	-0.51636	0.83368	0.98502	0.6056	0.77812
CCER1	4	-0.25028	-1.4265	0.47459	0.91842	0.15372	0.60247
TTC22	4	0.072333	0.8007	0.5986	0.95307	0.4233	0.70769
HBZ	4	-0.22429	-1.836	0.52834	0.93366	0.066358	0.56844
PEPD	4	-0.11297	-0.8571	0.80748	0.98074	0.39139	0.68655
IGF2	4	-0.40631	-1.6291	0.24433	0.80478	0.1033	0.60247
FURIN	4	0.084914	1.218	0.55743	0.94014	0.22324	0.60282
SPINK1	4	0.047771	0.67787	0.6781	0.96361	0.49786	0.74942
ZNF479	4	0.012304	0.079746	0.79639	0.97906	0.93644	0.97016
HYAL2	4	0.28212	1.3926	0.11695	0.62454	0.16375	0.60247
PARD6A	4	-0.030114	-0.31536	0.93989	0.99579	0.75249	0.86679
EHMT2	4	-0.34823	-1.9174	0.31772	0.85049	0.055182	0.52216
VRTN	4	0.082618	0.48263	0.56459	0.94203	0.62936	0.79289
CLYBL	4	0.20208	1.3059	0.24791	0.80646	0.19159	0.60247
GPRC5C	4	-0.083582	-0.63483	0.8936	0.98933	0.52554	0.75748
SLC2A10	4	-0.072274	-0.51046	0.9286	0.99351	0.60973	0.78098
SYN2	4	0.30065	1.0262	0.096112	0.57496	0.3048	0.63411
SNX29	4	0.35627	1.4913	0.052556	0.42112	0.13589	0.60247
CYP2S1	4	-0.137	-1.2166	0.73727	0.9731	0.22376	0.60307
OR2AP1	4	-0.16282	-1.1094	0.669	0.95977	0.26727	0.61612
GDF5	4	0.37382	1.1149	0.041617	0.36614	0.26489	0.61537
PET117	4	-0.58973	-1.938	0.10272	0.59209	0.052624	0.51105
FAM216B	4	-0.0066445	-0.029783	0.86182	0.98662	0.97624	0.99001
MAP3K3	4	-0.052585	-0.23352	0.99035	0.9992	0.81535	0.9037
TRIM39-RPP21	4	-0.19989	-1.3034	0.58194	0.9451	0.19245	0.60247
RPS2	4	-1.65	-2.6419	0.00034805	0.014	0.0082433	0.18926
DCDC2	4	0.11678	0.65439	0.45873	0.91243	0.51286	0.75533
NAALADL2	4	0.20816	1.2472	0.23548	0.7955	0.21232	0.60247
FAM103A1	4	-1.1123	-2.6882	0.0075577	0.12656	0.0071836	0.17514
RBM47	4	0.17138	1.23	0.31364	0.84776	0.21869	0.6026
OR6C68	4	-0.19269	-0.97017	0.59885	0.95307	0.33196	0.64964
GXYLT2	4	-0.03608	-0.22655	0.95918	0.99784	0.82078	0.90559
EIF2AK1	4	0.045097	0.16284	0.6871	0.96408	0.87065	0.93569
KYNU	4	0.46576	1.238	0.01248	0.17602	0.21573	0.60247
DDIT3	4	-0.24452	-1.2413	0.48608	0.92192	0.21451	0.60247
C17orf89	4	-0.41195	-1.8686	0.23827	0.7997	0.061672	0.54967
EN1	4	-0.23968	-1.5796	0.49662	0.92475	0.11419	0.60247
GPR142	4	0.019743	0.087542	0.77208	0.97743	0.93024	0.96684
KLHDC1	4	0.083603	0.72962	0.56131	0.94093	0.46562	0.7343
RRAGA	4	-0.42676	-1.667	0.22136	0.78109	0.095517	0.60247
ZNF516	4	0.24415	1.5014	0.16935	0.71225	0.13326	0.60247
AKNA	4	0.31837	1.1663	0.079554	0.52511	0.24348	0.60706
RBMXL1	4	0.2168	1.1806	0.21858	0.77971	0.23775	0.6052
ADAMTS18	4	0.13916	1.1185	0.39409	0.8847	0.26336	0.61453
ATP10A	4	0.10222	0.9351	0.50343	0.92527	0.34974	0.66171
BCAS1	4	0.60921	1.1866	0.0010442	0.031437	0.23538	0.60512
CYB5D2	4	0.097196	1.3059	0.51959	0.93112	0.19159	0.60247
STK19	4	0.16812	1.0427	0.32205	0.85234	0.29709	0.62986
TXN2	4	-0.71582	-2.3321	0.054694	0.43087	0.019694	0.31237
RAVER2	4	0.023311	0.15811	0.76004	0.97506	0.87437	0.93738
OR2V2	4	0.082901	0.73784	0.56364	0.94185	0.46061	0.73104
SENP8	4	-0.074173	-0.36542	0.92343	0.99337	0.7148	0.84589
H2AFB1	4	0.2952	1.4241	0.10193	0.58942	0.15442	0.60247
ZIC4	4	-0.16232	-0.80469	0.67074	0.96001	0.421	0.70624
CEACAM21	4	-0.22522	-1.6525	0.5264	0.93336	0.098429	0.60247
BPIFB3	4	0.053887	0.35023	0.65767	0.95962	0.72617	0.85208
PJA1	4	0.4908	1.0519	0.0086516	0.13865	0.29286	0.628
ANK2	4	0.17247	0.95942	0.31146	0.84735	0.33735	0.65286
RALYL	4	-0.027482	-0.2987	0.93124	0.99432	0.76517	0.87447
ELF1	4	-0.0099039	-0.056715	0.87207	0.98741	0.95477	0.97881
SLC30A1	4	-0.48177	-1.516	0.17378	0.72049	0.12952	0.60247
UROC1	4	0.055002	0.88083	0.65429	0.95962	0.37841	0.67837
TMEM51	4	0.15246	1.0374	0.35979	0.87262	0.29954	0.63103
FBXO45	4	0.040919	0.81839	0.70202	0.96701	0.41313	0.70117
RFC1	4	-0.76708	-1.4912	0.04102	0.36264	0.1359	0.60247
SMG5	4	-0.52107	-1.9631	0.14384	0.67193	0.049639	0.49942
TFF3	4	-0.15227	-0.82366	0.69605	0.96638	0.41014	0.69924
ZNF12	4	0.034676	0.27948	0.72161	0.97045	0.77987	0.88293
GPR132	4	-0.099573	-0.85929	0.84671	0.9863	0.39018	0.68593
POLR3D	4	-0.9793	-2.6999	0.015215	0.20118	0.0069362	0.17271
MRTO4	4	-0.49869	-2.0147	0.15971	0.69856	0.043937	0.47254
MMP7	4	-0.073865	-0.72132	0.92422	0.99337	0.47071	0.73731
EFCAB3	4	-0.027208	-0.23163	0.93039	0.99426	0.81683	0.90411
DHX9	4	-2.6509	-4.4737	0	0	7.6891e-06	0.00472
LBP	4	-0.28328	-1.8916	0.41677	0.89472	0.058543	0.53641
TNK2	4	0.047206	0.31824	0.67979	0.96392	0.7503	0.86577
PDP1	4	-0.58035	-1.5375	0.10809	0.60675	0.12418	0.60247
SMARCD3	4	0.1945	0.72773	0.26328	0.82193	0.46678	0.73473
CTC1	4	-1.57	-2.4557	0.00049722	0.015924	0.01406	0.26134
TBC1D8B	4	-0.20012	-0.6899	0.58154	0.9451	0.49026	0.74676
TMEM95	4	0.084207	0.63026	0.55917	0.94031	0.52853	0.75764
TMSB15A	4	0.24935	1.2103	0.16169	0.70039	0.22616	0.60324
HEPHL1	4	-0.014239	-0.20567	0.88718	0.98853	0.83705	0.91533
TROVE2	4	0.033075	0.76932	0.72673	0.97161	0.4417	0.71948
WRNIP1	4	-0.36694	-2.1093	0.29281	0.83973	0.034915	0.42099
EIF3G	4	-1.7309	-3.5907	0.00024861	0.011468	0.0003298	0.032837
LCP1	4	-0.26011	-1.5692	0.45699	0.912	0.1166	0.60247
RNASE4	4	-0.00083626	-0.025268	0.84139	0.9863	0.97984	0.99118
CDC20B	4	0.4519	1.3883	0.015513	0.20299	0.16506	0.60247
ZNF676	4	0.34076	1.3408	0.061506	0.45663	0.17998	0.60247
GTF2E1	4	-0.84766	-1.6104	0.02864	0.29508	0.10732	0.60247
RHOV	4	-0.29498	-1.7676	0.39708	0.8862	0.077131	0.60247
RBBP5	4	-1.0699	-2.2035	0.0095963	0.14812	0.027558	0.37148
TCF20	4	0.074136	1.6967	0.59223	0.95107	0.089745	0.60247
NAA50	4	-1.9172	-3.8339	4.9722e-05	0.0028986	0.00012611	0.020797
MN1	4	-0.095296	-0.47973	0.85775	0.98654	0.63142	0.79419
STAMBPL1	4	0.013667	0.05975	0.79112	0.97881	0.95235	0.97773
RPL36A-HNRNPH2	4	-0.4098	-1.9013	0.24016	0.80096	0.057259	0.53105
THOC5	4	-1.3206	-2.953	0.0026352	0.062061	0.003147	0.11425
SNAPIN	4	-0.61496	-2.169	0.090543	0.55825	0.030082	0.39039
ZNHIT2	4	-2.1146	-3.0346	4.9722e-05	0.0028986	0.0024087	0.097032
FAM133B	4	0.018169	0.17116	0.777	0.97812	0.8641	0.93238
CALCOCO1	4	-0.19901	-1.699	0.58408	0.94627	0.089319	0.60247
MED22	4	-0.6381	-2.3263	0.081245	0.52964	0.020001	0.31344
KIAA1045	4	0.26914	1.1506	0.13196	0.65002	0.24992	0.60793
AFMID	4	-0.036825	-0.47122	0.96157	0.99784	0.63748	0.79852
SMIM9	4	0.04543	0.41645	0.68596	0.96395	0.67708	0.82365
AP4E1	4	-0.057312	-0.42984	0.97628	0.99879	0.66731	0.8175
RPAP1	4	-1.3194	-2.1278	0.0026352	0.062061	0.033351	0.41197
AFAP1	4	0.20555	1.2045	0.24105	0.80155	0.22839	0.60359
PHF21B	4	-0.20843	-0.97127	0.56404	0.94189	0.33141	0.64947
ARHGEF28	4	-0.10643	-1.686	0.82617	0.98366	0.0918	0.60247
ZC3H7A	4	0.54611	1.3	0.0034308	0.073529	0.19358	0.60247
KLRC4	4	0.076854	0.38941	0.58194	0.9451	0.69698	0.83565
CYP2C18	4	0.11422	0.40876	0.46619	0.91496	0.68272	0.8264
HDDC3	4	0.13683	0.94638	0.40165	0.88711	0.34395	0.65726
CARD9	4	0.065972	0.44443	0.62048	0.9574	0.65673	0.81127
MAML1	4	-0.011808	-0.19846	0.87928	0.98794	0.84268	0.91889
YAF2	4	0.49049	1.2194	0.0086516	0.13865	0.22268	0.6026
HIC1	4	0.0074542	0.078683	0.81205	0.98137	0.93728	0.97048
ATP6V1B2	4	-2.746	-3.8793	0	0	0.00010476	0.018321
ARMC10	4	-0.37323	-1.5254	0.28481	0.83341	0.12717	0.60247
KIR2DS4	4	-0.048524	-1.0131	0.99876	0.9997	0.311	0.63755
RAD17	4	-0.80945	-2.1244	0.033512	0.32326	0.033633	0.41339
