Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
HLA-DQA2	4	-0.16026	-1.1723	0.67636	0.9625	0.24109	0.60645
HPS3	4	-0.097945	-1.3111	0.85014	0.9863	0.18982	0.60247
MAS1L	4	-0.09005	-0.39239	0.87316	0.98741	0.69477	0.83398
SERPINA9	4	0.11225	1.5741	0.4731	0.91842	0.11546	0.60247
HIP1	4	0.24968	1.161	0.16125	0.70004	0.24566	0.60706
TDRD10	4	0.10102	0.3768	0.50691	0.92675	0.70633	0.84097
DHX35	4	-1.8256	-3.6722	9.9443e-05	0.0057307	0.00024043	0.028038
C4orf19	4	0.25972	1.5566	0.14588	0.67464	0.11956	0.60247
BBS7	4	0.52653	1.2375	0.0051213	0.095459	0.21591	0.60247
IL1B	4	-0.081959	-0.52265	0.89862	0.98933	0.60122	0.7761
UPF3B	4	-0.062391	-0.57186	0.95898	0.99784	0.56742	0.76425
COX10	4	-0.28312	-1.2662	0.41687	0.89472	0.20545	0.60247
MAP4K4	4	0.31482	1.5201	0.082588	0.53477	0.12848	0.60247
DPYD	4	-0.13937	-0.29494	0.73046	0.97234	0.76804	0.87628
REEP5	4	-0.014566	-0.11004	0.88818	0.98855	0.91238	0.95638
DNAH1	4	0.15281	1.1039	0.35904	0.87262	0.26963	0.61728
GTF2H4	4	-1.1348	-2.6694	0.0065135	0.11254	0.007598	0.17978
ELK1	4	0.020588	0.17495	0.76894	0.97701	0.86112	0.93052
SEC14L6	4	-0.042802	-0.59184	0.98021	0.99879	0.55396	0.76334
XIRP1	4	0.2045	1.6196	0.24349	0.8043	0.10531	0.60247
TSACC	4	0.038159	0.47384	0.71161	0.96875	0.63562	0.79715
SLC30A10	4	-0.047898	-0.18531	0.99617	0.99955	0.85298	0.92539
TXNDC2	4	0.32397	1.3983	0.074483	0.50625	0.16202	0.60247
KIAA0895	4	-0.15362	-1.0857	0.69188	0.96477	0.27763	0.62109
VPRBP	4	-1.599	-3.2837	0.00044749	0.015924	0.0010247	0.061955
PXMP4	4	0.19318	1.24	0.26616	0.82404	0.21498	0.60247
ZFAND4	4	0.29149	1.3038	0.10591	0.60068	0.19229	0.60247
RPRD2	4	-0.22483	-0.81553	0.52715	0.93336	0.41477	0.70212
SMIM17	4	-0.16502	-1.1102	0.66468	0.95962	0.26693	0.61612
CHD5	4	0.15727	1.0242	0.34755	0.86665	0.30574	0.63479
ST8SIA5	4	-0.22446	-1.2971	0.52819	0.93366	0.19459	0.60247
FAT2	4	0.11666	1.3952	0.45903	0.91243	0.16296	0.60247
KLHL7	4	0.10166	1.2447	0.50457	0.92557	0.21323	0.60247
PPP1CC	4	-0.15167	-0.90259	0.69769	0.96688	0.36674	0.67078
KIAA1109	4	0.50466	1.3149	0.0071102	0.12027	0.18855	0.60247
ILKAP	4	0.22934	1.3863	0.196	0.75733	0.16566	0.60247
SPATA31D1	4	0.19652	1.5045	0.25885	0.81764	0.13244	0.60247
APBB1IP	4	0.16425	0.95131	0.33085	0.85714	0.34145	0.65633
TNFSF11	4	-0.14795	-1.3244	0.70674	0.96778	0.18536	0.60247
CD69	4	0.18738	1.1444	0.27869	0.82863	0.25245	0.60947
DRG1	4	-0.031122	-0.2989	0.94277	0.99611	0.76502	0.87447
SHQ1	4	-1.2255	-2.5652	0.0038783	0.079027	0.010311	0.21512
SSUH2	4	0.0018301	0.015044	0.83115	0.98486	0.988	0.99502
TXNRD3NB	4	0.15303	1.0563	0.35854	0.87262	0.29082	0.62621
CMPK1	4	-1.3395	-2.3134	0.0022872	0.055422	0.020699	0.31907
SMAD7	4	-0.27245	-0.59777	0.43551	0.90403	0.54999	0.76301
ZNHIT3	4	-1.6642	-3.1465	0.00034805	0.014	0.0016523	0.077429
WDR48	4	-0.3219	-1.3212	0.35576	0.87068	0.18643	0.60247
PRLH	4	0.10366	0.74605	0.49906	0.9249	0.45564	0.72783
CEMIP	4	0.02757	0.38913	0.74592	0.97377	0.69718	0.83565
VAMP7	4	0.16844	1.1257	0.32125	0.85234	0.2603	0.61277
FZD8	4	0.076932	1.0631	0.58169	0.9451	0.28774	0.62573
CCL28	4	-0.015327	-0.087609	0.89071	0.98907	0.93019	0.96684
FICD	4	0.064235	0.30595	0.62604	0.9574	0.75964	0.87083
GOLGA5	4	-0.15954	-0.8614	0.67835	0.96363	0.38902	0.68569
CCDC39	4	0.24146	1.4416	0.17417	0.72049	0.14943	0.60247
OSBPL2	4	-0.02094	-0.10656	0.90906	0.99138	0.91513	0.95815
CACNG4	4	0.23016	1.2461	0.19461	0.75535	0.21272	0.60247
ARHGDIB	4	0.13452	1.349	0.40871	0.89088	0.17733	0.60247
B3GNT7	4	0.16852	1.2968	0.3209	0.85201	0.19471	0.60247
CLDN6	4	-0.05569	-0.16376	0.98116	0.99879	0.86992	0.93537
ARPC1A	4	0.21739	1.0488	0.21768	0.77971	0.29427	0.62875
FAM49A	4	-0.034341	-0.1915	0.95321	0.99699	0.84813	0.92245
PSMB3	4	-1.5908	-2.9675	0.00049722	0.015924	0.003002	0.11018
ZSWIM6	4	0.37182	1.2143	0.042711	0.37235	0.22463	0.60307
SPINT3	4	-0.11864	-1.1278	0.79211	0.97881	0.25939	0.61244
OR52W1	4	0.17853	1.1929	0.29838	0.84362	0.23291	0.60476
AARS	4	-1.6043	-3.0867	0.00044749	0.015924	0.0020241	0.085703
P3H1	4	-0.017412	-0.18077	0.89723	0.98933	0.85655	0.92757
TGFBR1	4	0.018471	0.17004	0.7761	0.9779	0.86498	0.93256
PRKACG	4	0.17526	0.83131	0.30589	0.84549	0.4058	0.69578
LRRC31	4	0.014292	0.091838	0.78923	0.97881	0.92683	0.96492
CYP11B2	4	-0.084819	-0.40289	0.88977	0.98889	0.68703	0.82944
KIAA2026	4	-0.42684	-1.8214	0.22136	0.78109	0.068544	0.57687
CHTF8	4	-0.33567	-1.3691	0.33453	0.85866	0.17097	0.60247
STX18	4	-0.90076	-2.7363	0.021828	0.2476	0.006213	0.16292
DCAF5	4	0.40123	1.1454	0.030082	0.30326	0.25206	0.60943
CUEDC2	4	0.11651	0.6679	0.45938	0.91251	0.5042	0.75155
SSX2	4	0.032818	0.20462	0.72768	0.97191	0.83787	0.91575
SLC17A4	4	0.18385	1.5088	0.28714	0.83541	0.13134	0.60247
NICN1	4	-0.30259	-1.9005	0.38534	0.88178	0.057374	0.53151
TSPAN5	4	0.44799	1.2338	0.016209	0.20897	0.21729	0.60247
RAB3C	4	-0.17995	-1.7557	0.62714	0.9574	0.079146	0.60247
PML	4	0.25413	1.5932	0.15439	0.69096	0.11111	0.60247
GATAD2B	4	-0.037953	-0.29276	0.96515	0.99784	0.76971	0.87747
BMP1	4	0.18569	0.52458	0.28306	0.8328	0.59987	0.77547
RBP3	4	-0.19365	-0.98998	0.59671	0.95277	0.32218	0.64462
ZMYM6NB	4	0.1289	0.69906	0.42427	0.89859	0.48452	0.74433
SVOPL	4	0.2645	1.3758	0.13882	0.66397	0.16887	0.60247
OR1N2	4	-0.036352	-0.57643	0.96017	0.99784	0.56432	0.76403
IQCF5	4	0.33177	1.5182	0.068019	0.48152	0.12896	0.60247
ZNF91	4	0.24952	1.2956	0.16145	0.70009	0.1951	0.60247
COL6A6	4	0.15651	1.4349	0.34989	0.86713	0.15131	0.60247
LRRN2	4	0.089019	0.52443	0.5447	0.93819	0.59998	0.77547
FAM184A	4	0.038727	0.45169	0.70943	0.96779	0.65149	0.8077
OR8K5	4	0.029815	0.36382	0.73827	0.97332	0.71599	0.84669
ASB8	4	0.3892	1.3265	0.034855	0.33082	0.18468	0.60247
FETUB	4	-0.050485	-0.10942	0.99548	0.9994	0.91287	0.95665
ABCD3	4	0.36163	1.4754	0.049224	0.40842	0.14011	0.60247
CGNL1	4	0.04596	0.46539	0.68432	0.96395	0.64165	0.8009
ACYP1	4	0.25672	1.0508	0.15046	0.68292	0.29336	0.62834
METTL10	4	0.16649	1.1107	0.32508	0.85234	0.26668	0.61612
ZNF530	4	0.30328	1.3537	0.093874	0.56778	0.17582	0.60247
PHLPP1	4	0.071096	1.2145	0.60282	0.95427	0.22457	0.60307
C15orf27	4	-0.031038	-0.39878	0.94242	0.99606	0.69005	0.83144
SLCO1A2	4	0.29366	0.96268	0.10362	0.59363	0.33571	0.65184
PLA2G6	4	0.0489	0.30605	0.67422	0.96157	0.75957	0.8708
TOM1L2	4	-0.04341	-0.78547	0.9822	0.99879	0.43218	0.71304
FGF2	4	0.0053916	0.021578	0.81931	0.98289	0.98278	0.99218
JADE1	4	0.31638	1.2155	0.081295	0.52964	0.22417	0.60307
PPBP	4	-0.1027	-0.67736	0.83746	0.98572	0.49818	0.74942
NAV2	4	-0.12041	-1.4129	0.78759	0.97881	0.15768	0.60247
LMNB1	4	-0.6139	-2.3109	0.090941	0.5598	0.020839	0.32042
OR1J1	4	-0.24943	-0.87819	0.47559	0.91842	0.37984	0.67947
AXIN2	4	-0.021529	-0.58354	0.91085	0.99152	0.55953	0.76391
CYP4F8	4	0.02613	0.57884	0.75055	0.97377	0.5627	0.76393
TCFL5	4	0.10316	1.1995	0.5006	0.92523	0.23032	0.60459
ADCY5	4	0.13885	0.64545	0.39544	0.88563	0.51864	0.75567
CCDC137	4	-0.69803	-1.9363	0.059815	0.4526	0.052827	0.51139
SLC22A24	4	0.11887	0.71659	0.45286	0.9108	0.47363	0.73857
H3F3B	4	-0.64835	-1.7454	0.07687	0.5143	0.080911	0.60247
NCF4	4	-0.26603	-1.0472	0.44655	0.90763	0.29503	0.62903
DYRK4	4	0.32309	1.3368	0.075278	0.50925	0.18129	0.60247
PRSS41	4	0.04486	0.29738	0.6882	0.9643	0.76618	0.87519
USP3	4	0.015664	0.20113	0.78376	0.97881	0.84059	0.91747
PKP3	4	-0.19758	-0.94331	0.58761	0.94794	0.34552	0.65807
ATP5D	4	-1.4174	-3.3494	0.001243	0.035063	0.00080994	0.052378
SPRR2A	4	-0.37714	-1.3356	0.27978	0.82933	0.18168	0.60247
ZNF8	4	0.055344	0.52365	0.65329	0.95962	0.60052	0.77575
FSTL4	4	0.17812	1.7095	0.29932	0.84373	0.087367	0.60247
RFFL	4	0.22098	1.5393	0.21027	0.77129	0.12373	0.60247
CGN	4	-0.015839	-0.2327	0.89265	0.98933	0.81599	0.9039
TMEM25	4	0.20774	1.0108	0.23593	0.79587	0.31212	0.63814
LIG1	4	-0.17663	-0.7778	0.63484	0.9574	0.43669	0.71692
KIF5C	4	0.058786	0.98159	0.64225	0.95782	0.3263	0.64655
FAM175A	4	-0.28979	-1.3798	0.40588	0.88866	0.16766	0.60247
GPBAR1	4	0.4481	1.2957	0.01616	0.20873	0.19508	0.60247
SPRYD4	4	-0.55029	-1.9585	0.12435	0.63461	0.05017	0.5005
SSX2IP	4	0.063662	0.45896	0.62759	0.9574	0.64627	0.80426
BTNL3	4	0.24853	1.3274	0.16289	0.70299	0.18438	0.60247
DNAJB12	4	-0.28508	-1.3597	0.41343	0.89248	0.17392	0.60247
EIF3J	4	-0.99063	-2.471	0.014021	0.18939	0.013474	0.25469
KIF4B	4	-0.0029064	-0.018609	0.8485	0.9863	0.98515	0.99335
SVIP	4	-0.08048	-0.88399	0.90414	0.98988	0.3767	0.67748
MAGEB1	4	0.060037	0.27222	0.63862	0.9574	0.78545	0.88628
ABCC9	4	0.29312	1.0427	0.10407	0.59393	0.2971	0.62986
MAN2C1	4	-0.11221	-1.0803	0.80967	0.98124	0.27999	0.62212
ZNF101	4	0.23347	1.3323	0.18864	0.74436	0.18276	0.60247
LAMP3	4	-0.089416	-1.0048	0.8753	0.98753	0.31499	0.64011
PSMC6	4	-1.4945	-2.4926	0.00079554	0.024922	0.012681	0.24634
ADGRB1	4	0.13461	1.102	0.40841	0.89079	0.27048	0.61776
EPS15	4	0.16645	1.383	0.32523	0.85236	0.16668	0.60247
F2RL3	4	-0.3427	-2.0659	0.32458	0.85234	0.038835	0.4442
TREML1	4	-0.032605	-0.62847	0.94739	0.99699	0.52969	0.75764
JKAMP	4	0.13058	1.2308	0.41965	0.89684	0.21839	0.6026
NAT16	4	-0.23749	-1.5672	0.50075	0.92523	0.11707	0.60247
MTRNR2L10	4	0.020201	0.069357	0.77009	0.97743	0.94471	0.97388
CLEC9A	4	0.24986	1.2247	0.1611	0.70004	0.22069	0.6026
PLEKHB2	4	0.088549	0.66586	0.54624	0.93819	0.5055	0.752
NPR2	4	0.12353	1.6077	0.43929	0.90426	0.10791	0.60247
SLC2A9	4	0.31068	1.2756	0.086565	0.54577	0.20208	0.60247
PSG8	4	-0.082361	-0.2592	0.89752	0.98933	0.79548	0.89209
UGT3A2	4	-0.086328	-0.62799	0.88529	0.98853	0.53001	0.75764
NARR	4	-0.11538	-1.5635	0.80037	0.97926	0.11795	0.60247
DUSP8	4	-0.03631	-0.26197	0.96012	0.99784	0.79335	0.89082
OSTN	4	-0.057431	-0.81332	0.97603	0.99879	0.41603	0.70272
C9orf47	4	-0.13164	-0.83657	0.75303	0.97377	0.40283	0.69389
NEK3	4	0.10245	1.3029	0.50268	0.92523	0.19261	0.60247
OR52A5	4	0.020029	0.25468	0.77098	0.97743	0.79897	0.89435
PQLC2	4	0.23057	1.0221	0.19372	0.75372	0.30675	0.63549
ICA1L	4	0.15649	0.51892	0.34989	0.86713	0.60382	0.77741
REEP1	4	-0.22986	-1.0097	0.51646	0.93036	0.31265	0.63848
CENPA	4	-1.3297	-2.447	0.0024861	0.059595	0.014407	0.26429
MFAP5	4	0.10641	0.68982	0.49125	0.92443	0.49031	0.74676
RBM48	4	-1.505	-3.2056	0.00054694	0.017405	0.0013476	0.069495
IL2RA	4	0.29737	1.3828	0.099294	0.5829	0.16673	0.60247
TMEM205	4	0.12773	0.3477	0.42751	0.89904	0.72806	0.85322
PKDREJ	4	-0.0021508	-0.025705	0.84542	0.9863	0.97949	0.99118
SMR3A	4	0.15264	0.78814	0.35964	0.87262	0.43062	0.71223
DPF2	4	-0.44885	-2.0949	0.20127	0.76333	0.036176	0.4295
GPRC5D	4	-0.16958	-0.77394	0.65255	0.95962	0.43897	0.71846
OTOS	4	0.020573	0.33233	0.76899	0.97701	0.73964	0.85907
LRRC32	4	0.12973	1.2317	0.42204	0.89716	0.21808	0.60247
PHLPP2	4	0.078238	1.3203	0.57762	0.9441	0.18675	0.60247
ITFG1	4	0.097377	0.4384	0.51884	0.93076	0.66109	0.81365
ESYT1	4	-0.29501	-0.7921	0.39698	0.8862	0.4283	0.71084
OR2T8	4	0.039216	0.36879	0.70769	0.96778	0.71228	0.84461
OR2T4	4	0.36997	1.4143	0.044103	0.37987	0.15726	0.60247
MIB2	4	0.18827	0.71285	0.27645	0.82733	0.47594	0.73967
BMP4	4	-0.01317	-0.12255	0.88375	0.98822	0.90246	0.95157
GPR3	4	-0.070116	-0.61982	0.93506	0.99498	0.53538	0.75868
LOC102723859	4	-0.39004	-0.99297	0.26347	0.82193	0.32073	0.64452
ANXA3	4	0.31234	1.4571	0.085223	0.54204	0.1451	0.60247
CNOT6	4	-0.077451	-1.1806	0.91274	0.99152	0.23775	0.6052
HAO2	4	-0.15319	-1.5362	0.69297	0.96477	0.12449	0.60247
GPR155	4	-0.058095	-0.46998	0.97375	0.99852	0.63837	0.79898
DAP	4	0.12579	0.44031	0.43258	0.90205	0.65971	0.81288
FCRL3	4	-0.30665	-1.838	0.37992	0.87944	0.066061	0.56682
KMT2B	4	0.0074637	0.074381	0.81205	0.98137	0.94071	0.97171
MAMSTR	4	0.23287	1.101	0.18949	0.74657	0.27092	0.6179
GABARAP	4	0.23758	1.0059	0.18153	0.73431	0.31445	0.63972
FILIP1	4	-0.046353	-0.54177	0.99155	0.9992	0.58798	0.77067
BLOC1S6	4	-0.19309	-1.7177	0.59765	0.95277	0.085851	0.60247
STK4	4	0.21818	1.4606	0.21629	0.77929	0.14413	0.60247
MUL1	4	0.10868	0.57884	0.48414	0.92084	0.5627	0.76393
F7	4	0.068022	0.60504	0.61411	0.95709	0.54515	0.76166
CST9	4	0.30532	1.5866	0.092035	0.56322	0.11261	0.60247
SCUBE2	4	-0.18566	-1.394	0.61421	0.95709	0.16333	0.60247
C18orf63	4	0.21895	1.3919	0.2145	0.77626	0.16396	0.60247
CIITA	4	-0.34136	-1.5753	0.32637	0.85251	0.11519	0.60247
BEND6	4	0.18967	1.0837	0.27292	0.82603	0.2785	0.6214
GOLGA1	4	-0.48673	-1.9612	0.1694	0.71231	0.049858	0.49985
PDPN	4	0.09134	0.69288	0.53759	0.93784	0.48839	0.74566
SEC24D	4	0.17456	1.3	0.30718	0.84549	0.1936	0.60247
CAPN6	4	0.0086719	0.071547	0.80798	0.98075	0.94296	0.97281
DGAT1	4	-0.097316	-0.56566	0.85163	0.9863	0.57163	0.76511
SF3A3	4	-0.78357	-2.06	0.038037	0.34725	0.039402	0.44761
ORC3	4	-1.7604	-3.2919	0.00019889	0.0099502	0.00099524	0.06084
PALB2	4	-0.67759	-2.0485	0.066826	0.47831	0.04051	0.45113
ZNF398	4	0.11698	0.85552	0.45813	0.91239	0.39226	0.68673
ATXN7L3	4	0.15585	0.71718	0.35128	0.86821	0.47326	0.73857
SLFN12	4	0.022207	0.17694	0.76367	0.9758	0.85956	0.92953
CLDN16	4	-0.029244	-0.38261	0.93735	0.99525	0.70201	0.8383
SP7	4	-0.075174	-0.46967	0.92005	0.99308	0.63859	0.79898
CCL3L3	4	-0.13776	-0.36935	0.73533	0.97286	0.71186	0.84445
ABHD2	4	-0.075689	-0.34565	0.91836	0.99291	0.72961	0.85382
UGT2B7	4	-0.12927	-0.88841	0.75945	0.97467	0.37432	0.67579
EMILIN2	4	0.052357	0.2669	0.66234	0.95962	0.78955	0.88836
TMEM159	4	-0.053714	-0.35439	0.98742	0.99879	0.72305	0.8506
TNC	4	0.028778	0.2248	0.74219	0.97377	0.82213	0.90646
SIDT2	4	0.22345	1.1554	0.206	0.76765	0.24794	0.60706
MS4A15	4	-0.010931	-0.12752	0.87575	0.98753	0.89853	0.94934
ILK	4	-0.92962	-2.0498	0.018795	0.22635	0.040386	0.45068
LRRC57	4	0.2837	1.4487	0.11545	0.62185	0.14741	0.60247
PROP1	4	-0.0038234	-0.058077	0.85178	0.9863	0.95369	0.97835
PRMT9	4	0.12983	0.89525	0.42174	0.897	0.37065	0.67302
ABCC2	4	0.35928	1.3132	0.050617	0.41298	0.1891	0.60247
LIMS3L	4	-0.26658	-1.3747	0.44551	0.90688	0.16922	0.60247
PDE4B	4	0.37121	1.4545	0.043109	0.37468	0.14582	0.60247
PHF7	4	-0.37711	-1.6127	0.27978	0.82933	0.10681	0.60247
SEH1L	4	-1.186	-2.3744	0.0046738	0.089354	0.017576	0.29622
PODXL2	4	-0.012898	-0.095661	0.88291	0.9882	0.92379	0.96276
KRTAP4-2	4	-0.29393	-1.5183	0.39872	0.88647	0.12895	0.60247
SPRR3	4	-0.063193	-0.30076	0.95649	0.99767	0.7636	0.87343
CEP57L1	4	0.11534	0.84346	0.46296	0.91375	0.39897	0.6912
TAMM41	4	-1.474	-2.6597	0.00094471	0.028658	0.0078206	0.18288
CEP112	4	-0.27054	-1.5543	0.43839	0.90426	0.12011	0.60247
AQP11	4	0.32374	1.3071	0.074682	0.50658	0.19118	0.60247
ZP1	4	0.33484	1.1407	0.065632	0.47465	0.25399	0.61034
RIOK1	4	-0.5494	-1.7714	0.12485	0.63531	0.076497	0.60247
HACD1	4	0.42166	1.3147	0.023121	0.2579	0.18862	0.60247
ROPN1	4	0.036193	0.26892	0.71698	0.97002	0.78799	0.8875
SDS	4	-0.14885	-0.77914	0.7047	0.96747	0.4359	0.71601
FAT4	4	0.26899	0.63687	0.13206	0.65002	0.52421	0.75712
CTAGE8	4	-0.052926	-0.50767	0.98926	0.9989	0.61168	0.78234
EID2B	4	0.1448	1.5537	0.37918	0.87939	0.12026	0.60247
PLAGL1	4	-0.026368	-0.14501	0.92696	0.9935	0.8847	0.94209
OR2T5	4	0.014418	0.20504	0.78898	0.97881	0.83754	0.9156
RHOBTB1	4	-0.19084	-1.1502	0.60317	0.9543	0.25007	0.608
AKAP9	4	0.074733	0.34038	0.59015	0.95021	0.73357	0.85574
GRHL3	4	0.30275	0.79396	0.094322	0.56882	0.42722	0.71049
ANXA4	4	-0.056271	-0.77278	0.97956	0.99879	0.43965	0.71874
SMARCAD1	4	0.39904	1.3457	0.030927	0.30884	0.17839	0.60247
HIPK2	4	0.098969	0.35901	0.51392	0.92952	0.71959	0.84865
AK5	4	-0.12088	-1.2347	0.78595	0.97881	0.21693	0.60247
ANKRD2	4	0.19993	1.6492	0.25214	0.81162	0.099107	0.60247
SENP1	4	-0.85282	-2.5937	0.027844	0.29031	0.0094954	0.20621
FIBP	4	0.053488	0.78501	0.65881	0.95962	0.43245	0.71323
SLC45A4	4	0.13067	1.0827	0.4192	0.89674	0.27894	0.62168
GALE	4	-0.038628	-0.25066	0.96708	0.99796	0.80207	0.89673
TACC3	4	-0.63161	-1.9555	0.084278	0.53996	0.050519	0.50225
WDR86	4	0.16271	0.48434	0.33458	0.85866	0.62815	0.79164
OR2AG1	4	0.038734	0.19591	0.70938	0.96779	0.84468	0.92044
MYNN	4	-0.063849	-0.36807	0.95441	0.99699	0.71282	0.84492
GSTO2	4	0.047079	0.52679	0.68004	0.96392	0.59834	0.77475
DLC1	4	0.39314	1.4158	0.033115	0.32019	0.15683	0.60247
MUM1	4	0.05926	0.31683	0.64091	0.95759	0.75138	0.86596
EPHA5	4	-0.177	-1.6283	0.6342	0.9574	0.10347	0.60247
CKB	4	-0.072852	-0.56302	0.92716	0.9935	0.57342	0.76535
SOHLH2	4	0.30041	1.0993	0.09641	0.57533	0.27162	0.61819
HSD17B11	4	-0.31429	-1.8472	0.36769	0.87403	0.064721	0.55986
SERPINB6	4	-0.14641	-0.55759	0.71062	0.96829	0.57712	0.76655
C1orf54	4	0.13359	1.385	0.41135	0.89226	0.16605	0.60247
GRM5	4	0.08932	0.55298	0.54385	0.93816	0.58028	0.767
KANSL1	4	-0.64037	-2.0024	0.080499	0.52662	0.045237	0.4805
GRIN3B	4	0.18949	1.4863	0.27337	0.82636	0.1372	0.60247
GPX6	4	0.24414	1.2882	0.16935	0.71225	0.19768	0.60247
UACA	4	0.10961	0.68326	0.48081	0.91859	0.49444	0.74801
MOGS	4	-0.50454	-2.1128	0.15548	0.69197	0.034622	0.41917
MTO1	4	0.084061	0.52938	0.55952	0.94034	0.59654	0.77408
STXBP4	4	-0.12011	-1.0745	0.78848	0.97881	0.28259	0.62326
PRR23C	4	-0.16792	-1.4034	0.65667	0.95962	0.16051	0.60247
TXNL4B	4	-0.96931	-2.1479	0.01606	0.20798	0.031721	0.40074
AK9	4	0.30603	1.3268	0.091488	0.56098	0.18456	0.60247
ZNF692	4	0.14047	1.1088	0.39056	0.88309	0.26752	0.61612
ST18	4	-0.17974	-0.92683	0.62773	0.9574	0.35402	0.66449
ARMC3	4	0.10008	0.70739	0.51004	0.92856	0.47933	0.7415
PARP6	4	-0.13255	-1.2548	0.75089	0.97377	0.20955	0.60247
FZD1	4	0.15453	1.3971	0.35486	0.87037	0.16238	0.60247
45178	4	-0.34397	-1.5153	0.32309	0.85234	0.12971	0.60247
STAR	4	0.3704	1.4839	0.043656	0.37715	0.13783	0.60247
SOX2	4	0.016226	0.11381	0.78177	0.97865	0.90939	0.95507
FAM104B	4	-0.0066331	-0.041407	0.86182	0.98662	0.96697	0.98475
TMOD4	4	0.10951	0.36938	0.48116	0.91873	0.71184	0.84445
OR14C36	4	0.18202	0.96821	0.29077	0.83854	0.33294	0.65023
KRTAP4-3	4	-0.060625	-0.46616	0.9647	0.99784	0.6411	0.80048
NUDT2	4	0.10346	0.92972	0.49975	0.92523	0.35251	0.66328
RIMKLB	4	-0.0086674	-0.10986	0.86834	0.98708	0.91252	0.95646
ARAF	4	0.38924	1.369	0.034855	0.33082	0.171	0.60247
DCX	4	0.26834	1.5421	0.13335	0.65303	0.12305	0.60247
OR4B1	4	0.067135	0.57475	0.61695	0.9574	0.56546	0.76423
AES	4	0.26322	1.5124	0.14081	0.66745	0.13044	0.60247
C8G	4	0.032709	0.16551	0.72807	0.97193	0.86854	0.93465
GOT1	4	0.24898	1.3914	0.16239	0.70206	0.1641	0.60247
OR52M1	4	-0.028371	-0.40492	0.93422	0.99498	0.68554	0.82822
ZDHHC18	4	-0.14426	-1.8265	0.71694	0.97002	0.067781	0.57398
TSGA10	4	0.13866	0.83179	0.39628	0.88615	0.40552	0.69566
KCTD20	4	0.026582	0.24053	0.74915	0.97377	0.80992	0.9012
HS6ST1	4	-0.52618	-2.2597	0.14076	0.66745	0.023842	0.34254
FBXO46	4	-0.14243	-0.71326	0.72121	0.97045	0.47569	0.73956
MRPS5	4	-0.87591	-2.6598	0.025109	0.27078	0.0078198	0.18288
MOCS1	4	-0.075176	-0.82732	0.92	0.99308	0.40806	0.69763
RBPMS2	4	-0.056348	-0.47471	0.97942	0.99879	0.63499	0.7967
DSC2	4	-0.13452	-0.62429	0.74597	0.97377	0.53244	0.75776
FCHO1	4	-0.04183	-0.36622	0.97723	0.99879	0.7142	0.84549
SGOL2	4	0.30582	1.5954	0.091488	0.56098	0.11062	0.60247
C5orf22	4	0.088154	0.74747	0.54724	0.93823	0.45478	0.72713
PIK3AP1	4	0.029377	0.064635	0.74025	0.97365	0.94846	0.97568
TMEM97	4	0.091746	0.71149	0.53645	0.93777	0.47678	0.74008
LOC100134391	4	0.097318	0.5546	0.51899	0.93076	0.57917	0.76691
MAPK14	4	0.054452	0.57783	0.65578	0.95962	0.56338	0.76393
HELB	4	0.0090318	0.042279	0.80638	0.98041	0.96628	0.98436
C14orf177	4	0.33602	1.1066	0.064837	0.47161	0.26846	0.61656
KCNE3	4	0.093598	0.82221	0.53033	0.93488	0.41096	0.69978
RTN4RL2	4	0.064428	0.57813	0.62515	0.9574	0.56317	0.76393
KIR2DL1	4	0.1368	0.74949	0.40165	0.88711	0.45356	0.72651
C20orf78	4	0.29825	1.3432	0.098747	0.58258	0.17921	0.60247
SLC35F3	4	0.10695	0.63188	0.48946	0.92379	0.52747	0.75764
TWF2	4	0.18857	1.0622	0.27551	0.82636	0.28816	0.62592
TULP2	4	0.069325	0.17296	0.60959	0.95663	0.86268	0.93148
COX4I1	4	-0.6639	-2.0232	0.07135	0.49432	0.04305	0.46691
FAM131C	4	0.196	1.4561	0.25994	0.81888	0.14538	0.60247
SLC30A7	4	0.13341	1.3268	0.41179	0.89226	0.18457	0.60247
CEP41	4	-0.42757	-1.2968	0.22096	0.78102	0.19469	0.60247
QDPR	4	0.24752	1.4237	0.16388	0.70352	0.15454	0.60247
FAM3A	4	0.10396	1.2208	0.49796	0.92475	0.22215	0.6026
NDUFAF6	4	-0.088459	-0.6051	0.87818	0.98753	0.54511	0.76166
OR10G4	4	0.20983	0.83665	0.2321	0.79361	0.40279	0.69389
GDF2	4	-0.20347	-1.2747	0.57409	0.9441	0.20242	0.60247
TSSK2	4	-0.056653	-0.3577	0.97802	0.99879	0.72057	0.84943
RHCE	4	0.095918	1.438	0.52352	0.9326	0.15045	0.60247
PHLDB2	4	-0.001917	-0.012163	0.84487	0.9863	0.9903	0.99599
EIF2S3	4	-2.0887	-3.1988	4.9722e-05	0.0028986	0.00138	0.070317
LMO1	4	0.17729	1.3245	0.30096	0.84445	0.18535	0.60247
CDT1	4	-1.2989	-2.8137	0.0027844	0.063053	0.0048968	0.14208
ADGRE5	4	-0.39967	-2.0504	0.25204	0.81162	0.040329	0.45068
PRPF40A	4	-1.1286	-2.5774	0.0069113	0.1174	0.009954	0.21118
GSTP1	4	-0.22417	-1.6254	0.52859	0.93377	0.10408	0.60247
