Experiment Name:,Mitotracker_Exp_20260518_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3_AZ-E4,,30889,18917,18910,17825,224,730,100.00%,61.24%,61.22%,57.71%,0.73%,2.36%,100.00%,61.24%,99.96%,94.26%,1.18%,3.86%,293210.2,357177.8,357245.2,348436.7,80568,1131650.8,425005.1,419213,419309.7,387526.2,77431.4,1204281.1,301267.1,197443.8,197485.8,181740.5,17314.6,171149.4,132.08%,60.09%,60.07%,48.53%,21.60%,18.94%,380268.4,395244,395306.4,384898.6,230719.8,657871.9,310597,357782.3,357852.4,352807.6,223065.5,666040,257678.8,128211.8,128202.6,119409.9,51675.4,162081,185.21%,39.00%,39.00%,37.09%,23.44%,23.35%,704306.9,154161,154155.3,142750.9,54071,153630.2,82.96%,35.84%,35.83%,33.85%,23.17%,24.34%,200063.4,368955.6,369022.3,361741.4,224700.1,638205.5,502924.6,417649.6,417769.6,407398.1,221050.9,686416.4,235051.9,380602.5,380800.4,373575.5,212208.1,661938.2,330968.9,377489.9,377556.3,371008.9,209445.5,714227.9,82.01%,44.14%,44.12%,42.29%,29.47%,25.74%,271424.3,166638.7,166596.5,156905.5,61731.5,183850.5,316.13%,43.54%,43.51%,42.23%,29.91%,24.57%,1589883,181831.1,181757.7,172058.9,66114.5,168681.5,220655.3,210814.8,210870.7,201944.5,86936.6,435593.7,89970.6,188218.3,188301.7,183331.2,75146.3,423440,168727.3,190782,190875.7,186575,73195.5,429520.3,82.06%,46.55%,46.53%,44.26%,43.65%,24.04%,138450.2,88815.2,88808,82573,31948.8,103271.9,120.60%,47.88%,47.86%,43.45%,76.79%,23.91%,266106,100947.9,100924.1,87747.4,66759.9,104143.7,169094.8,356740.4,356866.5,343959,75183,1185924.4,102.75%,55.28%,55.28%,52.16%,21.49%,15.12%,561367.4,251903.5,251895.6,188048.7,16728.1,228082.4
01-KO3_AZ-F4,,32785,23235,23225,22153,233,715,100.00%,70.87%,70.84%,67.57%,0.71%,2.18%,100.00%,70.87%,99.96%,95.38%,1.00%,3.08%,315752.1,342358.6,342476.4,336309.8,85003.6,1127193.1,438349.9,402522.1,402606.1,377247.6,79221.4,1197854,241142.1,185393.2,185383.6,173520.8,12815.4,165577.9,117.00%,59.26%,59.25%,48.84%,20.57%,19.95%,405347.5,389869,389938.5,381743.9,232881.3,658759.6,330443.8,351477.4,351580.8,347862.7,221796.4,661934.5,183331,121009.4,121050.3,114461,51815.8,179946.6,156.01%,38.86%,38.85%,37.12%,26.79%,25.08%,632378.1,151492.7,151486.6,141702.4,62397.5,165238.6,55.48%,34.43%,34.43%,32.90%,23.36%,27.18%,274655.3,364352.2,364427.3,358831.3,225787.4,635635,536844.5,406648,406764.2,398544.5,220840.6,679677.6,306882.5,371152.9,371335.9,365709.4,211104.5,654766.6,350377.8,366228.5,366411.8,361939.9,208524.4,694117.5,60.43%,42.95%,42.94%,41.21%,29.32%,27.95%,211725.5,157312.3,157335.5,149167.3,61149.1,194028.6,362.56%,43.48%,43.45%,42.32%,31.94%,24.79%,1946404.5,176802.7,176740.2,168649.7,70543.4,168471.6,235915.1,212959.1,212755.2,205472.1,98825.7,443782.7,136691.2,191428.3,191435.5,187398.1,82007.2,432420.1,183081,193194.4,193223.3,189952.7,86610.1,441059.1,61.05%,45.11%,45.09%,43.32%,41.55%,22.89%,111779.6,87158.2,87120.4,82296.9,35983,100962.8,104.76%,48.61%,46.93%,43.33%,70.41%,22.79%,247156,103520.1,99852.6,89034.7,69583,101136,242295.6,345199.7,345288.7,335232.5,77020.6,1179213,76.37%,54.15%,54.13%,51.60%,15.08%,14.69%,512855.3,238529,238539.8,184245.4,16299.1,238957.5
01-OE_AZ-D5,,45829,35733,35733,33773,204,1506,100.00%,77.97%,77.97%,73.69%,0.45%,3.29%,100.00%,77.97%,100.00%,94.51%,0.57%,4.21%,358592.5,362916.5,362916.5,350800.8,86738.2,1136730,499368.2,431081.6,431081.6,394701.5,83155.9,1207085.3,245973,202641.8,202641.8,185492.7,11561,160959.2,102.36%,59.57%,59.57%,48.34%,16.43%,19.34%,476186.3,422360.8,422360.8,407850,222584.2,732238.4,368116.6,373440.6,373440.6,365731.7,219766.3,742729.6,191406.5,142570.4,142570.4,130448.6,45161.9,166708,137.46%,41.14%,41.14%,39.20%,19.92%,20.18%,654562.6,173778.7,173778.7,159881,44330.1,147788.2,52.00%,38.18%,38.18%,35.67%,20.55%,22.45%,351751.1,390766.5,390766.5,380229.9,218275.8,715643.8,578338.3,407269.3,407269.3,392941,196920.3,711884.9,364512.8,371350.2,371350.2,361010.4,191081.3,695606.9,359766.2,359745.5,359745.5,351633.5,191260.3,729637.4,55.20%,44.62%,44.62%,42.18%,24.61%,20.24%,198586.7,160516.4,160516.4,148309.2,47062.2,147648.6,365.96%,44.16%,44.16%,42.58%,25.22%,19.91%,2116506.5,179865.4,179865.4,167305.8,49667.1,141722.3,263557,230810.8,230810.8,219376.3,68854.4,476767.7,185867.8,202766.6,202766.6,195875,56749.8,464296.4,207042.9,206071,206071,199744.7,58732.4,477188,58.37%,49.21%,49.21%,46.81%,62.94%,21.59%,120858.6,101416,101416,93501.6,36966.8,103037.2,86.12%,50.33%,50.33%,46.49%,69.98%,22.97%,226975.7,116169.2,116169.2,101998.4,48183.1,109499.7,335227,369001.5,369001.5,350974.3,81772.1,1188354.9,68.59%,55.84%,55.84%,52.88%,13.33%,14.16%,511137.4,256808.7,256808.7,190809.8,13658.9,233415.2
01-OE_AZ-E5,,41640,29123,29116,27393,379,1130,100.00%,69.94%,69.92%,65.79%,0.91%,2.71%,100.00%,69.94%,99.98%,94.08%,1.30%,3.88%,335503.7,347128.1,347189.7,337705,86523.7,1132660,499581.5,415192.3,415272.5,383150.2,82276.7,1203302.5,259251.9,199821.3,199778.9,183037.8,13350.5,159843.1,111.72%,61.75%,61.73%,50.31%,17.26%,19.29%,497369.9,433955,434009.2,421802.4,228630.6,744689.5,367380.1,380180.7,380240.6,374701.2,226662.5,765067.8,245270.3,154911.9,154855.8,142407.7,45061,153501.5,135.19%,42.26%,42.25%,40.53%,20.54%,20.48%,672370.3,183395.7,183383.4,170963.5,46960.6,152500.2,66.76%,40.75%,40.73%,38.01%,19.88%,20.06%,335448.6,399247.8,399311.9,390979.8,224091.2,726177.1,587127.6,412265.7,412328.9,400203.1,195410,727249.4,354176.3,372435.1,372526.6,364488.4,187411.7,712819.6,356349.5,363521.3,363572.8,356328,184555.2,743917.9,65.77%,47.80%,47.78%,44.98%,26.06%,18.82%,234363.9,173749.1,173698.1,160275.7,48093.5,139989.3,326.67%,45.71%,45.69%,44.18%,32.08%,18.62%,1917968.3,188429.9,188404.2,176820.4,62685.9,135414.3,269668.6,226098.1,226148.3,216144.2,59723.7,484167,173326.4,191925.5,192071.1,187529,46762.7,473633.7,201562.5,203067.8,203102.7,198149.6,48067.2,482267.8,65.84%,52.35%,52.35%,49.51%,76.82%,19.15%,132715,106313.5,106327.6,98104,36923.9,92343.8,97.35%,54.01%,53.98%,50.10%,82.86%,20.90%,262521.8,122107.3,122078.8,108284,49487.2,101213,303862.7,350334.8,350535.7,337544,80787.4,1184751.6,77.27%,57.56%,57.54%,54.20%,15.43%,14.11%,558146.9,256361.4,256337.9,192746.2,14203.6,232168
01-OE_AZ-F5,,45652,34076,34072,32411,428,1022,100.00%,74.64%,74.63%,71.00%,0.94%,2.24%,100.00%,74.64%,99.99%,95.13%,1.26%,3.00%,325671,332377.9,332423.8,326760.6,85532,1127395.8,470800.1,396410.6,396450.9,371677.6,82163.1,1198362.4,235486.4,186607.3,186619.2,174530.8,12906.2,162554.9,109.78%,60.76%,60.75%,50.41%,16.38%,19.05%,480975.9,424511.8,424529.6,415166.2,230750.5,743093.1,367343.7,375101.9,375126.4,371110.9,230099.7,762596.6,202302.6,142034.4,142032.2,132698.6,45428.6,143536.9,127.33%,41.11%,41.10%,39.47%,20.47%,19.29%,612423.9,174496.5,174498.9,163848.3,47241.4,143338.2,55.07%,37.87%,37.86%,35.76%,19.74%,18.82%,342680.3,392762.4,392779.4,386616.6,225995.8,727113.5,561424.8,407230.9,407241.2,398505.3,202394.7,712167.1,359376.7,371607.4,371629.9,366030.1,196144.7,695996,359426.8,361447.3,361447.3,356479.9,192314.7,728001.5,57.05%,44.32%,44.32%,42.36%,24.66%,21.59%,205064.9,160197.6,160183.2,151002.1,47428.1,157205.3,330.83%,43.93%,43.92%,42.54%,26.16%,19.96%,1857359.5,178880.3,178870.9,169535.6,52955.3,142138,262711.8,225187.4,225202.5,217946.6,57431.1,480827,172144.9,193307.5,193342.7,190577.5,47303.2,467257.4,201032.3,201989.3,202009.9,198469.2,49650.2,474516.1,62.29%,50.71%,50.70%,48.49%,69.63%,22.10%,125221.9,102423,102427.3,96245.9,34570.5,104886.9,94.38%,52.97%,52.97%,49.44%,64.24%,25.21%,247947.1,119288.1,119283.1,107759.4,36895.8,121204.9,299606.3,337127.3,337202.1,328077.3,80875.8,1180467.3,72.31%,56.14%,56.14%,53.41%,15.09%,14.42%,516828,240861.9,240847.3,187368.2,13456.2,228291.6
01-KO1_OE_AZ-D6,,15943,7111,7108,6253,25,712,100.00%,44.60%,44.58%,39.22%,0.16%,4.47%,100.00%,44.60%,99.96%,87.97%,0.35%,10.02%,437029.1,527414.1,527727.3,489813.3,70139.3,1156837.9,656812.4,586487.3,586639.2,507428.5,67420.3,1239331.5,556606,264552,264233.1,220034.5,18697.7,193000.1,134.85%,51.78%,51.76%,38.61%,33.44%,21.36%,430544,400281.4,400357,375802.3,243271,601229.6,324248.6,371015.3,371100.2,355719.1,221473.2,587531.5,362034.8,124098.8,124089.6,110689.4,68497,164795.6,206.71%,35.73%,35.72%,31.97%,29.67%,26.11%,889994.8,143030.8,143011.3,120161.2,72182.2,156952.3,111.65%,33.45%,33.44%,31.12%,30.93%,28.05%,196457.6,377396.7,377484.7,358193.5,233622,580291.8,823501.6,519249.3,519422.3,495153.7,274315.5,716453.2,293211.4,484416.8,484727,463938.8,255570,695289.2,448306.8,496272,496375.7,474263.2,309937.3,744256.6,111.51%,40.21%,40.15%,37.94%,34.79%,23.98%,499889.4,199547.8,199288.5,179942,107828.2,178475.9,323.65%,35.79%,35.74%,35.02%,35.84%,22.25%,2665234.5,185819.1,185666.5,173393.2,98312.3,159414.3,312046.7,268077.6,267980.1,247792.5,133894.4,432354.8,105519.6,246371.6,246354.3,230903.2,94071.5,421453.8,229105.2,257495.9,257489.6,241721.3,116378.3,420557.4,106.78%,39.81%,39.78%,36.82%,60.68%,21.65%,244645.9,102497.9,102436,88998.8,70616.4,91032.1,124.24%,39.43%,39.27%,34.94%,77.28%,23.43%,387691.6,105692.8,105227.8,86591,103479.6,101297.5,214414.5,515599,515800.9,466330.9,62281.8,1215854.9,127.36%,50.16%,50.07%,44.92%,26.66%,16.68%,885693.6,303670.4,303636.1,195934.8,22546.4,264677.5
01-KO1_OE_AZ-E6,,21431,10958,10958,9796,36,962,100.00%,51.13%,51.13%,45.71%,0.17%,4.49%,100.00%,51.13%,100.00%,89.40%,0.33%,8.78%,433427.9,511027.8,511027.8,481388.9,82277.3,1160472.6,614894.8,568121.6,568121.6,498092.2,77856.7,1233849.8,482673.3,246140.9,246140.9,208136.8,14528,189888.6,129.29%,51.77%,51.77%,38.93%,22.15%,22.19%,426186.8,379813.9,379813.9,357142.5,214086.1,593292.3,312565.1,352675.3,352675.3,338586.3,205226.7,580358.1,293917.8,117723.3,117723.3,103116.1,68052.1,175498.1,257.83%,36.21%,36.21%,32.12%,27.53%,25.89%,1098841.1,137513.3,137513.3,114710.6,58944.5,153623.5,94.03%,33.38%,33.38%,30.45%,33.16%,30.24%,197988.7,357906.9,357906.9,340487,206725.5,572829.6,841534.6,502130.4,502130.4,479408.9,230470.6,715954.8,295245.6,468078.5,468078.5,448960.6,217513.1,697828.6,435888.1,477377.4,477377.4,456734.9,213519,735157.6,91.03%,40.41%,40.41%,38.29%,28.55%,21.46%,396770.3,192931.2,192931.2,174888.8,60959.3,157774.6,403.08%,36.41%,36.41%,35.53%,38.43%,20.86%,3392069.5,182829.7,182829.7,170328.8,88577.4,149375.4,278161.3,251902.8,251902.8,233542.7,88746.2,425594.3,102981.8,230200.2,230200.2,216576.4,75163,414258.2,213873,240185.2,240185.2,227427.3,89724.2,413898.3,92.45%,41.26%,41.26%,38.38%,40.48%,21.80%,197715,99105.6,99105.6,87289.6,36319.9,90233.9,119.03%,41.46%,41.46%,36.91%,48.18%,24.44%,331092.4,104439.8,104439.8,86212,42757.3,103995.8,227675.6,500710.3,500710.3,457375.5,75390.4,1210574.5,111.36%,48.17%,48.17%,43.24%,17.66%,16.36%,795008.8,294111.2,294111.2,193910.1,17243.4,273794.7
01-KO1_OE_AZ-F6,,12834,6689,6686,6089,36,491,100.00%,52.12%,52.10%,47.44%,0.28%,3.83%,100.00%,52.12%,99.96%,91.07%,0.54%,7.34%,446594.9,483592.3,483695,461646.5,85382.8,1130285.4,647443.7,536604.6,536748.6,480311,77363.7,1210678.1,429010.2,234595.1,234570.2,205823.2,15860.6,160291.7,124.12%,51.82%,51.80%,39.94%,24.29%,20.60%,474992.8,382214.1,382280.4,365196.1,210002.7,583726.5,338430.8,359261.9,359282.6,347943.9,204192.2,563821.1,267955.9,117384.9,117316.2,106449.5,42665.7,149486,237.51%,34.83%,34.82%,31.83%,23.27%,24.51%,1128170.6,133127,133116.1,116226.2,48865.2,143068,79.18%,32.67%,32.65%,30.59%,20.89%,26.51%,260922.2,361407.8,361481.3,348313.9,205151.3,566008.3,985272.5,504001.2,504084.1,486234.3,226168.1,719648.2,400020.5,470664.1,470805.1,456197.3,217966.4,700269,477677.7,481807.3,481850.2,466283.6,217681.1,736512.2,76.54%,39.88%,39.85%,37.60%,31.00%,21.77%,365606.1,192130.7,192040,175330.2,67475.8,160328.5,364.37%,35.81%,35.79%,34.85%,27.70%,21.09%,3590021.8,180495.5,180432,169462.5,62647.6,151794.6,322852.2,262535.7,262210.9,247169.6,135380,439179.5,146946.4,239798.9,239873.4,228824.6,99944.6,428686.2,240467.7,251113.9,251127.9,240041.1,99040.1,431207.3,77.59%,39.73%,39.72%,37.42%,71.90%,21.65%,186588.6,99780,99736.2,89824.3,71207.3,93341.4,114.26%,41.86%,40.05%,36.59%,79.10%,22.03%,368880.1,109891.2,105007.4,90431.8,107082.8,96751.6,295090.7,471815.8,472010.9,439325.9,74635.4,1189957.5,96.06%,48.51%,48.50%,44.58%,18.58%,14.18%,803632.8,278070.7,278042.8,191835.1,18793.4,249449.4
01-KO2_OE_AZ-D7,,23181,14993,14988,13160,84,1533,100.00%,64.68%,64.66%,56.77%,0.36%,6.61%,100.00%,64.68%,99.97%,87.80%,0.56%,10.23%,438410.5,486888.7,486889.8,452487,78483.7,1170539.3,622871.8,564318.5,564379.4,480314.5,76728.7,1258998.3,364092.8,254812.2,254986.4,209638.4,16474.1,205424.7,122.66%,56.33%,56.33%,40.54%,21.43%,23.24%,450915.4,413210.8,413264.2,381600.3,228220.4,671301.3,344242,373727,373783.9,355923.7,223194.8,676989.9,241025.2,137928.2,137926.1,115488.9,68457.2,161295.4,188.32%,39.20%,39.20%,34.71%,26.22%,22.02%,849159.5,161988.3,161987.9,132460.6,59840.4,147852.8,70.02%,36.91%,36.90%,32.45%,30.67%,23.83%,274635.5,384819.3,384874,360852.1,221121.8,653557.7,674147.3,420324.1,420380.4,392761.9,225141.2,648678.5,317362.9,382804.4,382902.4,361265.7,212364.3,622453.4,358984,379028.5,379121.3,358430.6,212045,658508.4,68.36%,44.81%,44.79%,41.15%,31.23%,30.60%,245388.2,169836.7,169825,147477.5,66230.9,201495.4,420.08%,43.62%,43.61%,41.73%,36.30%,26.70%,2831929.5,183362.7,183315.1,163889.4,81733.4,173169.9,285816.9,252826.5,252749.2,229469.1,116341.1,444552.5,156039.8,230299.9,230307.7,213851.3,97771.6,429793.1,215586.8,229323,229324.3,215313.5,113245.9,432576.5,61.85%,42.49%,42.46%,37.98%,40.01%,25.57%,133337.8,97446.3,97371.4,81776.8,45306.8,110601.1,110.77%,44.93%,44.78%,37.64%,58.16%,28.02%,316596.9,113603.4,113193.1,86383.5,67668.6,124541.9,321131.4,488780.6,488845.6,439520.4,74424.4,1231633.8,83.05%,52.33%,52.37%,46.33%,20.99%,17.55%,764000.7,317903.3,317924.2,194700.2,16441.8,292551.1
01-KO2_OE_AZ-E7,,24892,16016,16010,14078,58,1660,100.00%,64.34%,64.32%,56.56%,0.23%,6.67%,100.00%,64.34%,99.96%,87.93%,0.36%,10.37%,431096.6,485633.9,485774.1,451004.8,81040,1168689.3,610960.6,564746.9,564870.8,479804.7,76662.1,1252898.3,357582.7,247320.1,247352.6,202618.4,14852.2,207157.2,123.26%,55.64%,55.62%,40.04%,21.70%,22.05%,424515.7,400041,400104.1,366761.1,220503.6,663638.6,327077.8,360693.3,360733.5,342845.6,211935.2,667522.3,230376,133058,132980,110541.1,56614.7,174433.7,195.30%,39.98%,39.97%,34.30%,29.00%,23.69%,829091.6,159932.6,159929.3,125786.5,63950.9,157194.1,70.43%,36.89%,36.86%,32.24%,26.71%,26.13%,255456.9,372025.5,372091.7,347269.3,213045.4,643375.2,619823.9,416513.8,416611.3,387541.8,227289.6,648430.1,298621.2,379177.8,379340.3,356779.7,214479.8,620011.8,348491.9,376077.3,376143.9,355981.9,203477,661909.1,69.63%,44.67%,44.64%,40.98%,32.54%,30.52%,242650.1,167983.6,167905.4,145891.8,66208.9,202044.7,402.82%,43.70%,43.68%,41.40%,37.63%,27.23%,2496800,182035.5,181978.5,160461.2,85532.5,176596.6,270229.9,242559.5,242619.4,218922.5,113376.3,433149.1,144645.7,220909.7,221012.3,204180.6,101717.4,419323.4,203367.7,219591.3,219651.8,205966.3,102081.8,427225.3,61.92%,42.29%,42.31%,37.84%,29.74%,25.78%,125916.2,92873.3,92929,77941.5,30361.9,110128.9,112.01%,44.78%,44.76%,37.39%,48.33%,25.73%,302694.8,108613.2,108586,81845.3,54799,111469,307920.3,491456.5,491621.1,440311.5,74221,1227586.3,82.95%,50.93%,50.92%,44.93%,18.33%,17.73%,753066.3,314224.4,314209.4,192122.5,16636.5,276250.4
01-KO2_OE_AZ-F7,,23838,15342,15333,13430,53,1633,100.00%,64.36%,64.32%,56.34%,0.22%,6.85%,100.00%,64.36%,99.94%,87.59%,0.35%,10.65%,450199.8,501359.4,501492.8,466388.6,73392.8,1167091,625851.1,574944.6,575125.4,488287.4,73418.8,1255208.8,360309.8,254347,254386.7,208399.3,19889.5,197451,123.32%,55.02%,55.00%,39.30%,22.56%,23.21%,427162.3,404130.7,404223.5,371975.5,232315.6,652271.6,337223.7,369507.2,369582.5,350667.6,225798.2,655309.7,225660.1,132079.6,132017.2,111838.7,56452.4,165641.3,177.10%,38.57%,38.56%,33.45%,25.15%,23.36%,756516.6,155876.3,155873.3,124442.2,58418.2,152399.4,66.92%,35.74%,35.72%,31.89%,25.00%,25.28%,269886.7,377456.8,377553.3,353061.7,225849.4,632791.4,630229.3,425147.4,425315.6,397633.3,221950,637045.5,321356.2,387981.7,388263.8,366300.4,211070.9,607948,364460.4,388263.4,388375.8,366027.1,202837,640785.2,67.46%,44.66%,44.64%,41.03%,36.41%,32.29%,245850.2,173392.9,173355.5,150190.1,73848.9,206925.7,384.61%,42.87%,42.83%,41.02%,33.33%,28.24%,2423902.8,182258.9,182153.8,163098.3,73967,179886.8,286451,254708.5,254801.8,231783,127372.9,432825.5,159253.2,232555.9,232707.2,215916.1,99722,417540.5,218854.9,233999.8,234027.5,219909.1,110407.1,421808.2,59.24%,41.16%,41.15%,36.89%,34.65%,26.59%,129651.4,96323.5,96302.1,81130.9,38257.6,112145.9,113.39%,43.68%,43.65%,37.61%,87.05%,27.41%,324797,111261.7,111221.9,87167.2,110880,118629.9,328186.3,501139.6,501420.1,448457.2,71345,1228208.3,80.03%,50.73%,50.73%,44.68%,27.10%,16.92%,771807.5,316343.2,316316.7,191874,16561.4,291371.8
01-KO3_OE_AZ-D8,,22548,14261,14257,12654,57,1340,100.00%,63.25%,63.23%,56.12%,0.25%,5.94%,100.00%,63.25%,99.97%,88.76%,0.40%,9.40%,476785.9,499495.7,499642.8,467256.4,80184.9,1151122.8,690389,565177.4,565300.9,489462.7,75413.2,1242432.5,369554.2,243561.2,243579.6,203036.3,18755.5,189584.7,131.02%,53.10%,53.08%,38.70%,26.25%,21.72%,453531.2,398163.8,398205.8,373679.9,255416,611556.6,352772.6,368187.7,368206.2,353687.2,246238.8,603793.1,216442.3,123883.1,123839.2,107258.3,67266.3,166656.4,177.00%,36.32%,36.31%,32.43%,32.93%,25.67%,802747.8,144610.3,144606.3,121185.6,84121.2,156962.2,61.35%,33.65%,33.63%,30.33%,27.32%,27.60%,295293.7,374845.6,374891.1,355883.7,244273.2,590219,728250.8,466245.5,466307.4,443297.5,237900,666393.1,384702,431908.1,432014.1,413259.3,226304.8,639337.6,427656.9,435000.1,435004.4,416770.1,228699.8,684312.3,64.97%,40.57%,40.56%,38.25%,26.96%,30.30%,277851.6,176470,176429,159421.6,61663.4,207313.6,322.25%,38.60%,38.59%,37.22%,34.50%,26.42%,2346766,179984.9,179940.6,164976,82083.4,176079.1,333408.2,267769.5,267646.5,247107.2,136866.3,448218.8,184173.6,245632.7,245648.2,230404.9,114329.1,434109,244130.7,249004.5,249018.9,235661.7,117384.6,432316.1,60.25%,40.12%,40.12%,36.61%,34.30%,23.92%,147088.1,99893.3,99902.6,86271,40257.3,103392.5,120.94%,45.36%,44.89%,41.24%,61.12%,26.83%,403235.3,121470.7,120140.7,101897.8,83654.5,120263.3,369280.9,496359.4,496563.2,450690.5,71613.3,1217955.4,77.51%,48.76%,48.75%,43.45%,23.39%,16.47%,904529.3,300133.8,300084,189442.1,19793.5,269871.9
