Experiment Name:,Mitotracker_Exp_20260518_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3-B4,,71362,61065,61047,55403,26,4918,100.00%,85.57%,85.55%,77.64%,0.04%,6.89%,100.00%,85.57%,99.97%,90.75%,0.04%,8.06%,453518.4,472181.9,472201.9,449135.5,84804.5,1162812.9,550499.1,545428.8,545456.4,478948.7,78326.4,1238771.1,222088.3,200249.3,200241.1,170847,11136.4,188040.9,79.00%,51.05%,51.05%,36.12%,22.60%,21.33%,351004.6,347801,347835.2,320861.8,209468.7,624041.3,300009.7,309695.4,309725.1,299912.4,193457.3,623505.4,105691,91269.5,91278.5,78509.3,45980.8,148209.3,135.63%,39.17%,39.16%,31.59%,26.36%,23.89%,476073.4,136220.6,136225.2,101353.8,55207.6,149087.5,35.23%,29.47%,29.47%,26.18%,23.77%,23.77%,282307.2,326483.7,326517.6,307292.9,203412.7,604733.2,408250.6,358988.6,359066.3,333927.8,195213.5,614896.1,302555.8,332486.2,332609.3,314533.4,190489.7,585797.1,314647.7,323906.8,323956.4,312183.4,179610.2,623786.3,41.37%,35.96%,35.94%,32.97%,16.98%,30.81%,130173.9,116471.4,116440.4,102922.4,30490.9,192202.3,344.22%,41.61%,41.58%,36.10%,22.38%,28.57%,1405288.6,149362.1,149315.4,120552.4,43686.3,175661.4,232580,225033.7,225042.8,205219.6,165136.6,428947,189512.5,208538.3,208564.1,194853.9,127321.8,416859.4,195381.9,200133.2,200166.2,190838.2,113064.8,422817.8,39.49%,36.26%,36.25%,32.59%,69.33%,24.22%,77159.7,72563.3,72557.9,62199.2,78389.9,102419,72.44%,42.58%,42.52%,33.43%,85.03%,24.48%,168488.4,95814.3,95695,68598,140415.8,105003.6,416495.5,489758.8,489781.8,448396.6,75646.9,1215884.9,48.97%,42.41%,42.41%,38.04%,13.13%,16.17%,434910.7,278459.1,278477.5,172997.2,17699,264270
01-KO3-C4,,71521,63167,63157,57773,21,4676,100.00%,88.32%,88.31%,80.78%,0.03%,6.54%,100.00%,88.32%,99.98%,91.48%,0.03%,7.40%,449207,461953.1,461969,439970.2,85234.2,1169024.3,545824.6,533800.4,533836.5,471334,79063.9,1246229.1,216677.4,200955.9,200958,173768.6,14486.9,196396.5,76.11%,51.80%,51.80%,37.19%,21.77%,21.29%,363117.6,352933.7,352955.4,327667.6,219567.5,635914.3,308137.1,315035.3,315065.7,305780.7,216822.9,636891.6,105326.1,93425.9,93432.9,81551.3,40126.6,155968.1,140.96%,39.17%,39.16%,32.15%,19.64%,24.25%,511853.7,138229.5,138229.4,105330.7,43133.1,154182.2,34.18%,29.66%,29.66%,26.67%,18.51%,24.49%,300827.5,331258.9,331281.7,313318.3,215786.8,615444.1,408722.9,351973.4,352009.5,329203.3,196961,607801.3,309852.6,325875.7,325930,309638.4,190359.2,577845.3,312141,317460.1,317501.1,306670.8,187610.3,619072.5,39.92%,35.94%,35.93%,33.39%,28.01%,31.78%,124608.8,114100.9,114090.1,102408.4,52556.4,196731.1,332.66%,41.84%,41.83%,36.66%,26.66%,29.20%,1359670.3,147264.2,147245.9,120681.1,52507.3,177506.4,230769.1,222592.6,222592.4,204065.5,167537.4,432327.9,191503.5,206104.6,206125,193419.7,135561.5,419959.5,195299.8,198201.1,198209.7,189849.3,118072.6,425789.4,39.71%,37.20%,37.20%,33.73%,41.01%,24.24%,77545.6,73731.9,73728.1,64029.3,48423.9,103209,69.51%,42.91%,42.86%,33.97%,91.34%,25.14%,160411.1,95510.2,95407,69312.2,153035.4,108688.2,433671.3,477766,477812,439475.8,76833.7,1222942.3,48.24%,43.50%,43.50%,39.50%,17.00%,16.80%,415449.6,276522.7,276523.7,175285.6,17211.6,265327.3
01-OE-A5,,72630,61147,61139,58410,771,1613,100.00%,84.19%,84.18%,80.42%,1.06%,2.22%,100.00%,84.19%,99.99%,95.54%,1.26%,2.64%,350282.7,326850.6,326882.9,321971.7,87933.3,1106724.9,488870.8,389741.7,389778.3,368985.8,84954.8,1167739.9,236938.7,190681,190690.3,179422.6,10075,136133.8,91.50%,60.19%,60.18%,51.62%,13.65%,16.78%,536078.3,440200.2,440225.9,431646.1,236055.1,780193.6,402382.6,381335.6,381368.5,377176.4,235746.6,796606.6,213208.7,162438.5,162455.8,152363,46644.7,136883.8,108.16%,42.67%,42.67%,41.39%,19.40%,16.49%,579815.4,187853,187851,178678.5,45793.3,128621.3,52.99%,42.60%,42.60%,40.40%,19.79%,17.18%,433640,403984.1,404012.2,398382.6,231613.7,768399,541158.4,397943.6,397973.8,390227.8,192145.2,712946.4,403281.7,358668.8,358717.8,353848.2,187532,699718.3,370863.4,346110.2,346125.4,341675.4,187115.1,725018,56.86%,48.84%,48.84%,46.77%,21.14%,20.01%,210870.3,169051.5,169058.7,159813.7,39558,145062.3,257.87%,46.60%,46.59%,45.46%,22.65%,18.41%,1395507.5,185427.7,185410.5,177403.2,43512.8,131249.5,249644.3,204514.7,204536.7,198337.4,58811.5,454639.7,191290.8,174507.7,174550.8,172018.5,51995.1,442901.8,191110.4,177500.3,177516.8,174769.8,55655,447357.6,62.28%,55.39%,55.38%,53.07%,49.89%,23.31%,119030.3,98316.1,98308.1,92753.8,27767.2,104296.9,81.11%,55.52%,55.51%,52.50%,51.01%,22.67%,202480.2,113556.3,113547,104120,29997.2,103068.1,364265.7,330836.9,330900.4,323488.4,84018.6,1153941.1,67.64%,58.34%,58.34%,55.73%,11.46%,12.30%,447332.8,234593.4,234585.2,190488.3,11597,195997.9
01-OE-B5,,69041,50333,50322,47436,674,1848,100.00%,72.90%,72.89%,68.71%,0.98%,2.68%,100.00%,72.90%,99.98%,94.26%,1.34%,3.67%,371847.4,343834.6,343858.7,335379.4,86325.4,1124264.8,570149.4,411406.6,411465.6,381797.8,82572.6,1186039,288322.7,207949.5,207916.9,191113.4,11396.3,155570.4,109.63%,61.71%,61.70%,51.41%,16.73%,18.08%,604819.3,456068.2,456118.1,443849.6,236641.5,789298.9,418017.2,395107.2,395137.4,388282.1,234737.7,812570.6,271518.2,179080.6,179040.6,164237.5,45848.1,127916.1,117.08%,42.99%,42.98%,41.55%,19.71%,16.71%,708131.4,196047.8,196039.4,184408.3,46642.8,131859,64.95%,45.32%,45.31%,42.30%,19.53%,15.74%,426338.9,417251.3,417307.6,408875.4,232222.2,776382.7,614906.2,399923.2,399984.5,389143.7,184013.5,702751.3,403955.3,358651.2,358745.1,351619.3,178030.1,687637.8,375978.2,350108.4,350212.7,342768.1,177923.2,710957.1,66.77%,51.37%,51.37%,48.76%,24.29%,19.89%,251024.3,179861,179911.9,167133.2,43221.2,141441.3,267.04%,47.21%,47.20%,45.93%,27.74%,19.55%,1642037.8,188817.4,188789.7,178744.8,51052.8,137395,290982.9,213637.4,213676.8,204440,57919.4,466982,201561,181452,181529.1,177322.4,48951.3,455140,204032,186111.2,186150.2,181495,51029.7,461085.6,68.63%,56.69%,56.67%,53.74%,55.04%,21.56%,140018.8,105499.3,105486.3,97537.6,28087.3,99398.1,97.79%,56.16%,56.14%,52.39%,76.53%,23.01%,284557.8,119976.7,119959.7,107109,44328.4,107474.5,371657.6,345754.4,345840.6,334059.7,81083.8,1169965.8,77.54%,60.48%,60.47%,56.98%,13.20%,13.84%,625074.8,253871,253864.2,196268.5,13811.4,214483
01-OE-C5,,76529,53437,53413,50181,501,2273,100.00%,69.83%,69.79%,65.57%,0.65%,2.97%,100.00%,69.83%,99.96%,93.95%,0.94%,4.26%,359599.7,357249.5,357482.5,345651.1,87008.6,1126597.9,552813.6,427749.7,427872.4,391957.3,83653.4,1190987.4,281188.4,213563.2,213628.1,194330.9,11030.7,151312.3,109.78%,61.09%,61.07%,50.49%,14.72%,18.16%,555363.9,456733.1,456834.5,440795.6,230530.7,797931.7,393125.3,395132,395192,385548.2,227352.2,818236.3,285437,178268.7,178229.5,160076.9,44104.2,126797.8,112.28%,43.26%,43.25%,41.63%,18.60%,16.22%,623579.1,197573.3,197559.6,183482.5,42874.2,129393.8,72.61%,45.12%,45.10%,41.52%,19.40%,15.50%,370496.1,417495.7,417606.9,406108.1,226616.6,785653.8,551822,388889.2,389021,375457.8,178327.1,680184.3,349039.9,347719.7,347921.9,338332.3,173546.5,664514.8,340262.1,337772,337868.7,328114.8,171236.2,683654.3,69.60%,51.53%,51.51%,48.54%,23.36%,21.45%,236825.3,174039.5,174019.8,159269.1,39993,146626.1,272.02%,48.03%,48.00%,46.80%,24.05%,20.47%,1501057.8,186788.7,186727,175709.7,42894.7,139240.9,281981.1,218784,218856,208177.7,68230.1,448998,193488.8,190430.7,190541.3,184354.6,59872.1,438570.1,200139.8,191514.8,191584.5,185523.2,60857,443208.2,64.95%,53.60%,53.58%,50.54%,43.16%,21.49%,129984.6,102654.5,102646.2,93771.3,26266,95235.2,95.24%,52.86%,52.83%,49.53%,62.24%,21.76%,268553.5,115653.3,115627.9,103108.4,42468.8,97703.2,344019.2,361032.1,361183.6,344420.9,82584.7,1174819.8,78.19%,59.78%,59.76%,56.22%,12.68%,13.43%,606880.1,261297.8,261289.2,197914.5,12312.2,216268.1
01-KO1_OE-A6,,46865,36443,36437,33852,29,2159,100.00%,77.76%,77.75%,72.23%,0.06%,4.61%,100.00%,77.76%,99.98%,92.91%,0.08%,5.93%,438431.7,441424.7,441549.5,422390.3,77823.3,1125802.1,558553.3,504367.7,504410.6,456092.8,76819.3,1184823.8,264904.6,215300.3,215282,191188.1,6801.9,148151,83.27%,51.13%,51.12%,40.78%,13.34%,16.95%,438813.9,396122.3,396148.3,373984.1,230574.7,699053.1,344867.7,348859.7,348883.5,338434.6,217843.1,705302.6,165409.7,123963,123963.6,109087.2,49955,146391.8,144.05%,40.53%,40.53%,36.99%,22.44%,20.01%,632092.3,160554.4,160554.5,138345.4,51737.7,139903.7,47.96%,35.53%,35.53%,32.23%,22.93%,20.76%,337679.6,368264.2,368290.9,351934.5,224953.6,683748.1,574892.6,440416.5,440467.7,421920.9,244616.2,692523.2,409719.2,406092.9,406179,391477.2,234258.6,670967.2,404146.6,401367,401390,387711.9,238892.8,714362.6,51.65%,41.72%,41.72%,39.43%,37.43%,23.95%,208750.1,167459.2,167446.6,152876.4,89412.3,171076.7,303.16%,40.63%,40.61%,39.28%,29.91%,22.93%,1742843.3,178919.3,178886.1,165730.9,73164.8,158813.5,292697.1,257514.8,257541.9,241751.7,156682.7,475223.2,230068.8,236101,236150.9,224842.6,106393.4,464122.1,235602.5,233196.2,233223.9,223242.9,104049.8,476225.9,50.90%,43.42%,43.43%,40.84%,67.69%,21.88%,119930.2,101263.8,101280,91166,70428.1,104211.4,80.34%,43.30%,43.29%,39.14%,110.59%,21.72%,235138.4,111496.9,111484.6,94619,173272,103220.3,412990.7,448366.2,448435.5,418735.6,76087.2,1170238.5,60.42%,48.77%,48.76%,45.26%,8.74%,13.16%,465108,257864.3,257857.4,185990.2,10250.5,200782.6
01-KO1_OE-B6,,44266,33197,33196,30151,36,2577,100.00%,74.99%,74.99%,68.11%,0.08%,5.82%,100.00%,74.99%,100.00%,90.83%,0.11%,7.76%,446817.4,460740.3,460742.1,434125.2,85036.1,1136744.5,576952.9,530208.1,530216,467404.9,79394.4,1200145.9,287894.3,227739.7,227738.1,194173.3,14760.5,162344.9,88.97%,52.17%,52.17%,40.15%,21.42%,17.79%,450764.3,414143.4,414149.4,385057.4,225573,717392.4,351074.7,360759.8,360767.4,346381.4,207035.4,724497.9,189736.5,136117.5,136122.3,115551.5,65755.1,152181.4,142.98%,41.41%,41.41%,37.45%,27.47%,19.87%,644499.4,171498.5,171497.6,144214.7,61973.6,142565.5,54.04%,37.73%,37.73%,33.36%,31.76%,21.01%,320502.9,383235.3,383242,361558.5,217799.3,701778.3,596331.4,436925.9,436936.3,413051.1,228918.5,683544.7,372862.3,401722.9,401740.5,382806.1,214924.4,661899.9,392010.8,397213,397229.7,379296.2,212935.3,704243.9,56.04%,42.77%,42.76%,39.92%,33.12%,25.21%,219692.6,169868.2,169848.5,151405.6,70519.4,177533.6,361.69%,41.24%,41.23%,39.54%,37.56%,23.43%,2156846,180173.2,180166,163320.8,85972.4,160146,293717.1,262596.2,262600.1,242504,128803.2,473457.5,209316.9,240951.7,240955.9,226401.2,101928.1,462555.8,237092.1,239206.7,239206.9,225384.4,96602.5,473929.6,52.80%,43.59%,43.59%,40.21%,56.08%,22.20%,125174,104267.7,104262.5,90625.6,54174.6,105211.4,80.27%,42.86%,42.86%,37.75%,84.13%,21.34%,235778.6,112539.1,112538.6,91537.8,108368.4,101044.7,382793,469270.9,469278.7,430128.6,77276.8,1183778.4,64.43%,49.43%,49.43%,44.73%,17.36%,14.28%,513335.8,276635.3,276635.8,187670.1,17006.3,213550.7
01-KO1_OE-C6,,41296,30883,30879,27746,25,2660,100.00%,74.78%,74.77%,67.19%,0.06%,6.44%,100.00%,74.78%,99.99%,89.85%,0.08%,8.61%,460977.8,469564.2,469588.4,439456.6,86040.3,1135872.9,603342.1,541887.1,541936.8,472654.8,82132.5,1199274.8,301624.9,236901.9,236854.1,198319,11315.1,164492.9,88.01%,52.44%,52.43%,40.24%,16.86%,18.04%,474227.7,418522.5,418549.3,385655,196910.1,723549.1,357018.5,363185,363221.2,346925.2,191295,733714.3,201370.2,141021.2,141048,117044.2,23050.4,145154.1,154.24%,42.04%,42.03%,37.77%,15.12%,19.69%,731444.1,175934.9,175929.9,145679.4,29777.6,142446.4,56.40%,38.83%,38.83%,33.74%,12.05%,19.78%,335470.3,386089.7,386120.8,361577,194913.2,707805.9,611194.1,434842.9,434879.9,409098.3,225249.3,672947.9,382296.2,398243.5,398298,377656.6,215261,650968.6,394251.9,395243.1,395258,375395.7,224479.5,689101.2,57.34%,44.17%,44.16%,40.83%,26.82%,25.19%,226082.9,174577.2,174560.3,153263.8,60194.7,173589.3,359.27%,42.01%,42.00%,40.47%,30.39%,23.78%,2195817.3,182665.7,182647.4,165580.3,68451.7,160004.2,302100.3,265310.3,265308.2,243233.5,178223.6,471962.4,219164,242523.1,242567.1,226475.8,123055.1,459255.9,241285.6,241363.9,241381.3,225491.4,123175.5,469225.8,53.67%,44.43%,44.42%,40.32%,36.80%,21.12%,129486.2,107229.6,107221.5,90911.6,45323.1,99112.8,79.89%,44.30%,44.27%,38.66%,133.01%,25.56%,241345.6,117539,117458.2,94043.6,237059.1,120648.1,408036.1,478385,478503.9,434570.8,80572.7,1182624,65.43%,50.45%,50.44%,45.13%,13.15%,14.48%,531022.1,284150.8,284132.8,190209.3,13844.1,216392.4
01-KO2_OE-A7,,48579,39974,39952,35896,70,3403,100.00%,82.29%,82.24%,73.89%,0.14%,7.01%,100.00%,82.29%,99.94%,89.85%,0.18%,8.52%,456646.6,450581.9,450800.8,421411,82048.4,1153041,611253.1,529150.8,529284.1,457835.2,76058.4,1219797.8,279266.6,234218.6,234308.6,196586,16197.6,180584.8,86.27%,55.53%,55.52%,42.05%,23.89%,19.56%,477887.7,413838.7,413934.6,380369.9,214796.2,732030.9,362512.9,360452.6,360544.5,345445.6,199573.5,738074,176045.5,136576.7,136527.3,114177.2,42057.4,147561.1,126.86%,42.15%,42.14%,37.16%,26.76%,19.20%,606252.8,174446,174445.9,141336.4,57479.5,140570.9,48.56%,37.89%,37.87%,33.05%,21.07%,19.99%,376631.1,381888.4,381986.8,357367.7,208216,716824.8,540410.4,377091.5,377247.3,351585.8,222346.3,618756.4,361306,339491.5,339731.4,320180.6,210563.6,593197.4,340712.1,332040.5,332111.7,314059.9,221327.4,624894.2,55.32%,47.44%,47.41%,43.70%,32.67%,30.34%,188465.8,157533.4,157446.5,137247.8,72311.5,189588.2,379.29%,47.00%,46.96%,44.90%,35.13%,27.17%,2049722.3,177241.4,177165.8,157846.2,78111.5,168099.5,296938.2,252341,252419,230247.4,110337.8,464614.7,238762.1,228836.8,228934.5,213283,93498.9,450798.3,229412.2,222601,222682.1,208896.5,101719.5,460557.4,50.56%,44.88%,44.88%,40.40%,45.57%,24.65%,115985.3,99908.5,99937.7,84397.1,46351.3,113544.8,79.22%,46.84%,46.82%,41.07%,52.95%,25.21%,235248.5,118193,118176.7,94554.8,58420.5,117141.7,462689.6,460948.6,461088.7,417723.4,73333.4,1200482.4,61.16%,51.98%,51.98%,46.65%,19.74%,15.66%,527301,293843.5,293858.7,192541.3,18169.7,238577.7
01-KO2_OE-B7,,46070,37493,37482,33624,53,3324,100.00%,81.38%,81.36%,72.98%,0.12%,7.22%,100.00%,81.38%,99.97%,89.71%,0.14%,8.87%,473362.7,450359.3,450447.2,419114.5,76838.2,1150795,657685.1,529951,530009.7,456373.4,74264.9,1220635.6,301494.8,240330.5,240348.9,200031,20510.6,176411.8,91.48%,56.18%,56.18%,42.56%,24.69%,19.51%,518973.4,418287.2,418338,383635,218608.6,737149.6,375910.1,363031.4,363086.9,345974.3,200108.4,748524.9,195174.7,143807.4,143795.6,117915.8,49530.4,149283.2,134.85%,42.79%,42.78%,37.98%,28.98%,19.32%,699827.6,178975.8,178976.9,145699.9,63355.7,142452.1,51.92%,39.61%,39.60%,34.08%,24.75%,19.94%,406139.5,384828.5,384880.1,359361,211104.3,721608,591868.6,388104.3,388190.7,360922.2,224940.3,639062.9,395148.2,349225.1,349360.3,328605.4,214610.5,613381.2,363567.2,341739.7,341783.6,323633.1,209104.5,643858.4,56.25%,47.61%,47.60%,43.58%,26.10%,30.28%,204493.8,162715.3,162676.6,141031.7,54569,194948,352.12%,47.02%,47.00%,44.86%,34.51%,26.64%,2084075.4,182493.2,182450.2,161910.2,77618.1,170253.8,320234.6,256068.3,256107.5,233105.3,147017.2,468897.3,250877.2,232239.1,232284.6,215926.9,110098.6,455985.8,239741.9,227489.8,227558.1,213078.7,109045,465722.1,53.60%,45.36%,45.35%,41.05%,38.17%,23.90%,128492.4,103194.7,103196.5,87459.5,41620.6,111326.4,84.38%,46.30%,46.29%,40.61%,108.24%,23.29%,270225.6,118560,118554.1,94673.3,159126.5,109194.8,491003.1,460188.9,460250.8,415475.5,71669,1201224.6,63.69%,53.36%,53.36%,47.73%,26.69%,15.33%,601646.9,297733.6,297741.8,194228.3,18334,238193.7
01-KO2_OE-C7,,48816,36912,36889,32473,49,3852,100.00%,75.61%,75.57%,66.52%,0.10%,7.89%,100.00%,75.61%,99.94%,88.03%,0.13%,10.44%,466216.1,471951.6,472150.2,434068.9,83974.1,1165657.9,647197.1,555474.8,555568.5,468978.1,76154.4,1238193.5,315192.9,249515.4,249680.7,203061.5,16625.7,188783.6,94.94%,56.26%,56.25%,41.42%,24.96%,20.36%,490456.7,423335.2,423448.7,382877.9,219065.9,736241.8,360668.6,365281,365451,345998.3,205538.3,746642.6,206462.7,144270.2,144337.8,114815.2,43634.8,146135.2,136.70%,43.00%,42.99%,37.57%,23.63%,19.30%,670436.8,182046.8,182043.6,143845.5,51769.7,142117.8,57.24%,39.50%,39.50%,33.18%,21.23%,19.57%,355211.9,389077.7,389196.9,359220.3,213627.3,720753.8,546153.4,381115.8,381261.7,350089.8,219151.5,621400.1,348614.5,341649.1,341883.8,318132.6,206306.4,594915.3,338025.8,334816.9,334890.7,312531,199381.7,626834.1,60.81%,48.97%,48.95%,44.33%,25.33%,30.77%,205569.7,163971,163943.5,138548.8,50504.8,192863,357.14%,47.74%,47.71%,45.32%,41.22%,27.57%,1950556.1,181961.5,181882,158672.3,90340.9,171322.5,308808.8,258524.5,258364.5,231825.2,139851.2,464261.6,229024.4,234048.8,234126,215107.7,105679.2,451027.9,231056.1,229152.8,229263.6,211279.4,111856.1,460806.2,54.00%,45.61%,45.59%,40.27%,40.51%,24.96%,124765.6,104517.8,104510,85080.9,45317.6,115033.4,87.91%,48.42%,46.61%,40.35%,133.48%,23.74%,271489.2,125179,120421.5,93536.1,186667.6,110196.7,443541.7,482253.5,482357.5,428780.3,73194.4,1216695.9,67.61%,52.87%,52.88%,46.78%,19.80%,16.20%,614428.8,312486.6,312481.1,194238.8,19007.4,252085.7
01-KO3_OE-A8,,64027,51872,51860,48653,89,2637,100.00%,81.02%,81.00%,75.99%,0.14%,4.12%,100.00%,81.02%,99.98%,93.82%,0.17%,5.08%,386403.1,395171.2,395224.1,379159.3,84389.2,1131696.8,507204.7,465070.8,465120.3,421579.9,78927.3,1192150.9,235650.8,201898.5,201887.7,180772.3,13942.4,158355.7,88.86%,55.45%,55.45%,44.56%,21.92%,17.68%,441430.7,408273.8,408309.2,387619.2,214649.9,745673.1,348406.3,355032.9,355063.9,346305.8,204032.7,756364.6,163749.5,127828.1,127796.9,114794.6,49002.2,150610.9,125.72%,41.46%,41.45%,38.12%,28.45%,18.92%,554966.8,169250.4,169252.7,147756.6,61061.6,141086.3,47.00%,36.00%,35.99%,33.15%,24.02%,19.91%,339344,378111,378146.5,363216.4,207663.6,730433.1,496006,395960.3,396024.2,380652.1,216184.5,646963.1,347423.4,360324.4,360424.2,348581.6,207256.7,623779.6,349840.7,353637.4,353666.9,343584.7,198658.9,653049.8,53.70%,44.13%,44.12%,41.73%,27.53%,27.56%,187872.1,156057.9,156035.8,143383.1,54687.5,179950.6,315.73%,44.38%,44.36%,43.16%,30.76%,25.16%,1566029.5,175708.8,175676.2,164275.4,66497.2,162756.8,259761.5,232619.1,232563.2,219378.6,130872.2,449098.7,200052.3,212431.3,212442.8,203293.5,110082.9,438392.6,206113.7,206800.9,206808.1,198994,106456.9,448099.6,48.71%,43.23%,43.22%,40.56%,42.42%,21.25%,100408.2,89406,89382.2,80716.5,45161.9,95216.3,81.63%,45.55%,45.22%,41.18%,67.31%,22.12%,212046.9,105955.9,105166.8,90340.5,88092,99335.5,362816.2,406586.6,406646.5,381835.1,76354.6,1176428.8,60.99%,51.09%,51.08%,47.68%,16.52%,13.99%,450701.8,257894.3,257895.3,187874.2,17303,210758.8
