Gene	sgRNA	7qDi|beta	7qDi|z	7qDi|p-value	7qDi|fdr	7qDi|wald-p-value	7qDi|wald-fdr
RNASEH1	4	0.022179	0.28148	0.6395	0.96508	0.77834	0.87524
RIMBP3B	4	-0.14636	-1.6576	0.48548	0.94493	0.097396	0.51558
ROPN1B	4	-0.085713	-0.8629	0.69782	0.97022	0.38819	0.65121
EPPIN-WFDC6	4	0.0009318	0.014164	0.7887	0.98388	0.9887	0.99419
ACSM2A	4	0.082483	1.497	0.27036	0.87036	0.1344	0.51558
C16orf87	4	0.073136	1.1062	0.31819	0.89763	0.26864	0.56822
CHST12	4	0.12953	1.2664	0.10212	0.63611	0.20538	0.52819
ZSWIM8	4	0.052863	0.78815	0.43472	0.9346	0.43061	0.68344
LGI2	4	0.092255	1.0235	0.22482	0.82873	0.30606	0.59145
ENKUR	4	0.14405	1.117	0.071542	0.54463	0.26399	0.56496
RC3H2	4	0.057683	1.0773	0.40405	0.92391	0.28134	0.57654
TMEM139	4	0.10239	1.306	0.1846	0.78392	0.19156	0.52229
CDKL3	4	0.1323	0.88047	0.095506	0.61988	0.37861	0.64378
DSPP	4	0.16271	1.2496	0.04206	0.41045	0.21145	0.53177
FAM132B	4	0.057393	1.0613	0.40504	0.92391	0.28853	0.58082
OR8S1	4	0.12125	1.4309	0.12156	0.673	0.15246	0.51558
PDIA6	4	-0.1879	-1.8835	0.38953	0.92197	0.059639	0.51558
TNPO1	4	-0.72758	-2.5754	0.014517	0.21678	0.010012	0.34367
CDRT4	4	0.10155	1.2732	0.18808	0.78981	0.20294	0.52669
RABGEF1	4	-0.41579	-1.8122	0.11559	0.66381	0.06995	0.51558
TMLHE	4	-0.078714	-1.0093	0.72984	0.9754	0.31284	0.59658
C3orf62	4	0.010455	0.025563	0.72323	0.97471	0.97961	0.98957
LOC100130705	4	0.059251	1.3246	0.3945	0.92321	0.18531	0.51993
UNK	4	0.068939	1.2098	0.33991	0.90532	0.22635	0.54147
CDC7	4	-1.3583	-2.3694	0.00024858	0.013966	0.017817	0.45929
SLC39A1	4	-0.041947	-1.5878	0.92468	0.99218	0.11232	0.51558
COL18A1	4	0.06786	1.326	0.34598	0.90673	0.18484	0.51991
C9orf57	4	0.20166	1.5946	0.01233	0.19375	0.11081	0.51558
LENEP	4	0.062648	0.7602	0.37456	0.91833	0.44714	0.69697
MAP3K7CL	4	0.019413	0.4172	0.65904	0.96763	0.67653	0.81445
SRRM1	4	-0.20628	-1.6338	0.35483	0.91201	0.10229	0.51558
DNAJB3	4	0.17665	1.5809	0.027692	0.32104	0.11389	0.51558
MRGPRX1	4	-0.15179	-1.2023	0.47136	0.94199	0.22926	0.54311
ZNF638	4	0.16535	1.1689	0.039226	0.3943	0.24243	0.5522
COTL1	4	0.15663	1.5461	0.049567	0.44971	0.12209	0.51558
ARHGEF9	4	0.089809	1.0882	0.23407	0.83372	0.2765	0.57412
CROT	4	0.068024	0.82413	0.34459	0.90673	0.40987	0.66635
UFD1L	4	-0.79818	-1.7697	0.0092473	0.15993	0.076782	0.51558
ALDH9A1	4	0.049865	0.58932	0.45376	0.94053	0.55564	0.72908
PODNL1	4	-0.025105	-0.29213	0.96977	0.99595	0.77019	0.87149
RTP1	4	0.12989	1.5164	0.10107	0.63187	0.12941	0.51558
AHCYL2	4	0.052843	1.3207	0.43477	0.9346	0.1866	0.52086
CT83	4	-0.092392	-0.99788	0.66874	0.96763	0.31834	0.6011
BRINP2	4	0.11387	1.5812	0.14577	0.72377	0.11383	0.51558
TRIML1	4	0.089969	1.7734	0.23327	0.83251	0.076162	0.51558
ADGRE2	4	-0.15204	-1.2185	0.47082	0.94199	0.22302	0.53888
PRNP	4	0.10745	1.099	0.1658	0.75384	0.27177	0.57042
VSIG10L	4	0.0055247	0.088128	0.75694	0.97943	0.92977	0.96256
MBD5	4	0.18361	1.6446	0.021627	0.27445	0.10005	0.51558
H2AFB2	4	0.17649	1.4739	0.027891	0.32278	0.1405	0.51558
DECR1	4	0.14189	1.5816	0.074277	0.55251	0.11373	0.51558
GLYATL2	4	-0.01136	-0.242	0.87447	0.98846	0.80878	0.89379
MLST8	4	-0.42402	-2.0329	0.11007	0.65542	0.042068	0.51558
COQ9	4	-0.029073	-0.68915	0.99413	0.99925	0.49073	0.71148
DYRK1A	4	0.044146	0.49141	0.49065	0.94493	0.62314	0.77921
CDC26	4	-0.27753	-1.1812	0.24838	0.84583	0.23752	0.5489
KIAA1551	4	0.054893	0.68396	0.4219	0.93155	0.494	0.71148
GAL3ST2	4	0.11474	1.3137	0.14234	0.71736	0.18896	0.52129
GPR153	4	-0.0014644	-0.022071	0.80456	0.98491	0.98239	0.99121
LRAT	4	0.10375	1.2473	0.17908	0.77462	0.21229	0.53268
XKRX	4	0.082663	1.6025	0.26907	0.868	0.10905	0.51558
CDH24	4	-0.10899	-1.6514	0.60197	0.9627	0.09865	0.51558
IGSF9B	4	0.19639	1.6543	0.014517	0.21678	0.098061	0.51558
B2M	4	0.040199	0.69611	0.51482	0.94824	0.48636	0.71148
CAB39	4	0.27366	1.596	0.00094462	0.038	0.11049	0.51558
TTC19	4	-0.042554	-0.36853	0.9208	0.99155	0.71248	0.83686
INTS4	4	-1.0809	-2.6508	0.0016904	0.05296	0.00803	0.316
NCL	4	-0.97353	-2.4041	0.0034802	0.083333	0.016211	0.4365
WDR93	4	0.058652	0.85356	0.39828	0.92321	0.39335	0.65528
SPTY2D1	4	0.11734	1.1909	0.13394	0.6999	0.23368	0.54693
GLTPD2	4	-0.011442	-0.19273	0.87516	0.98846	0.84717	0.91616
SETD9	4	0.086133	1.4751	0.25226	0.85049	0.1402	0.51558
CPSF3	4	-0.47099	-2.1692	0.079099	0.56873	0.030067	0.51558
KISS1R	4	0.12994	1.3165	0.10097	0.63187	0.188	0.52114
CYP2C9	4	0.14629	1.708	0.065825	0.51759	0.087634	0.51558
CGB1	4	-0.67982	-2.3398	0.020135	0.26505	0.019295	0.47213
SLC41A3	4	-0.20423	-1.7462	0.35826	0.91294	0.080778	0.51558
CADM3	4	0.048201	1.4951	0.46351	0.94193	0.1349	0.51558
SLC12A9	4	-0.13354	-1.5674	0.52217	0.95007	0.11703	0.51558
SHANK2	4	-0.10509	-1.2793	0.61723	0.9627	0.20078	0.52663
SLC38A2	4	-0.38301	-1.29	0.14085	0.7136	0.19705	0.52445
FAXC	4	0.21313	1.4926	0.0080541	0.14754	0.13555	0.51558
AMPD3	4	-0.041192	-0.93401	0.92895	0.99264	0.3503	0.62292
XKR3	4	-0.020763	-0.62186	0.94054	0.9948	0.53404	0.71563
CABIN1	4	-0.31777	-1.8195	0.20115	0.80396	0.068834	0.51558
MLANA	4	0.0049321	0.091806	0.76116	0.9795	0.92685	0.96106
PHOX2A	4	0.062321	1.1876	0.3764	0.91857	0.23499	0.54734
C11orf74	4	0.03504	1.2043	0.54932	0.95638	0.22846	0.54256
SULT6B1	4	0.10042	0.73068	0.1925	0.79622	0.46497	0.70888
ZNF383	4	-0.084682	-1.0375	0.70299	0.97149	0.29949	0.58753
OR8A1	4	0.11308	1.2467	0.14825	0.72732	0.21251	0.53291
ZNF468	4	0.046792	0.53751	0.47256	0.94199	0.59091	0.75584
TGS1	4	-0.48036	-1.7862	0.07363	0.54893	0.074061	0.51558
LAMB2	4	-0.039117	-0.59244	0.94153	0.9948	0.55355	0.72742
TARDBP	4	0.041732	0.59181	0.50542	0.94581	0.55398	0.72786
HTR4	4	0.037885	0.42193	0.52948	0.95293	0.67308	0.8124
OR8D2	4	0.17314	1.7044	0.030874	0.34121	0.088304	0.51558
SYN1	4	0.12539	1.4236	0.11102	0.65657	0.15458	0.51558
GGA1	4	-0.17973	-1.6772	0.40609	0.92399	0.093498	0.51558
PPP1R15A	4	0.097896	1.617	0.20175	0.80396	0.10589	0.51558
PRSS58	4	-0.0020796	-0.031985	0.80864	0.98506	0.97448	0.98645
ZNF175	4	-0.013665	-0.25943	0.89231	0.99074	0.7953	0.8859
FAF2	4	-0.051315	-0.53838	0.87089	0.98846	0.59032	0.75537
OR5M8	4	0.21638	1.4405	0.00701	0.13239	0.14973	0.51558
PIP4K2C	4	-0.038878	-0.6814	0.94288	0.99496	0.49562	0.71148
HMG20A	4	0.023629	0.43937	0.62812	0.96296	0.6604	0.80343
KCNG2	4	0.12461	1.2604	0.11251	0.65815	0.20751	0.52926
CT47A12	4	-0.036286	-0.3685	0.95869	0.99595	0.7125	0.83686
CCDC130	4	-0.44378	-1.5778	0.095804	0.62041	0.11461	0.51558
TMEM8C	4	0.10495	1.1505	0.17456	0.76655	0.24995	0.55771
ANKRD27	4	0.042357	1.2702	0.50119	0.94581	0.204	0.5271
RPS6KA6	4	0.1529	1.3251	0.054738	0.47039	0.18513	0.51992
TMPRSS11F	4	0.049356	1.8087	0.4567	0.94053	0.07049	0.51558
TAS2R16	4	0.15551	1.1371	0.051506	0.45902	0.25551	0.56083
OTOL1	4	-0.068734	-1.2383	0.77782	0.98149	0.2156	0.53427
FAAH2	4	0.063027	0.30377	0.37292	0.91833	0.7613	0.86711
DNAJC3	4	0.092789	0.90918	0.22293	0.82873	0.36326	0.63266
CHST1	4	-0.028031	-1.0365	0.98757	0.99824	0.29995	0.58758
MXRA8	4	0.098111	1.5005	0.20125	0.80396	0.13348	0.51558
MARCH6	4	0.032837	0.13247	0.56433	0.95806	0.89462	0.94335
AKIRIN1	4	-0.043652	-0.45506	0.91493	0.99155	0.64907	0.79722
ACP5	4	0.049408	0.82748	0.4564	0.94053	0.40797	0.66546
EPB41L3	4	0.092251	1.4977	0.22482	0.82873	0.1342	0.51558
UBE2E2	4	0.15522	1.6182	0.051854	0.45907	0.10561	0.51558
NNT	4	-0.072791	-0.81689	0.75868	0.97943	0.41399	0.66986
ZNF35	4	0.046444	0.46274	0.47474	0.94248	0.64355	0.79335
LPXN	4	0.062654	1.1816	0.37452	0.91833	0.23735	0.5489
C9orf43	4	-0.077974	-1.3708	0.73317	0.97554	0.17045	0.51558
ERBB4	4	0.019035	0.65185	0.66178	0.96763	0.5145	0.71148
SMURF1	4	-0.11201	-1.0045	0.59148	0.9627	0.31515	0.59822
NEUROD6	4	0.077753	1.0965	0.29313	0.88445	0.27285	0.57127
OR8D4	4	0.13272	1.4993	0.09466	0.61735	0.1338	0.51558
ECHDC3	4	0.13658	1.1968	0.08596	0.59065	0.23137	0.54505
RBM43	4	0.12871	1.5291	0.10406	0.64143	0.12625	0.51558
TRIM60	4	0.11279	1.582	0.14935	0.72966	0.11366	0.51558
KLHL17	4	-0.099025	-1.2365	0.64139	0.96545	0.21626	0.53452
PNPLA8	4	-0.16059	-1.8833	0.45013	0.94053	0.059654	0.51558
E4F1	4	-0.64952	-2.3857	0.024262	0.29558	0.017045	0.44759
TAS2R1	4	0.14563	1.6442	0.067416	0.52355	0.10014	0.51558
CAD	4	-0.2179	-1.3177	0.33459	0.9049	0.18761	0.52097
ATP2A2	4	-1.1362	-2.4396	0.0011932	0.040956	0.014704	0.41883
GPBP1L1	4	-0.20068	-1.8712	0.36517	0.91515	0.061312	0.51558
CEACAM16	4	-0.035936	-0.63821	0.96072	0.99595	0.52334	0.71228
MYRF	4	0.0075582	0.05724	0.74272	0.97698	0.95435	0.97575
F3	4	-0.023645	-0.49136	0.95983	0.99595	0.62317	0.77921
FAM3C	4	-0.072426	-1.7481	0.76027	0.9795	0.080452	0.51558
WHAMM	4	0.034767	0.48805	0.55121	0.95638	0.62552	0.78074
UNG	4	-0.059729	-0.88991	0.8253	0.98846	0.37351	0.63962
PRR4	4	0.081362	0.74725	0.27628	0.8765	0.45491	0.70199
ABO	4	0.13566	1.432	0.088247	0.60068	0.15213	0.51558
CYP7A1	4	-0.033366	-0.64246	0.97738	0.99595	0.52057	0.71181
CLDN22	4	0.056185	0.84476	0.41329	0.92726	0.39825	0.65907
KRTAP11-1	4	-0.01558	-0.21274	0.90509	0.99124	0.83153	0.90677
SHROOM4	4	0.069814	0.97043	0.33623	0.9049	0.33183	0.61112
PUS3	4	-0.10308	-0.65851	0.62504	0.9627	0.51021	0.71148
THBS4	4	-0.060708	-1.0142	0.81983	0.98843	0.31048	0.59499
TTC37	4	-0.24314	-1.6066	0.29482	0.88525	0.10814	0.51558
RBM15	4	-0.56514	-2.3918	0.041265	0.40587	0.016766	0.44372
HES6	4	0.022681	0.72403	0.63563	0.96508	0.46905	0.71092
SPG21	4	-0.033819	-0.28155	0.97445	0.99595	0.77829	0.87523
FBXW8	4	0.040206	1.1584	0.51477	0.94824	0.24668	0.55483
TXNRD3	4	-0.022921	-0.48961	0.95456	0.99591	0.62441	0.77999
HAX1	4	-0.076827	-1.3618	0.73874	0.97671	0.17327	0.516
ZNF543	4	0.039858	0.68455	0.51685	0.94843	0.49363	0.71148
FBXO7	4	0.019154	0.29554	0.66083	0.96763	0.76758	0.87045
PLCG2	4	0.10091	1.5048	0.19091	0.79372	0.13237	0.51558
FAM213A	4	0.096609	1.2768	0.20672	0.81116	0.20166	0.52669
NCSTN	4	-0.0016547	-0.016463	0.80561	0.98491	0.98686	0.99331
ENY2	4	0.052734	0.58604	0.43522	0.93473	0.55785	0.73103
PRORY	4	0.1718	1.6428	0.032316	0.35307	0.10043	0.51558
UFSP2	4	-0.1776	-1.844	0.41136	0.92654	0.06518	0.51558
FOXD4L3	4	-0.24066	-1.3243	0.29895	0.88787	0.18541	0.51999
CCDC91	4	-0.064462	-0.42563	0.80014	0.98491	0.67037	0.81023
ADCY6	4	-0.13241	-1.366	0.52595	0.95058	0.17193	0.51558
DFNB31	4	0.03211	1.0818	0.5695	0.95871	0.27935	0.5759
PNLIP	4	0.04897	0.595	0.45908	0.94053	0.55185	0.72662
TVP23C-CDRT4	4	-0.19154	-1.2541	0.38262	0.91989	0.20982	0.53063
BTNL8	4	-0.041313	-1.2818	0.92806	0.99261	0.1999	0.52595
OR10H5	4	-0.253	-1.3687	0.2806	0.87916	0.1711	0.51558
RPN2	4	-0.97138	-2.7412	0.0034802	0.083333	0.0061224	0.28021
CRLF1	4	-0.20252	-1.7773	0.36124	0.91317	0.075517	0.51558
KIAA1211L	4	-0.041788	-0.90932	0.92562	0.99218	0.36318	0.63266
ZNF48	4	-0.024106	-0.37244	0.96271	0.99595	0.70956	0.83502
C2orf15	4	0.088633	0.88829	0.23884	0.83723	0.37438	0.64024
CALML6	4	-0.04849	-0.76186	0.88839	0.99064	0.44614	0.69584
RAB28	4	0.019997	0.37375	0.65541	0.96763	0.70859	0.83437
ABRA	4	0.063078	1.5468	0.37268	0.91833	0.12191	0.51558
VOPP1	4	-0.037804	-0.32281	0.94984	0.99591	0.74684	0.85825
PARP9	4	0.11933	1.5811	0.12737	0.68705	0.11385	0.51558
P4HTM	4	0.015561	0.50069	0.68524	0.96877	0.61659	0.77438
PRDM11	4	0.10723	1.461	0.1665	0.75547	0.144	0.51558
GCOM1	4	0.056526	0.98204	0.41056	0.92613	0.32608	0.60679
BCAM	4	-0.20907	-1.7022	0.35075	0.91083	0.088721	0.51558
KRTAP15-1	4	0.11566	1.5018	0.13955	0.7136	0.13315	0.51558
CCT7	4	-1.9319	-3.4804	0	0	0.00050063	0.11067
ZNF143	4	-0.28337	-1.7558	0.24073	0.83885	0.079118	0.51558
PLCXD1	4	0.11144	1.2428	0.15328	0.73598	0.21394	0.53331
RAB5A	4	0.10264	1.4219	0.18365	0.7818	0.15506	0.51558
PNPLA3	4	0.070879	0.83756	0.33052	0.90326	0.40228	0.66106
CMPK2	4	0.27308	1.5624	0.001044	0.039474	0.11819	0.51558
PTCH2	4	-0.042114	-0.52052	0.92364	0.99194	0.6027	0.76494
ANKAR	4	0.078946	0.98652	0.28776	0.8842	0.32388	0.60487
BHMT2	4	0.05885	1.4807	0.39709	0.92321	0.13867	0.51558
C19orf80	4	0.058831	1.3675	0.39714	0.92321	0.17147	0.51558
ARNTL2	4	0.10993	1.3064	0.15845	0.74654	0.19141	0.52229
MRPL44	4	-0.33616	-2.1842	0.18286	0.78032	0.028947	0.51558
SLC35G1	4	-0.052188	-0.63535	0.86626	0.98846	0.5252	0.71263
SPTBN4	4	-0.013652	-0.18268	0.89221	0.99074	0.85505	0.9197
MTTP	4	0.058695	1.0123	0.39803	0.92321	0.31139	0.59556
HES1	4	0.13158	1.0424	0.097295	0.62396	0.29721	0.58632
PABPN1L	4	-0.013643	-0.28877	0.89216	0.99074	0.77276	0.87246
DCAF15	4	-0.11781	-1.6549	0.57184	0.95886	0.097937	0.51558
ANKRD44	4	0.086889	1.0916	0.24828	0.84583	0.27501	0.57268
OR1E1	4	-0.059024	-1.003	0.82883	0.98846	0.31584	0.59864
SLC35A5	4	-0.15468	-1.3829	0.465	0.94199	0.16671	0.51558
CPSF3L	4	-1.4955	-2.9201	9.9433e-05	0.0074074	0.0034991	0.22187
COPE	4	-0.82356	-2.6167	0.0081535	0.14855	0.0088791	0.32896
ALKBH1	4	0.098045	1.6736	0.2014	0.80396	0.09421	0.51558
CEP295	4	-0.14021	-1.3379	0.50268	0.94581	0.18095	0.51795
FAM46D	4	0.17855	1.4901	0.025604	0.30419	0.13619	0.51558
WDR73	4	-1.3056	-3.1113	0.00034802	0.017632	0.0018624	0.16799
FOXK2	4	-0.0055848	-0.085325	0.83335	0.98846	0.932	0.96372
RASA4B	4	-0.39388	-2.1852	0.13205	0.69698	0.028874	0.51558
KIF1A	4	0.045158	0.38988	0.48414	0.94493	0.69662	0.82721
MRGPRX2	4	-0.0021867	-0.033841	0.80983	0.98524	0.973	0.9858
RRAD	4	0.069969	0.92763	0.33569	0.9049	0.3536	0.62467
TSPY3	4	0.13464	1.6015	0.090584	0.60658	0.10927	0.51558
HTR6	4	-0.096708	-0.97482	0.65169	0.96763	0.32965	0.60965
RAPGEF6	4	-0.19433	-1.6325	0.37725	0.91857	0.10257	0.51558
GMFB	4	0.062214	0.75027	0.377	0.91857	0.45309	0.70127
ITFG2	4	0.091781	1.4424	0.22616	0.82873	0.14919	0.51558
SUMO2	4	-1.1466	-2.5588	0.0011932	0.040956	0.010504	0.35094
SERTAD4	4	0.076544	1.0621	0.29944	0.88822	0.2882	0.58061
MYOZ1	4	0.031691	0.7503	0.57254	0.95886	0.45307	0.70127
RNF168	4	-0.025765	-0.28683	0.974	0.99595	0.77424	0.87347
ZNF714	4	0.016234	0.19086	0.68117	0.96877	0.84864	0.91702
ANGPT2	4	0.21012	1.4657	0.0093467	0.16151	0.14273	0.51558
BLOC1S5	4	0.088601	0.96543	0.23924	0.83748	0.33433	0.61203
SLC5A2	4	0.080295	1.5928	0.2809	0.87916	0.1112	0.51558
NOVA1	4	0.11078	1.1701	0.15601	0.74132	0.24195	0.55215
FBXO43	4	0.049178	1.0294	0.45754	0.94053	0.30329	0.58967
CNIH3	4	0.15016	1.2702	0.059014	0.48747	0.20401	0.5271
FLOT2	4	-0.019344	-0.20532	0.93084	0.99264	0.83732	0.91066
ASPG	4	-0.050302	-0.69978	0.87715	0.98846	0.48407	0.71148
TMEM72	4	0.015148	0.1935	0.68867	0.96877	0.84657	0.91597
UCMA	4	0.20445	1.5187	0.011435	0.18563	0.12883	0.51558
VWA8	4	-0.010103	-0.11055	0.86542	0.98846	0.91198	0.95301
CHIC2	4	0.027894	0.52767	0.59864	0.9627	0.59773	0.76088
NPY2R	4	0.010974	0.36968	0.71955	0.97471	0.71162	0.83622
PPP2R3B	4	0.054764	1.3159	0.42259	0.93171	0.18819	0.52116
ST8SIA1	4	0.070773	1.3069	0.33116	0.90373	0.19125	0.52229
POTEB2	4	-0.21337	-1.2825	0.34304	0.90654	0.19966	0.52589
TCP10	4	0.1137	1.2883	0.14647	0.72547	0.19764	0.52499
NAT8B	4	-0.12474	-1.4032	0.54927	0.95638	0.16055	0.51558
AR	4	0.03394	1.5987	0.55598	0.95638	0.10988	0.51558
FAM222A	4	-0.052451	-0.75299	0.86507	0.98846	0.45146	0.7002
COL4A6	4	0.11325	1.6195	0.14791	0.72667	0.10533	0.51558
SHE	4	-0.0005643	-0.036572	0.7988	0.98491	0.97083	0.98468
GPM6A	4	0.063785	0.86091	0.368	0.9163	0.38929	0.65218
TCEB2	4	-1.9678	-3.2795	0	0	0.0010398	0.13748
NSRP1	4	-0.41517	-1.3851	0.11594	0.6641	0.16601	0.51558
OR4F17	4	-0.65346	-2.463	0.023466	0.28798	0.013779	0.40461
GJB1	4	0.071921	1.1539	0.32544	0.90222	0.24854	0.55666
MYCL	4	-0.10543	-1.0816	0.61629	0.9627	0.27945	0.5759
SIRT7	4	-0.057513	-0.86009	0.83753	0.98846	0.38974	0.65262
UBQLNL	4	0.080917	1.1814	0.27846	0.87822	0.23744	0.5489
RNASEH2B	4	-0.088651	-0.81644	0.68559	0.96877	0.41425	0.67
IMPG2	4	0.02279	1.163	0.63503	0.96508	0.24482	0.55322
ANGPTL1	4	0.029115	0.59427	0.59128	0.9627	0.55233	0.72684
SLAMF7	4	0.18746	1.6378	0.018892	0.2557	0.10146	0.51558
LRRC40	4	0.087164	1.3184	0.24694	0.84387	0.18736	0.52086
HIST1H1B	4	-0.27452	-1.8029	0.25201	0.85046	0.071411	0.51558
SPTLC2	4	-0.1074	-0.93444	0.60798	0.9627	0.35007	0.62286
CDRT15	4	0.042494	0.36137	0.4999	0.94581	0.71782	0.84055
BTG4	4	0.087961	1.0745	0.24222	0.83899	0.28261	0.57703
FAM96B	4	-1.763	-3.0164	0	0	0.0025581	0.19714
RMDN3	4	-0.02972	-0.94959	0.99846	0.9996	0.34232	0.61703
USP17L12	4	-0.12583	-1.1381	0.54569	0.95638	0.25509	0.56083
PHKA2	4	-0.060837	-1.5579	0.81938	0.98813	0.11926	0.51558
ATP6AP1	4	-1.1968	-2.9943	0.0008949	0.036217	0.0027509	0.20417
ADGRV1	4	0.010175	0.23732	0.72477	0.97471	0.81241	0.89599
COX14	4	-0.12153	-1.5632	0.55886	0.95668	0.11799	0.51558
POC1B-GALNT4	4	0.044404	0.76212	0.48926	0.94493	0.44599	0.69584
NOL11	4	-0.30625	-1.4982	0.21478	0.82051	0.13407	0.51558
SOX14	4	0.16586	1.526	0.038481	0.38992	0.12702	0.51558
SLC17A7	4	-0.044435	-0.62865	0.90952	0.99155	0.52958	0.71376
C8orf33	4	-0.18643	-1.62	0.39251	0.92274	0.10523	0.51558
PARVA	4	0.041077	1.1508	0.50989	0.94753	0.24983	0.55768
ATAD3A	4	0.078221	0.76941	0.29069	0.88445	0.44165	0.69212
TMEM9	4	0.0078479	0.14426	0.74053	0.97671	0.88529	0.93746
NDUFA13	4	-0.21182	-1.4363	0.34568	0.90673	0.15091	0.51558
C8orf31	4	-0.025349	-0.83177	0.97121	0.99595	0.40554	0.66372
SSX7	4	-0.021836	-0.26432	0.9476	0.99591	0.79153	0.88322
ATP5O	4	-0.079223	-1.1193	0.7272	0.97471	0.263	0.56414
STRN	4	-0.044875	-1.376	0.90728	0.99143	0.16882	0.51558
RELA	4	-0.11842	-1.5587	0.5698	0.95871	0.11907	0.51558
NHLH1	4	0.1184	1.5629	0.13075	0.69454	0.11808	0.51558
TCEAL1	4	0.11719	1.2912	0.13453	0.70176	0.19663	0.52445
TMEM108	4	0.069262	1.6223	0.33847	0.90532	0.10475	0.51558
EFTUD2	4	-1.0587	-2.6324	0.0019887	0.059259	0.0084779	0.32346
DHFR	4	-0.75918	-2.6203	0.011833	0.18874	0.0087849	0.32805
RPS11	4	-1.5616	-3.1301	9.9433e-05	0.0074074	0.0017475	0.16528
TSPAN11	4	0.036062	0.57304	0.54256	0.95638	0.56662	0.73675
CXorf21	4	0.00021433	0.0049507	0.79373	0.98393	0.99605	0.99824
ITPKA	4	-0.080502	-0.9307	0.72248	0.97471	0.35201	0.62411
MIP	4	0.011518	0.15719	0.71527	0.97395	0.87509	0.93145
RAB32	4	0.064169	0.84073	0.36611	0.91546	0.4005	0.66065
LHFPL3	4	0.028101	0.95488	0.59725	0.9627	0.33964	0.61512
CYFIP2	4	0.084849	0.85904	0.25863	0.85922	0.39032	0.65294
HSD17B6	4	0.092252	1.1522	0.22482	0.82873	0.24924	0.5575
GRIA2	4	-0.039421	-1.0451	0.93979	0.9948	0.296	0.58528
FAM210A	4	-0.58622	-1.9906	0.035945	0.37364	0.046519	0.51558
MAP3K19	4	-0.15543	-1.3961	0.46316	0.94193	0.16267	0.51558
IL25	4	0.026283	0.43559	0.60963	0.9627	0.66313	0.8054
PLCH2	4	-0.14212	-1.7141	0.49707	0.94581	0.086519	0.51558
NBR1	4	-0.046343	-1.0771	0.89992	0.99074	0.28142	0.57654
RAPH1	4	-0.11342	-1.1286	0.58661	0.96107	0.25905	0.56304
PIEZO1	4	0.12174	1.1434	0.12017	0.67203	0.25287	0.55955
ABAT	4	-0.011413	-0.49586	0.87501	0.98846	0.61999	0.77693
PRPF6	4	-0.6448	-1.842	0.024858	0.29976	0.06548	0.51558
PLGLB2	4	-0.25629	-1.6646	0.27563	0.87601	0.095993	0.51558
TM6SF1	4	-0.087402	-0.20719	0.69056	0.96877	0.83586	0.90977
RIPPLY2	4	-0.11365	-0.97827	0.58581	0.96081	0.32794	0.60859
KCNJ1	4	0.24917	1.5125	0.0019887	0.059259	0.13041	0.51558
FAM120B	4	0.083849	1.1362	0.26335	0.86257	0.25588	0.56109
MEX3C	4	0.07152	1.097	0.32723	0.90222	0.27265	0.57121
LOC728485	4	-0.12833	-1.3644	0.53923	0.95638	0.17245	0.51558
ADCY4	4	-0.051382	-0.85964	0.87074	0.98846	0.38999	0.65281
P2RY6	4	0.060335	1.0968	0.38844	0.9213	0.27272	0.57121
ZNF322	4	-0.095395	-0.78796	0.65666	0.96763	0.43072	0.68357
TNFAIP8	4	0.049531	0.51428	0.45565	0.94053	0.60706	0.76818
SORCS3	4	-0.010406	-0.15252	0.86736	0.98846	0.87878	0.93364
RBMY1J	4	0.077702	1.5996	0.29333	0.88445	0.10968	0.51558
AMICA1	4	-0.036407	-1.2471	0.95794	0.99595	0.21235	0.53269
LYL1	4	0.051473	0.27245	0.44307	0.9386	0.78528	0.87926
SLX1B	4	-0.12001	-0.90692	0.56438	0.95806	0.36445	0.63359
TNFRSF21	4	0.053807	0.72398	0.42866	0.93294	0.46908	0.71092
PRIM2	4	-0.71666	-2.1204	0.015611	0.22606	0.033975	0.51558
DSG1	4	0.062095	0.9109	0.3779	0.91857	0.36235	0.63196
NDUFS4	4	0.10591	0.73606	0.17033	0.75823	0.4617	0.70672
MAP2K5	4	-0.029923	-0.30632	0.99985	0.99995	0.75936	0.86621
CPEB1	4	0.1501	1.2822	0.059063	0.48748	0.19978	0.52589
RFPL3	4	-0.090819	-1.8395	0.6751	0.96877	0.065842	0.51558
ADAT1	4	0.12719	1.128	0.10734	0.64952	0.25934	0.56304
ITGB4	4	-9.4122e-05	-0.0014928	0.79586	0.98463	0.99881	0.99941
TMEM71	4	0.086745	1.7139	0.24933	0.8467	0.086539	0.51558
MPRIP	4	-0.066963	-0.39903	0.78701	0.98379	0.68987	0.82336
MRPS36	4	-0.15588	-0.82505	0.46197	0.94172	0.40935	0.66621
ADGRF3	4	-0.071841	-1.3926	0.76265	0.9795	0.16374	0.51558
BLCAP	4	0.054429	0.78769	0.42483	0.93263	0.43088	0.68371
TEX29	4	0.088777	0.74613	0.23839	0.83671	0.45559	0.70238
NKIRAS2	4	-0.035646	-0.80549	0.96291	0.99595	0.42054	0.67523
NEBL	4	0.13757	1.6898	0.083872	0.58382	0.091071	0.51558
TNFSF4	4	0.058131	0.93117	0.40141	0.92391	0.35176	0.6239
SLC38A4	4	0.041341	1.0258	0.5079	0.94645	0.305	0.59068
MRPS27	4	0.053506	0.35814	0.43045	0.93294	0.72024	0.84221
UBC	4	-0.39311	-1.9155	0.13269	0.69698	0.055429	0.51558
