Gene	sgRNA	7qDi|beta	7qDi|z	7qDi|p-value	7qDi|fdr	7qDi|wald-p-value	7qDi|wald-fdr
KIAA1644	4	0.056904	0.59314	0.40837	0.92531	0.55309	0.72738
TRMT61A	4	-0.36058	-1.1656	0.16098	0.75029	0.24379	0.55277
HLA-B	4	0.063188	0.96222	0.37178	0.91766	0.33594	0.61296
SNX30	4	-0.0012707	-0.047462	0.80362	0.98491	0.96214	0.9801
CLVS2	4	0.081239	0.54886	0.27712	0.87742	0.5831	0.75011
MTHFD2L	4	0.20213	1.338	0.01223	0.19309	0.1809	0.51795
ADAMTSL5	4	-0.058295	-0.9707	0.8334	0.98846	0.3317	0.61103
CFAP97	4	0.09793	1.4752	0.2016	0.80396	0.14015	0.51558
PRDX6	4	0.081039	0.89712	0.27797	0.87802	0.36965	0.63661
TM4SF20	4	0.15393	1.7154	0.053595	0.46646	0.086272	0.51558
SPRR4	4	0.12393	1.3771	0.1143	0.6613	0.16847	0.51558
ZNF709	4	0.11108	1.3861	0.15472	0.73832	0.16571	0.51558
C22orf24	4	0.081548	1.1122	0.27538	0.87559	0.26604	0.56667
FUT5	4	0.0096305	0.18522	0.7276	0.97471	0.85306	0.91898
OPA1	4	-0.20227	-1.4646	0.36194	0.91343	0.14303	0.51558
ZDHHC4	4	0.052414	1.1494	0.43696	0.93513	0.25038	0.55804
PHIP	4	-0.28157	-1.6525	0.24297	0.83922	0.098439	0.51558
E2F5	4	0.13175	1.4079	0.096749	0.62212	0.15917	0.51558
PIP5K1B	4	0.1277	1.4079	0.10629	0.64651	0.15916	0.51558
PPP1CA	4	-0.10059	-1.365	0.63468	0.96508	0.17225	0.51558
ETS1	4	0.57265	1.3578	0	0	0.17451	0.51652
COBLL1	4	-0.014778	-0.24459	0.89957	0.99074	0.80677	0.89241
G3BP1	4	-0.92028	-2.8676	0.0048225	0.10464	0.0041363	0.23436
CCDC107	4	-0.11801	-1.5001	0.57105	0.95879	0.1336	0.51558
TRIM42	4	0.056896	1.0207	0.40852	0.92534	0.3074	0.59271
OR2A2	4	0.16526	1.5218	0.039326	0.39471	0.12806	0.51558
LIAS	4	-0.29963	-2.1159	0.22208	0.82858	0.034356	0.51558
CDC42	4	-1.4618	-3.1864	9.9433e-05	0.0074074	0.0014405	0.15794
LOC149373	4	0.096172	0.883	0.20896	0.81515	0.37724	0.64244
NPIPA5	4	-0.43415	-1.8574	0.10301	0.63844	0.063254	0.51558
EIF2B2	4	-1.1158	-2.6962	0.0013423	0.044702	0.0070141	0.29577
CLUH	4	0.0035432	0.052119	0.77006	0.98001	0.95843	0.97813
HAUS2	4	-0.23892	-1.5984	0.30178	0.89029	0.10995	0.51558
SPATA31E1	4	-0.036801	-0.37499	0.95535	0.99591	0.70767	0.83394
PGLYRP3	4	0.045533	0.84694	0.48136	0.94446	0.39703	0.65811
PNPLA4	4	0.031092	0.57919	0.57671	0.95923	0.56246	0.73374
TRIM29	4	0.03675	0.43938	0.53798	0.95638	0.66038	0.80343
CSHL1	4	-0.40127	-1.6714	0.12563	0.68359	0.094649	0.51558
SLC25A41	4	-0.12202	-0.97424	0.55747	0.9565	0.32994	0.60979
LILRA5	4	0.074992	1.1339	0.30785	0.89441	0.25685	0.56162
CALHM3	4	0.011544	0.28934	0.71502	0.97395	0.77232	0.87246
KRT74	4	-0.015604	-0.1715	0.90524	0.99124	0.86383	0.925
POLDIP2	4	-0.063192	-1.0583	0.80685	0.98491	0.28993	0.58207
DYTN	4	0.06568	1.0634	0.35846	0.91294	0.2876	0.58027
OR10A7	4	0.059219	0.77814	0.39485	0.92321	0.43649	0.68813
DYNLRB2	4	0.22722	1.5988	0.0044745	0.099558	0.10986	0.51558
MINOS1-NBL1	4	-0.034739	-0.8583	0.96863	0.99595	0.39073	0.65329
TRIM14	4	0.0093781	0.14196	0.72979	0.9754	0.88711	0.93849
ARF5	4	-0.12234	-1.4089	0.55643	0.95638	0.15888	0.51558
ZNF32	4	0.1114	1.3637	0.15348	0.73675	0.17266	0.51558
CGREF1	4	0.058966	0.95883	0.39624	0.92321	0.33764	0.61383
SEBOX	4	0.096064	1.5604	0.20916	0.81515	0.11867	0.51558
H2AFB3	4	-0.3014	-2.0588	0.2199	0.82734	0.039513	0.51558
ZAR1	4	0.03734	0.64029	0.53351	0.9554	0.52198	0.71199
MTHFD2	4	-0.031975	-1.0056	0.98653	0.99804	0.31459	0.5978
ADAMTS4	4	0.098557	1.3341	0.19976	0.80396	0.18218	0.51927
SLC12A6	4	0.22027	1.6518	0.005966	0.11788	0.098583	0.51558
HDLBP	4	-0.20576	-1.224	0.35587	0.91266	0.22095	0.53674
FAM149B1	4	0.0064408	0.15568	0.75067	0.97843	0.87628	0.93185
NCLN	4	-0.086259	-1.4343	0.69559	0.96956	0.15149	0.51558
TAF10	4	-0.8518	-2.5766	0.006662	0.12848	0.0099785	0.34367
EHHADH	4	-0.0082932	-0.19299	0.85294	0.98846	0.84696	0.91615
ACPT	4	0.027663	1.079	0.60028	0.9627	0.28059	0.5759
MRPS10	4	0.052629	0.41482	0.43577	0.93473	0.67827	0.81562
INTS7	4	-0.75443	-1.9484	0.01228	0.19357	0.051369	0.51558
DEDD2	4	-0.014434	-0.21941	0.89719	0.99074	0.82633	0.9041
DNAH6	4	-0.064353	-1.3316	0.80064	0.98491	0.18298	0.51927
LYZL6	4	-0.063176	-1.0337	0.80685	0.98491	0.30127	0.58822
CCDC102B	4	0.1512	1.4993	0.057671	0.48434	0.13378	0.51558
SLC35G3	4	-0.065722	-0.41811	0.79368	0.98393	0.67587	0.81414
SLC26A1	4	0.06649	1.1303	0.35363	0.91201	0.25837	0.56279
DCBLD2	4	-0.12077	-1.4951	0.5613	0.95783	0.13489	0.51558
ANPEP	4	0.031388	0.49965	0.57462	0.95886	0.61732	0.77498
ABCB7	4	-1.4817	-2.406	9.9433e-05	0.0074074	0.016128	0.43542
TANC2	4	0.055301	1.5633	0.41827	0.92777	0.11799	0.51558
ZMYND15	4	0.059471	1.208	0.39356	0.92321	0.22706	0.54171
DOCK8	4	-0.012874	-0.47213	0.8861	0.98995	0.63684	0.78883
CLEC1A	4	-0.036986	-0.70363	0.95441	0.99591	0.48166	0.71148
SLC16A1	4	0.069992	1.1117	0.33549	0.9049	0.26629	0.56708
CKMT1A	4	-0.18082	-0.52003	0.4039	0.92391	0.60304	0.76527
MOCS2	4	0.061476	1.0393	0.38187	0.91989	0.29866	0.58707
NF1	4	-0.057089	-0.57301	0.84001	0.98846	0.56664	0.73675
UQCRHL	4	-0.45375	-1.9129	0.088346	0.60088	0.055767	0.51558
DMKN	4	0.012489	0.24185	0.70796	0.97208	0.80889	0.89379
NCKIPSD	4	-0.03397	-0.51278	0.97315	0.99595	0.6081	0.76888
FLAD1	4	-0.005922	-0.069651	0.83594	0.98846	0.94447	0.97034
HDAC11	4	0.014309	0.83928	0.69474	0.96956	0.40131	0.66073
MAP3K15	4	0.16672	1.1627	0.037536	0.38434	0.24495	0.55322
CTSG	4	-0.16392	-1.1863	0.44153	0.9386	0.23549	0.54766
CCDC6	4	-0.0013551	-0.039132	0.80417	0.98491	0.96879	0.98385
HOOK2	4	-0.10136	-1.94	0.63105	0.96475	0.052377	0.51558
DMRTA1	4	0.16679	0.59605	0.037536	0.38434	0.55114	0.72627
ATG5	4	0.10722	0.85571	0.1665	0.75547	0.39216	0.65445
CYP3A4	4	0.014651	0.28352	0.69255	0.96877	0.77678	0.8745
DNAJC25-GNG10	4	-0.067781	-0.75394	0.78269	0.98259	0.45089	0.69978
RWDD3	4	-0.25051	-1.7246	0.28453	0.88168	0.084593	0.51558
SUCLA2	4	-0.13452	-1.3631	0.51904	0.94882	0.17284	0.51558
PKLR	4	0.062076	0.51408	0.37795	0.91857	0.6072	0.7682
MMP24	4	0.011331	0.2907	0.71667	0.97445	0.77128	0.87212
WSB1	4	-0.11133	-1.4029	0.59426	0.9627	0.16066	0.51558
ZEB1	4	0.037605	0.31494	0.53177	0.9546	0.75281	0.86186
MAP1LC3B2	4	-0.03909	-0.33598	0.94163	0.9948	0.73689	0.85231
ATL1	4	0.018779	0.33674	0.66332	0.96763	0.73631	0.852
SUPT20HL1	4	0.050776	0.73327	0.44815	0.94053	0.4634	0.70794
PFKFB4	4	-0.0051527	-0.078872	0.83052	0.98846	0.93713	0.96649
CLIP2	4	-0.061656	-0.93231	0.815	0.98658	0.35118	0.62344
WDSUB1	4	-0.067811	-1.2245	0.78259	0.98259	0.22077	0.5367
RPL7A	4	-0.96854	-1.9816	0.0035299	0.083333	0.047524	0.51558
SLC7A8	4	0.044635	0.70825	0.48817	0.94493	0.47879	0.71148
PPFIBP1	4	-0.15861	-1.3958	0.45506	0.94053	0.16278	0.51558
POPDC2	4	-0.011676	-0.22388	0.87695	0.98846	0.82285	0.9018
HEPN1	4	0.11092	1.1682	0.15541	0.74023	0.24271	0.55232
NDUFA4	4	-0.047209	-0.52055	0.895	0.99074	0.60268	0.76494
KLRK1	4	0.10039	1.4026	0.1928	0.79635	0.16073	0.51558
MCPH1	4	-0.10852	-1.2374	0.60361	0.9627	0.21593	0.53437
SOST	4	0.03737	0.88749	0.53316	0.95537	0.37481	0.64058
SETDB2	4	0.033835	0.25843	0.55668	0.95638	0.79608	0.88625
PPIB	4	-0.058282	-0.82344	0.83345	0.98846	0.41026	0.66677
R3HCC1	4	-0.057192	-0.70117	0.83917	0.98846	0.48319	0.71148
CD46	4	-0.086736	-0.98394	0.69325	0.96895	0.32515	0.60566
VCX3B	4	0.043861	0.94379	0.49224	0.94493	0.34528	0.61937
PSG2	4	-0.1218	-0.73362	0.55797	0.95654	0.46318	0.70774
PCDHGA11	4	0.019321	0.37552	0.65964	0.96763	0.70728	0.83373
GPR173	4	0.14028	1.6159	0.077906	0.5655	0.10612	0.51558
FAM167B	4	0.018221	0.26638	0.6675	0.96763	0.78995	0.88228
KIAA0907	4	0.066982	1.3864	0.3509	0.91083	0.16563	0.51558
ITGA4	4	0.043567	0.31825	0.49398	0.94493	0.7503	0.86035
SYMPK	4	-0.79202	-2.5378	0.0097445	0.1661	0.011156	0.36312
MTRNR2L9	4	-0.049963	-1.5879	0.87884	0.98866	0.11231	0.51558
NRG3	4	0.090597	1.6173	0.23034	0.83103	0.10581	0.51558
KRT15	4	-0.046573	-0.50305	0.89858	0.99074	0.61493	0.77319
POLL	4	0.02528	0.53131	0.61609	0.9627	0.59521	0.75926
CRABP2	4	-0.047497	-0.65448	0.89386	0.99074	0.5128	0.71148
RBBP4	4	-0.8368	-2.5807	0.0075072	0.1393	0.00986	0.34181
MCMBP	4	-0.96722	-2.3554	0.0035299	0.083333	0.018502	0.46481
RRAGD	4	0.042781	0.70253	0.49806	0.94581	0.48235	0.71148
ZDBF2	4	0.04869	0.7604	0.46057	0.94132	0.44702	0.69684
RAD54L2	4	0.090289	1.7061	0.23203	0.83212	0.087989	0.51558
OR51B2	4	0.14991	1.2695	0.059262	0.48812	0.20427	0.52724
KIAA1211	4	0.023734	0.47122	0.62752	0.96272	0.63749	0.78917
TET3	4	-0.027699	-0.28826	0.98513	0.99774	0.77315	0.87267
PCYT1B	4	-0.054351	-1.4871	0.85478	0.98846	0.13699	0.51558
GAGE12C	4	-0.37691	-1.885	0.14681	0.72547	0.059423	0.51558
TAF4B	4	0.15539	1.4896	0.051656	0.45903	0.13632	0.51558
LIPA	4	0.10551	0.96531	0.17192	0.76184	0.33439	0.61203
CACNG3	4	0.028111	1.0329	0.597	0.9627	0.30165	0.58822
RAMP1	4	0.087832	1.4376	0.24292	0.83922	0.15053	0.51558
HSD17B1	4	-0.15027	-1.4382	0.47529	0.94248	0.15037	0.51558
HS3ST3B1	4	-0.10682	-1.0014	0.61077	0.9627	0.31662	0.59961
DNAJA4	4	0.15382	1.5852	0.053744	0.46675	0.11292	0.51558
DTD1	4	0.041429	0.78427	0.50731	0.94605	0.43288	0.68549
FOXE1	4	0.01144	0.27157	0.71577	0.97409	0.78595	0.87959
ADSS	4	0.018106	0.2223	0.66859	0.96763	0.82408	0.90271
KDM8	4	-0.083996	-1.1179	0.70583	0.97183	0.26359	0.56463
CCSER1	4	-0.077699	-0.90682	0.73456	0.97576	0.3645	0.63359
CRTAM	4	0.13794	1.1746	0.082977	0.58113	0.24015	0.55054
ZNF273	4	0.16683	1.2733	0.037536	0.38434	0.2029	0.52669
CYP1A1	4	-0.063309	-0.78038	0.8063	0.98491	0.43517	0.68711
SLC23A3	4	-0.0053999	-0.057374	0.83201	0.98846	0.95425	0.97569
BARHL2	4	0.16974	1.3089	0.034553	0.3656	0.19057	0.5221
OR7E24	4	-1.3058	-2.0294	0.00034802	0.017632	0.042416	0.51558
AACS	4	-0.025728	-0.79117	0.97365	0.99595	0.42884	0.68215
PIGV	4	-0.066461	-1.2686	0.7896	0.98393	0.20457	0.52737
NT5C2	4	0.034611	0.69746	0.5523	0.95638	0.48551	0.71148
PRRX2	4	0.079014	1.2052	0.28766	0.88403	0.22812	0.5425
HIST3H2BB	4	-0.11262	-0.97714	0.58974	0.96238	0.3285	0.6087
CENPV	4	-0.064111	-0.93652	0.80183	0.98491	0.349	0.62227
SP100	4	0.082136	0.95404	0.2724	0.87234	0.34006	0.61538
PIK3R5	4	0.16206	1.5755	0.043104	0.41623	0.11515	0.51558
FAM71C	4	0.012723	0.30564	0.70647	0.97183	0.75988	0.8665
MRPS22	4	-0.070352	-0.90922	0.77021	0.98001	0.36323	0.63266
MEA1	4	0.0081624	0.20122	0.73834	0.97671	0.84052	0.91236
CAMKV	4	-0.0093948	-0.11723	0.85955	0.98846	0.90668	0.95024
HPR	4	0.011131	0.26479	0.71831	0.97471	0.79117	0.88298
OR4D2	4	0.037382	0.37738	0.53306	0.95537	0.70589	0.83291
IGF2R	4	0.10591	0.95799	0.17033	0.75823	0.33807	0.61415
CDKN2B	4	-0.14893	-1.85	0.47902	0.94359	0.064312	0.51558
ALDH7A1	4	-0.039565	-0.59643	0.93915	0.9948	0.55089	0.72617
CYP3A43	4	-0.076682	-0.62474	0.73978	0.97671	0.53214	0.71474
MEX3A	4	0.085183	0.78091	0.25728	0.85783	0.43486	0.68683
PDE2A	4	0.080502	1.0593	0.2802	0.87884	0.28948	0.58173
HCAR2	4	0.011869	0.36773	0.71254	0.97305	0.71307	0.83719
ALPL	4	-0.0010403	-0.031005	0.80238	0.98491	0.97527	0.98694
SAPCD2	4	0.11342	0.98825	0.14736	0.72576	0.32303	0.60432
MMS19	4	-1.0566	-2.4509	0.0020384	0.060651	0.014251	0.41185
MMRN1	4	-0.035942	-0.45037	0.96067	0.99595	0.65245	0.79932
GAGE2B	4	-0.23704	-1.2948	0.30476	0.89281	0.1954	0.52385
SUCNR1	4	0.097704	0.98454	0.20235	0.80467	0.32485	0.60566
VSTM2B	4	-0.062102	-0.59874	0.81267	0.98607	0.54935	0.72504
NAV1	4	0.098334	1.0175	0.20051	0.80396	0.30894	0.59376
GSKIP	4	0.092317	1.1625	0.22462	0.82873	0.24504	0.55331
SH3D21	4	-0.071593	-1.0711	0.76419	0.97962	0.28413	0.57801
PPTC7	4	-0.042629	-0.90942	0.9206	0.99155	0.36313	0.63266
GBA2	4	-0.059059	-1.0174	0.82868	0.98846	0.30896	0.59376
DEFB107A	4	0.090405	1.4954	0.23138	0.83181	0.1348	0.51558
ZNF804A	4	0.24149	1.5908	0.0024858	0.065963	0.11166	0.51558
PELI2	4	-0.078657	-0.85783	0.73014	0.9754	0.39099	0.65346
COPS8	4	-0.49722	-1.6089	0.064383	0.51085	0.10764	0.51558
GLO1	4	-0.0043087	-0.14853	0.825	0.98846	0.88193	0.93541
WWTR1	4	-0.71216	-2.4248	0.016058	0.2306	0.015318	0.4238
ADAM12	4	0.060078	0.72637	0.39023	0.92197	0.46761	0.71036
RETNLB	4	0.012759	0.097344	0.70632	0.97183	0.92245	0.95868
CUL7	4	0.032847	0.71954	0.56418	0.95806	0.47181	0.71148
E2F3	4	-1.2448	-2.9735	0.00069603	0.030837	0.0029438	0.20923
NUP205	4	-0.99235	-2.9574	0.002983	0.075	0.003102	0.21295
PAX1	4	0.14068	1.5434	0.076961	0.56128	0.12274	0.51558
TCEAL5	4	0.13519	1.652	0.08954	0.60579	0.098537	0.51558
CAPNS2	4	-0.0046407	-0.071892	0.82719	0.98846	0.94269	0.96949
FAM124A	4	-0.21584	-1.6746	0.33822	0.90529	0.094004	0.51558
FGF4	4	0.05894	1.1074	0.39644	0.92321	0.26811	0.5682
CCDC132	4	-0.068918	-1.1644	0.77682	0.98116	0.24427	0.55311
LRRC37B	4	-0.16998	-1.113	0.42791	0.93286	0.26572	0.56636
KRT19	4	0.075691	1.3424	0.30466	0.89281	0.17945	0.51795
PEX11B	4	-0.012097	-0.032441	0.88013	0.98867	0.97412	0.98632
OR14I1	4	-0.0076676	-0.20909	0.84901	0.98846	0.83438	0.90894
IKBKG	4	-0.09932	-1.7568	0.63995	0.96508	0.078948	0.51558
ALAD	4	-0.056664	-0.86554	0.84225	0.98846	0.38674	0.64994
LRIG1	4	0.082477	1.5209	0.27036	0.87036	0.12828	0.51558
PSMD3	4	-1.3643	-3.1003	0.00024858	0.013966	0.0019331	0.17223
TRPM7	4	-0.15081	-1.1778	0.47395	0.94248	0.23887	0.55014
SELE	4	0.015811	0.36458	0.68365	0.96877	0.71542	0.83907
OIP5	4	-0.32296	-1.2512	0.19539	0.79947	0.21085	0.53111
MYO3B	4	0.058726	1.1068	0.39793	0.92321	0.26838	0.56822
TRIM56	4	-0.082298	-0.97289	0.71378	0.97349	0.33061	0.61016
RHOG	4	0.049515	0.5504	0.45585	0.94053	0.58204	0.74898
STRN4	4	-0.13754	-1.6741	0.51049	0.94753	0.094103	0.51558
MNT	4	0.02595	0.16268	0.61176	0.9627	0.87077	0.92889
FAM209B	4	-0.054791	-0.72315	0.85239	0.98846	0.46959	0.71108
UNC45B	4	0.14277	0.97336	0.072984	0.54674	0.33037	0.61016
CPN1	4	0.12918	1.6395	0.10321	0.63868	0.10111	0.51558
ZNF586	4	0.041412	1.0617	0.50741	0.94605	0.28837	0.58074
GP1BA	4	0.10924	1.1452	0.16078	0.75029	0.25214	0.55903
TWF1	4	-0.081831	-0.89647	0.71552	0.97395	0.37	0.63662
SIX2	4	0.14002	1.3743	0.078403	0.56747	0.16934	0.51558
FAM171A2	4	-0.097336	-1.1901	0.64875	0.96763	0.23399	0.54708
MORC1	4	-0.03392	-0.51062	0.9734	0.99595	0.60962	0.77002
CRACR2A	4	0.029469	0.45355	0.58914	0.96238	0.65015	0.79793
ROCK1	4	0.11145	1.1031	0.15323	0.73591	0.26998	0.56916
GLIPR1	4	-0.030008	-0.66351	0.99906	0.9997	0.507	0.71148
CAMK1D	4	0.023106	0.20976	0.63289	0.96508	0.83386	0.90852
JOSD1	4	-0.10095	-0.99621	0.63319	0.96508	0.31915	0.60172
FLNA	4	0.032237	1.3877	0.56851	0.95871	0.16524	0.51558
GBGT1	4	0.052416	1.3091	0.43696	0.93513	0.19049	0.52209
C7orf60	4	-0.095191	-0.95317	0.65765	0.96763	0.34051	0.61591
CPXM1	4	0.030623	0.57741	0.58039	0.96051	0.56367	0.73454
ZFP28	4	0.1784	1.6032	0.025803	0.30583	0.10889	0.51558
FAM127A	4	0.029777	0.93503	0.58695	0.9614	0.34977	0.62266
USP17L28	4	-0.59934	-2.4919	0.033111	0.35691	0.012706	0.38431
ANP32E	4	-0.23362	-1.8503	0.31003	0.89495	0.064267	0.51558
C12orf77	4	0.0023629	0.021211	0.77856	0.98158	0.98308	0.99155
TPCN1	4	0.04945	0.96555	0.45605	0.94053	0.33427	0.61203
ERAS	4	0.030163	0.31073	0.58402	0.96075	0.75601	0.864
SCARF1	4	-0.038433	-0.7244	0.94581	0.99591	0.46882	0.71092
KCTD19	4	-0.029929	-0.62852	0.9997	0.99995	0.52967	0.71376
S100A12	4	0.0092663	0.17245	0.73059	0.9754	0.86308	0.92441
PHLDA2	4	-0.019476	-0.17558	0.93154	0.99264	0.86063	0.92316
EEF1E1	4	0.11467	1.1902	0.14269	0.71796	0.23395	0.54704
CSH1	4	-0.39515	-2.2292	0.1309	0.69454	0.025803	0.51558
SPDYE6	4	-1.3805	-3.2159	0.00019887	0.012085	0.0013002	0.15117
SLC4A7	4	0.072108	0.71168	0.3243	0.90184	0.47666	0.71148
TAAR8	4	0.037822	0.80732	0.53028	0.95385	0.41948	0.67429
ITLN2	4	-0.0050442	-0.082753	0.82987	0.98846	0.93405	0.96489
TSEN15	4	-0.18152	-1.194	0.40251	0.92391	0.23248	0.54568
GBP6	4	-0.0534	-0.89669	0.86	0.98846	0.36988	0.63662
OR52N2	4	0.1048	1.3562	0.17495	0.76655	0.17505	0.51652
GNB2L1	4	-1.8778	-3.2838	0	0	0.0010241	0.13748
HIF1AN	4	-0.25922	-1.6511	0.27145	0.87193	0.098727	0.51558
ERCC6L	4	-0.10834	-1.4228	0.60411	0.9627	0.15481	0.51558
KRBOX4	4	0.017286	0.28876	0.67411	0.96877	0.77276	0.87246
OR4M2	4	-0.30306	-1.7139	0.21841	0.82668	0.086546	0.51558
EMX1	4	-0.0074477	-0.097483	0.84732	0.98846	0.92234	0.95865
KLF2	4	0.12164	0.90334	0.12061	0.67239	0.36634	0.63443
HIST1H1A	4	-0.17866	-1.3878	0.40852	0.92534	0.1652	0.51558
FAM136A	4	-0.31447	-1.8761	0.20503	0.80799	0.060637	0.51558
UGT2A2	4	0.092228	1.5738	0.22482	0.82873	0.11553	0.51558
OR51V1	4	0.014926	0.32688	0.69022	0.96877	0.74376	0.85667
WDR27	4	-0.025893	-0.76173	0.97469	0.99595	0.44622	0.69586
SNRPD2	4	-1.4751	-2.669	9.9433e-05	0.0074074	0.0076069	0.30486
SERPINA12	4	-0.060536	-0.69072	0.82082	0.98846	0.48974	0.71148
AMZ1	4	-0.093011	-1.3923	0.66615	0.96763	0.16382	0.51558
PPL	4	-0.0161	-0.16209	0.90852	0.99143	0.87123	0.92892
PRPS1	4	0.077735	1.3525	0.29328	0.88445	0.1762	0.51652
WDR17	4	0.089702	1.2456	0.23456	0.83483	0.21291	0.53295
COL12A1	4	0.097767	1.0584	0.20205	0.80396	0.28989	0.58203
CD22	4	0.021726	0.35456	0.64264	0.96545	0.72292	0.84358
NIPSNAP3B	4	0.097187	1.3711	0.20439	0.80734	0.17034	0.51558
SAG	4	-0.0112	-0.17549	0.87307	0.98846	0.86069	0.92316
EID3	4	-0.051375	-0.50083	0.87074	0.98846	0.61649	0.77437
CCDC77	4	0.086351	1.2873	0.25147	0.84971	0.19801	0.52511
NPC1L1	4	-0.07213	-1.2337	0.76146	0.9795	0.21733	0.53488
VPS29	4	-0.57906	-1.8945	0.037934	0.38633	0.058162	0.51558
KPNA3	4	-0.015927	-0.2078	0.90718	0.99143	0.83538	0.90941
NR6A1	4	0.12771	1.3252	0.10629	0.64651	0.18511	0.51992
ALDH1L2	4	-0.069376	-0.87263	0.77493	0.98075	0.38286	0.64673
TRIM64	4	-0.082798	-0.59429	0.71105	0.97287	0.55232	0.72684
TRIM8	4	0.036463	0.50607	0.53982	0.95638	0.61281	0.77206
CRELD1	4	-0.063263	-0.96828	0.80635	0.98491	0.33291	0.61135
ZYG11B	4	-0.041878	-1.0934	0.92493	0.99218	0.2742	0.57206
NDUFC2	4	-0.1246	-1.4031	0.54977	0.95638	0.16059	0.51558
C5orf34	4	0.082723	1.4639	0.26862	0.86748	0.14323	0.51558
KANK1	4	0.083999	1.0372	0.26265	0.86253	0.29966	0.58758
KRT16	4	-0.025445	-0.63412	0.97216	0.99595	0.526	0.71264
E2F8	4	0.12906	0.98007	0.10326	0.63868	0.32705	0.60785
MRPL49	4	-0.21583	-1.5183	0.33822	0.90529	0.12893	0.51558
APOA1BP	4	0.065857	1.4521	0.35766	0.91294	0.14647	0.51558
TCHP	4	0.015617	0.42405	0.685	0.96877	0.67153	0.811
CRIP2	4	-0.046383	-0.75255	0.89967	0.99074	0.45172	0.7004
KCNJ3	4	0.17037	1.2213	0.033907	0.36257	0.22199	0.53785
ZBTB41	4	-0.032568	-0.3324	0.9825	0.99738	0.73959	0.85429
CDHR4	4	0.0086095	0.16789	0.73556	0.97612	0.86667	0.92666
EID1	4	-0.076738	-0.70194	0.73929	0.97671	0.48272	0.71148
ZNF433	4	0.08474	0.9907	0.25897	0.85922	0.32183	0.60335
TMEM45A	4	-0.058274	-0.50669	0.8335	0.98846	0.61237	0.77181
HYAL4	4	0.011196	0.1811	0.71771	0.97468	0.85629	0.92079
TMEM91	4	-0.064181	-1.7099	0.80143	0.98491	0.087281	0.51558
FAM102B	4	0.088758	0.94579	0.23839	0.83671	0.34425	0.61845
PPP1R12C	4	0.061354	0.95229	0.38252	0.91989	0.34095	0.61621
GIMAP7	4	0.17847	1.5319	0.025654	0.3046	0.12555	0.51558
NUPL2	4	-0.13945	-0.83856	0.50457	0.94581	0.40172	0.66073
TRIP6	4	-0.23088	-1.4197	0.31466	0.89633	0.1557	0.51558
SEC22B	4	-1.1574	-2.2871	0.0010938	0.04059	0.022192	0.50329
ACTRT2	4	0.060627	1.0422	0.38689	0.9213	0.29733	0.58638
SAMD9	4	0.015974	0.39726	0.68246	0.96877	0.69117	0.82418
BTNL10	4	0.028885	0.40035	0.59287	0.9627	0.6889	0.82267
YEATS2	4	-0.77955	-2.3428	0.010391	0.17373	0.019142	0.47126
ASPHD2	4	-0.11	-1.8037	0.59879	0.9627	0.071284	0.51558
CACNA2D3	4	0.26737	1.3466	0.0011435	0.040956	0.17811	0.51693
BAHD1	4	-0.02614	-0.20821	0.97599	0.99595	0.83506	0.90924
CCL27	4	0.036338	0.28116	0.54077	0.95638	0.77859	0.87539
KIAA0368	4	0.17772	1.6086	0.026598	0.31195	0.1077	0.51558
VPS36	4	-0.087609	-0.60039	0.68952	0.96877	0.54824	0.72449
SAT1	4	0.090069	1.1373	0.23292	0.8323	0.2554	0.56083
WDR37	4	0.34039	1.5108	4.9717e-05	0.005291	0.13085	0.51558
DEPTOR	4	0.026265	0.69164	0.60987	0.9627	0.48916	0.71148
C9orf16	4	-0.08023	-1.653	0.72368	0.97471	0.09833	0.51558
RC3H1	4	0.046167	0.61082	0.47658	0.94248	0.54132	0.7194
RPSA	4	-1.851	-3.2793	0	0	0.0010406	0.13748
KLHDC8B	4	0.0049536	0.12224	0.76101	0.9795	0.90271	0.9481
PPP1R26	4	0.0072345	1.1194	0.7455	0.97772	0.26296	0.56414
PARD6B	4	-0.0061978	-0.051897	0.83802	0.98846	0.95861	0.97816
GLIS3	4	0.09557	1.5613	0.2111	0.81701	0.11845	0.51558
PRKRIR	4	-0.56441	-1.6187	0.041563	0.408	0.10551	0.51558
ARVCF	4	-0.0074434	-0.22804	0.84722	0.98846	0.81962	0.89978
YAP1	4	0.0017798	0.01753	0.78304	0.98266	0.98601	0.99307
MOV10L1	4	0.16509	1.5939	0.039475	0.39542	0.11096	0.51558
ZNF335	4	-0.26187	-1.7895	0.26767	0.86727	0.073542	0.51558
NAA11	4	-0.08256	-0.73222	0.71219	0.97304	0.46403	0.70818
PLD1	4	-0.1169	-1.2161	0.57482	0.95887	0.22396	0.5398
NWD1	4	-0.0043629	-0.11194	0.82549	0.98846	0.91087	0.95224
ZNF74	4	-0.055507	-1.6897	0.84836	0.98846	0.09109	0.51558
NUP54	4	-0.20347	-0.72464	0.35975	0.91294	0.46867	0.71082
PDZD9	4	0.33281	1.2572	4.9717e-05	0.005291	0.20868	0.52983
ENO1	4	-0.73789	-2.5372	0.013772	0.21001	0.011176	0.36312
RNASE12	4	0.12219	1.1554	0.11882	0.67068	0.24792	0.55603
PNPLA1	4	-0.14534	-1.3584	0.48822	0.94493	0.17434	0.51652
