Gene	sgRNA	Cont1|beta	Cont1|z	Cont1|p-value	Cont1|fdr	Cont1|wald-p-value	Cont1|wald-fdr
TMPRSS11B	6	0.10762	1.4829	0.29835	0.73096	0.13809	0.41846
ZNF212	6	0.037468	0.38453	0.59897	0.88622	0.70059	0.83066
PBX1	7	0.012113	0.18269	0.69652	0.9264	0.85504	0.92325
NFATC3	6	0.059975	0.66041	0.49287	0.83558	0.50899	0.72336
EN1	6	0.064595	0.83377	0.47262	0.82974	0.40441	0.64861
PBRM1	49	0	0	0.36252	0.77292	1	1
CUL3	16	-1.4503	-5.9871	0	0	2.1367e-09	4.9942e-07
NR2E3	6	0.1367	1.4156	0.2085	0.63345	0.15691	0.43487
ZIC5	7	0.13535	1.0024	0.17684	0.59615	0.31616	0.5836
HSFX2	6	0.0013867	0.023878	0.79036	0.95924	0.98095	0.99343
DPP8	5	0.054234	1.2821	0.57558	0.87549	0.19982	0.46955
PRSS36	17	-0.054517	-0.86808	0.98403	0.99567	0.38535	0.63358
neg40	1	0.3653	0.58879	0.19566	0.61913	0.55601	0.73884
KCNA6	6	0.19397	1.1176	0.086423	0.42201	0.26375	0.52961
KDM4A	31	-0.0079466	-0.22111	0.49258	0.83558	0.82501	0.90724
MEP1A	6	-0.11853	-0.86006	0.668	0.92277	0.38976	0.63735
ADNP	6	-0.089635	-1.7175	0.78266	0.95918	0.085895	0.36996
ZNF639	5	0.079291	1.7205	0.46492	0.82235	0.085341	0.3698
LONP2	6	-0.15274	-1.6157	0.54763	0.85951	0.10617	0.38734
ZBTB20	11	0.11007	1.2697	0.14461	0.53871	0.20419	0.47221
HSF1	7	-0.57208	-3.075	0.018254	0.1658	0.0021053	0.037468
ZNF563	6	0.08242	1.1695	0.39276	0.78947	0.24222	0.51406
SPOPL	6	0.22009	1.6409	0.053908	0.32756	0.10082	0.38332
SEC11A	2	0.027844	0.10811	0.85425	0.96564	0.91391	0.9559
ATF2	12	-0.019281	-0.47578	0.77325	0.95391	0.63423	0.78545
KDM4B	33	-0.080321	-1.573	0.78408	0.95918	0.11571	0.39439
ESX1	6	0.23622	1.5303	0.041643	0.28571	0.12594	0.40385
ZNF354A	6	0.083969	1.4723	0.38819	0.7872	0.14093	0.42376
LACTB	6	0.037291	0.37233	0.59897	0.88622	0.70965	0.83716
POU4F3	6	-0.1104	-1.4567	0.69795	0.92725	0.14521	0.42745
TRIM59	8	-0.074442	-0.91403	0.85339	0.96564	0.3607	0.61232
USP16	12	-0.15704	-2.6575	0.42556	0.80301	0.0078714	0.10568
SKP2	16	-0.43546	-3.9442	0.0039932	0.056911	8.0081e-05	0.0023794
ZNF382	6	0.14478	1.2682	0.18768	0.60982	0.20472	0.47227
NHLRC1	10	0.13332	1.8263	0.11694	0.48751	0.067798	0.35542
LMX1B	6	0.02008	0.18684	0.69424	0.92635	0.85178	0.92206
UBE2G1	8	-0.079961	-1.2847	0.82573	0.96481	0.19891	0.4693
ADAMTS14	6	0.021452	0.22364	0.68397	0.92515	0.82304	0.90599
KDM4C	34	0.048584	1.4664	0.11238	0.47816	0.14255	0.42501
NPEPL1	6	0.11017	1.3516	0.28865	0.72441	0.17651	0.45013
AMBRA1	10	-0.0091378	-0.1398	0.75328	0.94292	0.88882	0.94088
ZNF317	6	0.22755	1.7842	0.047918	0.30713	0.074396	0.35878
MPND	6	-0.06565	-0.84901	0.88106	0.97216	0.39588	0.643
ZNF541	5	-0.23508	-1.9022	0.35653	0.77292	0.057141	0.35024
RFX7	6	0.023176	0.47542	0.67598	0.92412	0.63449	0.78549
KDM5A	28	0.083003	2.1113	0.047918	0.30713	0.034751	0.27957
ZNF302	6	-0.066279	-1.3392	0.87849	0.97192	0.1805	0.45249
ZCWPW1	12	-0.056766	-0.97887	0.97718	0.99448	0.32764	0.58866
NR1D1	6	0.18715	1.8366	0.095836	0.43807	0.066267	0.35542
NKX6	13	0.25867	2.3083	0.0022818	0.035398	0.020984	0.20666
ZNF219	5	0.03457	0.3012	0.66058	0.91799	0.76326	0.87126
SUV39H1	15	0.19616	1.876	0.0057045	0.075472	0.060653	0.35542
ENDOU	5	-0.025831	-0.30823	0.94438	0.98692	0.75791	0.8678
RPS6KA1	12	-0.14306	-1.3977	0.48774	0.83558	0.16221	0.4408
SHPRH	17	0.065704	1.2652	0.19509	0.61913	0.2058	0.47377
F7	6	0.030727	0.48018	0.63349	0.90616	0.6311	0.78268
ASCL2	6	0.44311	1.49	0	0	0.13622	0.41601
neg18	1	0.30821	0.60681	0.27695	0.71136	0.54398	0.73495
HKR1	6	0.045141	1.2723	0.56361	0.86711	0.20326	0.47146
FBXL12	16	-0.10589	-1.6893	0.65516	0.91296	0.091153	0.37199
ANKIB1	9	0.034144	0.58359	0.53337	0.85479	0.55949	0.73981
ASB6	17	-0.090206	-1.5288	0.74701	0.94276	0.12631	0.40391
KLHL20	6	-0.16996	-1.552	0.49287	0.83558	0.12067	0.39951
ZNF25	6	-0.076061	-0.98442	0.83771	0.96485	0.32491	0.58776
TMPRSS4	6	-0.022055	-0.28182	0.90816	0.97756	0.77808	0.88035
MLL5	9	-0.04668	-0.8206	0.98602	0.99625	0.41188	0.65341
NFKB1	7	-0.0085564	-0.24005	0.81061	0.96437	0.81029	0.90043
ZNF586	6	0.076921	1.1378	0.41301	0.7943	0.25519	0.5247
PLAG1	6	-0.025783	-0.54009	0.92356	0.97973	0.58914	0.7605
ZMYND8	20	-0.52831	-4.255	0.00028523	0.0057143	2.0902e-05	0.00081425
FBXO40	14	0.10821	1.8575	0.099544	0.44744	0.063246	0.35542
FOXQ1	6	0.23546	1.8319	0.042213	0.28794	0.066969	0.35542
ZNF197	4	0.07012	0.87298	0.55334	0.86239	0.38268	0.63137
TPSD1	6	-0.28746	-1.3521	0.22875	0.65338	0.17633	0.45013
ZNF580	6	-0.030913	-0.35139	0.95037	0.98755	0.72529	0.8465
ZNF10	6	-0.12675	-1.4633	0.63862	0.90795	0.14337	0.42519
ZNF358	6	0.11565	0.61669	0.26811	0.70082	0.53744	0.73284
RCHY1	10	-0.061374	-1.3947	0.94638	0.98692	0.1631	0.44158
ZNF519	6	0.076306	0.82937	0.41586	0.79672	0.40689	0.65021
TRIM63	12	0.15182	1.3916	0.052196	0.32389	0.16405	0.4423
FBXO34	12	-0.11334	-1.6515	0.63719	0.90791	0.098628	0.38271
PITX3	6	0.42023	1.635	0	0	0.10206	0.38332
JADE2	6	0.12947	1.2375	0.2259	0.65185	0.21591	0.48369
KLHL9	6	0.10751	0.78183	0.29835	0.73096	0.43431	0.67109
TRIM13	9	0.0020636	0.03872	0.71107	0.93118	0.96911	0.98656
ZNF566	6	0.03526	0.8739	0.60839	0.88949	0.38217	0.63113
ZNF567	6	0.13926	1.5855	0.2008	0.62621	0.11284	0.39276
ASH1L	24	-0.13236	-2.788	0.40987	0.7943	0.005303	0.075887
LEUTX	7	0.054347	1.3071	0.48089	0.83432	0.19119	0.46324
ZNF628	6	0.16847	1.5636	0.13634	0.52546	0.11792	0.39638
NKX2	42	0	0	0.36252	0.77292	1	1
OVCH2	5	-0.078448	-0.88718	0.832	0.96481	0.37498	0.62681
TAOK1	6	0.052269	0.92357	0.52824	0.85235	0.35571	0.60984
MMP27	6	0.071362	1.0362	0.43468	0.80596	0.3001	0.5678
POU6F2	6	0.039708	0.66537	0.5907	0.88015	0.50581	0.72059
ZNF660	6	0.075443	0.61641	0.41814	0.79837	0.53763	0.73284
RING1	12	-0.073355	-1.0681	0.87079	0.96921	0.28549	0.55178
CAPN7	6	0.012958	0.22322	0.73075	0.93896	0.82336	0.90606
ZIM3	6	0.20763	1.9025	0.070165	0.38378	0.057109	0.35024
ZNF552	6	-0.10692	-0.99509	0.71278	0.93118	0.31969	0.58469
FOXR1	6	0.16625	1.3378	0.13805	0.52546	0.18095	0.45283
ZNF585B	6	0.09908	0.91343	0.33115	0.75	0.36101	0.61232
ACY1	6	0.0095646	0.1274	0.74643	0.94274	0.89862	0.94608
MYO3B	6	-0.058789	-0.53204	0.915	0.97756	0.5947	0.76345
ALK	6	-0.089147	-1.162	0.78408	0.95918	0.24522	0.51699
KLKB1	6	0.10412	1.9345	0.31118	0.73887	0.053051	0.34631
UBR7	6	0.1104	1.0226	0.28779	0.72401	0.30651	0.574
NFXL1	9	0.066966	1.2286	0.36366	0.77367	0.21923	0.48897
ZSCAN16	6	-0.075415	-0.90653	0.84141	0.96564	0.36466	0.61641
DMRTA1	6	0.065548	0.75312	0.46606	0.82235	0.45138	0.6836
RHOXF2B	7	0.047214	1.3787	0.51398	0.84489	0.16798	0.44347
RHOXF1	7	0.0082562	0.10134	0.71392	0.93118	0.91928	0.9598
CBL	15	0.095073	1.6181	0.11922	0.49176	0.10563	0.38677
ZNF790	6	0.14626	1.4373	0.18369	0.60391	0.15064	0.43083
neg95	1	0.16584	0.65339	0.57216	0.87293	0.51351	0.72578
ZNF823	6	0.0524	0.68483	0.52596	0.85134	0.49345	0.71538
ZNF480	6	0.031107	0.65011	0.6312	0.90363	0.51562	0.72605
RHBDD2	6	0.21516	1.9239	0.061609	0.35352	0.054363	0.34726
AHRR	6	0.17602	1.2969	0.1178	0.4876	0.19467	0.46683
FOXR2	6	0.19651	1.5742	0.083571	0.41857	0.11545	0.39439
FBXL5	20	0.25081	2.8691	0.00028523	0.0057143	0.004117	0.062758
FOXB1	6	0.00031517	0.0040995	0.79492	0.96041	0.99673	1
MMP2	6	0.056455	1.034	0.5057	0.83949	0.30115	0.56887
EBF1	8	0.06842	1.1973	0.3668	0.77538	0.23119	0.50378
TWIST2	6	0.20432	1.6618	0.073873	0.39422	0.096551	0.38206
ZNF555	6	-0.029789	-0.35865	0.94581	0.98692	0.71985	0.8438
CXXC4	6	0.19078	1.5869	0.092983	0.43651	0.11253	0.39276
C1RL	6	0.018236	0.20903	0.7028	0.92868	0.83442	0.91222
ZNF557	6	-0.0099109	-0.18856	0.85083	0.96564	0.85044	0.92166
ADAM15	6	0.01767	0.19313	0.70565	0.92868	0.84685	0.91931
TRIM23	10	-0.031919	-0.35632	0.8862	0.97216	0.7216	0.84472
TRERF1	8	0.20124	1.8683	0.040787	0.28205	0.061714	0.35542
KLHL13	6	0.1681	1.7521	0.13634	0.52546	0.079765	0.36201
RNF213	11	-0.024641	-0.49523	0.82573	0.96481	0.62044	0.77823
ZNF286A	6	-0.16786	-1.5751	0.49914	0.83893	0.11522	0.39439
KLHL29	6	0.022625	0.22016	0.67741	0.92412	0.82575	0.90726
MAP3K2	6	0.12355	0.95948	0.24301	0.67087	0.33732	0.59578
ZFP42	6	0.28443	1.7775	0.014546	0.14366	0.075492	0.35972
SOX1	6	0.28209	1.6694	0.015117	0.14641	0.095036	0.37851
TLK1	6	-0.26186	-1.5048	0.27695	0.71136	0.13237	0.41168
HERC1	28	0.070285	2.0768	0.07587	0.39761	0.037821	0.29016
RFX2	6	-0.15412	-1.4136	0.54364	0.85785	0.15748	0.43571
UBE2S	7	-0.15539	-1.2942	0.5251	0.85127	0.19558	0.4671
CGRRF1	6	0.10486	1.3607	0.30747	0.73634	0.1736	0.45013
ZFP36	13	-0.022236	-0.34944	0.76612	0.94982	0.72676	0.84793
CDK9	11	-1.5689	-5.7206	0	0	1.0612e-08	1.8603e-06
PCSK5	6	0.08048	0.91447	0.40103	0.79157	0.36047	0.61232
EIF3F	4	-1.074	-2.3889	0.0017114	0.027778	0.016898	0.17899
SETD5	7	-0.06622	-0.99899	0.89875	0.97615	0.3178	0.5836
TDRD6	47	0	0	0.36252	0.77292	1	1
ZNF454	6	0.16703	1.9712	0.13776	0.52546	0.048695	0.33751
ZNF497	6	-0.12324	-1.0528	0.65088	0.91003	0.29243	0.55974
ADAMTS1	6	0.19346	1.4329	0.086708	0.42281	0.15188	0.43136
RNF17	41	0	0	0.36252	0.77292	1	1
ZNF92	5	0.11187	1.2017	0.33999	0.75906	0.2295	0.50226
CREB5	6	0.1778	1.6151	0.11323	0.47831	0.10629	0.38737
SND1	6	0.030456	0.67791	0.63548	0.90791	0.49783	0.71699
MEX3A	12	-0.30825	-2.6018	0.080719	0.41194	0.0092734	0.11737
MXD1	6	0.23024	1.331	0.04478	0.29567	0.18318	0.45481
BAZ1A	14	-0.015263	-0.25558	0.72162	0.93358	0.79827	0.89295
JDP2	6	0.11975	1.1501	0.25585	0.68894	0.25012	0.52012
INPP5E	6	-0.12243	-1.159	0.65317	0.91126	0.24647	0.51785
DPEP3	6	0.056929	0.97671	0.50456	0.83918	0.32871	0.58866
neg32	1	0.29297	0.61168	0.30348	0.73623	0.54075	0.73318
ZNF304	6	0.15432	1.094	0.16343	0.57415	0.27394	0.53956
NR1I3	6	-0.0091182	-0.14915	0.84455	0.96564	0.88144	0.93674
AURKB	6	-1.3112	-3.004	0	0	0.0026643	0.044524
PRSS45	6	0.014052	0.21503	0.72419	0.93552	0.82975	0.90971
TTC3	9	0.1812	1.7957	0.053908	0.32756	0.072545	0.35542
ADAM11	6	-0.0028505	-0.031128	0.81147	0.96473	0.97517	0.98975
RAD18	5	0.056813	1.1257	0.56503	0.8681	0.2603	0.52778
neg46	1	0.032428	0.69896	0.91272	0.97756	0.48458	0.71055
UBE4B	14	-0.21004	-2.3763	0.21934	0.64465	0.017486	0.18355
UBE2Q2	9	-0.065107	-0.67386	0.91415	0.97756	0.5004	0.71816
PARL	6	-0.0067743	-0.047291	0.83172	0.96481	0.96228	0.98246
MELK	6	0.011616	0.12878	0.73617	0.93915	0.89753	0.94582
CDYL2	6	-0.20437	-1.8872	0.39932	0.79131	0.059127	0.35542
UHRF1	14	-0.96327	-3.3509	0	0	0.00080541	0.016229
KCTD1	6	-0.076403	-0.89063	0.836	0.96481	0.37313	0.62563
VPS11	13	-0.26971	-2.5665	0.10981	0.47355	0.010273	0.12538
ZNF430	5	0.1181	1.7119	0.31803	0.7435	0.086911	0.37134
ZBTB18	12	0.0744	1.2733	0.24643	0.67342	0.20291	0.47146
TRIM49	7	-0.97446	-3.1527	0.00085568	0.015625	0.0016176	0.030008
ZNF814	6	-0.020441	-0.3795	0.89675	0.97488	0.70432	0.83333
CHD8	11	-0.024691	-0.27661	0.8263	0.96481	0.78208	0.88083
SRY	6	0.1855	1.3773	0.099544	0.44744	0.16841	0.44378
SOCS3	14	-0.061615	-1.1726	0.95665	0.98998	0.24096	0.51386
MNT	7	-0.24052	-1.8682	0.29549	0.73096	0.061732	0.35542
CDK5	6	0.078558	0.4897	0.40702	0.79234	0.62435	0.77985
neg60	1	0.155	0.65704	0.60268	0.88819	0.51116	0.72398
IBTK	12	-0.0087385	-0.12962	0.70479	0.92868	0.89687	0.9454
CHD1L	13	0.030323	0.67731	0.44067	0.80763	0.49821	0.71704
IRAK4	6	-0.023389	-0.16362	0.91386	0.97756	0.87003	0.93172
ZBTB43	12	0.089732	1.1708	0.18597	0.60539	0.24166	0.51386
UBR1	9	-0.059569	-0.83624	0.94524	0.98692	0.40302	0.64756
BHLHE41	3	0.055394	0.41711	0.69509	0.92635	0.6766	0.81405
RAB40A	9	0.18998	2.1951	0.045066	0.29644	0.028155	0.24892
NEUROG1	6	0.11145	1.1475	0.28294	0.71738	0.25119	0.52129
PHF6	6	0.093388	1.5084	0.35225	0.77057	0.13146	0.41114
ZSCAN22	6	0.0082439	0.12311	0.75328	0.94292	0.90202	0.9479
RPS6KA5	12	0.032871	0.47222	0.45351	0.81559	0.63677	0.78665
TLX1	6	0.084081	1.1951	0.38762	0.7872	0.23206	0.50378
ZNF117	6	0.11506	1.4368	0.26925	0.70082	0.15078	0.43083
ZNF587	6	-0.014519	-0.458	0.86994	0.96918	0.64695	0.79308
GLIS2	6	0.13828	1.6055	0.20308	0.62621	0.10838	0.3898
USP29	12	-0.026174	-0.45824	0.81746	0.96481	0.64678	0.79308
GGT1	6	-0.38837	-1.6304	0.10753	0.46774	0.10301	0.38341
MAP3K1	7	-0.18725	-2.1107	0.43069	0.8035	0.034796	0.27957
ZFP14	6	-0.010419	-0.20197	0.85482	0.96564	0.83994	0.91696
USP43	12	0.0077654	0.1464	0.60468	0.88926	0.88361	0.93757
KLHL2	6	-0.03021	-0.27165	0.94752	0.98693	0.78589	0.88283
ZSCAN31	6	0.082114	0.81449	0.39447	0.78953	0.41536	0.65657
CPM	6	0.087567	1.0294	0.37165	0.77838	0.3033	0.57091
CHD3	20	-0.044251	-0.81025	0.88391	0.97216	0.4178	0.65797
XIAP	12	-0.024572	-0.34344	0.80833	0.96296	0.73127	0.85058
SPPL2B	12	0.12231	1.4925	0.10211	0.45316	0.13557	0.41538
USP7	6	-0.29999	-1.8365	0.21021	0.63371	0.066279	0.35542
ADAMTS7	6	0.077619	1.1704	0.41244	0.7943	0.24183	0.51386
ZNF181	6	-0.0475	-0.43433	0.97034	0.99359	0.66405	0.80365
NSD3	5	-0.106	-0.59895	0.72219	0.93397	0.54921	0.73577
ZBTB46	12	0.16128	1.9848	0.038505	0.27163	0.047166	0.33293
USP38	6	0.10353	0.936	0.31318	0.73907	0.34927	0.60471
EAF2	7	-0.043148	-0.84635	0.98289	0.99538	0.39736	0.643
DYRK1A	6	-0.473	-2.6766	0.053622	0.32756	0.0074373	0.10186
ZBTB14	12	0.090199	1.4856	0.18568	0.60539	0.1374	0.41707
ZNF263	6	-0.17545	-1.6136	0.47519	0.83101	0.10662	0.38818
CHD5	19	0.033008	0.52687	0.33485	0.75305	0.59828	0.76582
ZBTB40	13	-0.047087	-0.74107	0.94039	0.98692	0.45865	0.68885
RSPRY1	9	0.051854	0.60824	0.44581	0.81026	0.54303	0.73484
ZNF136	6	-0.020272	-0.30052	0.89618	0.97488	0.76378	0.87126
GUCY2D	6	-0.22086	-1.3847	0.36252	0.77292	0.16615	0.4423
LCORL	6	0.20988	1.4868	0.067313	0.37342	0.13706	0.41707
TRIM66	15	-0.026224	-0.754	0.78351	0.95918	0.45085	0.68309
ZNF233	6	0.024077	0.82221	0.66828	0.9228	0.41096	0.65288
FAM105A	6	0.1784	1.4435	0.11266	0.47821	0.14888	0.42996
NAALADL1	11	-0.067099	-1.0023	0.91358	0.97756	0.31621	0.5836
TOX4	5	-0.39509	-1.9227	0.13035	0.51348	0.054518	0.34726
ADRBK2	6	0.04208	0.35246	0.57958	0.87586	0.7245	0.8465
SOCS2	11	0.12308	1.1294	0.11152	0.47683	0.25873	0.52647
USP54	6	0.062977	0.92348	0.48032	0.83432	0.35576	0.60984
HOXB8	6	0.069523	0.74837	0.44467	0.80965	0.45424	0.6862
RNF141	5	0.14813	1.2461	0.22904	0.65338	0.21275	0.47998
KLHL8	6	-0.14051	-1.4149	0.58928	0.87915	0.1571	0.43508
MLLT10	6	-0.32926	-2.1062	0.17171	0.58962	0.035185	0.28036
MYB	13	-0.062954	-0.86766	0.94837	0.98723	0.38558	0.63358
KLHL4	6	-0.11107	-1.009	0.69566	0.92635	0.31297	0.58179
CAMK1G	6	0.24807	1.5679	0.032801	0.24678	0.11691	0.39556
TBR1	3	0.082621	0.7681	0.58443	0.87607	0.44243	0.67736
RFPL2	8	-0.30279	-2.316	0.15203	0.55176	0.020557	0.20467
TRIM77	6	0.22154	1.8654	0.052767	0.3257	0.062124	0.35542
SIRT7	10	0.028135	0.32828	0.51626	0.84594	0.7427	0.85914
ETV1	6	-0.03253	-0.30036	0.95864	0.99028	0.7639	0.87126
ZNF737	5	0.20794	1.371	0.09555	0.43734	0.17039	0.44706
KLF17	6	0.001171	0.01989	0.7915	0.95924	0.98413	0.99491
MLXIP	7	-0.028285	-0.42955	0.91786	0.97756	0.66752	0.80625
PROX1	6	0.095126	0.67246	0.34712	0.76879	0.50129	0.71816
ZNF140	6	0.00021595	0.0030856	0.79578	0.96041	0.99754	1
SOCS4	13	-0.029823	-0.44323	0.81689	0.96481	0.6576	0.79943
ZNF630	6	0.075088	1.1282	0.41928	0.79837	0.25922	0.52686
ASB14	14	-0.0017426	-0.04115	0.63063	0.90363	0.96718	0.98491
PRSS33	6	-0.23043	-1.9275	0.34027	0.75906	0.053923	0.34726
DMRTA2	6	0.0051326	0.080354	0.76868	0.95063	0.93596	0.96913
KDM5D	25	0.074188	1.4285	0.086423	0.42201	0.15316	0.43236
MST1	6	-0.58295	-2.6558	0.024529	0.20525	0.0079122	0.10568
ZNF613	6	-0.041766	-0.8555	0.99886	0.99943	0.39228	0.64009
HOXC11	6	-0.013611	-0.097686	0.86651	0.96782	0.92218	0.96087
SMAD3	6	0.18892	1.2429	0.094124	0.43651	0.21391	0.48075
MYOG	6	-0.063231	-0.65717	0.89076	0.97414	0.51107	0.72398
UBP1	7	-0.05353	-0.70556	0.96349	0.99149	0.48046	0.70866
CUX2	6	0.02458	0.41416	0.66572	0.92144	0.67875	0.81609
ZNF671	5	0.12504	1.8259	0.30006	0.73361	0.06787	0.35542
FBXO25	9	0.042394	0.51826	0.4943	0.83558	0.60428	0.76757
ZNF778	6	-0.11356	-1.0756	0.68825	0.92635	0.28212	0.54868
RARA	5	-0.099388	-1.0603	0.74815	0.94292	0.28902	0.55523
ZNF560	6	0.19514	1.4408	0.084997	0.42017	0.14965	0.43058
43526	9	0.006215	0.15097	0.68739	0.92635	0.88	0.93607
SP2	11	-0.27173	-3.2698	0.1332	0.52053	0.0010763	0.021081
ELF5	5	-0.070903	-0.19598	0.86138	0.96643	0.84462	0.91908
TMPRSS3	6	0.2328	2.033	0.043639	0.29468	0.042056	0.31107
BCL11A	6	0.038996	0.51291	0.59241	0.8812	0.60801	0.77041
HTRA3	12	0.12681	2.2639	0.091272	0.43478	0.023579	0.22283
TFR2	6	0.086165	0.94837	0.37707	0.77947	0.34294	0.60061
ZNF582	6	0.089541	1.1467	0.36509	0.77435	0.25149	0.52143
USP46	6	0.084947	0.8328	0.38192	0.78258	0.40496	0.64873
ZBTB3	11	-0.098569	-0.76554	0.72675	0.93676	0.44395	0.67835
PKNOX2	6	0.060758	1.3592	0.48916	0.83558	0.1741	0.45013
ZFP69B	6	0.033561	0.43672	0.61922	0.89637	0.66232	0.80245
ZNF37A	5	0.07529	0.48361	0.48118	0.83432	0.62866	0.78187
FOLH1	6	0.043421	0.4398	0.57359	0.87359	0.66008	0.80144
SENP1	6	-0.26827	-1.5553	0.26098	0.69499	0.11988	0.39908
ZBTB26	12	0.034528	0.23549	0.44524	0.80965	0.81383	0.90137
RFWD2	9	-0.31215	-2.5279	0.11808	0.48821	0.011474	0.13591
BTBD8	12	-0.015079	-0.30581	0.74187	0.94035	0.75975	0.86931
CFI	6	0.16223	1.7719	0.14832	0.54507	0.07641	0.36047
ZBTB34	12	-0.013497	-0.22404	0.73075	0.93896	0.82273	0.90593
TYK2	12	0.15863	1.2338	0.042784	0.29014	0.21728	0.48616
USP9Y	5	0.25694	1.5909	0.045351	0.2972	0.11164	0.39276
LONRF1	9	0.046863	0.79823	0.46891	0.82489	0.42474	0.66242
PRDM14	5	0.15333	0.84926	0.21164	0.63473	0.39574	0.643
KDM2A	28	-0.48509	-5.162	0	0	2.4432e-07	2.3794e-05
RCE1	6	-0.14163	-1.2943	0.58414	0.87607	0.19557	0.4671
PMS1	7	-0.035375	-0.616	0.94723	0.98692	0.53789	0.73284
KBTBD12	5	0.24393	1.2722	0.055334	0.3322	0.20328	0.47146
TEK	6	0.019531	0.37097	0.69595	0.92635	0.71066	0.83806
FBXO10	18	0.013588	0.19756	0.46634	0.82243	0.84339	0.91908
ZNF214	6	0.048251	0.63087	0.54877	0.86021	0.52812	0.73105
ZNF836	6	0.17444	1.4392	0.12236	0.50058	0.15011	0.43058
LONRF3	17	0.2105	3.0351	0.0028523	0.042918	0.0024045	0.041324
EBF2	7	0.11809	1.3365	0.22675	0.65338	0.18139	0.45304
EHF	7	0.13268	1.4061	0.18426	0.60391	0.15969	0.43673
TFDP2	2	-0.20444	-1.357	0.48574	0.83558	0.17477	0.45013
XPNPEP2	6	0.092009	1.0011	0.35653	0.77292	0.31679	0.5836
MBD1	25	0.12815	2.035	0.013691	0.13953	0.041852	0.31022
ZBTB7B	12	-0.44888	-3.4524	0.010839	0.12179	0.00055558	0.011664
MKRN3	8	0.069707	0.63265	0.35995	0.77292	0.52696	0.73105
NEDD4	12	0.0073395	0.16357	0.60696	0.88949	0.87007	0.93172
FOXP2	6	0.070114	1.1025	0.44181	0.80803	0.27025	0.53714
neg79	1	0.23921	0.6291	0.40816	0.79291	0.52928	0.73105
ZNF614	6	-0.041145	-0.92397	0.99743	0.99943	0.3555	0.60984
NEUROD6	6	0.36828	1.4998	0.0022818	0.035398	0.13367	0.41327
ZBTB42	12	0.15171	1.762	0.052196	0.32389	0.078067	0.36106
BRD3	13	-0.049645	-1.0223	0.95722	0.98998	0.30665	0.574
ZNF277	6	0.052599	1.7031	0.52539	0.85127	0.088553	0.37147
FBXO47	3	-0.08338	-0.93627	0.79549	0.96041	0.34913	0.60471
MTOR	6	-1.4554	-3.6535	0	0	0.00025867	0.0062116
FOXS1	6	0.10892	0.62955	0.29464	0.73004	0.52899	0.73105
KLF8	5	0.31772	1.635	0.01255	0.13174	0.10205	0.38332
RXRB	6	-0.1047	-0.93878	0.72019	0.93346	0.34784	0.60356
PSMB8	6	0.25629	1.8407	0.027096	0.2164	0.065668	0.35542
KIAA2018	6	-0.079658	-0.67516	0.82373	0.96481	0.49958	0.71813
ECE1	6	0.061696	0.6584	0.48631	0.83558	0.51028	0.72398
KLHL12	6	-0.093172	-1.1769	0.76669	0.94982	0.23923	0.51227
CPN1	6	0.036763	0.72586	0.60097	0.88641	0.46793	0.69811
BRPF3	22	-0.00050757	-0.014174	0.51426	0.84489	0.98869	0.99669
TET3	10	0.12951	1.447	0.12864	0.51018	0.1479	0.42948
RNF39	10	0.06344	0.46788	0.34969	0.76923	0.63987	0.78882
TRIM49D1	6	-0.764	-2.5345	0.0048488	0.066406	0.011262	0.13476
RNF148	11	0.12974	1.9396	0.095265	0.4366	0.052425	0.34449
ZFP37	6	0.054775	0.91002	0.51398	0.84489	0.36281	0.6145
OTUD5	5	0.30077	1.8158	0.020251	0.17929	0.069394	0.35542
FOSB	6	-0.073909	-0.60532	0.84826	0.96564	0.54497	0.735
ADAMTS19	6	0.099066	1.8421	0.33143	0.75	0.065455	0.35542
TET1	16	0.05333	1.4067	0.25414	0.68591	0.1595	0.43673
neg6	1	0.10166	0.67516	0.73702	0.93915	0.49958	0.71813
LONRF2	14	0.078818	0.97851	0.18825	0.60998	0.32782	0.58866
HDAC1	8	-0.15463	-2.1604	0.50998	0.84141	0.030742	0.26284
NRK	6	0.090611	1.3086	0.36252	0.77292	0.19067	0.46243
MLLT3	6	-0.31242	-2.1217	0.19253	0.61813	0.033863	0.27933
EBF3	8	0.16187	1.3777	0.088705	0.42837	0.16829	0.44378
ZNF556	6	0.19057	1.2149	0.092983	0.43651	0.22442	0.49516
KDM3B	3	-0.5841	-1.961	0.10382	0.45671	0.049878	0.33881
CRX	6	-0.12005	-1.4706	0.66315	0.919	0.1414	0.42407
SCML2	12	0.010766	0.19597	0.583	0.87607	0.84464	0.91908
SMARCA2	13	0.05248	0.68286	0.32801	0.74967	0.49469	0.7164
MTA3	16	-0.26394	-3.5589	0.095265	0.4366	0.00037248	0.0084253
PRDM9	10	-0.14386	-1.1103	0.52852	0.85235	0.26688	0.53436
USP12	6	-0.064634	-0.84779	0.88591	0.97216	0.39655	0.643
ZNF776	6	0.044313	0.92801	0.56788	0.87095	0.3534	0.60856
ZNF705A	6	0.086201	1.0997	0.37707	0.77947	0.27146	0.53863
RNF38	10	0.15265	1.5481	0.079007	0.40795	0.12159	0.40033
ZNF764	6	0.19258	1.0005	0.089846	0.4321	0.31709	0.5836
RNF168	10	-0.46548	-3.354	0.017114	0.16086	0.0007966	0.016144
43525	11	0.20148	1.9851	0.015973	0.15259	0.047137	0.33293
