sgRNA,Gene,Vaco_Ts13_D0,Vaco_Ts13_D10
121370138,STOM,890,1111
121356128,STOM,495,715
121349296,STOM,907,906
121353280,STOM,1345,1824
143398662,EPHA1,1252,1373
143397313,EPHA1,753,731
143401494,EPHA1,1702,2256
143397947,EPHA1,886,853
89341806,EPHA3,944,628
89210470,EPHA3,1039,1105
89210234,EPHA3,474,379
89395939,EPHA3,545,763
221443582,EPHA4,973,1365
221482459,EPHA4,563,712
221563815,EPHA4,987,945
221456618,EPHA4,577,580
65490693,EPHA5,1020,1049
65495530,EPHA5,661,595
65377011,EPHA5,767,1109
65602152,EPHA5,1508,1572
93259405,EPHA7,1850,2378
93411131,EPHA7,1197,1282
93356760,EPHA7,753,700
93358273,EPHA7,3001,3257
22597375,EPHA8,2365,2728
22576500,EPHA8,1505,1813
22595257,EPHA8,2120,1324
22569349,EPHA8,1948,2061
134951547,EPHB1,2932,2093
135162146,EPHB1,1682,1814
135106568,EPHB1,2271,1871
135154211,EPHB1,2390,2184
22896468,EPHB2,1590,1131
22784505,EPHB2,1810,2082
22865086,EPHB2,1098,1166
22784837,EPHB2,1601,1398
184572526,EPHB3,800,559
184577938,EPHB3,957,564
184577147,EPHB3,1939,1387
184576859,EPHB3,695,483
100823880,EPHB4,664,793
100822649,EPHB4,2419,2300
100820188,EPHB4,2702,2816
100818616,EPHB4,437,394
142867034,EPHB6,1773,2039
142864186,EPHB6,1605,1682
142866197,EPHB6,861,844
142864421,EPHB6,1218,1665
225839226,EPHX1,1293,928
225828823,EPHX1,853,918
225839960,EPHX1,691,569
225839835,EPHX1,551,309
27511889,EPHX2,910,1004
27500953,EPHX2,1229,1392
27522500,EPHX2,757,762
27516352,EPHX2,904,1018
130801426,STX2,1719,2297
130807014,STX2,1798,1850
130821697,STX2,1168,1384
130808636,STX2,1295,1000
1771263,CLN8,627,748
1771115,CLN8,1832,1531
1771587,CLN8,525,560
1771342,CLN8,2195,2323
100722795,EPO,1613,1654
100721638,EPO,1002,1136
100722723,EPO,1863,2034
100722758,EPO,517,486
11383100,EPOR,508,189
11381792,EPOR,629,505
11382017,EPOR,836,659
11381130,EPOR,318,343
220001230,EPRS,337,386
220007312,EPRS,737,301
219987323,EPRS,445,277
220019058,EPRS,923,389
15650828,EPS8,456,496
15681227,EPS8,908,848
15650956,EPS8,598,468
15665813,EPS8,680,749
51409536,EPS15,823,778
51465306,EPS15,1987,2215
51421797,EPS15,1721,1674
51445025,EPS15,2008,2071
17245021,NR2F6,554,502
17235703,NR2F6,689,500
17235956,NR2F6,1044,404
17240754,NR2F6,471,377
39711947,ERBB2,1435,2072
39715463,ERBB2,787,1123
39708366,ERBB2,761,674
39723401,ERBB2,1003,661
56085068,ERBB3,1071,1148
56097177,ERBB3,1807,1396
56095797,ERBB3,631,690
56093858,ERBB3,576,619
211679115,ERBB4,532,583
211704123,ERBB4,990,897
211665402,ERBB4,570,406
211561908,ERBB4,1352,1730
45419161,ERCC1,784,206
45421327,ERCC1,1348,1068
45420412,ERCC1,969,658
45423296,ERCC1,549,221
45365057,ERCC2,874,268
45364424,ERCC2,1214,679
45364838,ERCC2,1166,231
45361542,ERCC2,1117,244
74382660,EREG,1613,1795
74379506,EREG,1086,862
74379476,EREG,974,914
74381037,EREG,1671,2018
133462688,EYA4,562,560
133481545,EYA4,681,484
133448169,EYA4,913,974
133483111,EYA4,1144,1123
127289768,ERCC3,1438,735
127293517,ERCC3,1685,386
127280589,ERCC3,229,115
127289426,ERCC3,445,624
13932187,ERCC4,297,299
13935662,ERCC4,2226,412
13935423,ERCC4,1573,1750
13926643,ERCC4,742,768
102862590,ERCC5,804,741
102858299,ERCC5,1364,1307
102863080,ERCC5,555,437
102862308,ERCC5,980,508
49473482,ERCC6,404,351
49482851,ERCC6,771,764
49505929,ERCC6,1026,1322
49493180,ERCC6,582,566
42249701,ERF,859,532
42249249,ERF,918,768
42249363,ERF,1184,885
42249477,ERF,824,802
38392383,ERG,2004,1972
38445525,ERG,1554,1524
38423490,ERG,1620,1499
38402579,ERG,1318,1173
69386972,ERH,895,342
69394875,ERH,521,207
69387028,ERH,358,305
69386988,ERH,789,956
64057952,ERN1,2123,1839
64055683,ERN1,664,540
64054392,ERN1,501,468
64065228,ERN1,9,0
64992369,ERV3-1,1835,2089
64992891,ERV3-1,394,411
64992690,ERV3-1,2957,3135
64992131,ERV3-1,1653,1667
39839055,FBL,1773,927
39839110,FBL,1606,403
39840441,FBL,468,236
39837806,FBL,2043,464
46782675,ESD,807,975
46784255,ESD,1861,1855
46787037,ESD,1790,1831
46781551,ESD,1619,1918
151808121,ESR1,2174,2622
151944388,ESR1,601,697
151842621,ESR1,2127,2028
151808030,ESR1,602,475
64282847,ESR2,2556,2035
64282691,ESR2,1037,1272
64260533,ESR2,2041,1798
64257336,ESR2,2182,2340
64314750,ESRRA,1798,983
64314865,ESRRA,692,631
64307454,ESRRA,1067,460
64314280,ESRRA,100,56
76462595,ESRRB,2238,2033
76439580,ESRRB,2024,2525
76439700,ESRRB,2079,2033
76439461,ESRRB,1187,1396
216677159,ESRRG,1353,1466
216564261,ESRRG,1075,805
216568045,ESRRG,1838,1908
216677403,ESRRG,1984,1441
138517676,ETF1,885,139
138518815,ETF1,689,436
138512931,ETF1,777,443
138518748,ETF1,547,58
76285710,ETFA,1693,1880
76295641,ETFA,1904,1840
76287903,ETFA,1043,1322
76295707,ETFA,1595,1742
51353242,ETFB,2417,1760
51350368,ETFB,1869,1652
51354284,ETFB,2323,1079
51346997,ETFB,593,441
158699076,ETFDH,1197,1132
158685204,ETFDH,1181,996
158682319,ETFDH,369,239
158703477,ETFDH,721,843
128486081,ETS1,853,1392
128489368,ETS1,739,920
128484933,ETS1,309,323
128484828,ETS1,503,488
38818474,ETS2,1445,2221
38819530,ETS2,640,990
38817065,ETS2,1018,1675
38814299,ETS2,1120,2014
13931586,ETV1,296,417
13986654,ETV1,714,888
13909676,ETV1,707,918
13935819,ETV1,667,768
35643510,ETV2,1004,665
35643652,ETV2,1093,612
35643564,ETV2,1120,1311
35643037,ETV2,1362,1001
157125766,ETV3,880,500
157125681,ETV3,698,711
157125919,ETV3,880,569
157125429,ETV3,525,451
43530149,ETV4,643,930
43533196,ETV4,735,1102
43545284,ETV4,995,1341
43532786,ETV4,1004,1587
186079822,ETV5,1372,2360
186065832,ETV5,1820,2843
186057466,ETV5,1338,1719
186065989,ETV5,1553,2205
11853480,ETV6,1464,1439
11869661,ETV6,1636,1448
11752508,ETV6,2040,1947
11869456,ETV6,1147,1397
5719304,EVC,1768,2204
5793667,EVC,2263,1953
5753857,EVC,520,470
5733415,EVC,2263,2609
169115552,MECOM,736,656
169107931,MECOM,580,441
169116509,MECOM,884,728
169116221,MECOM,719,587
31318912,EVI2A,2124,2201
31318994,EVI2A,881,786
31318720,EVI2A,2393,2309
31320386,EVI2A,3602,2857
31305079,EVI2B,480,455
31305364,EVI2B,716,584
31305193,EVI2B,725,621
31304858,EVI2B,263,296
76018447,EVPL,891,1011
76009664,EVPL,601,601
76011644,EVPL,879,826
76014938,EVPL,513,559
27243120,EVX1,658,782
27245206,EVX1,1049,1016
27245989,EVX1,455,399
27243380,EVX1,434,475
29282556,EWSR1,1220,587
29288709,EWSR1,2250,444
29273814,EWSR1,1724,665
29296318,EWSR1,935,142
118110644,EXT1,1293,1120
118110182,EXT1,595,510
117830235,EXT1,771,1131
118110339,EXT1,368,262
44197914,EXT2,1648,1354
44114227,EXT2,834,568
44108181,EXT2,1309,1197
44126884,EXT2,637,770
26023263,EXTL1,582,501
26022980,EXTL1,898,967
26029655,EXTL1,575,382
26030591,EXTL1,1696,1133
100877826,EXTL2,844,596
100877739,EXTL2,716,673
100877557,EXTL2,1808,902
100877481,EXTL2,1137,1004
28717527,EXTL3,1001,919
28717369,EXTL3,689,781
28717832,EXTL3,1204,996
28717175,EXTL3,1150,1200
71269746,EYA1,2541,2315
71334124,EYA1,1641,1451
71271837,EYA1,2515,3189
71321808,EYA1,1322,1564
47016289,EYA2,811,648
47074202,EYA2,484,380
47097164,EYA2,280,230
47089279,EYA2,799,882
28010999,EYA3,2492,2107
28038878,EYA3,1602,1376
28013283,EYA3,1181,1010
28027812,EYA3,1930,2016
42719145,EZH1,444,471
42718498,EZH1,1842,1326
42720437,EZH1,823,744
42712420,EZH1,2052,1873
148826587,EZH2,664,613
148846485,EZH2,711,488
148827244,EZH2,588,263
148829740,EZH2,909,303
46726599,F2,1013,1257
46726166,F2,654,348
46725987,F2,815,714
46723211,F2,864,883
76732338,F2R,675,578
76732665,F2R,1357,1461
76732506,F2R,240,105
76732579,F2R,740,987
76833117,F2RL1,425,452
76832888,F2RL1,652,708
76833235,F2RL1,254,241
76832997,F2RL1,1600,1313
76618455,F2RL2,727,819
76618358,F2RL2,561,614
76618058,F2RL2,1301,1030
76618121,F2RL2,821,907
94541591,F3,1264,1006
94535986,F3,871,974
94536102,F3,924,1158
94540357,F3,185,113
169549890,F5,2410,2621
169544301,F5,528,517
169540843,F5,615,1035
169560591,F5,876,772
113116832,F7,2138,2392
113115724,F7,1158,862
113117585,F7,804,354
113110699,F7,890,1061
154966106,F8,1073,1160
154992962,F8,1113,1141
154929520,F8,1058,1183
154931330,F8,1248,1406
139548444,F9,1493,1580
139551116,F9,560,719
139560821,F9,324,403
139541121,F9,696,850
113139414,F10,886,890
113148994,F10,299,223
113140974,F10,869,779
113147401,F10,601,499
186276341,F11,172,301
186271767,F11,749,788
186275815,F11,585,768
186274150,F11,801,892
177404295,F12,1874,1647
177404557,F12,1424,1249
177405989,F12,1330,1305
177404015,F12,1754,1507
6305489,F13A1,1237,1252
6182096,F13A1,779,721
6224829,F13A1,1165,1214
6266703,F13A1,1102,1051
197055808,F13B,716,852
197061860,F13B,1278,769
197057023,F13B,1213,908
197060927,F13B,1585,1803
46405028,FAAH,498,325
46409150,FAAH,890,1021
46405474,FAAH,1515,1126
46408485,FAAH,13,26
81480475,FABP4,848,882
81480536,FABP4,1024,1316
81479506,FABP4,1762,2135
81483095,FABP4,677,859
88126312,FABP1,1752,1674
88126288,FABP1,2176,2754
88126257,FABP1,1747,2114
88126224,FABP1,2290,2181
119320782,FABP2,308,523
119322076,FABP2,671,825
119319627,FABP2,904,1198
119320689,FABP2,320,333
31369432,FABP3,1132,1046
31372984,FABP3,609,451
31372947,FABP3,1036,997
31369525,FABP3,552,802
81283367,FABP5,1601,1429
81283534,FABP5,729,589
81280643,FABP5,243,38
81283396,FABP5,314,565
160232253,FABP6,418,500
160232143,FABP6,376,524
160232119,FABP6,652,879
160229580,FABP6,819,713
122779835,FABP7,792,1143
122780313,FABP7,2552,2475
122780396,FABP7,23,36
122780338,FABP7,1298,1686
89778946,FANCA,112,82
89799177,FANCA,1612,1220
89764919,FANCA,1936,1267
89771679,FANCA,2899,2820
95249183,FANCC,778,628
95149939,FANCC,546,504
95150059,FANCC,479,359
95240685,FANCC,610,767
10052387,FANCD2,589,645
10039310,FANCD2,598,523
10073358,FANCD2,1161,1445
10046587,FANCD2,596,441
35457947,FANCE,900,470
35455775,FANCE,1652,1229
35456283,FANCE,2176,1993
35456109,FANCE,2015,1593
184776889,ACSL1,342,387
184766732,ACSL1,658,751
184780370,ACSL1,1029,1551
184783979,ACSL1,935,752
222921312,ACSL3,481,281
222927046,ACSL3,1752,1750
222922798,ACSL3,724,377
222909024,ACSL3,1333,866
109683326,ACSL4,1556,1216
109678003,ACSL4,2249,2149
109678340,ACSL4,1577,1323
109668203,ACSL4,1511,1368
80162289,FAH,848,749
80168093,FAH,388,224
80172244,FAH,646,634
80158071,FAH,427,494
27440359,PTK2B,710,977
27430931,PTK2B,1635,1580
27436299,PTK2B,1296,1044
27420725,PTK2B,1081,1596
67912848,BPTF,1550,770
67911774,BPTF,605,304
67854008,BPTF,1496,663
67922881,BPTF,1596,947
14864818,FANCB,1543,1498
14845154,FANCB,404,409
14864636,FANCB,1160,925
14865236,FANCB,1090,1342
22625738,FANCF,386,437
22625609,FANCF,312,206
22625500,FANCF,1454,748
22625118,FANCF,674,261
35078203,FANCG,581,435
35075963,FANCG,687,418
35079162,FANCG,641,212
35077270,FANCG,525,695
162219146,FAP,400,470
162214022,FAP,690,663
162198758,FAP,793,901
162224505,FAP,1321,1468
45542234,FBLN1,1894,1426
45525643,FBLN1,3181,2937
45541289,FBLN1,591,603
45535240,FBLN1,970,759
12925111,FARSA,1026,336
12928447,FARSA,2103,2623
12930659,FARSA,359,116
12930473,FARSA,1558,848
82088480,FASN,1053,1140
82093672,FASN,775,1033
82092738,FASN,591,668
82090992,FASN,2436,2391
186708081,FAT1,2256,2476
186618911,FAT1,1348,989
186620722,FAT1,1315,1114
186633800,FAT1,2713,2632
151568109,FAT2,2265,2325
151567164,FAT2,3709,3678
151566466,FAT2,1997,2053
151563526,FAT2,2004,1971
65121560,FAU,2579,169
65121777,FAU,2520,937
65121739,FAU,2188,565
65121508,FAU,1798,389
13614120,FBLN2,1007,1214
13570612,FBLN2,938,705
13621866,FBLN2,957,1210
13570925,FBLN2,823,1009
48515398,FBN1,426,507
48596331,FBN1,1515,1598
48468066,FBN1,838,1152
48487318,FBN1,823,756
128311323,FBN2,1352,980
128369268,FBN2,818,830
128335553,FBN2,988,914
128345579,FBN2,7,0
55918250,EFEMP1,1026,836
55881674,EFEMP1,1261,1330
55875032,EFEMP1,481,589
55917716,EFEMP1,626,609
94606882,FBP1,640,465
94617831,FBP1,565,543
94620465,FBP1,1167,1318
94620385,FBP1,1110,1264
54885255,FCAR,1287,1749
54885434,FCAR,1205,1315
54888157,FCAR,1691,1957
54885367,FCAR,554,589
159306097,FCER1A,1444,1746
159302411,FCER1A,1006,929
159304049,FCER1A,1650,1536
159303963,FCER1A,1539,2052
60089777,MS4A2,2010,1660
60090412,MS4A2,455,542
60090371,MS4A2,600,648
60089724,MS4A2,1373,1495
161218251,FCER1G,669,686
161218073,FCER1G,773,1143
161215357,FCER1G,500,595
161218006,FCER1G,1020,733
7690517,FCER2,419,447
7697293,FCER2,1287,1600
7696849,FCER2,449,521
7690446,FCER2,943,904
149790202,FCGR1A,2355,1032
149784113,FCGR1A,2380,1648
149788403,FCGR1A,597,271
149790102,FCGR1A,966,521
121088765,FCGR1B,556,276
121093192,FCGR1B,725,446
121093033,FCGR1B,772,496
121088689,FCGR1B,897,216
161509876,FCGR2A,2281,2046
161510834,FCGR2A,2541,3080
161509969,FCGR2A,1991,1666
161506372,FCGR2A,1063,1155
161673031,FCGR2B,1345,1120
161663317,FCGR2B,2578,2944
161673114,FCGR2B,812,966
161671430,FCGR2B,1301,1429
161544844,FCGR3A,427,424
161549717,FCGR3A,895,382
161548492,FCGR3A,891,713
161548641,FCGR3A,846,1038
161626347,FCGR3B,743,671
161626284,FCGR3B,742,917
161629849,FCGR3B,657,814
161629998,FCGR3B,1452,1705
49513998,FCGRT,622,583
49524550,FCGRT,742,591
49514295,FCGRT,871,707
49513901,FCGRT,529,407
105607904,FKTN,2022,1858
105604284,FKTN,2363,2830
105596621,FKTN,731,786
105604360,FKTN,1577,1847
134912491,FCN1,1429,1161
134914769,FCN1,771,808
134912557,FCN1,628,705
134913115,FCN1,688,401
134885893,FCN2,1108,736
134885282,FCN2,804,746
134885823,FCN2,1282,1651
134883306,FCN2,406,545
11830292,FDFT1,1293,1560
11808887,FDFT1,1414,1198
11826101,FDFT1,446,739
11809758,FDFT1,1231,1498
155309961,FDPS,849,638
155317994,FDPS,587,120
155309880,FDPS,188,33
155312301,FDPS,531,125
110430216,FDX1,754,341
110430289,FDX1,508,477
110435870,FDX1,859,708
110456939,FDX1,513,95
74866241,FDXR,684,507
74864919,FDXR,1695,543
74872093,FDXR,1800,1796
74866795,FDXR,588,97
57571442,FECH,743,325
57562944,FECH,343,340
57559189,FECH,1399,474
57573264,FECH,1298,833
61796075,FEN1,895,255
61795928,FEN1,952,163
61795574,FEN1,17,0
61795831,FEN1,1827,1281
133324408,GPC4,1059,1284
133414850,GPC4,1671,2023
133311359,GPC4,1731,1993
133324256,GPC4,2086,2457
108959239,FER,462,336
108871409,FER,811,783
108867854,FER,726,876
108798385,FER,1720,1506
90889538,FES,652,391
90891168,FES,1265,695
90887199,FES,687,599
90885437,FES,1058,1007
154585973,FGA,1858,1698
154586617,FGA,1224,1100
154587517,FGA,1560,1634
154586783,FGA,1287,989
154563125,FGB,945,1068
154567690,FGB,220,276
154566580,FGB,536,649
154567803,FGB,1231,1238
54467784,FGD1,658,557
54456330,FGD1,2597,3010
54495256,FGD1,1832,1726
54465521,FGD1,1900,2135
142614071,FGF1,870,1177
142614030,FGF1,2251,1897
142600719,FGF1,1100,829
142614003,FGF1,1326,1264
122827262,FGF2,467,589
122826844,FGF2,489,586
122827321,FGF2,21,42
122826920,FGF2,986,902
69810657,FGF3,1735,1925
69810618,FGF3,1636,2038
69818821,FGF3,170,140
69816342,FGF3,1946,1244
69774845,FGF4,1483,1666
69774933,FGF4,893,905
69774747,FGF4,1178,1337
69774970,FGF4,1775,1736
80274952,FGF5,1462,1439
80266947,FGF5,1163,962
80267016,FGF5,1774,2018
80267135,FGF5,1058,1446
4444216,FGF6,1260,1243
4445363,FGF6,1905,1652
4445479,FGF6,545,703
4445263,FGF6,711,768
49424447,FGF7,2064,2057
49424540,FGF7,1022,785
49483196,FGF7,552,472
49424369,FGF7,1030,1290
101774830,FGF8,817,736
101774894,FGF8,1097,1138
101775168,FGF8,1303,1310
101774734,FGF8,705,468
21672064,FGF9,1003,1031
21681090,FGF9,507,526
21672005,FGF9,367,271
21672182,FGF9,1066,474
44388447,FGF10,644,708
44388485,FGF10,534,424
44388562,FGF10,578,474
44388402,FGF10,641,827
7441831,FGF11,1752,1763
7439720,FGF11,2683,2949
7441875,FGF11,2434,2669
7441529,FGF11,2332,1680
192335434,FGF12,545,368
192408084,FGF12,1292,1431
192408154,FGF12,466,515
192360452,FGF12,1007,1419
138708889,FGF13,783,844
138703045,FGF13,144,223
138702989,FGF13,408,299
138710858,FGF13,1130,1159
101868806,FGF14,1662,1895
101875267,FGF14,1013,1216
101868753,FGF14,1117,1407
101726738,FGF14,889,1274
38421803,FGFR1,709,813
38428002,FGFR1,430,377
38417974,FGFR1,753,792
38424649,FGFR1,613,771
1801506,FGFR3,2092,1980
1801729,FGFR3,973,990
1804949,FGFR3,2366,2713
1799446,FGFR3,1370,1631
91693580,GPC5,725,671
91693401,GPC5,298,234
91728582,GPC5,477,280
91693732,GPC5,642,548
121565609,FGFR2,1975,2201
121515257,FGFR2,2887,3264
121520116,FGFR2,2081,1845
121518827,FGFR2,2822,2864
177093504,FGFR4,1727,1984
177090800,FGFR4,1333,1381
177090501,FGFR4,44,24
177092486,FGFR4,1002,881
154609730,FGG,626,571
154610104,FGG,1237,1407
154608500,FGG,525,716
154612138,FGG,223,332
17874488,FGL1,1454,1320
17874419,FGL1,1177,1301
17882015,FGL1,1088,1337
17868717,FGL1,865,1039
27621581,FGR,1183,894
27623835,FGR,957,983
27616902,FGR,1211,1207
27615439,FGR,1243,1423
241512108,FH,1563,1130
241508762,FH,808,951
241513707,FH,693,565
241517298,FH,505,768
60014136,FHIT,3671,4028
60011390,FHIT,1320,1507
60536875,FHIT,1128,1472
60014037,FHIT,75,74
136207812,FHL1,1086,1309
136206575,FHL1,1147,1077
136208466,FHL1,2273,2058
136207139,FHL1,1689,2148
105386376,FHL2,1333,1508
105367731,FHL2,1760,1304
105373604,FHL2,944,716
105386435,FHL2,1747,1575
37997863,FHL3,1121,1233
37998005,FHL3,841,854
37997835,FHL3,1056,970
37998104,FHL3,1347,1113
15358146,FIGF,789,971
15358090,FIGF,512,472
15363301,FIGF,1013,1119
15355201,FIGF,716,900
1392849,FKBP1A,1723,1367
1392967,FKBP1A,811,628
1375519,FKBP1A,496,259
1392866,FKBP1A,656,847
24063070,FKBP1B,2807,3179
24053932,FKBP1B,1840,1972
24049882,FKBP1B,1579,1492
24060825,FKBP1B,1202,1547
64242485,FKBP2,1657,822
64243211,FKBP2,859,533
64242417,FKBP2,544,326
64242513,FKBP2,1128,829
45121519,FKBP3,650,531
45134354,FKBP3,1013,840
45130733,FKBP3,358,318
45129799,FKBP3,516,359
2800101,FKBP4,492,505
2797819,FKBP4,989,717
2798806,FKBP4,795,966
2799143,FKBP4,665,700
35620153,FKBP5,458,559
35620248,FKBP5,432,517
35597323,FKBP5,1635,1791
35619116,FKBP5,543,516
28768077,FOXG1,968,892
28767829,FOXG1,925,856
28768185,FOXG1,428,558
28767945,FOXG1,2208,1835
86510689,FOXF1,483,505
86511148,FOXF1,1130,1010
86510996,FOXF1,415,522
86511244,FOXF1,494,377
1390688,FOXF2,2442,3142
1390574,FOXF2,1823,1771
1390784,FOXF2,1493,1401
1390433,FOXF2,809,1306
1611394,FOXC1,3023,3811
1610686,FOXC1,1893,1273
1610577,FOXC1,2434,2245
1610802,FOXC1,2612,2473
73447744,FOXD1,824,830
73447545,FOXD1,578,614
73448185,FOXD1,160,159
73447672,FOXD1,332,250
117881,FOXD4,1218,1279
117802,FOXD4,1133,1110
117377,FOXD4,452,457
117533,FOXD4,467,392
170108067,FOXI1,1215,1739
170106340,FOXI1,414,446
170106036,FOXI1,874,753
170106102,FOXI1,1102,1405
86579374,FOXL1,198,287
86578866,FOXL1,956,775
86578775,FOXL1,568,558
86578993,FOXL1,849,785
47416615,FOXE3,2618,2984
47416765,FOXE3,2396,2718
47416879,FOXE3,2601,2367
47416403,FOXE3,2357,1970
76140108,FOXJ1,463,427
76139952,FOXJ1,975,1213
76137896,FOXJ1,596,785
76138002,FOXJ1,347,341
86567856,FOXC2,985,959
86568184,FOXC2,431,446
86567979,FOXC2,569,547
86568094,FOXC2,504,608
97854496,FOXE1,492,407
97854555,FOXE1,873,716
97854312,FOXE1,429,478
97854405,FOXE1,446,369
2864467,FOXM1,1318,881
2872198,FOXM1,1612,1051
2866418,FOXM1,1043,905
2868620,FOXM1,1666,1787
47438338,FOXD2,531,353
47438979,FOXD2,448,421
47438752,FOXD2,483,350
47438222,FOXD2,2124,1783
31845046,FOXS1,1422,1449
31845403,FOXS1,1109,1085
31845143,FOXS1,1622,1917
31845235,FOXS1,2136,2560
40665740,FOXO1,3716,3093
40666107,FOXO1,1370,1135
40560279,FOXO1,1530,1572
40560544,FOXO1,2543,2390
108663575,FOXO3,1039,1056
108561732,FOXO3,1275,1081
108561507,FOXO3,963,1110
108663938,FOXO3,308,271
152310373,FLG,1594,1888
152307520,FLG,1530,1767
152311115,FLG,1274,1450
152313062,FLG,1308,1695
128781997,FLI1,888,850
128772911,FLI1,225,337
128768248,FLI1,846,933
128758315,FLI1,893,857
18251407,FLII,722,500
18250920,FLII,605,424
18248847,FLII,1685,424
18253693,FLII,827,389
5906938,MLANA,615,799
5892539,MLANA,1103,1068
5897652,MLANA,588,703
5897565,MLANA,1104,1172
154357554,FLNA,1505,1535
154362530,FLNA,860,983
154359741,FLNA,1190,1499
154360334,FLNA,1689,2002
58126714,FLNB,1243,1354
58123381,FLNB,2692,3015
58121281,FLNB,623,439
58136056,FLNB,936,847
128846451,FLNC,919,722
128837501,FLNC,2303,1514
128840614,FLNC,621,568
128849430,FLNC,2142,2285
28888967,FLOT2,2048,1711
28882438,FLOT2,1127,1026
28884269,FLOT2,353,190
28881898,FLOT2,1434,1707
28334056,FLT1,574,453
28427226,FLT1,1013,1071
28431148,FLT1,402,469
28384998,FLT1,942,986
28049684,FLT3,2509,2521
28062044,FLT3,1850,1939
28052555,FLT3,2065,1189
28049409,FLT3,1964,1607
49478999,FLT3LG,2163,1892
49476492,FLT3LG,810,430
49478920,FLT3LG,782,452
49476176,FLT3LG,1039,791
180629271,FLT4,1261,1054
180621869,FLT4,899,1006
180630567,FLT4,218,237
180624028,FLT4,1165,1136
171278811,FMO1,288,341
171280910,FMO1,558,542
171282139,FMO1,554,540
171282030,FMO1,1116,1212
171205555,FMO2,2220,2308
171205321,FMO2,1007,1403
171203953,FMO2,725,694
171204021,FMO2,1649,1419
171103792,FMO3,2001,2369
171114164,FMO3,1912,2541
171114058,FMO3,2350,2570
171110902,FMO3,908,1228
171324145,FMO4,918,1212
171334462,FMO4,868,736
171331769,FMO4,1168,1310
171323026,FMO4,1212,1040
147201344,FMO5,691,615
147224917,FMO5,702,505
147212502,FMO5,400,229
147209009,FMO5,837,724
203348196,FMOD,1149,924
203347837,FMOD,558,416
203348108,FMOD,1500,1769
203347565,FMOD,524,472
147930240,FMR1,988,1151
147937595,FMR1,1111,1136
147936608,FMR1,1338,1444
147925592,FMR1,426,458
148956251,AFF2,970,1258
148956046,AFF2,1425,1823
148956469,AFF2,836,1142
148662565,AFF2,1179,1335
215410026,FN1,1761,1127
215433363,FN1,1703,1979
215393117,FN1,1659,1469
215399319,FN1,389,334
43072203,FNTA,1522,453
43064211,FNTA,1662,603
43056499,FNTA,1245,670
43077265,FNTA,902,353
65015649,FNTB,475,257
65004271,FNTB,341,113
65040844,FNTB,728,329
64987023,FNTB,487,76
49185768,FOLH1,860,878
49208294,FOLH1,304,269
49192826,FOLH1,447,368
49183219,FOLH1,1057,466
72195423,FOLR1,509,285
72192301,FOLR1,646,643
72195280,FOLR1,931,629
72192217,FOLR1,572,512
72220965,FOLR2,1215,1388
72218704,FOLR2,716,772
72221299,FOLR2,999,948
72221243,FOLR2,1760,1971
72139056,FOLR3,1335,1022
72139141,FOLR3,2546,2044
72138989,FOLR3,1201,1224
72136007,FOLR3,1205,1303
75280663,FOS,497,301
75280868,FOS,322,335
75279056,FOS,625,618
75279925,FOS,445,384
45468654,FOSB,565,477
45471297,FOSB,1856,1471
45470634,FOSB,528,587
45470779,FOSB,1541,1029
28408792,FOSL2,684,419
28412051,FOSL2,1223,1450
28404118,FOSL2,616,747
28404297,FOSL2,677,497
127807662,FPGS,411,135
127804370,FPGS,388,215
127808881,FPGS,611,266
127804655,FPGS,596,223
51746485,FPR1,912,1054
51746353,FPR1,534,626
51746431,FPR1,918,671
51746702,FPR1,473,670
51769301,FPR2,1195,1258
51768745,FPR2,1014,900
51768966,FPR2,1623,1875
51769170,FPR2,1341,1678
51823817,FPR3,2065,2149
51824341,FPR3,866,994
51823989,FPR3,1599,1370
51824260,FPR3,1189,1466
69035919,FXN,1605,977
69046478,FXN,1214,599
69064958,FXN,575,476
69046396,FXN,1110,1192
115967670,FRK,2910,2662
115968616,FRK,1250,1118
116060002,FRK,525,374
115967556,FRK,1049,1036
11209400,MTOR,1599,869
11228787,MTOR,489,80
11248002,MTOR,324,229
11238587,MTOR,912,165
189952223,FRG1,694,785
189943261,FRG1,855,870
189957450,FRG1,1363,440
189941051,FRG1,1559,1268
182866345,FRZB,2246,2169
182866427,FRZB,655,379
182858802,FRZB,608,765
182866126,FRZB,2258,1920
30231979,FSHB,544,817
30232032,FSHB,1424,1685
30232057,FSHB,2013,1742
30233591,FSHB,1274,1551
101109587,CENPI,540,128
101102398,CENPI,261,327
101140666,CENPI,756,420
101101277,CENPI,1062,1267
48963901,FSHR,919,902
48963776,FSHR,713,628
48990626,FSHR,665,655
48989006,FSHR,945,964
200048194,NR5A2,1083,782
200048555,NR5A2,898,840
200039760,NR5A2,1040,663
200048442,NR5A2,754,599
61967326,FTH1,674,321
61965076,FTH1,458,121
61965496,FTH1,1284,359
61965379,FTH1,630,672
48966330,FTL,155,116
48965790,FTL,1191,948
48965602,FTL,1471,1009
48965847,FTL,556,256
39786993,ADAM2,868,1255
39821007,ADAM2,474,631
39766982,ADAM2,1534,1470
39769476,ADAM2,1051,1102
124500309,NR5A1,2359,2285
124503322,NR5A1,1246,820
124500477,NR5A1,1616,1169
124500697,NR5A1,2041,1289
23867960,FUCA1,1709,1145
23854538,FUCA1,1654,1208
23868115,FUCA1,1696,1149
