sgRNA,Gene,Vaco_Ts13_D0,Vaco_Ts13_D10
118237136,MPZL3,409,636
118240218,MPZL3,2351,2943
118240333,MPZL3,812,896
118237194,MPZL3,1651,1721
31463246,IMMP1L,568,764
31463177,IMMP1L,1693,2046
31433566,IMMP1L,439,429
31456322,IMMP1L,843,1000
6108396,OR56B4,2767,2951
6108233,OR56B4,803,760
6107860,OR56B4,2241,1802
6108081,OR56B4,1465,1336
52848575,KRT78,1093,1108
52846793,KRT78,940,1043
52844604,KRT78,405,244
52846222,KRT78,486,426
123436282,RILPL2,689,388
123430603,RILPL2,505,524
123430638,RILPL2,2023,1806
123436182,RILPL2,607,449
123801343,DNAH10,1010,986
123846132,DNAH10,2166,2284
123881707,DNAH10,867,707
123813490,DNAH10,901,799
31701978,AMN1,2580,3121
31697771,AMN1,549,679
31697949,AMN1,1474,1041
31697885,AMN1,776,1144
57606937,DTX3,1831,1621
57607512,DTX3,597,535
57607417,DTX3,561,775
57607078,DTX3,865,493
55681870,METTL7B,609,537
55682122,METTL7B,1362,934
55682215,METTL7B,1530,1284
55682002,METTL7B,1309,645
24995989,C12orf77,56,46
24995955,C12orf77,141,84
24996048,C12orf77,2070,2036
24996227,C12orf77,828,1356
71642515,ZFC3H1,1388,963
71656991,ZFC3H1,276,321
71663195,ZFC3H1,1156,197
71630935,ZFC3H1,1992,1287
113372699,PLBD2,532,370
113374564,PLBD2,651,652
113384196,PLBD2,553,453
113384871,PLBD2,1287,1226
99648608,FAM71C,899,1086
99648310,FAM71C,964,748
99648273,FAM71C,1554,1172
99648227,FAM71C,924,974
90954426,CCER1,652,667
90954151,CCER1,353,519
90954503,CCER1,716,636
90954602,CCER1,604,714
5093529,EEF2KMT,880,931
5090236,EEF2KMT,644,190
5090457,EEF2KMT,1073,399
5090535,EEF2KMT,922,617
6697644,PIANP,2367,2432
6697582,PIANP,448,388
6697304,PIANP,2096,1954
6697476,PIANP,545,517
1952926,DCP1B,754,1069
1953140,DCP1B,735,863
1955437,DCP1B,427,594
1965635,DCP1B,603,698
45302089,ANO6,389,381
45348535,ANO6,1227,1338
45367740,ANO6,1114,1151
45348068,ANO6,1574,1834
45850678,ARID2,1911,2640
45849666,ARID2,772,751
45850368,ARID2,1406,2049
45817871,ARID2,747,810
102694435,METTL21C,676,478
102686312,METTL21C,1005,760
102690833,METTL21C,833,602
102686963,METTL21C,585,396
49107690,VSTM4,1866,1249
49077235,VSTM4,1626,1720
49107964,VSTM4,1116,1256
49107599,VSTM4,939,817
133380043,PAOX,878,932
133381561,PAOX,954,926
133380219,PAOX,2398,1962
133380138,PAOX,474,350
122850472,FAM24B,1003,972
122849384,FAM24B,896,953
122850491,FAM24B,2038,2113
122849369,FAM24B,235,251
24323400,ADCY4,309,86
24332571,ADCY4,358,197
24329865,ADCY4,435,159
24326152,ADCY4,1189,1186
49589885,FAM227B,1448,1641
49575058,FAM227B,1232,1049
49588060,FAM227B,529,745
49589998,FAM227B,1842,2148
71112204,CT62,527,425
71111404,CT62,1402,898
71112153,CT62,578,760
71111347,CT62,675,652
72167031,GRAMD2,345,224
72166676,GRAMD2,1269,1031
72168955,GRAMD2,567,417
72163669,GRAMD2,651,591
66563984,LCTL,1246,1225
66561013,LCTL,801,725
66553131,LCTL,673,708
66557827,LCTL,808,900
43043301,UBR1,2489,2092
43021290,UBR1,2461,2525
43032579,UBR1,1833,1835
43067974,UBR1,2242,1560
44673242,PATL2,515,631
44669806,PATL2,872,980
44669991,PATL2,820,486
44674194,PATL2,764,837
75114827,LDHD,1938,1665
75115603,LDHD,1542,1234
75114044,LDHD,1511,1202
75113800,LDHD,1174,577
70466256,FUK,1051,771
70469317,FUK,1939,1997
70471328,FUK,1150,1373
70467894,FUK,504,531
74682776,MLKL,908,718
74695375,MLKL,585,472
74695303,MLKL,992,715
74691383,MLKL,872,878
89223158,ZNF778,1045,1208
89226759,ZNF778,546,467
89227451,ZNF778,455,418
89227199,ZNF778,758,460
89101288,ACSF3,1199,1357
89102684,ACSF3,1237,1513
89101007,ACSF3,2251,3104
89112122,ACSF3,717,877
650314,WDR90,982,745
651988,WDR90,1429,1309
658901,WDR90,430,408
656732,WDR90,1316,1208
1773839,EME2,579,716
1775334,EME2,375,301
1773458,EME2,923,981
1773340,EME2,562,481
3563856,NLRC3,625,672
3564507,NLRC3,326,246
3564066,NLRC3,482,233
3563541,NLRC3,1981,1680
27257489,NSMCE1,2108,2051
27235288,NSMCE1,1100,627
27235183,NSMCE1,1494,495
27233093,NSMCE1,1082,1112
30397738,ZNF48,1698,1661
30398423,ZNF48,463,527
30398094,ZNF48,1351,1568
30397381,ZNF48,1580,1253
64084127,LKAAEAR1,1196,1374
64083965,LKAAEAR1,1012,1034
64083907,LKAAEAR1,1900,2186
64083824,LKAAEAR1,815,911
138092463,DZIP1L,948,1021
138094912,DZIP1L,488,515
138103471,DZIP1L,828,686
138084250,DZIP1L,871,808
39130354,TTC21A,2107,1611
39128391,TTC21A,1840,907
39121068,TTC21A,1532,1428
39131091,TTC21A,1063,1340
7677667,MCEMP1,819,692
7678151,MCEMP1,1418,1470
7677722,MCEMP1,779,803
7677150,MCEMP1,424,676
11616949,ZNF627,2291,2248
11617073,ZNF627,2536,2812
11617227,ZNF627,1327,1649
11617395,ZNF627,2419,2273
12969951,DAND5,1378,1032
12973420,DAND5,648,516
12969905,DAND5,813,549
12969812,DAND5,1043,567
37153526,ZNF585A,486,526
37155940,ZNF585A,942,896
37152874,ZNF585A,750,789
37152638,ZNF585A,777,1163
54939269,NLRP7,1955,2314
54939048,NLRP7,1641,2478
54940302,NLRP7,1848,1242
54940933,NLRP7,537,531
38386406,GGN,2295,2021
38386192,GGN,1879,1258
38386518,GGN,1468,1519
38386818,GGN,1715,1040
43627758,CADM4,2276,1647
43626210,CADM4,1150,737
43625925,CADM4,1100,837
43625996,CADM4,1771,1571
36039521,THAP8,1271,1108
36054168,THAP8,700,317
36039668,THAP8,800,477
36039587,THAP8,793,462
35744328,U2AF1L4,635,781
35745211,U2AF1L4,542,338
35744098,U2AF1L4,520,531
35745151,U2AF1L4,403,372
20646387,ZNF626,963,240
20645740,ZNF626,799,137
20646366,ZNF626,450,4
20646279,ZNF626,1045,212
17537410,FAM129C,1709,1821
17539261,FAM129C,1756,1318
17542191,FAM129C,1415,1472
17533597,FAM129C,1301,1436
49690257,ADM5,1675,1585
49690157,ADM5,386,335
49690181,ADM5,1889,1829
49690222,ADM5,53,37
152709267,LCE4A,926,750
152709184,LCE4A,989,245
152709158,LCE4A,1258,1492
152709121,LCE4A,713,641
95072837,ALG14,1620,1472
95072803,ALG14,2296,1064
95027174,ALG14,925,707
95027227,ALG14,372,451
27734043,FAM76A,1178,1133
27744740,FAM76A,1004,944
27726128,FAM76A,968,539
27744788,FAM76A,803,925
56792396,C1orf168,727,590
56792534,C1orf168,1515,1992
56751154,C1orf168,2157,2053
56767904,C1orf168,1314,1316
9602158,TMEM201,1786,1260
9601121,TMEM201,607,528
9607623,TMEM201,1658,2104
9595907,TMEM201,1109,947
54986376,TMEM61,1046,1251
54991863,TMEM61,1221,1003
54986417,TMEM61,104,73
54986132,TMEM61,1740,1499
47099182,CYP4Z1,601,743
47080665,CYP4Z1,515,530
47068678,CYP4Z1,438,676
47094635,CYP4Z1,641,999
2193884,C1orf86,1265,604
2193816,C1orf86,1212,873
2194033,C1orf86,689,437
2194112,C1orf86,1155,803
54144603,CDCP2,2046,1414
54141314,CDCP2,640,419
54140079,CDCP2,1335,1252
54141386,CDCP2,598,600
48229411,SLC5A9,480,690
48222852,SLC5A9,677,476
48233733,SLC5A9,363,316
48232101,SLC5A9,600,309
52360495,CC2D1B,1379,1172
52360085,CC2D1B,467,278
52359098,CC2D1B,937,831
52358429,CC2D1B,1688,1491
148122091,NBPF11,860,1213
148115798,NBPF11,981,309
148122729,NBPF11,1006,955
148126923,NBPF11,937,489
145846626,NUDT17,2399,1837
145847622,NUDT17,861,1108
145845816,NUDT17,1861,459
145846089,NUDT17,2461,1619
32181419,TXLNA,792,456
32181518,TXLNA,929,621
32181332,TXLNA,1015,998
32184573,TXLNA,805,648
66770455,TCTEX1D1,1839,2272
66770424,TCTEX1D1,751,691
66776399,TCTEX1D1,980,1146
66754761,TCTEX1D1,693,796
242220079,PLD5,1069,1002
242124473,PLD5,403,461
242288381,PLD5,782,576
242124612,PLD5,297,409
244375415,C1orf100,1490,1671
244375387,C1orf100,766,934
244378474,C1orf100,1136,993
244378583,C1orf100,763,748
118016047,SPAG17,1553,923
118101775,SPAG17,1898,1977
118036805,SPAG17,1542,1325
118025281,SPAG17,2364,1985
41020391,SLFNL1,1014,781
41020525,SLFNL1,1023,722
41017909,SLFNL1,359,255
41020258,SLFNL1,1929,1248
155173241,KRTCAP2,2146,1282
155172567,KRTCAP2,602,458
155172872,KRTCAP2,1371,706
155172781,KRTCAP2,773,233
153953271,CRTC2,498,284
153952203,CRTC2,786,728
153954272,CRTC2,545,354
153951625,CRTC2,1132,702
228174930,IBA57,629,413
228174786,IBA57,1001,380
228166153,IBA57,839,1417
228165950,IBA57,490,537
56525827,FAM209A,1115,773
56524908,FAM209A,953,1144
56525877,FAM209A,826,959
56524853,FAM209A,1611,1273
30387110,RNF215,1320,1059
30384441,RNF215,1690,1612
30385946,RNF215,1501,1362
30386701,RNF215,572,483
38961422,APOBEC3A,782,607
38959682,APOBEC3A,545,712
38959610,APOBEC3A,737,595
38959649,APOBEC3A,1135,932
39043064,APOBEC3F,2058,2798
39043004,APOBEC3F,1497,1815
39045200,APOBEC3F,1368,1971
39049526,APOBEC3F,1096,1118
113499318,FOXD4L1,1961,117
113499992,FOXD4L1,1691,605
113499507,FOXD4L1,2456,2116
113499798,FOXD4L1,1104,845
119559960,CFAP221,1429,1367
119608517,CFAP221,637,472
119625684,CFAP221,280,255
119611738,CFAP221,499,536
98234763,VWA3B,510,384
98181034,VWA3B,1707,1484
98119751,VWA3B,1114,1275
98218018,VWA3B,2043,1592
101383652,CREG2,1169,1372
101383606,CREG2,716,522
101387155,CREG2,322,179
101387328,CREG2,434,272
74046767,TET3,1452,1479
74093662,TET3,547,564
74046345,TET3,583,574
74048305,TET3,736,594
68950235,GKN2,851,582
68947171,GKN2,801,813
68950707,GKN2,1802,1770
68950179,GKN2,560,758
88526478,TEX37,878,746
88529127,TEX37,813,841
88529186,TEX37,1433,878
88526413,TEX37,815,768
96840813,ANKRD23,2190,1608
96840433,ANKRD23,2689,2036
96842065,ANKRD23,835,635
96840296,ANKRD23,2499,3297
68526188,APLF,615,750
68513136,APLF,685,586
68513223,APLF,529,553
68513676,APLF,569,368
208326203,PIKFYVE,943,246
208330564,PIKFYVE,1529,482
208301090,PIKFYVE,2770,3791
208314369,PIKFYVE,232,96
27442842,KRTCAP3,1001,736
27442666,KRTCAP3,1128,1039
27442622,KRTCAP3,421,289
27442704,KRTCAP3,468,629
206644400,LOC200726,438,347
206644429,LOC200726,752,653
206644298,LOC200726,670,765
206644590,LOC200726,568,511
62506041,TMEM17,1182,1094
62502727,TMEM17,1265,1278
62502442,TMEM17,935,707
62502475,TMEM17,959,1245
65344802,SPRED2,608,474
65313955,SPRED2,596,435
65316771,SPRED2,375,298
65334707,SPRED2,1262,1576
232548795,TIGD1,838,959
232549772,TIGD1,544,270
232548967,TIGD1,929,581
232549434,TIGD1,420,646
125932673,ALG1L,325,264
125933615,ALG1L,915,787
125931716,ALG1L,1138,731
125931658,ALG1L,1007,877
58870297,C3orf67,495,420
58870174,C3orf67,986,781
58866582,C3orf67,658,834
58863696,C3orf67,1295,1506
58501007,KCTD6,2024,1820
58501358,KCTD6,669,837
58501322,KCTD6,1463,934
58501078,KCTD6,1543,2141
185527490,LIPH,1115,993
185524076,LIPH,983,907
185535062,LIPH,909,689
185533597,LIPH,684,893
94035430,ARL13B,1136,963
93995907,ARL13B,2541,2201
94039919,ARL13B,1585,922
94003797,ARL13B,1595,1663
94061353,DHFRL1,2450,912
94061261,DHFRL1,438,376
94061382,DHFRL1,1984,1497
94061471,DHFRL1,1479,661
184038217,HTR3D,2031,2342
184038148,HTR3D,1992,1694
184038056,HTR3D,1432,1074
184036447,HTR3D,1535,1744
170868357,RPL22L1,624,374
170868087,RPL22L1,1036,923
170868338,RPL22L1,1956,1520
170868106,RPL22L1,2333,2575
196227084,SLC51A,2117,2107
196228871,SLC51A,1620,1277
196228210,SLC51A,771,639
196229921,SLC51A,1532,1313
196577599,FBXO45,1347,1189
196577545,FBXO45,1393,1441
196577686,FBXO45,2430,1971
196569169,FBXO45,1766,1420
49174358,KLHDC8B,492,318
49173134,KLHDC8B,1805,1127
49172857,KLHDC8B,1394,1176
49174296,KLHDC8B,806,644
195725070,MUC20,985,524
195724740,MUC20,2108,1835
195725859,MUC20,702,382
195724948,MUC20,1993,764
98025640,GABRR3,2346,2432
98034895,GABRR3,2237,1508
98017660,GABRR3,1231,1479
98001689,GABRR3,1455,1633
66029955,CEP112,1465,1392
66062977,CEP112,824,805
66096592,CEP112,1,5
66176903,CEP112,1469,1506
9779839,DHRS7C,1163,1163
9781486,DHRS7C,1270,1109
9781576,DHRS7C,732,488
9777227,DHRS7C,419,289
15555283,TVP23C,783,381
15545889,TVP23C,706,908
15553732,TVP23C,621,725
15547117,TVP23C,491,252
16349988,CENPV,1738,1195
16353060,CENPV,1183,683
16353268,CENPV,391,502
16353117,CENPV,976,828
17227947,FLCN,791,709
17222587,FLCN,555,456
17221571,FLCN,231,201
17219147,FLCN,195,139
17206173,PLD6,1275,914
17206062,PLD6,966,882
17205911,PLD6,552,375
17203045,PLD6,1020,1288
45405921,ARHGAP27,1499,922
45402735,ARHGAP27,686,510
45405058,ARHGAP27,549,319
45404621,ARHGAP27,617,444
42028996,ZNF385C,916,634
42031658,ZNF385C,1762,1838
42034301,ZNF385C,1480,947
42028833,ZNF385C,1413,1339
50115598,SAMD14,360,508
50118280,SAMD14,748,707
50117514,SAMD14,541,630
50115842,SAMD14,583,481
27882653,LYRM9,2558,1979
27882578,LYRM9,2446,2414
27882639,LYRM9,345,295
27882609,LYRM9,2795,1757
7038600,SLC16A13,1472,1556
7036561,SLC16A13,1780,1486
7036450,SLC16A13,1392,1134
7038462,SLC16A13,1599,1077
7426298,C17orf74,516,182
7426216,C17orf74,2235,2686
7426792,C17orf74,562,584
7426591,C17orf74,757,692
82019365,STRA13,3744,3512
82022831,STRA13,1976,1220
82019858,STRA13,1639,1009
82019647,STRA13,1835,1239
82028652,LRRC45,1043,824
82025424,LRRC45,403,367
82025029,LRRC45,601,465
82027386,LRRC45,828,627
72947802,SLC39A11,1738,2190
73031559,SLC39A11,2448,2257
73031675,SLC39A11,1992,2242
73088667,SLC39A11,1944,1882
75892417,TRIM65,1485,1275
75896603,TRIM65,2435,1869
75892115,TRIM65,1700,1445
75892013,TRIM65,906,1099
75840268,UNC13D,2080,1773
75835752,UNC13D,2128,2029
75836211,UNC13D,1856,1509
75842454,UNC13D,1787,1312
35930647,RDM1,766,571
35930112,RDM1,351,221
35925520,RDM1,410,311
35930172,RDM1,1110,965
4439676,SPNS3,606,483
4434091,SPNS3,1930,1180
4445095,SPNS3,309,317
4446194,SPNS3,576,593
74135829,FBXO15,1061,955
74126098,FBXO15,909,861
74130417,FBXO15,1392,1240
74124502,FBXO15,2451,1773
8633251,RAB12,574,681
8635533,RAB12,657,539
8609921,RAB12,563,437
8609877,RAB12,542,472
48040888,ZBTB7C,2039,1999
48040240,ZBTB7C,1855,1770
48040348,ZBTB7C,2208,1726
48039965,ZBTB7C,2599,1932
58417046,ZNF584,926,869
58417189,ZNF584,835,808
58415577,ZNF584,513,411
58410002,ZNF584,396,262
57676539,ZSCAN4,757,936
57676317,ZSCAN4,1525,1950
57678075,ZSCAN4,1072,1166
57678268,ZSCAN4,592,615
123582213,HACD2,1255,592
123528391,HACD2,359,322
123582288,HACD2,502,212
123502572,HACD2,805,677
31619731,STT3B,763,429
31579832,STT3B,837,347
31600455,STT3B,565,323
31533308,STT3B,741,250
57508430,DNAH12,1069,1258
57507657,DNAH12,1339,1453
57509187,DNAH12,828,755
57508503,DNAH12,984,1223
57556846,PDE12,824,186
57556593,PDE12,1139,273
57557104,PDE12,1854,393
57557516,PDE12,306,528
57657703,DENND6A,1506,1670
57660823,DENND6A,580,690
57661545,DENND6A,896,684
57672424,DENND6A,1105,1307
114295571,TIGIT,297,258
114299678,TIGIT,1151,1008
114295734,TIGIT,710,545
114295791,TIGIT,788,590
158671708,C4orf46,2684,1921
158671657,C4orf46,681,332
158671626,C4orf46,749,427
158671739,C4orf46,452,191
48484099,SLC10A4,840,794
48485040,SLC10A4,1477,1403
48483721,SLC10A4,917,706
48483948,SLC10A4,1435,1087
152770188,TIGD4,573,547
152770359,TIGD4,566,365
152770611,TIGD4,1230,1495
152770529,TIGD4,690,692
152652892,TMEM154,913,647
152652567,TMEM154,1205,1433
152679897,TMEM154,485,524
152652851,TMEM154,1955,2184
39605076,SMIM14,1641,2192
39556556,SMIM14,1637,1743
39556514,SMIM14,1362,1566
39572448,SMIM14,464,412
165100671,TMEM192,715,923
165100628,TMEM192,1060,1087
165103031,TMEM192,1782,1908
165103075,TMEM192,801,1056
183651061,RWDD4,851,588
183655896,RWDD4,159,226
183650993,RWDD4,459,589
183651097,RWDD4,739,585
184678289,PRIMPOL,758,992
184672429,PRIMPOL,447,323
184666015,PRIMPOL,321,248
184661861,PRIMPOL,579,546
16202473,TAPT1,505,659
16188245,TAPT1,2321,1479
16191413,TAPT1,1991,1873
16226290,TAPT1,2001,782
139402021,SPATA24,521,518
139403998,SPATA24,669,498
139401973,SPATA24,487,274
139401756,SPATA24,758,652
139425065,DNAJC18,1966,2059
139437431,DNAJC18,2565,2028
139428576,DNAJC18,939,695
139437495,DNAJC18,2433,2038
176098494,FAM153B,627,737
176099041,FAM153B,527,500
176103269,FAM153B,643,640
176096865,FAM153B,1095,851
36256970,RANBP3L,753,952
36261970,RANBP3L,861,935
36257484,RANBP3L,1156,1266
36265043,RANBP3L,1996,2635
69320445,CCDC125,380,476
69308001,CCDC125,322,224
69294851,CCDC125,617,376
69300098,CCDC125,892,712
58494562,GAPT,923,1036
58494666,GAPT,893,972
58494788,GAPT,2642,3320
58494732,GAPT,2431,2409
79729379,CMYA5,792,687
79736213,CMYA5,1343,1037
79734535,CMYA5,790,867
79731278,CMYA5,1279,1411
147361605,STK32A,1008,1001
147279314,STK32A,1114,1270
147351150,STK32A,485,575
147323964,STK32A,645,575
44286042,TCTE1,2632,3068
44282444,TCTE1,1780,1809
44286342,TCTE1,2167,1957
44285965,TCTE1,2621,2085
62047906,KHDRBS2,621,644
61901314,KHDRBS2,792,974
61978126,KHDRBS2,2098,1885
61894775,KHDRBS2,2362,1650
30329739,TRIM39-RPP21,2019,1914
30335799,TRIM39-RPP21,364,290
30341734,TRIM39-RPP21,802,783
30329577,TRIM39-RPP21,784,656
148591119,C7orf33,1276,961
148614068,C7orf33,571,554
148590988,C7orf33,1332,1516
148591081,C7orf33,1299,1163
1550836,TMEM184A,2181,2662
1550947,TMEM184A,2536,2685
1548683,TMEM184A,2053,1607
1550166,TMEM184A,1815,1565
144390724,ADCK5,2012,2104
144391672,ADCK5,1567,1788
144383162,ADCK5,2890,3538
144392003,ADCK5,1177,1099
142330923,TSNARE1,633,681
142300629,TSNARE1,618,785
142331826,TSNARE1,661,555
142300582,TSNARE1,1163,962
30722938,TUBB,1056,147
30722589,TUBB,395,22
30723346,TUBB,1439,669
30723727,TUBB,457,122
23290315,R3HCC1,122,125
23288591,R3HCC1,1921,2119
23290160,R3HCC1,1141,1374
23289052,R3HCC1,1140,920
10531317,PRSS55,955,929
10529558,PRSS55,328,337
10529649,PRSS55,1148,1105
10525683,PRSS55,1115,1129
10697651,C8orf74,854,779
10674715,C8orf74,500,535
10674779,C8orf74,971,840
10674834,C8orf74,715,825
38974450,HTRA4,2271,2034
38977997,HTRA4,1038,978
38975076,HTRA4,1981,1706
38978079,HTRA4,1686,1482
39211270,ADAM32,796,815
39169935,ADAM32,413,348
39151517,ADAM32,617,529
39223061,ADAM32,573,813
98089582,ERICH5,1444,1068
98089180,ERICH5,824,1010
98089667,ERICH5,253,302
98089309,ERICH5,553,520
22148797,LGI3,892,803
22151969,LGI3,818,741
22151832,LGI3,1335,1351
22151523,LGI3,890,734
114628216,C9orf91,544,577
114637066,C9orf91,1683,1945
114626986,C9orf91,1683,1881
114624375,C9orf91,722,802
27566811,C9orf72,617,733
27556767,C9orf72,852,1021
27566924,C9orf72,1267,1086
27566702,C9orf72,501,547
15594059,CCDC171,1269,1220
15579019,CCDC171,769,713
15744447,CCDC171,1463,1443
15727903,CCDC171,1385,1476
128063877,NAIF1,252,217
128066648,NAIF1,761,1094
128066720,NAIF1,724,784
128063781,NAIF1,616,617
34405921,FAM219A,785,461
34405949,FAM219A,783,476
34402453,FAM219A,877,620
34402407,FAM219A,945,634
35660429,CCDC107,1456,954
35658460,CCDC107,723,378
35658644,CCDC107,1049,580
35658687,CCDC107,1170,759
98790577,ANKS6,1720,1264
98784098,ANKS6,1742,1757
98790331,ANKS6,1058,993
98782468,ANKS6,1073,698
93075798,SUSD3,2045,1552
93075942,SUSD3,440,496
93075865,SUSD3,1201,978
93077860,SUSD3,1615,1619
116462003,CT83,333,322
116461895,CT83,419,631
116461951,CT83,452,553
116461867,CT83,1324,1609
119406616,SLC25A43,912,1121
119399675,SLC25A43,332,264
119406552,SLC25A43,1913,2286
119406678,SLC25A43,2210,2619
78657595,ZCCHC5,575,673
78657922,ZCCHC5,922,1111
78658255,ZCCHC5,832,999
78657736,ZCCHC5,793,895
105909182,NRK,2021,1866
105908737,NRK,1705,1960
105917588,NRK,1545,1703
105909530,NRK,1722,1821
135572848,DDX26B,1504,1734
135552034,DDX26B,596,633
135573983,DDX26B,914,1238
135545494,DDX26B,718,910
135347254,ZNF449,521,683
135349111,ZNF449,1306,1657
135349266,ZNF449,445,534
135360349,ZNF449,1421,1758
151397354,VMA21,427,155
151397325,VMA21,1143,462
151404925,VMA21,837,375
151403701,VMA21,881,1020
103713720,TMEM31,1478,1600
103713746,TMEM31,1031,918
103713685,TMEM31,876,1269
103712356,TMEM31,291,405
55090088,PAGE2,1561,1573
55090571,PAGE2,688,741
55090604,PAGE2,813,935
55090502,PAGE2,903,1009
17879180,CDY2B,1025,1119
17879785,CDY2B,1905,2383
17879330,CDY2B,695,959
17879046,CDY2B,899,1178
22227541,ANO5,2673,2697
22259566,ANO5,2491,2289
22221141,ANO5,2185,2375
22227348,ANO5,992,772
100484588,CERS3,537,571
100501790,CERS3,167,178
100472976,CERS3,475,497
100479457,CERS3,864,946
20376089,PDILT,539,564
20374883,PDILT,800,1091
20384738,PDILT,473,327
20372906,PDILT,1277,1474
55808887,NLRP11,299,367
55809343,NLRP11,1387,1161
55809064,NLRP11,562,647
55817996,NLRP11,909,1046
113954758,HIPK1,990,832
113940652,HIPK1,542,592
113963517,HIPK1,729,608
113941381,HIPK1,1031,740
75234079,SLC44A5,675,653
75227809,SLC44A5,808,858
75251242,SLC44A5,1152,1277
75219885,SLC44A5,575,587
130763176,AMER3,2275,1677
130762924,AMER3,577,388
130762368,AMER3,1066,1141
130763323,AMER3,627,683
199925150,C2orf69,1104,1033
199925418,C2orf69,1984,1624
199911762,C2orf69,602,390
199911543,C2orf69,737,585
143972593,C3orf58,1392,1091
143972448,C3orf58,1224,1110
143972782,C3orf58,514,375
143985677,C3orf58,614,879
196885637,SENP5,1714,2166
196886029,SENP5,928,783
196885412,SENP5,1350,1765
196886506,SENP5,1335,994
113661138,KIAA2018,598,526
113659177,KIAA2018,695,497
113660270,KIAA2018,752,564
113659596,KIAA2018,857,425
188105291,TRIML2,1891,2083
188091866,TRIML2,1717,1938
188105203,TRIML2,1092,1282
188099046,TRIML2,774,918
115963010,LVRN,3390,3999
115963298,LVRN,2984,3157
116001138,LVRN,3038,2843
115992264,LVRN,547,447
151476626,SLC36A1,1837,1841
151465091,SLC36A1,774,856
151464545,SLC36A1,1733,2294
151458908,SLC36A1,1600,1724
87365034,C6orf163,858,894
87356338,C6orf163,1479,1729
87356400,C6orf163,1046,1370
87356476,C6orf163,722,492
2266880,DHRSX,1228,1420
2266812,DHRSX,999,979
2425280,DHRSX,495,562
2408750,DHRSX,308,404
93134535,SAMD9L,555,288
93134208,SAMD9L,285,439
93133113,SAMD9L,322,433
93135274,SAMD9L,990,1012
25171501,AMER2,551,724
25171329,AMER2,1834,1285
25170943,AMER2,1,3
25170380,AMER2,1093,809
1455469,ATAD3C,726,222
1454418,ATAD3C,1243,1439
1455830,ATAD3C,492,447
1452074,ATAD3C,802,564
27095666,USP12,541,190
27105765,USP12,648,585
27105855,USP12,834,715
27090119,USP12,897,1188
80142172,PLAC9,585,487
80132815,PLAC9,604,452
80132791,PLAC9,556,607
80142105,PLAC9,752,416
27439990,MTIF3,1255,1421
27440344,MTIF3,504,287
27440057,MTIF3,487,538
27440141,MTIF3,838,662
27792945,GSX1,922,456
27793001,GSX1,744,655
27792783,GSX1,540,502
27793043,GSX1,386,386
56375946,OR8U1,880,1156
56375677,OR8U1,665,615
56376013,OR8U1,191,159
56375772,OR8U1,904,857
55572533,OR4C16,721,818
55572729,OR4C16,958,988
55572475,OR4C16,577,386
55572582,OR4C16,571,544
55604219,OR4C11,2165,2081
55603989,OR4C11,1810,2100
55604317,OR4C11,1788,1676
55603773,OR4C11,1938,1631
55651180,OR4S2,1835,1791
55651503,OR4S2,716,583
55651340,OR4S2,944,1219
55651449,OR4S2,847,964
55665442,OR4C6,1333,1378
55665508,OR4C6,1953,1148
55665597,OR4C6,1611,1697
55665767,OR4C6,1207,1682
55795762,OR5D14,154,188
55795959,OR5D14,706,648
55795674,OR5D14,816,717
55796044,OR5D14,392,343
55812016,OR5L1,402,482
55811672,OR5L1,429,593
55811592,OR5L1,716,702
55811795,OR5L1,1455,1695
55819955,OR5D18,2049,2336
55820023,OR5D18,3090,4039
55820218,OR5D18,1576,1579
55820082,OR5D18,1800,1543
56030967,OR5AS1,1629,1596
56030868,OR5AS1,1775,1849
56030517,OR5AS1,574,583
56030808,OR5AS1,1294,1099
56159928,OR8K5,1415,1461
56159744,OR8K5,987,1196
56160083,OR8K5,2650,3092
56160264,OR8K5,2098,1762
56232831,OR5T2,1005,1045
56232637,OR5T2,1905,1556
56232774,OR5T2,898,921
56232517,OR5T2,1049,1323
56290676,OR8H1,1311,1156
56290594,OR8H1,533,514
56290848,OR8H1,508,480
56290937,OR8H1,1920,2200
56318718,OR8K3,744,1040
56318453,OR8K3,935,716
56318405,OR8K3,1520,1921
56318668,OR8K3,1349,1397
56360644,OR8J1,1347,982
56360863,OR8J1,831,607
56360364,OR8J1,379,414
56360587,OR8J1,512,613
56417931,OR5R1,831,1135
56417843,OR5R1,1015,995
56418154,OR5R1,952,801
56418018,OR5R1,1241,1287
56470442,OR5M3,1856,1957
56470137,OR5M3,1351,1360
56470342,OR5M3,811,835
56470392,OR5M3,1200,1231
56491045,OR5M8,484,519
56490773,OR5M8,1235,1327
56491243,OR5M8,366,352
56491291,OR5M8,629,827
56542709,OR5M11,1175,1177
56542663,OR5M11,2073,1693
56543020,OR5M11,1663,2056
56542764,OR5M11,1476,1698
56664078,OR5AR1,1317,1224
56664138,OR5AR1,1275,1568
56663796,OR5AR1,1068,1154
56664186,OR5AR1,947,898
57182532,LRRC55,1431,1052
57182097,LRRC55,2048,2312
57182234,LRRC55,752,752
57182162,LRRC55,1456,1308
57542772,SMTNL1,1002,725
57542863,SMTNL1,794,521
57543916,SMTNL1,664,607
57543139,SMTNL1,639,335
57647025,YPEL4,1204,894
57647049,YPEL4,1862,860
57646400,YPEL4,1049,695
57646789,YPEL4,1177,517
