Experiment Name:,Exp_20260531_HCT116_MitoTracker

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3-B4,,90630,80457,80443,77399,976,1697,100.00%,88.78%,88.76%,85.40%,1.08%,1.87%,100.00%,88.78%,99.98%,96.22%,1.21%,2.11%,389934.0,374031.2,374056.0,367471.1,236863.8,694117.7,318377.6,349822.4,349848.0,345748.3,231269.4,670549.8,328226.6,334035.8,334052.0,332315.3,230117.2,712188.3,36.15%,31.45%,31.45%,30.32%,21.22%,23.38%,118661.4,105058.4,105057.6,100751.3,48839.4,166509.2,134.07%,39.68%,39.68%,37.74%,22.44%,24.00%,522801.7,148407.2,148407.8,138678.3,53157.5,166582.7,408146.9,346009.0,346048.0,340294.1,226097.1,623850.5,303500.9,319374.1,319433.4,315772.7,218069.7,594944.4,307244.1,311072.6,311092.1,309150.3,218684.7,630856.4,41.66%,37.45%,37.44%,36.39%,26.31%,30.94%,127987.6,116484.9,116465.6,112511.0,57525.8,195166.2,363.63%,42.63%,42.62%,41.07%,28.89%,28.14%,1484146.0,147511.2,147491.2,139771.8,65323.9,175550.5,178795.6,171164.2,171179.0,166397.8,80578.9,402614.6,143112.1,155931.6,155957.5,153697.7,74445.9,391473.4,150857.3,152058.7,152061.6,150879.8,74711.0,392425.6,44.44%,40.75%,40.75%,39.20%,28.12%,22.08%,67039.0,61962.5,61958.3,59145.7,21007.1,86635.3,71.57%,47.11%,47.10%,42.37%,50.89%,28.48%,127971.8,80637.7,80633.7,70498.0,41004.5,114678.9,379943.3,368836.3,368838.6,351250.9,83448.3,1206887.4,286023.1,317725.7,317735.6,312333.9,82181.8,1188361.9,305927.7,313078.9,313099.8,310311.1,87136.6,1138101.3,57.68%,51.76%,51.76%,49.67%,13.29%,14.81%,176466.4,162038.5,162068.1,154140.3,11578.7,168549.8,81.47%,59.45%,59.45%,49.65%,15.64%,19.17%,309527.4,219270.5,219266.5,174381.0,13053.7,231300.3
01-KO3-C4,,92651,80889,80875,78113,907,1528,100.00%,87.31%,87.29%,84.31%,0.98%,1.65%,100.00%,87.31%,99.98%,96.58%,1.12%,1.89%,387825.1,378136.0,378160.0,372215.7,235623.3,702088.4,313527.0,352765.4,352789.3,349121.8,229736.3,679920.2,328878.4,336496.2,336516.3,335084.5,227758.2,725006.3,38.38%,32.68%,32.67%,31.58%,20.55%,22.53%,126235.0,109956.7,109938.5,105807.5,46797.4,163319.3,123.85%,40.21%,40.21%,38.52%,23.56%,23.17%,480338.5,152040.3,152042.3,143383.6,55510.8,162705.5,398387.1,351124.3,351166.5,346092.7,229879.4,629912.1,300833.9,323258.0,323322.8,320042.2,222005.5,603909.4,308648.4,314402.9,314419.2,312645.5,223525.6,634382.8,43.15%,38.14%,38.13%,37.27%,24.81%,28.76%,133192.9,119908.1,119897.5,116512.2,55455.5,182476.3,309.28%,43.21%,43.20%,41.99%,27.51%,26.92%,1232125.9,151724.3,151702.3,145307.5,63229.7,169596.7,187920.5,180069.3,180061.4,175731.6,87944.3,416585.1,150327.4,164306.8,164320.8,162217.5,81707.1,407179.8,157653.1,159286.6,159307.6,158181.1,83091.1,408278.3,44.57%,41.08%,41.08%,39.68%,26.78%,22.14%,70270.1,65435.9,65442.6,62764.4,22255.5,90399.7,71.54%,46.76%,46.59%,43.10%,40.71%,21.43%,134447.5,84199.2,83886.8,75740.6,35805.8,89265.8,370244.3,361901.1,361925.1,346451.9,82656.7,1192134.0,274710.3,313206.7,313228.3,308622.7,80975.9,1174961.0,298162.0,307644.9,307693.7,305201.8,87115.7,1117183.8,57.92%,51.41%,51.42%,49.55%,13.31%,13.20%,172700.7,158169.3,158208.1,151229.0,11595.0,147436.0,82.53%,58.53%,58.53%,49.50%,17.69%,18.57%,305571.9,211836.4,211844.5,171500.2,14619.7,221323.3
01-OE-A5,,143139,117059,117040,108821,5671,2106,100.00%,81.78%,81.77%,76.02%,3.96%,1.47%,100.00%,81.78%,99.98%,92.98%,4.85%,1.80%,428111.9,364723.8,364737.8,365004.8,225764.6,667409.0,335309.0,336076.7,336090.4,338260.7,221408.6,651093.2,317916.2,313073.5,313094.3,316967.8,222191.4,670906.8,48.91%,37.89%,37.89%,36.82%,19.62%,21.38%,155492.4,118612.4,118631.3,116716.9,43597.3,143472.0,112.97%,43.05%,43.05%,41.43%,20.24%,21.03%,483634.1,157026.6,157027.5,151221.1,45684.5,140343.2,517247.6,397030.1,397062.1,398061.9,215202.9,764673.9,373401.5,357976.8,358022.8,361925.8,208972.7,752743.1,349815.4,339265.9,339293.6,344862.5,207889.5,791398.5,55.07%,46.08%,46.08%,44.25%,23.48%,15.18%,192638.5,156334.4,156336.0,152598.5,48807.6,120132.9,246.01%,47.22%,47.22%,45.28%,25.00%,16.29%,1272496.4,187491.5,187479.0,180236.1,53806.5,124569.1,237442.0,199956.9,199985.4,199604.0,69157.0,515977.4,168509.9,168546.9,168611.5,173301.3,61410.2,503206.0,179086.4,173574.6,173592.5,176512.3,64381.8,507355.8,65.37%,56.14%,56.13%,51.53%,48.36%,22.16%,117068.6,97450.0,97432.7,90956.3,31134.6,112429.5,89.17%,58.48%,58.46%,53.08%,49.26%,22.47%,211736.1,116926.2,116913.8,105953.4,34066.9,115962.3,408544.3,335360.8,335403.3,330159.5,80798.3,1162087.4,280314.5,276250.2,276323.8,285439.4,79344.7,1146402.8,288888.4,278974.1,279013.1,285001.3,83720.5,1095242.5,72.44%,62.86%,62.85%,57.94%,15.70%,11.82%,209265.7,175364.0,175348.5,165142.2,13142.7,129456.3,102.63%,65.87%,65.86%,55.32%,17.11%,18.85%,419305.4,220902.7,220893.8,182631.8,13821.9,219001.6
01-OE-B5,,91018,62004,61991,55878,3775,1961,100.00%,68.12%,68.11%,61.39%,4.15%,2.15%,100.00%,68.12%,99.98%,90.14%,6.09%,3.16%,524775.8,405838.0,405878.1,404525.3,236223.0,718859.8,343031.9,370832.4,370876.5,372972.0,230813.1,704175.6,356624.9,349019.8,349075.3,353510.2,232175.5,727874.2,71.50%,44.23%,44.23%,41.99%,22.08%,19.51%,254990.2,154388.5,154406.1,148423.1,51256.0,142002.0,129.26%,43.98%,43.97%,41.73%,21.94%,19.09%,678335.9,178484.9,178481.2,168802.0,51830.6,137249.7,646657.4,420762.9,420820.9,420069.6,219163.9,769546.6,372264.5,375790.0,375874.9,379627.2,211040.6,758346.0,376613.9,362851.7,362914.0,368471.3,211184.3,793867.6,73.70%,52.08%,52.07%,49.19%,27.80%,15.88%,277576.3,188961.6,188968.2,181261.3,58711.0,126065.7,288.94%,47.95%,47.94%,45.52%,28.25%,15.91%,1868429.8,201744.3,201721.7,191201.5,61920.0,122411.7,279485.2,206402.0,206310.4,202937.7,81567.1,495733.6,164202.0,172669.8,172718.7,175856.5,70495.6,484912.8,186252.3,175854.8,175879.3,178474.5,74273.0,487570.9,77.19%,58.62%,58.60%,53.08%,52.36%,19.76%,143776.2,103079.8,103066.9,94730.3,38890.7,96327.2,108.54%,61.28%,59.48%,53.24%,56.95%,22.05%,303341.7,126481.7,122705.4,108044.1,46451.6,109295.5,505122.3,361989.8,362044.1,348824.2,75984.0,1175343.9,266891.5,288445.8,288539.6,299015.7,73263.1,1161227.8,308510.9,293812.1,293839.4,299796.4,80407.4,1116011.4,89.37%,68.09%,68.07%,60.82%,20.39%,13.35%,275729.2,200045.8,200026.2,182331.2,16396.8,148946.4,123.12%,69.87%,69.86%,56.10%,23.38%,16.79%,621908.1,252927.9,252924.3,195673.8,17762.3,197368.4
01-OE-C5,,87538,63256,63241,57672,1718,3291,100.00%,72.26%,72.24%,65.88%,1.96%,3.76%,100.00%,72.26%,99.98%,91.19%,2.72%,5.20%,543831.4,410029.3,410073.0,396251.5,229395.3,704630.5,378577.3,374782.8,374829.3,365731.8,224949.1,687480.9,372065.0,352299.1,352357.0,345057.3,224655.3,708495.1,64.14%,44.28%,44.27%,40.79%,20.18%,20.81%,238626.7,155994.3,155980.6,140755.5,45341.5,147464.6,116.88%,43.91%,43.91%,41.72%,20.11%,20.86%,635635.6,180045.5,180043.4,165310.5,46134.9,147014.3,625646.6,413316.1,413385.6,398874.4,205991.2,730524.4,407521.0,368901.3,369005.0,359863.6,199496.2,715295.5,383125.7,356273.9,356337.5,347350.8,199365.4,751640.5,68.56%,51.87%,51.86%,48.01%,24.14%,19.49%,262661.6,184791.7,184798.5,166747.2,48128.1,146490.5,230.10%,48.22%,48.20%,46.35%,26.09%,19.01%,1439620.9,199283.9,199255.0,184882.4,53752.2,138845.6,307507.3,224043.5,223982.3,210909.1,64021.6,501236.9,204556.5,189734.6,189783.4,184925.0,57003.9,489177.4,208751.3,191720.6,191768.0,186963.5,60730.6,494453.8,70.25%,56.25%,56.24%,51.07%,47.99%,21.25%,146657.0,107846.5,107842.0,95474.5,29143.8,105094.9,101.83%,58.37%,57.34%,50.89%,50.03%,22.22%,313142.2,130776.5,128433.6,107329.1,32028.2,111366.4,590037.4,424762.3,424833.0,385296.5,80158.8,1207372.8,365714.5,346167.4,346267.0,334016.9,78583.7,1187916.9,380162.6,351951.1,352119.5,342559.7,83142.1,1135020.1,81.75%,64.82%,64.81%,58.95%,16.49%,14.41%,310774.3,228145.9,228215.3,201950.4,13709.2,163539.6,112.99%,66.30%,66.29%,52.49%,17.83%,19.84%,666665.0,281610.3,281603.9,202233.8,14293.4,239600.5
01-KO1_OE-A6,,72012,52364,52363,47623,103,3997,100.00%,72.72%,72.71%,66.13%,0.14%,5.55%,100.00%,72.72%,100.00%,90.95%,0.20%,7.63%,511722.8,422112.0,422115.3,394596.7,223414.3,718404.8,361552.9,389135.5,389138.9,368382.6,215505.0,702145.1,371850.2,368159.2,368160.1,353136.4,210339.4,727930.7,60.77%,40.29%,40.29%,35.64%,24.99%,20.69%,225966.2,148327.9,148329.2,125869.3,52556.2,150627.7,135.74%,41.85%,41.85%,38.73%,28.35%,20.11%,694604.4,176671.9,176671.9,152842.8,63327.3,144442.8,620085.7,431758.7,431765.4,406631.8,213908.3,702343.1,404328.1,393556.7,393568.4,373984.3,204332.7,683320.6,395121.7,383360.8,383361.2,365658.9,197668.6,721586.6,60.40%,45.72%,45.72%,41.66%,23.22%,22.28%,238655.0,175273.9,175268.9,152336.9,45894.3,160793.5,291.47%,43.60%,43.60%,41.98%,32.52%,21.57%,1807343.3,188237.3,188232.9,170712.5,69571.5,151520.6,328238.2,262064.7,262068.5,241506.0,114986.7,485153.1,231097.8,237854.7,237860.6,223301.8,88906.7,474161.5,242382.3,233287.5,233288.3,220754.2,99557.2,482950.4,57.63%,46.20%,46.20%,41.97%,58.05%,20.13%,139690.5,107771.2,107769.0,92641.2,57788.2,97197.8,91.87%,45.39%,45.39%,40.40%,81.20%,21.23%,301568.8,118948.3,118946.3,97576.2,93364.5,103000.9,638212.4,515947.2,515954.9,452689.2,78757.5,1210646.1,423693.9,448808.4,448820.2,410902.5,76812.3,1191317.0,451099.4,439996.4,440000.8,414871.0,83384.4,1138704.9,69.12%,53.34%,53.34%,48.43%,16.59%,14.62%,311815.6,234676.2,234674.5,200926.5,13834.0,166492.1,100.59%,55.61%,55.61%,43.16%,20.29%,19.80%,641967.8,286920.4,286917.7,195379.4,15977.5,239760.5
01-KO1_OE-B6,,69207,48286,48276,43641,152,3814,100.00%,69.77%,69.76%,63.06%,0.22%,5.51%,100.00%,69.77%,99.98%,90.40%,0.31%,7.90%,531874.8,433647.4,433685.8,403682.4,219426.2,742657.9,358430.1,397496.1,397536.7,374970.8,213376.5,727031.7,378934.6,376220.9,376261.4,358051.2,212370.8,757235.6,69.32%,43.72%,43.71%,38.43%,26.15%,19.36%,262675.3,164475.0,164446.8,137606.0,55536.6,146628.5,122.86%,42.82%,42.81%,39.76%,24.38%,19.12%,653468.8,185673.5,185671.8,160517.7,53490.1,142009.3,622920.0,427565.3,427608.9,401439.2,237778.1,695631.3,390602.8,387007.8,387079.2,366609.5,224944.4,677090.9,390398.5,380243.2,380254.1,359901.6,217468.2,710656.9,66.33%,48.26%,48.26%,44.06%,30.14%,23.90%,258966.5,183507.8,183499.8,158588.8,65548.3,169875.3,279.46%,44.84%,44.83%,43.40%,36.33%,21.73%,1740832.8,191700.2,191677.1,174214.4,86376.3,151166.3,325018.7,254439.8,254437.9,233788.6,109000.6,469035.0,218272.5,229504.4,229556.7,214977.7,84674.9,458875.1,234807.9,225780.4,225801.6,212587.1,93006.4,464334.1,61.25%,47.60%,47.58%,43.09%,67.29%,20.43%,143817.5,107478.4,107444.4,91594.3,62588.3,94871.2,93.30%,46.67%,46.58%,42.01%,83.05%,20.88%,303248.0,118758.8,118510.4,98224.8,90527.7,97954.5,648255.3,513849.6,513924.1,448011.2,78001.7,1208055.1,405040.2,443037.8,443177.8,404289.3,75865.1,1188507.9,443975.9,435584.8,435694.1,407548.5,81531.7,1136651.8,74.63%,55.07%,55.08%,49.89%,19.28%,14.57%,331343.5,239881.4,239971.9,203337.0,15721.1,165559.7,102.37%,56.95%,56.94%,44.37%,21.06%,19.99%,663628.5,292627.2,292605.0,198770.5,16427.8,241477.1
01-KO1_OE-C6,,87846,63993,63988,60109,250,3007,100.00%,72.85%,72.84%,68.43%,0.28%,3.42%,100.00%,72.85%,99.99%,93.94%,0.39%,4.70%,496305.8,406198.0,406204.4,388568.2,217286.0,718235.8,357709.3,374563.6,374570.4,361690.4,211159.4,702863.3,362870.0,355354.4,355355.1,345752.6,206403.5,726964.6,60.12%,40.55%,40.55%,37.40%,22.91%,19.14%,218152.9,144088.7,144086.7,129307.8,47294.3,139171.5,115.83%,41.86%,41.86%,39.44%,25.28%,19.51%,574863.8,170045.9,170045.4,153253.4,54932.3,140119.6,624043.4,436465.2,436466.8,420115.3,230337.2,724835.6,415553.5,397565.4,397575.7,385057.3,220790.6,707008.6,403232.1,387251.1,387247.6,375827.7,215281.0,745711.1,60.76%,45.68%,45.68%,42.90%,28.06%,21.06%,245021.4,176908.1,176890.9,161240.8,60401.6,157009.8,251.46%,43.71%,43.70%,42.59%,31.45%,20.42%,1569209.4,190757.3,190747.2,178939.7,72452.5,147990.5,310640.1,243608.3,243499.4,230587.1,98337.4,475038.0,219198.4,220151.9,220146.5,211551.8,80246.0,463956.2,226424.3,215434.2,215436.3,207592.9,87196.6,471166.6,58.48%,46.39%,46.38%,43.60%,48.55%,19.41%,132419.8,99929.2,99927.4,90504.3,42336.6,91467.6,92.87%,47.39%,46.61%,42.81%,87.09%,22.37%,288483.1,115434.4,113499.8,98725.3,85643.3,106254.9,578721.9,457099.2,457107.4,417014.3,79849.3,1186925.5,386479.0,396312.8,396323.2,374579.6,77780.8,1168676.8,403970.8,389161.3,389166.8,374759.2,83408.1,1114133.6,69.59%,53.33%,53.33%,49.90%,17.79%,12.90%,281143.1,207540.4,207549.2,187003.4,14840.5,143745.9,102.46%,56.50%,56.50%,46.01%,20.11%,19.88%,592972.2,258271.8,258275.3,191867.0,16058.6,235972.2
01-KO2_OE-A7,,60380,45237,45231,37970,51,6482,100.00%,74.92%,74.91%,62.89%,0.08%,10.74%,100.00%,74.92%,99.99%,83.95%,0.11%,14.33%,449625.9,415074.7,415094.1,368119.3,217048.8,672366.5,317682.5,384019.3,384042.8,348321.3,211716.5,653687.6,353140.6,367638.9,367645.3,341594.8,205924.0,675573.3,56.35%,39.22%,39.21%,32.37%,19.64%,23.62%,198994.4,144177.1,144154.3,110561.9,40453.2,159599.1,146.91%,41.06%,41.05%,34.58%,23.57%,22.46%,660555.8,170419.0,170413.3,127311.6,51152.8,151018.8,521121.1,400516.6,400536.2,356569.4,216826.0,641327.8,334631.8,363494.9,363529.3,330106.2,208269.6,615187.9,344607.6,354350.8,354361.6,325800.8,213758.4,655824.9,58.01%,44.93%,44.93%,38.78%,26.53%,28.82%,199913.8,159226.7,159222.5,126338.1,56717.6,189028.2,342.65%,45.17%,45.16%,40.71%,29.56%,26.60%,1785611.3,180897.2,180880.9,145169.8,64086.1,170605.3,318324.5,285143.5,285071.0,248467.6,144853.1,487210.5,225809.6,259391.7,259400.3,232593.3,112822.0,472122.3,247670.0,253423.5,253424.7,229835.2,132981.9,481898.2,54.10%,44.70%,44.69%,37.97%,41.76%,25.70%,133982.4,113275.1,113264.7,87266.3,55528.1,123828.2,88.68%,45.74%,45.38%,37.26%,79.22%,25.10%,282280.6,130431.1,129352.6,92589.5,114756.5,122307.4,686135.6,625381.5,625406.3,512085.4,79851.3,1256493.1,459901.0,549760.1,549804.2,475222.4,78446.2,1232527.5,516763.4,540357.2,540367.7,485825.9,83270.8,1178639.5,66.03%,50.69%,50.67%,42.75%,16.36%,17.78%,341204.4,273912.4,273816.2,207712.8,13626.6,209613.2,96.86%,53.23%,53.23%,37.20%,17.63%,21.44%,664611.8,332886.6,332878.4,190519.9,14079.6,269330.5
01-KO2_OE-B7,,49118,37341,37337,30584,38,6041,100.00%,76.02%,76.01%,62.27%,0.08%,12.30%,100.00%,76.02%,99.99%,81.91%,0.10%,16.18%,463339.2,422191.0,422208.5,369991.7,215128.3,671329.2,324519.2,391136.1,391153.3,351278.9,209801.0,651361.4,360337.7,373914.7,373940.1,346102.4,202473.0,676061.2,53.61%,37.33%,37.33%,30.24%,18.66%,24.22%,193168.5,139589.8,139583.8,104650.7,37791.5,163728.2,159.49%,40.79%,40.79%,33.58%,24.11%,23.17%,738978.6,172200.8,172201.7,124256.5,51864.8,155515.1,527749.8,388452.7,388484.3,341417.4,249410.7,611426.8,329548.0,353311.1,353361.5,317538.0,231077.6,584806.7,336527.3,344161.5,344170.1,314684.5,228299.4,617200.6,55.50%,43.72%,43.72%,37.45%,50.75%,30.44%,186770.0,150483.0,150465.4,117857.2,115859.5,187879.3,384.22%,44.95%,44.94%,39.67%,40.10%,27.85%,2027695.3,174620.8,174603.5,135453.0,100020.0,170279.8,313298.7,281243.6,281259.0,241162.1,149663.7,472340.5,221297.6,256252.5,256270.5,226826.1,102147.7,457033.6,244768.0,250917.3,250930.1,225889.8,128676.6,463783.9,52.39%,43.33%,43.32%,36.20%,62.85%,26.47%,128227.9,108715.5,108712.7,81782.0,80877.4,122758.9,92.94%,45.43%,45.43%,36.22%,97.55%,25.85%,291177.9,127777.6,127775.3,87354.3,145999.3,122109.5,716766.1,651852.2,651899.3,520474.6,82102.3,1287073.3,480484.2,571597.3,571671.4,484903.8,80351.9,1257773.0,535961.3,559086.8,559171.7,498308.9,86811.3,1202840.6,64.86%,50.16%,50.14%,41.15%,13.50%,18.95%,347598.3,280420.4,280386.6,205075.6,11719.4,227955.3,102.09%,54.34%,54.33%,36.09%,18.78%,23.76%,731762.4,354207.1,354195.2,187857.0,15421.9,305844.1
01-KO2_OE-C7,,52545,38682,38677,32329,34,5629,100.00%,73.62%,73.61%,61.53%,0.06%,10.71%,100.00%,73.62%,99.99%,83.59%,0.09%,14.55%,446508.1,414779.3,414801.0,367824.2,216938.4,666456.6,298709.0,384329.3,384351.3,348481.8,211276.6,647446.4,350265.7,369142.7,369172.7,343030.5,206081.5,669389.5,57.03%,37.98%,37.98%,31.25%,25.23%,24.25%,199748.8,140209.3,140226.5,107210.6,51987.0,162325.2,161.93%,40.78%,40.78%,34.31%,25.02%,22.90%,723021.9,169138.2,169138.3,126212.3,54277.3,152651.2,532221.6,398631.8,398671.4,354460.8,199405.9,635659.7,316990.7,362772.1,362836.3,329120.3,189099.8,610525.6,339430.1,354142.1,354150.9,325806.7,180267.2,642649.6,58.19%,44.09%,44.09%,38.00%,27.06%,29.09%,197528.1,156158.9,156142.8,123790.6,48783.3,186945.4,392.42%,44.61%,44.60%,39.96%,38.30%,26.41%,2088554.9,177827.9,177805.3,141629.3,76379.1,167908.3,315957.1,290087.7,290114.8,252377.6,115714.5,493848.2,210844.1,264311.4,264358.1,236654.0,95431.9,478542.7,248743.7,259887.5,259912.2,235375.7,104500.0,485937.7,54.83%,43.80%,43.79%,37.52%,75.20%,25.42%,136381.4,113823.3,113806.0,88306.2,78581.9,123548.0,91.38%,44.97%,44.96%,36.51%,58.83%,25.17%,288726.8,130441.7,130427.4,92147.9,68071.8,124305.3,678598.0,633192.8,633232.1,515983.3,73611.2,1270832.6,433109.8,556820.3,556861.9,479687.9,71492.5,1243715.8,514906.6,549667.1,549685.8,495471.3,77331.8,1183750.6,67.00%,49.71%,49.71%,41.72%,16.09%,17.82%,344963.5,273246.6,273242.0,206733.3,12442.5,210963.8,98.25%,53.52%,53.52%,36.56%,21.75%,22.91%,666734.4,338909.9,338912.2,188659.5,16010.7,291192.5
01-KO3_OE-A8,,103972,86174,86159,82426,471,2718,100.00%,82.88%,82.87%,79.28%,0.45%,2.61%,100.00%,82.88%,99.98%,95.67%,0.55%,3.15%,435299.4,401163.4,401192.6,389086.8,233745.7,739128.3,332406.8,372365.2,372395.6,363954.6,227949.9,721568.7,345456.7,350536.1,350562.7,345840.4,229927.8,756664.0,44.44%,34.93%,34.93%,32.97%,22.21%,19.63%,153518.5,122444.9,122442.5,114035.9,51066.2,148511.3,127.17%,40.97%,40.96%,38.74%,23.31%,20.05%,553559.9,164337.9,164337.2,150745.8,54497.3,148214.9,482086.1,388743.1,388792.4,378802.7,230513.8,671117.8,337946.9,355775.6,355854.1,348614.2,222033.3,647467.6,343856.2,346265.6,346297.5,340795.8,219467.7,685230.8,49.28%,41.42%,41.42%,39.79%,26.15%,25.87%,169447.0,143415.3,143423.0,135594.7,57396.5,177264.5,341.44%,43.73%,43.72%,42.46%,28.09%,24.42%,1646050.4,169992.7,169965.3,160831.6,64756.8,163904.3,234797.3,212888.2,212870.8,204877.9,98336.1,440110.2,178643.3,194518.0,194527.1,189502.9,89425.4,430372.0,187208.3,186829.3,186852.0,183304.4,90780.0,433625.9,47.78%,41.98%,41.97%,40.03%,28.66%,20.08%,89446.1,78424.6,78418.0,73371.9,26018.4,87073.8,78.05%,45.34%,45.13%,41.59%,43.86%,21.45%,183263.8,96515.1,96061.3,85204.1,43127.5,94399.7,446040.9,409284.2,409299.7,381948.6,81715.0,1186210.6,317894.7,354706.7,354727.7,341733.9,79868.7,1168091.8,340853.0,345677.6,345710.9,338466.2,86458.2,1114032.9,60.36%,51.29%,51.29%,48.92%,14.38%,12.98%,205735.3,177288.2,177324.3,165568.9,12428.6,144650.6,88.91%,57.80%,57.80%,47.86%,18.89%,19.98%,396573.1,236581.0,236587.6,182816.1,15438.9,237006.1
