Experiment Name:,Exp_20260609_HCT116_Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3_AZ-E4,,94908,77835,77811,74300,478,2577,100.00%,82.01%,81.99%,78.29%,0.50%,2.72%,100.00%,82.01%,99.97%,95.49%,0.61%,3.31%,328204.8,346336.3,346398.3,338663.6,84187.8,1133828,424456.8,408104.2,408155.3,378840.5,80790.7,1217353.9,205573.7,182153.3,182207,169951.2,14205.2,166128.8,100.99%,59.31%,59.30%,47.86%,18.80%,21.58%,352488.6,348853.6,348890,338787.2,212764.5,624470.4,300442.3,312809.1,312857.3,308640.1,203025.9,625603.9,125624.9,103940.5,103914.3,97487.7,38594.8,167593.6,128.58%,39.17%,39.17%,36.55%,23.14%,25.59%,453239.9,136649.5,136654,123825.9,49231.1,159810.6,41.81%,33.23%,33.21%,31.59%,19.01%,26.79%,277421.1,326618.7,326654.3,319671.9,207798.2,602212.1,414612.4,362245.3,362324.2,351621.6,208180.3,656365.3,295834.3,330898.4,331019,323625.8,200306.2,631396,310097.4,321227.1,321298.2,316193.9,195486.2,671162,48.91%,40.90%,40.89%,39.27%,25.22%,28.81%,151683,131378.2,131365.8,124181.6,49308,193336.5,273.94%,44.86%,44.84%,42.96%,31.11%,25.68%,1135781.1,162506.5,162467.8,151049.5,64774.1,168577.3,210657.3,197708.3,197703.4,188583.4,83824.8,448735.3,151908.9,176023.8,176050.2,170842.2,70798.4,433769.8,169170.8,173785.4,173812.7,170266,71659.2,436325.2,53.13%,46.08%,46.06%,44.03%,57.24%,24.57%,89887.4,80074.8,80061.1,74966,41020.4,107200,91.37%,50.94%,50.82%,45.60%,68.90%,27.70%,192468,100708.4,100467.5,85989.4,57758.9,124282.9,287630.4,351978,352030.9,338600.8,78956.4,1195035,62.64%,52.59%,52.60%,50.18%,16.87%,14.65%,428639.4,242037.9,242051.3,181298.3,15189.2,262669.7
01-KO3_AZ-F4,,82575,63576,63563,59479,168,3316,100.00%,76.99%,76.98%,72.03%,0.20%,4.02%,100.00%,76.99%,99.98%,93.57%,0.26%,5.22%,391295.7,415747.3,415803.7,400305,83456.5,1147285.9,510926.1,478405.3,478448,433042.1,78445.9,1226954.4,251422,206767.8,206806.4,186099.2,15040.5,175995.9,109.22%,55.13%,55.13%,42.74%,21.65%,21.96%,353571.8,344627.3,344653.4,329115.8,211248.3,595678.3,297871.8,312361.1,312398.5,304968,203793.9,590212.7,133603.3,102601.3,102599.4,93053.6,52542.2,151711.8,141.12%,37.43%,37.43%,33.64%,25.36%,24.55%,498943.6,129009.5,129009.3,110720.6,53578.3,146229.1,44.85%,32.85%,32.84%,30.51%,25.78%,25.70%,264414.3,324231.1,324258.3,312924.2,205106.8,576849,482479.9,391809.3,391861.2,374232.2,204136,675752.4,310260.3,359446.3,359528.5,346641.6,196399.8,651032.8,336519.4,350334.9,350363,340573.4,191882.7,699211.8,52.38%,40.67%,40.67%,38.39%,25.76%,26.60%,176266,142480.9,142487.8,130741.6,49430.5,185999.1,331.87%,43.14%,43.12%,40.70%,29.48%,24.92%,1601224,169012.3,168983.2,152305.8,60188.6,168400.1,250425.9,229675.5,229551.5,215129.3,120983.9,463413.4,166208,206460.8,206462.5,196926.4,98389.5,446778.4,197588.3,205144.7,205159.7,197915.8,103961.2,451856.6,55.90%,44.40%,44.39%,41.57%,59.03%,25.50%,110448.4,91089.9,91072,82269.9,61367.3,115238.4,101.49%,49.30%,48.16%,42.44%,68.28%,29.64%,254157,113228.5,110544.8,91302.3,82603.6,137368.3,320858.9,419424.4,419474.8,394159.3,76089.7,1203768.9,64.25%,49.73%,49.74%,46.49%,18.02%,15.34%,558057.2,263758.5,263762.1,185100,16987.4,269381.8
01-OE_AZ-D5,,136584,101594,101587,97240,2521,1453,100.00%,74.38%,74.38%,71.19%,1.85%,1.06%,100.00%,74.38%,99.99%,95.72%,2.48%,1.43%,289202.2,293488.1,293506.5,294829.1,84142.6,1094097.9,417663.8,346746.8,346766,339493,80113.6,1140085.6,206390.7,160853.8,160836.2,153898.3,13453.7,118806.9,111.71%,59.31%,59.30%,51.91%,18.91%,14.30%,407929.2,358197.2,358205.6,355572.8,214768.9,704197.9,304725.5,310756.7,310770.7,311631.3,210412,708351.1,163002.3,114710.3,114721.3,111566.9,39875.9,136984.9,116.36%,41.75%,41.74%,40.06%,19.33%,19.01%,474659.5,149529.6,149531.3,142444.4,41511.3,133862.6,53.49%,36.91%,36.92%,35.80%,18.95%,19.34%,294170.3,331823.3,331831.1,331233.9,210961.1,690449.6,523312.3,414569.4,414590.4,413257.7,205662.5,777366,348254,376802.3,376836.3,378069.1,199246.5,767169.2,358084.3,361827.3,361833.6,363168.1,198997.6,800747.9,58.92%,44.64%,44.64%,43.07%,24.05%,15.52%,210999.2,161528,161516.4,156420.8,47851.1,124282.9,221.94%,44.99%,44.98%,43.57%,26.22%,15.27%,1161437.1,186509,186497.8,180076.1,53929.1,118721.3,226071.6,191986.7,191993.8,190561.2,83934.9,422337.7,152456.6,169634.3,169646.6,170546.8,73338.1,412190.9,167159.6,165892,165898.8,166298.6,78026.4,415703.2,60.30%,46.46%,46.46%,44.43%,50.61%,20.21%,100795.6,77075.6,77075,73890.4,39491,84028.8,92.58%,50.52%,50.52%,47.96%,53.68%,22.45%,209302.7,97000.9,96999.3,91392,45059.9,94825.1,258660.3,295941.9,295978.2,298938.8,78336.5,1129922.6,71.37%,54.81%,54.80%,52.20%,15.99%,10.86%,466577.7,205642.2,205635.4,176222.7,15145.5,163088.5
01-OE_AZ-E5,,132283,95158,95155,90074,3674,1077,100.00%,71.94%,71.93%,68.09%,2.78%,0.81%,100.00%,71.94%,100.00%,94.66%,3.86%,1.13%,278475.2,275069.7,275070.7,280126.2,82290.5,1081571.3,425574.1,327981.3,327989.7,326251.8,78315.1,1133376.9,213740,158194.2,158185.8,151927.5,15116.4,114683.7,114.60%,61.33%,61.33%,53.68%,20.59%,14.59%,452872.3,373448.8,373453,373930.8,220954.2,747052.9,321637.6,322078.2,322080.3,325815.6,217090.5,757389.1,193337,126206.5,126205.9,124547.5,43530.2,127583.7,115.56%,42.89%,42.89%,41.19%,20.01%,16.92%,523353.9,160178.1,160178.8,154011.6,44216.3,126420.5,60.11%,39.19%,39.18%,38.23%,20.05%,16.85%,316967.5,343967.4,343971.4,346422.3,216716.3,735230.7,562063.1,417079,417087.9,419559.6,213654.2,792315.8,364330.6,376517.3,376530.4,381494.1,206525.7,783333,365376.9,362099.2,362101.2,367426.8,206787.6,817053.8,64.70%,47.18%,47.18%,45.65%,25.66%,13.33%,236411.1,170827.3,170827.5,167724.5,53058.3,108888.6,206.78%,46.24%,46.23%,44.65%,26.79%,14.14%,1162226,192839.8,192836.1,187319.3,57247.8,111998.8,229792.2,182042.5,182046.9,182601.4,83361.1,408860.5,150419.9,160256.1,160265,163006,74834.3,400443.8,160840,155530.3,155534.4,157541.2,79370.9,403912.2,63.69%,48.42%,48.42%,46.20%,43.00%,18.68%,102446.8,75314.4,75313.4,72783,34127.5,75453.4,96.72%,51.72%,51.72%,49.02%,45.94%,20.48%,222247.7,94155.8,94153.8,89512.3,38298.9,83723.1,253763.6,276443.4,276458.3,285232.6,76240.7,1123167.9,76.75%,57.51%,57.51%,54.24%,18.37%,10.60%,487707.9,201164.6,201162.2,175145.4,16125.8,165353.1
01-OE_AZ-F5,,136829,96626,96623,92025,2673,1534,100.00%,70.62%,70.62%,67.26%,1.95%,1.12%,100.00%,70.62%,100.00%,95.24%,2.77%,1.59%,291262.4,299286,299297,301019,81903.4,1094520.8,425482.1,352493.5,352503.6,344766.5,78034.4,1141534.5,222026.5,167908.1,167915.1,160054.2,15296.9,126196.4,111.66%,59.77%,59.76%,51.86%,20.55%,14.44%,414773.7,366123.2,366127.3,363508.6,217972.7,704848.8,310374,319664.6,319669.2,320584.8,212058.4,709735.1,185927.2,119267.3,119261.2,115483,43454.8,128148.5,113.04%,41.26%,41.26%,39.52%,20.39%,17.61%,468879.6,151049.2,151049.8,143651.6,44439.3,124143.1,59.90%,37.31%,37.31%,36.02%,20.49%,18.06%,287162.3,339338.2,339342.1,338917.2,213681.9,693003.8,538935.3,423442.3,423452.3,422298.9,213496.6,776057.5,344482.8,384539.3,384555.6,386059,206027.7,765685.8,363355.8,371444.3,371456.8,373189.3,205015,801897.1,64.12%,45.73%,45.73%,43.99%,26.44%,15.35%,232970,169879,169879.4,164160.9,54212.6,123100.8,220.48%,44.76%,44.76%,43.35%,27.61%,15.40%,1188268,189546.1,189540.4,183056.7,58939.7,119505.3,222852,187542,187546.4,185933.7,89271.8,406455.1,142649.7,166342.6,166351,167000.6,78495.9,397021.7,162233,161657,161657.8,162057.7,83682.2,402221,62.11%,46.07%,46.07%,44.17%,48.74%,20.65%,100764.6,74476,74472.5,71577.1,40786.8,83045.2,94.67%,50.02%,50.02%,47.44%,50.50%,22.13%,210968.7,93810.6,93808.7,88197.8,45084.4,89951.4,247956.6,299313.5,299336.5,303171.2,76007.3,1131116.1,76.23%,56.10%,56.10%,53.17%,18.68%,11.53%,475096.5,210673.1,210668.6,178810.7,16038,164885.6
01-KO1_OE_AZ-D6,,35156,19290,19287,16519,53,2345,100.00%,54.87%,54.86%,46.99%,0.15%,6.67%,100.00%,54.87%,99.98%,85.65%,0.27%,12.16%,573639.6,564966.1,565007.2,520545.6,81137.9,1157773.5,874071.3,624453.6,624494.5,532248.9,77136.3,1234587.6,467382.9,264344.4,264324.6,214916.1,15759.7,186412.8,132.10%,49.30%,49.30%,35.84%,21.54%,21.00%,485852.7,383630.8,383651.8,354565,198031.1,573901.6,355316.2,358057.2,358083.6,337762.1,181188.8,557651.3,258397.2,125688.4,125662.1,105196,32825.1,144237.4,164.48%,35.87%,35.86%,31.51%,26.91%,24.66%,799143.4,137591.7,137591.8,111716.3,53300,141496.1,72.72%,35.10%,35.09%,31.14%,18.12%,25.87%,309921.2,361207.6,361228.7,338160.8,192231.7,556367.1,879780,500831.8,500872.3,467181,186744.7,720223.3,460305.3,465155.5,465230.5,437103.1,179110,701353.7,494688.2,473719.4,473736.5,443401.3,175813.6,747268,72.08%,41.98%,41.97%,38.43%,23.57%,21.78%,356554.9,198854.8,198825.1,170381.5,41446.8,162764.5,281.01%,37.37%,37.37%,35.97%,31.21%,21.13%,2472241,187184.2,187152.1,168037,58278.8,152188.9,430328,303618.5,303491.6,275475.9,155572.3,485254.3,240935.3,276294.2,276302.4,254810.1,115930.9,467918.8,295115.4,284644.3,284650.7,264261.9,130454.4,471111.3,68.91%,42.87%,42.87%,39.24%,63.02%,23.43%,203353.2,122028.1,122032.8,103698.6,82213.7,110368.5,124.26%,44.17%,43.63%,38.36%,90.42%,30.77%,534742.4,134102.5,132419.7,105677,140663.8,149321.8,463740.9,555544,555581.4,494507.1,74914.6,1212261.5,81.48%,46.79%,46.78%,41.29%,19.42%,16.10%,1154676.5,307873.1,307879.3,190738.3,16614.3,259224.7
01-KO1_OE_AZ-E6,,28417,14381,14379,11188,23,2806,100.00%,50.61%,50.60%,39.37%,0.08%,9.87%,100.00%,50.61%,99.99%,77.81%,0.16%,19.51%,699175.2,638480.1,638494.2,557045.1,78211.5,1181030,1140764.3,708899.8,708968.8,560919.3,76880.4,1272719.1,608382.9,313037.5,313015.9,221267.6,18491.9,202611.2,138.93%,50.91%,50.90%,34.72%,21.40%,24.81%,555357.7,399453.8,399470.3,357166.9,211915.6,558857.6,395503.8,375630.7,375636,342487.9,194580.9,545319.1,297010.1,135092,135088,106545.1,34505,142604.8,161.92%,35.54%,35.54%,30.79%,24.95%,25.01%,899242.3,141952.7,141955.7,109965.2,52868.8,139762.1,75.10%,35.96%,35.96%,31.11%,17.73%,26.15%,348767.7,375995.6,376010.9,341153.2,206225.6,541213.6,1035061.4,516955.1,517008.8,467043.9,202386.7,701947.3,524189.3,480882.4,480971.8,437717.6,193738.5,682194.1,551437.6,492654.3,492708.7,446138.3,182102.2,721251,77.58%,42.00%,42.00%,37.26%,33.42%,23.39%,427817.6,206906.5,206948.7,166210.3,60866.8,168667.3,262.20%,36.60%,36.59%,35.40%,31.33%,21.96%,2713893.5,189227,189184.9,165348.2,63400.3,154178.9,532023.5,330441,330394,287020.8,169836.5,493739,284236.4,299693.2,299667.3,264733.8,127428,476046.3,343460.4,314041.2,314041.2,279044.6,126278.1,474747.9,74.37%,41.42%,41.42%,37.03%,44.00%,23.86%,255418.2,130080.8,130080.8,103316.3,55558.2,113292.1,129.25%,43.50%,43.47%,38.08%,94.99%,29.59%,687624.6,143734.5,143622.9,109301.4,161321.2,146110.2,573330.4,625705.6,625799.8,521996.8,75012.7,1242720.6,87.01%,49.03%,49.02%,39.72%,23.64%,17.16%,1584885.1,360877.5,360855.1,194765,16452.3,315801.7
01-KO1_OE_AZ-F6,,30963,17884,17879,15117,52,2351,100.00%,57.76%,57.74%,48.82%,0.17%,7.59%,100.00%,57.76%,99.97%,84.55%,0.29%,13.15%,648996.2,568312.9,568387.3,514796.5,77656.8,1159300.8,1014924.4,630050.3,630178.9,530049.5,75753.8,1236530,491738.6,279658.8,279606.8,221052.8,15279.5,187063.7,128.16%,50.38%,50.36%,36.84%,22.54%,20.71%,552496.5,390634.7,390671.8,359083.9,193148.9,580183.4,396313.5,365802.6,365841.2,343468.9,175318.5,571482.2,252197.1,130174.1,130134.1,108395.9,38392.7,142825.4,155.05%,35.80%,35.80%,31.60%,29.63%,23.52%,856622.1,139862.5,139864.4,113465.1,57238.9,136444.7,63.64%,35.59%,35.57%,31.56%,21.90%,24.99%,389692.5,367510.9,367547.4,342269.4,187063.4,563692.8,1000417.3,508925.1,509022.1,473712.8,228370.7,718732.9,589273.6,472933.4,473120.6,443265,213947.5,699372.3,557669.3,482254.9,482261.5,450018,193653.3,746832.8,67.98%,42.39%,42.39%,38.57%,31.70%,20.86%,379098.4,204410.1,204410.8,173573.5,61383.2,155760,253.19%,37.11%,37.09%,35.90%,41.80%,21.21%,2533003.8,188868.1,188785.5,170077.2,95466.5,152424.3,498970.7,310878.1,310766.8,281378.1,156876.7,486178.9,322665.4,282721.4,282809.5,259920.8,112081.6,469520.6,335313,294690.5,294698.2,272062.8,128750.9,470063,65.07%,42.18%,42.17%,39.42%,71.40%,24.30%,218174.4,124296.9,124276.9,107243.9,91929.2,114227.9,119.15%,43.54%,42.95%,38.59%,80.72%,28.16%,594515.7,135369,133461.3,108586.5,126636.5,136891.7,617690.9,556395.1,556656.9,490186.2,72929.4,1214399.5,75.77%,49.21%,49.19%,42.94%,19.68%,16.14%,1300693,317418.4,317355.1,195269.5,17071.8,256088
01-KO2_OE_AZ-D7,,49287,30004,30001,26024,83,3383,100.00%,60.88%,60.87%,52.80%,0.17%,6.86%,100.00%,60.88%,99.99%,86.74%,0.28%,11.28%,514075.5,531555.8,531546.4,488590.7,79623.6,1159477,772001.1,598450.9,598449.5,509550.8,73773.3,1241293.4,401439.3,262518.7,262502.2,213125.9,19763.9,187387.1,131.12%,51.99%,51.98%,37.78%,25.67%,21.79%,437116,368204.5,368209.2,336917.7,199807.6,591722.5,322716.7,336652.9,336670.3,317256.3,192026.1,584657.1,218943.1,124707.2,124681.1,102648.1,39034,134854.7,160.33%,37.90%,37.90%,32.41%,21.73%,22.58%,700824.4,139549.9,139549.4,109183.2,43414.8,133603,67.84%,37.04%,37.03%,32.35%,20.33%,23.07%,297653.2,344584.5,344589.7,320596.7,195615.3,576043.8,707283.3,461309.5,461317.8,428407.3,194636.2,695457.2,417760,423501.3,423515.8,397131.5,186891.7,671734.8,427373.2,425292.3,425295.8,399551.4,186983.2,720386.5,66.96%,44.00%,44.00%,40.30%,23.19%,25.69%,286190.4,187147.2,187138.5,161022.8,43366.4,185035,261.54%,40.88%,40.88%,38.91%,30.32%,23.99%,1849816.4,188596.2,188589.4,166701.6,59016.5,166832.3,353443.6,267305.3,267065.3,242355.9,158347.4,442892.8,213052.8,242820.5,242767.4,224342.2,119665.4,426053.3,240893.3,241583,241566.1,222259.1,140914.5,425567.2,63.42%,44.40%,44.40%,39.58%,45.42%,24.79%,152768.3,107267.6,107248.3,87980.6,64003.5,105502.7,126.37%,47.38%,46.29%,40.97%,84.64%,31.89%,446632.1,126661.1,123619.7,99289.8,134025.2,141218.7,455025.8,527524.3,527539.3,470699.4,70832.6,1217794.6,78.09%,49.39%,49.38%,43.62%,24.82%,16.16%,1012258.3,311109.1,311095.9,192497.3,18938.6,270505
01-KO2_OE_AZ-E7,,53263,34356,34353,30895,106,2879,100.00%,64.50%,64.50%,58.00%,0.20%,5.41%,100.00%,64.50%,99.99%,89.93%,0.31%,8.38%,465871,478753.4,478781.9,450303.4,81815.6,1136722.8,684854.3,546429.3,546447.6,479785,77109.7,1211986.9,349245.7,241866.9,241866.3,205828.3,16357.4,164074.3,125.68%,52.54%,52.54%,40.24%,24.37%,19.73%,439866.5,376859.3,376874.8,350584.8,216587.8,633677.9,328987.8,341720,341733.7,325849.8,200693,632205,216917,133516.1,133500.3,113490.5,54306.7,137766.9,148.29%,39.01%,39.01%,34.50%,30.09%,21.35%,652293.7,147016.7,147013.4,120956.2,65175.8,135285.3,65.93%,39.07%,39.07%,34.83%,27.06%,21.79%,304324.3,351183.3,351201,331439.3,208492.5,618277,676185.6,452890.1,452912.1,427217,209830,703306.6,405487.7,414538.7,414569,394208.6,201629.3,680626.2,414534.5,414881.6,414899.3,393897.1,194094.3,730906.4,65.15%,45.40%,45.39%,42.09%,27.59%,24.10%,270057.4,188350.8,188323.6,165806.6,53545.4,176145.5,282.46%,41.80%,41.80%,40.26%,30.88%,23.22%,1909967,189318.4,189310.4,172004.1,64806,163291.5,323857.6,251277.6,251191,232471.6,149240,433564.2,204327,228675.3,228660.5,214976.4,118289.2,418776.1,225303,226116.1,226104,210135.2,133331.3,421320,60.07%,45.03%,45.03%,41.15%,45.75%,24.98%,135332.8,101816.9,101808.8,86476.5,60995.5,105256.7,123.50%,45.38%,45.13%,40.30%,79.33%,29.77%,399958.6,114017.3,113358.1,93694.3,118397.3,129083.9,420504.5,480530.9,480547.1,439727.3,73833.5,1192362.9,74.97%,50.52%,50.52%,45.71%,19.99%,14.43%,860740.4,287084,287088.9,193084.4,18788.2,239170
01-KO2_OE_AZ-F7,,42244,25555,25551,22184,88,2890,100.00%,60.49%,60.48%,52.51%,0.21%,6.84%,100.00%,60.49%,99.98%,86.82%,0.34%,11.31%,473770.4,512228.7,512260.8,472395.8,79707.1,1163665.3,696554.9,585609.8,585655.7,495569.9,74309,1242968.5,388761.6,264669,264621.4,214565.3,19940.2,193056.9,129.87%,54.27%,54.27%,39.38%,27.21%,22.77%,435035.4,382721.1,382747.8,349602.3,226072.6,620542.6,319723.8,346642.8,346664.6,326306.4,197204.1,616068.5,243454.6,134950.3,134937.1,110348,64586.7,142154.9,176.76%,39.10%,39.09%,33.77%,42.52%,22.63%,768953,149626.7,149623,118064.1,96117.4,140437.8,76.15%,38.93%,38.92%,33.82%,32.75%,23.07%,280357.2,356459.3,356488.6,331227.4,211757.5,603772.4,681048.5,454065,454119.4,422487.2,219073.5,679244.7,372686.2,414845.4,414936.3,389503.3,204492.7,654120.4,397285.1,413706.4,413733.2,389543.1,194453.1,708119.9,70.77%,46.27%,46.27%,42.20%,29.18%,26.68%,281150.2,191440.6,191418.5,164375.3,56732.4,188946.7,333.53%,42.08%,42.07%,40.50%,43.86%,25.03%,2271480.8,191085.1,191050.1,171088.9,96089.7,170030.4,318755.8,259706.1,259654.7,235247,146654.7,433748.5,184362.3,234798.8,234811.6,216737.6,111779.6,417695.2,220231.2,232473.5,232502.5,212623.3,131264,420270.8,67.38%,45.40%,45.40%,40.21%,63.14%,25.22%,148388.8,105542.1,105555.9,85502.9,82878.5,106000.6,124.69%,46.61%,46.39%,40.66%,76.43%,31.64%,397455.6,121036.6,120460.9,95649.5,112094.1,137259.7,395135.4,511006.4,511051.3,454951.1,70575.3,1218198.8,82.06%,51.67%,51.66%,45.42%,25.02%,16.59%,904643.2,317835.8,317839.4,195136.3,20222.9,283052.2
01-KO3_OE_AZ-D8,,89456,66341,66335,63322,277,2295,100.00%,74.16%,74.15%,70.79%,0.31%,2.57%,100.00%,74.16%,99.99%,95.46%,0.42%,3.46%,364610.8,379803.5,379852.3,370577.1,82981.9,1122006.1,488598.6,437932,437954.2,408595.8,77415.3,1192028.6,236574.8,186732.3,186745.6,173381.3,14160.9,155027.3,111.07%,54.07%,54.07%,44.47%,22.61%,18.77%,398178.3,374617.5,374629.3,362384.1,215978.1,683023.1,323384.6,335835.4,335842.7,330735.9,206752.7,690702.6,162700.4,116503.2,116505.3,108616.9,50556.4,157021.9,123.75%,38.89%,38.89%,36.16%,24.41%,21.40%,492728.2,145690.9,145692,131038.5,52727.9,146138,50.31%,34.69%,34.69%,32.84%,24.45%,22.73%,291480.4,350285.7,350297.4,341673.1,210226.5,665825.2,523992.9,423170.4,423198.3,412375.9,216281,699750.9,349508,388759.7,388804.7,380767.3,207037.9,677902.6,372790.3,382343.1,382355.5,375266.9,204547.4,727091.2,55.08%,41.61%,41.60%,40.03%,28.40%,23.38%,205350.8,159091.6,159068,150218.6,58099.1,169986.8,239.21%,41.96%,41.95%,40.85%,30.95%,22.96%,1253426.9,177562.5,177545.7,168448.7,66933.7,160651.2,254186.9,223177.5,223169.1,214849.4,119054,432975.8,172284.2,203469.1,203474.5,198014.1,96208.6,418806.5,196930.8,200098.5,200102.6,195587.8,101658.7,422773.1,53.57%,43.28%,43.28%,41.43%,53.57%,24.63%,105491.4,86606.7,86610.1,81039.2,54459.8,104132.6,100.91%,44.87%,44.82%,41.45%,74.47%,27.84%,256505.4,100136.1,100031.4,89051,88656.9,120525.9,311181.9,385106.3,385132.4,370188.1,74820.1,1174601.8,64.88%,49.17%,49.16%,46.79%,17.07%,13.82%,542678.6,236800.9,236799.5,181712.5,17501.1,223778.8
