sgRNA,Gene,DLD1-Cont3.initial,DLD1-Cont3.final
SCYL3_PKc_E2_141.1,SCYL3,1723,2167
SCYL3_PKc_E3_186.3,SCYL3,2615,3008
SCYL3_PKc_E4_114.1,SCYL3,2218,2357
SCYL3_PKc_E5_57,SCYL3,888,350
SCYL3_PKc_E6_103.3,SCYL3,1429,1726
SGK1_PKc_E10_156.8,SGK1,961,661
SGK1_PKc_E4_42.1,SGK1,1260,1401
SGK1_PKc_E6_132,SGK1,666,1287
SGK1_PKc_E7_113.8,SGK1,636,773
SGK1_PKc_E8_124.5,SGK1,783,863
SGK1_PKc_E9_96.8,SGK1,2154,2500
SGK2_PKc_E3_42.2,SGK2,1375,1223
SGK2_PKc_E4_84.4,SGK2,2039,2392
SGK2_PKc_E5_132.5,SGK2,2522,1842
SGK2_PKc_E6_113.1,SGK2,1501,1680
SGK2_PKc_E7_37.1,SGK2,1214,665
SGK2_PKc_E8_87,SGK2,2187,2964
SGK3_PKc_E10_132.1,SGK3,1033,901
SGK3_PKc_E11_113.3,SGK3,1580,2756
SGK3_PKc_E12_37.1,SGK3,1331,2327
SGK3_PKc_E13_87.5,SGK3,1366,2087
SGK3_PKc_E8_42.2,SGK3,822,598
SGK3_PKc_E9_84,SGK3,994,842
SGK494_PKc_E3_84,SGK494,878,941
SGK494_PKc_E4_69.2,SGK494,641,363
SGK494_PKc_E5_70.9,SGK494,0,0
SGK494_PKc_E6_105.2,SGK494,1419,850
SGK494_PKc_E7_41,SGK494,1099,710
SGK494_PKc_E9_90.3,SGK494,1485,1016
SIK1_PKc_E2_81,SIK1,1051,742
SIK1_PKc_E3_117.1,SIK1,2041,1011
SIK1_PKc_E4_64,SIK1,1534,1305
SIK1_PKc_E5_162.19,SIK1,2250,2693
SIK1_PKc_E6_125.19,SIK1,1014,1454
SIK1_PKc_E7_124.16,SIK1,1562,1120
SIK2_PKc_E1_81.1,SIK2,2501,2869
SIK2_PKc_E2_117,SIK2,1922,1617
SIK2_PKc_E3_64.2,SIK2,1221,1670
SIK2_PKc_E4_162,SIK2,786,305
SIK2_PKc_E5_125.1,SIK2,1419,1120
SIK2_PKc_E6_124.11,SIK2,1936,1799
SIK3_PKc_E1_81,SIK3,4952,5359
SIK3_PKc_E2_117.3,SIK3,1625,1033
SIK3_PKc_E3_64.1,SIK3,364,267
SIK3_PKc_E4_162.3,SIK3,1330,1050
SIK3_PKc_E5_125.12,SIK3,565,572
SIK3_PKc_E6_124.11,SIK3,2330,2320
SLK_PKc_E1_69.3,SLK,375,274
SLK_PKc_E2_165.3,SLK,1676,2332
SLK_PKc_E3_49.1,SLK,854,1975
SLK_PKc_E4_150.6,SLK,1073,1710
SLK_PKc_E5_73,SLK,1708,640
SLK_PKc_E6_195.7,SLK,1432,1442
SMG1_PKc_E40_106.7,SMG1,1981,63
SMG1_PKc_E41_230.18,SMG1,1903,109
SMG1_PKc_E42_249.7,SMG1,1143,721
SMG1_PKc_E43_139.5,SMG1,757,104
SMG1_PKc_E44_110.2,SMG1,671,0
SMG1_PKc_E45_84,SMG1,500,267
SNRK_PKc_E3_556.3,SNRK,1060,418
SNRK_PKc_E3_556.41,SNRK,1248,1551
SNRK_PKc_E4_142,SNRK,1289,1036
SNRK_PKc_E4_142.6,SNRK,611,292
SNRK_PKc_E5_76.4,SNRK,1701,1543
SNRK_PKc_E5_76.5,SNRK,2457,2930
SPEG_PKc1_E22_201.35,SPEG,1870,853
SPEG_PKc1_E22_201.6,SPEG,1307,1305
SPEG_PKc1_E23_58,SPEG,1437,2092
SPEG_PKc1_E24_78.6,SPEG,1305,918
SPEG_PKc1_E25_179.16,SPEG,1463,1004
SPEG_PKc1_E26_27,SPEG,1722,1406
SPEG_PKc2_E30_1975.217,SPEG,3084,1902
SPEG_PKc2_E32_117.1,SPEG,379,457
SPEG_PKc2_E33_168.1,SPEG,1259,1955
SPEG_PKc2_E34_123.9,SPEG,1783,1482
SPEG_PKc2_E35_168.25,SPEG,1801,1758
SPEG_PKc2_E36_604.32,SPEG,1255,561
SRC_PKc_E10_180.27,SRC,845,958
SRC_PKc_E11_77.4,SRC,1734,957
SRC_PKc_E12_154,SRC,667,535
SRC_PKc_E13_132.14,SRC,1076,712
SRC_PKc_E14_206,SRC,1539,855
SRC_PKc_E9_82.15,SRC,1821,2762
SRMS_PKc_E4_121,SRMS,2144,3007
SRMS_PKc_E4_121.2,SRMS,1428,1723
SRMS_PKc_E5_159.12,SRMS,1023,2499
SRMS_PKc_E6_182.12,SRMS,648,264
SRMS_PKc_E7_157.14,SRMS,1704,1029
SRMS_PKc_E8_164.21,SRMS,2732,1557
SRPK3_PKc_E3_98.1,SRPK3,2509,2935
SRPK3_PKc_E4_88.4,SRPK3,2094,1739
SRPK3_PKc_E5_88.11,SRPK3,544,1327
SRPK3_PKc_E6_107.7,SRPK3,999,996
SRPK3_PKc_E7_166.5,SRPK3,2708,2161
SRPK3_PKc_E9_133.19,SRPK3,2064,1382
STK10_PKc_E1_90,STK10,1561,895
STK10_PKc_E2_165.13,STK10,1595,1423
STK10_PKc_E3_49.5,STK10,1945,2512
STK10_PKc_E4_150.17,STK10,982,1265
STK10_PKc_E5_73,STK10,3358,3321
STK10_PKc_E6_195.19,STK10,1676,1638
STK11_PKc_E1_146.16,STK11,0,0
STK11_PKc_E2_84.3,STK11,1304,1017
STK11_PKc_E3_90.3,STK11,1864,658
STK11_PKc_E4_133.16,STK11,1197,1168
STK11_PKc_E5_137.3,STK11,1425,630
STK11_PKc_E6_128.2,STK11,870,826
STK16_PKc_E2_32,STK16,1346,514
STK16_PKc_E3_220.26,STK16,1901,1783
STK16_PKc_E4_134.16,STK16,239,103
STK16_PKc_E5_121,STK16,1231,786
STK16_PKc_E6_96.9,STK16,564,302
STK16_PKc_E7_122.16,STK16,981,356
STK17A_PKc_E1_56.8,STK17A,477,830
STK17A_PKc_E2_213.9,STK17A,923,760
STK17A_PKc_E3_145,STK17A,2224,2751
STK17A_PKc_E4_127,STK17A,2796,2182
STK17A_PKc_E5_49,STK17A,1128,1304
STK17A_PKc_E6_180.4,STK17A,1702,861
STK17B_PKc_E2_53.1,STK17B,922,1499
STK17B_PKc_E3_213.8,STK17B,1052,1108
STK17B_PKc_E4_145.4,STK17B,2065,1579
STK17B_PKc_E5_127.2,STK17B,1010,1430
STK17B_PKc_E6_49.2,STK17B,790,1477
STK17B_PKc_E7_180.1,STK17B,2835,1499
STK19_PKc_E3_129.13,STK19,2531,3300
STK19_PKc_E3_129.7,STK19,1126,696
STK19_PKc_E4_108.2,STK19,1552,1872
STK19_PKc_E5_140,STK19,1797,1578
STK19_PKc_E6_98,STK19,1462,1059
STK19_PKc_E7_148.22,STK19,2068,2101
STK24_PKc_E2_210.9,STK24,944,1000
STK24_PKc_E3_57.3,STK24,611,302
STK24_PKc_E4_109.3,STK24,479,373
STK24_PKc_E5_158.6,STK24,1447,2223
STK24_PKc_E6_186.15,STK24,1479,1049
STK24_PKc_E7_102.2,STK24,2213,1539
STK25_PKc_E3_219,STK25,1526,1042
STK25_PKc_E4_57.7,STK25,571,862
STK25_PKc_E5_109.5,STK25,1237,1254
STK25_PKc_E6_158.1,STK25,961,1591
STK25_PKc_E7_186.24,STK25,3453,3108
STK25_PKc_E8_102.1,STK25,715,445
STK26_PKc_E3_219.1,STK26,1512,2143
STK26_PKc_E4_57.4,STK26,297,391
STK26_PKc_E5_109.4,STK26,917,890
STK26_PKc_E6_158.7,STK26,1227,1752
STK26_PKc_E7_186.1,STK26,2190,1726
STK26_PKc_E8_102,STK26,1561,1202
STK3_PKc_E13_135.6,STK3,634,730
STK3_PKc_E4_41,STK3,1376,2372
STK3_PKc_E5_129.4,STK3,1275,1909
STK3_PKc_E6_115.4,STK3,1499,1087
STK3_PKc_E7_165.7,STK3,1714,1861
STK3_PKc_E9_138.5,STK3,1360,494
STK31_PKc_E20_84,STK31,2251,1692
STK31_PKc_E20_84.3,STK31,1730,960
STK31_PKc_E21_150.5,STK31,329,255
STK31_PKc_E21_150.8,STK31,938,833
STK31_PKc_E22_123.1,STK31,1990,2786
STK31_PKc_E22_123.5,STK31,1887,3026
STK32A_PKc_E3_45,STK32A,1911,914
STK32A_PKc_E4_152.7,STK32A,3590,3598
STK32A_PKc_E5_174.15,STK32A,306,234
STK32A_PKc_E6_38,STK32A,399,247
STK32A_PKc_E7_90.4,STK32A,1475,2574
STK32A_PKc_E8_98.9,STK32A,2292,3498
STK32B_PKc_E2_45.2,STK32B,2445,3095
STK32B_PKc_E3_152,STK32B,917,2235
STK32B_PKc_E4_174.18,STK32B,1617,1446
STK32B_PKc_E5_38,STK32B,1434,793
STK32B_PKc_E7_104.18,STK32B,909,1568
STK32B_PKc_E8_117.15,STK32B,1030,1741
STK32C_PKc_E2_45.7,STK32C,548,1022
STK32C_PKc_E3_152.1,STK32C,378,761
STK32C_PKc_E4_174.15,STK32C,978,424
STK32C_PKc_E5_38,STK32C,1849,1217
STK32C_PKc_E6_90.7,STK32C,1062,787
STK32C_PKc_E7_104.4,STK32C,728,1306
STK33_PKc_E10_76.4,STK33,2335,1650
STK33_PKc_E5_114.5,STK33,1458,1768
STK33_PKc_E6_105,STK33,1613,2412
STK33_PKc_E7_139,STK33,1766,1465
STK33_PKc_E8_89,STK33,0,0
STK33_PKc_E9_85.4,STK33,1016,781
STK35_PKc_E2_292.3,STK35,687,721
STK35_PKc_E2_292.43,STK35,1735,1899
STK35_PKc_E2_292.47,STK35,1737,594
STK35_PKc_E3_695.12,STK35,1656,2576
STK35_PKc_E3_695.58,STK35,1464,2282
STK35_PKc_E3_695.6,STK35,1675,2359
STK36_PKc_E2_81.8,STK36,2306,2908
STK36_PKc_E3_141.8,STK36,428,447
STK36_PKc_E4_78,STK36,1033,1428
STK36_PKc_E5_131.13,STK36,1081,625
STK36_PKc_E6_250.25,STK36,420,205
STK36_PKc_E7_78.5,STK36,1084,1967
STK38_PKc_E4_48.2,STK38,1217,1067
STK38_PKc_E5_84.1,STK38,3246,3745
STK38_PKc_E6_124.9,STK38,1846,1777
STK38_PKc_E7_155.1,STK38,1367,914
STK38_PKc_E8_103.1,STK38,1355,1205
STK38_PKc_E9_62.4,STK38,283,363
STK38L_PKc_E4_51.1,STK38L,647,327
STK38L_PKc_E5_84,STK38L,737,999
STK38L_PKc_E6_124.11,STK38L,977,861
STK38L_PKc_E7_155.8,STK38L,1999,2776
STK38L_PKc_E8_103.3,STK38L,562,531
STK38L_PKc_E9_62,STK38L,1031,663
STK39_PKc_E2_113.5,STK39,661,395
STK39_PKc_E3_109.6,STK39,1597,1357
STK39_PKc_E4_142,STK39,1324,1057
STK39_PKc_E5_56,STK39,1246,1147
STK39_PKc_E6_110.5,STK39,2084,1785
STK39_PKc_E7_102.2,STK39,1047,948
STK4_PKc_E2_41.2,STK4,907,980
STK4_PKc_E3_129.8,STK4,3054,2143
STK4_PKc_E4_115.2,STK4,2122,2316
STK4_PKc_E5_165.3,STK4,798,667
STK4_PKc_E6_168.2,STK4,1175,1169
STK4_PKc_E7_138.8,STK4,1203,1385
STK40_PKc_E3_87.9,STK40,1017,1852
STK40_PKc_E4_144.11,STK40,2497,2359
STK40_PKc_E5_228.1,STK40,1699,2831
STK40_PKc_E6_53.1,STK40,762,1445
STK40_PKc_E7_116.11,STK40,955,1002
STK40_PKc_E8_145.22,STK40,968,617
STKLD1_PKc_E2_87,STKLD1,2173,1493
STKLD1_PKc_E3_45,STKLD1,1571,1582
STKLD1_PKc_E4_75.2,STKLD1,1260,822
STKLD1_PKc_E5_102.8,STKLD1,1278,1027
STKLD1_PKc_E6_71.5,STKLD1,1823,1759
STKLD1_PKc_E7_116.3,STKLD1,779,1092
STRADA_PKc_E10_105.1,STRADA,1083,664
STRADA_PKc_E11_242.41,STRADA,1424,1879
STRADA_PKc_E6_122.3,STRADA,1203,1010
STRADA_PKc_E7_109.6,STRADA,1390,1006
STRADA_PKc_E8_124.12,STRADA,1810,1289
STRADA_PKc_E9_172.18,STRADA,360,684
STYK1_PKc_E10_97.1,STYK1,916,1165
STYK1_PKc_E5_103.12,STYK1,1529,1673
STYK1_PKc_E6_182.18,STYK1,345,165
STYK1_PKc_E7_84.1,STYK1,995,1467
STYK1_PKc_E8_209.8,STYK1,1803,2077
STYK1_PKc_E9_41.1,STYK1,1136,656
SYK_PKc_E10_210.16,SYK,1357,1268
SYK_PKc_E11_190.1,SYK,1875,1216
SYK_PKc_E12_141.1,SYK,767,745
SYK_PKc_E13_113.7,SYK,1617,986
SYK_PKc_E14_58.3,SYK,614,428
SYK_PKc_E9_62,SYK,973,1247
TAOK1_PKc_E2_129.8,TAOK1,1634,1652
TAOK1_PKc_E3_72.1,TAOK1,753,612
TAOK1_PKc_E4_102.1,TAOK1,903,1286
TAOK1_PKc_E5_46.1,TAOK1,1674,799
TAOK1_PKc_E6_97.2,TAOK1,1127,1822
TAOK1_PKc_E7_114.6,TAOK1,1563,1308
TAOK2_PKc_E3_72,TAOK2,1304,1146
TAOK2_PKc_E4_102.11,TAOK2,1443,642
TAOK2_PKc_E5_46,TAOK2,2602,2353
TAOK2_PKc_E6_97.9,TAOK2,1479,2458
TAOK2_PKc_E7_114.8,TAOK2,2544,1982
TAOK2_PKc_E8_92.7,TAOK2,1018,917
TAOK3_PKc_E3_117.7,TAOK3,596,534
TAOK3_PKc_E4_72.5,TAOK3,2336,2338
TAOK3_PKc_E5_102.2,TAOK3,1664,1732
TAOK3_PKc_E6_46,TAOK3,1895,1160
TAOK3_PKc_E7_97.1,TAOK3,2061,3366
TAOK3_PKc_E8_114.8,TAOK3,1450,1720
TBCK_PKc_E2_73,TBCK,867,997
TBCK_PKc_E3_73,TBCK,805,210
TBCK_PKc_E4_115.7,TBCK,2375,1275
TBCK_PKc_E5_74.2,TBCK,3021,3701
TBCK_PKc_E6_142.17,TBCK,671,378
TBCK_PKc_E7_61.1,TBCK,1220,1203
TBK1_PKc_E2_63.2,TBK1,1087,2052
TBK1_PKc_E3_141,TBK1,859,130
TBK1_PKc_E4_130.7,TBK1,950,880
TBK1_PKc_E5_182.1,TBK1,418,382
TBK1_PKc_E6_161.8,TBK1,1358,1119
TBK1_PKc_E7_111.1,TBK1,1846,1304
TEC_PKc_E13_161.15,TEC,3184,3073
TEC_PKc_E14_217,TEC,2017,2232
TEC_PKc_E15_65.2,TEC,408,387
TEC_PKc_E16_119.4,TEC,609,982
TEC_PKc_E17_158.5,TEC,1829,2814
TEC_PKc_E18_60,TEC,1070,1956
TEK_PKc_E15_130.7,TEK,744,1403
TEK_PKc_E16_111,TEK,2187,1158
TEK_PKc_E17_191.28,TEK,802,2549
TEK_PKc_E18_114.4,TEK,1574,1964
TEK_PKc_E19_71.2,TEK,1120,444
TEK_PKc_E20_41,TEK,1034,1013
TESK1_PKc_E1_39,TESK1,1600,1739
TESK1_PKc_E2_122.1,TESK1,2413,1788
TESK1_PKc_E3_49.2,TESK1,2260,1712
TESK1_PKc_E4_147.1,TESK1,2206,1611
TESK1_PKc_E5_83,TESK1,1705,2396
TESK1_PKc_E6_91.9,TESK1,360,858
TESK2_PKc_E3_122,TESK2,728,980
TESK2_PKc_E4_49,TESK2,1342,1166
TESK2_PKc_E5_147.14,TESK2,1455,2821
TESK2_PKc_E6_83.2,TESK2,1432,2053
TESK2_PKc_E7_85.7,TESK2,872,799
TESK2_PKc_E8_84.3,TESK2,926,866
TEX14_PKc_E10_179.19,TEX14,1405,1050
TEX14_PKc_E5_32.1,TEX14,1307,2100
TEX14_PKc_E6_82.5,TEX14,1681,2127
TEX14_PKc_E7_149.6,TEX14,3024,3354
TEX14_PKc_E8_114.4,TEX14,744,735
TEX14_PKc_E9_124.2,TEX14,3223,950
TGFBR2_PKc_E5_525.62,TGFBR2,711,1018
TGFBR2_PKc_E5_525.64,TGFBR2,1066,1063
TGFBR2_PKc_E6_142.2,TGFBR2,1889,1700
TGFBR2_PKc_E6_142.7,TGFBR2,1784,1744
TGFBR2_PKc_E7_128.5,TGFBR2,1542,1616
TGFBR2_PKc_E8_102.12,TGFBR2,2447,3000
TIE1_PKc_E15_115.16,TIE1,2159,2237
TIE1_PKc_E16_111.15,TIE1,855,379
TIE1_PKc_E17_191.24,TIE1,1270,1541
TIE1_PKc_E18_114.6,TIE1,1093,306
TIE1_PKc_E19_71.4,TIE1,1868,1292
TIE1_PKc_E20_41.2,TIE1,1321,1097
TLK1_PKc_E14_72.3,TLK1,2064,1848
TLK1_PKc_E15_92,TLK1,1318,688
TLK1_PKc_E16_90.5,TLK1,1463,781
TLK1_PKc_E17_170.6,TLK1,445,621
TLK1_PKc_E18_136.6,TLK1,2090,1788
TLK1_PKc_E19_112.4,TLK1,1347,1795
TLK2_PKc_E18_90.4,TLK2,2,0
TLK2_PKc_E19_170.4,TLK2,949,1243
TLK2_PKc_E20_139,TLK2,575,378
TLK2_PKc_E22_108.1,TLK2,1137,453
TLK2_PKc_E23_144.8,TLK2,2713,947
TNIK_PKc_E2_66.8,TNIK,1260,1633
TNIK_PKc_E3_57.2,TNIK,1088,679
TNIK_PKc_E4_126.7,TNIK,971,1156
TNIK_PKc_E5_111.4,TNIK,1873,1523
TNIK_PKc_E6_91.2,TNIK,1346,892
TNIK_PKc_E7_131.1,TNIK,1111,628
TNK1_PKc_E4_81.3,TNK1,648,976
TNK1_PKc_E4_81.5,TNK1,1532,1904
TNK1_PKc_E5_156.19,TNK1,1558,2046
TNK1_PKc_E5_156.5,TNK1,2452,1439
TNK1_PKc_E6_284.41,TNK1,615,753
TNK1_PKc_E7_271.2,TNK1,1334,968
TNK2_PKc_E4_81.1,TNK2,1520,1424
TNK2_PKc_E4_81.4,TNK2,1119,418
TNK2_PKc_E5_153.8,TNK2,476,696
TNK2_PKc_E6_278.3,TNK2,351,0
TNK2_PKc_E7_127.11,TNK2,1482,804
TNK2_PKc_E8_147.18,TNK2,1625,1589
TNNI3K_PKc_E14_28,TNNI3K,2466,1811
TNNI3K_PKc_E15_58,TNNI3K,639,924
TNNI3K_PKc_E16_195.12,TNNI3K,892,572
TNNI3K_PKc_E17_105.2,TNNI3K,2135,2533
TNNI3K_PKc_E18_53.3,TNNI3K,886,544
TNNI3K_PKc_E19_53,TNNI3K,1014,1826
TRIB1_PKc_E1_72.3,TRIB1,1363,1572
TRIB1_PKc_E1_72.9,TRIB1,1118,745
TRIB1_PKc_E2_293.37,TRIB1,2072,1947
TRIB1_PKc_E2_293.41,TRIB1,1316,1382
TRIB1_PKc_E3_361.1,TRIB1,1773,3112
TRIB1_PKc_E3_361.38,TRIB1,2023,1842
TRIB2_PKc_E2_293.11,TRIB2,984,1173
TRIB2_PKc_E2_293.17,TRIB2,781,1043
TRIB2_PKc_E2_293.31,TRIB2,1162,704
TRIB2_PKc_E3_361.2,TRIB2,616,1807
TRIB2_PKc_E3_361.22,TRIB2,1712,1545
TRIB2_PKc_E3_361.52,TRIB2,849,793
TRIB3_PKc_E3_293.33,TRIB3,1366,1760
TRIB3_PKc_E3_293.37,TRIB3,925,868
TRIB3_PKc_E3_293.48,TRIB3,394,293
TRIB3_PKc_E4_361.12,TRIB3,1820,1640
TRIB3_PKc_E4_361.24,TRIB3,943,1174
TRIB3_PKc_E4_361.35,TRIB3,1241,1783
TRIO_PKc_E54_50,TRIO,1525,1507
TRIO_PKc_E54_50.1,TRIO,1605,2938
TRIO_PKc_E55_201.12,TRIO,366,314
TRIO_PKc_E55_201.2,TRIO,789,649
TRIO_PKc_E56_139.3,TRIO,1976,2617
TRIO_PKc_E57_399.42,TRIO,703,306
TRPM6_PKc_E34_228.24,TRPM6,1788,955
TRPM6_PKc_E34_228.4,TRPM6,228,166
TRPM6_PKc_E35_83.1,TRPM6,2297,1850
TRPM6_PKc_E36_206.12,TRPM6,1065,1238
TRPM6_PKc_E37_52,TRPM6,1261,1576
TRPM6_PKc_E38_88.1,TRPM6,1681,2208
TRPM7_PKc_E34_228.12,TRPM7,1111,436
TRPM7_PKc_E34_228.6,TRPM7,1449,507
TRPM7_PKc_E35_83,TRPM7,1381,397
TRPM7_PKc_E36_206.12,TRPM7,1525,51
TRPM7_PKc_E37_52.1,TRPM7,2664,1967
TRPM7_PKc_E38_88.3,TRPM7,941,207
TRRAP_PKc_E68_218.2,TRRAP,2861,430
TRRAP_PKc_E68_218.23,TRRAP,5,0
TRRAP_PKc_E69_185.6,TRRAP,1003,311
TRRAP_PKc_E70_204.18,TRRAP,1120,0
TRRAP_PKc_E71_195,TRRAP,1264,160
TRRAP_PKc_E72_54.3,TRRAP,1325,0
TSSK1B_PKc_E1_789.21,TSSK1B,1095,2116
TSSK1B_PKc_E1_789.35,TSSK1B,1542,745
TSSK1B_PKc_E1_789.43,TSSK1B,2830,4647
TSSK1B_PKc_E1_789.59,TSSK1B,1315,1056
TSSK1B_PKc_E1_789.71,TSSK1B,2037,2242
TSSK1B_PKc_E1_789.93,TSSK1B,284,31
TSSK2_PKc_E1_789.12,TSSK2,2901,2845
TSSK2_PKc_E1_789.39,TSSK2,965,979
TSSK2_PKc_E1_789.46,TSSK2,834,845
TSSK2_PKc_E1_789.51,TSSK2,1683,2722
TSSK2_PKc_E1_789.87,TSSK2,1079,670
TSSK2_PKc_E1_789.95,TSSK2,1455,2048
TSSK3_PKc_E1_121,TSSK3,2104,1627
TSSK3_PKc_E1_121.13,TSSK3,96,158
TSSK3_PKc_E1_121.8,TSSK3,397,321
TSSK3_PKc_E2_650.2,TSSK3,1511,2090
TSSK3_PKc_E2_650.5,TSSK3,2287,1848
TSSK3_PKc_E2_650.61,TSSK3,674,353
TSSK4_PKc_E1_156.11,TSSK4,2828,3715
TSSK4_PKc_E1_156.3,TSSK4,1189,523
TSSK4_PKc_E2_215.1,TSSK4,0,0
TSSK4_PKc_E2_215.28,TSSK4,1201,1186
TSSK4_PKc_E3_394.12,TSSK4,1948,2614
TSSK4_PKc_E4_75.6,TSSK4,1538,1181
TSSK6_PKc_E1_771.109,TSSK6,1796,2318
TSSK6_PKc_E1_771.44,TSSK6,1998,1526
TSSK6_PKc_E1_771.45,TSSK6,1121,777
TSSK6_PKc_E1_771.48,TSSK6,1607,2165
TSSK6_PKc_E1_771.7,TSSK6,622,805
TSSK6_PKc_E1_771.89,TSSK6,1227,769
TTBK1_PKc_E3_148.2,TTBK1,822,923
TTBK1_PKc_E4_74,TTBK1,2420,1786
TTBK1_PKc_E5_141.14,TTBK1,759,1691
TTBK1_PKc_E6_105.8,TTBK1,1672,1615
TTBK1_PKc_E7_66.4,TTBK1,1563,939
TTBK1_PKc_E8_93.14,TTBK1,1006,897
TTBK2_PKc_E3_148.2,TTBK2,1489,1133
TTBK2_PKc_E4_74.4,TTBK2,2144,2097
TTBK2_PKc_E5_141.2,TTBK2,862,438
TTBK2_PKc_E6_105.4,TTBK2,1545,1207
TTBK2_PKc_E7_66.3,TTBK2,2280,1763
TTBK2_PKc_E8_93.9,TTBK2,1312,1311
TTK_PKc_E14_48.3,TTK,1473,0
TTK_PKc_E15_158.2,TTK,465,344
TTK_PKc_E16_152,TTK,1395,0
TTK_PKc_E17_125.3,TTK,439,0
TTK_PKc_E18_81.4,TTK,547,872
TTK_PKc_E19_177.8,TTK,1224,821
TTN_PKc_E358_736.16,TTN,1415,2172
TTN_PKc_E358_736.2,TTN,1298,1294
TTN_PKc_E358_736.24,TTN,1205,862
TTN_PKc_E358_736.25,TTN,2066,3398
TTN_PKc_E358_736.3,TTN,1287,1244
TTN_PKc_E358_736.55,TTN,991,793
TXK_PKc_E10_161.16,TXK,1548,2291
TXK_PKc_E11_217.18,TXK,981,951
TXK_PKc_E12_65,TXK,1778,3071
TXK_PKc_E13_119.8,TXK,2343,1249
TXK_PKc_E14_158.4,TXK,1540,1204
TXK_PKc_E15_48.6,TXK,850,113
TYK2_PKc_E13_186.14,TYK2,763,580
TYK2_PKc_E13_186.34,TYK2,4069,3168
TYK2_PKc_E15_128.2,TYK2,1369,1130
TYK2_PKc_E16_136.3,TYK2,1420,1089
TYK2_PKc_E17_155.3,TYK2,693,679
TYK2_PKc_E18_135.4,TYK2,812,631
TYK2_PKc2_E19_42.1,TYK2,1066,1208
TYK2_PKc2_E20_193.1,TYK2,99,0
TYK2_PKc2_E21_119.1,TYK2,1153,353
TYK2_PKc2_E22_173.14,TYK2,697,685
TYK2_PKc2_E23_118.7,TYK2,593,790
TYK2_PKc2_E24_111.8,TYK2,1712,1254
TYRO3_PKc_E12_58.3,TYRO3,836,996
TYRO3_PKc_E13_81,TYRO3,1800,1225
TYRO3_PKc_E14_93.6,TYRO3,1396,956
TYRO3_PKc_E15_122.1,TYRO3,155,45
TYRO3_PKc_E16_110.11,TYRO3,484,582
TYRO3_PKc_E17_160.6,TYRO3,862,819
UHMK1_PKc_E1_205.24,UHMK1,1789,277
UHMK1_PKc_E1_205.38,UHMK1,2015,2363
UHMK1_PKc_E2_293.15,UHMK1,517,450
UHMK1_PKc_E3_192.2,UHMK1,1572,1511
UHMK1_PKc_E4_95.4,UHMK1,1792,890
UHMK1_PKc_E5_76.1,UHMK1,802,477
ULK1_PKc_E1_75.8,ULK1,1637,1134
ULK1_PKc_E2_93.5,ULK1,436,384
ULK1_PKc_E3_42,ULK1,900,1050
ULK1_PKc_E4_33,ULK1,3036,1571
ULK1_PKc_E6_174.25,ULK1,2140,2616
ULK1_PKc_E7_74.4,ULK1,1160,1382
ULK2_PKc_E1_87.11,ULK2,1099,385
ULK2_PKc_E2_93.1,ULK2,1697,2028
ULK2_PKc_E4_33.1,ULK2,809,868
ULK2_PKc_E6_174.7,ULK2,1820,2405
ULK2_PKc_E7_74.2,ULK2,3381,3657
ULK2_PKc_E8_102.3,ULK2,1121,1232
ULK3_PKc_E1_63.4,ULK3,0,0
ULK3_PKc_E2_141.11,ULK3,1023,1001
ULK3_PKc_E3_121.5,ULK3,2493,1908
ULK3_PKc_E5_144.15,ULK3,263,285
ULK3_PKc_E6_83.5,ULK3,1485,714
ULK3_PKc_E7_114.7,ULK3,696,414
ULK4_PKc_E2_132.5,ULK4,683,266
ULK4_PKc_E3_100.4,ULK4,1095,1636
ULK4_PKc_E4_140.4,ULK4,793,1155
ULK4_PKc_E5_163.14,ULK4,320,570
ULK4_PKc_E6_102.1,ULK4,1626,1568
ULK4_PKc_E7_84.1,ULK4,954,1310
VRK1_PKc_E2_85.4,VRK1,427,75
VRK1_PKc_E3_56,VRK1,1530,51
VRK1_PKc_E4_70,VRK1,1337,807
VRK1_PKc_E5_88,VRK1,1460,90
VRK1_PKc_E6_109,VRK1,2584,1466
VRK1_PKc_E7_93,VRK1,1316,106
VRK2_PKc_E10_59.1,VRK2,1976,1829
VRK2_PKc_E2_91.4,VRK2,1715,1777
VRK2_PKc_E4_70.1,VRK2,949,1296
VRK2_PKc_E6_106.3,VRK2,4930,4355
VRK2_PKc_E7_93.1,VRK2,2063,2377
VRK2_PKc_E9_121.15,VRK2,1116,718
VRK3_PKc_E10_93.5,VRK3,1296,338
VRK3_PKc_E5_85.7,VRK3,1839,2173
VRK3_PKc_E6_65.2,VRK3,2342,2725
VRK3_PKc_E7_67.3,VRK3,2722,2771
VRK3_PKc_E8_85.5,VRK3,2323,962
VRK3_PKc_E9_106.14,VRK3,1566,2555
WEE1_PKc_E4_143.9,WEE1,700,287
WEE1_PKc_E5_122.1,WEE1,1357,0
WEE1_PKc_E6_147.2,WEE1,1092,969
WEE1_PKc_E7_96.4,WEE1,1171,306
WEE1_PKc_E8_86.4,WEE1,710,218
WEE1_PKc_E9_171.1,WEE1,729,0
WEE2_PKc_E4_128.4,WEE2,1425,1257
WEE2_PKc_E5_122.8,WEE2,1960,2222
WEE2_PKc_E6_147.4,WEE2,3409,4259
WEE2_PKc_E7_108.2,WEE2,1695,1808
