sgRNA,Gene,DLD1-Cont3.initial,DLD1-Cont3.final
AAK1_PKc_E2_40.1,AAK1,1652,1106
AAK1_PKc_E3_119.6,AAK1,770,492
AAK1_PKc_E4_109.3,AAK1,798,1583
AAK1_PKc_E5_143.1,AAK1,809,662
AAK1_PKc_E6_122,AAK1,1187,757
AAK1_PKc_E7_82.6,AAK1,1093,701
AATK_PKc_E4_36,AATK,464,831
AATK_PKc_E5_119.11,AATK,1331,1786
AATK_PKc_E6_88.9,AATK,1869,994
AATK_PKc_E7_134.11,AATK,943,501
AATK_PKc_E8_85.7,AATK,2413,2104
AATK_PKc_E9_122.1,AATK,1812,1516
ABL1_PKc_E4_120.11,ABL1,1133,770
ABL1_PKc_E5_85,ABL1,2859,3204
ABL1_PKc_E6_178.11,ABL1,1739,2148
ABL1_PKc_E7_185.15,ABL1,1781,2036
ABL1_PKc_E8_153.18,ABL1,2474,2640
ABL1_PKc_E9_68,ABL1,1758,3668
ABL2_PKc_E10_68.4,ABL2,1075,1960
ABL2_PKc_E5_120.8,ABL2,598,440
ABL2_PKc_E6_85.1,ABL2,1035,614
ABL2_PKc_E7_178.9,ABL2,1280,1775
ABL2_PKc_E8_185,ABL2,727,599
ABL2_PKc_E9_153.7,ABL2,2005,3657
ACVR1_PKc_E10_131,ACVR1,1631,1734
ACVR1_PKc_E11_102.2,ACVR1,1772,1624
ACVR1_PKc_E6_40,ACVR1,1234,1058
ACVR1_PKc_E7_147.15,ACVR1,1356,1022
ACVR1_PKc_E8_276.19,ACVR1,454,70
ACVR1_PKc_E9_198.4,ACVR1,819,904
ACVR1B_PKc_E10_102.5,ACVR1B,813,571
ACVR1B_PKc_E4_193.4,ACVR1B,1155,1237
ACVR1B_PKc_E5_123.4,ACVR1B,1687,1249
ACVR1B_PKc_E6_168.13,ACVR1B,2491,2519
ACVR1B_PKc_E7_157.5,ACVR1B,1812,1688
ACVR1B_PKc_E9_131.14,ACVR1B,1015,924
ACVR1C_PKc_E4_193.16,ACVR1C,1501,1746
ACVR1C_PKc_E5_168.6,ACVR1C,1126,676
ACVR1C_PKc_E6_157.1,ACVR1C,945,850
ACVR1C_PKc_E7_125.7,ACVR1C,771,710
ACVR1C_PKc_E8_131.1,ACVR1C,1788,1835
ACVR1C_PKc_E9_102.6,ACVR1C,2816,3952
ACVR2A_PKc_E10_131.1,ACVR2A,2940,1075
ACVR2A_PKc_E5_87.3,ACVR2A,882,1372
ACVR2A_PKc_E6_144,ACVR2A,357,741
ACVR2A_PKc_E7_146.12,ACVR2A,806,963
ACVR2A_PKc_E8_115.6,ACVR2A,2415,2615
ACVR2A_PKc_E9_139.9,ACVR2A,1617,1308
ACVRL1_PKc_E6_147.3,ACVRL1,1264,1227
ACVRL1_PKc_E6_147.8,ACVRL1,1939,1647
ACVRL1_PKc_E8_198.28,ACVRL1,445,47
ACVRL1_PKc_E8_198.4,ACVRL1,1882,1999
ACVRL1_PKc_E9_131,ACVRL1,688,658
ACVRL1_PKc_E9_131.6,ACVRL1,1460,936
ADCK1_PKc_E5_159.11,ADCK1,1067,1279
ADCK1_PKc_E5_159.31,ADCK1,1139,223
ADCK1_PKc_E6_159.6,ADCK1,860,1059
ADCK1_PKc_E7_117.13,ADCK1,1252,729
ADCK1_PKc_E8_150.18,ADCK1,1388,1815
ADCK1_PKc_E9_99.4,ADCK1,1949,2355
ADCK2_PKc_E1_534.7,ADCK2,913,365
ADCK2_PKc_E3_129.17,ADCK2,1829,1500
ADCK2_PKc_E4_96.5,ADCK2,1058,841
ADCK2_PKc_E6_129.2,ADCK2,504,576
ADCK2_PKc_E7_54,ADCK2,2148,1766
ADCK2_PKc_E8_114.6,ADCK2,1152,1443
ADCK3_PKc_E10_94.9,ADCK3,1723,1990
ADCK3_PKc_E11_142.6,ADCK3,883,821
ADCK3_PKc_E12_108.8,ADCK3,1445,925
ADCK3_PKc_E13_66.1,ADCK3,1321,2350
ADCK3_PKc_E8_141.23,ADCK3,1315,1337
ADCK3_PKc_E9_82.2,ADCK3,2480,3637
ADCK4_PKc_E10_94.6,ADCK4,554,162
ADCK4_PKc_E12_108.1,ADCK4,744,753
ADCK4_PKc_E13_66.2,ADCK4,2007,2091
ADCK4_PKc_E14_87.6,ADCK4,1725,1040
ADCK4_PKc_E8_141.12,ADCK4,1028,739
ADCK4_PKc_E9_82.4,ADCK4,1083,1109
ADCK5_PKc_E10_82.1,ADCK5,1636,1298
ADCK5_PKc_E11_79.1,ADCK5,1649,1390
ADCK5_PKc_E12_52.5,ADCK5,703,381
ADCK5_PKc_E7_114.17,ADCK5,1717,1323
ADCK5_PKc_E8_132.7,ADCK5,1939,1244
ADCK5_PKc_E9_84.2,ADCK5,1551,1068
ADRBK1_PKc_E10_79.2,ADRBK1,1905,1386
ADRBK1_PKc_E11_131.9,ADRBK1,1468,435
ADRBK1_PKc_E12_95.3,ADRBK1,930,512
ADRBK1_PKc_E13_108.17,ADRBK1,2480,2804
ADRBK1_PKc_E8_80.4,ADRBK1,426,134
ADRBK1_PKc_E9_100.8,ADRBK1,1979,1437
ADRBK2_PKc_E10_79.5,ADRBK2,276,245
ADRBK2_PKc_E11_131.8,ADRBK2,1430,2037
ADRBK2_PKc_E12_95.1,ADRBK2,1994,2506
ADRBK2_PKc_E13_108.5,ADRBK2,1395,591
ADRBK2_PKc_E8_92.2,ADRBK2,856,1258
ADRBK2_PKc_E9_100.2,ADRBK2,2344,2435
AK1_PKc_E3_28,AK1,1588,2225
AK1_PKc_E3_28.1,AK1,784,1164
AK1_PKc_E4_164.19,AK1,1863,1278
AK1_PKc_E4_164.27,AK1,3080,2933
AK1_PKc_E5_117.13,AK1,1437,319
AK1_PKc_E5_117.2,AK1,988,1616
AK2_PKc_E6_159,AK2,1757,1485
AK2_PKc_E6_159.16,AK2,1401,503
AK2_PKc_E6_159.17,AK2,790,908
AK2_PKc_E6_159.19,AK2,1310,2057
AK2_PKc_E6_159.21,AK2,1109,353
AK2_PKc_E6_159.6,AK2,7,5
AK3_PKc_E1_127.14,AK3,1889,1527
AK3_PKc_E1_127.18,AK3,1126,671
AK3_PKc_E2_120.3,AK3,1757,1929
AK3_PKc_E3_173.2,AK3,1338,1332
AK3_PKc_E4_119.7,AK3,1259,1006
AK3_PKc_E5_40,AK3,505,29
AKT1_PKc_E10_129.13,AKT1,1326,406
AKT1_PKc_E5_66.5,AKT1,707,339
AKT1_PKc_E6_132.15,AKT1,1039,340
AKT1_PKc_E7_66.3,AKT1,909,660
AKT1_PKc_E8_69.2,AKT1,1706,1187
AKT1_PKc_E9_126.3,AKT1,1021,265
AKT2_PKc_E10_129.1,AKT2,895,574
AKT2_PKc_E11_215.3,AKT2,361,57
AKT2_PKc_E6_120.14,AKT2,1146,222
AKT2_PKc_E7_66.3,AKT2,669,431
AKT2_PKc_E8_69.8,AKT2,2721,1259
AKT2_PKc_E9_123.8,AKT2,1469,420
AKT3_PKc_E10_215.1,AKT3,528,540
AKT3_PKc_E4_36,AKT3,1171,1490
AKT3_PKc_E5_132.2,AKT3,1563,1916
AKT3_PKc_E7_69.7,AKT3,2619,3476
AKT3_PKc_E8_123.3,AKT3,1879,3832
AKT3_PKc_E9_129.5,AKT3,1541,1613
ALK_PKc_E20_35,ALK,1935,1978
ALK_PKc_E21_91.12,ALK,437,475
ALK_PKc_E22_65.1,ALK,925,950
ALK_PKc_E23_130,ALK,3015,4208
ALK_PKc_E24_98.8,ALK,1993,1414
ALK_PKc_E25_93.7,ALK,2494,2348
AMHR2_PKc_E10_137.5,AMHR2,2179,1681
AMHR2_PKc_E11_108.5,AMHR2,1606,2527
AMHR2_PKc_E6_231.14,AMHR2,724,842
AMHR2_PKc_E7_115.1,AMHR2,2394,2214
AMHR2_PKc_E8_173.31,AMHR2,2736,2912
AMHR2_PKc_E9_148.14,AMHR2,731,839
ANKK1_PKc_E1_113.15,ANKK1,1150,1822
ANKK1_PKc_E1_113.4,ANKK1,3629,5273
ANKK1_PKc_E2_295.2,ANKK1,1707,1507
ANKK1_PKc_E3_152.22,ANKK1,1303,692
ANKK1_PKc_E5_156.2,ANKK1,947,719
ANKK1_PKc_E6_41,ANKK1,1565,2050
ARAF_PKc_E10_152.4,ARAF,1949,1866
ARAF_PKc_E10_152.5,ARAF,1048,904
ARAF_PKc_E11_177.1,ARAF,611,452
ARAF_PKc_E11_177.9,ARAF,943,846
ARAF_PKc_E12_47,ARAF,1171,1513
ARAF_PKc_E14_132.7,ARAF,2817,2405
ATM_PKc_E60_115.5,ATM,1464,635
ATM_PKc_E60_115.6,ATM,572,70
ATM_PKc_E61_64,ATM,611,320
ATM_PKc_E61_64.1,ATM,950,1190
ATM_PKc_E62_36,ATM,1724,2316
ATM_PKc_E62_36.1,ATM,937,491
ATR_PKc_E41_144.3,ATR,792,0
ATR_PKc_E42_151.4,ATR,2427,1
ATR_PKc_E43_157.9,ATR,2294,232
ATR_PKc_E44_154.6,ATR,839,8
ATR_PKc_E45_152,ATR,898,8
ATR_PKc_E46_46.1,ATR,1440,560
AURKA_PKc_E10_175.19,AURKA,1661,638
AURKA_PKc_E7_188.1,AURKA,1643,157
AURKA_PKc_E7_188.1,AURKA,716,0
AURKA_PKc_E8_139,AURKA,1121,377
AURKA_PKc_E8_139.6,AURKA,1389,619
AURKA_PKc_E9_149.6,AURKA,1468,2324
AURKB_PKc_E5_191.1,AURKB,1810,552
AURKB_PKc_E5_191.2,AURKB,650,0
AURKB_PKc_E6_139.5,AURKB,1051,0
AURKB_PKc_E7_149.8,AURKB,2042,2329
AURKB_PKc_E8_175.4,AURKB,916,0
AURKB_PKc_E9_156.14,AURKB,1524,0
AURKC_PKc_E3_191.2,AURKC,907,1154
AURKC_PKc_E3_191.21,AURKC,616,202
AURKC_PKc_E4_139.1,AURKC,1416,1370
AURKC_PKc_E5_149.13,AURKC,319,0
AURKC_PKc_E6_175.14,AURKC,1240,746
AURKC_PKc_E7_156.13,AURKC,1308,1518
AXL_PKc_E13_31,AXL,522,2
AXL_PKc_E14_78.7,AXL,858,1282
AXL_PKc_E15_93.5,AXL,1753,1382
AXL_PKc_E16_122.7,AXL,1129,1462
AXL_PKc_E17_110.5,AXL,577,462
AXL_PKc_E18_160.14,AXL,2007,2214
BCR_PKc_E1_1278.13,BCR,418,319
BCR_PKc_E1_1278.203,BCR,584,633
BCR_PKc_E1_1278.242,BCR,1410,1520
BCR_PKc_E1_1278.57,BCR,1,0
BCR_PKc_E1_1278.9,BCR,389,549
BCR_PKc_E1_1278.96,BCR,2040,1158
BLK_PKc_E10_77.4,BLK,1805,1701
BLK_PKc_E11_151.13,BLK,685,895
BLK_PKc_E12_132.4,BLK,1218,923
BLK_PKc_E13_176.19,BLK,1039,583
BLK_PKc_E8_76.7,BLK,735,449
BLK_PKc_E9_180.11,BLK,1763,2389
BMP2K_PKc_E1_40.1,BMP2K,1681,1088
BMP2K_PKc_E2_119.7,BMP2K,810,697
BMP2K_PKc_E3_106.5,BMP2K,796,1626
BMP2K_PKc_E4_143.5,BMP2K,1621,1368
BMP2K_PKc_E5_122.2,BMP2K,1709,2419
BMP2K_PKc_E6_82.7,BMP2K,806,488
BMPR1A_PKc_E10_298,BMPR1A,518,788
BMPR1A_PKc_E10_298.1,BMPR1A,1751,956
BMPR1A_PKc_E11_176.18,BMPR1A,887,335
BMPR1A_PKc_E11_176.4,BMPR1A,1785,2189
BMPR1A_PKc_E13_99.2,BMPR1A,554,1660
BMPR1A_PKc_E13_99.3,BMPR1A,1065,651
BMPR1B_PKc_E10_131.6,BMPR1B,2828,3079
BMPR1B_PKc_E11_123.7,BMPR1B,2037,813
BMPR1B_PKc_E7_187.11,BMPR1B,1401,1739
BMPR1B_PKc_E7_187.4,BMPR1B,1169,1354
BMPR1B_PKc_E8_298.19,BMPR1B,2238,2663
BMPR1B_PKc_E9_176,BMPR1B,2663,3437
BMPR2_PKc_E10_137.6,BMPR2,1732,2065
BMPR2_PKc_E11_99.2,BMPR2,1520,722
BMPR2_PKc_E6_231,BMPR2,1406,1287
BMPR2_PKc_E6_231.14,BMPR2,275,80
BMPR2_PKc_E7_115.4,BMPR2,2087,1680
BMPR2_PKc_E7_115.6,BMPR2,1489,2032
BRAF_PKc_E12_85.2,BRAF,1143,819
BRAF_PKc_E13_177.6,BRAF,1260,1710
BRAF_PKc_E14_47.1,BRAF,2138,3119
BRAF_PKc_E15_119.2,BRAF,1803,1517
BRAF_PKc_E16_132.5,BRAF,1063,1118
BRAF_PKc_E17_135,BRAF,424,409
BRSK1_PKc_E1_43.4,BRSK1,1227,1263
BRSK1_PKc_E2_95.4,BRSK1,1522,1305
BRSK1_PKc_E3_86,BRSK1,955,1328
BRSK1_PKc_E4_141.5,BRSK1,823,734
BRSK1_PKc_E5_117.2,BRSK1,1088,1253
BRSK1_PKc_E6_34,BRSK1,890,178
BRSK2_PKc_E1_43.7,BRSK2,667,2
BRSK2_PKc_E2_95.4,BRSK2,1202,1221
BRSK2_PKc_E3_86.2,BRSK2,919,302
BRSK2_PKc_E4_141.11,BRSK2,574,202
BRSK2_PKc_E5_117.9,BRSK2,1019,1521
BRSK2_PKc_E6_34.3,BRSK2,1899,1323
BTK_PKc_E14_161.16,BTK,1680,2869
BTK_PKc_E15_217.14,BTK,2443,1981
BTK_PKc_E16_65,BTK,1354,2377
BTK_PKc_E17_119.1,BTK,1579,444
BTK_PKc_E18_158.4,BTK,2328,2048
BTK_PKc_E19_48,BTK,196,399
BUB1_PKc_E20_108.7,BUB1,809,501
BUB1_PKc_E21_162.7,BUB1,725,4
BUB1_PKc_E22_158.8,BUB1,2634,2454
BUB1_PKc_E23_172.2,BUB1,1934,795
BUB1_PKc_E24_107,BUB1,1528,107
BUB1_PKc_E25_157.4,BUB1,1659,149
BUB1B_PKc_E17_37,BUB1B,2152,1300
BUB1B_PKc_E18_101.2,BUB1B,788,0
BUB1B_PKc_E19_150.8,BUB1B,844,0
BUB1B_PKc_E20_143.5,BUB1B,1484,358
BUB1B_PKc_E21_172.12,BUB1B,2026,284
BUB1B_PKc_E22_107.9,BUB1B,2004,1
CAMK1_PKc_E2_38,CAMK1,1344,836
CAMK1_PKc_E3_132.17,CAMK1,740,385
CAMK1_PKc_E4_75.9,CAMK1,2885,3009
CAMK1_PKc_E5_139,CAMK1,878,712
CAMK1_PKc_E6_127.1,CAMK1,3510,2253
CAMK1_PKc_E7_76.4,CAMK1,1700,2521
CAMK1D_PKc_E1_59,CAMK1D,2245,3582
CAMK1D_PKc_E2_132.3,CAMK1D,331,400
CAMK1D_PKc_E3_75.1,CAMK1D,2232,3083
CAMK1D_PKc_E4_139.1,CAMK1D,847,643
CAMK1D_PKc_E5_127.8,CAMK1D,2121,3740
CAMK1D_PKc_E6_76.2,CAMK1D,1527,1512
CAMK1G_PKc_E10_82,CAMK1G,2590,4092
CAMK1G_PKc_E10_82.8,CAMK1G,732,844
CAMK1G_PKc_E2_38,CAMK1G,1247,823
CAMK1G_PKc_E2_38.1,CAMK1G,787,1186
CAMK1G_PKc_E3_129.2,CAMK1G,1499,3409
CAMK1G_PKc_E3_129.8,CAMK1G,495,224
CAMK2A_PKc_E2_95,CAMK2A,738,711
CAMK2A_PKc_E3_60,CAMK2A,1765,1660
CAMK2A_PKc_E4_55.3,CAMK2A,3701,5424
CAMK2A_PKc_E5_66.6,CAMK2A,1049,1299
CAMK2A_PKc_E6_73.3,CAMK2A,3039,3346
CAMK2A_PKc_E7_103.16,CAMK2A,1791,2168
CAMK2B_PKc_E1_32,CAMK2B,1920,1542
CAMK2B_PKc_E2_95.3,CAMK2B,1197,1327
CAMK2B_PKc_E3_60.2,CAMK2B,1753,1202
CAMK2B_PKc_E4_55,CAMK2B,2146,2548
CAMK2B_PKc_E5_66.1,CAMK2B,934,547
CAMK2B_PKc_E6_73.6,CAMK2B,2490,3519
CAMK2D_PKc_E1_32,CAMK2D,1451,1147
CAMK2D_PKc_E2_95.4,CAMK2D,1730,760
CAMK2D_PKc_E3_60,CAMK2D,424,416
CAMK2D_PKc_E4_55.2,CAMK2D,1860,1184
CAMK2D_PKc_E5_66,CAMK2D,493,480
CAMK2D_PKc_E6_73.1,CAMK2D,964,404
CAMK2G_PKc_E1_32.1,CAMK2G,930,943
CAMK2G_PKc_E2_95.4,CAMK2G,1395,2186
CAMK2G_PKc_E3_60.2,CAMK2G,364,320
CAMK2G_PKc_E4_55.3,CAMK2G,1836,2111
CAMK2G_PKc_E5_66.2,CAMK2G,939,204
CAMK2G_PKc_E6_73.1,CAMK2G,1745,814
CAMK4_PKc_E1_38.2,CAMK4,1338,2123
CAMK4_PKc_E2_79.4,CAMK4,476,778
CAMK4_PKc_E3_63,CAMK4,1387,1847
CAMK4_PKc_E4_83.1,CAMK4,1634,1213
CAMK4_PKc_E5_73.1,CAMK4,1496,1478
CAMK4_PKc_E6_91.4,CAMK4,1615,666
CAMKK1_PKc_E3_30,CAMKK1,1766,1813
CAMKK1_PKc_E4_54.2,CAMKK1,1439,1116
CAMKK1_PKc_E5_52,CAMKK1,970,808
CAMKK1_PKc_E6_134.7,CAMKK1,919,1169
CAMKK1_PKc_E7_37,CAMKK1,1534,1871
CAMKK1_PKc_E9_89.4,CAMKK1,2988,2162
CAMKK2_PKc_E3_36,CAMKK2,2611,2587
CAMKK2_PKc_E4_54,CAMKK2,2258,4113
CAMKK2_PKc_E5_52.1,CAMKK2,744,212
CAMKK2_PKc_E6_134.7,CAMKK2,457,519
CAMKK2_PKc_E7_37.3,CAMKK2,0,0
CAMKK2_PKc_E9_89.6,CAMKK2,970,2142
CAMKV_PKc_E3_132.12,CAMKV,1116,758
CAMKV_PKc_E3_132.8,CAMKV,706,1211
CAMKV_PKc_E4_75.2,CAMKV,979,738
CAMKV_PKc_E4_75.5,CAMKV,1861,2455
CAMKV_PKc_E5_139.14,CAMKV,1730,2718
CAMKV_PKc_E6_121.12,CAMKV,1803,1990
CASK_PKc_E3_106,CASK,1678,1797
CASK_PKc_E3_106.2,CASK,1424,1960
CASK_PKc_E5_73,CASK,2178,3164
CASK_PKc_E5_73.1,CASK,559,367
CASK_PKc_E6_103.2,CASK,1247,2497
CASK_PKc_E8_123.4,CASK,2232,3130
CDC42BPA_PKc_E1_169.4,CDC42BPA,1902,2195
CDC42BPA_PKc_E2_92.2,CDC42BPA,616,511
CDC42BPA_PKc_E3_84,CDC42BPA,552,1309
CDC42BPA_PKc_E4_96,CDC42BPA,1025,1181
CDC42BPA_PKc_E5_149.8,CDC42BPA,1668,1481
CDC42BPA_PKc_E6_94.3,CDC42BPA,1950,1977
CDC42BPB_PKc_E1_169.12,CDC42BPB,1356,1187
CDC42BPB_PKc_E2_92.2,CDC42BPB,1750,1718
CDC42BPB_PKc_E3_84.2,CDC42BPB,1789,944
CDC42BPB_PKc_E4_96.3,CDC42BPB,1031,1066
CDC42BPB_PKc_E5_149.5,CDC42BPB,480,739
CDC42BPB_PKc_E6_94.2,CDC42BPB,1154,165
CDC42BPG_PKc_E2_48.1,CDC42BPG,787,822
CDC42BPG_PKc_E3_84.3,CDC42BPG,1827,1248
CDC42BPG_PKc_E4_96.3,CDC42BPG,534,334
CDC42BPG_PKc_E5_149.5,CDC42BPG,805,623
CDC42BPG_PKc_E6_94.3,CDC42BPG,1690,887
CDC42BPG_PKc_E7_201.27,CDC42BPG,323,294
CDC7_PKc_E3_34,CDC7,874,270
CDC7_PKc_E4_136.1,CDC7,1697,0
CDC7_PKc_E5_94.1,CDC7,1409,1
CDC7_PKc_E6_143.7,CDC7,577,115
CDC7_PKc_E7_250.6,CDC7,1402,238
CDC7_PKc_E8_96.2,CDC7,638,0
CDK1_PKc_E2_37.1,CDK1,1835,2755
CDK1_PKc_E4_124.1,CDK1,2122,19
CDK1_PKc_E6_164,CDK1,904,0
CDK10_PKc_E2_70.1,CDK10,797,696
CDK10_PKc_E3_72.5,CDK10,767,552
CDK10_PKc_E4_103.11,CDK10,2440,911
CDK10_PKc_E5_82.4,CDK10,935,195
CDK10_PKc_E6_68.2,CDK10,416,286
CDK10_PKc_E7_53.1,CDK10,1467,894
CDK11A_PKc_E13_122.13,CDK11A,1347,1784
CDK11A_PKc_E13_122.15,CDK11A,1200,534
CDK11A_PKc_E14_106.1,CDK11A,870,823
CDK11A_PKc_E15_122.4,CDK11A,1049,965
CDK11A_PKc_E16_108.16,CDK11A,1073,0
CDK11A_PKc_E18_149.14,CDK11A,2575,3404
CDK11B_PKc_E13_122.7,CDK11B,724,651
CDK11B_PKc_E14_106.1,CDK11B,1712,1324
CDK11B_PKc_E15_122.1,CDK11B,1624,558
CDK11B_PKc_E16_108.16,CDK11B,430,92
CDK11B_PKc_E17_117.11,CDK11B,1984,1856
CDK11B_PKc_E18_149.2,CDK11B,970,345
CDK12_PKc_E4_94.7,CDK12,1668,0
CDK12_PKc_E5_171.8,CDK12,866,708
CDK12_PKc_E6_190.11,CDK12,697,234
CDK12_PKc_E7_57,CDK12,2069,879
CDK12_PKc_E8_102.1,CDK12,1186,0
CDK12_PKc_E9_78.1,CDK12,1469,1098
CDK13_PKc_E4_94.2,CDK13,1460,468
CDK13_PKc_E5_171,CDK13,529,1280
CDK13_PKc_E6_190.2,CDK13,1987,992
CDK13_PKc_E7_57,CDK13,1358,766
CDK13_PKc_E8_102.1,CDK13,2040,2395
CDK13_PKc_E9_78.2,CDK13,1224,910
CDK14_PKc_E4_80.5,CDK14,1722,1285
CDK14_PKc_E5_80.5,CDK14,1388,1683
CDK14_PKc_E6_95.1,CDK14,2355,723
CDK14_PKc_E7_63.2,CDK14,2833,3104
CDK14_PKc_E8_124.5,CDK14,464,200
CDK14_PKc_E9_121.7,CDK14,1203,1610
CDK15_PKc_E3_65.5,CDK15,1186,1303
CDK15_PKc_E4_80.2,CDK15,3168,3309
CDK15_PKc_E5_95.2,CDK15,808,642
CDK15_PKc_E6_63.4,CDK15,1183,1214
CDK15_PKc_E7_124.3,CDK15,1087,2005
CDK15_PKc_E8_121,CDK15,1484,1130
CDK16_PKc_E10_121.7,CDK16,761,366
CDK16_PKc_E5_36,CDK16,1709,1416
CDK16_PKc_E6_115.13,CDK16,1046,1020
CDK16_PKc_E7_95.4,CDK16,2655,2753
CDK16_PKc_E8_63.4,CDK16,1254,320
CDK16_PKc_E9_124.3,CDK16,1971,1409
CDK17_PKc_E10_124.1,CDK17,2193,1651
CDK17_PKc_E11_121.4,CDK17,2197,3368
CDK17_PKc_E6_48.2,CDK17,1796,2404
CDK17_PKc_E7_115.3,CDK17,999,746
CDK17_PKc_E8_95.2,CDK17,1122,1552
CDK17_PKc_E9_63.2,CDK17,1199,589
CDK18_PKc_E10_121.12,CDK18,1680,1807
CDK18_PKc_E5_45,CDK18,628,419
CDK18_PKc_E6_115.5,CDK18,152,79
CDK18_PKc_E7_95.9,CDK18,1188,1973
CDK18_PKc_E8_63.3,CDK18,1280,650
CDK18_PKc_E9_124.19,CDK18,2007,3547
CDK2_PKc_E1_116.9,CDK2,248,122
CDK2_PKc_E2_78.3,CDK2,1458,490
CDK2_PKc_E3_121.2,CDK2,805,530
CDK2_PKc_E4_171.1,CDK2,1899,336
CDK2_PKc_E5_102.12,CDK2,1210,307
CDK2_PKc_E6_204.3,CDK2,1144,1831
CDK20_PKc_E1_75.1,CDK20,696,953
CDK20_PKc_E2_114.2,CDK20,780,2677
CDK20_PKc_E3_189.5,CDK20,747,396
CDK20_PKc_E4_122.2,CDK20,1263,1126
CDK20_PKc_E5_63.6,CDK20,1670,2752
CDK20_PKc_E6_124.5,CDK20,1892,2059
CDK3_PKc_E2_116.4,CDK3,2042,1196
CDK3_PKc_E3_78.3,CDK3,1717,913
CDK3_PKc_E4_121,CDK3,1754,1172
CDK3_PKc_E5_171.11,CDK3,1295,898
CDK3_PKc_E6_102,CDK3,1662,1382
CDK3_PKc_E7_204.1,CDK3,1697,1530
CDK4_PKc_E2_206.14,CDK4,2200,1993
CDK4_PKc_E3_136.21,CDK4,1047,1161
CDK4_PKc_E4_168.12,CDK4,2591,1166
CDK4_PKc_E5_110.4,CDK4,1981,685
CDK4_PKc_E6_51,CDK4,990,921
CDK4_PKc_E7_136.28,CDK4,567,468
CDK5_PKc_E1_37.2,CDK5,1247,1123
CDK5_PKc_E2_89.3,CDK5,1430,1861
CDK5_PKc_E3_68,CDK5,378,657
CDK5_PKc_E5_57.1,CDK5,2120,2273
CDK5_PKc_E6_96.4,CDK5,1738,3108
CDK5_PKc_E7_75.5,CDK5,852,340
CDK6_PKc_E2_203.31,CDK6,1732,1423
CDK6_PKc_E3_136.2,CDK6,879,2072
CDK6_PKc_E4_168.11,CDK6,4164,3978
CDK6_PKc_E5_110.8,CDK6,420,588
CDK6_PKc_E6_51.2,CDK6,1254,1568
CDK6_PKc_E7_136.3,CDK6,2185,2166
CDK7_PKc_E1_48,CDK7,1574,308
CDK7_PKc_E2_60.3,CDK7,1809,1
CDK7_PKc_E4_68.3,CDK7,1131,0
CDK7_PKc_E5_69.2,CDK7,696,242
CDK7_PKc_E6_111.3,CDK7,1545,0
CDK7_PKc_E7_119.11,CDK7,658,755
CDK9_PKc_E1_77.1,CDK9,1788,0
CDK9_PKc_E1_77.4,CDK9,2048,1241
CDK9_PKc_E4_167.13,CDK9,3033,589
CDK9_PKc_E6_149.13,CDK9,1666,1
CDK9_PKc_E7_192.9,CDK9,1321,2126
CDKL1_PKc_E1_165.12,CDKL1,1347,1691
CDKL1_PKc_E2_122,CDKL1,1156,1145
CDKL1_PKc_E3_73.1,CDKL1,1044,698
CDKL1_PKc_E4_91.3,CDKL1,1794,3118
CDKL1_PKc_E5_201.9,CDKL1,2132,2385
CDKL1_PKc_E6_83.1,CDKL1,1049,220
CDKL2_PKc_E2_165.1,CDKL2,1323,924
CDKL2_PKc_E3_195.7,CDKL2,1306,636
CDKL2_PKc_E4_179.16,CDKL2,948,1448
CDKL2_PKc_E5_113.6,CDKL2,929,969
CDKL2_PKc_E6_140,CDKL2,1053,999
CDKL2_PKc_E7_66.4,CDKL2,807,344
CDKL3_PKc_E2_162.7,CDKL3,1648,1643
CDKL3_PKc_E3_195.2,CDKL3,1670,2793
CDKL3_PKc_E4_179.6,CDKL3,928,1148
CDKL3_PKc_E5_113.2,CDKL3,720,905
CDKL3_PKc_E6_140.5,CDKL3,1502,2473
CDKL3_PKc_E7_66.1,CDKL3,1288,441
CDKL4_PKc_E1_165.9,CDKL4,1968,905
CDKL4_PKc_E2_122,CDKL4,1372,1109
CDKL4_PKc_E3_73,CDKL4,1797,947
CDKL4_PKc_E4_91.2,CDKL4,641,1115
CDKL4_PKc_E5_198.19,CDKL4,1424,1764
CDKL4_PKc_E6_83.2,CDKL4,855,437
CDKL5_PKc_E2_34,CDKL5,2897,4084
CDKL5_PKc_E3_35,CDKL5,3629,3582
CDKL5_PKc_E4_46,CDKL5,1302,1972
CDKL5_PKc_E5_137.5,CDKL5,1931,3225
CDKL5_PKc_E6_121.2,CDKL5,2162,2644
CDKL5_PKc_E7_60,CDKL5,2115,2837
CHEK1_PKc_E2_65.4,CHEK1,1255,38
CHEK1_PKc_E3_224.1,CHEK1,2038,264
CHEK1_PKc_E4_65.6,CHEK1,1485,77
CHEK1_PKc_E5_70.1,CHEK1,748,0
CHEK1_PKc_E6_189.6,CHEK1,1397,326
CHEK1_PKc_E7_105.1,CHEK1,2584,0
CHEK2_PKc_E10_87.3,CHEK2,1041,2108
CHEK2_PKc_E5_47.1,CHEK2,1252,520
CHEK2_PKc_E6_109.1,CHEK2,705,408
CHEK2_PKc_E7_54.1,CHEK2,560,260
CHEK2_PKc_E8_62.1,CHEK2,1132,1737
CHEK2_PKc_E9_100.2,CHEK2,544,389
CHUK_PKc_E1_63.6,CHUK,1755,2294
