Experiment Name:,Exp_20260817_Mitotracker_KO.OE.c

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,Polyploid Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,Polyploid % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,Polyploid % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,Polyploid Mean FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,Polyploid Mean SSC-A,All Events  Mean FITC-A,Cell size Mean FITC-A,Hoechst Mean FITC-A,medium Mito Mean FITC-A,low Mito Mean FITC-A,High Mito Mean FITC-A,Polyploid Mean FITC-A,All Events  Mean PerCP-A,Cell size Mean PerCP-A,Hoechst Mean PerCP-A,medium Mito Mean PerCP-A,low Mito Mean PerCP-A,High Mito Mean PerCP-A,Polyploid Mean PerCP-A,All Events  Mean APC-A,Cell size Mean APC-A,Hoechst Mean APC-A,medium Mito Mean APC-A,low Mito Mean APC-A,High Mito Mean APC-A,Polyploid Mean APC-A,All Events  Mean APC-A700-A,Cell size Mean APC-A700-A,Hoechst Mean APC-A700-A,medium Mito Mean APC-A700-A,low Mito Mean APC-A700-A,High Mito Mean APC-A700-A,Polyploid Mean APC-A700-A,All Events  Mean APC-Cy7-A,Cell size Mean APC-Cy7-A,Hoechst Mean APC-Cy7-A,medium Mito Mean APC-Cy7-A,low Mito Mean APC-Cy7-A,High Mito Mean APC-Cy7-A,Polyploid Mean APC-Cy7-A,All Events  Mean PB450-A,Cell size Mean PB450-A,Hoechst Mean PB450-A,medium Mito Mean PB450-A,low Mito Mean PB450-A,High Mito Mean PB450-A,Polyploid Mean PB450-A,All Events  Mean BV510-A,Cell size Mean BV510-A,Hoechst Mean BV510-A,medium Mito Mean BV510-A,low Mito Mean BV510-A,High Mito Mean BV510-A,Polyploid Mean BV510-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,Polyploid Mean Violet610-A,All Events  Mean BV650-A,Cell size Mean BV650-A,Hoechst Mean BV650-A,medium Mito Mean BV650-A,low Mito Mean BV650-A,High Mito Mean BV650-A,Polyploid Mean BV650-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,Polyploid Mean PE-A,All Events  Mean ECD-A,Cell size Mean ECD-A,Hoechst Mean ECD-A,medium Mito Mean ECD-A,low Mito Mean ECD-A,High Mito Mean ECD-A,Polyploid Mean ECD-A,All Events  Mean PC5.5-A,Cell size Mean PC5.5-A,Hoechst Mean PC5.5-A,medium Mito Mean PC5.5-A,low Mito Mean PC5.5-A,High Mito Mean PC5.5-A,Polyploid Mean PC5.5-A,All Events  Mean PC7-A,Cell size Mean PC7-A,Hoechst Mean PC7-A,medium Mito Mean PC7-A,low Mito Mean PC7-A,High Mito Mean PC7-A,Polyploid Mean PC7-A,All Events  Mean FSC-Width,Cell size Mean FSC-Width,Hoechst Mean FSC-Width,medium Mito Mean FSC-Width,low Mito Mean FSC-Width,High Mito Mean FSC-Width,Polyploid Mean FSC-Width,All Events  Mean Time,Cell size Mean Time,Hoechst Mean Time,medium Mito Mean Time,low Mito Mean Time,High Mito Mean Time,Polyploid Mean Time,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,Polyploid CV FSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,Polyploid CV SSC-A,All Events  CV FITC-A,Cell size CV FITC-A,Hoechst CV FITC-A,medium Mito CV FITC-A,low Mito CV FITC-A,High Mito CV FITC-A,Polyploid CV FITC-A,All Events  CV PerCP-A,Cell size CV PerCP-A,Hoechst CV PerCP-A,medium Mito CV PerCP-A,low Mito CV PerCP-A,High Mito CV PerCP-A,Polyploid CV PerCP-A,All Events  CV APC-A,Cell size CV APC-A,Hoechst CV APC-A,medium Mito CV APC-A,low Mito CV APC-A,High Mito CV APC-A,Polyploid CV APC-A,All Events  CV APC-A700-A,Cell size CV APC-A700-A,Hoechst CV APC-A700-A,medium Mito CV APC-A700-A,low Mito CV APC-A700-A,High Mito CV APC-A700-A,Polyploid CV APC-A700-A,All Events  CV APC-Cy7-A,Cell size CV APC-Cy7-A,Hoechst CV APC-Cy7-A,medium Mito CV APC-Cy7-A,low Mito CV APC-Cy7-A,High Mito CV APC-Cy7-A,Polyploid CV APC-Cy7-A,All Events  CV PB450-A,Cell size CV PB450-A,Hoechst CV PB450-A,medium Mito CV PB450-A,low Mito CV PB450-A,High Mito CV PB450-A,Polyploid CV PB450-A,All Events  CV BV510-A,Cell size CV BV510-A,Hoechst CV BV510-A,medium Mito CV BV510-A,low Mito CV BV510-A,High Mito CV BV510-A,Polyploid CV BV510-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,Polyploid CV Violet610-A,All Events  CV BV650-A,Cell size CV BV650-A,Hoechst CV BV650-A,medium Mito CV BV650-A,low Mito CV BV650-A,High Mito CV BV650-A,Polyploid CV BV650-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,Polyploid CV PE-A,All Events  CV ECD-A,Cell size CV ECD-A,Hoechst CV ECD-A,medium Mito CV ECD-A,low Mito CV ECD-A,High Mito CV ECD-A,Polyploid CV ECD-A,All Events  CV PC5.5-A,Cell size CV PC5.5-A,Hoechst CV PC5.5-A,medium Mito CV PC5.5-A,low Mito CV PC5.5-A,High Mito CV PC5.5-A,Polyploid CV PC5.5-A,All Events  CV PC7-A,Cell size CV PC7-A,Hoechst CV PC7-A,medium Mito CV PC7-A,low Mito CV PC7-A,High Mito CV PC7-A,Polyploid CV PC7-A,All Events  CV FSC-Width,Cell size CV FSC-Width,Hoechst CV FSC-Width,medium Mito CV FSC-Width,low Mito CV FSC-Width,High Mito CV FSC-Width,Polyploid CV FSC-Width,All Events  CV Time,Cell size CV Time,Hoechst CV Time,medium Mito CV Time,low Mito CV Time,High Mito CV Time,Polyploid CV Time,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,Polyploid Median FSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,Polyploid Median SSC-A,All Events  Median FITC-A,Cell size Median FITC-A,Hoechst Median FITC-A,medium Mito Median FITC-A,low Mito Median FITC-A,High Mito Median FITC-A,Polyploid Median FITC-A,All Events  Median PerCP-A,Cell size Median PerCP-A,Hoechst Median PerCP-A,medium Mito Median PerCP-A,low Mito Median PerCP-A,High Mito Median PerCP-A,Polyploid Median PerCP-A,All Events  Median APC-A,Cell size Median APC-A,Hoechst Median APC-A,medium Mito Median APC-A,low Mito Median APC-A,High Mito Median APC-A,Polyploid Median APC-A,All Events  Median APC-A700-A,Cell size Median APC-A700-A,Hoechst Median APC-A700-A,medium Mito Median APC-A700-A,low Mito Median APC-A700-A,High Mito Median APC-A700-A,Polyploid Median APC-A700-A,All Events  Median APC-Cy7-A,Cell size Median APC-Cy7-A,Hoechst Median APC-Cy7-A,medium Mito Median APC-Cy7-A,low Mito Median APC-Cy7-A,High Mito Median APC-Cy7-A,Polyploid Median APC-Cy7-A,All Events  Median PB450-A,Cell size Median PB450-A,Hoechst Median PB450-A,medium Mito Median PB450-A,low Mito Median PB450-A,High Mito Median PB450-A,Polyploid Median PB450-A,All Events  Median BV510-A,Cell size Median BV510-A,Hoechst Median BV510-A,medium Mito Median BV510-A,low Mito Median BV510-A,High Mito Median BV510-A,Polyploid Median BV510-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,Polyploid Median Violet610-A,All Events  Median BV650-A,Cell size Median BV650-A,Hoechst Median BV650-A,medium Mito Median BV650-A,low Mito Median BV650-A,High Mito Median BV650-A,Polyploid Median BV650-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,Polyploid Median PE-A,All Events  Median ECD-A,Cell size Median ECD-A,Hoechst Median ECD-A,medium Mito Median ECD-A,low Mito Median ECD-A,High Mito Median ECD-A,Polyploid Median ECD-A,All Events  Median PC5.5-A,Cell size Median PC5.5-A,Hoechst Median PC5.5-A,medium Mito Median PC5.5-A,low Mito Median PC5.5-A,High Mito Median PC5.5-A,Polyploid Median PC5.5-A,All Events  Median PC7-A,Cell size Median PC7-A,Hoechst Median PC7-A,medium Mito Median PC7-A,low Mito Median PC7-A,High Mito Median PC7-A,Polyploid Median PC7-A,All Events  Median FSC-Width,Cell size Median FSC-Width,Hoechst Median FSC-Width,medium Mito Median FSC-Width,low Mito Median FSC-Width,High Mito Median FSC-Width,Polyploid Median FSC-Width,All Events  Median Time,Cell size Median Time,Hoechst Median Time,medium Mito Median Time,low Mito Median Time,High Mito Median Time,Polyploid Median Time,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,Polyploid SD FSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,Polyploid SD SSC-A,All Events  SD FITC-A,Cell size SD FITC-A,Hoechst SD FITC-A,medium Mito SD FITC-A,low Mito SD FITC-A,High Mito SD FITC-A,Polyploid SD FITC-A,All Events  SD PerCP-A,Cell size SD PerCP-A,Hoechst SD PerCP-A,medium Mito SD PerCP-A,low Mito SD PerCP-A,High Mito SD PerCP-A,Polyploid SD PerCP-A,All Events  SD APC-A,Cell size SD APC-A,Hoechst SD APC-A,medium Mito SD APC-A,low Mito SD APC-A,High Mito SD APC-A,Polyploid SD APC-A,All Events  SD APC-A700-A,Cell size SD APC-A700-A,Hoechst SD APC-A700-A,medium Mito SD APC-A700-A,low Mito SD APC-A700-A,High Mito SD APC-A700-A,Polyploid SD APC-A700-A,All Events  SD APC-Cy7-A,Cell size SD APC-Cy7-A,Hoechst SD APC-Cy7-A,medium Mito SD APC-Cy7-A,low Mito SD APC-Cy7-A,High Mito SD APC-Cy7-A,Polyploid SD APC-Cy7-A,All Events  SD PB450-A,Cell size SD PB450-A,Hoechst SD PB450-A,medium Mito SD PB450-A,low Mito SD PB450-A,High Mito SD PB450-A,Polyploid SD PB450-A,All Events  SD BV510-A,Cell size SD BV510-A,Hoechst SD BV510-A,medium Mito SD BV510-A,low Mito SD BV510-A,High Mito SD BV510-A,Polyploid SD BV510-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,Polyploid SD Violet610-A,All Events  SD BV650-A,Cell size SD BV650-A,Hoechst SD BV650-A,medium Mito SD BV650-A,low Mito SD BV650-A,High Mito SD BV650-A,Polyploid SD BV650-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,Polyploid SD PE-A,All Events  SD ECD-A,Cell size SD ECD-A,Hoechst SD ECD-A,medium Mito SD ECD-A,low Mito SD ECD-A,High Mito SD ECD-A,Polyploid SD ECD-A,All Events  SD PC5.5-A,Cell size SD PC5.5-A,Hoechst SD PC5.5-A,medium Mito SD PC5.5-A,low Mito SD PC5.5-A,High Mito SD PC5.5-A,Polyploid SD PC5.5-A,All Events  SD PC7-A,Cell size SD PC7-A,Hoechst SD PC7-A,medium Mito SD PC7-A,low Mito SD PC7-A,High Mito SD PC7-A,Polyploid SD PC7-A,All Events  SD FSC-Width,Cell size SD FSC-Width,Hoechst SD FSC-Width,medium Mito SD FSC-Width,low Mito SD FSC-Width,High Mito SD FSC-Width,Polyploid SD FSC-Width,All Events  SD Time,Cell size SD Time,Hoechst SD Time,medium Mito SD Time,low Mito SD Time,High Mito SD Time,Polyploid SD Time
01-WT-A1,,187705,168480,168448,162156,2432,3268,11008,100.00%,89.76%,89.74%,86.39%,1.30%,1.74%,5.86%,100.00%,89.76%,99.98%,96.26%,1.44%,1.94%,6.53%,336131.6,353908.3,353923.9,346019.9,219587.5,781891.3,637554.8,375281.5,378020.6,378031.3,366390.9,198317.3,1000494.9,795997.6,795.9,811.9,811.9,784.5,447.0,2246.3,1860.0,83281.0,86157.0,86165.3,82100.8,24504.3,305856.1,209218.8,2728.0,2807.8,2808.1,2669.5,740.4,10285.4,6994.7,1056.5,1088.4,1088.5,1035.6,288.7,3946.6,2703.5,626.1,643.7,643.7,613.3,189.1,2283.5,1587.9,714857.9,731844.6,731719.5,708740.9,353507.9,1985777.6,1923941.0,403984.3,408921.7,408803.2,395737.3,187783.8,1126892.0,1123773.5,149040.7,151519.4,151489.8,145960.0,60724.9,454278.4,415011.5,45379.0,46193.9,46185.6,44479.7,18189.5,139647.8,127367.6,325313.3,336832.6,336867.4,320644.4,85277.9,1217394.4,815761.9,247456.8,256164.2,256190.4,243615.7,63688.8,937535.6,625315.8,282418.6,292386.9,292416.8,278033.1,72836.6,1071564.4,713501.5,33600.6,34785.1,34788.7,33069.2,8617.1,127895.8,84893.1,1988.0,2026.2,2026.2,2007.9,1667.9,3037.6,2887.2,1720572.5,1777448.6,1777524.1,1776781.5,1811812.4,1785227.5,1754890.0,81.99%,43.53%,43.53%,39.98%,15.21%,26.43%,30.94%,170.87%,54.67%,54.66%,49.96%,23.40%,25.34%,31.66%,83.62%,65.19%,65.18%,60.87%,53.47%,34.15%,36.45%,78.93%,63.43%,63.42%,52.72%,16.25%,22.31%,38.39%,85.98%,70.85%,70.84%,60.75%,54.63%,27.42%,43.18%,83.91%,71.45%,71.44%,61.86%,75.01%,27.72%,42.89%,89.78%,76.99%,76.98%,69.55%,124.21%,28.67%,43.53%,73.14%,64.95%,64.73%,60.33%,68.94%,36.33%,25.17%,77.73%,69.21%,68.86%,64.72%,73.13%,37.87%,24.78%,75.88%,66.30%,66.09%,60.43%,63.63%,30.71%,23.10%,76.62%,67.01%,66.82%,61.10%,64.11%,31.01%,23.29%,80.10%,64.10%,64.08%,52.96%,13.82%,21.17%,38.86%,79.92%,65.75%,65.74%,54.59%,15.80%,22.22%,40.35%,79.93%,66.09%,66.08%,54.93%,16.61%,22.83%,40.90%,80.23%,66.40%,66.38%,55.17%,17.01%,23.10%,41.31%,29.32%,26.21%,26.20%,25.14%,8.20%,23.30%,22.35%,42.95%,40.10%,40.09%,40.13%,39.91%,38.59%,40.62%,290536.1,300334.3,300347.7,299491.8,219057.5,766774.9,606763.4,297930.7,311885.8,311898.0,310352.3,192926.8,995713.3,753569.1,663.6,695.4,695.4,689.6,442.3,2195.8,1746.5,66436.3,70491.0,70495.5,70060.0,24869.6,288484.4,196448.1,2149.7,2259.9,2260.1,2245.7,733.1,9893.5,6528.2,850.8,896.0,896.1,889.8,285.6,3798.9,2519.3,527.8,556.6,556.7,551.8,184.6,2202.6,1499.8,640024.9,652071.5,652105.9,649092.1,332143.6,1941247.8,1823361.8,353120.4,360853.8,360872.8,358023.8,166589.1,1087012.3,1050956.3,128862.1,132596.0,132602.5,131721.2,53441.3,442105.9,385343.5,39137.9,40375.6,40377.4,40089.0,15905.8,135928.4,118163.4,260605.6,276399.2,276416.1,274756.8,88266.3,1138580.4,764843.8,196407.2,207637.3,207664.5,206426.8,65714.4,884062.4,583884.5,223519.5,236437.5,236458.0,234888.2,75114.3,1012295.8,665249.1,26554.1,28092.0,28093.9,27907.1,8878.5,120776.8,79158.0,1798.2,1811.9,1811.9,1808.9,1660.6,2942.2,2852.6,1700345.9,1756444.4,1756480.4,1755854.4,1844234.9,1738035.9,1714960.4,275585.5,154070.5,154049.8,138341.7,33393.7,206688.3,197274.0,641258.4,206676.4,206645.8,183050.7,46415.8,253498.6,252023.7,665.5,529.2,529.1,477.5,239.0,767.2,678.0,65731.3,54651.6,54646.5,43285.1,3981.7,68221.4,80317.3,2345.4,1989.4,1989.3,1621.8,404.5,2820.2,3020.5,886.6,777.7,777.6,640.7,216.5,1094.1,1159.4,562.1,495.6,495.6,426.5,234.9,654.8,691.2,522839.8,475364.8,473608.2,427582.3,243717.4,721335.4,484174.3,314030.8,283020.1,281499.8,256109.3,137326.1,426807.9,278477.7,113094.3,100463.0,100118.8,88209.9,38637.1,139520.2,95870.3,34767.5,30956.1,30862.9,27177.3,11661.7,43298.0,29665.7,260588.1,215895.6,215877.4,169821.1,11786.1,257749.3,317042.9,197774.5,168435.4,168421.4,132989.0,10064.6,208337.1,252285.7,225735.3,193247.0,193230.9,152715.3,12101.7,244644.5,291854.6,26957.4,23095.8,23093.9,18245.4,1465.4,29539.9,35071.4,582.9,531.0,531.0,504.8,136.8,707.6,645.4,738909.1,712682.2,712630.3,713017.9,723061.3,688918.1,712780.8
01-WT-B1,,202863,186408,186360,178651,3386,3630,13961,100.00%,91.89%,91.86%,88.06%,1.67%,1.79%,6.88%,100.00%,91.89%,99.97%,95.86%,1.82%,1.95%,7.49%,350255.7,359657.5,359678.8,352268.3,218469.0,786820.3,642398.1,396937.7,386902.6,386939.3,375763.3,198967.7,1014663.7,795608.4,809.2,813.7,813.8,787.7,431.3,2235.1,1811.3,85242.0,86762.7,86772.4,82750.1,24784.8,311982.2,208160.0,2956.3,3002.7,3003.0,2854.8,803.5,11225.4,7409.8,1139.3,1159.6,1159.7,1103.2,305.3,4313.0,2854.3,670.4,680.9,680.9,648.9,196.2,2464.9,1653.7,748618.4,759138.8,759078.4,736134.1,345801.9,2074740.3,1957408.9,422367.8,426686.5,426616.7,413441.1,184300.0,1186594.0,1146350.5,154898.0,156691.7,156675.9,151122.4,59849.7,474157.2,420356.2,47005.3,47577.3,47573.0,45865.6,17883.8,145148.8,128518.9,325902.1,331806.3,331846.2,316248.8,84806.7,1211017.0,793225.9,254352.5,259243.3,259272.3,246744.0,65280.4,962268.2,625671.2,292470.2,298209.8,298242.9,283768.2,75244.7,1109732.4,720117.4,34875.9,35561.3,35565.3,33830.9,8910.1,132759.7,85903.6,2037.1,2063.0,2063.0,2046.0,1678.1,3088.6,2927.1,1703813.3,1731027.1,1731151.3,1730883.5,1681707.8,1778045.5,1701337.5,82.65%,44.49%,44.48%,41.22%,14.88%,25.31%,29.72%,208.13%,55.43%,55.42%,50.98%,23.57%,23.97%,31.35%,85.94%,66.76%,66.75%,62.56%,59.22%,35.03%,37.76%,78.91%,64.71%,64.69%,53.69%,16.43%,21.59%,38.08%,85.73%,72.03%,72.01%,61.19%,53.34%,27.36%,43.23%,84.40%,72.73%,72.71%,62.26%,70.67%,27.77%,43.22%,89.46%,77.30%,77.28%,69.04%,122.16%,28.34%,43.98%,72.43%,65.47%,65.33%,60.69%,69.84%,35.65%,25.58%,76.56%,69.28%,69.07%,64.55%,73.50%,37.55%,25.23%,75.37%,66.84%,66.70%,60.66%,63.43%,30.58%,23.79%,76.13%,67.55%,67.43%,61.30%,63.73%,30.87%,24.03%,79.76%,65.18%,65.17%,53.83%,13.69%,19.98%,38.31%,79.86%,67.02%,67.00%,55.45%,15.76%,21.68%,40.10%,79.93%,67.43%,67.41%,55.81%,16.65%,22.42%,40.70%,80.22%,67.73%,67.71%,56.06%,17.10%,22.68%,41.08%,29.94%,27.13%,27.13%,26.20%,8.50%,22.43%,21.72%,44.38%,42.89%,42.89%,42.89%,44.81%,40.94%,43.83%,294662.2,302196.7,302211.4,301629.3,217328.7,772668.3,614673.2,307411.2,317186.1,317214.6,316178.9,192217.8,1011505.8,755921.0,668.5,695.2,695.3,690.7,421.3,2170.6,1711.3,67436.5,70484.2,70494.5,70210.0,24994.6,295239.3,195139.9,2299.5,2395.6,2395.9,2386.1,779.4,10728.9,6875.3,904.3,942.2,942.2,938.5,302.5,4139.8,2648.4,557.9,581.3,581.3,577.8,188.8,2382.5,1554.3,652374.5,663624.6,663661.6,661582.5,333993.8,2014005.4,1850007.6,364897.0,372934.4,372959.8,371156.6,168222.5,1141005.1,1070970.1,132159.6,135644.8,135659.3,135087.4,54034.9,458490.3,390301.7,39982.9,41100.2,41103.4,40910.0,15906.3,139853.8,119256.6,259051.4,270862.4,270902.3,269947.8,87818.5,1140452.5,741834.6,200158.4,209070.0,209099.7,208226.1,67056.1,909323.4,582715.5,229453.6,239624.8,239650.1,238742.0,77129.5,1051537.8,669819.1,27335.4,28531.3,28535.1,28434.0,9095.5,125616.6,79862.2,1813.4,1824.5,1824.5,1822.0,1670.7,2995.8,2896.3,1705945.4,1732027.4,1732119.9,1732055.4,1676493.9,1788885.4,1690620.4,289475.0,159998.2,159981.2,145194.7,32506.8,199175.3,190908.6,826137.9,214470.2,214449.4,191548.7,46895.0,243189.7,249407.8,695.4,543.3,543.2,492.8,255.5,782.9,684.0,67264.3,56146.5,56135.9,44429.8,4071.8,67353.5,79263.0,2534.3,2162.8,2162.5,1746.9,428.6,3071.8,3203.3,961.6,843.4,843.3,686.9,215.7,1197.7,1233.7,599.8,526.3,526.2,448.0,239.7,698.6,727.4,542211.8,496973.7,495906.5,446781.9,241510.4,739678.3,500653.8,323364.3,295605.3,294685.3,266871.6,135451.5,445601.9,289210.7,116753.0,104740.3,104510.4,91663.9,37961.4,144990.6,99982.0,35784.6,32140.5,32077.1,28117.0,11397.3,44808.0,30879.4,259941.8,216283.4,216248.8,170233.1,11608.0,241978.7,303865.3,203128.5,173743.2,173714.1,136814.8,10287.8,208606.9,250895.0,233785.0,201073.0,201038.9,158381.3,12530.4,248790.9,293086.7,27978.5,24085.8,24081.8,18965.1,1524.0,30112.6,35288.9,610.0,559.7,559.7,536.0,142.6,692.6,635.8,756210.0,742492.6,742439.1,742443.8,753599.3,727892.1,745726.8
01-WT-C1,,228251,210474,210446,199525,1692,7978,23005,100.00%,92.21%,92.20%,87.41%,0.74%,3.50%,10.08%,100.00%,92.21%,99.99%,94.81%,0.80%,3.79%,10.93%,379133.0,382606.7,382616.3,364907.0,215587.1,807480.6,655731.2,428258.6,407348.6,407365.3,382880.0,192048.2,993526.6,796344.6,905.6,899.0,899.0,840.3,433.8,2298.9,1882.4,100203.7,100473.1,100479.1,91578.8,24909.8,316168.4,224432.9,3549.9,3543.7,3544.0,3209.9,780.8,11633.5,8177.4,1360.9,1363.9,1364.0,1236.7,296.1,4451.8,3142.7,792.4,792.2,792.3,719.9,178.6,2545.8,1813.6,826357.4,826949.8,826720.7,771374.7,376357.6,2154707.8,2005233.5,465064.1,463017.6,462859.0,431332.0,199236.3,1222367.0,1165640.1,174359.7,173731.8,173690.4,160651.2,63954.9,488751.9,434921.0,53146.6,52984.9,52972.5,48947.7,19109.5,150267.5,133537.1,386530.8,387614.2,387637.7,352812.3,85030.4,1233824.4,861880.3,304694.7,305924.0,305942.6,277779.4,66015.8,989882.3,687019.0,350140.9,351702.3,351724.4,319244.2,75940.8,1140402.1,790233.2,41682.6,41868.7,41871.4,37987.5,8954.8,136185.6,94103.0,2100.9,2117.9,2117.9,2075.6,1674.3,3130.6,2940.3,1734627.9,1769663.0,1769731.1,1769523.8,1726448.3,1780258.3,1735336.4,99.89%,46.61%,46.61%,41.62%,16.02%,25.72%,31.58%,247.47%,56.68%,56.68%,50.50%,23.01%,24.80%,32.01%,88.42%,68.48%,68.48%,63.04%,61.33%,33.88%,38.66%,81.62%,65.86%,65.85%,52.26%,18.34%,22.52%,37.96%,92.60%,73.17%,73.16%,59.59%,53.62%,28.40%,43.25%,87.04%,73.61%,73.60%,60.64%,74.67%,28.43%,42.97%,95.34%,77.41%,77.41%,66.93%,131.12%,29.51%,43.89%,77.95%,68.13%,67.93%,61.52%,81.38%,35.34%,26.98%,81.72%,71.86%,71.62%,65.52%,84.66%,37.54%,26.74%,80.44%,69.24%,69.10%,61.01%,72.25%,31.36%,25.71%,81.29%,70.01%,69.89%,61.71%,71.86%,31.73%,26.01%,82.21%,66.19%,66.18%,52.30%,14.80%,21.16%,38.02%,82.15%,67.98%,67.97%,53.67%,17.41%,23.09%,40.00%,82.18%,68.37%,68.36%,54.00%,18.66%,23.79%,40.63%,82.47%,68.70%,68.69%,54.24%,19.29%,24.09%,41.05%,31.73%,28.05%,28.05%,26.41%,8.99%,22.26%,22.13%,41.32%,39.46%,39.46%,39.50%,41.63%,38.21%,40.17%,307688.6,315647.4,315655.4,310830.1,214011.8,791190.5,627082.5,319954.4,330465.5,330488.8,322986.3,185392.1,987339.0,758310.8,725.5,752.4,752.5,731.6,415.4,2245.9,1776.3,77860.8,80945.5,80948.7,78722.7,25449.7,298413.8,210634.3,2701.3,2801.6,2801.8,2719.9,789.0,11107.1,7598.8,1057.9,1097.4,1097.5,1064.3,290.5,4248.5,2923.5,640.1,664.4,664.4,642.7,180.4,2440.8,1707.3,686028.8,695386.9,695388.5,681974.3,349718.4,2110169.5,1881762.0,386853.1,392007.1,392011.8,381890.8,175282.1,1188065.0,1080987.4,143272.8,145885.3,145885.9,142076.3,56894.6,475332.9,400775.0,43561.4,44408.4,44408.8,43210.2,16874.7,146142.1,122978.0,300958.7,312989.1,313019.6,304631.5,88438.1,1156892.6,806762.0,235603.3,244750.7,244774.0,237977.4,68557.0,929669.3,640767.8,270163.1,280572.1,280599.8,272751.6,78981.2,1072389.3,735387.7,32107.8,33344.8,33346.2,32411.0,9321.8,127992.8,87535.4,1838.1,1848.6,1848.6,1836.3,1667.0,3033.6,2901.6,1727882.1,1768422.6,1768500.1,1768929.1,1701670.1,1760175.1,1708236.1,378707.8,178329.6,178327.7,151886.3,34531.2,207649.1,207053.6,1059816.0,230904.3,230904.1,193352.4,44193.2,246427.2,254920.8,800.7,615.7,615.6,529.7,266.1,778.8,727.8,81784.4,66170.2,66170.1,47860.3,4567.5,71186.6,85193.9,3287.3,2592.9,2592.8,1912.8,418.7,3304.2,3536.5,1184.6,1004.0,1003.9,750.0,221.1,1265.7,1350.3,755.4,613.3,613.3,481.8,234.2,751.2,795.9,644107.8,563423.2,561632.1,474532.9,306266.7,761406.5,541107.8,380044.5,332747.5,331497.5,282626.6,168666.6,458889.6,311743.9,140253.3,120288.6,120017.0,98021.3,46205.9,153252.9,111836.1,43203.7,37097.1,37024.0,30204.0,13732.2,47674.7,34731.3,317766.1,256545.3,256546.3,184533.0,12584.5,261136.0,327647.2,250317.9,207960.5,207961.8,149086.4,11490.2,228561.7,274781.0,287756.3,240452.0,240453.6,172376.5,14167.8,271300.0,321036.8,34375.0,28762.8,28763.0,20605.3,1727.8,32808.6,38629.1,666.7,594.0,594.0,548.3,150.6,697.0,650.7,716725.2,698322.1,698279.9,698948.8,718728.3,680244.3,697115.5
