"","GeneID","MeanBeta","AneuScore.lm","AneuScore.lm.R2","AneuScore.P"
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2977","CLDN25..644672.",-0.0122581927712533,-0.000431270534772546,0.164661095797737,0.428683686001489
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10673","PDIA5..10954.",0.158420933878754,-0.00043126171731359,0.163656234602222,0.476577367996273
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15820","TSSK1B..83942.",-0.0172407853847651,-0.000431249955146686,0.194676175805806,0.413187532942201
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3346","CPSF3..51692.",-1.52895841019147,-0.000431229744506587,0.229689582308977,0.772848598241117
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2295","CCDC85B..11007.",-0.121769986184661,-0.000431213900241666,0.186767593094261,0.538259916339372
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11516","PRKG2..5593.",-0.0124147187884743,-0.000431205355361024,0.212874595207437,0.319369479226956
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7333","JAM2..58494.",0.016250736525519,-0.00043119299548827,0.164102461697155,0.384791861053133
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6094","GPR20..2843.",-0.13644438728594,-0.000431108684981771,0.175588480238952,0.517335770901238
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11497","PRKAG3..53632.",-0.0109479937543779,-0.00043109948173245,0.171285292547003,0.35931863881026
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11009","PLA2G4D..283748.",-0.113154565339111,-0.000431044544908872,0.166502173034731,0.517349453663858
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9257","MTHFD2..10797.",-0.0334451169452403,-0.000430686134715101,0.253938270087657,0.471023162406131
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8030","LEPR..3953.",-0.0258899453823022,-0.000430559342058334,0.191109831487483,0.409905102644457
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16408","WASF2..10163.",-0.22143421004396,-0.000430387996129148,0.218553086481776,0.551249475095707
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1571","BRD3..8019.",0.113403703885842,-0.000430230926601153,0.240351280728206,0.367993289189838
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2554","CDHR4..389118.",-0.0497008164706926,-0.00043012504685523,0.197983775900292,0.417651642002075
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1708","C15orf65..145788.",0.0857641160634161,-0.000429701072786843,0.161468069064406,0.401893494685426
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11159","PMS1..5378.",0.00287914131575475,-0.000429621764544372,0.180281302615513,0.332576683692831
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6015","GPALPP1..55425.",-0.0432157294915409,-0.000429400352448693,0.228272771929462,0.457461101549747
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8693","MDFIC..29969.",0.0284079447368449,-0.000429392886369336,0.227966782217859,0.39418237123878
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5052","FAM24B..196792.",0.0567106965160757,-0.000429391328091222,0.215142817113512,0.379112228003654
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17161","ZNF610..162963.",0.110952388749503,-0.000429314917117509,0.190365043097521,0.269339513375664
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7688","KLHL28..54813.",0.0286921992438546,-0.000429253785405284,0.163613597618669,0.357761956232393
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9843","NMNAT2..23057.",-0.0203263257287239,-0.000429241708586552,0.185083599346976,0.382463051319703
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2262","CCDC38..120935.",-0.18472635285297,-0.000429058039685504,0.207619182592554,0.572442086310073
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1391","BCAR1..9564.",-0.35865299589515,-0.000429007633487512,0.32940928766979,0.753485734120537
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8401","LYPLA2..11313.",-0.219242838476669,-0.000429002157588902,0.234610902999531,0.480522706315102
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6563","HIRA..7290.",-0.605193167791793,-0.000428715124159767,0.165017509838596,0.787587064649365
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16153","UPP2..151531.",-0.0351706657735384,-0.000428626673707777,0.191968038440387,0.351677290316423
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3575","CUL4B..8450.",NA,-0.000428537132028572,0.184008344560623,0.577927712526406
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)298","ADCK5..203054.",-0.0149913879989607,-0.000428499299886535,0.167749768419663,0.512718449637942
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13002","SEC22A..26984.",-0.047626505040856,-0.000428473312105087,0.203762985693856,0.520527925558753
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)14350","STK25..10494.",-0.0336445238900691,-0.000428470312857307,0.16629915936452,0.45252637527877
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)324","ADGRE5..976.",0.0364401993450491,-0.000428388471169015,0.112845039279605,0.409845085151035
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17039","ZNF438..220929.",0.0331569081749497,-0.000428361141865513,0.165654503234322,0.321765498125398
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17044","ZNF442..79973.",-0.0899957484059138,-0.000428241269663593,0.187180126955031,0.402350999912943
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5905","GLTPD2..388323.",-0.0277789118994339,-0.000428115896198093,0.160684382456245,0.442609794530543
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6375","H4C6..8361.",0.00200776763376907,-0.000428014495401819,0.179591014933814,0.400083059974654
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9291","MTSS2..92154.",-0.00689000171306392,-0.000427877575799523,0.173247617180489,0.437369815965397
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13049","SEMA4A..64218.",-0.0328213879919261,-0.000427435916216652,0.230731167287858,0.41213989013328
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5079","FAM78A..286336.",0.00857106548223842,-0.00042724609664993,0.271559334451237,0.449025899917007
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6075","GPR153..387509.",0.0134361040236197,-0.0004270566097218,0.159844193532566,0.380312275019105
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9693","NEUROD4..58158.",0.0490194709005795,-0.000426698640157218,0.1759897700476,0.373667542976235
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7800","KRT4..3851.",-0.0766640265733749,-0.000426409594551574,0.12214061581044,0.451861739499896
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1702","C14orf93..60686.",-0.0717328178480309,-0.00042597268464183,0.150156704093979,0.390238308403808
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1434","BDH2..56898.",-0.112433661055152,-0.000425917612269767,0.161305050110461,0.514126981735919
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13543","SLC30A3..7781.",0.0499911216149126,-0.000425814585239519,0.151544923252698,0.345943359667755
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11953","RAB41..347517.",NA,-0.00042557876807681,0.218353663938164,0.42471430958942
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8931","MLEC..9761.",-0.00482173428034463,-0.000425436496340553,0.218487738810208,0.441779143124851
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6715","HPR..3250.",-0.022923303575077,-0.000425425418508813,0.174752165867806,0.50548277747329
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16655","ZBED4..9889.",-0.0512995578045389,-0.000425173042009057,0.182443158714615,0.476024442645051
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8356","LTBP3..4054.",-0.183000900116918,-0.000425072605772666,0.207315565957969,0.545766225147796
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1143","ATG16L2..89849.",-0.0519454914012651,-0.000425020997712036,0.140700954775744,0.522575210596952
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)14016","SPACA7..122258.",-0.0893371290147962,-0.000424876856147763,0.207000436559345,0.491374272872104
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10482","PAX2..5076.",-0.0367011881658967,-0.000424761955987927,0.139865692606792,0.357685484003973
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8251","LRRC2..79442.",-0.00243766555012834,-0.000424629997305799,0.179250035430436,0.393886642988787
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10612","PCYOX1..51449.",0.0291634516024924,-0.00042459845028396,0.14310946258917,0.414868078316707
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)573","ALOX5AP..241.",0.0364925602432942,-0.000424458816800976,0.202737173052,0.426334797826333
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7997","LDAH..60526.",0.092083614766431,-0.00042440660899773,0.15569207176192,0.457638928154714
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8697","MDH1B..130752.",-0.013219075092264,-0.000424315229038714,0.183373251993023,0.408087602607484
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3521","CTDSP1..58190.",-0.0473205438087013,-0.000424191241210642,0.176381668902523,0.499661679976667
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8314","LRRN1..57633.",0.0830224512617506,-0.000424189766788196,0.150421461346322,0.361093515669063
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13391","SLC16A14..151473.",-0.0187040466247884,-0.000424160946607363,0.184028476262474,0.412161505031175
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7400","KBTBD8..84541.",0.0406231153340428,-0.000424041529761927,0.178757991418684,0.436989041666286
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11587","PRR22..163154.",-0.112307889595591,-0.000423837251563832,0.182437512060136,0.499065243256794
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6188","GRIN3A..116443.",0.0239405579135113,-0.000423805593634752,0.224057403474706,0.462991400770253
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)14806","TCTN3..26123.",-0.0596353338784729,-0.00042377745736814,0.204627797190987,0.49461367846741
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13870","SNAPC1..6617.",-1.68413513037736,-0.000423771278738114,0.210316679939896,0.806920739863237
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12544","RORC..6097.",-0.113351598095711,-0.000423702748988986,0.255940105638575,0.461817517606387
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)14446","SULT1C3..442038.",-0.02772754690661,-0.000423662120900899,0.233892860175292,0.399762876868328
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9941","NPPB..4879.",0.0735949336496519,-0.00042347978724739,0.238431194116615,0.32077794896994
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7593","KIF1A..547.",-0.0717578262867388,-0.000423172015373711,0.194380338704838,0.457996815067332
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2505","CDC42BPB..9578.",-0.0550116577572017,-0.000422960115063604,0.145181186761017,0.438308469826735
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10434","PAPPA2..60676.",0.0346326540738799,-0.000422934700335493,0.129334579618148,0.482967389654584
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3776","DCANP1..140947.",-0.025142073567338,-0.000422778479423718,0.212426333436848,0.425209643269131
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12242","REPS2..9185.",NA,-0.000422716457377871,0.138696237215778,0.366867747650194
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)14988","THPO..7066.",-0.0242155441952154,-0.000422675469003485,0.174746810002489,0.413886303420486
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)4905","F9..2158.",NA,-0.000422631893196835,0.201817443144316,0.478938012301579
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10218","OLFM2..93145.",-0.0283442302254568,-0.000422600647918101,0.179641752800294,0.430712583459501
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6133","GPRC6A..222545.",0.00828316850933099,-0.000422547893051055,0.178079524133804,0.36174348026072
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)4312","DUSP10..11221.",-0.0542062807067382,-0.000422269431834478,0.190602600448727,0.566858750553735
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9256","MTHFD1L..25902.",-0.0735675892734908,-0.000422115238949298,0.264533726257349,0.408748153954755
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)4704","EPHA2..1969.",0.0191043409699933,-0.000421914014480896,0.341130365427876,0.574953944626146
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1620","BTBD8..284697.",-0.0225124977031844,-0.000421567865045991,0.18549260561459,0.564925960001088
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1076","ASCC3..10973.",-0.449325732150921,-0.000421550087865387,0.203741827740014,0.748917895774563
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16968","ZNF304..57343.",0.0914007791937202,-0.000420839180177859,0.229184110825112,0.277554928196387
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3203","COL4A3..1285.",-0.0277223290017359,-0.000420497603613874,0.178572004915962,0.382105566756166
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1175","ATP13A4..84239.",0.040573611011402,-0.000420341656283895,0.147796069796241,0.425019785013662
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1303","B3GALT4..8705.",-0.0219733368479546,-0.000419998209558896,0.156228514599508,0.501400217253
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17297","ZNF829..374899.",-0.01488006684695,-0.000419672669349429,0.187095107853648,0.428608469275908
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)4836","EVC..2121.",0.0905042684784126,-0.00041962584368746,0.199530113563599,0.401155495106237
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12763","RUSF1..64755.",0.0352143194412839,-0.000419467050216254,0.143047131198368,0.398154286378379
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15980","UBA7..7318.",-0.0763116619974633,-0.000419388815287159,0.20725761288358,0.454945787215824
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16418","WBP2..23558.",-0.0458907740831029,-0.00041896081251306,0.184759872507491,0.451976449952247
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8847","MGAT4A..11320.",-0.116779319264389,-0.00041876349442291,0.161802202867068,0.585306740411779
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3903","DEGS1..8560.",0.0872929924774101,-0.000418688530122277,0.271596774980996,0.405704744700508
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17369","ZSWIM4..65249.",-0.0374031026534824,-0.000418644762397752,0.214449450267205,0.434062357240438
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6805","HSPH1..10808.",-0.0262015255906771,-0.000418499761856372,0.118697253195407,0.467238905090151
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5198","FBXO47..494188.",-0.0816669455176004,-0.00041828227459667,0.186525663158593,0.524876573787864
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8311","LRRIQ4..344657.",-0.00787457688405706,-0.000418268956171062,0.201882731130351,0.409681603725363
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7356","JPT2..90861.",-0.051323745918318,-0.000418225883236554,0.149113648521908,0.440344343193206
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6854","ICAM1..3383.",0.050228705921706,-0.000418113515691232,0.268004081251729,0.452146516361354
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16607","YDJC..150223.",0.0764345586075455,-0.000417991359580435,0.179064817617417,0.442277431597231
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11088","PLEKHN1..84069.",-0.0908745255451335,-0.000417690099029816,0.23771623490381,0.517524047532535
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)11006","PLA2G4A..5321.",0.0702600235841497,-0.000417587940340376,0.168710531606259,0.46427664101276
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7146","INSRR..3645.",-0.0624622593973762,-0.000417429627179809,0.196137496239165,0.424216058261796
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)157","ACOT1..641371.",0.119672234190499,-0.000417421626304672,0.196307833337607,0.54845247887058
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6521","HEXIM2..124790.",-0.0745725247127514,-0.000417282248983317,0.155999859685551,0.47929764376633
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6716","HPRT1..3251.",NA,-0.000417274611988161,0.16061775676917,0.491928800389724
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10943","PIP4K2C..79837.",-0.116614311435356,-0.00041720874978973,0.135620917723966,0.4610318489155
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16644","YY1AP1..55249.",-0.100681652999916,-0.000417165363665984,0.157246821072923,0.483372161173046
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)925","ARHGEF10L..55160.",0.0279439100602633,-0.000417015281059397,0.180673062137098,0.409916347919055
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8712","MECP2..4204.",NA,-0.000416886501552687,0.198716734673232,0.351219442025659
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15687","TRIM69..140691.",0.0124135540228895,-0.000416882480018965,0.16574652402822,0.454964982946885
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3304","CP..1356.",0.0944632520193428,-0.000416691838023491,0.157487095141307,0.334458925942419
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16371","VSIG4..11326.",NA,-0.000416557795251331,0.243364357235703,0.324544663220336
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6504","HERC4..26091.",0.0206814257802231,-0.000415941610975437,0.222265767191685,0.460920709455722
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3508","CT55..54967.",NA,-0.000415924907342447,0.207071349602654,0.456377358188109
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7857","KRTAP24.1..643803.",0.0190840464902926,-0.000415923079267893,0.220235545507791,0.344170300662471
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12244","RERE..473.",-0.0499255987471241,-0.000415760584521714,0.179853324183797,0.515172477931991
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8766","MEN1..4221.",-0.304217042189558,-0.000415597072471981,0.272405127119297,0.786895115003924
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8156","LMO2..4005.",-0.000724249545350227,-0.000415432023897243,0.579499711925562,0.569411272605628
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)935","ARHGEF26..26084.",0.00248547479535116,-0.000415387472793718,0.218155342232845,0.505756264813019
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3700","CYRIA..81553.",0.0800785436938073,-0.000415342546708473,0.179531830988807,0.400275121342846
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5723","GCM2..9247.",-0.0405478381308168,-0.000415295140001158,0.172303898935008,0.403458438065238
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16336","VPS26A..9559.",-0.289737964181565,-0.000414928921774591,0.256097127585001,0.610671760198066
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8158","LMO4..8543.",0.00254421160223525,-0.000414925031883172,0.21068852811162,0.580805496788297
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13082","SERINC5..256987.",0.0357725349519914,-0.000414844492168242,0.144159350275017,0.374303757298208
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6907","IFNA16..3449.",0.0363909806031333,-0.000414762284642657,0.195145751497819,0.396965452871592
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5402","FNDC1..84624.",0.00597094148834146,-0.000414621846586883,0.178364363702213,0.503786377650214
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)6458","HDAC8..55869.",NA,-0.000414400724375404,0.220099287172065,0.598409886367107
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)939","ARHGEF37..389337.",0.0341337581665916,-0.000414368857131489,0.138433546701627,0.287176938851884
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9564","NCR2..9436.",-0.131690689786159,-0.000414188451214419,0.18484991173504,0.501507832523246
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7212","IRF2..3660.",-0.0201548962921193,-0.000414063640377998,0.322984877880668,0.641458901698912
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)14529","SYNPO..11346.",0.0897020120565409,-0.00041383486331072,0.208176542242475,0.331699931415049
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3769","DCAF4L2..138009.",-0.0106131586418325,-0.000413548723208713,0.136450430493973,0.422794805912435
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5767","GET4..51608.",-0.308243856219226,-0.000413493471914556,0.232657061005665,0.795184108232858
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7544","KHDC1L..100129128.",-0.0895480037861541,-0.000413383447153033,0.153548831150877,0.469580384008854
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2647","CELF6..60677.",0.06348900320781,-0.00041317031171037,0.148395849536429,0.398263755948391
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12790","S100A3..6274.",0.00989169704177797,-0.000413108652168246,0.136336543019464,0.355558772829384
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)5417","FOLH1..2346.",-0.140476822730204,-0.000413072688436712,0.139103894114015,0.573696261677823
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17036","ZNF432..9668.",0.0734118121681435,-0.000412886202573841,0.172712755105304,0.298715163858884
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)4951","FAM120A..23196.",-0.14531278315297,-0.000412602789549726,0.1641512195557,0.544488957320143
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10386","PAEP..5047.",-0.0759364542256232,-0.000412579435085857,0.15959903214683,0.475283487065086
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12730","RTL6..84247.",0.139950013524835,-0.000412451946530244,0.119309593847578,0.389598597485161
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)2861","CHRM1..1128.",-0.0301092094308066,-0.000412413687875432,0.211005698117593,0.47782507216305
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12411","RMDN3..55177.",-0.0667294593509889,-0.000412224611722724,0.16704477404345,0.459103171486191
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7661","KLF9..687.",-0.045242941312581,-0.000411935580895242,0.192330544570273,0.464791085215704
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15973","UAP1L1..91373.",-0.0143285020681729,-0.000411761183987675,0.164039661868634,0.447820702816382
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9685","NEU3..10825.",-0.06435857469644,-0.000411706408771281,0.126990378207965,0.531605853890528
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)1937","C9orf64..84267.",0.0014790100579464,-0.000411540387038856,0.145452476997098,0.435816312965394
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8224","LRIT3..345193.",0.0771161169105523,-0.000411344495210847,0.205221536468639,0.358728705293377
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16142","UPB1..51733.",-0.00568722847269324,-0.000411265155219721,0.169020183563422,0.428632863100517
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8563","MAPK10..5602.",0.0121703682068289,-0.000411261335816715,0.159461425782625,0.460229769858932
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7718","KLK5..25818.",-0.0517995979803019,-0.000410796676584501,0.187913477935633,0.492780591637766
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15025","TIMM10B..26515.",0.0352876871637223,-0.000410735358478777,0.182294485074,0.441353767631342
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)17124","ZNF566..84924.",-0.0147364921336618,-0.000410646894257843,0.201622311356724,0.433486501832471
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)7802","KRT5..3852.",-0.0601648477171182,-0.000410605729319487,0.157960729125292,0.430023988662023
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)9521","NBEAL2..23218.",0.0281958205476796,-0.000410588160407603,0.208472729864797,0.479266160859534
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8476","MAGEF1..64110.",-0.0173869287140973,-0.000410532878427942,0.20495593170091,0.460463186692468
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)16818","ZHX1..11244.",-0.00561224086387893,-0.000410512438387104,0.170315470741456,0.39532578538687
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15891","TTYH3..80727.",0.00767022197300503,-0.000410415892948355,0.202328256312772,0.510803739744284
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)15159","TMEM121..80757.",-0.0277110691366128,-0.000409926189113937,0.190329585954222,0.491658983029309
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)527","ALDH1L2..160428.",-0.0567778181715818,-0.000409922285270107,0.17939921167171,0.417869945400444
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)10389","PAFAH1B2..5049.",-0.019073888118832,-0.000409804025281582,0.19355127336187,0.541696903933737
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3269","CORO1A..11151.",-0.081591511644886,-0.000409583682060118,0.275408889937149,0.548007551693016
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)13058","SEMA6B..10501.",-0.141130639930068,-0.000409381194345866,0.183585404520181,0.448607628591078
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)12467","RNF149..284996.",-0.059545330715922,-0.00040906615484894,0.215521052953114,0.528536637650043
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)8371","LUZP2..338645.",-0.0346133912200126,-0.000408997085551293,0.160258512694291,0.47121200568633
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)3552","CTSH..1512.",-0.052526479213088,-0.000408819197349371,0.212401484980668,0.517797599531191
"as.numeric(CRISPR_Gene_AneuScore2$Aneuploidy.score)248","ADAM18..8749.",0.19207358785077,-0.00040852779790903,0.183838089227886,0.494357924057105
