Gene	sgRNA	Ts5|beta	Ts5|z	Ts5|p-value	Ts5|fdr	Ts5|wald-p-value	Ts5|wald-fdr
USP17L5	6	-0.808	-3.0008	0	0	0.0026926	0.082013
ZNF501	6	0.18494	1.7766	0.028458	0.20243	0.075628	0.28887
POU3F3	6	-0.036329	-0.73583	0.97183	0.9893	0.46184	0.66133
ZNF396	9	0.053201	0.31613	0.30962	0.6783	0.7519	0.86054
BARHL1	6	-0.039239	-0.62801	0.95788	0.98775	0.52999	0.7034
PSMB4	5	-0.97499	-2.9188	0	0	0.0035139	0.096469
ATRX	13	-0.013831	-0.26259	0.75299	0.92423	0.79287	0.88762
TRIM41	10	-0.019035	-0.41074	0.86653	0.96272	0.68126	0.81482
CDH1	16	0.02429	0.42642	0.36511	0.722	0.6698	0.80605
ZNF777	5	-0.060667	-0.97629	0.7934	0.93746	0.32892	0.54417
TMPRSS15	6	-0.039547	-1.2491	0.95589	0.98775	0.21163	0.43185
TBX4	7	-0.1008	-1.7542	0.54269	0.84194	0.079396	0.28997
IMMP1L	6	0.10752	1.1309	0.17245	0.526	0.25809	0.47605
SMARCA4	13	-0.49218	-3.0704	0	0	0.0021377	0.071591
ZNF645	6	0.27557	1.8988	0.001992	0.03139	0.057594	0.27189
WSB2	21	0.032933	0.70587	0.23705	0.59842	0.48027	0.67724
IRX6	6	-0.052565	-0.47823	0.86198	0.96067	0.63249	0.77739
SFMBT1	23	0.062269	1.522	0.069152	0.32537	0.12801	0.34036
neg29	1	0.13445	0.66399	0.50911	0.82064	0.50669	0.69209
PRSS37	6	0.036886	0.52109	0.5296	0.83117	0.6023	0.7524
SMARCA5	6	-0.17101	-0.91565	0.28372	0.65249	0.35985	0.57185
ZNF836	6	0.1771	1.7786	0.034434	0.22575	0.075309	0.28825
EPHA8	6	-0.083157	-1.3286	0.67445	0.89468	0.18397	0.40079
VAX1	6	-0.18772	-1.7272	0.2362	0.59798	0.084138	0.29675
TFAM	7	-0.40171	-2.5289	0.010814	0.10951	0.011443	0.15957
CAD	30	-0.52962	-5.5977	0.00028458	0.0066225	2.1727e-08	1.9087e-05
CAMKK1	6	0.085339	0.76695	0.25583	0.62	0.44311	0.64423
C1R	6	-0.035296	-0.50001	0.98008	0.99108	0.61706	0.76405
UNKL	8	-0.090092	-0.97142	0.5922	0.86821	0.33134	0.54612
ZNF230	6	0.039603	1.195	0.51338	0.82149	0.23208	0.44859
KLF8	5	0.1023	1.3199	0.2288	0.58988	0.18688	0.40312
HP	6	0.14667	1.7336	0.068014	0.32517	0.082993	0.29463
UBE2L6	7	-0.25411	-2.2199	0.084234	0.36908	0.026428	0.22432
TEAD1	7	-0.094371	-1.0344	0.58054	0.86185	0.30093	0.51785
GSX1	6	0.037987	0.59682	0.52419	0.82825	0.55063	0.71346
BCL6B	12	-0.0626	-1.2471	0.76722	0.92806	0.21237	0.43185
CELA1	6	-0.18079	-2.477	0.2527	0.61496	0.013251	0.17118
SENP5	6	-0.014211	-0.54454	0.87279	0.96538	0.58607	0.73974
PRKAA1	6	-0.049264	-0.60622	0.88475	0.96738	0.54437	0.7098
PKN2	6	-0.012114	-0.27457	0.85287	0.95629	0.78365	0.88176
ADAM2	6	0.098357	1.2675	0.19892	0.55609	0.20497	0.42418
NFIA	7	0.18017	2.0515	0.019351	0.16152	0.040223	0.26034
TDRD1	21	0.037174	0.62729	0.20319	0.56354	0.53047	0.70342
HDAC5	6	-0.063174	-1.3754	0.79254	0.93708	0.16902	0.38443
ZNF441	6	0.18698	2.0066	0.027604	0.20041	0.044789	0.26275
KDM5D	25	0.20807	3.4766	0	0	0.00050787	0.036851
PHRF1	15	-0.089467	-2.1507	0.50398	0.81839	0.031502	0.2378
ZFAT	7	-0.068973	-0.92265	0.74274	0.92031	0.35619	0.56916
ADAM18	6	0.13423	1.2409	0.09391	0.38869	0.21464	0.43253
ELF3	6	-0.15252	-1.6139	0.3432	0.70485	0.10654	0.31691
KMT2D	56	0	0	0.38816	0.7373	1	1
JMJD1C	6	-0.085122	-1.1994	0.66278	0.88995	0.23036	0.44723
COPS5	6	-0.55902	-2.202	0.0017075	0.029268	0.027662	0.22501
ZNF619	6	0.038159	1.1288	0.52248	0.82777	0.259	0.4765
FAM105A	6	-0.033478	-0.37358	0.99459	0.99715	0.70872	0.83324
SOCS2	11	0.10999	2.1603	0.05037	0.27217	0.030751	0.23491
PCAF	5	0.16316	1.8456	0.071429	0.32983	0.064954	0.27923
PARP9	12	0.075626	1.4357	0.12834	0.452	0.15108	0.36598
RHBDD2	6	-0.12038	-2.0241	0.49004	0.81303	0.04296	0.26074
SREBF1	6	-0.021496	-0.25259	0.9206	0.97383	0.80059	0.89282
ZNF541	13	0.10889	2.6042	0.038987	0.23702	0.0092095	0.14383
ZNF33B	6	0.040468	1.0184	0.50683	0.81923	0.30851	0.52422
RAB40C	18	-0.026423	-0.49005	0.86397	0.96198	0.6241	0.7695
TOX	6	-0.017477	-0.23452	0.89328	0.96776	0.81458	0.90229
MDM2	9	-0.32658	-1.883	0.013375	0.12668	0.059699	0.27525
FOXO4	6	0.037901	0.51383	0.52447	0.82825	0.60737	0.75631
ZBTB12	11	-0.015246	-0.2513	0.82641	0.94998	0.80158	0.89335
CDK9	11	-0.47224	-3.1295	0	0	0.0017512	0.069153
ZIC5	7	0.05638	0.39008	0.3634	0.72025	0.69648	0.82397
ADAM12	6	-0.059421	-0.78834	0.81816	0.94791	0.4305	0.63296
TBX1	4	-0.30668	-1.9736	0.11098	0.42437	0.048426	0.26578
ZNF431	4	0.091606	1.0703	0.33039	0.69563	0.2845	0.5044
CYHR1	11	-0.0024795	-0.042048	0.70575	0.90979	0.96646	0.986
SIRT1	7	-0.019613	-0.3533	0.90467	0.96987	0.72386	0.84255
USP8	6	-0.27277	-2.0224	0.077974	0.34949	0.043139	0.26074
KBTBD7	6	0.0030559	0.027846	0.74815	0.92278	0.97778	0.99218
TOX3	6	0.27581	1.8766	0.001992	0.03139	0.060578	0.27525
ZNF614	6	0.087035	0.9148	0.24929	0.61088	0.3603	0.57185
ZSCAN20	19	0.1113	2.3831	0.012806	0.12228	0.017168	0.19587
RNF40	12	-0.43807	-2.9238	0	0	0.0034584	0.095691
T	7	0.08776	1.6833	0.2066	0.56677	0.092315	0.30374
DCAF1	22	-0.53884	-4.3546	0	0	1.3329e-05	0.0024966
HMGXB3	6	-0.083264	-1.5036	0.67388	0.89426	0.13269	0.34501
ARIH2	14	0.079946	1.8539	0.091349	0.38397	0.06375	0.27794
GSC	6	0.10996	1.6338	0.16762	0.52263	0.10229	0.31297
NAALAD2	12	0.15195	2.6879	0.011668	0.11389	0.0071908	0.13025
ZNF214	6	0.0606	0.54352	0.3819	0.73655	0.58677	0.7401
USP50	6	0.097664	1.1451	0.2012	0.55978	0.25217	0.46948
FBXW8	17	0.020349	0.42134	0.38759	0.7373	0.67351	0.80913
neg48	1	0.39293	0.58022	0.052931	0.27928	0.56177	0.72257
SMG1	6	-0.57955	-2.5717	0.0011383	0.020408	0.01012	0.15046
DIDO1	6	-0.60608	-2.8783	0.00056915	0.012121	0.0039979	0.1018
BRPF3	22	0.053951	1.8637	0.11212	0.42565	0.062365	0.27532
L3MBTL1	24	0.013037	0.29412	0.3634	0.72025	0.76866	0.87132
ZNF763	5	0.020144	0.23241	0.67302	0.89414	0.81622	0.90308
PSKH1	6	-0.089833	-0.94757	0.63887	0.88073	0.34335	0.55832
CGRRF1	6	0.011158	0.37915	0.6938	0.90363	0.70458	0.83002
ATG4B	6	0.10953	1.692	0.16904	0.52473	0.09064	0.30169
ENDOU	5	-0.15237	-2.2456	0.36938	0.72591	0.024732	0.2217
FGFR1	6	-0.015594	-0.5883	0.88076	0.96695	0.55633	0.71767
SIX2	6	0.10458	0.83359	0.18042	0.53367	0.40451	0.61085
ADCK1	6	0.071755	1.052	0.31929	0.68765	0.29279	0.5107
ZNF10	6	0.13303	1.7178	0.096756	0.39627	0.085835	0.2971
PHF8	11	-0.11829	-1.9882	0.37365	0.72909	0.046789	0.26391
ZNF484	6	-0.077133	-0.95926	0.71002	0.91058	0.33743	0.55227
PCSK2	6	-0.024423	-0.39931	0.94052	0.98192	0.68967	0.82013
RPL23A	3	-0.84289	-1.751	0.0017075	0.029268	0.079951	0.29015
SCAF11	8	0.070013	1.6537	0.25811	0.62166	0.098194	0.30803
SIAH2	12	-0.027115	-0.55878	0.91121	0.9703	0.57631	0.73321
TSC22D2	5	-0.11404	-1.3083	0.51622	0.82342	0.19078	0.40853
DPP6	6	0.097828	1.4175	0.20063	0.55864	0.15633	0.37292
STAT4	7	0.05358	0.9724	0.38361	0.7373	0.33085	0.54557
ZNF626	5	0.26699	1.8162	0.0048378	0.061594	0.069337	0.28354
PEX12	9	-0.089185	-1.4044	0.58509	0.86429	0.16019	0.37631
ABHD12	13	0.032588	0.80355	0.34548	0.70622	0.42166	0.6244
ZNF32	6	0.17179	1.4694	0.03671	0.22832	0.14173	0.35422
PIAS1	16	-0.29358	-3.7121	0.001992	0.03139	0.00020554	0.021124
UBR7	6	0.0094419	0.21067	0.70575	0.90979	0.83314	0.91063
ZNF98	6	0.096624	1.82	0.20575	0.56677	0.068752	0.2834
OLIG1	6	-0.084369	-1.1782	0.66591	0.89211	0.2387	0.45554
CAPN11	6	0.072901	1.4356	0.3119	0.68117	0.15112	0.36598
GAN	6	-0.11919	-1.0622	0.49545	0.8166	0.28814	0.50619
ZNF491	6	0.063295	0.92025	0.36511	0.722	0.35744	0.57015
PHF7	18	0.012077	0.2686	0.43341	0.77231	0.78823	0.8845
DTX3	12	-0.19061	-2.7149	0.10159	0.40753	0.0066286	0.12591
SOHLH2	7	0.13253	1.864	0.074559	0.33938	0.062318	0.27532
ASB9	9	0.13278	1.694	0.040979	0.24448	0.090261	0.30169
HERC3	14	-0.033027	-0.74522	0.95191	0.9876	0.45614	0.65692
ZNF407	7	-0.27561	-1.6286	0.058338	0.29753	0.10341	0.31433
SOX8	5	-0.017689	-0.26255	0.93682	0.98192	0.7929	0.88762
MUL1	11	-0.10107	-1.4619	0.47325	0.80338	0.14376	0.35676
TULP1	8	-0.11167	-1.7023	0.47638	0.805	0.088703	0.30145
ABHD12B	12	-0.037245	-0.79434	0.9963	0.99772	0.427	0.62992
HOXD4	6	0.10143	1.2444	0.19152	0.55164	0.21335	0.43186
ZNF641	6	0.067843	1.0307	0.34035	0.70288	0.30268	0.51935
ZBTB2	11	-0.34248	-3.0591	0.0045532	0.059041	0.00222	0.072662
KCTD21	6	-0.058811	-1.2825	0.82072	0.949	0.19968	0.41867
MYLIP	10	0.13776	2.3469	0.026181	0.19328	0.01893	0.2001
RORA	6	0.031325	0.55562	0.56431	0.85254	0.57847	0.73398
HSFX2	6	0.059312	1.2044	0.39129	0.74084	0.22842	0.44557
ARID3B	6	-0.16461	-1.3518	0.30194	0.67025	0.17644	0.39341
IDE	6	0.058039	0.51704	0.39727	0.74255	0.60512	0.75458
HTRA2	12	-0.36616	-3.0702	0.0022766	0.034783	0.0021392	0.071591
TRAF6	16	0.013872	0.39256	0.45874	0.79244	0.69464	0.82342
SPSB2	14	-0.12467	-2.1339	0.28458	0.65382	0.032854	0.24357
ASB16	20	-0.085298	-1.5397	0.48549	0.81007	0.12362	0.33449
PRMT9	5	-0.057224	-1.4967	0.81531	0.94554	0.13447	0.34541
USP47	6	0.070684	0.65724	0.32299	0.68932	0.51103	0.69468
AMBRA1	10	0.38245	2.3386	0	0	0.019355	0.2001
FOXO3	6	-0.06915	-0.87766	0.76124	0.92691	0.38013	0.59052
PIAS3	19	-0.051369	-1.363	0.84178	0.95247	0.17288	0.38917
SMAD5	6	0.052569	1.155	0.43199	0.77134	0.24811	0.46574
RIPK1	6	0.091741	0.83274	0.22681	0.58988	0.40499	0.61105
ZNF28	6	0.044139	0.60885	0.48549	0.81007	0.54262	0.70905
ZBTB17	14	-0.61485	-4.0627	0	0	4.8512e-05	0.0077486
FOXQ1	6	-0.019251	-0.44586	0.90552	0.96987	0.6557	0.79704
DPF1	12	0.0045933	0.045001	0.60074	0.86878	0.96411	0.98472
APEH	6	-0.0066336	-0.21967	0.81474	0.9452	0.82613	0.906
ZNF75D	6	0.16758	2.0857	0.040979	0.24448	0.037002	0.25566
MAP3K11	6	0.11052	1.1021	0.16448	0.5165	0.2704	0.48904
UBE2NL	6	0.11958	1.724	0.13404	0.46267	0.084713	0.2971
EPHA4	6	0.18611	1.54	0.028173	0.20122	0.12357	0.33449
VRK3	6	-0.13174	-1.4361	0.43028	0.76947	0.15098	0.36598
SMAD1	6	0.053403	1.0335	0.42601	0.76691	0.30138	0.51813
HDAC4	5	-0.042802	-1.0427	0.89926	0.96903	0.2971	0.51309
KDM8	11	-0.3995	-3.3375	0.0011383	0.020408	0.0008454	0.0487
ZNF716	5	0.10636	1.345	0.21429	0.57778	0.17863	0.39499
SOCS4	13	-0.027897	-0.62498	0.90637	0.96987	0.53199	0.70373
IRX4	5	0.073444	1.124	0.358	0.71599	0.261	0.47818
BAZ2B	18	0.10431	2.6041	0.022766	0.1766	0.0092112	0.14383
ADAM33	6	0.0068922	0.095313	0.72197	0.91423	0.92407	0.96707
MMP17	6	-0.13436	-1.531	0.41833	0.76126	0.12578	0.33713
TMPRSS4	6	-0.016522	-0.32015	0.88617	0.96738	0.74886	0.85935
RNPEP	6	-0.026661	-0.31158	0.95674	0.98775	0.75536	0.86214
SETD1A	6	-1.1154	-3.5306	0	0	0.00041456	0.033878
RAPSN	13	-0.15554	-2.6916	0.17103	0.526	0.0071119	0.13016
FOXP2	6	0.057623	1.329	0.4004	0.74657	0.18386	0.40079
FBXW2	14	0.035276	0.78993	0.31873	0.68765	0.42957	0.63212
ZNF708	6	0.16409	2.0105	0.044109	0.25578	0.04438	0.26221
PSKH2	6	0.22224	1.3163	0.0096756	0.1018	0.18806	0.40433
BAP1	6	-0.44928	-2.6298	0.0085373	0.093458	0.0085447	0.14191
CREBL2	7	0.041483	0.8702	0.46585	0.79669	0.38419	0.59467
MIER3	6	0.26021	1.9936	0.0031303	0.045455	0.046192	0.26391
ASB2	19	-0.071087	-1.3337	0.61611	0.87159	0.1823	0.39862
ZNF749	6	0.1069	1.5524	0.17416	0.52804	0.12057	0.33047
SPPL2B	12	0.0043628	0.086488	0.60444	0.86879	0.93108	0.97036
CCIN	6	0.10035	0.8159	0.19437	0.55348	0.41456	0.61937
HMX2	6	0.12013	1.5887	0.13204	0.46093	0.11213	0.32133
ZNF331	6	0.18305	1.651	0.02988	0.20751	0.098741	0.3087
MTF2	17	-0.0049882	-0.1135	0.62891	0.88048	0.90963	0.95792
VSX1	6	0.093751	2.0135	0.21998	0.58465	0.044058	0.26179
GZMM	6	-0.13048	-2.1213	0.43654	0.77465	0.033897	0.24662
PHKG1	6	-0.14791	-1.7956	0.36227	0.71962	0.072561	0.28669
INSM2	6	-0.014489	-0.22428	0.87507	0.96547	0.82254	0.9041
ASB5	12	0.13205	2.0464	0.022766	0.1766	0.040722	0.26074
neg7	1	0.18335	0.64754	0.36767	0.72381	0.51728	0.69733
NR0B1	6	0.080426	1.1433	0.27803	0.64874	0.25293	0.46952
NCOR2	18	-0.54684	-4.8006	0	0	1.5821e-06	0.00055595
UBE2E1	7	-0.12101	-0.9584	0.44138	0.77705	0.33786	0.55272
RXRG	7	-0.0074937	-0.22481	0.8082	0.94164	0.82213	0.90407
SMARCC1	8	-0.10128	-1.1794	0.53187	0.83289	0.23824	0.45554
TMPRSS11D	6	0.064191	0.91508	0.36113	0.71898	0.36015	0.57185
IVNS1ABP	6	0.062164	1.3967	0.37166	0.72717	0.1625	0.37866
KLHL2	6	0.093287	1.9633	0.22168	0.58571	0.049608	0.26584
TFE3	6	0.19295	1.9859	0.021912	0.17265	0.047042	0.26391
DCAF6	10	0.17302	2.4206	0.0065452	0.076923	0.015495	0.18711
NEURL2	19	0.018993	0.62917	0.35344	0.71143	0.52923	0.70338
USP11	12	0.023944	0.59773	0.43796	0.77465	0.55002	0.71325
TDRD9	4	0.20297	1.6251	0.044109	0.25578	0.10413	0.31545
STK17B	6	-0.045055	-0.72487	0.91121	0.9703	0.46853	0.66603
ZNF34	6	-0.043027	-0.63583	0.92743	0.9775	0.52489	0.70105
LAP3	6	0.15574	1.8201	0.051793	0.27534	0.068739	0.2834
FBXO39	6	-0.075629	-1.3354	0.72254	0.91463	0.18175	0.39823
ZNF184	6	0.090792	1.0978	0.23136	0.59257	0.27231	0.49091
PLAT	6	0.014347	0.34128	0.67075	0.8928	0.73289	0.84914
ZBTB16	12	0.11936	2.2844	0.036426	0.22832	0.022351	0.21113
PRSS27	5	-0.12635	-1.9565	0.46329	0.796	0.050402	0.26584
SEC11A	12	0.028228	0.86096	0.40609	0.74987	0.38926	0.59915
ASH1L	24	-0.093719	-2.2308	0.36739	0.72365	0.025692	0.22305
ZNF490	6	0.099436	1.3641	0.19664	0.55529	0.17253	0.38914
ARNTL2	6	-0.0082314	-0.12218	0.8247	0.94998	0.90276	0.95552
MACROD1	6	-0.088728	-0.85298	0.64371	0.88073	0.39367	0.6035
LHX2	6	-0.20648	-2.3633	0.18497	0.54032	0.018114	0.2001
BTRC	15	-0.012606	-0.30715	0.71884	0.91359	0.75873	0.86419
ZNF19	6	0.17295	1.9476	0.036426	0.22832	0.051462	0.26672
DDR2	5	-0.10379	-1.1839	0.56574	0.85359	0.23644	0.45344
NFXL1	15	0.004953	0.13663	0.54269	0.84194	0.89133	0.94798
NUAK1	6	0.036382	0.30195	0.5333	0.83393	0.76269	0.86769
FBXO18	16	0.020858	0.26953	0.39499	0.74225	0.78752	0.88442
TRAF3	11	0.29397	2.4898	0	0	0.012782	0.16808
MGRN1	11	-0.38131	-3.0774	0.0022766	0.034783	0.0020884	0.071591
HOXC6	6	-0.21805	-1.6833	0.16192	0.51444	0.092307	0.30374
ZNF99	5	0.30417	1.8178	0.0034149	0.047059	0.069096	0.28354
SOX21	6	0.030414	0.46861	0.57057	0.85647	0.63935	0.78308
TDRD6	47	0	0	0.38816	0.7373	1	1
PHIP	16	0.050392	1.3889	0.18412	0.53962	0.16485	0.37913
ZNF585B	6	0.21759	1.8222	0.010529	0.10787	0.068419	0.2834
KDM4B	33	-0.046599	-1.2744	0.89414	0.96776	0.20253	0.42188
DYRK1A	6	-0.055413	-0.32269	0.84377	0.95247	0.74693	0.85859
ZBTB45	12	-0.39759	-2.6833	0.00028458	0.0066225	0.0072905	0.13138
DPYSL3	6	0.11147	1.4083	0.16192	0.51444	0.15905	0.37535
ZNF285	6	0.1268	1.2897	0.10842	0.41822	0.19715	0.41558
ZNF575	6	-0.038298	-0.81452	0.96244	0.98775	0.41535	0.61989
RNF103	10	0.037218	0.6749	0.39215	0.74086	0.49974	0.69035
SPEG	12	0.036558	0.82303	0.34747	0.70783	0.41049	0.61512
RBCK1	14	-0.0022647	-0.047132	0.63745	0.88073	0.96241	0.98397
STAT1	7	-0.0068358	-0.1685	0.80279	0.94159	0.86619	0.93282
CHD1	12	-0.32449	-2.5687	0.0056915	0.069444	0.010207	0.15046
NCOA1	6	0.074149	1.5674	0.30535	0.67231	0.11702	0.32511
TRIM45	16	-0.096716	-2.0636	0.43312	0.7722	0.039057	0.26034
RPL9	4	-1.3452	-3.0907	0	0	0.001997	0.070176
ZNF417	6	0.10585	1.6602	0.17672	0.53106	0.096872	0.30725
RNF223	10	-0.034129	-0.59154	0.99886	0.99915	0.55416	0.71645
USP15	6	-0.12074	-1.9238	0.48691	0.81022	0.054374	0.26881
SUB1	7	-0.14502	-1.6581	0.34149	0.70334	0.097299	0.30725
HOXD8	6	0.041514	0.71931	0.50028	0.81662	0.47195	0.66953
USP30	6	-0.061876	-0.407	0.80051	0.94051	0.68401	0.81649
PRSS3	6	0.12563	1.7876	0.11127	0.42454	0.073841	0.28771
THAP11	6	-0.55241	-2.8626	0.001992	0.03139	0.0042013	0.10182
ZNF473	6	-0.0051504	-0.084043	0.80592	0.94164	0.93302	0.97174
ZNF224	6	-0.075275	-1.2127	0.72396	0.91487	0.22524	0.44218
CDK13	6	0.13439	1.32	0.093341	0.38771	0.18684	0.40312
ZNF37A	5	0.092555	1.4397	0.26949	0.639	0.14995	0.36517
MTA3	18	0.10478	1.7932	0.022197	0.17372	0.072945	0.28699
CUL2	14	-0.34937	-3.0918	0.0014229	0.025	0.0019894	0.070176
ZBTB38	12	-0.012152	-0.33141	0.75213	0.92423	0.74034	0.85329
ZNF195	6	0.11057	1.8366	0.16448	0.5165	0.066275	0.28058
THAP3	6	-0.1192	-1.643	0.49545	0.8166	0.10039	0.31135
PBRM1	49	0	0	0.38816	0.7373	1	1
ZXDA	6	0.13012	1.8742	0.10245	0.41002	0.060902	0.27525
USP26	12	0.096982	2.2677	0.069437	0.32537	0.023345	0.21457
ZNF536	7	0.082281	1.151	0.22738	0.58988	0.24972	0.46773
ENPEP	6	0.044243	0.5716	0.48435	0.80971	0.5676	0.72608
ZNF354C	6	0.20546	1.8335	0.014513	0.13247	0.066725	0.28114
ZNF699	6	-0.20893	-1.8453	0.17928	0.53209	0.064999	0.27923
ACVR1	6	-0.071525	-0.87586	0.7473	0.92278	0.38111	0.59178
RNF17	41	0	0	0.38816	0.7373	1	1
ZNF92	5	0.19682	1.7038	0.034718	0.22652	0.088413	0.30081
DCAF15	11	-0.27354	-2.6815	0.023904	0.18143	0.0073286	0.13139
ARID5B	6	-0.16972	-1.536	0.28714	0.65733	0.12453	0.33547
RNF149	10	-0.13632	-2.1074	0.30279	0.67086	0.035085	0.24907
ZNF281	6	0.01361	0.26429	0.67672	0.89511	0.79155	0.88669
UBE2T	8	-0.12539	-1.071	0.40438	0.74803	0.28416	0.50406
