sgRNA,Gene,Vaco_Control_D0,Vaco_Control_D10
10126633,CLEC7A,2660,3247
10127788,CLEC7A,1255,1293
10125423,CLEC7A,153,196
10130008,CLEC7A,165,178
59464285,GPR135,867,1038
59464626,GPR135,984,1305
59464784,GPR135,518,560
59465054,GPR135,399,322
6246325,TSPY2,593,912
6246390,TSPY2,799,1184
6246480,TSPY2,532,744
6246712,TSPY2,350,476
100612922,MOSPD3,641,614
100612971,MOSPD3,724,864
100613488,MOSPD3,1453,1515
100613234,MOSPD3,261,327
100686005,GIGYF1,594,523
100683853,GIGYF1,535,487
100687019,GIGYF1,906,930
100685140,GIGYF1,1056,1273
20139511,PLA2G2F,648,531
20143530,PLA2G2F,884,799
20140166,PLA2G2F,1144,1275
20144652,PLA2G2F,79,105
2864021,VPS16,1275,1339
2861846,VPS16,675,806
2862908,VPS16,1445,1652
2859806,VPS16,1362,1349
26033110,EBF2,605,798
25887847,EBF2,960,1397
25889857,EBF2,591,650
26040091,EBF2,209,179
100068544,HIAT1,1468,1470
100049997,HIAT1,1696,2089
100061836,HIAT1,2082,2250
100068044,HIAT1,965,1227
141697672,SPANXD,1789,1930
141698389,SPANXD,1266,1316
141697614,SPANXD,608,913
141698357,SPANXD,766,1010
39145109,CSRNP1,761,659
39145251,CSRNP1,386,505
39144217,CSRNP1,1657,1876
39143989,CSRNP1,1884,2360
141241615,SPANXC,353,516
141241567,SPANXC,1429,1662
141241621,SPANXC,1462,1895
141241616,SPANXC,1832,2305
111834838,ANAPC1,1243,1088
111858307,ANAPC1,2063,1342
111824971,ANAPC1,1207,825
111847730,ANAPC1,1354,1782
39101054,GORASP1,432,425
39100845,GORASP1,1615,1903
39099421,GORASP1,945,1114
39100473,GORASP1,447,532
22417667,CTAGE1,738,792
22417076,CTAGE1,608,791
22417299,CTAGE1,344,396
22416687,CTAGE1,408,495
42388953,TMPRSS3,1200,1339
42385421,TMPRSS3,1350,1466
42383065,TMPRSS3,1270,1477
42382185,TMPRSS3,875,1011
231796176,COPS7B,1013,1204
231794329,COPS7B,793,942
231796269,COPS7B,508,638
231788689,COPS7B,466,659
205723931,NUCKS1,1435,2000
205720610,NUCKS1,725,761
205720508,NUCKS1,598,761
205720564,NUCKS1,1278,1247
1918005,HS3ST6,1318,1567
1912138,HS3ST6,1585,2094
1912048,HS3ST6,1216,1425
1917932,HS3ST6,1845,2376
284685,PDIA2,1646,1858
284426,PDIA2,2162,2430
285567,PDIA2,1195,1421
285113,PDIA2,1463,1895
1370145,UNKL,1035,1047
1367845,UNKL,773,702
1367298,UNKL,511,649
1367771,UNKL,493,674
48599676,WDR13,952,1023
48600434,WDR13,1041,1383
48601930,WDR13,1571,1731
48600622,WDR13,501,564
40409814,SMAP2,863,987
40415323,SMAP2,708,845
40406826,SMAP2,586,519
40408720,SMAP2,547,650
20990594,METTL17,193,179
20992618,METTL17,449,399
20994858,METTL17,1507,1071
20994002,METTL17,361,286
226161634,ACBD3,1285,1370
226165894,ACBD3,739,740
226186541,ACBD3,956,974
226164814,ACBD3,469,506
158814050,MFSD1,1292,1677
158820263,MFSD1,629,825
158822042,MFSD1,507,537
158809257,MFSD1,400,669
11359679,LPPR2,719,678
11361261,LPPR2,525,555
11361472,LPPR2,539,523
11361373,LPPR2,160,165
64562799,SMURF2,685,603
64580905,SMURF2,1559,1606
64578549,SMURF2,794,1015
64571827,SMURF2,1791,2053
128811850,CCDC136,695,616
128801473,CCDC136,602,578
128806827,CCDC136,431,360
128801204,CCDC136,1036,895
246335406,SMYD3,2143,2385
246327298,SMYD3,1551,2115
246355059,SMYD3,1633,1967
246507120,SMYD3,1472,1238
31499373,C16orf58,707,916
31496866,C16orf58,667,852
31508219,C16orf58,280,284
31493776,C16orf58,447,410
46668255,ATPAF1,1067,664
46658709,ATPAF1,466,530
46668100,ATPAF1,455,282
46665306,ATPAF1,915,1101
220796773,1-Mar,2702,2924
220797912,1-Mar,2088,2256
220796693,1-Mar,2229,2896
220791607,1-Mar,84,72
47413944,TNS3,875,903
47369294,TNS3,1247,1363
47304946,TNS3,990,1122
47396877,TNS3,954,926
22098430,FAM160B2,799,982
22099887,FAM160B2,864,924
22098138,FAM160B2,611,754
22098548,FAM160B2,1750,1672
140057957,PARP12,733,1053
140056881,PARP12,393,537
140041778,PARP12,913,949
140037760,PARP12,360,462
32287882,GAREM,518,515
32287630,GAREM,3618,4069
32287381,GAREM,616,786
32310219,GAREM,2404,2677
42079772,ZNF574,1774,2126
42079497,ZNF574,514,328
42080064,ZNF574,1345,1213
42079157,ZNF574,491,391
137905723,CREB3L2,1263,1457
137915923,CREB3L2,1187,1184
137928168,CREB3L2,744,782
137908262,CREB3L2,885,1209
32826562,S100PBP,891,1088
32826805,S100PBP,936,718
32826454,S100PBP,900,821
32826260,S100PBP,432,430
92649544,IPPK,1233,816
92635294,IPPK,722,750
92638121,IPPK,1342,1488
92642757,IPPK,1614,1597
37513456,MEAF6,1484,1772
37509521,MEAF6,286,370
37514702,MEAF6,407,586
37509475,MEAF6,967,1250
123956403,CCDC14,419,430
123948735,CCDC14,797,722
123946905,CCDC14,389,459
123931485,CCDC14,578,573
34646701,C6orf106,803,913
34646606,C6orf106,704,693
34646760,C6orf106,806,921
34654665,C6orf106,632,627
79082059,ENGASE,798,1006
79081945,ENGASE,1102,1340
79080216,ENGASE,309,502
79077821,ENGASE,588,662
2839007,PCED1A,834,793
2838619,PCED1A,2370,2582
2838418,PCED1A,765,1064
2838926,PCED1A,657,818
111882369,C11orf1,2227,2830
111882430,C11orf1,1303,1661
111882590,C11orf1,1518,1753
111882403,C11orf1,1541,1343
178142940,RMND5B,2014,2543
178144064,RMND5B,1424,1608
178143710,RMND5B,483,609
178142706,RMND5B,1116,1463
172343068,FNDC3B,2915,3037
172295411,FNDC3B,1761,1869
172329058,FNDC3B,1570,1986
172247731,FNDC3B,1161,1143
86548506,MTHFSD,714,844
86546600,MTHFSD,492,611
86542156,MTHFSD,855,1077
86532449,MTHFSD,637,563
109447931,MICAL1,1053,1353
109449989,MICAL1,782,785
109450521,MICAL1,646,808
109452330,MICAL1,377,311
46712202,CERK,1963,1769
46695250,CERK,1094,1369
46701684,CERK,1828,1923
46711091,CERK,585,552
88626613,AEN,679,1101
88626669,AEN,1417,1624
88626384,AEN,1740,1713
88626556,AEN,892,1031
110339738,RBM15,942,873
110341239,RBM15,753,728
110340935,RBM15,705,586
110339579,RBM15,1029,838
90619768,CRTC3,1434,1597
90540080,CRTC3,850,1007
90604422,CRTC3,1784,2077
90614480,CRTC3,659,860
58404500,GINS3,395,515
58403165,GINS3,1083,762
58403119,GINS3,1168,916
58403225,GINS3,648,597
71894780,TBC1D15,1953,2331
71896071,TBC1D15,1581,1653
71907084,TBC1D15,762,647
71872984,TBC1D15,1045,1128
720197,EPS8L2,1337,1388
721159,EPS8L2,494,547
720861,EPS8L2,592,760
710452,EPS8L2,1665,1327
911024,LMF1,814,1018
893059,LMF1,816,771
970794,LMF1,149,156
879596,LMF1,386,499
40514759,EXO5,987,1059
40514836,EXO5,1425,1572
40515251,EXO5,642,773
40515142,EXO5,512,584
101318968,IFT22,1793,2014
101321674,IFT22,1267,1150
101316517,IFT22,605,776
101318189,IFT22,1317,1287
26255370,CEP85,1225,1021
26255630,CEP85,1425,1661
26255243,CEP85,1243,1214
26244257,CEP85,948,713
132662268,DDX31,2044,2500
132646828,DDX31,1183,1346
132669919,DDX31,2006,1183
132652468,DDX31,83,58
86765932,RMND5A,573,705
86751994,RMND5A,423,491
86751918,RMND5A,574,695
86765137,RMND5A,505,473
119965350,DEPTOR,1439,1806
120001584,DEPTOR,1389,1433
119928574,DEPTOR,705,685
120001682,DEPTOR,1308,1703
67372432,IQCH,504,647
67395386,IQCH,587,553
67344155,IQCH,231,278
67263201,IQCH,540,636
43711571,EFCAB6,852,1082
43765385,EFCAB6,673,976
43635190,EFCAB6,845,1148
43672285,EFCAB6,631,739
230995814,ARV1,643,649
230990219,ARV1,467,504
230979252,ARV1,594,546
230990158,ARV1,438,467
9975726,NMNAT1,459,617
9981048,NMNAT1,544,718
9975670,NMNAT1,851,817
9982391,NMNAT1,572,794
151338776,P2RY12,629,548
151338432,P2RY12,630,848
151338179,P2RY12,926,999
151338499,P2RY12,1054,1360
23373389,IL25,869,922
23373175,IL25,1475,1665
23375689,IL25,598,775
23373331,IL25,2077,2223
99849563,CYP3A43,1221,1429
99855615,CYP3A43,621,675
99848189,CYP3A43,782,1176
99839122,CYP3A43,677,748
43364373,ELOVL1,807,996
43364419,ELOVL1,1143,1073
43364959,ELOVL1,587,606
43364547,ELOVL1,387,435
66258721,KLC2,1950,1455
66261768,KLC2,1828,2017
66261905,KLC2,2199,1837
66262926,KLC2,2152,2553
27493988,FNDC4,2169,2262
27493935,FNDC4,1322,1225
27494104,FNDC4,1554,1260
27494595,FNDC4,1196,1409
108381545,FBXL17,1404,836
108380714,FBXL17,813,479
108381101,FBXL17,637,788
108364855,FBXL17,918,1090
48514572,PORCN,1697,1556
48511931,PORCN,1092,1211
48512463,PORCN,2092,2283
48511440,PORCN,793,1080
52781789,GNPNAT1,597,525
52781834,GNPNAT1,869,1125
52781888,GNPNAT1,600,668
52783455,GNPNAT1,94,123
76340464,ISL2,1154,1334
76340344,ISL2,675,707
76337949,ISL2,2673,3644
76337858,ISL2,635,584
159748537,7-Mar,1956,2110
159748125,7-Mar,2282,2854
159745912,7-Mar,1297,1682
159743214,7-Mar,1751,1893
50550088,SPATA20,556,797
50549401,SPATA20,650,687
50548560,SPATA20,769,999
50550561,SPATA20,370,353
113526623,YTHDC2,361,330
113534403,YTHDC2,836,989
113553682,YTHDC2,669,773
113541036,YTHDC2,1033,1086
46592517,SLC13A3,937,1110
46613622,SLC13A3,680,894
46583644,SLC13A3,769,814
46596332,SLC13A3,970,1146
108760188,ETNPPL,524,511
108749449,ETNPPL,657,774
108759827,ETNPPL,721,808
108749311,ETNPPL,1306,1219
62576215,TUT1,710,558
62577225,TUT1,1231,874
62591418,TUT1,1273,450
62578660,TUT1,1307,1223
222703198,AIDA,1238,1375
222694210,AIDA,2330,2781
222712247,AIDA,1394,1295
222686931,AIDA,1436,1456
52626227,USP46,657,846
52610548,USP46,457,519
52626110,USP46,393,522
52628099,USP46,591,669
127527296,FAM129B,520,659
127510171,FAM129B,2075,2653
127523780,FAM129B,485,392
127508520,FAM129B,430,474
1439165,VWA1,835,1009
1439086,VWA1,2438,3008
1437084,VWA1,632,629
1439243,VWA1,362,276
39415253,PLEKHG2,722,645
39422873,PLEKHG2,487,427
39420977,PLEKHG2,460,466
39416593,PLEKHG2,643,531
113911341,DCLRE1B,712,729
113911194,DCLRE1B,1577,886
113908011,DCLRE1B,248,323
113911490,DCLRE1B,670,717
191681988,NABP1,1178,1530
191683783,NABP1,1334,1765
191679123,NABP1,1485,1800
191679070,NABP1,1397,1934
102603025,ARMCX5,774,1178
102602481,ARMCX5,1366,1418
102602341,ARMCX5,412,445
102602893,ARMCX5,417,510
2554837,METTL4,1267,1225
2554919,METTL4,813,874
2552730,METTL4,846,674
2554998,METTL4,678,830
56098123,RFX7,1157,1598
56095516,RFX7,400,235
56142833,RFX7,1237,1192
56101446,RFX7,1429,1083
45112230,CDCP1,875,1028
45110747,CDCP1,814,1041
45095391,CDCP1,402,436
45095560,CDCP1,377,424
61413867,PCDH20,1059,1214
61413338,PCDH20,657,542
61413098,PCDH20,913,934
61412827,PCDH20,608,616
60779671,PAPOLG,1983,1976
60768547,PAPOLG,984,852
60781897,PAPOLG,1434,1539
60787527,PAPOLG,645,776
121004468,C12orf43,786,778
121011109,C12orf43,906,904
121016377,C12orf43,752,935
121016420,C12orf43,1024,997
41350243,LPIN3,447,670
41352652,LPIN3,1110,843
41345953,LPIN3,1720,2040
41348886,LPIN3,2653,2817
170892405,RANBP17,309,409
171183226,RANBP17,264,318
170953605,RANBP17,884,995
170968373,RANBP17,297,324
35039355,AGXT2,617,586
35033509,AGXT2,387,406
35039474,AGXT2,659,702
35032779,AGXT2,746,631
99175544,BCL11B,890,1235
99176056,BCL11B,1548,2067
99175744,BCL11B,525,574
99231381,BCL11B,1161,1235
94537541,CASD1,833,946
94510210,CASD1,721,788
94545571,CASD1,360,425
94528239,CASD1,876,1043
26997868,LRRC19,419,527
26997790,LRRC19,826,1122
26996479,LRRC19,599,652
26997985,LRRC19,392,368
69115381,SLC30A5,580,665
69117381,SLC30A5,451,544
69103124,SLC30A5,271,260
69116567,SLC30A5,657,647
49164012,CCDC71,538,497
49163716,CCDC71,2260,2052
49163462,CCDC71,1228,1268
49163846,CCDC71,2659,2588
15456141,RASAL3,561,756
15464169,RASAL3,567,574
15461279,RASAL3,688,698
15458378,RASAL3,916,818
99228590,TTC23,477,430
99221786,TTC23,661,783
99175055,TTC23,1405,1654
99218978,TTC23,1161,1407
44114202,MRPL14,508,352
44113997,MRPL14,450,608
44114163,MRPL14,1108,1086
44114113,MRPL14,681,778
52534567,NT5DC2,1915,1617
52529176,NT5DC2,1913,1908
52528183,NT5DC2,839,809
52527669,NT5DC2,1039,989
69197105,CENPH,858,827
69189762,CENPH,1620,583
69189672,CENPH,822,788
69195787,CENPH,966,1074
3046208,MRPS26,1543,1186
3046395,MRPS26,614,516
3046472,MRPS26,1555,692
3046618,MRPS26,926,620
43866953,MRPS24,2156,2385
43869457,MRPS24,982,145
43869067,MRPS24,883,1072
43866917,MRPS24,1434,1777
36457954,MRPS15,812,1306
36463830,MRPS15,715,416
36462132,MRPS15,942,1047
36456340,MRPS15,716,841
88472699,MRPS11,780,1010
88467775,MRPS11,1959,1857
88475191,MRPS11,1253,1458
88467970,MRPS11,1652,641
105049244,MRPS9,896,1181
105092445,MRPS9,2068,2687
105071339,MRPS9,848,989
105089065,MRPS9,1153,1178
34125424,MRPS6,796,525
34125472,MRPS6,449,311
34142455,MRPS6,782,800
34125384,MRPS6,773,1072
95115191,MRPS5,1330,1741
95108179,MRPS5,1131,1238
95108383,MRPS5,639,557
95104702,MRPS5,732,777
137552259,MRPL41,1313,981
137552153,MRPL41,1386,727
137552302,MRPL41,1012,234
137552123,MRPL41,1053,458
19433310,MRPL40,927,843
19432595,MRPL40,1507,1421
19433344,MRPL40,1568,1636
19434873,MRPL40,839,774
75900993,MRPL38,1221,872
75904555,MRPL38,369,326
75901771,MRPL38,1270,1221
75901901,MRPL38,622,591
1798747,MRPL36,1639,725
1798881,MRPL36,1296,1170
1798897,MRPL36,1029,778
1798835,MRPL36,1372,1550
17305929,MRPL34,1338,733
17305946,MRPL34,1526,1559
17306237,MRPL34,2379,942
17306269,MRPL34,843,917
42932468,MRPL32,1404,1123
42935098,MRPL32,552,498
42932513,MRPL32,659,446
42932420,MRPL32,314,77
66437242,MRPL11,1916,2342
66438179,MRPL11,845,479
66437204,MRPL11,755,790
66437405,MRPL11,885,862
151762122,MRPL9,1628,1802
151762437,MRPL9,1699,1504
151762485,MRPL9,1036,1088
151761525,MRPL9,1444,2072
77883332,MRPL1,468,623
77887287,MRPL1,1144,1282
77883388,MRPL1,695,753
77885260,MRPL1,259,334
58506586,NDRG4,2130,1719
58506437,NDRG4,1240,1270
58504612,NDRG4,2318,2315
58503886,NDRG4,1552,1386
48631245,SLC26A6,445,629
48631986,SLC26A6,1402,1768
48633346,SLC26A6,473,472
48631044,SLC26A6,604,655
57620378,SLC26A10,436,451
57622933,SLC26A10,484,701
57622622,SLC26A10,1105,1069
57623112,SLC26A10,515,606
20638102,PINK1,798,993
20637942,PINK1,889,754
20633892,PINK1,393,352
20639953,PINK1,379,428
86263968,REEP1,1336,1207
86282216,REEP1,1313,1323
86252033,REEP1,1497,1675
86254737,REEP1,443,460
57231186,GPBP1,524,462
57230965,GPBP1,944,853
57246311,GPBP1,411,471
57231271,GPBP1,562,623
67659985,ACD,1779,1478
67658791,ACD,2762,2702
67660227,ACD,1947,1209
67659047,ACD,1509,1606
203454451,RAPH1,2009,2065
203489930,RAPH1,821,1091
203441356,RAPH1,920,1089
203489589,RAPH1,848,609
201807593,CDK15,881,1025
201807889,CDK15,874,1035
201835718,CDK15,804,1038
201823684,CDK15,970,1115
201629294,TMEM237,1704,1779
201632080,TMEM237,879,1011
201633325,TMEM237,236,235
201638994,TMEM237,690,964
203113115,NBEAL1,1035,1074
203135915,NBEAL1,606,786
203107993,NBEAL1,513,483
203068407,NBEAL1,888,1082
20242447,RTN4R,636,782
20243024,RTN4R,843,944
20242664,RTN4R,882,952
20242844,RTN4R,891,873
223959920,MRPL44,909,622
223959736,MRPL44,1134,962
223959804,MRPL44,600,592
223957553,MRPL44,970,659
122242487,VPS33A,2033,1735
122261302,VPS33A,2478,2640
122244717,VPS33A,1843,1674
122261396,VPS33A,1868,1601
33472054,NOL6,1085,1191
33466682,NOL6,579,776
33467228,NOL6,489,255
33469089,NOL6,1119,1271
87067753,TMEM135,1195,1575
87157361,TMEM135,264,298
87071581,TMEM135,505,578
87309524,TMEM135,1070,1389
227734709,JMJD4,862,777
227733674,JMJD4,570,697
227734001,JMJD4,880,791
227734790,JMJD4,842,935
10562823,KRI1,1506,1715
10561057,KRI1,600,441
10561695,KRI1,626,636
10558218,KRI1,462,336
32335060,MARCKSL1,808,717
32335022,MARCKSL1,767,489
32334891,MARCKSL1,934,1008
32334860,MARCKSL1,306,295
119845203,UPF3B,1094,1498
119852802,UPF3B,899,824
119851503,UPF3B,1633,2280
119843227,UPF3B,1689,2290
114286396,UPF3A,647,502
114281795,UPF3A,799,764
114286317,UPF3A,1626,1241
114282124,UPF3A,311,51
122518844,RSRC2,711,885
122518984,RSRC2,876,997
122517310,RSRC2,447,287
122517228,RSRC2,602,416
12795716,PRAMEF1,1239,1215
12795639,PRAMEF1,990,1208
12794898,PRAMEF1,1952,2696
12795592,PRAMEF1,1438,1307
12860025,PRAMEF2,930,1257
12859131,PRAMEF2,960,1337
12859204,PRAMEF2,1739,2489
12861274,PRAMEF2,1002,1399
153747331,INTS3,588,836
153754699,INTS3,1875,1377
153762770,INTS3,1144,1012
153757759,INTS3,759,894
