Gene	sgRNA	Ts13|beta	Ts13|z	Ts13|p-value	Ts13|fdr	Ts13|wald-p-value	Ts13|wald-fdr
ZNF587	6	0.041433	0.58171	0.59897	0.89655	0.56076	0.76888
GLIS2	6	-0.1152	-1.4136	0.64518	0.91404	0.15749	0.45124
USP29	12	0.063055	1.1333	0.32658	0.76794	0.25707	0.5479
GGT1	6	0.01176	0.12552	0.74986	0.94671	0.90012	0.95776
MAP3K1	7	-0.045399	-0.72474	0.97975	0.99191	0.46861	0.72238
ZFP14	6	0.057119	0.99572	0.52909	0.86967	0.31939	0.6017
USP43	12	-0.089525	-2.1102	0.72048	0.94035	0.03484	0.31893
KLHL2	6	0.31141	1.4076	0.014546	0.15408	0.15925	0.45124
ZSCAN31	6	0.1174	1.5975	0.29949	0.75054	0.11016	0.39868
CPM	6	-0.018938	-0.33258	0.90274	0.97687	0.73945	0.87543
CHD3	20	-0.010066	-0.17729	0.66543	0.9225	0.85928	0.93836
XIAP	12	-0.1192	-1.5869	0.55134	0.87789	0.11254	0.40303
SPPL2B	12	0.019594	0.22358	0.56845	0.88608	0.82308	0.91727
USP7	6	-1.2793	-3.8932	0	0	9.8914e-05	0.0068975
ADAMTS7	6	0.096845	0.91244	0.37365	0.78881	0.36153	0.63953
ZNF181	6	0.18823	1.8145	0.12065	0.52802	0.069604	0.37469
NSD3	5	-0.28681	-1.8689	0.23702	0.68508	0.061631	0.37206
ZBTB46	12	0.006533	0.12419	0.65345	0.91573	0.90116	0.95777
USP38	6	-0.17482	-1.5108	0.44695	0.82184	0.13084	0.42317
EAF2	7	0.032299	0.35277	0.62065	0.90365	0.72426	0.86842
DYRK1A	6	-0.08233	-0.4618	0.79293	0.9541	0.64423	0.81658
ZBTB14	12	0.11773	1.1392	0.12949	0.54633	0.25463	0.54501
ZNF263	6	-0.17418	-1.475	0.4478	0.82184	0.14022	0.43253
CHD5	19	0.08521	1.0268	0.1352	0.56161	0.3045	0.5869
ZBTB40	13	-0.11022	-1.4021	0.59469	0.89639	0.16089	0.4538
RSPRY1	9	0.011353	0.1057	0.668	0.92277	0.91582	0.96538
ZNF136	6	0.15963	1.5254	0.17712	0.62967	0.12715	0.41857
GUCY2D	6	-0.051643	-0.54756	0.9344	0.98084	0.58399	0.77999
LCORL	6	0.22384	1.3868	0.06988	0.4063	0.1655	0.46069
TRIM66	15	-0.024806	-0.41825	0.84598	0.96511	0.67577	0.84071
ZNF233	6	0.040337	0.42446	0.60183	0.89749	0.67123	0.83829
FAM105A	6	0.10932	1.3646	0.33058	0.77173	0.17236	0.46665
NAALADL1	11	0.12003	1.9073	0.14746	0.58864	0.056481	0.36248
TOX4	5	-0.42968	-2.0475	0.086994	0.45124	0.04061	0.33443
ADRBK2	6	0.21752	1.5982	0.075585	0.41997	0.10999	0.39868
SOCS2	11	0.10318	1.6872	0.19823	0.64635	0.091572	0.38585
USP54	6	-0.028702	-0.24769	0.94638	0.98487	0.80437	0.90913
HOXB8	6	-0.088902	-1.0095	0.76127	0.94881	0.31273	0.59464
RNF141	5	-0.033999	-0.35764	0.98346	0.99252	0.72061	0.86671
KLHL8	6	0.10925	1.03	0.33115	0.77173	0.303	0.58562
MLLT10	6	-0.031601	-0.12923	0.95893	0.9865	0.89718	0.95693
MYB	13	0.079574	1.2313	0.2279	0.67884	0.21822	0.50366
KLHL4	6	0.14553	1.1249	0.2085	0.65768	0.26062	0.55105
CAMK1G	6	0.071765	0.36278	0.46064	0.82711	0.71677	0.86357
TBR1	3	0.010242	0.094808	0.86965	0.96737	0.92447	0.96871
RFPL2	8	-0.21674	-1.3358	0.26868	0.72073	0.18162	0.47464
TRIM77	6	0.28634	1.6845	0.024529	0.21772	0.092081	0.38585
SIRT7	10	0.025943	0.3341	0.56617	0.88577	0.7383	0.87543
ETV1	6	0.20472	1.7329	0.090131	0.45533	0.083105	0.3782
ZNF737	5	0.2276	1.7764	0.10068	0.48093	0.075668	0.37469
KLF17	6	-0.025138	-0.57615	0.92955	0.97986	0.56451	0.77066
MLXIP	7	0.093085	1.6251	0.34626	0.77707	0.10415	0.39433
PROX1	6	0.10394	0.78708	0.34969	0.77743	0.43124	0.6977
ZNF140	6	0.048354	0.74553	0.56931	0.88608	0.45595	0.71487
SOCS4	13	0.030123	0.40196	0.48374	0.84085	0.68771	0.8463
ZNF630	6	0.16711	1.6024	0.16286	0.60952	0.10907	0.39832
ASB14	14	0.078722	1.7039	0.21962	0.67015	0.088394	0.38168
PRSS33	6	-0.073784	-0.56519	0.82801	0.96253	0.57195	0.77244
DMRTA2	6	0.082873	0.73551	0.42213	0.80963	0.46203	0.71783
KDM5D	25	0.2064	2.9348	0.00057045	0.011905	0.0033381	0.0718
MST1	6	-0.60626	-2.5266	0.010553	0.12131	0.011516	0.16683
ZNF613	6	0.04495	0.58208	0.583	0.89262	0.56051	0.76888
HOXC11	6	-0.13546	-1.091	0.56845	0.88608	0.27525	0.56264
SMAD3	6	0.10452	0.65662	0.34797	0.77707	0.51142	0.75243
MYOG	6	-0.14293	-0.89707	0.54649	0.87609	0.36968	0.64579
UBP1	7	-0.039309	-0.44056	0.98888	0.99484	0.65953	0.83002
CUX2	6	0.045225	0.579	0.58214	0.89262	0.56259	0.76959
ZNF671	5	0.049991	0.78433	0.61323	0.90268	0.43285	0.69884
FBXO25	9	0.050207	0.65561	0.47119	0.8294	0.51207	0.75262
ZNF778	6	-0.016743	-0.10192	0.89104	0.97201	0.91882	0.96709
RARA	5	-0.14647	-1.8491	0.55391	0.8785	0.064449	0.37206
ZNF560	6	0.010351	0.15728	0.75813	0.94881	0.87502	0.94855
43526	9	0.030366	0.35637	0.56589	0.88577	0.72157	0.86676
SP2	11	-0.12813	-1.5368	0.52795	0.86954	0.12433	0.41358
ELF5	5	0.4203	0.53517	0.0037079	0.055794	0.59253	0.78492
TMPRSS3	6	0.12513	1.4176	0.27724	0.72653	0.15631	0.45124
BCL11A	6	-0.044174	-1.4389	0.97319	0.98957	0.15018	0.44424
HTRA3	12	0.039366	1.4646	0.45151	0.82277	0.14303	0.43468
TFR2	6	-0.039182	-0.5149	0.99715	0.998	0.60662	0.79172
ZNF582	6	0.022099	0.38678	0.69509	0.93127	0.69892	0.85291
USP46	6	0.12886	1.6079	0.26212	0.71329	0.10785	0.39832
ZBTB3	11	0.073448	1.0071	0.30975	0.75812	0.31388	0.59581
PKNOX2	6	0.049588	0.78129	0.56303	0.88441	0.43463	0.70053
ZFP69B	6	-0.028699	-0.1732	0.94638	0.98487	0.86249	0.93968
ZNF37A	5	-0.093361	-0.96108	0.74529	0.9464	0.33651	0.61617
FOLH1	6	0.17658	0.33994	0.14432	0.58094	0.7339	0.87203
SENP1	6	-0.36433	-1.8458	0.10696	0.50067	0.06492	0.37264
ZBTB26	12	0.054491	0.41914	0.36994	0.78727	0.67511	0.84038
RFWD2	9	-0.0081423	-0.14481	0.79264	0.9541	0.88486	0.9528
BTBD8	12	0.14374	1.8553	0.071592	0.4108	0.063546	0.37206
CFI	6	0.16881	0.95081	0.15973	0.60541	0.3417	0.62066
ZBTB34	12	-0.13385	-1.8423	0.47832	0.83558	0.065438	0.37335
TYK2	12	0.1263	0.32403	0.1101	0.50991	0.74592	0.87756
USP9Y	5	0.16428	1.1249	0.21649	0.66842	0.26065	0.55105
LONRF1	9	0.041042	0.52873	0.51027	0.85557	0.59699	0.7866
PRDM14	5	0.072333	0.52566	0.51825	0.86114	0.59912	0.78848
KDM2A	28	-0.43184	-4.0855	0.00028523	0.0069444	4.3982e-05	0.0042834
RCE1	6	-0.77103	-3.1135	0.0019966	0.034826	0.0018486	0.045642
PMS1	7	0.13051	1.9462	0.22076	0.67129	0.051627	0.35458
KBTBD12	5	0.081042	0.13608	0.48488	0.84242	0.89175	0.95546
TEK	6	0.0095723	0.078319	0.76127	0.94881	0.93757	0.97252
FBXO10	18	-0.042046	-0.26497	0.94923	0.98491	0.79103	0.9019
ZNF214	6	0.050051	0.44891	0.55904	0.88249	0.65349	0.82594
ZNF836	6	0.18749	1.8121	0.12179	0.52978	0.069974	0.37469
LONRF3	17	0.038678	0.66316	0.36224	0.78395	0.50723	0.75004
EBF2	7	0.12105	1.2179	0.24929	0.69753	0.22326	0.51059
EHF	7	0.17592	1.2046	0.11209	0.51507	0.22837	0.51622
TFDP2	2	-0.0056157	-0.84046	0.96292	0.98803	0.40065	0.67274
XPNPEP2	6	0.1845	1.5537	0.12778	0.54172	0.12025	0.41018
MBD1	25	0.063415	1.0905	0.1506	0.59259	0.27549	0.56264
ZBTB7B	12	0.015321	0.1811	0.59384	0.89587	0.85629	0.93671
MKRN3	8	-0.021521	-0.28726	0.8862	0.97005	0.77391	0.89167
NEDD4	12	-0.015022	-0.23147	0.79293	0.9541	0.81695	0.91397
FOXP2	6	0.029826	1.0276	0.65374	0.91573	0.30413	0.58652
neg79	1	0.33974	0.59715	0.28437	0.73417	0.55041	0.76668
ZNF614	6	0.072366	1.2694	0.45978	0.82667	0.20431	0.49298
NEUROD6	6	0.24096	1.4178	0.051626	0.33895	0.15624	0.45124
ZBTB42	12	0.19099	1.8644	0.021962	0.20263	0.06226	0.37206
BRD3	13	0.00020083	0.0033614	0.68597	0.9275	0.99732	1
ZNF277	6	-0.14086	-1.3894	0.55391	0.8785	0.16471	0.45925
FBXO47	3	0.059184	0.53336	0.68511	0.92741	0.59378	0.78492
MTOR	6	-0.55145	-2.5092	0.018254	0.18079	0.012102	0.17109
FOXS1	6	0.25699	1.2367	0.041643	0.3048	0.21621	0.50134
KLF8	5	0.063197	0.55809	0.55619	0.87996	0.57678	0.77553
RXRB	6	0.1396	0.92962	0.22533	0.67811	0.35257	0.63058
PSMB8	6	0.11233	1.6406	0.32059	0.76518	0.10087	0.39168
KIAA2018	6	0.09117	0.81674	0.39133	0.79711	0.41407	0.68335
ECE1	6	0.26393	1.7744	0.037365	0.28233	0.076003	0.37469
KLHL12	6	-0.049009	-0.61009	0.94752	0.98488	0.5418	0.76459
CPN1	6	-0.1047	-1.4334	0.69224	0.93096	0.15174	0.44519
BRPF3	22	0.23298	3.2014	0	0	0.0013677	0.037757
TET3	10	0.059431	1.1469	0.40131	0.79955	0.25144	0.54288
RNF39	10	0.20825	1.7754	0.027382	0.23358	0.075825	0.37469
TRIM49D1	6	-0.60937	-1.6535	0.010553	0.12131	0.098222	0.39168
RNF148	11	-0.022472	-0.27373	0.85282	0.96511	0.78429	0.89675
ZFP37	6	-0.056658	-1.1081	0.91244	0.97907	0.26781	0.5563
OTUD5	5	0.085379	1.09	0.4692	0.8294	0.2757	0.56264
FOSB	6	0.082328	1.0606	0.42556	0.81043	0.28886	0.57354
ADAMTS19	6	-0.032713	-0.33595	0.96492	0.98803	0.73691	0.87461
TET1	16	0.1114	1.6813	0.092983	0.45722	0.092703	0.38634
neg6	1	0.17562	0.65019	0.58842	0.89346	0.51557	0.75262
LONRF2	14	-0.022271	-0.24532	0.82858	0.96256	0.80621	0.90961
HDAC1	8	-0.21925	-2.5113	0.26669	0.71757	0.012029	0.17109
NRK	6	0.14979	1.7835	0.19738	0.64552	0.07451	0.37469
MLLT3	6	0.09245	0.81262	0.38648	0.79683	0.41643	0.68385
EBF3	8	0.2575	2.1997	0.01911	0.18378	0.027826	0.27559
ZNF556	6	0.032389	0.67283	0.64147	0.91404	0.50105	0.74785
KDM3B	3	0.017048	0.1061	0.84455	0.96511	0.9155	0.96538
CRX	6	-0.029393	-0.34683	0.94894	0.9849	0.72872	0.86974
SCML2	12	0.029216	0.34118	0.50799	0.85427	0.73297	0.87165
SMARCA2	13	0.035995	0.65331	0.44866	0.82184	0.51356	0.75262
MTA3	16	-0.052872	-0.80658	0.94952	0.98491	0.41991	0.68763
PRDM9	10	-0.010012	-0.074336	0.78123	0.95304	0.94074	0.97466
USP12	6	0.12902	1.6458	0.26127	0.71229	0.099812	0.39168
ZNF776	6	0.004358	0.04534	0.78893	0.9541	0.96384	0.98792
ZNF705A	6	0.22273	1.9116	0.070451	0.40826	0.055923	0.36108
RNF38	10	0.013923	0.22686	0.63377	0.90917	0.82053	0.91547
ZNF764	6	0.31592	1.5197	0.013691	0.14907	0.12859	0.42015
RNF168	10	-1.1161	-4.6716	0	0	2.9891e-06	0.00049904
