sgRNA,Gene,DLD1-Ts8.initial,DLD1-Ts8.final
SIX6_E1_147.6,SIX6,2928,2950
DCAF6_2856.235,DCAF6,4894,7409
SOX6_E13_109.9,SOX6,3337,3772
ZNF620_E5_570.16,ZNF620,4252,4253
TET2_e10_86.3,TET2,4319,4770
ANKIB1_3270.50,ANKIB1,1755,2140
MTA3_Bah3170_E1_1548.11,MTA3,3031,2148
CDRT1_8,CDRT1,1608,1855
FBXL4_1866.84,FBXL4,1868,1654
TBX15_E3_102.4,TBX15,4486,5469
DMRTA2_E2_141.19,DMRTA2,1320,1598
HES5_E2_159.15,HES5,2720,2492
SPPL2C_2055.366,SPPL2C,1979,1916
MARK3_PKc_E6_71,MARK3,2078,2768
ZBTB6_BTB23127_E1_1275.2,ZBTB6,561,516
FBXO38_2,FBXO38,1849,2535
MIER2_SANT_E10_84.2,MIER2,475,508
ZNF30_E5_1491.59,ZNF30,6546,7949
SMARCA2_H_e25_59.1,SMARCA2,2972,793
ZNF706_E4_48.3,ZNF706,1589,1560
ZBTB24_E5_84.1,ZBTB24,2381,1424
HNF1A_E3_187.10,HNF1A,1908,1816
KCTD4_BTB36123_E1_780.14,KCTD4,2124,2306
LEF1_E9_99.3,LEF1,2696,4825
UHRF2_Phd_E6_182.11,UHRF2,2163,2065
ZBTB9_BTB38140_E1_1422.17,ZBTB9,4555,4529
MTF2_Phd1_E5_86.3,MTF2,2676,3290
BRD2_BD2_e7_129.6,BRD2,1864,441
ZNF17_E3_1239.76,ZNF17,3582,3560
KLK12_765.6,KLK12,1643,1852
ZBTB48_E4_112.7,ZBTB48,970,472
PSMA8_771.47,PSMA8,3378,3961
HTRA4_1431.117,HTRA4,2478,2146
TRIM28_BD_e15_87.2,TRIM28,2813,3367
DPYSL2_80.3,DPYSL2,933,1215
MINK1_PKc_E4_126.7,MINK1,1680,1402
PHF20_tudor90135_E1_3039.19,PHF20,2309,1966
HDAC11_e4_117.8,HDAC11,2297,2136
ZFP92_E4_657.72,ZFP92,3083,3615
SPIN3_Spinlin210254_E1_777.57,SPIN3,1935,2722
ZBTB22_BTB47149_E1_1905.16,ZBTB22,1658,1391
TRIM31_1278.6,TRIM31,3428,4194
ZSCAN9_E5_327.29,ZSCAN9,3061,2859
RNF170_777.61,RNF170,668,566
MNT_E4_112.3,MNT,2123,1692
TRIM45_1689.209,TRIM45,2417,2363
HOXC12_E2_171.6,HOXC12,2993,2857
ZNF787_E3_822.44,ZNF787,1420,976
CUL2_2295.87,CUL2,2269,1334
MAST1_PKc_E16_102.2,MAST1,395,237
PRKAA1_PKc_E3_94.7,PRKAA1,919,617
CFB_2295.22,CFB,2573,2695
BMP1_2961.72,BMP1,1959,1685
GZMH_741.9,GZMH,1765,1690
ADAM29_2463.218,ADAM29,3972,4741
USP51_2136.114,USP51,2186,2397
NSD1_Phd4_E15_98.4,NSD1,1483,998
CDKL3_PKc_E5_113.2,CDKL3,713,552
PKN2_PKc_E14_42,PKN2,2990,1966
PRDM8_e9_190.8,PRDM8,2933,2572
PLAU_1296.54,PLAU,2053,2330
FBXL17_2106.107,FBXL17,2010,2326
CELA3B_813.12,CELA3B,2413,2992
RNF25_1380.37,RNF25,3054,2776
TRIM77_1353.122,TRIM77,824,1133
PHF14_Phd1_E5_86.1,PHF14,2060,2887
WSB2_1266.30,WSB2,1566,1148
EIF2AK2_PKc_E12_159.6,EIF2AK2,1156,771
NEURL1B_1668.242,NEURL1B,1143,1072
WHSC1L1_PWWP267383_E1_4314.384,WHSC1L1,1659,1312
ZNF232_E5_69.0,ZNF232,3060,3227
SIAH1_942.73,SIAH1,1458,1291
DMRT3_E1_141.4,DMRT3,3669,4323
CUL3_2325.99,CUL3,3508,306
LHX5_E3_135.10,LHX5,1931,2142
TYRO3_PKc_E16_110.11,TYRO3,427,261
OVGP1_2037.253,OVGP1,2197,1790
RHBDF1_2568.429,RHBDF1,1290,839
DCST1_2121.252,DCST1,1308,1327
ZNF431_E5_1059.45,ZNF431,2714,3549
SMARCA2_H_e23_167.0,SMARCA2,2391,2739
DCAF15_1803.343,DCAF15,2782,4252
MMP12_1413.12,MMP12,3068,4690
DCAF12_1362.134,DCAF12,3073,3768
TLL2_3048.95,TLL2,2497,1533
ARX_E2_89.7,ARX,2170,2155
MEP1A_2241.28,MEP1A,4422,4649
SIX3_E1_147.6,SIX3,723,544
COMMD3_588.28,COMMD3,1704,2022
IRAK1_PKc_E9_208.4,IRAK1,884,1097
ADAM32_2364.34,ADAM32,2715,3220
VENTX_E2_129.26,VENTX,2250,1704
SP140L_E12_143.6,SP140L,2036,1835
DCLK3_PKc_E3_133.7,DCLK3,1113,1514
STK39_PKc_E3_109.6,STK39,1418,1473
MBTPS2_1560.84,MBTPS2,5910,837
KDM4C_Phd_E15_56.3,KDM4C,1632,1687
ZNF80_E1_411.46,ZNF80,1107,1142
HMG20B_E4_144.19,HMG20B,927,1100
HTRA3_1362.84,HTRA3,3762,5419
FAP_2283.96,FAP,2750,3409
ADAM2_2208.151,ADAM2,3351,3233
PAX9_E3_378.5,PAX9,1917,2327
RC3H1_3405.2,RC3H1,1153,955
TCF19_Phd_E4_147.6,TCF19,2074,2639
GRK5_PKc_E7_51,GRK5,2367,2151
SOX8_E1_122.15,SOX8,3684,3679
KAT2A_BD_e18_158.19,KAT2A,572,300
ZBTB41_BTB77173_E1_2730.16,ZBTB41,1460,2194
USP18_1119.113,USP18,2164,1995
KDM4B_e7_50.4,KDM4B,1330,940
KLF4_E5_78.4,KLF4,1465,1926
MEF2D_E3_180.8,MEF2D,2388,2117
HOXB3_E4_177.16,HOXB3,2484,1959
ZNF684_E5_660.37,ZNF684,1761,1982
ELF5_E6_182.11,ELF5,1585,1085
HELLS_D_e10_144.9,HELLS,3205,4932
DCUN1D2_780.2,DCUN1D2,1675,1279
PRMT9_e4_168.5,PRMT9,5994,7811
NR2F1_E1_208.3,NR2F1,2067,2176
KDM5C_e13_120.3,KDM5C,2249,1491
ZNF441_E4_1239.96,ZNF441,1649,2585
ZBTB7A_E2_68.2,ZBTB7A,2555,1732
FBXW7_2124.76,FBXW7,1965,3971
EZH1_e20_85.7,EZH1,2621,3248
EZH1_e18_82.1,EZH1,3353,2966
JAK1_PKc_E14_88.2,JAK1,926,753
DPRX_E2_132.11,DPRX,6223,9278
PRKCI_PKc_E15_80,PRKCI,849,931
BRD8_BD_e18_69.2,BRD8,3238,1038
SP8_E2_69.3,SP8,4392,4192
NR0B2_E2_220.14,NR0B2,2807,3091
MLXIPL_E13_117.10,MLXIPL,1469,1108
TRIM40_777.30,TRIM40,2972,4178
RPS6KB2_PKc_E8_91,RPS6KB2,3684,3591
TCF20_ePhd_E2_94.6,TCF20,399,468
IRF6_E4_171.5,IRF6,4716,6200
KLF12_E8_170.11,KLF12,3069,3099
MARK1_PKc_E9_120,MARK1,731,681
PLK2_PKc_E6_96.4,PLK2,982,1084
ZNF416_E4_1290.141,ZNF416,1705,1544
TOX2_E5_144.2,TOX2,3854,3731
CDKL3_PKc_E2_162.7,CDKL3,1809,2990
TRPM6_PKc_E38_88.1,TRPM6,1519,1857
HCK_PKc_E10_77.2,HCK,2035,3380
TFEB_E7_76.0,TFEB,6998,7736
KDM4A_tudor9601004_E1_3195.227,KDM4A,2167,1818
PSIP1_PWWP387_E1_1593.119,PSIP1,2015,4658
NR1H2_E5_274.9,NR1H2,2927,1780
PHF1_Phd2_E8_34.1,PHF1,1290,2255
SCYL2_PKc_E5_150.1,SCYL2,1539,2548
SMARCAD1_D_e15_136.0,SMARCAD1,5479,5088
SENP6_3339.94,SENP6,2278,444
ZNF32_E3_561.40,ZNF32,1734,2738
HTRA4_1431.96,HTRA4,3405,3877
ZNF417_E3_567.28,ZNF417,3536,3666
DCAF7_1029.85,DCAF7,1126,468
NFXL1_E18_167.14,NFXL1,3291,3677
KLF12_E8_170.16,KLF12,1057,1624
BTBD2_BTB110217_E1_1578.251,BTBD2,1025,1037
FBXO7_1569.160,FBXO7,3130,3188
ZNF562_E6_726.43,ZNF562,4098,4247
EIF2AK2_PKc_E11_123.3,EIF2AK2,2455,2544
ZBTB14_E4_387.25,ZBTB14,3345,2804
CDK1_e5.1,CDK1,6142,399
UBE2G2_498.43,UBE2G2,709,304
SUV39H2_e4_147.6,SUV39H2,2705,2251
KCNA1_BTB39130_E1_1488.211,KCNA1,1557,1598
ZNF691_E4_573.3,ZNF691,2094,1548
MAPKAPK2_PKc_E5_127.3,MAPKAPK2,1767,2020
MSGN1_E1_183.9,MSGN1,1850,2243
ZNF552_E3_243.16,ZNF552,4149,5314
UBE4A_3201.148,UBE4A,2106,2355
EPHA7_PKc_E14_150.12,EPHA7,1304,1260
DCAF4_1488.60,DCAF4,1432,935
SMYD3_e7_103.7,SMYD3,1731,1979
HDAC4_e20_88.1,HDAC4,2689,3625
ESR2_E4_117.4,ESR2,2193,2802
MAST1_PKc_E13_139.1,MAST1,686,614
PKNOX2_E10_72.4,PKNOX2,2638,2778
RCOR2_SANT2_E9_78.4,RCOR2,1916,1854
ZNF568_E7_1170.72,ZNF568,4111,4159
PRSS48_987.27,PRSS48,2870,2707
ZNF443_E4_1242.39,ZNF443,7465,10414
TBX19_E3_135.2,TBX19,4803,5976
MORF_e13_94.8,MORF,1270,938
BAZ2B_MBD_E12_109.4,BAZ2B,675,783
FBXO30_3,FBXO30,2470,3877
RCHY1_720.13,RCHY1,3482,4190
KLF7_E2_64.3,KLF7,2140,2035
GZMK_795.87,GZMK,2548,3057
LTA4H_1836.3,LTA4H,2086,2252
FBXO10_2871.6,FBXO10,1455,1273
KLK12_765.35,KLK12,1811,1527
ZNF10_E5_666.12,ZNF10,3494,4086
TRAF7_2013.67,TRAF7,1086,804
LTK_PKc_E16_93.11,LTK,1237,874
RNF40_3006.315,RNF40,2027,322
RET_PKc_E13_108,RET,854,772
RFPL4A_2,RFPL4A,3545,5514
CDY2A_Chromo_E1_159.0,CDY2A,2426,3130
NPAS1_E2_156.10,NPAS1,1438,1206
PHF10_Phd_E11_77.4,PHF10,2551,2300
ZNF257_E4_936.60,ZNF257,3597,5442
TRIB2_PKc_E2_293.31,TRIB2,1032,975
PRDM6_E7_131.10,PRDM6,2774,3007
FBXO17_864.77,FBXO17,892,1534
PHKG1_PKc_E7_164.2,PHKG1,1733,1327
TRIM16_1695.236,TRIM16,1985,2060
BARX2_E3_85.2,BARX2,1930,1323
ISL2_E4_174.2,ISL2,2868,2167
NKX3_2_E2_177.1,NKX3,137,55
ZNF561_E6_897.54,ZNF561,3954,4426
LEF1_E9_99.2,LEF1,3627,5434
RCBTB2_BTB395487_E1_1656.123,RCBTB2,4058,6553
MYF5_E1_171.0,MYF5,982,953
ASB7_957.69,ASB7,4353,5461
USP17L2_1593.176,USP17L2,2044,1926
HPN_1254.15,HPN,2843,2985
NLK_PKc_E5_86.1,NLK,2264,2124
SKP2_1275.29,SKP2,1429,604
CAPN14_2055.73,CAPN14,1680,2697
ZNF382_E5_765.53,ZNF382,1571,2432
NPAS1_E2_156.0,NPAS1,1093,563
ASB3_1557.85,ASB3,1164,1275
ZNF223_E5_498.23,ZNF223,1323,1078
EIF2AK4_PKc2_E15_123.2,EIF2AK4,1257,388
FBXO11_2784.155,FBXO11,1510,1863
TRIM56_2268.541,TRIM56,498,1025
DCAF8_1794.254,DCAF8,1254,1777
BRWD1_BD2_e36_153.5,BRWD1,1729,1272
PRMT7_e5_73.2,PRMT7,3217,2406
CTSE_1191.98,CTSE,1692,1639
TRIM8_1656.9,TRIM8,605,918
TRIB2_PKc_E3_361.22,TRIB2,1448,1107
PRSS42_882.43,PRSS42,2309,1970
POU6F2_E11_174.6,POU6F2,3181,3146
ZNF486_E4_663.24,ZNF486,4967,5592
MTF2_Phd2_E7_96.3,MTF2,1913,2188
ZNF354A_E5_1209.7,ZNF354A,2757,3018
TRAF6_1569.16,TRAF6,2297,2524
USP29_2769.37,USP29,2237,2951
EIF3F_1074.1,EIF3F,828,598
KDM5B_e12_163.17,KDM5B,1859,1658
GRK5_PKc_E12_209.8,GRK5,779,800
EEF2K_PKc_E9_53.1,EEF2K,632,743
FOXH1_E1_78.8,FOXH1,4213,4065
ASB11_972.45,ASB11,1930,2729
OVCH1_3405.114,OVCH1,3036,3577
CISH_828.56,CISH,1867,1253
BRDT_BD1_e4_68.0,BRDT,3566,4009
UNCX_E2_135.12,UNCX,2175,1807
ZFP2_E5_1059.28,ZFP2,3657,3477
CAPN12_2160.71,CAPN12,1775,1993
CDK16_PKc_E7_95.4,CDK16,2344,3010
GTF3C4_e4_89.6,GTF3C4,1410,341
TRIM9_2133.70,TRIM9,2597,2349
UBOX5_1626.137,UBOX5,1592,2046
TTBK1_PKc_E7_66.4,TTBK1,705,658
ZNF584_E4_495.25,ZNF584,4076,4402
ZNF397_E4_744.33,ZNF397,3077,3909
TRIM24_Phd_E15_104.5,TRIM24,2226,2593
FBXL20_1311.32,FBXL20,1487,1607
ZNRF3_2811.80,ZNRF3,2224,2736
IVNS1ABP_BTB22126_E1_1929.161,IVNS1ABP,1302,2268
SP100_E22_143.11,SP100,1642,2240
ZNF22_E2_327.3,ZNF22,3673,4520
PHF6_ePhd_E3_102.1,PHF6,1750,2472
EGFR_PKc_E19_99,EGFR,1327,691
ACVR1B_PKc_E5_123.4,ACVR1B,1556,1557
DNAJC2_SANT2_E16_155.10,DNAJC2,1735,2005
PRKCE_PKc_E12_139.1,PRKCE,2029,2184
FBXL13_2208.128,FBXL13,1772,1808
ZBTB34_E2_156.6,ZBTB34,2544,2342
NEURL1_1725.131,NEURL1,2639,3797
JADE1_Phd_E7_54.6,JADE1,1655,2585
CUL2_2295.35,CUL2,3260,1243
BTBD8_BTB207300_E1_1137.45,BTBD8,2166,2124
FGR_PKc_E13_161.22,FGR,1067,1203
MEF2C_E2_51.0,MEF2C,1279,1974
SENP6_3339.137,SENP6,2532,2347
CFD_762.43,CFD,2597,2852
RORB_E2_86.1,RORB,1375,1391
RNF135_1299.11,RNF135,2362,2688
SP110_Phd_E15_101.5,SP110,1972,2835
ZNF131_BTB24129_E1_1770.135,ZNF131,2067,2303
L3MBTL3_MBT345439_E1_2343.205,L3MBTL3,1776,1504
PRDM8_e9_190.13,PRDM8,2006,2399
FEV_E3_249.20,FEV,1140,1162
ZNF680_E4_1086.37,ZNF680,3398,5118
ZNF623_E1_1116.1,ZNF623,3357,3604
DTX3L_2223.133,DTX3L,3667,5497
CFI_1752.138,CFI,2815,2739
ZNF131_BTB24129_E1_1770.139,ZNF131,3157,1415
KBTBD7_BTB53168_E1_2055.14,KBTBD7,1968,2564
MYRF_E8_135.4,MYRF,1330,1304
HES6_E3_57.6,HES6,985,741
OTUB2_705.77,OTUB2,1282,2014
STAT6_E12_93.8,STAT6,4185,5757
ZBTB33_E3_657.35,ZBTB33,2731,3425
ING5_Phd_E7_62.3,ING5,679,181
KLK14_804.31,KLK14,785,620
FBXO21_1887.48,FBXO21,1308,1526
STK26_PKc_E6_158.7,STK26,832,1078
PSKH2_PKc_E3_108.12,PSKH2,1676,2334
HOXB7_E2_177.19,HOXB7,1098,486
MAFG_E3_210.4,MAFG,2283,1531
ZSCAN1_E6_336.74,ZSCAN1,410,481
ZNF334_E5_1401.90,ZNF334,4505,6315
ZNF268_E6_1749.61,ZNF268,4316,3345
KDM5A_Phd3_E28_204.11,KDM5A,2018,2214
ZMYND8_BD_e5_59.4,ZMYND8,2912,945
ERCC6_H_e13_105.0,ERCC6,2554,2541
HOXA10_E2_177.15,HOXA10,2083,2054
ZNF253_E4_828.31,ZNF253,1225,1176
FBXL5_2076.1,FBXL5,2251,2704
ZNF774_E4_996.94,ZNF774,2842,3139
TRIP12_6123.41,TRIP12,1342,1405
RPS6KA5_PKc_E2_34.2,RPS6KA5,899,904
AMFR_1932.73,AMFR,2668,2624
NAALADL2_2388.154,NAALADL2,1387,1291
TRIM66_BD_e19_79.6,TRIM66,1599,1884
DCAF17_1362.12,DCAF17,1041,1241
ESR2_E4_117.6,ESR2,1933,1899
ZNF689_E3_666.32,ZNF689,1406,1428
KDM3A_e22_95.4,KDM3A,1879,1869
TNIK_PKc_E6_91.2,TNIK,700,595
TLL2_3048.96,TLL2,3693,3661
RNF217_1629.145,RNF217,3553,5212
SMN1_Tudor_E5_201.8,SMN1,6310,2199
PRMT6_e1_281.50,PRMT6,1580,1575
FBXO10_2871.105,FBXO10,2226,2328
TET2_e9_138.14,TET2,2249,2669
STAMBP_1275.87,STAMBP,2957,3648
BACH2_BTB27133_E1_2526.5,BACH2,875,794
NFKB1_E7_164.3,NFKB1,3233,3158
RUNX1_E4_129.5,RUNX1,2418,2200
FOXO6_E1_153.16,FOXO6,595,453
ADAMTS19_3624.377,ADAMTS19,2968,2931
DUXA_E2_135.0,DUXA,2912,3184
TRIM33_3384.382,TRIM33,777,493
RNF125_699.10,RNF125,1100,1239
ZNF664_E5_735.38,ZNF664,1440,1191
ACTR_e20_258.22,ACTR,1873,1531
DDB1_3423.391,DDB1,2701,494
FAP_2283.105,FAP,2672,2954
ZNF668_E2_410.66,ZNF668,1834,1279
PRSS45_687.13,PRSS45,3993,4190
PAX6_E5_129.5,PAX6,1618,1577
HES7_E3_81.3,HES7,703,730
PCGF1_780.88,PCGF1,644,336
MORF_e12_162.8,MORF,5818,8360
SMYD1_e4_86.3,SMYD1,1887,2311
EZH2_SANT2_E11_170.3,EZH2,2117,802
BIRC7_897.162,BIRC7,3544,3286
AGA_1041.103,AGA,1645,1708
FBXO31_1620.303,FBXO31,676,711
ZNF821_E6_60.2,ZNF821,890,938
TPSAB1_828.17,TPSAB1,2207,1937
RNF216_2772.211,RNF216,1663,2076
NEURL1B_1668.160,NEURL1B,1487,754
TRIM60_1416.96,TRIM60,3709,3928
UBP1_E6_153.2,UBP1,3839,3578
ATXN3_933.2,ATXN3,1001,1281
FBXL7_1476.189,FBXL7,2309,2033
FOXS1_E1_234.21,FOXS1,1541,1486
ASB6_1266.115,ASB6,304,327
L3MBTL1_MBT493585_E1_2523.137,L3MBTL1,1036,879
TBX4_E2_86.8,TBX4,1814,1907
ZNF620_E5_570.37,ZNF620,2263,2877
STK32B_PKc_E7_104.18,STK32B,769,1008
SETD5_e11_110.1,SETD5,3720,3916
ZSCAN20_SANT2_E7_248.31,ZSCAN20,1336,1284
FOXD3_E1_234.32,FOXD3,2967,3630
CAD_6678.251,CAD,1224,1097
ZFX_E10_1119.65,ZFX,2005,1692
FBXO24_1857.48,FBXO24,1639,1641
E2F2_E3_194.22,E2F2,1536,1467
MDM2_1335.53,MDM2,2651,2923
ST18_E15_212.25,ST18,1185,1015
KCTD12_BTB36126_E1_978.22,KCTD12,1512,1370
ELP3_e14_82.0,ELP3,3012,259
RNF170_777.59,RNF170,1230,1296
neg44,neg44,7087,9886
NR6A1_E3_232.12,NR6A1,1314,1356
SP110_E14_143.1,SP110,4343,5190
FBXL14_1257.221,FBXL14,1043,1046
SIX2_E1_156.17,SIX2,2371,1779
CDK18_PKc_E7_95.9,CDK18,930,1169
KDM2B_CXXC615651_E1_4011.167,KDM2B,1034,680
HOXB3_E4_177.18,HOXB3,2303,1200
ANAPC1_3,ANAPC1,2826,3892
BRPF3_ePhd_E2_354.21,BRPF3,1146,1293
MITF_E9_76.3,MITF,2767,3088
ZNF827_E3_173.5,ZNF827,2484,2579
CDK9_e4.1,CDK9,8689,1911
ZNF691_E4_573.52,ZNF691,1549,1387
DOT1L_e7_63.3,DOT1L,4055,1065
ATG4B_1182.161,ATG4B,826,1059
PSMB10_822.64,PSMB10,504,359
ZRANB1_130.0,ZRANB1,2389,2287
USP17L2_1593.177,USP17L2,2248,2854
NPAS4_E6_362.39,NPAS4,1793,2774
RNF138_E6_99.1,RNF138,2017,2027
SIRT2_e8_69.0,SIRT2,3210,3000
MARCH1_870.77,43525,1634,1304
TIP60_e10_94.5,TIP60,9677,404
ZNF502_E5_1161.80,ZNF502,4048,4494
KDM4C_ePhd_E16_53.0,KDM4C,2400,4020
FBXO40_12,FBXO40,1584,1713
BRD1_ePhd_E2_354.47,BRD1,1295,747
CDKL5_PKc_E2_34,CDKL5,2497,4501
RNF112_1896.385,RNF112,1570,1823
SOCS2_597.65,SOCS2,2738,2770
RBBP6_5379.1,RBBP6,2094,246
KMT2B_8148.507,KMT2B,1162,1072
MYBL1_SANT3_E6_46.0,MYBL1,1500,1779
NR4A3_E5_130.4,NR4A3,2843,3045
TLX2_E2_167.11,TLX2,2747,2038
ZNF682_E4_750.42,ZNF682,1791,2353
HOXC8_E2_177.17,HOXC8,2864,3463
HERC1_14586.1167,HERC1,1999,2299
CAMKK1_PKc_E7_37,CAMKK1,1367,1105
ZNF709_E4_1422.103,ZNF709,805,653
PAX5_E2_166.24,PAX5,2856,3129
RNF103_2058.134,RNF103,1842,1094
UBE2Z_1065.60,UBE2Z,4069,4914
HOPX_E3_117.9,HOPX,1317,1219
TPP2_3750.321,TPP2,1795,2082
BRD3_BD1_e2_112.5,BRD3,2831,2729
ZNF133_E7_1230.87,ZNF133,1594,1048
INSRR_PKc_E21_135.9,INSRR,757,1103
ZNF182_E7_1221.0,ZNF182,2516,3999
PROX2_E4_168.0,PROX2,1583,1872
TDRD7_tudor517559_E1_3297.242,TDRD7,1972,1824
CISH_828.34,CISH,1994,2023
CTSD_1239.176,CTSD,1432,1403
PIGK_1188.101,PIGK,3781,3293
WDTC1_2034.312,WDTC1,3160,2709
KDM4A_ePhd_E16_53.1,KDM4A,1860,1685
RNF32_1089.83,RNF32,1402,1933
ZNF780B_E5_1908.143,ZNF780B,2879,3783
PARP14_Macro12271354_E1_5406.345,PARP14,759,811
DCLK2_PKc_E10_120.6,DCLK2,970,1531
ZNF318_E8_100.3,ZNF318,4358,3912
CTRC_807.81,CTRC,912,989
CTSL2_1005.4,CTSL2,2758,3826
MYB_SANT2_E5_114.10,MYB,740,666
ASB16_1362.84,ASB16,706,596
CDIP1_E5_107.7,CDIP1,1170,1228
BRPF3_Phd_E2_162.1,BRPF3,2678,2470
RC3H1_3405.424,RC3H1,1055,1459
ZNF696_E3_651.35,ZNF696,1608,1520
NAALAD2_2223.16,NAALAD2,2227,2382
DBX1_E4_48.3,DBX1,446,452
SOX11_E1_216.25,SOX11,921,1254
TULP2_E9_113.6,TULP2,2697,4157
CLK3_PKc_E4_43.1,CLK3,2434,2223
BACE1_1506.38,BACE1,1817,2094
NEURL2_858.75,NEURL2,2651,3111
SENP6_3339.116,SENP6,4092,4982
CUL7_5349.420,CUL7,1666,1975
SP140_E19_88.2,SP140,2826,3118
RXRA_E4_180.7,RXRA,1428,1316
MORF4L1_Chromo_E4_79.2,MORF4L1,840,349
PRRX1_E2_123.7,PRRX1,2233,2596
ZSWIM2_1902.107,ZSWIM2,2434,2582
FOXC2_E1_234.18,FOXC2,1185,1367
CASP10_493.63,CASP10,2580,2607
NFATC1_E4_203.4,NFATC1,1523,1220
TRIM2_2316.314,TRIM2,1621,2709
RNF34_1122.61,RNF34,1804,1089
USP50_1005.1,USP50,2120,2624
NHLRC1_1188.211,NHLRC1,263,342
PRDM8_E10_66.7,PRDM8,2362,2728
KLF12_E8_170.4,KLF12,659,740
ASB2_1908.28,ASB2,1428,1496
ZNF707_E8_567.25,ZNF707,477,330
ASB4_1281.77,ASB4,1900,2716
CLOCK_E7_149.4,CLOCK,2298,2894
FBXL19_2085.223,FBXL19,1346,1324
ZIM3_E5_492.24,ZIM3,2735,4177
MINK1_PKc_E6_91.7,MINK1,1340,1401
RHOBTB1_BTB396455_E1_2091.198,RHOBTB1,1750,2442
SGK2_PKc_E4_84.4,SGK2,1119,1222
DMRTC2_E2_113.9,DMRTC2,2336,1486
VPS11_2825.210,VPS11,631,350
DTX3L_2223.8,DTX3L,799,1031
ZNF596_E6_906.4,ZNF596,2992,2881
HLTF_3030.81,HLTF,3171,4122
RAB40A_834.80,RAB40A,996,1257
TESK1_PKc_E4_147.1,TESK1,1496,2018
TDRD3_tudor652700_E1_2235.13,TDRD3,2681,3917
BACE2_1557.33,BACE2,2914,3536
DYRK1B_PKc_E7_147.3,DYRK1B,943,1021
BIRC2_1857.78,BIRC2,2043,3208
IRF6_E4_171.15,IRF6,2669,3074
CTRC_807.13,CTRC,2359,2490
CDC5L_SANT_E2_104.2,CDC5L,2422,214
MTA1_Bah3188_E1_2148.47,MTA1,1452,1681
CLPP_834.29,CLPP,1911,1354
RNF133_1131.100,RNF133,1612,1853
ZNF507_E3_81.1,ZNF507,902,1294
SPSB1_822.79,SPSB1,749,714
ZBTB1_E2_522.19,ZBTB1,3376,4432
SMAD9_E2_372.32,SMAD9,600,648
RNF215_1134.133,RNF215,646,901
UBE2D3_5,UBE2D3,1713,1439
ASB3_1557.79,ASB3,2338,3536
PRSS50_1158.72,PRSS50,2124,2128
FBXL14_1257.159,FBXL14,1217,795
ZNF300_E7_1077.21,ZNF300,2478,2839
ESRRA_E2_109.16,ESRRA,1940,1503
TRIM33_BD_e18_153.13,TRIM33,3070,3071
ZBTB5_BTB14121_E1_2034.261,ZBTB5,1197,1089
RFPL3_954.8,RFPL3,3091,3733
MLL5_e13_110.1,MLL5,2588,2845
RHOBTB1_BTB476581_E1_2091.183,RHOBTB1,2061,2784
DCAF10_1680.108,DCAF10,1845,2284
KLK12_765.132,KLK12,2193,2999
CBLC_1425.174,CBLC,466,222
ZNF396_E4_66.2,ZNF396,3772,4484
T_E4_135.14,T,1822,1521
ZNF142_E10_335.15,ZNF142,1677,1344
TRIM33_Phd_E15_104.4,TRIM33,1392,1150
MST1_2178.142,MST1,2310,827
IRF2BP2_1764.11,IRF2BP2,1626,1112
STK40_PKc_E5_228.1,STK40,1127,1725
DAPK2_PKc_E4_139,DAPK2,984,1393
SKP1_483.10,SKP1,2264,355
LONRF3_2280.57,LONRF3,2051,3129
TEX14_PKc_E5_32.1,TEX14,1400,826
STK36_PKc_E2_81.8,STK36,2140,2473
ZNF623_E1_1116.5,ZNF623,1166,902
MLLT10_Phd_E7_94.2,MLLT10,2362,2531
ZNF282_E8_330.4,ZNF282,1231,1660
SOX3_E1_216.16,SOX3,1647,2485
ZNF221_E6_1233.66,ZNF221,5335,4503
DIDO1_Phd_E4_118.3,DIDO1,1092,757
LONRF3_2280.293,LONRF3,1857,2349
ZNF671_E4_573.15,ZNF671,1882,2175
RC3H1_3405.419,RC3H1,486,282
CTSW_1131.17,CTSW,2260,2061
CAPN5_1923.316,CAPN5,1622,1121
GDAP2_Macro54193_E1_1494.24,GDAP2,1354,1629
XPNPEP2_66.4,XPNPEP2,4405,5257
KCNA4_BTB178269_E1_1962.244,KCNA4,628,904
MMP2_1983.71,MMP2,1230,1519
DYRK2_PKc_E3_1140.135,DYRK2,227,96
TRIM36_2187.44,TRIM36,1968,2036
PRMT8_e4_64.0,PRMT8,3988,5568
SREBF1_E6_108.11,SREBF1,2315,1474
PRDM6_E7_131.19,PRDM6,3792,4718
MAST1_PKc_E11_41.1,MAST1,626,513
MUSK_PKc_E13_74.3,MUSK,995,2213
ETV1_E13_102.3,ETV1,2100,2686
KDR_PKc_E20_89.4,KDR,1178,1413
LBR_tudor956_E1_1848.6,LBR,3195,4181
SPIN3_Spinlin129177_E1_777.4,SPIN3,1518,1713
LRRK1_PKc_E25_124.6,LRRK1,1166,1361
TFR2_2406.173,TFR2,1368,1749
KBTBD4_BTB62156_E1_1605.32,KBTBD4,755,886
TTF2_D_e12_106.0,TTF2,1562,159
POU3F2_E1_174.29,POU3F2,2199,1624
ZNRF4_1290.161,ZNRF4,1716,989
SMAD1_E2_372.20,SMAD1,2477,1713
DDR2_PKc_E16_192.4,DDR2,2036,2364
DDB1_3423.288,DDB1,2606,176
FOXL2_E1_234.26,FOXL2,1867,1948
CHD5_H_e21_118.17,CHD5,644,576
