sgRNA,Gene,DLD1-Ts8.initial,DLD1-Ts8.final
ADNP_E6_126.1,ADNP,2780,3079
CBX6_Chromo_E3_66.3,CBX6,842,643
CFI_1752.73,CFI,2235,2943
UBE2D2_444.21,UBE2D2,1774,1641
FBXW4_1239.204,FBXW4,560,529
EVX2_E2_135.4,EVX2,2222,2117
NAALAD2_2223.98,NAALAD2,2559,3001
ZNF483_E6_1206.71,ZNF483,1653,1883
TRAF6_3,TRAF6,1800,2103
TTBK1_PKc_E6_105.8,TTBK1,1632,1675
MTA2_SANT_E10_57.2,MTA2,921,639
AGA_1041.86,AGA,3063,4497
MAF_E1_258.20,MAF,1662,1532
TSNARE1_SANT_E4_234.12,TSNARE1,344,500
TMPRSS6_2436.229,TMPRSS6,1521,1713
NFKB2_E5_99.0,NFKB2,3070,2985
TCF15_E1_168.15,TCF15,691,623
TDRD1_tudor545592_E1_3570.7,TDRD1,1982,2557
FBXL4_1866.97,FBXL4,1294,1606
NLN_2115.13,NLN,3574,3912
TRIM13_1224.95,TRIM13,1022,1459
TFAP2B_E5_119.3,TFAP2B,1096,1363
KLHL4_BTB172279_E1_2163.33,KLHL4,1484,2544
SCAF11_4392.75,SCAF11,2209,2543
IGF1R_PKc_E20_135.11,IGF1R,1293,411
SPIB_E6_261.24,SPIB,1600,1471
ARX_E4_42.3,ARX,1735,1495
BATF2_E2_84.6,BATF2,1095,1672
TRIM11_1407.6,TRIM11,950,1191
ANAPC11_591.10,ANAPC11,1329,169
TRIM65_1554.310,TRIM65,1053,735
USPL1_3279.51,USPL1,2663,371
KCNA5_BTB122213_E1_1842.351,KCNA5,1718,860
GZF1_BTB21133_E1_2136.5,GZF1,2015,2211
CDH1_2649.225,CDH1,2810,4643
TESK1_PKc_E1_39,TESK1,1622,1745
FBXW9_8,FBXW9,1354,1409
ZFHX4_E10_2571.180,ZFHX4,894,736
PDIK1L_PKc_E2_267.1,PDIK1L,218,198
ZBTB7A_BTB24131_E1_1755.386,ZBTB7A,1343,864
F12_1848.94,F12,1067,1044
CTRC_807.76,CTRC,1059,976
ZBTB8A_E4_144.1,ZBTB8A,2508,2548
L3MBTL2_MBT408500_E1_2118.118,L3MBTL2,1653,1416
ANKIB1_3270.316,ANKIB1,1116,1823
ZNF235_E5_1239.98,ZNF235,3354,3404
L3MBTL4_MBT57149_E1_1872.26,L3MBTL4,1462,2808
TRAF7_2013.187,TRAF7,2013,1729
JADE3_ePhd_E7_93.5,JADE3,2060,2609
ZBTB6_BTB23127_E1_1275.8,ZBTB6,1344,1498
ZNF287_E6_1158.79,ZNF287,571,760
TRIM41_1893.12,TRIM41,1304,1842
KAT2B_BD_e18_190.12,KAT2B,1848,2580
UBE2V2_438.29,UBE2V2,1740,1321
SFMBT1_MBT23120_E1_2601.9,SFMBT1,1832,1680
REN_1221.6,REN,1351,1760
RNF144A_879.50,RNF144A,935,1133
FBXL8_1125.33,FBXL8,780,624
ZNF468_E4_750.32,ZNF468,2897,3366
KDM4A_e8_95.6,KDM4A,3148,3299
CNOT4_2142.259,CNOT4,1590,2574
FOXS1_E1_234.13,FOXS1,745,1259
TRIM47_1917.252,TRIM47,1531,1514
TBL1X_7,TBL1X,1099,1479
SENP3_1725.185,SENP3,1757,1424
MYLK2_PKc_E10_129.17,MYLK2,2198,1848
ZNF510_E6_1272.20,ZNF510,2294,2299
MBTPS1_3159.399,MBTPS1,1318,444
CIT_PKc_E9_154.9,CIT,812,946
USP48_3108.32,USP48,1828,1729
MST1R_PKc_E20_94.12,MST1R,618,732
UBE2A_459.23,UBE2A,1155,1979
ADCK5_PKc_E7_114.17,ADCK5,778,664
NR2C1_E5_180.3,NR2C1,1602,1634
ADAM21_2169.192,ADAM21,1772,2310
ZBTB45_E2_31.0,ZBTB45,2796,2149
ZNF776_E3_666.53,ZNF776,2579,2526
IRX6_E4_180.29,IRX6,2251,2338
HDGFL1_PWWP985_E1_756.173,HDGFL1,1325,1945
USP7_3309.82,USP7,2753,1309
TNFAIP1_BTB30120_E1_951.127,TNFAIP1,522,447
CAPN10_2019.65,CAPN10,1427,1479
AMBRA1_3906.53,AMBRA1,1646,1801
FBXO22_1212.6,FBXO22,1906,2051
ELF1_E7_188.19,ELF1,1953,2805
ZNF878_E4_1200.99,ZNF878,2086,2361
IRX6_E4_180.10,IRX6,1675,642
ZNF227_E6_1557.100,ZNF227,2803,2862
ERN1_PKc_E16_100.1,ERN1,1004,999
CBLC_1425.105,CBLC,2085,1926
CBX5_Chromo_E2_80.3,CBX5,274,196
SHPRH_H_e26_93.1,SHPRH,1367,1844
USP4_119.11,USP4,1512,1575
UBR2_1320.83,UBR2,1362,1491
UCHL5_990.67,UCHL5,3220,2080
RNF220_1701.113,RNF220,2036,794
KMT2B_e37_218.25,KMT2B,2407,2407
MYCBP2_14037.166,MYCBP2,626,888
TMPRSS9_3180.94,TMPRSS9,1475,1345
HOXA9_E2_171.15,HOXA9,2641,2631
RPL9_e3.1,RPL9,11349,917
FLT1_PKc_E21_157.4,FLT1,213,271
ASB17_888.30,ASB17,1570,1339
SPIN4_Spinlin201245_E1_750.51,SPIN4,956,1201
BAZ2A_BD_e28_144.19,BAZ2A,681,633
ZNF211_E4_1116.94,ZNF211,1394,1741
SPPL2B_1779.222,SPPL2B,1678,1843
SP140_E19_88.3,SP140,1242,1024
IRAK1_PKc_E10_66.4,IRAK1,656,929
SCMH1_MBT31126_E1_1983.12,SCMH1,1462,1057
RPS6KB2_PKc_E5_148.5,RPS6KB2,1114,1323
MARCH3_762.22,43527,1950,2916
CLOCK_E7_149.0,CLOCK,1375,1977
PRDM2_e3_47.0,PRDM2,1224,1107
ASB6_1266.160,ASB6,1520,1348
SHH_1389.85,SHH,1908,1490
FYN_PKc_E12_154.5,FYN,1654,1588
ZNF264_E4_1155.86,ZNF264,700,844
PREP_2133.15,PREP,1618,2101
SENP6_3339.102,SENP6,3892,4742
ADAMTS5_2793.337,ADAMTS5,1364,1787
GLI3_E13_78.5,GLI3,977,1082
JARID2_E16_36.0,JARID2,1610,1777
EP300_e25_147.3,EP300,3162,1715
NR3C1_E6_117.6,NR3C1,976,1496
MID1_2004.72,MID1,3008,4100
BAZ2B_BD_e36_144.1,BAZ2B,2504,4872
STAT1_E19_50.0,STAT1,1388,1366
EBF4_E3_157.2,EBF4,868,721
PHF21B_Phd_E10_129.21,PHF21B,628,505
RNF170_777.58,RNF170,1492,1218
AURKC_PKc_E6_175.14,AURKC,981,909
GMEB1_E5_104.6,GMEB1,2954,2839
TRIM26_1620.28,TRIM26,1820,1951
NR5A1_E2_66.2,NR5A1,2027,1544
ZNF565_E5_990.90,ZNF565,3069,3397
CDIP1_E6_103.1,CDIP1,645,507
ZNF566_E5_570.24,ZNF566,1677,2093
NCOR1_SANT2_E17_63.2,NCOR1,1949,2226
USP30_1554.191,USP30,2317,1774
MAST3_PKc_E12_41.1,MAST3,2160,2283
MLX_E5_100.1,MLX,5968,3678
ZNF417_E3_567.53,ZNF417,2292,2906
HOXA6_E2_177.14,HOXA6,1261,1084
MAF_E1_258.10,MAF,1274,1066
ZNF429_E4_1167.62,ZNF429,1897,2812
RFX6_E3_124.5,RFX6,1596,1833
MID2_2208.260,MID2,1218,1549
PHRF1_4950.1067,PHRF1,709,538
HOXA4_E2_177.0,HOXA4,1183,1026
FBXL18_2157.9,FBXL18,1581,1390
MMP26_786.75,MMP26,3134,5375
ZNF879_E5_1077.23,ZNF879,2391,2484
PRKCI_PKc_E12_136.1,PRKCI,443,693
FOXD4L5_E1_234.31,FOXD4L5,6744,983
TRIM33_Phd_E15_104.3,TRIM33,936,722
TRIM33_3384.348,TRIM33,1013,724
ADAM11_2310.88,ADAM11,2968,2797
KMT2E_Phd_E6_73.0,KMT2E,1468,2334
KLK8_137.8,KLK8,1114,992
ATAD2B_BD_e23_86.1,ATAD2B,1952,2512
PSMD14_933.41,PSMD14,2002,335
ZBED4_E2_1476.210,ZBED4,1282,1078
CREB3_E6_67.4,CREB3,1979,1604
NAALADL2_2388.166,NAALADL2,1788,2383
USP49_1923.101,USP49,1546,1997
ADAM30_2373.54,ADAM30,1689,1883
BAZ1A_BD_e26_88.4,BAZ1A,1434,1301
MACROD1_Macro153319_E1_978.155,MACROD1,910,1086
NFIA_E10_92.8,NFIA,2101,3009
TIE1_PKc_E19_71.4,TIE1,1527,1265
OSR2_E5_129.4,OSR2,2396,3373
TMPRSS2_1590.128,TMPRSS2,1644,2237
TRIM64_1350.132,TRIM64,1784,2435
ZNF121_Ex_993.11,ZNF121,4663,4832
ZNF77_E4_834.53,ZNF77,1651,1324
RNF167_1053.140,RNF167,1387,1648
TRIM23_1725.15,TRIM23,2416,2944
NR1H2_E5_274.13,NR1H2,2171,2490
KALRN_PKc_E60_399.58,KALRN,2108,1825
DPYSL5_1695.64,DPYSL5,2670,2643
FBXO10_2871.472,FBXO10,1071,1073
ABL2_PKc_E7_178.9,ABL2,1049,927
PHIP_5466.438,PHIP,601,577
DCUN1D2_780.37,DCUN1D2,950,1025
CREB3L2_E7_59.0,CREB3L2,1918,1458
PHF1_Phd1_E5_80.1,PHF1,2060,2162
NFIC_E4_61.2,NFIC,1291,883
CAPN5_1923.268,CAPN5,2539,2640
ZNRF3_2811.553,ZNRF3,953,1390
SMARCA2_D_e18_135.13,SMARCA2,2605,2803
ANPEP_2904.405,ANPEP,1018,853
TSHZ3_E2_207.12,TSHZ3,2500,2762
ZBTB24_E3_168.3,ZBTB24,2605,3102
USP25_3168.78,USP25,2768,3619
RFPL3_954.97,RFPL3,2036,2140
MTF2_tudor4595_E1_1782.1,MTF2,1121,1247
RNF115_915.67,RNF115,2930,4779
CDH1_2649.36,CDH1,701,755
WHSC1L1_Phd_E12_127.7,WHSC1L1,918,1405
ZNF528_E7_1308.66,ZNF528,2687,2857
INSM1_E1_675.59,INSM1,1154,1108
ZNF714_E5_1002.5,ZNF714,6145,7597
RNF39_1263.252,RNF39,908,817
FBXW9_3,FBXW9,933,884
OTUD4_438.1,OTUD4,2138,2719
ZNF780A_E6_1410.92,ZNF780A,4054,5484
REN_1221.97,REN,1708,1494
POMK_PKc_E5_705.23,POMK,2847,3642
HUNK_PKc_E1_90.6,HUNK,650,976
STK3_PKc_E13_135.6,STK3,416,553
PRSS53_1662.358,PRSS53,2088,2716
PHF21A_Phd_E15_129.14,PHF21A,1277,1525
PRKCG_PKc_E13_63,PRKCG,1479,1791
SMAD2_E4_190.12,SMAD2,3110,4422
ESX1_E2_89.3,ESX1,1883,1960
KIAA1804_PKc_E3_149.3,KIAA1804,1335,1618
TULP4_4632.344,TULP4,914,1108
MAP3K12_PKc_E4_192.1,MAP3K12,920,530
RNF5_4,RNF5,2107,2438
GSC_E2_135.12,GSC,1268,2050
TDRD6_tudor314360_E1_6291.123,TDRD6,1169,1832
RNF217_1629.170,RNF217,2138,2405
PBK_PKc_E6_130.3,PBK,990,1111
ZBTB48_BTB16119_E1_2067.369,ZBTB48,1137,1050
SHOX_E3_135.1,SHOX,805,1065
THAP9_E1_74.3,THAP9,890,746
RAG1_3132.326,RAG1,2811,4210
MTA1_Bah3188_E1_2148.2,MTA1,928,682
FOXJ2_E3_75.7,FOXJ2,1712,1631
PHF13_Phd_E4_141.6,PHF13,978,1065
TRIM67_2352.442,TRIM67,1257,1218
HOXD4_E2_177.0,HOXD4,1700,1911
UBE2L3_639.57,UBE2L3,1663,347
RNF144A_879.5,RNF144A,1144,1878
TRIM44_1035.118,TRIM44,1154,1104
JMJD6_e4_52.0,JMJD6,1622,1104
CDH1_2649.51,CDH1,802,2791
AKT3_PKc_E10_215.1,AKT3,420,356
YBX2_E4_90.1,YBX2,2699,1606
JAK2_PKc2_E21_125.3,JAK2,717,757
SMURF1_2187.245,SMURF1,1122,1545
KLHL9_BTB40146_E1_1854.19,KLHL9,634,658
RNF121_984.56,RNF121,2833,3667
KCTD7_BTB53138_E1_870.12,KCTD7,2056,1906
FOLH1B_1329.5,FOLH1B,2259,3547
CBX7_Chromo_E2_44.0,CBX7,1664,1817
PRPF19_1515.152,PRPF19,1553,110
STK25_PKc_E3_219,STK25,1448,1330
TRIML1_1407.185,TRIML1,2856,2396
GSC_E3_42.0,GSC,3092,3461
TRIM43_5,TRIM43,3032,3229
ZNF254_E6_1326.44,ZNF254,1412,1128
EGFR_PKc_E23_147.18,EGFR,960,430
TRAF3_1707.170,TRAF3,2059,1101
HDAC4_e21_120.2,HDAC4,2385,2295
UBC_2058.230,UBC,1159,1151
BATF2_E3_72.6,BATF2,1115,1925
NEUROG2_E2_180.18,NEUROG2,1252,1108
E2F7_E4_115.7,E2F7,1755,1730
PRKRIR_E1_80.9,PRKRIR,2186,343
SMAD5_E4_372.22,SMAD5,2004,1945
FBXL20_1311.44,FBXL20,1914,1766
UBE2K_603.3,UBE2K,1196,1017
UBE2D1_444.4,UBE2D1,1799,2125
DNMT1_Bah9811117_E1_4899.573,DNMT1,1852,674
BRD1_Phd_E2_162.16,BRD1,827,429
FANCL_1143.100,FANCL,1225,855
MYPOP_SANT_E2_231.17,MYPOP,2575,2542
SMAD2_E4_190.3,SMAD2,1064,1355
DRGX_E5_42.2,DRGX,2249,2780
TRPM6_PKc_E36_206.12,TRPM6,1026,1185
DDR2_PKc_E15_128.5,DDR2,579,632
TRPM6_PKc_E35_83.1,TRPM6,2055,2258
ZNF10_E5_666.38,ZNF10,2252,2131
TRIM21_1428.100,TRIM21,922,787
NPR2_PKc_E13_160.8,NPR2,552,600
DDIT3_E4_192.13,DDIT3,1470,1344
ZNF852_E4_1077.88,ZNF852,2259,2910
TPP2_3750.162,TPP2,1974,2020
GATAD2B_E8_203.17,GATAD2B,1870,1516
CAPN11_2220.9,CAPN11,1670,1870
PRDM5_E13_94.3,PRDM5,2261,2698
KCTD6_BTB14102_E1_714.66,KCTD6,667,542
RNF123_3945.331,RNF123,1784,1898
HAT1_e3_76.0,HAT1,2141,2770
HOXA9_E2_171.4,HOXA9,3047,1411
ZBTB4_E3_164.19,ZBTB4,1045,854
RNF44_1299.95,RNF44,522,553
AREL1_2472.94,AREL1,816,705
FOXN3_E2_204.2,FOXN3,2719,2780
EHMT2_e25_176.4,EHMT2,2929,2138
NR1I2_E3_134.23,NR1I2,1670,1569
BRDT_BD2_e7_129.2,BRDT,3025,3280
ABHD12B_858.97,ABHD12B,2063,1892
RNF216_2772.110,RNF216,1376,1099
LONRF3_2280.204,LONRF3,857,895
ATRX_ADD167270_E1_7479.19,ATRX,1703,1167
ZNF544_E7_1068.61,ZNF544,2211,3168
GAN_BTB20125_E1_1794,GAN,1590,1686
MINK1_PKc_E2_66.6,MINK1,1324,1286
HOXB7_E2_177.20,HOXB7,853,348
KLF11_E4_69.5,KLF11,2135,1991
USP14_1485.21,USP14,3014,1645
TGFBR2_PKc_E6_142.2,TGFBR2,1219,1309
ZNF513_E3_310.7,ZNF513,668,640
FBXO2_1,FBXO2,480,267
ZNF737_E4_1161.92,ZNF737,2854,4114
FXR1_Agenet59115_E1_1866.12,FXR1,2716,2962
ZNF81_E5_1236.68,ZNF81,1062,1316
ZNF551_E3_1038.29,ZNF551,814,769
ACVR1B_PKc_E6_168.13,ACVR1B,2379,1499
NFIL3_E2_156.6,NFIL3,2040,2003
MTF2_Phd1_E4_73.2,MTF2,2297,3233
ZNF232_E5_324.9,ZNF232,3281,2722
CERS6_E3_105.7,CERS6,1390,1138
ZNF584_E4_495.48,ZNF584,529,599
USP32_4815.139,USP32,1336,1392
ARID1B_E12_210.19,ARID1B,897,733
TRIO_PKc_E54_50.1,TRIO,1234,1641
MLLT10_Phd_E3_53.4,MLLT10,434,205
KCTD8_BTB46143_E1_1422.24,KCTD8,918,1265
ZNF416_E4_1290.139,ZNF416,1224,1050
ATAT1_e5_114.5,ATAT1,2055,2272
LITAF_E4_103.8,LITAF,2506,2655
KMT2D_e52_109.6,KMT2D,269,235
FBXO25_2,FBXO25,1438,1159
TDRD7_tudor707752_E1_3297.219,TDRD7,1065,1129
MBTPS1_3159.396,MBTPS1,1370,159
PRKG1_PKc_E13_142.5,PRKG1,1718,1520
NAALADL1_2223.4,NAALADL1,960,940
SYVN1_1854.55,SYVN1,1275,457
YY1_E5_126.2,YY1,2397,1724
RAF1_PKc_E14_119.3,RAF1,1250,962
NR4A1_E3_84.1,NR4A1,3838,4710
TDRD10_tudor200315_E1_1101.45,TDRD10,394,415
ASB5_990.49,ASB5,1767,2519
PAN2_3609.124,PAN2,1089,961
RERE_Bah102307_E1_4701.37,RERE,987,728
PBRM1_BD3_e13_140.1,PBRM1,1447,1971
USP7_3309.63,USP7,2180,1295
ZNF200_E5_240.7,ZNF200,2647,3156
F10_1467.184,F10,1225,1849
ZNF558_E10_666.46,ZNF558,2088,2246
DPP9_2679.182,DPP9,1035,532
NR1D1_E4_145.5,NR1D1,1104,1600
ABL1_PKc_E8_153.18,ABL1,1532,2460
DDB1_3423.328,DDB1,1765,335
BACH2_E8_126.1,BACH2,947,1363
GATA5_E3_135.7,GATA5,1315,1554
POU3F2_E1_174.9,POU3F2,1284,1203
CHD7_Chromo_E9_84.8,CHD7,1510,1322
PGA5_1167.123,PGA5,3148,2375
TRAF5_1674.165,TRAF5,681,982
TFAM_E5_96.3,TFAM,3409,912
ATXN3L_1068.64,ATXN3L,2367,2877
KMT2A_11919.361,KMT2A,1564,358
TRIM51_1359.139,TRIM51,1284,705
KLF15_E3_94.3,KLF15,2476,2254
BHLHE22_E1_174.13,BHLHE22,2447,2219
GZF1_E1_410.49,GZF1,2117,2724
UBTFL1_E1_558.64,UBTFL1,1881,2398
CAPN1_2145.311,CAPN1,1356,935
PRKD1_PKc_E15_99.1,PRKD1,947,1319
ZBTB32_E6_161.25,ZBTB32,814,905
MYNN_BTB14111_E1_1833.127,MYNN,1606,1044
USP19_175.14,USP19,1566,782
AEBP1_3477.479,AEBP1,1468,1605
USP5_2577.348,USP5,1965,140
ZNF276_E2_231.26,ZNF276,855,1025
FBXW9_15,FBXW9,1704,1330
MMP23B_140.28,MMP23B,1650,769
KLK8_263.4,KLK8,1687,1700
SLK_PKc_E4_150.6,SLK,1147,1362
FBXO42_2154.14,FBXO42,1622,1884
CHD4_Chromo_E11_69.2,CHD4,1740,104
RNF41_954.35,RNF41,867,1480
ZBTB25_E6_69.1,ZBTB25,880,1035
SIAH2_975.132,SIAH2,734,607
L3MBTL1_MBT385481_E1_2523.334,L3MBTL1,1580,1296
FER_PKc_E15_116.2,FER,1495,2144
HELLS_D_e11_135.2,HELLS,1920,2522
BRD9_BD_e6_111.2,BRD9,2046,890
RFPL4B_792.63,RFPL4B,869,688
HNF1B_E3_116.11,HNF1B,817,1378
FBXL15_903.164,FBXL15,452,280
AHR_E2_126.8,AHR,2416,2390
RHOBTB1_BTB396455_E1_2091.195,RHOBTB1,1175,1194
FGFR3_PKc_E10_38.6,FGFR3,384,299
NR1I3_E3_131.6,NR1I3,3421,3453
MORC4_CW424471_E1_2814.261,MORC4,1759,2264
ELMSAN1_SANT_E10_54.1,ELMSAN1,1347,1198
ASB1_1008.132,ASB1,933,834
RNF38_1548.58,RNF38,812,773
SUV420H1_e9_105.1,SUV420H1,1270,716
MAST3_PKc_E16_166.17,MAST3,603,632
ZNF665_E4_1497.59,ZNF665,3007,3705
MATK_PKc_E10_85.2,MATK,1254,847
DCAF12_1362.146,DCAF12,1631,1263
KLHL30_BTB23130_E1_1737.364,KLHL30,1191,829
RNF13_1146.45,RNF13,2588,2508
ZNF711_E9_1113.18,ZNF711,3452,4466
MOZ_e13_94.5,MOZ,3562,3206
USP14_1485.88,USP14,969,381
KAT5_Chromo_E1_64.7,KAT5,929,142
HOXB3_E4_177.17,HOXB3,2237,1717
PRSS33_843.177,PRSS33,2595,1584
CCNF_2361.386,CCNF,1251,1169
ZNF543_E4_1020.70,ZNF543,2121,2023
ATF6_E8_162.2,ATF6,1972,1786
BTBD1_BTB62175_E1_1449.42,BTBD1,1911,1854
MYPOP_SANT_E2_231.10,MYPOP,1416,1448
ZFP62_E2_2208.9,ZFP62,501,394
PRKCI_PKc_E9_177.5,PRKCI,1872,2434
XIAP_1494.10,XIAP,1403,2197
STAT6_E12_93.0,STAT6,780,1052
CUL5_2343.92,CUL5,2468,5130
EIF3H_1059.85,EIF3H,2182,544
USP19_69.0,USP19,2327,2412
KCTD19_BTB1872_E1_2781.442,KCTD19,1216,1532
RFX7_E5_117.4,RFX7,4017,4108
RHBDF1_2568.393,RHBDF1,1463,549
ITK_PKc_E13_217.11,ITK,717,885
CHD6_D_e12_244.11,CHD6,1879,1900
UBE2W_576.52,UBE2W,3182,3858
ZNF593_E2_63.1,ZNF593,2461,2279
ZNF503_E2_183.37,ZNF503,454,778
ZFP3_E2_1071.25,ZFP3,1338,1176
ARIH2_1482.25,ARIH2,1434,1572
NAALADL1_2223.12,NAALADL1,3069,1998
ZGLP1_E3_94.6,ZGLP1,2910,3460
CERS4_E4_81.0,CERS4,1516,1039
THAP7_E1_71.5,THAP7,153,84
GSX1_E2_174.9,GSX1,1573,1675
HECW1_4719.422,HECW1,971,890
ZBTB14_BTB26132_E1_1350.8,ZBTB14,492,447
LMTK2_PKc_E8_85.7,LMTK2,1571,1414
MAP3K11_PKc_E2_181.2,MAP3K11,2008,2153
ETV2_E7_141.13,ETV2,2486,2548
RAD54L2_D_e10_135.5,RAD54L2,1348,184
ZBTB42_BTB14121_E1_1269.23,ZBTB42,1946,2036
ZNF823_E4_1167.67,ZNF823,1432,745
TRAF2_1506.70,TRAF2,1939,699
POU2F2_E11_108.2,POU2F2,1622,1753
NEK1_PKc_E7_68.1,NEK1,1624,1622
ZNF836_E5_2079.150,ZNF836,832,976
IDE_3060.14,IDE,1958,2401
SCYL3_PKc_E5_57,SCYL3,691,1050
SOX6_E13_109.0,SOX6,1092,1223
HERC5_3075.285,HERC5,1278,1410
MMP20_1452.169,MMP20,2016,2097
SUV39H1_e3_105.1,SUV39H1,1068,986
ZNF80_E1_411.15,ZNF80,2422,2391
CLOCK_e22_203.13,CLOCK,2242,2255
ACVRL1_PKc_E9_131.6,ACVRL1,903,997
BLMH_1368.33,BLMH,2877,2335
EZH1_SANT_E12_105.4,EZH1,1603,1205
HIC1_E2_243.8,HIC1,1968,2005
NEURL2_858.73,NEURL2,329,279
INSR_PKc_E17_213.25,INSR,1044,1275
HERC2_14505.717,HERC2,1712,1850
MARCH9_1041.168,43533,1866,1506
TLX1_E2_167.10,TLX1,532,397
NRL_E3_210.1,NRL,820,719
LPA_6123.417,LPA,1663,2354
HAND1_E1_162.10,HAND1,1245,1191
NCOA1_e18_175.22,NCOA1,4264,4407
CDC42BPG_PKc_E5_149.5,CDC42BPG,431,482
ZSCAN16_E4_324.11,ZSCAN16,1232,998
ZBTB24_BTB27133_E1_2094.18,ZBTB24,1646,1190
ZBTB40_BTB19113_E1_3720.487,ZBTB40,969,966
UBE2F_558.4,UBE2F,530,854
DMRTC2_E2_113.4,DMRTC2,1761,1932
EIF2AK4_PKc_E8_123.1,EIF2AK4,1297,522
ARID1A_E11_210.8,ARID1A,1990,945
ZFY_E8_588.16,ZFY,2203,3213
TRIM50_1464.316,TRIM50,495,338
MMP3_1434.45,MMP3,2112,3511
KLF15_E3_94.1,KLF15,1439,965
PCGF2_1035.200,PCGF2,1102,766
ZMIZ2_2763.435,ZMIZ2,1519,772
TMPRSS11E_1272.43,TMPRSS11E,1578,1695
ZNF285_E5_1002.107,ZNF285,2031,3055
EPHA5_PKc_E14_210.8,EPHA5,1401,1757
NFX1_3366.72,NFX1,2273,1781
FBXO18_3285.402,FBXO18,2343,2377
THAP11_E1_234.6,THAP11,1299,83
SIRT5_e9_116.7,SIRT5,1644,2496
HOXB2_E2_174.17,HOXB2,233,156
MSX2_E2_177.17,MSX2,648,705
PAX4_E3_33.3,PAX4,1221,1929
PRSS2_42.0,PRSS2,1404,1252
TBX20_E3_165.10,TBX20,2511,2554
ZBTB48_E5_93.1,ZBTB48,1044,944
HIF1A_E2_187.9,HIF1A,1928,2500
JAK2_PKc_E13_135.1,JAK2,1966,2018
SFMBT1_MBT131232_E1_2601.53,SFMBT1,1235,928
TEK_PKc_E18_114.4,TEK,1633,2246
ARIH2_1482.141,ARIH2,1165,2126
TRAF7_2013.243,TRAF7,1600,1247
ESPL1_6363.422,ESPL1,2732,246
HMBOX1_E9_86.0,HMBOX1,2186,2996
ZNF337_E4_1665.123,ZNF337,2800,3692
ZNF236_Ex_386.54,ZNF236,1587,1148
BTRC_1818.26,BTRC,2172,2457
ANAPC15_378.7,ANAPC15,1435,858
CAD_6678.1052,CAD,1138,904
USP32_4815.271,USP32,3070,2062
ZNF677_E5_903.60,ZNF677,1729,2157
ZNF439_E3_834.56,ZNF439,926,1036
MORC4_CW424471_E1_2814.79,MORC4,1756,3204
FBXL19_2085.249,FBXL19,678,688
USP11_2892.98,USP11,2918,3227
TBX21_E4_159.2,TBX21,2967,2136
UNK_2433.191,UNK,642,578
FBXO22_1212.139,FBXO22,1936,1839
PML_2649.304,PML,984,942
PHF19_Phd2_E8_34.0,PHF19,785,791
ZNF2_E5_666.4,ZNF2,1972,1655
CDK1_e3.1,CDK1,5271,1463
PDX1_E2_177.13,PDX1,2093,2052
ZNF682_E4_750.52,ZNF682,1602,1766
TRIM7_1536.9,TRIM7,532,930
PPIL2_1563.238,PPIL2,3095,969
ZNF837_E3_690.106,ZNF837,1085,1094
CBX7_Chromo_E2_44.2,CBX7,943,1092
MAP4K3_PKc_E6_48,MAP4K3,1471,1765
TRIM71_2607.495,TRIM71,292,313
RNF130_1260.128,RNF130,430,295
ILK_PKc_E8_110.1,ILK,1152,680
L3MBTL4_MBT273364_E1_1872.68,L3MBTL4,2673,2519
FGFR2_PKc_E13_191.1,FGFR2,1238,1939
ING1_Phd_E2_635.68,ING1,823,778
HM13_1281.181,HM13,1522,810
CDC16_1863.102,CDC16,3661,231
GZMM_774.97,GZMM,2375,1276
AGA_1041.34,AGA,2360,2186
EZH2_SANT2_E11_170.7,EZH2,522,116
ZNF414_E3_85.8,ZNF414,1783,1580
ZNF865_E1_1950.496,ZNF865,956,1071
CDK16_PKc_E6_115.13,CDK16,610,731
ZNF534_E4_1170.65,ZNF534,3174,4226
SENP5_2268.128,SENP5,3318,4054
XPNPEP1_61.3,XPNPEP1,4045,4375
ATF2_e11_150.4,ATF2,1012,1198
FBXO22_1212.16,FBXO22,1521,1313
TDRD6_tudor13561401_E1_6291.438,TDRD6,1693,2236
SIX4_E1_165.8,SIX4,716,503
MASP2_717.3,MASP2,3840,3453
MYCBP2_14037.1075,MYCBP2,1072,1430
RNF8_1458.104,RNF8,1597,667
AK2_PKc_E6_159.16,AK2,1425,803
PAX4_E1_117.10,PAX4,2599,3300
PHF3_Phd_E6_118.0,PHF3,1154,727
NPAS4_E6_362.13,NPAS4,1269,1329
TLX2_E2_167.15,TLX2,2947,2699
PRRX1_E2_123.5,PRRX1,833,1231
LNX1_2187.296,LNX1,2102,2882
CPA5_1311.92,CPA5,3029,2519
NSD2_e21_142.16,NSD2,3038,2651
GSK3A_PKc_E3_84,GSK3A,355,522
ZBTB42_BTB14121_E1_1269.25,ZBTB42,717,814
ZBTB26_BTB23123_E1_1326.8,ZBTB26,670,774
DPP10_2403.119,DPP10,1662,1455
TRIM17_1434.279,TRIM17,1322,1981
MORC1_CW481530_E1_2955.7,MORC1,559,698
LEF1_E9_99.0,LEF1,1461,3209
PRSS41_957.96,PRSS41,2837,2246
KMT2D_ePhd2_E49_321.38,KMT2D,1105,1490
ZNF467_E5_1212.210,ZNF467,759,665
PIK3R4_PKc_E2_661.6,PIK3R4,1102,129
ZNF205_E7_582.74,ZNF205,705,259
PML_2649.26,PML,539,409
MGRN1_1731.244,MGRN1,487,340
