Experiment Name:,Exp_20260525_HCT116_Mitotracker

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A
01-KO3_AZ-E4,,15884,9147,9146,7932,22,1036,100.00%,57.59%,57.58%,49.94%,0.14%,6.52%,100.00%,57.59%,99.99%,86.73%,0.24%,11.33%,460901.3,376197.4,376212.6,352481.2,227349.1,542862.3,261450.8,357681.1,357697.0,338789.7,214633.1,524096.8,331449.6,353826.3,353835.8,337903.9,200766.9,522681.7,64.51%,30.15%,30.15%,27.44%,31.31%,26.97%,213813.5,106689.1,106681.1,92729.6,62856.3,140977.8,245.08%,33.24%,33.24%,29.05%,37.81%,26.28%,1129569.5,125049.4,125047.8,102399.7,85967.3,142674.1,941453.4,477540.4,477573.8,447027.9,238040.2,690944.1,386064.7,445925.6,445971.9,420778.0,223133.3,671153.8,441208.3,448377.0,448391.7,425662.2,216389.8,713089.8,66.60%,38.44%,38.43%,35.03%,35.23%,23.17%,293829.2,172351.6,172315.4,149095.0,76240.7,165248.1,385.50%,36.61%,36.61%,34.71%,39.81%,22.13%,3629307.8,174838.7,174819.2,155154.1,94767.4,152909.6,753003.3,618201.6,618242.5,532823.8,66672.4,1233267.1,379256.1,553654.3,553703.9,497562.8,62623.3,1211237.5,525293.4,557343.8,557380.8,519771.5,68740.1,1163997.3,78.60%,44.94%,44.93%,39.06%,32.70%,16.28%,412893.9,250491.3,250441.8,203002.3,22477.2,189448.5,129.25%,48.37%,48.37%,34.90%,32.34%,20.98%,973266.3,299037.1,299027.8,185969.4,21561.1,258741.0,508464.3,404599.6,404525.0,371480.2,310956.3,633273.3,266062.6,373108.6,373065.0,347267.2,232698.7,613221.3,366966.1,380002.1,379975.8,356824.2,331695.1,610340.8,65.33%,38.83%,38.83%,35.39%,62.75%,22.80%,239751.3,147544.0,147528.6,126289.3,208147.3,139175.4,125.62%,40.42%,40.39%,35.92%,57.49%,27.34%,638718.4,163520.6,163373.9,133440.0,178756.2,173149.1
01-KO3_AZ-F4,,15361,8905,8904,7653,15,1067,100.00%,57.97%,57.96%,49.82%,0.10%,6.95%,100.00%,57.97%,99.99%,85.95%,0.17%,11.98%,441715.8,371390.0,371406.9,346899.9,223020.0,532255.4,251274.8,353166.5,353185.2,333525.2,215505.0,514086.6,319656.8,348594.3,348610.3,332933.7,207732.5,521494.5,66.61%,31.57%,31.56%,28.22%,26.39%,26.09%,212931.2,110035.1,110013.5,93969.4,54813.6,136072.4,259.73%,33.09%,33.08%,28.86%,28.69%,25.83%,1147262.4,122874.6,122871.1,100125.2,63977.2,137495.9,895084.4,467068.9,467105.1,435373.2,271041.8,673178.4,369646.6,436038.2,436092.1,409952.1,256507.2,650839.3,420464.8,433507.8,433516.2,410110.3,230762.0,691560.2,63.57%,38.35%,38.34%,34.79%,23.33%,26.29%,267281.4,166228.8,166222.5,142670.6,53834.1,181786.3,418.69%,37.08%,37.07%,34.93%,35.20%,24.16%,3747598.3,173171.1,173147.2,152072.1,95415.2,162611.8,724896.1,627627.8,627686.4,537153.4,73945.3,1233024.3,378528.8,563564.5,563670.6,502877.5,67345.1,1211287.0,519778.1,562730.8,562755.1,521835.9,85677.6,1159423.3,75.93%,44.99%,44.99%,38.92%,14.58%,15.82%,394676.7,253187.2,253172.2,203117.4,12490.5,183446.0,123.72%,48.00%,47.99%,34.40%,34.83%,20.83%,896836.0,301287.0,301253.1,184776.3,25756.6,256829.6,496752.7,418439.6,418392.8,383325.4,304070.6,648175.4,270431.5,387094.8,387061.4,359555.9,267750.5,624331.5,369117.2,389722.0,389696.7,363312.0,237081.1,627525.8,62.24%,38.38%,38.38%,34.82%,43.94%,26.56%,229753.5,149590.9,149560.2,126501.6,104170.1,166649.5,120.30%,40.70%,40.70%,36.32%,54.49%,28.70%,597574.4,170323.1,170275.4,139227.1,165679.2,186000.4
01-KO1_OE_AZ-D6,,2865,780,780,607,5,151,100.00%,27.23%,27.23%,21.19%,0.17%,5.27%,100.00%,27.23%,100.00%,77.82%,0.64%,19.36%,763422.5,393525.4,393525.4,363275.0,214181.7,513751.1,235483.5,373355.2,373355.2,347701.9,202585.4,496867.6,292915.1,379380.2,379380.2,349005.2,191084.2,483530.0,113.43%,33.31%,33.31%,29.83%,27.35%,22.94%,332263.7,126379.9,126379.9,104094.7,52258.8,110938.5,332.86%,32.87%,32.87%,30.05%,39.73%,25.92%,2541113.3,129360.5,129360.5,109160.3,85095.2,133168.8,2258867.0,557878.4,557878.4,522365.0,213630.7,701159.5,456300.0,523693.8,523693.8,491699.3,210841.7,680871.6,527865.4,538598.9,538598.9,505664.1,201446.8,712730.0,110.30%,39.54%,39.54%,36.45%,12.42%,25.84%,582256.3,212977.4,212977.4,184303.3,25010.6,184177.9,379.70%,33.91%,33.91%,33.88%,18.87%,22.64%,8576922.0,189155.4,189155.4,177001.2,40305.2,158763.5,772425.1,675629.5,675629.5,532052.0,65203.5,1241132.6,280883.1,582391.0,582391.0,487261.4,59616.1,1216105.4,446247.9,602000.6,602000.6,529782.9,69496.7,1169177.9,128.31%,55.36%,55.36%,44.73%,27.97%,17.87%,572559.5,333294.5,333294.5,236946.4,19437.8,208900.7,139.77%,53.35%,53.35%,38.85%,38.25%,22.11%,1079601.3,360460.0,360460.0,206700.0,24940.0,274392.2,592226.6,498162.4,498162.4,450659.4,338113.4,688235.4,213664.2,455061.1,455061.1,416083.0,249580.0,655165.9,380158.4,478333.2,478333.2,434656.2,304836.1,633687.1,124.13%,40.00%,40.00%,36.68%,72.30%,21.13%,471872.6,191353.3,191353.3,159440.8,220387.1,133872.8,141.25%,41.56%,41.56%,37.53%,65.46%,34.46%,836501.9,207032.9,207032.9,169114.4,221315.3,237148.5
01-KO1_OE_AZ-E6,,5128,1623,1623,1189,5,377,100.00%,31.65%,31.65%,23.19%,0.10%,7.35%,100.00%,31.65%,100.00%,73.26%,0.31%,23.23%,630262.5,398880.2,398880.2,360335.2,202742.1,516317.3,270351.5,379803.7,379803.7,346572.9,193285.3,501727.5,343894.3,381017.3,381017.3,348093.6,179520.3,503670.5,101.03%,31.43%,31.43%,27.93%,18.07%,25.22%,347442.7,119737.0,119737.0,97211.0,32430.7,127040.8,294.98%,31.60%,31.60%,28.18%,37.63%,23.93%,1859162.5,126051.5,126051.5,101549.8,76293.1,123571.2,1716038.9,562337.3,562337.3,517443.6,166569.4,698155.9,523253.6,531164.7,531164.7,490670.4,166043.4,678260.3,587687.6,551211.4,551211.4,494567.7,169102.7,722151.2,93.55%,37.18%,37.18%,33.82%,11.70%,23.27%,549763.3,204915.6,204915.6,167282.5,19777.4,168039.8,357.18%,32.14%,32.14%,31.77%,8.90%,22.10%,6129385.5,180749.9,180749.9,164375.1,14818.4,154280.3,957071.3,755750.8,755750.8,588427.3,72953.8,1264836.0,420958.6,674640.1,674640.1,552992.9,71631.5,1240012.1,613261.3,687724.2,687724.2,591202.0,74436.0,1196323.9,109.00%,46.35%,46.35%,35.42%,10.68%,17.74%,668443.5,318794.3,318794.3,209412.3,7951.0,212237.0,121.87%,47.15%,47.15%,32.07%,20.52%,21.67%,1166383.8,356357.2,356357.2,188684.6,14969.6,274139.5,676001.9,517999.1,517999.1,462866.6,244565.4,685211.4,291252.5,479075.0,479075.0,430657.1,221841.7,659916.4,468784.3,496892.8,496892.8,449113.8,191240.6,656257.2,101.38%,35.06%,35.06%,30.90%,33.32%,21.63%,475263.5,174200.4,174200.4,138769.3,63730.4,141965.1,118.41%,39.06%,39.06%,37.49%,54.65%,29.02%,800435.6,202324.1,202324.1,173511.9,133652.5,198859.5
01-KO1_OE_AZ-F6,,5641,1799,1799,1303,3,439,100.00%,31.89%,31.89%,23.10%,0.05%,7.78%,100.00%,31.89%,100.00%,72.43%,0.17%,24.40%,618482.1,405198.3,405198.3,362606.8,219537.5,527860.6,275361.9,384742.9,384742.9,348293.0,216221.7,511733.6,344042.6,390722.5,390722.5,349993.8,196289.5,505074.3,99.86%,32.68%,32.68%,29.69%,6.90%,25.70%,343547.2,127682.1,127682.1,103930.4,13539.8,129828.2,286.06%,32.57%,32.57%,28.58%,22.04%,24.82%,1769246.5,131956.8,131956.8,103647.2,48391.6,130989.8,1685369.4,568805.7,568805.7,518027.8,191419.6,711559.1,536820.3,536058.4,536058.4,489769.4,174203.9,692322.8,598870.7,556647.2,556647.2,505758.2,150472.0,731231.3,90.41%,37.43%,37.43%,34.94%,36.85%,22.35%,541415.1,208353.7,208353.7,176701.6,55448.6,163458.3,353.18%,32.54%,32.54%,32.41%,54.85%,21.46%,5952368.0,185061.3,185061.3,167892.0,104991.0,152708.4,925266.7,766596.2,766596.2,581251.0,76524.0,1298326.4,417091.3,676783.9,676783.9,543050.9,76149.6,1265757.0,618233.1,696790.5,696790.5,580665.2,80254.1,1181917.3,106.92%,48.83%,48.83%,36.19%,5.31%,19.51%,661018.5,340276.0,340276.0,210169.9,4263.2,230570.8,116.38%,50.13%,50.13%,33.30%,11.85%,24.55%,1076846.6,384273.5,384273.5,193568.8,9065.8,318723.0,654928.4,518923.0,518923.0,458521.6,219488.9,685659.6,292659.1,481392.0,481392.0,428979.3,159424.8,662464.9,467575.5,501122.9,501122.9,445936.6,105576.7,663108.5,97.74%,36.93%,36.93%,33.78%,33.95%,23.68%,457018.4,185042.0,185042.0,150654.4,35843.5,156991.2,115.76%,37.48%,37.48%,34.69%,99.58%,27.40%,758126.7,194473.4,194473.4,159075.0,218573.3,187878.4
01-KO2_OE_AZ-D7,,7913,3549,3545,2735,5,727,100.00%,44.85%,44.80%,34.56%,0.06%,9.19%,100.00%,44.85%,99.89%,77.15%,0.14%,20.51%,522301.5,406421.4,406621.4,362493.4,223708.5,566901.8,248829.9,381953.2,382185.2,346088.5,207733.6,547179.9,325793.9,378137.3,378562.8,347382.1,186470.6,546822.2,96.72%,34.69%,34.63%,29.68%,16.76%,25.54%,315115.1,131165.1,131100.8,103102.2,31260.0,139632.1,302.15%,36.31%,36.28%,31.37%,49.35%,26.20%,1578154.8,147578.3,147530.4,113729.5,110410.4,148503.0,1128086.0,500345.5,500783.1,454902.2,194470.3,666151.0,399858.8,463300.9,464059.7,424533.0,191708.5,640407.4,451994.4,471159.5,471688.2,429956.0,188360.9,694636.3,83.61%,43.09%,43.03%,38.37%,9.49%,26.77%,377925.3,203039.3,202976.6,164957.3,17879.3,185984.8,388.55%,38.05%,37.95%,36.98%,19.49%,25.61%,4383219.0,190404.4,190062.6,168240.4,37905.0,170617.3,831442.8,718383.2,719062.6,562562.4,60184.5,1287281.8,375664.9,633604.8,634966.1,525655.3,57449.9,1258044.0,537693.4,640522.1,640967.2,557999.9,67214.4,1212107.1,100.91%,49.07%,49.00%,39.12%,41.83%,19.06%,542567.3,314285.3,314056.0,218281.3,28116.6,231012.8,137.70%,51.01%,50.92%,34.17%,33.15%,23.40%,1144923.3,366473.2,366113.9,192233.3,19953.5,301164.8,577028.4,471969.8,471409.2,422149.9,202716.6,649587.8,272045.3,435947.3,435797.6,394598.9,156240.6,624133.9,397172.3,443188.6,443108.2,403788.3,161571.1,627202.2,83.73%,39.65%,39.65%,34.96%,117.59%,26.92%,332552.8,175741.1,175675.5,141173.2,189990.6,168827.4,137.11%,39.67%,39.13%,35.68%,62.84%,29.04%,791183.8,187247.7,184477.6,150636.2,127395.4,188650.0
01-KO2_OE_AZ-E7,,7703,3677,3673,2917,15,667,100.00%,47.73%,47.68%,37.87%,0.19%,8.66%,100.00%,47.73%,99.89%,79.42%,0.41%,18.16%,533290.8,395353.4,395495.2,354313.1,211844.2,568121.6,253695.2,372328.3,372470.9,339387.8,207310.7,549987.7,322868.9,370452.7,370910.8,341863.6,196313.4,557623.7,92.77%,34.92%,34.85%,30.01%,13.31%,25.17%,299532.8,129346.7,129248.3,102607.5,26131.1,140369.3,284.46%,35.67%,35.66%,29.79%,23.14%,25.13%,1517004.8,141029.6,141033.9,105544.0,49022.2,142770.1,1298463.4,494994.7,495256.5,454741.0,240075.4,662857.8,411482.2,459864.9,460410.4,425936.2,231885.6,637394.1,444050.1,463994.4,464004.1,427937.0,237810.1,683462.9,77.47%,41.46%,41.44%,37.23%,36.00%,28.06%,343993.7,192360.7,192288.5,159334.5,85608.6,191786.5,428.73%,37.39%,37.31%,35.99%,28.42%,25.58%,5566874.0,185088.5,184785.8,163675.2,68241.0,169527.8,783640.1,695951.5,696173.7,560860.6,69059.4,1273538.5,378549.9,613645.8,613957.4,522103.1,67353.3,1248352.5,532704.2,628318.7,628325.5,552307.3,65872.9,1203949.1,94.73%,48.49%,48.46%,40.05%,28.56%,18.35%,504635.8,304700.1,304494.4,221221.9,18812.3,220935.4,129.35%,50.22%,50.19%,34.78%,22.39%,21.70%,1013658.1,349492.3,349443.6,195063.8,15463.2,276420.6,541847.9,454676.0,453740.3,410651.2,199390.8,635370.5,272077.2,419964.9,419994.0,384404.3,170338.6,613131.2,388457.1,431000.1,431000.1,392961.9,158684.8,614311.8,74.71%,38.47%,38.37%,35.24%,63.25%,25.55%,290203.7,165806.4,165375.4,138486.3,100373.8,156931.8,127.44%,41.52%,38.91%,35.99%,56.70%,27.00%,690526.3,188789.1,176559.9,147813.5,113053.1,171544.4
01-KO2_OE_AZ-F7,,10556,5426,5424,4108,5,1176,100.00%,51.40%,51.38%,38.92%,0.05%,11.14%,100.00%,51.40%,99.96%,75.74%,0.09%,21.68%,494960.3,390996.3,391028.0,345749.4,216736.7,542182.7,263670.8,368807.4,368856.9,331793.9,210292.2,523628.3,319542.3,365779.4,365779.4,333915.3,211520.7,526549.1,81.89%,33.78%,33.77%,28.03%,20.43%,26.40%,261672.8,123546.5,123515.5,93590.0,43209.3,139019.8,290.94%,35.25%,35.24%,29.23%,27.72%,26.05%,1440029.1,137820.0,137798.8,101079.4,60070.0,141217.9,1087741.3,474089.5,474100.8,422499.6,185367.0,647102.3,418802.9,439175.5,439220.1,395949.1,175203.8,620654.9,427973.5,440654.8,440654.8,398780.8,172181.7,666922.4,67.33%,41.43%,41.41%,36.54%,17.92%,30.63%,288168.3,182580.8,182483.4,145717.6,30850.4,204303.3,443.45%,38.68%,38.67%,36.29%,40.61%,26.77%,4823580.0,183380.3,183327.1,153333.0,75285.6,173213.3,824488.1,741437.4,741469.8,577976.0,86878.2,1290954.1,464087.3,660718.4,660742.3,543753.1,86728.9,1262105.1,581121.1,665276.8,665276.8,574938.5,87647.8,1206414.5,81.15%,45.97%,45.93%,36.59%,6.57%,19.15%,471600.0,305852.6,305584.4,210364.3,5754.4,231046.5,118.43%,49.16%,49.16%,32.15%,6.50%,23.22%,976459.4,364487.2,364516.1,185837.5,5646.0,299760.1,558185.1,470982.9,470071.0,414628.5,262211.2,657087.4,315645.9,435590.3,435291.2,389508.5,209508.3,631114.4,404308.6,442285.3,442217.2,392407.4,259882.5,630001.9,65.48%,38.54%,38.52%,34.55%,70.91%,28.57%,264727.4,170447.3,170346.3,135577.2,184288.1,179981.7,121.58%,41.98%,40.68%,37.03%,62.54%,29.50%,678659.9,197719.7,191208.0,153550.5,163981.8,193817.8
01-KO3_OE_AZ-D8,,11272,5416,5416,4862,5,478,100.00%,48.05%,48.05%,43.13%,0.04%,4.24%,100.00%,48.05%,100.00%,89.77%,0.09%,8.83%,453208.5,376260.9,376260.9,356566.4,245636.4,557916.0,206588.6,357081.7,357081.7,341447.6,236990.7,538256.4,291559.8,353994.1,353994.1,341341.6,235738.2,536516.3,88.48%,31.61%,31.61%,29.44%,25.69%,28.41%,257975.8,111905.2,111905.2,100498.5,60555.2,152439.2,327.80%,33.58%,33.58%,30.11%,29.73%,26.37%,1485621.3,126365.7,126365.7,107360.3,73019.1,147119.8,1065381.4,490983.3,490983.3,469524.9,200662.3,685944.9,343508.0,459233.4,459233.4,440973.8,196384.0,664273.3,423968.8,462948.2,462948.2,443165.6,206190.9,689541.4,74.36%,38.91%,38.91%,36.51%,15.21%,26.80%,315252.4,180113.3,180113.3,161799.6,31351.5,184784.8,468.71%,36.03%,36.03%,35.21%,22.63%,23.39%,4993546.0,176920.9,176920.9,165297.0,45407.4,160409.0,571734.1,571155.7,571155.7,504025.1,76865.9,1202303.4,276134.5,510839.3,510839.3,467012.7,76412.1,1182704.6,419108.6,517963.3,517963.3,490187.3,70793.8,1122025.8,91.57%,45.88%,45.88%,41.40%,2.61%,14.87%,383787.6,237619.6,237619.6,202923.5,1844.2,166884.0,120.47%,48.76%,48.76%,36.93%,12.37%,20.01%,688745.8,278490.3,278490.3,186134.7,9510.4,240568.9,447174.3,425517.7,425517.7,401303.1,177142.9,648659.5,216371.4,395504.3,395504.3,376355.7,175846.7,624076.8,348078.1,396903.7,396903.7,380200.3,174951.8,627319.6,72.60%,37.74%,37.74%,35.18%,12.08%,25.43%,252700.2,149801.6,149801.6,133766.8,21142.6,159500.4,118.28%,39.59%,39.59%,36.85%,13.55%,28.83%,528908.6,168450.1,168450.1,147869.0,23995.5,187034.2
01-KO3_OE_AZ-E8,,10361,4333,4332,3785,10,465,100.00%,41.82%,41.81%,36.53%,0.10%,4.49%,100.00%,41.82%,99.98%,87.37%,0.23%,10.73%,426503.8,370488.3,370516.2,347595.9,209660.0,544693.6,158527.5,351991.8,352019.7,333726.0,206639.4,527485.3,260274.4,349308.6,349353.3,335473.8,199872.4,521282.1,107.84%,31.12%,31.12%,28.31%,17.10%,24.86%,280684.2,108703.6,108717.5,94978.2,34187.1,129614.5,339.89%,33.17%,33.17%,29.03%,18.43%,25.36%,1449633.9,122905.4,122905.9,100904.5,38642.2,138152.7,1086277.4,498607.8,498702.0,472898.8,221508.6,695821.5,274204.4,466464.6,466641.5,444786.6,197974.9,675365.5,395848.3,473322.4,473326.0,448349.0,188902.7,714130.0,100.13%,39.77%,39.77%,37.43%,49.55%,25.76%,396376.3,188218.2,188219.6,167828.8,93603.7,183986.7,483.48%,35.75%,35.72%,34.66%,53.11%,22.73%,5251926.0,178235.9,178148.5,163892.6,117651.6,158174.7,565208.4,607178.9,607288.6,525018.9,64951.0,1234783.8,210797.4,542454.1,542631.1,489137.5,61213.8,1212750.4,393110.7,543310.1,543461.8,509992.0,69494.3,1165942.1,119.28%,45.42%,45.37%,39.73%,18.25%,16.68%,468904.7,246771.4,246568.1,202614.2,12679.9,194531.2,137.59%,48.97%,48.96%,35.57%,31.38%,20.75%,777662.8,297355.8,297302.5,186768.5,20384.8,256177.7,433219.2,442478.2,442462.7,414054.3,198261.2,661007.4,161337.4,413575.3,413555.3,391094.0,154199.3,638355.9,331768.7,418935.9,418933.7,397931.7,159692.3,632828.7,102.38%,36.80%,36.81%,34.28%,82.35%,26.33%,339669.3,154187.9,154211.1,136419.1,131513.1,166641.0,130.20%,37.06%,37.06%,33.58%,66.28%,27.01%,564043.6,163982.1,163997.9,139053.6,131406.5,178517.4
01-KO3_OE_AZ-F8,,13804,5980,5979,5353,15,540,100.00%,43.32%,43.31%,38.78%,0.11%,3.91%,100.00%,43.32%,99.98%,89.53%,0.25%,9.03%,364781.0,373337.8,373361.6,353665.0,208199.6,556966.8,144666.6,354767.7,354793.2,339412.7,202472.2,537260.5,253418.6,350875.9,350903.0,339535.6,197623.7,535792.9,111.06%,31.07%,31.07%,28.57%,21.69%,28.30%,281440.7,109008.7,109014.1,97001.2,42866.1,151612.4,309.26%,33.38%,33.38%,29.45%,25.07%,26.66%,1128110.8,124632.0,124628.8,104136.8,52185.6,148495.5,818148.9,481594.2,481622.3,462018.5,232760.4,663197.5,239588.8,451381.7,451409.2,435022.3,223326.2,638520.2,369815.6,451079.4,451084.8,435361.3,221667.1,682167.6,101.82%,37.76%,37.75%,35.85%,34.12%,28.10%,376557.4,170306.0,170282.6,156070.1,75627.9,191702.8,468.20%,35.77%,35.77%,34.71%,30.91%,25.58%,3830555.5,172274.3,172275.0,160358.4,71948.9,169644.6,494656.4,562079.1,562127.6,491196.9,71358.7,1227365.5,178615.9,496414.3,496464.2,452611.3,69098.1,1203684.4,343903.8,503250.6,503372.3,471479.9,72368.0,1146515.8,124.38%,47.83%,47.80%,43.48%,31.77%,14.99%,427732.2,240727.2,240607.2,205000.0,22991.9,171873.1,135.50%,52.13%,52.12%,38.60%,24.74%,22.29%,670253.7,292984.6,292985.2,189596.7,17651.0,273543.9,373440.5,402796.3,402305.3,379056.9,276800.8,617133.2,132252.8,373149.5,373012.8,354691.7,224723.6,595163.4,293296.9,375898.5,375884.9,360303.4,182394.3,603575.4,112.44%,38.68%,38.68%,35.92%,35.38%,25.93%,329788.8,145391.4,145380.7,129425.3,64530.2,156482.0,130.58%,40.11%,39.04%,36.25%,72.72%,27.06%,487655.8,161565.4,157054.5,137426.2,201299.5,167018.0
01-H.OE.AZ-D9,,50921,35489,35487,33422,196,1583,100.00%,69.69%,69.69%,65.64%,0.38%,3.11%,100.00%,69.69%,99.99%,94.18%,0.55%,4.46%,529659.6,450126.8,450139.8,434195.5,225526.1,765654.9,360994.6,416807.7,416822.6,405071.8,219421.6,751013.6,396974.0,401766.3,401775.8,392545.6,220530.1,787528.2,64.25%,39.43%,39.43%,36.51%,25.82%,17.36%,255056.1,158406.9,158409.3,143310.0,56951.7,136720.8,149.96%,40.18%,40.17%,38.34%,24.06%,18.15%,794286.0,180840.5,180837.4,166488.2,54269.5,138954.6,667574.7,430169.6,430188.4,416018.5,196197.7,715006.5,390162.1,391492.4,391523.2,380858.2,187885.7,700649.6,387902.5,384241.3,384246.6,372989.7,185023.4,724318.9,63.28%,47.00%,47.00%,44.41%,24.97%,19.80%,245470.5,180599.5,180593.9,165632.7,46204.4,143428.0,365.78%,43.75%,43.74%,42.77%,33.15%,18.98%,2441850.8,188192.5,188181.2,177910.5,65034.0,135692.3,556589.8,454315.3,454332.6,418059.6,77858.0,1176498.4,360020.5,392979.7,393002.9,374120.4,75581.2,1161320.9,393301.4,394799.8,394803.7,381313.9,82227.5,1118921.6,73.41%,54.46%,54.45%,51.48%,20.32%,12.83%,288741.7,214992.7,214962.5,196310.9,16708.9,143599.6,105.61%,55.94%,55.93%,46.30%,21.44%,18.00%,587824.8,254132.4,254128.8,193544.4,16694.3,211809.7,409748.0,335230.4,335246.5,321220.6,126603.7,615063.9,283789.3,298946.3,298977.2,289618.9,106980.6,596329.8,308557.4,302762.6,302766.7,293575.0,107718.3,600277.4,62.59%,49.38%,49.38%,47.01%,50.81%,24.25%,193139.2,149508.3,149502.3,138000.1,54729.3,145568.4,92.56%,48.16%,48.15%,45.75%,68.69%,25.27%,379250.7,161445.7,161436.0,146968.3,86964.5,155434.5
