Experiment Name:,Exp_20260525_HCT116_Mitotracker

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A
01-KO3-B4,,47800,40921,40919,38680,23,1867,100.00%,85.61%,85.60%,80.92%,0.05%,3.91%,100.00%,85.61%,100.00%,94.53%,0.06%,4.56%,376920.1,359830.5,359835.4,343311.1,204750.0,658569.2,299199.5,340320.5,340325.2,328539.5,199235.8,641698.9,317379.4,325713.1,325713.9,319605.3,200113.7,664184.4,33.64%,28.13%,28.13%,26.30%,31.83%,21.48%,106752.8,91619.8,91618.6,84045.5,63694.4,142644.5,179.18%,36.51%,36.51%,31.91%,24.25%,21.66%,675369.3,131371.1,131372.3,109544.9,49654.1,142635.3,498955.4,396892.0,396904.6,380808.3,224634.0,685062.6,345813.0,371101.9,371120.7,359292.1,211244.1,662130.6,355995.2,363369.9,363370.6,355663.3,211908.9,709979.9,39.37%,34.20%,34.19%,32.39%,26.07%,24.63%,140172.8,124261.0,124249.4,115209.9,55242.3,174849.9,412.82%,38.36%,38.35%,35.39%,37.24%,23.73%,2059809.3,152231.2,152223.8,134749.2,83657.7,162581.8,499323.0,495611.2,495610.6,458684.6,68744.1,1179915.6,389567.8,451417.7,451415.1,428810.8,65590.2,1164774.5,425201.1,439174.6,439173.7,427013.8,70306.9,1119796.6,46.37%,39.87%,39.87%,37.24%,22.44%,13.06%,197173.9,175101.9,175108.5,159009.7,15776.8,146250.3,73.63%,46.66%,46.66%,36.82%,25.87%,17.51%,367660.3,231246.1,231251.7,168907.7,17783.9,206548.2,324968.2,314890.1,314856.2,300040.5,190328.6,582672.4,268086.3,294582.0,294571.5,284024.8,158136.7,567953.2,283026.3,288065.0,288065.0,281120.3,157555.0,583010.0,39.19%,35.59%,35.59%,33.62%,38.56%,22.50%,110907.9,102515.7,102512.4,94518.1,60760.4,131192.3,67.61%,39.03%,38.96%,34.72%,60.68%,22.46%,219696.8,122902.2,122680.3,104183.8,115500.7,130891.8
01-KO3-C4,,55493,47023,47022,44126,22,2374,100.00%,84.74%,84.74%,79.52%,0.04%,4.28%,100.00%,84.74%,100.00%,93.84%,0.05%,5.05%,417599.5,383604.8,383608.1,363519.6,208673.0,702807.6,320417.6,358961.3,358964.8,344572.9,205843.4,685440.4,332906.5,338840.5,338841.6,331301.3,203406.9,711385.9,37.58%,30.94%,30.94%,28.56%,16.69%,21.28%,125103.6,104846.6,104846.7,94610.0,33955.9,151372.7,180.94%,39.44%,39.44%,35.12%,16.79%,20.94%,755624.2,151295.0,151294.9,127669.4,35029.5,147172.7,530192.9,399360.9,399367.5,381529.3,242861.2,682518.5,352670.8,370196.9,370208.0,356955.2,236625.8,659197.0,357256.1,361110.5,361112.7,351711.1,238213.8,703774.1,43.07%,37.15%,37.15%,34.92%,23.69%,26.22%,153880.3,134151.4,134142.0,122825.3,56424.5,184560.9,427.59%,40.60%,40.60%,37.94%,24.14%,24.16%,2267074.8,162134.3,162129.8,144735.5,58624.0,164888.3,512084.8,490434.4,490439.6,448352.5,78015.9,1178808.9,390063.4,441221.3,441226.8,415496.1,74404.5,1164892.1,415816.4,425699.1,425702.7,411316.1,77342.0,1122240.3,50.77%,43.26%,43.26%,40.22%,18.60%,13.17%,211111.1,184163.3,184162.0,165435.5,14382.6,147815.3,76.33%,49.56%,49.56%,39.30%,23.42%,16.80%,390890.6,243050.5,243050.4,176206.8,18275.0,198072.1,342428.0,322489.2,322493.9,305101.2,187489.1,601323.9,273182.6,299047.8,299054.7,286681.3,159146.1,586221.6,288438.8,291136.3,291138.4,282228.3,193182.4,599322.5,42.97%,38.43%,38.43%,36.04%,24.89%,21.42%,123951.3,111895.1,111897.0,101726.3,48076.8,128400.0,69.93%,41.38%,41.38%,36.99%,47.50%,22.73%,239443.1,133443.4,133441.0,112870.4,89051.5,136651.3
01-OE-A5,,86015,67390,67383,65052,1022,1041,100.00%,78.35%,78.34%,75.63%,1.19%,1.21%,100.00%,78.35%,99.99%,96.54%,1.52%,1.54%,509951.0,461696.7,461720.8,458258.9,239987.5,812028.9,374617.1,426427.8,426455.3,425070.8,235960.0,801663.7,400680.9,404601.4,404630.2,403717.6,233792.2,835471.1,56.83%,41.42%,41.40%,39.87%,18.69%,14.31%,227700.1,167586.7,167528.6,160947.1,43697.3,119567.5,115.66%,40.75%,40.75%,39.72%,18.51%,14.96%,589817.3,188152.3,188147.2,182042.8,44409.9,121453.8,522913.1,397309.3,397340.6,394130.6,196504.6,719900.8,345237.2,358668.1,358717.3,357455.4,190917.6,706392.2,347289.7,346961.7,346978.4,346043.7,191998.1,729833.8,59.39%,48.85%,48.85%,47.54%,23.58%,18.99%,206260.9,169495.0,169497.1,164500.8,45275.9,138590.0,345.78%,46.15%,46.14%,45.21%,24.44%,18.28%,1808142.1,183356.8,183340.6,178206.1,48020.4,131587.1,421156.4,373798.3,373821.5,363714.2,83236.5,1141136.5,291045.3,321791.0,321818.4,320813.8,82111.1,1130471.6,320963.2,322957.8,322971.4,322010.7,86285.0,1088692.8,68.75%,56.38%,56.37%,54.36%,13.14%,11.02%,220668.1,182088.3,182066.5,175048.8,11333.9,119928.6,88.13%,56.49%,56.49%,50.32%,14.93%,14.66%,371168.0,211155.7,211153.5,183007.9,12427.8,167242.1,315859.8,277499.9,277520.0,274595.7,111319.4,560644.9,233792.0,246706.0,246734.8,246277.4,101728.6,549011.8,250537.6,246456.1,246466.8,245665.6,104972.5,547498.9,57.99%,50.46%,50.45%,48.95%,38.90%,19.77%,145291.8,124355.7,124348.5,120264.4,40835.5,108237.8,78.83%,49.19%,49.18%,47.51%,43.94%,20.58%,248985.1,136505.5,136498.1,130463.6,48913.7,115384.1
01-OE-B5,,73381,54012,54009,51256,188,2095,100.00%,73.60%,73.60%,69.85%,0.26%,2.85%,100.00%,73.60%,99.99%,94.90%,0.35%,3.88%,541958.8,473418.6,473432.5,457942.0,236686.1,805462.8,377171.6,437804.3,437820.5,426093.4,231858.1,794636.4,417229.9,418961.7,418992.1,409601.1,234897.5,828233.5,62.41%,41.17%,41.17%,38.16%,21.30%,14.91%,260410.3,172505.6,172499.4,156299.3,50042.9,123477.1,120.69%,40.17%,40.17%,38.78%,20.34%,15.26%,654064.4,190173.0,190169.2,177591.5,48150.6,122878.9,568678.4,416600.5,416618.3,402922.7,208787.1,709180.3,367543.2,379585.3,379614.2,369224.1,202652.8,696145.9,370788.0,367521.3,367530.3,357436.3,198622.8,715152.9,60.91%,47.12%,47.11%,44.53%,21.05%,19.46%,225859.8,173160.0,173144.2,159154.5,41816.6,139186.9,336.64%,43.90%,43.90%,42.88%,25.37%,18.28%,1914374.8,182889.7,182879.2,172775.9,52974.7,129641.4,528220.7,446665.9,446683.4,414159.6,83225.9,1161399.1,346995.7,387043.2,387068.3,369320.3,81702.6,1148625.3,387916.1,387246.4,387256.2,375029.2,86319.5,1103628.6,71.70%,55.46%,55.45%,52.81%,11.98%,12.04%,278119.0,214774.6,214751.8,198058.2,10337.6,132898.5,93.83%,55.33%,55.33%,47.17%,15.97%,15.94%,495636.8,247133.8,247129.2,195346.3,13287.8,185105.9,377080.4,316552.1,316564.9,304300.0,133532.3,581628.8,272245.8,285508.6,285530.9,276893.6,122043.7,568184.3,291679.7,284786.9,284794.3,277060.2,124441.9,575420.9,59.25%,48.50%,48.50%,46.09%,29.76%,21.01%,172817.8,138125.7,138115.2,127703.6,37039.6,120907.8,82.17%,46.28%,46.28%,44.34%,44.26%,21.60%,309836.1,146511.9,146505.4,134916.3,59100.6,125616.4
01-OE-C5,,66575,49127,49123,46314,306,2062,100.00%,73.79%,73.79%,69.57%,0.46%,3.10%,100.00%,73.79%,99.99%,94.28%,0.62%,4.20%,581682.8,469274.1,469293.7,453145.3,230233.9,804217.3,413347.7,431578.7,431601.1,419629.4,226195.9,793242.3,424276.5,412471.6,412481.5,402053.8,227495.3,822087.3,63.25%,43.49%,43.49%,40.16%,20.41%,14.26%,268364.9,179402.3,179387.7,161459.2,46441.1,117204.9,122.94%,41.51%,41.51%,40.05%,18.92%,15.28%,715134.8,194788.8,194784.6,181480.5,43560.5,122895.8,612285.9,405590.7,405611.2,391732.2,192265.3,694766.3,391254.6,367334.2,367366.4,357095.0,186151.6,681536.2,374407.6,357847.9,357855.6,346722.8,184916.7,695850.6,62.94%,48.78%,48.77%,46.05%,26.85%,20.27%,235641.6,174553.6,174542.2,159666.2,49641.4,141031.4,339.70%,45.15%,45.15%,44.06%,26.18%,18.68%,2079944.9,183143.5,183134.0,172599.7,50326.1,129814.1,563796.7,448382.5,448402.0,414124.3,82509.8,1164364.0,385237.4,385870.3,385891.5,368177.1,80888.3,1151980.5,403639.2,388627.4,388666.6,375520.1,87410.7,1111801.8,72.59%,56.47%,56.46%,53.41%,13.78%,12.33%,292983.8,219442.3,219458.4,200578.5,12045.2,137133.0,96.64%,56.31%,56.31%,47.56%,17.74%,15.77%,544876.2,252474.6,252474.8,196941.2,14636.6,183614.7,395840.3,313464.8,313423.0,300556.1,120052.8,583574.0,293778.0,280703.7,280719.8,272084.3,110517.8,569525.9,296001.3,280998.8,281000.9,272946.9,110869.5,569944.3,61.51%,50.15%,50.14%,47.42%,35.72%,21.77%,182083.6,140907.8,140894.8,129435.8,39600.6,124066.7,86.24%,47.90%,47.73%,45.49%,43.60%,22.22%,341386.8,150148.3,149599.6,136733.8,52343.5,129696.2
01-KO1_OE-A6,,32832,24890,24886,22455,19,2055,100.00%,75.81%,75.80%,68.39%,0.06%,6.26%,100.00%,75.81%,99.98%,90.23%,0.08%,8.26%,503546.5,429353.7,429387.3,399971.8,222122.4,713172.4,377630.7,398353.2,398392.5,375832.2,216167.2,697562.3,377525.6,377005.9,377045.5,360413.5,195578.9,723813.9,54.27%,38.34%,38.33%,33.35%,12.35%,19.51%,204864.4,144559.6,144534.7,120188.9,24147.6,141229.2,165.02%,40.14%,40.14%,36.83%,25.88%,19.70%,830932.1,172359.9,172352.5,147323.8,57480.0,140523.7,746472.9,458073.9,458095.7,430299.2,229976.6,724206.1,453610.6,422305.3,422338.5,400215.6,218504.1,706924.9,428458.8,415078.1,415078.1,394363.2,248530.8,747827.3,53.24%,43.39%,43.39%,39.44%,36.02%,19.78%,228120.4,180092.7,180087.2,155529.4,89530.3,147956.3,393.61%,40.46%,40.46%,38.62%,31.53%,20.10%,2938201.0,185358.6,185349.9,166172.8,72520.2,145588.5,627027.6,553660.9,553699.1,490139.1,75707.7,1182888.6,471470.5,495147.6,495219.1,453808.1,73634.8,1167616.9,488220.1,485982.7,485985.5,457050.7,82047.6,1120161.4,60.70%,48.28%,48.28%,43.31%,16.66%,13.14%,296337.2,234623.6,234620.8,197930.5,13671.8,147149.2,82.33%,49.29%,49.28%,38.49%,22.10%,17.46%,516248.8,272885.3,272878.7,188655.1,16733.4,206590.8,431366.9,372116.2,371959.4,346108.7,205395.7,622604.4,342924.9,343830.5,343835.0,324081.9,173007.2,608727.6,345988.6,341875.3,341875.3,322853.3,179167.2,621347.8,51.30%,42.51%,42.50%,38.72%,27.92%,21.23%,177485.1,145325.9,145300.7,125018.9,50016.3,131904.9,77.47%,41.18%,40.68%,37.18%,59.72%,20.84%,334198.0,153229.0,151322.1,128693.4,122671.3,129778.7
01-KO1_OE-B6,,34702,27613,27609,24957,16,2237,100.00%,79.57%,79.56%,71.92%,0.05%,6.45%,100.00%,79.57%,99.99%,90.39%,0.06%,8.10%,506246.3,432668.0,432694.3,402898.4,207866.4,726867.4,394740.4,402393.1,402421.0,379633.9,200887.5,713114.2,386791.5,380608.2,380621.1,364810.0,176611.6,738145.8,49.43%,37.49%,37.49%,32.63%,9.95%,17.88%,191202.3,142684.2,142685.9,119028.3,17568.9,131975.6,162.61%,39.55%,39.55%,35.99%,29.44%,18.47%,823198.3,171135.5,171133.5,145011.2,61190.9,134223.2,685522.1,452754.5,452790.9,425993.4,258842.0,714886.6,455367.2,418347.4,418403.0,397044.2,235039.8,697442.0,429108.2,412527.6,412541.4,391034.4,222419.7,731139.1,50.88%,42.57%,42.58%,38.84%,30.22%,20.43%,218336.5,175632.8,175651.8,151894.5,67205.7,149396.0,372.22%,40.07%,40.06%,38.20%,51.83%,20.31%,2551621.8,181400.1,181382.1,162745.0,134145.2,145165.6,633021.6,554319.4,554382.1,492556.2,66469.1,1176033.5,494708.0,497999.0,498084.2,457482.3,61356.7,1162290.6,498724.7,487809.1,487851.2,459668.9,74014.7,1120197.4,57.45%,47.08%,47.08%,42.32%,30.76%,12.72%,286529.8,229668.5,229704.1,194511.2,22764.7,142460.4,79.69%,48.28%,48.27%,37.77%,34.94%,16.59%,504464.7,267613.9,267580.3,186017.7,23225.9,195121.2,426391.6,364783.7,364770.7,339633.8,145942.8,613523.0,346496.5,337355.8,337387.6,318311.1,114886.3,599107.4,343396.9,334680.1,334688.2,316765.1,156018.5,613903.2,50.00%,42.15%,42.14%,38.36%,64.82%,20.46%,171710.6,141054.4,141054.1,121509.3,101125.1,125584.3,75.39%,40.66%,40.60%,36.89%,54.75%,21.50%,321453.1,148326.9,148087.8,125276.2,79906.9,131926.1
01-KO1_OE-C6,,35659,27058,27057,24926,12,1800,100.00%,75.88%,75.88%,69.90%,0.03%,5.05%,100.00%,75.88%,100.00%,92.12%,0.04%,6.65%,472775.8,425368.5,425378.9,400905.8,184330.4,721930.6,349639.0,395261.8,395276.6,376768.0,182140.5,705496.2,367428.1,374499.4,374513.9,361056.4,181943.2,735803.4,52.17%,37.22%,37.22%,33.28%,12.43%,19.71%,191687.4,139390.0,139402.2,120175.7,22618.3,145038.1,155.23%,40.03%,40.02%,36.95%,16.48%,19.94%,733891.3,170258.1,170252.5,148125.8,30381.4,143972.5,668474.9,455000.1,455011.5,432701.3,222350.6,724032.6,417050.8,420255.6,420272.0,402499.8,213924.6,707120.1,413043.8,412361.8,412365.3,396356.9,205474.8,744415.6,53.28%,42.72%,42.72%,39.46%,30.52%,19.76%,220071.5,176155.9,176159.9,156419.0,62720.4,147098.3,389.25%,40.11%,40.11%,38.61%,30.05%,19.91%,2602013.3,182513.9,182507.6,167065.8,66817.2,144134.5,574037.9,527545.9,527561.4,475755.3,79404.3,1172195.3,421528.9,473203.3,473229.2,440028.0,78006.5,1158035.8,455099.3,463339.4,463347.9,441255.3,80632.4,1110787.3,59.28%,47.09%,47.08%,43.11%,17.59%,12.79%,269801.3,218193.9,218156.3,190243.3,14182.0,142097.1,80.59%,48.97%,48.97%,39.04%,18.21%,16.87%,462601.3,258359.5,258351.7,185742.0,14458.5,197724.3,415627.8,373741.6,373723.8,352264.1,247498.5,635343.9,325767.5,346148.5,346136.8,329842.4,234491.1,620266.6,340731.1,342527.1,342526.6,328362.8,228993.8,634098.3,50.20%,41.69%,41.69%,38.55%,33.34%,21.45%,171063.0,142789.6,142788.6,126593.3,76337.2,135993.2,72.88%,40.35%,40.34%,37.20%,34.47%,21.44%,302924.7,150802.4,150776.5,131050.9,85313.9,136249.3
01-KO2_OE-A7,,44041,33097,33087,29948,29,2610,100.00%,75.15%,75.13%,68.00%,0.07%,5.93%,100.00%,75.15%,99.97%,90.51%,0.09%,7.89%,450935.3,419328.6,419381.5,388269.7,222056.4,730635.6,326609.9,388278.6,388333.8,365221.4,214033.1,714960.8,353659.9,366395.6,366446.8,352244.1,207968.6,739946.5,54.69%,37.41%,37.41%,32.63%,29.99%,19.32%,193404.0,137078.1,137101.2,114952.9,62369.6,142989.1,144.06%,41.08%,41.08%,36.66%,30.68%,19.35%,649618.5,172266.5,172264.9,142333.0,68133.4,141403.1,521577.6,398777.0,398854.2,371351.4,212957.1,672540.4,345028.9,361540.3,361668.8,340985.2,201791.7,648763.2,341777.5,349850.7,349908.3,332576.4,210283.2,687366.6,56.52%,45.44%,45.42%,41.19%,26.07%,26.19%,193169.9,158969.8,158934.9,136981.8,54816.6,180047.1,339.28%,45.50%,45.48%,42.88%,35.45%,24.40%,1769597.6,181462.5,181416.4,159226.7,75490.2,164088.2,580097.6,534853.2,534939.7,470906.1,76289.7,1194537.3,408370.5,474014.3,474144.8,433703.4,73984.6,1177591.0,438697.7,458647.6,458723.2,432296.1,79395.2,1129884.3,63.34%,49.14%,49.13%,43.81%,21.04%,13.38%,277887.3,225382.3,225357.8,189386.3,16708.0,151144.1,87.59%,51.97%,51.96%,40.23%,21.51%,18.63%,508078.6,277958.3,277942.4,189428.9,16408.5,222488.7,391172.8,350382.3,350444.1,324256.7,236561.1,613261.6,295226.3,320185.8,320292.1,300980.5,204945.2,595246.9,305701.4,312653.3,312685.3,295980.2,189876.6,610705.9,51.70%,43.45%,43.44%,39.60%,29.87%,24.16%,158046.0,135857.5,135825.3,117198.6,56711.2,147561.6,81.49%,44.42%,44.40%,40.33%,55.90%,24.14%,318761.5,155627.0,155600.2,130771.9,132230.3,148066.5
01-KO2_OE-B7,,42303,32548,32543,29502,38,2581,100.00%,76.94%,76.93%,69.74%,0.09%,6.10%,100.00%,76.94%,99.98%,90.66%,0.12%,7.93%,461993.1,427651.2,427682.7,396586.5,220665.3,744011.2,331873.7,396308.0,396343.3,373217.3,214353.5,729802.1,361126.3,374040.4,374064.4,359914.5,209659.6,756201.1,52.15%,37.29%,37.28%,32.83%,28.15%,18.69%,188314.4,139464.1,139436.3,118149.2,59008.9,141370.5,152.61%,40.78%,40.77%,36.44%,25.22%,18.39%,705058.7,174384.5,174379.2,144526.5,55641.7,136850.4,566440.4,390818.8,390857.6,365242.0,228863.4,650844.4,335283.4,354903.1,354960.0,335607.3,217781.5,627161.3,336013.7,343490.5,343515.5,327286.5,204873.3,659240.0,55.05%,44.87%,44.87%,40.87%,24.58%,27.00%,184961.9,154118.5,154118.8,133761.2,50354.2,177971.8,443.39%,45.32%,45.31%,42.86%,33.76%,25.18%,2511562.5,177121.3,177105.0,156533.0,77272.9,163857.3,564237.4,528636.8,528684.4,465158.8,71336.4,1191689.8,392163.0,466854.8,466941.9,427379.6,66487.3,1175832.9,433281.3,454612.2,454643.2,427595.1,77617.8,1131823.6,63.32%,49.97%,49.97%,45.04%,18.64%,14.13%,274360.3,227171.8,227202.7,192587.7,14465.4,159872.9,90.27%,52.54%,52.53%,40.66%,29.76%,17.79%,509352.6,277722.9,277712.7,189126.5,21231.9,211964.8,365916.6,333145.7,333108.5,308536.4,219661.0,584881.3,276159.7,304690.6,304741.1,286706.6,189480.5,567933.1,289003.3,295970.4,295995.7,280857.3,196513.3,580103.2,50.43%,43.09%,43.08%,39.22%,43.95%,24.55%,145752.5,127537.6,127502.6,110143.2,86371.3,142405.4,82.86%,44.57%,44.43%,40.29%,47.46%,24.18%,303215.3,148490.2,147985.9,124323.0,104255.5,141399.1
01-KO2_OE-C7,,42529,31479,31473,28772,56,2272,100.00%,74.02%,74.00%,67.65%,0.13%,5.34%,100.00%,74.02%,99.98%,91.42%,0.18%,7.22%,478839.3,437203.4,437242.2,409252.6,225572.0,753940.5,328848.3,403481.9,403524.1,382597.5,219302.7,737608.6,363561.0,379941.9,379996.1,365122.1,204412.1,769802.4,59.76%,38.61%,38.60%,34.23%,20.19%,18.23%,217272.2,146710.1,146682.0,124982.2,41264.7,140364.6,160.07%,41.63%,41.62%,38.37%,25.28%,19.05%,766461.4,181999.3,181994.8,157027.9,57019.2,143589.6,546613.6,387536.6,387593.3,365235.5,248692.8,636838.6,324792.6,349477.1,349567.5,332465.8,234656.9,612064.9,329509.7,338857.5,338902.0,323280.7,230458.3,642568.0,60.63%,47.68%,47.67%,44.04%,31.10%,27.67%,199766.8,161551.8,161563.8,142386.5,71671.6,177793.5,408.53%,46.57%,46.56%,44.94%,34.33%,26.00%,2233089.5,180493.5,180464.0,164146.8,85380.9,165609.3,550752.8,511575.2,511622.2,453287.3,70321.8,1188624.0,364445.3,447979.4,448030.8,412745.9,65634.7,1172567.3,416125.8,439747.6,439805.8,415489.0,76163.4,1124853.0,68.17%,51.78%,51.78%,47.23%,25.83%,13.79%,283691.2,227694.6,227720.5,196219.4,19670.4,155127.6,90.94%,53.97%,53.96%,42.61%,31.22%,17.85%,500855.5,276073.3,276075.6,193144.5,21953.3,212190.8,370908.8,331939.3,331977.9,310220.0,228420.0,577186.6,271010.2,302270.8,302321.6,286215.3,196666.5,560186.9,289004.3,295392.5,295419.5,280960.8,195412.3,566178.6,53.87%,45.28%,45.26%,41.58%,37.44%,24.58%,155682.1,133744.5,133698.8,116824.3,73164.2,139153.8,84.58%,45.31%,45.31%,42.20%,62.64%,24.33%,313723.7,150416.0,150403.7,130926.2,143075.3,140402.5
01-KO3_OE-A8,,43675,34861,34856,32982,33,1566,100.00%,79.82%,79.81%,75.52%,0.08%,3.59%,100.00%,79.82%,99.99%,94.62%,0.09%,4.49%,418289.3,396344.8,396366.3,379453.0,213831.8,711384.9,306785.4,371600.4,371623.6,359393.4,207448.2,693033.1,340526.2,353263.2,353280.8,346700.4,203952.4,725464.1,41.09%,31.18%,31.18%,29.16%,23.82%,21.44%,139918.0,110155.4,110153.5,101097.1,48578.0,155546.9,163.80%,38.55%,38.55%,35.18%,26.60%,21.24%,685166.3,152791.2,152790.2,133499.1,56879.9,151067.2,553309.0,404241.6,404269.2,390584.4,212496.4,657230.8,338158.3,374378.6,374417.1,364086.7,203231.1,629725.0,355390.0,365823.9,365851.8,358014.2,197274.5,676243.6,45.93%,37.61%,37.60%,35.88%,21.57%,28.56%,163237.5,137576.0,137558.2,128438.4,42553.0,193103.1,445.27%,40.65%,40.64%,38.94%,32.10%,26.59%,2463700.3,164323.8,164314.6,152085.4,68201.0,174774.9,479493.0,470269.6,470289.4,432744.0,71762.6,1184194.1,339926.2,420349.6,420365.2,398448.0,67670.9,1168125.8,387707.9,407922.7,407938.8,395668.9,76062.0,1119517.3,55.87%,44.92%,44.92%,42.09%,22.48%,13.27%,216603.1,183234.7,183236.2,166517.3,17095.4,148517.5,82.64%,51.18%,51.18%,40.90%,28.05%,18.00%,396246.2,240662.5,240672.6,176984.1,20132.4,213185.8,348134.8,331534.1,331357.5,317301.8,185114.3,594273.8,269499.1,307434.4,307399.9,297231.6,170137.0,576499.2,291874.1,301193.2,301188.7,293004.6,166332.1,593546.1,44.32%,38.34%,38.34%,36.62%,41.53%,25.18%,129370.5,115481.9,115476.4,107292.0,69081.8,149469.7,73.95%,41.27%,40.82%,37.75%,40.52%,24.08%,257455.6,136838.1,135259.1,119787.2,75009.2,143119.4
