Gene	sgRNA	c24|beta	c24|z	c24|p-value	c24|fdr	c24|wald-p-value	c24|wald-fdr
KLF13	6	0.21082	1.4073	0.14334	0.44572	0.15934	0.33608
KLF14	6	4.1177e-05	0.00013109	0.7227	0.88137	0.9999	1
KLF15	6	0.11192	0.81625	0.35182	0.65227	0.41436	0.58368
KLF16	7	-1.0745	-2.8049	0.0036974	0.044521	0.0050331	0.056902
KLF17	6	-0.27995	-1.4627	0.4616	0.73551	0.14356	0.32082
KLF2	6	-0.35032	-2.2906	0.33106	0.63281	0.021986	0.15047
KLF3	6	-0.021626	-0.2261	0.80375	0.92265	0.82113	0.88294
KLF4	6	-0.92838	-2.24	0.015927	0.12613	0.025093	0.16465
KLF5	6	0.19616	1.1401	0.16951	0.48416	0.25422	0.42953
KLF6	6	0.3489	1.595	0.020193	0.14854	0.11071	0.28907
KLF7	6	0.011937	0.12935	0.67691	0.85612	0.89708	0.93864
KLF8	5	0.54461	1.5251	0.00085324	0.012876	0.12724	0.30497
KLF9	6	0.13721	0.97213	0.28641	0.59692	0.33098	0.50869
L3MBTL1	24	-0.10439	-1.3446	0.95648	0.98537	0.17875	0.35626
L3MBTL4	24	0.13355	2.4455	0.030432	0.19705	0.014466	0.11586
LBX1	6	0.33584	1.5505	0.025028	0.1746	0.12101	0.29808
LBX2	6	0.24153	1.6088	0.10011	0.38095	0.10765	0.28657
LCOR	6	0.21425	1.7204	0.13623	0.4336	0.085353	0.26892
LCORL	6	0.12709	1.3599	0.31314	0.61793	0.17385	0.34968
LEF1	6	0.12525	1.4784	0.31712	0.61944	0.1393	0.31824
LEUTX	7	-0.073796	-0.55854	0.96786	0.98781	0.57648	0.71978
LHX1	6	0.034886	0.43792	0.59556	0.81163	0.66145	0.7696
LHX2	6	0.12422	1.0223	0.31968	0.62107	0.30665	0.48281
LHX3	6	-0.076902	-0.4944	0.99374	0.99715	0.62102	0.74135
LHX4	6	-0.06473	-0.66726	0.9525	0.98502	0.50461	0.66449
LHX5	6	0.42898	1.6112	0.0065415	0.069909	0.10715	0.28605
LHX6	6	-0.045382	-0.412	0.88453	0.96166	0.68034	0.78326
LHX8	7	0.44896	1.896	0.0011377	0.016194	0.057954	0.25352
LHX9	6	-0.054381	-0.42623	0.91695	0.97284	0.66994	0.77535
LIN28A	5	-0.17733	-0.84218	0.71502	0.87535	0.39969	0.56872
LIN28B	2	0.31681	0.81785	0.22355	0.5492	0.41344	0.58263
LITAF	6	0.13033	1.4617	0.30461	0.61054	0.14382	0.32082
LMX1A	6	0.13837	0.96278	0.2847	0.59512	0.33566	0.51333
LMX1B	6	-0.053733	-0.40679	0.91468	0.97248	0.68416	0.78612
LYL1	6	0.025523	0.13087	0.63026	0.83214	0.89588	0.93809
MAF	6	0.17264	1.3231	0.21217	0.53785	0.1858	0.36353
MAFA	6	-0.50849	-1.7149	0.14704	0.44801	0.086364	0.26893
MAFB	6	-0.11016	-0.9486	0.90159	0.96943	0.34282	0.51844
MAFF	6	-0.0070314	-0.072632	0.74772	0.89513	0.9421	0.96637
MAFG	6	-0.27694	-1.8732	0.46729	0.74009	0.061035	0.25768
MAFK	6	0.12991	0.94596	0.30489	0.61054	0.34417	0.51891
MAX	6	-1.6666	-3.9264	0.00056883	0.0091743	8.6234e-05	0.0022293
MAZ	6	-0.36141	-2.5429	0.31371	0.61793	0.010995	0.097133
MBD1	37	0.37453	3.5241	0	0	0.00042487	0.0083397
MBD2	12	0.14144	2.1607	0.11746	0.40291	0.030716	0.18524
MBD3	20	-0.10006	-1.2841	0.97526	0.99075	0.19909	0.37696
MBD4	12	-0.088533	-1.0669	0.99858	0.99943	0.28604	0.46282
MECOM	7	0.22742	1.7804	0.081627	0.34086	0.075004	0.26374
MECP2	12	0.22735	2.7019	0.025313	0.1752	0.0068943	0.071295
MEF2A	5	-0.18442	-1.0446	0.6971	0.86556	0.2962	0.47267
MEF2B	6	-0.55255	-2.1431	0.11661	0.40176	0.032102	0.18829
MEF2C	6	-0.080456	-0.37577	0.9946	0.99715	0.70709	0.80562
MEF2D	6	-0.40133	-1.6535	0.25341	0.57648	0.098234	0.27802
MEIS1	5	0.33236	1.5377	0.042378	0.23955	0.12412	0.30145
MEIS2	6	0.079757	0.46983	0.44369	0.72055	0.63848	0.75382
MEIS3	7	-0.41616	-2.1541	0.20023	0.52616	0.031229	0.18641
MEOX1	6	-0.22176	-1.3065	0.58532	0.80563	0.19138	0.36892
MEOX2	6	-0.0012063	-0.011117	0.72782	0.88394	0.99113	0.9968
MESP1	6	-0.13881	-0.86487	0.81001	0.92353	0.38711	0.55645
MESP2	6	0.0064222	0.041586	0.69881	0.86606	0.96683	0.98076
MGA	8	-0.052334	-0.41821	0.86803	0.95464	0.6758	0.78007
MIER3	6	0.19164	1.7356	0.1752	0.48889	0.082631	0.26829
MITF	6	0.10537	1.257	0.3686	0.66393	0.20877	0.38783
MIXL1	6	0.19345	1.3414	0.17292	0.48718	0.17979	0.35674
MLX	6	-0.60472	-2.813	0.084471	0.34737	0.0049084	0.056033
MLXIP	7	0.057971	0.72747	0.48521	0.74956	0.46694	0.63315
MLXIPL	6	-0.19303	-1.4367	0.64932	0.84275	0.15079	0.32721
MNT	7	0.39168	2.0252	0.0068259	0.072072	0.042849	0.22123
MNX1	6	0.12302	0.57788	0.32082	0.62149	0.56335	0.71147
MSC	6	0.29092	1.5916	0.047497	0.25613	0.11148	0.28971
MSGN1	6	0.17154	1.1833	0.21473	0.53967	0.2367	0.41305
MSX1	6	-0.084301	-0.59951	0.98009	0.99251	0.54883	0.70027
MSX2	6	0.12526	0.90841	0.31712	0.61944	0.36366	0.53631
MTA1	18	0.090381	1.9766	0.13567	0.43324	0.048086	0.23679
MTA2	17	-0.11823	-2.0763	0.87315	0.95728	0.037867	0.20696
MTA3	18	-0.14403	-1.7312	0.73294	0.88648	0.083417	0.26829
MTF1	7	0.11562	1.3046	0.29181	0.60247	0.19204	0.36965
MXD1	6	0.066576	0.73702	0.48521	0.74956	0.46111	0.62718
MXD3	6	-0.05156	-0.52295	0.90899	0.97237	0.60101	0.72767
MXD4	6	-0.056863	-0.41134	0.9252	0.9757	0.68082	0.7833
MXI1	6	0.40312	1.8386	0.010523	0.09973	0.065972	0.25994
MYB	24	0.14993	3.1335	0.018771	0.14133	0.0017271	0.025093
MYBL1	22	0.25527	3.219	0.00056883	0.0091743	0.0012864	0.020334
MYBL2	25	-1.3045	-6.8376	0	0	8.0537e-12	1.4158e-09
MYC	6	-2.9579	-5.2591	0	0	1.4477e-07	9.255e-06
MYCL	6	0.25865	1.4614	0.080205	0.33976	0.1439	0.32082
MYCN	6	0.15851	1.5234	0.24147	0.56865	0.12765	0.30553
MYF5	8	0.15014	1.1654	0.18402	0.5	0.24387	0.42019
MYF6	6	0.23397	1.8749	0.10836	0.38957	0.0608	0.25768
MYNN	12	-0.22917	-2.0461	0.44539	0.72199	0.040749	0.21512
MYOD1	6	0.011004	0.088495	0.68231	0.85801	0.92948	0.95866
MYOG	6	-0.11224	-1.3499	0.89704	0.96808	0.17704	0.35449
MYRF	6	-0.19692	-1.0551	0.63851	0.836	0.29137	0.468
MYSM1	18	0.12173	1.9606	0.082765	0.34276	0.049927	0.2414
MYT1	8	-0.38677	-2.5359	0.2099	0.53595	0.011216	0.098227
MYT1L	8	0.11581	1.6966	0.26763	0.58849	0.089769	0.27193
MZF1	6	-0.96023	-2.9956	0.014221	0.12019	0.0027387	0.036284
NANOG	6	-0.68034	-1.8559	0.062856	0.29986	0.063469	0.25854
NCOR1	20	0.12324	1.7517	0.060296	0.29444	0.079821	0.26728
NCOR2	18	0.25384	1.6136	0.0025597	0.032258	0.10662	0.28549
NEUROD1	6	0.21581	1.5496	0.13424	0.43184	0.12125	0.29808
NEUROD2	7	-0.34077	-1.6622	0.30973	0.61478	0.096468	0.27711
NEUROD4	6	0.014578	0.070509	0.66951	0.8527	0.94379	0.96661
NEUROD6	6	0.17154	1.3883	0.21473	0.53967	0.16506	0.34212
NEUROG1	6	0.24695	1.3009	0.092719	0.36795	0.1933	0.37018
NEUROG2	6	-0.065348	-0.43661	0.95449	0.98532	0.6624	0.77042
NEUROG3	6	0.17047	1.5708	0.21559	0.53983	0.11622	0.29448
NFAT5	6	-0.068099	-0.90816	0.96502	0.98781	0.36379	0.53631
NFATC1	6	0.23274	1.8028	0.11064	0.39434	0.07142	0.26246
NFATC2	6	0.063862	0.97544	0.49403	0.75719	0.32934	0.50677
NFATC3	6	-0.10045	-1.1069	0.92975	0.9767	0.26832	0.4443
NFATC4	7	0.068944	0.65139	0.44937	0.7251	0.51479	0.67187
NFE2	6	0.04887	0.44721	0.54693	0.78426	0.65472	0.76447
NFE2L1	6	-1.1165	-2.903	0.004835	0.053968	0.0036959	0.044533
NFE2L2	5	-0.29933	-1.0457	0.45051	0.72627	0.29571	0.47243
NFE2L3	5	0.1901	1.3467	0.21729	0.54261	0.17806	0.35552
NFIA	7	0.22752	1.8136	0.081627	0.34086	0.069747	0.26246
NFIB	7	0.15153	1.6326	0.20279	0.52893	0.10256	0.2813
NFIC	8	0.40674	1.8304	0.0014221	0.019685	0.067189	0.26033
NFIL3	6	-0.2487	-2.0882	0.52503	0.77077	0.036782	0.20399
NFIX	8	-0.16248	-1.3286	0.7244	0.88284	0.184	0.36202
NFKB1	7	0.028445	0.38156	0.58532	0.80563	0.70279	0.80097
NFKB2	7	-0.024664	-0.16522	0.78811	0.91634	0.86877	0.91951
NFX1	13	-0.096324	-1.5029	0.98834	0.99599	0.13286	0.3097
NFXL1	15	0.21815	2.6772	0.01479	0.12037	0.0074233	0.074148
NFYA	6	-2.1696	-4.0853	0	0	4.4023e-05	0.0012899
NFYB	6	-0.70683	-1.643	0.054039	0.27536	0.10039	0.27909
NFYC	6	-1.5749	-3.2582	0.00056883	0.0091743	0.0011211	0.01842
NHLH1	6	0.24291	1.3835	0.099261	0.37976	0.1665	0.34255
NHLH2	6	0.002292	0.014508	0.71615	0.87583	0.98842	0.99493
NKX1	12	0.034474	0.35267	0.43316	0.71135	0.72434	0.81692
NKX2	42	0	0	0.28185	0.59164	1	1
NKX3	12	0.25164	2.4158	0.01479	0.12037	0.0157	0.12186
NKX6	13	0.058283	0.71795	0.30688	0.61099	0.47279	0.63788
NOBOX	6	0.24303	1.5663	0.099261	0.37976	0.11728	0.29473
NOTO	6	-0.10095	-0.60807	0.92804	0.97665	0.54314	0.69538
NPAS1	6	-0.17602	-1.4588	0.69881	0.86606	0.14462	0.32082
NPAS2	6	-0.17036	-1.1732	0.71473	0.87535	0.2407	0.41686
NPAS3	6	0.12704	0.97857	0.31371	0.61793	0.32779	0.50504
NPAS4	6	0.29346	1.5539	0.044937	0.24611	0.12021	0.29722
NR0B1	6	0.37153	1.7098	0.01479	0.12037	0.087298	0.26942
NR0B2	6	0.096676	1.294	0.39363	0.68077	0.19566	0.37307
NR1D1	6	0.039796	0.33121	0.57736	0.80237	0.74048	0.82889
NR1D2	1	-0.10613	-0.74907	0.80404	0.92265	0.45381	0.62013
NR1H2	5	-0.09844	-0.61292	0.92605	0.97602	0.53993	0.69289
NR1H3	7	0.20179	1.1427	0.11604	0.40176	0.25318	0.42858
Nr1h4	6	0.50113	1.62	0.0017065	0.022901	0.10524	0.28388
NR1I2	6	0.095652	1.2423	0.39704	0.68246	0.21414	0.39326
NR1I3	6	0.16697	1.4586	0.22241	0.5492	0.14469	0.32082
NR2C1	6	0.10349	0.92716	0.37457	0.66853	0.35384	0.52721
NR2C2	6	0.19405	1.8684	0.17235	0.48718	0.061707	0.25768
NR2E1	6	0.3196	1.629	0.033845	0.21025	0.10332	0.28144
NR2E3	6	0.043319	0.26547	0.56513	0.79434	0.79065	0.86279
NR2F1	6	0.24632	1.4955	0.093857	0.37079	0.13479	0.3124
NR2F2	6	-0.0027385	-0.023298	0.73436	0.88729	0.98141	0.98957
NR2F6	3	-0.14673	-1.1867	0.77759	0.91285	0.23533	0.41206
NR3C1	6	0.2877	1.6653	0.05091	0.26837	0.095854	0.27673
NR3C2	6	0.074579	1.3709	0.45961	0.73455	0.1704	0.34665
NR4A1	6	0.062943	0.8399	0.49886	0.75832	0.40097	0.56985
NR4A2	6	0.32558	1.446	0.030717	0.19817	0.14818	0.32442
NR4A3	6	0.13624	0.93159	0.28896	0.59976	0.35155	0.52531
NR5A1	7	-0.24995	-2.0319	0.48919	0.75372	0.042161	0.21896
NR5A2	6	0.11238	1.4813	0.35097	0.65222	0.13853	0.31753
NR6A1	6	-0.087275	-0.73494	0.969	0.98811	0.46237	0.62793
NRF1	8	-1.7147	-3.7835	0	0	0.00015467	0.0035913
NRL	6	-0.10045	-0.74395	0.92975	0.9767	0.4569	0.62291
OLIG1	6	0.15348	1.4384	0.25228	0.57523	0.15031	0.32721
OLIG2	6	0.30265	1.6325	0.04124	0.23616	0.10257	0.2813
OLIG3	6	0.21675	0.90154	0.13282	0.42962	0.3673	0.53896
ONECUT1	6	-0.42877	-2.6448	0.22127	0.54866	0.008175	0.079104
ONECUT2	6	-0.058961	-0.91895	0.93117	0.97702	0.35812	0.53129
ONECUT3	6	-0.47171	-1.8083	0.17719	0.49094	0.070557	0.26246
OSR1	4	-0.053047	-0.834	0.9508	0.98502	0.40428	0.57201
OSR2	6	-0.0093502	-0.10051	0.75711	0.90146	0.91994	0.95375
OTP	6	0.033787	0.28011	0.59954	0.81233	0.77939	0.85556
OTX1	6	0.0059279	0.071653	0.7008	0.86744	0.94288	0.96637
OTX2	6	0.15684	1.2159	0.24516	0.5703	0.22401	0.40288
OVOL1	5	0.051678	0.59222	0.5876	0.8064	0.5537	0.70358
OVOL2	3	-0.19861	-1.1834	0.65842	0.8496	0.23666	0.41305
OVOL3	6	-0.42509	-2.5243	0.22497	0.54969	0.011594	0.099915
PATZ1	13	-0.14965	-1.8539	0.73549	0.88744	0.063753	0.25854
PAX1	6	0.13078	0.98244	0.30347	0.61054	0.32588	0.50277
PAX2	6	-0.047405	-0.40934	0.89221	0.96702	0.68229	0.78473
PAX3	7	0.16588	1.072	0.17918	0.49412	0.28373	0.46015
PAX4	8	-0.0048348	-0.061478	0.67207	0.85399	0.95098	0.97058
PAX5	6	0.070638	0.79533	0.47184	0.74142	0.42642	0.59354
PAX6	7	0.083497	0.96185	0.40273	0.68771	0.33612	0.51338
PAX7	9	0.12526	1.2449	0.20392	0.53033	0.21318	0.39201
PAX8	6	-0.067982	-0.43789	0.96416	0.98781	0.66147	0.7696
PAX9	6	0.17573	1.2788	0.2062	0.53139	0.20097	0.37887
PBRM1	49	0	0	0.28185	0.59164	1	1
PBX1	7	0.064145	0.62635	0.46758	0.74021	0.53108	0.6864
PBX2	6	-0.61964	-2.7968	0.081911	0.34123	0.0051605	0.057969
PBX3	6	0.027714	0.25284	0.624	0.82799	0.80039	0.86884
PBX4	7	-0.23641	-1.7422	0.51735	0.76751	0.081476	0.26829
PDX1	6	0.20687	1.1781	0.15017	0.45128	0.23878	0.41487
PGR	6	0.20123	1.2526	0.16098	0.47088	0.21036	0.38866
PHOX2A	6	0.034911	0.55226	0.59556	0.81163	0.58077	0.72066
PHOX2B	6	0.3327	1.3033	0.026451	0.1785	0.19248	0.36965
PIAS1	17	-0.61415	-4.3392	0.004835	0.053968	1.4299e-05	0.00049777
PIAS2	13	0.16581	2.0973	0.064278	0.30295	0.035969	0.20116
PIAS3	19	-0.39975	-4.5565	0.050341	0.26657	5.2019e-06	0.00019739
PIAS4	16	-0.44029	-3.2228	0.052048	0.27111	0.0012695	0.020197
PITX1	6	-0.046046	-0.39447	0.88623	0.96232	0.69323	0.79325
PITX2	6	0.14214	1.2421	0.27503	0.59002	0.21419	0.39326
PITX3	6	0.28547	1.1925	0.052617	0.27206	0.23307	0.4098
PKNOX1	5	-0.067296	-1.3746	0.97838	0.99164	0.16926	0.34579
PKNOX2	6	0.0067607	0.13065	0.69767	0.86556	0.89605	0.93809
PLAG1	6	0.12637	1.5578	0.31542	0.61944	0.11928	0.2964
PLAGL1	6	-0.043601	-0.46892	0.87969	0.95938	0.63913	0.75434
PLAGL2	6	-0.048284	-0.47067	0.89562	0.96744	0.63788	0.75337
PMS1	7	0.12665	1.2756	0.26251	0.58381	0.20209	0.38007
POU1F1	1	-0.23546	-0.79766	0.61832	0.82505	0.42507	0.59283
POU2F1	5	-1.1479	-3.5509	0.0088168	0.088068	0.0003839	0.0077131
POU2F2	6	-0.24893	-1.4362	0.52446	0.77077	0.15095	0.32721
POU2F3	6	-0.031782	-0.35699	0.83817	0.93679	0.7211	0.81495
POU3F1	6	0.077646	0.54539	0.44852	0.72406	0.58549	0.72079
POU3F2	6	-0.092601	-0.72382	0.95392	0.98502	0.46917	0.63496
POU3F3	6	0.085593	0.92888	0.42747	0.70896	0.35295	0.52673
POU3F4	6	0.27505	1.6869	0.061718	0.29767	0.091626	0.2739
POU4F1	6	0.18389	1.3065	0.19056	0.50873	0.19138	0.36892
POU4F2	6	0.26016	1.2539	0.077645	0.33374	0.2099	0.38862
POU4F3	6	0.24617	1.7696	0.09471	0.3729	0.0768	0.26446
POU5F1	4	-0.54092	-1.652	0.20705	0.53139	0.098539	0.27802
POU5F1B	6	-0.14663	-0.84999	0.78242	0.91304	0.39533	0.56457
POU6F1	6	0.018649	0.15168	0.65671	0.84827	0.87944	0.92634
POU6F2	6	0.30759	1.6806	0.03868	0.23012	0.092844	0.2739
PPARA	6	-0.057887	-1.0467	0.92747	0.97664	0.29526	0.47243
PPARD	6	0.13868	1.1254	0.28441	0.59488	0.26042	0.43539
PPARG	5	0.17075	1.6015	0.25825	0.57982	0.10927	0.28834
PRDM1	6	0.20984	1.771	0.14534	0.44648	0.076562	0.26446
PRDM12	5	0.11986	1.1808	0.37969	0.67355	0.23769	0.41381
PRDM13	7	0.086538	0.65733	0.39477	0.68189	0.51097	0.66936
PRDM14	5	0.41989	1.5694	0.011092	0.10372	0.11657	0.29448
PRDM15	6	-0.068643	-0.44249	0.96672	0.98781	0.65813	0.76673
PRDM16	7	0.12748	0.93842	0.25995	0.58069	0.34803	0.52186
PRDM2	13	0.13655	1.8169	0.10523	0.38703	0.069227	0.26246
PRDM4	6	0.057662	0.36075	0.5165	0.76751	0.71828	0.81232
PRDM5	6	0.092553	1.166	0.40842	0.69171	0.2436	0.42019
PRDM6	6	0.22828	1.7893	0.11547	0.40039	0.073567	0.26374
PRDM8	12	0.013588	0.13679	0.51849	0.76823	0.8912	0.9348
PRDM9	10	-0.31586	-1.4315	0.27503	0.59002	0.1523	0.32872
PRKRIR	6	-1.2372	-3.1351	0.0036974	0.044521	0.0017177	0.02506
PROP1	6	-0.10743	-1.0607	0.91098	0.97237	0.28883	0.46563
PROX1	6	0.20925	1.4575	0.14562	0.44648	0.14499	0.32103
PROX2	7	-0.16676	-1.4514	0.71189	0.87487	0.14667	0.32311
PRRX1	6	0.30597	1.8553	0.039534	0.23256	0.063559	0.25854
PRRX2	6	0.31992	1.5432	0.033845	0.21025	0.12278	0.29958
PTF1A	6	0.21684	1.8173	0.13282	0.42962	0.069178	0.26246
RARA	6	-0.34826	-1.8765	0.33476	0.63587	0.060591	0.25768
RARB	6	-0.075997	-0.7702	0.98976	0.99685	0.44118	0.60807
RARG	6	-0.18599	-1.2212	0.67264	0.8541	0.22202	0.40118
RAX	6	-0.010438	-0.073386	0.76081	0.90341	0.9415	0.96637
RAX2	6	-0.12078	-1.2718	0.86746	0.95432	0.20345	0.38111
RBAK	6	0.19713	1.5042	0.16866	0.48251	0.13252	0.30939
RCOR1	18	-0.84418	-3.9642	0	0	7.364e-05	0.0019468
RCOR2	18	-0.081294	-1.3714	0.92008	0.97414	0.17025	0.34665
RCOR3	18	0.21979	2.8023	0.008248	0.083815	0.005074	0.057181
REL	7	0.093216	1.4938	0.37315	0.66734	0.13522	0.31289
RELA	7	-0.18645	-0.94301	0.65046	0.84298	0.34567	0.52006
RELB	7	0.2537	1.2602	0.059158	0.2901	0.20759	0.3866
REPIN1	6	0.017398	0.19229	0.66155	0.8517	0.84751	0.90436
RERE	18	0.052029	0.65761	0.25512	0.57648	0.51079	0.66936
REST	6	-0.12109	-1.0242	0.86689	0.95399	0.30576	0.48209
RFX1	7	-0.3046	-2.3018	0.3723	0.66684	0.021345	0.14807
RFX2	6	-0.17035	-1.6645	0.71473	0.87535	0.096021	0.27673
RFX3	10	0.15625	1.9204	0.126	0.41911	0.054801	0.24939
RFX4	6	0.13134	1.1653	0.30233	0.61054	0.24391	0.42019
RFX5	7	-0.17563	-1.0954	0.68203	0.85801	0.27334	0.45036
RFX6	5	0.10917	1.2566	0.41155	0.695	0.20892	0.38783
RFX7	6	-0.27257	-2.1401	0.47554	0.74278	0.03235	0.18922
RHOXF1	7	0.45336	1.8797	0.0011377	0.016194	0.060148	0.25696
RHOXF2B	7	-0.033373	-0.47166	0.82196	0.92747	0.63717	0.75279
RNF138	13	0.018177	0.17715	0.46075	0.73503	0.85939	0.91188
RORA	6	0.020947	0.2006	0.6479	0.84121	0.84101	0.8996
RORB	7	-0.057685	-1.0705	0.91041	0.97237	0.28439	0.461
RORC	6	-0.11453	-1.42	0.89022	0.96516	0.1556	0.33171
RREB1	8	-0.32194	-2.3163	0.31342	0.61793	0.020541	0.14473
RUNX1	7	0.65251	1.7827	0	0	0.07464	0.26374
RUNX2	7	-0.086137	-1.3134	0.98635	0.99512	0.18904	0.36641
RUNX3	7	0.15575	1.3846	0.19625	0.51919	0.16618	0.34248
RXRA	7	-0.077866	-0.26812	0.9835	0.99339	0.78861	0.8611
RXRB	6	-0.29648	-2.3393	0.42861	0.70918	0.019322	0.1395
RXRG	7	0.0037464	0.036332	0.6698	0.8527	0.97102	0.98301
SALL1	6	-0.017699	-0.19356	0.79181	0.91851	0.84652	0.90357
SALL2	6	0.011517	0.11807	0.68003	0.85791	0.90601	0.94376
SALL3	6	0.29941	1.0487	0.042378	0.23955	0.29432	0.47145
SALL4	6	-0.050531	-0.59596	0.90472	0.9707	0.55121	0.70136
SATB1	6	0.025428	0.37522	0.63026	0.83214	0.7075	0.80582
SATB2	6	0.16689	1.3302	0.2227	0.5492	0.18344	0.36134
SCRT1	6	-0.14782	-0.88038	0.78043	0.91287	0.37865	0.54924
SCRT2	6	-0.011141	-0.21892	0.76451	0.90505	0.82672	0.88755
SCX	6	-0.13975	-0.7353	0.80774	0.92353	0.46216	0.62793
SEBOX	7	-0.34313	-2.5007	0.30489	0.61054	0.012395	0.10523
SETDB1	33	-0.26671	-3.704	0.13481	0.43288	0.00021226	0.0045786
SETDB2	10	0.14351	1.6156	0.14875	0.45009	0.10619	0.28501
SHOX	8	0.29466	2.0273	0.020193	0.14854	0.042633	0.22092
SHOX2	6	0.18787	1.493	0.18117	0.49727	0.13544	0.31289
SIM1	6	0.31092	1.7561	0.036689	0.22089	0.079078	0.26709
SIX1	6	0.095518	1.734	0.39733	0.68246	0.082918	0.26829
SIX2	6	-0.13207	-1.3028	0.83163	0.93359	0.19264	0.36965
SIX3	6	0.16023	1.2753	0.2372	0.56162	0.20222	0.38007
SIX4	6	-0.042467	-0.24458	0.87514	0.95797	0.80679	0.87335
SIX5	6	-0.301	-1.7804	0.41894	0.70109	0.07501	0.26374
SIX6	6	0.30539	1.6738	0.039818	0.23256	0.094162	0.27431
SMAD1	6	0.22546	1.6129	0.12002	0.40694	0.10677	0.28549
SMAD2	7	0.0047025	0.063891	0.66325	0.85193	0.94906	0.96946
SMAD3	6	0.30234	1.5871	0.04124	0.23616	0.11248	0.2912
SMAD4	5	0.53344	1.4898	0.0014221	0.019685	0.13628	0.31379
SMAD5	6	0.15772	0.96667	0.24317	0.56924	0.33371	0.51147
SMAD6	6	-0.31266	-1.561	0.39448	0.68189	0.11853	0.29578
SMAD7	6	0.23033	1.5287	0.11348	0.39781	0.12633	0.30339
SMAD9	6	0.21425	1.7729	0.13623	0.4336	0.07624	0.26446
SMARCE1	6	-1.006	-3.0668	0.010523	0.09973	0.0021637	0.030552
SNAI1	6	0.010753	0.12193	0.68288	0.85811	0.90295	0.94207
SNAI2	6	0.1109	1.1418	0.35438	0.65528	0.25353	0.42897
SNAI3	5	-0.27401	-1.6432	0.50171	0.75924	0.10034	0.27909
SNAPC4	31	-1.8396	-8.1698	0	0	3.0893e-16	1.3577e-13
SOHLH1	6	0.082487	0.50623	0.43629	0.71415	0.61269	0.73486
SOHLH2	7	0.33732	1.8637	0.018487	0.14039	0.062357	0.25816
SOX1	6	0.15426	1.9782	0.25142	0.57477	0.047904	0.23623
SOX10	6	-0.44406	-2.2322	0.20535	0.53088	0.025604	0.16599
SOX11	6	0.20977	1.6439	0.14562	0.44648	0.1002	0.27909
SOX12	6	-0.2091	-1.0869	0.61519	0.82431	0.2771	0.45337
SOX13	6	0.13623	1.3659	0.28925	0.6	0.17199	0.34801
SOX14	6	0.19353	0.86546	0.17292	0.48718	0.38678	0.55621
SOX15	5	-0.4583	-2.4928	0.23066	0.55586	0.012672	0.10583
SOX17	6	0.012994	0.12579	0.67349	0.85457	0.8999	0.94084
SOX18	6	0.029885	0.41206	0.61519	0.82431	0.68029	0.78326
SOX2	6	0.24479	1.3636	0.095848	0.37361	0.17269	0.34815
SOX21	6	0.030292	0.46516	0.61348	0.82265	0.64182	0.75624
SOX3	6	0.33707	1.8666	0.024744	0.17365	0.061953	0.25768
SOX30	6	0.2995	1.74	0.042093	0.23948	0.081851	0.26829
SOX4	6	-0.21158	-1.4441	0.60922	0.81881	0.14872	0.32478
SOX5	5	0.1215	1.3248	0.376	0.67005	0.18522	0.36322
SOX6	6	0.40832	1.838	0.0099545	0.097222	0.066064	0.25994
SOX7	6	0.16649	1.6662	0.22383	0.5492	0.095671	0.27663
SOX8	5	0.032682	0.17043	0.64477	0.83994	0.86467	0.91572
SOX9	6	-1.5936	-3.4461	0.00056883	0.0091743	0.00056883	0.010638
SP1	6	-0.84888	-3.1862	0.024744	0.17365	0.0014417	0.021942
SP100	12	0.18867	1.9684	0.050341	0.26657	0.049024	0.23943
SP110	12	-0.050356	-0.45999	0.82082	0.92678	0.64553	0.75837
SP140	13	-0.14962	-1.195	0.73606	0.88752	0.23209	0.4098
SP140L	10	0.21987	1.8928	0.044937	0.24611	0.058379	0.25409
SP2	11	-0.67299	-3.4709	0.011092	0.10372	0.00051877	0.0098063
SP3	5	-0.68534	-2.2598	0.085609	0.35	0.023833	0.1587
SP4	5	0.32359	1.6892	0.046359	0.25116	0.091173	0.2739
SP5	5	0.11791	0.9103	0.38481	0.67478	0.36267	0.53583
SP6	6	-0.094103	-1.1319	0.95023	0.98502	0.25769	0.43288
SP7	6	-0.10476	-0.65266	0.91667	0.97284	0.51398	0.6718
SP8	5	0.30514	1.5862	0.062002	0.29796	0.11269	0.29133
SP9	5	0.053307	1.2325	0.58333	0.80563	0.21777	0.39714
SPDEF	6	-0.13453	-1.1177	0.82452	0.92887	0.26371	0.43943
SPI1	6	-0.0022048	-0.025264	0.73208	0.88606	0.97984	0.98914
SPIB	6	0.012087	0.066283	0.67691	0.85612	0.94715	0.96864
SPIC	6	-0.44519	-1.8371	0.20336	0.52998	0.066195	0.25994
SPZ1	3	-0.075149	-0.37173	0.94511	0.98372	0.71009	0.80695
SREBF1	6	0.38742	1.738	0.01223	0.10969	0.082209	0.26829
SREBF2	6	-0.14503	-0.92281	0.78697	0.91532	0.35611	0.52919
SRF	6	-2.9023	-5.3063	0	0	1.1187e-07	7.4214e-06
SRY	6	0.39936	1.801	0.011377	0.10444	0.0717	0.26246
SSRP1	6	-0.4721	-2.0563	0.17634	0.48973	0.039749	0.21112
ST18	8	0.20796	1.2956	0.083618	0.34467	0.19511	0.37242
STAT1	7	0.019675	0.24214	0.61633	0.8249	0.80867	0.8741
