sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
KDM4C_e8_96.1,KDM4C,995,937.8
FOXE3_E1_234.2,FOXE3,487,403.6
RPS6KA1_PKc2_E18_162.1,RPS6KA1,734,939.4
BTK_PKc_E15_217.14,BTK,996,1063
FBXO42_2154.349,FBXO42,217,163
RCOR1_SANT_E7_79.1,RCOR1,1747,1103.8
ADAMTS6_3354.325,ADAMTS6,652,622.6
ZFP36L2_1485.46,ZFP36L2,818,1063.6
UBE2O_3879.442,UBE2O,983,919.2
WHSC1L1_PWWP9581051_E1_4314.157,WHSC1L1,709,507.4
TET1_e7_86.2,TET1,995,683.2
SFMBT2_MBT384477_E1_2685.9,SFMBT2,819,556.8
BRWD3_BD_e31_121.3,BRWD3,907,680
ZNF831_E1_144.11,ZNF831,662,733.8
PLAGL2_E3_457.43,PLAGL2,629,396.6
SMARCA4_BD_e33_102.8,SMARCA4,776,732.4
IKBKB_PKc_E5_70.3,IKBKB,686,750.6
STUB1_696.51,STUB1,1169,1020.8
MKRN2_1251.110,MKRN2,1525,1326.8
ELF3_E9_76.0,ELF3,781,754.6
KBTBD3_BTB42149_E1_1839.106,KBTBD3,822,643.6
SIK2_PKc_E4_162,SIK2,379,318.4
LATS2_PKc_E7_107.3,LATS2,953,712.4
CUL2_2295.117,CUL2,865,516
DTX4_1860.220,DTX4,658,621.6
CNOT4_2142.274,CNOT4,1067,1228.8
HIVEP2_E5_4578.373,HIVEP2,755,778.4
FBXL18_2157.81,FBXL18,757,784.2
PCSK9_2079.38,PCSK9,698,785.4
CAPN10_2019.65,CAPN10,702,668.2
MUM1_PWWP410489_E1_2136.114,MUM1,170,159
MAPK11_PKc_E2_130.4,MAPK11,878,923.4
APEH_2199.215,APEH,992,1081
ZNF668_E2_410.18,ZNF668,682,645
FBXL8_1125.41,FBXL8,418,394.2
YEATS2_Yeats231310_E1_4269.28,YEATS2,648,533.6
UBC_2058.236,UBC,656,646.8
TRIM28_BD_e17_79.2,TRIM28,714,981.4
FBXO5_1344.73,FBXO5,910,793
SRMS_PKc_E7_157.14,SRMS,601,681.4
CREBBP_e26_114.9,CREBBP,665,892.8
ZNF382_E5_765.86,ZNF382,508,348.8
BAZ2B_MBD_E12_109.4,BAZ2B,410,426
CDK4_PKc_E5_110.4,CDK4,762,650.4
CREB3L3_E6_92.1,CREB3L3,1119,557
KDM5C_Phd_E6_138.2,KDM5C,1052,944.4
PLK4_PKc_E3_96.2,PLK4,150,88.8
ZNF48_E2_1083.203,ZNF48,319,263
FOXL2_E1_234.30,FOXL2,238,472.6
ERBB2_PKc_E23_147.4,ERBB2,780,692
MLXIP_E13_102.2,MLXIP,727,860
ZNF623_E1_1116.111,ZNF623,908,749.8
PSKH1_PKc_E2_672.3,PSKH1,175,212.2
BAZ1B_Phd_E15_113.6,BAZ1B,785,865.6
CAMTA1_E3_36.0,CAMTA1,803,669
PRKACA_PKc_E7_96.1,PRKACA,875,846.6
ZFPM2_E8_1788.80,ZFPM2,1289,1048.6
MNAT1_930.75,MNAT1,474,199.8
PGR_E3_117.6,PGR,737,545.2
GLYR1_PWWP690_E1_1662.244,GLYR1,643,591.8
PHOX2B_E3_42.0,PHOX2B,298,240
TBL1X_6,TBL1X,660,592
FBXO11_2784.81,FBXO11,593,441.2
HIPK3_PKc_E5_87.1,HIPK3,485,314.6
ZBTB49_BTB15118_E1_2298.3,ZBTB49,443,240.8
HMGXB3_E3_163.4,HMGXB3,648,504.6
ACVR1_PKc_E6_40,ACVR1,696,708
FBXW11_6,FBXW11,744,520.8
RFX7_E5_117.4,RFX7,2290,2643.8
ZBTB17_BTB14109_E1_2412.11,ZBTB17,539,515.6
FBXO45_861.39,FBXO45,496,618.4
PhIP_BD1_e32_126.4,PhIP,479,316.6
TRIM68_1458.8,TRIM68,509,394.6
TRAF6_1569.111,TRAF6,515,426.4
SFMBT1_MBT360453_E1_2601.92,SFMBT1,612,441
ACE_3921.16,ACE,1123,1606.2
ELF5_E6_182.9,ELF5,382,185.8
CREB3L4_E6_92.0,CREB3L4,735,560.6
SUB1_E4_109.4,SUB1,623,619.6
ZNF337_E4_1665.113,ZNF337,563,622
RCOR1_SANT_E6_119.7,RCOR1,352,209.2
KLHL9_BTB40146_E1_1854.21,KLHL9,527,525
MET_PKc_E17_182.12,MET,229,161.8
FOXN1_E6_120.5,FOXN1,796,696.4
HELLS_D_e11_135.2,HELLS,1322,976
HOXC4_E4_177.15,HOXC4,686,691
TRIM43_1341.29,TRIM43,653,592.2
KLF7_E2_64.3,KLF7,954,815.6
TRIP12_6123.10,TRIP12,1050,1162.2
ZNF589_E4_318.13,ZNF589,791,875.6
SOX12_E1_216.13,SOX12,710,668.2
RNF151_738.3,RNF151,972,912.4
RNF39_1263.39,RNF39,706,996.2
SIRT2_e7_57.7,SIRT2,1829,991.8
UBE2Z_1065.58,UBE2Z,393,228
TRIM61_630.56,TRIM61,679,735.4
TNIK_PKc_E4_126.7,TNIK,525,539.8
HES7_E2_96.1,HES7,508,405.4
ZFP36_999.189,ZFP36,527,503.6
RNF130_1260.128,RNF130,125,121.2
TLX3_E2_167.16,TLX3,281,219.2
HOXC4_E4_177.20,HOXC4,847,556
IRF2_E2_75.4,IRF2,2109,1872.8
PARP9_Macro317453_E1_2565.64,PARP9,1370,1358.8
ZNF512B_E12_171.10,ZNF512B,670,587.4
NFIL3_E2_156.3,NFIL3,1102,850
ARID4B_Chromo_E17_108.5,ARID4B,230,267.2
SIX2_E1_156.19,SIX2,182,127.6
PRPF8_7008.587,PRPF8,1121,1000.4
TRIM39_1557.79,TRIM39,930,753
TFAP2E_E6_142.18,TFAP2E,1242,1040
G2E3_ePhd_E4_102.3,G2E3,101,43.4
NEUROG2_E2_180.1,NEUROG2,918,920.6
ANAPC16_3,ANAPC16,447,383.4
RIOK2_PKc_E1_45,RIOK2,431,468.8
NHLH2_E3_162.23,NHLH2,449,490.6
RPS6KA4_PKc2_E15_160.12,RPS6KA4,572,688.8
BRAF_PKc_E15_119.2,BRAF,934,1007
RCOR2_SANT_E8_216.31,RCOR2,569,290.6
MASTL_PKc1_E1_87.13,MASTL,353,147.2
ZNF208_E4_2559.187,ZNF208,2014,975.6
SP1_E5_200.14,SP1,733,665.4
ZNF775_E3_1254.168,ZNF775,202,86
MLL1_e36_237.8,MLL1,701,546
EZH2_SANT2_E11_170.8,EZH2,2040,1693
KMT2A_BD_e16_174.22,KMT2A,898,499.4
NUAK1_PKc_E6_133.7,NUAK1,1005,787.4
RNF43_2352.78,RNF43,1140,1057.6
ID1_E1_135.12,ID1,833,617.6
PHF19_Phd1_E4_73.7,PHF19,379,293.4
ZBTB32_E6_161.23,ZBTB32,298,242
ZNF492_E4_1155.30,ZNF492,1504,1136.8
ZNF560_E10_1560.15,ZNF560,484,437.8
NIM1K_PKc_E3_269.33,NIM1K,342,281.4
XPNPEP2_78.6,XPNPEP2,677,364.8
MYLIP_1338.92,MYLIP,334,330.2
FOXC2_E1_234.17,FOXC2,231,259.2
ZNF575_E4_504.38,ZNF575,1106,1352.4
FBXW5_1701.288,FBXW5,313,407.4
ZNF425_E4_1131.112,ZNF425,152,115.6
UBE3B_3207.214,UBE3B,1170,1314.6
NCOR2_SANT_E16_158.13,NCOR2,227,293
ZSCAN32_E7_555.69,ZSCAN32,250,208.8
KMT2A_11919.361,KMT2A,740,570.2
CPD_4143.357,CPD,755,609.6
PLK1_PKc_E5_111.2,PLK1,483,494.2
WWP2_2613.180,WWP2,373,318.6
NSD1_Phd5_E22_106.0,NSD1,373,246
TMEM129_1089.9,TMEM129,781,518
CAMTA2_E3_36.0,CAMTA2,115,54.4
ACVR2A_PKc_E8_115.6,ACVR2A,903,828
PATZ1_E1_392.12,PATZ1,870,677.4
SENP3_1725.155,SENP3,857,490.4
ZNF276_E2_231.30,ZNF276,356,337.6
FOXD1_E1_234.33,FOXD1,979,840.2
DPF1_Phd1_E9_94.8,DPF1,641,384.4
KDM2A_9,KDM2A,681,558.2
THAP10_E1_276.15,THAP10,863,1013.6
SRPK3_PKc_E9_133.19,SRPK3,684,533.8
FBXW9_9,FBXW9,500,369.8
CSF1R_PKc_E12_127.12,CSF1R,274,209.4
SCAF11_4392.8,SCAF11,1069,781.2
PRKD3_PKc_E12_64.4,PRKD3,771,416.8
PAK2_PKc_E11_118.2,PAK2,398,421
CDK1_PKc_E4_124.1,CDK1,727,662.2
PAX7_E5_138.14,PAX7,363,181
DTX1_1863.117,DTX1,288,381.6
RIPK3_PKc_E6_168.22,RIPK3,593,627.8
MBD1_CXXC168215_E1_1968.54,MBD1,694,784.4
DCAF12_1362.129,DCAF12,646,483
KCND2_BTB43132_E1_1893.208,KCND2,593,686.4
FBXO17_864.120,FBXO17,386,389.8
RFPL4B_792.63,RFPL4B,445,485.4
LITAF_E3_119.9,LITAF,620,330.4
TSHZ1_E2_221.31,TSHZ1,843,587.2
TDRD15_Tudor_E4_345.9,TDRD15,803,775.8
SPSB4_822.98,SPSB4,222,214
CTSA_1497.133,CTSA,1029,1070
JMJD4_E4_268.42,JMJD4,453,415.8
BRAF_PKc_E16_132.5,BRAF,576,463.4
ZNF550_E4_660.68,ZNF550,435,353.2
SIRT7_e8_81.6,SIRT7,836,586.2
KBTBD3_BTB42149_E1_1839.6,KBTBD3,1258,836.2
DBX1_E4_48.3,DBX1,270,155.8
RAB40C_846.117,RAB40C,339,515
SOCS2_597.44,SOCS2,324,379
KCNA1_BTB39130_E1_1488.26,KCNA1,559,354.8
ZNF878_E4_1200.84,ZNF878,914,561.8
CISH_828.94,CISH,589,498
ADAM22_2721.57,ADAM22,1070,789.6
OTUD1_1446.18,OTUD1,416,331.8
EPHA7_PKc_E10_43,EPHA7,627,599.4
PGC_948.15,PGC,1015,917.2
ZNF611_E7_1329.30,ZNF611,804,574.2
TNRC18_tudor21702290_E1_8907.779,TNRC18,861,708.4
FOXI1_E1_208.25,FOXI1,201,76.6
TAF1_BD1_e28_178.10,TAF1,738,530.6
ZKSCAN1_E6_555.57,ZKSCAN1,1037,586.8
SPEG_PKc1_E24_78.6,SPEG,375,292.2
RNF121_984.56,RNF121,1622,2529.2
RPS6KA1_PKc2_E16_90.1,RPS6KA1,858,471.6
BCL6B_BTB28134_E1_1440.244,BCL6B,587,440.6
BCL6_BTB22128_E1_2121.12,BCL6,922,1049.4
FBXW5_1701.107,FBXW5,1141,1319
MYT1L_E11_135.12,MYT1L,418,265.4
CDIP1_E5_107.1,CDIP1,993,960.4
FBXL16_4,FBXL16,456,767.2
MAX_E4_66.1,MAX,776,332.2
IRX6_E4_180.7,IRX6,745,523.4
KCNS1_BTB52151_E1_1581.15,KCNS1,332,266.6
TCF7_E8_99.0,TCF7,223,268.8
KMT2C_Phd1_E8_138.0,KMT2C,167,225.8
ZCWPW2_CW3078_E1_1071.77,ZCWPW2,1166,1094.6
STK31_tudor31147_E1_3060.6,STK31,615,429.4
PHIP_5466.435,PHIP,1397,1175.6
ANKFY1_BTB111198_E1_3636.41,ANKFY1,625,654.6
ZNF74_E5_915.78,ZNF74,984,1088.4
DMAP1_SANT_E4_99.5,DMAP1,212,132.6
OXSR1_PKc_E6_110.9,OXSR1,824,698.8
PEX10_1041.173,PEX10,684,504.4
CPA3_1254.27,CPA3,860,547.6
ZNF696_E3_651.35,ZNF696,887,950.6
KCTD2_BTB74164_E1_792.72,KCTD2,190,172
PHF21B_Phd_E10_129.26,PHF21B,640,570.2
GGT1_1710.81,GGT1,1180,1175.8
DLX4_E2_129.10,DLX4,317,285.8
IRF2BP2_1764.139,IRF2BP2,282,308.6
KCNC4_BTB38143_E1_1908.354,KCNC4,543,396.8
HGF_107.9,HGF,1010,884.6
SMG1_PKc_E45_84,SMG1,273,162
IRF7_E2_189.16,IRF7,594,675.4
RNF187_708.126,RNF187,336,487.8
ATOH7_E1_144.2,ATOH7,1073,1021.8
BBX_E5_171.15,BBX,768,629.6
TMPRSS11D_1257.56,TMPRSS11D,1313,1115.2
NR1H2_E5_274.52,NR1H2,429,449
PHF8_e7_187.2,PHF8,734,813.4
LNX1_2187.301,LNX1,142,108.2
PAX2_E3_198.22,PAX2,846,729.2
MEP1A_2241.287,MEP1A,662,451.2
FBXO47_3,FBXO47,804,568.4
TBX4_E2_86.8,TBX4,1007,956.4
NHLRC1_1188.31,NHLRC1,807,772.6
E2F4_E2_110.9,E2F4,628,781.6
MBTD1_MBT145245_E1_1887.35,MBTD1,501,433.6
TRIM28_2508.30,TRIM28,317,378.4
CPA3_1254.64,CPA3,590,477.8
TRIM5_1482.38,TRIM5,1182,898.4
TESK2_PKc_E8_84.3,TESK2,618,598
ZNF418_E4_1161.27,ZNF418,1454,1358
CIT_PKc_E4_132.1,CIT,199,216.8
FBXL7_1476.39,FBXL7,439,323.8
CAMK1D_PKc_E4_139.1,CAMK1D,428,397
EEF2K_PKc_E9_53.1,EEF2K,451,281.2
LONRF2_2265.273,LONRF2,280,340.8
ZBTB49_E5_74.1,ZBTB49,854,709.8
TOX2_E5_144.20,TOX2,2198,2309.8
FBXL13_2208.56,FBXL13,684,499
KDM4B_ePhd_E17_53.2,KDM4B,1029,1231.4
RNF135_1299.208,RNF135,126,82.8
CPO_1125.9,CPO,1344,896.2
RREB1_E12_798.173,RREB1,1174,1100
ZNF10_E5_666.38,ZNF10,1297,1467.8
ZNF490_E5_918.59,ZNF490,1425,1449.8
MTA1_Bah3188_E1_2148.371,MTA1,477,444.4
CGRRF1_999.35,CGRRF1,692,721
MAFF_E3_276.6,MAFF,319,286.2
KAT6B_Phd1_E5_77.1,KAT6B,921,696.8
FOXJ2_E3_75.7,FOXJ2,870,659.4
ZNF135_E4_1170.29,ZNF135,1416,1378.4
MASP2_717.3,MASP2,1591,1360.2
ZNF362_E7_79.2,ZNF362,1048,561
WNK3_PKc_E6_89.3,WNK3,933,644.2
FBXO39_6,FBXO39,583,256.2
ZNF7_E5_1380.64,ZNF7,1656,1444.2
SOX7_E2_107.3,SOX7,535,407.4
HOXB7_E2_177.20,HOXB7,400,300.8
FBXL12_981.37,FBXL12,1040,1198
UBE2D2_444.21,UBE2D2,885,806
HIVEP1_E4_4854.349,HIVEP1,494,313.6
PA2G4_1185.1,PA2G4,1152,1084.2
MEIS3_E9_88.4,MEIS3,620,479.6
TDRD6_tudor13091422_E1_6291.269,TDRD6,320,297
CAD_6678.1052,CAD,536,440.2
ASB7_957.76,ASB7,1509,1628.2
TRIM38_1398.152,TRIM38,671,423.4
ZNF547_E4_495.44,ZNF547,1587,1410.8
MAP2K5_PKc_E13_49,MAP2K5,524,307
ZIK1_E4_666.42,ZIK1,384,338.8
ZMYND8_PWWP289369_E1_3567.43,ZMYND8,1553,990
SPSB1_822.94,SPSB1,560,676.4
CIT_PKc_E9_154.9,CIT,520,542
TDRKH_tudor357404_E1_1686.78,TDRKH,1112,969
LHX6_E6_39.0,LHX6,365,256
PRKAA1_PKc_E6_88.3,PRKAA1,264,206.4
SRF_E2_156.0,SRF,1292,1661
PRKDC_PKc_E79_221.1,PRKDC,579,757.4
CDK6_PKc_E2_203.31,CDK6,691,796.2
CUL9_7554.562,CUL9,556,514.6
THAP9_E2_184.3,THAP9,1623,1481.2
HNF4G_E3_95.0,HNF4G,1093,1044.4
PDK1_PKc_E3_72.2,PDK1,177,95
ASCL2_E2_126.10,ASCL2,745,606.2
TCF21_E1_180.28,TCF21,542,387
ZBED3_E3_162.31,ZBED3,257,187
NHLH1_E2_171.0,NHLH1,297,253.2
OLIG1_E1_189.1,OLIG1,135,94.2
RNF38_1548.63,RNF38,696,601.4
SIX6_E1_147.2,SIX6,799,630.2
NKX1_1_E2_177.16,NKX1,504,489.4
NEK8_PKc_E5_156.19,NEK8,517,536.2
EMX1_E2_129.5,EMX1,960,945.8
TCF23_E2_150.5,TCF23,1299,1193.8
ZNF148_E7_84.0,ZNF148,1668,1295.2
RNF167_1053.196,RNF167,428,440.6
AKT3_PKc_E7_69.7,AKT3,1253,949
ING4_Phd_E6_148.13,ING4,492,369.4
PRKCD_PKc_E15_63,PRKCD,799,786.6
PRSS36_2568.136,PRSS36,1197,1503.6
DCST1_2121.174,DCST1,383,446.2
SOLH_3261.24,SOLH,999,877.2
CPA6_1314.34,CPA6,1592,1879.8
KLF16_E2_137.10,KLF16,156,88
FIGLA_E1_39.0,FIGLA,572,586.2
TBL1Y_1,TBL1Y,916,574.4
FBXO17_864.136,FBXO17,333,371.4
ZNF768_E2_747.6,ZNF768,1029,802.2
GZMH_741.9,GZMH,1058,987
CUL7_5349.381,CUL7,620,519.2
SCYL1_PKc_E4_227.2,SCYL1,355,479.8
ASB16_1362.29,ASB16,1112,1385.6
PHF20L1_tudor90135_E1_858.63,PHF20L1,474,297.8
HIPK3_PKc_E3_124.5,HIPK3,371,361.6
DLX4_E2_129.0,DLX4,693,636.6
DAPK3_PKc_E5_49,DAPK3,414,294.8
KLK9_753.153,KLK9,973,1115.8
SIAH2_975.130,SIAH2,1001,1116
ZBTB34_BTB22122_E1_1503,ZBTB34,371,368.2
CAMK4_PKc_E2_79.4,CAMK4,118,58.8
RCE1_990.59,RCE1,660,813.2
FBXO21_1887.240,FBXO21,399,381.8
ZMYND8_PWWP289369_E1_3567.51,ZMYND8,964,587.2
HECTD1_7833.450,HECTD1,1074,1208
ABTB1_BTB273376_E1_1437.91,ABTB1,485,303.2
ZNF785_E3_495.98,ZNF785,215,129.2
WNK4_PKc_E3_221.12,WNK4,602,587.2
KCNA3_BTB106197_E1_1728.266,KCNA3,412,366.4
PHF10_Phd_E11_77.2,PHF10,623,558.2
ZCWPW2_PWWP97160_E1_1071.18,ZCWPW2,321,196.4
FBXO40_12,FBXO40,824,704.8
MDM4_1473.62,MDM4,433,776.2
GLI3_E12_165.6,GLI3,628,848.4
FBXL14_1257.3,FBXL14,981,971.4
UBE2D1_444.4,UBE2D1,922,801.8
MTA1_Bah3188_E1_2148.18,MTA1,663,629.8
XPNPEP1_59.1,XPNPEP1,608,644.2
TRIM17_1434.8,TRIM17,408,453
ZNF236_Ex_310.13,ZNF236,572,445.2
RIPK3_PKc_E2_101.4,RIPK3,672,736.8
CTSL2_1005.6,CTSL2,1057,730.2
HERC1_14586.996,HERC1,837,736.4
SPI1_E5_261.2,SPI1,922,982.4
HOXA10_E2_177.15,HOXA10,1070,789
MARCH1_870.24,1-Mar,589,581
MYCN_E3_180.5,MYCN,1085,1300
MESP2_E1_174.23,MESP2,797,766.8
SMG1_PKc_E44_110.2,SMG1,437,235.6
CLK2_PKc_E9_130.3,CLK2,404,324.2
ADAMTS4_2514.86,ADAMTS4,173,105
ZSCAN20_SANT2_E7_248.24,ZSCAN20,108,49.8
GATA3_E4_138.2,GATA3,377,394.2
ZNF296_E3_543.56,ZNF296,375,267.6
TRIM35_1482.263,TRIM35,612,427.8
SND1_tudor733777_E1_2733.24,SND1,466,340
ZMYND11_PWWP272353_E1_1809.49,ZMYND11,946,980.2
WHSC1_E8_111.0,WHSC1,482,644.2
NHLH1_E2_171.19,NHLH1,632,677.6
PHF19_Phd2_E7_96.11,PHF19,270,338.8
STK39_PKc_E5_56,STK39,480,165
TCF12_E19_183.0,TCF12,692,518.8
BTBD1_BTB62175_E1_1449.29,BTBD1,476,475.8
NFE2L2_E5_183.3,NFE2L2,615,257.4
UBE2I_477.48,UBE2I,954,622.8
BMPR2_PKc_E7_115.4,BMPR2,1313,1178.2
STK39_PKc_E6_110.5,STK39,876,904.6
SMAD7_E3_436.77,SMAD7,675,642.8
CSNK1D_PKc_E3_149.8,CSNK1D,413,393.6
TWIST2_Ex_176.14,TWIST2,714,641
ZBTB7B_BTB58178_E1_1722.39,ZBTB7B,781,622
STK36_PKc_E7_78.5,STK36,415,411
UBE2B_459.35,UBE2B,493,482.8
ANAPC1_5,ANAPC1,505,294.6
ADAM7_2265.53,ADAM7,1191,1017.8
RNF24_510.12,RNF24,831,752.6
GSK3A_PKc_E4_111.4,GSK3A,368,276.6
ZFP36L1_E2_189.26,ZFP36L1,258,353.4
TRIM26_1620.308,TRIM26,660,532.8
ZBTB16_BTB25125_E1_2022.333,ZBTB16,700,672.6
FOXB1_E2_234.6,FOXB1,1165,1173
VSX2_E3_123.13,VSX2,183,141.6
FBXL18_2157.8,FBXL18,895,757.6
CSDC2_E3_92.9,CSDC2,643,781.2
CHD5_H_e20_95.3,CHD5,832,990.2
HERC2_14505.1578,HERC2,237,219.8
ZNF181_E4_828.12,ZNF181,1265,1012.6
ZBTB47_BTB4113_E1_2244.14,ZBTB47,1080,784.6
UBOX5_1626.208,UBOX5,1142,1263.6
SP140L_Phd_E15_101.5,SP140L,902,750
CUL9_7554.913,CUL9,1182,910.2
DYRK1B_PKc_E5_148.7,DYRK1B,692,611.6
PCGF3_729.93,PCGF3,481,493.6
KLHL12_BTB23130_E1_1707,KLHL12,649,488
PHKG2_PKc_E4_55.3,PHKG2,335,394.6
CBX4_Chromo_E4_67.5,CBX4,114,98
ZFP42_E4_330.9,ZFP42,608,441.4
FBXL4_1866.106,FBXL4,794,425.4
TRIM56_2268.555,TRIM56,1170,777.6
PITX2_E2_135.9,PITX2,669,508.4
SOX10_E2_122.4,SOX10,895,996
MECOM_E7_157.6,MECOM,1115,831.4
SPOP_BTB190297_E1_1125.56,SPOP,888,693.2
KMT2C_Phd4_E19_48.2,KMT2C,775,510
SMURF1_2187.169,SMURF1,935,730.8
PRKCA_PKc_E13_139.7,PRKCA,628,819.4
BIRC7_897.104,BIRC7,448,375.6
TBL1X_2,TBL1X,449,349.8
STK25_PKc_E4_57.7,STK25,237,350.2
TRIM49_1,TRIM49,841,737.6
TRIB1_PKc_E1_72.9,TRIB1,558,467.8
ZNF207_E2_127.4,ZNF207,909,505.8
PCSK4_2268.424,PCSK4,1395,1354.6
MYBL1_SANT3_E6_46.0,MYBL1,765,367.4
MAPK15_PKc_E5_131.11,MAPK15,417,330.4
KLHL25_BTB36144_E1_1770.29,KLHL25,1074,1023.8
CSNK2A2_PKc_E2_112.4,CSNK2A2,1018,629.6
RNF125_699.10,RNF125,545,597.8
DTX3_1053.57,DTX3,451,541.8
ZCWPW1_CW256303_E1_1947.241,ZCWPW1,573,482.2
KMT2C_Phd6_E21_85.0,KMT2C,1319,846.4
UBE2E2_606.45,UBE2E2,621,488.8
KLK8_137.8,KLK8,662,453.2
ZNF551_E3_1038.29,ZNF551,384,333.6
MARK4_PKc_E3_54.2,MARK4,564,451.6
RIOK1_PKc_E7_113.4,RIOK1,606,339.8
FGFR1_PKc_E10_41,FGFR1,402,338.8
MIB2_3213.434,MIB2,705,590.2
YES1_PKc_E12_203.2,YES1,552,530
PIM3_PKc_E3_51.5,PIM3,475,434.8
FXR1_Agenet59115_E1_1866.16,FXR1,133,78
SMARCA1_SANT_E21_133.7,SMARCA1,956,773.8
RNF138_E6_99.5,RNF138,696,578.8
ZNF607_E5_1227.10,ZNF607,1014,615
PCGF1_780.30,PCGF1,581,441.4
KDM4C_Phd_E14_214.9,KDM4C,1206,1537
ZNF593_E1_200.24,ZNF593,541,479.4
TRIB1_PKc_E2_293.41,TRIB1,696,993.8
ASB7_957.62,ASB7,334,275
EEF2K_PKc_E4_48,EEF2K,643,523
USP43_3372.592,USP43,796,582.8
TDRD7_tudor517559_E1_3297.74,TDRD7,533,488.6
IRX2_E2_177.2,IRX2,388,310.2
TDRD3_tudor652700_E1_2235.13,TDRD3,1695,1539.2
RFPL1_954.122,RFPL1,721,610.8
FBXW8_11,FBXW8,268,262.8
CHFR_1995.238,CHFR,639,646
MORC1_CW481530_E1_2955.173,MORC1,282,142.2
HMX3_E2_174.3,HMX3,471,330
NPEPPS_2760.54,NPEPPS,713,605.4
MIS18BP1_SANT_E12_112.9,MIS18BP1,576,424.8
SGK1_PKc_E10_156.8,SGK1,520,406.6
TMPRSS2_1590.128,TMPRSS2,1257,1426.8
BTBD17_BTB53162_E1_1437.284,BTBD17,639,591.4
PJA2_2127.136,PJA2,607,518.8
RNF148_918.61,RNF148,707,663.2
ADAM23_2499.51,ADAM23,1445,1079.6
LATS2_PKc_E6_183.4,LATS2,796,655.8
MERTK_PKc_E17_160.3,MERTK,560,546.8
CELA2A_810.71,CELA2A,578,490.4
SHKBP1_BTB21107_E1_2124.41,SHKBP1,620,363.8
KMT2D_Phd1_E7_138.9,KMT2D,965,1172.2
KMT2D_16614.88,KMT2D,965,1172.2
PSMB7_834.77,PSMB7,589,387
IGF1R_PKc_E17_111.7,IGF1R,419,324.8
RHOBTB2_BTB523615_E1_2250.239,RHOBTB2,865,952.6
UBE2Q1_1269.123,UBE2Q1,378,510
MBTPS1_3159.399,MBTPS1,728,517.4
HOXA7_E2_177.17,HOXA7,419,294.6
MAFK_E3_210.23,MAFK,266,349.8
CSNK1G2_PKc_E5_149.15,CSNK1G2,346,357.2
ZNF594_E2_2052.126,ZNF594,271,152.4
UBR1_5250.50,UBR1,410,332.4
STK40_PKc_E7_116.11,STK40,523,261.2
MLKL_PKc_E7_82.3,MLKL,499,485.8
KLF16_E2_137.16,KLF16,411,334.2
TRIM65_1554.1,TRIM65,379,523.8
MYO3A_PKc_E5_105,MYO3A,247,168
SETMAR_e2_380.24,SETMAR,1178,981.8
RNF126_936.65,RNF126,560,540.2
RPS6KA2_PKc_E4_81,RPS6KA2,368,422
REPIN1_E4_1524.146,REPIN1,157,147.6
CELA2B_810.16,CELA2B,218,102.8
ZBTB41_BTB77173_E1_2730.8,ZBTB41,192,256.6
NEK10_PKc_E19_54,NEK10,432,395
MAPK3_PKc_E4_117.4,MAPK3,288,327.8
ERBB2_PKc_E20_186.2,ERBB2,245,141.8
TMPRSS9_3180.644,TMPRSS9,946,827.8
USP17L10_1593.184,USP17L10,1386,1633.2
USP21_1698.74,USP21,1207,1124.8
MYT1_E12_125.0,MYT1,863,1042.8
RNF186_684.121,RNF186,663,585
FBXO30_11,FBXO30,1574,1231.6
PARK2_1398.92,PARK2,1730,1546.4
SIX4_E1_165.8,SIX4,416,467.4
UBE4A_3201.168,UBE4A,653,660.2
PHF19_tudor4387_E1_624.98,PHF19,1107,885.8
ERBB4_PKc_E19_99.2,ERBB4,431,539.8
RNF167_1053.133,RNF167,421,310.8
MAPK14_PKc_E4_112.4,MAPK14,890,638
PHF2_e6_79.6,PHF2,1290,1033.8
ZNF397_E4_744.47,ZNF397,1039,546.2
CAPN1_2145.73,CAPN1,1130,849
MMP20_1452.46,MMP20,1329,1499.2
RHOBTB3_BTB413518_E1_1836.104,RHOBTB3,590,494.8
RNF144B_912.15,RNF144B,1569,1452.4
IRX3_E2_165.27,IRX3,1652,1613.2
TRIM28_Phd_E13_104.11,TRIM28,621,865.8
ZBTB48_BTB16119_E1_2067.36,ZBTB48,732,947.2
PSMA5_726.19,PSMA5,631,636.8
ZNF79_E5_834.55,ZNF79,1102,725.4
ZNF80_E1_411.46,ZNF80,575,510
RELA_E3_132.3,RELA,475,394.4
CAPN2_2103.85,CAPN2,851,701.4
RNF150_1317.133,RNF150,457,353.4
CASK_PKc_E8_123.4,CASK,952,962.8
CDC26_2,CDC26,307,173.4
NEURL1_1725.20,NEURL1,1172,1557.4
MYLIP_1338.97,MYLIP,1089,988.8
KLF15_E2_74.13,KLF15,39,23
F9_1386.81,F9,1834,1633.6
WEE1_PKc_E4_143.9,WEE1,262,288
DTX3_1053.112,DTX3,508,400.4
ZNF653_E8_100.7,ZNF653,377,200.4
PDZRN4_3111.4,PDZRN4,364,273.6
OTUD3_1197.49,OTUD3,175,59.8
TRIM69_1503.4,TRIM69,694,658.8
MIXL1_E1_135.9,MIXL1,360,362.2
ID1_E1_135.0,ID1,1548,1269.4
MNAT1_930.77,MNAT1,741,436.8
STAT5B_E12_93.0,STAT5B,870,746.6
