Gene	sgRNA	c13|beta	c13|z	c13|p-value	c13|fdr	c13|wald-p-value	c13|wald-fdr
LEF1	6	-0.029093	-0.45625	0.98777	0.99799	0.64821	0.80024
LEUTX	7	0.11425	1.808	0.24204	0.65842	0.070608	0.38645
LHX1	6	0.079925	0.62078	0.42292	0.78719	0.53474	0.73781
LHX2	6	0.03811	0.24112	0.63339	0.88725	0.80946	0.89163
LHX3	6	-0.032494	-0.42713	0.99374	0.998	0.66929	0.81515
LHX4	6	-0.050567	-0.39577	0.8942	0.97314	0.69228	0.83039
LHX5	6	0.13495	1.7629	0.21559	0.63009	0.07791	0.39097
LHX6	6	6.4976e-05	0.0006324	0.83845	0.96311	0.9995	1
LHX8	7	0.10901	1.0206	0.25654	0.66765	0.30742	0.57936
LHX9	6	0.059319	0.72618	0.51365	0.83805	0.46773	0.71042
LIN28A	5	0.037249	0.31829	0.64676	0.89402	0.75027	0.85982
LIN28B	2	0.11804	0.72621	0.53356	0.84336	0.46771	0.71042
LITAF	6	0.061998	1.0725	0.50057	0.82871	0.28348	0.56153
LMX1A	6	0.087557	1.3529	0.38993	0.77017	0.17608	0.46858
LMX1B	6	-0.043699	-0.25767	0.93259	0.98321	0.79666	0.88414
LYL1	6	0.070738	0.72035	0.4599	0.80488	0.47131	0.71314
MAF	6	0.024389	0.30525	0.70307	0.91353	0.76018	0.8647
MAFA	6	-0.23657	-1.1738	0.18658	0.59982	0.24047	0.52405
MAFB	6	-0.0028424	-0.030983	0.8521	0.96646	0.97528	0.99107
MAFF	6	-0.15778	-1.7319	0.39505	0.77017	0.083294	0.39153
MAFG	6	-0.15773	-1.0504	0.39534	0.77017	0.29353	0.56833
MAFK	6	-0.055755	-0.3865	0.8686	0.96799	0.69913	0.83496
MAX	6	-0.1604	-1.2655	0.38737	0.77017	0.20568	0.49353
MAZ	6	-0.4212	-2.0979	0.026451	0.28182	0.035914	0.34715
MBD1	37	0.066426	1.4305	0.073094	0.4375	0.15258	0.44897
MBD2	12	-0.010297	-0.15501	0.80745	0.95303	0.87681	0.93449
MBD3	20	-0.18226	-2.8677	0.085893	0.45967	0.0041347	0.13832
MBD4	12	0.060664	1.4224	0.33874	0.73838	0.1549	0.44949
MECOM	7	0.0028943	0.043017	0.80916	0.95303	0.96569	0.98616
MECP2	12	0.026792	0.39759	0.54465	0.84877	0.69093	0.82968
MEF2A	5	0.035011	0.58896	0.65671	0.89845	0.55589	0.74344
MEF2B	6	-0.20733	-1.2058	0.24516	0.65852	0.2279	0.51495
MEF2C	6	-0.047038	-0.76834	0.91439	0.97903	0.44229	0.68931
MEF2D	6	-0.25174	-1.9238	0.16098	0.57847	0.054384	0.37289
MEIS1	5	0.1544	1.4719	0.20876	0.62194	0.14104	0.43461
MEIS2	6	0.098178	1.2801	0.34471	0.74176	0.20052	0.48977
MEIS3	7	-0.10784	-0.68563	0.57053	0.85526	0.49295	0.72792
MEOX1	6	-0.13132	-1.0527	0.49716	0.82726	0.29246	0.56812
MEOX2	6	0.1662	1.5163	0.13168	0.53403	0.12943	0.42611
MESP1	6	-0.17677	-1.7244	0.33362	0.73175	0.084627	0.39306
MESP2	6	-0.44257	-2.469	0.020478	0.25	0.013547	0.24427
MGA	8	-0.079308	-1.004	0.71729	0.91535	0.31536	0.58534
MIER3	6	-0.14741	-1.5469	0.43771	0.79323	0.12188	0.42059
MITF	6	0.18312	1.8563	0.10097	0.49443	0.063413	0.38394
MIXL1	6	-0.090874	-0.82007	0.69283	0.91126	0.41217	0.67405
MLX	6	-0.22355	-1.5054	0.20961	0.62194	0.13223	0.42737
MLXIP	7	0.077822	0.78082	0.38311	0.76971	0.43491	0.68606
MLXIPL	6	-0.13596	-1.0746	0.48294	0.8195	0.28256	0.56128
MNT	7	0.10038	1.114	0.28868	0.69231	0.26527	0.54416
MNX1	6	-0.25783	-1.0011	0.15444	0.57218	0.31679	0.58654
MSC	6	0.15493	1.2575	0.15757	0.57588	0.20858	0.49551
MSGN1	6	0.15432	1.2772	0.15927	0.57792	0.20153	0.49017
MSX1	6	0.049048	0.24114	0.56854	0.855	0.80945	0.89163
MSX2	6	-0.095778	-0.71954	0.66439	0.90019	0.47181	0.71319
MTA1	18	0.05588	1.0169	0.26166	0.67192	0.3092	0.58044
MTA2	17	-0.01326	-0.1995	0.80404	0.95303	0.84187	0.90931
MTA3	18	-0.029985	-0.66278	0.9508	0.99052	0.50747	0.72942
MTF1	7	0.13621	1.1582	0.17634	0.59217	0.24677	0.52909
MXD1	6	0.20535	1.8295	0.070535	0.43739	0.067318	0.38394
MXD3	6	-0.19662	-2.1996	0.27503	0.67907	0.027839	0.32198
MXD4	6	-0.0045221	-0.1183	0.85978	0.96646	0.90583	0.95442
MXI1	6	0.044424	0.77476	0.59528	0.86636	0.43848	0.68623
MYB	24	0.078163	1.9769	0.10011	0.49438	0.048057	0.37289
MYBL1	22	0.11312	2.5644	0.035836	0.3198	0.010336	0.21253
MYBL2	25	-0.37166	-3.7314	0	0	0.00019042	0.020922
MYC	6	-1.1576	-3.8847	0	0	0.00010245	0.012421
MYCL	6	0.22977	1.8004	0.0438	0.3578	0.071797	0.38645
MYCN	6	0.11877	1.1415	0.26678	0.67192	0.25366	0.53328
MYF5	8	0.069012	0.70386	0.40216	0.77107	0.48152	0.7232
MYF6	6	0.0475	0.87515	0.57509	0.85575	0.38149	0.64682
MYNN	12	-0.080952	-0.97232	0.64334	0.89336	0.33089	0.59754
MYOD1	6	-0.094144	-1.3315	0.67349	0.90451	0.18303	0.47438
MYOG	6	-0.17526	-1.1011	0.33732	0.73665	0.27085	0.54857
MYRF	6	-0.15641	-0.90659	0.40102	0.77107	0.36462	0.63065
MYSM1	18	0.018042	0.43251	0.5128	0.83805	0.66537	0.81203
MYT1	8	-0.13439	-1.3255	0.44056	0.79355	0.185	0.47662
MYT1L	8	-0.1556	-2.3226	0.35353	0.74789	0.020203	0.28768
MZF1	6	-0.48332	-2.2194	0.013367	0.19262	0.026459	0.31454
NANOG	6	-0.057135	-0.6601	0.86064	0.96646	0.50919	0.72955
NCOR1	20	0.10106	1.277	0.067406	0.43013	0.20159	0.49017
NCOR2	18	0.16266	1.5824	0.013367	0.19262	0.11356	0.41764
NEUROD1	6	0.08078	1.0713	0.41894	0.78476	0.28404	0.56184
NEUROD2	7	0.066572	0.78373	0.44653	0.79574	0.4332	0.68516
NEUROD4	6	0.063845	0.5928	0.49431	0.82582	0.55332	0.74238
NEUROD6	6	0.075196	0.50568	0.4397	0.79323	0.61308	0.77625
NEUROG1	6	0.019046	0.96093	0.73322	0.91973	0.33659	0.60349
NEUROG2	6	-0.062973	-0.55871	0.83134	0.9593	0.57636	0.75599
NEUROG3	6	0.074294	0.7896	0.44482	0.79574	0.42976	0.68369
NFAT5	6	-0.53475	-2.1622	0.0059727	0.10825	0.030604	0.33314
NFATC1	6	0.056082	0.81835	0.53271	0.84336	0.41315	0.67448
NFATC2	6	0.00805	0.1076	0.79579	0.95008	0.91432	0.95916
NFATC3	6	-0.073083	-1.1847	0.78299	0.94391	0.23612	0.52035
NFATC4	7	0.053974	0.53029	0.51394	0.83813	0.59591	0.76664
NFE2	6	-0.022072	-0.19891	0.95336	0.99172	0.84233	0.90931
NFE2L1	6	-0.41691	-2.3156	0.028157	0.28947	0.020582	0.28946
NFE2L2	5	-0.036131	-0.17384	0.9653	0.99502	0.86199	0.92373
NFE2L3	5	-0.072269	-0.79078	0.78129	0.94391	0.42907	0.68369
NFIA	7	0.088916	1.2248	0.343	0.74176	0.22064	0.50753
NFIB	7	0.079873	1.2678	0.37656	0.76295	0.20489	0.49335
NFIC	8	-0.033148	-0.30281	0.98407	0.99712	0.76204	0.86597
NFIL3	6	0.1137	1.3244	0.2847	0.68939	0.18537	0.47662
NFIX	8	-0.16248	-1.7296	0.32821	0.72579	0.0837	0.39238
NFKB1	7	0.099877	1.3989	0.29124	0.69424	0.16185	0.45401
NFKB2	7	-0.010658	-0.24308	0.88652	0.97194	0.80795	0.89096
NFX1	13	-0.062565	-0.82168	0.76394	0.93626	0.41126	0.67341
NFXL1	15	0.068109	1.3311	0.25228	0.66293	0.18315	0.47438
NFYA	6	-0.72973	-2.9578	0.00028441	0.010417	0.0030988	0.12242
NFYB	6	-0.16837	-1.4159	0.36121	0.75505	0.15681	0.45111
NFYC	6	-0.45492	-2.5708	0.017918	0.23247	0.010146	0.21108
NHLH1	6	0.078227	0.60498	0.42833	0.79055	0.54519	0.74011
NHLH2	6	-0.047662	-0.59331	0.91069	0.97741	0.55297	0.74238
NKX1	12	0.017604	0.34804	0.60666	0.87428	0.72781	0.84882
NKX2	42	0	0	0.55745	0.84922	1	1
NKX3	12	0.10408	1.1921	0.15216	0.56674	0.23324	0.51889
NKX6	13	0.0012533	0.015578	0.72014	0.91535	0.98757	0.9975
NOBOX	6	0.11535	0.81856	0.27673	0.67994	0.41304	0.67448
NOTO	6	0.025382	0.31282	0.69881	0.91179	0.75441	0.86177
NPAS1	6	-0.039444	-0.33782	0.9599	0.99353	0.7355	0.85092
NPAS2	6	-0.11696	-1.2314	0.57025	0.85526	0.21818	0.50703
NPAS3	6	0.077763	0.99463	0.4306	0.7906	0.31992	0.58891
NPAS4	6	0.01985	0.23595	0.72582	0.91535	0.81347	0.89324
NR0B1	6	0.045586	1.155	0.58817	0.86527	0.24809	0.5297
NR0B2	6	-0.06977	-0.8916	0.80034	0.95133	0.37261	0.63938
NR1D1	6	-0.075949	-0.77649	0.77076	0.9386	0.43746	0.68623
NR1D2	1	0.085347	0.6808	0.75825	0.93613	0.496	0.72792
NR1H2	5	-0.13077	-0.85123	0.53641	0.84498	0.39464	0.65948
NR1H3	7	-0.081996	-0.78154	0.69824	0.91179	0.43448	0.68606
Nr1h4	6	0.17425	1.4903	0.11803	0.51661	0.13613	0.43164
NR1I2	6	-0.033519	-0.20151	0.98948	0.99799	0.8403	0.90931
NR1I3	6	0.017382	0.31324	0.74261	0.92621	0.7541	0.86176
NR2C1	6	0.25909	1.8553	0.025313	0.27726	0.063548	0.38394
NR2C2	6	0.024551	0.32554	0.7025	0.91346	0.74477	0.85744
NR2E1	6	0.11725	1.4062	0.27304	0.67701	0.15965	0.45282
NR2E3	6	-0.020948	-0.12457	0.94625	0.98724	0.90087	0.95147
NR2F1	6	-0.083667	-0.94444	0.73066	0.91816	0.34494	0.61182
NR2F2	6	-0.031728	-0.27787	0.99829	0.99972	0.78111	0.87635
NR2F6	3	0.090356	0.84965	0.55916	0.84974	0.39552	0.66053
NR3C1	6	0.063865	1.0547	0.49403	0.82582	0.29156	0.56751
NR3C2	6	0.085774	1.3017	0.39647	0.77017	0.19302	0.48341
NR4A1	6	0.15353	1.6234	0.16069	0.57847	0.1045	0.40779
NR4A2	6	-0.002106	-0.019375	0.84954	0.96635	0.98454	0.99598
NR4A3	6	0.21044	1.249	0.064846	0.42486	0.21165	0.49943
NR5A1	7	-0.034422	-0.45354	0.96871	0.99562	0.65016	0.8021
NR5A2	6	0.14894	1.4451	0.1715	0.58487	0.14843	0.44477
NR6A1	6	0.009773	0.13155	0.78754	0.94537	0.89534	0.94734
NRF1	8	-0.20419	-1.197	0.20592	0.62054	0.23129	0.51831
NRL	6	0.035007	0.30734	0.65017	0.89402	0.75858	0.86428
OLIG1	6	0.14184	1.3806	0.19425	0.60657	0.1674	0.45868
OLIG2	6	0.070948	0.59373	0.4599	0.80488	0.55269	0.74238
OLIG3	6	0.050849	0.49863	0.55859	0.84948	0.61804	0.77956
ONECUT1	6	-0.057667	-1.6042	0.85922	0.96646	0.10866	0.41125
ONECUT2	6	0.076525	1.1155	0.43487	0.79305	0.26463	0.54366
ONECUT3	6	-0.38383	-2.2475	0.037543	0.32836	0.024611	0.30904
OSR1	4	-0.046163	-1.4078	0.90472	0.97577	0.15919	0.45282
OSR2	6	0.18504	1.1571	0.098123	0.4887	0.24723	0.5294
OTP	6	0.20683	1.5144	0.068828	0.43369	0.12992	0.42611
OTX1	6	0.072284	0.70791	0.45336	0.80181	0.479	0.72096
OTX2	6	0.12952	1.1306	0.23123	0.64348	0.25821	0.53654
OVOL1	5	-0.015744	-0.2661	0.92548	0.98249	0.79016	0.88086
OVOL2	3	0.020371	0.18617	0.84983	0.96636	0.85231	0.91615
OVOL3	6	-0.17249	-1.7066	0.3467	0.7427	0.08789	0.3969
PATZ1	13	0.069626	0.71862	0.2665	0.67192	0.47237	0.71343
PAX1	6	0.17873	1.1481	0.10865	0.50319	0.25094	0.53203
PAX2	6	-0.16314	-0.64544	0.3777	0.76322	0.51864	0.73176
PAX3	7	0.11851	1.1332	0.22668	0.64251	0.25712	0.53616
PAX4	8	-0.0084551	-0.10853	0.86177	0.96658	0.91357	0.95886
PAX5	6	-0.055098	-0.75782	0.87258	0.96916	0.44856	0.69438
PAX6	7	0.040314	0.36032	0.59954	0.86928	0.71861	0.84418
PAX7	9	0.076653	0.63511	0.32537	0.72303	0.52535	0.73504
PAX8	6	-0.24876	-1.7144	0.16724	0.58218	0.08646	0.39473
PAX9	6	-0.038111	-0.33956	0.96587	0.99531	0.73419	0.85092
PBRM1	49	0	0	0.55745	0.84922	1	1
PBX1	7	0.038476	0.49996	0.61149	0.87617	0.6171	0.77935
PBX2	6	-0.092463	-0.80225	0.68259	0.91016	0.42241	0.67909
PBX3	6	-0.0057828	-0.20004	0.86746	0.96797	0.84145	0.90931
PBX4	7	-0.075429	-1.0467	0.73123	0.91854	0.29523	0.57035
PDX1	6	0.033908	0.50115	0.65643	0.89845	0.61627	0.77858
PGR	6	0.061397	0.76942	0.50341	0.83021	0.44164	0.68861
PHOX2A	6	0.14022	1.0014	0.20193	0.61632	0.31666	0.58654
PHOX2B	6	0.2215	1.2746	0.053185	0.38636	0.20246	0.4908
PIAS1	17	-0.14221	-2.3571	0.2281	0.64286	0.018418	0.27425
PIAS2	13	0.086527	1.8696	0.19454	0.60692	0.06154	0.38394
PIAS3	19	-0.16531	-2.3631	0.12685	0.52781	0.018124	0.27384
PIAS4	16	-0.15349	-1.9687	0.19824	0.61356	0.048985	0.37289
PITX1	6	0.062356	0.58932	0.49858	0.82806	0.55565	0.74344
PITX2	6	0.25388	1.8813	0.028157	0.28947	0.059931	0.38105
PITX3	6	0.090016	0.94196	0.37799	0.76335	0.34621	0.61262
PKNOX1	5	0.13646	0.97993	0.26308	0.67192	0.32712	0.59512
PKNOX2	6	-0.025027	-0.2935	0.96758	0.99561	0.76914	0.86952
PLAG1	6	0.13797	1.7202	0.20791	0.62054	0.0854	0.39311
PLAGL1	6	0.068008	0.86772	0.47355	0.81299	0.38555	0.65109
PLAGL2	6	-0.15372	-1.4726	0.41041	0.77664	0.14085	0.43442
PMS1	7	0.052158	0.8219	0.52929	0.84323	0.41113	0.67341
POU1F1	1	0.027521	0.70075	0.91894	0.97999	0.48346	0.72392
POU2F1	5	-0.60944	-2.5155	0.0042662	0.086705	0.011885	0.2268
POU2F2	6	-0.021997	-0.10645	0.95279	0.99171	0.91522	0.95916
POU2F3	6	0.17997	1.7199	0.10694	0.50133	0.085451	0.39311
POU3F1	6	0.0081506	0.27129	0.79579	0.95008	0.78617	0.87835
POU3F2	6	0.066035	0.65777	0.48635	0.82212	0.51069	0.73042
POU3F3	6	0.10685	1.1279	0.30944	0.71344	0.25935	0.53797
POU3F4	6	0.11924	1.1707	0.26479	0.67192	0.24173	0.52464
POU4F1	6	-0.084536	-1.3983	0.72526	0.91535	0.16201	0.45401
POU4F2	6	0.29312	1.613	0.011945	0.18534	0.10674	0.40935
POU4F3	6	0.035265	0.33057	0.64875	0.89402	0.74097	0.85474
POU5F1	4	-0.31023	-1.7925	0.14363	0.55837	0.073051	0.38645
POU5F1B	6	-0.234	-1.1959	0.18999	0.60215	0.23172	0.51864
POU6F1	6	0.056569	0.65605	0.52901	0.84316	0.51179	0.73042
POU6F2	6	0.18934	1.574	0.090444	0.47111	0.11549	0.41813
PPARA	6	0.010361	0.12889	0.78356	0.94391	0.89744	0.94928
PPARD	6	-0.018682	-0.21675	0.93259	0.98321	0.8284	0.90287
PPARG	5	0.023833	0.20777	0.71957	0.91535	0.83541	0.90601
PRDM1	6	0.080049	1.357	0.42264	0.78708	0.17479	0.46734
PRDM12	5	-0.35688	-1.8227	0.077076	0.44302	0.068352	0.38503
PRDM13	7	0.14471	0.51723	0.15216	0.56674	0.605	0.77099
PRDM14	5	0.081491	0.58602	0.45734	0.80488	0.55786	0.74406
PRDM15	6	0.24876	1.7196	0.031286	0.30214	0.085506	0.39311
PRDM16	7	0.11745	1.2382	0.23038	0.64286	0.21565	0.50482
PRDM2	13	0.094079	2.0842	0.1624	0.57847	0.037146	0.35158
PRDM4	6	0.0043356	0.075971	0.81826	0.95423	0.93944	0.97378
PRDM5	6	0.04137	0.5086	0.61775	0.8795	0.61103	0.77587
PRDM6	6	0.082155	1.2884	0.41098	0.7773	0.19761	0.48762
PRDM8	12	0.071179	0.82345	0.28555	0.69025	0.41025	0.67341
PRDM9	10	-0.13554	-0.97197	0.37656	0.76295	0.33107	0.59755
PRKRIR	6	-0.56878	-2.7457	0.0045506	0.090395	0.0060378	0.15962
PROP1	6	-0.12747	-1.3833	0.5128	0.83805	0.16658	0.45828
PROX1	6	0.049732	0.44378	0.56485	0.85383	0.6572	0.80659
PROX2	7	-0.13981	-1.6368	0.43402	0.79305	0.10166	0.40485
PRRX1	6	0.2179	1.6765	0.057167	0.40198	0.093636	0.3982
PRRX2	6	0.073077	0.64123	0.45023	0.7999	0.52138	0.73297
PTF1A	6	0.085054	0.72378	0.40017	0.77107	0.4692	0.71157
RARA	6	-0.25376	-1.4868	0.15984	0.57847	0.13707	0.43164
RARB	6	0.099047	1.1818	0.34187	0.74152	0.23728	0.52176
RARG	6	-0.044592	-0.56365	0.92833	0.98284	0.57299	0.75334
RAX	6	-0.32449	-1.5749	0.071957	0.4375	0.11527	0.41813
RAX2	6	0.22554	1.402	0.04835	0.36957	0.16092	0.45399
RBAK	6	0.1442	1.2984	0.18544	0.59982	0.19416	0.4839
RCOR1	18	-0.39005	-3.2757	0.00056883	0.019417	0.001054	0.07412
RCOR2	18	-0.054405	-1.1484	0.80688	0.95303	0.2508	0.53203
RCOR3	18	0.037539	0.54664	0.37457	0.76295	0.58462	0.75965
REL	7	0.083647	1.0312	0.36377	0.75591	0.30244	0.57529
RELA	7	-0.15147	-0.8296	0.39278	0.77017	0.40677	0.67173
RELB	7	0.076737	0.67211	0.39022	0.77017	0.50151	0.72847
REPIN1	6	0.21464	1.5502	0.060296	0.41006	0.12108	0.41943
RERE	18	0.040527	0.66755	0.35666	0.75	0.50442	0.72847
REST	6	0.11919	1.0896	0.26507	0.67192	0.2759	0.55528
RFX1	7	-0.25288	-2.6174	0.13481	0.53741	0.008861	0.20375
RFX2	6	-0.091441	-1.1334	0.68828	0.91049	0.25704	0.53616
RFX3	10	0.073031	1.4693	0.31854	0.72097	0.14176	0.43602
RFX4	6	-0.022395	-0.21744	0.95478	0.99231	0.82787	0.90257
RFX5	7	0.1059	0.39619	0.26621	0.67192	0.69197	0.83036
RFX6	5	0.2107	1.8006	0.092719	0.47661	0.071773	0.38645
RFX7	6	-0.10907	-1.0991	0.6004	0.8698	0.27174	0.54973
RHOXF1	7	0.16087	1.603	0.11917	0.51661	0.10894	0.41143
RHOXF2B	7	-0.077238	-1.2858	0.7227	0.91535	0.19852	0.48762
RNF138	13	0.057434	1.0753	0.32651	0.72338	0.28223	0.56096
RORA	6	0.0076278	0.09614	0.79778	0.95085	0.92341	0.96399
RORB	7	-0.10439	-0.68201	0.58646	0.86348	0.49523	0.72792
RORC	6	0.074875	1.2926	0.44198	0.7952	0.19613	0.48621
RREB1	8	-0.47871	-2.8309	0.0042662	0.086705	0.0046413	0.13948
RUNX1	7	0.13037	1.3327	0.19283	0.60428	0.18264	0.47438
RUNX2	7	-0.012508	-0.22118	0.89704	0.97346	0.82495	0.90051
RUNX3	7	0.1537	1.5217	0.1368	0.54228	0.12808	0.42419
RXRA	7	-0.020843	-0.26875	0.94625	0.98724	0.78812	0.87997
RXRB	6	0.0056908	0.088701	0.80887	0.95303	0.92932	0.96787
RXRG	7	-0.076388	-0.78744	0.72753	0.91622	0.43102	0.68369
SALL1	6	-0.088586	-1.6862	0.7062	0.91425	0.09176	0.3982
SALL2	6	-0.02788	-0.26617	0.9818	0.99625	0.79011	0.88086
SALL3	6	0.10083	1.5704	0.33276	0.73125	0.11631	0.41869
SALL4	6	0.095176	1.0636	0.35495	0.74835	0.28752	0.5656
SATB1	6	0.083139	0.72527	0.40785	0.77472	0.46829	0.71064
SATB2	6	0.062654	0.77917	0.49716	0.82726	0.43588	0.68623
SCRT1	6	-0.086297	-0.6486	0.71786	0.91535	0.51659	0.73099
SCRT2	6	0.028302	0.20453	0.68288	0.91016	0.83794	0.90792
SCX	6	-0.091262	-0.6427	0.69056	0.91126	0.52042	0.73262
SEBOX	7	-0.087647	-1.6647	0.67008	0.90303	0.095964	0.3982
SETDB1	33	-0.40608	-4.9205	0	0	8.6337e-07	0.0010119
SETDB2	10	-0.040225	-0.62341	0.93203	0.98321	0.53302	0.73781
SHOX	8	0.1464	1.3511	0.11917	0.51661	0.17666	0.46858
SHOX2	6	0.25898	1.5867	0.025313	0.27726	0.11259	0.41714
SIM1	6	0.24412	1.4004	0.03413	0.31186	0.16141	0.454
SIX1	6	-0.05847	-0.6304	0.85609	0.96646	0.52844	0.73753
SIX2	6	0.044861	0.49562	0.59243	0.86611	0.62016	0.78032
SIX3	6	0.080178	1.081	0.42207	0.78696	0.27972	0.5588
SIX4	6	0.0043351	0.027997	0.81826	0.95423	0.97766	0.99177
SIX5	6	-0.34302	-2.3929	0.057736	0.40198	0.016718	0.2666
SIX6	6	0.20051	1.7338	0.075939	0.44279	0.082945	0.39097
SMAD1	6	-0.053954	-0.597	0.87685	0.96927	0.55051	0.74238
SMAD2	7	0.16764	1.8365	0.10381	0.49863	0.066279	0.38394
SMAD3	6	0.046025	0.28332	0.5839	0.86158	0.77693	0.8747
SMAD4	5	-0.12634	-0.8489	0.55518	0.84922	0.39594	0.66071
SMAD5	6	-0.12152	-1.7523	0.54551	0.84877	0.079728	0.39097
SMAD6	6	-0.19926	-1.0201	0.26849	0.6738	0.3077	0.57936
SMAD7	6	0.086869	0.68333	0.39249	0.77017	0.4944	0.72792
SMAD9	6	0.10849	1.677	0.30404	0.71002	0.093534	0.3982
SMARCE1	6	-0.3897	-2.5022	0.035836	0.3198	0.012344	0.22963
SNAI1	6	-0.065994	-0.36183	0.81741	0.95423	0.71748	0.84418
SNAI2	6	-0.079777	-1.0775	0.7537	0.93409	0.28124	0.56024
SNAI3	5	-0.20804	-1.5316	0.29494	0.69644	0.12562	0.42417
SNAPC4	31	-0.41891	-4.7673	0	0	1.8667e-06	0.0013712
SOHLH1	6	-0.27269	-1.8897	0.13254	0.53547	0.058796	0.3784
SOHLH2	7	0.093572	1.8483	0.31911	0.72097	0.064554	0.38394
SOX1	6	-0.00039546	-0.0042869	0.84158	0.96426	0.99658	1
SOX10	6	0.040675	0.41002	0.62173	0.88216	0.68179	0.82293
SOX11	6	0.11145	1.4502	0.29238	0.69595	0.14699	0.44267
SOX12	6	-0.27055	-2.0814	0.13538	0.53907	0.037398	0.35158
SOX13	6	-0.038192	-0.44128	0.96473	0.99501	0.65901	0.80676
SOX14	6	0.19417	1.6844	0.081911	0.45	0.092109	0.3982
SOX15	5	-0.0053077	-0.025345	0.8777	0.96927	0.97978	0.99305
SOX17	6	-0.14582	-0.67448	0.44198	0.7952	0.5	0.72847
SOX18	6	-0.0085952	-0.11883	0.8814	0.97057	0.90541	0.95426
SOX2	6	0.29497	1.6998	0.011092	0.17489	0.089169	0.3969
SOX21	6	0.08363	1.0076	0.40415	0.77186	0.31366	0.5845
SOX3	6	0.090786	1.4923	0.37486	0.76295	0.13561	0.43164
SOX30	6	0.09803	1.4632	0.34556	0.74176	0.14342	0.43849
SOX4	6	-0.10871	-1.5235	0.60324	0.87248	0.12764	0.42417
SOX5	5	-0.0014432	-0.015077	0.85438	0.96646	0.98797	0.99762
SOX6	6	-0.20836	-1.297	0.24346	0.65846	0.19464	0.4842
SOX7	6	0.028033	0.36549	0.6843	0.91049	0.71475	0.84328
SOX8	5	-0.15306	-0.85854	0.45449	0.80302	0.39059	0.65552
SOX9	6	-0.75452	-2.726	0.00028441	0.010417	0.0064113	0.1645
SP1	6	-0.54154	-2.4545	0.0056883	0.10526	0.014107	0.24554
SP100	12	0.1184	1.945	0.11064	0.50319	0.051778	0.37289
SP110	12	0.080591	1.028	0.24061	0.65632	0.30395	0.57552
SP140	13	-0.092639	-1.4365	0.55347	0.84922	0.15085	0.4478
SP140L	10	0.17649	1.4207	0.046359	0.36771	0.15542	0.45008
SP2	11	-0.16301	-2.2394	0.25569	0.66741	0.025128	0.30981
SP3	5	-0.17198	-1.2185	0.39704	0.77042	0.22303	0.50986
SP4	5	0.20009	1.4927	0.10978	0.50319	0.13551	0.43164
SP5	5	0.18183	1.2747	0.14221	0.55605	0.20241	0.4908
SP6	6	-0.057703	-0.49438	0.85865	0.96646	0.62104	0.78096
SP7	6	0.047719	0.52267	0.57366	0.85575	0.60121	0.76923
SP8	5	0.091991	0.89167	0.4124	0.77873	0.37257	0.63938
SP9	5	-0.00089726	-0.0084853	0.85068	0.96646	0.99323	1
SPDEF	6	-0.0188	-0.20111	0.93316	0.98322	0.84061	0.90931
SPI1	6	-0.14045	-1.0568	0.4616	0.80706	0.2906	0.56607
SPIB	6	0.10439	0.68143	0.32025	0.7212	0.4956	0.72792
SPIC	6	-0.20176	-1.1845	0.26052	0.67192	0.2362	0.52035
SPZ1	3	0.10521	1.2772	0.50512	0.83068	0.20152	0.49017
SREBF1	6	0.11205	1.0425	0.29039	0.69361	0.29719	0.57212
SREBF2	6	0.044941	0.67369	0.59187	0.86564	0.50051	0.72847
SRF	6	-1.109	-3.2317	0	0	0.0012304	0.081263
SRY	6	0.16087	1.5539	0.1442	0.55837	0.12022	0.41904
SSRP1	6	-0.25084	-1.8283	0.16212	0.57847	0.067507	0.38394
ST18	8	0.0021994	0.030628	0.79664	0.95014	0.97557	0.99107
STAT1	7	0.052389	0.30671	0.52702	0.84316	0.75906	0.86437
STAT2	6	0.051868	0.54112	0.55375	0.84922	0.58842	0.76146
STAT3	7	0.12523	1.2236	0.20791	0.62054	0.22109	0.50753
STAT4	7	-0.014977	-0.19778	0.91069	0.97741	0.84322	0.90972
STAT5A	7	-0.14129	-0.92322	0.42947	0.7906	0.35589	0.62124
STAT5B	7	-0.18255	-1.4714	0.29067	0.69382	0.14118	0.43466
STAT6	7	0.013077	0.28934	0.7554	0.93587	0.77232	0.87076
SUB1	8	-0.41626	-2.114	0.01223	0.18534	0.034515	0.34088
T	7	0.16351	1.828	0.11206	0.50319	0.067546	0.38394
TADA2A	11	-0.21401	-2.8142	0.1186	0.51661	0.0048894	0.14091
TADA2B	9	-0.084485	-0.79603	0.65927	0.89845	0.42601	0.68178
TAL1	6	0.013903	0.20015	0.76195	0.93613	0.84136	0.90931
TAL2	6	0.046021	0.64853	0.5839	0.86158	0.51664	0.73099
TBR1	3	0.097957	1.2967	0.53015	0.84336	0.19473	0.4842
TBX1	4	-0.034311	-0.16271	0.96786	0.99561	0.87075	0.93061
TBX10	7	-0.066871	-0.60507	0.77332	0.9386	0.54513	0.74011
TBX15	6	-0.017522	-0.23978	0.92463	0.98247	0.8105	0.89221
TBX18	8	0.16026	2.0585	0.093003	0.47668	0.039542	0.35649
TBX19	7	0.087422	1.4581	0.34926	0.74515	0.14481	0.44006
TBX2	7	0.12183	1.1631	0.21843	0.63262	0.24478	0.52744
TBX20	7	0.0022349	0.030054	0.81229	0.95303	0.97602	0.99125
