Gene	sgRNA	Cont2|beta	Cont2|z	Cont2|p-value	Cont2|fdr	Cont2|wald-p-value	Cont2|wald-fdr
MME	6	0.031248	0.4693	0.60871	0.86261	0.63885	0.77518
UBC	4	-0.57218	-1.8479	0.0071144	0.089606	0.064615	0.31322
TTF1	12	-0.88561	-4.6929	0	0	2.6933e-06	0.00059151
RNF19B	16	0.12194	1.8193	0.025327	0.20554	0.068867	0.31387
CDYL2	6	0.13948	1.7117	0.12948	0.48977	0.086952	0.32714
DOT1L	12	-0.12104	-1.982	0.33438	0.73209	0.047482	0.30164
CUL3	16	-0.084187	-1.6298	0.50114	0.81592	0.10313	0.33984
CPA6	6	-0.07468	-1.0223	0.70205	0.90201	0.30664	0.54339
ARAF	6	0.046768	0.60401	0.5222	0.82435	0.54583	0.71145
CDK12	6	-0.38406	-1.2221	0.021343	0.18797	0.22165	0.45844
NAALADL2	12	0.14656	2.2806	0.021059	0.1864	0.022574	0.24111
PCSK4	6	0.062797	0.81188	0.43512	0.80178	0.41686	0.63928
KMT2C	67	0	0	0.47923	0.80871	1	1
ZNF264	6	0.18262	1.5529	0.048947	0.29809	0.12045	0.35361
KLF6	6	-0.13088	-1.7663	0.43569	0.80241	0.077348	0.32007
ZNF555	6	0.1054	1.5728	0.24018	0.64973	0.11576	0.34941
MLLT10	6	-0.1738	-1.1609	0.28059	0.68377	0.24569	0.48098
CAPN14	6	0.084767	1.2013	0.3284	0.72579	0.22964	0.46881
LTK	6	-0.077996	-1.0921	0.68355	0.89593	0.2748	0.51228
FBXW9	14	-0.15655	-2.609	0.14997	0.52226	0.0090804	0.15123
USP13	6	0.044107	0.73555	0.53699	0.83436	0.462	0.67058
PROZ	6	-0.10645	-1.271	0.53756	0.83436	0.20372	0.43733
ZSCAN22	6	0.022873	0.2566	0.66164	0.88407	0.79749	0.88459
YBX3	4	-0.14555	-1.7005	0.44593	0.80773	0.089046	0.32769
CDKL2	6	0.22728	1.854	0.014513	0.14489	0.063743	0.31289
NFATC2	6	-0.014071	-0.20315	0.91918	0.97998	0.83902	0.90647
CYLD	6	0.08142	1.1482	0.3432	0.73671	0.2509	0.48604
VPS11	13	-0.11355	-1.3117	0.356	0.74597	0.18962	0.42681
TGIF2	6	-0.0065367	-0.13018	0.86767	0.96671	0.89642	0.94051
PCSK6	6	0.017614	0.36575	0.69607	0.90199	0.71456	0.82775
SHH	6	-0.081646	-0.63585	0.66335	0.88507	0.52488	0.70114
FGR	6	-0.0047555	-0.050332	0.85828	0.96671	0.95986	0.97994
SMN1	6	-0.34173	-1.9359	0.039556	0.26834	0.052877	0.30411
ZNF257	6	0.13657	1.9533	0.13802	0.50207	0.050781	0.30337
TRIM33	27	0.06	1.389	0.09761	0.4245	0.16483	0.40233
BRWD3	17	0.091062	2.0229	0.069721	0.36123	0.043084	0.2965
IKBKE	5	0.12566	0.91261	0.20774	0.61326	0.36145	0.59425
neg3	1	0.26152	0.62183	0.25839	0.66934	0.53405	0.70604
NR1I2	6	-0.014695	-0.15415	0.92373	0.98013	0.87749	0.93106
ZNF587	6	0.093991	1.8041	0.28543	0.6846	0.071211	0.31619
PMS1	7	0.16462	1.8708	0.053216	0.3096	0.061373	0.31203
GGTLC2	6	-0.38006	-1.8862	0.023051	0.19332	0.059272	0.31039
ZKSCAN8	6	0.19413	1.8891	0.038418	0.26316	0.058875	0.31039
DCAF16	7	0.11607	1.5357	0.15253	0.52693	0.12461	0.35815
KDM2A	42	0	0	0.47923	0.80871	1	1
NEK7	6	0.023004	0.37888	0.66079	0.88407	0.70478	0.82077
PCGF5	6	0.062037	1.9646	0.44052	0.80457	0.049461	0.30164
RNF217	13	0.17501	2.7529	0.0048378	0.066406	0.0059065	0.12354
MMP27	6	0.021875	0.50756	0.66619	0.88507	0.61176	0.75962
TRIM50	8	0.098758	1.1876	0.19209	0.59194	0.23499	0.47389
KCNC4	6	-0.1692	-1.3227	0.29397	0.69562	0.18593	0.42401
GATA1	6	0.0053426	0.062921	0.78657	0.9395	0.94983	0.97394
ZMIZ1	14	-0.014443	-0.33701	0.83722	0.95875	0.73611	0.8439
HIVEP3	6	0.16325	1.7835	0.075982	0.37083	0.074499	0.31792
ZMYND8	20	-0.019152	-0.55912	0.83978	0.95875	0.57608	0.73213
HABP2	6	-0.060424	-0.66981	0.79397	0.9413	0.50298	0.69345
TBX21	7	-0.12147	-2.3658	0.43853	0.80457	0.017991	0.21582
ZNF140	6	0.18867	1.8123	0.042686	0.27505	0.069933	0.31453
CSF1R	6	-0.010486	-0.20476	0.89442	0.97158	0.83776	0.90647
CFLAR	6	-0.15466	-2.1769	0.34519	0.73726	0.029488	0.27119
POU3F1	6	-0.14189	-1.1585	0.39101	0.7713	0.24666	0.48206
CHD1L	13	-0.050886	-0.83783	0.81275	0.94947	0.40213	0.62719
MEIS1	5	0.1974	1.5728	0.050939	0.3039	0.11576	0.34941
SMAD4	5	-0.040785	-0.75874	0.8856	0.96947	0.44801	0.66306
USP48	6	-0.031037	-1.0122	0.97353	0.99364	0.31145	0.54777
SIRT6	10	-0.079194	-1.4429	0.62208	0.86884	0.14905	0.38371
SEBOX	7	-0.044402	-0.7126	0.88389	0.96911	0.47609	0.68313
CUX1	6	-0.050704	-0.85085	0.85401	0.96671	0.39485	0.62193
ZNF780A	6	0.16724	1.7456	0.071144	0.36496	0.080882	0.32007
GUCY2D	6	-0.11267	-1.2209	0.5074	0.81722	0.22213	0.45877
LHX1	6	-0.1779	-1.1797	0.26921	0.6762	0.23811	0.47389
KDM5C	19	0.10956	2.1351	0.025896	0.20872	0.032753	0.27673
MEOX1	6	-0.092979	-1.1011	0.60245	0.85952	0.27086	0.50791
USP17L20	6	-0.83563	-3.4111	0	0	0.00064692	0.034813
USP17L21	6	-0.64918	-2.6503	0.00085373	0.01676	0.0080419	0.14492
USP17L24	6	-0.70725	-3.1323	0.00056915	0.013072	0.0017342	0.061391
USP17L25	6	-0.70725	-3.1323	0.00056915	0.013072	0.0017342	0.061391
USP17L26	6	-0.70725	-3.1323	0.00056915	0.013072	0.0017342	0.061391
USP17L5	6	-0.78584	-3.0138	0	0	0.0025797	0.078147
ZNF501	6	0.16486	1.8497	0.074274	0.37021	0.064357	0.31322
POU3F3	6	-0.18205	-1.9706	0.25754	0.66839	0.048769	0.30164
ZNF396	9	0.18615	0.89272	0.016505	0.15467	0.37201	0.60475
BARHL1	6	-0.066147	-0.94171	0.75555	0.92316	0.34634	0.57975
PSMB4	5	-1.0422	-2.9835	0	0	0.0028497	0.081167
ATRX	13	-0.054952	-1.0697	0.77632	0.93301	0.28475	0.52526
TRIM41	10	0.04635	0.61083	0.39186	0.77133	0.54131	0.7103
CDH1	16	0.04827	0.65167	0.27092	0.67703	0.51462	0.69911
ZNF777	5	-0.035996	-0.22629	0.91434	0.97749	0.82098	0.89644
TMPRSS15	6	0.10114	1.5284	0.2601	0.66934	0.1264	0.35902
TBX4	7	-0.037384	-0.35889	0.93199	0.98143	0.71968	0.83135
IMMP1L	6	0.16965	1.8718	0.067729	0.35952	0.06123	0.31203
SMARCA4	13	-0.31184	-2.745	0.0042686	0.060484	0.0060505	0.12507
ZNF645	6	0.23898	1.9475	0.0091064	0.10667	0.051471	0.30337
WSB2	21	0.089105	1.5612	0.045817	0.28648	0.11848	0.35135
IRX6	6	-0.1848	-1.2839	0.25071	0.66092	0.19918	0.43247
SFMBT1	23	0.061019	1.5339	0.11326	0.45695	0.12506	0.35815
neg29	1	0.24413	0.62749	0.29254	0.6934	0.53034	0.70378
PRSS37	6	-0.035523	-0.4481	0.94878	0.98756	0.65408	0.78447
SMARCA5	6	-0.17645	-0.86437	0.27177	0.67703	0.38739	0.61609
ZNF836	6	0.10783	1.6791	0.23164	0.63978	0.093123	0.32785
EPHA8	6	0.064732	0.54111	0.42686	0.79671	0.58843	0.74175
VAX1	6	-0.22175	-2.295	0.16705	0.5486	0.021732	0.2369
TFAM	7	-0.21952	-1.882	0.13062	0.49196	0.059842	0.31107
CAD	30	-0.44654	-5.2385	0.00056915	0.013072	1.6189e-07	8.127e-05
CAMKK1	6	0.065977	0.79541	0.42117	0.79423	0.42637	0.6472
C1R	6	-0.02628	-0.48878	0.99943	0.99943	0.625	0.76716
UNKL	8	-0.12885	-1.6216	0.36824	0.75939	0.10488	0.34206
ZNF230	6	-0.028545	-0.60521	0.98805	0.998	0.54504	0.71145
KLF8	5	0.22812	1.721	0.025896	0.20872	0.085259	0.32538
HP	6	0.22453	1.8199	0.015652	0.15278	0.068768	0.31383
UBE2L6	7	-0.19765	-1.8631	0.18156	0.5779	0.062446	0.31203
TEAD1	7	-0.08718	-1.0751	0.60159	0.85935	0.28233	0.523
GSX1	6	-0.093729	-0.80482	0.59875	0.85906	0.42092	0.64142
BCL6B	12	-0.069541	-1.537	0.66363	0.88507	0.12429	0.35801
CELA1	6	-0.106	-1.1929	0.53927	0.83591	0.23291	0.47255
SENP5	6	0.11456	1.6556	0.20489	0.61013	0.097806	0.33336
PRKAA1	6	-0.12378	-1.664	0.46557	0.80871	0.096117	0.33016
PKN2	6	-0.003397	-0.041492	0.84889	0.96412	0.9669	0.98477
ADAM2	6	0.09078	1.291	0.30023	0.70306	0.19669	0.43163
NFIA	7	0.175	2.0859	0.040979	0.27068	0.036984	0.28622
TDRD1	21	0.00031282	0.0078887	0.62635	0.8703	0.99371	0.99882
HDAC5	6	0.036474	0.45003	0.57826	0.85325	0.65269	0.78371
ZNF441	6	0.054616	1.0517	0.48122	0.80871	0.29295	0.53285
KDM5D	25	0.20162	3.2695	0	0	0.0010775	0.047331
PHRF1	15	-0.070073	-1.4445	0.62777	0.8709	0.1486	0.38311
ZFAT	7	-0.061065	-0.72852	0.76181	0.92694	0.4663	0.67375
ADAM18	6	0.09734	1.2453	0.27234	0.67703	0.21302	0.44798
ELF3	6	0.0020967	0.029714	0.81104	0.94947	0.97629	0.98896
KMT2D	56	0	0	0.47923	0.80871	1	1
JMJD1C	6	0.046562	1.0834	0.52277	0.82488	0.27863	0.51805
COPS5	6	-0.40921	-1.6385	0.015367	0.15169	0.10133	0.33814
ZNF619	6	0.088935	1.343	0.30933	0.70714	0.17926	0.41744
FAM105A	6	0.070824	1.4501	0.39585	0.77321	0.14703	0.38131
SOCS2	11	0.061873	1.0376	0.28145	0.6846	0.29945	0.53851
PCAF	5	0.11922	1.5395	0.22795	0.63803	0.12369	0.35695
PARP9	12	0.042145	0.84546	0.38645	0.77041	0.39785	0.62414
RHBDD2	6	-0.030453	-0.40126	0.9761	0.99364	0.68823	0.80937
SREBF1	6	0.019351	0.30863	0.68327	0.8959	0.75761	0.85798
ZNF541	13	0.015852	0.32873	0.56858	0.84782	0.74236	0.8489
ZNF33B	6	0.019011	0.29461	0.68554	0.89695	0.76829	0.86587
RAB40C	18	0.14707	1.8416	0.0054069	0.072797	0.065539	0.31322
TOX	6	0.057201	0.93959	0.46898	0.80871	0.34743	0.58081
MDM2	9	-0.4108	-2.2507	0.0025612	0.040179	0.024405	0.24715
FOXO4	6	0.19707	1.9656	0.035857	0.254	0.049347	0.30164
ZBTB12	11	-0.14141	-2.2853	0.2712	0.67703	0.022295	0.23885
CDK9	11	-0.5819	-3.2054	0	0	0.0013486	0.05385
ZIC5	7	0.099906	0.8767	0.20689	0.61195	0.38065	0.6115
ADAM12	6	0.030663	0.40408	0.61127	0.86356	0.68616	0.80776
TBX1	4	-0.34286	-2.1636	0.085088	0.3929	0.030494	0.27119
ZNF431	4	0.12902	1.1846	0.25327	0.6627	0.23617	0.47389
CYHR1	11	0.072966	1.3539	0.22624	0.63767	0.17576	0.41417
SIRT1	7	0.022346	0.32062	0.63318	0.87426	0.7485	0.85256
USP8	6	-0.34631	-1.8771	0.036141	0.254	0.060501	0.31141
KBTBD7	6	0.050274	0.63894	0.50171	0.81592	0.52286	0.70114
TOX3	6	0.2882	1.9267	0.0028458	0.043668	0.054022	0.30739
ZNF614	6	0.1044	1.2572	0.24388	0.6532	0.2087	0.44338
ZSCAN20	19	0.078872	1.5617	0.088503	0.40206	0.11836	0.35128
RNF40	12	-0.48258	-3.495	0.00028458	0.0075758	0.00047402	0.028742
T	7	1.1844e-05	0.00014838	0.80051	0.94238	0.99988	1
DCAF1	22	-0.4996	-4.1581	0	0	3.2094e-05	0.004699
HMGXB3	6	-0.054143	-1.1408	0.83267	0.9559	0.25394	0.49002
ARIH2	14	0.17705	2.7746	0.0028458	0.043668	0.0055273	0.11772
GSC	6	0.062012	0.8366	0.44052	0.80457	0.40282	0.628
NAALAD2	12	0.11738	2.094	0.058907	0.32805	0.036256	0.28497
ZNF214	6	0.16819	2.0277	0.069721	0.36123	0.042595	0.2965
USP50	6	0.034968	0.34226	0.58822	0.8562	0.73216	0.83969
FBXW8	17	0.092596	1.3865	0.066875	0.3566	0.16559	0.403
neg48	1	0.1978	0.64275	0.4004	0.77692	0.52039	0.70036
SMG1	6	-0.43258	-2.3715	0.011668	0.12654	0.017718	0.21469
DIDO1	6	-0.35921	-2.4264	0.029596	0.22222	0.015249	0.20094
BRPF3	22	0.06597	1.481	0.10131	0.43362	0.13862	0.36997
L3MBTL1	24	0.018711	0.44989	0.38645	0.77041	0.65279	0.78371
ZNF763	5	0.068468	0.95191	0.44422	0.80599	0.34114	0.57606
PSKH1	6	0.12962	1.4758	0.15424	0.52775	0.14001	0.37103
CGRRF1	6	-0.0085815	-0.18976	0.88019	0.96686	0.84949	0.91177
ATG4B	6	0.10768	1.782	0.23193	0.63978	0.074749	0.31792
ENDOU	5	0.09319	1.4808	0.32129	0.71701	0.13866	0.36997
FGFR1	6	0.055473	0.89216	0.47638	0.80871	0.3723	0.60484
SIX2	6	0.033583	0.46102	0.5959	0.85714	0.64479	0.77808
ADCK1	6	0.01531	0.16978	0.71457	0.90748	0.86518	0.92241
ZNF10	6	0.053293	0.82355	0.48833	0.80982	0.41019	0.63555
PHF8	11	-0.082334	-1.0721	0.60102	0.85924	0.2837	0.52457
ZNF484	6	-0.0021878	-0.032848	0.83978	0.95875	0.9738	0.98797
PCSK2	6	-0.0754	-1.8206	0.6992	0.90201	0.068666	0.31383
RPL23A	3	-0.8888	-1.7906	0.0014229	0.025773	0.073364	0.31792
SCAF11	8	0.090047	1.4631	0.22567	0.63767	0.14343	0.37676
SIAH2	12	0.036168	0.73593	0.42316	0.79434	0.46177	0.67052
TSC22D2	5	-0.025002	-0.31578	0.99004	0.998	0.75217	0.85536
DPP6	6	0.034874	0.45899	0.58879	0.8562	0.64624	0.77904
STAT4	7	-0.0011053	-0.013774	0.80763	0.94885	0.98901	0.99603
ZNF626	5	0.33678	1.7061	0.0017075	0.029412	0.087988	0.32769
PEX12	9	0.001704	0.026286	0.74587	0.91997	0.97903	0.9903
ABHD12	13	0.05077	1.2928	0.30706	0.70681	0.19607	0.43143
ZNF32	6	0.12133	1.3024	0.18298	0.58085	0.19277	0.42954
PIAS1	16	0.024136	0.56486	0.44878	0.80808	0.57217	0.7298
UBR7	6	-0.090806	-0.78569	0.61241	0.86356	0.43205	0.65265
ZNF98	6	-0.031456	-0.31088	0.97154	0.99364	0.75589	0.85737
OLIG1	6	0.024891	0.27181	0.65083	0.88161	0.78577	0.87732
CAPN11	6	0.015329	0.21162	0.71429	0.90745	0.8324	0.9028
GAN	6	-0.1165	-1.0279	0.49687	0.81592	0.30402	0.54201
ZNF491	6	0.028644	0.30391	0.62379	0.86965	0.76119	0.86091
PHF7	18	0.07799	1.5451	0.09078	0.40788	0.12231	0.35638
DTX3	12	-0.071886	-0.87503	0.6457	0.88065	0.38156	0.6115
SOHLH2	7	0.16609	1.7197	0.050939	0.3039	0.085495	0.32538
ASB9	9	0.07906	1.5239	0.25185	0.66243	0.12754	0.36153
HERC3	14	-0.038261	-0.7772	0.91036	0.97749	0.43704	0.65493
ZNF407	7	-0.29809	-1.6199	0.04667	0.28924	0.10526	0.34217
SOX8	5	-0.20277	-1.7457	0.23164	0.63978	0.08087	0.32007
MUL1	11	-0.043883	-0.74918	0.88958	0.97027	0.45375	0.66448
TULP1	8	-0.0020184	-0.033181	0.79909	0.94236	0.97353	0.98797
ABHD12B	12	-0.01881	-0.36203	0.89812	0.97318	0.71733	0.82945
HOXD4	6	-0.015482	-0.22925	0.92886	0.9802	0.81868	0.89565
ZNF641	6	-0.10426	-1.2999	0.54752	0.83944	0.19362	0.42973
ZBTB2	11	-0.17585	-2.324	0.16192	0.5408	0.020123	0.22885
KCTD21	6	0.092433	1.0451	0.29283	0.6934	0.29596	0.53553
MYLIP	10	0.25127	2.1198	0.00085373	0.01676	0.034023	0.28065
RORA	6	0.003317	0.041225	0.8025	0.94378	0.96712	0.98477
HSFX2	6	-0.033366	-0.63579	0.95987	0.99293	0.52492	0.70114
ARID3B	6	-0.084923	-0.68362	0.64684	0.88065	0.49422	0.68927
IDE	6	0.015242	0.090453	0.71514	0.90765	0.92793	0.96329
HTRA2	12	-0.36971	-3.3535	0.001992	0.033019	0.00079794	0.040057
TRAF6	16	-0.011011	-0.22018	0.79283	0.9413	0.82573	0.8988
SPSB2	14	-0.12184	-1.8993	0.2897	0.69111	0.057529	0.31039
ASB16	20	-0.13065	-2.3248	0.18042	0.57636	0.020082	0.22885
PRMT9	5	0.016438	0.47668	0.74445	0.91954	0.63359	0.7733
USP47	6	0.093282	0.86406	0.28742	0.68707	0.38756	0.61609
AMBRA1	10	0.20939	2.1591	0.0028458	0.043668	0.030844	0.27119
FOXO3	6	-0.11427	-1.4635	0.50256	0.81592	0.14333	0.37676
PIAS3	19	-0.090124	-1.8989	0.42373	0.79498	0.057576	0.31039
SMAD5	6	0.039725	0.58124	0.56204	0.84559	0.56108	0.72246
RIPK1	6	0.067108	0.64889	0.41577	0.79058	0.51641	0.69911
ZNF28	6	0.10664	1.5347	0.23648	0.64619	0.12485	0.35815
ZBTB17	14	-0.65372	-3.6851	0	0	0.00022859	0.01785
FOXQ1	6	0.085627	1.7193	0.32385	0.72071	0.085559	0.32538
DPF1	12	0.0085237	0.13022	0.6457	0.88065	0.8964	0.94051
APEH	6	-0.19213	-2.0851	0.2325	0.63978	0.037061	0.28622
ZNF75D	6	0.13297	1.5673	0.14684	0.51964	0.11703	0.34941
MAP3K11	6	0.054222	0.47382	0.48378	0.80871	0.63563	0.77421
UBE2NL	6	0.11311	1.1034	0.21172	0.62104	0.26985	0.50717
EPHA4	6	0.015916	0.23204	0.70973	0.90691	0.8165	0.89383
VRK3	6	0.061101	0.95145	0.4465	0.80793	0.34138	0.57617
SMAD1	6	0.023624	0.32278	0.65737	0.88269	0.74686	0.85108
HDAC4	5	0.040869	0.7427	0.60216	0.85946	0.45766	0.66735
KDM8	11	-0.50842	-3.6558	0	0	0.00025643	0.019172
ZNF716	5	0.23676	1.6993	0.020489	0.18274	0.089271	0.32769
SOCS4	13	0.05113	1.2694	0.30507	0.70639	0.2043	0.43775
IRX4	5	0.131	1.6451	0.18981	0.58767	0.099944	0.33713
BAZ2B	18	0.095867	1.9241	0.053785	0.31137	0.054341	0.30739
ADAM33	6	-0.10387	-0.98902	0.54952	0.84197	0.32265	0.5587
MMP17	6	-0.12676	-1.4139	0.45162	0.80808	0.15738	0.39504
TMPRSS4	6	0.040938	0.63941	0.55578	0.8441	0.52256	0.70114
RNPEP	6	-0.0098946	-0.17719	0.89044	0.97027	0.85936	0.91815
SETD1A	6	-0.94232	-3.2867	0	0	0.0010138	0.046268
RAPSN	13	-0.11299	-1.6205	0.36056	0.75238	0.10513	0.34213
FOXP2	6	0.064139	1.3259	0.42914	0.79873	0.18488	0.42401
FBXW2	14	0.15194	2.3741	0.0076836	0.09375	0.017592	0.2139
ZNF708	6	0.24739	1.9977	0.0068298	0.087591	0.045755	0.30129
PSKH2	6	0.10401	0.73198	0.24673	0.65483	0.46418	0.67235
BAP1	6	-0.51925	-2.7457	0.0031303	0.04721	0.0060388	0.12507
CREBL2	7	0.12047	1.6078	0.142	0.50918	0.10787	0.3446
MIER3	6	0.19231	1.9875	0.040694	0.27068	0.046864	0.30164
ASB2	19	-0.027228	-1.1963	0.93455	0.98235	0.23159	0.47094
ZNF749	6	0.22894	1.7471	0.01366	0.13833	0.080616	0.32007
SPPL2B	12	-0.026581	-0.57083	0.96727	0.99364	0.56811	0.72739
CCIN	6	-0.047764	-1.1021	0.8691	0.96677	0.27044	0.50765
HMX2	6	-0.031907	-0.24133	0.97012	0.99364	0.8093	0.89011
ZNF331	6	0.13117	1.4264	0.15026	0.52226	0.15374	0.3912
MTF2	17	0.13555	2.6924	0.011952	0.12805	0.0070942	0.13475
VSX1	6	0.15137	1.6121	0.10188	0.43373	0.10693	0.34418
GZMM	6	-0.26688	-1.8716	0.10216	0.43373	0.061261	0.31203
PHKG1	6	-0.082014	-0.88045	0.66135	0.88407	0.37861	0.6103
INSM2	6	-0.12526	-1.602	0.45703	0.80866	0.10915	0.34628
ASB5	12	0.060038	0.93326	0.27092	0.67703	0.35069	0.58293
neg7	1	0.29768	0.61017	0.19323	0.59353	0.54175	0.7106
NR0B1	6	-0.0099503	-0.16508	0.89072	0.97027	0.86888	0.92439
NCOR2	18	-0.56872	-4.9126	0	0	8.9871e-07	0.00028508
UBE2E1	7	0.034185	0.40355	0.55464	0.84409	0.68655	0.80794
RXRG	7	0.013506	0.31105	0.70489	0.90368	0.75576	0.85737
SMARCC1	8	-0.035392	-0.48533	0.94935	0.98786	0.62744	0.76856
TMPRSS11D	6	0.058474	0.61295	0.46301	0.80871	0.53991	0.70951
IVNS1ABP	6	0.30433	1.8245	0.0017075	0.029412	0.068079	0.31383
KLHL2	6	0.18327	1.9673	0.048662	0.29688	0.049151	0.30164
TFE3	6	0.14084	1.5576	0.12692	0.48531	0.11933	0.35235
DCAF6	10	0.12685	1.7094	0.068298	0.36078	0.087375	0.32749
NEURL2	19	0.071015	1.3502	0.11013	0.44896	0.17694	0.41451
USP11	12	0.046754	0.96419	0.35316	0.74432	0.33495	0.57109
TDRD9	4	0.21891	1.2975	0.056346	0.3184	0.19444	0.42973
STK17B	6	-0.043402	-0.48319	0.89499	0.97158	0.62896	0.76934
ZNF34	6	0.055015	0.99463	0.47951	0.80871	0.31991	0.55625
LAP3	6	0.035328	0.38624	0.5848	0.8556	0.69932	0.81668
FBXO39	6	0.028974	0.50797	0.6218	0.86879	0.61148	0.75962
ZNF184	6	0.12006	1.4835	0.18668	0.58385	0.13793	0.36943
PLAT	6	0.12465	2.0318	0.17217	0.55967	0.042172	0.2965
ZBTB16	12	0.092824	1.5964	0.12521	0.4814	0.11039	0.34699
PRSS27	5	-0.13732	-1.5557	0.42288	0.79423	0.11979	0.35283
SEC11A	12	-0.020211	-0.38185	0.90922	0.97749	0.70257	0.81991
ASH1L	24	-0.015989	-0.38003	0.78372	0.93769	0.70392	0.82044
ZNF490	6	0.15037	1.4589	0.10444	0.43795	0.14458	0.37784
ARNTL2	6	-0.14845	-2.1377	0.36483	0.75768	0.032544	0.27673
MACROD1	6	-0.14562	-1.1494	0.37536	0.76433	0.2504	0.48586
LHX2	6	-0.074206	-1.1834	0.70546	0.90376	0.23665	0.47389
BTRC	15	-0.11234	-1.6278	0.32954	0.72647	0.10358	0.33984
ZNF19	6	0.22722	1.8742	0.014513	0.14489	0.060907	0.31203
DDR2	5	0.086232	1.3251	0.35401	0.74432	0.18515	0.42401
NFXL1	15	-0.05187	-1.6833	0.79397	0.9413	0.09231	0.32785
NUAK1	6	0.14368	1.3843	0.12066	0.47374	0.16626	0.403
FBXO18	16	0.17932	2.683	0.00085373	0.01676	0.0072959	0.1371
TRAF3	11	0.21389	2.1947	0.0017075	0.029412	0.028182	0.26771
MGRN1	11	-0.32078	-2.514	0.0088219	0.10508	0.011935	0.18078
HOXC6	6	-0.20076	-1.2214	0.21485	0.62428	0.22192	0.45872
ZNF99	5	0.35657	1.7536	0.00085373	0.01676	0.079501	0.32007
SOX21	6	0.062281	0.98805	0.4391	0.80457	0.32313	0.5588
TDRD6	47	0	0	0.47923	0.80871	1	1
PHIP	16	-0.076233	-1.4678	0.55976	0.84493	0.14215	0.37473
ZNF585B	6	0.18766	1.5668	0.042971	0.27505	0.11716	0.34948
KDM4B	33	-0.018379	-0.4007	0.75982	0.92548	0.68864	0.80937
DYRK1A	6	0.054531	0.46978	0.48179	0.80871	0.63851	0.77504
ZBTB45	12	-0.29619	-1.9941	0.010245	0.11613	0.046138	0.30164
DPYSL3	6	0.19509	1.8558	0.037279	0.25787	0.063477	0.31284
ZNF285	6	0.20198	1.7647	0.02988	0.22246	0.077608	0.32007
ZNF575	6	-0.08664	-0.75156	0.63916	0.87803	0.45232	0.66334
RNF103	10	0.012135	0.29124	0.63489	0.87525	0.77087	0.86678
SPEG	12	0.038577	0.88716	0.40637	0.78332	0.37499	0.60697
RBCK1	14	-0.026386	-0.39877	0.95674	0.99145	0.69006	0.81045
STAT1	7	0.022169	0.36495	0.63432	0.8748	0.71515	0.82775
CHD1	12	-0.28214	-2.9245	0.014798	0.14731	0.00345	0.087554
NCOA1	6	0.11814	1.543	0.1938	0.59372	0.12282	0.35672
TRIM45	16	-0.079343	-1.7596	0.53671	0.83436	0.078479	0.32007
RPL9	4	-1.3168	-3.2346	0	0	0.001218	0.050548
ZNF417	6	0.18048	1.8693	0.05037	0.30256	0.061582	0.31203
RNF223	10	0.036843	0.95652	0.45447	0.80808	0.33881	0.57367
USP15	6	-0.10689	-1.4205	0.53671	0.83436	0.15545	0.39292
SUB1	7	-0.24646	-2.1858	0.091918	0.4099	0.028833	0.27091
HOXD8	6	0.042184	0.46993	0.5498	0.84197	0.6384	0.77504
USP30	6	-0.048136	-0.72752	0.86739	0.96671	0.46691	0.6738
PRSS3	6	0.19925	1.8849	0.032442	0.23701	0.059447	0.31039
THAP11	6	-0.67619	-3.0475	0.00085373	0.01676	0.0023075	0.071129
ZNF473	6	-0.030717	-0.35582	0.97496	0.99364	0.72198	0.83318
ZNF224	6	-0.0025616	-0.068048	0.84121	0.95943	0.94575	0.97327
CDK13	6	0.01084	0.13332	0.74474	0.91954	0.89394	0.93972
ZNF37A	5	0.056709	1.0712	0.50882	0.81831	0.28406	0.52481
MTA3	18	0.00053036	0.013248	0.64826	0.88065	0.98943	0.99603
CUL2	14	-0.44442	-3.1267	0	0	0.0017676	0.061391
ZBTB38	12	-0.020002	-0.34687	0.90751	0.97749	0.72869	0.83653
ZNF195	6	0.11621	1.4143	0.20006	0.60447	0.15728	0.39504
THAP3	6	-0.15506	-1.5731	0.34405	0.7372	0.11571	0.34941
PBRM1	49	0	0	0.47923	0.80871	1	1
ZXDA	6	0.15613	1.5684	0.09078	0.40788	0.11678	0.34941
USP26	12	0.062511	1.1177	0.25925	0.66934	0.2637	0.50008
ZNF536	7	-0.081441	-1.126	0.63688	0.87696	0.26018	0.49693
ENPEP	6	-0.01687	-0.27421	0.93853	0.98418	0.78393	0.87618
ZNF354C	6	0.11179	1.2832	0.21571	0.62541	0.19943	0.43259
ZNF699	6	-0.15623	-1.6842	0.34035	0.73419	0.092148	0.32785
ACVR1	6	-0.046583	-0.4184	0.87649	0.96684	0.67565	0.80277
RNF17	41	0	0	0.47923	0.80871	1	1
ZNF92	5	0.15022	1.6472	0.13802	0.50207	0.099527	0.33708
DCAF15	11	-0.15231	-2.4804	0.23193	0.63978	0.013124	0.1888
ARID5B	6	-0.080914	-1.2397	0.66619	0.88507	0.2151	0.44991
RNF149	10	-0.1292	-1.8391	0.33011	0.72727	0.065899	0.31322
ZNF281	6	0.071119	0.93137	0.39499	0.7724	0.35166	0.58317
UBE2T	8	-0.28658	-2.4509	0.038702	0.26408	0.014251	0.19261
ZFP30	6	0.17532	1.9196	0.0572	0.31955	0.054903	0.30739
CASP12	6	0.016289	0.29272	0.7066	0.90455	0.76974	0.86668
