sgRNA,Gene,DLD1-Ts13.initial,DLD1-Ts13.final
ASH1L_e12_147.13,ASH1L,3907,3878
SALL2_E2_852.128,SALL2,1569,1676
ZNF14_E4_1155.76,ZNF14,2998,2653
ABHD12_1215.72,ABHD12,3833,5356
PPP1R11_381.9,PPP1R11,1605,334
FGR_PKc_E11_154.11,FGR,1681,1838
ZNF467_E5_1212.71,ZNF467,1006,775
TSSK2_PKc_E1_789.95,TSSK2,937,1261
ZNF569_E6_1494.43,ZNF569,4157,4532
KDM7A_e6_187.15,KDM7A,2232,2737
KCTD1_BTB40132_E1_798.8,KCTD1,3039,4112
HERC4_2385.99,HERC4,1125,1470
FBXO41_2628.456,FBXO41,1465,1223
FBXL5_2076.116,FBXL5,3038,4478
TMPRSS2_1590.165,TMPRSS2,2111,2087
ZNF223_E5_498.14,ZNF223,2322,1478
UBE2G1_513.35,UBE2G1,4074,3342
KLF2_E3_78.3,KLF2,4184,3052
SPSB3_1068.144,SPSB3,2964,2657
TWIST2_Ex_176.14,TWIST2,1535,1387
RARG_E5_142.9,RARG,2069,1499
EHF_E8_188.3,EHF,2646,3306
SCPEP1_1359.138,SCPEP1,2858,2379
TRIM45_1689.234,TRIM45,979,949
UTY_e25_115.6,UTY,2788,3266
ZMYND11_PWWP272353_E1_1809.57,ZMYND11,1321,1060
RFPL3_954.111,RFPL3,899,799
TRIM38_1398.154,TRIM38,4794,5119
CHD7_D_e17_196.1,CHD7,4765,3605
PRMT9_e4_168.7,PRMT9,4731,5465
SMARCAL1_D_e8_135.4,SMARCAL1,3688,3727
TET1_e8_90.1,TET1,4437,3980
MMP21_1710.92,MMP21,1535,1452
TRIM22_1497.5,TRIM22,3170,3553
CHD7_D_e16_118.9,CHD7,3059,2824
TRIM59_1212.71,TRIM59,2463,2049
KAT6B_Phd2_E6_82.0,KAT6B,4254,5340
CAPN9_2073.231,CAPN9,2333,1952
NFX1_3366.360,NFX1,2409,2353
DCAF11_1641.166,DCAF11,2277,1768
MAPK15_PKc_E6_164.17,MAPK15,1741,1287
MMP10_1431.136,MMP10,2534,2467
USP17L4_1593.42,USP17L4,3225,1393
BRD3_BD1_e4_66.0,BRD3,3194,3609
PRRX2_E2_123.8,PRRX2,812,904
CPA2_1260.46,CPA2,3255,2490
RPS6KA6_PKc2_E19_77,RPS6KA6,1035,1220
PHF14_ePhd_E6_112.2,PHF14,1923,2797
SHKBP1_BTB21107_E1_2124.14,SHKBP1,3106,2207
PPAT_1554.138,PPAT,2528,728
ZSCAN25_E8_564.55,ZSCAN25,3428,3492
EP300_BD_e17_111.6,EP300,2849,1765
ZNF383_E5_969.44,ZNF383,3510,3720
DMPK_PKc_E5_94.11,DMPK,1430,966
ZNF189_E3_1161.42,ZNF189,4670,5590
KCNA4_BTB178269_E1_1962.258,KCNA4,1708,1196
CDK4_PKc_E5_110.4,CDK4,1589,737
JARID2_E17_108.3,JARID2,2909,2725
PRMT3_e10_100.1,PRMT3,5853,6714
SOCS3_678.118,SOCS3,866,598
TRIM56_2268.50,TRIM56,1235,1256
HERC4_2385.93,HERC4,3048,2549
PLAG1_E4_110.0,PLAG1,4324,4554
GCN5_e11_127.5,GCN5,2883,1829
EPHB6_PKc_E11_43.3,EPHB6,2064,2016
JARID2_e14_158.16,JARID2,1871,1636
NSD1_PWWP319429_E1_8091.928,NSD1,1943,1813
ZNF845_E4_1674.97,ZNF845,5858,7126
RNF216_2772.213,RNF216,1789,1823
FBXO2_891.76,FBXO2,2420,2330
INSR_PKc_E19_160.7,INSR,897,536
IBTK_BTB761871_E1_4062.123,IBTK,3554,5139
CUL3_2325.39,CUL3,3073,1944
HDGF_PWWP40108_E1_771.21,HDGF,2200,1753
ASB3_1557.88,ASB3,2725,2332
HLX_E4_48.4,HLX,1418,1404
IBTK_BTB554639_E1_4062.278,IBTK,2137,1380
DPEP1_1236.3,DPEP1,1929,1991
TSHZ3_E2_207.20,TSHZ3,2115,2064
SETDB1_e21_89.8,SETDB1,3455,3291
ZNF649_E5_663.62,ZNF649,2069,2165
RNF128_1287.74,RNF128,2027,2479
PRSS38_981.54,PRSS38,3153,3299
GTF3A_E5_74.1,GTF3A,2498,650
ZNF709_E4_1422.9,ZNF709,4350,5305
WHSC1_PWWP218337_E1_4098.33,WHSC1,2106,2443
NAT10_e18_75.1,NAT10,1659,1628
ASPRV1_1032.83,ASPRV1,2801,2479
BIRC7_897.94,BIRC7,1611,1660
PLAGL1_E7_67.3,PLAGL1,2986,3396
USP45_2445.145,USP45,3716,4601
EPHA6_PKc_E16_150.9,EPHA6,1922,1763
PHF19_tudor4387_E1_624.99,PHF19,3770,3819
ZNF221_E6_1233.121,ZNF221,2310,2908
MTA1_Bah3188_E1_2148.18,MTA1,1440,1692
ZNF680_E4_1086.51,ZNF680,1440,1753
USPL1_3279.4,USPL1,1595,1659
EMX1_E2_129.2,EMX1,3729,4765
RNF144B_912.28,RNF144B,2079,1984
NEUROG2_E2_180.21,NEUROG2,867,606
ZNF148_E7_84.0,ZNF148,3287,3446
ZNF571_E5_1221.25,ZNF571,4250,5526
CTSK_990.79,CTSK,3063,2633
FOXN2_E3_204.4,FOXN2,2381,2327
GZF1_E3_168.6,GZF1,2138,1406
ZNF408_E5_753.106,ZNF408,2074,1745
KDR_PKc_E17_34.1,KDR,3474,3392
SUV39H1_e5_130.11,SUV39H1,2162,2093
LEUTX_E3_36.0,LEUTX,4737,4002
ARID5B_E6_94.3,ARID5B,2938,3092
MLLT6_ePhd_E3_55.5,MLLT6,917,1153
MAZ_E2_78.6,MAZ,3532,2780
ADAM19_2757.69,ADAM19,1936,2696
NEK4_PKc_E4_108.2,NEK4,676,695
TTF1_E6_130.11,TTF1,1331,212
DYRK4_PKc_E7_139.3,DYRK4,1251,1693
MAP3K1_4539.114,MAP3K1,2133,2358
ABHD12_1215.145,ABHD12,1893,1543
TAOK2_PKc_E8_92.7,TAOK2,913,820
FOXP4_E14_81.0,FOXP4,834,423
ZNF439_E3_834.28,ZNF439,1173,1130
DCAF17_1362.60,DCAF17,1434,2187
MARCH2_741.80,43526,2464,2306
HESX1_E3_102.0,HESX1,4117,4532
ZNF607_E5_1227.24,ZNF607,3062,4420
DZIP3_3627.133,DZIP3,1823,2084
MBD5_PWWP13831460_E1_4485.212,MBD5,1241,1107
ADAMDEC1_1413.89,ADAMDEC1,3000,2552
RORB_E2_86.5,RORB,2497,3576
ZBTB44_BTB21128_E1_1362.2,ZBTB44,1843,2221
PSMB1_726.9,PSMB1,2947,612
USF1_E10_63.2,USF1,1332,1389
RAI1_ePhd_E3_507.67,RAI1,1535,1456
DMTF1_E12_110.2,DMTF1,4179,5874
HPN_1254.124,HPN,1824,1622
HECW2_4719.296,HECW2,1403,2482
SP9_E2_69.3,SP9,2351,2534
DPP9_2679.28,DPP9,3425,2466
CDK13_PKc_E4_94.2,CDK13,1596,1550
MLLT10_Phd_E2_91.6,MLLT10,605,479
DNMT3B_PWWP223309_E1_2562.83,DNMT3B,1819,1366
KDM3A_e22_95.1,KDM3A,1097,1190
ONECUT2_E2_165.1,ONECUT2,2220,1830
ZEB1_E6_69.0,ZEB1,3686,4918
PRSS23_1395.72,PRSS23,2839,2683
USP48_3108.238,USP48,2979,3344
ARID5A_E5_98.0,ARID5A,2059,1634
FBXO8_960.15,FBXO8,1996,1925
CCNF_2361.234,CCNF,1843,1942
MMP7_804.35,MMP7,3825,3006
LMLN_2079.42,LMLN,1779,1500
PHF6_ePhd_E7_108.2,PHF6,1335,1631
CDRT1_1,CDRT1,1590,1460
TRERF1_E17_212.27,TRERF1,3430,2798
EPHA4_PKc_E12_186.13,EPHA4,2981,7619
SMARCA4_BD_e31_52.1,SMARCA4,2936,2144
DLX2_E2_129.12,DLX2,1795,1568
PRMT3_e10_100.2,PRMT3,4792,4969
CSNK1G1_PKc_E5_152.1,CSNK1G1,1656,1387
PRSS38_981.29,PRSS38,2594,2577
SETD6_e4_118.10,SETD6,1356,1015
RNF148_918.97,RNF148,2251,2120
SMURF1_2187.113,SMURF1,2234,1804
FAP_2283.92,FAP,3011,3255
LIMK2_PKc_E12_175.19,LIMK2,1949,2767
SATB1_E12_174.4,SATB1,3074,2783
SUV420H2_e7_105.9,SUV420H2,2809,2761
ITCH_2712.171,ITCH,1634,2011
OTUB1_816.33,OTUB1,2404,2810
ACAT1_e7_151.4,ACAT1,1778,1409
DNMT3A_PWWP_E9_108.3,DNMT3A,2590,2301
RAB40C_846.119,RAB40C,3011,2668
ZNF816_E5_1071.46,ZNF816,2722,3474
HUWE1_13125.837,HUWE1,3104,1077
UBR3_5667.511,UBR3,2355,3345
ESRRG_E4_117.0,ESRRG,2733,2610
CUX1_E23_155.6,CUX1,2795,2550
G2E3_1983.53,G2E3,3242,3472
SMURF2_2247.89,SMURF2,1657,1935
CDK3_PKc_E6_102,CDK3,1263,930
FBXL6_1620.44,FBXL6,1073,722
CBL_2721.59,CBL,615,929
ZBTB17_E10_88.1,ZBTB17,4448,1203
TDRD1_tudor545592_E1_3570.209,TDRD1,3108,4268
ZBTB6_E2_75.4,ZBTB6,2980,3365
SUV39H2_Chromo_E3_102.5,SUV39H2,1260,1505
RFX4_E5_62.4,RFX4,2611,1921
ZNF813_E4_1236.57,ZNF813,4048,4640
ZBTB38_BTB23122_E1_3588.13,ZBTB38,1638,2055
ZFY_E8_588.28,ZFY,7574,8369
BARHL2_E2_155.1,BARHL2,3005,3570
KAT2B_BD_e17_85.8,KAT2B,2558,2593
RNF6_2058.115,RNF6,1925,1639
FBXO48_468.7,FBXO48,1552,1420
NKX2_2_E2_171.21,NKX2,1545,1169
PSMB1_726.57,PSMB1,4161,513
JADE1_ePhd_E7_93.11,JADE1,1582,1645
EBF2_E2_157.2,EBF2,1987,1409
DCUN1D3_915.41,DCUN1D3,2131,2556
REPIN1_E4_1524.219,REPIN1,784,732
PBRM1_BD2_e7_69.2,PBRM1,5426,4181
SYVN1_1854.350,SYVN1,3644,1447
KLK15_771.14,KLK15,2688,2120
BRWD3_BD_e32_126.5,BRWD3,3598,4981
RNF224_471.89,RNF224,983,1441
NKX1_2_E2_177.16,NKX1,2014,2124
PRMT3_e10_100.0,PRMT3,4575,5498
PROX2_E3_195.14,PROX2,2639,2462
FBXO45_861.103,FBXO45,3584,4695
ZBTB16_BTB25125_E1_2022.333,ZBTB16,1168,1534
ZFP90_E5_1260.7,ZFP90,5030,5032
PRSS37_708.58,PRSS37,2646,2531
NSD3_e21_142.11,NSD3,3883,4045
ZNF587_E3_567.56,ZNF587,1727,1575
ZNF177_E6_498.42,ZNF177,1468,2155
FBXO46_1812.235,FBXO46,2489,2430
ZBTB16_E6_168.18,ZBTB16,4083,4188
ZNF229_E6_1239.33,ZNF229,4330,4933
PRSS57_852.174,PRSS57,1203,1589
IKZF1_E5_168.9,IKZF1,2188,1180
ASB4_1281.107,ASB4,1329,1342
ZNF606_E7_1176.92,ZNF606,2271,1978
TMPRSS9_3180.391,TMPRSS9,1219,1483
RPA3_e1.1,RPA3,6115,802
MAP3K11_PKc_E1_403.77,MAP3K11,1564,1217
MYCN_E3_180.17,MYCN,2618,2953
TET1_e10_86.1,TET1,2234,1844
HMBOX1_E9_86.6,HMBOX1,2276,2287
MAFB_E1_210.16,MAFB,1075,682
EPHA3_PKc_E15_150.1,EPHA3,3927,4311
ARIH1_1674.153,ARIH1,3484,4482
BRSK1_PKc_E5_117.2,BRSK1,790,1077
KCTD1_BTB40132_E1_798.84,KCTD1,5452,6213
ASB14_1764.121,ASB14,1251,1292
STAT2_E19_69.0,STAT2,1396,1006
RBCK1_1533.191,RBCK1,2806,2578
ZNF423_E4_1206.170,ZNF423,1934,1654
BARHL2_E2_155.3,BARHL2,2926,2826
EIF2AK3_PKc_E13_201.3,EIF2AK3,1585,2174
ZNF24_E4_234.12,ZNF24,3488,4424
DAPK1_PKc_E6_49.3,DAPK1,1239,903
KBTBD2_BTB21128_E1_1872.152,KBTBD2,1782,2720
MERTK_PKc_E16_110.2,MERTK,1504,1616
PHF14_ePhd_E8_39.0,PHF14,2679,3390
TRIM15_1398.30,TRIM15,1418,903
PLG_141.3,PLG,1537,1597
SHOX2_E3_135.10,SHOX2,1311,1059
SATB2_E11_177.25,SATB2,3033,1927
HTRA4_1431.9,HTRA4,1624,1327
USP13_2592.129,USP13,1928,1959
DCAF5_2829.80,DCAF5,1955,1533
KMT2A_CXXC11471194_E1_11919.232,KMT2A,1658,1933
SP140L_E11_88.0,SP140L,2959,3791
ZNF383_E5_969.6,ZNF383,3452,3367
MYO3B_PKc_E7_146.16,MYO3B,2361,1850
ATF6_E8_162.7,ATF6,4479,4782
ABL2_PKc_E6_85.1,ABL2,984,398
SETDB2_e14_89.5,SETDB2,3685,4269
ZNF35_E4_834.16,ZNF35,2699,3097
MTF1_E3_215.12,MTF1,2514,1753
ASCL3_E2_162.5,ASCL3,2856,2799
L3MBTL4_E14_65.2,L3MBTL4,4422,4995
IMMP1L_501.18,IMMP1L,4205,3116
MYBL1_SANT_E3_72.0,MYBL1,2221,2020
ZNF551_E3_1038.81,ZNF551,1747,2150
neg28,neg28,5093,4759
KDM2B_10,KDM2B,2212,1520
MLL1_e36_237.6,MLL1,1810,1884
KDM1B_CW137192_E1_1773.27,KDM1B,2779,3019
E2F5_E1_87.6,E2F5,2211,1690
RNF19A_2517.20,RNF19A,3752,5217
SHOX_E3_135.8,SHOX,4334,3989
ZNF846_E6_1053.49,ZNF846,4119,5665
MIER1_SANT_E12_81.4,MIER1,1671,1216
F2_1869.239,F2,1397,1342
ZNF705A_E5_483.10,ZNF705A,4686,5071
HHEX_E2_129.0,HHEX,1004,755
HDAC1_e2_113.6,HDAC1,4999,4645
ZNF566_E5_570.39,ZNF566,3798,3759
ZNF780B_E5_1908.110,ZNF780B,2629,2275
KSR1_PKc_E19_132.13,KSR1,511,416
SMARCAD1_H_e22_183.0,SMARCAD1,5922,6481
ABHD13_1014.48,ABHD13,3314,3932
TSSK4_PKc_E3_394.12,TSSK4,1880,1452
ZFHX3_E9_2580.169,ZFHX3,3487,2685
FBXO30_2,FBXO30,1399,1848
RNF114_687.59,RNF114,2347,2283
MEX3C_1980.233,MEX3C,2638,2506
CECR2_BD_e14_59.0,CECR2,6100,5370
TRIM2_2316.276,TRIM2,2661,2364
ROCK2_PKc_E5_261.9,ROCK2,4367,5236
EZH2_SANT_E6_125.5,EZH2,1213,840
FOSB_E3_63.5,FOSB,1194,1169
GTF3A_E1_78.8,GTF3A,5842,1853
RCHY1_720.29,RCHY1,4022,3395
ZNF461_E6_666.53,ZNF461,1912,1867
TRAF6_1569.156,TRAF6,2755,2705
NCOA2_e19_235.10,NCOA2,2613,2737
SPPL2B_1779.135,SPPL2B,2337,2865
ZNF496_E9_339.49,ZNF496,418,311
MTA3_Bah3170_E1_1548.13,MTA3,1873,1333
ZNF574_E2_1602.200,ZNF574,2179,1322
CHEK2_PKc_E6_109.1,CHEK2,818,523
ADAMDEC1_1413.96,ADAMDEC1,2980,4010
BCL11B_E4_1173.21,BCL11B,744,611
CFLAR_708.55,CFLAR,1897,2769
E2F2_E3_194.12,E2F2,4688,5916
FBXO28_540.46,FBXO28,1801,1681
CCDC79_SANT_E19_144.4,CCDC79,3940,4538
STK38_PKc_E5_84.1,STK38,2740,2429
RNF152_612.100,RNF152,986,929
PAPPA2_5376.183,PAPPA2,2668,2727
UBE2D2_444.15,UBE2D2,2536,2632
ZNF639_E7_747.1,ZNF639,4926,5933
ZNF14_E4_1155.86,ZNF14,4680,4053
CASP3_834.4,CASP3,3713,5008
PHF21A_Phd_E15_129.0,PHF21A,3023,3278
WWP1_2769.93,WWP1,2507,3083
USP9Y_174.13,USP9Y,2173,2131
BRDT_BD2_e6_150.7,BRDT,1498,1548
ZNF846_E6_1053.48,ZNF846,2693,2398
RNF225_990.236,RNF225,1062,828
CXXC4_CXXC301341_E1_1104.111,CXXC4,2637,2636
RREB1_E11_165.12,RREB1,3548,3544
REL_E3_149.1,REL,2280,2717
ZNF629_E3_1128.51,ZNF629,1213,848
DCUN1D1_735.41,DCUN1D1,2273,3049
KDM4A_ePhd_E17_109.4,KDM4A,2242,2282
SALL2_E2_852.139,SALL2,2404,2388
SEC11C_579.43,SEC11C,2450,3038
ZNF773_E4_663.60,ZNF773,1642,1782
FOXQ1_E1_237.2,FOXQ1,2887,3234
PHF7_1146.108,PHF7,2840,3465
ZNF674_E6_1125.63,ZNF674,4257,5216
ZNF205_E7_582.28,ZNF205,431,323
L3MBTL2_MBT511604_E1_2118.244,L3MBTL2,1524,1078
KDM4C_ePhd_E16_53.1,KDM4C,2466,2183
ZKSCAN8_E7_744.30,ZKSCAN8,2764,2847
MLL5_e13_110.3,MLL5,3393,4969
PKNOX2_E10_72.1,PKNOX2,2279,2326
AR_E3_117.9,AR,2894,2248
CSNK1A1_PKc_E2_107.7,CSNK1A1,1514,215
MTA2_SANT_E10_57.0,MTA2,2225,2093
YBX1_E4_90.0,YBX1,2321,686
CSNK1G3_PKc_E4_70.2,CSNK1G3,1571,1098
GLI3_E12_165.7,GLI3,1739,2054
MEIS1_E8_63.0,MEIS1,6321,6724
ADCK3_PKc_E12_108.8,ADCK3,940,882
MAPK14_PKc_E3_59,MAPK14,3162,2679
SP110_E13_88.3,SP110,6019,6319
RNF19A_2517.35,RNF19A,1860,1969
PNCK_PKc_E5_139,PNCK,2500,2826
ROCK1_PKc_E1_90.5,ROCK1,1573,1811
ZNF184_E6_1131.45,ZNF184,4397,3303
UBE2L6_462.53,UBE2L6,864,744
SP140_E19_88.8,SP140,3342,2908
ISX_E3_135.11,ISX,2988,3124
PHF2_e7_163.9,PHF2,1857,1243
TRIM14_1329.16,TRIM14,2390,2417
HSFY2_E2_126.3,HSFY2,7190,9205
MNT_E4_112.10,MNT,2074,1858
EBF3_E12_51.1,EBF3,576,632
FBXW4_1239.27,FBXW4,809,950
ZFP36L1_E2_189.13,ZFP36L1,1502,1086
ZFP28_E8_1170.8,ZFP28,6083,7494
ZNF268_E6_1749.115,ZNF268,3317,2297
HDAC1_e4_75.0,HDAC1,2134,1694
STK17A_PKc_E3_145,STK17A,2313,2621
ZNF233_E5_648.58,ZNF233,2328,2211
ZNF81_E5_1236.37,ZNF81,5041,6053
USP31_52.0,USP31,4296,4646
ZNF619_E6_732.63,ZNF619,2925,3851
LGMN_1302.16,LGMN,5388,5455
LEF1_E9_99.6,LEF1,1612,1651
ANKIB1_3270.277,ANKIB1,1953,2025
KLHL36_BTB36141_E1_1851.7,KLHL36,2321,2353
ZNF443_E4_1152.53,ZNF443,6364,7438
MAZ_E2_78.3,MAZ,4238,3938
RPS6KA1_PKc_E7_107,RPS6KA1,1247,1059
WSB2_1266.115,WSB2,2700,2346
PCSK1_2262.104,PCSK1,1870,1900
MYO3A_PKc_E7_77.9,MYO3A,492,288
ZNF792_E4_750.54,ZNF792,1800,1102
RXRG_E3_34.0,RXRG,6527,9233
TGIF1_E2_138.4,TGIF1,960,594
PPIL2_1563.180,PPIL2,1975,1185
MARCH7_2001.91,43531,4089,3842
LHX2_E4_135.3,LHX2,2856,2152
NFXL1_E14_160.6,NFXL1,1595,1472
E2F7_E7_113.2,E2F7,1337,989
ZNF146_E4_819.58,ZNF146,1967,2128
ZBTB7C_E3_196.10,ZBTB7C,3656,3564
MAP3K10_PKc_E1_391.2,MAP3K10,2011,2175
COMMD3_588.34,COMMD3,1957,1568
ZNF532_E6_177.12,ZNF532,1836,2154
KDM2B_2,KDM2B,1138,783
MECP2_MBD_E3_98.3,MECP2,1028,702
COMMD3_588.19,COMMD3,1001,769
USP33_2829.194,USP33,3147,2544
RNF128_1287.6,RNF128,748,520
ASCL3_E2_162.7,ASCL3,1745,1335
RERE_E16_140.6,RERE,1809,1859
SALL1_E2_2190.195,SALL1,2247,2132
MMP27_1542.15,MMP27,2117,2769
CPZ_1959.59,CPZ,1091,1166
IKZF5_E5_187.0,IKZF5,2852,2911
MAP3K1_4539.427,MAP3K1,2245,2010
STAT5A_E11_123.1,STAT5A,1652,1808
UBE4B_3909.239,UBE4B,2538,2923
EZH2_SANT_E5_150.1,EZH2,3847,5855
ASB8_867.53,ASB8,2249,2501
SPIN4_Spinlin119167_E1_750.64,SPIN4,2788,4231
ZNF813_E4_1236.86,ZNF813,3887,2141
EHMT1_e25_79.0,EHMT1,2358,3463
FBXL18_2157.195,FBXL18,1398,2348
ZNF101_E4_495.4,ZNF101,1646,1015
TMPRSS7_2154.159,TMPRSS7,1544,1546
ASB6_1266.118,ASB6,1973,1905
ZNF786_E4_1077.95,ZNF786,2555,2414
ASB9_885.71,ASB9,3442,3288
ZNF100_E5_1155.49,ZNF100,4421,5598
FBXW10_3,FBXW10,1797,1426
RHBDF1_2568.72,RHBDF1,1308,727
PHRF1_Phd_E7_70.7,PHRF1,1446,1055
ZNF880_E4_1221.46,ZNF880,2983,2305
ADAM9_2460.47,ADAM9,2207,3047
ADAM22_2721.57,ADAM22,2115,2313
FBXO5_1344.83,FBXO5,4570,767
RNF10_2436.25,RNF10,2657,2879
MYSM1_2487.141,MYSM1,1539,1274
SOX2_E1_216.12,SOX2,2519,2712
CAPN12_2160.55,CAPN12,2223,2724
TRIM52_894.63,TRIM52,1927,1624
TMPRSS11A_1266.27,TMPRSS11A,3207,4030
MARK2_PKc_E2_81.9,MARK2,2000,1837
TPSAB1_828.16,TPSAB1,3649,2930
KLF4_E5_78.3,KLF4,2833,2245
POLR2A_e28.1,POLR2A,6868,2419
EPHA4_PKc_E13_62.3,EPHA4,900,1282
RNF17_tudor9671013_E1_4872.107,RNF17,2191,2013
ZNF177_E6_498.31,ZNF177,4346,5341
UBR3_5667.66,UBR3,2506,2783
HDAC6_a1_e13_60.3,HDAC6,2543,3140
F9_1386.84,F9,3816,4312
IPP_BTB28134_E1_1755.14,IPP,586,388
SOX15_E1_216.17,SOX15,1371,1271
SOX1_E1_216.15,SOX1,5032,5355
XIAP_1494.4,XIAP,1106,1146
SP5_E2_69.1,SP5,2079,1625
RING1_1221.7,RING1,2091,2248
PHF2_Phd_E1_80.5,PHF2,1109,731
ZNF506_E4_579.21,ZNF506,2373,2337
ZNF217_E3_47.0,ZNF217,4158,5355
FBXL19_2085.312,FBXL19,2693,1337
EAF2_E3_137.2,EAF2,5055,5919
ACVR1_PKc_E10_131,ACVR1,1532,1716
TBL1X_8,TBL1X,1054,1043
OBSCN_PKc_E90_27.0,OBSCN,1551,388
USP41_852.22,USP41,3771,3466
STK17A_PKc_E4_127,STK17A,2865,3069
TRIM73_2,TRIM73,4478,3370
CAMK1_PKc_E2_38,CAMK1,857,1081
LONRF2_2265.190,LONRF2,1832,2248
FBXW8_3,FBXW8,1329,1052
ZNF649_E5_663.60,ZNF649,2211,2112
ZNF256_E3_1128.66,ZNF256,3794,4303
DCUN1D3_915.54,DCUN1D3,3469,3460
LHX4_E4_135.21,LHX4,2383,2661
RHOBTB2_BTB523615_E1_2250.149,RHOBTB2,1160,1047
BRWD3_BD2_e37_153.10,BRWD3,3964,4431
DCAF17_1362.41,DCAF17,3670,4016
USP36_83.0,USP36,1021,687
CTSG_768.118,CTSG,1143,1216
RNPEPL1_2178.429,RNPEPL1,2308,2186
ZNF705A_E5_483.0,ZNF705A,3164,4065
RNF182_744.83,RNF182,2697,2869
FBXO16_843.67,FBXO16,3985,2950
MMP11_1467.45,MMP11,2200,2893
MEF2B_E2_51.0,MEF2B,3394,3241
PARP14_Macro10141155_E1_5406.187,PARP14,1634,1330
HGFAC_1968.266,HGFAC,3296,4094
USP3_1563.23,USP3,2481,2367
HTRA3_1362.131,HTRA3,1612,1267
ZNF19_E6_648.6,ZNF19,5837,9845
PRSS41_957.152,PRSS41,1129,1148
KDM5D_e15_118.5,KDM5D,2482,3213
WSB1_1266.89,WSB1,2710,2746
MIPEP_2142.109,MIPEP,2368,1810
PTK2_PKc_E18_101.4,PTK2,2327,1348
CAPN14_2055.68,CAPN14,3305,3261
DMTF1_SANT3_E14_152.2,DMTF1,3058,3075
RNF133_1131.86,RNF133,3574,4276
APEH_2199.156,APEH,2481,2719
UBB_690.76,UBB,2244,1344
KDM7A_e6_187.9,KDM7A,1790,2282
ELF2_E7_188.12,ELF2,3715,2340
ZNF670_E4_498.23,ZNF670,1721,1650
DTX1_1863.113,DTX1,1379,1009
TINAG_1431.75,TINAG,1689,1274
ZNF649_E5_663.61,ZNF649,1511,1554
SENP8_639.22,SENP8,2845,2958
ZNF443_E4_1152.61,ZNF443,2695,2261
LNX2_2073.200,LNX2,1091,1045
IRF2_E2_75.8,IRF2,1278,1730
DMRT2_E2_141.16,DMRT2,3472,2782
PRKG2_PKc_E11_75.4,PRKG2,1486,1329
TRIM28_BD_e17_79.2,TRIM28,1729,1168
ONECUT1_E2_165.6,ONECUT1,3402,3662
ZNF606_E7_1176.6,ZNF606,4436,5029
FBXO21_1887.129,FBXO21,3496,3651
UBR1_5250.458,UBR1,1460,1440
ZBTB48_E7_155.13,ZBTB48,882,802
TDRD3_tudor652700_E1_2235.96,TDRD3,4022,4779
PEPD_1482.96,PEPD,1415,1172
SOX14_E1_216.27,SOX14,858,1080
RNF149_1203.127,RNF149,3036,4057
EHMT2_e25_176.5,EHMT2,2335,1942
IRF2BPL_2391.246,IRF2BPL,1632,1528
DCAF8_1794.75,DCAF8,2616,2859
SYK_PKc_E11_190.1,SYK,1766,2264
ZNF789_E5_78.0,ZNF789,4961,4867
E2F5_E1_87.0,E2F5,1574,1146
ZNF230_E5_810.34,ZNF230,4335,4180
SGK1_PKc_E10_156.8,SGK1,1011,1193
SP110_Phd_E15_101.6,SP110,2577,3044
ROR1_PKc_E9_849.29,ROR1,1676,2768
ADCK4_PKc_E8_141.12,ADCK4,973,1593
ZNF19_E6_648.22,ZNF19,4321,5013
ANAPC1_7,ANAPC1,2092,3434
ADCK1_PKc_E5_159.11,ADCK1,593,697
RNF20_2928.232,RNF20,1432,676
CEBPG_E2_162.6,CEBPG,3215,2407
SP4_E5_121.1,SP4,2969,2924
ARID3A_E5_184.7,ARID3A,1608,1542
STRADA_PKc_E8_124.12,STRADA,1331,1264
ABTB2_BTB837947_E1_3078.302,ABTB2,2031,1458
RNF130_1260.98,RNF130,1623,2983
CEBPZ_E3_232.2,CEBPZ,2996,788
TRIM62_1428.0,TRIM62,2229,1978
IKZF2_E5_168.5,IKZF2,2850,3114
neg41,neg41,7718,8126
SOCS4_1323.41,SOCS4,2604,3659
ADAM7_2265.29,ADAM7,1373,1980
BRWD1_6963.515,BRWD1,3463,3380
WWP2_2613.14,WWP2,1103,959
UBR2_1320.45,UBR2,1454,1486
HOXA13_E2_171.14,HOXA13,816,485
LTN1_5439.220,LTN1,2471,1763
ZBTB1_E2_522.22,ZBTB1,3927,2591
ECE1_2313.173,ECE1,2565,2675
RHOBTB2_BTB289326_E1_2250.328,RHOBTB2,1565,1732
IVNS1ABP_BTB22126_E1_1929.1,IVNS1ABP,1359,1673
ZBTB20_E5_215.14,ZBTB20,1872,1436
KDM6B_e19_188.26,KDM6B,1605,1155
RNF31_2766.156,RNF31,3537,3420
ID4_E1_126.4,ID4,2804,2850
ADAMTS2_3636.132,ADAMTS2,1647,1532
PARK2_1398.149,PARK2,2274,2250
CUL2_2295.92,CUL2,1385,467
ASH1L_e13_109.0,ASH1L,2733,2531
IRX6_E4_180.0,IRX6,3769,3349
ZNF781_E4_303.16,ZNF781,5396,6742
USP54_93.4,USP54,3443,3832
TFEC_E6_76.1,TFEC,1447,2279
ELF4_E7_188.17,ELF4,3837,3685
NAALADL2_2388.15,NAALADL2,3379,3579
ZFP82_E5_1152.79,ZFP82,6084,7296
ZNF160_E7_1665.22,ZNF160,1640,1915
TAL2_E1_168.9,TAL2,5638,6268
ERF_E2_182.12,ERF,2610,2159
