sgRNA,Gene,A2780_Cont2_D0,A2780_Cont2_D10
AAK1_PKc_E2_40.1,AAK1,1677,1077
AAK1_PKc_E3_119.6,AAK1,651,354
AAK1_PKc_E4_109.3,AAK1,1075,825
AAK1_PKc_E5_143.1,AAK1,574,553
AAK1_PKc_E6_122,AAK1,995,217
AAK1_PKc_E7_82.6,AAK1,918,334
AATK_PKc_E4_36,AATK,915,289
AATK_PKc_E5_119.11,AATK,1085,1979
AATK_PKc_E6_88.9,AATK,1802,1259
AATK_PKc_E7_134.11,AATK,1044,291
AATK_PKc_E8_85.7,AATK,1689,891
AATK_PKc_E9_122.1,AATK,1353,590
ABL1_PKc_E4_120.11,ABL1,1163,381
ABL1_PKc_E5_85,ABL1,3219,974
ABL1_PKc_E6_178.11,ABL1,1493,1186
ABL1_PKc_E7_185.15,ABL1,1829,1259
ABL1_PKc_E8_153.18,ABL1,2607,2000
ABL1_PKc_E9_68,ABL1,2338,1160
ABL2_PKc_E10_68.4,ABL2,747,957
ABL2_PKc_E5_120.8,ABL2,353,152
ABL2_PKc_E6_85.1,ABL2,1251,1262
ABL2_PKc_E7_178.9,ABL2,1354,983
ABL2_PKc_E8_185,ABL2,667,991
ABL2_PKc_E9_153.7,ABL2,2932,1041
ACVR1_PKc_E10_131,ACVR1,1796,1406
ACVR1_PKc_E11_102.2,ACVR1,1476,1068
ACVR1_PKc_E6_40,ACVR1,1399,217
ACVR1_PKc_E7_147.15,ACVR1,1395,798
ACVR1_PKc_E8_276.19,ACVR1,518,394
ACVR1_PKc_E9_198.4,ACVR1,970,439
ACVR1B_PKc_E10_102.5,ACVR1B,540,829
ACVR1B_PKc_E4_193.4,ACVR1B,1489,866
ACVR1B_PKc_E5_123.4,ACVR1B,1920,2340
ACVR1B_PKc_E6_168.13,ACVR1B,2335,1085
ACVR1B_PKc_E7_157.5,ACVR1B,1870,1122
ACVR1B_PKc_E9_131.14,ACVR1B,1076,1498
ACVR1C_PKc_E4_193.16,ACVR1C,1053,1147
ACVR1C_PKc_E5_168.6,ACVR1C,1289,807
ACVR1C_PKc_E6_157.1,ACVR1C,1401,1375
ACVR1C_PKc_E7_125.7,ACVR1C,1104,337
ACVR1C_PKc_E8_131.1,ACVR1C,2149,1407
ACVR1C_PKc_E9_102.6,ACVR1C,2915,1573
ACVR2A_PKc_E10_131.1,ACVR2A,2958,1612
ACVR2A_PKc_E5_87.3,ACVR2A,613,687
ACVR2A_PKc_E6_144,ACVR2A,368,176
ACVR2A_PKc_E7_146.12,ACVR2A,1224,1497
ACVR2A_PKc_E8_115.6,ACVR2A,2599,1523
ACVR2A_PKc_E9_139.9,ACVR2A,1437,283
ACVRL1_PKc_E6_147.3,ACVRL1,1289,795
ACVRL1_PKc_E6_147.8,ACVRL1,1691,1785
ACVRL1_PKc_E8_198.28,ACVRL1,481,90
ACVRL1_PKc_E8_198.4,ACVRL1,1678,1306
ACVRL1_PKc_E9_131,ACVRL1,729,496
ACVRL1_PKc_E9_131.6,ACVRL1,1446,794
ADCK1_PKc_E5_159.11,ADCK1,1074,393
ADCK1_PKc_E5_159.31,ADCK1,1131,843
ADCK1_PKc_E6_159.6,ADCK1,942,890
ADCK1_PKc_E7_117.13,ADCK1,1280,1405
ADCK1_PKc_E8_150.18,ADCK1,1317,1216
ADCK1_PKc_E9_99.4,ADCK1,2175,771
ADCK2_PKc_E1_534.7,ADCK2,722,392
ADCK2_PKc_E3_129.17,ADCK2,1870,624
ADCK2_PKc_E4_96.5,ADCK2,897,1356
ADCK2_PKc_E6_129.2,ADCK2,476,206
ADCK2_PKc_E7_54,ADCK2,2170,1095
ADCK2_PKc_E8_114.6,ADCK2,1108,1121
ADCK3_PKc_E10_94.9,ADCK3,972,1594
ADCK3_PKc_E11_142.6,ADCK3,1464,631
ADCK3_PKc_E12_108.8,ADCK3,1717,827
ADCK3_PKc_E13_66.1,ADCK3,1455,1332
ADCK3_PKc_E8_141.23,ADCK3,1359,1135
ADCK3_PKc_E9_82.2,ADCK3,3032,1215
ADCK4_PKc_E10_94.6,ADCK4,473,459
ADCK4_PKc_E12_108.1,ADCK4,428,217
ADCK4_PKc_E13_66.2,ADCK4,1904,1962
ADCK4_PKc_E14_87.6,ADCK4,1630,1059
ADCK4_PKc_E8_141.12,ADCK4,1132,1184
ADCK4_PKc_E9_82.4,ADCK4,797,467
ADCK5_PKc_E10_82.1,ADCK5,1558,759
ADCK5_PKc_E11_79.1,ADCK5,1560,1023
ADCK5_PKc_E12_52.5,ADCK5,965,323
ADCK5_PKc_E7_114.17,ADCK5,1890,1142
ADCK5_PKc_E8_132.7,ADCK5,1502,1324
ADCK5_PKc_E9_84.2,ADCK5,1351,565
ADRBK1_PKc_E10_79.2,ADRBK1,1790,1320
ADRBK1_PKc_E11_131.9,ADRBK1,1301,529
ADRBK1_PKc_E12_95.3,ADRBK1,1311,919
ADRBK1_PKc_E13_108.17,ADRBK1,2487,1577
ADRBK1_PKc_E8_80.4,ADRBK1,636,195
ADRBK1_PKc_E9_100.8,ADRBK1,1800,2742
ADRBK2_PKc_E10_79.5,ADRBK2,356,324
ADRBK2_PKc_E11_131.8,ADRBK2,2165,1180
ADRBK2_PKc_E12_95.1,ADRBK2,2152,2121
ADRBK2_PKc_E13_108.5,ADRBK2,1212,430
ADRBK2_PKc_E8_92.2,ADRBK2,746,662
ADRBK2_PKc_E9_100.2,ADRBK2,2511,1840
AK1_PKc_E3_28,AK1,1619,859
AK1_PKc_E3_28.1,AK1,896,185
AK1_PKc_E4_164.19,AK1,2181,1110
AK1_PKc_E4_164.27,AK1,3328,1745
AK1_PKc_E5_117.13,AK1,1726,600
AK1_PKc_E5_117.2,AK1,1071,171
AK2_PKc_E6_159,AK2,2307,1593
AK2_PKc_E6_159.16,AK2,1717,1377
AK2_PKc_E6_159.17,AK2,821,1010
AK2_PKc_E6_159.19,AK2,1750,962
AK2_PKc_E6_159.21,AK2,1243,476
AK2_PKc_E6_159.6,AK2,11,4
AK3_PKc_E1_127.14,AK3,1921,608
AK3_PKc_E1_127.18,AK3,851,838
AK3_PKc_E2_120.3,AK3,2054,2954
AK3_PKc_E3_173.2,AK3,2040,1202
AK3_PKc_E4_119.7,AK3,1199,553
AK3_PKc_E5_40,AK3,455,116
AKT1_PKc_E10_129.13,AKT1,1489,1330
AKT1_PKc_E5_66.5,AKT1,1058,453
AKT1_PKc_E6_132.15,AKT1,1050,152
AKT1_PKc_E7_66.3,AKT1,960,530
AKT1_PKc_E8_69.2,AKT1,1943,1352
AKT1_PKc_E9_126.3,AKT1,1106,586
AKT2_PKc_E10_129.1,AKT2,864,253
AKT2_PKc_E11_215.3,AKT2,425,562
AKT2_PKc_E6_120.14,AKT2,924,217
AKT2_PKc_E7_66.3,AKT2,438,383
AKT2_PKc_E8_69.8,AKT2,2836,1616
AKT2_PKc_E9_123.8,AKT2,1294,715
AKT3_PKc_E10_215.1,AKT3,737,616
AKT3_PKc_E4_36,AKT3,1334,607
AKT3_PKc_E5_132.2,AKT3,1763,2225
AKT3_PKc_E7_69.7,AKT3,3560,2345
AKT3_PKc_E8_123.3,AKT3,2277,1446
AKT3_PKc_E9_129.5,AKT3,1610,1001
ALK_PKc_E20_35,ALK,2643,1553
ALK_PKc_E21_91.12,ALK,415,292
ALK_PKc_E22_65.1,ALK,1096,597
ALK_PKc_E23_130,ALK,3709,2604
ALK_PKc_E24_98.8,ALK,2115,1227
ALK_PKc_E25_93.7,ALK,2901,1161
AMHR2_PKc_E10_137.5,AMHR2,2370,3251
AMHR2_PKc_E11_108.5,AMHR2,2236,1240
AMHR2_PKc_E6_231.14,AMHR2,772,528
AMHR2_PKc_E7_115.1,AMHR2,2161,987
AMHR2_PKc_E8_173.31,AMHR2,2733,1351
AMHR2_PKc_E9_148.14,AMHR2,689,336
ANKK1_PKc_E1_113.15,ANKK1,855,481
ANKK1_PKc_E1_113.4,ANKK1,3509,2509
ANKK1_PKc_E2_295.2,ANKK1,1597,592
ANKK1_PKc_E3_152.22,ANKK1,1055,342
ANKK1_PKc_E5_156.2,ANKK1,692,576
ANKK1_PKc_E6_41,ANKK1,1420,971
ARAF_PKc_E10_152.4,ARAF,2081,1278
ARAF_PKc_E10_152.5,ARAF,1157,1098
ARAF_PKc_E11_177.1,ARAF,560,701
ARAF_PKc_E11_177.9,ARAF,943,532
ARAF_PKc_E12_47,ARAF,1220,1173
ARAF_PKc_E14_132.7,ARAF,2495,1507
ATM_PKc_E60_115.5,ATM,1416,453
ATM_PKc_E60_115.6,ATM,750,255
ATM_PKc_E61_64,ATM,586,793
ATM_PKc_E61_64.1,ATM,912,569
ATM_PKc_E62_36,ATM,1500,1277
ATM_PKc_E62_36.1,ATM,871,330
ATR_PKc_E41_144.3,ATR,783,161
ATR_PKc_E42_151.4,ATR,2557,372
ATR_PKc_E43_157.9,ATR,1875,359
ATR_PKc_E44_154.6,ATR,797,1
ATR_PKc_E45_152,ATR,1465,100
ATR_PKc_E46_46.1,ATR,1760,592
AURKA_PKc_E10_175.19,AURKA,1390,725
AURKA_PKc_E7_188.1,AURKA,1153,40
AURKA_PKc_E7_188.1,AURKA,740,147
AURKA_PKc_E8_139,AURKA,1235,335
AURKA_PKc_E8_139.6,AURKA,1273,136
AURKA_PKc_E9_149.6,AURKA,1544,1883
AURKB_PKc_E5_191.1,AURKB,2053,582
AURKB_PKc_E5_191.2,AURKB,885,195
AURKB_PKc_E6_139.5,AURKB,1184,251
AURKB_PKc_E7_149.8,AURKB,2154,1575
AURKB_PKc_E8_175.4,AURKB,946,252
AURKB_PKc_E9_156.14,AURKB,1711,7
AURKC_PKc_E3_191.2,AURKC,861,266
AURKC_PKc_E3_191.21,AURKC,552,198
AURKC_PKc_E4_139.1,AURKC,1489,1086
AURKC_PKc_E5_149.13,AURKC,489,126
AURKC_PKc_E6_175.14,AURKC,1079,968
AURKC_PKc_E7_156.13,AURKC,1094,481
AXL_PKc_E13_31,AXL,492,680
AXL_PKc_E14_78.7,AXL,803,886
AXL_PKc_E15_93.5,AXL,2051,943
AXL_PKc_E16_122.7,AXL,1197,167
AXL_PKc_E17_110.5,AXL,505,282
AXL_PKc_E18_160.14,AXL,1562,1541
BCR_PKc_E1_1278.13,BCR,489,208
BCR_PKc_E1_1278.203,BCR,381,397
BCR_PKc_E1_1278.242,BCR,1254,609
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,340,532
BCR_PKc_E1_1278.96,BCR,1517,1562
BLK_PKc_E10_77.4,BLK,2011,1474
BLK_PKc_E11_151.13,BLK,518,647
BLK_PKc_E12_132.4,BLK,1385,1114
BLK_PKc_E13_176.19,BLK,1249,295
BLK_PKc_E8_76.7,BLK,799,529
BLK_PKc_E9_180.11,BLK,1542,752
BMP2K_PKc_E1_40.1,BMP2K,1881,1795
BMP2K_PKc_E2_119.7,BMP2K,998,771
BMP2K_PKc_E3_106.5,BMP2K,998,663
BMP2K_PKc_E4_143.5,BMP2K,1603,923
BMP2K_PKc_E5_122.2,BMP2K,1904,1029
BMP2K_PKc_E6_82.7,BMP2K,1018,506
BMPR1A_PKc_E10_298,BMPR1A,653,59
BMPR1A_PKc_E10_298.1,BMPR1A,2302,1656
BMPR1A_PKc_E11_176.18,BMPR1A,924,493
BMPR1A_PKc_E11_176.4,BMPR1A,2077,521
BMPR1A_PKc_E13_99.2,BMPR1A,728,407
BMPR1A_PKc_E13_99.3,BMPR1A,1108,288
BMPR1B_PKc_E10_131.6,BMPR1B,2942,1724
BMPR1B_PKc_E11_123.7,BMPR1B,1659,903
BMPR1B_PKc_E7_187.11,BMPR1B,1237,893
BMPR1B_PKc_E7_187.4,BMPR1B,1269,1541
BMPR1B_PKc_E8_298.19,BMPR1B,2888,3225
BMPR1B_PKc_E9_176,BMPR1B,3007,1861
BMPR2_PKc_E10_137.6,BMPR2,1973,609
BMPR2_PKc_E11_99.2,BMPR2,1473,622
BMPR2_PKc_E6_231,BMPR2,1308,603
BMPR2_PKc_E6_231.14,BMPR2,185,328
BMPR2_PKc_E7_115.4,BMPR2,1980,742
BMPR2_PKc_E7_115.6,BMPR2,1512,791
BRAF_PKc_E12_85.2,BRAF,1401,561
BRAF_PKc_E13_177.6,BRAF,1401,1191
BRAF_PKc_E14_47.1,BRAF,2122,926
BRAF_PKc_E15_119.2,BRAF,1968,1122
BRAF_PKc_E16_132.5,BRAF,1125,948
BRAF_PKc_E17_135,BRAF,438,24
BRSK1_PKc_E1_43.4,BRSK1,1084,516
BRSK1_PKc_E2_95.4,BRSK1,1916,1004
BRSK1_PKc_E3_86,BRSK1,981,339
BRSK1_PKc_E4_141.5,BRSK1,617,499
BRSK1_PKc_E5_117.2,BRSK1,1121,624
BRSK1_PKc_E6_34,BRSK1,1185,1904
BRSK2_PKc_E1_43.7,BRSK2,984,324
BRSK2_PKc_E2_95.4,BRSK2,1051,131
BRSK2_PKc_E3_86.2,BRSK2,982,525
BRSK2_PKc_E4_141.11,BRSK2,412,608
BRSK2_PKc_E5_117.9,BRSK2,1106,144
BRSK2_PKc_E6_34.3,BRSK2,1800,2253
BTK_PKc_E14_161.16,BTK,1973,2339
BTK_PKc_E15_217.14,BTK,2218,1536
BTK_PKc_E16_65,BTK,1581,1123
BTK_PKc_E17_119.1,BTK,1450,675
BTK_PKc_E18_158.4,BTK,2919,3120
BTK_PKc_E19_48,BTK,255,138
BUB1_PKc_E20_108.7,BUB1,793,533
BUB1_PKc_E21_162.7,BUB1,695,85
BUB1_PKc_E22_158.8,BUB1,2707,967
BUB1_PKc_E23_172.2,BUB1,1807,915
BUB1_PKc_E24_107,BUB1,1551,372
BUB1_PKc_E25_157.4,BUB1,2209,417
BUB1B_PKc_E17_37,BUB1B,2346,1411
BUB1B_PKc_E18_101.2,BUB1B,613,116
BUB1B_PKc_E19_150.8,BUB1B,890,255
BUB1B_PKc_E20_143.5,BUB1B,1806,1616
BUB1B_PKc_E21_172.12,BUB1B,2461,98
BUB1B_PKc_E22_107.9,BUB1B,2226,714
CAMK1_PKc_E2_38,CAMK1,1040,823
CAMK1_PKc_E3_132.17,CAMK1,851,521
CAMK1_PKc_E4_75.9,CAMK1,3780,1644
CAMK1_PKc_E5_139,CAMK1,1239,1518
CAMK1_PKc_E6_127.1,CAMK1,2923,2404
CAMK1_PKc_E7_76.4,CAMK1,1835,1221
CAMK1D_PKc_E1_59,CAMK1D,2079,1417
CAMK1D_PKc_E2_132.3,CAMK1D,501,457
CAMK1D_PKc_E3_75.1,CAMK1D,2562,2677
CAMK1D_PKc_E4_139.1,CAMK1D,1039,297
CAMK1D_PKc_E5_127.8,CAMK1D,2414,1073
CAMK1D_PKc_E6_76.2,CAMK1D,1798,1842
CAMK1G_PKc_E10_82,CAMK1G,3114,1203
CAMK1G_PKc_E10_82.8,CAMK1G,677,21
CAMK1G_PKc_E2_38,CAMK1G,1422,677
CAMK1G_PKc_E2_38.1,CAMK1G,697,852
CAMK1G_PKc_E3_129.2,CAMK1G,1525,1168
CAMK1G_PKc_E3_129.8,CAMK1G,580,284
CAMK2A_PKc_E2_95,CAMK2A,808,421
CAMK2A_PKc_E3_60,CAMK2A,1684,1364
CAMK2A_PKc_E4_55.3,CAMK2A,4708,3340
CAMK2A_PKc_E5_66.6,CAMK2A,900,361
CAMK2A_PKc_E6_73.3,CAMK2A,3564,1451
CAMK2A_PKc_E7_103.16,CAMK2A,2340,1927
CAMK2B_PKc_E1_32,CAMK2B,1919,678
CAMK2B_PKc_E2_95.3,CAMK2B,1437,2509
CAMK2B_PKc_E3_60.2,CAMK2B,1589,1077
CAMK2B_PKc_E4_55,CAMK2B,2027,2408
CAMK2B_PKc_E5_66.1,CAMK2B,952,863
CAMK2B_PKc_E6_73.6,CAMK2B,3031,2533
CAMK2D_PKc_E1_32,CAMK2D,1379,920
CAMK2D_PKc_E2_95.4,CAMK2D,2471,1059
CAMK2D_PKc_E3_60,CAMK2D,669,1241
CAMK2D_PKc_E4_55.2,CAMK2D,1989,1711
CAMK2D_PKc_E5_66,CAMK2D,618,562
CAMK2D_PKc_E6_73.1,CAMK2D,1216,811
CAMK2G_PKc_E1_32.1,CAMK2G,1011,579
CAMK2G_PKc_E2_95.4,CAMK2G,1315,949
CAMK2G_PKc_E3_60.2,CAMK2G,353,23
CAMK2G_PKc_E4_55.3,CAMK2G,2303,1383
CAMK2G_PKc_E5_66.2,CAMK2G,648,257
CAMK2G_PKc_E6_73.1,CAMK2G,1854,1220
CAMK4_PKc_E1_38.2,CAMK4,1882,437
CAMK4_PKc_E2_79.4,CAMK4,494,218
CAMK4_PKc_E3_63,CAMK4,1060,1021
CAMK4_PKc_E4_83.1,CAMK4,1849,1239
CAMK4_PKc_E5_73.1,CAMK4,1362,2579
CAMK4_PKc_E6_91.4,CAMK4,1391,1529
CAMKK1_PKc_E3_30,CAMKK1,1928,1272
CAMKK1_PKc_E4_54.2,CAMKK1,1490,871
CAMKK1_PKc_E5_52,CAMKK1,818,493
CAMKK1_PKc_E6_134.7,CAMKK1,850,418
CAMKK1_PKc_E7_37,CAMKK1,1948,1004
CAMKK1_PKc_E9_89.4,CAMKK1,2937,2540
CAMKK2_PKc_E3_36,CAMKK2,2674,2361
CAMKK2_PKc_E4_54,CAMKK2,2956,1867
CAMKK2_PKc_E5_52.1,CAMKK2,597,481
CAMKK2_PKc_E6_134.7,CAMKK2,475,238
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,942,383
CAMKV_PKc_E3_132.12,CAMKV,1483,454
CAMKV_PKc_E3_132.8,CAMKV,1083,1001
CAMKV_PKc_E4_75.2,CAMKV,730,1247
CAMKV_PKc_E4_75.5,CAMKV,1905,1732
CAMKV_PKc_E5_139.14,CAMKV,1271,1139
CAMKV_PKc_E6_121.12,CAMKV,2612,1702
CASK_PKc_E3_106,CASK,2439,2330
CASK_PKc_E3_106.2,CASK,1552,772
CASK_PKc_E5_73,CASK,2796,2202
CASK_PKc_E5_73.1,CASK,476,274
CASK_PKc_E6_103.2,CASK,905,1106
CASK_PKc_E8_123.4,CASK,2110,2577
CDC42BPA_PKc_E1_169.4,CDC42BPA,1678,1058
CDC42BPA_PKc_E2_92.2,CDC42BPA,975,681
CDC42BPA_PKc_E3_84,CDC42BPA,517,519
CDC42BPA_PKc_E4_96,CDC42BPA,1547,1177
CDC42BPA_PKc_E5_149.8,CDC42BPA,1567,1023
CDC42BPA_PKc_E6_94.3,CDC42BPA,1903,3721
CDC42BPB_PKc_E1_169.12,CDC42BPB,1406,1766
CDC42BPB_PKc_E2_92.2,CDC42BPB,1793,698
CDC42BPB_PKc_E3_84.2,CDC42BPB,2096,2587
CDC42BPB_PKc_E4_96.3,CDC42BPB,859,652
CDC42BPB_PKc_E5_149.5,CDC42BPB,339,105
CDC42BPB_PKc_E6_94.2,CDC42BPB,931,427
CDC42BPG_PKc_E2_48.1,CDC42BPG,846,169
CDC42BPG_PKc_E3_84.3,CDC42BPG,1778,1431
CDC42BPG_PKc_E4_96.3,CDC42BPG,547,311
CDC42BPG_PKc_E5_149.5,CDC42BPG,845,304
CDC42BPG_PKc_E6_94.3,CDC42BPG,1598,2329
CDC42BPG_PKc_E7_201.27,CDC42BPG,355,86
CDC7_PKc_E3_34,CDC7,838,97
CDC7_PKc_E4_136.1,CDC7,1702,187
CDC7_PKc_E5_94.1,CDC7,1506,73
CDC7_PKc_E6_143.7,CDC7,648,1
CDC7_PKc_E7_250.6,CDC7,1730,374
CDC7_PKc_E8_96.2,CDC7,566,175
CDK1_PKc_E2_37.1,CDK1,2382,1662
CDK1_PKc_E4_124.1,CDK1,2080,690
CDK1_PKc_E6_164,CDK1,740,99
CDK10_PKc_E2_70.1,CDK10,1004,424
CDK10_PKc_E3_72.5,CDK10,814,424
CDK10_PKc_E4_103.11,CDK10,2537,1457
CDK10_PKc_E5_82.4,CDK10,1124,762
CDK10_PKc_E6_68.2,CDK10,266,270
CDK10_PKc_E7_53.1,CDK10,2029,1064
CDK11A_PKc_E13_122.13,CDK11A,1827,1623
CDK11A_PKc_E13_122.15,CDK11A,1332,1303
CDK11A_PKc_E14_106.1,CDK11A,1080,348
CDK11A_PKc_E15_122.4,CDK11A,1087,636
CDK11A_PKc_E16_108.16,CDK11A,987,1
CDK11A_PKc_E18_149.14,CDK11A,2937,3922
CDK11B_PKc_E13_122.7,CDK11B,506,815
CDK11B_PKc_E14_106.1,CDK11B,1557,116
CDK11B_PKc_E15_122.1,CDK11B,1320,67
CDK11B_PKc_E16_108.16,CDK11B,623,4
CDK11B_PKc_E17_117.11,CDK11B,2377,1017
CDK11B_PKc_E18_149.2,CDK11B,1035,1464
CDK12_PKc_E4_94.7,CDK12,1394,142
CDK12_PKc_E5_171.8,CDK12,905,768
CDK12_PKc_E6_190.11,CDK12,704,737
CDK12_PKc_E7_57,CDK12,2849,1323
CDK12_PKc_E8_102.1,CDK12,1083,1
CDK12_PKc_E9_78.1,CDK12,1709,1173
CDK13_PKc_E4_94.2,CDK13,1687,585
CDK13_PKc_E5_171,CDK13,353,531
CDK13_PKc_E6_190.2,CDK13,2005,902
CDK13_PKc_E7_57,CDK13,1702,1394
CDK13_PKc_E8_102.1,CDK13,2325,1490
CDK13_PKc_E9_78.2,CDK13,1213,67
CDK14_PKc_E4_80.5,CDK14,1725,1720
CDK14_PKc_E5_80.5,CDK14,1544,853
CDK14_PKc_E6_95.1,CDK14,2519,1186
CDK14_PKc_E7_63.2,CDK14,2676,1901
CDK14_PKc_E8_124.5,CDK14,530,101
CDK14_PKc_E9_121.7,CDK14,1452,815
CDK15_PKc_E3_65.5,CDK15,1200,953
CDK15_PKc_E4_80.2,CDK15,4115,2087
CDK15_PKc_E5_95.2,CDK15,842,543
CDK15_PKc_E6_63.4,CDK15,973,383
CDK15_PKc_E7_124.3,CDK15,1013,967
CDK15_PKc_E8_121,CDK15,1575,1437
CDK16_PKc_E10_121.7,CDK16,842,2423
CDK16_PKc_E5_36,CDK16,1899,1241
CDK16_PKc_E6_115.13,CDK16,1149,838
CDK16_PKc_E7_95.4,CDK16,2037,904
CDK16_PKc_E8_63.4,CDK16,1417,529
CDK16_PKc_E9_124.3,CDK16,1629,792
CDK17_PKc_E10_124.1,CDK17,2079,2340
CDK17_PKc_E11_121.4,CDK17,2326,724
CDK17_PKc_E6_48.2,CDK17,1543,906
CDK17_PKc_E7_115.3,CDK17,1161,903
CDK17_PKc_E8_95.2,CDK17,1035,767
CDK17_PKc_E9_63.2,CDK17,1615,1958
CDK18_PKc_E10_121.12,CDK18,1399,395
CDK18_PKc_E5_45,CDK18,552,459
CDK18_PKc_E6_115.5,CDK18,113,82
CDK18_PKc_E7_95.9,CDK18,1810,1681
CDK18_PKc_E8_63.3,CDK18,1219,336
CDK18_PKc_E9_124.19,CDK18,1808,210
CDK2_PKc_E1_116.9,CDK2,302,45
CDK2_PKc_E2_78.3,CDK2,1759,73
CDK2_PKc_E3_121.2,CDK2,776,65
CDK2_PKc_E4_171.1,CDK2,1753,86
CDK2_PKc_E5_102.12,CDK2,1017,76
CDK2_PKc_E6_204.3,CDK2,918,1734
CDK20_PKc_E1_75.1,CDK20,757,188
CDK20_PKc_E2_114.2,CDK20,1051,256
CDK20_PKc_E3_189.5,CDK20,731,219
CDK20_PKc_E4_122.2,CDK20,1556,694
CDK20_PKc_E5_63.6,CDK20,1955,1816
CDK20_PKc_E6_124.5,CDK20,2504,2448
CDK3_PKc_E2_116.4,CDK3,1929,835
CDK3_PKc_E3_78.3,CDK3,1698,1172
CDK3_PKc_E4_121,CDK3,1578,1819
CDK3_PKc_E5_171.11,CDK3,1238,1695
CDK3_PKc_E6_102,CDK3,1191,606
CDK3_PKc_E7_204.1,CDK3,1796,2177
CDK4_PKc_E2_206.14,CDK4,1786,609
CDK4_PKc_E3_136.21,CDK4,955,447
CDK4_PKc_E4_168.12,CDK4,2542,1891
CDK4_PKc_E5_110.4,CDK4,1756,1227
CDK4_PKc_E6_51,CDK4,1132,300
CDK4_PKc_E7_136.28,CDK4,505,889
CDK5_PKc_E1_37.2,CDK5,1342,728
CDK5_PKc_E2_89.3,CDK5,1345,681
CDK5_PKc_E3_68,CDK5,528,466
CDK5_PKc_E5_57.1,CDK5,1605,1707
CDK5_PKc_E6_96.4,CDK5,1801,518
CDK5_PKc_E7_75.5,CDK5,666,307
CDK6_PKc_E2_203.31,CDK6,1451,1163
CDK6_PKc_E3_136.2,CDK6,922,495
CDK6_PKc_E4_168.11,CDK6,3798,3268
CDK6_PKc_E5_110.8,CDK6,557,546
CDK6_PKc_E6_51.2,CDK6,1657,893
CDK6_PKc_E7_136.3,CDK6,2186,939
CDK7_PKc_E1_48,CDK7,1406,800
CDK7_PKc_E2_60.3,CDK7,1804,89
CDK7_PKc_E4_68.3,CDK7,1517,401
CDK7_PKc_E5_69.2,CDK7,787,220
CDK7_PKc_E6_111.3,CDK7,1395,99
CDK7_PKc_E7_119.11,CDK7,657,75
CDK9_PKc_E1_77.1,CDK9,2370,409
CDK9_PKc_E1_77.4,CDK9,1923,751
CDK9_PKc_E4_167.13,CDK9,3191,269
CDK9_PKc_E6_149.13,CDK9,1454,357
CDK9_PKc_E7_192.9,CDK9,1306,1225
CDKL1_PKc_E1_165.12,CDKL1,1137,928
CDKL1_PKc_E2_122,CDKL1,1430,491
CDKL1_PKc_E3_73.1,CDKL1,1284,1488
CDKL1_PKc_E4_91.3,CDKL1,1882,2328
CDKL1_PKc_E5_201.9,CDKL1,2516,1209
CDKL1_PKc_E6_83.1,CDKL1,794,786
CDKL2_PKc_E2_165.1,CDKL2,1556,856
CDKL2_PKc_E3_195.7,CDKL2,1852,656
CDKL2_PKc_E4_179.16,CDKL2,1075,725
CDKL2_PKc_E5_113.6,CDKL2,775,613
CDKL2_PKc_E6_140,CDKL2,1217,703
CDKL2_PKc_E7_66.4,CDKL2,682,483
CDKL3_PKc_E2_162.7,CDKL3,2309,1594
CDKL3_PKc_E3_195.2,CDKL3,2318,1522
CDKL3_PKc_E4_179.6,CDKL3,812,608
CDKL3_PKc_E5_113.2,CDKL3,862,286
CDKL3_PKc_E6_140.5,CDKL3,2073,1464
CDKL3_PKc_E7_66.1,CDKL3,1256,675
CDKL4_PKc_E1_165.9,CDKL4,2132,1646
CDKL4_PKc_E2_122,CDKL4,1178,491
CDKL4_PKc_E3_73,CDKL4,2030,1861
CDKL4_PKc_E4_91.2,CDKL4,868,693
CDKL4_PKc_E5_198.19,CDKL4,1851,1373
CDKL4_PKc_E6_83.2,CDKL4,766,605
CDKL5_PKc_E2_34,CDKL5,3410,2064
CDKL5_PKc_E3_35,CDKL5,3812,1984
CDKL5_PKc_E4_46,CDKL5,1949,1690
CDKL5_PKc_E5_137.5,CDKL5,1936,1901
CDKL5_PKc_E6_121.2,CDKL5,2454,733
CDKL5_PKc_E7_60,CDKL5,2851,1764
CHEK1_PKc_E2_65.4,CHEK1,904,1
CHEK1_PKc_E3_224.1,CHEK1,2019,141
CHEK1_PKc_E4_65.6,CHEK1,1163,20
CHEK1_PKc_E5_70.1,CHEK1,733,388
CHEK1_PKc_E6_189.6,CHEK1,1190,741
CHEK1_PKc_E7_105.1,CHEK1,2582,533
CHEK2_PKc_E10_87.3,CHEK2,988,862
CHEK2_PKc_E5_47.1,CHEK2,1496,1613
CHEK2_PKc_E6_109.1,CHEK2,861,671
CHEK2_PKc_E7_54.1,CHEK2,525,299
CHEK2_PKc_E8_62.1,CHEK2,1385,1969
CHEK2_PKc_E9_100.2,CHEK2,568,515
CHUK_PKc_E1_63.6,CHUK,2018,1131
CHUK_PKc_E2_95.2,CHUK,2245,1730
CHUK_PKc_E3_115,CHUK,852,421
CHUK_PKc_E4_70.2,CHUK,675,490
