sgRNA,Gene,A2780_Cont2_D0,A2780_Cont2_D10
RNF113A_1032.84,RNF113A,4863,3313
RNF113A_1032.72,RNF113A,846,358
RNF113B_969.135,RNF113B,2111,1396
RNF113B_969.130,RNF113B,1921,1857
RNF113B_969.85,RNF113B,689,470
RNF113B_969.97,RNF113B,695,664
RNF113B_969.123,RNF113B,506,528
RNF113B_969.99,RNF113B,457,452
RNF113B_969.100,RNF113B,506,248
RNF113B_969.116,RNF113B,2387,257
RNF113B_969.102,RNF113B,2720,2662
RNF113B_969.110,RNF113B,3051,1664
RNF114_687.88,RNF114,2023,1674
RNF114_687.14,RNF114,1644,1140
RNF114_687.15,RNF114,630,446
RNF114_687.86,RNF114,1845,1238
RNF114_687.16,RNF114,1735,1487
RNF114_687.83,RNF114,1223,767
RNF114_687.18,RNF114,1071,412
RNF114_687.21,RNF114,294,315
RNF114_687.59,RNF114,2180,985
RNF114_687.52,RNF114,1376,740
RNF115_915.11,RNF115,2720,3246
RNF115_915.104,RNF115,5309,4392
RNF115_915.69,RNF115,1820,1558
RNF115_915.68,RNF115,1565,1446
RNF115_915.67,RNF115,2122,5206
RNF115_915.56,RNF115,1209,749
RNF115_915.65,RNF115,2633,2664
RNF115_915.58,RNF115,2341,1905
RNF121_984.122,RNF121,851,397
RNF121_984.108,RNF121,520,247
RNF121_984.51,RNF121,1689,1105
RNF121_984.52,RNF121,1959,3508
RNF121_984.53,RNF121,2996,2698
RNF121_984.54,RNF121,1501,1012
RNF121_984.56,RNF121,1717,1165
RNF121_984.57,RNF121,1431,2270
RNF121_984.58,RNF121,851,168
RNF121_984.71,RNF121,2428,709
RNF122_468.9,RNF122,1762,1450
RNF122_468.46,RNF122,1296,1604
RNF122_468.20,RNF122,2163,1752
RNF122_468.45,RNF122,1053,462
RNF122_468.44,RNF122,994,631
RNF122_468.40,RNF122,2816,1633
RNF122_468.39,RNF122,2245,1422
RNF123_3945.668,RNF123,2083,870
RNF123_3945.662,RNF123,1369,2804
RNF123_3945.652,RNF123,1753,930
RNF123_3945.345,RNF123,711,363
RNF123_3945.344,RNF123,702,374
RNF123_3945.338,RNF123,569,562
RNF123_3945.333,RNF123,1455,1655
RNF123_3945.332,RNF123,1479,1631
RNF123_3945.322,RNF123,2273,1992
RNF123_3945.331,RNF123,2159,566
RNF125_699.9,RNF125,859,1685
RNF125_699.10,RNF125,1147,603
RNF125_699.59,RNF125,672,404
RNF125_699.53,RNF125,1996,1770
RNF125_699.52,RNF125,2407,1882
RNF125_699.13,RNF125,1406,661
RNF125_699.50,RNF125,1434,685
RNF125_699.25,RNF125,1734,2139
RNF126_936.190,RNF126,1091,292
RNF126_936.188,RNF126,978,197
RNF126_936.4,RNF126,1075,843
RNF126_936.183,RNF126,1667,2190
RNF126_936.5,RNF126,2151,726
RNF126_936.6,RNF126,1038,827
RNF126_936.175,RNF126,655,71
RNF126_936.62,RNF126,1430,1716
RNF126_936.95,RNF126,2439,2818
RNF126_936.94,RNF126,744,110
RNF126_936.64,RNF126,2394,1884
RNF126_936.65,RNF126,1413,623
RNF126_936.88,RNF126,911,373
RNF126_936.70,RNF126,1580,1000
RNF128_1287.6,RNF128,753,735
RNF128_1287.22,RNF128,1716,1877
RNF128_1287.41,RNF128,2084,1430
RNF128_1287.141,RNF128,1508,2416
RNF128_1287.74,RNF128,2332,1872
RNF128_1287.127,RNF128,3370,2286
RNF128_1287.125,RNF128,3850,2611
RNF128_1287.88,RNF128,3013,1841
RNF128_1287.124,RNF128,799,762
RNF128_1287.123,RNF128,913,501
RNF128_1287.89,RNF128,969,1164
RNF130_1260.151,RNF130,295,13
RNF130_1260.13,RNF130,1959,2881
RNF130_1260.136,RNF130,317,449
RNF130_1260.24,RNF130,1341,493
RNF130_1260.128,RNF130,530,545
RNF130_1260.49,RNF130,1556,1186
RNF130_1260.101,RNF130,1,1
RNF130_1260.50,RNF130,1,1
RNF130_1260.100,RNF130,4,1
RNF130_1260.99,RNF130,2260,1089
RNF130_1260.98,RNF130,1817,2396
RNF130_1260.97,RNF130,2596,1693
RNF130_1260.51,RNF130,2137,1917
RNF133_1131.13,RNF133,2705,1703
RNF133_1131.100,RNF133,2080,2200
RNF133_1131.97,RNF133,1981,2665
RNF133_1131.85,RNF133,2373,1985
RNF133_1131.52,RNF133,1796,1801
RNF133_1131.84,RNF133,1079,1006
RNF133_1131.83,RNF133,1716,1807
RNF133_1131.54,RNF133,2628,2064
RNF133_1131.81,RNF133,1862,1601
RNF133_1131.79,RNF133,2170,953
RNF133_1131.86,RNF133,3291,1225
RNF135_1299.6,RNF135,2254,292
RNF135_1299.7,RNF135,2524,2736
RNF135_1299.9,RNF135,631,190
RNF135_1299.217,RNF135,10,1
RNF135_1299.215,RNF135,837,36
RNF135_1299.209,RNF135,548,680
RNF135_1299.208,RNF135,323,166
RNF135_1299.63,RNF135,1525,431
RNF135_1299.81,RNF135,829,104
RNF135_1299.11,RNF135,2288,1600
RNF139_1995.141,RNF139,1890,1197
RNF139_1995.131,RNF139,2328,2178
RNF139_1995.29,RNF139,2892,1640
RNF139_1995.59,RNF139,1381,724
RNF139_1995.98,RNF139,2738,1506
RNF139_1995.82,RNF139,3228,2078
RNF139_1995.83,RNF139,3313,2299
RNF139_1995.97,RNF139,1,1
RNF139_1995.96,RNF139,2433,1414
RNF139_1995.95,RNF139,3276,1911
RNF139_1995.99,RNF139,2633,890
RNF141_693.32,RNF141,3041,4140
RNF141_693.33,RNF141,1983,1398
RNF141_693.34,RNF141,1498,1040
RNF141_693.35,RNF141,1311,1382
RNF141_693.50,RNF141,1872,1351
RNF145_2082.10,RNF145,1,1
RNF145_2082.210,RNF145,1778,894
RNF145_2082.21,RNF145,390,89
RNF145_2082.189,RNF145,991,184
RNF145_2082.150,RNF145,2678,967
RNF145_2082.101,RNF145,4363,4568
RNF145_2082.147,RNF145,1187,160
RNF145_2082.146,RNF145,2693,1615
RNF145_2082.145,RNF145,4107,2833
RNF146_1077.91,RNF146,2680,1395
RNF146_1077.89,RNF146,2596,3261
RNF146_1077.88,RNF146,3652,1565
RNF146_1077.87,RNF146,2103,1600
RNF146_1077.1,RNF146,6118,5552
RNF146_1077.4,RNF146,1304,732
RNF146_1077.5,RNF146,1427,652
RNF146_1077.15,RNF146,1054,226
RNF146_1077.21,RNF146,1831,386
RNF148_918.67,RNF148,4792,3141
RNF148_918.97,RNF148,2180,19464
RNF148_918.14,RNF148,1205,2478
RNF148_918.85,RNF148,1446,406
RNF148_918.38,RNF148,758,276
RNF148_918.65,RNF148,2151,961
RNF148_918.56,RNF148,2146,885
RNF148_918.64,RNF148,1364,854
RNF148_918.62,RNF148,2551,1649
RNF148_918.61,RNF148,1359,2004
RNF148_918.59,RNF148,3730,4239
RNF149_1203.5,RNF149,448,231
RNF149_1203.24,RNF149,1428,732
RNF149_1203.162,RNF149,628,1069
RNF149_1203.147,RNF149,2307,1701
RNF149_1203.136,RNF149,4418,2805
RNF149_1203.86,RNF149,3229,3727
RNF149_1203.130,RNF149,2559,2206
RNF149_1203.129,RNF149,2085,2166
RNF149_1203.128,RNF149,2698,1337
RNF149_1203.127,RNF149,2986,2041
RNF150_1317.3,RNF150,543,358
RNF150_1317.25,RNF150,1669,1611
RNF150_1317.188,RNF150,1230,329
RNF150_1317.153,RNF150,680,207
RNF150_1317.68,RNF150,2854,1728
RNF150_1317.144,RNF150,1,1
RNF150_1317.143,RNF150,1,1
RNF150_1317.137,RNF150,1014,539
RNF150_1317.136,RNF150,2750,2562
RNF150_1317.133,RNF150,1094,1486
RNF150_1317.132,RNF150,1785,462
RNF150_1317.130,RNF150,2829,1920
RNF151_738.1,RNF151,1386,765
RNF151_738.139,RNF151,1771,945
RNF151_738.3,RNF151,2369,1930
RNF151_738.138,RNF151,1405,789
RNF151_738.5,RNF151,1632,833
RNF151_738.6,RNF151,2213,1056
RNF151_738.7,RNF151,1857,915
RNF151_738.8,RNF151,1482,223
RNF152_612.1,RNF152,3200,3431
RNF152_612.2,RNF152,2534,1260
RNF152_612.106,RNF152,965,489
RNF152_612.3,RNF152,1041,192
RNF152_612.100,RNF152,696,1002
RNF152_612.8,RNF152,444,317
RNF152_612.52,RNF152,2089,1743
RNF152_612.51,RNF152,1019,1418
RNF157_2040.49,RNF157,1609,1121
RNF157_2040.50,RNF157,849,224
RNF157_2040.51,RNF157,713,299
RNF157_2040.245,RNF157,631,301
RNF157_2040.242,RNF157,752,138
RNF157_2040.238,RNF157,884,912
RNF157_2040.52,RNF157,1467,998
RNF165_1041.54,RNF165,4172,3954
RNF165_1041.70,RNF165,1334,351
RNF165_1041.56,RNF165,2166,1744
RNF165_1041.67,RNF165,2146,1147
RNF165_1041.57,RNF165,1560,457
RNF165_1041.66,RNF165,2203,1875
RNF165_1041.58,RNF165,1742,1270
RNF165_1041.63,RNF165,2362,1223
RNF165_1041.62,RNF165,1833,3263
RNF166_714.137,RNF166,1656,1527
RNF166_714.134,RNF166,556,410
RNF166_714.16,RNF166,1003,189
RNF166_714.133,RNF166,766,393
RNF166_714.132,RNF166,1018,646
RNF166_714.18,RNF166,783,164
RNF166_714.125,RNF166,1111,263
RNF166_714.117,RNF166,696,358
RNF166_714.36,RNF166,860,306
RNF166_714.42,RNF166,1194,532
RNF167_1053.1,RNF167,1228,757
RNF167_1053.196,RNF167,1383,448
RNF167_1053.176,RNF167,1281,481
RNF167_1053.153,RNF167,2089,1627
RNF167_1053.145,RNF167,2754,2113
RNF167_1053.62,RNF167,2338,1337
RNF167_1053.140,RNF167,1719,1696
RNF167_1053.67,RNF167,2699,811
RNF167_1053.135,RNF167,552,245
RNF167_1053.133,RNF167,952,612
RNF167_1053.71,RNF167,2135,536
RNF168_1716.177,RNF168,1779,1124
RNF168_1716.3,RNF168,1389,489
RNF168_1716.176,RNF168,988,1008
RNF168_1716.173,RNF168,1463,707
RNF168_1716.170,RNF168,2634,2123
RNF168_1716.169,RNF168,2432,1585
RNF168_1716.168,RNF168,1049,214
RNF168_1716.4,RNF168,736,215
RNF168_1716.164,RNF168,876,196
RNF168_1716.18,RNF168,1900,276
RNF17_4872.374,RNF17,135,3
RNF17_4872.12,RNF17,1798,2012
RNF17_4872.373,RNF17,2483,1656
RNF17_4872.14,RNF17,1861,2373
RNF17_4872.370,RNF17,3057,2047
RNF17_4872.16,RNF17,3298,3830
RNF17_4872.319,RNF17,947,1455
RNF17_4872.257,RNF17,1300,1191
RNF17_4872.145,RNF17,1771,1441
RNF17_4872.172,RNF17,1776,494
RNF17_4872.215,RNF17,1865,1116
RNF17_4860.367,RNF17,2581,1556
RNF170_777.3,RNF170,2293,1589
RNF170_777.4,RNF170,1591,723
RNF170_777.61,RNF170,491,1171
RNF170_777.10,RNF170,1390,1067
RNF170_777.59,RNF170,1283,778
RNF170_777.58,RNF170,1194,634
RNF170_777.11,RNF170,1274,1316
RNF170_777.54,RNF170,1514,1042
RNF170_777.15,RNF170,1900,1352
RNF170_777.17,RNF170,647,323
RNF175_987.14,RNF175,1182,1641
RNF175_987.25,RNF175,956,359
RNF175_987.51,RNF175,2535,3222
RNF175_987.54,RNF175,2520,2505
RNF175_987.84,RNF175,1668,1977
RNF175_987.56,RNF175,1461,984
RNF175_987.81,RNF175,3683,2228
RNF175_987.57,RNF175,1459,1865
RNF175_987.58,RNF175,1171,1517
RNF180_1779.123,RNF180,2828,2507
RNF180_1779.42,RNF180,1243,573
RNF180_1779.58,RNF180,1980,1981
RNF180_1779.102,RNF180,2190,2271
RNF180_1779.97,RNF180,2697,2039
RNF180_1779.95,RNF180,1719,2750
RNF180_1779.94,RNF180,1755,834
RNF180_1779.61,RNF180,1487,1210
RNF182_744.3,RNF182,3695,2762
RNF182_744.5,RNF182,1903,704
RNF182_744.86,RNF182,2989,2324
RNF182_744.8,RNF182,2182,1237
RNF182_744.85,RNF182,2345,2160
RNF182_744.84,RNF182,2438,2452
RNF182_744.83,RNF182,2177,2080
RNF182_744.30,RNF182,3522,1967
RNF182_744.43,RNF182,800,995
RNF183_579.1,RNF183,1406,140
RNF183_579.114,RNF183,2459,2142
RNF183_579.112,RNF183,1276,1055
RNF183_579.110,RNF183,1308,925
RNF183_579.105,RNF183,1047,1481
RNF183_579.3,RNF183,1799,1167
RNF183_579.4,RNF183,1160,491
RNF183_579.97,RNF183,544,521
RNF183_579.38,RNF183,894,333
RNF185_579.13,RNF185,1751,1233
RNF185_579.14,RNF185,1951,779
RNF185_579.96,RNF185,1119,1392
RNF185_579.15,RNF185,958,631
RNF185_579.90,RNF185,1449,1261
RNF185_579.89,RNF185,2193,1088
RNF186_684.123,RNF186,1105,1014
RNF186_684.121,RNF186,1662,1270
RNF186_684.12,RNF186,1363,555
RNF186_684.113,RNF186,1597,1444
RNF186_684.112,RNF186,2923,1430
RNF186_684.13,RNF186,758,335
RNF186_684.109,RNF186,1382,876
RNF186_684.106,RNF186,987,1130
RNF186_684.104,RNF186,1711,1619
RNF186_684.48,RNF186,2828,1090
RNF186_684.51,RNF186,2161,1666
RNF187_708.136,RNF187,586,179
RNF187_708.4,RNF187,610,123
RNF187_708.131,RNF187,1584,437
RNF187_708.130,RNF187,1361,231
RNF187_708.8,RNF187,259,153
RNF187_708.11,RNF187,434,414
RNF187_708.126,RNF187,828,374
RNF19A_2517.214,RNF19A,1579,998
RNF19A_2517.213,RNF19A,1162,435
RNF19A_2517.212,RNF19A,2677,1985
RNF19A_2517.20,RNF19A,2669,2147
RNF19A_2517.210,RNF19A,4158,3746
RNF19A_2517.25,RNF19A,1463,1169
RNF19A_2517.30,RNF19A,3499,2158
RNF19A_2517.33,RNF19A,1198,1126
RNF19A_2517.35,RNF19A,2395,1137
RNF19A_2517.191,RNF19A,2736,1408
RNF19A_2517.39,RNF19A,1047,945
RNF19A_2517.53,RNF19A,1142,846
RNF19A_2517.146,RNF19A,2526,1888
RNF19B_1764.241,RNF19B,738,370
RNF19B_1764.240,RNF19B,448,13
RNF19B_1764.238,RNF19B,493,9
RNF19B_1764.234,RNF19B,682,290
RNF19B_1764.232,RNF19B,793,598
RNF19B_1764.228,RNF19B,2337,2399
RNF19B_1764.225,RNF19B,1292,1677
RNF19B_1764.52,RNF19B,212,168
RNF19B_1764.211,RNF19B,788,295
RNF19B_1764.209,RNF19B,643,516
RNF19B_1764.56,RNF19B,2568,2582
RNF19B_1764.58,RNF19B,2181,877
RNF19B_1764.188,RNF19B,3174,3400
RNF19B_1764.186,RNF19B,3262,2775
RNF19B_1764.71,RNF19B,2730,2254
RNF19B_1764.84,RNF19B,1760,1051
RNF20_2928.266,RNF20,2002,968
RNF20_2928.71,RNF20,2658,2621
RNF20_2928.232,RNF20,1425,88
RNF20_2928.185,RNF20,1962,826
RNF20_2928.175,RNF20,1616,806
RNF20_2928.183,RNF20,1592,345
RNF20_2928.181,RNF20,1978,381
RNF20_2928.180,RNF20,3700,1499
RNF207_1905.315,RNF207,1317,918
RNF207_1905.313,RNF207,1013,1108
RNF207_1905.5,RNF207,1740,1413
RNF207_1905.310,RNF207,930,147
RNF207_1905.8,RNF207,421,136
RNF207_1905.306,RNF207,1364,391
RNF207_1905.288,RNF207,534,351
RNF207_1905.264,RNF207,1519,308
RNF207_1905.60,RNF207,763,832
RNF212_894.97,RNF212,285,198
RNF212_894.96,RNF212,752,1156
RNF212_894.94,RNF212,896,1421
RNF212_894.92,RNF212,1398,618
RNF212_894.91,RNF212,1040,406
RNF212_894.3,RNF212,941,240
RNF212B_903.111,RNF212B,2513,1679
RNF212B_903.0,RNF212B,2096,2228
RNF212B_903.2,RNF212B,1603,906
RNF212B_903.107,RNF212B,1678,561
RNF212B_903.4,RNF212B,1164,716
RNF212B_903.6,RNF212B,2182,1021
RNF213_15624.36,RNF213,1484,519
RNF213_15624.74,RNF213,717,845
RNF213_15624.1695,RNF213,1686,91
RNF213_15624.1692,RNF213,3260,2084
RNF213_15624.544,RNF213,2326,1373
RNF213_15624.877,RNF213,3304,1709
RNF213_15624.1363,RNF213,1663,592
RNF213_15624.1362,RNF213,1053,1127
RNF213_15624.1358,RNF213,1007,1250
RNF213_15624.1357,RNF213,1497,869
RNF213_15624.1354,RNF213,1170,1192
RNF214_2112.139,RNF214,4948,3501
RNF214_2112.137,RNF214,597,238
RNF214_2112.136,RNF214,1644,1736
RNF214_2112.134,RNF214,2369,2346
RNF214_2112.133,RNF214,2299,1184
RNF214_2112.123,RNF214,1543,1222
RNF214_2112.129,RNF214,2032,2042
RNF215_1134.237,RNF215,284,3
RNF215_1134.86,RNF215,795,696
RNF215_1134.88,RNF215,1550,1972
RNF215_1134.134,RNF215,1802,1111
RNF215_1134.133,RNF215,604,227
RNF215_1134.132,RNF215,754,395
RNF215_1134.130,RNF215,1678,1904
RNF215_1134.116,RNF215,2049,1616
RNF215_1134.127,RNF215,1493,692
RNF215_1134.123,RNF215,2007,762
RNF215_1134.118,RNF215,2759,2344
RNF217_1629.97,RNF217,4315,2943
RNF217_1629.170,RNF217,2282,2166
RNF217_1629.168,RNF217,1858,1177
RNF217_1629.164,RNF217,945,719
RNF217_1629.158,RNF217,1516,1771
RNF217_1629.156,RNF217,1139,1370
RNF217_1629.154,RNF217,2630,2033
RNF217_1629.150,RNF217,2633,1417
RNF217_1629.147,RNF217,1978,998
RNF217_1629.146,RNF217,2189,1362
RNF217_1629.145,RNF217,4013,4842
RNF217_1629.111,RNF217,2595,2466
RNF217_1629.121,RNF217,3326,1719
RNF219_2181.175,RNF219,2208,1484
RNF219_2181.0,RNF219,1449,1230
RNF219_2181.2,RNF219,2469,1987
RNF219_2181.172,RNF219,2193,1583
RNF219_2181.4,RNF219,1351,1160
RNF219_2181.170,RNF219,713,394
RNF220_1701.132,RNF220,952,27
RNF220_1701.113,RNF220,1809,650
RNF220_1701.130,RNF220,2274,2044
RNF220_1701.129,RNF220,1521,1648
RNF220_1701.114,RNF220,785,600
RNF220_1701.115,RNF220,415,58
RNF220_1701.125,RNF220,1631,321
RNF222_663.159,RNF222,2316,1102
RNF222_663.4,RNF222,1463,471
RNF222_663.156,RNF222,685,171
RNF222_663.9,RNF222,2933,1857
RNF222_663.151,RNF222,1145,1605
RNF222_663.12,RNF222,1463,946
RNF222_663.144,RNF222,434,168
RNF222_663.50,RNF222,1303,374
RNF222_663.54,RNF222,2987,1163
RNF223_750.14,RNF223,1660,615
RNF223_750.160,RNF223,616,461
RNF223_750.16,RNF223,2840,2184
RNF223_750.19,RNF223,431,76
RNF223_750.23,RNF223,1094,1005
RNF223_750.151,RNF223,1876,527
RNF223_750.150,RNF223,1570,479
RNF223_750.149,RNF223,2236,2793
RNF223_750.58,RNF223,2067,1466
RNF223_750.91,RNF223,1464,688
RNF224_471.14,RNF224,628,352
RNF224_471.102,RNF224,1896,1300
RNF224_471.17,RNF224,2783,2640
RNF224_471.96,RNF224,751,232
RNF224_471.21,RNF224,1000,422
RNF224_471.95,RNF224,649,345
RNF224_471.92,RNF224,2051,1011
RNF224_471.89,RNF224,879,542
RNF225_990.242,RNF225,1590,307
RNF225_990.241,RNF225,982,319
RNF225_990.240,RNF225,884,763
RNF225_990.237,RNF225,529,1008
RNF225_990.236,RNF225,792,2112
RNF225_990.33,RNF225,2165,825
RNF225_990.38,RNF225,49,7
RNF225_990.170,RNF225,422,1
RNF24_510.48,RNF24,1858,2380
RNF24_510.12,RNF24,1568,1068
RNF24_510.47,RNF24,1853,1370
RNF24_510.46,RNF24,3832,1196
RNF24_510.45,RNF24,2219,2726
RNF24_510.42,RNF24,2768,2209
RNF24_510.39,RNF24,1706,895
RNF25_1380.251,RNF25,1995,1828
RNF25_1380.18,RNF25,1653,601
RNF25_1380.237,RNF25,2836,1451
RNF25_1380.233,RNF25,1842,1561
RNF25_1380.232,RNF25,1843,2613
RNF25_1380.228,RNF25,1768,569
RNF25_1380.227,RNF25,2096,1293
RNF25_1380.37,RNF25,3917,2361
RNF25_1380.224,RNF25,1542,882
RNF25_1380.168,RNF25,1481,758
RNF25_1380.75,RNF25,829,891
RNF26_1302.229,RNF26,870,514
RNF26_1302.205,RNF26,990,688
RNF26_1302.115,RNF26,2084,734
RNF26_1302.140,RNF26,833,704
RNF26_1302.135,RNF26,1902,614
RNF26_1302.132,RNF26,1395,932
RNF26_1302.130,RNF26,1117,860
RNF26_1302.128,RNF26,551,347
RNF26_1302.118,RNF26,1140,638
RNF26_1302.124,RNF26,497,374
RNF31_2766.25,RNF31,2865,1210
RNF31_2766.61,RNF31,1216,821
RNF31_2766.111,RNF31,646,255
RNF31_2766.368,RNF31,995,117
RNF31_2766.329,RNF31,1146,430
RNF31_2766.156,RNF31,2839,948
RNF31_2766.307,RNF31,1717,587
RNF31_2766.159,RNF31,1186,357
RNF31_2766.305,RNF31,1670,1348
RNF31_2766.163,RNF31,1447,1518
RNF31_2766.165,RNF31,1458,245
RNF31_2766.296,RNF31,2810,2638
RNF31_2766.294,RNF31,1332,281
RNF31_2766.292,RNF31,1824,394
RNF31_3219.405,RNF31,1138,474
RNF31_2766.152,RNF31,786,1289
RNF31_2766.326,RNF31,1443,266
RNF31_2766.319,RNF31,1099,26
RNF31_2766.282,RNF31,653,348
RNF31_2766.179,RNF31,1324,756
RNF31_2766.277,RNF31,1611,956
RNF31_2766.270,RNF31,1361,1055
RNF32_1089.100,RNF32,1620,560
RNF32_1089.97,RNF32,2193,2742
RNF32_1089.92,RNF32,1624,1769
RNF32_1089.91,RNF32,1639,2198
RNF32_1089.83,RNF32,1478,1172
RNF32_1089.68,RNF32,1616,1174
RNF32_1089.63,RNF32,1067,374
RNF32_1089.61,RNF32,1346,637
RNF32_1089.36,RNF32,283,27
RNF32_1089.37,RNF32,575,132
RNF32_1089.56,RNF32,1080,16
RNF32_1089.54,RNF32,974,756
RNF32_1089.43,RNF32,1221,1458
RNF34_1122.98,RNF34,2189,1377
RNF34_1122.17,RNF34,1339,577
RNF34_1122.71,RNF34,1300,1247
RNF34_1122.70,RNF34,1573,927
RNF34_1122.56,RNF34,1014,425
RNF34_1122.59,RNF34,2269,2094
RNF34_1122.68,RNF34,419,210
RNF34_1122.67,RNF34,2223,1908
RNF34_1122.61,RNF34,1607,290
RNF34_1122.64,RNF34,954,908
RNF38_1548.188,RNF38,2011,702
RNF38_1548.171,RNF38,1211,1021
RNF38_1548.52,RNF38,1218,1369
RNF38_1548.64,RNF38,1021,1446
RNF38_1548.63,RNF38,970,90
RNF38_1548.62,RNF38,3177,2662
RNF38_1548.60,RNF38,4557,4592
RNF38_1548.53,RNF38,4201,2428
RNF38_1548.59,RNF38,2930,3207
RNF38_1548.58,RNF38,880,253
RNF39_1263.39,RNF39,865,890
RNF39_1263.41,RNF39,433,287
RNF39_1263.43,RNF39,288,13
RNF39_1263.267,RNF39,1238,908
RNF39_1263.268,RNF39,668,695
RNF39_1263.263,RNF39,690,809
RNF39_1263.252,RNF39,891,1176
RNF39_1263.219,RNF39,927,986
RNF39_1263.212,RNF39,388,139
RNF39_1263.189,RNF39,838,383
RNF40_3006.73,RNF40,1232,448
RNF40_3006.83,RNF40,1745,555
RNF40_3006.459,RNF40,1797,1325
RNF40_3006.134,RNF40,2352,526
RNF40_3006.320,RNF40,1401,379
RNF40_3006.295,RNF40,1784,231
RNF40_3006.315,RNF40,2089,268
RNF40_3006.313,RNF40,998,131
RNF40_3006.296,RNF40,1095,832
RNF40_3006.299,RNF40,1092,11
RNF40_3006.300,RNF40,848,284
RNF40_3006.307,RNF40,1124,1761
RNF41_954.4,RNF41,2148,1760
RNF41_954.116,RNF41,2789,3177
RNF41_954.6,RNF41,1675,851
RNF41_954.113,RNF41,2534,1330
RNF41_954.8,RNF41,852,402
RNF41_954.111,RNF41,1949,1476
RNF41_954.9,RNF41,2141,1958
RNF41_954.24,RNF41,2683,1957
RNF41_954.35,RNF41,1211,658
RNF43_2352.70,RNF43,1138,787
RNF43_2352.472,RNF43,2499,1738
RNF43_2352.29,RNF43,932,391
RNF43_2352.446,RNF43,1217,1210
RNF43_2352.68,RNF43,2211,3933
RNF43_2352.420,RNF43,837,358
RNF43_2352.419,RNF43,544,295
RNF43_2352.76,RNF43,3805,3746
RNF43_2352.416,RNF43,1940,1761
RNF43_2352.415,RNF43,2493,1267
RNF43_2352.78,RNF43,2580,927
RNF44_1299.73,RNF44,1264,1438
RNF44_1299.74,RNF44,1908,3594
RNF44_1299.98,RNF44,1023,760
RNF44_1299.95,RNF44,420,154
RNF44_1299.93,RNF44,1098,857
RNF44_1299.91,RNF44,320,38
RNF44_1299.89,RNF44,707,427
RNF7_342.8,RNF7,2238,2841
RNF7_342.43,RNF7,2097,762
RNF7_342.42,RNF7,1830,1034
RNF7_342.10,RNF7,773,578
RNF7_342.15,RNF7,1606,657
RNF8_1458.9,RNF8,964,205
RNF8_1458.20,RNF8,1303,398
RNF8_1458.25,RNF8,1260,722
RNF8_1458.70,RNF8,1604,998
RNF8_1458.104,RNF8,1912,1115
RNF8_1458.103,RNF8,2264,240
RNF8_1458.88,RNF8,1191,256
RNF8_1458.90,RNF8,2109,201
RNF8_1458.91,RNF8,1609,1045
RNF8_1458.98,RNF8,2336,2916
RNFT2_1335.181,RNFT2,1191,1922
RNFT2_1335.77,RNFT2,1,1
RNFT2_1335.107,RNFT2,3684,1864
RNFT2_1335.134,RNFT2,936,503
RNFT2_1335.127,RNFT2,644,688
RNFT2_1335.126,RNFT2,577,1033
RNFT2_1335.125,RNFT2,839,1047
RNFT2_1335.111,RNFT2,1270,1359
RNFT2_1335.123,RNFT2,1159,1655
RNFT2_1335.112,RNFT2,102,171
RSPRY1_354.50,RSPRY1,1302,245
RSPRY1_1731.64,RSPRY1,787,819
RSPRY1_1731.109,RSPRY1,1170,685
RSPRY1_1731.93,RSPRY1,3884,3015
RSPRY1_1731.92,RSPRY1,2306,1365
RSPRY1_1731.83,RSPRY1,2272,1671
RSPRY1_1731.90,RSPRY1,1247,934
RSPRY1_1731.85,RSPRY1,3076,2666
RSPRY1_1731.88,RSPRY1,1916,1409
SH3RF1_2667.442,SH3RF1,2113,1967
SH3RF1_2667.2,SH3RF1,1765,1297
SH3RF1_2667.440,SH3RF1,3282,2744
SH3RF1_2667.439,SH3RF1,703,788
SH3RF1_2667.3,SH3RF1,860,1108
SH3RF1_2667.5,SH3RF1,1343,902
SH3RF1_2667.7,SH3RF1,866,592
SH3RF1_2667.418,SH3RF1,2696,3058
SH3RF1_2667.48,SH3RF1,1750,1678
SH3RF1_2667.86,SH3RF1,2492,2219
SH3RF2_2190.414,SH3RF2,2571,2216
SH3RF2_2190.411,SH3RF2,3511,3573
SH3RF2_2190.409,SH3RF2,944,939
SH3RF2_2190.1,SH3RF2,1185,563
SH3RF2_2190.406,SH3RF2,400,209
SH3RF2_2190.404,SH3RF2,1644,1699
SH3RF2_2190.35,SH3RF2,3070,3002
SH3RF2_2190.49,SH3RF2,2117,1253
SH3RF2_2190.85,SH3RF2,654,293
SH3RF3_2649.0,SH3RF3,2138,1248
SH3RF3_2649.24,SH3RF3,964,779
SH3RF3_2649.25,SH3RF3,1232,278
SH3RF3_2649.555,SH3RF3,1383,1481
SH3RF3_2649.553,SH3RF3,1263,749
SH3RF3_2649.551,SH3RF3,525,704
SH3RF3_2649.549,SH3RF3,1470,552
SH3RF3_2649.547,SH3RF3,711,962
SH3RF3_2649.78,SH3RF3,1661,7608
SH3RF3_2649.91,SH3RF3,1149,1098
SH3RF3_2649.132,SH3RF3,458,595
SH3RF3_2649.230,SH3RF3,1226,1027
SHPRH_5052.62,SHPRH,1363,629
SHPRH_5052.364,SHPRH,4769,4255
SHPRH_5052.350,SHPRH,3960,3586
SHPRH_5052.115,SHPRH,1202,1455
SHPRH_5052.264,SHPRH,1471,1405
SHPRH_5052.262,SHPRH,3379,1742
SHPRH_5052.196,SHPRH,2656,1344
