sgRNA,Gene,HCT116-Ts5.initial,HCT116-Ts5.final
NIM1K_PKc_E4_414.1,NIM1K,758,827
EBF2_E2_157.12,EBF2,1218,1216
FEZF1_E4_191.11,FEZF1,1548,1874
HIF1A_E2_187.3,HIF1A,928,1595
ZNF691_E4_573.30,ZNF691,114,220
ZNF334_E5_1401.48,ZNF334,2474,2759
EN2_E2_180.15,EN2,292,149
VAX2_E2_129.5,VAX2,605,650
ZNF879_E5_1077.73,ZNF879,1058,1531
TBX18_E5_168.16,TBX18,2362,3154
SPG7_2388.299,SPG7,392,382
TRIM10_1446.251,TRIM10,754,1029
NR1D1_E3_89.8,NR1D1,623,757
ZNF646_E2_5235.1075,ZNF646,674,508
ZNF845_E4_1935.77,ZNF845,1654,2225
TULP3_E10_172.13,TULP3,1348,1352
FOXQ1_E1_237.2,FOXQ1,1346,1517
SPOP_BTB190297_E1_1125.99,SPOP,791,1038
USP46_1101.64,USP46,838,1253
MUL1_1059.85,MUL1,910,1119
PBK_PKc_E3_59.2,PBK,439,323
CYHR1_1089.173,CYHR1,636,630
ZNF485_E5_651.20,ZNF485,961,1083
KDM4C_ePhd_E16_53.1,KDM4C,957,1132
JMJD8_E6_120.1,JMJD8,1332,1084
ZNF320_E4_1011.48,ZNF320,1340,1566
UBR3_5667.60,UBR3,321,353
NCOR1_E16_218.8,NCOR1,1568,2018
XPNPEP2_72.11,XPNPEP2,1137,1353
ZBTB34_BTB22122_E1_1503.195,ZBTB34,1186,1353
ZNF221_E6_1233.68,ZNF221,1022,1609
MBTD1_MBT468560_E1_1887.11,MBTD1,748,678
IMMP2L_528.19,IMMP2L,1192,1240
CUL2_2295.123,CUL2,863,750
OLIG3_E1_174.0,OLIG3,2362,3033
OLIG3_E1_174.4,OLIG3,1297,1514
TFRC_2283.8,TFRC,569,316
HIF1A_E2_187.4,HIF1A,973,1082
ZBTB34_E2_156.23,ZBTB34,2008,1663
KLHL30_BTB23130_E1_1737.364,KLHL30,607,425
CUL3_2325.39,CUL3,1267,2052
TCF12_E19_183.4,TCF12,1969,3065
SRCAP_D_e15_170.7,SRCAP,698,320
SMARCA1_SANT_E21_133.7,SMARCA1,785,1000
NR2E1_E2_146.6,NR2E1,963,1113
RCBTB1_BTB371467_E1_1596.89,RCBTB1,1177,1288
ASB17_888.49,ASB17,666,848
RNF114_687.21,RNF114,222,227
EZH2_SANT2_E11_170.10,EZH2,536,861
PLAT_1689.95,PLAT,846,850
DCAF11_1641.67,DCAF11,1744,1968
ZIC2_E2_137.8,ZIC2,476,708
SPSB4_822.147,SPSB4,267,397
RBAK_E5_1321.94,RBAK,854,1163
DLX4_E2_129.12,DLX4,1280,1320
MORF_e12_162.9,MORF,915,1279
RNF175_987.84,RNF175,822,1360
neg33,neg33,4101,5741
KDM6B_e18_115.7,KDM6B,868,405
TRAF6_1569.16,TRAF6,983,1072
TMEM129_1089.172,TMEM129,407,526
FBXL4_1866.60,FBXL4,592,581
KMT2D_Phd1_E8_115.3,KMT2D,714,599
KMT2D_16614.96,KMT2D,714,599
SP7_E3_168.0,SP7,418,324
NEK2_PKc_E2_218.1,NEK2,491,483
USF2_E8_95.4,USF2,753,968
PRSS33_843.72,PRSS33,950,1146
NFATC2_E5_173.3,NFATC2,1152,1063
ZNF213_E6_330.33,ZNF213,296,372
TLL2_3048.96,TLL2,1799,2360
NEUROD2_E2_180.19,NEUROD2,820,1134
SFMBT1_MBT131232_E1_2601.316,SFMBT1,1141,1827
ZNF234_E6_1245.125,ZNF234,1508,2051
RORC_E3_86.11,RORC,846,918
KLF15_E3_94.1,KLF15,847,615
GRHL1_E9_159.7,GRHL1,1067,1327
ZNF534_E4_1170.49,ZNF534,1033,1240
PATZ1_E1_392.12,PATZ1,836,622
FBXO2_3,FBXO2,456,334
USP17L2_1593.178,USP17L2,2527,2777
PKNOX2_E10_72.4,PKNOX2,995,1022
MAP4K1_PKc_E4_65.2,MAP4K1,801,888
ANAPC13_225.3,ANAPC13,719,802
CFI_1752.73,CFI,906,1389
RNF4_573.38,RNF4,719,375
ZNF746_E7_162.10,ZNF746,663,675
ZIC2_E1_118.17,ZIC2,831,1043
FOXC2_E1_234.32,FOXC2,359,365
TRIM41_1893.8,TRIM41,943,1311
TFEB_E7_76.2,TFEB,1275,1222
RNF213_15624.74,RNF213,382,252
ZNF75A_E7_237.4,ZNF75A,374,692
CTRB1_792.88,CTRB1,157,235
ZMYND8_PWWP289369_E1_3567.44,ZMYND8,433,801
ZNF268_E6_1749.112,ZNF268,775,1117
RFX3_E7_182.13,RFX3,1925,2327
GRHL1_E9_159.13,GRHL1,1226,1323
TSSK4_PKc_E1_156.11,TSSK4,1064,1284
PHF21A_Phd_E15_129.13,PHF21A,1138,953
AK2_PKc_E6_159,AK2,713,794
FBXO34_2136.163,FBXO34,890,766
BCL6B_E7_131.2,BCL6B,1287,984
BAZ2B_Phd_E34_144.2,BAZ2B,662,828
HMGB2_E3_146.2,HMGB2,1274,1221
CBX6_Chromo_E3_66.4,CBX6,482,456
HPN_1254.15,HPN,1426,1899
FBXL5_2076.9,FBXL5,1970,2429
UBE2Z_1065.60,UBE2Z,1446,1889
ZNF558_E10_666.12,ZNF558,1293,1355
USP16_2472.25,USP16,1044,1215
TRIM61_630.57,TRIM61,412,324
PRKCG_PKc_E11_189.3,PRKCG,385,507
CLOCK_e23_256.6,CLOCK,1693,2255
PLAT_1689.193,PLAT,1793,2021
NFKB2_E5_99.0,NFKB2,1405,1384
LITAF_E4_103.10,LITAF,967,1118
ERBB3_PKc_E23_147.5,ERBB3,494,547
ZNF557_E8_666.26,ZNF557,2399,2930
USP26_2742.41,USP26,827,1149
ZMIZ1_E19_75.2,ZMIZ1,1905,1785
ZMIZ1_3204.379,ZMIZ1,1905,1785
ZNF737_E4_1161.49,ZNF737,753,1060
KDM1A_e16_188.13,KDM1A,1042,1443
RIOK2_PKc_E4_176.2,RIOK2,506,310
TRPM7_PKc_E34_228.12,TRPM7,282,350
FOXR1_E4_95.3,FOXR1,1506,1620
TBX19_E3_135.10,TBX19,1674,2431
PRSS41_957.126,PRSS41,1753,2476
DLX5_E2_129.9,DLX5,210,335
ZNF473_E5_1962.44,ZNF473,1372,1517
ZSCAN16_E4_324.16,ZSCAN16,849,993
RNF165_1041.63,RNF165,787,1309
DNAJC2_E16_155.0,DNAJC2,1154,950
FBXO38_4,FBXO38,1421,1737
TDRD1_tudor545592_E1_3570.208,TDRD1,962,1213
MAP4K3_PKc_E4_65.4,MAP4K3,337,597
USP43_3372.73,USP43,1114,1131
BCL6_BTB22128_E1_2121.361,BCL6,655,618
SENP2_1770.79,SENP2,2615,2402
PRKACA_PKc_E6_127.16,PRKACA,262,158
DAPK2_PKc_E8_153.1,DAPK2,451,539
ZNF548_E4_834.71,ZNF548,1780,2139
KDM5A_E3_123.6,KDM5A,1475,1737
ASB18_1401.115,ASB18,783,1146
SMAD1_E2_372.40,SMAD1,553,535
LAP3_1560.149,LAP3,198,299
ZNF154_E3_582.20,ZNF154,2133,2458
MALT1_2475.176,MALT1,1267,1403
PCGF2_1035.203,PCGF2,945,786
DCLK3_PKc_E2_390.28,DCLK3,1127,928
ALG13_Tudor_E14_101.2,ALG13,157,240
MERTK_PKc_E12_52,MERTK,769,1069
TRIM55_1647.194,TRIM55,1760,2372
ZNF557_E8_666.21,ZNF557,1221,1324
SFMBT1_MBT23120_E1_2601.324,SFMBT1,1128,1621
TDRD6_tudor69133_E1_6291.616,TDRD6,905,982
TDRD9_tudor949996_E1_4149.336,TDRD9,446,568
KBTBD6_BTB53168_E1_2025.21,KBTBD6,797,1188
TSSK1B_PKc_E1_789.59,TSSK1B,709,880
ZMYND11_BD_e5_50.0,ZMYND11,1946,2203
HACE1_2730.137,HACE1,1203,1647
NKX2_8_E2_171.13,NKX2,284,250
TRIM23_1725.133,TRIM23,1306,1564
PIAS2_E9_129.1,PIAS2,1451,1742
PGPEP1_630.49,PGPEP1,756,938
GMEB2_E5_104.6,GMEB2,2956,2814
USP32_4815.158,USP32,757,922
ARGFX_E4_132.0,ARGFX,1610,2235
CHD9_Chromo_E10_105.3,CHD9,610,770
MARCH4_1233.175,43528,708,886
TFDP1_E7_105.9,TFDP1,218,186
TRIM28_2508.428,TRIM28,770,328
PRSS36_2568.591,PRSS36,1492,2010
IBTK_BTB761871_E1_4062.266,IBTK,703,747
ID2_E1_135.7,ID2,1598,1592
H2AFY_Macro178364_E1_1119.76,H2AFY,1270,1508
ZBTB3_E2_75.3,ZBTB3,1406,1344
MAP4K1_PKc_E1_54.5,MAP4K1,602,648
ID4_E1_126.0,ID4,825,1018
EPHA3_PKc_E15_150.1,EPHA3,1603,1871
ZBTB45_BTB23122_E1_1536.28,ZBTB45,554,496
ZNF639_E7_747.3,ZNF639,1631,1580
ZNF749_E3_1185.48,ZNF749,1755,1850
KLF12_E8_170.16,KLF12,625,626
PADI4_e14_70.0,PADI4,2031,2926
ZNF683_E4_51.0,ZNF683,1218,1287
CRMP1_2061.108,CRMP1,1288,1458
HACE1_2730.18,HACE1,989,1687
NFYB_E4_75.0,NFYB,2050,820
PIM1_PKc_E3_51.2,PIM1,682,958
KDM4A_Phd_E14_205.10,KDM4A,772,705
ZBTB4_E3_164.5,ZBTB4,823,895
MBD4_E2_77.4,MBD4,3593,4203
MBD4_MBD_E2_77.4,MBD4,3593,4203
ZNF613_E6_981.66,ZNF613,2763,3104
NCOR1_E18_95.1,NCOR1,1528,1441
TAL1_E6_177.22,TAL1,382,489
NKX2_5_E2_159.18,NKX2,443,570
NR2F1_E1_208.6,NR2F1,1453,1658
ZFP28_E8_1170.8,ZFP28,2723,3060
LATS2_PKc_E5_487.68,LATS2,462,481
TULP1_E13_99.11,TULP1,739,671
ASB4_1281.135,ASB4,706,690
NFAT5_E8_173.3,NFAT5,649,338
SNAI2_E2_238.8,SNAI2,1100,1343
FBXW7_2124.118,FBXW7,685,677
NTRK3_PKc_E18_42.1,NTRK3,541,701
RARA_E3_84.2,RARA,1430,1324
DMRT3_E1_141.4,DMRT3,1393,1633
UBE4B_3909.316,UBE4B,668,601
TMPRSS3_984.116,TMPRSS3,723,935
WEE2_PKc_E8_86.7,WEE2,498,740
Nr1h4_E2_76.7,Nr1h4,2392,3232
NR5A2_E3_66.4,NR5A2,1271,1405
PROP1_E2_135.9,PROP1,1325,1260
CREBL2_E3_27.0,CREBL2,1744,2245
MBD4_E2_77.3,MBD4,2096,2316
MBD4_MBD_E2_77.3,MBD4,2096,2316
PRDM8_E10_66.0,PRDM8,780,1209
MMP21_1710.218,MMP21,1125,1508
ING2_Phd_E2_605.48,ING2,470,680
TOX_E5_147.2,TOX,3641,4167
RYK_PKc_E11_133.6,RYK,425,531
LMTK3_PKc_E9_85.4,LMTK3,501,630
ZNF615_E7_1578.88,ZNF615,531,889
SP110_E14_143.10,SP110,1063,951
TULP4_E13_120.6,TULP4,675,803
BMPR1A_PKc_E10_298,BMPR1A,218,166
ZNF433_E4_1221.49,ZNF433,1074,1684
USP17L24_885.85,USP17L24,5100,4353
USP17L25_885.85,USP17L25,5100,4353
USP17L26_885.85,USP17L26,5100,4353
USP17L5_885.85,USP17L5,5100,4353
KLK15_771.12,KLK15,154,206
TBX20_E4_109.7,TBX20,2184,3255
PCGF3_729.4,PCGF3,860,950
BRCA1_5592.483,BRCA1,842,886
MBD1_E10_69.0,MBD1,1546,2097
ZNF625_E4_396.14,ZNF625,2237,2718
ADAMTS7_5061.109,ADAMTS7,1449,1690
PSMA2_705.57,PSMA2,952,537
ARID4B_Chromo_E17_108.6,ARID4B,896,1136
ZNF763_E4_402.17,ZNF763,934,1507
ZFP64_E5_252.4,ZFP64,885,934
FOXM1_E5_87.2,FOXM1,950,855
TTN_PKc_E358_736.3,TTN,712,997
HERC6_3069.201,HERC6,1007,1282
RFPL2_1137.140,RFPL2,871,656
KMT2C_Phd6_E20_68.0,KMT2C,1048,1085
KMT2C_14736.1570,KMT2C,1048,1085
JMJD8_E4_97.12,JMJD8,1114,582
FBXL16_8,FBXL16,528,448
USP44_2139.83,USP44,879,724
SP2_E6_169.8,SP2,1138,1442
IKBKB_PKc_E4_118.23,IKBKB,1668,1814
ASRGL1_927.56,ASRGL1,1614,1608
RXRA_E4_180.22,RXRA,1406,1770
MEX3B_1710.174,MEX3B,548,647
RELB_E7_132.6,RELB,534,701
ZNRF4_1290.83,ZNRF4,878,1232
ECE1_2313.194,ECE1,1205,1124
TDRD7_tudor517559_E1_3297.78,TDRD7,575,598
FBXW2_1365.28,FBXW2,1149,1185
BATF_E2_93.2,BATF,378,292
CEBPZ_E3_232.2,CEBPZ,1265,761
PRSS21_945.34,PRSS21,1117,942
FOSL2_E3_75.6,FOSL2,328,232
MMP12_1413.42,MMP12,809,776
OXSR1_PKc_E3_109.5,OXSR1,1321,1480
ACY3_960.1,ACY3,805,918
KCNA3_BTB106197_E1_1728.264,KCNA3,482,605
TPSAB1_828.16,TPSAB1,1576,2083
UBE2I_477.0,UBE2I,467,263
DRGX_E4_102.4,DRGX,1494,1554
ZNF540_E5_1251.41,ZNF540,711,1061
LPA_6123.456,LPA,1327,2020
KMT2C_Phd3_E11_82.1,KMT2C,2027,2380
KMT2C_14736.1647,KMT2C,2027,2380
CAD_6678.627,CAD,1097,1064
MXD3_E4_115.18,MXD3,1167,1594
CPA1_1260.149,CPA1,1614,1898
ZNF461_E6_666.48,ZNF461,971,1447
ZNF705G_E5_162.6,ZNF705G,1024,1490
FBXW8_8,FBXW8,359,276
ZBTB6_E2_75.2,ZBTB6,1067,1048
ZBTB42_E1_159.9,ZBTB42,777,883
ZBED1_E2_150.14,ZBED1,452,673
WWP2_2613.180,WWP2,357,310
BRWD3_BD_e32_126.2,BRWD3,757,983
TRIM59_1212.72,TRIM59,915,946
HERC5_3075.280,HERC5,763,885
FBXL6_1620.81,FBXL6,332,296
C1RL_1464.79,C1RL,1130,1410
PITX2_E3_42.0,PITX2,1857,2639
FBXW12_1395.90,FBXW12,492,487
ZNF510_E6_1272.100,ZNF510,599,796
NSD1_Phd1_E11_144.20,NSD1,452,770
RNF186_684.51,RNF186,1010,1024
SOX7_E2_107.1,SOX7,958,1204
ZNF668_E2_410.38,ZNF668,377,278
HUNK_PKc_E1_90,HUNK,638,661
ASB13_837.125,ASB13,356,351
neg15,neg15,2651,3359
ZNF491_E3_1176.100,ZNF491,1624,1704
ZBTB48_BTB16119_E1_2067.375,ZBTB48,831,853
ZNF740_E6_119.1,ZNF740,1551,2068
ZNF33B_E4_1407.108,ZNF33B,1335,1754
KBTBD6_BTB53168_E1_2025.224,KBTBD6,418,380
EP300_e29_162.8,EP300,1454,1580
CHD5_H_e23_50.4,CHD5,1372,1880
RNF185_579.15,RNF185,437,461
MET_PKc_E16_81.3,MET,717,693
ADAMTS3_3618.367,ADAMTS3,554,655
FBXO5_1206.66,FBXO5,1159,920
TRIM60_1416.14,TRIM60,868,974
HOXC4_E4_177.6,HOXC4,1091,1506
ZNF234_E6_1245.105,ZNF234,1528,1663
NO66_e1_980.131,NO66,1029,952
GLI3_E12_165.5,GLI3,847,791
BRD3_BD2_e7_129.8,BRD3,1230,1805
TTN_PKc_E358_736.2,TTN,684,660
FEZF1_E3_133.7,FEZF1,308,341
NR2E1_E2_146.3,NR2E1,761,528
TRIM68_1458.4,TRIM68,982,778
ZNF546_E7_1833.147,ZNF546,587,826
VAX1_E3_123.10,VAX1,1010,1105
ATG4A_1197.119,ATG4A,1164,1477
NEK2_PKc_E5_127.4,NEK2,336,338
MEF2C_E3_180.7,MEF2C,1381,1497
TBX18_E3_102.5,TBX18,1095,1545
ZNF415_E4_831.65,ZNF415,1600,1947
PRSS2_134.4,PRSS2,1501,1766
ZNF676_E3_1410.86,ZNF676,1320,1986
HERC2_14505.1050,HERC2,652,808
VEZF1_E2_78.1,VEZF1,2076,3328
FBXO7_1569.174,FBXO7,1572,1986
CGRRF1_999.44,CGRRF1,651,685
RNF152_612.3,RNF152,468,436
TRIM36_2187.185,TRIM36,1005,1236
HES4_E1_99.8,HES4,1384,1567
GAK_PKc_E5_143.15,GAK,511,442
KCTD12_BTB36126_E1_978.191,KCTD12,595,425
KDM5B_E3_123.9,KDM5B,626,744
DCUN1D2_780.75,DCUN1D2,610,799
NR4A1_E4_130.0,NR4A1,1115,1684
RIOK1_PKc_E6_93.2,RIOK1,914,742
CLOCK_e21_210.3,CLOCK,1050,1333
CBLC_1425.230,CBLC,442,458
LZTR1_BTB433573_E1_2523.13,LZTR1,280,380
HDAC8_e5_113.2,HDAC8,1239,1944
MBD1_E3_115.0,MBD1,863,1126
GCM2_E3_113.5,GCM2,710,962
KLHL7_BTB34140_E1_501.18,KLHL7,1241,1876
KLF4_E5_78.5,KLF4,1066,1269
KDM5D_E5_144.7,KDM5D,2066,2747
RXRG_E4_180.15,RXRG,1617,1902
TBX4_E6_63.4,TBX4,802,1044
PLAT_1689.128,PLAT,1272,1321
TMPRSS3_984.105,TMPRSS3,910,1113
SOX3_E1_216.11,SOX3,1208,1412
HMGXB4_E6_79.2,HMGXB4,897,528
TDRD6_tudor69133_E1_6291.39,TDRD6,498,710
ZFP36L2_1485.6,ZFP36L2,642,531
ZNF513_E4_644.67,ZNF513,2005,2028
CHD1L_Macro716866_E1_2694.188,CHD1L,846,1021
ZFP36L1_1017.32,ZFP36L1,477,428
GRK4_PKc_E11_90.8,GRK4,533,621
LATS2_PKc_E7_107.3,LATS2,644,1021
NKX6_2_E2_135.8,NKX6,315,326
USP38_3129.99,USP38,510,807
KCNB2_BTB37136_E1_2736.23,KCNB2,413,503
FBXO22_1212.136,FBXO22,1474,1793
PBX4_E5_136.1,PBX4,641,476
UBB_690.2,UBB,547,228
PKNOX1_E8_72.7,PKNOX1,439,439
DYRK1B_PKc_E9_213.48,DYRK1B,406,503
SPPL2A_1563.53,SPPL2A,1386,1590
SP9_E2_69.3,SP9,971,1219
PSEN2_1347.123,PSEN2,1366,1368
KDM2B_12,KDM2B,933,832
KLHL36_BTB36141_E1_1851.26,KLHL36,415,263
AGA_1041.34,AGA,1035,1464
UBE2Q2_1128.29,UBE2Q2,200,251
KDM2B_13,KDM2B,761,920
RCOR3_E11_54.2,RCOR3,825,1291
MYLIP_1338.17,MYLIP,1192,1566
USP33_2829.163,USP33,858,1311
USP6_131.5,USP6,1143,988
YBX2_E4_90.1,YBX2,1327,1027
PHF8_Phd_E3_73.0,PHF8,354,294
ASH1L_e12_147.13,ASH1L,1471,1578
CSNK2A2_PKc_E4_51,CSNK2A2,278,474
ADNP_E6_63.2,ADNP,1830,2029
TMPRSS11F_1317.6,TMPRSS11F,808,1197
GATAD2B_E8_203.17,GATAD2B,942,1027
STK3_PKc_E6_115.4,STK3,582,754
PBRM1_BD2_e7_69.1,PBRM1,1727,2094
ZNF528_E7_1308.66,ZNF528,1250,1631
LHX5_E3_135.9,LHX5,562,576
TFAP2A_E4_140.12,TFAP2A,575,627
HDAC11_e3_101.12,HDAC11,1287,1352
CECR2_BD_e14_59.3,CECR2,388,584
TRIM60_1416.116,TRIM60,313,525
ZNF544_E7_1068.61,ZNF544,1023,1511
ACE_3921.182,ACE,849,986
CTRC_807.95,CTRC,1355,1326
HIVEP3_E4_4482.688,HIVEP3,664,728
UBE2O_3879.442,UBE2O,921,628
ELK3_E2_153.0,ELK3,1326,1568
ZFP69_E6_666.59,ZFP69,1520,2454
MMP25_1689.324,MMP25,1132,984
VENTX_E2_129.2,VENTX,1118,1433
ZNF93_E4_1329.93,ZNF93,1657,2075
ZNF626_E4_915.52,ZNF626,852,1286
KDM5D_Phd2_E25_183.9,KDM5D,283,348
RNF25_1380.168,RNF25,554,538
AIRE_E5_114.20,AIRE,267,297
HOXD4_E2_177.13,HOXD4,842,1440
F7_1401.205,F7,799,1090
HDAC1_e6_142.2,HDAC1,990,978
ZNF688_E3_153.10,ZNF688,1470,1546
NFX1_3366.358,NFX1,706,788
NEK7_PKc_E6_109.1,NEK7,1497,1763
TRERF1_E15_54.2,TRERF1,1297,1182
TRERF1_SANT_E15_54.2,TRERF1,1297,1182
CBL_2721.403,CBL,195,168
HMX1_Ex_176.20,HMX1,1019,1139
CDK2_PKc_E6_204.3,CDK2,342,439
ZNF692_E11_47.0,ZNF692,989,1022
TRIM33_BD_e18_153.13,TRIM33,1532,1244
ZNF492_E4_1155.82,ZNF492,1754,2147
PRAM1_2013.127,PRAM1,787,822
MMP17_1812.338,MMP17,287,299
STK17A_PKc_E3_145,STK17A,775,1130
ZNF283_E7_1077.52,ZNF283,1492,2120
PITX2_E2_135.4,PITX2,583,544
UCHL3_693.4,UCHL3,789,887
FOXJ1_E3_96.2,FOXJ1,944,1201
HOXA6_E2_177.14,HOXA6,667,699
GGH_957.5,GGH,1594,2158
TRIM6-TRIM34_2529.107,TRIM6-TRIM34,1315,1668
TRIM34_1467.21,TRIM34,1315,1668
SIK3_PKc_E1_81,SIK3,2272,2280
CBX3_Chromo_E3_86.0,CBX3,938,1222
KDM1A_e13_135.3,KDM1A,246,224
KDM4A_tudor897953_E1_3195.187,KDM4A,551,532
FOLH1B_1329.2,FOLH1B,1416,1661
SPPL2C_2055.411,SPPL2C,1423,1217
F7_1401.193,F7,256,255
TFRC_2283.88,TFRC,750,412
WDSUB1_1155.56,WDSUB1,2282,2832
PRSS50_1158.33,PRSS50,1229,1246
ID1_E1_135.6,ID1,1974,2317
KLF2_E2_75.1,KLF2,1921,2250
PRSS55_831.59,PRSS55,1726,2551
ASB12_957.54,ASB12,745,860
ZNF223_E5_498.39,ZNF223,978,1397
ZNRF3_2811.80,ZNRF3,971,906
PSKH1_PKc_E3_108.19,PSKH1,581,694
SOX14_E1_216.11,SOX14,623,526
NSD1_Phd4_E15_98.3,NSD1,1464,2461
RNF222_663.159,RNF222,866,1185
TCF21_E1_180.11,TCF21,922,1280
ZNF558_E10_666.41,ZNF558,1321,1455
RNF148_918.97,RNF148,1057,995
ZNF85_E5_1080.60,ZNF85,1040,1033
ZBTB38_E8_2331.84,ZBTB38,848,1084
TERF1_E10_144.1,TERF1,1453,1382
TERF1_SANT_E10_144.1,TERF1,1453,1382
UNKL_2052.189,UNKL,1217,930
SOX30_E2_202.0,SOX30,1562,2101
AZU1_756.8,AZU1,1348,1618
PRMT1_e6_143.14,PRMT1,1065,319
neg58,neg58,2784,4170
NFATC3_E4_200.13,NFATC3,802,770
DCAF6_2856.235,DCAF6,2146,2547
SHOX_E3_135.11,SHOX,613,688
ST18_E11_112.0,ST18,807,1283
GCM2_E3_113.11,GCM2,1807,2303
CBLC_1425.12,CBLC,854,677
ULK4_PKc_E2_132.5,ULK4,315,501
MIER1_SANT_E13_57.0,MIER1,992,1423
MBD5_PWWP13831460_E1_4485.225,MBD5,574,692
PSIP1_PWWP387_E1_1593.119,PSIP1,716,1081
SETD2_e5_124.1,SETD2,938,729
SMAD1_E2_372.20,SMAD1,1128,1348
MARK3_PKc_E7_57.1,MARK3,660,721
MLXIPL_E13_117.6,MLXIPL,1429,1159
ZNF471_E5_1311.19,ZNF471,1135,1462
YBX1_E4_90.5,YBX1,1016,805
STAT5A_E12_93.9,STAT5A,1545,1537
DDR2_PKc_E19_120.5,DDR2,472,412
SMN1_Tudor_E5_201.14,SMN1,1591,1217
ZNF589_E4_318.22,ZNF589,1689,1727
DCUN1D3_915.41,DCUN1D3,994,2085
GATA6_E4_126.9,GATA6,1095,1336
FOXB2_E1_234.22,FOXB2,1141,1190
PhIP_BD1_e32_126.4,PhIP,312,521
LHX2_E4_135.3,LHX2,1150,1256
ZNF484_E4_1164.71,ZNF484,1739,2002
MAP3K10_PKc_E3_149.5,MAP3K10,858,1269
PEX10_1041.173,PEX10,583,791
PRSS57_852.123,PRSS57,2704,2268
ZNF565_E5_990.90,ZNF565,1415,1847
STAT2_E15_84.1,STAT2,1445,1657
PRSS1_744.1,PRSS1,1554,1807
GRK6_PKc_E8_141.5,GRK6,196,320
KLHL20_BTB59165_E1_1830.202,KLHL20,372,615
HOXD4_E2_177.0,HOXD4,645,862
ABHD12B_858.96,ABHD12B,1246,1392
DCAF8_1794.176,DCAF8,1384,1381
IRF2BP2_1764.145,IRF2BP2,704,981
ATXN3_933.17,ATXN3,527,703
ARID5B_E8_98.9,ARID5B,1084,993
KDM5B_e13_120.2,KDM5B,935,885
CBL_2721.344,CBL,1356,1463
TFRC_2283.161,TFRC,674,471
USP35_3057.356,USP35,1906,2206
KCTD15_BTB58145_E1_852.132,KCTD15,598,437
MARCH6_2733.1,43530,606,572
DLX2_E3_48.3,DLX2,1284,1372
CDX4_E2_126.1,CDX4,1024,1483
FOXA2_E2_234.15,FOXA2,152,225
L3MBTL2_MBT183283_E1_2118.307,L3MBTL2,1041,934
ONECUT2_E2_165.1,ONECUT2,920,911
NSD1_e21_41.0,NSD1,520,1052
MYSM1_2487.146,MYSM1,1457,1708
ZSCAN20_SANT_E6_478.45,ZSCAN20,695,702
ZNF419_E5_666.42,ZNF419,1625,2378
ACE_3921.398,ACE,409,403
RPS6KA5_PKc2_E13_171.6,RPS6KA5,1143,1028
CELA3A_813.4,CELA3A,633,699
ATXN3_933.73,ATXN3,842,1084
RNF34_1122.61,RNF34,828,394
ZKSCAN5_E7_1055.88,ZKSCAN5,482,561
NR2E1_E2_146.7,NR2E1,1255,1366
KBTBD3_BTB42149_E1_1839.6,KBTBD3,866,969
HIPK1_PKc_E6_177.4,HIPK1,1589,2094
PRSS45_687.2,PRSS45,1407,1640
TRIM42_2172.38,TRIM42,518,669
ABHD5_1050.103,ABHD5,847,1172
KCND1_BTB42131_E1_1944.29,KCND1,1201,1311
SOCS3_678.40,SOCS3,187,182
PSMB6_720.39,PSMB6,871,443
ATG4C_1377.84,ATG4C,1484,2017
IRAK2_PKc_E5_78,IRAK2,705,955
ZBTB14_BTB26132_E1_1350.8,ZBTB14,217,414
MNT_E4_112.3,MNT,993,1558
MYT1L_E11_135.12,MYT1L,292,345
RNF214_2112.123,RNF214,822,1187
ZNF142_E8_3037.332,ZNF142,650,792
ZBTB44_BTB21128_E1_1362.4,ZBTB44,549,426
RNF187_708.136,RNF187,270,205
BTRC_1818.96,BTRC,750,734
PML_2649.478,PML,485,464
MMEL1_2340.236,MMEL1,358,401
ZNF275_E4_237.12,ZNF275,1037,1325
RNF139_1995.95,RNF139,1540,1534
ZKSCAN7_E6_1077.47,ZKSCAN7,824,1194
DDB1_3423.391,DDB1,1007,1257
MTF1_E5_74.0,MTF1,722,906
KLF6_E3_65.1,KLF6,500,659
GCN5_e12_59.4,GCN5,1170,1006
PITX1_E2_135.14,PITX1,485,549
TRIM36_2187.184,TRIM36,1380,1745
ZNF236_Ex_310.14,ZNF236,516,441
DCUN1D3_915.108,DCUN1D3,1501,2369
ZNF256_E3_1128.67,ZNF256,1078,1533
FGFR1_PKc_E11_122.18,FGFR1,645,781
BAZ1A_Phd_E22_102.0,BAZ1A,1223,1975
HUWE1_13125.846,HUWE1,521,403
PRDM9_e8_158.10,PRDM9,1082,1288
IRF5_E3_171.19,IRF5,358,492
MYLIP_1338.61,MYLIP,1341,1655
RIPK2_PKc_E6_162.6,RIPK2,586,741
SPIN3_Spinlin210254_E1_777.53,SPIN3,620,776
TRIM28_2508.38,TRIM28,440,161
DTX3_1053.173,DTX3,330,403
INO80_D_e13_81.3,INO80,986,782
FBXW2_1365.34,FBXW2,496,678
TMPRSS11A_1266.47,TMPRSS11A,1273,1281
LGMN_1302.16,LGMN,2111,2736
LHX8_E7_39.0,LHX8,1165,1897
HOXB2_E2_174.4,HOXB2,410,521
ZNF551_E3_1038.81,ZNF551,766,980
AURKB_PKc_E9_156.14,AURKB,648,367
MARCH1_870.77,43525,824,1221
SPI1_E5_261.21,SPI1,1178,821
