sgRNA,Gene,HCT116-Ts5.initial,HCT116-Ts5.final
neg80,neg80,1293,1531
FOXE3_E1_234.26,FOXE3,480,662
SETDB1_tudor348400_E1_3876.84,SETDB1,577,611
GLI1_E9_165.6,GLI1,345,442
ZNF8_E4_699.10,ZNF8,1909,1761
MMEL1_2340.42,MMEL1,537,753
BRD2_BD1_e2_109.3,BRD2,3133,3651
TRIM36_2187.44,TRIM36,883,1159
RPS6KA4_PKc2_E11_134,RPS6KA4,206,199
PLK2_PKc_E6_96.4,PLK2,411,525
ZMYND8_Phd_E5_123.3,ZMYND8,653,1071
KCTD12_BTB36126_E1_978.38,KCTD12,55,69
CEBPB_E1_147.5,CEBPB,628,596
RNF10_2436.276,RNF10,908,1077
SEBOX_E3_42.1,SEBOX,713,873
SMAD4_E2_210.13,SMAD4,1904,2256
GSX2_E2_174.12,GSX2,723,837
ZNF600_E3_1785.81,ZNF600,1010,1577
KLHL8_BTB57163_E1_1863.164,KLHL8,568,612
RHOBTB1_BTB396455_E1_2091.1,RHOBTB1,1114,1452
CUL5_2343.100,CUL5,414,598
ZNF570_E6_834.68,ZNF570,2005,2794
CHD7_SANT_E30_184.4,CHD7,634,1134
EMX1_E2_129.10,EMX1,795,624
KMT2C_e59_74.2,KMT2C,1175,917
CTRB2_792.93,CTRB2,455,491
CBFB_E1_78.5,CBFB,574,553
MID1_2004.241,MID1,691,865
PSMB3_618.105,PSMB3,1451,495
PBRM1_Bah11301248_E1_4749.146,PBRM1,952,1371
HUWE1_13125.837,HUWE1,1333,866
PPAT_1554.32,PPAT,756,887
ZIC3_E2_137.3,ZIC3,1732,2042
TERF2_E10_144.15,TERF2,1259,651
TERF2_SANT_E10_144.15,TERF2,1259,651
BMPR2_PKc_E10_137.6,BMPR2,957,1072
TDRD6_tudor13091422_E1_6291.259,TDRD6,1070,1205
RNF217_1629.145,RNF217,1734,1870
SIRT2_e8_69.0,SIRT2,1487,2004
ZNF613_E6_981.87,ZNF613,1037,1287
BRD1_ePhd_E2_354.47,BRD1,587,621
TRIM33_3384.94,TRIM33,707,734
ZNF282_E8_330.34,ZNF282,451,453
DTX3_1053.59,DTX3,736,695
TRIM31_1278.143,TRIM31,896,1192
MST1_2178.142,MST1,1160,558
ZNF219_E4_63.2,ZNF219,731,1166
ZNF208_E4_2559.145,ZNF208,831,1294
ZNF229_E6_1239.33,ZNF229,1745,2501
ANAPC4_2430.24,ANAPC4,1123,514
WSB2_1266.95,WSB2,790,859
SENP7_3153.119,SENP7,1207,965
FBXO43_2127.102,FBXO43,785,861
FOXJ3_E4_75.2,FOXJ3,1396,1818
TADA2B_SANT_E2_79.7,TADA2B,331,309
FBXW2_1365.48,FBXW2,602,698
KDM5A_Phd3_E27_45.0,KDM5A,980,1085
CDKL4_PKc_E2_122,CDKL4,565,754
TBX10_E5_156.11,TBX10,1185,996
ZNF473_E5_1962.193,ZNF473,973,1289
PBRM1_BD3_e12_158.3,PBRM1,1656,1430
ZNF581_E2_246.46,ZNF581,1113,1137
CTSC_67.1,CTSC,981,1387
TRAF6_2,TRAF6,986,1424
RNF133_1131.52,RNF133,578,747
MEIS1_E8_63.1,MEIS1,1543,1920
PRSS57_852.19,PRSS57,1271,1676
BRSK2_PKc_E1_43.7,BRSK2,328,316
UBR5_8397.801,UBR5,1052,1350
KDM5C_Phd_E6_138.6,KDM5C,847,1392
FGFR1_PKc_E10_41,FGFR1,327,406
ZFP42_E4_330.4,ZFP42,926,1136
BHLHE22_E1_174.0,BHLHE22,454,466
ZIM3_E5_492.25,ZIM3,1397,1771
ASH1L_Phd_E20_63.2,ASH1L,787,738
ZNF207_E2_127.0,ZNF207,793,358
MYCBP2_14037.1034,MYCBP2,478,586
UBE2I_477.35,UBE2I,427,491
TMPRSS3_984.62,TMPRSS3,803,761
PTF1A_E1_168.0,PTF1A,358,440
BDP1_SANT_E7_95.4,BDP1,1310,1251
MLX_E5_100.5,MLX,1555,1845
DCUN1D2_780.37,DCUN1D2,443,591
RNF38_1548.58,RNF38,366,327
ADCK5_PKc_E7_114.17,ADCK5,345,411
MMP9_2124.69,MMP9,935,985
SMURF1_2187.131,SMURF1,264,290
PSMB10_822.2,PSMB10,893,1272
ZNF772_E5_582.7,ZNF772,810,1041
ASB1_1008.99,ASB1,619,842
DRGX_E3_33.1,DRGX,949,921
MAP3K12_PKc_E6_159.21,MAP3K12,452,571
UBE2U_681.50,UBE2U,991,1567
MAFB_E1_210.4,MAFB,724,849
CDX2_E2_126.5,CDX2,1463,1358
FBXL13_2208.98,FBXL13,1250,1675
LZTR1_BTB665799_E1_2523.213,LZTR1,471,445
ZNF83_E6_1173.4,ZNF83,816,1025
ADAM33_2442.78,ADAM33,1662,2362
USP16_2472.75,USP16,2062,1931
KDM7A_Phd_E1_80.5,KDM7A,724,716
DYRK1A_PKc_E5_148,DYRK1A,684,757
LZTR1_BTB433573_E1_2523.132,LZTR1,583,442
LTN1_5439.221,LTN1,1159,1221
ZNF45_E10_1548.88,ZNF45,741,1111
NEUROD1_E2_177.5,NEUROD1,556,702
SOCS5_1611.100,SOCS5,533,502
FBXO11_2784.58,FBXO11,1336,2097
FBXO8_960.77,FBXO8,813,1350
TRIM4_1503.29,TRIM4,198,337
ADAMTS14_3681.126,ADAMTS14,505,662
ZNF16_E4_1479.88,ZNF16,793,859
HIF1AN_e3_149.1,HIF1AN,1316,1073
MORF4L1_Chromo_E3_68.0,MORF4L1,1003,1079
IRF2_E3_100.2,IRF2,2873,4030
SHPRH_5052.262,SHPRH,1268,1721
RREB1_E6_164.12,RREB1,874,782
IRF2BP2_1764.11,IRF2BP2,936,845
PJA2_2127.104,PJA2,675,587
MMP3_1434.156,MMP3,884,1037
HOXB7_E2_177.19,HOXB7,536,351
BRPF1_BD_e6_118.12,BRPF1,785,1027
DPYSL5_1695.223,DPYSL5,307,236
CTSL2_1005.71,CTSL2,1055,1387
OLIG3_E1_174.15,OLIG3,1239,1501
ZNF837_E3_690.22,ZNF837,156,129
ZNF174_E3_237.21,ZNF174,517,583
BHLHA15_E1_165.5,BHLHA15,440,510
ELK3_E2_153.8,ELK3,488,574
TDRD1_tudor545592_E1_3570.209,TDRD1,992,1175
STK16_PKc_E7_122.16,STK16,323,318
ASB9_885.63,ASB9,803,861
KDM2A_11,KDM2A,804,584
BATF2_E2_84.6,BATF2,555,531
THAP3_E2_190.5,THAP3,496,540
HAT1_e5_180.4,HAT1,1998,2399
THAP5_E2_187.2,THAP5,1000,1019
CAMK2D_PKc_E1_32,CAMK2D,516,568
PARL_102.3,PARL,872,1026
TULP4_E13_120.16,TULP4,1133,1496
TULP4_4632.365,TULP4,1133,1496
PCGF6_1053.93,PCGF6,904,788
PBX3_E6_45.1,PBX3,688,905
FBXL20_1311.55,FBXL20,1108,1880
NEDD4L_2565.153,NEDD4L,442,758
CEBPD_E1_132.2,CEBPD,375,405
NR1I2_E4_50.1,NR1I2,1062,967
PAN2_3609.187,PAN2,1078,1240
PIAS2_1866.187,PIAS2,1037,1265
RNF111_2988.48,RNF111,768,628
MMP14_1749.62,MMP14,1288,1002
LITAF_E3_119.0,LITAF,725,549
HBO1_e13_147.4,HBO1,977,1122
ZBTB44_BTB21128_E1_1362.7,ZBTB44,496,612
TRIM26_1620.28,TRIM26,952,1076
TOX_E5_147.8,TOX,975,1125
DAPK1_PKc_E2_44.1,DAPK1,660,1078
PSMA6_741.42,PSMA6,955,545
ZBTB41_E6_89.3,ZBTB41,1105,1146
NR2E3_E3_104.11,NR2E3,750,1126
PRSS53_1662.27,PRSS53,931,746
ZNF574_E2_1602.16,ZNF574,1050,1007
ZNF283_E7_1077.104,ZNF283,1034,1293
ZNF358_E2_741.119,ZNF358,993,1028
RXRB_E4_180.14,RXRB,1919,2629
PAX4_E2_216.36,PAX4,371,389
DDIT3_E4_192.11,DDIT3,811,936
TBR1_E4_159.11,TBR1,1893,2381
TDRKH_tudor357404_E1_1686.74,TDRKH,408,386
ATF6_E8_162.7,ATF6,1789,2387
UCHL5_990.4,UCHL5,1150,999
DNMT3B_ADD431550_E1_2562.294,DNMT3B,898,620
ZBTB8A_E4_144.4,ZBTB8A,1244,1612
RNF166_714.125,RNF166,425,327
ATXN3_933.15,ATXN3,1061,1100
RNF217_1629.170,RNF217,903,1152
KCNRG_BTB795_E1_819.6,KCNRG,691,798
ROS1_PKc_E38_130.7,ROS1,633,774
ZNF174_E3_237.9,ZNF174,1059,1304
NPEPL1_1572.101,NPEPL1,1027,1102
KCNC4_BTB38143_E1_1908.366,KCNC4,272,362
NKX1_1_E2_177.16,NKX1,532,521
ASB16_1362.84,ASB16,279,359
MMP21_1710.69,MMP21,599,574
HTRA2_1377.87,HTRA2,1224,922
HOXA6_E2_177.23,HOXA6,610,627
ADCK4_PKc_E10_94.6,ADCK4,425,210
SENP1_1935.83,SENP1,828,659
MEIS1_E8_63.4,MEIS1,980,1481
FBXO32_6,FBXO32,350,262
ZNF598_2715.602,ZNF598,993,956
FBXL22_744.6,FBXL22,838,833
MMP13_1416.111,MMP13,1252,1170
ALG13_Tudor_E14_101.3,ALG13,445,628
USP15_225.1,USP15,987,976
ZNF425_E4_1131.113,ZNF425,256,284
UNK_2433.183,UNK,503,452
KCTD6_BTB14102_E1_714.3,KCTD6,298,361
NO66_e1_980.106,NO66,897,694
ERBB3_PKc_E19_99.4,ERBB3,283,235
ZNF142_E10_335.43,ZNF142,1031,1045
OSR2_E3_101.12,OSR2,705,747
DPYSL4_1719.307,DPYSL4,1006,1081
PRMT8_e5_143.10,PRMT8,1018,1115
ZMYND11_BD_e7_88.0,ZMYND11,954,1378
BAZ1A_Phd_E22_102.5,BAZ1A,1404,1544
TRIM49D1_4,TRIM49D1,1047,530
TXK_PKc_E14_158.4,TXK,474,346
USP45_2445.36,USP45,766,855
ZBTB37_E5_156.1,ZBTB37,1483,1618
ZCWPW2_PWWP97160_E1_1071.64,ZCWPW2,679,620
ZNF329_E4_1050.53,ZNF329,1301,1571
CTSC_491.63,CTSC,932,1398
KMT2D_Phd3_E15_105.12,KMT2D,344,167
USP9X_7713.243,USP9X,549,341
RNF40_3006.134,RNF40,996,848
ZBTB40_BTB19113_E1_3720.494,ZBTB40,569,727
TBX22_E5_175.12,TBX22,1355,1575
MXD1_E4_115.0,MXD1,279,372
ATM_PKc_E61_64.1,ATM,378,570
ZSCAN12_E4_1068.44,ZSCAN12,1231,1298
GATA3_E4_138.14,GATA3,323,527
BRD4_BD1_e2_121.9,BRD4,1239,1227
HOXD4_E2_177.21,HOXD4,176,222
HMGB2_E2_126.3,HMGB2,565,1037
ZNF627_E4_663.39,ZNF627,735,1008
ZNF213_E6_330.22,ZNF213,738,900
MAP2K5_PKc_E11_82,MAP2K5,862,923
GMCL1_BTB101207_E1_1548.44,GMCL1,1388,1378
KCNV1_BTB42150_E1_1503.17,KCNV1,580,655
THAP2_E2_184.13,THAP2,592,700
KCTD3_BTB20112_E1_2448.2,KCTD3,890,1220
IGF1R_PKc_E16_213.16,IGF1R,976,1022
ELOC_2,ELOC,221,402
SOX18_E2_107.9,SOX18,1163,1293
MDM2_1335.53,MDM2,1393,1253
ESRRA_E2_109.7,ESRRA,1067,807
JAK3_PKc2_E23_111.18,JAK3,478,366
KLK1_789.57,KLK1,1476,1906
CUL1_2331.114,CUL1,218,247
ROR1_PKc_E9_849.67,ROR1,1127,931
ZNF629_E3_1128.51,ZNF629,679,844
MYB_SANT_E4_52.1,MYB,645,1010
ARGFX_E4_132.8,ARGFX,1553,1949
NFAT5_E6_114.1,NFAT5,479,371
ZNF630_E5_909.73,ZNF630,1059,1342
LYN_PKc_E8_76.13,LYN,502,557
CIC_E6_171.9,CIC,694,903
ZNF12_E5_1131.81,ZNF12,1660,2565
CASK_PKc_E5_73,CASK,674,930
ZNF782_E6_1062.89,ZNF782,1106,1301
SPIN2B_Spinlin129177_E1_777.32,SPIN2B,296,460
ADAM9_2460.7,ADAM9,772,849
BTBD8_BTB207300_E1_1137.62,BTBD8,583,655
LONRF3_2280.225,LONRF3,1249,1936
DNMT3B_ADD431550_E1_2562.295,DNMT3B,401,673
MAPK14_PKc_E3_59,MAPK14,918,1160
KMT2A_Phd2_E11_39.0,KMT2A,984,666
ZNF33B_E4_1407.33,ZNF33B,581,628
ZKSCAN3_E7_573.55,ZKSCAN3,1660,1780
DPYSL4_1719.253,DPYSL4,1275,1385
PHF19_tudor4387_E1_624.15,PHF19,91,135
SMARCC2_SANT_E20_259.1,SMARCC2,838,1208
DCAF11_1641.83,DCAF11,630,809
SETD1B_e16_138.10,SETD1B,1544,1924
TTK_PKc_E14_48.3,TTK,359,200
ZBTB18_E2_69.7,ZBTB18,749,1200
NAALADL1_2223.12,NAALADL1,1340,1507
GSG2_PKc_E1_1371.9,GSG2,511,341
KDM4C_tudor879933_E1_3171.156,KDM4C,1139,1507
USP11_2892.98,USP11,1630,1747
ZBTB1_BTB14109_E1_2142.137,ZBTB1,528,620
BRPF1_ePhd_E3_363.10,BRPF1,355,506
MBTD1_MBT359456_E1_1887.54,MBTD1,528,412
ANAPC7_1800.69,ANAPC7,841,1243
ACY1_1227.125,ACY1,1185,1468
SMAD3_E1_185.26,SMAD3,410,459
ZNF528_E7_1308.84,ZNF528,1188,1523
PRDM12_E5_162.10,PRDM12,451,584
ZHX3_E3_1533.209,ZHX3,289,432
ETS2_E10_111.1,ETS2,898,1379
RAF1_PKc_E15_132.9,RAF1,558,287
RFPL3_954.120,RFPL3,1624,1326
MORC1_CW481530_E1_2955.174,MORC1,539,585
GCK_PKc_E3_155.17,GCK,718,642
KCTD15_BTB58145_E1_852.22,KCTD15,354,508
TRIM47_1917.422,TRIM47,197,166
SOCS3_678.51,SOCS3,321,421
HERC5_3075.174,HERC5,1184,1698
ULK3_PKc_E6_83.5,ULK3,564,519
PHKG2_PKc_E5_66.2,PHKG2,745,552
BCL6B_BTB28134_E1_1440.244,BCL6B,575,596
ZNF34_E6_1071.59,ZNF34,820,970
EPHX4_1089.89,EPHX4,1337,2219
CNOT4_2142.259,CNOT4,723,626
ADRBK2_PKc_E11_131.8,ADRBK2,1074,1562
ZSCAN25_E8_564.2,ZSCAN25,1088,1089
CARM1_e5_111.13,CARM1,345,377
PRDM16_E8_154.22,PRDM16,473,511
PRSS53_462.11,PRSS53,1077,1347
ZNF232_E5_324.0,ZNF232,506,758
MAPK15_PKc_E5_131.11,MAPK15,327,192
ZNF645_1278.118,ZNF645,626,924
NSD3_e21_142.11,NSD3,1443,1683
UBE2E1_582.39,UBE2E1,834,950
CHD6_Chromo_E9_87.0,CHD6,987,1157
ZNF574_E2_1602.17,ZNF574,1259,693
DDIT3_E4_192.12,DDIT3,716,862
ZFP36_999.30,ZFP36,640,465
NR5A2_E4_142.2,NR5A2,891,1027
PEX12_1080.47,PEX12,710,531
REPIN1_E4_1524.171,REPIN1,451,628
CARHSP1_E3_95.9,CARHSP1,631,689
OBSCN_PKc_E91_153.22,OBSCN,526,556
ZNF587_E3_567.56,ZNF587,822,1275
RNF168_1716.3,RNF168,567,396
ZSCAN16_E4_324.4,ZSCAN16,1678,2099
ZBTB37_BTB22122_E1_1512.7,ZBTB37,1013,1200
ZNF343_E7_915.110,ZNF343,678,654
GTF3C4_e4_89.6,GTF3C4,488,261
PRKDC_PKc_E84_189.21,PRKDC,406,385
RREB1_E12_798.172,RREB1,1310,1075
BAZ2B_BD_e36_144.2,BAZ2B,493,673
DNAJC2_SANT_E14_101.3,DNAJC2,1092,1641
PHIP_5466.337,PHIP,1659,2683
ZNF283_E7_1077.53,ZNF283,1367,1619
PSIP1_PWWP387_E1_1593,PSIP1,816,579
NAT10_e18_75.1,NAT10,744,1079
ZFPM1_E10_1266.123,ZFPM1,688,564
CUL9_7554.727,CUL9,366,406
ZNF676_E3_1410.44,ZNF676,1456,2165
PAK6_PKc_E8_127.8,PAK6,213,252
ZNF562_E6_726.51,ZNF562,1462,2126
PRKD1_PKc_E16_268.7,PRKD1,411,465
FBXO9_1344.26,FBXO9,658,628
DNMT1_CXXC661707_E1_4899.674,DNMT1,660,628
ZNF23_E6_1326.44,ZNF23,1746,2867
PKN2_PKc_E18_77,PKN2,700,725
RNF14_1425.87,RNF14,1448,1615
KLHL7_BTB34140_E1_501.1,KLHL7,821,1129
ZNF630_E5_909.71,ZNF630,1023,1231
CDX1_E2_126.17,CDX1,564,730
SH3RF1_2667.7,SH3RF1,568,433
ZNF572_E3_1077.41,ZNF572,913,834
EPHB4_PKc_E14_150.2,EPHB4,921,1122
WNK2_PKc_E2_173.6,WNK2,791,967
NKX2_3_E2_177.2,NKX2,474,455
ZMIZ1_3204.378,ZMIZ1,406,504
XIAP_1494.96,XIAP,1357,1300
CDK16_PKc_E10_121.7,CDK16,281,357
AREL1_2472.138,AREL1,865,950
ZNF416_E4_1290.4,ZNF416,671,903
MIB1_3021.186,MIB1,1084,1421
HPN_1254.102,HPN,839,985
REL_E4_92.2,REL,989,1410
FOXQ1_E1_237.3,FOXQ1,383,364
LHX4_E4_135.3,LHX4,652,604
LITAF_E4_103.9,LITAF,2895,4284
DCLK3_PKc_E3_133.3,DCLK3,418,328
HES2_E3_69.4,HES2,361,346
CPVL_1431.118,CPVL,1248,1348
RARG_E5_142.3,RARG,1568,1568
RNFT2_1335.127,RNFT2,414,393
OVOL3_E4_47.3,OVOL3,745,915
ZNF302_E6_495.26,ZNF302,1011,1140
MST1_2178.186,MST1,1041,663
RNF215_1134.127,RNF215,543,597
ADAM21_2169.194,ADAM21,1280,1780
RNF10_2436.28,RNF10,366,372
GSC_E2_135.2,GSC,951,1100
HDAC7_e15_121.13,HDAC7,1408,953
ZNF143_E9_76.2,ZNF143,587,275
HNF1A_E3_187.9,HNF1A,292,268
RNF223_750.23,RNF223,297,310
ZBTB11_BTB204306_E1_3162.231,ZBTB11,794,575
KLF4_E5_78.2,KLF4,1411,1698
PRSS45_687.78,PRSS45,1355,1626
RNF113A_1032.87,RNF113A,449,134
ZNF418_E4_1161.84,ZNF418,582,668
FBXO38_3,FBXO38,862,1095
PDK2_PKc_E2_142.9,PDK2,408,359
SETD4_e6_175.12,SETD4,692,526
ECT2L_2715.168,ECT2L,1260,1589
MAFA_E1_273.9,MAFA,1409,1942
TCF20_ePhd_E3_47.0,TCF20,656,740
MAPKAPK2_PKc_E5_127.3,MAPKAPK2,739,801
FOSL2_E3_75.2,FOSL2,876,943
ZSCAN4_E5_321.9,ZSCAN4,1314,1600
ZBTB3_BTB64170_E1_1725.38,ZBTB3,279,355
SBK3_PKc_E3_203.1,SBK3,258,406
EIF3H_1059.9,EIF3H,703,244
ITCH_2712.212,ITCH,459,479
VPS41_2565.126,VPS41,866,1024
ZNF284_E5_1296.107,ZNF284,408,392
TRIM28_BD_e17_79.2,TRIM28,671,506
TRIM10_1446.176,TRIM10,171,364
ASB6_1266.115,ASB6,155,150
GSX2_E2_174.13,GSX2,1226,1511
RNF149_1203.130,RNF149,929,942
EPHB2_PKc_E13_150.22,EPHB2,444,566
ZXDB_E1_490.51,ZXDB,374,317
KLF14_E1_168.15,KLF14,478,666
FAP_2283.129,FAP,1652,2032
ZBTB26_E2_300.15,ZBTB26,1568,1973
TFAP2B_E5_119.3,TFAP2B,558,606
CAPN5_1923.283,CAPN5,654,775
CUL9_7554.850,CUL9,1336,899
E2F7_E4_115.7,E2F7,742,855
ETV2_E7_141.11,ETV2,686,647
NR3C2_E5_103.7,NR3C2,1340,1742
ZNF324_E4_660.22,ZNF324,911,887
CIT_PKc_E6_143.9,CIT,246,302
KMT2C_ePhd2_E52_315.25,KMT2C,928,1051
ZNF674_E6_1125.48,ZNF674,1635,2151
KLHL1_BTB202305_E1_2247.2,KLHL1,1785,2004
ASB12_957.95,ASB12,735,813
OMA1_1575.41,OMA1,524,682
ZNF655_E4_582.18,ZNF655,1799,1868
MMP17_1812.86,MMP17,491,548
KCND2_BTB43132_E1_1893.212,KCND2,1078,1298
BAZ1A_Phd_E22_102.4,BAZ1A,987,859
PRKCE_PKc_E12_139.1,PRKCE,1050,976
RHBDF1_2568.387,RHBDF1,933,1085
TSNARE1_SANT_E4_234.22,TSNARE1,260,251
ZNF41_E5_1269.42,ZNF41,1035,1194
OTUD3_1197.45,OTUD3,849,768
MAPK9_PKc_E3_130.3,MAPK9,428,605
ANAPC1_5,ANAPC1,459,135
CUL9_7554.699,CUL9,1229,1275
KDM2A_Phd_E16_60.2,KDM2A,892,867
HSFY2_E2_126.3,HSFY2,2340,3498
ASB4_1281.68,ASB4,461,679
RERE_Bah102307_E1_4701.31,RERE,593,502
PBRM1_BD5_e17_310.11,PBRM1,889,706
TBX21_E4_159.13,TBX21,1031,823
ZSCAN12_E4_1068.89,ZSCAN12,1282,1314
MBTD1_MBT468560_E1_1887.78,MBTD1,216,211
ASH1L_Bah26602794_E1_8895.476,ASH1L,470,531
EP400_D_e15_137.3,EP400,955,405
RNF34_1122.17,RNF34,491,650
HMX2_E2_174.17,HMX2,1456,2082
MYNN_E5_179.10,MYNN,2166,2717
G2E3_ePhd_E3_96.2,G2E3,992,1327
TRIM24_BD_e19_86.1,TRIM24,534,770
HTRA2_1377.21,HTRA2,676,569
ECE1_2313.173,ECE1,780,984
HERC6_3069.217,HERC6,387,576
KEL_2199.296,KEL,879,977
BRPF3_PWWP10741189_E1_3618.31,BRPF3,387,385
PRKD2_PKc_E13_107.8,PRKD2,578,582
TET1_e8_90.1,TET1,1353,2014
KDM4A_Phd_E15_56.2,KDM4A,684,634
ZNF710_E3_192.20,ZNF710,617,577
SMAD5_E4_372.20,SMAD5,999,1146
SPIN4_Spinlin4189_E1_750.74,SPIN4,792,1160
TRIM65_1554.354,TRIM65,592,807
EGR3_E2_237.27,EGR3,257,499
MAK_PKc_E2_92.4,MAK,817,921
MYB_SANT3_E6_46.0,MYB,698,1064
ZNF560_E10_1560.71,ZNF560,396,505
ECE1_2313.175,ECE1,464,508
TRIM24_3153.353,TRIM24,167,116
ASB17_888.34,ASB17,858,1246
SCRT1_E2_156.15,SCRT1,571,637
NR5A1_E4_71.1,NR5A1,503,367
TRIM67_2352.316,TRIM67,1362,1554
MMP20_1452.19,MMP20,699,895
RHBDF1_2568.429,RHBDF1,781,624
ADCK4_PKc_E8_141.12,ADCK4,385,665
MOF_e6_90.7,MOF,1107,474
RNF31_2766.277,RNF31,719,524
XPNPEP1_51.1,XPNPEP1,1020,1303
ZNF384_E8_183.4,ZNF384,1170,1580
BMPR1B_PKc_E8_298.19,BMPR1B,853,1032
ARIH2_1482.41,ARIH2,1118,1363
RHOBTB1_BTB476581_E1_2091.113,RHOBTB1,950,1137
PRDM9_E11_915.121,PRDM9,162,45
TBX6_E6_63.4,TBX6,455,390
TCF7L2_E11_99.2,TCF7L2,201,130
RNF224_471.96,RNF224,260,242
ZNF99_E4_1773.74,ZNF99,924,1459
NRL_E3_210.1,NRL,334,371
GLI1_E10_78.1,GLI1,340,355
ZNF503_E2_183.37,ZNF503,333,483
UBOX5_1626.137,UBOX5,698,884
PBX3_E5_136.8,PBX3,1380,1645
HECTD4_12855.947,HECTD4,361,393
MOZ_e12_162.8,MOZ,1679,2899
TNK1_PKc_E5_156.5,TNK1,879,820
EAF2_E3_137.3,EAF2,3098,3083
KLHL23_BTB26134_E1_1677.14,KLHL23,595,572
NUAK1_PKc_E3_152.6,NUAK1,468,325
CAPN6_1926.52,CAPN6,735,924
RFWD3_2325.157,RFWD3,310,238
USP11_2892.117,USP11,1047,972
FBXL7_1476.123,FBXL7,1353,1809
MASP2_717.3,MASP2,1540,1490
FBXO22_1212.6,FBXO22,803,883
ZNF146_E4_819.59,ZNF146,746,758
ZNF20_E4_1233.79,ZNF20,1775,2451
FOXI2_E1_208.16,FOXI2,1119,1282
MYO3A_PKc_E4_135,MYO3A,309,372
CTRB2_792.81,CTRB2,667,788
MAP3K12_PKc_E3_140.5,MAP3K12,313,413
IMMP1L_501.9,IMMP1L,881,998
MTOR_PKc_E52_75,MTOR,1296,1331
MASTL_PKc2_E9_142.2,MASTL,424,178
ZNF2_E5_666.45,ZNF2,502,521
CDC16_1863.145,CDC16,603,196
CELA3A_813.12,CELA3A,659,898
OMA1_1575.75,OMA1,1249,1444
ZNF334_E5_1401.66,ZNF334,355,413
DNAJC2_SANT_E14_101.0,DNAJC2,598,513
PYGO2_Phd_E3_162.1,PYGO2,593,680
SOCS2_597.68,SOCS2,947,1095
ATXN3L_1068.1,ATXN3L,573,673
CEBPB_E1_147.12,CEBPB,2162,1788
TRIM33_3384.348,TRIM33,438,344
HOXA11_E2_171.0,HOXA11,557,476
DCAF12_1362.63,DCAF12,552,753
KLF16_E2_137.12,KLF16,838,369
HDGF_PWWP40108_E1_771.128,HDGF,333,370
ZNF709_E4_1422.103,ZNF709,400,628
MPHOSPH8_Chromo_E2_114.3,MPHOSPH8,548,550
ZSCAN26_E4_771.33,ZSCAN26,752,898
CDRT1_2,CDRT1,1032,1045
ADAMTS18_3666.62,ADAMTS18,661,826
TMPRSS3_984.66,TMPRSS3,373,366
HOXB9_E2_177.13,HOXB9,287,279
KLF13_E2_69.0,KLF13,506,317
E2F5_E1_87.6,E2F5,1198,1089
PSEN1_1404.5,PSEN1,768,1140
PCGF3_729.88,PCGF3,481,523
TRIM8_1656.312,TRIM8,543,360
FOXL1_E1_234.12,FOXL1,997,1163
EPHA4_PKc_E12_186.13,EPHA4,1194,2021
USP31_138.2,USP31,955,935
TRIM16_1695.30,TRIM16,731,614
PMPCB_1470.16,PMPCB,837,435
CELA2B_810.16,CELA2B,220,211
ZNF586_E3_495.6,ZNF586,1311,1893
SOX5_E13_109.8,SOX5,1880,2373
KDM5B_Phd1_E8_138.8,KDM5B,699,856
RNF128_1287.74,RNF128,724,1173
STK33_PKc_E10_76.4,STK33,710,1041
RPS6KA2_PKc2_E18_77.1,RPS6KA2,772,846
ZBED2_E2_162.1,ZBED2,808,900
PRPF4B_PKc_E12_115.3,PRPF4B,512,287
EPHA3_PKc_E10_43.1,EPHA3,311,457
RNASEL_PKc_E4_195.22,RNASEL,786,946
PEX12_1080.62,PEX12,1012,1036
KLF3_E6_170.14,KLF3,695,732
SIAH1_942.12,SIAH1,973,1501
ING1_Phd_E2_635.34,ING1,342,341
RNF222_663.50,RNF222,485,534
UBE2D4_444.45,UBE2D4,1078,1011
QPCT_1086.11,QPCT,1678,1811
TESK2_PKc_E8_84.3,TESK2,415,618
TET2_e7_86.3,TET2,1024,1341
ADAMTS13_4284.79,ADAMTS13,645,778
ZNF669_E4_498.7,ZNF669,1184,1727
JUNB_E1_162.12,JUNB,500,180
CAMTA1_E7_39.0,CAMTA1,494,549
FBXL7_1476.89,FBXL7,485,572
KMT2E_Phd_E6_73.0,KMT2E,691,698
NOBOX_E5_203.2,NOBOX,584,647
SMARCA2_BD_e28_218.0,SMARCA2,1007,1100
CERS6_E3_105.4,CERS6,1092,1047
KDM3A_e21_131.13,KDM3A,1257,1348
TRIM17_1434.285,TRIM17,689,438
HIPK1_PKc_E5_87.3,HIPK1,296,345
CDC20_1500.191,CDC20,477,115
KCTD5_BTB46135_E1_705.25,KCTD5,629,1076
TUB_E10_118.4,TUB,499,567
DEAF1_E4_88.6,DEAF1,1577,2568
ZNF273_E4_1041.19,ZNF273,975,1054
RNF144B_912.4,RNF144B,635,638
KCNS2_BTB19118_E1_1434.228,KCNS2,605,734
PRKDC_PKc_E83_202.13,PRKDC,847,372
NPEPL1_1572.14,NPEPL1,793,898
TRIM31_1278.18,TRIM31,873,1338
RNF115_915.56,RNF115,625,981
EBF4_E8_82.3,EBF4,203,150
UBE2M_552.47,UBE2M,671,395
ZNF200_E5_240.12,ZNF200,852,683
TRIM16_1695.159,TRIM16,423,369
BRD1_BD_e6_237.9,BRD1,1170,1355
