Gene	sgRNA	Cont1|beta	Cont1|z	Cont1|p-value	Cont1|fdr	Cont1|wald-p-value	Cont1|wald-fdr
AAK1	6	0.17088	0.27853	0.87742	0.9807	0.7806	0.88851
AATK	6	-0.17528	-0.3517	0.74915	0.96484	0.72506	0.86271
ABL1	6	-0.18024	-0.44166	0.74602	0.96409	0.65874	0.82719
ABL2	6	-0.078332	-0.17252	0.85836	0.97955	0.86303	0.9259
ACVR1	6	0.32957	0.55132	0.69653	0.94776	0.58142	0.78444
ACVR1B	6	0.22585	0.41667	0.81513	0.97551	0.67692	0.83745
ACVR1C	6	0.34928	0.7293	0.6752	0.94388	0.46582	0.71139
ACVR2A	6	0.036523	0.060205	0.97725	0.9945	0.95199	0.9813
ACVRL1	6	0.68802	0.86791	0.34556	0.83707	0.38544	0.68713
ADCK1	6	0.84767	0.92765	0.23948	0.78839	0.35359	0.68713
ADCK2	6	-0.24427	-0.44936	0.68117	0.94388	0.65318	0.82461
ADCK3	6	-0.28592	-0.74611	0.6442	0.93714	0.4556	0.70912
ADCK4	6	-0.19337	-0.43247	0.73379	0.96229	0.6654	0.8302
ADCK5	6	-1.088	-2.228	0.15159	0.71088	0.025881	0.25068
ADRBK1	6	1.0265	0.90283	0.14761	0.70999	0.36662	0.68713
ADRBK2	6	0.27235	0.63166	0.76621	0.97327	0.52761	0.7517
AK1	6	-0.27778	-0.52637	0.65017	0.93893	0.59863	0.79636
AK2	6	0.028491	0.064972	0.96815	0.99358	0.9482	0.97853
AK3	6	0.55542	0.83939	0.45876	0.89179	0.40125	0.68823
AKT1	6	-1.4869	-3.069	0.059727	0.51852	0.0021481	0.040389
AKT2	6	0.29914	1.2468	0.73549	0.96229	0.21246	0.68713
AKT3	6	1.1455	1.0274	0.10154	0.63966	0.30424	0.68713
ALK	6	0.29604	0.7574	0.73777	0.96229	0.44881	0.70455
AMHR2	6	-0.2559	-0.61489	0.6698	0.94388	0.53863	0.7574
ANKK1	6	0.29807	0.74106	0.73635	0.96229	0.45865	0.70913
ARAF	6	0.015951	0.09042	0.95364	0.99204	0.92795	0.96615
ATM	6	-1.4767	-2.8131	0.062287	0.52143	0.0049069	0.076339
ATR	6	-2.0992	-3.8757	0.020762	0.37949	0.00010633	0.0033691
AURKA	6	0.096502	0.16392	0.9616	0.99354	0.8698	0.92983
AURKB	6	0.1889	1.104	0.85751	0.97954	0.26961	0.68713
AURKC	6	-0.5712	-1.1587	0.40415	0.8556	0.24658	0.68713
AXL	6	-0.90642	-1.519	0.21985	0.77845	0.12876	0.68563
BCR	6	1.1105	0.94905	0.11519	0.66502	0.3426	0.68713
BLK	6	-1.2885	-2.5311	0.09215	0.62308	0.011371	0.13692
BMP2K	6	1.7567	0.67851	0.0076792	0.3254	0.49745	0.73393
BMPR1A	6	-0.86298	-1.8311	0.23805	0.78839	0.067086	0.48335
BMPR1B	6	-0.30688	-0.65257	0.6223	0.9303	0.51403	0.74423
BMPR2	6	0.58235	0.85785	0.43458	0.87414	0.39098	0.68713
BRAF	6	0.74011	1.024	0.30688	0.8221	0.30583	0.68713
BRSK1	6	-0.81048	-1.6802	0.26792	0.81313	0.092914	0.58489
BRSK2	6	-0.77507	-1.3645	0.28612	0.81869	0.17241	0.68713
BTK	6	-0.57212	-1.1272	0.40301	0.8556	0.25966	0.68713
BUB1	6	-0.92476	-1.9161	0.21189	0.7731	0.055349	0.41494
BUB1B	6	-0.9734	-2.0317	0.19482	0.76027	0.042186	0.35149
CAMK1	6	-0.58561	-1.2707	0.39477	0.84939	0.20384	0.68713
CAMK1D	6	1.3095	0.83976	0.057452	0.51852	0.40105	0.68823
CAMK1G	6	1.0025	1.0818	0.15956	0.72506	0.27932	0.68713
CAMK2A	6	0.90766	0.8848	0.20364	0.76333	0.37627	0.68713
CAMK2B	6	-0.55298	-1.3534	0.41695	0.86643	0.17594	0.68713
CAMK2D	6	0.64652	0.79321	0.37742	0.84498	0.42765	0.69752
CAMK2G	6	-1.5978	-2.6536	0.049488	0.50562	0.0079639	0.10606
CAMK4	6	-0.54845	-1.2364	0.42036	0.86737	0.2163	0.68713
CAMKK1	6	1.7511	0.76406	0.0079636	0.3254	0.44483	0.70285
CAMKK2	6	-44.749	-60.904	0.0017065	0.2069	0	0
CAMKV	6	-0.78658	-1.607	0.28214	0.81869	0.10806	0.62906
CASK	6	0.55937	1.0527	0.45535	0.89179	0.29248	0.68713
CDC42BPA	6	-0.59494	-1.3994	0.38823	0.84783	0.16168	0.68713
CDC42BPB	6	0.48054	0.64936	0.52588	0.90467	0.51611	0.74514
CDC42BPG	6	-0.19209	-0.3688	0.73436	0.96229	0.71228	0.85499
CDC7	6	-1.486	-2.6348	0.059727	0.51852	0.008418	0.11008
CDK1	8	-2.748	-4.9338	0.0099545	0.3254	8.0663e-07	4.6494e-05
CDK10	6	0.26529	0.49951	0.77389	0.97457	0.61742	0.80641
CDK11A	6	0.55379	0.73528	0.46047	0.89179	0.46217	0.70998
CDK11B	6	-1.4029	-2.3281	0.069966	0.55782	0.019906	0.2083
CDK12	6	-0.9619	-1.6551	0.19795	0.76092	0.097906	0.59972
CDK13	6	0.15601	0.50216	0.8942	0.98467	0.61556	0.80489
CDK14	6	0.1369	0.28009	0.9198	0.98939	0.77941	0.8883
CDK15	6	-0.021754	-0.05344	0.91183	0.9874	0.95738	0.98337
CDK16	6	1.5645	0.73681	0.022184	0.38278	0.46124	0.70995
CDK17	6	-0.28521	-0.63808	0.64448	0.93714	0.52342	0.74823
CDK18	6	-1.7092	-2.8362	0.038965	0.46758	0.0045649	0.072626
CDK2	6	-1.9264	-3.1496	0.025882	0.40265	0.0016349	0.032662
CDK20	6	-0.64246	-1.531	0.3595	0.83707	0.12576	0.67817
CDK3	6	-0.59523	-1.4129	0.38823	0.84783	0.15767	0.68713
CDK4	6	-1.861	-2.9555	0.028441	0.42373	0.0031218	0.053282
CDK5	6	0.40977	0.71167	0.60438	0.92512	0.47667	0.71838
CDK6	6	1.0211	0.9419	0.15131	0.71088	0.34624	0.68713
CDK7	6	-2.0416	-3.8964	0.0219	0.38278	9.7625e-05	0.0031491
CDK9	11	-1.8807	-4.8372	0.0071104	0.3254	1.3169e-06	7.0153e-05
CDKL1	6	0.8999	1.0149	0.20904	0.77206	0.31013	0.68713
CDKL2	6	-1.0707	-2.2147	0.15899	0.72503	0.026777	0.25794
CDKL3	6	-0.094046	-0.25946	0.84101	0.9785	0.79528	0.89565
CDKL4	6	-0.55469	-1.0031	0.41667	0.86635	0.31583	0.68713
CDKL5	6	-0.4901	-1.5694	0.46331	0.89179	0.11656	0.65241
CHEK1	6	-2.9694	-4.7438	0.011661	0.3254	2.0971e-06	0.00010533
CHEK2	6	-0.77664	-1.4169	0.28555	0.81869	0.15652	0.68713
CHUK	6	1.8498	0.7729	0.0042662	0.28333	0.43958	0.70174
CIT	6	0.22546	0.49522	0.81513	0.97551	0.62044	0.80781
CLK1	6	1.0848	1.1087	0.12344	0.67368	0.26756	0.68713
CLK2	6	-0.61881	-1.2977	0.37372	0.84498	0.19441	0.68713
CLK3	6	-0.16941	-0.3195	0.7554	0.96687	0.74935	0.87648
CLK4	6	0.71508	0.86393	0.32708	0.83668	0.38762	0.68713
CSF1R	6	0.46456	0.73334	0.54266	0.90683	0.46335	0.71019
CSK	6	0.064066	0.13571	0.9909	0.99743	0.89205	0.94382
CSNK1A1	6	-0.71305	-1.4476	0.31598	0.82849	0.14773	0.68713
CSNK1D	6	-0.78134	-1.4667	0.28356	0.81869	0.14246	0.68713
CSNK1E	6	-0.4117	-0.76314	0.52986	0.90467	0.44538	0.70285
CSNK1G1	6	0.65446	0.88765	0.37088	0.84498	0.37473	0.68713
CSNK1G2	6	-0.17165	-0.35089	0.75256	0.96574	0.72567	0.86315
CSNK1G3	6	0.77172	1.0321	0.2884	0.81869	0.30201	0.68713
CSNK2A1	5	-3.5458	-5.5209	0.0099545	0.3254	3.3728e-08	2.7578e-06
CSNK2A2	6	0.0044389	0.012927	0.94084	0.99072	0.98969	0.99799
DAPK1	6	1.0747	1.0078	0.12656	0.67368	0.31356	0.68713
DAPK2	6	-1.9353	-3.2041	0.025597	0.4	0.0013548	0.028353
DAPK3	6	-1.8509	-3.0591	0.029863	0.4251	0.00222	0.041169
DCLK1	6	-0.41249	-0.81499	0.52929	0.90467	0.41508	0.69348
DCLK2	6	1.1878	0.86577	0.085893	0.61258	0.38661	0.68713
DCLK3	6	-0.52536	-1.1617	0.43601	0.875	0.24537	0.68713
DDR1	6	-0.32979	-0.6243	0.60154	0.92398	0.53243	0.75333
DDR2	6	-0.12429	-0.25714	0.80887	0.97499	0.79707	0.89671
DMPK	6	-1.3107	-2.6042	0.088168	0.61538	0.00921	0.11733
DSTYK	6	0.40828	0.72044	0.60637	0.92543	0.47125	0.71438
DYRK1A	6	1.9545	0.59155	0.0028441	0.2439	0.55415	0.7683
DYRK1B	6	-0.053491	-0.11842	0.8814	0.9807	0.90574	0.95147
DYRK2	6	0.46206	0.58978	0.54494	0.90683	0.55534	0.76903
DYRK3	6	-1.2441	-2.7572	0.10239	0.63966	0.0058303	0.085772
DYRK4	6	-1.0254	-1.8375	0.17605	0.73722	0.066143	0.47955
EEF2K	6	-0.68854	-1.7783	0.33134	0.83668	0.075362	0.52574
EGFR	6	-0.37963	-0.95883	0.55859	0.90683	0.33764	0.68713
EIF2AK1	6	-0.61711	-1.3351	0.37543	0.84498	0.18186	0.68713
EIF2AK2	6	-1.3086	-2.6576	0.088168	0.61538	0.0078707	0.10522
EIF2AK3	6	-0.22403	-0.44712	0.70307	0.95079	0.65479	0.82488
EIF2AK4	12	-0.82303	-2.4068	0.095563	0.63636	0.016094	0.17851
EPHA1	6	1.1266	0.89391	0.10893	0.65025	0.37137	0.68713
EPHA10	6	-0.66613	-1.4662	0.34784	0.83707	0.14259	0.68713
EPHA2	6	-0.20225	-0.50211	0.72497	0.96152	0.61559	0.80489
EPHA3	6	0.75491	1.1157	0.29778	0.81994	0.26456	0.68713
EPHA4	6	0.069538	0.13566	0.98578	0.99743	0.89209	0.94382
EPHA5	6	0.49072	0.77636	0.51593	0.90467	0.43754	0.69958
EPHA6	6	0.23534	0.42015	0.80518	0.97493	0.67438	0.83652
EPHA7	6	-0.26657	-0.52801	0.66013	0.94044	0.59749	0.79575
EPHA8	6	-0.25675	-0.70619	0.66809	0.94224	0.48007	0.72134
EPHB1	6	-0.42305	-1.2308	0.51934	0.90467	0.21838	0.68713
EPHB2	6	0.2431	0.53271	0.79721	0.97493	0.59424	0.79442
EPHB3	6	0.11678	0.26485	0.9397	0.99072	0.79113	0.89297
EPHB4	6	-0.26857	-0.63762	0.657	0.94001	0.52372	0.74823
EPHB6	6	0.10559	0.21116	0.95137	0.99204	0.83276	0.91016
ERBB2	6	0.28651	0.63231	0.74801	0.96409	0.52718	0.7517
ERBB3	6	0.36431	0.58908	0.65557	0.94001	0.55581	0.76938
ERBB4	6	0.49717	1.0173	0.51024	0.90467	0.30902	0.68713
ERN1	6	-0.64969	-1.2849	0.35552	0.83707	0.19884	0.68713
FASTK	6	-0.42197	-1.1241	0.52105	0.90467	0.26097	0.68713
FER	6	-0.28657	-0.65518	0.64391	0.93714	0.51235	0.74408
FES	6	-0.40753	-0.8715	0.53242	0.90467	0.38348	0.68713
FGFR1	6	-0.59657	-1.5645	0.38766	0.84783	0.11769	0.65373
FGFR2	6	-0.0024733	-0.005574	0.93345	0.99034	0.99555	1
FGFR3	6	-0.68116	-1.3183	0.33532	0.83707	0.18741	0.68713
FGFR4	6	-0.98238	-1.6202	0.19027	0.75224	0.1052	0.62182
FGR	6	-0.38086	-0.97749	0.55745	0.90683	0.32833	0.68713
FLT1	6	1.3512	0.84525	0.050626	0.50562	0.39797	0.68713
FLT3	6	0.55071	1.0149	0.46303	0.89179	0.31017	0.68713
FLT4	6	-0.69212	-1.3333	0.32964	0.83668	0.18242	0.68713
FRK	6	-1.0089	-2.2474	0.1806	0.74269	0.024615	0.24243
FYN	6	0.90723	1.06	0.20364	0.76333	0.28915	0.68713
GAK	6	-0.68391	-1.2904	0.33447	0.83707	0.19692	0.68713
GCK	6	1.1347	0.85022	0.10552	0.63966	0.3952	0.68713
GRK4	6	-0.58008	-1.1676	0.3979	0.85046	0.24297	0.68713
GRK5	6	0.72533	0.94271	0.31826	0.83197	0.34583	0.68713
GRK6	6	0.85004	1.0287	0.23834	0.78839	0.30362	0.68713
GSG2	6	1.0255	0.95868	0.14846	0.7102	0.33772	0.68713
GSK3A	6	1.1795	0.87498	0.088453	0.61538	0.38159	0.68713
GSK3B	6	0.58151	0.88703	0.43601	0.875	0.37506	0.68713
GUCY2D	6	-0.0090013	-0.021109	0.92634	0.98939	0.98316	0.99599
GUCY2F	6	-0.24563	-0.4674	0.67947	0.94388	0.64021	0.81581
HCK	6	-1.3791	-1.5965	0.076223	0.58442	0.11038	0.63416
HIPK1	6	0.73306	0.98068	0.31115	0.823	0.32675	0.68713
HIPK2	6	0.050177	0.11156	0.99232	0.99743	0.91117	0.9549
HIPK3	6	-0.96806	-1.702	0.19568	0.76092	0.088747	0.57121
HIPK4	6	1.113	0.88274	0.11433	0.66502	0.37738	0.68713
HUNK	6	0.29888	0.55899	0.73549	0.96229	0.57617	0.77949
ICK	6	-0.2062	-0.39714	0.71957	0.95942	0.69127	0.84456
IGF1R	6	-1.2582	-2.4054	0.098407	0.63787	0.016157	0.17864
IKBKB	6	1.181	0.92897	0.088453	0.61538	0.3529	0.68713
IKBKE	6	0.33702	0.56092	0.68942	0.94503	0.57485	0.77918
ILK	6	-0.05338	-0.12183	0.8814	0.9807	0.90303	0.94986
INSR	6	-2.1624	-4.2338	0.019056	0.37363	2.2982e-05	0.00088797
INSRR	6	-0.47863	-1.0344	0.47526	0.89305	0.30095	0.68713
IRAK1	6	0.41128	0.73623	0.60097	0.92392	0.46159	0.70995
IRAK2	6	1.5567	0.85626	0.022469	0.38278	0.39185	0.68713
IRAK3	6	-1.0916	-2.0978	0.15046	0.71088	0.035922	0.31814
IRAK4	6	0.44795	0.75591	0.56428	0.90868	0.4497	0.70493
ITK	6	0.29353	0.78988	0.74033	0.96229	0.4296	0.69752
JAK1	12	0.34494	0.80307	0.55546	0.90683	0.42193	0.69484
JAK2	12	-0.47445	-1.3269	0.31286	0.823	0.18455	0.68713
JAK3	12	-0.091504	-0.27345	0.76934	0.97457	0.78451	0.89007
KALRN	5	-1.7739	-2.9714	0.043231	0.47664	0.0029644	0.051424
KDR	6	-0.31663	-0.57309	0.61291	0.92648	0.56658	0.77467
KIAA1804	6	0.64235	1.0298	0.38197	0.84678	0.3031	0.68713
KIT	6	0.27546	0.72095	0.76308	0.97107	0.47094	0.71434
KSR1	6	1.1925	0.93464	0.084755	0.61145	0.34997	0.68713
KSR2	6	-1.4862	-2.7837	0.059727	0.51852	0.0053746	0.081453
LATS1	6	1.1894	1.0687	0.085609	0.61179	0.28518	0.68713
LATS2	6	-0.31446	-0.63784	0.61576	0.92811	0.52358	0.74823
LCK	6	-0.057227	-0.12973	0.87799	0.9807	0.89678	0.94545
LIMK1	6	-0.21172	-0.50641	0.7153	0.95898	0.61257	0.80452
LIMK2	6	0.1514	0.44735	0.90017	0.98506	0.65462	0.82488
LMTK2	6	-0.27931	-0.54651	0.64932	0.93893	0.58472	0.78709
LMTK3	6	-1.1689	-2.588	0.12486	0.67368	0.0096538	0.12166
LRRK1	6	0.76242	1.0905	0.29352	0.81869	0.2755	0.68713
LRRK2	6	0.82567	0.89591	0.25114	0.80127	0.3703	0.68713
LTK	6	-0.58527	-1.3367	0.39477	0.84939	0.18131	0.68713
LYN	6	-0.21008	-0.45617	0.71644	0.95898	0.64827	0.82137
MAK	6	0.85214	1.0121	0.23749	0.78839	0.31148	0.68713
MAP2K1	6	-0.0482	-0.10539	0.88595	0.98203	0.91606	0.95812
MAP2K2	6	0.76839	0.8351	0.29096	0.81869	0.40366	0.68997
MAP2K3	6	-0.68773	-1.5199	0.3322	0.83668	0.12854	0.68563
MAP2K4	6	0.65677	1.0309	0.36889	0.84495	0.3026	0.68713
MAP2K5	6	0.39176	1.3116	0.62258	0.9303	0.18967	0.68713
MAP2K6	6	-0.39018	-0.83759	0.55006	0.90683	0.40226	0.68925
MAP2K7	6	0.11693	0.24839	0.93942	0.99072	0.80383	0.90008
MAP3K1	17	0.049279	0.22866	0.99175	0.99743	0.81914	0.90574
MAP3K10	6	0.20916	0.44887	0.8339	0.97736	0.65353	0.82461
MAP3K11	6	0.88819	0.91778	0.21615	0.77576	0.35873	0.68713
MAP3K12	6	-2.7831	-5.0491	0.012514	0.33113	4.4391e-07	2.8903e-05
MAP3K13	6	-1.8666	-4.1912	0.028157	0.42373	2.7748e-05	0.0010491
MAP3K14	6	-0.33802	-0.87088	0.59414	0.92108	0.38382	0.68713
MAP3K2	6	1.1905	0.88367	0.08504	0.61145	0.37688	0.68713
MAP3K3	6	-2.2163	-3.8565	0.017349	0.35882	0.00011504	0.0035795
MAP3K4	6	-0.15496	-0.39894	0.7719	0.97457	0.68994	0.84377
MAP3K5	6	0.34295	0.64389	0.68259	0.94388	0.51965	0.74514
MAP3K6	6	0.60694	0.75819	0.41155	0.86105	0.44833	0.70455
MAP3K7	6	0.057786	0.17135	0.99915	0.99915	0.86395	0.9259
MAP3K8	6	0.47212	1.1816	0.53328	0.90467	0.23737	0.68713
MAP3K9	6	-0.97119	-2.2758	0.19511	0.76053	0.022857	0.22831
MAP4K1	6	-0.10456	-0.2169	0.83163	0.97736	0.82829	0.90764
MAP4K3	6	0.80682	1.007	0.26422	0.80994	0.31393	0.68713
MAP4K4	6	0.096251	0.24019	0.96217	0.99356	0.81019	0.90398
MAP4K5	6	-1.2273	-1.5654	0.10552	0.63966	0.11748	0.6536
MAPK1	6	0.97684	0.89296	0.17093	0.73221	0.37188	0.68713
MAPK10	6	0.61653	0.89432	0.40415	0.8556	0.37115	0.68713
MAPK11	6	0.9145	0.94888	0.2008	0.76333	0.34268	0.68713
MAPK12	6	-0.18211	-0.37647	0.74403	0.96389	0.70657	0.85195
MAPK13	6	-0.38007	-0.70194	0.55774	0.90683	0.48272	0.72346
MAPK14	6	-0.23958	-0.51765	0.68629	0.94442	0.6047	0.7996
MAPK15	6	-0.061564	-0.12249	0.87514	0.9807	0.90251	0.94986
MAPK3	6	0.21737	1.4905	0.82338	0.97736	0.13608	0.68713
MAPK6	6	0.35883	0.50773	0.66268	0.94174	0.61164	0.80452
MAPK7	6	-1.0379	-1.9819	0.17008	0.73221	0.047495	0.37442
MAPK8	6	-0.10186	-0.18985	0.83447	0.97736	0.84943	0.9198
MAPK9	6	0.035502	0.063753	0.97526	0.9945	0.94917	0.97903
MAPKAPK2	6	-0.2314	-0.53371	0.69625	0.94776	0.59354	0.7942
MAPKAPK3	6	-0.058103	-0.19627	0.87799	0.9807	0.8444	0.91677
MAPKAPK5	6	-0.079231	-0.17079	0.85779	0.97954	0.86439	0.9259
MARK1	6	-0.25719	-0.5409	0.6678	0.94222	0.58857	0.79009
MARK2	6	-0.093647	-0.18385	0.8413	0.9785	0.85413	0.92149
MARK3	6	0.71975	0.92702	0.32338	0.83668	0.35392	0.68713
MARK4	6	0.2086	0.33858	0.83419	0.97736	0.73493	0.87012
MAST1	6	-0.92513	-1.7182	0.21132	0.7731	0.085753	0.56042
MAST2	6	-1.0011	-1.8038	0.18259	0.74651	0.071266	0.50518
MAST3	6	-0.13543	-0.36918	0.7975	0.97493	0.71199	0.85499
MAST4	6	-0.83546	-2.212	0.25256	0.80282	0.026969	0.25837
MASTL	12	-0.3134	-0.90795	0.47639	0.89305	0.3639	0.68713
MATK	6	-0.6481	-1.1064	0.35609	0.83707	0.26854	0.68713
MELK	6	0.1371	0.31525	0.91866	0.98867	0.75258	0.87751
MERTK	6	-0.01602	-0.038709	0.91667	0.98866	0.96912	0.98967
MET	6	-33.95	-46.28	0.0042662	0.28333	0	0
MINK1	6	-1.1716	-2.852	0.12258	0.67368	0.004344	0.070611
MKNK1	6	-0.73957	-1.3414	0.30119	0.81994	0.17979	0.68713
MKNK2	6	0.89887	1.042	0.20933	0.7723	0.29742	0.68713
MLKL	6	-0.23215	-0.55895	0.69511	0.94776	0.5762	0.77949
MOK	6	-0.79921	-1.4104	0.27474	0.81313	0.15843	0.68713
MOS	6	-0.89503	-1.3633	0.22298	0.78166	0.17278	0.68713
MST1R	6	0.59878	1.2662	0.41923	0.86737	0.20545	0.68713
MTOR	6	-0.44499	-1.3652	0.5	0.90072	0.17219	0.68713
MUSK	6	0.19256	0.68412	0.85324	0.97954	0.4939	0.73181
MYLK2	6	0.38128	0.76062	0.63424	0.93384	0.44689	0.70404
MYLK3	6	0.15363	0.30565	0.89875	0.98473	0.75987	0.87955
MYLK4	6	-0.38533	-0.85922	0.55489	0.90683	0.39022	0.68713
MYO3A	6	0.34428	0.6106	0.68117	0.94388	0.54147	0.75812
MYO3B	6	0.49165	0.98619	0.51564	0.90467	0.32404	0.68713
NEK1	6	-0.89073	-1.3235	0.22497	0.78384	0.18566	0.68713
NEK10	6	-0.25043	-0.80913	0.67577	0.94388	0.41844	0.69464
NEK11	6	-0.53231	-1.0764	0.43117	0.87414	0.28176	0.68713
NEK2	6	-1.1624	-2.2565	0.12685	0.67368	0.024038	0.23943
NEK3	6	1.392	0.90329	0.043515	0.47664	0.36637	0.68713
NEK4	6	0.1758	0.38693	0.87173	0.9807	0.69881	0.84914
NEK5	6	0.23494	0.32874	0.80518	0.97493	0.74235	0.87521
NEK6	6	-0.82754	-1.5185	0.25597	0.80282	0.1289	0.68563
NEK7	6	0.68722	1.1819	0.34613	0.83707	0.23725	0.68713
NEK8	6	0.78096	0.98502	0.281	0.81869	0.32462	0.68713
NEK9	6	-1.0829	-1.7731	0.1533	0.71296	0.076207	0.52849
NIM1K	6	0.46863	0.77678	0.5384	0.90488	0.43729	0.6995
NLK	6	0.47605	0.73891	0.52901	0.90467	0.45996	0.70962
NPR1	6	0.47151	0.88529	0.53385	0.90467	0.376	0.68713
NPR2	6	-0.045613	-0.20742	0.88766	0.98238	0.83569	0.91222
NRBP1	6	-1.098	-2.3764	0.14676	0.70879	0.017482	0.18913
NRBP2	6	0.45764	0.81036	0.5529	0.90683	0.41773	0.69464
NRK	6	0.94541	1.1646	0.18828	0.75224	0.2442	0.68713
NTRK1	6	-2.0105	-3.776	0.022753	0.38278	0.00015935	0.0048298
NTRK2	6	-1.067	-1.9321	0.16041	0.72506	0.053349	0.40426
NTRK3	6	0.14874	0.42106	0.90387	0.98635	0.67371	0.8365
NUAK1	6	0.8579	0.8907	0.23464	0.78839	0.37309	0.68713
NUAK2	6	0.11378	0.18516	0.94454	0.99166	0.8531	0.92105
OBSCN	12	-1.033	-2.4788	0.041524	0.46965	0.013183	0.15297
OXSR1	6	-0.06548	-0.16017	0.87173	0.9807	0.87275	0.93157
PAK1	6	0.4239	0.91127	0.58874	0.91936	0.36215	0.68713
PAK2	6	-0.24032	-0.49351	0.68601	0.9444	0.62165	0.80781
PAK3	6	0.31028	0.52751	0.72241	0.95994	0.59784	0.79592
PAK4	6	0.46046	0.83295	0.54949	0.90683	0.40487	0.6909
PAK6	6	0.49738	0.82411	0.51024	0.90467	0.40988	0.69092
PAK7	6	0.24695	0.71245	0.79295	0.97493	0.47619	0.71795
PASK	6	-1.9114	-3.2747	0.026166	0.40529	0.0010577	0.023537
PBK	6	0.69067	1.0157	0.34414	0.83707	0.30976	0.68713
PDGFRA	6	1.2033	1.0029	0.082765	0.60248	0.3159	0.68713
PDGFRB	6	0.11069	0.1764	0.94653	0.99166	0.85998	0.92524
PDIK1L	6	0.40443	0.73417	0.61064	0.92543	0.46285	0.71002
PDK1	5	-0.27739	-0.50181	0.68402	0.94388	0.6158	0.80489
PDK2	6	-0.53271	-0.89218	0.4306	0.87414	0.37229	0.68713
PDK3	6	-0.46222	-0.85958	0.48777	0.89509	0.39002	0.68713
PDK4	6	0.15449	0.29743	0.89704	0.98471	0.76614	0.88329
PDPK1	5	-1.9476	-2.6862	0.029863	0.4251	0.0072259	0.09829
PHKG1	6	1.3557	0.92026	0.050341	0.50562	0.35744	0.68713
PHKG2	6	-1.0342	-2.172	0.17264	0.73221	0.029855	0.27901
PIK3R4	6	-0.44271	-0.84651	0.50142	0.90133	0.39727	0.68713
PIM1	6	0.62377	0.82612	0.39704	0.84967	0.40874	0.69092
PIM2	6	-0.3943	-0.79991	0.5475	0.90683	0.42376	0.69484
PIM3	6	-1.1162	-2.0867	0.14164	0.70339	0.036918	0.3237
PINK1	6	-0.14869	-0.32654	0.77844	0.97493	0.74402	0.87521
PKMYT1	6	-3.2513	-4.9693	0.010808	0.3254	6.7192e-07	4.0042e-05
PKN1	6	0.26736	0.4336	0.77218	0.97457	0.66458	0.82978
PKN2	6	0.67005	0.85653	0.35893	0.83707	0.3917	0.68713
PKN3	6	-0.35774	-0.6886	0.57509	0.91081	0.49107	0.72945
PLK1	6	-1.1077	-2.0333	0.14391	0.70839	0.042018	0.35092
PLK2	6	-0.094124	-0.18636	0.84101	0.9785	0.85216	0.92105
PLK3	6	0.32542	0.52871	0.70336	0.95079	0.59701	0.7957
PLK4	6	-0.84025	-1.2443	0.25057	0.80127	0.21339	0.68713
PNCK	6	0.79379	1.053	0.27105	0.81313	0.29235	0.68713
POMK	4	0.69175	0.78412	0.44482	0.88113	0.43297	0.69752
PRKAA1	6	0.06096	0.13245	0.99573	0.99744	0.89463	0.94382
PRKAA2	6	0.16237	0.29714	0.88652	0.98235	0.76636	0.88329
PRKACA	6	-0.12344	-0.25625	0.8103	0.97502	0.79776	0.89671
PRKACB	6	1.0822	0.88139	0.12429	0.67368	0.37811	0.68713
PRKACG	6	-1.4609	-2.6159	0.064562	0.53412	0.0088988	0.11503
PRKCA	6	-0.040003	-0.10808	0.89278	0.98401	0.91393	0.95722
PRKCB	6	-0.39847	-0.98354	0.54181	0.90671	0.32534	0.68713
PRKCD	6	0.79154	0.81518	0.27247	0.81313	0.41497	0.69348
PRKCE	6	-0.19091	-0.33751	0.73606	0.96229	0.73574	0.87041
PRKCG	6	-1.7904	-3.0644	0.032708	0.43561	0.0021811	0.040791
PRKCH	6	1.1025	1.0999	0.11889	0.67244	0.27139	0.68713
PRKCI	6	0.31134	0.49571	0.72099	0.95986	0.6201	0.80781
PRKCQ	6	0.23886	0.44533	0.80262	0.97493	0.65608	0.82591
PRKCZ	6	-0.35969	-0.89607	0.57338	0.91028	0.37021	0.68713
PRKD1	6	-0.18415	-0.34194	0.74175	0.96343	0.7324	0.86909
PRKD2	6	-0.52066	-1.1116	0.4397	0.87841	0.26629	0.68713
PRKD3	6	0.25506	1.1262	0.78527	0.97493	0.26009	0.68713
PRKDC	6	-0.98413	-2.5567	0.18942	0.75224	0.010568	0.13106
PRKG1	6	1.1835	1.0823	0.087884	0.61538	0.27913	0.68713
PRKG2	6	1.3421	0.94236	0.052048	0.50833	0.34601	0.68713
PRKX	6	0.4739	0.87717	0.53129	0.90467	0.3804	0.68713
PRKY	5	-0.71101	-1.3237	0.36832	0.84495	0.18559	0.68713
PRPF4B	6	-2.9113	-4.7005	0.011661	0.3254	2.5952e-06	0.000125
PSKH1	6	-1.0499	-2.025	0.1661	0.73221	0.042866	0.35463
PSKH2	6	-0.6948	-1.4512	0.32821	0.83668	0.14673	0.68713
PTK2	6	-0.23641	-0.45984	0.68942	0.94503	0.64563	0.81981
PTK2B	6	-1.2579	-2.5973	0.098692	0.63787	0.009395	0.11882
PTK6	6	-0.20669	-0.56255	0.719	0.95942	0.57374	0.77857
PTK7	6	0.11259	0.29443	0.94596	0.99166	0.76843	0.88385
RAF1	6	1.1068	1.067	0.11718	0.67244	0.28598	0.68713
