Gene	sgRNA	Cont1|beta	Cont1|z	Cont1|p-value	Cont1|fdr	Cont1|wald-p-value	Cont1|wald-fdr
LEF1	6	-0.045583	-0.1505	0.88766	0.98238	0.88037	0.93657
LEUTX	7	0.46003	1.415	0.52787	0.90467	0.15707	0.68713
LHX1	6	-0.035537	-0.107	0.8979	0.98472	0.91479	0.95783
LHX2	6	1.1907	0.95256	0.08504	0.61145	0.34081	0.68713
LHX3	6	-1.1955	-1.9946	0.1149	0.66502	0.046086	0.3691
LHX4	6	-0.81777	-1.5263	0.26138	0.8049	0.12695	0.68144
LHX5	6	-1.1081	-2.4582	0.14363	0.70839	0.013965	0.1589
LHX6	6	0.92483	0.92812	0.19738	0.76092	0.35335	0.68713
LHX8	7	1.0383	1.1124	0.10637	0.64372	0.26598	0.68713
LHX9	6	0.17763	0.30771	0.87031	0.9807	0.7583	0.8792
LIN28A	5	0.88488	0.98871	0.2554	0.80282	0.32281	0.68713
LIN28B	2	-0.13198	-1.3121	0.88168	0.9807	0.18948	0.68713
LITAF	6	-0.4313	-0.9427	0.51223	0.90467	0.34583	0.68713
LMX1A	6	-0.25824	-0.60976	0.66695	0.94177	0.54202	0.75812
LMX1B	6	-0.71896	-1.5369	0.31143	0.823	0.12432	0.6735
LYL1	6	0.4603	0.67335	0.54949	0.90683	0.50073	0.73393
MAF	6	-1.1623	-2.6697	0.12685	0.67368	0.0075922	0.1022
MAFA	6	0.51423	0.90021	0.49175	0.89818	0.36801	0.68713
MAFB	6	-0.013526	-0.024802	0.91866	0.98867	0.98021	0.99599
MAFF	6	-1.1346	-2.1977	0.13538	0.68786	0.027967	0.26568
MAFG	6	0.052819	0.098732	0.99516	0.99743	0.92135	0.96155
MAFK	6	-1.0349	-2.4629	0.17179	0.73221	0.013782	0.1581
MAX	6	-1.1118	-1.9848	0.14278	0.70804	0.04717	0.3727
MAZ	6	-0.49529	-1.246	0.4599	0.89179	0.21277	0.68713
MBD1	37	0.96778	2.5976	0.0014221	0.2069	0.0093882	0.11882
MBD2	12	0.086071	0.30998	0.94909	0.99204	0.75658	0.8788
MBD3	20	0.66091	1.6502	0.1041	0.63966	0.098894	0.60367
MBD4	12	0.38935	1.5044	0.49716	0.89964	0.13247	0.68713
MECOM	7	-0.31977	-0.69419	0.57565	0.91089	0.48756	0.72737
MECP2	12	0.71268	1.975	0.17065	0.73221	0.048265	0.37795
MEF2A	5	0.76002	1.1959	0.34073	0.83707	0.23175	0.68713
MEF2B	6	-0.48679	-0.93007	0.46644	0.89179	0.35234	0.68713
MEF2C	6	-0.68522	-1.6602	0.33362	0.83707	0.096879	0.59671
MEF2D	6	-0.69226	-1.3073	0.32964	0.83668	0.19109	0.68713
MEIS1	5	0.68804	0.86285	0.39135	0.84939	0.38822	0.68713
MEIS2	6	0.47556	1.3858	0.52929	0.90467	0.1658	0.68713
MEIS3	7	-0.72584	-1.6687	0.26962	0.81313	0.095175	0.59333
MEOX1	6	-0.27625	-0.73946	0.65159	0.93893	0.45963	0.70956
MEOX2	6	-0.0025052	-0.0053556	0.93345	0.99034	0.99573	1
MESP1	6	-0.093819	-0.17348	0.8413	0.9785	0.86227	0.9259
MESP2	6	0.66106	0.86514	0.36462	0.84176	0.38696	0.68713
MGA	8	-0.11094	-0.27029	0.78385	0.97493	0.78694	0.89174
MIER3	6	0.71579	1.3862	0.32622	0.83668	0.16568	0.68713
MITF	6	0.21366	0.506	0.82736	0.97736	0.61286	0.80452
MIXL1	6	0.46857	0.89092	0.5384	0.90488	0.37297	0.68713
MLX	6	-0.30728	-0.56647	0.62173	0.93021	0.57108	0.77697
MLXIP	7	0.42194	0.97268	0.56399	0.90868	0.33071	0.68713
MLXIPL	6	-0.23795	-0.56576	0.68714	0.94451	0.57156	0.77711
MNT	7	1.6701	0.82405	0.0054039	0.29231	0.40991	0.69092
MNX1	6	1.1724	0.99343	0.090728	0.61942	0.3205	0.68713
MSC	6	-0.98969	-1.7092	0.18515	0.74742	0.08741	0.56599
MSGN1	6	-0.47029	-1.3119	0.4818	0.89305	0.18957	0.68713
MSX1	6	-1.1243	-2.1694	0.13879	0.69615	0.030055	0.27956
MSX2	6	-0.52441	-1.2191	0.43658	0.87564	0.22279	0.68713
MTA1	18	0.61024	1.6729	0.15501	0.71616	0.094351	0.59028
MTA2	17	0.15751	0.54166	0.79835	0.97493	0.58805	0.79009
MTA3	18	0.45486	1.5884	0.31997	0.83432	0.1122	0.64043
MTF1	7	0.46625	0.94071	0.52389	0.90467	0.34685	0.68713
MXD1	6	1.2066	0.98513	0.08248	0.60166	0.32456	0.68713
MXD3	6	0.44233	0.7831	0.56826	0.90868	0.43357	0.69752
MXD4	6	-0.16626	-0.49464	0.75967	0.96881	0.62086	0.80781
MXI1	6	0.20995	0.47035	0.83276	0.97736	0.63811	0.81437
MYB	24	0.68586	2.0133	0.068828	0.55632	0.044088	0.36146
MYBL1	22	0.5779	1.7191	0.14619	0.70839	0.085594	0.56042
MYBL2	25	-1.3325	-4.9812	0.00085324	0.2069	6.3193e-07	3.898e-05
MYC	6	-5.0363	-7.8367	0.010239	0.3254	4.6268e-15	5.81e-13
MYCL	6	0.52253	0.96682	0.48436	0.89413	0.33363	0.68713
MYCN	6	-2.0293	-4.5493	0.0219	0.38278	5.3833e-06	0.00023959
MYF5	8	0.71253	1.0952	0.26507	0.81185	0.27341	0.68713
MYF6	6	1.3143	1.0418	0.056598	0.51852	0.29752	0.68713
MYNN	12	-0.22816	-0.86512	0.58476	0.91622	0.38697	0.68713
MYOD1	6	-0.14067	-0.28278	0.78982	0.97493	0.77735	0.88806
MYOG	6	0.52162	1.0494	0.48493	0.89413	0.29399	0.68713
MYRF	6	-0.038841	-0.081	0.89505	0.98467	0.93544	0.96956
MYSM1	18	0.4383	1.4776	0.34386	0.83707	0.13952	0.68713
MYT1	8	0.034691	0.081503	0.97355	0.9945	0.93504	0.96956
MYT1L	8	0.66514	1.2588	0.30176	0.81994	0.20809	0.68713
MZF1	6	-2.4088	-4.8393	0.015643	0.34146	1.303e-06	7.0153e-05
NANOG	6	1.1759	0.93517	0.089306	0.61569	0.3497	0.68713
NCOR1	20	-0.57961	-2.8071	0.13652	0.69065	0.0049983	0.077418
NCOR2	18	0.93578	1.8236	0.018771	0.37079	0.06822	0.48951
NEUROD1	6	0.45312	0.93133	0.5566	0.90683	0.35168	0.68713
NEUROD2	7	0.74587	1.0504	0.27275	0.81313	0.29354	0.68713
NEUROD4	6	0.44656	0.77178	0.56513	0.90868	0.44025	0.70174
NEUROD6	6	0.3453	0.6546	0.6806	0.94388	0.51273	0.74423
NEUROG1	6	0.10001	0.23039	0.95677	0.99204	0.81779	0.90574
NEUROG2	6	-0.43834	-1.026	0.50597	0.90213	0.30489	0.68713
NEUROG3	6	-0.024125	-0.053119	0.91098	0.9874	0.95764	0.98337
NFAT5	6	-1.0354	-2.192	0.17122	0.73221	0.028383	0.26741
NFATC1	6	0.014701	0.035433	0.95193	0.99204	0.97173	0.99112
NFATC2	6	-0.8439	-1.8014	0.24915	0.80127	0.071637	0.5068
NFATC3	6	0.11769	0.23459	0.93885	0.99072	0.81453	0.90482
NFATC4	7	-0.71148	-1.612	0.27958	0.81869	0.10697	0.62476
NFE2	6	-2.0942	-3.6729	0.021047	0.37949	0.00023984	0.0068005
NFE2L1	6	-0.25976	-0.58555	0.6661	0.94174	0.55818	0.77145
NFE2L2	5	-1.0067	-1.694	0.21359	0.7731	0.090273	0.575
NFE2L3	5	-0.23711	-0.61249	0.72127	0.95988	0.54022	0.7574
NFIA	7	0.089029	0.21528	0.95819	0.99263	0.82955	0.90834
NFIB	7	0.49263	1.2612	0.49573	0.89964	0.20724	0.68713
NFIC	8	-0.28304	-0.68579	0.58276	0.91514	0.49284	0.73116
NFIL3	6	0.12421	0.64459	0.93288	0.99034	0.5192	0.74514
NFIX	8	0.18382	0.47961	0.83931	0.9785	0.6315	0.814
NFKB1	7	0.74554	1.3009	0.27332	0.81313	0.1933	0.68713
NFKB2	7	-0.60564	-1.3397	0.34471	0.83707	0.18034	0.68713
NFX1	13	-0.13467	-0.49494	0.70535	0.95202	0.62064	0.80781
NFXL1	15	0.65434	1.6868	0.1715	0.73221	0.091642	0.58057
NFYA	6	-1.2435	-2.4431	0.10324	0.63966	0.014562	0.16358
NFYB	6	-1.0136	-2.4107	0.18003	0.74122	0.015922	0.17772
NFYC	6	-0.36952	-0.64445	0.56655	0.90868	0.51928	0.74514
NHLH1	6	-2.1229	-3.2105	0.020193	0.37949	0.0013252	0.028068
NHLH2	6	0.52638	0.79139	0.48009	0.89305	0.42872	0.69752
NKX1	12	0.30584	0.79946	0.61007	0.92543	0.42402	0.69484
NKX2	42	0	0	0.85779	0.97954	1	1
NKX3	12	-0.054342	-0.16039	0.82537	0.97736	0.87258	0.93157
NKX6	13	0.57225	1.231	0.28043	0.81869	0.21831	0.68713
NOBOX	6	0.11042	0.20031	0.94653	0.99166	0.84124	0.9163
NOTO	6	0.47393	0.75051	0.53129	0.90467	0.45295	0.70655
NPAS1	6	-0.3768	-0.80395	0.55916	0.90683	0.42143	0.69484
NPAS2	6	0.11527	0.22335	0.94226	0.99073	0.82326	0.90657
NPAS3	6	0.7308	1.2256	0.31342	0.823	0.22036	0.68713
NPAS4	6	-0.11117	-0.19616	0.82395	0.97736	0.84449	0.91677
NR0B1	6	1.042	0.94223	0.14164	0.70339	0.34608	0.68713
NR0B2	6	0.20558	0.37914	0.83931	0.9785	0.70458	0.85124
NR1D1	6	0.080998	0.16551	0.97469	0.9945	0.86854	0.92877
NR1D2	1	1.1217	0.38509	0.52418	0.90467	0.70017	0.84948
NR1H2	5	-0.18401	-0.31772	0.77389	0.97457	0.75069	0.87737
NR1H3	7	0.97356	1.1692	0.13481	0.68786	0.24233	0.68713
Nr1h4	6	0.4297	0.74059	0.58191	0.91462	0.45894	0.70913
NR1I2	6	0.53886	0.78271	0.47383	0.89305	0.4338	0.69752
NR1I3	6	0.55297	1.1417	0.46104	0.89179	0.25358	0.68713
NR2C1	6	1.33	0.87446	0.054323	0.51752	0.38187	0.68713
NR2C2	6	-0.45004	-1.1385	0.49545	0.89964	0.25491	0.68713
NR2E1	6	0.29867	0.86476	0.73606	0.96229	0.38717	0.68713
NR2E3	6	-0.10537	-0.31628	0.83134	0.97736	0.75179	0.87751
NR2F1	6	-0.35195	-0.94951	0.58191	0.91462	0.34236	0.68713
NR2F2	6	1.2215	0.86255	0.076792	0.58442	0.38838	0.68713
NR2F6	3	1.0246	0.88758	0.30745	0.8221	0.37477	0.68713
NR3C1	6	0.67833	0.76118	0.35324	0.83707	0.44655	0.70404
NR3C2	6	0.71881	1.1261	0.32452	0.83668	0.26012	0.68713
NR4A1	6	1.2261	1.124	0.076223	0.58442	0.261	0.68713
NR4A2	6	0.5212	0.82977	0.48521	0.89413	0.40667	0.6909
NR4A3	6	0.48228	0.78212	0.52446	0.90467	0.43415	0.69752
NR5A1	7	-0.8277	-1.6343	0.21871	0.77598	0.10219	0.61211
NR5A2	6	1.0905	1.1529	0.12116	0.67244	0.24895	0.68713
NR6A1	6	0.074706	0.13789	0.98038	0.99653	0.89033	0.94312
NRF1	8	-2.9741	-5.6763	0.0093857	0.3254	1.3762e-08	1.1801e-06
NRL	6	0.3139	0.60974	0.71786	0.95898	0.54203	0.75812
OLIG1	6	-0.61618	-1.432	0.37628	0.84498	0.15214	0.68713
OLIG2	6	1.4634	0.80406	0.03157	0.42857	0.42136	0.69484
OLIG3	6	0.26651	0.53852	0.77332	0.97457	0.59022	0.79146
ONECUT1	6	-0.20936	-0.56678	0.71729	0.95898	0.57086	0.77697
ONECUT2	6	0.25772	0.44061	0.78214	0.97493	0.6595	0.82778
ONECUT3	6	0.84874	0.93683	0.23919	0.78839	0.34885	0.68713
OSR1	4	-0.50262	-0.92806	0.53328	0.90467	0.35338	0.68713
OSR2	6	0.24013	0.47164	0.80063	0.97493	0.63718	0.81414
OTP	6	-0.0025366	-0.0053595	0.93345	0.99034	0.99572	1
OTX1	6	-0.24483	-0.49357	0.6806	0.94388	0.62161	0.80781
OTX2	6	0.41146	0.82176	0.60097	0.92392	0.41121	0.69178
OVOL1	5	0.78198	0.88975	0.32082	0.83432	0.3736	0.68713
OVOL2	3	0.79261	0.66259	0.44539	0.88176	0.50759	0.73993
OVOL3	6	0.94667	1.2934	0.188	0.75224	0.19587	0.68713
PATZ1	13	0.39736	1.0738	0.47582	0.89305	0.2829	0.68713
PAX1	6	-0.3792	-0.75298	0.55859	0.90683	0.45146	0.70548
PAX2	6	-0.067619	-0.13259	0.86945	0.9807	0.89452	0.94382
PAX3	7	1.6892	0.91139	0.0039818	0.28	0.36209	0.68713
PAX4	8	0.36235	0.90022	0.61064	0.92543	0.368	0.68713
PAX5	6	0.38697	0.62519	0.6277	0.93255	0.53184	0.75285
PAX6	7	0.017054	0.049025	0.95677	0.99204	0.9609	0.98494
PAX7	9	-0.089108	-0.21898	0.80688	0.97493	0.82666	0.90691
PAX8	6	0.17418	0.33615	0.87287	0.9807	0.73676	0.87073
PAX9	6	-0.1294	-0.31411	0.80233	0.97493	0.75344	0.87805
PBRM1	49	0	0	0.85779	0.97954	1	1
PBX1	7	-0.34849	-0.77944	0.55319	0.90683	0.43572	0.69827
PBX2	6	1.5777	0.84949	0.020478	0.37949	0.39561	0.68713
PBX3	6	0.34136	0.67715	0.68402	0.94388	0.49831	0.73393
PBX4	7	0.70206	1.1163	0.30546	0.82124	0.26431	0.68713
PDX1	6	0.91155	0.89502	0.2025	0.76333	0.37077	0.68713
PGR	6	0.010415	0.019533	0.94653	0.99166	0.98442	0.99599
PHOX2A	6	-0.036317	-0.085098	0.89733	0.98471	0.93218	0.96769
PHOX2B	6	0.4621	0.78559	0.54494	0.90683	0.4321	0.69752
PIAS1	17	1.039	1.7669	0.014221	0.33113	0.077245	0.53253
PIAS2	13	1.3788	1.4499	0.0036974	0.2766	0.14707	0.68713
PIAS3	19	1.1957	1.7037	0.00085324	0.2069	0.088434	0.57121
PIAS4	16	-0.21747	-0.779	0.5566	0.90683	0.43598	0.69836
PITX1	6	0.45582	0.87623	0.55518	0.90683	0.38091	0.68713
PITX2	6	0.2533	0.51812	0.78697	0.97493	0.60437	0.79947
PITX3	6	0.42808	0.72354	0.58333	0.91522	0.46935	0.71408
PKNOX1	5	-0.92089	-1.7388	0.25341	0.80282	0.082075	0.54862
PKNOX2	6	0.18554	0.38066	0.86206	0.97995	0.70346	0.85124
PLAG1	6	1.2364	1.0312	0.07281	0.57016	0.30244	0.68713
PLAGL1	6	0.13347	0.30925	0.92349	0.98939	0.75714	0.87887
PLAGL2	6	0.12606	0.26574	0.92975	0.98941	0.79044	0.89276
PMS1	7	0.68095	1.0249	0.32395	0.83668	0.30542	0.68713
POU1F1	1	-3.0912	-2.303	0.33049	0.83668	0.021276	0.21938
POU2F1	5	-0.91095	-1.8173	0.25739	0.80282	0.06917	0.49431
POU2F2	6	-11.413	-15.549	0.0099545	0.3254	1.6252e-54	2.7211e-52
POU2F3	6	-0.44386	-1.2096	0.50085	0.90077	0.22643	0.68713
POU3F1	6	0.54596	0.78331	0.46644	0.89179	0.43345	0.69752
POU3F2	6	0.5725	0.65283	0.44283	0.88106	0.51386	0.74423
POU3F3	6	0.39343	0.65553	0.62144	0.93018	0.51212	0.74408
POU3F4	6	0.42334	1.1751	0.58874	0.91936	0.23995	0.68713
POU4F1	6	-0.55715	-1.0996	0.41496	0.86382	0.27152	0.68713
POU4F2	6	0.3617	0.70677	0.65899	0.94001	0.47971	0.72134
POU4F3	6	-0.032935	-0.079712	0.89989	0.98506	0.93647	0.97013
POU5F1	4	-1.0164	-1.6954	0.26735	0.81313	0.089992	0.57425
POU5F1B	6	-0.34032	-0.78926	0.59357	0.92108	0.42996	0.69752
POU6F1	6	1.6732	0.74976	0.012799	0.33113	0.4534	0.70663
POU6F2	6	1.1175	1.0431	0.11291	0.66502	0.29691	0.68713
PPARA	6	-0.10492	-0.42388	0.83163	0.97736	0.67165	0.83535
PPARD	6	0.1783	1.4364	0.86974	0.9807	0.15089	0.68713
PPARG	5	-1.0239	-1.7752	0.20819	0.77134	0.075873	0.52721
PRDM1	6	0.87504	1.0533	0.22497	0.78384	0.29222	0.68713
PRDM12	5	-1.8001	-2.9752	0.041809	0.46965	0.002928	0.051218
PRDM13	7	0.59371	0.96868	0.39562	0.84939	0.3327	0.68713
PRDM14	5	-0.36834	-0.86307	0.60808	0.92543	0.3881	0.68713
PRDM15	6	-0.76403	-1.4227	0.29238	0.81869	0.15482	0.68713
PRDM16	7	0.18968	0.38787	0.83732	0.97775	0.69811	0.84904
PRDM2	13	0.31043	0.85334	0.59926	0.92382	0.39347	0.68713
PRDM4	6	1.2639	0.94208	0.066837	0.54524	0.34615	0.68713
PRDM5	6	0.44212	0.76413	0.56826	0.90868	0.44479	0.70285
PRDM6	6	1.4487	0.92024	0.033561	0.44195	0.35745	0.68713
PRDM8	12	0.27549	0.85197	0.65131	0.93893	0.39423	0.68713
PRDM9	10	0.012934	0.039495	0.91752	0.98866	0.9685	0.98932
PRKRIR	6	-2.0868	-3.6582	0.021047	0.37949	0.00025403	0.0069237
PROP1	6	1.2372	0.91514	0.07281	0.57016	0.36012	0.68713
PROX1	6	-2.0968	-3.8366	0.020762	0.37949	0.00012473	0.0038469
PROX2	7	0.75175	1.1941	0.27076	0.81313	0.23246	0.68713
PRRX1	6	-1.3899	-3.1649	0.073663	0.57301	0.0015512	0.031525
PRRX2	6	0.76764	0.84225	0.29096	0.81869	0.39965	0.6878
PTF1A	6	-0.57615	-1.2565	0.40046	0.8536	0.20892	0.68713
RARA	6	-0.81121	-1.2649	0.26706	0.81313	0.2059	0.68713
RARB	6	0.35496	0.32508	0.66667	0.94174	0.74512	0.87521
RARG	6	0.083574	0.19133	0.97099	0.99447	0.84827	0.91949
RAX	6	1.1409	0.83652	0.10239	0.63966	0.40286	0.68961
RAX2	6	0.23402	0.44367	0.80518	0.97493	0.65728	0.82654
RBAK	6	0.88023	1.0777	0.22184	0.78166	0.28115	0.68713
RCOR1	18	0.64054	1.6318	0.13225	0.68521	0.10273	0.61286
RCOR2	18	0.29171	1.1169	0.54721	0.90683	0.26403	0.68713
RCOR3	18	0.68145	1.7688	0.10552	0.63966	0.076928	0.53139
REL	7	-0.52344	-1.4395	0.40529	0.85603	0.15002	0.68713
RELA	7	1.456	0.95774	0.018487	0.37079	0.33819	0.68713
RELB	7	0.62312	1.0908	0.36945	0.84498	0.27534	0.68713
REPIN1	6	-0.23368	-0.5252	0.69397	0.94776	0.59945	0.79654
RERE	18	-0.18608	-0.82694	0.58191	0.91462	0.40827	0.69092
REST	6	-0.38371	-1.0522	0.55575	0.90683	0.29271	0.68713
RFX1	7	-1.8576	-3.364	0.023322	0.38498	0.0007683	0.018009
RFX2	6	-1.6771	-3.1676	0.041524	0.46965	0.0015371	0.031422
RFX3	10	-0.54554	-1.714	0.31286	0.823	0.086524	0.56337
RFX4	6	0.8554	1.1447	0.23606	0.78839	0.25232	0.68713
RFX5	7	0.2136	0.37234	0.80688	0.97493	0.70964	0.85478
RFX6	5	0.19345	0.33706	0.85922	0.97995	0.73607	0.87051
RFX7	6	-1.2578	-2.4444	0.098692	0.63787	0.014508	0.1635
RHOXF1	7	0.67135	1.1764	0.3322	0.83668	0.23942	0.68713
RHOXF2B	7	0.63561	0.93539	0.36035	0.83707	0.34959	0.68713
RNF138	13	-0.15328	-0.49627	0.67491	0.94388	0.6197	0.80781
RORA	6	-0.45664	-1.0821	0.4909	0.89756	0.27923	0.68713
RORB	7	0.94115	1.0054	0.15188	0.71088	0.31472	0.68713
RORC	6	0.0075403	0.012538	0.94283	0.99103	0.99	0.99799
RREB1	8	1.0801	1.1813	0.071104	0.56054	0.23747	0.68713
RUNX1	7	0.43621	0.84154	0.54778	0.90683	0.40005	0.68787
RUNX2	7	0.21409	0.61325	0.80603	0.97493	0.53971	0.7574
RUNX3	7	-0.020529	-0.058138	0.91553	0.98833	0.95364	0.98184
RXRA	7	-0.42877	-0.87942	0.4818	0.89305	0.37917	0.68713
RXRB	6	-0.66265	-1.2616	0.34983	0.83707	0.20711	0.68713
RXRG	7	0.35737	1.3758	0.63652	0.93484	0.16889	0.68713
SALL1	6	0.42504	0.66883	0.58589	0.91759	0.50361	0.73584
SALL2	6	-1.0239	-1.8397	0.17662	0.73753	0.065819	0.47913
SALL3	6	0.73353	0.96159	0.31058	0.823	0.33626	0.68713
SALL4	6	0.11312	0.31068	0.94539	0.99166	0.75604	0.87876
SATB1	6	-0.2653	-1.0969	0.66069	0.94049	0.27269	0.68713
SATB2	6	-0.37197	-0.71472	0.56456	0.90868	0.47478	0.71676
SCRT1	6	-0.98581	-1.9953	0.188	0.75224	0.046008	0.3691
SCRT2	6	-0.19009	-0.35557	0.73663	0.96229	0.72217	0.86083
SCX	6	-1.1661	-2.023	0.126	0.67368	0.043076	0.35553
SEBOX	7	0.025063	0.058508	0.96672	0.99358	0.95334	0.98184
SETDB1	33	-1.0105	-5.4549	0.0014221	0.2069	4.9006e-08	3.829e-06
SETDB2	10	0.96972	1.4973	0.086462	0.61414	0.13431	0.68713
SHOX	8	0.93632	1.1578	0.12344	0.67368	0.24694	0.68713
SHOX2	6	0.27922	0.47099	0.75967	0.96881	0.63765	0.81432
SIM1	6	-0.10729	-0.24947	0.82878	0.97736	0.803	0.89975
SIX1	6	-0.49035	-1.1966	0.46331	0.89179	0.23145	0.68713
SIX2	6	-1.7584	-3.3825	0.036121	0.46182	0.00071823	0.017179
SIX3	6	-0.55082	-1.0778	0.4178	0.86667	0.28114	0.68713
SIX4	6	0.13607	0.26609	0.92065	0.98939	0.79017	0.89276
SIX5	6	-2.5863	-4.5965	0.014221	0.33113	4.2957e-06	0.00019615
SIX6	6	1.6607	0.76322	0.013367	0.33113	0.44533	0.70285
SMAD1	6	0.32867	0.6524	0.69767	0.9482	0.51414	0.74423
SMAD2	7	0.80276	1.3144	0.23066	0.78661	0.1887	0.68713
SMAD3	6	-0.41118	-0.8205	0.53043	0.90467	0.41193	0.69237
SMAD4	5	0.029176	0.070977	0.96502	0.99356	0.94342	0.97503
SMAD5	6	1.2446	0.97633	0.070535	0.55955	0.3289	0.68713
SMAD6	6	1.3	0.87542	0.058589	0.51852	0.38135	0.68713
SMAD7	6	0.51311	0.77264	0.49289	0.89964	0.43974	0.70174
SMAD9	6	1.1209	1.0041	0.11149	0.65993	0.31531	0.68713
SMARCE1	6	-1.4948	-2.8846	0.058874	0.51852	0.0039195	0.065004
SNAI1	6	-0.71768	-1.6554	0.31257	0.823	0.097835	0.59972
SNAI2	6	0.62004	1.098	0.40131	0.8536	0.27221	0.68713
SNAI3	5	-0.53085	-0.81028	0.48208	0.89305	0.41778	0.69464
SNAPC4	31	-2.3888	-8.5606	0.00028441	0.14286	1.1224e-17	1.6443e-15
SOHLH1	6	0.38243	0.61789	0.63197	0.93322	0.53665	0.7574
SOHLH2	7	0.97945	1.1779	0.13197	0.68521	0.23884	0.68713
SOX1	6	-0.082998	-0.18585	0.8541	0.97954	0.85257	0.92105
SOX10	6	-1.176	-2.4802	0.11974	0.67244	0.013129	0.15297
SOX11	6	-1.0177	-2.2415	0.17947	0.74122	0.024993	0.24546
SOX12	6	-0.28291	-0.50491	0.64647	0.93776	0.61362	0.80489
SOX13	6	0.30433	0.98942	0.73038	0.96229	0.32246	0.68713
SOX14	6	0.17424	0.29438	0.87287	0.9807	0.76847	0.88385
SOX15	5	-0.49489	-0.83408	0.50882	0.90445	0.40424	0.69062
SOX17	6	-0.76128	-2.1968	0.29408	0.81869	0.028034	0.26568
SOX18	6	-1.4929	-2.6116	0.058874	0.51852	0.0090107	0.11563
SOX2	6	0.88631	0.97809	0.21672	0.77576	0.32803	0.68713
SOX21	6	0.86897	0.99824	0.22753	0.78384	0.31816	0.68713
SOX3	6	0.65834	0.90251	0.36718	0.84379	0.36678	0.68713
SOX30	6	0.19845	0.45806	0.84499	0.97859	0.64691	0.82053
SOX4	6	0.21422	0.41904	0.82736	0.97736	0.67519	0.83679
SOX5	5	0.38797	0.85297	0.657	0.94001	0.39368	0.68713
SOX6	6	0.58243	1.2433	0.43458	0.87414	0.21376	0.68713
SOX7	6	-0.28155	-0.81276	0.64704	0.93776	0.41636	0.69379
SOX8	5	-0.55128	-1.1503	0.47014	0.89305	0.25001	0.68713
SOX9	6	-0.33834	-0.85161	0.59386	0.92108	0.39443	0.68713
SP1	6	-2.82	-4.0629	0.011945	0.33071	4.8475e-05	0.0017044
SP100	12	0.63868	1.2662	0.2227	0.78166	0.20544	0.68713
SP110	12	0.23376	0.61477	0.71815	0.95898	0.53871	0.7574
SP140	13	0.44326	1.2805	0.42264	0.86814	0.20038	0.68713
SP140L	10	0.66287	1.2398	0.25796	0.80282	0.21505	0.68713
SP2	11	0.40564	0.98056	0.50569	0.90213	0.32681	0.68713
SP3	5	-0.75783	-1.5848	0.33931	0.83707	0.11302	0.64221
SP4	5	0.79766	0.91312	0.30887	0.8221	0.36118	0.68713
SP5	5	0.44976	0.61312	0.59699	0.92146	0.5398	0.7574
SP6	6	-0.82287	-1.7647	0.25825	0.80282	0.077615	0.53282
SP7	6	0.16824	0.3246	0.88055	0.9807	0.74548	0.87521
SP8	5	0.43544	0.59379	0.61007	0.92543	0.55265	0.76755
SP9	5	-0.6891	-1.4539	0.38083	0.8464	0.14598	0.68713
SPDEF	6	0.94443	0.93804	0.18885	0.75224	0.34823	0.68713
SPI1	6	-0.75419	-1.7474	0.29664	0.81994	0.080562	0.5416
SPIB	6	0.46136	0.70912	0.54807	0.90683	0.47825	0.71983
SPIC	6	0.35193	0.67193	0.67179	0.94388	0.50163	0.73393
SPZ1	3	0.13722	0.47755	0.95193	0.99204	0.63297	0.814
SREBF1	6	0.28863	0.69084	0.7463	0.96409	0.48966	0.72828
SREBF2	6	1.1144	1.2088	0.11377	0.66502	0.22675	0.68713
SRF	6	-2.8967	-4.7468	0.011661	0.3254	2.0669e-06	0.00010533
SRY	6	1.0941	0.96246	0.12059	0.67244	0.33582	0.68713
SSRP1	6	-1.8616	-4.0048	0.028441	0.42373	6.2083e-05	0.0020789
ST18	8	0.66645	1.3248	0.30063	0.81994	0.18524	0.68713
STAT1	7	-0.67119	-1.6969	0.29977	0.81994	0.089708	0.57404
STAT2	6	0.046647	0.12286	0.98919	0.99743	0.90222	0.94986
STAT3	7	-0.4408	-1.0613	0.47327	0.89305	0.28854	0.68713
STAT4	7	0.042749	0.099446	0.98322	0.99712	0.92078	0.96153
STAT5A	7	-0.78363	-1.7202	0.23948	0.78839	0.085392	0.56042
STAT5B	7	-0.30986	-0.89622	0.58931	0.91936	0.37013	0.68713
STAT6	7	-0.71796	-1.5691	0.27446	0.81313	0.11663	0.65241
SUB1	8	-0.7004	-1.2956	0.24261	0.79645	0.19512	0.68713
T	7	-0.50929	-1.045	0.41468	0.86374	0.29601	0.68713
TADA2A	11	-1.0547	-3.4007	0.051195	0.50562	0.00067205	0.016296
TADA2B	9	-1.1295	-3.2773	0.06058	0.51932	0.001048	0.02347
TAL1	6	-1.1075	-2.6167	0.14391	0.70839	0.0088785	0.11503
TAL2	6	1.2213	1.0814	0.076792	0.58442	0.27954	0.68713
TBR1	3	-0.14993	-0.39076	0.83504	0.97736	0.69597	0.84736
TBX1	4	-1.5326	-2.1109	0.1095	0.65203	0.034785	0.30963
TBX10	7	-0.9209	-2.4088	0.17264	0.73221	0.016005	0.17808
TBX15	6	1.4928	0.85289	0.02901	0.4251	0.39372	0.68713
TBX18	8	0.045581	0.08677	0.98749	0.99743	0.93085	0.96735
TBX19	7	0.65472	1.1613	0.34898	0.83707	0.24554	0.68713
