sgRNA,Gene,DLD1-Cont1.initial,DLD1-Cont1.final
DCAF13_1794.53,DCAF13,660,56
TRIM16_1695.31,TRIM16,1302,1501
ANAPC11_255.3,ANAPC11,1163,66
TRIM4_1503.10,TRIM4,677,956
KALRN_PKc_E57_26,KALRN,1466,1178
BRD2_BD1_e4_60.1,BRD2,2849,389
HTRA2_1377.146,HTRA2,3086,523
RNF40_3006.313,RNF40,1219,198
WHSC1_PWWP878972_E1_4098.406,WHSC1,1485,1169
RNF144A_879.99,RNF144A,212,191
DMBX1_E2_147.1,DMBX1,1637,1667
TEAD3_E6_138.16,TEAD3,918,395
OLIG2_E2_174.4,OLIG2,440,110
CUL4A_2280.217,CUL4A,586,879
SOCS7_1746.173,SOCS7,720,529
RPS6KA3_PKc2_E16_90.2,RPS6KA3,296,229
PRRX1_E2_123.6,PRRX1,671,686
KCTD19_BTB1872_E1_2781.437,KCTD19,1915,1405
KLHL18_BTB28135_E1_1725.8,KLHL18,704,704
PGPEP1_630.7,PGPEP1,2596,1574
MNX1_E3_48.4,MNX1,725,497
F9_1386.91,F9,667,831
ASB10_1404.166,ASB10,517,479
RCE1_990.112,RCE1,772,752
CAMKV_PKc_E4_75.5,CAMKV,778,778
CIC_E6_171.11,CIC,534,256
FBXO2_5,FBXO2,928,947
HIC1_E2_243.5,HIC1,1931,1602
ULK1_PKc_E7_74.4,ULK1,1020,1155
WSB2_1266.122,WSB2,1307,748
RPS6KA3_PKc2_E19_77.2,RPS6KA3,1147,778
RAB40B_837.116,RAB40B,764,399
FBXO27_852.28,FBXO27,673,706
TCF7L2_E11_99.5,TCF7L2,733,393
LGMN_1302.129,LGMN,1941,1281
ZEB1_E7_1811.175,ZEB1,1194,1279
HOXD11_E2_171.0,HOXD11,876,637
SOX18_E2_107.9,SOX18,2556,2014
HOXD13_E2_171.4,HOXD13,1426,1403
PRKAA1_PKc_E1_58.5,PRKAA1,813,674
ANAPC5_2268.164,ANAPC5,1134,161
THAP1_E2_187.11,THAP1,1776,220
CDKL1_PKc_E3_73.1,CDKL1,893,708
F12_1848.21,F12,1450,1096
RPS6KA2_PKc_E4_81,RPS6KA2,771,529
POU3F4_E1_174.14,POU3F4,465,165
TBX2_E6_95.0,TBX2,4740,2877
PRMT5_e12_106.10,PRMT5,4716,407
SOX18_E1_109.9,SOX18,894,686
SPIB_E6_261.26,SPIB,1138,1272
DUXA_E4_146.11,DUXA,1004,437
ZCWPW1_CW256303_E1_1947.56,ZCWPW1,1103,895
RIPK1_PKc_E1_101.8,RIPK1,971,987
GDAP2_Macro54193_E1_1494.117,GDAP2,660,1332
LIMK1_PKc_E10_132.9,LIMK1,814,497
ZFAT_E7_233.9,ZFAT,1095,1290
ZNF532_E9_113.6,ZNF532,908,400
PRKACB_PKc_E7_96.2,PRKACB,2122,1512
TRIM9_2133.361,TRIM9,975,774
USP9X_7713.267,USP9X,2671,878
MAP2K7_PKc_E10_143.8,MAP2K7,1185,779
JOSD2_567.29,JOSD2,1484,894
FBXL12_981.98,FBXL12,884,738
LMTK2_PKc_E7_134.1,LMTK2,956,833
BHLHE22_E1_174.0,BHLHE22,878,666
FBXL14_1257.190,FBXL14,1295,691
PLK3_PKc_E5_88.1,PLK3,609,556
UBE4B_3909.194,UBE4B,734,517
SUPT16H_3144.54,SUPT16H,2315,193
SMAD6_E2_340.60,SMAD6,1167,809
KDM1A_e19_147.2,KDM1A,1977,363
UBE2E3_624.42,UBE2E3,2598,2215
ZBTB14_E4_387.40,ZBTB14,691,780
TDRD6_tudor13561401_E1_6291.264,TDRD6,299,340
MYOD1_E1_171.10,MYOD1,1001,887
HDAC3_e11_90.1,HDAC3,2172,465
ZNF467_E5_1212.145,ZNF467,1494,1281
PSMD14_933.13,PSMD14,3233,371
QPCT_1086.74,QPCT,2046,1784
JAK1_PKc_E17_152.6,JAK1,1365,656
UBE2T_594.52,UBE2T,959,566
BARX1_E2_89.4,BARX1,148,41
UBE2T_594.9,UBE2T,1571,871
TRIM7_1536.129,TRIM7,796,586
SPIN4_Spinlin4189_E1_750.19,SPIN4,1266,1108
PHF8_Phd_E2_83.4,PHF8,1712,1085
TRIM22_1497.154,TRIM22,685,747
HECTD1_7833.485,HECTD1,2535,1500
BRDT_BD1_e3_138.1,BRDT,1605,1171
KLF16_E2_137.16,KLF16,792,166
DMRT1_E1_141.12,DMRT1,1004,1032
MBTD1_MBT262352_E1_1887.48,MBTD1,1207,1093
TRIM28_Phd_E13_104.7,TRIM28,486,398
MAP2K7_PKc_E6_120,MAP2K7,582,637
PRKDC_PKc_E81_90.5,PRKDC,706,337
MBD1_CXXC331377_E1_1968.269,MBD1,1859,1539
EP400_D_e16_170.3,EP400,1114,539
KLHL34_BTB19126_E1_1935.11,KLHL34,400,351
TFAP2C_E5_119.9,TFAP2C,952,958
KMT2D_Phd5_E17_68.1,KMT2D,1740,954
ALK_PKc_E21_91.12,ALK,410,352
MNAT1_930.37,MNAT1,808,236
MYCBP2_14037.725,MYCBP2,1189,1086
ANAPC11_255.34,ANAPC11,1103,47
FOXO1_E1_153.12,FOXO1,1218,981
STK38L_PKc_E6_124.11,STK38L,1249,808
DCAF6_2856.25,DCAF6,2408,1649
RNF122_468.45,RNF122,921,624
NKX2_4_E2_174.11,NKX2,730,477
SPEG_PKc1_E22_201.6,SPEG,1012,888
AURKB_PKc_E5_191.2,AURKB,636,40
MAP2K2_PKc_E8_65,MAP2K2,1175,434
DCAF16_651.53,DCAF16,1596,967
MYCN_E3_180.2,MYCN,398,361
CDC42BPG_PKc_E6_94.3,CDC42BPG,1567,889
ZNF572_E3_1077.51,ZNF572,1108,1128
DTX3_1053.58,DTX3,1309,1643
ZFPM2_E8_1788.36,ZFPM2,1457,1156
JMJD1C_e21_131.4,JMJD1C,2466,2060
PROZ_1269.78,PROZ,1211,835
ZNF300_E7_1077.57,ZNF300,646,309
SOCS3_678.41,SOCS3,208,186
BRPF3_ePhd_E2_354.11,BRPF3,2027,2255
YOD1_915.76,YOD1,1701,851
MMP16_1824.204,MMP16,1784,1509
HIC1_E2_243.29,HIC1,1004,1138
POU2F1_E12_108.3,POU2F1,3023,516
CDC7_PKc_E8_96.2,CDC7,566,288
PHKG1_PKc_E4_55,PHKG1,2816,2237
RFPL1_954.121,RFPL1,1502,1376
KDM5C_E4_144.9,KDM5C,998,459
SMYD5_SET1_e2__73.6,SMYD5,1082,1040
YOD1_915.27,YOD1,1837,1409
TBK1_PKc_E3_141,TBK1,737,288
OLIG2_E2_174.12,OLIG2,381,678
PRKDC_PKc_E79_221.1,PRKDC,1340,644
DCAF11_1641.134,DCAF11,478,428
FBXL15_903.24,FBXL15,1759,1429
KLK11_849.115,KLK11,2188,1917
HOXD11_E2_171.10,HOXD11,1361,1081
CDK15_PKc_E5_95.2,CDK15,1362,564
HR_e18_129.3,HR,2283,1987
ELP3_e13_81.1,ELP3,3475,459
ZBTB20_E5_215.8,ZBTB20,1271,836
AIRE_Phd1_E8_113.6,AIRE,1887,1629
MERTK_PKc_E14_93,MERTK,606,335
BAZ2A_MBD_E7_26.0,BAZ2A,1535,1151
NAT10_e18_75.7,NAT10,966,194
ING1_Phd_E2_635.34,ING1,748,869
HDAC7_e17_108.0,HDAC7,1471,628
GLI3_E12_165.6,GLI3,1556,1065
ZNF33B_E4_1407.33,ZNF33B,1380,1189
PARP9_Macro117295_E1_2565.5,PARP9,960,583
SFMBT2_MBT48144_E1_2685.18,SFMBT2,2573,1811
KLF9_E2_131.12,KLF9,773,788
RPS6KB1_PKc_E9_91.7,RPS6KB1,973,334
RNF39_1263.39,RNF39,1016,693
POU5F1_E5_51.1,POU5F1,789,324
LMTK2_PKc_E9_122.4,LMTK2,793,745
KCNC2_BTB10151_E1_1917.291,KCNC2,610,441
KMT2D_Phd1_E7_138.8,KMT2D,1343,774
NEURL3_789.11,NEURL3,1311,872
CDH1_2649.266,CDH1,1260,687
KCTD3_BTB20112_E1_2448.243,KCTD3,2036,1611
FBXL6_1620.104,FBXL6,2465,1281
MSH6_PWWP88195_E1_4083.39,MSH6,775,423
ZIC2_E2_137.10,ZIC2,100,150
RSPRY1_1731.109,RSPRY1,1487,989
TRIM28_BD_e16_138.20,TRIM28,1163,971
BUB1_PKc_E23_172.2,BUB1,2348,375
ZBTB22_BTB47149_E1_1905.372,ZBTB22,1321,574
HDAC3_e10_65.1,HDAC3,2602,564
BMPR1A_PKc_E13_99.2,BMPR1A,255,179
UBA52_387.17,UBA52,1635,317
TRIM15_1398.5,TRIM15,641,551
SMURF2_2247.100,SMURF2,984,1157
AIRE_E6_81.9,AIRE,1034,868
ZFP36L2_1485.50,ZFP36L2,1657,1190
OVGP1_2037.248,OVGP1,1369,1227
ROCK1_PKc_E4_138.9,ROCK1,1315,696
PRSS3_915.116,PRSS3,1812,1767
RING1_1221.97,RING1,158,193
MMP20_1452.19,MMP20,1120,1184
ZBTB4_BTB2062_E1_3042.2,ZBTB4,1170,1177
MATK_PKc_E13_87,MATK,501,195
AR_E3_117.2,AR,538,474
PEX10_1041.204,PEX10,679,296
CDC27_2493.119,CDC27,1117,863
CDK1_e4.1,CDK1,11334,989
ZNF687_E8_113.4,ZNF687,1954,1212
GUCY2D_PKc_E12_149.8,GUCY2D,1028,730
ZBTB48_BTB16119_E1_2067.14,ZBTB48,725,523
XBP1_E2_97.1,XBP1,980,754
CUL7_5349.726,CUL7,82,51
RNF223_750.150,RNF223,1278,461
MMP15_2010.7,MMP15,568,529
PAK7_PKc_E8_127.4,PAK7,225,164
KDM4B_tudor9751030_E1_3291.352,KDM4B,1265,516
ZNF699_E5_1254.93,ZNF699,948,547
FBXO43_2127.117,FBXO43,1162,619
CHD8_H_e16_135.0,CHD8,1543,1012
KLHL34_BTB19126_E1_1935.1,KLHL34,1319,1512
DLX3_E3_48.2,DLX3,1354,1041
DNMT3B_PWWP223309_E1_2562.342,DNMT3B,1051,645
RBBP6_5379.446,RBBP6,2510,477
UBE2C_540.49,UBE2C,2607,818
FLT1_PKc_E19_114.1,FLT1,1127,577
TRIM51_1359.5,TRIM51,793,327
OTUD5_1716.252,OTUD5,1308,1352
PDGFRA_PKc_E17_116.3,PDGFRA,1423,801
GMEB2_E6_76.0,GMEB2,856,507
PRPF19_1515.4,PRPF19,1587,96
PIM2_PKc_E4_373.24,PIM2,701,544
HOXA3_E3_177.5,HOXA3,323,330
CLOCK_e23_256.10,CLOCK,604,993
TFAP2A_E4_140.13,TFAP2A,1257,921
KCTD14_BTB35119_E1_768.25,KCTD14,663,565
NPEPPS_2760.21,NPEPPS,1771,757
CAMKK1_PKc_E6_134.7,CAMKK1,316,279
ZNF696_E3_651.99,ZNF696,1862,879
UQCRC2_1362.11,UQCRC2,2589,788
MET_PKc_E16_81.3,MET,1972,1469
SP140L_Phd_E15_101.6,SP140L,550,336
USP26_2742.98,USP26,2832,2262
SETDB2_E7_183.2,SETDB2,1696,1564
MDM2_1335.51,MDM2,1920,1107
KLF5_E4_78.4,KLF5,156,48
TRIM33_3384.351,TRIM33,875,969
ZNF799_E4_1587.104,ZNF799,493,512
ZNF831_E1_144.10,ZNF831,842,814
RNF145_2082.150,RNF145,3294,2687
FBXO2_891.146,FBXO2,1298,828
SMARCA5_SANT_E20_126.2,SMARCA5,1434,428
FBXL18_2157.229,FBXL18,1048,791
DCAF5_2829.425,DCAF5,594,637
USP41_852.98,USP41,2566,1578
SNAPC4_SANT4_E14_68.3,SNAPC4,2646,126
PARP15_Macro304431_E1_2037.8,PARP15,701,537
KLHL24_BTB56163_E1_1803.143,KLHL24,597,642
CUL1_2331.81,CUL1,2951,618
RAX2_E3_42.1,RAX2,214,193
FEZF2_E4_133.7,FEZF2,169,100
SPIN1_Spinlin54102_E1_789.23,SPIN1,1164,1374
MIB1_3021.166,MIB1,495,459
USP36_115.7,USP36,1383,116
BTBD19_BTB30123_E1_876.159,BTBD19,1892,1414
TMPRSS6_2436.212,TMPRSS6,1676,1023
BRD1_BD_e5_95.9,BRD1,1750,1268
WT1_E9_47.0,WT1,993,1084
ASB12_957.49,ASB12,465,583
GLI4_E4_489.25,GLI4,970,859
NHLRC1_1188.73,NHLRC1,328,399
DNMT3B_PWWP223309_E1_2562.9,DNMT3B,663,624
ZNF514_E5_498.37,ZNF514,1652,1419
HDAC1_e3_118.4,HDAC1,1794,1357
BMPR2_PKc_E7_115.6,BMPR2,1617,1357
POU3F1_E1_174.21,POU3F1,822,407
STK16_PKc_E6_96.9,STK16,667,255
TBX3_E7_134.15,TBX3,276,113
HAT1_e4_121.4,HAT1,2097,1320
RNF139_1995.83,RNF139,3182,1826
HOXD9_E2_156.5,HOXD9,508,263
TRIM26_1620.293,TRIM26,565,291
ARID3C_E3_184.11,ARID3C,1017,841
ST18_E12_91.9,ST18,626,637
CBLL1_1473.28,CBLL1,841,845
TRIM54_1203.165,TRIM54,2374,1979
KMT2C_Phd4_E19_48.0,KMT2C,1678,261
ZBTB43_E3_216.4,ZBTB43,2170,2573
DTX3_1053.172,DTX3,718,744
NR1H3_E4_267.21,NR1H3,754,497
HOXC6_E2_177.5,HOXC6,195,130
DCAF10_1680.120,DCAF10,1289,826
ZNF324_E4_660.22,ZNF324,1555,1396
SETD7_e8_95.11,SETD7,2393,2154
KAT6A_Phd_E7_136.4,KAT6A,659,491
HMG20A_E5_144.13,HMG20A,1038,1170
CIT_PKc_E8_204,CIT,2079,1184
IRAK2_PKc_E8_110.3,IRAK2,2520,2168
CBX7_Chromo_E1_42.0,CBX7,682,270
ZNF165_E4_327.7,ZNF165,2035,1353
ELK1_E3_198.5,ELK1,3451,3074
PDK2_PKc_E1_34.4,PDK2,879,1153
DBP_E4_159.8,DBP,2001,1447
KCTD6_BTB14102_E1_714.3,KCTD6,676,537
TERF2_E10_144.12,TERF2,5971,528
MLLT10_Phd_E5_110.5,MLLT10,873,273
MAP2K7_PKc_E8_180.14,MAP2K7,1772,1243
BCL11B_E4_1173.180,BCL11B,758,734
PDIK1L_PKc_E2_267.2,PDIK1L,1327,1020
LHX6_E7_96.7,LHX6,1477,1172
BAZ2A_Phd_E26_141.3,BAZ2A,939,680
UBE2QL1_486.55,UBE2QL1,48,57
HIC2_BTB40141_E1_1848.26,HIC2,503,463
TRIM47_1917.8,TRIM47,380,228
RXRA_E4_180.24,RXRA,869,797
ZNF70_E2_915.59,ZNF70,1104,847
FEZF1_E4_191.10,FEZF1,1557,1657
SOX14_E1_216.17,SOX14,530,502
TAF3_Phd_E6_77.5,TAF3,4094,1095
PHF8_Phd_E2_83.5,PHF8,1229,620
RNF157_2040.242,RNF157,551,263
KDM5A_e12_163.16,KDM5A,1272,1241
TAF3_Phd_E7_61.1,TAF3,1132,378
PSEN2_1347.108,PSEN2,1361,1094
SYK_PKc_E10_210.16,SYK,1003,1165
USF2_E9_63.3,USF2,1291,735
RNASEL_PKc_E2_358.35,RNASEL,1939,1234
HECTD3_2586.88,HECTD3,947,438
TRIM62_1428.29,TRIM62,2354,2166
ZBTB32_E6_161.26,ZBTB32,1634,1213
TEC_PKc_E15_65.2,TEC,508,287
NR2C1_E5_180.7,NR2C1,645,247
NHLH2_E3_162.19,NHLH2,170,217
NCOR1_SANT2_E16_218.27,NCOR1,675,745
MAP3K9_PKc_E2_412.34,MAP3K9,1193,993
ZNF671_E4_573.45,ZNF671,775,640
TRIM26_1620.308,TRIM26,1215,922
MXD4_E4_115.1,MXD4,910,870
KDM5A_Phd2_E23_159.1,KDM5A,1893,1224
HOXC4_E4_177.9,HOXC4,348,258
ZNF579_E2_1257.205,ZNF579,733,809
FBXL14_1257.1,FBXL14,1073,474
RNF40_3006.320,RNF40,1636,349
ESRRA_E3_117.16,ESRRA,1136,818
NEUROG3_E2_180.8,NEUROG3,777,413
NTRK2_PKc_E20_159.3,NTRK2,57,198
SOCS5_1611.70,SOCS5,1503,1719
MEST_981.101,MEST,1555,1029
SOX18_E2_107.8,SOX18,1638,1416
IRX5_E2_177.30,IRX5,1802,1142
PRKCD_PKc_E13_174.16,PRKCD,304,417
STK11_PKc_E6_128.2,STK11,722,225
AFG3L2_2394.203,AFG3L2,3643,538
MAP3K11_PKc_E2_181.6,MAP3K11,403,417
CREBBP_e26_114.8,CREBBP,1847,964
LNX1_2187.298,LNX1,1351,195
JAK1_PKc2_E20_193.4,JAK1,667,523
ZFP36L2_1485.292,ZFP36L2,451,237
RCOR1_SANT_E6_119.4,RCOR1,1504,594
SMARCA4_BD_e32_109.9,SMARCA4,3564,2150
PRPF8_7008.376,PRPF8,2301,319
TINAG_1431.1,TINAG,1711,1367
SHKBP1_BTB21107_E1_2124.408,SHKBP1,1221,758
ZBTB1_E2_522.13,ZBTB1,1857,1098
TRIM3_2235.336,TRIM3,1403,1006
KMT2C_Phd4_E18_105.5,KMT2C,1689,241
MXI1_E4_115.5,MXI1,653,618
NKX6_2_E2_135.8,NKX6,472,524
ASB5_990.64,ASB5,1365,1020
HIVEP1_E4_4854.349,HIVEP1,825,711
ZNF629_E3_1128.55,ZNF629,1861,908
CAMK1D_PKc_E5_127.8,CAMK1D,1322,1334
BTBD3_BTB156263_E1_1698.42,BTBD3,1017,1224
ZBTB42_E1_159.5,ZBTB42,645,578
STK25_PKc_E7_186.24,STK25,3687,1862
ASB11_972.58,ASB11,691,678
ZNF470_E6_1338.19,ZNF470,1619,923
BIRC2_1857.125,BIRC2,1725,764
KCNV2_BTB99190_E1_1638.43,KCNV2,969,1195
RNF40_3006.300,RNF40,496,510
MID2_2208.252,MID2,1607,1331
ETV2_E7_141.11,ETV2,1218,573
RFPL1_954.84,RFPL1,2104,1316
UBE2G2_498.17,UBE2G2,605,237
WHSC1_E8_111.2,WHSC1,1910,1087
CTCF_E5_134.8,CTCF,5656,542
RNF19B_1764.52,RNF19B,62,108
FOXD4L1_E1_234.36,FOXD4L1,362,183
POU3F1_E1_174.8,POU3F1,1194,768
ANKK1_PKc_E3_152.22,ANKK1,1147,959
ZNF692_E11_47.1,ZNF692,1199,828
HECW1_4719.445,HECW1,444,245
RNF166_714.132,RNF166,875,711
HOXA1_E2_168.3,HOXA1,547,486
PBK_PKc_E3_59.2,PBK,1190,700
ZNF583_E5_1056.75,ZNF583,1147,1133
USP37_2940.129,USP37,2211,632
PRCP_1554.141,PRCP,1562,865
OTUD1_1446.126,OTUD1,389,332
TRIM45_1689.263,TRIM45,1179,1149
UNKL_2052.181,UNKL,267,273
PSMA3_768.37,PSMA3,1087,1413
SETDB2_E7_183.1,SETDB2,918,857
CDK4_PKc_E3_136.21,CDK4,709,554
FLI1_E9_252.11,FLI1,740,422
CARM1_e6_178.25,CARM1,1043,768
FBXL15_903.12,FBXL15,388,120
RPS6KA4_PKc_E2_34,RPS6KA4,718,778
ZNF335_E14_161.9,ZNF335,1122,156
ZAK_PKc_E3_88.1,ZAK,1747,1188
ROCK2_PKc_E3_101.4,ROCK2,2037,1220
ZSCAN26_E4_771.37,ZSCAN26,2405,2030
RNF222_663.144,RNF222,786,469
NR1H2_E5_274.52,NR1H2,895,673
ASB14_1764.114,ASB14,1251,980
ULK2_PKc_E1_87.11,ULK2,664,799
CAMK1_PKc_E3_132.17,CAMK1,980,465
ZNF337_E4_1665.113,ZNF337,1170,1462
CTSB_1020.13,CTSB,1111,649
ADRBK1_PKc_E11_131.9,ADRBK1,1134,570
PRKCG_PKc_E15_81.2,PRKCG,1048,1012
UQCRC1_1443.49,UQCRC1,2016,1092
RNF175_987.25,RNF175,762,715
FOXP3_E10_36.1,FOXP3,348,310
ASB5_990.42,ASB5,922,308
BHLHA9_E1_180.21,BHLHA9,906,748
CAMK2G_PKc_E6_73.1,CAMK2G,1998,922
ASCL3_E2_162.8,ASCL3,923,833
PBRM1_Bah11301248_E1_4749.329,PBRM1,973,767
CPO_1125.73,CPO,1192,883
ANAPC5_2268.206,ANAPC5,1135,345
UBE2E1_582.34,UBE2E1,2215,1163
HNF4G_E3_95.1,HNF4G,2333,1240
BRD8_BD_e18_69.3,BRD8,3720,1066
KLHL32_BTB32137_E1_1863.15,KLHL32,1188,1052
NEDD4L_2565.147,NEDD4L,438,429
ABL1_PKc_E4_120.11,ABL1,983,1121
MBTD1_MBT145245_E1_1887.143,MBTD1,1024,745
INTS12_Phd_E5_139.5,INTS12,3005,761
EPHB3_PKc_E11_248.16,EPHB3,1619,1579
CEBPA_E1_147.7,CEBPA,667,541
CUL3_2325.49,CUL3,1290,198
LONP1_2880.207,LONP1,1116,97
NSD1_Phd3_E14_110.8,NSD1,1715,563
DCAF1_21,DCAF1,1398,721
KCND1_BTB42131_E1_1944.308,KCND1,1406,1276
CDC42BPB_PKc_E5_149.5,CDC42BPB,343,565
PIK3R4_PKc_E2_661.16,PIK3R4,1156,89
EHF_E8_188.18,EHF,1880,1116
ZNF785_E3_495.28,ZNF785,1611,1002
TRAIP_1410.154,TRAIP,596,112
MEF2A_E4_180.0,MEF2A,607,452
RNF151_738.5,RNF151,1973,1711
KCTD17_BTB33121_E1_894.165,KCTD17,762,547
ERBB2_PKc_E21_156.2,ERBB2,686,597
ZNF124_E4_582.29,ZNF124,1279,1054
PBRM1_Bah9571049_E1_4749.371,PBRM1,1058,738
MBD3_E5_178.15,MBD3,891,697
PCSK9_2079.55,PCSK9,981,705
TRRAP_PKc_E70_204.18,TRRAP,761,91
KMT2A_Phd2_E11_39.0,KMT2A,2993,403
KIAA2018_E5_83.1,KIAA2018,665,724
LONRF2_2265.273,LONRF2,529,585
MAPK11_PKc_E6_48.3,MAPK11,749,491
NEURL1B_1668.153,NEURL1B,1530,1363
NSMCE2_744.40,NSMCE2,1859,332
KCTD21_BTB593_E1_783.112,KCTD21,3390,2544
HERC6_3069.19,HERC6,1120,552
KDM4A_e6_50.2,KDM4A,2116,1228
BPTF_Phd1_E2_129.8,BPTF,1444,468
ATAD2_BD_e22_197.4,ATAD2,1603,915
KDM1B_CW137192_E1_1773.29,KDM1B,1400,971
PRSS21_945.109,PRSS21,404,208
ASCL4_E1_165.4,ASCL4,1222,1151
TRIM28_2508.428,TRIM28,1439,1157
CUL2_2295.117,CUL2,1987,593
TRIM17_1434.8,TRIM17,659,364
ANAPC11_255.16,ANAPC11,614,35
MOK_PKc_E5_79,MOK,1112,1026
NR2E3_E2_127.9,NR2E3,1008,1022
GTF3A_E5_74.2,GTF3A,793,650
CHD3_Phd_E8_129.13,CHD3,1343,1253
TMPRSS9_3180.307,TMPRSS9,1685,920
PEX12_1080.34,PEX12,637,353
RFPL4A_4,RFPL4A,1395,731
WSB2_1266.104,WSB2,1057,1324
MTA3_SANT_E10_87.0,MTA3,1265,572
ESRRA_E4_62.9,ESRRA,1410,1191
GATA2_E5_138.17,GATA2,750,523
KDM6B_e18_115.4,KDM6B,2468,1694
RBX1_327.17,RBX1,831,134
STK19_PKc_E4_108.2,STK19,1501,1044
NFYC_E4_114.0,NFYC,3487,247
SPSB1_822.72,SPSB1,700,495
PDX1_E2_177.4,PDX1,901,1032
ZNF98_E4_1155.84,ZNF98,1665,1481
NKX2_3_E2_177.17,NKX2,1178,641
FBXW12_1395.140,FBXW12,974,1000
SPSB3_1068.89,SPSB3,460,383
KMT2B_CXXC_E6_131.3,KMT2B,1140,662
RNF19B_1764.225,RNF19B,596,359
STK24_PKc_E3_57.3,STK24,836,619
KDM2B_9,KDM2B,434,166
LONRF2_2265.222,LONRF2,1023,1155
CASP12_1026.5,CASP12,2254,2126
HDGF_PWWP40108_E1_771.119,HDGF,1669,900
NPEPPS_2760.263,NPEPPS,2622,1706
ASB11_972.86,ASB11,1400,1782
TRIM47_1917.238,TRIM47,283,180
ZNF645_1278.16,ZNF645,1612,1511
SPIN1_Spinlin133181_E1_789.65,SPIN1,908,678
SRC_PKc_E10_180.27,SRC,542,616
ZNF362_E8_102.9,ZNF362,482,635
RNF34_1122.56,RNF34,994,842
ZNF358_E2_741.12,ZNF358,504,298
PRKAA1_PKc_E2_142.3,PRKAA1,1090,512
NSD1_Phd3_E13_52.1,NSD1,901,327
DCAF12_1362.25,DCAF12,845,850
HDAC6_a1_e12_66.0,HDAC6,1343,1249
MAP3K5_PKc_E18_106,MAP3K5,1370,1065
NEURL2_858.111,NEURL2,1272,685
PRKD3_PKc_E15_99,PRKD3,1144,479
ZFPM2_E8_1788.155,ZFPM2,1926,1575
DRGX_E3_33.0,DRGX,1234,1302
RIOK2_PKc_E6_192.9,RIOK2,309,89
CUL2_2295.4,CUL2,3825,985
MAPK3_PKc_E1_65.3,MAPK3,849,157
SETDB1_e20_55.3,SETDB1,1299,844
FBXO45_861.131,FBXO45,597,508
THAP11_E1_234.7,THAP11,1234,309
KMT2D_Phd1_E7_138.7,KMT2D,836,459
ZNF398_E6_246.30,ZNF398,38,39
PSMA4_786.4,PSMA4,1490,160
SPIC_E5_252.19,SPIC,1322,628
MASTL_PKc1_E4_89.3,MASTL,868,466
FBXL14_1257.3,FBXL14,1969,1140
NR2C1_E5_180.8,NR2C1,851,480
BBX_E5_171.12,BBX,990,970
SMG1_PKc_E42_249.7,SMG1,1131,323
TMPRSS11F_1317.45,TMPRSS11F,2612,2108
KDM2A_Phd_E16_60.2,KDM2A,2903,971
ZMYND11_PWWP272353_E1_1809.53,ZMYND11,863,685
MARCH6_2733.133,43530,1011,658
NEURL1_1725.83,NEURL1,449,319
ABL2_PKc_E5_120.8,ABL2,321,334
ZBTB38_E8_2331.86,ZBTB38,1577,1028
TFEB_E8_76.3,TFEB,648,664
DOT1L_e6_95.7,DOT1L,1916,322
MDM2_1335.58,MDM2,2185,1506
UBE2Q1_1269.104,UBE2Q1,1423,884
ERN1_PKc_E18_148.14,ERN1,1049,1039
KMT2D_Phd5_E18_85.1,KMT2D,564,149
AHRR_E3_126.17,AHRR,697,474
PHF19_Phd2_E7_96.11,PHF19,585,348
GCN5_e11_127.16,GCN5,2759,1474
HOXD1_E2_168.11,HOXD1,778,600
TRIB1_PKc_E1_72.3,TRIB1,631,694
ZNF581_E2_246.47,ZNF581,914,810
ARNT_E6_157.2,ARNT,801,1025
ZFP36_E2_195.3,ZFP36,1185,1020
NRF1_E7_87.6,NRF1,1517,472
MAP2K2_PKc_E9_62,MAP2K2,1147,1149
KDM5D_E5_144.3,KDM5D,698,450
PSMA2_705.1,PSMA2,5169,497
USP17L10_1593.184,USP17L10,2928,1043
TNNI3K_PKc_E19_53,TNNI3K,1089,761
TCF7L2_E10_105.2,TCF7L2,3161,955
ZFP82_E5_1152.88,ZFP82,2246,1854
FANCL_1143.92,FANCL,1191,471
CDK11A_PKc_E13_122.15,CDK11A,1065,342
DNMT1_Bah770893_E1_4899.656,DNMT1,3437,216
PRPF19_1515.156,PRPF19,2840,284
KBTBD13_BTB13101_E1_1377.12,KBTBD13,1249,1148
LRSAM1_2172.200,LRSAM1,513,634
PPIL2_1563.244,PPIL2,3189,912
MSL3_Chromo_E2_83.0,MSL3,1807,848
NKX2_2_E2_171.1,NKX2,693,358
RHOBTB2_BTB289326_E1_2250.321,RHOBTB2,850,560
TCF20_ePhd_E1_543.89,TCF20,1064,1067
TRIM65_1554.287,TRIM65,138,89
RNFT2_1335.125,RNFT2,393,433
ELF3_E9_76.6,ELF3,1564,1315
FBXL8_1125.45,FBXL8,857,545
NKX2_4_E2_174.21,NKX2,504,373
MNAT1_930.55,MNAT1,530,584
ZNF81_E5_1236.80,ZNF81,2488,1540
FOXD4_E1_234.40,FOXD4,1873,365
CSDC2_E3_92.10,CSDC2,673,627
SSRP1_E14_144.5,SSRP1,1227,197
SMARCA1_SANT_E21_133.1,SMARCA1,1255,596
FBXL8_4,FBXL8,313,96
TYK2_PKc2_E23_118.7,TYK2,535,399
ESR2_E3_106.1,ESR2,1370,1198
SBK1_PKc_E2_70,SBK1,1364,730
PRKDC_PKc_E79_221.2,PRKDC,804,345
