sgRNA,Gene,DLD1-Cont1.initial,DLD1-Cont1.final
RAD54L2_H_e14_119.4,RAD54L2,780,354
ZNF148_E7_84.1,ZNF148,8886,7182
PPARG_E4_139.5,PPARG,6695,4020
PA2G4_1185.1,PA2G4,2894,996
FOXM1_E4_141.1,FOXM1,3287,2032
CTSH_1008.124,CTSH,1085,672
FBXO45_861.99,FBXO45,2777,2276
KDM5D_Phd1_E9_138.2,KDM5D,1625,1409
FOXK1_E5_96.0,FOXK1,3339,1293
FBXO11_2784.136,FBXO11,2085,1654
ZNF222_E4_483.16,ZNF222,2317,1765
NPEPL1_1572.221,NPEPL1,5991,4361
GSK3A_PKc_E7_98.2,GSK3A,1357,709
SPPL2A_1563.11,SPPL2A,3800,2035
TRIM37_2895.249,TRIM37,1859,1672
ZNF419_E5_666.43,ZNF419,1719,1807
ZNF692_E11_47.0,ZNF692,1723,1189
ZNF281_E2_246.0,ZNF281,5224,3126
MOS_PKc_E1_849.53,MOS,629,445
UQCRC2_1362.26,UQCRC2,1849,670
HECTD4_12855.1471,HECTD4,1758,1468
RNF144B_912.92,RNF144B,1214,1303
BMPR1B_PKc_E8_298.19,BMPR1B,2272,2090
KCND3_BTB42131_E1_1968.3,KCND3,1764,1612
CTSC_491.63,CTSC,2483,2633
RNF144A_879.14,RNF144A,2604,2104
SOCS4_1323.106,SOCS4,2756,2476
MKRN3_1524.177,MKRN3,1403,1865
SPEG_PKc1_E23_58,SPEG,1343,1354
MLXIP_E13_102.0,MLXIP,7142,3724
ZNF682_E4_750.26,ZNF682,3007,2952
TINAGL1_1404.77,TINAGL1,1695,1960
ZNF570_E6_834.47,ZNF570,1337,1323
MARCH1_870.70,43525,2489,2327
ASB14_1764.106,ASB14,2403,1950
TET2_e7_86.0,TET2,4911,2708
JUN_E1_162.10,JUN,4063,3619
UBE2J2_828.26,UBE2J2,2320,2274
NSD1_Phd4_E15_98.3,NSD1,4867,2065
TBX1_E5_172.21,TBX1,1047,842
CDK2_PKc_E4_171.1,CDK2,1238,429
F2_1869.153,F2,2864,2550
RFWD2_2124.140,RFWD2,1970,1698
FOXP2_E14_102.4,FOXP2,4560,3385
SPOP_BTB190297_E1_1125.56,SPOP,1761,1350
TTN_PKc_E358_736.2,TTN,1777,1419
GSX2_E2_174.2,GSX2,990,534
CXXC4_CXXC301341_E1_1104.127,CXXC4,1754,1701
RFPL1_954.12,RFPL1,2864,1667
ZNF726_E4_1281.76,ZNF726,3641,3248
HIVEP3_E4_4482.30,HIVEP3,4005,3065
ADAM18_94.0,ADAM18,1844,1578
UNK_2433.195,UNK,3171,2592
ZNF860_E2_750.18,ZNF860,6406,5163
DMRT1_E1_141.8,DMRT1,502,644
TBL1XR1_2,TBL1XR1,2426,850
KCNV1_BTB42150_E1_1503.29,KCNV1,910,728
PIAS1_Ex_220.0,PIAS1,2679,2888
CBX4_Chromo_E1_69.3,CBX4,1098,566
PRSS35_1242.38,PRSS35,1637,881
FOXK1_E4_138.12,FOXK1,1309,738
PAPPA_4884.645,PAPPA,1112,921
DMTF1_SANT3_E14_152.3,DMTF1,3323,2291
ONECUT2_E2_165.7,ONECUT2,1100,1517
RNF182_744.30,RNF182,4302,3886
TDRKH_tudor357404_E1_1686.132,TDRKH,1941,1817
CASP9_801.71,CASP9,3036,2312
HOXC4_E4_177.6,HOXC4,2334,2387
ASB4_1281.148,ASB4,3697,2331
VRK2_PKc_E4_70.1,VRK2,765,948
L3MBTL3_MBT451543_E1_2343.97,L3MBTL3,2514,2168
TNFAIP3_2373.343,TNFAIP3,2140,2010
PRSS53_1662.54,PRSS53,1798,1983
TRIM42_2172.247,TRIM42,1529,1293
PRSS48_987.31,PRSS48,3085,2450
ASB3_1557.80,ASB3,3933,3378
PATZ1_BTB30159_E1_2064.39,PATZ1,1364,1188
UBE4A_3201.155,UBE4A,2148,2114
ZFHX4_E10_2571.110,ZFHX4,1074,673
ZNF99_E4_1773.36,ZNF99,6932,5757
ZNF528_E7_1308.42,ZNF528,4277,3125
CBL_2721.183,CBL,3275,2170
ZNF250_E6_1077.50,ZNF250,1017,983
MMP7_804.41,MMP7,2444,2037
ETS2_E10_111.1,ETS2,2822,2113
HLF_E4_177.3,HLF,2950,2421
ID2_E1_135.7,ID2,3551,1433
RFX7_E5_117.3,RFX7,3652,2314
BARX1_E3_82.7,BARX1,3586,2897
NKX3_1_E2_177.1,NKX3,1779,1268
PRSS57_852.123,PRSS57,5678,3318
CTSC_132.4,CTSC,5230,4209
ADAM2_2208.37,ADAM2,2334,1536
CBFB_E2_87.3,CBFB,1445,1454
ZNF726_E4_1281.31,ZNF726,3896,2774
TDRD7_tudor517559_E1_3297.243,TDRD7,2585,2534
ZNF732_E4_1239.69,ZNF732,3404,3353
TFDP2_E8_141.1,TFDP2,7350,4419
KLHL28_BTB25132_E1_1716.133,KLHL28,1881,1824
GSC2_E2_135.10,GSC2,383,392
CCNF_2361.395,CCNF,4310,2706
CTSD_1239.122,CTSD,845,1135
NR1I3_E2_77.5,NR1I3,4469,3266
YEATS2_Yeats231310_E1_4269.542,YEATS2,1557,630
ADAM18_39.0,ADAM18,3725,3888
ZNF3_E6_582.12,ZNF3,2188,1660
ZNF439_E3_834.46,ZNF439,1778,1360
USP17L8_1593.14,USP17L8,3458,2996
RC3H2_3576.362,RC3H2,4735,3389
PRDM12_E5_66.3,PRDM12,1074,845
PSIP1_PWWP387_E1_1593.12,PSIP1,1210,855
NR2E1_E2_146.15,NR2E1,1916,1853
TDRD1_tudor9941040_E1_3570.154,TDRD1,3262,1879
FBXL8_3,FBXL8,2200,2152
ZNF454_E5_1011.46,ZNF454,2224,1739
ACAT1_e8_96.0,ACAT1,5175,5105
ADAM17_2475.37,ADAM17,2267,1191
ZNF79_E5_834.24,ZNF79,1669,1353
EZH2_e16_96.2,EZH2,2048,1220
RPS6KA6_PKc_E6_80,RPS6KA6,1254,1167
ADAMTS12_4785.84,ADAMTS12,1511,1088
HGFAC_1968.27,HGFAC,2806,1864
NFATC3_E4_200.5,NFATC3,2706,2502
MLKL_PKc_E6_136.11,MLKL,2510,1516
DNMT1_CXXC661707_E1_4899.674,DNMT1,1826,491
MST1R_PKc_E18_166.4,MST1R,2201,1966
ASB3_1557.120,ASB3,1618,1734
ABHD12_1215.134,ABHD12,2343,2054
ATF3_E4_99.1,ATF3,4780,4111
ARID4B_Chromo_E17_108.6,ARID4B,2013,1787
MMP23B_140.20,MMP23B,2297,1127
NSMCE2_744.38,NSMCE2,2234,198
MYSM1_2487.105,MYSM1,5961,5001
ZNF707_E8_567.80,ZNF707,3181,2057
ZNF133_E7_1230.171,ZNF133,1440,1136
SOCS4_1323.7,SOCS4,2261,1887
RNF17_tudor14841531_E1_4872.218,RNF17,1861,1444
TEX14_PKc_E9_124.2,TEX14,2174,1751
HMG20B_E4_144.15,HMG20B,975,1319
SUV39H2_e4_147.1,SUV39H2,8165,6038
HAT1_e5_180.0,HAT1,2920,2084
MARCH6_2733.86,43530,1681,1214
MAPK8_PKc_E7_72,MAPK8,1218,769
FOS_E3_75.0,FOS,1405,1016
ZNF641_E7_477.29,ZNF641,2812,2233
SMARCA2_BD_e29_54.2,SMARCA2,2067,2063
CDX1_E2_126.4,CDX1,4529,3139
AIRE_E6_81.6,AIRE,1543,1332
TULP4_4632.355,TULP4,3927,2250
FOXP1_E18_81.0,FOXP1,1672,1035
MAFK_E3_210.19,MAFK,2053,1652
ZNF222_E4_483.30,ZNF222,2589,1553
ING1_Phd_E2_635.47,ING1,578,552
SHOX_E3_135.11,SHOX,841,1380
MAPKAPK5_PKc_E4_98.3,MAPKAPK5,2183,2028
RNF114_687.83,RNF114,1344,720
POU1F1_E6_154.7,POU1F1,1240,866
BAHCC1_BAHCC1_E28_180.25,BAHCC1,613,360
ZNF43_E7_1908.126,ZNF43,2687,2657
NR4A3_E4_84.9,NR4A3,1101,978
KDM5B_Phd3_E27_108.2,KDM5B,2514,1317
ZBTB47_E6_155.13,ZBTB47,2042,1483
ZCWPW2_CW3078_E1_1071.6,ZCWPW2,4716,1794
ADAMDEC1_1413.39,ADAMDEC1,3295,2318
VEZF1_E2_78.1,VEZF1,4620,3722
GCK_PKc_E6_100.5,GCK,1635,1419
TDRD1_tudor545592_E1_3570.208,TDRD1,2771,2036
NFATC1_E4_203.5,NFATC1,6225,4485
ZNF230_E5_810.35,ZNF230,6004,4999
USP45_2445.154,USP45,5724,5782
PJA2_2127.127,PJA2,2529,2163
NEK10_PKc_E20_138.3,NEK10,2692,2520
PRDM1_E7_180.17,PRDM1,4491,3479
FOSB_E4_99.2,FOSB,1177,1437
NEK10_PKc_E22_122.2,NEK10,1211,853
AIRE_Phd1_E8_113.4,AIRE,350,726
ZBTB25_BTB14114_E1_1308.134,ZBTB25,2793,2531
SREBF2_E5_103.3,SREBF2,3219,812
BACE2_1557.82,BACE2,1436,1428
LAP3_1560.54,LAP3,3889,3681
ZNF19_E6_648.45,ZNF19,4421,3559
RAG1_3132.277,RAG1,2202,1999
BTBD6_BTB76183_E1_1458.15,BTBD6,2597,2044
ZNF256_E3_999.59,ZNF256,2620,2262
ZNF790_E5_1317.76,ZNF790,3379,3264
TET3_e10_79.2,TET3,2207,1649
UBE2J2_828.122,UBE2J2,1659,1577
NPR2_PKc_E11_105,NPR2,4209,3281
MAPK12_PKc_E1_95.4,MAPK12,630,454
TRIM11_1407.207,TRIM11,673,700
RNF11_465.25,RNF11,3779,2851
DCLK2_PKc_E12_134.4,DCLK2,2469,2220
SRMS_PKc_E5_159.12,SRMS,950,714
ARID3A_E5_184.11,ARID3A,2762,1445
HDX_E6_138.3,HDX,1784,1488
BARD1_2277.13,BARD1,2831,1379
HHEX_E2_129.1,HHEX,2009,1462
TRIM60_1416.119,TRIM60,4470,3458
USP29_2769.61,USP29,3445,2938
ZNF831_E1_144.1,ZNF831,2920,2835
FASTK_PKc_E7_92.8,FASTK,320,479
FBXL16_13,FBXL16,2317,1406
ZNF770_E3_1944.123,ZNF770,3058,1884
SREBF2_E5_103.8,SREBF2,2950,1751
LNPEP_3078.263,LNPEP,3500,2694
FEZF2_E3_117.3,FEZF2,662,1050
TBX20_E6_60.4,TBX20,989,653
neg25,neg25,7806,7216
FBXO30_11,FBXO30,3318,2120
PAK4_PKc_E10_153.1,PAK4,1332,1321
AIRE_Phd1_E8_113.21,AIRE,486,573
CCNF_2361.25,CCNF,718,539
ZNF283_E7_1077.52,ZNF283,4136,3186
UBE4A_3201.131,UBE4A,4060,3047
UTY_e25_115.5,UTY,5252,5794
UBR2_5268.160,UBR2,3305,2447
ASB2_1908.245,ASB2,2173,2324
CBL_2721.344,CBL,2944,2074
OTUD1_1446.179,OTUD1,3693,2353
CHD6_H_e18_47.3,CHD6,2914,1901
LHX9_E5_39.1,LHX9,1606,1893
BACH1_BTB24127_E1_2211.188,BACH1,1963,1155
ROS1_PKc_E40_201.18,ROS1,1898,1141
ZNF417_E3_567.8,ZNF417,1671,1508
NEUROD6_E2_171.15,NEUROD6,2609,2485
CAPN6_1926.63,CAPN6,4091,2846
FBXO34_2136.167,FBXO34,3014,1621
TNK1_PKc_E5_156.19,TNK1,1389,908
RNF17_tudor12321277_E1_4872.252,RNF17,2607,2436
ANKK1_PKc_E1_113.4,ANKK1,1761,1234
ZFP90_E5_1260.43,ZFP90,3452,2629
ZNF628_E3_1746.399,ZNF628,1649,1379
USP30_1554.95,USP30,659,600
RSPRY1_1731.93,RSPRY1,3887,4308
ZNF212_E5_66.2,ZNF212,5241,2884
ZNF560_E10_1560.95,ZNF560,695,489
DPP7_1479.33,DPP7,2977,2451
EHF_E8_188.11,EHF,1168,1095
ZNF684_E5_660.48,ZNF684,2551,1661
ING3_Phd_E12_90.2,ING3,2194,1451
PROP1_E2_135.7,PROP1,1585,1355
HES1_E2_96.0,HES1,3522,3816
LBR_tudor956_E1_1848.208,LBR,1788,1270
EOMES_E4_159.11,EOMES,1354,1030
FBXL4_1,FBXL4,2835,2303
KDM4B_tudor9751030_E1_3291.35,KDM4B,508,471
TMPRSS11D_1257.75,TMPRSS11D,5363,4388
ITK_PKc_E14_65,ITK,1344,955
MUSK_PKc_E13_74.1,MUSK,726,424
UBR7_Phd_E4_42.0,UBR7,2080,2451
FBXW5_1701.9,FBXW5,121,334
DMRTC2_E2_113.15,DMRTC2,568,606
ATAT1_e4_50.0,ATAT1,6671,4969
DDIT3_E4_192.12,DDIT3,1680,1035
HTRA4_1431.113,HTRA4,4479,2860
ZNF688_E3_153.10,ZNF688,3242,2192
ZNF277_E5_35.0,ZNF277,6354,5337
HEYL_E3_84.2,HEYL,4490,3088
MUSK_PKc_E15_647.33,MUSK,1145,901
ECE1_2313.175,ECE1,1304,1229
PROX2_E3_195.12,PROX2,4647,3277
ZBTB1_BTB14109_E1_2142.135,ZBTB1,2687,1803
BRD9_BD_e5_145.7,BRD9,4707,2679
ZNF124_E4_582.51,ZNF124,2102,1655
TXK_PKc_E13_119.8,TXK,2098,1022
TRIM51_1359.25,TRIM51,1026,311
ADAM30_2373.67,ADAM30,3513,3033
LNX2_2073.231,LNX2,2821,1746
SOX5_E13_109.0,SOX5,3166,2703
ZNF470_E6_1338.89,ZNF470,1141,1426
KAT2A_BD_e17_64.6,KAT2A,3478,2468
CBLB_2949.331,CBLB,1251,814
TRIM41_1893.8,TRIM41,2563,2319
MYRF_E9_77.4,MYRF,413,415
KIAA1804_PKc_E1_436.71,KIAA1804,736,944
ZNF212_E5_66.1,ZNF212,1637,2069
ARIH1_1674.150,ARIH1,3716,374
KLHL1_BTB202305_E1_2247.212,KLHL1,1971,1050
ZNF821_E7_165.19,ZNF821,752,831
UBR2_1320.77,UBR2,4008,2155
ACVRL1_PKc_E9_131,ACVRL1,819,387
NRBP1_PKc_E8_84.1,NRBP1,852,520
CPD_4143.301,CPD,4374,2284
AATK_PKc_E7_134.11,AATK,680,507
PEX12_1080.49,PEX12,1583,611
PRDM2_e5_153.5,PRDM2,1574,983
ALX3_E2_135.20,ALX3,3262,2575
RNF31_2766.61,RNF31,868,519
HUWE1_13125.846,HUWE1,1024,263
FOXP3_E10_36.0,FOXP3,1136,841
BFAR_1353.5,BFAR,2898,1837
PAK7_PKc_E6_207.22,PAK7,285,160
RFX3_E8_49.3,RFX3,5793,3805
FBXL12_981.1,FBXL12,4017,2498
TMPRSS11D_1257.74,TMPRSS11D,2826,3528
ZNF703_E2_91.2,ZNF703,685,584
DZIP3_3627.128,DZIP3,5629,4331
USF1_E9_95.0,USF1,2584,1375
neg54,neg54,3163,3737
ATOH7_E1_144.0,ATOH7,4486,3478
HBP1_E10_127.7,HBP1,5023,4168
ZNF32_E3_561.63,ZNF32,1449,1953
ZNF880_E4_1221.59,ZNF880,6086,4134
TRIM13_1224.3,TRIM13,3014,1941
KDM3B_e19_131.11,KDM3B,4157,1533
PCGF1_780.13,PCGF1,1841,982
DNMT1_Bah770893_E1_4899.658,DNMT1,1451,264
EIF2AK2_PKc_E15_102.3,EIF2AK2,1811,1254
L3MBTL1_MBT493585_E1_2523.147,L3MBTL1,1623,852
LIMK2_PKc_E9_132.8,LIMK2,2311,2186
DPYSL4_1719.307,DPYSL4,1901,2345
MEP1B_2106.42,MEP1B,3062,3013
PRSS56_1812.405,PRSS56,1755,1583
FOXN4_E8_120.14,FOXN4,861,1035
HDX_E6_138.2,HDX,10460,7504
ZNF688_E3_153.13,ZNF688,3609,2161
ARAF_PKc_E12_47,ARAF,1404,1767
TSSK1B_PKc_E1_789.35,TSSK1B,1183,834
FBXL5_2076.113,FBXL5,2047,1621
ZSCAN30_E5_495.39,ZSCAN30,2550,2137
KEAP1_BTB67179_E1_1875.323,KEAP1,1086,529
ONECUT1_E2_165.10,ONECUT1,5154,3671
ZNF224_E6_1320.113,ZNF224,9391,5987
FBXO24_1857.125,FBXO24,2511,2825
OARD1_Macro14140_E1_459.26,OARD1,1461,1754
ZNF33B_E4_1407.46,ZNF33B,3112,2108
DTX3_1053.164,DTX3,323,467
IRF2BPL_2391.214,IRF2BPL,3184,2195
GATA3_E6_51.0,GATA3,4674,3596
ZFX_E10_1119.45,ZFX,3737,1261
ZNF410_E9_90.2,ZNF410,2257,2548
PEX12_1080.57,PEX12,2091,1213
TMEM129_1089.172,TMEM129,1027,632
LHX2_E4_135.9,LHX2,2590,3046
ZNF341_E3_81.5,ZNF341,2586,2698
DCAF4_1488.151,DCAF4,3515,3112
PHOX2A_E2_135.5,PHOX2A,2591,1685
ZNF507_E5_115.2,ZNF507,5470,3544
KLK6_735.125,KLK6,3371,2593
MOK_PKc_E2_113.1,MOK,1598,896
ZNF699_E5_1254.0,ZNF699,6000,4655
ASB12_957.48,ASB12,1972,1375
neg59,neg59,3378,3436
ZNF93_E4_1329.32,ZNF93,6314,5099
ENPEP_2874.26,ENPEP,6384,4715
NSD2_e20_117.0,NSD2,1195,801
CAPN5_1923.104,CAPN5,1448,1711
INO80_D_e16_143.11,INO80,2524,353
ZNF496_E9_339.10,ZNF496,2449,1979
ZNF821_E7_165.15,ZNF821,4308,3670
PROZ_1269.144,PROZ,4416,2929
DCAF10_1680.69,DCAF10,3417,2366
MARCH5_837.69,43529,1124,1006
USP17L8_1593.141,USP17L8,1441,1289
ZNF688_E3_153.8,ZNF688,4003,1839
BDP1_SANT_E7_95.4,BDP1,4225,533
CORIN_3129.196,CORIN,5756,4731
CDC5L_SANT2_E3_142.6,CDC5L,1539,286
DBX1_E3_123.0,DBX1,2499,1881
HIF1A_E2_187.4,HIF1A,2450,2260
UBE2J2_828.128,UBE2J2,1377,1446
DCAF5_2829.406,DCAF5,739,527
ARNTL_E8_157.5,ARNTL,3196,2159
SPSB2_792.148,SPSB2,1490,1246
FOXH1_E1_78.0,FOXH1,2722,2909
HMGB1_E4_175.10,HMGB1,4723,504
HUWE1_13125.1717,HUWE1,2734,1805
ZNF709_E4_1422.80,ZNF709,2334,2590
BRWD3_BD2_e36_75.0,BRWD3,3276,3083
TRIM35_1482.7,TRIM35,472,387
TRIM27_1373.225,TRIM27,4507,2935
BTBD8_BTB48121_E1_1137.26,BTBD8,2192,1675
SRF_E2_156.0,SRF,2356,633
ARID4B_Chromo_E18_85.1,ARID4B,998,839
KCTD5_BTB46135_E1_705.3,KCTD5,2258,967
AREL1_2472.18,AREL1,2702,2195
ZBTB33_E3_657.44,ZBTB33,1016,935
UBE2E3_624.10,UBE2E3,4667,3206
USP21_1698.165,USP21,829,517
RAF1_PKc_E11_85.12,RAF1,1467,866
PAK2_PKc_E11_118.2,PAK2,678,526
CPM_1332.11,CPM,2828,2330
ZNF157_E4_1023.97,ZNF157,3193,2917
RNF113B_969.102,RNF113B,3140,2093
KDM5C_E3_123.15,KDM5C,1627,1118
NEURL3_789.64,NEURL3,1413,1709
AIRE_Phd2_E11_104.2,AIRE,2551,1171
HECTD2_2343.90,HECTD2,644,382
PWWP2A_PWWP653739_E1_2268.15,PWWP2A,2248,1768
ZNF784_E2_447.62,ZNF784,1084,1093
ROCK2_PKc_E1_27.3,ROCK2,1542,859
PCGF1_780.83,PCGF1,2823,1352
MAP3K7_PKc_E6_125.6,MAP3K7,4294,2326
ZNF674_E6_1125.53,ZNF674,5006,3273
ZEB1_E7_1811.69,ZEB1,3170,2515
USP32_4815.338,USP32,4223,1187
ZIK1_E4_666.74,ZIK1,947,853
ELK4_E2_159.2,ELK4,3675,2746
CDC42BPA_PKc_E6_94.3,CDC42BPA,2159,1876
RNF133_1131.85,RNF133,3148,2772
MEX3B_1710.173,MEX3B,3529,2779
MYNN_BTB14111_E1_1833.125,MYNN,4404,3349
FIGLA_E2_135.0,FIGLA,2944,1924
KDM4A_tudor9601004_E1_3195.198,KDM4A,2867,2461
ADAMTS5_2793.98,ADAMTS5,3839,3217
WSB2_1266.77,WSB2,3258,3077
TTC3_6078.274,TTC3,2315,1589
STEAP1_1020.54,STEAP1,5582,3762
ZNF229_E6_1239.34,ZNF229,2385,1666
TRIM38_1398.149,TRIM38,3181,2130
ZBTB33_BTB22116_E1_2019.157,ZBTB33,692,881
NFIB_E5_121.5,NFIB,3743,3947
KLHL13_BTB85191_E1_1977.21,KLHL13,1634,1248
PSMB2_606.76,PSMB2,2610,202
SCRT2_E2_156.5,SCRT2,2864,1414
ZNF691_E4_573.4,ZNF691,1800,1574
ZKSCAN8_E7_744.88,ZKSCAN8,2138,1434
neg23,neg23,8821,9630
DCAF8_1794.97,DCAF8,4393,2012
POU3F3_E1_174.3,POU3F3,954,691
FOS_E3_75.2,FOS,1820,1209
FLI1_E9_252.10,FLI1,2458,2098
TRIM33_Phd_E15_104.1,TRIM33,4106,2674
SUV420H1_e7_167.7,SUV420H1,3249,2881
MAST2_PKc_E14_41.1,MAST2,1379,1185
ZNF548_E4_834.34,ZNF548,2278,2487
ZNF649_E5_663.7,ZNF649,3023,2644
MXI1_E4_115.4,MXI1,1259,1178
KDM4C_e5_106.1,KDM4C,6707,5650
ZFP36L1_1017.220,ZFP36L1,1149,780
UBE3C_3252.176,UBE3C,1161,1015
ZNF711_E9_1113.54,ZNF711,2880,2818
TRIM62_1428.68,TRIM62,883,694
SETDB2_e13_63.1,SETDB2,6035,4438
FAP_2283.101,FAP,5964,5563
SFMBT1_MBT360453_E1_2601.263,SFMBT1,3013,1702
ADRBK1_PKc_E10_79.2,ADRBK1,1742,1453
PSMA8_771.41,PSMA8,3242,2545
RNF17_tudor14841531_E1_4872.217,RNF17,2653,2068
SMARCA2_D_e17_111.10,SMARCA2,1103,735
KCTD21_BTB593_E1_783.118,KCTD21,3694,1848
BATF2_E3_72.0,BATF2,3804,2553
NACC1_BTB20122_E1_1584.3,NACC1,820,626
MBD5_PWWP13831460_E1_4485.227,MBD5,1405,1373
USP8_3357.149,USP8,1946,282
DPP10_2403.91,DPP10,3624,2220
ATG4C_1377.2,ATG4C,3636,2501
CLOCK_e21_210.12,CLOCK,917,1091
SPSB3_1068.159,SPSB3,2647,1384
HBO1_e14_107.4,HBO1,3939,2202
ROR2_PKc_E9_852.54,ROR2,1377,1039
HAT1_e5_180.9,HAT1,2515,1639
KDM7A_e6_187.7,KDM7A,2559,2162
SP5_E2_69.4,SP5,1360,1266
JAK2_PKc_E16_139.4,JAK2,781,570
USF2_E8_95.3,USF2,1137,902
FBXO4_2,FBXO4,2677,2113
OTX1_E4_135.1,OTX1,2502,2094
NAALADL1_2223.427,NAALADL1,1833,715
MBD1_CXXC168215_E1_1968.332,MBD1,1569,1410
PBRM1_BD2_e8_99.2,PBRM1,2306,1885
ZNF100_E5_1155.50,ZNF100,3882,3389
MESP2_E1_174.26,MESP2,534,661
ATRX_H_e26_107.0,ATRX,2507,1864
RNF157_2040.238,RNF157,929,954
G2E3_1983.69,G2E3,1529,1916
TP63_E8_82.10,TP63,1029,947
UBE2D4_444.21,UBE2D4,1570,1080
ZNF208_E4_2559.14,ZNF208,3665,2780
ADRBK2_PKc_E9_100.2,ADRBK2,2631,1949
CCDC79_E2_135.5,CCDC79,2631,1521
GDAP2_Macro54193_E1_1494.23,GDAP2,4224,3217
TPSG1_966.6,TPSG1,2373,1030
SETMAR_e2_380.25,SETMAR,3072,2526
REL_E2_132.6,REL,3493,1916
MLXIPL_E13_117.2,MLXIPL,2297,1895
ZBTB47_BTB4113_E1_2244.452,ZBTB47,915,497
ZNF763_E4_402.17,ZNF763,2945,3065
ZCWPW2_PWWP97160_E1_1071.64,ZCWPW2,1577,1628
AZU1_756.19,AZU1,2749,1675
TAL2_E1_168.8,TAL2,3795,2085
SH3RF2_2190.35,SH3RF2,2194,2313
CHD6_Chromo_E9_87.0,CHD6,2139,1037
PKNOX1_E8_72.5,PKNOX1,2647,1698
PRSS16_1545.214,PRSS16,2636,2172
MMP15_2010.72,MMP15,1472,1214
ZNF823_E4_1167.11,ZNF823,4654,3000
MDM4_1473.64,MDM4,2964,1562
YBX1_E5_27.0,YBX1,1733,839
PKN1_PKc_E17_63,PKN1,1302,982
USP37_2940.124,USP37,2339,859
HMGB2_E2_126.13,HMGB2,2240,2213
HDAC5_e23_97.7,HDAC5,2302,2551
ASH1L_e11_118.0,ASH1L,2660,2258
ZNF705G_E5_162.5,ZNF705G,6711,5152
PWWP2B_PWWP488574_E1_1773.204,PWWP2B,628,760
IRF4_E2_147.11,IRF4,2371,1743
DIDO1_Phd_E3_362.22,DIDO1,5257,2097
CAMK2B_PKc_E6_73.6,CAMK2B,2091,2277
ZNF793_E8_600.55,ZNF793,4448,2611
ADAM2_2208.41,ADAM2,3455,2011
MMP1_1410.52,MMP1,3584,2172
TRIM27_1373.123,TRIM27,677,332
MEF2D_E2_51.1,MEF2D,732,446
ZNF551_E3_1038.10,ZNF551,1279,850
PIAS1_1956.138,PIAS1,3684,2301
PRMT7_e5_73.0,PRMT7,2184,945
USP17L15_1680.55,USP17L15,3932,3915
RNF148_918.56,RNF148,1923,1289
FBXL5_2076.26,FBXL5,1241,1386
RNF223_750.58,RNF223,2000,1293
TDRD7_tudor707752_E1_3297.101,TDRD7,2088,1297
NKX6_1_E2_135.6,NKX6,1756,1647
ZNF142_E6_781.19,ZNF142,3900,4173
FBXO33_1668.199,FBXO33,396,149
HOXD12_E2_171.11,HOXD12,5269,3983
HDAC2_e9_140.4,HDAC2,1376,753
HTRA4_1431.138,HTRA4,2164,1688
CDKL2_PKc_E3_195.7,CDKL2,1445,920
SP100_BD_e28_144.3,SP100,751,600
CDK10_PKc_E3_72.5,CDK10,1056,619
ARID4A_Chromo_E17_50.2,ARID4A,3208,3635
RC3H1_3405.5,RC3H1,3764,2659
FBXW8_12,FBXW8,303,324
HMBOX1_E7_50.0,HMBOX1,3626,3680
ARID4A_Chromo_E17_50.0,ARID4A,1446,1596
ZNF625_E4_396.20,ZNF625,1282,1216
PRSS21_945.16,PRSS21,3947,3536
SOX11_E1_216.1,SOX11,2825,2373
ASB15_1767.134,ASB15,1776,1516
ZNF630_E5_909.76,ZNF630,3444,2249
MIB1_3021.218,MIB1,5058,3765
KMT2C_ePhd1_E6_110.3,KMT2C,1990,1562
NCOR2_E19_95.5,NCOR2,387,411
ETS2_E11_141.5,ETS2,2744,1941
PHF14_Phd2_E13_132.1,PHF14,1159,1016
SMARCA4_BD_e32_109.8,SMARCA4,1421,1156
ZNRF2_729.78,ZNRF2,4781,3495
ROCK2_PKc_E4_138,ROCK2,1257,890
NPR2_PKc_E14_156.4,NPR2,652,601
CTSS_996.8,CTSS,5683,3000
PDK1_PKc_E6_68.2,PDK1,1912,1537
ZNF93_E4_1329.93,ZNF93,3876,3420
DMAP1_SANT_E5_45.2,DMAP1,1088,64
SP140_BD_e27_79.3,SP140,2114,1496
MTA3_E14_128.11,MTA3,3827,1964
CBLC_1425.104,CBLC,2770,2410
RNF217_1629.150,RNF217,2710,2700
ISX_E4_42.2,ISX,676,1031
ZNF257_E4_936.59,ZNF257,4945,3421
ZNF611_E7_1329.38,ZNF611,890,729
ADAMTS6_3354.356,ADAMTS6,3250,2757
KLK4_765.83,KLK4,1655,1600
TDRD6_tudor10371080_E1_6291.232,TDRD6,3155,2350
ZNF497_E3_1158.170,ZNF497,503,611
ZNF665_E4_1497.67,ZNF665,3016,2626
NEURL1_1725.38,NEURL1,1811,1318
ZNF121_Ex_993.78,ZNF121,3260,1991
PRSS58_726.6,PRSS58,1044,1481
KMT2B_Phd3_E16_183.37,KMT2B,803,651
neg30,neg30,14083,13458
CXXC1_Phd_E2_41.1,CXXC1,1967,1289
FBXW11_3,FBXW11,3288,1858
FBXW10_1,FBXW10,2187,1279
USP48_3108.28,USP48,1961,1242
THAP7_E2_156.30,THAP7,2068,1794
PAX1_E2_384.4,PAX1,4201,3724
IHH_1236.159,IHH,404,670
CHD1L_D_e4_115.1,CHD1L,3078,1998
UBOX5_1626.122,UBOX5,1534,1410
