Gene	sgRNA	c23|beta	c23|z	c23|p-value	c23|fdr	c23|wald-p-value	c23|wald-fdr
ZNF573	6	0.13529	1.424	0.12543	0.75254	0.15446	0.59603
ZNF574	6	-0.055438	-0.55938	0.66866	0.96005	0.5759	0.80439
ZNF575	6	0.14247	1.1112	0.10694	0.7191	0.26648	0.65469
ZNF576	6	0.035796	1.1948	0.64078	0.96005	0.23216	0.63472
ZNF577	6	-0.013363	-0.2875	0.98578	0.99598	0.77373	0.90072
ZNF579	6	-0.062993	-0.79032	0.61689	0.95747	0.42934	0.76549
ZNF580	6	-0.31507	-2.1907	0.019909	0.40462	0.028472	0.58871
ZNF581	6	-0.20212	-1.615	0.096416	0.70772	0.10631	0.58871
ZNF582	6	0.086734	1.6998	0.31058	0.90286	0.089162	0.58871
ZNF583	6	0.093471	1.0273	0.28185	0.88742	0.30429	0.68552
ZNF584	6	-0.32216	-2.2083	0.018203	0.39024	0.027227	0.58871
ZNF585A	6	0.030271	0.66327	0.68146	0.96237	0.50716	0.78004
ZNF585B	6	0.053029	1.2999	0.51337	0.94407	0.19364	0.61698
ZNF586	6	0.091751	0.84693	0.28697	0.88742	0.39703	0.74628
ZNF587	6	0.084321	0.88276	0.32139	0.90389	0.37737	0.73414
ZNF589	6	0.019698	0.22995	0.75995	0.97197	0.81813	0.92271
ZNF592	8	-0.075268	-0.84672	0.49716	0.94032	0.39715	0.74628
ZNF593	6	-0.182	-2.0638	0.1277	0.75845	0.039035	0.58871
ZNF594	6	-0.075076	-1.3647	0.54152	0.9497	0.17235	0.59887
ZNF596	6	-0.027141	-0.35064	0.87912	0.98009	0.72586	0.88004
ZNF597	6	0.019032	0.37889	0.76564	0.97197	0.70477	0.87303
ZNF599	6	0.083998	1.1702	0.32309	0.90389	0.24192	0.64025
ZNF600	6	-0.013877	-0.33284	0.98322	0.99598	0.73926	0.88879
ZNF606	6	-0.069899	-0.88784	0.57196	0.95747	0.37463	0.73218
ZNF607	6	-0.10648	-1.069	0.37002	0.91858	0.28506	0.66941
ZNF610	6	0.1494	1.6178	0.091581	0.70576	0.1057	0.58871
ZNF611	6	0.013911	0.1629	0.80461	0.97392	0.8706	0.9471
ZNF613	6	0.15395	1.7569	0.082196	0.68974	0.078933	0.58871
ZNF614	6	0.14259	1.9302	0.10609	0.7191	0.053579	0.58871
ZNF615	6	0.043309	0.6696	0.58305	0.95747	0.50311	0.77868
ZNF616	6	0.096936	1.4979	0.27048	0.88137	0.13415	0.59021
ZNF619	6	0.050229	0.70122	0.52986	0.94617	0.48316	0.77868
ZNF620	6	0.009091	0.22814	0.84443	0.98009	0.81954	0.92271
ZNF621	7	-0.0064418	-0.089027	0.95336	0.9885	0.92906	0.97017
ZNF623	6	-0.08494	-1.2277	0.47867	0.9399	0.21955	0.63052
ZNF624	6	0.0073746	0.24989	0.85694	0.98009	0.80267	0.91496
ZNF625	6	-0.012598	-0.13699	0.99261	0.99828	0.89104	0.95457
ZNF626	5	0.080594	0.98314	0.39761	0.92221	0.32554	0.70238
ZNF627	6	0.05802	1.6687	0.47838	0.9399	0.095186	0.58871
ZNF628	6	0.032802	0.32623	0.6661	0.96005	0.74425	0.89062
ZNF629	6	0.021456	0.38403	0.74744	0.97046	0.70096	0.8718
ZNF630	6	0.091424	1.753	0.28754	0.88762	0.079597	0.58871
ZNF639	6	-0.034411	-0.71403	0.82452	0.98009	0.47521	0.77868
ZNF641	6	0.067459	1.667	0.41325	0.92371	0.095517	0.58871
ZNF646	6	-0.01929	-0.16425	0.93458	0.98531	0.86954	0.94682
ZNF648	6	-0.085435	-0.78035	0.47639	0.9399	0.43518	0.76851
ZNF649	6	0.077472	1.5658	0.35552	0.91679	0.11741	0.58871
ZNF652	6	-0.0539	-0.78768	0.67719	0.96237	0.43089	0.76554
ZNF653	6	-0.046796	-0.40533	0.72838	0.96967	0.68523	0.86169
ZNF655	6	-0.085437	-1.1405	0.47639	0.9399	0.25406	0.64737
ZNF658	5	0.084457	1.26	0.3777	0.91909	0.20765	0.62416
ZNF660	6	0.062461	0.64958	0.44881	0.9399	0.51596	0.78263
ZNF662	6	0.063469	1.0108	0.4417	0.9399	0.31211	0.69425
ZNF664	6	-0.014244	-0.41401	0.98094	0.99596	0.67886	0.85828
ZNF665	6	0.075337	0.78347	0.36718	0.91858	0.43335	0.76682
ZNF667	6	-0.02358	-0.31167	0.90671	0.98105	0.75529	0.89432
ZNF668	6	0.013437	0.20322	0.80717	0.97392	0.83896	0.93082
ZNF669	6	0.010252	0.19892	0.8339	0.98009	0.84232	0.93309
ZNF670	6	0.079466	1.2819	0.34386	0.91176	0.19989	0.62042
ZNF671	6	0.041371	0.57377	0.59954	0.95747	0.56612	0.8008
ZNF672	6	-0.21284	-1.8066	0.080489	0.68932	0.070821	0.58871
ZNF674	6	0.04202	1.0827	0.59443	0.95747	0.27895	0.66449
ZNF675	6	-0.036494	-0.70535	0.80518	0.97392	0.48059	0.77868
ZNF676	6	-0.011811	-0.1888	0.99801	0.99943	0.85025	0.93692
ZNF677	6	0.099941	1.7019	0.25512	0.8686	0.08878	0.58871
ZNF678	5	-0.0088248	-0.45672	0.9781	0.99537	0.64787	0.8434
ZNF679	4	-0.034361	-0.97915	0.83618	0.98009	0.32751	0.70336
ZNF680	5	0.16054	1.4268	0.10865	0.7191	0.15364	0.59603
ZNF681	5	0.043475	0.75393	0.61007	0.95747	0.45089	0.77164
ZNF682	6	-0.12251	-1.8018	0.29522	0.89219	0.071572	0.58871
ZNF683	6	-0.075191	-0.96583	0.54152	0.9497	0.33413	0.70423
ZNF684	6	0.061442	0.70359	0.45392	0.9399	0.48169	0.77868
ZNF687	7	-0.17428	-1.8929	0.12856	0.75941	0.058367	0.58871
ZNF688	6	0.0039954	0.072545	0.87884	0.98009	0.94217	0.9769
ZNF689	6	-0.06334	-0.93378	0.61291	0.95747	0.35042	0.71227
ZNF691	6	0.0063436	0.12391	0.86661	0.98009	0.90138	0.95854
ZNF692	4	-0.45977	-2.3175	0.0091013	0.3	0.020478	0.58871
ZNF695	5	0.19504	1.7491	0.054039	0.61093	0.080278	0.58871
ZNF696	6	-0.18722	-1.1762	0.11974	0.74911	0.23952	0.64025
ZNF697	6	0.15251	1.5202	0.085324	0.69606	0.12847	0.59021
ZNF699	6	0.064503	1.2035	0.43288	0.93489	0.22877	0.63081
ZNF7	6	0.020797	0.4299	0.75228	0.97137	0.66727	0.85398
ZNF70	6	-0.030996	-0.37595	0.84926	0.98009	0.70696	0.87351
ZNF700	6	-0.083476	-1.1645	0.48749	0.9399	0.24421	0.64025
ZNF701	4	0.094303	0.80954	0.37144	0.91858	0.4182	0.7562
ZNF703	6	0.081992	1.3926	0.33276	0.90417	0.16373	0.59603
ZNF705A	6	0.033051	0.50358	0.66382	0.96005	0.61456	0.8233
ZNF705D	6	-0.10565	-1.5733	0.374	0.91858	0.11565	0.58871
ZNF705G	6	0.10938	1.624	0.21758	0.84026	0.10437	0.58871
ZNF706	4	0.070567	0.76335	0.50028	0.94193	0.44526	0.77164
ZNF707	6	-0.066727	-0.78994	0.59158	0.95747	0.42956	0.76551
ZNF708	6	0.028961	1.0456	0.68885	0.96379	0.29574	0.67789
ZNF709	6	0.012644	0.15805	0.81115	0.97538	0.87442	0.94834
ZNF71	6	0.034002	0.31864	0.65586	0.96005	0.75	0.89148
ZNF710	6	0.048598	0.58218	0.54238	0.9497	0.56045	0.7982
ZNF711	6	-0.048044	-0.75592	0.71758	0.96684	0.4497	0.77164
ZNF713	6	-0.0066391	-0.10948	0.96388	0.99123	0.91282	0.96305
ZNF714	5	0.17471	1.7034	0.081911	0.68974	0.088489	0.58871
ZNF716	5	-0.037686	-0.5722	0.81371	0.97678	0.56718	0.80153
ZNF717	6	-0.10606	-2.1744	0.37258	0.91858	0.029679	0.58871
ZNF726	6	0.053238	1.2542	0.51138	0.94407	0.20977	0.62451
ZNF732	6	0.055052	1.1545	0.49659	0.94032	0.24831	0.64528
ZNF736	5	0.23749	1.7287	0.020193	0.40805	0.08386	0.58871
ZNF737	5	0.21443	1.7588	0.036121	0.52263	0.078604	0.58871
ZNF74	6	0.068813	0.56637	0.40444	0.92362	0.57115	0.80294
ZNF740	7	0.11409	2.201	0.17292	0.83154	0.027734	0.58871
ZNF746	6	-0.0011125	-0.020674	0.91951	0.98238	0.98351	0.99368
ZNF749	6	0.075791	1.3217	0.36291	0.91858	0.18627	0.61072
ZNF75A	6	0.039005	1.0039	0.61832	0.95747	0.31542	0.6964
ZNF75D	6	0.10914	1.7798	0.21815	0.84026	0.075114	0.58871
ZNF76	7	0.029434	0.73044	0.65899	0.96005	0.46512	0.7775
ZNF763	6	0.0019278	0.047437	0.89448	0.98105	0.96217	0.98367
ZNF764	6	0.019163	0.26888	0.76365	0.97197	0.78802	0.90694
ZNF765	4	0.13757	1.5386	0.20307	0.84026	0.1239	0.58871
ZNF766	6	-0.055598	-0.68116	0.66752	0.96005	0.49577	0.77868
ZNF768	6	0.0059623	0.055244	0.8686	0.98009	0.95594	0.98199
ZNF77	6	-0.0086705	-0.32055	0.97838	0.99537	0.74855	0.89127
ZNF770	6	-0.014794	-0.29563	0.97526	0.99449	0.76752	0.89893
ZNF771	6	-0.14486	-1.2542	0.21672	0.84026	0.20976	0.62451
ZNF772	8	-0.081197	-1.6921	0.46217	0.9399	0.090624	0.58871
ZNF773	6	0.15265	1.6542	0.085324	0.69606	0.098086	0.58871
ZNF774	6	-0.027771	-0.43021	0.87344	0.98009	0.66704	0.85398
ZNF775	6	0.15365	1.4404	0.08248	0.69048	0.14976	0.59603
ZNF776	6	0.12827	1.2222	0.14647	0.79598	0.22164	0.63052
ZNF777	6	0.14349	1.7414	0.10466	0.7191	0.081614	0.58871
ZNF778	6	0.040301	0.75902	0.60722	0.95747	0.44784	0.77164
ZNF780A	6	0.039884	0.76147	0.60922	0.95747	0.44638	0.77164
ZNF780B	6	0.023394	0.36949	0.73066	0.96967	0.71176	0.8754
ZNF781	6	0.11468	1.8827	0.20051	0.84026	0.059747	0.58871
ZNF782	6	-0.10573	-0.4238	0.37344	0.91858	0.67171	0.85398
ZNF783	6	0.16872	1.3617	0.059443	0.62059	0.17331	0.599
ZNF784	6	-0.16834	-1.5555	0.15444	0.81532	0.11984	0.58871
ZNF785	6	-0.065856	-0.48696	0.59642	0.95747	0.62629	0.82942
ZNF786	6	0.1253	1.394	0.15728	0.81645	0.16332	0.59603
ZNF787	6	-0.031412	-0.57365	0.84585	0.98009	0.56621	0.8008
ZNF789	1	0.12654	0.66668	0.55887	0.95574	0.50497	0.77868
ZNF79	6	-0.026092	-0.2483	0.88538	0.98078	0.8039	0.91532
ZNF790	6	0.02626	0.40828	0.70648	0.96684	0.68307	0.8602
ZNF791	6	0.023552	0.31892	0.72895	0.96967	0.74979	0.89148
ZNF792	6	-0.039216	-0.87705	0.78441	0.97289	0.38046	0.73426
ZNF793	6	0.18223	0.67823	0.040387	0.55	0.49763	0.77868
ZNF799	6	0.042911	1.0453	0.58589	0.95747	0.29587	0.67789
ZNF8	6	-0.10497	-1.4463	0.37884	0.91925	0.1481	0.59603
ZNF80	6	0.073575	1.164	0.37713	0.91892	0.24444	0.64025
ZNF800	5	0.013798	0.30737	0.80546	0.97392	0.75856	0.89594
ZNF805	6	0.16315	1.1774	0.066837	0.64208	0.23903	0.64025
ZNF808	6	0.085329	1.2465	0.31598	0.90325	0.21257	0.62753
ZNF81	6	0.043901	0.93173	0.57736	0.95747	0.35148	0.71227
ZNF813	6	-0.052882	-0.97019	0.68203	0.96237	0.33195	0.70414
ZNF814	6	0.067941	0.87564	0.41041	0.92362	0.38123	0.73426
ZNF816	4	-0.050589	-1.0285	0.73948	0.96967	0.3037	0.68493
ZNF821	6	0.055189	0.6392	0.49602	0.94032	0.52269	0.78325
ZNF823	6	0.065762	0.85682	0.42605	0.93217	0.39154	0.742
ZNF827	6	0.050042	0.78842	0.53072	0.94625	0.43045	0.76554
ZNF83	6	-0.0078165	-0.14859	0.97127	0.99389	0.88187	0.95135
ZNF831	6	0.14083	1.3195	0.11234	0.72928	0.18699	0.61103
ZNF836	6	0.14666	1.3534	0.099261	0.71227	0.17593	0.60057
ZNF837	6	-0.040858	-0.49144	0.77218	0.9728	0.62312	0.82761
ZNF84	6	-0.09563	-0.76705	0.42548	0.93217	0.44305	0.77164
ZNF841	6	-0.016119	-0.42041	0.96331	0.99122	0.67418	0.85513
ZNF844	6	0.11345	1.5315	0.20449	0.84026	0.12565	0.58871
ZNF845	5	0.081828	1.1333	0.39135	0.92221	0.25708	0.64889
ZNF846	6	-0.032036	-0.5833	0.84187	0.98009	0.55969	0.7982
ZNF85	6	-0.026407	-0.3448	0.88367	0.98074	0.73025	0.88238
ZNF852	6	-0.0078634	-0.138	0.97127	0.99389	0.89024	0.9543
ZNF860	4	0.078174	1.3251	0.45307	0.9399	0.18515	0.6104
ZNF865	6	0.031822	0.56449	0.6698	0.96005	0.57242	0.80337
ZNF878	6	-0.016981	-0.32438	0.95364	0.9885	0.74565	0.89062
ZNF879	6	0.11413	1.6189	0.20336	0.84026	0.10546	0.58871
ZNF880	5	0.036754	0.89317	0.65074	0.96005	0.37177	0.72984
ZNF90	5	-0.073116	-1.2133	0.58618	0.95747	0.22502	0.63052
ZNF91	5	-0.14974	-1.5078	0.24488	0.86241	0.1316	0.59021
ZNF92	5	0.061522	1.1016	0.49659	0.94032	0.27065	0.65872
ZNF93	6	0.039093	1.2133	0.61689	0.95747	0.22502	0.63052
ZNF98	6	-0.021163	-0.36038	0.92292	0.98304	0.71857	0.87695
ZNF99	6	0.038456	1.0383	0.62201	0.95747	0.29913	0.67943
ZPR1	9	-0.090855	-0.79374	0.37656	0.91886	0.42735	0.76407
ZSCAN1	6	-0.031976	-0.47963	0.84243	0.98009	0.63149	0.83158
ZSCAN10	6	0.037781	0.40115	0.626	0.95747	0.68831	0.86293
ZSCAN12	6	0.1088	1.052	0.21928	0.8417	0.2928	0.67532
ZSCAN16	6	0.0015351	0.057167	0.89903	0.98105	0.95441	0.98178
ZSCAN2	6	0.0073046	0.15229	0.85779	0.98009	0.87896	0.94915
ZSCAN20	19	0.01823	0.37102	0.56485	0.95627	0.71062	0.8754
ZSCAN21	6	-0.053312	-0.40785	0.68003	0.96237	0.68339	0.86029
ZSCAN22	6	-0.10378	-1.7321	0.38481	0.92103	0.083258	0.58871
ZSCAN23	6	0.1528	1.2407	0.08504	0.69606	0.21472	0.62947
ZSCAN25	6	-0.035265	-0.40265	0.81598	0.97785	0.6872	0.86262
ZSCAN26	6	0.21885	1.9447	0.015927	0.37838	0.051811	0.58871
ZSCAN29	7	0.017417	0.21502	0.76081	0.97197	0.82975	0.92704
ZSCAN30	6	0.15717	1.5918	0.075654	0.67766	0.11142	0.58871
ZSCAN31	6	-0.031543	-0.58611	0.84499	0.98009	0.5578	0.7982
ZSCAN32	6	0.0672	0.82424	0.41553	0.9241	0.40981	0.75134
ZSCAN4	6	-0.056191	-0.60497	0.66354	0.96005	0.5452	0.79245
ZSCAN5A	6	0.0053999	0.053404	0.87173	0.98009	0.95741	0.98227
ZSCAN5B	6	0.11946	1.3946	0.17918	0.83888	0.16313	0.59603
ZSCAN9	7	0.034281	0.44663	0.62173	0.95747	0.65514	0.84811
ZXDA	6	0.076429	0.89863	0.36035	0.91679	0.36885	0.72817
ZXDB	6	0.10272	1.3034	0.24573	0.86241	0.19244	0.61698
ZXDC	6	0.039758	0.49489	0.61007	0.95747	0.62068	0.82761
ZZZ3	12	-0.088823	-1.167	0.33276	0.90417	0.24323	0.64025
ACAT1	5	-0.041565	-0.64425	0.78441	0.97289	0.51941	0.78263
ACTR	5	-0.0020359	-0.015552	0.9198	0.98238	0.98759	0.99581
ASH1L	24	0.035716	1.1906	0.31342	0.90286	0.23379	0.63602
ATAD2	6	0.13297	1.3423	0.13168	0.75941	0.17949	0.60306
ATAD2B	6	-0.034937	-0.76355	0.81997	0.98009	0.44513	0.77164
ATAT1	7	-0.025619	-0.44923	0.88424	0.98076	0.65327	0.84662
ATRX	13	-0.068949	-1.6837	0.45051	0.9399	0.092248	0.58871
BAZ1A	14	0.085639	1.8698	0.124	0.75254	0.061515	0.58871
BAZ1B	12	-0.0033014	-0.049944	0.89676	0.98105	0.96017	0.98307
BAZ2A	18	0.010662	0.199	0.68373	0.96237	0.84227	0.93309
BAZ2B	18	-0.00097379	-0.019264	0.8376	0.98009	0.98463	0.99396
BPTF	17	-0.10966	-1.5808	0.14733	0.79692	0.11393	0.58871
BRD1	24	-0.13615	-2.287	0.032992	0.51101	0.022196	0.58871
BRD2	13	0.033759	1.1043	0.48635	0.9399	0.26945	0.65792
BRD3	13	0.095024	2.3422	0.11007	0.72201	0.019172	0.58871
BRD4	13	-0.011173	-0.2232	0.9616	0.99033	0.82338	0.92492
BRD8	6	-0.016539	-0.51269	0.95876	0.99032	0.60816	0.82007
BRD9	6	0.026301	0.35821	0.70648	0.96684	0.72019	0.87731
BRDT	13	0.045262	1.5215	0.37998	0.91986	0.12813	0.59021
BRPF1	24	0.0081279	0.25951	0.64818	0.96005	0.79524	0.91107
BRPF3	23	0.010067	0.22242	0.63396	0.95747	0.82399	0.92504
BRWD1	28	0.046803	2.0706	0.19425	0.84026	0.038399	0.58871
BRWD3	17	0.098485	2.7881	0.058589	0.61862	0.0053024	0.52696
CARM1	6	0.042311	0.5321	0.59016	0.95747	0.59466	0.81469
CECR2	9	-0.078757	-1.2579	0.45023	0.9399	0.20842	0.62416
CHD1	12	0.043799	0.92599	0.42264	0.92991	0.35445	0.71623
CHD1L	13	0.08001	1.69	0.1678	0.83154	0.091029	0.58871
CHD2	12	-0.00031502	-0.0062129	0.86092	0.98009	0.99504	1
CHD3	20	0.0048996	0.1467	0.74488	0.96967	0.88337	0.95194
CHD4	18	-0.20388	-2.6593	0.0062571	0.25287	0.0078307	0.58871
CHD5	19	0.075565	1.5289	0.10523	0.7191	0.1263	0.58871
CHD6	17	0.024028	0.63168	0.53697	0.9497	0.52759	0.78585
CHD7	16	-0.042439	-0.60438	0.66752	0.96005	0.54559	0.79269
CHD8	11	-0.015374	-0.22658	0.97184	0.9939	0.82075	0.92315
CHD9	11	0.070133	1.2131	0.26451	0.87266	0.22509	0.63052
CREBBP	21	0.24147	3.1704	0	0	0.0015223	0.27587
DOT1L	12	-0.10801	-1.7127	0.22696	0.84414	0.086772	0.58871
EHMT1	8	0.10454	1.4352	0.1678	0.83154	0.15122	0.59603
EHMT2	7	0.0045796	0.11722	0.85865	0.98009	0.90669	0.9605
ELP3	7	0.030436	0.50346	0.64932	0.96005	0.61464	0.8233
EP300	21	-0.04811	-1.0979	0.55233	0.95289	0.27226	0.65872
EP400	5	-0.22831	-1.1764	0.093288	0.70576	0.23943	0.64025
ERCC6	7	0.070417	1.4464	0.37799	0.91909	0.14807	0.59603
EZH1	16	0.028088	0.49653	0.50199	0.94193	0.61952	0.82759
EZH2	19	-0.068909	-1.2552	0.36234	0.91858	0.20942	0.62451
GCN5	6	-0.055038	-0.6665	0.67036	0.96008	0.50509	0.77868
GTF3C4	6	-0.084102	-1.1744	0.48436	0.9399	0.24024	0.64025
HAT1	11	0.051127	1.0523	0.38965	0.92221	0.29268	0.67532
HBO1	5	0.11099	1.0648	0.25484	0.8686	0.28696	0.67218
HDAC1	8	-0.068817	-1.2119	0.53726	0.9497	0.22555	0.63052
HDAC10	7	0.098217	1.9533	0.22782	0.84414	0.050786	0.58871
HDAC11	7	0.0038221	0.081689	0.86746	0.98009	0.93489	0.97366
HDAC2	5	0.015899	0.15557	0.78783	0.97392	0.87638	0.94864
HDAC3	6	0.11451	1.6364	0.2008	0.84026	0.10176	0.58871
HDAC4	5	0.064781	0.56704	0.47753	0.9399	0.57069	0.8027
HDAC5	6	-0.12566	-1.7847	0.28299	0.88742	0.074307	0.58871
HDAC6	12	0.017841	0.38236	0.66724	0.96005	0.70219	0.8723
HDAC7	9	-0.10522	-1.6437	0.29863	0.89219	0.10023	0.58871
HDAC8	6	0.066946	1.1241	0.41752	0.92618	0.26096	0.65392
HDAC9	6	0.041472	0.70239	0.59869	0.95747	0.48243	0.77868
HELLS	6	0.070209	1.651	0.39733	0.92221	0.098737	0.58871
HIF1AN	7	-0.053649	-0.5551	0.65557	0.96005	0.57883	0.80534
HLTF	18	0.054571	1.5007	0.23294	0.853	0.13343	0.59021
HR	6	-0.021674	-0.27342	0.91923	0.98238	0.78453	0.90549
HSPBAP1	9	0.13146	1.6589	0.062571	0.63401	0.097138	0.58871
INO80	8	-0.10619	-1.3371	0.32281	0.90389	0.18118	0.60497
JMJD1C	6	0.082699	1.1647	0.32964	0.90417	0.24416	0.64025
JMJD4	7	0.053074	0.96274	0.49005	0.9399	0.33568	0.70423
JMJD6	4	0.034624	0.4249	0.71473	0.96684	0.67091	0.85398
JMJD7	5	0.055262	0.91079	0.53441	0.9497	0.36241	0.72317
JMJD8	6	-0.27256	-2.1107	0.03413	0.51948	0.034794	0.58871
KAT2A	6	-0.13099	-1.5742	0.26337	0.87266	0.11545	0.58871
KAT2B	6	-0.0087863	-0.31877	0.97895	0.99537	0.7499	0.89148
KDM1A	10	-0.29821	-2.4749	0.0059727	0.25287	0.013329	0.58871
KDM1B	13	0.067946	1.5554	0.22952	0.84414	0.11986	0.58871
KDM2A	42	0	0	0.72156	0.96684	1	1
KDM2B	42	0	0	0.72156	0.96684	1	1
KDM3A	6	-0.047369	-0.34688	0.7227	0.96763	0.72868	0.88216
KDM3B	4	-0.11076	-1.3931	0.42634	0.93221	0.16359	0.59603
KDM4A	31	0.056566	1.6298	0.10353	0.7191	0.10315	0.58871
KDM4B	34	0.043372	1.0557	0.1698	0.83154	0.2911	0.67426
KDM4C	34	0.031099	0.75547	0.27816	0.88742	0.44997	0.77164
KDM4D	6	-0.041422	-0.8668	0.7682	0.97197	0.38605	0.73876
KDM6A	4	-0.03112	-0.54714	0.85523	0.98009	0.58428	0.8091
KDM6B	6	-0.13958	-1.4597	0.23407	0.853	0.14437	0.59603
KDM7A	11	-0.096253	-1.7032	0.2975	0.89219	0.088538	0.58871
KDM8	11	0.041934	0.8668	0.46246	0.9399	0.38605	0.73876
KMT2A	49	0	0	0.72156	0.96684	1	1
KMT2B	46	0	0	0.72156	0.96684	1	1
KMT2C	67	0	0	0.72156	0.96684	1	1
KMT2D	56	0	0	0.72156	0.96684	1	1
MINA	6	-0.015787	-0.21773	0.96701	0.99183	0.82764	0.92645
MLL1	6	0.25308	1.5606	0.0085324	0.29412	0.11861	0.58871
MLL5	9	-0.0041618	-0.19099	0.92833	0.98531	0.84853	0.93692
MOF	6	-0.10613	-1.5668	0.37173	0.91858	0.11717	0.58871
MORF	6	0.014187	0.16147	0.80205	0.97392	0.87172	0.94744
MOZ	7	0.11723	1.9104	0.15728	0.81645	0.056076	0.58871
NAT10	5	0.073622	0.76653	0.43458	0.93627	0.44336	0.77164
NCOA1	6	0.085079	1.4811	0.31741	0.90388	0.13857	0.59277
NCOA2	6	-0.048747	-1.122	0.71359	0.96684	0.26187	0.65394
NO66	5	0.089558	1.0138	0.35239	0.91679	0.31066	0.69246
NSD1	48	0	0	0.72156	0.96684	1	1
NSD2	6	-0.020183	-0.46494	0.93089	0.98531	0.64198	0.8391
NSD3	5	0.015739	0.15428	0.7884	0.97392	0.87739	0.94891
PADI4	8	0.096076	1.7443	0.19909	0.84026	0.08111	0.58871
PCAF	5	0.11767	1.7222	0.22895	0.84414	0.085027	0.58871
PHF2	12	0.014724	0.2795	0.69312	0.96583	0.77986	0.90207
PHF8	11	-0.11296	-0.80717	0.22213	0.84352	0.41957	0.7562
PhIP	15	-0.044517	-0.71873	0.66524	0.96005	0.47231	0.77868
PRMT1	5	-0.13839	-1.1193	0.28328	0.88742	0.26299	0.65394
PRMT2	6	-0.3342	-1.7273	0.016496	0.38158	0.08411	0.58871
PRMT3	6	0.018281	0.64245	0.77218	0.9728	0.52058	0.78263
PRMT5	6	-0.070509	-1.3903	0.56997	0.95747	0.16443	0.59603
PRMT6	3	0.1221	0.4188	0.32992	0.90417	0.67537	0.85571
PRMT7	5	-0.10189	-1.2389	0.43117	0.9335	0.21539	0.62982
PRMT8	8	0.060599	1.0946	0.39477	0.92221	0.2737	0.65958
PRMT9	5	0.13545	1.3686	0.16752	0.83154	0.17114	0.59879
RAD54L	6	-0.0039843	-0.048476	0.94568	0.98841	0.96134	0.98315
RAD54L2	8	-0.026816	-0.2854	0.85182	0.98009	0.77533	0.90072
SETD1A	7	-0.3767	-2.059	0.0045506	0.22222	0.039498	0.58871
SETD1B	7	-0.13731	-1.8376	0.22895	0.84414	0.066122	0.58871
SETD2	7	-0.06542	-0.62059	0.57053	0.95747	0.53487	0.78871
SETD4	5	-0.10322	-1.3081	0.42577	0.93217	0.19084	0.61698
SETD5	7	-0.03284	-0.85328	0.82651	0.98009	0.39351	0.744
SETD6	7	-0.19437	-1.7789	0.095279	0.70711	0.075261	0.58871
SETD7	9	-0.025268	-0.36191	0.87372	0.98009	0.71742	0.87695
SETD8	5	0.048968	0.75416	0.57565	0.95747	0.45075	0.77164
SETMAR	5	-0.031342	-0.4428	0.85779	0.98009	0.65791	0.84982
SHPRH	21	0.011408	0.29391	0.62827	0.95747	0.76883	0.89978
SIRT1	7	0.19785	1.7831	0.022184	0.43316	0.074564	0.58871
SIRT2	9	0.14044	2.0124	0.045791	0.57193	0.04418	0.58871
SIRT3	5	0.11538	1.993	0.23663	0.85685	0.046266	0.58871
SIRT4	6	-0.016669	-0.30523	0.95762	0.99032	0.76019	0.89626
SIRT5	6	0.16469	2.056	0.064278	0.63483	0.039784	0.58871
SIRT6	10	-0.056754	-1.197	0.60324	0.95747	0.23129	0.63472
SIRT7	10	-0.066121	-0.86932	0.52958	0.94617	0.38467	0.73827
SMARCA2	13	-0.021403	-0.76928	0.91837	0.98238	0.44173	0.77164
SMARCA4	17	-0.017035	-0.35971	0.96132	0.99033	0.71907	0.87695
SMARCAD1	5	0.049159	0.79578	0.5748	0.95747	0.42616	0.76397
SMARCAL1	6	-0.15854	-1.1693	0.1806	0.83901	0.24228	0.64025
SMYD1	4	0.15269	1.1146	0.16155	0.82251	0.26503	0.65394
SMYD2	3	-0.19165	-1.4181	0.24573	0.86241	0.15616	0.59603
SMYD3	8	-0.017134	-0.28035	0.94369	0.9884	0.77921	0.90207
SMYD4	6	0.077342	1.1562	0.3558	0.91679	0.24758	0.64481
SMYD5	9	-0.078101	-0.97958	0.45592	0.9399	0.32729	0.70336
SRCAP	6	-0.050539	-0.52397	0.70137	0.96684	0.6003	0.81636
SUV39H1	15	-0.0028339	-0.044817	0.85978	0.98009	0.96425	0.9847
SUV39H2	15	0.056122	1.4386	0.28242	0.88742	0.15026	0.59603
SUV420H1	7	-0.07885	-0.89981	0.48578	0.9399	0.36822	0.7275
SUV420H2	6	-0.099215	-1.725	0.40842	0.92362	0.084523	0.58871
TAF1	9	-0.05495	-1.0901	0.61917	0.95747	0.27566	0.66158
TET1	16	0.094984	2.2423	0.080774	0.68932	0.024942	0.58871
TET2	12	-0.0016124	-0.036635	0.87742	0.98009	0.97078	0.98735
TET3	18	-0.028608	-0.68412	0.81143	0.97538	0.4939	0.77868
TRIM24	24	-0.059863	-1.1719	0.40899	0.92362	0.24123	0.64025
TRIM28	28	-0.66463	-5.0457	0	0	4.5183e-07	0.0015886
TRIM33	27	0.0097658	0.22191	0.59471	0.95747	0.82438	0.92516
TRIM66	15	-0.0092886	-0.22884	0.9397	0.98745	0.81899	0.92271
UTY	5	0.054599	1.1662	0.53953	0.9497	0.24352	0.64025
ZMYND11	19	-0.10643	-2.4483	0.14647	0.79598	0.014355	0.58871
ZMYND8	20	-0.090128	-1.2782	0.21075	0.84026	0.20119	0.62071
