sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final
TAOK1_PKc_E4_102.1,TAOK1,549,1454
RNF121_984.58,RNF121,580,1450
RNF7_342.10,RNF7,316,582
ZNF749_E3_1185.111,ZNF749,1255,2679
CCNB1IP1_834.64,CCNB1IP1,550,833
ZSCAN22_E3_654.58,ZSCAN22,569,734
ZNF808_E5_1998.23,ZNF808,626,807
ZNF675_E4_1164.81,ZNF675,609,689
HECTD1_7833.220,HECTD1,1101,1859
NEK9_PKc_E5_106.5,NEK9,493,917
ZNF407_E1_4129.116,ZNF407,1762,3019
TULP4_4632.374,TULP4,680,1413
USP53_3222.1,USP53,1211,2408
DTX1_1863.217,DTX1,437,913
TBL1X_4,TBL1X,950,2409
NEUROD1_E2_177.1,NEUROD1,1080,1483
HSF4_E4_109.0,HSF4,841,1728
ZNF589_E4_318.11,ZNF589,2462,7187
KDM5D_Phd2_E25_183.9,KDM5D,386,898
MAPK1_PKc_E1_65.1,MAPK1,684,1497
MGRN1_1731.272,MGRN1,734,1255
CDKL4_PKc_E3_73,CDKL4,725,1092
CPA1_1260.174,CPA1,1270,2192
CSDC2_E4_103.0,CSDC2,1343,2741
NR3C1_E6_117.0,NR3C1,1058,2047
ZFP36L2_1485.269,ZFP36L2,1264,2662
ZNF44_E5_1236.86,ZNF44,1009,1527
ZNF131_BTB24129_E1_1770.133,ZNF131,1234,2732
ERN1_PKc_E17_200.6,ERN1,617,1265
ZNF598_2715.33,ZNF598,408,679
BARHL1_E2_155.8,BARHL1,1051,2072
ZNF837_E3_690.82,ZNF837,1446,3285
LONP2_2559.6,LONP2,1516,2966
PHF6_ePhd_E4_134.6,PHF6,674,1044
PSMB3_618.89,PSMB3,1313,1651
RNF215_1134.127,RNF215,599,1134
SPSB3_1068.84,SPSB3,536,791
RNF103_2058.124,RNF103,1857,5447
HOXC8_E2_177.15,HOXC8,913,1433
TFCP2_E2_152.0,TFCP2,1202,2096
VPS41_2565.141,VPS41,584,987
TP63_E4_51.0,TP63,646,1483
ZNF227_E6_1557.46,ZNF227,1294,2530
DDR1_PKc_E14_237.4,DDR1,772,1554
NEDD4L_2565.118,NEDD4L,771,938
USP19_159.20,USP19,991,2069
TDRD6_tudor13091422_E1_6291.258,TDRD6,662,783
ASB17_888.33,ASB17,622,1422
USP44_2139.78,USP44,1127,1830
RNF183_579.110,RNF183,980,2022
BTK_PKc_E14_161.16,BTK,1176,2383
RNF31_2766.163,RNF31,834,1208
RNF17_tudor9671013_E1_4872.273,RNF17,967,2017
ZNF687_E7_330.58,ZNF687,582,1007
FAM105B_1059.65,FAM105B,1701,3446
MEP1A_2241.289,MEP1A,1536,3297
TRIM23_1725.14,TRIM23,756,1213
HOXD3_E3_177.18,HOXD3,509,1125
KDM1B_e17_153.11,KDM1B,1249,2047
SMYD2_e7_103.9,SMYD2,1069,2149
UBE3C_3252.8,UBE3C,788,1144
VPS18_2922.182,VPS18,509,932
ZBTB12_E2_69.3,ZBTB12,1072,2833
RNF14_1425.125,RNF14,1169,2373
ZNF641_E7_477.30,ZNF641,2257,3017
KBTBD4_BTB62156_E1_1605.32,KBTBD4,388,593
ETV3_E3_185.25,ETV3,1548,3616
CFLAR_708.72,CFLAR,1041,1383
PARP14_Macro10141155_E1_5406.168,PARP14,782,2031
CDKL5_PKc_E6_121.2,CDKL5,794,1608
TRIM64C_1353.129,TRIM64C,1459,2488
CNOT4_2142.275,CNOT4,1704,2980
ANAPC11_255.38,ANAPC11,2603,3380
ANAPC11_591.110,ANAPC11,2603,3380
ONECUT2_E2_165.16,ONECUT2,1122,2208
ZSCAN4_E5_321.10,ZSCAN4,66,49
RPS6KA2_PKc2_E18_77.1,RPS6KA2,1380,2703
PKNOX1_E8_72.0,PKNOX1,1984,5895
SMARCE1_E6_132.5,SMARCE1,2001,2452
BTBD18_BTB24120_E1_2139.326,BTBD18,426,740
GRK6_PKc_E9_191.22,GRK6,274,411
AAK1_PKc_E2_40.1,AAK1,718,1370
MMP25_1689.73,MMP25,895,1079
KDM5B_E3_123.10,KDM5B,2095,2835
TDRD6_tudor13561401_E1_6291.438,TDRD6,992,2718
SUB1_E5_47.2,SUB1,1247,1777
TRAF5_1674.8,TRAF5,1584,2767
ZNF668_E2_410.67,ZNF668,985,2212
KBTBD8_BTB39147_E1_1806.1,KBTBD8,1241,2427
KAT6B_Phd2_E5_36.1,KAT6B,1081,1208
ATF2_e11_150.7,ATF2,1289,2736
BACH2_E8_126.8,BACH2,1955,3657
HECW1_4719.65,HECW1,1158,1920
ZSCAN32_E7_555.61,ZSCAN32,1252,2884
DCAF13_1794.86,DCAF13,1781,3272
KAT6A_Phd_E6_82.0,KAT6A,695,1715
PHF12_Phd_E3_58.5,PHF12,1176,1643
ZIC3_E2_137.4,ZIC3,497,734
DUXA_E4_146.9,DUXA,1201,2098
MOF_e6_90.7,MOF,1380,1590
ZSCAN22_E3_654.35,ZSCAN22,1654,3467
SIRT6_e4_60.3,SIRT6,1247,2386
MARK2_PKc_E7_57,MARK2,656,1090
USP16_2472.9,USP16,698,1311
SREBF2_E5_103.1,SREBF2,481,649
DLX1_E2_129.5,DLX1,862,1470
RC3H1_3405.24,RC3H1,474,978
TRIM4_1503.194,TRIM4,725,1123
KDM1A_e15_133.6,KDM1A,2009,2843
HIF1A_E2_187.1,HIF1A,2768,5389
MAPK14_PKc_E1_101.14,MAPK14,668,955
TMPRSS5_1374.113,TMPRSS5,1634,1953
FOXD2_E1_234.33,FOXD2,832,1316
PRSS42_882.61,PRSS42,740,967
LMX1A_E5_84.0,LMX1A,3179,7219
DCAF12L1_1392.126,DCAF12L1,508,1098
ZBTB5_BTB14121_E1_2034.8,ZBTB5,607,1554
TSSK3_PKc_E2_650.2,TSSK3,597,935
TFCP2L1_E3_77.0,TFCP2L1,1117,1322
MLLT3_Yeats29112_E1_1707.152,MLLT3,1407,2340
PTK6_PKc_E7_154.3,PTK6,670,1526
USP33_2829.195,USP33,1150,1966
MORC4_CW424471_E1_2814.261,MORC4,1340,2898
RNF115_915.56,RNF115,863,1817
LTA4H_1836.4,LTA4H,2317,4560
PHF20_tudor90135_E1_3039.403,PHF20,540,930
ZNF580_E1_237.41,ZNF580,541,786
ZSCAN5A_E5_327.19,ZSCAN5A,555,875
IKBKE_PKc_E8_111.2,IKBKE,376,1066
ZNF382_E5_765.8,ZNF382,1859,3251
RNF222_663.4,RNF222,763,1261
ZFP36L1_E2_189.4,ZFP36L1,777,1558
neg57,neg57,2990,8539
USP37_2940.137,USP37,1987,2520
BRCA1_5592.485,BRCA1,877,1152
BAZ2B_BD_e37_139.2,BAZ2B,301,443
RNF126_936.95,RNF126,1340,2666
TBX20_E3_165.10,TBX20,1674,3615
TET3_CXXC_E10_337.39,TET3,455,654
STAT5A_E9_176.6,STAT5A,1124,2018
RAPSN_1239.70,RAPSN,931,1843
USF1_E9_95.6,USF1,1165,1895
RBCK1_1533.191,RBCK1,1359,2140
SLX4_BTB699788_E1_5505.2,SLX4,180,201
DNMT3B_PWWP223309_E1_2562.73,DNMT3B,574,1175
RNF39_1263.267,RNF39,486,701
SOCS2_597.45,SOCS2,690,1150
ZNF19_E6_648.52,ZNF19,1429,2071
PDPK1_PKc_E2_48.2,PDPK1,573,754
OXSR1_PKc_E2_113.8,OXSR1,854,1915
KLHL29_BTB319431_E1_2628.36,KLHL29,672,1583
TBX19_E2_265.7,TBX19,1539,3682
BIRC2_1857.82,BIRC2,1044,1026
HES3_E3_81.1,HES3,1665,2658
JARID2_e12_115.8,JARID2,765,1537
USP22_1578.179,USP22,1067,1090
YES1_PKc_E8_180.6,YES1,434,756
TRIM24_3153.44,TRIM24,1607,3622
RXRA_E4_180.22,RXRA,1576,3231
TLK1_PKc_E16_90.5,TLK1,647,778
KCTD10_BTB34124_E1_942.114,KCTD10,1069,1744
HERC1_14586.942,HERC1,1031,1749
ADAM2_2208.151,ADAM2,2490,4714
MLXIPL_E13_117.2,MLXIPL,1073,1573
ZMYND11_BD_e6_93.3,ZMYND11,2456,3907
PSMA2_705.57,PSMA2,1448,1847
RFPL4A_864.80,RFPL4A,2133,3085
FOXJ3_E4_75.2,FOXJ3,1214,2720
IKBKB_PKc_E6_89.7,IKBKB,227,492
ZBTB3_BTB64170_E1_1725.28,ZBTB3,993,2171
SIRT3_e5_162.21,SIRT3,1387,2569
TRIM37_2895.250,TRIM37,2199,4723
MTA2_Bah3168_E1_2007.4,MTA2,1237,2235
ASB17_888.30,ASB17,975,1823
CNOT4_2142.257,CNOT4,884,2004
ASB16_1362.150,ASB16,1831,4424
MARCH5_837.4,MARCH5,1280,2243
TP63_E8_82.10,TP63,593,1026
ATM_PKc_E61_64,ATM,280,454
RSPRY1_1731.92,RSPRY1,1338,2462
PRMT8_e3_68.8,PRMT8,1984,4801
IRF2_E3_100.10,IRF2,1022,2150
RCOR3_SANT_E6_125.3,RCOR3,207,558
HOXC8_E2_177.3,HOXC8,645,728
DCAF12_1362.165,DCAF12,1157,1845
SCPEP1_1359.138,SCPEP1,1366,3057
PAK2_PKc_E12_100,PAK2,702,1649
GZF1_E3_168.6,GZF1,1359,2135
HES5_E2_159.13,HES5,2013,4962
AEBP1_3477.25,AEBP1,1818,3311
USP37_2940.139,USP37,849,1182
BRD1_ePhd_E2_354.47,BRD1,904,1720
BRPF1_PWWP10891204_E1_3663.322,BRPF1,1273,2608
ATRX_ADD167270_E1_7479.2,ATRX,1267,1838
RNF170_777.15,RNF170,699,1618
RNF152_612.51,RNF152,511,1109
TEAD2_E2_109.9,TEAD2,1085,1454
BATF2_E3_72.5,BATF2,1080,1632
HECTD1_7833.62,HECTD1,1081,1158
ZNF629_E3_1128.104,ZNF629,561,650
MYNN_BTB14111_E1_1833.128,MYNN,1953,3938
RAD18_1488.25,RAD18,1310,2169
RNF217_1629.170,RNF217,1196,2013
MLLT6_Phd_E1_91.8,MLLT6,166,277
FOXB1_E2_234.2,FOXB1,2585,6185
MEOX2_E1_40.0,MEOX2,894,1678
FOXP4_E14_81.5,FOXP4,2742,7473
SUV420H2_e7_105.9,SUV420H2,1651,2841
DNMT3B_PWWP223309_E1_2562.86,DNMT3B,1045,1991
MBD3_MBD1_E2_127.1,MBD3,526,710
JUNB_E1_162.7,JUNB,216,380
EGR4_E2_162.9,EGR4,299,505
MARCH1_870.69,MARCH1,1695,2734
MBTD1_MBT145245_E1_1887.144,MBTD1,650,2195
JOSD1_609.61,JOSD1,2350,6348
CDYL2_Chromo_E2_144.10,CDYL2,583,1689
MAP3K10_PKc_E2_181.9,MAP3K10,487,753
FOSL1_E3_63.4,FOSL1,778,1381
TFR2_2406.173,TFR2,758,2349
PLAGL2_E3_457.30,PLAGL2,399,676
ZNF280D_E11_88.4,ZNF280D,1255,1783
ANAPC15_378.0,ANAPC15,718,1615
TRAF2_1506.44,TRAF2,700,960
ZNF764_E3_489.74,ZNF764,402,693
RNPEP_1953.46,RNPEP,1240,2493
MYCN_E3_180.2,MYCN,221,318
WNK2_PKc_E2_173.6,WNK2,1093,1637
MYLIP_1338.49,MYLIP,431,1135
HOXB6_E4_177.12,HOXB6,734,1085
THAP4_E1_68.1,THAP4,1344,2562
ZNF557_E8_666.51,ZNF557,2036,4437
L3MBTL4_MBT57149_E1_1872.213,L3MBTL4,812,1643
USP33_2829.31,USP33,2604,5065
ARID4B_tudor58113_E1_3939.16,ARID4B,1285,3614
ZNF566_E5_570.48,ZNF566,2873,7373
CUL5_2343.3,CUL5,1147,1627
BRD9_BD_e6_111.5,BRD9,1198,1696
MMP19_918.128,MMP19,1419,2325
EVX2_E2_135.5,EVX2,1732,2336
ANAPC7_1800.164,ANAPC7,563,1167
ZNF354C_E5_834.51,ZNF354C,1867,3411
CUL4A_2280.91,CUL4A,1197,2167
ANAPC7_1800.43,ANAPC7,1011,1847
PIAS3_E9_129.10,PIAS3,1685,2800
PIAS3_1887.236,PIAS3,1685,2800
ZFP36L1_E2_189.17,ZFP36L1,1223,3251
NCOR1_SANT_E12_41.1,NCOR1,920,1750
ZNF484_E4_1164.26,ZNF484,1153,1992
RHOBTB1_BTB476581_E1_2091.113,RHOBTB1,1072,2971
KCTD11_BTB2270_E1_699.142,KCTD11,297,550
PLAT_1689.165,PLAT,961,1761
neg52,neg52,1274,2957
ABTB2_BTB837947_E1_3078.246,ABTB2,996,2234
TRIM62_1428.221,TRIM62,34,30
TMPRSS7_2154.132,TMPRSS7,1065,2053
WDTC1_2034.181,WDTC1,958,2142
HUWE1_13125.1740,HUWE1,348,303
RFWD3_2325.110,RFWD3,971,1078
RBAK_E5_1321.35,RBAK,729,1585
ELK4_E2_159.1,ELK4,1541,2989
CGRRF1_999.38,CGRRF1,2146,5002
LTN1_5439.220,LTN1,1298,1866
IKZF4_E5_131.13,IKZF4,991,1768
RHBDF2_2571.367,RHBDF2,902,1431
RHBDF2_119.7,RHBDF2,902,1431
ZNF621_E5_162.2,ZNF621,1033,1272
HERC1_14586.1167,HERC1,1439,2727
RNF10_2436.44,RNF10,1467,2988
RFFL_1092.75,RFFL,752,1099
ZBTB7C_E3_196.10,ZBTB7C,1905,3103
DCAF7_1029.117,DCAF7,1630,3324
MDM2_1335.37,MDM2,1107,2033
OTUD1_1446.126,OTUD1,188,226
RNF219_2181.2,RNF219,952,2589
USP25_3168.186,USP25,971,1438
PCSK2_1917.43,PCSK2,2372,4852
TET3_e9_138.2,TET3,1574,3728
TET3_CXXC_E9_138.2,TET3,1574,3728
ZNF37A_E8_1242.102,ZNF37A,1957,2912
L3MBTL1_MBT385481_E1_2523.333,L3MBTL1,1167,2730
UBE4B_3909.160,UBE4B,712,1138
DDR1_PKc_E12_60.9,DDR1,1338,2334
MAP3K10_PKc_E4_68.8,MAP3K10,729,1188
RNF14_1425.34,RNF14,982,1662
ADAM32_2364.34,ADAM32,1242,2773
ZFP36L2_1485.44,ZFP36L2,1114,2463
CASP9_801.59,CASP9,1081,1817
ZFP90_E5_1260.98,ZFP90,2188,3690
UHRF2_2409.218,UHRF2,1617,3941
MYF6_E1_177.12,MYF6,443,762
FBXL19_Phd_E3_123.11,FBXL19,1813,3342
FBXL19_2085.44,FBXL19,1813,3342
MMP1_1410.52,MMP1,1239,2786
CAD_6678.654,CAD,1562,2702
THRA_E4_69.1,THRA,1301,2466
HOXC12_E2_171.6,HOXC12,1906,3807
VPS8_4287.357,VPS8,2155,5671
ZNF79_E5_834.98,ZNF79,765,914
BCL11A_E4_1326.7,BCL11A,2341,4696
RPS6KA5_PKc_E4_116.1,RPS6KA5,1036,2156
UBR2_1320.84,UBR2,877,3068
HECTD1_7833.662,HECTD1,1656,2303
ZNF180_E5_1083.79,ZNF180,1654,3033
SMYD5_SET1_e2__73.5,SMYD5,755,1248
PEX10_1041.204,PEX10,245,374
ZNF397_E4_744.22,ZNF397,935,1903
MMP10_1431.41,MMP10,2092,4052
NEUROG2_E2_180.18,NEUROG2,679,1052
ZNF461_E6_666.48,ZNF461,1229,2283
DOT1L_e9_80.8,DOT1L,1480,1855
USP21_1698.83,USP21,1732,3808
HSF2_E1_78.5,HSF2,1029,2181
DAPK3_PKc_E3_361.58,DAPK3,646,903
PTK2_PKc_E16_90.1,PTK2,658,1028
MEP1B_2106.4,MEP1B,2014,3403
NPAS4_E6_362.40,NPAS4,499,874
RNF214_2112.133,RNF214,880,1749
TFAM_E3_71.3,TFAM,1168,2111
GLI3_E12_165.7,GLI3,840,1353
RORA_E4_142.7,RORA,1039,2310
PITRM1_3117.386,PITRM1,1610,2689
ADAM20_2331.8,ADAM20,1455,2774
ACY3_960.1,ACY3,1302,2004
ZNF221_E6_1233.68,ZNF221,1132,1727
DMTF1_SANT3_E14_152.3,DMTF1,1414,2800
SSRP1_E14_144.9,SSRP1,1171,1978
ZNF540_E5_1251.69,ZNF540,1579,2863
TERF1_E10_144.2,TERF1,1152,1627
HECW2_4719.196,HECW2,917,1359
FBXW12_1395.0,FBXW12,730,723
CDC20_1500.84,CDC20,1289,1630
NR2F1_E1_208.2,NR2F1,1240,2719
ZNF773_E4_663.53,ZNF773,1236,2586
BLMH_1368.163,BLMH,1052,1888
SENP8_639.22,SENP8,1696,3617
STYK1_PKc_E7_84.1,STYK1,497,1009
CPD_4143.64,CPD,718,822
PYGO2_Phd_E3_162.20,PYGO2,1918,6035
RNF122_468.46,RNF122,551,1246
MLLT6_ePhd_E5_104.11,MLLT6,621,1154
ZNF816_E5_999.56,ZNF816,1903,3953
PHF1_Phd2_E7_96.4,PHF1,1012,2203
RNF13_1146.0,RNF13,1003,1679
RING1_1221.259,RING1,808,1031
USPL1_3279.51,USPL1,1533,2241
ISX_E3_135.11,ISX,1506,2986
FOXL2_E1_234.26,FOXL2,942,1700
MSL3_Chromo_E2_83.5,MSL3,533,910
SPOP_BTB190297_E1_1125.53,SPOP,1445,4218
KDM6A_e26_188.17,KDM6A,2850,4968
KCTD16_BTB27119_E1_1287.15,KCTD16,478,616
PBX2_E6_45.0,PBX2,2471,4948
BRD4_BD1_e4_68.2,BRD4,2934,2656
ASB18_1401.217,ASB18,373,654
FBXO17_864.141,FBXO17,798,1760
PCNA_e2.2,PCNA,4765,4812
ZNF287_E6_1158.75,ZNF287,1126,2587
BAHCC1_BAHCC1_E28_180.25,BAHCC1,752,1100
FBXO45_861.131,FBXO45,246,722
TRIM3_2235.298,TRIM3,990,1735
KDM4B_e8_104.11,KDM4B,1822,2629
NHLRC1_1188.203,NHLRC1,536,1064
MASP1_2187.223,MASP1,871,1884
NKX1_1_E2_177.4,NKX1,1058,1932
FBXL6_1620.155,FBXL6,506,1169
MYO3A_PKc_E4_135,MYO3A,471,555
RPS6KA3_PKc_E4_82.4,RPS6KA3,1044,1749
OTUD7A_2781.459,OTUD7A,852,1269
UBR1_5250.458,UBR1,839,1998
FBXL13_2208.70,FBXL13,559,1163
LMTK3_PKc_E6_119.1,LMTK3,754,1196
HTRA3_1362.105,HTRA3,817,1277
UBR2_1320.21,UBR2,697,1135
SPIN3_Spinlin210254_E1_777.53,SPIN3,813,1491
ZBTB40_BTB19113_E1_3720.487,ZBTB40,581,795
KAT2B_BD_e17_85.8,KAT2B,1154,2699
ZNF561_E6_897.55,ZNF561,1287,2998
NFIB_E7_135.2,NFIB,1276,3188
ZNF572_E3_1077.38,ZNF572,1110,1229
EPHA7_PKc_E14_150.12,EPHA7,974,1324
CDK18_PKc_E8_63.3,CDK18,981,2977
ACR_1266.21,ACR,1276,1649
MMP7_804.19,MMP7,1936,3878
USP8_3357.138,USP8,867,1386
ADAM29_2463.52,ADAM29,926,1391
ACE_3921.229,ACE,1831,3724
MEST_981.101,MEST,670,1155
DOT1L_e6_95.2,DOT1L,762,950
CBL_2721.343,CBL,1603,4553
HOXA10_E2_177.9,HOXA10,1297,2722
RBAK_E5_1321.94,RBAK,1062,2445
PLAGL1_E7_67.1,PLAGL1,1881,4535
EPHX1_1368.85,EPHX1,936,1577
MLX_E5_100.5,MLX,1889,4619
ECEL1_2328.382,ECEL1,1352,2746
ETS1_E10_141.6,ETS1,1807,3491
RAG1_3132.45,RAG1,1765,3793
ADAMTS9_5808.694,ADAMTS9,623,1142
NFYC_E4_114.3,NFYC,622,542
ZFP36_999.26,ZFP36,596,602
WHSC1_PWWP878972_E1_4098.182,WHSC1,1094,1895
ZNF93_E4_1329.88,ZNF93,1068,1903
NEURL2_858.91,NEURL2,953,3201
USP1_2358.67,USP1,1960,2537
SOCS7_1746.173,SOCS7,412,766
PCGF1_780.79,PCGF1,1658,3209
DCAF8_1794.87,DCAF8,1079,1966
FBXW2_1365.141,FBXW2,363,512
HMBOX1_E7_50.2,HMBOX1,1180,1919
PARP15_Macro89230_E1_2037.46,PARP15,1406,2876
POU4F2_E2_177.7,POU4F2,1370,2118
TCF7L2_E11_99.4,TCF7L2,1310,1613
DMRTA2_E2_141.19,DMRTA2,996,1468
PIAS1_1956.168,PIAS1,1085,2257
TRIM11_1407.6,TRIM11,652,1039
ACVR1B_PKc_E9_131.14,ACVR1B,356,524
STK31_tudor31147_E1_3060.19,STK31,1511,3640
TRIM10_1446.9,TRIM10,523,1193
KDM2B_12,KDM2B,1244,2249
ZNF182_E7_1221.0,ZNF182,1681,3729
LONRF3_2280.296,LONRF3,705,1758
NAALADL1_2223.115,NAALADL1,2005,2970
MTA1_Bah3188_E1_2148.39,MTA1,766,1343
ASB2_1908.101,ASB2,856,1744
KLHL8_BTB57163_E1_1863.16,KLHL8,1361,2618
HNF4A_E2_113.2,HNF4A,1965,3237
HOXB2_E2_174.4,HOXB2,429,690
MARCH5_837.22,MARCH5,1890,2313
PPP1R11_381.7,PPP1R11,1529,3728
ZNF814_E3_1911.59,ZNF814,2416,4377
ADAMTS2_3636.132,ADAMTS2,900,1526
FOXM1_E4_141.1,FOXM1,1439,2051
ZNF91_E4_2595.71,ZNF91,1279,1991
NPEPL1_1572.24,NPEPL1,163,336
ZNF41_E5_1269.76,ZNF41,676,1228
ZIM3_E5_492.25,ZIM3,2023,4024
MNT_E4_112.1,MNT,1504,3151
STK19_PKc_E5_140,STK19,1267,2064
CDK5_PKc_E6_96.4,CDK5,835,2092
RNF219_2181.172,RNF219,1252,2454
RNF145_2082.146,RNF145,1657,4597
DDB1_3423.345,DDB1,1174,1515
neg68,neg68,2340,4347
INTS12_Phd_E5_139.5,INTS12,1753,3650
MITF_E9_76.0,MITF,2400,3044
FBXO11_2784.109,FBXO11,1028,1211
CBLC_1425.182,CBLC,639,1648
BRD2_BD2_e7_129.0,BRD2,1944,2177
BTBD7_BTB137235_E1_3399.352,BTBD7,1031,2278
PRKCH_PKc_E10_155.8,PRKCH,1692,3332
HUNK_PKc_E6_86.5,HUNK,948,1877
EZH2_e16_96.1,EZH2,1761,3081
L3MBTL1_MBT493585_E1_2523.296,L3MBTL1,610,1523
ELANE_804.155,ELANE,1497,2170
NFAT5_E6_114.2,NFAT5,1114,1597
BRCC3_951.32,BRCC3,964,1647
BAZ1B_BD_e18_67.5,BAZ1B,3044,7595
RERE_Bah102307_E1_4701.37,RERE,466,852
ZNF573_E8_1155.69,ZNF573,659,913
ZKSANT2_SANT2_E6_245.5,ZKSANT2,898,2214
OVCH1_3405.23,OVCH1,1909,3618
ZNF83_E6_1173.43,ZNF83,768,1192
ARNT2_E4_157.8,ARNT2,1041,2006
USP13_2592.234,USP13,1394,2660
RNF148_918.85,RNF148,1032,2153
UBE2L6_462.53,UBE2L6,492,742
CPD_4143.82,CPD,802,1016
FER_PKc_E16_95.3,FER,957,1803
ACY1_1227.219,ACY1,1104,2423
PHF14_Phd1_E4_85.1,PHF14,290,505
NR2E3_E2_127.0,NR2E3,923,2286
BRD4_BD1_e3_138.0,BRD4,1026,741
ZNF585A_E5_1755.127,ZNF585A,909,1724
TRIM68_1458.4,TRIM68,1204,2520
CAPN10_2019.6,CAPN10,1016,1754
CASP1_936.2,CASP1,978,2084
GRK5_PKc_E12_209.8,GRK5,365,434
UBE2L6_462.66,UBE2L6,943,2213
PRKAA2_PKc_E3_94.7,PRKAA2,1010,2437
ABL1_PKc_E6_178.11,ABL1,661,1499
SP140L_E12_143.6,SP140L,1195,2274
ZNF646_E2_5235.1076,ZNF646,737,1258
SIRT2_e9_130.10,SIRT2,892,1364
ZNF549_E4_1143.82,ZNF549,590,964
ZNF182_E7_1221.31,ZNF182,1469,2122
MAP3K2_PKc_E12_138.13,MAP3K2,850,1974
ZNF467_E5_1212.210,ZNF467,581,705
TAF3_Phd_E7_61.6,TAF3,1161,1868
ZNF329_E4_1050.52,ZNF329,925,1944
CTRB2_792.84,CTRB2,932,1718
UBE2NL_462.19,UBE2NL,1264,1640
CCNF_2361.6,CCNF,660,954
SOLH_3261.249,SOLH,1042,1601
TLL2_3048.95,TLL2,1620,2762
CSDE1_E9_129.4,CSDE1,1128,2720
ZNF707_E8_567.19,ZNF707,1367,2892
ZNF674_E6_1125.62,ZNF674,999,2599
HIVEP1_E4_4854.58,HIVEP1,1734,3613
CPA3_1254.44,CPA3,1805,4632
PRSS46_525.38,PRSS46,2332,4216
PRSS46_260.13,PRSS46,2332,4216
FANCL_1143.54,FANCL,944,1419
TRIM28_Phd_E13_104.0,TRIM28,1294,3169
ZNF319_E2_1332.25,ZNF319,676,1217
FBXL4_4,FBXL4,970,1858
ZNF84_E5_1578.66,ZNF84,1570,4126
GATA2_E5_138.17,GATA2,570,991
PLAT_1689.113,PLAT,1394,2499
KLHL21_BTB25133_E1_1794.24,KLHL21,649,979
NFIX_E10_92.7,NFIX,2267,3066
RAB40A_834.80,RAB40A,557,1049
SND1_tudor733777_E1_2733.17,SND1,1256,2233
MYLIP_1338.61,MYLIP,1707,2974
ZXDA_E1_384.11,ZXDA,496,1211
EP400_D_e15_137.3,EP400,1251,1459
RNF31_2766.277,RNF31,871,1366
HERC3_2799.186,HERC3,373,623
HOXD13_E2_171.4,HOXD13,988,1258
PRCP_1554.97,PRCP,1587,4553
FOSL1_E3_63.2,FOSL1,1335,2645
L3MBTL4_E14_65.1,L3MBTL4,446,1021
THRB_E5_69.4,THRB,769,1527
DZIP3_3627.148,DZIP3,743,1328
SOX6_E13_109.8,SOX6,2620,6416
OTX1_E4_135.1,OTX1,1618,3950
ZSCAN5B_E4_327.36,ZSCAN5B,1074,1539
ZNF782_E6_1062.89,ZNF782,1396,2532
ZNF585B_E5_1839.33,ZNF585B,1259,2304
THAP8_E2_187.33,THAP8,946,1509
ZNF257_E4_936.60,ZNF257,1771,3072
FOXF2_E1_234.24,FOXF2,564,690
HECTD3_2586.97,HECTD3,781,1552
KBTBD11_BTB141225_E1_1872.86,KBTBD11,1032,2011
OLIG2_E2_174.13,OLIG2,1409,2830
GGT5_1764.13,GGT5,1831,4377
HDGF_PWWP40108_E1_771.125,HDGF,664,712
ADAM21_2169.59,ADAM21,1146,2098
HDAC6_a2_e20_134.7,HDAC6,692,1230
TEK_PKc_E16_111,TEK,1161,2419
BAZ1B_BD_e19_237.6,BAZ1B,290,600
TOX3_E5_144.9,TOX3,1705,3992
ZFP28_E8_1170.12,ZFP28,1392,3115
ZFP36L2_1485.6,ZFP36L2,742,2291
NAALAD2_2223.198,NAALAD2,1397,2217
NEUROD6_E2_171.1,NEUROD6,621,611
ANKIB1_3270.61,ANKIB1,1629,3695
HOXC6_E2_177.0,HOXC6,802,1212
ZSCAN16_E4_324.6,ZSCAN16,1697,3874
FOXA1_E2_234.12,FOXA1,585,596
PAK3_PKc_E11_113.2,PAK3,990,1752
ZFP36_999.36,ZFP36,3456,7051
ASB17_888.35,ASB17,1031,1702
KBTBD3_BTB42149_E1_1839.104,KBTBD3,616,936
RFPL1_954.84,RFPL1,699,1705
CEBPG_E2_162.4,CEBPG,753,1250
BAZ1A_Phd_E23_36.0,BAZ1A,789,1076
TRIM66_Phd_E15_113.6,TRIM66,541,1174
ZMPSTE24_185.5,ZMPSTE24,2259,5882
CNDP2_1428.211,CNDP2,415,647
PMS1_E9_143.3,PMS1,1312,2823
LYL1_E4_180.6,LYL1,1870,3405
TDRD1_tudor9941040_E1_3570.129,TDRD1,590,1314
CDX2_E2_126.5,CDX2,1953,3265
FBXL6_1620.123,FBXL6,584,1224
ADAM17_2475.207,ADAM17,1327,2121
RNASEL_PKc_E2_358.35,RNASEL,907,1748
CAPN8_2112.95,CAPN8,791,1289
LNX1_2187.8,LNX1,530,1046
CUX1_E23_155.20,CUX1,481,897
FYN_PKc_E12_154.5,FYN,1071,2095
ZNF345_E3_1242.108,ZNF345,2435,4424
MORF_e14_210.3,MORF,1062,1568
HOXA1_E2_168.9,HOXA1,1125,2080
FGR_PKc_E8_52,FGR,498,820
ZNF266_E11_1233.11,ZNF266,1594,2054
ASB3_1557.138,ASB3,1538,2764
TRIM72_1434.202,TRIM72,449,1035
