sgRNA,Gene,HCT116-Cont2.initial,HCT116-Cont2.final
ZBTB10_BTB354461_E1_2616.26,ZBTB10,476,470
ZNF628_E3_1746.168,ZNF628,545,552
RNF170_777.58,RNF170,725,506
MYB_E4_93.8,MYB,1534,1209
MYB_SANT_E4_52.2,MYB,1534,1209
FBXW5_1701.184,FBXW5,840,631
TULP4_4632.344,TULP4,506,348
LONRF2_2265.196,LONRF2,582,564
MYSM1_2487.104,MYSM1,1202,938
ZNF701_E5_795.39,ZNF701,615,668
ARID4A_E13_95.1,ARID4A,976,956
OBSCN_PKc_E87_61.1,OBSCN,1095,727
FOLH1_2253.79,FOLH1,1417,1312
KLK12_765.35,KLK12,932,713
BTBD19_BTB30123_E1_876.159,BTBD19,1052,640
GRK5_PKc_E7_51,GRK5,1315,1048
FBXO27_852.96,FBXO27,607,569
DCAF11_1641.62,DCAF11,502,280
ZNF782_E6_1062.88,ZNF782,476,416
TRAF7_2013.202,TRAF7,292,147
NR2F6_E2_95.17,NR2F6,1217,689
UBE2I_477.60,UBE2I,488,504
SETDB1_E13_186.16,SETDB1,680,355
TNNI3K_PKc_E17_105.2,TNNI3K,909,633
TDRD1_tudor545592_E1_3570.68,TDRD1,668,456
CDYL2_Chromo_E2_144.8,CDYL2,658,593
LACTB_1644.107,LACTB,631,192
LTN1_5439.216,LTN1,498,530
PARP9_Macro317453_E1_2565.7,PARP9,673,472
DCAF16_651.53,DCAF16,518,392
IKZF2_E4_70.2,IKZF2,1082,1168
ZNF607_E5_1227.10,ZNF607,939,701
CEBPD_E1_132.1,CEBPD,489,254
STRADA_PKc_E10_105.1,STRADA,468,265
CCNF_2361.333,CCNF,473,227
FOXA2_E2_234.16,FOXA2,216,279
PHF13_Phd_E4_141.1,PHF13,891,629
MACROD1_Macro153319_E1_978.113,MACROD1,744,572
PGPEP1_630.93,PGPEP1,1631,993
MMP23B_140.20,MMP23B,1021,603
CHD6_Chromo_E6_63.2,CHD6,573,495
CBX8_Chromo_E2_44.0,CBX8,1476,1185
MAP2K7_PKc_E6_120,MAP2K7,327,157
RAB40A_834.95,RAB40A,738,653
RAB40A_834.80,RAB40A,540,574
ZNF646_E2_5235.100,ZNF646,547,244
ZBTB45_E2_31.0,ZBTB45,1303,661
ROCK1_PKc_E6_85.3,ROCK1,1197,947
PAPPA2_5376.674,PAPPA2,760,571
TBX20_E3_165.10,TBX20,1545,1262
SCPEP1_1359.138,SCPEP1,1399,1018
TRIM17_1434.262,TRIM17,742,713
PPAT_1554.138,PPAT,1350,655
BIRC2_1857.78,BIRC2,1065,716
KLK14_804.31,KLK14,429,330
DMRT2_E2_141.1,DMRT2,309,179
SBK2_PKc_E3_203.21,SBK2,843,571
CDC16_1863.38,CDC16,1011,184
ZBTB26_BTB23123_E1_1326.2,ZBTB26,260,299
CASP7_912.16,CASP7,1209,818
CBX6_Chromo_E1_42.3,CBX6,357,180
TAF3_Phd_E7_61.1,TAF3,629,475
FOXJ1_E2_138.9,FOXJ1,656,557
ATRX_ADD167270_E1_7479.28,ATRX,855,886
BRCA1_5592.283,BRCA1,882,904
KLHL35_BTB3170_E1_1752.11,KLHL35,344,126
CFD_762.13,CFD,169,62
ANAPC5_2268.90,ANAPC5,438,175
TRIM28_2508.443,TRIM28,293,139
CLK2_PKc_E6_117.1,CLK2,753,612
SHH_1389.8,SHH,1185,1000
KDM4B_ePhd_E17_53.2,KDM4B,876,701
TRIM25_1893.300,TRIM25,197,142
PRKG1_PKc_E11_140,PRKG1,1214,1232
ZNF799_E4_1587.104,ZNF799,475,412
MAP3K13_PKc_E5_159.6,MAP3K13,265,253
BRWD3_BD_e32_126.5,BRWD3,1314,1397
NEDD4L_2565.335,NEDD4L,790,629
MYLIP_1338.49,MYLIP,440,366
RNF213_15624.1362,RNF213,584,430
KLHL4_BTB172279_E1_2163.3,KLHL4,172,113
ANAPC5_2268.149,ANAPC5,1312,232
LHX6_E7_96.8,LHX6,949,500
SOCS7_1746.219,SOCS7,502,498
KCTD13_BTB43133_E1_990.34,KCTD13,382,306
ZNF454_E5_1011.90,ZNF454,836,791
FBXL17_2106.205,FBXL17,396,302
HSF4_E5_128.13,HSF4,689,382
HLF_E4_177.23,HLF,696,445
FBXW2_1365.119,FBXW2,828,537
BRD4_BD1_e3_138.0,BRD4,969,251
RFPL4A_4,RFPL4A,606,401
ZNF444_E5_360.31,ZNF444,1318,927
ZNF710_E2_450.11,ZNF710,2207,2067
TRIM43_1341.1,TRIM43,640,415
MMP16_1824.42,MMP16,1749,1683
PSMA7_747.2,PSMA7,1101,168
FBXL21_5,FBXL21,1530,1451
ZNF442_E6_1080.60,ZNF442,1125,1075
TNK2_PKc_E7_127.11,TNK2,529,468
ANKFY1_BTB111198_E1_3636.478,ANKFY1,583,413
FGFR2_PKc_E13_191.1,FGFR2,629,630
E2F1_E3_220.17,E2F1,830,589
IKZF3_E5_168.10,IKZF3,468,403
ZNF132_E3_1272.95,ZNF132,425,430
ITK_PKc_E12_161.14,ITK,541,531
RNF115_915.68,RNF115,791,522
ASB3_1557.93,ASB3,349,461
FBXL20_1311.128,FBXL20,1867,1815
ISL1_E4_174.19,ISL1,292,232
TYRO3_PKc_E13_81,TYRO3,934,866
PHF21B_Phd_E10_129.16,PHF21B,419,342
HOXC9_E2_147.16,HOXC9,766,460
HERC4_2385.96,HERC4,1371,1426
TRIM16_1695.34,TRIM16,807,763
L3MBTL2_MBT294390_E1_2118.104,L3MBTL2,304,237
PNCK_PKc_E3_132.27,PNCK,470,434
FMR1_Agenet59117_E1_1899.174,FMR1,323,319
PDPK1_PKc_E2_48.2,PDPK1,436,398
RNF207_1905.264,RNF207,322,258
ASPA_942.6,ASPA,724,816
NFATC4_E5_200.4,NFATC4,2088,1255
PCGF2_1035.2,PCGF2,567,409
UBR1_5250.460,UBR1,834,598
KDM2B_10,KDM2B,851,656
USP32_4815.157,USP32,1008,742
C17orf49_SANT_E3_98.6,C17orf49,950,673
UBE2L6_462.23,UBE2L6,321,260
BRDT_BD1_e4_68.1,BRDT,1635,1004
ASH1L_e13_109.0,ASH1L,1179,925
MAPK13_PKc_E2_130.6,MAPK13,508,349
ZNF205_E7_582.33,ZNF205,157,75
LRRK2_PKc_E39_101,LRRK2,478,268
ZNF121_Ex_993.19,ZNF121,1170,943
ZBTB47_BTB4113_E1_2244.5,ZBTB47,1148,1163
SPPL2A_1563.54,SPPL2A,1210,974
ZNF169_E5_1002.85,ZNF169,860,464
CASK_PKc_E6_103.2,CASK,562,484
ZNF461_E6_666.53,ZNF461,1102,880
TRIM36_2187.82,TRIM36,1003,1022
RNF130_1260.24,RNF130,735,532
IRF2BP1_1755.175,IRF2BP1,583,269
ZNF688_E3_153.13,ZNF688,1935,1508
ATF5_E4_189.22,ATF5,1020,713
ZBTB4_BTB2062_E1_3042.2,ZBTB4,918,552
MAP3K9_PKc_E3_181.23,MAP3K9,263,187
PLK3_PKc_E6_96.1,PLK3,1232,889
BMP2K_PKc_E3_106.5,BMP2K,288,338
FBXW11_6,FBXW11,735,414
UHMK1_PKc_E5_76.1,UHMK1,195,187
TET2_e7_86.0,TET2,1469,1295
ZNF319_E2_1332.151,ZNF319,893,630
PHEX_2250.32,PHEX,933,1103
MID2_2208.210,MID2,1037,1057
PHF20L1_Phd_E17_93.7,PHF20L1,927,990
BMPR2_PKc_E7_115.6,BMPR2,617,355
PRMT3_e10_100.0,PRMT3,1600,1608
TRIM13_1224.111,TRIM13,339,255
ZBTB21_BTB20120_E1_3201.328,ZBTB21,1284,1148
USP33_2829.194,USP33,1413,1231
ZNF398_E6_246.22,ZNF398,517,401
ZNF585B_E5_1839.84,ZNF585B,1381,1911
ZEB2_E10_131.6,ZEB2,673,721
MSX2_E2_177.7,MSX2,707,456
FBXO44_8,FBXO44,981,698
MBD1_E11_153.24,MBD1,1418,1166
IRF2BP1_1755.220,IRF2BP1,1644,1319
CAD_6678.988,CAD,1657,1018
MAFB_E1_210.26,MAFB,291,235
FBXW12_1395.135,FBXW12,742,486
MERTK_PKc_E13_81.4,MERTK,625,600
ZNF418_E4_1161.83,ZNF418,930,790
AMHR2_PKc_E10_137.5,AMHR2,644,508
KLHL31_BTB63165_E1_1905.211,KLHL31,820,945
RNF144A_879.14,RNF144A,973,999
ZSCAN26_E4_771.56,ZSCAN26,828,574
ZNF485_E5_651.54,ZNF485,862,661
BCR_PKc_E1_1278.9,BCR,128,145
TLX1_E2_167.10,TLX1,377,253
DCAF7_1029.79,DCAF7,674,232
EVX1_E2_135.9,EVX1,437,400
SETD1A_e19_118.2,SETD1A,376,249
ESRRB_E5_117.2,ESRRB,1563,1129
TRIM40_777.109,TRIM40,1447,891
TCF21_E1_180.29,TCF21,452,359
HERC3_2799.192,HERC3,364,258
UBE2L3_639.31,UBE2L3,775,609
MAPK13_PKc_E4_109.9,MAPK13,851,673
TRIM59_1212.3,TRIM59,682,811
NSD1_Phd1_E12_120.0,NSD1,503,500
ROS1_PKc_E39_98,ROS1,538,684
LMTK3_PKc_E7_88.3,LMTK3,525,595
BPTF_Phd2_E27_106.0,BPTF,553,306
RNF38_1548.52,RNF38,610,521
EZH2_e16_96.1,EZH2,1392,1054
SETDB1_tudor257317_E1_3876.56,SETDB1,1262,624
ZBTB37_E5_156.3,ZBTB37,1908,1471
FBXO24_1857.354,FBXO24,684,427
THAP2_E2_184.3,THAP2,553,301
ADAMTS20_5733.53,ADAMTS20,887,611
UBE2G1_513.35,UBE2G1,1663,1217
UBE4A_3201.329,UBE4A,242,293
UBE3B_3207.273,UBE3B,430,433
ADAM15_2592.81,ADAM15,1845,1157
PRMT8_e3_68.8,PRMT8,1938,2382
ZNF41_E5_1269.60,ZNF41,888,747
TINAG_1431.4,TINAG,1300,1042
UBR5_8397.417,UBR5,350,412
MESP2_E1_174.8,MESP2,1471,1309
ZNF34_E6_1071.48,ZNF34,387,350
ANAPC11_255.15,ANAPC11,531,114
CELA2B_810.67,CELA2B,406,288
USP5_2577.368,USP5,468,202
SNAPC4_SANT3_E13_46.2,SNAPC4,506,119
BACH2_E8_126.1,BACH2,453,461
ZNF233_E5_648.5,ZNF233,910,1012
BAZ1B_Phd_E15_113.5,BAZ1B,682,385
KMT2C_14736.773,KMT2C,442,516
HIC1_BTB37152_E1_2202.506,HIC1,408,459
CLK4_PKc_E4_40,CLK4,533,357
NEURL3_789.84,NEURL3,680,307
HERC3_2799.63,HERC3,678,425
RNF214_2112.134,RNF214,928,726
KDM4A_ePhd_E17_109.0,KDM4A,864,652
CDK15_PKc_E5_95.2,CDK15,538,308
MTA3_Bah3170_E1_1548.14,MTA3,1067,808
MEF2C_E3_180.8,MEF2C,907,504
ZNF772_E5_582.35,ZNF772,896,669
IKZF5_E5_187.5,IKZF5,2220,1483
TDRD6_tudor69133_E1_6291.46,TDRD6,733,503
TRIM24_BD_e17_75.2,TRIM24,1207,1019
RNF224_471.14,RNF224,339,284
CASP2_939.27,CASP2,282,172
PRKD2_PKc_E15_99.1,PRKD2,429,541
RNF6_2058.120,RNF6,998,768
TMPRSS15_3060.127,TMPRSS15,1576,1326
PBRM1_BD3_e13_140.1,PBRM1,593,538
MAST4_PKc_E16_139.4,MAST4,228,274
MAPKAPK3_PKc_E5_140.4,MAPKAPK3,531,407
ZNF254_E6_1326.44,ZNF254,819,673
TRAF3_1707.134,TRAF3,368,286
RFWD2_2124.187,RFWD2,1065,745
BPTF_Phd2_E27_106.4,BPTF,263,94
KDM4A_ePhd_E18_168.6,KDM4A,1872,1729
TBX15_E2_83.2,TBX15,1145,1025
KDM2B_CXXC615651_E1_4011.573,KDM2B,1063,624
KDM2B_4011.573,KDM2B,1063,624
DCAF5_2829.49,DCAF5,806,445
BHLHA15_E1_165.8,BHLHA15,495,274
MIB1_3021.199,MIB1,1004,1099
RIPK3_PKc_E5_47,RIPK3,421,383
HUWE1_13125.1717,HUWE1,924,993
CFI_1752.14,CFI,848,613
MMP9_2124.44,MMP9,588,524
NR2C1_E5_180.8,NR2C1,492,400
MARCH2_741.80,43526,1167,733
NSD1_e20_142.13,NSD1,1984,1424
NFE2L1_E6_204.1,NFE2L1,639,347
PAN2_3609.104,PAN2,1825,1261
GMEB1_E5_104.7,GMEB1,693,376
JUN_E1_162.5,JUN,335,306
ZNF214_E3_1026.67,ZNF214,1073,1062
PPIL2_1563.168,PPIL2,302,54
PRSS55_831.49,PRSS55,312,283
ZIC1_E2_164.4,ZIC1,986,681
MET_PKc_E19_166.6,MET,336,327
GTF3A_E4_89.0,GTF3A,1247,553
DPEP2_1461.72,DPEP2,1392,826
ZFP36_E2_195.24,ZFP36,276,189
KCNA10_BTB88179_E1_1536.41,KCNA10,320,209
MSX2_E2_177.17,MSX2,339,376
ASB5_990.82,ASB5,873,991
KAT6B_Phd1_E4_97.4,KAT6B,1145,1451
SNAI2_E2_238.6,SNAI2,1134,820
FBXO10_2871.116,FBXO10,406,273
MMP2_1983.295,MMP2,792,663
RNF207_1905.288,RNF207,310,261
BRDT_BD2_e6_150.6,BRDT,1279,1280
SETDB1_tudor348400_E1_3876.79,SETDB1,795,527
PJA2_2127.131,PJA2,442,275
HOXA5_E2_177.21,HOXA5,358,245
PHF7_1146.116,PHF7,601,433
CHD1_D_e13_135.3,CHD1,820,419
FGFR3_PKc_E12_111.1,FGFR3,296,289
ZBTB46_E4_144.7,ZBTB46,1043,697
SGK1_PKc_E6_132,SGK1,291,223
KDM4B_tudor9751030_E1_3291.286,KDM4B,272,264
ZNRF4_1290.140,ZNRF4,992,1039
TBL1XR1_2,TBL1XR1,995,624
MAPK14_PKc_E2_130.3,MAPK14,449,325
PSEN2_1347.77,PSEN2,788,549
CNDP1_1524.182,CNDP1,675,472
L3MBTL2_MBT408500_E1_2118.121,L3MBTL2,370,257
KDM4A_Phd_E15_56.0,KDM4A,384,246
EGFR_PKc_E23_147.18,EGFR,387,358
HIPK1_PKc_E2_557.19,HIPK1,955,661
PSMB4_795.22,PSMB4,1596,462
DCAF12L1_1392.259,DCAF12L1,589,537
CUL4A_2280.51,CUL4A,493,489
GDAP2_Macro54193_E1_1494.117,GDAP2,437,290
DCAF16_651.1,DCAF16,442,389
BIRC2_1857.125,BIRC2,656,619
PRKCH_PKc_E8_42,PRKCH,1091,894
DPYSL5_1695.29,DPYSL5,1155,897
LHX4_E4_135.13,LHX4,389,295
TBX5_E5_148.16,TBX5,410,385
ATR_PKc_E41_144.3,ATR,357,78
SNAI1_E3_133.0,SNAI1,611,335
PRDM8_e9_190.13,PRDM8,996,740
USP54_54.0,USP54,721,720
ZNF90_E4_996.43,ZNF90,1229,1161
PARL_133.5,PARL,876,419
PATZ1_BTB30159_E1_2064.397,PATZ1,528,365
FBXL14_1257.16,FBXL14,248,169
BAZ1B_BD_e19_237.13,BAZ1B,1255,545
RNF152_612.51,RNF152,481,399
FOXM1_E5_87.1,FOXM1,724,710
MTA1_Bah3188_E1_2148.47,MTA1,763,585
FBXL5_2076.122,FBXL5,498,511
HDAC8_e3_131.7,HDAC8,1609,1275
MARK2_PKc_E2_81.9,MARK2,1048,861
ORC1_Bah44170_E1_2586.314,ORC1,591,161
ZBTB8A_BTB14122_E1_1326,ZBTB8A,484,307
MEX3D_2001.258,MEX3D,616,524
CIC_E6_171.33,CIC,871,595
BIRC7_897.162,BIRC7,1686,1857
NAALADL2_2388.154,NAALADL2,676,532
ZNF787_E3_822.43,ZNF787,603,445
ZNF214_E3_1026.55,ZNF214,427,354
ARX_E2_89.6,ARX,674,335
MAP3K5_PKc_E20_135.2,MAP3K5,1135,903
ID4_E1_126.1,ID4,274,287
ZFP82_E5_1152.100,ZFP82,706,671
RNF149_1203.136,RNF149,1992,1820
DCLK3_PKc_E2_390.6,DCLK3,1025,721
KCTD10_BTB34124_E1_942.12,KCTD10,797,748
ZNF593_E1_200.24,ZNF593,618,358
PRSS22_954.14,PRSS22,1002,694
POU3F2_E1_174.16,POU3F2,190,133
RNF125_699.13,RNF125,681,494
TBL1X_7,TBL1X,677,400
SENP3_1725.167,SENP3,1280,708
USP31_89.1,USP31,1211,919
ZNF655_E4_582.16,ZNF655,815,734
RNF213_15624.544,RNF213,948,962
TRIM71_2607.378,TRIM71,808,540
KLK8_137.18,KLK8,244,82
DBX2_E3_123.1,DBX2,489,564
BHLHE40_E3_108.4,BHLHE40,1090,927
HECTD1_7833.662,HECTD1,1475,1267
SIRT3_e5_162.21,SIRT3,1264,999
TRIM24_3153.299,TRIM24,949,834
NSD1_PWWP319429_E1_8091.928,NSD1,927,791
EIF2AK2_PKc_E11_123.3,EIF2AK2,1118,867
RIOK2_PKc_E3_117.8,RIOK2,603,174
PRSS2_134.0,PRSS2,1159,1310
ZNRF4_1290.162,ZNRF4,935,700
JADE3_ePhd_E9_123.6,JADE3,796,622
SMAD2_E4_190.3,SMAD2,501,389
FBXO45_861.128,FBXO45,559,439
ALG13_47.0,ALG13,944,832
IVNS1ABP_BTB22126_E1_1929.157,IVNS1ABP,588,711
FBXO46_1812.237,FBXO46,587,572
PRSS53_1662.73,PRSS53,2172,1613
PRSS53_825.65,PRSS53,2172,1613
ZFP1_E4_723.22,ZFP1,917,451
NAALADL2_2388.129,NAALADL2,1078,935
BRCC3_951.44,BRCC3,906,727
IRF2BP2_1764.368,IRF2BP2,267,131
TFAP2D_E5_119.3,TFAP2D,195,249
RPS6KL1_PKc_E8_90.9,RPS6KL1,372,329
MYLK2_PKc_E7_110.3,MYLK2,292,241
HES5_E2_159.9,HES5,488,410
STK33_PKc_E9_85.4,STK33,268,273
CUL4A_2280.217,CUL4A,396,264
IGF1R_PKc_E17_111.7,IGF1R,539,333
ZNF292_E8_243.9,ZNF292,328,240
RNF135_1299.7,RNF135,703,589
CDYL2_Chromo_E2_144.0,CDYL2,1456,1345
BIRC8_711.10,BIRC8,618,604
ADAMTS4_2514.456,ADAMTS4,744,768
RFWD2_2124.149,RFWD2,308,291
TRIM10_1446.4,TRIM10,773,843
STK25_PKc_E7_186.24,STK25,1660,1097
ZFP2_E5_1059.0,ZFP2,1370,1213
ATR_PKc_E45_152,ATR,412,99
HIC1_E2_243.29,HIC1,543,399
PSMB9_660.87,PSMB9,773,743
DMRT1_E1_141.13,DMRT1,587,433
JARID2_E8_182.13,JARID2,265,218
TINAG_1431.42,TINAG,1396,1084
TRIM15_1398.251,TRIM15,417,343
SMARCA5_SANT_E20_126.2,SMARCA5,562,151
MLLT1_Yeats29112_E1_1680.1,MLLT1,758,663
TAF1_BD2_e32_85.3,TAF1,1800,994
MOK_PKc_E7_179.23,MOK,431,410
ZFP36L1_1017.220,ZFP36L1,459,365
LNX2_2073.89,LNX2,1015,1092
TRIM58_1461.254,TRIM58,908,972
ZNF239_E2_816.72,ZNF239,606,374
HOXD10_E2_177.0,HOXD10,1136,610
PIAS3_1887.29,PIAS3,763,534
KDM2B_4011.572,KDM2B,1063,702
KAT5_Chromo_E3_137.6,KAT5,464,574
KCNS1_BTB52151_E1_1581.15,KCNS1,295,137
DTX4_1860.220,DTX4,592,526
TDRD6_tudor15711609_E1_6291.419,TDRD6,466,448
SOX7_E1_109.12,SOX7,807,662
ANAPC11_255.26,ANAPC11,293,23
SENP3_1725.155,SENP3,656,527
HUWE1_13125.281,HUWE1,759,369
ZNF808_E5_1998.100,ZNF808,340,334
CUL4A_2280.91,CUL4A,1004,890
POU3F2_E1_174.2,POU3F2,1119,810
LYN_PKc_E9_183.5,LYN,404,248
ARX_E2_89.5,ARX,888,829
ESRRA_E3_117.16,ESRRA,721,329
VSX2_E3_123.3,VSX2,620,584
DRGX_E4_102.3,DRGX,1614,1567
WWP2_2613.72,WWP2,775,705
HDAC6_a1_e13_60.3,HDAC6,886,701
RNF121_984.122,RNF121,507,374
ZBTB25_E6_69.3,ZBTB25,1115,840
RAB40C_846.32,RAB40C,1450,1480
ZNF274_E8_552.49,ZNF274,868,573
SCYL1_PKc_E4_227.2,SCYL1,429,192
ZNF674_E6_1125.42,ZNF674,2656,2575
KLF14_E1_168.16,KLF14,196,44
STEAP1_1020.32,STEAP1,868,607
KMT2A_Phd1_E11_105.11,KMT2A,790,188
ZFP28_E8_1170.109,ZFP28,731,526
PDGFRA_PKc_E17_116.3,PDGFRA,520,321
CASP5_879.43,CASP5,942,830
TP73_E7_110.5,TP73,717,364
ZNF354C_E5_834.34,ZNF354C,769,834
SPDEF_E6_173.9,SPDEF,1142,716
RNF126_936.175,RNF126,365,219
SPSB1_822.94,SPSB1,577,320
ABL1_PKc_E6_178.11,ABL1,565,575
TRIM42_2172.244,TRIM42,516,415
KLHL41_BTB23130_E1_1821.158,KLHL41,316,227
USP13_2592.17,USP13,1183,924
NSD1_Phd3_E14_110.8,NSD1,706,411
ZNF658_E5_2301.220,ZNF658,972,926
RCOR3_SANT2_E11_101.3,RCOR3,787,699
ZNF717_E5_1770.125,ZNF717,1148,913
CHD7_H_e13_177.11,CHD7,337,289
MEX3A_1563.178,MEX3A,375,208
ZKSCAN7_E6_1077.94,ZKSCAN7,785,670
ZNF541_E12_78.3,ZNF541,2011,1246
ZNF541_SANT_E12_78.3,ZNF541,2011,1246
ISL1_E4_174.8,ISL1,377,169
SOX2_E1_216.16,SOX2,1091,1424
FLI1_E9_252.10,FLI1,1187,802
KDM2B_4011.172,KDM2B,362,311
TDRD6_tudor10371080_E1_6291.464,TDRD6,299,392
CERS6_E3_105.2,CERS6,1646,1552
ADAM20_2331.55,ADAM20,325,343
ACY1_1227.216,ACY1,997,765
TULP3_E6_114.2,TULP3,1108,663
ASB13_837.66,ASB13,305,258
DCAF12_1362.146,DCAF12,913,604
ZNF574_E2_1602.18,ZNF574,2710,696
KMT2C_Phd1_E8_138.6,KMT2C,210,154
CSNK1D_PKc_E1_55.3,CSNK1D,526,315
ZNF470_E6_1338.89,ZNF470,757,661
ELF1_E7_188.19,ELF1,886,1032
FBXL20_1311.38,FBXL20,758,618
HTRA4_1431.113,HTRA4,1728,1579
KLK8_137.8,KLK8,628,758
ZNF133_E7_1230.171,ZNF133,1214,912
ASB13_837.74,ASB13,280,186
VSX2_E4_42.0,VSX2,1107,967
PHF14_ePhd_E8_39.0,PHF14,1071,1072
RNF175_987.14,RNF175,573,373
ZBTB43_BTB23123_E1_1404.166,ZBTB43,467,329
DLX5_E2_129.10,DLX5,975,505
CSK_PKc_E8_100.1,CSK,337,354
OTUD5_1716.116,OTUD5,998,900
RHOBTB2_BTB289326_E1_2250.319,RHOBTB2,1135,1050
SBK2_PKc_E3_203.22,SBK2,581,552
ZNF320_E4_1011.42,ZNF320,691,618
ASB1_1008.87,ASB1,672,313
THAP6_E3_202.7,THAP6,718,708
ZNF423_E4_1206.99,ZNF423,1039,796
FBXO40_8,FBXO40,657,482
PRRX1_E2_123.6,PRRX1,305,103
ATRX_D_e18_147.2,ATRX,958,567
YOD1_915.29,YOD1,1562,1203
MZF1_E6_1122.123,MZF1,349,213
NOTO_E2_129.9,NOTO,777,562
MAP3K6_PKc_E15_134.22,MAP3K6,726,510
RNF112_1896.314,RNF112,664,717
ZNF214_E3_1026.57,ZNF214,174,164
NKX1_1_E2_177.3,NKX1,1446,1089
HOXA2_E2_174.1,HOXA2,1763,1319
XBP1_E2_97.3,XBP1,665,613
GLI4_E4_489.6,GLI4,223,137
RNF170_777.4,RNF170,540,342
ADRBK2_PKc_E8_92.2,ADRBK2,514,346
ELK4_E2_159.6,ELK4,426,348
FBXL5_2076.145,FBXL5,1264,973
TRIM61_630.58,TRIM61,604,565
TDRD7_tudor707752_E1_3297.101,TDRD7,821,1022
LPA_6123.41,LPA,1286,1195
TRIM49B_1,TRIM49B,2106,2026
TRIM49_3,TRIM49,2106,2026
PRDM1_E7_180.17,PRDM1,1587,1178
SPIN4_Spinlin201245_E1_750.54,SPIN4,1042,740
ATG4B_1182.4,ATG4B,1615,1483
ATR_PKc_E46_46.1,ATR,689,360
MST1R_PKc_E20_94.12,MST1R,313,235
STK31_PKc_E22_123.1,STK31,1097,890
ZNF560_E10_1560.95,ZNF560,410,265
KLHL31_BTB63165_E1_1905.17,KLHL31,1844,1190
KLK6_735.19,KLK6,686,523
GATA5_E3_135.8,GATA5,801,561
LONRF2_2265.214,LONRF2,594,566
CELA3A_813.131,CELA3A,144,94
MMP16_1824.204,MMP16,852,688
TLL2_3048.98,TLL2,298,209
ESX1_E2_89.0,ESX1,459,309
SRC_PKc_E11_77.4,SRC,523,485
KCND3_BTB42131_E1_1968.307,KCND3,483,510
BTBD8_BTB48121_E1_1137.26,BTBD8,834,787
KMT2E_Phd_E6_73.4,KMT2E,723,469
ADNP_E6_138.2,ADNP,951,668
TRAF7_2013.178,TRAF7,636,226
RNF123_3945.333,RNF123,618,315
MAPK7_PKc_E4_754.37,MAPK7,457,445
ZNF263_E6_231.19,ZNF263,1369,1210
TSNARE1_SANT_E4_234.9,TSNARE1,626,484
ARID5B_E8_98.3,ARID5B,872,644
PIK3R4_PKc_E4_93,PIK3R4,531,217
ZNF558_E10_666.49,ZNF558,1745,1864
FOXF2_E1_234.0,FOXF2,522,516
LONRF3_2280.230,LONRF3,1319,1310
SCRT2_E2_156.0,SCRT2,478,257
ZNF559_E6_1170.59,ZNF559,782,803
BACE2_1557.82,BACE2,569,479
LYN_PKc_E12_132.9,LYN,307,464
ZNF570_E6_834.67,ZNF570,518,386
RNF19A_2517.35,RNF19A,875,684
KLK12_765.129,KLK12,1520,1634
USP51_2136.138,USP51,2389,1738
NSMCE2_744.23,NSMCE2,470,239
KMT2B_e37_218.0,KMT2B,828,550
JMJD7_e5_96.4,JMJD7,783,571
ZSCAN10_E6_1281.73,ZSCAN10,1012,835
ADAM7_2265.29,ADAM7,641,548
ZBTB8B_BTB14122_E1_1488.16,ZBTB8B,430,465
SP140L_E12_143.13,SP140L,207,180
FOXR1_E5_151.2,FOXR1,919,873
PRCP_1554.14,PRCP,261,233
GATA3_E4_138.2,GATA3,448,336
ADAMTS8_2670.451,ADAMTS8,678,468
PITX3_E3_135.11,PITX3,272,121
KDM4C_Phd_E13_39.0,KDM4C,803,776
MAPKAPK5_PKc_E7_96.2,MAPKAPK5,365,369
RPS6KA2_PKc2_E16_159.19,RPS6KA2,436,424
LONRF3_2280.59,LONRF3,655,367
ZNF367_E3_53.1,ZNF367,390,322
HDGF_PWWP40108_E1_771.17,HDGF,708,557
TRIM63_1062.135,TRIM63,454,390
RAB40AL_837.58,RAB40AL,302,413
FBXW8_13,FBXW8,276,286
CBFB_E5_96.7,CBFB,749,484
USF1_E9_95.6,USF1,1044,740
DCAF17_1362.25,DCAF17,1149,689
TRIM38_1398.152,TRIM38,584,629
TRERF1_E7_69.3,TRERF1,852,681
PCGF3_729.97,PCGF3,164,159
RAB40B_837.40,RAB40B,617,534
PRMT8_e5_143.11,PRMT8,1227,922
TAOK2_PKc_E8_92.7,TAOK2,599,482
EHF_E8_188.11,EHF,589,237
PAPPA2_5376.221,PAPPA2,1252,1254
CREB3_E6_67.1,CREB3,1215,975
SPG7_2388.271,SPG7,209,101
SOCS3_678.21,SOCS3,541,539
STK17B_PKc_E2_53.1,STK17B,443,343
STK35_PKc_E2_292.3,STK35,447,206
CLPP_834.39,CLPP,1121,562
MAP4K3_PKc_E6_48,MAP4K3,624,595
C2_2259.131,C2,1092,1158
ZNF645_1278.114,ZNF645,577,619
ZNF449_E5_573.10,ZNF449,316,246
DCAF11_1641.119,DCAF11,788,825
HPR_1047.8,HPR,390,351
FBXO21_1887.248,FBXO21,1418,1111
KDM1B_e14_117.3,KDM1B,548,518
USP2_1818.185,USP2,844,595
PROX1_E3_102.1,PROX1,484,431
KLHL21_BTB25133_E1_1794.15,KLHL21,471,256
ARID1B_E12_210.4,ARID1B,489,361
ZFP57_E4_768.119,ZFP57,604,399
PRSS56_1812.77,PRSS56,798,514
