sgRNA,Gene,DLD1-Ts2.18.initial,DLD1-Ts2.18.final,test1,Test2,DLD1-Ts2.18.final_recalculate
KDM4B_e6_106.0,KDM4B,1521,3412,1891,1891,1891
ZBTB20_E5_215.13,ZBTB20,2367,5831,3464,3464,3464
ASB15_1767.134,ASB15,950,2450,1500,1500,1500
EHMT2_e25_176.4,EHMT2,1972,4463,2491,2491,2491
RNF135_1299.81,RNF135,414,900,486,486,486
PATZ1_BTB30159_E1_2064.397,PATZ1,423,1391,968,968,968
DCLK2_PKc_E10_120.6,DCLK2,558,1535,977,977,977
PRSS16_1545.214,PRSS16,1762,3986,2224,2224,2224
ZBTB44_E4_69.4,ZBTB44,511,1561,1050,1050,1050
ZFP91_E10_47.0,ZFP91,1695,3848,2153,2153,2153
MLLT1_Yeats29112_E1_1680.346,MLLT1,1219,3389,2170,2170,2170
ZSCAN22_E3_654.103,ZSCAN22,780,1918,1138,1138,1138
BTBD3_BTB156263_E1_1698.43,BTBD3,873,2370,1497,1497,1497
PRKCG_PKc_E15_81.2,PRKCG,641,1899,1258,1258,1258
KCNV1_BTB42150_E1_1503.17,KCNV1,672,1599,927,927,927
PHEX_2250.74,PHEX,1438,3641,2203,2203,2203
USP37_2940.62,USP37,1408,2520,1112,1112,1112
SKP1_483.26,SKP1,629,1144,515,515,515
RIPK3_PKc_E3_310.3,RIPK3,224,521,297,297,297
FBXL19_Phd_E4_63.0,FBXL19,451,879,428,428,428
AK3_PKc_E2_120.3,AK3,960,2553,1593,1593,1593
MMP28_220.36,MMP28,1147,2746,1599,1599,1599
KDM2A_16,KDM2A,740,1530,790,790,790
ADCK3_PKc_E13_66.1,ADCK3,707,1666,959,959,959
JUN_E1_162.10,JUN,2266,5129,2863,2863,2863
KLF9_E2_131.10,KLF9,822,1979,1157,1157,1157
CSNK2A1_PKc_E12_149.5,CSNK2A1,587,1150,563,563,563
TAF3_Phd_E7_61.1,TAF3,712,1496,784,784,784
RFX3_E7_182.13,RFX3,2443,6243,3800,3800,3800
TRIM51_1359.25,TRIM51,679,1525,846,846,846
ZNF676_E3_1410.58,ZNF676,1342,3309,1967,1967,1967
SMAD5_E4_372.21,SMAD5,970,2842,1872,1872,1872
CPVL_1431.118,CPVL,1779,4372,2593,2593,2593
ZMYND8_Phd_E5_123.3,ZMYND8,894,1669,775,775,775
MARCH9_1041.168,9-Mar,1139,3010,1871,1871,1871
FOXJ3_E4_75.0,FOXJ3,1126,2430,1304,1304,1304
ETS2_E11_141.6,ETS2,1363,3452,2089,2089,2089
MARCH4_1233.54,4-Mar,820,1909,1089,1089,1089
LMX1A_E6_78.2,LMX1A,92,178,86,86,86
TLX1_E2_167.25,TLX1,1351,3780,2429,2429,2429
GRK6_PKc_E12_209.29,GRK6,1050,3025,1975,1975,1975
VPS18_2922.189,VPS18,908,1771,863,863,863
ASB18_1401.224,ASB18,733,2172,1439,1439,1439
ZNF786_E4_1077.48,ZNF786,79,190,111,111,111
ENPEP_2874.298,ENPEP,1202,3294,2092,2092,2092
CASP7_912.76,CASP7,1396,3193,1797,1797,1797
NFE2_E4_297.5,NFE2,1407,3368,1961,1961,1961
CBX4_Chromo_E2_44.2,CBX4,642,1632,990,990,990
CDC27_2493.119,CDC27,512,1245,733,733,733
IRF2BP1_1755.171,IRF2BP1,234,479,245,245,245
ZNF569_E6_1494.105,ZNF569,1086,2893,1807,1807,1807
ADAM28_2328.57,ADAM28,1205,3375,2170,2170,2170
NFIL3_E2_156.2,NFIL3,1266,3067,1801,1801,1801
FBXO24_1857.48,FBXO24,1244,3376,2132,2132,2132
TESK2_PKc_E4_49,TESK2,733,1766,1033,1033,1033
KDM1A_e17_115.1,KDM1A,668,1445,777,777,777
FEZF1_E2_135.7,FEZF1,1740,3955,2215,2215,2215
FES_PKc_E15_95.7,FES,1579,3641,2062,2062,2062
NHLH2_E3_162.20,NHLH2,747,1772,1025,1025,1025
ZSCAN2_E3_1143.29,ZSCAN2,1119,2979,1860,1860,1860
SCMH1_MBT31126_E1_1983.317,SCMH1,1690,4706,3016,3016,3016
ASB6_1266.113,ASB6,687,1764,1077,1077,1077
AKTIP_3,AKTIP,1032,2419,1387,1387,1387
ZNF146_E4_819.56,ZNF146,1396,3138,1742,1742,1742
RNFT2_1335.112,RNFT2,19,79,60,60,60
IRX2_E2_177.12,IRX2,848,2039,1191,1191,1191
RFWD3_2325.64,RFWD3,1113,2466,1353,1353,1353
CREBBP_e26_114.8,CREBBP,998,2469,1471,1471,1471
CAD_6678.988,CAD,2430,4900,2470,2470,2470
MYSM1_2487.92,MYSM1,1027,2691,1664,1664,1664
ZNF780A_E6_1410.90,ZNF780A,1161,3143,1982,1982,1982
MAPK1_PKc_E5_115,MAPK1,1283,3867,2584,2584,2584
KLHL21_BTB25133_E1_1794.16,KLHL21,344,1023,679,679,679
HAT1_e3_76.1,HAT1,1083,2395,1312,1312,1312
CISH_828.34,CISH,1248,3399,2151,2151,2151
ZSCAN21_E4_570.9,ZSCAN21,1172,2634,1462,1462,1462
CHD5_Phd_E9_222.14,CHD5,218,501,283,283,283
RFPL3_954.79,RFPL3,841,2472,1631,1631,1631
HOXD13_E2_171.8,HOXD13,2850,7540,4690,4690,4690
HIPK4_PKc_E3_219.28,HIPK4,1547,3871,2324,2324,2324
CELA2B_810.26,CELA2B,639,1908,1269,1269,1269
RNF185_579.89,RNF185,545,1141,596,596,596
TMPRSS13_1704.219,TMPRSS13,872,2101,1229,1229,1229
BIRC6_14574.698,BIRC6,773,1362,589,589,589
BIRC2_1857.116,BIRC2,1203,3039,1836,1836,1836
KCNA3_BTB106197_E1_1728.43,KCNA3,788,1338,550,550,550
PRKD1_PKc_E13_107.1,PRKD1,749,1889,1140,1140,1140
TDRD6_tudor13561401_E1_6291.439,TDRD6,327,718,391,391,391
PRKG1_PKc_E11_140,PRKG1,1752,4024,2272,2272,2272
RXRB_E4_180.8,RXRB,344,977,633,633,633
SETDB1_e21_89.9,SETDB1,776,1618,842,842,842
FBXL7_1476.204,FBXL7,1416,4596,3180,3180,3180
USP16_2472.149,USP16,849,2152,1303,1303,1303
TMPRSS9_3180.634,TMPRSS9,910,2283,1373,1373,1373
SMAD9_E2_372.54,SMAD9,661,1854,1193,1193,1193
MOS_PKc_E1_849.57,MOS,616,1488,872,872,872
ZNF410_E10_47.1,ZNF410,1698,3957,2259,2259,2259
ETV2_E7_141.12,ETV2,782,1930,1148,1148,1148
CDX1_E2_126.0,CDX1,1194,2729,1535,1535,1535
DCUN1D2_780.5,DCUN1D2,823,2240,1417,1417,1417
TTBK2_PKc_E8_93.9,TTBK2,750,1922,1172,1172,1172
FOXP1_E17_102.1,FOXP1,1468,3727,2259,2259,2259
MAP3K4_PKc_E26_177.8,MAP3K4,481,1212,731,731,731
FBXO32_7,FBXO32,517,1037,520,520,520
UBE2NL_462.53,UBE2NL,283,491,208,208,208
ASB11_972.86,ASB11,718,2211,1493,1493,1493
RBCK1_1533.215,RBCK1,286,700,414,414,414
MBTD1_MBT468560_E1_1887.109,MBTD1,726,1796,1070,1070,1070
GRHL2_E7_112.4,GRHL2,649,1321,672,672,672
INSR_PKc_E19_160.7,INSR,537,1281,744,744,744
OVCH1_3405.114,OVCH1,2000,4090,2090,2090,2090
TDRD7_tudor9631007_E1_3297.146,TDRD7,1371,3444,2073,2073,2073
OVCH1_3405.27,OVCH1,1330,3142,1812,1812,1812
ZNF664_E5_735.38,ZNF664,774,2013,1239,1239,1239
KMT2D_Phd1_E8_115.5,KMT2D,707,2054,1347,1347,1347
BCR_PKc_E1_1278.96,BCR,960,2114,1154,1154,1154
FOXJ2_E3_75.1,FOXJ2,493,1322,829,829,829
BRD4_BD1_e2_121.4,BRD4,2406,4087,1681,1681,1681
CRMP1_2061.108,CRMP1,1985,5103,3118,3118,3118
FBXO7_1569.152,FBXO7,1052,1786,734,734,734
NLN_2115.69,NLN,2143,5740,3597,3597,3597
SOX14_E1_216.9,SOX14,1007,2160,1153,1153,1153
HTRA4_1431.134,HTRA4,1563,3975,2412,2412,2412
TRIM50_1464.316,TRIM50,302,744,442,442,442
FOXD3_E1_234.2,FOXD3,1090,2314,1224,1224,1224
TOPORS_2943.223,TOPORS,1657,4054,2397,2397,2397
IRF4_E3_171.1,IRF4,1436,3350,1914,1914,1914
ZNF625_E4_396.30,ZNF625,2024,4624,2600,2600,2600
MARCH3_762.13,3-Mar,1114,3506,2392,2392,2392
RFFL_1092.90,RFFL,825,2103,1278,1278,1278
PIM3_PKc_E6_86.6,PIM3,391,879,488,488,488
ATG4B_1182.74,ATG4B,961,2537,1576,1576,1576
NKX2_3_E2_177.9,NKX2,1270,2988,1718,1718,1718
FIGLA_E1_39.2,FIGLA,235,637,402,402,402
LRRK2_PKc_E39_101.2,LRRK2,890,2142,1252,1252,1252
PBRM1_BD2_e6_117.5,PBRM1,699,1443,744,744,744
DLX2_E2_129.12,DLX2,877,2233,1356,1356,1356
ASCL3_E2_162.8,ASCL3,644,1414,770,770,770
FOXD4L1_E1_234.9,FOXD4L1,540,884,344,344,344
DCAF13_1794.92,DCAF13,1522,2740,1218,1218,1218
PLK1_PKc_E1_276.9,PLK1,449,772,323,323,323
EVX2_E2_135.17,EVX2,731,1943,1212,1212,1212
ARID1B_E13_133.7,ARID1B,782,1846,1064,1064,1064
ALG13_47.0,ALG13,1224,2520,1296,1296,1296
TULP4_4632.836,TULP4,543,1421,878,878,878
KDM4A_e8_95.8,KDM4A,2211,5127,2916,2916,2916
HUWE1_13125.225,HUWE1,2450,6866,4416,4416,4416
CHD5_D_e15_201.32,CHD5,817,2091,1274,1274,1274
SOCS7_1746.193,SOCS7,1229,3330,2101,2101,2101
ZNF74_E5_915.75,ZNF74,1628,3814,2186,2186,2186
FBXO42_2154.14,FBXO42,833,1906,1073,1073,1073
MAPK3_PKc_E3_190.9,MAPK3,887,2059,1172,1172,1172
ZNF383_E5_969.59,ZNF383,419,1135,716,716,716
SNAPC4_E12_95.3,SNAPC4,1458,2257,799,799,799
SNAPC4_SANT3_E12_95.3,SNAPC4,1458,2257,799,799,799
CTSE_1191.12,CTSE,711,1416,705,705,705
UCHL3_693.41,UCHL3,541,1931,1390,1390,1390
FBXO2_891.105,FBXO2,295,644,349,349,349
KCTD4_BTB36123_E1_780.16,KCTD4,1841,4459,2618,2618,2618
PRPF19_1515.11,PRPF19,1095,1928,833,833,833
PROC_1386.168,PROC,1219,3148,1929,1929,1929
NEK1_PKc_E8_87.1,NEK1,639,1395,756,756,756
GMCL1_BTB101207_E1_1548.116,GMCL1,717,1569,852,852,852
IGF1R_PKc_E19_130.1,IGF1R,475,1074,599,599,599
ZNF827_E3_173.5,ZNF827,1400,3408,2008,2008,2008
UBE2K_603.50,UBE2K,838,1612,774,774,774
SENP2_1770.93,SENP2,1745,3528,1783,1783,1783
CTRC_807.13,CTRC,1820,4813,2993,2993,2993
PJA2_2127.115,PJA2,2242,4714,2472,2472,2472
RAB40AL_837.58,RAB40AL,436,1247,811,811,811
E2F1_E3_220.24,E2F1,930,2600,1670,1670,1670
KCNC2_BTB10151_E1_1917.274,KCNC2,809,2625,1816,1816,1816
RNF111_2988.139,RNF111,535,1130,595,595,595
SMARCC1_SANT_E19_47.1,SMARCC1,601,1207,606,606,606
ARID5A_E5_98.2,ARID5A,584,1621,1037,1037,1037
TDRD9_tudor949996_E1_4149.187,TDRD9,348,822,474,474,474
SATB1_E12_174.17,SATB1,1898,4319,2421,2421,2421
PRDM2_e4_104.3,PRDM2,836,1814,978,978,978
BMPR2_PKc_E7_115.6,BMPR2,794,2150,1356,1356,1356
PHF3_Phd_E5_35.0,PHF3,381,1014,633,633,633
NPAS3_E3_174.0,NPAS3,754,2444,1690,1690,1690
BIRC7_897.116,BIRC7,874,2081,1207,1207,1207
KDM5A_E4_144.3,KDM5A,1199,2505,1306,1306,1306
BRPF1_BD_e7_237.9,BRPF1,1824,3980,2156,2156,2156
ZNF233_E5_648.16,ZNF233,1183,3000,1817,1817,1817
KDR_PKc_E20_89.4,KDR,743,2136,1393,1393,1393
CAMKK1_PKc_E3_30,CAMKK1,1187,2977,1790,1790,1790
YY1_E4_69.0,YY1,1949,2836,887,887,887
CDIP1_E6_103.1,CDIP1,385,995,610,610,610
TRIM50_1464.90,TRIM50,383,1066,683,683,683
JAK3_PKc_E14_128.4,JAK3,760,2416,1656,1656,1656
KAT8_Chromo_E3_176.0,KAT8,513,857,344,344,344
ZNF606_E7_1176.65,ZNF606,1432,3477,2045,2045,2045
FBXO22_1212.89,FBXO22,1365,3476,2111,2111,2111
ZMIZ2_2763.387,ZMIZ2,715,1853,1138,1138,1138
EP300_e28_165.2,EP300,1356,2386,1030,1030,1030
CCDC79_E2_135.9,CCDC79,2322,6721,4399,4399,4399
CCDC79_SANT_E19_144.9,CCDC79,2322,6721,4399,4399,4399
FBXO24_1857.132,FBXO24,212,506,294,294,294
ASB14_1764.17,ASB14,757,1855,1098,1098,1098
PRSS56_1812.121,PRSS56,608,1049,441,441,441
ADAMTS8_2670.471,ADAMTS8,808,2116,1308,1308,1308
MAP3K14_PKc_E6_114.1,MAP3K14,606,1946,1340,1340,1340
RIOK3_PKc_E9_160.7,RIOK3,781,2083,1302,1302,1302
TRIM63_1062.135,TRIM63,501,1105,604,604,604
FBXL8_1125.45,FBXL8,607,1491,884,884,884
ZNF576_E3_69.8,ZNF576,2599,6004,3405,3405,3405
MIPEP_2142.47,MIPEP,853,1941,1088,1088,1088
ALG13_73.2,ALG13,2202,5554,3352,3352,3352
KMT2C_Phd5_E19_134.11,KMT2C,1708,3556,1848,1848,1848
FOXJ2_E2_138.16,FOXJ2,1200,2698,1498,1498,1498
MLXIP_E14_63.1,MLXIP,906,1894,988,988,988
HIPK1_PKc_E5_87.3,HIPK1,447,953,506,506,506
SP110_Phd_E15_101.6,SP110,1189,2810,1621,1621,1621
RFX2_E7_182.18,RFX2,756,1619,863,863,863
THAP6_E3_202.3,THAP6,2132,5214,3082,3082,3082
ZNF154_E3_582.69,ZNF154,1280,3179,1899,1899,1899
MMP11_1467.245,MMP11,1588,3356,1768,1768,1768
GBX2_E2_177.17,GBX2,699,1725,1026,1026,1026
TRIM27_1542.176,TRIM27,713,1851,1138,1138,1138
HERC1_14586.1022,HERC1,304,703,399,399,399
DUXA_E4_146.10,DUXA,904,1882,978,978,978
ZNF607_E5_1227.79,ZNF607,1031,2837,1806,1806,1806
SHH_1389.85,SHH,1537,4010,2473,2473,2473
AKAP1_tudor764809_E1_2712.195,AKAP1,1206,2724,1518,1518,1518
KLF14_E1_168.3,KLF14,709,2162,1453,1453,1453
ZNF233_E5_648.58,ZNF233,825,2860,2035,2035,2035
ZNF497_E3_1158.17,ZNF497,713,1690,977,977,977
KLHL10_BTB29133_E1_1827.14,KLHL10,2104,5852,3748,3748,3748
ZFAT_E9_150.10,ZFAT,2455,5311,2856,2856,2856
PEX2_918.70,PEX2,375,740,365,365,365
CASP3_834.24,CASP3,779,2469,1690,1690,1690
SBK1_PKc_E2_70,SBK1,566,1408,842,842,842
ZNF554_E5_498.44,ZNF554,756,2264,1508,1508,1508
HLX_E4_48.5,HLX,180,632,452,452,452
ASB2_1908.231,ASB2,639,1777,1138,1138,1138
KDM4B_e9_96.6,KDM4B,344,811,467,467,467
MMP17_1812.336,MMP17,1013,1993,980,980,980
BACH2_BTB27133_E1_2526.25,BACH2,487,1389,902,902,902
USP15_225.1,USP15,1523,3152,1629,1629,1629
MAP4K5_PKc_E2_81.2,MAP4K5,707,1846,1139,1139,1139
IRAK3_PKc_E7_115.3,IRAK3,959,2327,1368,1368,1368
USP17L4_1593.35,USP17L4,1695,3473,1778,1778,1778
KLHL10_BTB29133_E1_1827.4,KLHL10,1349,3135,1786,1786,1786
SPIN1_Spinlin54102_E1_789.23,SPIN1,752,1717,965,965,965
PKMYT1_PKc_E4_494.8,PKMYT1,795,1209,414,414,414
SUV420H2_e5_164.12,SUV420H2,705,1961,1256,1256,1256
KLHL21_BTB25133_E1_1794.15,KLHL21,422,1083,661,661,661
CBX1_Chromo_E2_62.0,CBX1,451,1039,588,588,588
RNF222_663.12,RNF222,892,2648,1756,1756,1756
CUL3_2325.39,CUL3,2033,4268,2235,2235,2235
PCSK7_2358.358,PCSK7,1120,2419,1299,1299,1299
MOK_PKc_E8_102.4,MOK,205,623,418,418,418
AAK1_PKc_E4_109.3,AAK1,282,826,544,544,544
CPQ_1419.37,CPQ,890,2048,1158,1158,1158
VRK1_PKc_E6_109,VRK1,1334,2653,1319,1319,1319
CUL1_2331.28,CUL1,1010,2775,1765,1765,1765
CDC23_1794.123,CDC23,464,879,415,415,415
YY2_E1_230.7,YY2,1092,2884,1792,1792,1792
CDK5_PKc_E1_37.2,CDK5,613,1173,560,560,560
SP7_E3_168.6,SP7,392,1016,624,624,624
KLHL6_BTB62167_E1_1866.34,KLHL6,402,1064,662,662,662
RNF139_1995.95,RNF139,2002,4480,2478,2478,2478
FGFR1_PKc_E14_123.7,FGFR1,823,2495,1672,1672,1672
RNF223_750.149,RNF223,1284,2909,1625,1625,1625
PCSK9_2079.58,PCSK9,1842,4561,2719,2719,2719
GMEB2_E6_76.3,GMEB2,1962,5652,3690,3690,3690
DMRT1_E1_141.13,DMRT1,629,1602,973,973,973
PDPK1_PKc_E2_48.1,PDPK1,640,1274,634,634,634
PRDM4_E11_169.13,PRDM4,972,2321,1349,1349,1349
ZBTB21_BTB20120_E1_3201.328,ZBTB21,1819,4440,2621,2621,2621
SMYD5_SET1_e10_57.1,SMYD5,1136,2890,1754,1754,1754
CBX3_Chromo_E3_86.0,CBX3,1352,3627,2275,2275,2275
POU4F1_E2_177.21,POU4F1,895,2164,1269,1269,1269
RNF145_2082.189,RNF145,515,1201,686,686,686
GBX2_E2_177.15,GBX2,372,997,625,625,625
L3MBTL2_MBT408500_E1_2118.118,L3MBTL2,1233,3206,1973,1973,1973
KLHL28_BTB25132_E1_1716.125,KLHL28,341,959,618,618,618
STK25_PKc_E6_158.1,STK25,636,1755,1119,1119,1119
HERC4_2385.109,HERC4,757,1579,822,822,822
KCND2_BTB43132_E1_1893.226,KCND2,1057,3002,1945,1945,1945
POU4F2_E2_177.17,POU4F2,648,1497,849,849,849
STK26_PKc_E8_102,STK26,925,2668,1743,1743,1743
TBL1X_3,TBL1X,637,1584,947,947,947
FOXF2_E1_234.25,FOXF2,1074,2416,1342,1342,1342
USP33_2829.164,USP33,1322,2764,1442,1442,1442
FBXL20_1311.32,FBXL20,909,2156,1247,1247,1247
ARID4B_Chromo_E17_108.0,ARID4B,1575,4444,2869,2869,2869
ZSCAN2_E3_1143.146,ZSCAN2,430,1090,660,660,660
F9_1386.89,F9,1636,3593,1957,1957,1957
DCAF10_1680.120,DCAF10,827,2002,1175,1175,1175
PHF8_e7_187.13,PHF8,1821,4485,2664,2664,2664
FBXL22_744.151,FBXL22,536,1101,565,565,565
MYNN_E7_83.0,MYNN,1190,2950,1760,1760,1760
RNF6_2058.119,RNF6,605,1290,685,685,685
PARP15_Macro304431_E1_2037.63,PARP15,926,2133,1207,1207,1207
ZSCAN4_E5_321.18,ZSCAN4,675,1689,1014,1014,1014
FBXL15_903.51,FBXL15,396,905,509,509,509
ZNF335_E14_161.9,ZNF335,710,768,58,58,58
WHSC1_E8_111.4,WHSC1,2063,5686,3623,3623,3623
DCAF16_651.1,DCAF16,653,1669,1016,1016,1016
CHD1L_Macro716866_E1_2694.192,CHD1L,981,2550,1569,1569,1569
EHMT1_e25_79.0,EHMT1,1588,4171,2583,2583,2583
SP140_Phd_E23_101.6,SP140,665,1912,1247,1247,1247
KLHL8_BTB57163_E1_1863.19,KLHL8,807,1797,990,990,990
CAMKV_PKc_E5_139.14,CAMKV,730,1762,1032,1032,1032
ZNF705G_E5_162.7,ZNF705G,1049,2528,1479,1479,1479
ZNF324B_E4_660.35,ZNF324B,1535,3343,1808,1808,1808
PRSS22_954.13,PRSS22,335,731,396,396,396
RCOR3_SANT2_E10_58.0,RCOR3,334,796,462,462,462
ZNF117_E4_915.34,ZNF117,1538,3522,1984,1984,1984
STK11_PKc_E5_137.3,STK11,417,555,138,138,138
FBXW8_16,FBXW8,504,1456,952,952,952
KMT2C_Phd3_E10_74.1,KMT2C,1386,3388,2002,2002,2002
LITAF_E3_119.0,LITAF,1110,2474,1364,1364,1364
KCNRG_BTB795_E1_819.4,KCNRG,1354,3818,2464,2464,2464
ZFP69_E6_666.49,ZFP69,904,1821,917,917,917
USP26_2742.199,USP26,1584,3930,2346,2346,2346
HLTF_3030.156,HLTF,1400,3239,1839,1839,1839
SOHLH1_E2_47.2,SOHLH1,1538,3931,2393,2393,2393
ACTR_e18_255.26,ACTR,1217,2859,1642,1642,1642
RNF167_1053.176,RNF167,627,1813,1186,1186,1186
NEK6_PKc_E8_108.8,NEK6,520,1409,889,889,889
JARID2_e12_115.1,JARID2,1037,2306,1269,1269,1269
RNF138_738.0,RNF138,1237,3252,2015,2015,2015
ELK1_E3_198.5,ELK1,2298,5729,3431,3431,3431
ZBTB22_BTB47149_E1_1905.16,ZBTB22,1007,2510,1503,1503,1503
HOXD11_E2_171.9,HOXD11,232,554,322,322,322
AIRE_E6_81.10,AIRE,1066,2778,1712,1712,1712
AXL_PKc_E14_78.7,AXL,529,1538,1009,1009,1009
ADAM15_2592.81,ADAM15,2167,4678,2511,2511,2511
DCAF16_651.8,DCAF16,775,1893,1118,1118,1118
PLG_65.3,PLG,1260,2992,1732,1732,1732
ASCL2_E2_126.11,ASCL2,497,1132,635,635,635
TRIM40_777.114,TRIM40,1548,4020,2472,2472,2472
TRERF1_E15_54.2,TRERF1,1910,4441,2531,2531,2531
TRERF1_SANT_E15_54.2,TRERF1,1910,4441,2531,2531,2531
TRIM65_1554.352,TRIM65,124,289,165,165,165
ZFHX4_E10_2571.110,ZFHX4,640,1823,1183,1183,1183
ASB5_990.42,ASB5,513,1493,980,980,980
ZNF726_E4_1281.31,ZNF726,2007,5059,3052,3052,3052
DDB1_3423.153,DDB1,1316,2256,940,940,940
HES2_E2_96.3,HES2,1431,3199,1768,1768,1768
ZNF239_E2_816.71,ZNF239,1144,3068,1924,1924,1924
DCAF10_1680.145,DCAF10,1702,4203,2501,2501,2501
CUL4A_2280.118,CUL4A,691,2024,1333,1333,1333
NRK_PKc_E4_72.4,NRK,1263,3518,2255,2255,2255
ZNF566_E5_570.15,ZNF566,2633,6931,4298,4298,4298
SPPL2A_1563.101,SPPL2A,1446,3390,1944,1944,1944
PGPEP1_630.68,PGPEP1,1412,3602,2190,2190,2190
RSF1_Phd_E7_39.0,RSF1,871,2473,1602,1602,1602
CDK1_PKc_E2_37.1,CDK1,724,2205,1481,1481,1481
NKX3_2_E2_177.7,NKX3,1014,2309,1295,1295,1295
NPAS3_E3_174.10,NPAS3,1160,2812,1652,1652,1652
MAP2K6_PKc_E10_140.12,MAP2K6,298,601,303,303,303
YME1L1_2322.101,YME1L1,1047,1930,883,883,883
PHRF1_4950.1068,PHRF1,1021,2489,1468,1468,1468
PJA2_2127.110,PJA2,991,2521,1530,1530,1530
CRAMP1_SANT_E2_48.1,CRAMP1,850,1863,1013,1013,1013
F2_1869.193,F2,1193,2739,1546,1546,1546
RNF126_936.62,RNF126,641,1613,972,972,972
FOXL1_E1_234.8,FOXL1,1040,2514,1474,1474,1474
CRAMP1_SANT_E2_48.3,CRAMP1,977,2287,1310,1310,1310
RNF126_936.183,RNF126,1082,2383,1301,1301,1301
PAK4_PKc_E7_127.12,PAK4,494,1136,642,642,642
USP31_138.2,USP31,1358,3421,2063,2063,2063
POU4F2_E2_177.4,POU4F2,443,1409,966,966,966
INSRR_PKc_E18_111.8,INSRR,747,2296,1549,1549,1549
ABHD12_1215.122,ABHD12,1364,2525,1161,1161,1161
ZNF93_E4_1329.86,ZNF93,882,2105,1223,1223,1223
RNF150_1317.68,RNF150,1913,5058,3145,3145,3145
TAOK2_PKc_E4_102.11,TAOK2,711,1718,1007,1007,1007
WSB1_1266.36,WSB1,907,2256,1349,1349,1349
OBSCN_PKc_E90_27.0,OBSCN,1028,1738,710,710,710
FBXO22_1212.136,FBXO22,1987,5368,3381,3381,3381
ZCWPW2_CW3078_E1_1071.5,ZCWPW2,1565,3510,1945,1945,1945
ZNF776_E3_666.11,ZNF776,2087,5774,3687,3687,3687
TRIM31_1278.126,TRIM31,2301,5618,3317,3317,3317
TRIM26_1620.295,TRIM26,201,422,221,221,221
MXD4_E4_115.0,MXD4,1623,3804,2181,2181,2181
DPEP3_1542.75,DPEP3,824,2027,1203,1203,1203
ABTB1_BTB273376_E1_1437.15,ABTB1,1316,3095,1779,1779,1779
RSPRY1_354.50,RSPRY1,785,1461,676,676,676
BTBD1_BTB62175_E1_1449.39,BTBD1,1003,2321,1318,1318,1318
ZNF524_E2_243.38,ZNF524,1958,4857,2899,2899,2899
LONP2_2559.225,LONP2,1573,4044,2471,2471,2471
MARK3_PKc_E8_237.3,MARK3,481,1232,751,751,751
ZNF517_E5_891.132,ZNF517,937,2477,1540,1540,1540
LZTR1_BTB433573_E1_2523.13,LZTR1,488,1090,602,602,602
ASB18_1401.169,ASB18,275,619,344,344,344
ZFP57_E4_768.119,ZFP57,643,1360,717,717,717
MARCH5_837.31,5-Mar,891,2028,1137,1137,1137
TET3_e7_86.1,TET3,406,1068,662,662,662
TET3_CXXC_E7_87.1,TET3,406,1068,662,662,662
RFX4_E5_62.2,RFX4,506,1227,721,721,721
BRCA1_5592.234,BRCA1,1810,3384,1574,1574,1574
CTSC_132.8,CTSC,1811,3996,2185,2185,2185
ZNF275_E4_237.20,ZNF275,509,1426,917,917,917
USP1_2358.16,USP1,951,1906,955,955,955
ASB14_1764.121,ASB14,823,2026,1203,1203,1203
ZSCAN5B_E4_327.26,ZSCAN5B,328,687,359,359,359
ARID1A_E11_210.0,ARID1A,1251,2780,1529,1529,1529
RNF41_954.116,RNF41,1623,3756,2133,2133,2133
UBE2E3_624.32,UBE2E3,892,2513,1621,1621,1621
TDRD1_tudor545592_E1_3570.67,TDRD1,651,1869,1218,1218,1218
ZNF282_E8_330.34,ZNF282,499,1325,826,826,826
C17orf49_SANT_E3_98.4,C17orf49,729,1879,1150,1150,1150
DCAF12_1362.118,DCAF12,727,1590,863,863,863
FBXL2_1272.17,FBXL2,1018,3483,2465,2465,2465
DCAF13_1794.149,DCAF13,693,977,284,284,284
MASP1_2187.182,MASP1,1163,2984,1821,1821,1821
FBXO38_3,FBXO38,1277,3408,2131,2131,2131
TMPRSS12_1047.37,TMPRSS12,624,1873,1249,1249,1249
ZBTB18_BTB23119_E1_1596.201,ZBTB18,908,2083,1175,1175,1175
DPP4_2301.109,DPP4,837,2015,1178,1178,1178
FBXO43_2127.76,FBXO43,1493,2932,1439,1439,1439
HLX_E3_141.12,HLX,730,1874,1144,1144,1144
CTSF_1455.134,CTSF,1783,4734,2951,2951,2951
ZBTB32_BTB23109_E1_1464.314,ZBTB32,982,2269,1287,1287,1287
ASB8_867.30,ASB8,1918,5195,3277,3277,3277
TBL1X_8,TBL1X,724,1803,1079,1079,1079
TRIM15_1398.77,TRIM15,804,1845,1041,1041,1041
IKBKB_PKc_E7_90.7,IKBKB,516,1934,1418,1418,1418
ZNF772_E5_69.0,ZNF772,1465,3464,1999,1999,1999
LMTK2_PKc_E7_134.1,LMTK2,643,1665,1022,1022,1022
ZNF772_E5_582.48,ZNF772,1726,4042,2316,2316,2316
FOXP3_E10_36.1,FOXP3,254,379,125,125,125
ZNF579_E2_1257.177,ZNF579,480,1328,848,848,848
FBXW12_1395.30,FBXW12,1201,2739,1538,1538,1538
PRDM12_E5_162.11,PRDM12,945,2533,1588,1588,1588
EP300_e25_147.11,EP300,823,1578,755,755,755
RNF44_1299.93,RNF44,856,3094,2238,2238,2238
